Marathi,Kannada
अचेने प्रकार,ಮೊಲ ಪ್ರಕಾರ
अचेने,ಉಂಗುರ
अक्लमिडोस्पोरिया,ಅಕ್ಲಾಮಿಡೋಸ್ಪೋರಿಯಾ
आम्ल वर्षा,ಆಮ್ಲ ಮಳೆ
अम्लीय,ಆಮ್ಲೀಯ
अम्लीय वायू,ಆಮ್ಲೀಯ ಅನಿಲ
आंबटपणा,ಅಚ್ಚುಕಟ್ಟಾಗಿತ್ವ
एसीनार सेल,ಅಸಿನಾರ್ ಕೋಶ
एकोलोमेट,ಜಾಮಕೀಯ
On कोनिटम,ಅನನಟ
अ‍ॅकॉर्न वर्म,ಆಕ್ರೋಶದ ಹುಳು
ध्वनिक झोनिंग,ಅಕೌಸ್ಟಿಕ್ ವಲಯ
अधिग्रहित वर्ण,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡ ಪಾತ್ರ
वसूल केलेली प्रतिकारशक्ती,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡ ರೋಗನಿರೋಧಕ ಶಕ್ತಿ
अधिग्रहित इम्युनो कमतरता सिंड्रोम (एड्स),ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡ ಇಮ್ಯುನೊ ಕೊರತೆ ಸಿಂಡ್ರೋಮ್ (ಏಡ್ಸ್)
एकरानिया,ಪ್ರಾದೇಶಿಕ
Rid सिडिन डाई,ಅಣಕಾದ ಬಣ್ಣ
अ‍ॅक्रोसेन्ट्रिक,ವ್ಯಾಪಕವಾದ
अ‍ॅक्रोमियन,ಅಕ್ರಾಮನ್
अ‍ॅक्रोपेटल सीक्वेन्स,ಸ್ಥಗಿತದ ಅನುಕ್ರಮ
अ‍ॅक्रोपेटल ऑर्डर,ಅಕ್ರೊಫೆಟಲ್ ರಾಶಿ
अ‍ॅक्रोसिन,ಅಕ್ರೋಸಿನ್
अ‍ॅक्टिन,ಅ ೦ ಗಡಿ
अ‍ॅक्टिन-सारखी प्रथिने,ಆಕ್ಟಿನ್ ತರಹದ ಪ್ರೋಟೀನ್
अ‍ॅक्टिनोमॉर्फिक,ಕ್ರಿಯಾಶೀಲತೆ
अ‍ॅक्टिनोमाइसेट्स,ಅಂಧ
कृती संभाव्यता,ಕ್ರಿಯಾಶೀಲತೆ
सक्रिय गाळ,ಸಕ್ರಿಯ ಕೆತ್ತನೆ
सक्रिय गाळ फ्लॉक,ಸಕ್ರಿಯ ಕೆಸರು ಫ್ಲೋಕ್
सक्रियता ऊर्जा,ಸಕ್ರಿಯಗೊಳಿಸುವ ಶಕ್ತಿ
सक्रिय शोषण,ಸಕ್ರಿಯ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
सक्रिय प्रतिकारशक्ती,ಸಕ್ರಿಯ ವಿನಾಯಿತಿ
सक्रिय रेडिएशन,ಸಕ್ರಿಯ ವಿಕಿರಣ
सक्रिय साइट,ಸಕ್ರಿಯ ಸೈಟ್
अ‍ॅक्टिव्हिन,ದಳ
Umicate,ವಕ್ರವಳತಿ ಮಾಡು
अ‍ॅडम्सिया,ಆಡಮ್ಸಿಯಾ
अनुकूलता,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
रुपांतर,ರೂಪಾಂತರ
हलकी व्यवस्थेशी जुळवून घेणे,ಬೆಳಕಿನ ಆಡಳಿತಕ್ಕೆ ಹೊಂದಿಕೊಳ್ಳುವುದು
पाण्याची कमतरता रुपांतर,ನೀರಿನ ಕೊರತೆಗೆ ಹೊಂದಿಕೊಳ್ಳುವುದು
अनुकूली वैशिष्ट्ये,ಹೊಂದಾಣಿಕೆಯ ಗುಣಲಕ್ಷಣಗಳು
अनुकूली प्रतिकारशक्ती,ಹೊಂದಾಣಿಕೆಯ ವಿನಾಯಿತಿ
अनुकूली रेडिएशन,ಅಡಾಪ್ಟಿವ್ ವಿಕಿರಣ
अनुकूली गुण,ಹೊಂದಾಣಿಕೆಯ ಲಕ್ಷಣ
अ‍ॅडॅक्सियल पृष्ठभाग,ಅಡಾಕ್ಸಿಯಲ್ ಮೇಲ್ಮೈ
व्यसनाधीन डिसऑर्डर,ವ್ಯಸನಕಾರಿ ಕಾಯಿಲೆ
En डेनिन,ತಿಕ್ಕಲು
En डेनोकोर्टिकोट्रोपिन,ಒಂದು ತತ್ತ್ವ
En डेनोहायपोफिसिस,ತತ್ತ್ವ
En डेनोसिन डायफॉस्फेट,ತಿರಸ್ಕಾರ
En डेनोसिन डिमिनेस,ಅಂಧ
En डेनोसाइन मोनोफॉस्फेट,ಅಸಿನಿನ್ ಮೊನೊಫಾಸ್ಫೇಟ್
En डेनोसाइन ट्रायफॉस्फेट (एटीपी),ಅಡೆನೊಸಿನ್ ಟ್ರೈಫಾಸ್ಫೇಟ್ (ಎಟಿಪಿ)
En डेनिलेट सायक्लेज,ತಿರಸ್ಕಾರ
चिकट शक्ती,ಅಂಟಿಕೊಳ್ಳುವ ಶಕ್ತಿ
अ‍ॅडिपेट,ಅಡಿಪಡಿ
अ‍ॅडिपोसाइट (चरबी सेल),ಅಡಿಪೋಸೈಟ್ (ಕೊಬ್ಬಿನ ಕೋಶ)
अ‍ॅडिपोज टिशू,ಅಡಿಪಾಯಿ ಅಂಗಾಂಶ
Nednate,ಮಡಿ
लगतचा समुदाय,ಪಕ್ಕದ ಸಮುದಾಯ
Ren ड्रेनल,ಮೂತ್ರಜನಕಾಂಗ
Ren ड्रेनल ग्रंथी,ಅಡ್ರಿನಲ್ ಗ್ರಂಥಿ
एड्रेनोकोर्टिकोट्रॉपिक हार्मोन (एसीटीएच),ಅಡ್ರಿನೊಕಾರ್ಟಿಕೊಟ್ರೊಪಿಕ್ ಹಾರ್ಮೋನ್ (ಎಸಿಟಿಎಚ್)
Ren ड्रेनोकोर्टिकोट्रॉपिक रिलीझिंग हार्मोन (एसीटीआरएच),ಅಡ್ರಿನೊಕಾರ್ಟಿಕೊಟ್ರೊಪಿಕ್ ಬಿಡುಗಡೆ ಹಾರ್ಮೋನ್ (ಎಸಿಟಿಆರ್ಹೆಚ್)
Or सॉर्बेंट,ಹೊರಹೀರುವ
शोषण,ಹೊರಹೀರತೆ
प्रगत Chordate,ಸುಧಾರಿತ ಸ್ವರಮೇಳ
फायदेशीर उत्परिवर्तन,ಅನುಕೂಲಕರ ರೂಪಾಂತರ
अ‍ॅडव्हेंटिशियल,ಸಾಹಸದ
साहसी मूळ,ಸಾಹಸಿ ಮೂಲ
प्रतिकूल परिणाम,ದುಷ್ಪರಿಣಾಮ
एडीज,ಈಡಿಸ್
संस्कृतीचे वायुवीजन,ಸಂಸ್ಕೃತಿಯ ಗಾಳಿ
एरेन्चायमा,ವಾಮಪಂಥೀಯ
हवाई,ವೈಮಾನಿಕ
एरियल रूट,ವೈಮಾನಿಕ ಮೂಲ
एरियल शूट,ವೈಮಾನಿಕ ಚಿಗುರು
एरोबिक श्वसन,ಏರೋಬಿಕ್ ಉಸಿರಾಟ
एरोबिक श्वसन,ಏರೋಬಿಕ್ ಉಸಿರಾಟ
सौंदर्यशास्त्र,ಸೌಂದರ್ಯಶಾಸ್ತ್ರ
एस्टिवेशन,ಅಸ್ವಸ್ಥತೆ
एस्टिवेशन,ಅಸ್ವಸ್ಥತೆ
Efferent,ವಿಪರೀತ
आत्मीयता क्रोमॅटोग्राफी,ಅಫಿನಿಟಿ ಕ್ರೊಮ್ಯಾಟೋಗ್ರಫಿ
पीडित अवयव,ಪೀಡಿತ ಅಂಗ
वनीकरण,ಸಂಯಮ
अ‍ॅगामोस्पर्मी,ಗಗನಯ
अगर,ಗಾಡಿ
आगरोस,ಜನಗಮಣ
अगरोस जेल इलेट्रोफोरेसीस,ಅಗರೋಸ್ ಜೆಲ್ ಎಲೆಟ್ರೋಫೊರೆಸಿಸ್
अ‍ॅगारोज पॉलिमर जेल,ಅಗರೋಸ್ ಪಾಲಿಮರ್ ಜೆಲ್
Agast,ಚೂರುಪಾರು
अ‍ॅगेव्ह,ಭೂತಾಳೆ
वय वितरण,ವಯಸ್ಸಿನಲ್ಲಿ ವಿತರಣೆ
वय पिरॅमिड,ವಯಸ್ಸು ಪಿರಮಿಡ್
एकत्रित,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
एकूण,ಒಟ್ಟು
कूपांचे एकूण,ಕೋಶಕ ಒಟ್ಟು
कूपांचे एकूण,ಕೋಶಕ ಒಟ್ಟು
एकत्रिकरण,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
आक्रमकता,ಆಕ್ರಮಣಶೀಲತೆ
आंदोलन प्रणाली,ಚಮತ್ಕಾರ
अग्नथ,ಅಜ್ಞಾತ
अगोती,ಗಾಡಿ
अ‍ॅग्रॅनल क्लोरोप्लास्ट,ಪಂಥದ
अ‍ॅग्रॅन्युलर,ಕೃಪಣದ
अ‍ॅग्रानुलोसाइट,ಪಂಥಿ
शेती,ಕೃಷಿ
अ‍ॅग्रोफोरेस्ट्री,ಕೃಚಾರಕ
अ‍ॅग्रोबॅक्टीरियम मध्यस्थी,ಆಗ್ರೊಬ್ಯಾಕ್ಟೀರಿಯಂ ಮಧ್ಯಸ್ಥಿಕೆ
अ‍ॅग्रोबॅक्टीरियम ट्यूमेफेसियन्स,ಅಗ್ರೋಬ್ಯಾಕ್ಟೀರಿಯಂ ಟ್ಯೂಮೆಫಾಸಿಯನ್ಸ್
अ‍ॅग्रोकेमिकल,ಕೃಷಿ ರಾಸಾಯನಿಕ
अ‍ॅग्रोकेमिकल,ಕೃಷಿ ರಾಸಾಯನಿಕ
अ‍ॅग्रोक्लिमॅटिक झोन,ಕೃಷಿ ವಲಯ
कृषी गुणधर्म,ಕೃಷಿ ಲಕ್ಷಣ
अ‍ॅग्रोनॉमी,ಕೃಷಿ ವಿಜ್ಞಾನ
एड्स,ನೆರಳು
एअर मूत्राशय,ಗಾಳಿಗೊಡೆ
वातानुकूलन,ಹವಾ ನಿಯಂತ್ರಣ ಯಂತ್ರ
हवाई रस्ता,ಗಾಳಿಯ ಮಾರ್ಗ
वायू प्रदूषण,ವಾಯು ಮಾಲಿನ್ಯ
एअर थैली,ಗಾಳಿಯ ಚೀಲ
एअर व्हॅक्यूओल,ವಿಮಾನ ನಿರ್ವಾತ
हवाई श्वास,ಗಾಳಿ ಮರೆಯುವ
अलेन,ತಲ್ಲಣ
अ‍ॅलरी स्नायू,ಅಲರಿ ಸ್ನಾಯು
अलास्कन तपकिरी अस्वल,ಅಲಸ್ಕನ್ ಕಂದು ಕರಡಿ
अल्बिनो,ಒಂದು ಬಗೆಯ ಉಕ್ಕಿನ
अल्बुगो,ದಾಸ್ಯ
अल्बमिन,ಉಣ್ಣೆಯಂಥ
अल्ब्युमिनस बियाणे,ಉಬ್ಬು ಬೀಜದ ಬೀಜ
अल्बमिनुरिया,ಬಿಲ್ಲಿನ
अल्बर्नम,ಪಾರಾಗಲಿ
Lescedae,ಹದಮುದಾಯಿ
Ld ल्डिहेडे,ಆಲ್ಡಿಹ್ಯೀಡ್
Ld ल्डोस्टेरॉन सिस्टम,ಆಲ್ಡೋಸ್ಟಾನ್ ವ್ಯವಸ್ಥ
अ‍ॅल्डोस्टेरॉन,ಆಲ್ಡೋಸ್ಟಲಿಗೆ
अलेरोन लेयर,ಅಲ್ಯೂರೋನ್ ಪದರ
अलेरोप्लास्ट,ಕಣ್ಣುಹಾಯ
अल्फल्फा,ಉಚ್ಚಾರಣಾ
अल्गल ब्लूम,ಪಾಚಿಯ ಹೂವು
अल्गिन,ಪಾರಿಗೊಣ
एलियन डीएनए,ಅನ್ಯಲೋಕದ ಡಿಎನ್‌ಎ
एलियन प्रजाती,ಅನ್ಯ
संरेखन,ಜೋಡಣೆ
संरेखन,ಜೋಡಣೆ
एलिमेंटरी कालवा,ಅಲಿಮೆಂಟಿನ ಕಾಲುವೆ
एलिमेंटरी सिस्टम,ಅಲಿಮೆಂಟರಿ ವ್ಯವಸ್ಥೆಯ
अलिसमासेस,ಮಿತ್ರತತ್ವ
अल्कलॉइड,ಕ್ಷಾರೀಯ
अल्कधर्मी,ಕ್ಷಾರೀಯ
अल्काप्टोनुरिया,ಕ್ಷಾರೀಯ
अलांटोइस,ನಾರು
अ‍ॅलेल वारंवारता,ಆಲೀಲ್ ಆವರ್ತನ
अ‍ॅलेल,ಇಳಿಜಾರು
Lel लोमॉर्फिक जोडी,ಅಲಿಮಾರ್ಫಿಕ್ ಜೋಡಿ
L लर्जीन,ಅಲರ್ಜಾಟ
अ‍ॅलिगेटर,ಅಲಿಗ್ನ
अ‍ॅलियम सेपा,ಆಲಿಯಂ ಸೆಪಾ
अ‍ॅलोगॅमी,ಅಲೋಗಮಿ
अ‍ॅलोग्राफ्ट,ಅರಿಯುವವಳು
अ‍ॅलोपॅट्रिक स्पेशिएशन,ಅಲೋಪ್ಯಾಟ್ರಿಕ್ ಸ್ಪೆಸಿಪೇಶನ್
Ol लोपोलिपॉइड,ಸೂತ್ರ
अ‍ॅलोस्टेरिक प्रभाव,ಅಲೀರಿಕ್ ಪರಿಣಾಮ
अ‍ॅलोस्टेरिक एंझाइम,ಅಲೋಸ್ಟರಿಕ್ ಕಿಣ್ವ
अ‍ॅलोस्टेरिक इनहिबिटर,ಅಲಿಸ್ಟರಿಕ್ ಪ್ರತಿರೋಧಕ
अ‍ॅलोस्टेरिक मॉड्यूलेशन,ಅಲೋಸ್ಟೆರಿಕ್ ಮಾಡ್ಯುಲೇಷನ್
अ‍ॅलोस्टेरिक साइट,ಅಲೋಸ್ಟರಿಕ್ ಸೈಟ್
अ‍ॅलोस्टेरिक इनहिबिशन,ಅಲಿಸ್ಟರಿಕ್ ಪ್ರತಿಬಂಧಕ
अ‍ॅलोटेट्रॅप्लॉइड,ತಟೆಾತ್ರಾ
अल्नस,ದಾಸ್ಯ
कोरफड,ಅಡೆ
On क्सॉनच्या बाजूने,ಆಕ್ಸಾನ್ ಉದ್ದಕ್ಕೂ
अल्फा-अँटीट्रिप्सिन,ಆಲ್ಫಾ-ಆಂಟಿಟ್ರಿಪ್ಸಿನ್
अल्फा-लेक्टलब्यूमिन,ಆಲ್ಫಾ-ಲಾಕ್ಟಾಲ್ ಬ್ಯೂನ್
अल्पाइन हवामान स्थिती,ಆಲ್ಪೈನ್ ಹವಾಮಾನ ಸ್ಥಿತಿ
अल्पाइन कुरण,ಆಲ್ಪೈನ್ ಹುಲ್ಲುಗಾವಲು
अल्पाइन झोन,ಆಲ್ಪೈನ್ ವಲಯ
अल्स्टोनिया,ಆಲ್ಸ್ಟೋನಿಯಾ
अल्टरनेरिया,ಪರ್ಯೇಡು
वैकल्पिक,ಪರ್ಯಾಯ
पिढीचे पर्यायी,ಪೀಳಿಗೆಯ ಪರ್ಯಾಯ
उंची आजारपण,ಎತ್ತರ ಕಾಯಿಲೆ
समुद्रसपाटीपासूनची उंची,ಎತ್ತರ
अल्व्होलर नलिका,ಅಲ್ವಿಯೋಲಾರ್ ನಾಳ
एलिटेस,ಮಣ್ಣು
अल्झायमर रोग,ಆಲ್ z ೈಮರ್ ಕಾಯಿಲೆ
अमॅक्रिन सेल,ಅಮಾಮಿನ ಕೋಶ
अमरॅन्थेसी,ಹುಳ
अमरॅन्थस,ಹುಳಿ
वातावरणीय ऑस्मोटिक एकाग्रता,ಸುತ್ತುವರಿದ ಆಸ್ಮೋಟಿಕ್ ಸಾಂದ್ರತೆ
अ‍ॅम्बिस्टोमा,ಅಂಬಿಸ್ಟೋಮ
अमाइड,ಅಸ್ಫುಲ್
अमिनो आम्ल,ಅಮೈನೊ ಆಸಿಡ್
अमीनो acid सिड स्वीकारणारा,ಅಮೈನೊ ಆಸಿಡ್ ಸ್ವೀಕಾರಕ
एमिनोआसिल टी आरएनए सिंथेथेस,ಅಮೈನಾಕ್ಲ್ ಟಿ ಆರ್ಎನ್ಎ ಸಿಂಥೆಟೇಸ್
एमिनोआसिलेशन,ಅಮೈನೊಅಸಿಲೇಷನ್
अमिटोसिस,ಅಮೀಟಾಸಿ
अमोनिया,ಅಮೋನಿಯ
अमोनिफिकेशन,ಅಮೋನೀಕರಣ
अमोनोटेलिझम,ಅಮ್ಮನೋಟೆಲಿಸಂ
अ‍ॅम्निओसेन्टेसिस,ಜ್ಯೂನಿಯೊಸೆಂಟಿಸ್
अ‍ॅम्निओसेन्टेसिस तंत्र,ಆಮದೋಸೆಂಟೆಸಿಸ್ ತಂತ್ರ
अ‍ॅम्निओसाइट,ಅಮ್ನಿಯೈಟ್
अम्नियन,ಮಂಕಾದ
गर्भाशयातील द्रव,ಆಮ್ನಿಯೋಟಿಕ್ ದ್ರವ
अम्नीओटिक झिल्ली,ಜಾಮ್ನಿಯೆಟಿಕ್ ಮೆಂಬರೇನ್
अम्नीओटिक थैली,ಜಾಮಿಕಾಟದ ಚೀಲ
अमोबा,ಅಮೀಬ
अमीबोसाइट,ಅಮೀಬೋಸೈಟ್
अमोबॉइड,ಅಮೀಬಯುಡಿ
अ‍ॅमोबॉइड लिम्फोसाइट,ಅಮೀಬಯಿಡ್ ಲಿಂಫೋಸೈಟ್
अ‍ॅमोबॉइड चळवळ,ಅಮೀಬಯಿಡ್ ಚಲನೆ
अनाकार,ಅರೂಪದ
रक्कम,ಮೊತ್ತ
अ‍ॅम्फेटामाइन,ಆಭರಣ
उभयचर,ಉಭಯಚರ
उभयचर,ಉಭಯಚರ
उभयचर,ಉಭಯಚರ
अ‍ॅम्फिओक्सस,ಉಲ್ಬಣ
अ‍ॅम्फिओक्सस लॅन्सोलाटस,ಆಂಫಿಯೋಕ್ಸಸ್ ಲ್ಯಾನ್ಸೊಲಾಟಸ್
अ‍ॅम्फिपाथिक,ಉಭಯಪಕ್ಷೀಯ
अ‍ॅम्फिपाथिक लिपिड,ಉಭಯಚರ ಲಿಪಿಡ್
अ‍ॅम्फिसार्का,ಉಚ್ಚಾರೆ
अ‍ॅम्पिसिलिन,ಲೋಕದ
अ‍ॅम्पुल्ला,ಹಲ್ಲು
अ‍ॅम्प्युलरी ग्रंथी,ಶಿರೋಕ್ತಿ ಗ್ರಂಥಿ
अ‍ॅमीगडल,ಅಮಿಗ್ಡಾಲ್
अ‍ॅमीगडेल,ಬಾಚು
अ‍ॅमीग्डालिन,ಅಮಿಗ್ಲಿನ್
अ‍ॅमिलेज,ಮಂಕಾದ
अ‍ॅमिलोप्लास्ट,ಅಮಿಲೋಪ್ಲಾಸ್ಟ್
अनाबेना,ಅ ೦ ಗಡಿ
अनबास,ಹಳ್ಳ
अ‍ॅनाबॉलिक मार्ग,ಅನಾಬಲಿನ ​​ಮಾರ್ಗಗಳು
अ‍ॅनाबोलिझम,ಅನಾಬಾಲಿಸಂ
अ‍ॅनाकार्डियासी,ಅನಾಕಾರ್ಡಿಯಾಸಿ
अशक्तपणा,ರಕ್ತಹೀನತೆ
अनरोब,ಬಯೆರೋಲೆ
अनॅरोबिक इंधन,ಆಮ್ಲಜನವ್ಯಕ್ತಿ
अनरोबिक श्वसन,ಆಮ್ಲಜನವ್ಯಕ್ತಿ
अनॅरोबिक गाळ डायजेस्टर,ಆಮ್ಲಜನಕರಹಿತ ಕೆಸರು ಡೈಜೆಸ್ಟರ್
अनॅरोबिक,ಆಮ್ಲಜನವ್ಯಕ್ತಿ
अनाईमा,ಅನೈಮ
गुदद्वारासंबंधीचा,ಗುದ
गुदद्वारासंबंधीचा,ಗುದ
गुदद्वारासंबंधीचा छिद्र,ಗುದ ದ್ಯುತಿರಂಧ್ರ
गुदद्वारासंबंधीचा सेर्सी,ಗುದ
गुद्द्वार लूप,ಗುದ ಲೂಪು
गुद्द्वार शैली,ಗುದ ಶೈಲಿ
समान,ಹೋಲುವ
समान,ಹೋಲುವ
समानता,ಸಾದೃಶ್ಯ
समानता,ಸಾದೃಶ್ಯ
विश्लेषण,ವಿಶ್ಲೇಷಣೆ
अनाफेस,ಅನಾಫೇಸ್
शरीरशास्त्र अडथळा,ಅಂಗರಚನಾ ತಡೆಗೋಡೆ
शारीरिक पैलू,ಅಂಗರಚನಾ ಅಂಶ
शरीरशास्त्रज्ञ,ಅಂಗರಚನಾ ತಜ್ಞ
शरीरशास्त्र,ಅಂಗರಚನಾಶಾಸ್ತ್ರ
पूर्वज वंशज अनुक्रम,ಪೂರ್ವಜರ ವಂಶಸ್ಥ ಅನುಕ್ರಮ
वडिलोपार्जित वंश,ಪೂರ್ವಜರ ವಂಶ
वडिलोपार्जित क्रम,ಪೂರ್ವಜರ ಅನುಕ್ರಮ
एन्सिलोस्टोमा,ಚಾಚು
एंड्रोइसीयम,ಆಂಡ್ರೊಸಿಯಮ್
एंड्रोजेन,Andrಷಧ
अशक्तपणा,ರಕ್ತಹೀನತೆ
Enemone,ವೇಶ್ಯೆ
Eneuploid,ಅನೆಲಾಯ್ಡ್
Eneuploidy,ಅನೆಪ್ಲು
एनजाइना,ಗಂಜಿ
एंजिओग्राम,ಆಂಗಿಯ ವರ್ಗ
एंजियोग्राफ,ಆತಿ
एंजियोग्राफी,ಆಂಜಿಯಾರಿ ಶಾಸ್ತ್ರ
एंजियोप्लास्टी,ಆಂಜಿಯೋಪ್ಲಾಸ್ಟಿ
एंजिओस्पर्म,ಆಂಗಿಯೋಸ್ಪೆರ್ಮು
अँजिओटेन्सिन,ಆಂಜಿಯೋಟೆನ್ಸಿನ್
एंजियोटेंसीनोजेन,ಆಂಜಿಯೋಟೆನ್ಸಿನ್ ವಂಶದ
अँगलर फिश,ಗಾಳಹಾಕಿ ಮೀನು
एंगुइना,ಗದ್ದೆ
एंगुइस,ಕುಡಿನೂದಿ
प्राणी,ಪ್ರಾಣಿ
प्राणी,ಪ್ರಾಣಿ
प्राणी शेण,ಪ್ರಾಣಿ ಸಗಣಿ
पशुसंवर्धन,ಪಶುಸಂಗೋಪನೆ
अ‍ॅनिमल कॅरिओटाइपिंग,ಪ್ರಾಣಿ ಕ್ಯಾರಿಯೋಟೈಪಿಂಗ್
प्राण्यांचे राज्य,ಪ್ರಾಣಿ ಸಾಮ್ರಾಜ್ಯ
प्राणी ऊतक,ಪ್ರಾಣಿಗಳ ಅಂಗಾಂಶ
अ‍ॅनिमालिया,ಪ್ರಾಣಿ
आयन,ಅಯಾನು
एनिसोट्रॉपिक बँड,ಅನಿಸೊಟ್ರಾಪಿಕ್ ಬ್ಯಾಂಡ್
En नीलिंग,ಮುಟ್ಟಿದ
अ‍ॅनेलिड,ಗಡಿಯಾರ
अ‍ॅनेलिडा,ಅನುಗ್ರಹದ
वार्षिक रिंग,ವಾರ್ಷಿಕ ಉಂಗುರ
एनुलेटेड,ಉರಿಯೂತ
एन्युले,ಅನ್ನ್ಯೂಲ್
विसंगती प्रकार,ಅಸಂಗತ ಪ್ರಕಾರ
अ‍ॅनोफेल्स,ಅನಾಫಿಲಿಸ್
मुंगी खाणारा,ಇರುವೆ ಭಕ್ಷಕ
विरोधी,ವಿರೋಧದ
अंटार्क्टिक,ಪೃಷ್ಠದ
अँटेना,ಆನಂತಾ
अँटेना कॉम्प्लेक्स,ಆಂಟೆನಾ ಸಂಕೀರ್ಣ
अँटेनल ग्रंथी,ಆಂಟೆನಾಲ್ ಗ್ರಂಥಿ
पूर्ववर्ती (व्हेंट्रल) ग्रे हॉर्न,ಮುಂಭಾಗದ (ಕುಹರದ) ಬೂದು ಕೊಂಬು
आधीचा हायपोफिसिस,ಮುಂಭಾಗದ ಹೈಪೋಫಿಸಿಸ್
पूर्ववर्ती इंटरव्हेंट्रिक्युलर सल्कस,ಮುಂಭಾಗದ ಮಧ್ಯಸ್ಥಿಕೆಯ ಸಲ್ಕಸ್
अँथर,ಪರಾಗ
अँथर संस्कृती,ಪರಂಪರೆ ಸಂಸ್ಕೃತಿ
अँथेरिडियम,ಸ ೦ ಗಂಥಿಯ
अँथेरोझॉइड,ಪರಾಗಿದರದ
अँथोसेरोस,ಆಂಥೆಸೆರೋಸ್
अँथोसेरोटोप्सिडा,ಆಂಥೋಸೆರೋಟಾಪ್ಸಿಡಾ
अँथ्रॅक्स,ಆಂಥ್ರಾಕ್ಸ್
अँथ्रोपोजेनिक विलोपन,ಮಾನವಜನ್ಯದ ಅಳಿವಿನಂಚಿನಲ್ಲಿರುವ
मानववंशशास्त्र,ಮಾನವಶಾಸ್ತ್ರ
अँटीबैक्टीरियल,ಅನುಭವಿನಲ್ಲಿರುವ
अँटीबायोटिक पेनिसिलिन,ಪ್ರತಿಜೀವಕ ಪೆನ್ಸಿಲಿನ್
प्रतिजैविक प्रतिरोधक,ಪ್ರತಿಜೀವಕ ನಿರೋಧಕ
प्रतिजैविक (ओ),ಪ್ರತಿಜೀವಕ (ಗಳು)
