English,Malayalam
Administrator,ഭരണാധിപന്
Advanced technology,നൂതന സാങ്കേതികവിദ്യ
Aerial,ഏരിയൽ
Aerial array,ഏരിയൽ അറേ
Aerial booster,ഏരിയൽ ബൂസ്റ്റർ
Aerial current,ഏരിയൽ കറന്റ്
Aerial earthing switch,എയറൽ ഇയർത്തിംഗ് സ്വിച്ച്
Aerial efficiency,ഏരിയൽ കാര്യക്ഷമത
Aerial impedance,ഏരിയൽ ഇതര
Aerial inductance,ഏരിയൽ ഉൾപ്പെടുത്തൽ
Aerial insulator,ഏരിയൽ ഇൻസുലേറ്റർ
Aerial loading coil,ഏരിയൽ ലോഡിംഗ് കോയിൽ
Aerial photography,ഏരിയൽ ഫോട്ടോഗ്രഫി
Aerial power,ഏരിയൽ പവർ
Aerial radiation reistance,ആകാശ വികിരണ ഏലിസ്റ്റൻസ്
Aerial reactance,ഏരിയൽ റിപ്രീൻസ്
Aerodynamics,എയറോഡൈനാമിക്സ്
Agency,നിര്വ്വഹണം
Air compressor,എയർ കംപ്രസ്സർ
Air condenser,എയർ കണ്ടൻസർ
Air cooled,വായു തണുപ്പിച്ചു
Air cored coil,എയർ കോർഡ് കോയിൽ
Airconditioning,എയർ കണ്ടീഷനിംഗ്
Albedo,ആൽബിഡോ
Algorithm,അൽഗോരിതം
Aliasing,അപരനാത്മകം
Aligning,വിന്യസിക്കുന്നു
Alignment,വിന്യാപകമായ
All wave aerial,എല്ലാ തരംഗ ഏരിയലും
Allocation,പങ്കുവയ്ക്കല്
Alphabetic,അക്ഷരകമായ
Alphanumeric,ആൽഫാന്യൂമെറിക്
Alphanumeric character,ആൽഫാന്യൂമെറിക് പ്രതീകം
Alphanumeric information,ആൽഫാന്യൂമെറിക് വിവരങ്ങൾ
Alternating current (a.c.),ഇതര കറന്റ് (A.C.)
Alternation,ഒന്നിടവിട്ടമ്മ
Alternator,പകര്പ്പ്
Altitude,ഉയരം
Altitude of the apogee,അപ്പോഗിയുടെ ഉയരം
Altitude of the perigee,പെരിജിയുടെ ഉയരം
Amateur radio communication,അമേച്വർ റേഡിയോ ആശയവിനിമയം
Ambience,അന്തരീതം
Ambience microphone,അന്തരീക്ഷ മൈക്രോഫോൺ
Ambient condition,അന്തരീക്ഷ അവസ്ഥ
Ambient lighting,ആംബിയന്റ് ലൈറ്റിംഗ്
Ambient noise,ആംബിയന്റ് ശബ്ദം
Ambient temperature,ആംബിയന്റ് താപനില
American standard code,അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കോഡ്
Ampere,Ampere
Ampere meter,ആമ്പിയർ മീറ്റർ
Amplification,ആംപ്ലിഫിക്കേഷൻ
Amplification factor,ആംപ്ലിഫിക്കേഷൻ ഫാക്ടർ
Amplifier,ആംപ്ലിഫയർ
Amplifier gain,ആംപ്ലിഫയർ നേട്ടം
Amplifier noise,ആംപ്ലിഫയർ ശബ്ദം
Amplifying equipment,ഉപകരണങ്ങൾ ആംപ്ലിഫൈയിംഗ് ചെയ്യുന്നു
Amplifying klystron,Klystron ആംപ്ലിഫൈയിംഗ്
Amplifying unit,ആംപ്ലിഫൈയിംഗ് യൂണിറ്റിംഗ്
Amplitude,വ്യാശമുള്ള
Amplitude distortion,വ്യാപ്തി വികസനം
Amplitude excursion,ആംപ്ലിഡ്യൂഡ് ആസക്തി
Amplitude factor,വ്യാപ്തി ഘടകം
Amplitude limiter,ആംപ്ലിറ്റ്യൂഡ് ലിമിറ്റർ
Amplitude modulated,ആംപ്ലിറ്റ്യൂഡ് മോഡുലേറ്റ് ചെയ്തു
Amplitude modulation,ആംപ്ലിറ്റ്ഇൻഡ് മോഡുലേഷൻ
Analog (analogue),അനലോഗ് (അനലോഗ്)
Analog circuit,അനലോഗ് സർക്യൂട്ട്
Analog computer,അനലോഗ് കമ്പ്യൂട്ടർ
Analog radio frequency channel,അനലോഗ് റേഡിയോ ഫ്രീക്വൻസി ചാനൽ
Analog representation,അനലോഗ് പ്രാതിനിധ്യം
Analog signal,അനലോഗ് സിഗ്നൽ
Analog to digital,ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്
Analog to digital converter,ഡിജിറ്റൽ കൺവെർട്ടറിലേക്കുള്ള അനലോഗ്
Analog video,അനലോഗ് വീഡിയോ
Analogous,അനസ്)
Analogy,അനലോഗി
Analysis,വിശകലനം
Analysis of data,ഡാറ്റയുടെ വിശകലനം
Analytical density,അനലിറ്റിക്കൽ സാന്ദ്രത
Analyze,വിശകലനം ചെയ്യുക
Analyzer,വിശകലന
Ancilliary equipment,അനുബന്ധ ഉപകരണങ്ങൾ
AND Gate,ഗേറ്റിലും
Angle of collimation,കൂട്ടിയിടിയുടെ കോണിൽ
Angle of polarization,ധ്രുവീകരണത്തിന്റെ കോണിൽ
Angle of rotation,ഭ്രമണത്തിന്റെ ആംഗിൾ
Angstrom (Å),Angstrom (å)
Angular,കോകാരുമായ
Angular acceleration,കോണീയ ത്വരണം
Angular co-ordinates,കോണീയരായ കോ-ഓർഡിനേറ്റുകൾ
Angular deflection,കോണീയ വ്യതിചലനം
Angular dispersion,കോണീയ ചിതറിപ്പോയത്
Angular displacement,കോണീയ സ്ഥാനചലനം
Angular error,കോണീയ പിശക്
Angular frequency,കോണീയ ആവൃത്തി
Angular momentum,കോണീയ ആക്കം
Angular motion,കോണീയ ചലനം
Angular velocity,കോണീയ പ്രവേഗം
Animation,ജീവസഞ്ചാരണം
Anode,ആനോഡ്
Anode battery,അനോഡ് ബാറ്ററി
Anode characteristic,ആനോഡ് സ്വഭാവം
Anode circuit,അനോഡ് സർക്യൂട്ട്
Anode dissipation,ആനോഡ് ഡിസ്പിപ്പ്
Anode efficiency,ആനോഡ് കാര്യക്ഷമത
Anode input power,ആനോഡ് ഇൻപുട്ട് പവർ
Anode modulation,ആനോഡ് പരിഷ്കരണം
Antenna,ഏരിയെല്
Antenna beamwidth,ആന്റിന ബീഫ്റ്റ്വിഡ്ത്ത്
Antenna booster,ആന്റിന ബൂസ്റ്റർ
Antenna changeover switch,ആന്റിന ട്രാനെറ്റ് സ്വിച്ച്
Antenna coil,ആന്റിന കോയിൽ
Antenna configuration,ആന്റിന കോൺഫിഗറേഷൻ
Antenna coupler,ആന്റിന കപ്ലർ
Antenna cross polar pattern,ആന്റിന ക്രോസ് പോളാർ പാറ്റേൺ
Antenna current,ആന്റിന കറന്റ്
Antenna directivity gain,ആന്റിന ഡയറക്റ്റബേഷൻ നേട്ടം
Antenna duplexer,ആന്റിന ഡ്യുപ്ലെർസർ
Antenna effective area,ആന്റിന ഫലപ്രദമായ പ്രദേശം
Antenna efficiency,ആന്റിന കാര്യക്ഷമത
Antenna feed,ആന്റിന ഫീഡ്
Antenna foot print,ആന്റിന ഫൂട്ട് പ്രിന്റ്
Antenna gain,ആന്റിന നേട്ടം
Antenna height,ആന്റിന ഉയരം
Antenna impedance,ആന്റിന ഇംപെഡൻസ്
Antenna inductance,ആന്റിന ഇൻഡക്റ്റൻസ്
Antenna pattern,ആന്റിന പാറ്റേൺ
Antenna plexer,ആന്റിന പ്ലെക്സർ
Antenna polarization,ആന്റിന പോളൈസേഷൻ
Antenna power,ആന്റിന പവർ
Antenna power gain,ആന്റിന പവർ ലാഭം
Antenna radiation resistance,ആന്റിന റേഡിയേഷൻ പ്രതിരോധം
Antenna reactance,ആന്റിന റിനോപ്പൻസ്
Antenna reflector,ആന്റിന റിഫ്ലക്ടർ
Antenna resistance,ആന്റിന റെസിസ്റ്റൻസ്
Antenna resonant frequency,ആന്റിന പുന ons ണ്ടന്റ് ആവൃത്തി
Antenna spacing,ആന്റിന സ്പെയ്സിംഗ്
Antenna switching room,ആന്റിന സ്വിച്ചിംഗ് റൂം
Antenna tuning coil,ആന്റിന ട്യൂണിംഗ് കോയിൽ
Antenna tuning hut,ആന്റിന ട്യൂണിംഗ് ഹട്ട്
Aperture,അപ്പേണ്ടർ
Apogee,അപ്പോജി
Apogee rocket,അപ്പോജി റോക്കറ്റ്
Apparatus,ഉപകരണങ്ങള്
Apparent,കാണാവുന്ന
Applet,ആപ്ലെറ്റ്
Application,അപേക്ഷ
Approximate,ഏകദേശമായ
Aquous solution,ജല പരിഹാരം
Arc,കമാനം
Architecture,വാസ്തുവിദ
Archival transfer of sound recording,ശബ്ദ റെക്കോർഡിംഗിന്റെ ആർക്കൈവൽ കൈമാറ്റം
Archives,ഗന്ഥരക്ഷാലയം
Arithmetic coding,അരിത്മെറ്റിക് കോഡിംഗ്
Armature,യക്ഷി
Armature winding,അർമേച്ചർ വിൻഡിംഗ്
Array,ശേണി
Arrester,അറസ്റ്റർ
Articulation,കൃതില്
Artifact (=artefact),ആർട്ടിഫക്റ്റ് (= ആർട്ടിഫാക്റ്റ്)
Ascending,ആരോഹണം
Aspect ratio,വീക്ഷണാനുപാതം
Assembler,അസംബ്ലി
Assertion,ഉറപ്പിച്ചുപറയല്
Assignment,ചുമതല
Assignment channel,അസൈൻമെന്റ് ചാനൽ
Asymmetrical,അസമമായ
Asynchronous,അസിൻക്രണസ്
Atmosphere,അന്തരീക്ഷം
Atmospheric loss,അന്തരീക്ഷ നഷ്ടം
Atmospheric noise,അന്തരീക്ഷ ശബ്ദം
Atmospheric pressure,അന്തരീക്ഷമർദ്ദം
Atmospheric propagation,അന്തരീക്ഷ പ്രചരണം
Atmospheric radio-wave,അന്തരീക്ഷ റേഡിയോ-വേവ്
Atmospherics,അന്തരീക്ഷ
Atom,പരമാണു
Atomic structure,ആറ്റോമിക ഘടന
Attachment,ബന്ധം
Attenuation,അറ്റൻവറൻസ്
Attenuation loss,അറ്റൻവേേഷൻ നഷ്ടം
Attenuation of sound waves,ശബ്ദ തരംഗങ്ങളുടെ അറ്റൻവേഷൻ
Attenuator,അറ്റൻവേറ്റർ
Attenuator-pad,അറ്റൻവേറ്റർ പാഡ്
Audibility threshold,സവിശേഷത പരിധി
Audible,ശ്രമത്തിനും
Audible frequency,കേൾക്കാവുന്ന ആവൃത്തി
Audible tone,കേൾക്കാവുന്ന ടോൺ
Audible-spectrum,കേൾക്കാവുന്ന-സ്പെക്ട്രം
Audience,സദസര്
Audio,ഓഡിയോ
Audio amplifier,ഓഡിയോ ആംപ്ലിഫയർ
Audio analyzer,ഓഡിയോ അനലൈസർ
Audio broadcasting,ഓഡിയോ ബ്രോഡ്കാസ്റ്റിംഗ്
Audio cable,ഓഡിയോ കേബിൾ
Audio chain,ഓഡിയോ ചെയിൻ
Audio codec,ഓഡിയോ കോഡെക്
Audio compression,ഓഡിയോ കംപ്രഷൻ
Audio compressor,ഓഡിയോ കംപ്രസ്സർ
Audio console,ഓഡിയോ കൺസോൾ
Audio distortion,ഓഡിയോ വക്രീകരണം
Audio dynamic range,ഓഡിയോ ഡൈനാമിക് ശ്രേണി
Audio file format,ഓഡിയോ ഫയൽ ഫോർമാറ്റ്
Audio frame format,ഓഡിയോ ഫ്രെയിം ഫോർമാറ്റ്
Audio frequency amplifier,ഓഡിയോ ഫ്രീക്വൻസി ആംപ്ലിഫയർ
Audio frequency generator,ഓഡിയോ ഫ്രീക്വൻസി ജനറേറ്റർ
Audio frequency range,ഓഡിയോ ഫ്രീക്വൻസി ശ്രേണി
Audio frequency response,ഓഡിയോ ഫ്രീക്വൻസി പ്രതികരണം
Audio limiter,ഓഡിയോ പരിധി
Audio line,ഓഡിയോ ലൈൻ
Audio mixer,ഓഡിയോ മിക്സർ
Audio modulation,ഓഡിയോ മോഡുലേഷൻ
Audio oscillator,ഓഡിയോ ഓസ്സിലേറ്റർ
Audio output,ഓഡിയോ output ട്ട്പുട്ട്
Audio power,ഓഡിയോ പവർ
Audio quality,ഓഡിയോ നിലവാരം
Audio signal,ഓഡിയോ സിഗ്നൽ
Audio signal processing,ഓഡിയോ സിഗ്നൽ പ്രോസസ്സിംഗ്
Audio spectrum,ഓഡിയോ സ്പെക്ട്രം
Audio storage,ഓഡിയോ സ്റ്റോറേജ്
Audio sub-carrier,ഓഡിയോ ഉപ-കാരിയർ
Audio transformer,ഓഡിയോ ട്രാൻസ്ഫോർമർ
Audio transmitter,ഓഡിയോ ട്രാൻസ്മിറ്റർ
Audio/video compression,ഓഡിയോ / വീഡിയോ കംപ്രഷൻ
Audio-frequency oscillator,ഓഡിയോ-ഫ്രീക്വൻസി ഓസ്സിലേറ്റർ
Audio-frequency signal,ഓഡിയോ-ഫ്രീക്വൻസി സിഗ്നൽ
Audiometry,ഓഡിയോമെട്രി
Audio-visual aid,ഓഡിയോ-വിഷ്വൽ സഹായം
Auditory perception,ഓഡിറ്ററി ധാരണ
Authentication,പ്രാമാണീകരണം
Authorised carrier frequency,അംഗീകൃത കാരിയർ ആവൃത്തി
Auto CAD,ഓട്ടോ കാഡ്
Auto diagnostics,യാന്ത്രിക ഡയഗ്നോസ്റ്റിക്സ്
Automatic,ഓട്ടോമാറ്റിക്
Automatic control,യാന്ത്രിക നിയന്ത്രണം
Automatic detection,യാന്ത്രിക കണ്ടെത്തൽ
Automatic equipment,യാന്ത്രിക ഉപകരണങ്ങൾ
Automatic frequency control,യാന്ത്രിക ആവൃത്തി നിയന്ത്രണം
Automatic limiter,യാന്ത്രിക പരിധി
Automatic machine,യാന്ത്രിക യന്ത്രം
Automatic phasae control,യാന്ത്രിക ഫാസ നിയന്ത്രണം
Automatic picture transmission,യാന്ത്രിക ചിത്രം ട്രാൻസ്മിഷൻ
Automatic playback,യാന്ത്രിക പ്ലേബാക്ക്
Automatic power control,യാന്ത്രിക വൈദ്യുതി നിയന്ത്രണം
Automatic programming,യാന്ത്രിക പ്രോഗ്രാമിംഗ്
Automatic recording,യാന്ത്രിക റെക്കോർഡിംഗ്
Automatic reset,യാന്ത്രിക പുന .സജ്ജമാക്കുക
Automatic shutter,യാന്ത്രിക ഷട്ടർ
Automatic system,യാന്ത്രിക സംവിധാനം
Automatic telephone,യാന്ത്രിക ടെലിഫോൺ
Automatic temperature control,യാന്ത്രിക താപനില നിയന്ത്രണം
Automatic voltage regulator,ഓട്ടോമാറ്റിക് വോൾട്ടേജ് റെഗുലേറ്റർ
Automatic volume compressor,യാന്ത്രിക വോളിയം കംപ്രസർ
Automatic volume control,യാന്ത്രിക വോളിയം നിയന്ത്രണം
Automatic volume expander,യാന്ത്രിക വോളിയം എക്സ്പാൻഡർ
Automation,യന്തവല്ക്കരണം
Automation control,യന്തമോടിക്കൽ
Automation frequency controller,ഓട്ടോമേഷൻ ഫ്രീക്റ്റി കണ്ട്രോളർ
Auxiliary,ഉക്സിലറി
Auxiliary audio bus,സഹായ ഓഡിയോ ബസ്
Available power,ലഭ്യമായ ശക്തി
Avalanche breakdown,ഹിമപാത തകർച്ച
Average life,ശരാശരി ജീവിതം
Average pressure,ശരാശരി മർദ്ദം
Average speed,ശരാശരി വേഗത
Axis of spin,സ്പിൻ ആക്സിസ്
Azimuth,അസിമുത്ത്
Azimuth angle,അസിമുത്ത് ആംഗിൾ
Azimuth error,അസിമുത്ത് പിശക്
Back light,ബാക്ക് ലൈറ്റ്
Back projection,ബാക്ക് പ്രൊജക്ഷൻ
Back voltage (=reverse voltage),ബാക്ക് വോൾട്ടേജ് (= റിവേഴ്സ് വോൾട്ടേജ്)
Backfire (arc back),ബാക്ക്ഫയർ (ആർക്ക് ബാക്ക്)
Background light,പശ്ചാത്തല വെളിച്ചം
Background noise,പശ്ചാത്തലം ശബ്ദം
Background projection,പശ്ചാത്തലം പ്രൊജക്ഷൻ
Backup,ബാക്കപ്പ്
Baffle,അന്ധാളിപ്പക്കുക
Baking,ബേക്കിംഗ്
Balanced audio,സമതുലിതമായ ഓഡിയോ
Balanced audio line,സമതുലിതമായ ഓഡിയോ ലൈൻ
Balanced transmission line,സമതുലിതമായ ട്രാൻസ്മിഷൻ ലൈൻ
Balancing,സന്തുഗതം
Ballast,ബാല്ലാസ്റ്റ്
Ballast factor,ബാലസ്റ്റ് ഫാക്ടർ
Balun,Sulun
Band,കൂട്ടം
Band pass filter,ബാൻഡ് പാസ് ഫിൽട്ടർ
Band selector,ബാൻഡ് സെലക്ടർ
Band splitting,ബാൻഡ് വിഭജനം
Band stop filter,ബാൻഡ് നിർത്തുക ഫിൽട്ടർ
Band switch,ബാൻഡ് സ്വിച്ച്
Band tuning,ബാൻഡ് ട്യൂറിംഗ്
Bandwidth,ബാൻഡ്വിഡ്ത്ത്
Bar,ബാർ
Bar code,ബാർ കോഡ്
Bar data,ബാർബെ ഡാറ്റ
Bare band,നഗ്നമായ ബാൻഡ്
Bare lamp,നഗ്നമായ വിളക്ക്
Barn door,കളപ്പുര വാതിൽ
Base band,അടിസ്ഥാന ബാൻഡ്
Base band signal,അടിസ്ഥാന ബാൻഡ് സിഗ്നൽ
Base band system,അടിസ്ഥാന ബാൻഡ് സംവിധാനം
Base browser,അടിസ്ഥാന ബ്ര .സർ
Base collector junction,അടിസ്ഥാന ശേഖരണ ജംഗ്ഷൻ
Base insulator,അടിസ്ഥാന ഇൻസുലേറ്റർ
Bass,ബാസ്
Bass compensation,ബാസ് നഷ്ടപരിഹാരം
Bass loudspeaker (woofer),ബാസ് ഉച്ചഭാഷിണി (വൂഫർ)
Batch scanning,ബാച്ച് സ്കാനിംഗ്
Battery charging,ബാറ്ററി ചാർജിംഗ്
Beam,രശ്മി
Beat,അടിക്കുക
Beat frequency oscillator,ബീറ്റ് ഫ്രീക്വൻസി ഓസ്സിലേറ്റർ
Bel,കാല്
Bias,പക്ഷപാതം
Bias circuit,ബയ്യ്സ് സർക്യൂട്ട്
Bias frequency,പക്ഷപാതം
Bias voltage,ബിയാസ് വോൾട്ടേജ്
Biased in the forward direction,മുന്നോട്ടുള്ള ദിശയിൽ പക്ഷപാതപരമാണ്
Bi-directional microphone,ദ്വിദിശ മൈക്രോഫോൺ
Billboard,ബിൽബോർഡ്
Billboard application,ബിൽബോർഡ് അപ്ലിക്കേഷൻ
Bi-metallic element,ദ്വി-മെറ്റാലിക് ഘടകം
Binary,ബൈനറി
Binary coded decimal,ബൈനറി കോഡ് ചെയ്ത ദശാംശ
Binary digit (bit),ബൈനറി അക്ക (ബിറ്റ്)
Binary number,ബൈനറി നമ്പർ
Binaural hearing,ബിനാറൽ കേൾവി
Binocular,ബൈനോക്കുലർ
Biometric,ബയോമെട്രിക്
Bipolar transistor,ബൈപോളാർ ട്രാൻസിസ്റ്റർ
Bit allocation,ബിറ്റ് വിഹിതം
Bit rate,ബിറ്റ് നിരക്ക്
Black & white TV,ബ്ലാക്ക് & വൈറ്റ് ടിവി
Blank,ശൂനമായ
Blanking interval,ശൂന്യമായ ഇടവേള
Blanking level,ശൂന്യമായ നില
Bleeder resistance,രക്തസ്രാവം പ്രതിരോധം
Blimped camera,ക്യാമറ നീക്കം ചെയ്തു
Blinding glare,അന്ധമായ തിളക്കം
Blink,കണ്ണുചിമ്മുക
Blinking,കണ്ണുചിനിക്കല്
Block code,ബ്ലോക്ക് കോഡ്
Block diagram,ബ്ലോക്ക് ഡയഗ്രം
Block interleave,ബ്ലോക്ക് ഇന്റർലീവ്
Blocking capacitor,തടയൽ കപ്പാസിറ്റർ
Blocking oscillator,OSCILLER തടയുന്നു
Bloom,പൂത്തും
Blow lamp,Blow തുക വിളക്ക്
Blow pipe,തിരിച്ചടിക്കുക
Blower,കൊള്ള
Bluetooth,ബ്ലൂടൂത്ത്
Body capacitance,ശരീര കപ്പാസിറ്റൻസ്
Bookmark,ബുക്ക്മാർക്ക്
Boolean algebra,ബൂളിയൻ ആൾജിബ്ര
Boom,കുതിപ്പ്
Boost,ഉത്തേജിപ്പിക്കുക
Booster,ബൂസ്റ്റർ
Booster light,ബൂസ്റ്റർ ലൈറ്റ്
Boosting,വർദ്ധിപ്പിക്കുന്നു
Booting,ബൂട്ടിംഗ്
Bootstrap,ബൂട്ട്സ്ട്രാപ്പ്
Bottom light,അടിവര
Bounce light,വെളിച്ചം ബന്ദികളാക്കുക
Break down,ബ്രേക്ക് ഡൗൺ
Break down voltage,വോൾട്ടേജ് തകർക്കുക
Bridge element,ബ്രിഡ്ജ് ഘടകം
Bridge rectifier,ബ്രിഡ്ജ് റെക്ലിഫയർ
Bridged ‘T’ attenuator,'ടി' അറ്റൻവേറ്റർ
Bridged structure,വഞ്ചന ഘടന
Bridging,ഗാഡ്ഗിംഗ്
Bridging amplifier,ആംപ്ലിഫയർ
Bridging loss,ചിട്ടമ്മനഷ്ടം
Brightness,തെളിച്ചം
Brightness control,തെളിച്ചം നിയന്ത്രണം
Brittle,വേഗം പൊട്ടുന്ന
Brittle substance,പൊട്ടുന്ന പദാർത്ഥം
Broadband,ബ്രോഡ്ബാൻഡ്
Broadband amplifier,ബ്രോഡ്ബാൻഡ് ആംപ്ലിഫയർ
Broadband ISDN,ബ്രോഡ്ബാൻഡ് ISDN
Broadband system,ബ്രോഡ്ബാൻഡ് സിസ്റ്റം
Broadcast and communication technology,പ്രക്ഷേപണവും ആശയവിനിമയ സാങ്കേതികവിദ്യയും
Broadcast coverage,കവറേജ് പ്രക്ഷേപണം ചെയ്യുക
Broadcast receiver,ബ്രോഡ്കാസ്റ്റ് റിസീവർ
Broadcast service planning,സേവന സേവന ആസൂത്രണം
Broadcast transmitter,ലംഘനം
Broadcaster,ബ്രോഡ്കാസ്റ്റർ
Broadcasting,ബ്രോഡ്കാസ്റ്റിംഗ്
Broadcasting station,ബ് ബ്ലാൻസിംഗ് സ്റ്റേഷൻ
Broken,പൊട്ടിയ
Browser,ബ്ര browser സർ
Browsing,ബ്രൗസിംഗ്
Bubble,കുമിള
Buffer,ബഫർ
Buffer amplifier,ബഫർ ആംപ്ലിഫയർ
Buffer tube,ബഫർ ട്യൂബ്
Bug,മൂട്ട
Built-in antenna,അന്തർനിർമ്മിത ആന്റിന
Burner,ബർണർ
Burning,കത്തിക്കുക
Burst error,ബർസ്റ്റ് പിശക്
Burst insertion pulse,ബർസ്റ്റ് ഉൾപ്പെടുത്തൽ പൾസ്
Burst phase,ബർസ്റ്റ് ഘട്ടം
Bus,ബസ്
Business intelligence,ബിസിനസ്സ് ഇന്റലിജൻസ്
Buzzer,ബസ്സര്
By pass,പാസാണ്
By passing,കടന്നുപോകുന്നതിലൂടെ
Bypass condenser,തടങ്കൽ
C,സി
C+programming language,C + പ്രോഗ്രാമിംഗ് ഭാഷ
Cabinet,മന്തിസഭ
Cable,കന്വി
Cable compound,കേബിൾ സംയുക്തം
Cable equalization,കേബിൾ സമവാക്യം
Cable loss,കേബിൾ നഷ്ടം
Cache,കാഷെ
Caching,കാഷിംഗ്
Cadmium cell,കാഡ്മിയം സെൽ
Calculating machine,കണക്കാക്കുന്നു യന്ത്രം
Calculation,കണക്കുകൂട്ടല്
Calculator,കണക്കുകൂട്ടല് യന്തം
Calibrate,കാലിബ്രേറ്റ് ചെയ്യുക
Calipers,കാലിപ്പർ
Calorimeter,കലോറിമീറ്റർ
Camcorder,കാംകോർഡർ
Camera,കാമറ
Camera alignment,ക്യാമറ വിന്യാസം
Camera aperture,ക്യാമറ അപ്പർച്ചർ
