Odiya,English
ଆଗେଭ୍,Agave
ବୟସ ବଣ୍ଟନ |,Age distribution
ବୟସ ପିରାମିଡ୍ |,Age pyramid
Agglutination,Agglutination
ସମୁଦାୟ,Aggregate
ଫୋଲିକଲିକ୍ ର ସମୁଦାୟ |,Aggregate of follicle
ଫୋଲିକଲିକ୍ ର ସମୁଦାୟ |,Aggregate of follicle
ମିଳନ,Aggregation
ଆକ୍ରମଣାତ୍ମକତା,Aggressiveness
Agiitor ତନ୍ତ୍ର,Agitator system
ଆଗନାଥା,Agnatha
ଆଗାଉଟି,Agouti
ଆଗ୍ରାନାଲ କ୍ଲୋରୋପ୍ଲାଷ୍ଟ |,Agranal chloroplast
ଆଗ୍ରାନୁଲାର୍,Agranular
ଆଗ୍ରାନୁଲୋସେଟେଟ୍ |,Agranulocyte
କୃଷି,Agriculture
Agroftry,Agroforestry
Agrobacterium ମଧ୍ୟସ୍ଥି |,Agrobacterium mediated
Agrobacterium tumfacienss |,Agrobacterium tumefaciens
ଆଗ୍ରୋକେମିକାଲ୍ |,Agrochemical
ଆଗ୍ରୋକେମିକାଲ୍ |,Agrochemical
Agrovillatatic ଜୋନ୍ |,Agroclimatic zone
କ agnownom ଣସି ଗୁଣଗତ ଗୁଣ |,Agronomic trait
କିରେନୋନୋମ୍ବନ,Agronomy
ଏଡଡ୍ସ,AIDS
ଏୟାର ବ୍ଲାଡର |,Air bladder
ଶିତତାପ ନିୟନ୍ତ୍ରଣକାରି,Air conditioner
ବାୟୁ ପାସ୍ |,Air passage
ବାୟୁ ପ୍ରଦୂଷଣ,Air pollution
ଏୟାର ଥଳି,Air sac
ବାୟୁ ଶୂନ୍ୟ,Air vacuole
ବାୟୁ ନିଶ୍ୱାସ ନେବା |,Air-breathing
ଅଲିନ୍ |,Alain
ଆଲେରୀ ମାଂସପେଶୀ |,Alary muscle
ଆଲାସ୍କାନ୍ ବ୍ରାଉନ୍ ଭାଲୁ |,Alaskan brown bear
ଆଲବିନୋ |,Albino
ଆଲବୁଗୋ |,Albugo
ଆଲବମିନ |,Albumin
ଆଲବମିନସ୍ ବିହନ |,Albuminous seed
ଆଲବୁମିନିରିଆ |,Albuminuria
ଆଲବର୍ନମ୍,Alburnum
ଆଲେଡା,Alcedae
ଆଲଡେହେଡି,Aldehyede
ଆଲଡୋଷ୍ଟେରନ୍ ସିଷ୍ଟମ୍ |,Aldosterone system
ଆଲଡୋଷ୍ଟେରୋନ୍ |,Aldosterone
ଆଲେରୋନ୍ ସ୍ତର |,Aleurone layer
ଆଲେରୋପ୍ଲେଷ୍ଟ |,Aleuroplast
Alfalfa,Alfalfa
ଆଲଗାଲ୍ ଫୁଲ |,Algal bloom
ଅପଗନ୍,Algin
ଏଲିଏନ୍ ଡିଏନ୍,Alien DNA
ଏଲିଏନ୍ ପ୍ରଜାତି |,Alien species
ପରିଚାଳିତ,Alignment
ପରିଚାଳିତ,Alignment
ଆଲିମେଣ୍ଟେରି କେନାଲ୍ |,Alimentary canal
ଆଲିମେଣ୍ଟାରୀ ସିଷ୍ଟମ୍ |,Alimentary system
ଆଲି ବ୍ୟଞ୍ଜସେମେସେସ୍ |,Alismaceace
ଆଲକାଲାଇଡ୍ |,Alkaloid
କ୍ଷାରିକ |,Alkaline
ଅଲକାପଟୋନେର୍ଜିଆ,Alkaptonuria
ଆଲାନ୍ସିଟ୍,Allantois
ଆଲେଲେ ଫ୍ରିକ୍ୱେନ୍ସି |,Allele frequency
ଆହେଲେ |,Allele
ଆଲୋଲେମୋମିକ୍ ଯୋଡି |,Allelomorphic pair
ଆଲ୍ରେଜେନ |,Allergen
ଆଲିଗେଟର୍ |,Alligator
ଅସ୍ତ୍ରଶିୟ୍ ସେପୁ,Allium cepa
ଆଲଗଲାମି |,Allogamy
ଆଲିଗ୍ରାଫ୍ଟ |,Allograft
ଆଲପ୍ପାଟ୍ରିକ୍ ଯଥାର୍ଥ |,Allopatric speciation
ଆଲୋପୋଲିଆପ୍ଲଏଡ୍ |,Allopolyploid
ଆଲିସ୍ମିକ ପ୍ରଭାବ,Allosteric effect
ଆଲିଶୋରଙ୍କ ଏନଜାଇମ୍ |,Allosteric enzyme
ଆଲିସ୍ଟର ଇନହିବିଟର୍ |,Allosteric inhibitor
ଆଲିସ୍ମିକ ମୋଡୁଲେସନ୍ |,Allosteric modulation
ଆଲିସର୍ଏଣ୍ଟିକ୍ ସାଇଟ୍ |,Allosteric site
ଆଲିସ୍ଟର ପ୍ରତିବନ୍ଧକ |,Allosteric inhibition
Allototreplid,Allotetraploid
Alnus,Alnus
ଆଲୋ,Aloe
ଆକ୍ସନ୍ ସହିତ |,Along the axon
ଆଲଫା-ଆଣ୍ଟିକ୍ରିପ୍ସିନ୍ |,Alpha-antitrypsin
ଆଲଫା-ଲାକ୍ଟାଲବ୍ୟୁମିନ୍ |,Alpha-lactalbumin
ଆଲପାଇନ୍ ଜଳବାୟୁ ଅବସ୍ଥା |,Alpine climate condition
ଆଲପାଇନ୍ ମଟର |,Alpine meadow
ଆଲପାଇନ୍ ଜୋନ୍,Alpine zone
ଆଲଷ୍ଟୋନିଆ,Alstonia
ସର୍ବୋଚ୍ଚame,Alternaria
ବିକଳ୍ପ,Alternate
ପି generation ଼ିର ବିକଳ୍ପ,Alternation of generation
ଉଚ୍ଚତା ରୋଗ,Altitude sickness
ଉଚ୍ଚତା,Altitude
ଆଲଭୋଲାର୍ ନଳୀ |,Alveolar duct
Aytes,Alytes
ଅଲଜାଇମର ରୋଗ |,Alzheimer's disease
ଆମାକରାଇନ୍ ସେଲ୍ |,Amacrine cell
ଅମରନ୍ତାସିଦା |,Amaranthaceae
ଅମରାନ୍ତିନ |,Amaranthus
ପରିବେଶ ଓସମାଟିକ୍ ଏକାଗ୍ରତା |,Ambient osmotic concentration
ଅମ୍ବିଷ୍ଟୋମା |,Ambystoma
ବନ୍ଧୁତ୍ୱ,Amide
ଆମିନୋ ଏସିଡ୍ |,Amino acid
ଆମିନୋ ଏସିଡ୍ ଗ୍ରହଣକାରୀ |,Amino acid acceptor
AminoicaL t rna syntHetase |,Aminoacyl t RNA synthetase
ଆମିନୋଫାଇସନ୍ |,Aminoacylation
ଅମିତୋସାଇସ୍ |,Amitosis
ଆମୋନିଆ,Ammonia
ଆମୋନିଫିକେଟ୍,Ammonification
ଆମାମୋଟେଲ୍ଜିମ୍ |,Ammonotelism
ଆମନିଓସେଣ୍ଟେସିସ୍ |,Amniocentesis
ଆମନିଓସେଣ୍ଟେଟିସ୍ କ techni ଶଳ |,Amniocentesis technique
ଆମନିଓକେଟ୍ |,Amniocyte
ଆମନିଅନ୍,Amnion
ଆମନିଓଟିକ୍ ଫ୍ଲୁଇଡ୍ |,Amniotic fluid
ଆମନିଓଟିକ୍ ମେମ୍ବ୍ରେନ୍ |,Amniotic membrane
ଆମନିଓଟିକ୍ ଥଳି |,Amniotic sac
ଆମୋବା,Amoeba
ଆମୋବାଇଟିଟ୍ |,Amoebocyte
ଆମୋବିଏଡ୍,Amoeboid
ଆମୋବିଏଡ୍ ଲିମ୍ଫୋସିଟିଟ୍ |,Amoeboid lymphocyte
ଆମୋବିଏଡ୍ ଆନ୍ଦୋଳନ |,Amoeboid movement
ଆମୋରଫସ୍ |,Amorphous
ପରିମାଣ,Amount
ଆମ୍ଫେଟାମାଇନ୍ |,Amphetamine
ଆମ୍ଫିବିଆ,Amphibia
ଆମ୍ଫିବିଆନ୍,Amphibian
ଆମ୍ଫିବିଆନ୍,Amphibian
ଆମ୍ଫାଇଓକ୍ସସ୍ |,Amphioxus
ଆମ୍ଫାଇଓକ୍ସସ୍ ଲାନସୋପାଟସ୍ |,Amphioxus lanceolatus
ଆମ୍ଫିସିଚିକ୍ |,Amphipathic
ଆମ୍ଫିପିଟିକ୍ ଲିପିଡ୍ |,Amphipathic lipid
ଆମ୍ଫାଇସାର୍କା |,Amphisarca
Ampicilillin,Ampicillin
ଅମପୁଲାଲା |,Ampulla
ଆମପୁଲାରୀ ଗ୍ରନ୍ଥି |,Ampullary gland
ଆମିଜିଡାଲ୍ |,Amygdal
ଆମିଗଡାଲେ |,Amygdale
ଆମିଗାଡାଲିନ୍ |,Amygdalin
ଆମିଲେଜ୍,Amylase
ଆମିଏଲପ୍ଲାଷ୍ଟ |,Amyloplast
ଅବାନା,Anabaena
ଅରବା,Anabas
ଆନାବୋଲିକ୍ ପଥ |,Anabolic pathways
ଆନାବୋଲିଜିମ୍ |,Anabolism
ଆନାଚାର୍ଡସିଆନା |,Anacardiaceae
ରକ୍ତଦାତା,Anaemia
ଆନାରୋବେ |,Anaerobe
ଆନାରୋବିକ୍ ଇନ୍ଧନ |,Anaerobic fuel
ଆନାରକୋବର ଶ୍ iration ାସକ୍ରିୟା |,Anaerobic respiration
ଆନାରୋବିକ୍ ରୋକ୍ଲିଜ୍ ଡିଜିଟର୍ |,Anaerobic sludge digester
ଆନାରକୋବର |,Anaerobic
ଆନିମା,Anaima
ଆନାଲ୍,Anal
ଆନାଲ୍,Anal
ଆନାଲ୍ ଆପେଚର |,Anal aperture
ଆନାଲ୍ ccor,Anal cerci
ଆନାଲ୍ ଲୁପ୍ |,Anal loop
ଆନାଲ୍ ଶ style ଳୀ,Anal style
ଅନୁରୂପ,Analogous
ଅନୁରୂପ,Analogous
ଆନାଲୋଜି,Analogy
ଆନାଲୋଜି,Analogy
ବିଶ୍ଳେଷଣ |,Analysis
ଅଯାସୀ,Anaphase
ଆନାଟୋମିକ୍ ପ୍ରତିବନ୍ଧକ |,Anatomic barrier
ଆନାଟୋମିକାଲ୍ ଦିଗ |,Anatomical aspect
Anatomist-,Anatomist
ଆନାଟୋମି |,Anatomy
ପିତୃପୁରୁଷ ବଂଶର କ୍ରମ |,Ancestor descendant sequence
ପ ancest ତୃକ ରେଖା |,Ancestral lineage
ପ ancest ତୃକ କ୍ରମ |,Ancestral sequence
ଏକସେଲୋସୋମା |,Ancylostoma
ଆଣ୍ଡ୍ରୋକିୟମ୍ |,Androecium
ଆଣ୍ଡ୍ରୋଜେନ |,Androgen
ରକ୍ତଦାତା,Anemia
ଆନିମୋନ୍ |,Anemone
ଆନୁପ୍ଲଏଡ୍ |,Aneuploid
ଆନୁପ୍ଲୋଡି,Aneuploidy
ଆଞ୍ଜିନା,Angina
ଆଞ୍ଜିୟରମ୍ |,Angiogram
ଆଙ୍ଗିଓଗ୍ରାଗ୍,Angiograph
ଆଙ୍ଗିଓଗ୍ରାଫି |,Angiography
An anivoplasty,Angioplasty
ଅଙ୍ଗୁଳି ପାରସ୍ପରିକ,Angiosperm
Anigiotensin |,Angiotensin
ଆଙ୍ଗିଓଟେନିନୋଜେନ |,Angiotensinogen
ଅଙ୍ଗର ମାଛ |,Angler fish
ଆଞ୍ଜୁଆନା,Anguina
ଆଙ୍ଗୁଠି,Anguis
ପଶୁ,Animal
ପଶୁ,Animal
ପଶୁ ଗୋବର,Animal dung
ପଶୁ କୁମ୍ଭାରୀ,Animal husbandry
ପଶୁ କାରିଟାଇପିଂ |,Animal karyotyping
ପଶୁ ରାଜ୍ୟ,Animal kingdom
ପଶୁ ଟିସୁ |,Animal tissue
ପଶୁ,Animalia
ଆନାୟଣ,Anion
ଆନିସୋଟ୍ରୋପିକ୍ ବ୍ୟାଣ୍ଡ |,Anisotropic band
ଆନାଲିଟିଂ,Annealing
Annleled,Annelid
ଆଙ୍କିଲଦା |,Annelida
ବାର୍ଷିକ ରିଙ୍ଗ |,Annual ring
ପୁର୍ଣ୍ଣିକ,Annulated
ନିନ୍ଦା,Annule
ଆନୋମାଲିୟ ପ୍ରକାର |,Anomalous type
ଅଧପତ୍ର,Anopheles
ପିମ୍ପୁଡ଼ି ଭୋଜନକାରୀ,Ant eater
ବିରୋଧୀ |,Antagonistic
ଅପବିତ୍ର,Antarctic
ଆଣ୍ଟେନା |,Antenna
ଆଣ୍ଟେନା କମ୍ପ୍ଲେକ୍ସ |,Antenna complex
ଆଣ୍ଟେନାଲ୍ ଗ୍ରନ୍ଥି |,Antennal gland
ଆଣ୍ଟରିଅର୍ (ଭେଣ୍ଟ୍ରାଲ୍) ଧୂସର ଶିଙ୍ଗ |,Anterior (ventral) gray horn
ଆଣ୍ଟ୍ଟରର ହାଇପୋଫାଇସିସ୍ |,Anterior hypophysis
ପୂର୍ବର ସେଣ୍ଟ୍ରଭେଷ୍ଟ୍ରିକୁଲାର୍ ସଲ୍କସ୍ |,Anterior interventricular sulcus
ଅଙ୍କନ,Anther
ଆନାଥନ୍ ସଂସ୍କୃତି,Anther culture
ଆନିଚାଇଡିୟମ୍ |,Antheridium
ଆନ୍ଥ୍ରୋଜଏଡ୍ |,Antherozoid
ଆନ୍ଥୋକେସୋସ୍ |,Anthoceros
ଆନ୍ଫୋସିଆରୋଟୋସିଡା |,Anthocerotopsida
ଆନ୍ଥ୍ରାକ୍ସ |,Anthrax
ଆନ୍ଥ୍ରୋପେନିକ୍ ବିଲୁପ୍ତ |,Anthropogenic extinction
ଆନ୍ଥ୍ରୋପୋଲୋଜି |,Anthropology
ଆଣ୍ଟିବଜାର କଟୁ,Antibacterial
ଆଣ୍ଟିବାୟୋଟିକ୍ ପେନିସିଲିନ୍ |,Antibiotic penicillin
ଆଣ୍ଟିବାୟୋଟିକ୍ ପ୍ରତିରୋଧକ |,Antibiotic resistant
ଆଣ୍ଟିବାୟୋଟିକ୍ (ଗୁଡିକ),Antibiotic(s)
ଆଣ୍ଟିବଡି |,Antibody
ଆଣ୍ଟିବଡି ଦମ୍ପତି |,Antibody couple
ଆଣ୍ଟିବଡି ମଧ୍ୟସ୍ଥତା ଅବିସ୍ମରଣୀୟ |,Antibody mediated immunity
ଆଣ୍ଟିକୋଗୁଏଲାଣ୍ଟ |,Anticoagulant
ଆଣ୍ଟିକୋଡନ୍ ଲୁପ୍ |,Anticodon loop
ପୃଥିବୀ ନିରାଶ,Antidepressant
ଆଣ୍ଟିଭାସିଟିକ୍ ହରମୋନ୍ (ADH),Antidiuretic hormone (ADH)
ଆଣ୍ଟିଗେନ୍ ଜିନ୍,Antigen gene
ଆଣ୍ଟିଜେନ୍-ଆଣ୍ଟିବଡି ଜଟିଳ |,Antigen-antibody complex
ଆଣ୍ଟିଜେନିକ୍ ନିର୍ଣ୍ଣୟ |,Antigenic determinant
ଆଣ୍ଟିନ୍ୟୁଟେସନ୍ ଫ୍ୟାକ୍ଟର୍ |,Antinutritional factor
ଆଣ୍ଟିଅକ୍ସିଡାଣ୍ଟ୍ |,Antioxidant
ଆଣ୍ଟିପୋଡାଲ୍ ନ୍ୟୁକ୍ଲିୟସ୍ |,Antipodal nucleus
ଆଣ୍ଟି-ସେନ୍ସ rna,Anti-sense RNA
ଆଣ୍ଟିଭାଇରାଲ୍ ପ୍ରୋଟିନ୍ |,Antiviral protein
ଆଣ୍ଟରୁମ୍,Antrum
ଅକ୍ୟୁଚେଟ୍ |,Anucleate
ମଳଦ୍ୱାର,Anus
ଚିନ୍ତା ବ୍ୟାଧି,Anxiety disorder
ଆର୍ଟିକ୍ ଆର୍କ,Aortic arch
ଆର୍ଟିକ୍ ଗ୍ୟାଙ୍ଗଲିଅନ୍ |,Aortic ganglion
ଆର୍ଟିକ୍ ସେମିଲୁନାର୍ ଭଲଭ୍ |,Aortic semilunar valve
ଆର୍ଟିକ୍ ଭଲଭ୍ |,Aortic valve
APC (ଆନାଫାଜ୍ ପ୍ରୋତ୍ସାହିତ କରନ୍ତୁ),APC (anaphase promoting complex)
Apeleke etister,Apelike ancestor
ଆପିଡ୍ |,Aphid
ଆଫ୍ରୋଡାଇଟ୍ |,Aphrodite
ଆପିକାଲ୍ ପ୍ରାଧାନ୍ୟ |,Apical dominance
ଆପିକାଲ୍ ପ୍ୟାଡ୍ |,Apical pad
ଆପିକଲ୍ଟର |,Apiculture
APIS Inica,Apis indica
ଆପ୍ଲାନୋସ୍ପୋର |,Aplanospore
Aplisiia |,Aplysia
ଆପୋନାପରୁ |,Apocarpae
ଆପେରପୋସ୍ |,Apocarpous
ଆପିସିଆପସ୍ ଡିମରୀ |,Apocarpous ovary
ଆପୋକ୍ରାଇନ୍ ଗ୍ରନ୍ଥି |,Apocrine gland
ଆଜୋରଜାଇମ୍,Apoenzyme
ଆପୋମାକ୍ଟ |,Apomict
ଆପୋମିକ୍ସସ୍ |,Apomixis
ଆପପୋସମ୍,Apoplasm
ଆପୋପ୍ଲୋପ୍ସିଆମ୍ ପଥ,Apoplastic pathway
ଆପୋଟୋଏସ୍,Apoptosis
ଉପକରଣ,Apparatus
ଆପେଣ୍ଡିକୁଲାର୍ କଙ୍କାଳ,Appendicular skeleton
କେନାଓମାର ପରିଶିଷ୍ଠ |,Appendix of the caecum
ଆପଲ୍ ଶାବକ |,Apple snail
ଜଳସେଚନ,Aquaculture
ଆକ୍ୱାପୋରିନ୍ |,Aquaporin
ଆକ୍ୱାଟିକ୍ ଆମ୍ଫିବିଆନ୍ |,Aquatic amphibian
ଜଳୀୟ ଫର୍ମ |,Aquatic form
ଜଳୀୟ ବାସସ୍ଥାନ |,Aquatic habitat
ଜଳୀୟ ଜୀବ |,Aquatic organism
ଜଳୀୟ ଉଦ୍ଭିଦ |,Aquatic plant
ଆକ୍ୱାଟିକ୍ ଶ୍ iration ାସକ୍ରିୟା |,Aquatic respiration
ଜଳୀୟ ତରଳ |,Aqueous fluid
ପ୍ରତିବନ୍ଧକ ହଲେର |,Aqueous humur
ପ୍ରତିବନ୍ଧକ ଉଦ୍ଭାବନ-ସେଲ୍ୟୁଲାର ତରଳ |,Aqueous intra-cellular fluid
ଜଳୀୟ ନମୁନା |,Aqueous sample
ଜଳୀୟ ସମାଧାନ |,Aqueous solution
ଆକ୍ୱିଲା |,Aquila
ଆରଆଡିଡୋସିସ୍,Arabidopsis
ଆରାଚ୍ନିଡା |,Arachnida
ଆରାଚନୋଏଡ୍ |,Arachnoid
ଆରୋନିସସ୍ |,Araneus
ଅର୍ବରସେଣ୍ଟ |,Arborescent
ଆର୍ବୋରେସେଣ୍ଟ୍ ଲାଇକୋପୋଡ୍ |,Arborescent lycopod
ବହୁମାରକ,Archaebacteria
ଆର୍କେଗୋନିୟମ୍ |,Archegonium
ଦ୍ୱୀପପୁଞ୍ଜ,Archipelago
ଆର୍କଟିକ୍ |,Arctic
ଆର୍କଟିକ୍ ଟର୍ନ |,Arctic tern
ଆର୍କଟିକ୍ ଟୁଣ୍ଡ୍ରା |,Arctic tundra
ଅମାରୀ |,Ardea
ଆରେନଲର ଟିସୁ |,Areolar tissue
ଆର୍ଜେନ (ପ୍ରିକ୍ଲି ପପି),Argemone (prickly poppy)
ଆର୍ଜେନ ମେକ୍ସିକାନା |,Argemone mexicana
Arginine,Arginine
ଶୁଷ୍କ ଅଞ୍ଚଳ |,Arid region
ଆରିଷ୍ଟୋଚିଆସିଆନା |,Aristolochiaceae
ବାହୁ ଖାଇବାକୁ,Arm feeding
ସେନା କୀଟ |,Armyworm
