Odiya,Hindi
ଇଚ୍ଛାଧୀନ ବିନ୍ଦୁ |,स्वेच्छ बिन्दु
ଆର୍କେମିଡିଆନ୍ ନିୟମ |,आर्किमीडी नियम
ଆର୍କିମିଡିସ୍ ନୀତି |,आर्किमीडीज़ का नियम
ଆର୍କ ଲମ୍ବ |,"चाप-दैर्घ्य, चाप-लम्बाई"
ବୃତ୍ତର ଆର୍କ |,वत्तृ चाप
ଆର୍କ ସାଇନ ବଣ୍ଟନ |,प्रतिलोम ज्या बंटन
ଆର୍କ ସାଇନ ପରିବର୍ତ୍ତନ,प्रतिलोम ज्या रूपांतरण
କ୍ଷେତ୍ର," क्षेत्र , क्षेत्रफल"
ଆରେଲ୍ ଟେକ୍ସଚର୍ |,क्षेत्रीय विन्यास
ଜଟିଳ ସଂଖ୍ୟାର ଯୁକ୍ତି,सम्मिश्र संख्या का कोणांक
ଗାଣିତିକ ଅର୍ଥ |,समांतर माध्य
ଗାଣିତିକ କାର୍ଯ୍ୟ,अंकीय संक्रिया
ଗାଣିତିକ ଏକକ,अंकीय एकक
ବ୍ୟବସ୍ଥା,"विन्यास, व्यवस्था"
ଆରେ,"व्यूह , सरणी"
କୃତ୍ରିମ ଉପଗ୍ରହ |,कृत्रिम उपग्रह
କୃତ୍ରିମ ଭେରିଏବଲ୍ |,कृत्रिम चर
ଆରୋହଣ,आरोहण करना
ଆରୋହଣ,आरोही
ତୀବ୍ରତାର କ୍ରମ,परिमाण का आरोही क्रम
ଆରୋହଣ କ୍ରମ |,आरोही श्रेणी
ଏକତ୍ରକାରୀ ଭାଷା |,कोडांतरक भाषा
ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା,"नियतन समस्या नियतन प्रश्न,"
ସହଯୋଗୀ ନିୟମ |,साहचर्य नियम
ଅପରେଟର୍ମାନଙ୍କର ଆସୋସିଏଟିଭ୍ ନିୟମ |,संकारकों का साहचर्य नियम
ଆସୋସିଏଟିଭ୍ ଅପରେସନ୍ |,साहचर्य-संक्रिया
ସହଯୋଗୀତା |,सहचारिता
ଅନୁମାନ କରାଯାଉଥିବା ଅର୍ଥ |,कल्पित माध्य
ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ ଅନୁମାନ କରାଯାଇଛି |,कल्पित प्रायिकता बंटन
ଅନୁମାନ," कल्पना , गृहीत,"
ଜ୍ୟୋତିଷ ଶାସ୍ତ୍ର,ज्योतिष
ମହାକାଶଚାରୀ ଇଞ୍ଜିନିୟର,"अंतरिक्षयानिक इंजीनियर अंतराळी अभियंता,"
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ,खगोलज्ञ*
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଘଣ୍ଟା |,खगोलीय घड़ी
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ,खगोलिकी
ଅସୀମିତ ବକ୍ର,असममित वक्र
ଅସୀମତା |,असममिति
asymptote,अनंतस्पर्शी
ଅସ୍ମିପଟୋଟିକ୍ |,उपगामी
ଅସାମାଜିକ ଭାବରେ ଦକ୍ଷ ଆକଳନକାରୀ |,उपगामी दक्ष आकलक
ଅସାମାଜିକ ଭାବରେ ନିରପେକ୍ଷ ଆକଳନକାରୀ |,उपगामी अनभिनत आकलक
ଅସ୍ମିତିକ ଆଚରଣ |,उपगामी आचरण
ଅସ୍ମିପଟୋଟିକ୍ ବଣ୍ଟନ କାର୍ଯ୍ୟ |,उपगामी बंटन-फलन
ଅସ୍ମିପଟୋଟିକ୍ ବିସ୍ତାର |,उपगामी प्रसार
ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |,वायु मंडलीय दाब
ଅନିୟମିତତାରେ |,"यदृच्छया,"
ଗୁଣ,गुण*
ଗୁଣବତ୍ତା ନମୁନା ପ୍ରକ୍ରିୟା,गुण-प्रतिचयन-क्रियाविधि
ବୃଦ୍ଧି ହୋଇଥିବା ମାଟ୍ରିକ୍ସ,संवर्धित आव्यूह
ଅଟୋକୋରେଲେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,स्वसहसंबंध गुणांक
ଅଟୋକୋରେଲେସନ୍ ଫଙ୍କସନ୍,स्वसहसंबंध फलन
ଅଟୋକୋଭାରିଆନ୍ସ |,स्वसहप्रसरण
ସ୍ୱୟଂଚାଳିତ କମ୍ପ୍ୟୁଟର |,स्वचालित अभिकलित्र
ଆତ୍ମସମ୍ମାନ,स्वसमाश्रयण
ସହାୟକ ସମୀକରଣ,सहायक समीकरण
ହାରାହାରି ନମୁନା ସଂଖ୍ୟା ବକ୍ର (ASN ବକ୍ର),माध्य प्रतिदर्श संख्या वक्र (मा.प्र.सं. वक्र)
axiom," स्वयंसिद्‌ध , अभिगृहीत"
ସ୍ୱୀକୃତିପ୍ରାପ୍ତ ଉପାୟ |,अभिगहीती दृष्टिकोण
ସମ୍ଭାବ୍ୟତାର axiom |,प्रायिकता अभिगृहीत
ଅକ୍ଷ,अक्ष
ଅବସିସା ର ଅକ୍ଷ |,भुजाक्ष
ପୃଥିବୀର ଅକ୍ଷ,भू-अक्ष
ବିପ୍ଳବର ଅକ୍ଷ,परिक्रमण-अक्ष
ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ,घूर्णन अक्ष
ସ୍ପିନ୍ ର ଅକ୍ଷ |,प्रचक्रण-अक्ष
ବ୍ୟାକ୍-ପ୍ରତିସ୍ଥାପନ,पश्च-प्रतिस्थापन
ପଛୁଆ ପାର୍ଥକ୍ୟ |,पश्चांतर
ପଛୁଆ-ଇଣ୍ଟରପୋଲେସନ୍ ସୂତ୍ର |,पश्च अंतर्वेशन-सूत्र
ସନ୍ତୁଳନ,"तुला, तराजू , संतु लन , शेष, बाकी , संतुलित होना, संतुलित करना"
ସନ୍ତୁଳିତ ଡିଜାଇନ୍ |,संतुलित अभिकल्पना
ତୂଳନା ପତ୍ର,तुलन-पत्र
ବାଲିଷ୍ଟିକ୍ କ୍ଷେପଣାସ୍ତ୍ର |,प्रक्षेपास्त्र
ବାଲିଷ୍ଟିକ୍,"प्राक्षेपिकी, अस्त्र विज्ञान"
ଦଣ୍ଡିକା," स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी , रोधिका, भित्ति , बार , रेखा, रेखिका , परीक्षण रेखा, धार"
ଆଧାର,"आधार , क्षारक , अधम , मूल , बेस"
ମୂଳ କୋଣ,आधार कोण
ଲୋଗାରିଦମର ଆଧାର |,"लघुगणक का आधार, लॉगरिथ्म का आधार"
ମ basic ଳିକ,"आधारी, मूल,"
ମ basic ଳିକ ସମ୍ଭାବ୍ୟ ସମାଧାନ |,आधारी सुसंगत हल
ମ basic ଳିକ ସମାଧାନ |,आधारी हल
ମ basic ଳିକ ଭେରିଏବଲ୍ |,आधारी चर
ଆଧାର,आधारक
ଆଧାର ଉପାଦାନ |,आधार अवयव
ଆଧାର ମ୍ୟାଟ୍ରିକ୍ସ |,आधारी आव्यूह
ଏକ ଭେକ୍ଟର ସ୍ପେସ୍ ର ଆଧାର |,सदिश समष्टि का आधार
ସବ୍ ସ୍ପେସ୍ ର ଆଧାର |,उपसमष्टि का आधार
ବାଏସିଆନ୍ ଆକଳନ |,बेज़-आकल
ବାଇସ୍ ନିୟମ |,बेज़-नियम
ବାଇସ୍ ଥିଓରେମ୍ |,बेज़-प्रमेय
ବର୍ନୁଲି ବଣ୍ଟନ |,बर्नूली-बंटन
ବର୍ନୁଲି ସଂଖ୍ୟା |,बर्नूली संख्या
ବର୍ନୁଲି ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ |,बर्नूली प्रायिकता-फलन
ବର୍ନୁଲିଙ୍କ ସମୀକରଣ |,बर्नूली-समीकरण
ବେରୀ କାର୍ଯ୍ୟ,बेरी फलन
ସର୍ବୋତ୍ତମ ଫିଟ୍ |,श्रेष्ठतम आसंजन
ସର୍ବୋତ୍ତମ - ଫିଟ୍ ଲାଇନ୍ |,श्रेष्ठतम आसंजन रेखा
ସର୍ବୋତ୍ତମ ସମାଧାନ |,सर्वोत्तम हल
ସର୍ବୋତ୍ତମ ରଣନୀତି |,सर्वोत्तम युक्तियाँ
ବିଟା ବଣ୍ଟନ |,बीटा बंटन
ପକ୍ଷପାତ,"अभिनति, बायस"
ପକ୍ଷପାତ ଅନୁମାନ |,अभिनत आकल
ବିହାରମୋନିକ୍ ସମୀକରଣ |,द्विप्रसंवादी समीकरण
bijection,एकैकी आच्छादन
ବାୟଜେକ୍ଟିଭ୍ ମାନଚିତ୍ର,एकैकी आच्छादी प्रतिचित्र
ବାୟଜେକ୍ଟିଭ୍ ମ୍ୟାପିଙ୍ଗ୍ |,एकैकी आच्छादी प्रतिचित्रण
ବିଲିନାର୍ ଫର୍ମ |,द्विएकघाती समघात
ବିଲିନାର୍ ଫଙ୍କସନ୍,द्विरैखिक फलन
ବିଲିନାର୍ ହର୍ମିଟିଆନ୍ ଫର୍ମ |,द्विरैखिक हर्मिटीय समघात
ବାଇନାରୀ,"द्वि-चर, द्वि-आधारी, द्वयी"
ବାଇନାରୀ କୋଡ୍ |,"द्वि-आधारी कोड, द्विआधारी कूट"
ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |,"द्वि-आधारी कूट दशमलव, द्वि-आधारी कोडित दशमलव"
ବାଇନାରୀ କୋଡିଂ |,द्वि-आधारी कूटलेखन
ବାଇନାରୀ କମ୍ପ୍ୟୁଟର |,द्वि-आधारी अभिकलित्र
ବାଇନାରୀ ଅଙ୍କ,द्वि-आधारी अंक
ବାଇନାରୀ ଅପରେସନ୍ |,द्विआधारी संक्रिया
ବାଇନାରୀ ସିଷ୍ଟମ୍ |,द्विआधारी पद्‌धति
ବାଇନାରୀ ଭେରିଏବଲ୍ |,द्विआधारी चर
ଦ୍ୱିପାକ୍ଷିକ ଗୁଣବତ୍ତା |,द्विपद गुणांक
ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |,द्विपद बंटन
ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |,द्विपद समीकरण
ଦ୍ୱିପାକ୍ଷିକ ବିସ୍ତାର |,द्विपद प्रसरण
ଦ୍ୱିପାକ୍ଷିକ ଅଭିବ୍ୟକ୍ତି |,द्विपद व्यंजक
ଦ୍ୱିପାକ୍ଷିକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |,द्विपद यादृच्छिक चर
ଦ୍ୱିପାକ୍ଷିକ ତତ୍ତ୍। |,द्विपद-प्रमेय
ବିଭାଜନ,"अर्धन, द्विभाजन"
ବିଭାଜନ ପଦ୍ଧତି |,"समद्विभाजन विधि, अर्धीकरण विधि"
bisector,"अर्धक, द्विभाजक"
ଦ୍ୱିପାକ୍ଷିକ |,"द्विपंक्तिक, द्विश्रेणिक"
ବିଟ୍,"द्वयंक (द्विआधारी अंक) , अणी, बरमी , टूक"
ଦ୍ୱିପାକ୍ଷିକ ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |,द्विचर द्विपद-बंटन द्विचल
ବିଭାରିଏଟ୍ ସମ୍ପର୍କ କୋଏଫିସିଏଣ୍ଟ୍ |,द्विचर सहसंबंध गुणांक
ବିଭାରିଏଟ୍ ବଣ୍ଟନ |,द्विचर बंटन
ସାଧାରଣ ବଣ୍ଟନ,द्विचर प्रसामान्य-बंटन
ବିଭେକ୍ଟର୍ |,द्विसदिश
ବୋଲ୍ଟଜମାନ୍ ସମୀକରଣ |,बोल्ट्मान समीकरण
ବୁଲିୟନ୍ ବୀଜ ବର୍ଣ୍ଣନା |,बूलीय बीजावली*
ବୋଷ - ଆଇନଷ୍ଟାଇନ ପରିସଂଖ୍ୟାନ |,बोस-आइन्स्टाइन सांख्यिकी
ସୀମା ଅବସ୍ଥା,परिसीमा प्रतिबन्ध
ସୀମା ସ୍ତର |,परिसीमा स्तर
ସୀମା ରେଖା |,परिसीमा रेखा
ସୀମା ମୂଲ୍ୟ,परिसीमा मान
ସୀମା ମୂଲ୍ୟ ସମସ୍ୟା |,परिसीमा मान समस्या
ସୀମାବଦ୍ଧ କାର୍ଯ୍ୟ,"परिबद्‌ध फलन परिबद्‌ध फल,"
ସୀମିତ ମାଟ୍ରିକ୍ସ |,"परिबद्‌ध मैट्रिक्स, परिबद्‌ध आव्यूह परिबद्‌ध सारणी,"
ସୀମାବଦ୍ଧ ଅଞ୍ଚଳ |,"परिबद्‌ध प्रदेश परिबद्‌ध प्रदेश,"
ସୀମାବଦ୍ଧ ସେଟ୍ |,"परिबद्‌ध समच्चय परिबद्‌ध संच,"
ବ୍ରାଉନିଆନ୍ ଗତି |,ब्राउनी गति
ଗଣନା କର,परिकलन करना
ଗଣନା,परिकलन
ଗଣନା ଯନ୍ତ୍ର,"परिकलन-यंत्र, परिकलित्र"
ଗଣନା,परिकलन*
ଗଣନା ପ୍ରଣାଳୀ,परिकलनात्मक क्रिया विधि
କାଲକୁଲେଟର," परिकलित्र , परिकलक"
ଗଣନା,"कलन, कैलकुलस"
ପରିବର୍ତ୍ତନର ଗଣନା,विचरण-कलन
କ୍ୟାଲୋରୀ,कैलोरी
ବାତିଲ ନିୟମ,निरसन नियम
କାନୋନିକାଲ୍ ସମୀକରଣ |,विहित समीकरण
କାନୋନିକାଲ୍ ଫର୍ମ |,विहित रूप
କାନୋନିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,"विहित मैट्रिक्स, के नानिकल मैट्रिक्स"
କ୍ୟାଣ୍ଟର ସେଟ୍ |,कैन्टर समुच्चय
କ୍ୟାଣ୍ଟରର ଟର୍ନାରୀ ସେଟ୍ |,कैन्टर त्रिआधारी समुच्चय
କ୍ଷମତା ସମ୍ପନ୍ନ ପରିବହନ ସମସ୍ୟା |,परिबंधित परिवहन समस्या
କ୍ଷମତା,क्षमता
କ୍ୟାପିଲାରୀ ଫୋର୍ସ |,केशिका-बल
କାର୍ଡିନାଲ୍ ସଂଖ୍ୟା,"गणन संख्या, कार्डिनल संख्या"
କାର୍ଟେସିଆନ୍ କୁମ୍ଭ |,कार्तीय अक्ष
କାର୍ଟେସିଆନ୍ ସଂଯୋଜନା |,कार्तीय निर्देशांक
କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |,कार्तीय गुणन
ସେଟ୍ ର କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |,समुच्चयों का कार्तीय गुणन
କେସ୍ ଷ୍ଟଡି |,"केस अध्ययन, वस्तुस्थिति अध्ययन"
ବିପର୍ଯ୍ୟସ୍ତ ପରିବର୍ତ୍ତନ,विपत्तिपूर्ण उच्चावचन
କ୍ୟାଟେନାରୀ |,कैटिनरी
କାଚି ବଣ୍ଟନ |,कौशी बंटन
କାଚି ସୂତ୍ର |,कौशी सूत्र
କାଚି ଗୁରସାଟ ଥିଓରେମ୍ |,कौशी-गूर्सा-प्रमेय
କାଚି ରିମାନ୍ ଅବସ୍ଥା |,कौशी-रीमान-प्रतिबंध
କାଚି କ୍ରମ |,कौशी अनुक्रम
କାଚି ଇଣ୍ଟିଗ୍ରାଲ୍ |,कौशी समाकल
କାଚି ମୁଖ୍ୟ ମୂଲ୍ୟ |,कौशी मुख्य-मान
କାଚି ଅବଶିଷ୍ଟ ଥିଓରେମ୍ |,कौशी अवशेष प्रमेय
କେଲେ ହାମିଲଟନ୍ ଥିଓରେମ୍ |,कैले-हैमिल्टन-प्रमेय
ସ୍ୱର୍ଗୀୟ ଶରୀର |,"खपिंड, खगोलीय पिंड"
ସ୍ୱର୍ଗୀୟ ମାପ,खगोलीय माप
ସ୍ୱର୍ଗୀୟ ଯାନ୍ତ୍ରିକ,खगोलीय यांत्रिकी
ସ୍ୱର୍ଗୀୟ ବସ୍ତୁ |,खगोलीय पिंड
କକ୍ଷ ଫ୍ରିକ୍ୱେନ୍ସି |,कोशिका बारंबारता
ଜନଗଣନା,"गणना , जनगणना"
ସେଣ୍ଟିଲ୍ |,शततमक
ସେଣ୍ଟିମିଟର |,सेन्टीमीटर
ସେଣ୍ଟିମିଟର ଗ୍ରାମ୍ ଦ୍ୱିତୀୟ ସିଷ୍ଟମ୍ |,सेन्टीमीटर-ग्राम-सेकंड पद्‌धति
କେନ୍ଦ୍ରୀୟ |,"केन्द्रीय , सकेन्द्र"
କେନ୍ଦ୍ରୀୟ ଅକ୍ଷ,केन्द्रीय अक्ष
କେନ୍ଦ୍ରୀୟ ପାର୍ଥକ୍ୟ |,केन्द्रीय अंतर
କେନ୍ଦ୍ରୀୟ ପାର୍ଥକ୍ୟ ସୂତ୍ର |,केन्द्रीय अंतर सूत्र
କେନ୍ଦ୍ରୀୟ ପାର୍ଥକ୍ୟ ସାରଣୀ |,केन्द्रीय अंतर सारणी
କେନ୍ଦ୍ରୀୟ ସୀମା ଥିଓରେମ୍ |,केन्द्रीय सीमा प्रमेय
କେନ୍ଦ୍ରୀୟ ମୁହୂର୍ତ୍ତ |,केन्द्रीय आघूर्ण
