Marathi,Tamil
अतिरिक्त अनुदान,கூடுதல் மானியம்
अतिरिक्त माहिती,கூடுதல் தகவல்
अतिरिक्त वेतन,கூடுதல் ஊதியம்
जोड आणि बदल,கூட்டல் மற்றும் மாற்றம்
पत्ता,முகவரி
पत्ता,முகவரி
स्वागताचा पत्ता,வரவேற்பின் முகவரி
पुरेसे,போதுமானது
चे पालन करा,பின்பற்றவும்
अ‍ॅड हॉक,தற்காலிக
तदर्थ दावा,தற்காலிக உரிமைகோரல்
तदर्थ समिती,தற்காலிக குழு
तदर्थ वाढ,தற்காலிக அதிகரிப்பு
तदर्थ देयक,தற்காலிக கட்டணம்
समीप,அருகில்
शेजारी (= संमिश्र),அருகிலுள்ள (= தொடர்ச்சியான)
तहकूब,ஒத்திவைப்பு
तहकूब गती,ஒத்திவைப்பு இயக்கம்
सहभाग,தீர்ப்பளிக்கவும்
न्यायाधीश,தீர்ப்பளிக்கவும்
निर्णय,தீர்ப்பு
न्यायाधीश,தீர்ப்பாளர்
समायोजन,சரிசெய்தல்
प्रशासकीय,நிர்வாகி
शपथ प्रशासित करा,சத்தியப்பிரமாணத்தை நிர்வகிக்கவும்
प्रशासन,நிர்வாகம்
न्याय प्रशासन,நீதி நிர்வாகம்
प्रशासकीय,நிர்வாக
प्रशासकीय कारवाई,நிர்வாக நடவடிக்கை
प्रशासकीय मूल्यांकन,நிர்வாக மதிப்பீடு
प्रशासकीय मान्यता,நிர்வாக ஒப்புதல்
प्रशासकीय अधिकार,நிர்வாக அதிகாரம்
प्रशासकीय नियंत्रण,நிர்வாக கட்டுப்பாடு
प्रशासकीय निर्णय,நிர்வாக முடிவு
प्रशासकीय विभाग,நிர்வாகத் துறை
प्रशासकीय प्रमुख,நிர்வாகத் தலைவர்
प्रशासकीय मुख्यालय,நிர்வாக தலைமையகம்
प्रशासकीय उपाय,நிர்வாக நடவடிக்கைகள்
प्रशासकीय शक्ती,நிர்வாக சக்தி
प्रशासकीय मंजुरी,நிர்வாக அனுமதி
प्रशासकीय तंत्र,நிர்வாக நுட்பம்
प्रशासकीय न्यायाधिकरण,நிர்வாக தீர்ப்பாயம்
प्रवेशयोग्यता,ஒப்புதல்
स्वीकार्य खर्च,ஏற்றுக்கொள்ளக்கூடிய செலவு
कबूल करा,அனுமதிக்கவும்
प्रवेश कार्ड,அட்டை சேர்க்கவும்
दाखल,ஒப்புக்கொள்ளப்பட்டது
सूचना,அறிவுறுத்துங்கள்
दत्तक,தத்தெடுப்பவர்
दत्तक,தத்தெடுப்பவர்
दत्तक,தத்தெடுப்பு
प्रौढ,வயது வந்தோர்
भेसळ,கலப்படம்
व्यभिचार,விபச்சாரம்
प्रौढ मताधिकार,வயதுவந்தோர் உரிமை
अ‍ॅड व्हॅलोरम ड्यूटी,விளம்பர மதிப்பீட்டு கடமை
प्रगती,முன்கூட்டியே
अ‍ॅडव्हान्स बुकिंग,முன்கூட்டியே முன்பதிவு
आगाऊ प्रत,முன்கூட்டியே நகல்
आगाऊ वाढ,அட்வான்ஸ் அதிகரிப்பு
आगाऊ भरणा,முன் பணம்
प्रतिकूल प्रविष्टी,பாதகமான நுழைவு
प्रतिकूल टीका,பாதகமான கருத்துக்கள்
प्रतिकूल अहवाल,பாதகமான அறிக்கை
जाहिरात,விளம்பரம்
सल्ला,ஆலோசனை
देयकाचा सल्ला,கட்டண ஆலோசனை
सल्लागार समिती,ஆலோசனை குழு
सल्लागार परिषद,ஆலோசனை கவுன்சில்
वकिली,வக்கீல்
घडामोडी,விவகாரங்கள்
प्रतिज्ञापत्र,பிரமாணப் பத்திரம்
संलग्नता,இணைப்பு
पुष्टीकरण,உறுதிப்படுத்தல்
होकारार्थी,உறுதியான
परवाना,வாங்க
उपरोक्त,மேற்கூறிய
पुन्हा,புதிதாக
विरुद्ध,எதிராக
वय,வயது
वय प्रमाणपत्र,வயது சான்றிதழ்
मताधिकार वय,வாக்குரிமைக்கான வயது
वय मर्यादा,வயது எல்லை
एजन्सी,ஏஜென்சி
अजेंडा,நிகழ்ச்சி நிரல்
सेवानिवृत्तीचे वय,ஓய்வூதிய வயது
अधोरेखित वय,மேலதிக வயது
एकत्रिकरण,திரட்டுதல்
संताप,வேதனைக்குள்ளானது
आंदोलन,கிளர்ச்சி
एजीएम,ஏஜிஎம்
करार,ஒப்பந்தம்
करार फॉर्म,ஒப்பந்த படிவம்
शेती,வேளாண்மை
कृषी-उद्योग,வேளாண் தொழில்
मदत,உதவி
गजर,அலாரம்
सतर्कता,விழிப்புணர்வு
उर्फ,மாற்றுப்பெயர்
आरोप,குற்றச்சாட்டு
निष्ठा,விசுவாசம்
युती,கூட்டணி
संबद्ध सेवा,தொடர்புடைய சேவைகள்
सर्व समावेशक किंमत,அனைத்து உள்ளடக்கிய செலவு
अखिल भारतीय सेवा,அகில இந்திய சேவைகள்
वाटप,ஒதுக்கீடு
वाटप,ஒதுக்கீடு
वाटप पत्र,ஒதுக்கீட்டு கடிதம்
अ‍ॅलोटी,ஒதுக்கீடு
परवानगीयोग्य,அனுமதிக்கக்கூடியது
अनुमत खर्च,அனுமதிக்கக்கூடிய செலவுகள்
अपीलला परवानगी द्या,மேல்முறையீட்டை அனுமதிக்கவும்
भत्ता,கொடுப்பனவு
सर्व हक्क राखीव,அனைத்து உரிமைகளும் பாதுகாக்கப்பட்டவை
वर्णमाला क्रम,அகரவரிசை வரிசை
भांडण,வாக்குவாதம்
वैकल्पिक,மாற்று
पर्यायी,மாற்று
एकत्रिकरण,ஒருங்கிணைப்பு
सुधारित मसुदा,திருத்தப்பட்ட வரைவு
दुरुस्ती,திருத்தம்
सुविधा,வசதி
मैत्रीपूर्ण,இணக்கமான
दारूगोळा,வெடிமருந்து
कर्जाचे or न्टायझेशन,கடனின் கடன்தொகை
रक्कम,தொகை
पेन्शनची रक्कम,ஓய்வூதியத்தின் அளவு
समान पोस्ट,ஒப்பீட்டு இடுகை
विश्लेषण,பகுப்பாய்வு
विश्लेषणात्मक अभ्यास,பகுப்பாய்வு ஆய்வு
पूर्वज,மூதாதையர்
सहायक उद्योग,துணை தொழில்
वैर,பகை
जोड,இணைப்பு
वर्धापनदिन,ஆண்டு
घोषणा,அறிவிப்பு
त्रास,எரிச்சல்
वार्षिक आर्थिक विधान,ஆண்டு நிதி அறிக்கை
वार्षिक अहवाल,ஆண்டு அறிக்கை
वार्षिकी,ஆண்டு
अज्ञात,அநாமதேய
अज्ञात तक्रार,அநாமதேய புகார்
उत्तरदायित्व,பதில்
उत्तरपत्रिका,விடைத்தாள்
विरोधी,எதிரி
पूर्वज,முன்னோடிகள்
अपेक्षित खर्च,எதிர்பார்க்கப்பட்ட செலவு
अपेक्षित उत्पन्न,எதிர்பார்க்கப்பட்ட வருமானம்
अपेक्षा,எதிர்பார்ப்பு
अपेक्षित जामीन,எதிர்பார்ப்பு ஜாமீன்
भ्रष्टाचारविरोधी उपाय,ஊழல் எதிர்ப்பு நடவடிக்கை
अँटी-डंपिंग,டம்பிங் எதிர்ப்பு
प्राचीन,பழங்கால
वर्णभेद,நிறவெறி
औदासिन्य,அக்கறையின்மை
शिखर शरीर,உச்ச உடல்
दिलगिरी,மன்னிப்பு
अपील,மேல்முறையீடு
देखावा,தோற்றம்
शांतता,திருப்தி
अपील न्यायाधिकरण,மேல்முறையீட்டு தீர்ப்பாயம்
परिशिष्ट,பின் இணைப்பு
उपकरण,சாதனம்
लागू,பொருந்தும்
अर्जदार,விண்ணப்பதாரர்
अर्ज,விண்ணப்பம்
अर्ज,விண்ணப்ப படிவம்
लागू,பயன்படுத்தப்பட்டது
अर्ज करा,விண்ணப்பிக்கவும்
नेमणूक,நியமிக்கப்பட்டவர்
अधिकाराची नेमणूक,அதிகாரத்தை நியமித்தல்
नियुक्ती,நியமனம்
नियुक्ती पत्र,நியமனம் கடிதம்
मंत्रिमंडळाची नेमणूक समिती,அமைச்சரவையின் நியமனங்கள் குழு
वेतनाचे विभाजन,ஊதியப் பகிர்வு
मूल्यमापन,மதிப்பீடு
मूल्यांकनकर्ता,மதிப்பீட்டாளர்
कौतुक,பாராட்டு
भीती,அச்சம்
शिकाऊ उमेदवार,பயிற்சி
संपर्क साधा,அணுகுமுறை
योग्य,பொருத்தமானது
योग्य कृती,பொருத்தமான நடவடிக்கை
योग्य डोके,பொருத்தமான தலை
विनियोग,ஒதுக்கீடு
मान्यता,ஒப்புதல்
अंदाजे,தோராயமான
योग्यता चाचणी,ஆப்டிட்யூட் சோதனை
अनियंत्रित,தன்னிச்சையானது
लवाद,நடுவர்
लवाद,நடுவர்
लवाद न्यायाधिकरण,நடுவர் தீர்ப்பாயம்
लवाद,நடுவர்
आर्किटेक्चर,கட்டிடக்கலை
संग्रहण,காப்பகங்கள்
क्षेत्र,பகுதி
क्षेत्र मुख्यालय,பகுதி தலைமையகம்
युक्तिवाद,வாதம்
उद्भवू,எழும்
सशस्त्र सेना,ஆயுத படைகள்
व्यवस्था,ஏற்பாடு
थकबाकी,நிலுவைத் தொகை
थकबाकी विधान,நிலுவைத் அறிக்கை
आगमन अहवाल,வருகை அறிக்கை
गर्विष्ठपणा,ஆணவம்
शस्त्रागार,அர்செனல்
लेख,கட்டுரை
संघटनेचा लेख,சங்கத்தின் கட்டுரைகள்
लेख,கட்டுரைகள்
चढत्या ऑर्डर,ஏறுவரிசை ஒழுங்கு
निश्चित करा,தெரிந்து கொள்ளுங்கள்
कोठे आहे,எங்கே இருக்கிறது
पैलू,அம்சம்
भ्रष्टाचार,ஆவேசம்
हत्या,படுகொலை
हल्ला,தாக்குதல்
एकत्र करा,ஒன்றுகூடு
असेंब्ली,சட்டசபை
मान्यता,ஒப்புதல்
ठामपणे,உறுதிப்படுத்தவும்
निर्धारक,மதிப்பீட்டாளர்
मूल्यांकन,மதிப்பீடு
मूल्यांकन वर्ष,மதிப்பீட்டு ஆண்டு
मूल्यांकनकर्ता,மதிப்பீட்டாளர்
मालमत्ता,சொத்துக்கள்
असिशात,ஒதுக்கப்பட்டவர்
असाइनमेंट,ஒதுக்கீடு
असाइनर,ஒதுக்குபவர்
सहाय्य,உதவி
सहयोगी,இணை
असोसिएशन,தொடர்பு
शुल्काची धारणा,கட்டணம் அனுமானம்
आश्वासन,உத்தரவாதம்
आश्वासन कंपनी,உத்தரவாத நிறுவனம்
आश्वासन,உறுதி
सूट वर,தள்ளுபடியில்
अणु शक्ती,அணு சக்தி
समम वर,சமமாக
प्रीमियमवर,பிரீமியத்தில்
संलग्न करा,இணைக்கவும்
संलग्न कार्यालय,இணைக்கப்பட்ட அலுவலகம்
संलग्नक,இணைப்பு
संलग्नक ऑर्डर,இணைப்பு வரிசை
प्राप्ती,அடைதல்
प्रयत्न,முயற்சி
उपस्थिती,வருகை
उपस्थिती नोंदणी,வருகை பதிவு
उपस्थिती स्लिप,வருகை சீட்டு
लक्ष,கவனம்
प्रमाणीकरण,சான்றளித்தல்
प्रमाणित प्रत,சான்றளிக்கப்பட்ட நகல்
वृत्ती,அணுகுமுறை
आकर्षक पगार,கவர்ச்சிகரமான சம்பளம்
लिलाव,ஏலம்
लिलाव,ஏலதாரர்
लिलाव विक्री,ஏல விற்பனை
प्रेक्षक,பார்வையாளர்கள்
ऑडिओ-व्हिज्युअल प्रदर्शन,ஆடியோ-காட்சி காட்சி
ऑडिओ-व्हिज्युअल प्रसिद्धी,ஆடியோ காட்சி விளம்பரம்
ऑडिट,தணிக்கை
ऑडिट खाती,தணிக்கை செய்யப்பட்ட கணக்குகள்
ऑडिट बॅलन्स शीट,தணிக்கை செய்யப்பட்ட இருப்புநிலை
ऑडिटिंग,தணிக்கை
ऑडिट आक्षेप,தணிக்கை ஆட்சேபனை
ऑडिटरचा अहवाल,தணிக்கையாளரின் அறிக்கை
सभागृह,ஆடிட்டோரியம்
ऑडिट परिच्छेद,தணிக்கை பத்தி
ऑडिट अहवाल,தணிக்கை அறிக்கை
कठोरता,சிக்கன நடவடிக்கை
कठोरपणाचे उपाय,சிக்கன நடவடிக்கை
अस्सल,உண்மையான
अधिकृत प्रतिनिधी,அங்கீகரிக்கப்பட்ட பிரதிநிதி
अधिकृत,அதிகாரப்பூர்வ
अधिकार,அதிகாரம்
प्राधिकरण पत्र,அதிகார கடிதம்
अधिकृत,அங்கீகாரம் பெற்றவர்
अधिकृत भांडवल,அங்கீகரிக்கப்பட்ட மூலதனம்
स्वयंचलित,தானியங்கி
स्वायत्त,தன்னாட்சி
स्वायत्त शरीर,தன்னாட்சி உடல்
स्वायत्तता,தன்னாட்சி
सहाय्यक,துணை
उपलब्ध,கிடைக்கிறது
सरासरी,சராசரி
सरासरी रजा,சராசரி விடுப்பு
प्रतिकार,வெறுப்பு
टाळतो,தவிர்க்கவும்
टाळा,தவிர்க்கவும்
कर टाळणे,வரியைத் தவிர்ப்பது
प्रतीक्षा केली,காத்திருந்தது
पुरस्कार,விருது
पुरस्कार प्राधिकरण,அதிகாரம் வழங்குதல்
जागरूकता,விழிப்புணர்வு
बॅकडेटेड,பின்வாங்கியது
पार्श्वभूमी,பின்னணி
परत लॉग,பின் பதிவு
मागे होणे,பின்னால்
परत संदर्भ,பின் குறிப்பு
बॅक अप,காப்புப்பிரதி
मागास वर्ग,பின்தங்கிய வகுப்புகள்
मागास जमाती,பின்தங்கிய பழங்குடி
वाईट सौदा,மோசமான பேரம்
वाईट वागणं,மோசமான நடத்தை
वाईट वर्ण,மோசமான தன்மை
वाईट हवामान भत्ता,மோசமான காலநிலை கொடுப்பனவு
वाईट आचरण,மோசமான நடத்தை
वाईट कर्ज,மோசமான கடன்
सामान,சாமான்கள்
जामीन,ஜாமீன்
शिल्लक,இருப்பு
शिल्लक खाली आणले,சமநிலை வீழ்த்தப்பட்டது
शिल्लक पुढे आणले,இருப்பு முன்வைக்கப்பட்டது
संतुलित बजेट,சீரான பட்ஜெட்
शिल्लक पत्रक,இருப்புநிலை
मतपत्रिका,வாக்குப்பதிவு
मतपेटी,வாக்குப் பெட்டி
मतपत्रिका,வாக்குப்பதிவு காகிதம்
बंदी,தடை
बँक,வங்கி
बँक खाते,வங்கி கணக்கு
बँक बॅलन्स,வங்கி இருப்பு
बँक शुल्क,வங்கி கட்டணங்கள்
बँक हमी,வங்கி உத்தரவாதம்
बँक सुट्टी,வங்கி விடுமுறை
बँकिंग सुविधा,வங்கி வசதி
बँकिंग तास,வங்கி நேரம்
बँकिंग व्यवहार,வங்கி பரிவர்த்தனை
बँक दर,வங்கி வீதம்
बँक सलोखा,வங்கி சமரசம்
दिवाळखोर,திவாலானது
बँक सुरक्षा,வங்கி பாதுகாப்பு
बँक स्टेटमेंट,வங்கி அறிக்கை
मेजवानी,விருந்து
बार कौन्सिल,பார் கவுன்சில்
सौदा,பேரம்
बार्गेनिंग,பேரம் பேசுதல்
नापीक जमीन,தரிசு நிலம்
बार्टर,பண்டமாற்று
पाया,அடித்தளம்
निराधार,ஆதாரமற்றது
तळघर,அடித்தளம்
बेस वर्ष,அடிப்படை ஆண்டு
मूलभूत,அடிப்படை
मूलभूतपणे,அடிப்படையில்
मूलभूत बुद्धिमत्ता,அடிப்படை நுண்ணறிவு
मूलभूत वेतन,அடிப்படை ஊதியம்
मूलभूत वेतन,ஊதியத்தின் அடிப்படை அளவு
मूलभूत प्रशिक्षण,அடிப்படை பயிற்சி
आधार,அடிப்படை
बॅच,தொகுதி
बिल्ला क्रमांक,தொகுதி எண்
वाहक तपासणी,தாங்கி காசோலை
उद्धृत करण्यापूर्वी,மேற்கோள் காட்டப்படுவதற்கு முன்
वर्तन,நடத்தை
विश्वास,நம்பிக்கை
समम खाली,Par க்கு கீழே
खंडपीठ,பெஞ்ச்
बेंचमार्क,பெஞ்ச்மார்க்
फायदेशीर,நன்மை பயக்கும்
लाभार्थी,பயனாளி
फायदा,நன்மை
संशयाचा फायदा,சந்தேகத்தின் நன்மை
परोपकार,கருணை
बेनिव्हॉलेंट फंड,நல்ல நிதி
निर्विकार,விருப்பம்
वकील,விருப்பப்படி
शोक,துயரமடைந்தது
सर्वोत्तम प्रयत्न,சிறந்த முயற்சிகள்
बेटरमेंट,மேம்பாடு
पूर्वाग्रह,சார்பு
पक्षपाती मत,பக்கச்சார்பான கருத்து
ग्रंथसूची,நூலியல்
द्विवार्षिक,இருபது ஆண்டு
द्विपक्षीय,பிளவுபட்டு
बिगॅमी,பெரிய
द्विपक्षीय,இருதரப்பு
द्विभाषिक,இருமொழி
द्विभाषिक,இரு
बिल,ர சி து
विनिमयाची पावती,மாற்றச்சீட்டு
द्विपक्षीय अहवाल,இருதரப்பு அறிக்கை
बंधनकारक,பிணைப்பு
बायोडाटा,பயோடேட்டா
द्विपक्षीय,இருதரப்பு
द्विपक्षीय करार,இரு கட்சி ஒப்பந்தம்
वर्धापन दिन,பிறப்பு ஆண்டுவிழா
जन्म प्रमाणपत्र,பிறப்பு சான்றிதழ்
जन्म नियंत्रण,பிறப்பு கட்டுப்பாடு
जन्मदिनांक,பிறந்த தேதி
जन्म ठिकाण,பிறந்த இடம்
जन्म दर,பிறப்பு வீதம்
द्विपक्षीय,இரு வாராந்திர
काळा अर्थव्यवस्था,கருப்பு பொருளாதாரம்
काळा यादी,கருப்பு பட்டியல்
ब्लॅकमेल,பிளாக்மெயில்
काळा बाजार,கருப்பு சந்தை
दोष,பழி
रिक्त तपासणी,வெற்று சோதனை
ब्लँकेट डील,போர்வை ஒப்பந்தம்
ब्लँकेट ऑर्डर,போர்வை ஒழுங்கு
ब्लास्ट,குண்டு வெடிப்பு
मिश्रण,கலத்தல்
ब्लॉक,தொகுதி
नाकेबंदी,முற்றுகை
अवरोधित भांडवल,தடுக்கப்பட்ட மூலதனம்
ब्लॉक लेटर,தொகுதி கடிதம்
रक्तदान,இரத்த தானம்
रक्त संबंध,இரத்த உறவுகள்
ब्लू कॉलर जॉब,நீல காலர் வேலை
ब्लूप्रिंट,புளூபிரிண்ட்
ब्लफ,பிளஃப்
बोर्ड,பலகை
बोर्डिंग आणि लॉजिंग,போர்டிங் மற்றும் உறைவிடம்
संचालक मंडळ,இயக்குநர்கள் குழு
महसूल मंडळ,வருவாய் வாரியம்
शरीर,உடல்
अंगरक्षक,மெய்க்காப்பாளர்
बोगस व्हाउचर,போலி வவுச்சர்
बोनाफाइड्स,உண்மையான
बाँड,பத்திரம்
बंधनकारक कामगार,பிணைக்கப்பட்ட உழைப்பு
बोनस,போனஸ்
बुकिंग कार्यालय,பதிவு அலுவலகம்
बुक-कीपर,புத்தகக் காப்பாளர்
पुस्तक ठेवणे,புத்தகத்தை வைத்தல்
पुस्तिका,கையேடு
संदर्भ पुस्तक,குறிப்பு புத்தகம்
पुस्तक मूल्य,புத்தகம் மதிப்பு
बूथ,பூத்
बूथ कॅप्चरिंग,பூத் கைப்பற்றுதல்
सीमा भत्ता,எல்லை கொடுப்பனவு
सीमारेषा,பார்டர் லைன்
कर्जदार,கடன் வாங்குபவர்
कर्ज घेण्याची शक्ती,கடன் வாங்கும் சக்தி
बॉस,பாஸ்
अडथळा,சிக்கல்
कंस,அடைப்புக்குறி
सीमा,எல்லை
बहिष्कार,புறக்கணிப்பு
बुध्दीमानांची गळती,மூளை வடிகால்
शाखा कार्यालय,கிளை அலுவலகம்
उल्लंघन,மீறல்
कराराचा भंग,ஒப்பந்தத்தை மீறுதல்
आत्मविश्वासाचा भंग,நம்பிக்கையை மீறுதல்
करारभंग,ஒப்பந்த மீறல்
शिस्तीचा भंग,ஒழுக்கத்தை மீறுதல்
कायद्याचा भंग,சட்ட மீறல்
शांततेचा भंग,சமாதான மீறல்
विशेषाधिकार उल्लंघन,சலுகை மீறல்
वचन उल्लंघन,வாக்குறுதியை மீறுதல்
नियम उल्लंघन,விதியை மீறுதல்
विश्वास उल्लंघन,நம்பிக்கை துரோகம்
ब्रेक,உடைப்பு
यंत्रातील बिघाड,உடைக்கவும்
सेवेत ब्रेक,சேவையில் இடைவெளி
ब्रेक-अप,முறிவு
प्रजनन,இனம்
लाच,கையூட்டு
संक्षिप्त,சுருக்கமான
संक्षिप्त,மாநாடு
संक्षिप्त सारांश,சுருக்கமான விண்ணப்பம்
चमकदार रेकॉर्ड,புத்திசாலித்தனமான பதிவு
लक्षात घ्या,கவனத்திற்கு கொண்டு வாருங்கள்
प्रसारण,ஒளிபரப்பு
ब्रॉडशीट,பிராட்ஷீட்
माहितीपत्रक,சிற்றேடு
दलाली,தரகு
पुढे आणले (बी/एफ),முன்னோக்கி கொண்டு வரப்பட்டது (பி/எஃப்)
अर्थसंकल्प वाटप,பட்ஜெட் ஒதுக்கீடு
बगेटरी कंट्रोल,பிழையான கட்டுப்பாடு
अर्थसंकल्प अंदाज,பட்ஜெட் மதிப்பீடு
अर्थसंकल्प तरतूद,பட்ஜெட் வழங்கல்
इमारत,கட்டிடம்
बल्क,மொத்த
मोठ्या प्रमाणात खरेदी,மொத்த கொள்முதல்
बुलेटिन,புல்லட்டின்
बम्पर पीक,பம்பர் பயிர்
रिक्त जागा,காலியிடங்களின் கொத்து
बंगळ,பஞ்ச்லிங்
नोकरशाही,அதிகாரத்துவம்
नोकरशाही,அதிகாரத்துவம்
व्यवसाय वर्ग,வணிக வகுப்பு
व्यवसाय तास (= व्यवसायाचे तास),வணிக நேரம் (= வணிக நேரம்)
व्यापारी,தொழிலதிபர்
परत खरेदी,திரும்ப வாங்கு
खरेदीदार,வாங்குபவர்
बाय निवडणूक (= निवडणुकीद्वारे),மூலம் தேர்தல் (= தேர்தல் மூலம்)
हाताने तयार केलेल्या,கையால்
पोस्टाने,தபால் மூலம்
केबिन बॅगेज,கேபின் சாமான்கள்
कपाट,மந்திரி சபை
केडर,பணியாளர்
आपत्ती,பேரழிவு
गणना,கணக்கீடு
कॅलेंडर वर्ष,காலண்டர் ஆண்டு
मोहीम,பிரச்சாரம்
कॅम्पस,வளாகம்
कॅम्पस मुलाखत,வளாக நேர்காணல்
रद्द करा,ரத்துசெய்
रद्द,ரத்து செய்தல்
उमेदवार,வேட்பாளர்
उमेदवारी,வேட்புமனு
कॅनव्हासिंग,கேன்வாசிங்
क्षमता,திறன்
सक्षम,திறன்
क्षमता,திறன்
भांडवल,மூலதனம்
भांडवली खर्च,மூலதன செலவு
फाशीची शिक्षा,மரண தண்டனை
कॅपिटेशन फी,தலைநகரம் கட்டணம்
कॅप्चर,பிடிப்பு
काळजी,பராமரிப்பு
करिअर,தொழில்
करिअर विकास,தொழில் வளர்ச்சி
काळजीवाहू सरकार,கவனிப்பு அரசு
पुढे नेले (सी/एफ),முன்னோக்கி கொண்டு செல்லப்பட்டது (சி/எஃப்)
पुढे जा,முன்னோக்கி எடுத்துச்செல்
वाहून नेणारा खर्च,எடுத்துச் செல்லும் செலவு
वर जा,எடுத்து செல்லும்
कार्टेज,கார்ட்டேஜ்
केस,வழக்கு
केस स्टडी,வழக்கு ஆய்வு
रोख,பணம்
रोख शिल्लक,பண இருப்பு
रोख पुस्तक,பண புத்தகம்
रोख कार्ड,பண அட்டை
रोख प्रमाणपत्र,பண சான்றிதழ்
रोख काउंटर,பண கவுண்டர்
नगदी पिक,பணப்பயிர்
रोख सूट,பணம் தள்ளுபடி
कॅश डाउन,கீழே பணம்
हातात रोख,கையில் பணம்
रोख मेमो,கேஷ் மெமோ
रोख देय,ரொக்க கட்டணம்
जात,சாதி
जातीचे प्रमाणपत्र,சாதி சான்றிதழ்
कास्टिंग मत,வாக்கெடுப்பு
प्रासंगिक,சாதாரண
प्रासंगिक कामगार,சாதாரண உழைப்பு
प्रासंगिक रजा,சாதாரண விடுப்பு
कॅज्युअल्टी,விபத்து
प्रासंगिक रिक्त जागा,சாதாரண காலியிடம்
कॅटलॉग,அட்டவணை
वर्गीकरण,வகைப்படுத்தப்பட்ட
वर्ग,வகை
केटरिंग सेवा,உணவக சேவை
सावधगिरी,எச்சரிக்கை
सावधगिरीचे पैसे,எச்சரிக்கை பணம்
आग बंद करा,தீயை நிறுத்துங்கள்
"कमाल मर्यादा (""किंमत"" म्हणून)","உச்சவரம்பு (""விலை"" படி)"
उत्सव,கொண்டாட்டம்
सेल फोन,கைப்பேசி
सेन्सॉर,தணிக்கை
सेन्सॉर,தணிக்கை
सेन्सॉर मोशन,தணிக்கை இயக்கம்
जनगणना,மக்கள் தொகை கணக்கெடுப்பு
मध्यवर्ती उपकर,மத்திய செஸ்
केंद्रीय नागरी सेवा नियम,மத்திய சிவில் சேவை விதிகள்
