Hindi,Gujarati
ध्वनि-वाहिनी,શ્રવણ નલિક
ध्वानिक ऊर्जा,શ્રવણશક્તિ
ध्वानिक पुनर्निवेश,શ્રવણશક્તિ
"ध्वानिक फिल्टर, ध्वानिक  निस्यंदक",શ્રદ્ધ ફિલ્ટર
ध्वानिक प्रतिबाधा,શ્રવણનો અવરોધ
ध्वानिक संचरण नियतांक,ધ્વનિ -પ્રચાર
ध्वानिक प्रतिरोध,શ્રવણ પ્રતિકાર
ध्वानिकतः रुद्ध,ધ્વનિભ્રમણાથી ઇન્સ્યુલેટેડ
"ध्वानिकी, ध्वनि विज्ञान",ધ્વનિશાસ્ત્ર
"अधिग्रहण, अर्जन, उपार्जन",સંપાદન
संक्षिप्त रूप,ટૂંકાક્ષર
कार्य क्षेत्र,કાર્યવાહી ક્ષેત્ર
"सक्रियकृत तंतु, सक्रियित तंतु",સક્રિય ફિલામેન્ટ
सक्रिय,સક્રિય
सक्रिय क्षेत्र,સક્રિય ક્ષેત્ર
सक्रिय विंडो,સક્રિય બારી
अनुकूलनीयता,અનુકૂલનક્ષમતા
"अनुकूलक, अनुकूलित्र",એડેપ્ટર (એડેપ્ટર)
अनुकूली विभेदी स्पंद कोड मॉडुलन,અનુકૂલનશીલ વિભેદક પલ્સ મોડ્યુલેશન
"पता पुस्तिका, एड्रेस बुक",સરનામા પુસ્તિકા
"पता बस, एड्रेस बस",સરનાવ બસ
"पता विभेदन, एड्रेस विभेदन",ઠરાવ
"आसन्न सरणी व्यतिकरण, आसन्न चैनल व्यतिकरण",સંલગ્ન ચેનલ દખલ
"आसन्न चैनल वरण-क्षमता, आसन्न चैनल चयनात्मकता",સંલગ્ન ચેનલ પસંદગી
आसन्न आवृत्ति,સંલગ્ન આવર્તન
आसन्न आवृत्ति चैनल,સંલગ્ન આવર્તન ચેનલ
"आसन्न चित्र वाहक, संलग्न वीडियो वाहक",અડીને ચિત્ર વાહક
आसन्न ध्वनि वाहक,અડીને ધ્વનિ વાહક
"निकटवतब स्टेशन, निकटवतब केंद्र",સંલગ્ન મથક
समायोज्य,ગોઠવણપાત્ર
समायोज्य संधारित्र,ગોઠવણપાત્ર કન્ડેન્સર
समायोज्य दाब,ગોઠવણ
समायोजी रिंच,સમાયોજન
समायोजन,સમાયોજન
"प्रशासक, नियंत्रक",વહીવટકર્તા
उन्नत प्रौद्योगिकी,અદ્યતન ટેકનોલોજી
"एरियल (ऐन्टेना), आकाशी, वायव, हवाई",હવાઈ
एरियल व्यूह,હવાઈ ​​એરે
"एरियल वर्धक, ऐन्टेना वर्धक",હવાઈ ​​બૂસ્ટર
ऐन्टेना धारा,હવાઈ ​​પ્રવાહ
ऐन्टेना भूसंपर्कक स्विच,હવાઈ ​​કમાણી સ્વીચ
ऐन्टेना दक्षता,હવાઈ ​​કાર્યક્ષમતા
ऐन्टेना प्रतिबाधा,હવાઈ ​​અવરોધ
ऐन्टेना प्रेरकत्व,હવાઈ ​​લિટક્શન
ऐन्टेना विद्तरोधी,હવાઈ ​​ઇન્સ્યુલેટર
ऐन्टेना भारण कुंडली,હવાઈ ​​લોડિંગ કોઇલ
आकाषी फोटोग्राफी,હવાઈ ​​ફોટોગ્રાફી
ऐन्टेना षक्ति,હવાઈ ​​શક્તિ
आकाशी विकिरण प्रतिरोध,હવાઈ ​​કિરણોત્સર્ગ
ऐन्टेना प्रतिघात,હવાઈ ​​પ્રતિક્રિયા
वायुगतिकी,વાયુમિશ્રણશાસ્ત્ર
"एजेंसी, अभिकरण",સંસ્થા
वायु संपीडक,હવાઈ ​​સંકોચન
वायु संधारित्र,હવાઈ ​​કન્ડેન્સર
वायुशीतित,હવાઈ ​​ઠંડુ
वायु क्रोडित कुंडली,હવાઈ ​​બાંધેલી કોથળી
वातानुकूलन,વાતાનુકૂલન
ऐल्बीडो,અલ્બેડો
"कलन विधि, एल्गोरिथ्म",અલ્ગોરિધમનો
एलियासिंग,પરવાના
संरेखण,સંલગ્ન
संरेखण,ગોઠવણી
सर्व तरंग एरियल,બધા તરંગ હવાઈ
नियतन,ફાળવણી
"वर्णक्रमीय, वर्णक्रमिक",વર્ણાનુક્રમ
अक्षरांकीय,મૂર્તિમંત
अक्षरांकीय संप्रतीक,વર્ણ -અક્ષર
अक्षरांकीय सूचना,વર્ણ -મૂર્તિમંત માહિતી
प्रत्यावतब धारा (ए सी),વૈકલ્પિક વર્તમાન (એ.સી.)
प्रत्यावर्तन,એકાંતરણ
"प्रत्यावर्तक, प्रत्यावर्तित्र",પરાકારી
"तुंगता, उन्नतांश, शीर्षलंब",Altંચાઈ
अपभू-तुंगता,અનુગામી alt ંચાઇ
उपभू-तुंगता,પેરગીની alt ંચાઇ
अव्यावसायिक रेडियो संचार,કલાપ્રેમી રેડિયો સંચાર
परिवेश,વાતાવરણ
परिवेश माइक्रोफोन,આજુબાજુના માઇક્રોફોન
परिवेशी दशा,આસપાસની શરત
परिवेश प्रकाश व्यवस्था,આસપાસની આજુબાજુની પ્રકાશ
परिवेशी रव,આજુબાજુનો અવાજ
"परिवेशी ताप, परिवेश ताप",આસપાસનું તાપમાન
अमरीकी मानक कोड,અમેરિકન માનક સંહિતા
ऐम्पियर,ષડયંત્ર
ऐम्पियर मापी,Amાંદું મીટર
प्रवर्धन,વિસ્તૃત કરવું તે
प्रवर्धन गुणक,વિસ્તૃત પરિબળ
प्रवर्धक,પ્રવેધક
प्रवर्धक लब्धि,વિપુલ લાભ
प्रवर्धक रव,એમ્પ્લીફાયર અવાજ
प्रवर्धन उपस्कर,વિસ્તૃત સાધનસામગ્રી
प्रवर्धन क्लाइस्ट्रॉन,ક્લીસ્ટ્રોનને વિસ્તૃત કરવું
प्रवर्धन एकक,વિસ્તૃત એકમ
"आयाम, कोणांक",કંપનવિસ્તાર
आयाम विरूपण,કંપનવિસ્તારની વિકૃતિ
आयाम प्रसार,કંપનવિસ્તાર
आयाम गुणक,કંપનવિસ્તાર પરિબળ
आयाम सीमक,મર્યાદિત મર્યાદા
आयाम मॉडुलित,કંપનવિસ્તાર -મોડ્યુલેટેડ
आयाम मॉडुलन,કંપનલી -મોડ્યુલેશન
"अनुरूप, एनालॉग",એનાલોગ (એનાલોગ)
अनुरूप परिपथ,એનાશ
अनुरूप कंप्यूटर,એનાલોગ કમ્પ્યુટર
अनुरूप रेडियो आवृत्ति चैनल,એનાલોગ રેડિયો આવર્તન ચેનલ માટે એનાલોગ રેડિયો આવર્તન ચેનલ
अनुरूप निरूपण,મનોલોગ પ્રતિનિધિત્વ
"अनुरूप संकेत, अनुरूप सिगनल",એનાલોગ સંકેત
अनुरूप से अंकीय,ડિજિટલથી એનાલોગ
अनुरूप-अंकीय परिवर्तक,ડિજિટલ કન્વર્ટર માટે એનાલોગ
अनुरूप वीडियो,એટાલી -વિડિઓ
"अनुरूप, स–श",સમાન
अनुरूपता,સાદ્રશ્ય
विष्लेषण,વિશ્લેષણ
आंकड़ा विष्लेषण,આંકડા
विष्लेषी घनत्व,વિશ્લેષણાત્મક ઘનતા
विष्लेषण करना,વિશ્લેષણ કરવું
विष्लेषक,વિશ્લેષક
सहायक उपस्कर,સૌધિતિક સાધનસામગ્રી
"ऐन्ड गेट, तथा द्वार, AND गेट",અને દરવાજો
समांतरण कोण,ખાત્ય ખૂણા
धुवण कोण,ધ્રુવીકરણ ખૂણા
घूर्णन कोण,પરિભ્રમણ
ऐंग्स्ट्रम(Å),એંગસ્ટ્રોમ (Å)
"कोणीय, d¨f.kd",કોણીય
d¨.kh; त्वरण,કોતરણી પ્રવેગક
कोणीय निर्देशांक,કોતરણી સમન્વય
कोणीय विक्षेपण,કોતરણી
कोणीय परिक्षेपण,કોમણ -ફેલાવો
कोणीय विस्थापन,કોણીય વિસ્થાપન
कोणीय त्रुटि,કોણીય ભૂલ
कोणीय आवृत्ति,કોણીય આવર્તન
कोणीय संवेग,કોતરણી ગતિ
कोणीय गति,કોણીય ગતિ
कोणीय वेग,કોતરણી વેગ
"ऐनीमेशन, सजीवन",પ્રસન્નતા
ऐनोड,એનોડ
ऐनोड बैटरी,એનોડ બ batteryણ
ऐनोड अभिलक्षण,એનોડ લાક્ષણિકતા
ऐनोड परिपथ,એનોડ સર્કિટ
ऐनोड क्षय,એનોડ વિઘટન
ऐनोड दक्षता,એનોડ કાર્યક્ષમતા
ऐनोड निवेश षक्ति,એનોડ ઇનપુટ પાવર
ऐनोड मॉडुलन,એનોડ મોડ્યુલેશન
ऐन्टेना,એન્ટેના
ऐन्टेना किरणपुंज चौड़ाई,એન્ટેના બીમવિડ્થ
ऐन्टेना वर्धक,એન્ટેના
ऐन्टेना परिवर्तन स्विच,એન્ટેના ચેન્જઓવર સ્વીચ
ऐन्टेना कुंडली,કોઇ
"ऐन्टेना विन्यास, ऐन्टेना संरूपण",એન્ટેના રૂપરેખાંકન
ऐन्टेना युग्मक,એન્ટેના કપડા
ऐन्टेना अनुप्रस्थ धुवीय प्रतिरूप,એન્ટેના ક્રોસ ધ્રુવીય પદ્ધતિ
ऐन्टेना धारा,એન્ટેના પ્રવાહ
ऐन्टेना दैशिकता लब्धि,એન્ટેના નિર્દેશન લાભ
ऐन्टेना द्वैध संकेतक,એન્ટેના ડુપ્લેક્સર
ऐन्टेना प्रभावी क्षेत्र,એન્ટેના અસરકારક ક્ષેત્ર
ऐन्टेना दक्षता,વૈશ્વિક કાર્યક્ષમતા
ऐन्टेना प्रभरण,એન્ટેના ફીડ
ऐन्टेना व्याप्ति,એન્ટેના પગની છાપ
ऐन्टेना लब्धि,એન્ટેના લાભ
ऐन्टेना ऊंचाई,એન્ટેના height ંચાઇ
ऐन्टेना प्रतिबाधा,એન્ટેના અવરોધ
ऐन्टेना प्रेरकत्व,એન્ટેના
ऐन्टेना प्रतिरूप,એન્ટેનાનો દાખલો
"ऐन्टेना द्विसंकेतक, ऐन्टेना द्वियुग्मक",એન્ટેના નાવિક
ऐन्टेना धुवण,એન્ટેના ધ્રુવીકરણ
ऐन्टेना षक्ति,એન્ટેના શક્તિ
ऐन्टेना षक्ति लब्धि,એન્ટેના વીજળી લાભ
ऐन्टेना विकिरण प्रतिरोध,એન્ટેના રેડિયેશન પ્રતિકાર
ऐन्टेना प्रतिघात,એન્ટેના પ્રતિક્રિયા
ऐन्टेना परावर्तक,એન્ટેના પરાવર્તક
ऐन्टेना प्रतिरोध,એન્ટેના પ્રતિકાર
ऐन्टेना अनुनादी आवृत्ति,એન્ટેના પડઘો આવર્તન
ऐन्टेना अंतरालन,એન્ટેના અંતર
ऐन्टेना स्विचन कक्ष,એન્ટેના સ્વિચિંગ રૂમ
ऐन्टेना समस्वरक कुंडली,એન્ટેના ટ્યુનિંગ કોઇલ
ऐन्टेना समस्वरक कुटीर,એન્ટેના ટ્યુનિંગ ઝૂંપડી
द्वारक,છિદ્ર
"भूमि उच्च, अपभू",પ્રાણઘાતક
अपभू राकेट,અજેતા રોકેટ
उपकरण,ઉપકરણ
आभासी,સ્પષ્ટ
ऐपलेट (जावा में प्रोग्राम),સાદડી
"अनुप्रयोग, आवेदन",નિયમ
"आसन्न, लगभग, सन्निकट",આશરે
जलीय घोल,જળસ
"चाप, आर्क",ચાપ
"संरचना, स्थापत्यकला, वास्तुकला",સ્થાપત્ય
पुरालेखीय ध्वनि-अभिलेखन अंतरण,ધ્વનિ રેકોર્ડિંગનું આર્કાઇવલ ટ્રાન્સફર
अभिलेखागार; पुरालेख,દફ્તર
अंकगणितीय कोडन,અંકગણિત કોડિંગ
आर्मेचर,હાથ
"आर्मेचर कुंडलन, आर्मेचर कुंडली",આર્મચર વિન્ડિંગ
"व्यूह, सरणी",કળ
"प्रग्राही, निरोधक",કરચલો
सुस्पष्ट उच्चारण,સ્પષ્ટીકરણ
शिल्पतथ्य; छविदोष,આર્ટિફેક્ટ (= આર્ટિફેક્ટ)
आरोहण,ચડતું
अभिमुखता अनुपात,પાસા ગુણોત્તર
समायोजक,ભેગા કરનાર
निष्चयन,નિશ્ચય
"समनुदेशन, नियत कार्य",સોંપણી
नियतन चैनल,નાબૂદ
असममित,અસમપ્રમાણ
अतुल्यकालिक,અસુમેળવાળું
वायुमंडल,વાતાવરણ
वायुमंडलीय हानि,વાતાવરણીય નુકસાન
वायुमंडलीय रव,વાતાવરણીય અવાજ
वायुमंडलीय दाब,વાતાવરણ નુ દબાણ
वायुमंडलीय संचरण,વાતાવરણીય પ્રચાર
वायुमंडलीय रेडियो तरंग,વાતાવરણીય તરંગ
वायु-वैद्युत् क्षोभ,વાતાવરણીય
परमाणु,અણુ
परमाणु संरचना,અણુનું માળખું
संलग्नक,જોડાણ
क्षीणन,વ્યવહાલ
क्षीणन हानि,અંતરચળી
ध्वनि तरंग क्षीणन,ધ્વનિ તરંગો
क्षीणकारी,હલકાઈ કરનાર
क्षीणकारी पैड,વિકેન્દ્ર
श्रव्यता देहली,શ્રદ્ધાળુ થ્રેશોલ્ડ
श्रव्य,શ્રાવ્ય
श्रव्य आवृत्ति,શ્રાવ્ય આવર્તન
श्रव्य स्वरक,શિરદર્શક સ્વર
श्रव्य स्पेक्ट्रम,શિરદર્શક
"श्रोतागण, दर्शकगण, श्रोता समुदाय",શ્રોતા
"श्रव्य, ऑडियो",Audડિસ
श्रव्य प्रवर्धक,Audio ડિઓ એમ્પ્લીફાયર
श्रव्य विष्लेषक,Audio ડિઓ વિશ્લેષક
श्रव्य प्रसारण,Audio ડિઓ બ્રોડકાસ્ટિંગ
"श्रव्य केबल, ऑडियो केबल",Audષધિસનું aution ડિઓબલ
श्रव्य  शृंखला,શાસ્ત્ર
"श्रव्य कोडेक, श्रव्य कोडक-विकोडक",કડકા
श्रव्य संपीडन,Audતુ)
श्रव्य संपीडक,કોમ્પ્રેસર
श्रव्य कंसोल,Audio ડિઓ કન્સોલ
श्रव्य विरूपण,Audio ડિઓની વિકૃતિ
"श्रव्य गतिक सीमा, श्रव्य गतिक परास",Dynamડિસ
श्रव्य संचिका आरूप,Audio ડિઓ ફાઇલ ફોર્મેટ
श्रव्य फ्रेम आरूप,Audio ડિઓ ફ્રેમ ફોર્મેટ
श्रव्य आवृत्ति प्रवर्धक,Audio ડિઓ આવર્તન એમ્પ્લીફાયર
श्रव्य आवृत्ति जनित्र,Audio ડિઓ આવર્તન જનરેટર
श्रव्य आवृत्ति परास,Audio ડિઓ આવર્તન શ્રેણી
श्रव्य आवृत्ति अनुक्रिया,Audio ડિઓ આવર્તન પ્રતિસાદ
श्रव्य सीमक,સત્તાધિકારી
श्रव्य लाइन,Audષધિ
श्रव्य मिश्रक,Audડિસર
श्रव्य मॉडुलन,Audio ડિઓ મોડ્યુલેશન
"श्रव्य दोलक, श्रव्य दोलित्र",ઓડિસ -ઓસિલેટર
श्रव्य निर्गत,Audio ડિઓ આઉટપાત
श्रव्य षक्ति,Auth ડિઓ સત્તાની સત્તા
श्रव्य गुणवत्ता,કવિતા
"श्रव्य संकेत, ध्वनि संकेत, ध्वनि सिगनल",શ્રદ્ધા
श्रव्य संकेत प्रक्रमण,Audio ડિઓ સિગ્નલ પ્રક્રિયા
"श्रव्य स्पेक्ट्रम, ध्वनि स्पेक्ट्रम",Audio ડિઓ સ્પેક્ટ્રમ
श्रव्य भंडारण,Audio ડિઓ સંગ્રહ
श्रव्य (आवृत्ति) उपवाहक,Audડિસ
श्रव्य रूपांतरक,ઈડનીસ પરિશ્રમ
श्रव्य प्रेषित्र,Audio ડિઓ ટ્રાન્સમીટર
–श्य/श्रव्य संपीडन,Audio ડિઓ/વિડિઓ કમ્પ્રેશન
श्रव्य आवृत्ति दोलक,Audડ-આવર્તન ઓસિલેટર
"श्रव्य आवृत्ति संकेत, श्रव्य आवृत्ति सिगनल",પુનરાવર્તન સંકેત
श्रव्यमिति,કવિતા
–ष्य-श्रव्य साधन,વિઝ્યુઅલી સહાય
श्रवण बोध,ઉપદેશની ધારણા
"अधिप्रमाणन, प्रमाणीकरण",પ્રમાણીકરણ
"प्राधिकृत वाहक आवृति, अधिकृत वाहक आवृत्ति",અધિકૃત વાહક આવર્તન
"ऑटो कैड, ऑटो CAD",ઓટો કેડ
स्वतः नैदानिकी,સ્વત -નિદાન
"स्वचल, स्वचालित, स्वतः, स्व",સ્વચાલિત
स्वतः नियंत्रण,સ્વચાલિત નિયંત્રણ
स्वतः संसूचन,સ્વચાલિત તપાસ
स्वचालित उपस्कर,સ્વચાલિત સાધનો
स्वतःआवृत्ति नियंत्रण,સ્વચાલિત આવર્તન નિયંત્રણ
स्वचालित सीमक,સ્વચાલિત મર્યાદા
स्वचालित मशीन,સ્વચાલિત યંત્ર
स्वतः कला नियंत्रण,આપમેળે phાંકણું નિયંત્રણ
स्वतः चित्र प्रेषण,સ્વચાલિત ચિત્ર પ્રસારણ
"स्व प्रतिश्रवण, स्व प्रति–श्यण",સ્વચાલિત પ્લેબેક
स्वतः षक्ति नियंत्रण,સ્વચાલિત વીજળી નિયંત્રણ
"स्वतःप्रोग्रामन, स्वतः क्रमादेशन",સ્વચાલિત કાર્યક્રમ
स्वतः अभिलेखन,સ્વચાલિત રેકોર્ડિંગ
स्वतः पुनः स्थापन,સ્વચાલિત ફરીથી સેટ કરવું
स्वचालित कपाट,સ્વચાલિત શટર
स्वचल तंत्र,સ્વચાલિત પદ્ધતિ
स्वचालित टेलीफोन,સ્વચાલિત ટેલિફોન
स्वतः ताप-नियंत्रण,સ્વચાલિત તાપમાને નિયંત્રણ
स्वतः वोल्टता नियामक,સ્વચાલિત વોલ્ટેજ નિયમનકાર
स्वतः प्रबलता संपीडक,સ્વચાલિત વોલ્યુમ કોમ્પ્રેસર
स्वतः प्रबलता नियंत्रक,સ્વચાલિત વોલ્યુમ નિયંત્રણ
स्वतः प्रबलता विस्तारक,સ્વચાલિત વોલ્યુમ વિસ્તૃતર
स्वचालन,સ્વચાલિતતા
"स्वचालन नियंत्रण, स्वतः नियंत्रण, स्वनियंत्रण",સ્વચાલિત નિયંત્રણ
स्वतः आवृत्ति नियंत्रक,સ્વચાલિત આવર્તન નિયંત્રક
सहायक,સહાયક
सहायक श्रव्य बस,સહાયક audio ડિઓ બસ
उपलब्ध षक्ति,ઉપલબ્ધ શક્તિ
"ऐवेलांशी भंग, अवधाव भंग",હિમપ્રપાત
"औसत आयु, औसत जीवन",સરેરાશ
औसत दाब,સરેરાશ દબાણ
औसत चाल,સામન્ય ગતિ
प्रचक्रण-अक्ष,સ્પિનનો ધરી
दिगंश,અઝિમુથ
दिगंश कोण,અજીમુથ ખૂન
दिगंश त्रुटि,અઝીમુથ ભૂલ
"पृष्ठ प्रकाश, पश्च प्रकाश",પાછલી બાજુ
पश्च प्रक्षेपण,પૂર્વ -પ્રક્ષેપણ
विरोधी वोल्टता,બેક વોલ્ટેજ (= વિપરીત વોલ્ટેજ)
विपरीत आर्क,બેકફાયર (આર્ક બેક)
पृष्ठभूमि प्रकाश,પૃષ્ઠભૂમિ
पृष्ठभूमि रव,પાછળનો ઘોંઘાટ
पृष्ठभूमि प्रक्षेपण,પૃષ્ઠભૂમિ
"बैक-अप, पूर्तिकर, प्रतिपोषक",પીઠ
"गतिरोधक, व्यारोध, बाधिका",શરમાળ
भर्जन,બાફવું
संतुलित श्रव्य,સંતુલિત audio ડિઓ
संतुलित श्रव्य लाइन,વારેલી audio ડિઓ લાઇન
संतुलित संचरण लाइन,સંતુલન પ્રસારણ રેખા
संतुलन,સંતુલન
स्थिरक,બાલાસ
स्थिरण कारक,બાલાસ
बलून,બારીક
"बैंड, पट्टी",પહાડી
"बैंड पारक फिल्टर, बैंड पारक निस्यंदक",બેન્ડ પાસ ફિલ્ટર
बैंड वरक,પસંદગીકાર
बैंड विपाटन,વિભાજન
"बैंड वर्जक फिल्टर, बैंड वर्जक निस्यंदक",બેન્ડ સ્ટોપ ફિલ્ટર
बैंड स्विच,સજાગ
"पट्टी समस्वरण, बैंड ट्यूनिंग",આવરણ
"बैंड विस्तार, बैंडविड्थ, बैंड चौड़ाई",બ bandન્ટવિડ્થ
"बार, दंड",બાર
बार कोड,બાર -સંહિતા
"बार डाटा, बार आंकड़ा",અવલંબ
खुली पट्टी,સરખામણી
अनावृत लैम्प,દીવો
बार्न द्वार,કોઠાર
आधार बैंड,પાયાની પટ્ટી
आधार बैंड संकेत,પાયાનો સંકેત
आधार बैंड तंत्र,પાયાનો બેન્ડ પદ્ધતિ
आधार विचरक,આધાર બ્રાઉઝર
आधार संग्राही संधि,આધાર -કલેકટર જંકશન
आधार विद्युत्रोधी,આધાર -ઇન્સ્લેટર
"मन्द्रस्वर, बास",પાળનાર
मन्द्रस्वर क्षतिपूर्ति,બાસ
मन्द्रस्वर लाउडस्पीकर,બાસ લાઉડ સ્પીકર (વૂફર)
समूह क्रमवीक्षण,બેચ સ્કેનીંગ
बैटरी आवेशन,બ batteryટરી ચાર્જ
किरण पुंज,બીમ
विस्पंद,ધબક
विस्पंद आवृत्ति दोलित्र,આવર્તન ઓસિલેટરને હરાવ્યું
बेल,પોત
"अभिनति, बायस",પક્ષપાત
"बायस परिपथ, अभिनति परिपथ",પૂર્વગ્રહ
"अभिनति आवृत्ति, बायस-आवृत्ति",પક્ષપાત
बायस वोल्टता,પૂર્વગ્રહ
"अग्रबायसित, अग्राभिनत",આગળની દિશામાં પક્ષપાતી
उभयमुखी माइक्रोफोन,દ્વિ-દિશાકીય માઇક્રોફોન
"बिलबोर्ड, विज्ञापन फलक",પાટિયું
बिलबोर्ड अनुप्रयोग,પાટિયાની અરજી
द्विधात्विक अवयव,દ્વિ ધાતુયુક્ત તત્વ
द्विआधारी,દ્વિસંગી
द्विआधारी कोडित दशमलव,દ્વિસંગી કોડેડ દશાંશ
द्विआधारी अंक (बिट),દ્વિસંગી અંક (બીટ)
द्विआधारी संख्या,દ્વિસંગી સંખ્યા
द्विकणब श्रवण,દ્વિપ્રહાર સુનાવણી
"द्विनेत्री, बाइनॉक्युलर",દૂરબાહિક
"जैवमितीय, जैवमितिक",જૈવિક
द्विधुवी ट्रांजिस्टर,દ્વિધ્રુવી ટ્રાંઝિસ્ટર
बिट नियतन,બીક ફાળવણી
बिट दर,પટાનો દર
श्वेत-श्याम टेलीविजन,બ્લેક એન્ડ વ્હાઇટ ટીવી
"रिक्त, शून्य, विलोप",ખાલી
विलोपन अंतराल,ખાલી અંતરાલ
विलोपन स्तर,નારાજી સ્તર
स्रावी प्रतिरोध,લોહીલુહાણ પ્રતિકાર
ध्वनिरूद्ध कैमरा,ખળભળાટ મચાવનારું કેમેરો
"अंधक चौंध, चकाचौंध",આંખ આડા કાન
टिमटिमाना,ઝબકવું
टिमटिमाना,ઝબૂકતું
ब्लॉक कोड,અવરોધ
ब्लॉक आरेख,રેખાક્રુતિ
ब्लॉक अंतरापत्र,અવરોધ
अवरोधक संधारित्र,અવરોધકારક કેપેસિટર
अवरोधक दोलित्र,ઓસિલેટરને અવરોધિત કરી રહ્યું છે
प्रफुल्लन,મોર
ब्लो लैम्प,ફાટવું
फूंकनी,ફટકો
"धौंकनी, ब्लोअर",બ્લોઅર
ब्लूटूथ,બ્લુટુથ
कायिक धारिता,શરીરની આવરણ
"बुक मार्क, पृष्ठ स्मृति",પુસ્તકો
बूलीय बीजगणित,બુલિયન બીજગણિત
"बूम, तीव्रवृद्धि",બૂમ
"बढ़ाना; वर्धन, उछाल",વધતું જાય તેવું
वर्धक,બારીક
वर्धक प्रकाश,બૂસ્ટર પ્રકાશ
वर्धन,વધવું
बूटकरण,મતાધિકાર
बूटस्ट्रैप,બુટસ્ટ્રેપ
तलीय प्रकाश,તળિયે
"उच्छलन प्रकाश, प्रस्कन्द प्रकाश",પ્રકાશ ઉછાળો
"भंग, भंजन",ભાંગી નાખવું
भंजन वोल्टता,તૂટી પડતાં વોલ્ટેજ
सेतु अवयव,પુલ તત્વ
सेतुबद्ध दिष्टकारी,પુલ સુધારક
सेतुबद्ध ‘T’ क्षीणकारी,બ્રિજ્ડ ‘ટી’ એટેન્યુએટર
सेतुबद्ध संरचना,પુષ્કળ માળખું
सेतुबंधन,શરાબ
सेतुबंधन प्रवर्धक,બ્રિજિંગ એમ્પ્લીફાયર
सेतुबंधन हानि,પુલ
"द्युति, दीप्ति",ઘાટા
"द्युति नियंत्रण, दीप्ति नियंत्रण",ઉદ્ધતાઈ નિયંત્રણ
भंगुर,બરડ
भंगुर पदार्थ,બરડ પદાર્થ
विस्तृत बैंड,બ્રોડબેન્ડ
विस्तृत बैंड प्रवर्धक,બ્રોન્ડબેન્ડ એમ્પ્લીફાયર
"विस्तृत बैंड आई एस डी एन, विस्तृत बैंड ISDN",બ્રોડબેન્ડ આઈએસડીએન
विस्तृत बैंड तंत्र,વ્યાપક પદ્ધતિ
प्रसारण एवं संचार प्रौद्योगिकी,પ્રસારણ અને સંદેશાવ્યવહાર તકનીક
प्रसारण व्याप्ति,પ્રસારણ કવર
प्रसारण अभिग्राही,પ્રસારણ પ્રાપ્તકર્તા
