Malayalam,Hindi
ഡയമാഗ്നറ്റിക് മെറ്റീരിയൽ,प्रतिलोहचुबकीय पदार्थ
വിരുദ്ധ ബാഹ്യാവിഷ്ക്കാരമാണ്,प्रतिकूहाकारक
ആന്റിഗ്രാവിറ്റി,प्रतिगुरुत्व
ആന്റിലാംഡ കണിക,प्रतिलेम्डा कण
അല്ലെലെപ്റ്റൺ,ऐल्टीलेप्टॉन
ഡയമാഗ്നറ്റിക്,प्रतिचुंबकीय
പ്രതിദ്രവ്യം,ऐन्टिद्रव्य
വിരുദ്ധ മിസൈൽ,मिसाइल विरोधी
ആന്റിന്യൂട്രോൺ,ऐन्टिन्यूट्रॉन
സ്പന്ദിക്കുന്ന,प्रस्पंद
ആന്റി ന്യൂക്ലിയോൺ,प्रतिन्यूक्लिऑन
ആന്റിപാർട്ടിക്കിൾ,प्रतिकण
ആന്റിപ്രോട്ടോൺ,प्रतिप्रोटॉन
ആന്റി റിഫ്ലെക്റ്റീവ്,परावर्तनरोधी
ആന്റിസിമെട്രിക്,प्रतिसममित
ആവർത്തിക്കാത്ത,अनावर्ती
അനാക്രോണിസം,अनावर्तिता
സുഷിരങ്ങളുള്ള സ്കാനിംഗ് ഡിസ്ക്,छिद्रित क्रमवीक्षण डिस्क
ദ്വാരക്,द्वारक
"മുകളിൽ, മുകളിൽ, മുൻഭാഗം","शीर्ष, शिखर, अग्रक"
"സൂര്യൻ ഉയർന്ന, സൂര്യൻ ഉയർന്ന, അപ്സർ","सूर्योच्च, रवि उच्च, अपसौर"
ഉദാസീനമായ ലേസ്,अविपथी लेस
ദയനീയമല്ലാത്ത,अविपथी
വൈകല്യമില്ലാത്തത്,अविपथिता
വളരെ അക്രോമാറ്റിക്,अति अवर्णी
"ഭൂമി-ഉയരം, അപ്പോജി","भूमि-उच्च, अपभू"
"ധ്രുവീയമല്ലാത്ത, വൃത്താകൃതിയിലുള്ള","अध्रुवी, परिध्रुवी"
പരധ്രുവത്വം,परिध्रुविता
ഉപകരണം,उपकरण
"വെർച്വൽ, വിഷ്വൽ","आभासी, दृष्ट"
ദൃശ്യ സൂര്യൻ,दृष्ट सूर्य
ദൃശ്യ സമയം,दृष्ट समय
ഉയർന്നുവരുന്ന രൂപം,"उदभावी, प्रकटन"
അപേക്ഷ,अनुप्रयुक्ति
പ്രയോഗക്ഷമത,अनुप्रयोज्यता
അപേക്ഷിച്ചു,अनुप्रयुक्त
നിരീക്ഷിക്കാവുന്നതാണ്,सुप्रेक्ष्य
സമീപനം,उपगमन
"അടുത്ത്, ഏകദേശം","सन्निकट, लगभग"
ഏകദേശ കണക്ക്,सन्निकटन
നീരാവി മർദ്ദം,वाष्प दाब
സ്വമേധയാ,स्वेच्छ
"ആർക്ക് ചൂള, ആർക്ക് ചൂള","आर्क भट्टी, चाप भट्टी"
ആർക്കിമിഡീസിന്റെ നിയമം,आर्किमीडीज़ का नियम
വാസ്തുവിദ്യാ ശബ്ദശാസ്ത്രം,स्थापत्य ध्वानिकी
ആർക്ക് ലാമ്പ്,आर्क लैंप
ആർക്ക്-സ്പെക്ട്രം,आर्क-स्पेक्ट्रम
"പ്രദേശം, പ്രദേശം","क्षेत्र, क्षेत्रफल"
"പ്രാദേശിക, പ്രാദേശിക","क्षेत्रफलीय, क्षेत्रीय"
"ഭുജം, ഭുജം, ശാഖ","बाहु, भुजा, शाखिका"
അമച്വർ,आमेचर
"അറേ, അറേ","व्यूह, सरणी"
റിസീവർ,प्रग्राही
ഉച്ചാരണ വ്യക്തത,उच्चारण स्पष्टता
സിന്തറ്റിക്,कृत्रिम
കൃത്രിമ പരിവർത്തനം,कृत्रिम तत्वांतरण
ആരോഹണം,आरोही
കയറ്റം,तारारोहण
കയറുന്നു,आरोहांक
അഗോലി,अगोली
സമാഹരണം,अगोलीकरण
കൂട്ടം,समुच्चय
"അസംബ്ലിംഗ്, അസംബ്ലിംഗ്","समुच्चय करना, समुच्चयन"
"അസംബ്ലിംഗ്, അസംബ്ലിംഗ്, അസംബ്ലിംഗ്","समुच्चय, समुच्चयन, कोडांतरण"
കൃത്യമായ കണക്കുകൂട്ടൽ,परिशुद्धता आकलन
വ്യക്തമാക്കിയ (ക്വാണ്ടം സംഖ്യകളുടെ) സവിശേഷതകൾ,निर्दिष्ट (क्वांटम संख्याओं का) निर्दिष्टीकरण
"ബന്ധപ്പെട്ട, സഹകാരി, സംയോജിത","संबंद्ध, सहचारी, संगुणित"
സ്വരാക്ഷര ശബ്ദം,स्वरावृत्ति
ഓട്ടോമാറ്റിക് മൾട്ടിവൈബ്രേറ്റർ,स्वचलित बहुकंपित्र
ആസ്തെനിക്,अस्थैतिक
"വിട്ടുനിൽക്കൽ, astigmatism","अबिन्दुकता, एस्टिग्मेटिज्म"
ബഹിരാകാശ യാത്ര ഇലക്ട്രോണിക്സ്,अंतरिक्ष यात्रा इलेक्ट्रॉनिकी
ജ്യോതിശാസ്ത്രം,खगोलमिति
ബഹിരാകാശ സഞ്ചാരി,अंतरिक्षयात्री
ജ്യോതിശാസ്ത്രജ്ഞൻ,खगोलज्ञ
സ്വർഗ്ഗീയ,खगोलीय
ജ്യോതിശാസ്ത്രം,खगोलिकी
ജ്യോതിശാസ്ത്രം,खगोल भौतिकी
അസമമായ,असममित
അസിംപ്റ്റോട്ടിക്,अनंतस्पर्शी
വഷളാക്കുന്നു,उपगामी
അസമന്വിത,अतुल्यकालिक
"അന്തരീക്ഷം, അന്തരീക്ഷം","वायुमंडल, परिमंडल"
അന്തരീക്ഷം,वायुमंडलीय
കാറ്റ് പ്രക്ഷുബ്ധത,वायु-विद्युत क्षोभ
ആണവ,परमाणु
ആറ്റോമിക,परमाण्वीय
ആറ്റോമിസിറ്റി,परमाणुकता
ആണവ പിണ്ഡം,परमाणु संहति
ആറ്റോമിക നമ്പർ,परमाणु क्रमांक
"ന്യൂക്ലിയർ റിയാക്ടർ, ന്യൂക്ലിയർ പൈൽ","परमाणु-रिऐक्टर, परमाणु पाइल"
ആറ്റോമിക,परमाण्विक
കണം,कणन
കണം,कणित्र
ശോഷണം,"क्षीणन, क्षीणता"
"ശോഷണം, ശോഷണം","क्षीणकारी, क्षीणक"
ചാം,आकर्षण
ആകർഷണ ശക്തി,आकर्षण बल
ശ്രവണക്ഷമത,श्रव्यता
ഓഡിയോ ഫ്രീക്വൻസി ആംപ്ലിഫയർ,श्रव्य आवृत्ति-प्रवर्धक
കേൾക്കാവുന്ന,श्रव्य
ഓഡിയോ ജനറേറ്റർ,श्रव्यजनित्र
ഓഡിബിലിറ്റി ഗ്രാഫ്,श्रव्यता आलेख
കേൾവി ശാസ്ത്രം,श्रवण विज्ञान
ഓഡിയോമീറ്റർ,श्रव्यतामापी
കേൾക്കാവുന്ന ഫ്രീക്വൻസി ഓസിലേറ്റർ,श्रव्य आवृत्ति-दोलक
ശബ്ദ സിഗ്നൽ,ध्वनि सिग्नल
ദൃശ്യ-ശ്രാവ്യ,दृश्य-श्रव्य
"ഓഡിറ്റോറിയം, ഓഡിറ്റോറിയം","ऑडिटोरियम, सभाभवन"
OZ പ്രഭാവം,ओज़ए प्रभाव
പ്രമോഷൻ,संवर्धन
എൻഹാൻസർ,संवर्धक
ധ്രുവജ്വാല,ध्रुवीय ज्योति
ദക്ഷിണ ധ്രുവജ്വാല,दक्षिण ध्रुवीय ज्योति
ഉത്തരധ്രുവ ജ്വാല,उत्तर ध्रुवीय ज्योति
യാന്ത്രിക മുന്നറിയിപ്പ്,स्वचालित सचेतक
ഓട്ടോ പാരലലൈസർ,स्वतः समांतरित्र
"ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്","आत्मचालित, स्वचालित, स्वतः"
"ഓട്ടോമേഷൻ, ഓട്ടോമേഷൻ","स्वचालन, स्वचालित यंत्र"
"സഹായി, സഹകരണം, അധിക","सहायक, सहकारी, अतिरिक्त"
"അവദവ, അവലാഞ്ചി","अवधाव, ऐवेलांश"
"അർത്ഥം, അർത്ഥം","औसत, माध्य"
പരിവാരൻ,परिवर्जन
അച്ചുതണ്ട്,अक्षीय
അച്ചുതണ്ട്,अक्ष
അസിമുത്ത്,दिगंश
അസിമുത്ത്,दिगंशीय
തിരികെ,पश्च
"പശ്ചാത്തലം, പശ്ചാത്തലം","पृष्ठभूमि, पृष्ठभूमिक"
"പിന്നോട്ട്, പിന്നോട്ട്","पिच्छद, पश्चगमन"
ടേൺ എറൗണ്ട്,प्रतिवर्तन
ബാക്ക് വോൾട്ടേജ് പൾസർ,पश्चडोल वोल्टता स्पंदक
പോസ്റ്റ്-റിലേഷൻഷിപ്പ്,पश्च-पश्च-संबंधन
തിരിച്ചടവ്,पूर्तिकर
ആന്റി വോൾട്ടേജ്,विरोधी वोल्टता
പിൻഭാഗം ചിതറിക്കൽ,पश्चवर्ती प्रकीर्णन
ഇന്റർസ്റ്റീഷ്യൽ വേവ്,अंतराली तरंग
ഇൻസുലേറ്റർ,कुचालक
പാരച്യൂട്ട് ജമ്പ്,पैराशूट सहित कूद पड़ना
ചൂടാക്കൽ,तपन
"ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്","तुला, तराजू, बाकी, संतुलित करना, संतुलित होना, संतुलन, शेष"
ബാലൻസർ,संतोलक
ബാലൻസ്,संतुलन
ഗോളാകൃതി,गोलात चुबक
"ബാലിസ്റ്റിക്, ബാലിസ്റ്റിക്","प्राक्षेपिक, प्राक्षेपिकीय"
"പ്രൊജക്ഷൻ ഗാൽവനോമീറ്റർ, പ്രൊജക്ഷൻ ഗാൽവനോമീറ്റർ","प्रक्षेप धारामापी, प्रक्षेप गैल्वनोमीटर"
മിസൈൽ,प्रक्षेपास्त्र
"ബാലിസ്റ്റിക്സ്, ആയുധം","प्राक्षेपिकी, अस्त्र विज्ञान"
പ്രൊജക്ഷൻ,प्रक्षेप
സ്വതന്ത്ര പാത,मुक्त प्रक्षेप पथ
"ബലൂൺ, ബലൂൺ","बैलून, गुब्बारा"
ബാൽമർ നിർത്തലാക്കൽ,बामर-असातत्य
"ബാൻഡ്, ബാൻഡ്, ബാൻഡ്","पट्ट, पट्टी, बैंड .दल"
സ്ഫോടനം,धमाका
"അറേ, ബീം, തീരം, ബാങ്ക്, തീരം","व्यूह, पुंज, किनारा, बैंक, तट"
"കോളം, ബാർ, കോബ്, ബ്ലോക്ക്, ബാർ, വടി, ബാർ, 8. മതിൽ, 9. ലൈൻ, 10. എഡ്ജ്, 1 ബ്ലോക്ക്, 1, ബാർ, 1, ലൈൻ, 1, ടെസ്റ്റ് ലൈൻ","स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी, 8.भित्ति, 9.रेखिका, 10.धार, 1रोधिका, 1, बार, 1, रेखा, 1, परीक्षण रेखा"
ബാർഡീൻ തത്വം,बारडीन सिद्धांत
ബാർഖൗസെൻ പ്രഭാവം,बार्कहाउज़एन प्रभाव
ബാർലോ സൈക്കിൾ,बार्लो चक्र
ബാർ കാന്തം,दंड चुबंक
കളപ്പുര,बार्न
വായു മർദ്ദം ഗ്രാഫ്,वायुदाब-आलेख
"ബാരോഗ്രാഫ്, ബാരോഗ്രാഫ്","वायुदाबलेखी, बैरोग्राफ"
ബാരോമീറ്റർ,वायुदाबमापी
അന്തരീക്ഷമർദ്ദം,वायुदाबमिति
"കോസ്മോസ്, ബാരോമോസ്ഫിയർ","कर्षमंडल, बैरोमंडल"
പെൻഡുലം പെൻഡുലം,दंड लोलक
"തടസ്സം, ആണവ, ആണവ തടസ്സം","रोध, रोधिका, नाभिकीय रोधिका"
തടസ്സം നില,रोधिका स्तर
ബാരിയോൺ,बरिऑन
ഗുരുമണ്ഡലം,गुरुमंडल
അടിസ്ഥാന ബാൻഡ്,आधार बैंड
"അടിസ്ഥാന, അടിസ്ഥാന, ക്ഷാര","आधारीय, मूल, क्षारीय"
അടിസ്ഥാനം,आधारक
"എണ്ണൽ, ടീം രൂപീകരണം","गणन, दल रचना"
"ജലസംഭരണി, ജലസംഭരണി, ഹീറ്റർ, ചൂടാക്കൽ പാത്രം, കുളി","कुंड, कुंडिका, ऊष्मक, तापन-पात्र, बाथ"
ബാറ്ററി,बैटरी
"അറേ സെഗ്മെന്റ്, ചേമ്പർ, ബേ","व्यूह खंड, कक्ष, खाड़ई"
പ്രദർശനം,प्रदर्श
കിബാൻ,कीबन
"മാണിക, ബീഡ്","मणिका, बीड"
"ബീം, ബീം, ബീം, ട്രംപ്","दंड, बीम, किरण पुंज, तुर"
"ഡിക്മാൻ, ഡിക്കൺ","दिक्मान, दिक्कोण"
"ഡോൾ, വിസ്പൻഡ്","डोल, विस्पंद"
ബെക്വറൽ പ്രഭാവം,बैकेरल प्रभाव
മണി ഭരണി,"बेलजार, घंटाकार ढकना"
തുരുത്തി,धौंकनी
മണി ക്ലോക്ക്,घंटाकार
"വേദിക, ബെഞ്ച്","वेदिका, बेंच"
"മോഡ്, ബങ്ക് (എഡി.), ബെൻഡ് (വി.)","मोड, बंक (सं.), मोड़ना (क्रि.)"
ബാങ്കൻ,बंकन
"വളഞ്ഞു, വളഞ്ഞു","मुड़आ, बंकित"
ബെർണൂലി-സമവാക്യം,बर्नूली-समीकरण
അടിസ്ഥാന-പ്രവർത്തനം,बेसल-फलन
മികച്ച അഡീഷൻ,श्रेष्ठतम आसंजन
ബീറ്റ (ബി),बीटा (भ्)
ബീറ്റാട്രോൺ,बीटाट्रॉन
bethe മോഡൽ,बेथे निदर्श
bivatron,बिवाट्रॉन
BH കർവ്,B-H वक्र
ദ്വികോണാകൃതിയിലുള്ള,द्विकोणीय
"പക്ഷപാതം, പക്ഷപാതം","अभिनति, बायस"
ദ്വി-അക്ഷാംശം,द्वि-अक्षीय
ബിക്രോമേറ്റ് സെൽ,बाइक्रोमेट सेल
അഭ്യവതാൽ,अभयावतल
ഇരട്ട ആന്റിന,द्विशंकु ऐन्टेना
ബൈകോൺവെക്സ്,उभयोत्तल
"ബൈ-ക്രിസ്റ്റൽ, ഡ്യുവൽ-ക്രിസ്റ്റൽ","द्वि-क्रिस्टल, द्विक क्रिस्टल"
ദ്വിദിശ മൈക്രോഫോൺ,द्विदिशी माइक्रोफोन
ദ്വിപദ മാതൃക,द्वि-उपादानीय निदर्श
ഡയീഷ്യസ്,द्विसूत्री
ഉഭയകക്ഷി,द्विपार्श्विक
ബൈലിനയർ,द्विरैखिक
ദ്വിതന്മാത്ര,द्वि-अणुक
"ദ്വി-വേരിയബിൾ, ബൈ-ബേസ്, ഡ്യുവൽ","द्वि-चर, द्वि-आधारी, द्वयी"
"ബൈനറി കോഡ്, ബൈനറി കോഡ്","द्वि-आधारी कोड, द्वि-आधारी कूट"
കളി താരം,युग्मतारा
ബൈനറി രീതി,द्वि-आधारी पद्धति
ദ്വിമുഖം,"द्विकर्णी, द्विपथी"
ബോണ്ട്,बंधन
"ബൈനോക്കുലർ, ബൈനോക്കുലർ","द्विनेत्री, बाइनाक्युलर"
ബൈനറി,द्विनोड
ദ്വിപദ വിതരണം,द्विपद बंटन
"ദ്വികേന്ദ്രം, ദ്വികേന്ദ്രം, ബൈന്യൂക്ലിയേറ്റഡ്","द्विकेन्द्रीय, द्विकेन्द्रकी, द्विन्यूक्लीय"
ബയോഡൈനാമിക്സ്,जैव-गतिकी
ബയോ ഇലക്ട്രോണിക്സ്,जैव इलेक्ट्रानिकी
ജൈവഭൗതികശാസ്ത്രജ്ഞൻ,जीव-भौतिकीविज्ञ
ബയോഫിസിക്സ്,जीव-भौतिकी
ജൈവ ഉപഗ്രഹം,जैविक उपग्रह
"ഛായാഗ്രാഹകൻ, ബയോസ്കോപ്പ്","चलचित्रदर्शी, बायोस्कोप"
ബയോ-സാവാർട്ട് നിയമം,बायो-सावर्ट नियम
ബൈഫാസിക് കറന്റ്,द्विप्रावस्थिक धारा
ദ്വിധ്രുവം,द्विध्रुवीय
"ബിപ്രിസം, ബൈപ്രിസം","द्विकप्रिज्म, बाइप्रिज्म"
"biquartz, biquartz","द्विस्फटिक, बाइक्वार्ट्ज"
ദ്വിമുഖ സ്വഭാവം,द्विस्थितिक अभिलक्षण
രണ്ട്-ഘട്ട മൾട്ടിവൈബ്രേറ്റർ,द्विस्थितिक बहुकंपित्र
"ഡ്വയങ്ക്* (ബൈനറി സംഖ്യ), ബർമീസ്, ആനി, തുക്","द्वयंक* (द्विआधारी अंक), बरमी, अणी, टूक"
"കറുപ്പ്, കൃഷ്ണ","काला, कृष्ण"
കറുത്ത ശരീരം,कृष्णिका
അദൃശ്യ വെളിച്ചം,अदृश्य प्रकाश
തിമിരയൻ റേഡിയോ തിമിരയൻ,"तिमिरायन, रेडियो तिमिरायन"
എജക്ഷൻ പൾസ്,लोपन स्पंद
അവസാന പക്ഷപാതം,अंतक बायस
കറുത്ത വികിരണം,कृष्ण विकिरण
"പൂർത്തിയാകാത്ത, ശൂന്യമായ","असंपूर्त, रिक्त"
മൂടുക,समाच्छादन
അസാധുവാക്കൽ,लोपन
"സ്ഫോടനം, സ്ഫോടനം, ആഘാതം","स्फोटन, वात्या, झोंका"
"സാവിക, ബ്ലീഡർ, സവി","साविका, ब्लीडर, सावी"
"വേഷംമാറി, അന്ധൻ","प्रच्छन्न, अंध"
