Odiya,English
ପ୍ରଶସ୍ତିକରଣ ମଡ୍ୟୁଲେଟର,Amplitude modulator
ଆଙ୍ଗଷ୍ଟ୍ରମ୍ ୟୁନିଟ୍ |,Angstrom unit
ଆନାଗଲ୍ ସର୍କିଟ୍ |,Analog circuit
ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |,Analog computer
ଆନାଲଗ୍ ଫିଲ୍ଟର୍ |,Analog filter
ଆନାଗଲ୍ ମଲ୍ଟିମିଟର |,Analog multimeter
ଆନାଗଲ୍ ସୁଇଚ୍ |,Analog switch
ଏବଂ ଫାଟକ |,AND gate
କୋଣ ଅନୁକୋଣ,Angular frequency
"ଆୟନ, ଆୟନ",Anion
ଆନ୍ନାଲିଙ୍ଗ୍ ତାପମାତ୍ରା |,Annealing temperature
anode,Anode
ଆନାଡ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,Anode amplifier
anodyne,Anodization
ଆଣ୍ଟେନା |,Antenna
ଆଣ୍ଟେନା ଉପାଦାନ |,Antenna elements
ଆଣ୍ଟି-ପ୍ରତିଫଳିତ ଆବରଣ |,Anti-reflection coating
ଆଣ୍ଟିଲୋଜିନ ଏମ୍ପ୍ଲିଫାୟର୍ |,Anti-log amplifier
ଆଣ୍ଟିରେସୋନାଣ୍ଟ ସର୍କିଟ |,Anti-resonant circuit
ଦ୍ୱାରକ ଅବଧି |,Aperture time
ଭର୍ଚୁଆଲ୍ ଶକ୍ତି |,Apparent power
ତାର ସଂଯୋଗ,Apparent wiring
ଆନୁମାନିକ ଭୋଲଟେଜ୍ ଲାଭ |,Approximate voltage gain
ବାହୁବଳୀ ମଡ୍ୟୁଲେଟର,Armstrong modulator
ଆଣ୍ଟେନା ଆରେ |,Arrays of antenna
"ଆକାର ଅନୁପାତ, ଆସପେକ୍ଟ ଅନୁପାତ |",Aspect ratio
ଭାସମାନ ସର୍କିଟ (ମାଗଣା ଅପରେଟିଂ ସର୍କିଟ),Astable circuit (free running circuit)
ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |,Astable multivibrator
ଭାସମାନ ମଲ୍ଟିଭାଇବ୍ରେଟର |,Astable multivibrator
ଅସୀମିତ ଜଙ୍କସନ,Asymmetrical junction
ଅସନ୍ତୁଳିତ କାଲକୁଲେଟର |,Asynchronous counters
ପରମାଣୁ,Atom
ପରମାଣୁ ସଂଖ୍ୟା,Atomic number
ପରମାଣୁ ଗଠନ,Atomic structure
ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |,Audio amplifier
ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |,Audio amplifier
ଅଡିଓ କ୍ୟାସେଟ୍ |,Audio cassette
ଅଡିଓ ସର୍କିଟ |,Audio circuit
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି |,Audio frequency
ସ୍ୱୟଂଚାଳିତ ଭୋଲଟେଜ୍ ନିୟନ୍ତ୍ରଣ |,Automatic voltage control
ବାଘ,Avalanche
ହାରାହାରି ଡିଟେକ୍ଟର |,Average detector
ଅକ୍ଷୀୟ ମୋଡ୍ |,Axial mode
ଅକ୍ଷୀୟ ଅନୁପାତ |,Axial ratio
ଆଣ୍ଟେନା |,Antenna
ପଛକୁ ଇଲେକ୍ଟ୍ରୋମୋଟିଭ୍ ଫୋର୍ସ |,Back e.m.f.
ପଛ କ୍ଷେତ୍ର,Back field
ପଛ ବିଛାଇବା |,Back scattering
ପୃଷ୍ଠଭୂମି ଚାର୍ଜ |,Background charge
ପାର୍ଶ୍ୱ ଶବ୍ଦ |,Background noise
ପ୍ରତ୍ୟାବର୍ତ୍ତନ,Backlash
ପରବର୍ତ୍ତୀ ବିକିରଣ |,Backlobe radiation
ପଛୁଆ ଡାୟୋଡ୍ / ପଛୁଆ ଡାୟୋଡ୍ |,Backward diode
ପଛୁଆ ତରଙ୍ଗ ଓସିଲେଟର |,Backward wave oscillator
"ବାଧା, ବାଧା",Baffle
ବାଧା,Baffle shield
ସନ୍ତୁଳିତ ସେତୁ |,Balanced bridge
ସନ୍ତୁଳିତ ମଡ୍ୟୁଲେଟର,Balanced demodulator
ସନ୍ତୁଳିତ ମଡ୍ୟୁଲେଟର,Balanced modulator
ସନ୍ତୁଳିତ ସର୍କିଟ |,Balanced network
ସନ୍ତୁଳିତ ଗ୍ରେଡିଏଣ୍ଟ ଡିଟେକ୍ଟର |,Balancedslope detector
ସାମ୍ପ୍ରତିକ ଷ୍ଟାବିଲାଇଜର୍ ପ୍ରତିରୋଧ |,Ballast resistors
ବୋଲୋମିଟର |,Balometer
ବୋଲୋମିଟର ବ୍ରିଜ୍ |,Balometer bridge
ବେଲୁନ୍ |,Balun
ବାନା ଜ୍ୟାକ୍ |,Banana jack
ବାନା ପ୍ଲଗ୍ |,Banana plug
"ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡେଜ୍ |",Band
ବ୍ୟାଣ୍ଡ ଡ୍ରାଇଭର |,Band conduction
ବ୍ୟାଣ୍ଡ ଶକ୍ତି,Band energy
ବ୍ୟାଣ୍ଡ ଫାଙ୍କ |,Band gap
ବ୍ୟାଡପାର୍କ ଏମ୍ପ୍ଲିଫାୟର୍ |,Band pass amplifier
ବ୍ୟାଣ୍ଡ ପାସ୍ ଫିଲ୍ଟର୍ |,Band pass filter
ବାଉଡ୍ ରେଟ୍ ଜେନେରେଟର |,Baud rate generator
ବ୍ୟାଣ୍ଡଡିସପର୍ସନ |,Band spreading
ବ୍ୟାଣ୍ଡ ପ୍ରତିରୋଧକ |,Band stop
ବ୍ୟାଣ୍ଡ ବ୍ରେକର୍ ଫିଲ୍ଟର୍ |,Band stop filter
ବ୍ୟାଣ୍ଡ ବିସ୍ତାର,Band width
ବ୍ୟାଣ୍ଡ ରିମୁଭର୍ ଫିଲ୍ଟର୍ |,Band-elimination filter
ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଡିଫ୍ଲେକ୍ସନ୍ ମଲ୍ଟିପ୍ଲାଏର୍ |,Bandwidth dispersion product
ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଦୂରତା ଗୁଣକର୍ତ୍ତା |,Bandwidth distance product
"ବିମ୍ କ୍ୟାପେସିଟର, ବ୍ୟାଙ୍କ କ୍ୟାପେସିଟର |",Bank capacity
"ବାର୍କର୍ କୋଡ୍, ବାର୍କର୍ କୋଡ୍ |",Barker code
ବାରଭାଉଗେନ୍ ମାନଦଣ୍ଡ |,Barkhausen criterion
ବ୍ୟାରେଟର୍,Barretter
ପ୍ରତିବନ୍ଧକ |,Barrier
ଇନସୁଲେଟିଂ କ୍ୟାପେସିଟର୍ |,Barrier capacitor
ପ୍ରତିବନ୍ଧକ ଶକ୍ତି |,Barrier energy
ପ୍ରତିରୋଧକ ଭୋଲଟେଜ୍ |,Barrier voltage
ବାର୍ଟଲେଟ୍ ୱିଣ୍ଡୋ |,Bartlett window
"ଆଧାର, ଆଧାର",Base
ବେସ୍ ବ୍ୟାଣ୍ଡ |,Base band
ବେସ୍ ବ୍ୟାଣ୍ଡ ଟ୍ରାନ୍ସମିସନ୍ |,Base band transmission
ଆଧାର ଚାର୍ଜ |,Base charge
ମୂଳ କରେଣ୍ଟ୍ |,Base current
ମୂଳ ସାମ୍ପ୍ରତିକ ଉତ୍ସ |,Base current source
ମୂଳ କାଟିବା |,Base dipping
ଆଧାର ମଦନ,Base doping
ବେସ୍ ଏମିଟର ଫିଡ୍ |,Base emitter feedback
ବେସ୍ ଏମିଟର ଜଙ୍କସନ |,Base emitter junction
ମୂଳ ଇଞ୍ଜେକ୍ସନ୍ |,Base infection
ଭୂମି ରେଖା,Base line
ମୂଳ ପ୍ରତିରୋଧ |,Base resistance
ମୂଳ ଉତ୍ସ |,Base source
ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |,Base spreading resistance
ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |,Base spreading resistance
ମୂଳ ଘନତା |,Base thickness
ଆଧାର ପ୍ରବେଶ,Base transport
"ବେସ୍ ଓସାର ମଡ୍ୟୁଲେସନ୍, ବେସ୍ ବିସ୍ତାର ମଡ୍ୟୁଲେସନ୍ |",Base width modulation
ଆଧାର ସଂଗ୍ରହକାରୀ ଚୁକ୍ତି |,Base-collector junction
ଗନ୍ଧ,Bass
ବାସ୍ ଫ୍ରିକ୍ୱେନ୍ସି |,Bass frequency
ବ୍ୟାଟେରୀ,Battery
baud,Baud
ବାଉଡ୍ ହାର,Baud rate
ବାଉଡ୍ ରେଟ୍ ଜେନେରେଟର |,Baud rate generator
ବୋଡୋ କୋଡ୍ |,Baudot code
"ସଙ୍କେତ, ବିକନ୍ |",Beacon
"ମାଣିକା, ବିଡ୍ |",Bead
ମାଣିକ କ୍ୟାପେସିଟର୍ |,Bead capacitor
ମାଣିକାର୍ଟାପି ପ୍ରତିରୋଧକ |,Bead thermister
"ବିମ୍ ଆଣ୍ଟେନା, ବିମ୍ ଆଣ୍ଟେନା |",Bean antenna
ବିମ୍ ଡିଟେକ୍ଟର୍ |,Beam finder
ବିମ୍ ପାୱାର୍ ହୋସ୍ |,Beam power tube
ବିମ୍ ସୁଇଚ୍ ନୋଜଲ୍ |,Beam switching tube
ବିମ୍ ବିସ୍ତାର,Beam width
ଫ୍ରିକ୍ୱେନ୍ସି,Beat frequency
ବିଟ୍-ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |,Beat frequency oscillator
ନାଡ ଓସିଲେଟର |,Beat oscillator
ବେଲ୍ |,Bel
ନମ୍ର କ୍ଷତି |,Bending loss
ବେସେଲ୍ ଫିଲ୍ଟର୍ |,Bessel filter
ବିଟା |,Beta
b-h ବକ୍ର,B-H curve
"ପକ୍ଷପାତ, ପକ୍ଷପାତ |",Bias
ପକ୍ଷପାତ କରେଣ୍ଟ |,Bias current
ପକ୍ଷପାତ ପ୍ରତିରୋଧ |,Bias resistor
ଡବଲ୍ ଆଣ୍ଟେନା |,Biconical antenna
ଦ୍ୱି-ଦିଗୀୟ ଲୋଡ୍ କରେଣ୍ଟ୍ |,Bidirection load current
ଦ୍ୱି-ଦିଗୀୟ ଆଣ୍ଟେନା |,Bi-directional antenna
ଦ୍ୱି-ଦିଗୀୟ ଆଲୋକ ନିର୍ଗତ ଡାୟୋଡ୍ |,Bidirectional LED
ଦ୍ୱି-ଦିଗୀୟ ଥିରିଷ୍ଟର |,Bidirectional thyristor
bi FET ଟେକ୍ନୋଲୋଜି |,Bi-FET technology
ବି ପଏଣ୍ଟ ଟ୍ରାନ୍ସଫର୍ମର |,Bifilar transformer
ଡବଲ୍ ଫ୍ୟୁଜନ୍ |,Bifilar winding
ଦ୍ୱିପାକ୍ଷିକ ସର୍କିଟ |,Bilateral network
ବାଇନାରୀ,Binary
ବାଇନାରୀ ରାଶି,Binary addition
ବାଇନାରୀ ସର୍କିଟ |,Binary circuit
ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |,Binary coded decimal (BCD)
ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ ସିଷ୍ଟମ୍ |,Binary coded decimal system
ବାଇନାରୀ ଡିପୋଲ୍ କ୍ୟାପେସିଟର୍ |,Binary commutating capacitor
ବାଇନାରୀ କାଲକୁଲେଟର,Binary counter
ବାଇନାରୀ କାଲକୁଲେଟର,Binary counter
ବାଇନାରୀ ଡିକୋଡର୍ |,Binary decoder
ବାଇନାରୀ ସିଡ଼ି |,Binary ladder
ବାଇନାରୀ ପାଥୋମିଟର |,Binary odometer
ବାଇନାରୀ ଅବସ୍ଥା |,Binary state
ବାଇନାରୀ-ଦଶମିକ ଡିକୋଡର୍ |,Binary to decimal decoders
ବାଇନାରୀ ଲୋଡ୍ |,Binary weight
ବାଇନାରୀ ଶବ୍ଦ |,Binary word
ଦ୍ୱିପାକ୍ଷିକ,Bipolar
ଦ୍ୱିପାକ୍ଷିକ କ୍ୟାପେସିଟର୍ |,Bipolar capacitor
ଦ୍ୱିପାକ୍ଷିକ ଉପକରଣ |,Bipolar device
ଦ୍ୱିପାକ୍ଷିକ ଉତ୍ସ |,Bipolar power supply
ଦ୍ୱିପାକ୍ଷିକ ଟ୍ରାନଜିଷ୍ଟର |,Bipolar transistor
ଦ୍ୱିପାକ୍ଷିକ ଜଙ୍କସନ୍ ଟ୍ରାନଜିଷ୍ଟର |,Bipolar junction transistor
ଚତୁର୍ଭୁଜ ଫିଲ୍ଟର୍ |,Biquad filter
ଡବଲ୍ ପୋଜିସନ୍ |,Bistable
ଦୁଇ ପର୍ଯ୍ୟାୟ ମଲ୍ଟିଭାଇବ୍ରେଟର |,Bistable multivibratic
ଦ୍ୱି-ଦିଗୀୟ ରିଲେ |,Bistable relay
ଦୁଇ ପର୍ଯ୍ୟାୟ ଅବସ୍ଥା |,Bistable state
ଦୁଇ-ଅବସ୍ଥାନ ଟ୍ରିଗର |,Bistable trigger
ବିଟ୍ ତ୍ରୁଟି |,Bit error
ବିଟ୍ ତ୍ରୁଟି ହାର,Bit error rate (BER)
ବିଟ୍ ତ୍ରୁଟି |,Bit error
ବିଟ୍କାଲ୍ ତ୍ରୁଟି |,Bit timing error
ଅନ୍ଧ ବାକ୍ସ,Black box
ଘନୀଭୂତ ନାଡ |,Blanking pulses
ସଚିବ,Bleeder
ଗୁପ୍ତ ପ୍ରତିବନ୍ଧକ |,Bleeder resistor
ଅନ୍ଧତା,Blind speed
ବିଭାଗ ଚିତ୍ର,Block diagram
ପ୍ରତିବନ୍ଧକକୁ ଅବରୋଧ କରିବା |,Block impedance
ଖଣ୍ଡ ସ୍ଥାନାନ୍ତର |,Block transfer
ବାଧା,Blocking
ପ୍ରତିରୋଧକ କ୍ୟାପେସିଟର |,Blocking capacitor
ପ୍ରତିରୋଧକ କ୍ୟାପେସିଟର |,Blocking capacitor
ଓସିଲେଟରକୁ ଅବରୋଧ କରିବା |,Blocking oscillator
ପ୍ରତିରୋଧକ ଓସିଲେଟର |,Blocking oscillator
ପ୍ରତିରୋଧକ ଭୋଲଟେଜ୍ |,Blocking voltage
ବ୍ଲୋଅର୍ |,Blower
ବୋଡ ଚିତ୍ର,Bode diagram/plot
voltzmann ସମ୍ପର୍କ,Boltzmann relation
voltzmann ସ୍ଥିର |,Boltzmann's constant
ବନ୍ଧନ,Bond
ବନ୍ଧା ହୋଇଥିବା ଷ୍ଟ୍ରେନ୍ ଗେଜ୍ |,Bonded strain gauge
ସ୍ୱୟଂ ଚାଳିତ ଏମ୍ପ୍ଲିଫାୟର୍ |,Boot strapping amplifier
ବୁଲିଅନ୍ ବୀଜ ବିବେଚନା |,Boolean algebra
ବୁଲିଅନ୍ ସମୀକରଣ |,Boolean equation
ବୁଟ୍ ଷ୍ଟ୍ରାପନ୍ |,Boot strapping
ବୁଥ୍ ର ଆଲଗୋରିଦମ |,Booth's algorithm
ବୁଟ୍ ଷ୍ଟ୍ରାପ୍ ପ୍ରିଜିମ୍ ସର୍କିଟ୍ |,Bootstrap sweep circuit
ବସ୍କଟ୍ ନିୟମ |,Bosanquert's law
ବୋଷ-ଚ owd ଧୁରୀ ହକେନହମ୍ (BCH) କୋଡ୍ |,"Bose-Chaudhary-Hoeckingham
 (BCH) code"
"ଡେଇଁବା, ଡେଇଁବା |",Bounce
ବନ୍ଧା ଇଲେକ୍ଟ୍ରନ୍ |,Bound electron
ଗର୍ବ ପ୍ରତିଫଳକ |,Bragg reflector
ଅନ୍ତର୍ନିହିତ ତାର,Braided wire
ଶାଖା,Branch
ଶାଖା,Branching
ପରୀକ୍ଷଣ ବୋର୍ଡ |,Bread board
ବ୍ରେକ୍ ଜୋନ୍ |,Break down region
ଭୋଲଟେଜ୍ ଭାଙ୍ଗିବା |,Break down voltage
ବ୍ରେକଡାଉନ୍ ଡାୟୋଡ୍ |,Breakdown diode
ଭଙ୍ଗା ଫିକ୍ସିଂ |,Breakdown rating
ଭୋଲଟେଜ୍ ଭାଙ୍ଗିବା |,Breakdown voltage
ସେତୁ,Bridge
ବ୍ରିଜ୍ ରେକ୍ଟିଫାୟର୍ |,Bridge rectifier
ପ୍ରଶସ୍ତ ବ୍ୟାଣ୍ଡ |,Broad band
ପ୍ରସାରଣ ବ୍ୟାଣ୍ଡ |,Broad cast band
ଜ୍ୟୋତିଷ ଆରେ |,Broad side array
ପ୍ରସାରଣ,Broadcast
ପ୍ରସାରଣ ଆଣ୍ଟେନା |,Broadcast antenna
ପ୍ରସାରଣ ରସିଦ |,Broadcast receiver
ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରସାରଣ ରସିଭର୍ |,Broadcast receiver frequency
ପ୍ରସାରଣ ଟ୍ରାନ୍ସମିଟର |,Broadcast transmitter
ବୁଷ୍ଟର୍ ଆଣ୍ଟେନା |,Booster
ବସ୍ ଆଣ୍ଟେନା |,Bruce antenna
ବ୍ରଶ୍ ବୁଡ ପକାଇବା |,Brush discharge
ବବୁଲିଙ୍ଗ୍ ଏବଂ ଗେଟ୍ |,Bubbled AND gate
ବୁଡବୁଡୁ କିମ୍ବା ଗେଟ୍ |,Bubbled OR gate
ବବୁଲି ମେମୋରୀ |,Bubble memory
ଭୋଲଟେଜ୍ କ୍ଷତିପୂରଣ,Bucking voltage
ବଫର୍,Buffer
ବଫର୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,Buffer amplifier
ବଫର୍ ସର୍କିଟ୍ |,Buffer circuit
ବଫର୍ ଅପରେଟର୍ |,Buffer driver
ବଫର୍ ରେଜିଷ୍ଟର |,Buffer register
ବଲ୍ବ,Bulb
ଜନସଂଖ୍ୟା ପ୍ରଭାବ,Bulk effect
ମାକ୍ରୋ ସେମିକଣ୍ଡକ୍ଟର ଉପକରଣ |,Bulk semi-conductor device
ଗୁଣ୍ଡ |,Buncher
ଜଳମଗ୍ନ ବିନିମୟ |,Burried crossover
ଜଳମଗ୍ନ ସ୍ତର |,Burried layer
ଜଳମଗ୍ନ ସମ୍ପର୍କ |,Burrier contact
ବ୍ଲାଷ୍ଟ ଏମ୍ପ୍ଲିଫାୟର୍ |,Burst amplifier
ବିସ୍ଫୋରଣ କଭର |,Burst blanking
ବିସ୍ଫୋରଣ,Burst firing
ବିସ୍ଫୋରଣ ଦ୍ୱାର ଆମ୍ପ୍ଲିଫାୟର୍ |,Burst gate amplifier
ବିସ୍ଫୋରଣ ମୋଡ୍ |,Burst mode
ବିସ୍ଫୋରଣ ବିଚ୍ଛିନ୍ନକର୍ତ୍ତା |,Burst separator
ବିସ୍ଫୋରଣ ସଙ୍କେତ,Burst signal
ବିସ୍ଫୋରଣ ତ୍ରୁଟି ସଂଶୋଧନକାରୀ କୋଡ୍ |,Burst-error correcting code
ଯଥେଷ୍ଟ,Bus
ବସ୍ ବାର୍,Bus bar
ବସ୍ ସଂଗଠନ,Bus organisation
ବସ୍ ମାନକ,Bus standard
କେବଳ କ୍ଷଣସ୍ଥାୟୀ |,Bus transient
ବଟର ମୂଲ୍ୟର ଫିଲ୍ଟର୍ |,Butter worth filter
bnc ତାର,BNC cable
BNC ଯୋଗକର୍ତ୍ତା |,BNC connector
ବାଟରେ,By pass
ବାଇପାସ୍ କ୍ୟାପେସିଟର୍ |,Bypass capacitor
ବାଇଟ୍ |,Byte
ଭି ବ୍ୟାଣ୍ଡ |,C band
ସି ବ୍ୟାଣ୍ଡ ଆଣ୍ଟେନା |,C band antenna
ତାର,Cable
ତାର ମାର୍ଗ,Cable routing
ଟେଲିଗ୍ରାଫ୍ ଟେଲିଭିଜନ |,Cable version
କ୍ୟାଶେ ମେମୋରୀ,Cache memory
ସିସିମ୍ ଫ୍ରିକ୍ୱେନ୍ସି ଷ୍ଟାଣ୍ଡାର୍ଡ |,Caesium frequency standard
କାଲକୁଲେଟର,Calculator
କାଲିବ୍ରେସନ୍ |,Calibration
କଲ୍ ଠିକଣା,Call address
କଲ୍ପିଟ୍ ଓସିଲେଟର |,Colpitt's oscillator
କ୍ୟାମ ସୀମା,Camcorder
କ୍ୟାମେରା,Camera
କ୍ୟାମେରା ହୋସ୍,Camera tube
କ୍ୟାଣ୍ଡେଲା |,Candela
ମହମବତୀ ଶକ୍ତି |,Candle power
କ୍ୟାଣ୍ଟିଲାଇଭର ଷ୍ଟ୍ରେନ୍ ଗେଜ୍ |,Cantilever strain gauge
ଧରିବା,Capacitance
କ୍ଷମତା ରକ୍ତଚାପ ଟ୍ରାନ୍ସଡ୍ୟୁସର |,Capacitance blood pressure transducer
ବିତରକ,Capacitance distributor
ଚୁକ୍ତିନାମା,Capacitance junction
କ୍ୟାପିଟାନ୍ସ ଗେଜ୍ |,Capacitance meter
ସଂଗ୍ରହକାରୀ,Capacitance pick-up
କ୍ଷମତା ପ୍ରତିକ୍ରିୟା,Capacitive reactance
"କ୍ଷମତା ସମ୍ପନ୍ନ ଶକ୍ତି ରୂପାନ୍ତରକାରୀ, ଟ୍ରାନ୍ସଡ୍ୟୁସର |",Capacitive transducer
କ୍ୟାପେସିଟର,Capacitor
କ୍ୟାପେସିଟର୍ ବ୍ୟାଙ୍କ |,Capacitor bank
କ୍ୟାପେସିଟର୍ ଫିଲ୍ଟର୍ |,Capacitor filter
କ୍ୟାପେସିଟର୍ ଇନପୁଟ୍ ଫିଲ୍ଟର୍ |,Capacitor input filter
ୱିଚ୍ ମୋଟର |,Capstan motor
ପଲି ସର୍ଭୋ ଶରୀର |,Capstan servo system
ଚାର୍କି,Capston
ଧରିବା,Capture
ଧାରା ଧରିବା |,Capture cross-section
ପ୍ରଭାବ ପ୍ରଭାବ,Capture effect
ବାହକ ଶବ୍ଦ ଅନୁପାତ |,Carrier to noise ratio (CNR)
କାର୍ ରେଡିଓ |,Car radio
କାର୍ବନ ପ୍ରତିରୋଧକ |,Carbon resistor
କାର୍ଡ ରିଡର୍ |,Card reader
କାର୍ଡିଓଏଡ୍ ଚିତ୍ର,Cardiod diagram
ଗାଡି,Carriage
ରଥ ଫେରସ୍ତ,Carriage return
ବାହକ,Carrier
ବାହକ ଯୋଗାଯୋଗ |,Carrier communication
ବାହକ ଏକାଗ୍ରତା |,Carrier concentration
ବାହକ ଫ୍ରିକ୍ୱେନ୍ସି |,Carrier frequency
ବାହକ ପ୍ରଜନନ |,Carrier generation
ବାହକ ସ୍ତର,Carrier level
ବାହକ ଜୀବନ,Carrier life time
ବାହକ ଗତିଶୀଳତା |,Carrier mobility
ବାହକ ଗୁଣନ,Carrier multiplication
ବାହକ ଶବ୍ଦ ସ୍ତର |,Carrier noise level
ବାହକ ପରିସର |,Carrier range
ବାହକ ପୁନରୁଦ୍ଧାର ସର୍କିଟ |,Carrier recovery circuits
ବାହକ ପୁନ ins ସନ୍ନିବେଶ |,Carrier reinsertion
କଣ୍ଡକ୍ଟିଭ୍ ବିଛାଇବା |,Carrier scattering
ବାହକ ଦମନ,Carrier suppression
ବାହକ କେଜ୍ |,Carrier trapping
ବାହକ ବେଗ,Carrier velocity
ହାତ ବିଟ୍ |,Carry bit
ପତାକା ଧରିଛି |,Carry flag
"ଅଧିକାରର ରେଜିଷ୍ଟର, ଅଧିକାରର ରେଜିଷ୍ଟର |",Carry register
ପୋର୍ଟେବଲ୍ ଜେନେରେଟର,Carry-generator
କାର୍ସନ୍ ନିୟମ |,Carson's rule
କାର୍ଟ୍ରିଜ୍ ଫ୍ୟୁଜ୍ |,Cartridge fuse
କାର୍ଟ୍ରିଜ୍ ଟେପ୍ |,Cartridge tape
କ୍ୟାରି ଫୋଷ୍ଟର ବ୍ରିଜ୍ |,Carry foster bridge
ଷ୍ଟେପ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,Cascade amplifier
ଗ୍ରେଡେସନ୍,Cascading
କ୍ୟାସକେଡ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,Cascade amplifier
"କାସ୍କୋଡ୍ ଆମ୍ପ୍ଲିଫାୟର୍, ଷ୍ଟେପ୍ ଆମ୍ପ୍ଲିଫାୟର୍ |",Cascode amplifier
କ୍ୟାସେଟ୍,Cassette
ପ୍ରେରଣା,Catalysis
ବନ୍ଦୀ କୋଟର |,Catcher cavity
କ୍ୟାଥୋଡ୍ |,Cathode
କ୍ୟାଥୋଡ୍ ଟ୍ରେଲିଂ |,Cathode follower
କ୍ୟାଥୋଡ୍ ଟ୍ରେଲିଂ ଏମ୍ପ୍ଲିଫାୟର୍ |,Cathode follower amplifier
କ୍ୟାଥୋଡ୍ ଆଲୋକ,Cathode luminescence
କ୍ୟାଥୋଡ୍ ସାମଗ୍ରୀ |,Cathode material
କ୍ୟାଥୋଡ୍ ରେସ୍ ଓସିଲୋସ୍କୋପ୍ |,Cathode ray oscilloscope (CRO)
