Assamese,Gujarati
সক্ৰিয় চাৰ্ভাৰ পৃষ্ঠা (ASP),સક્રિય સર્વર પૃષ્ઠ (ASP)
সক্ৰিয় সংস্কৰণ,સક્રિય સંસ્કરણ
অচক্ৰীয়,એસાયક્લિક
অচক্ৰীয় গ্ৰাফ,એસાયક્લિક ગ્રાફ
আদা ভাষা,અદા ભાષા
এডাপ্টাৰ,એડેપ્ટર
যোগ কৰা,ઉમેરો
ফাইল যোগ কৰক,ફાઇલ ઉમેરો
অপাৰেচন যোগ কৰক,કામગીરી ઉમેરો
adder,ઉમેરનાર
ঠিকনা,સરનામું
ঠিকনা বাছ,સરનામું બસ
ঠিকনা নথিপত্ৰ,સરનામું ફાઇલ
ঠিকনা বিন্যাস,સરનામું ફોર્મેટ
ঠিকনা উৎপাদক,સરનામું જનરેટર
ঠিকনা ৰেখা,એડ્રેસ લાઇન
ঠিকনা মেপিং,સરનામું મેપિંગ
ঠিকনা পইণ্টাৰ,સરનામું નિર્દેશક
ঠিকনা পঞ্জীয়ন,સરનામું રજીસ્ટર
ঠিকনা সমাধান,સરનામું રિઝોલ્યુશન
ঠিকনা অনুবাদ,સરનામા અનુવાદ
ঠিকনাযুক্ত মেমৰি,સંબોધિત મેમરી
সম্বোধন কৰা,સંબોધન
পৰ্যাপ্ততাৰ মাপকাঠী,પર્યાપ્તતા માપદંડ
সংযুক্ত,સંલગ્ન
প্ৰশাসন,વહીવટ
প্ৰশাসক,સંચાલક
এডোব এক্ৰ&#39;বেট,એડોબ એક્રોબેટ
এডোব ফটোশ্বপ,એડોબ ફોટોશોપ
উন্নত ব্যৱসায়িক প্ৰয়োগ প্ৰগ্ৰেমিং (ABAP),એડવાન્સ બિઝનેસ એપ્લિકેશન પ્રોગ્રામિંગ (ABAP)
উন্নত তথ্য,અદ્યતન ડેટા
উন্নত তথ্য ব্যৱস্থা,અદ્યતન માહિતી સિસ્ટમ
উন্নত প্ৰযুক্তি (AT),અદ્યતન ટેકનોલોજી (AT)
এজেণ্ট,એજન્ટ
একত্ৰীকৰণ,એકત્રીકરણ
বায়ুমণ্ডলীয় কম্পিউটাৰ ব্যৱস্থা,એરબોર્ન કમ્પ્યુટર સિસ્ટમ
aldus পৃষ্ঠা নিৰ্মাতা,aldus પૃષ્ઠ નિર્માતા
সতৰ্কবাণী বাকচ,ચેતવણી બોક્સ
এলগোল,algol
এলগৰিদম,અલ્ગોરિધમ
এলগৰিদম বিশ্লেষণ,અલ્ગોરિધમ વિશ્લેષણ
এলগৰিদম দক্ষতা,અલ્ગોરિધમ કાર્યક્ષમતા
alias,ઉપનામ
প্ৰান্তিককৰণ,ગોઠવણી
আবণ্টন,ફાળવણી
বৰ্ণানুক্ৰমিক,આલ્ફાબેટીક
আলফানিউমেৰিক,આલ્ફાન્યૂમેરિક
আলফানিউমেৰিক কি বৰ্ড,આલ્ફાન્યૂમેરિક કી બોર્ડ
আলফা-পৰীক্ষা,આલ્ફા-પરીક્ષણ
আলফা-সংস্কৰণ,આલ્ફા-સંસ્કરણ
alt কি&#39;,alt કી
আলতাভিস্তা,અલ્ટાવિસ્ટા
অস্পষ্টতা,અસ્પષ્ટતા
অস্পষ্ট ব্যাকৰণ,અસ્પષ્ટ વ્યાકરણ
আমেৰিকান নেচনেল ষ্টেণ্ডাৰ্ডছ ইনষ্টিটিউট (ANSI),અમેરિકન નેશનલ સ્ટાન્ડર્ડ ઇન્સ્ટિટ્યૂટ (ANSI)
তথ্য বিনিময়ৰ বাবে আমেৰিকান মানক ক&#39;ড (ASCII),અમેરિકન સ્ટાન્ડર્ડ કોડ ફોર ઇન્ફોર્મેશન ઇન્ટરચેન્જ (ASCII)
এনালগ,એનાલોગ
এনালগ কম্পিউটাৰ,એનાલોગ કમ્પ્યુટર
এনালগ ডিভাইচ,એનાલોગ ઉપકરણ
এনালগ মডেম,એનાલોગ મોડેમ
এনালগ টু ডিজিটেল কনভাৰ্টাৰ (ADC),એનાલોગ થી ડિજિટલ કન્વર્ટર (ADC)
আৰু,અને
AND বৰ্তনী,અને સર્કિટ
AND গেট,અને દરવાજો
AND অপাৰেচন নহয় (বৰ্জন),અને ઓપરેશન નહીં (બાકાત)
এনিমেচন,એનિમેશન
টীকাকৰণ,ટીકા
বিজুতি,વિસંગતતા
পূৰ্বসূৰী,પૂર્વવર્તી
প্ৰত্যাশিত পেজিং,આગોતરી પેજીંગ
এন্টি-চিমেট্ৰিক,વિરોધી સપ્રમાણ
এন্টিভাইৰাছ প্ৰগ্ৰেম,એન્ટિવાયરસ પ્રોગ્રામ
applet,એપ્લેટ
এপ্লিকেচন ডেভেলপাৰ,એપ્લિકેશન ડેવલપર
এপ্লিকেচন প্ৰগ্ৰেমিং,એપ્લિકેશન પ્રોગ્રામિંગ
এপ্লিকেচন প্ৰগ্ৰেমিং আন্তঃপৃষ্ঠ (API),એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ (API)
এপ্লিকেচন চফ্টৱেৰ,એપ્લિકેશન સોફ્ટવેર
প্ৰয়োগমূলক ভাষা,લાગુ પડતી ભાષા
আনুমানিক তত্ত্ব,અંદાજ સિદ્ધાંત
স্থাপত্য,સ્થાપત્ય
এলেকা হস্তান্তৰ,વિસ્તાર ટ્રાન્સફર
তৰ্কাতৰ্কি,દલીલ
গাণিতিক আৰু যুক্তিৰ একক,અંકિત અને તર્ક એકમ
গাণিতিক পৰীক্ষা,અંકિત તપાસ
গাণিতিক ধ্ৰুৱক,અંકિત સ્થિરાંક
গাণিতিক তথ্য,અંકિત માહિતી
গাণিতিক নিৰ্দেশনা,અંકગણિત સૂચના
গাণিতিক আৰু যুক্তি একক (ALU),અંકગણિત અને તર્ક એકમ (ALU)
ARPANET,અર્પાનેટ
এৰে,એરે
এৰে কেচ,એરે કેશ
এৰে কম্পিউটাৰ,એરે કમ્પ્યુટર
এৰে উপাদান,એરે તત્વ
এৰেৰ নাম,એરે નામ
এৰে প্ৰচেছৰ,એરે પ્રોસેસર
কাঁড় চিহ্নসমূহ,તીર કીઓ
আৰ্টিকুলেচন,ઉચ્ચારણ
আৰ্টিকুলেচন পইণ্ট,ઉચ્ચારણ બિંદુ
কৃত্ৰিম সংকোচন,કૃત્રિમ કોમ્પેક્શન
কৃত্ৰিম নিয়ন্ত্ৰণ,કૃત્રિમ નિયંત્રણ
কৃত্ৰিম বুদ্ধিমত্তা,કૃત્રિમ બુદ્ધિ
আৰোহী,ચડતા
আৰোহী সজাই পৰাই তোলা,ચડતા સૉર્ટ
ASCII betical ক্ৰম,ASCII બેટીકલ ઓર્ડર
ASCII নিয়ন্ত্ৰণ আখৰ,ASCII નિયંત્રણ પાત્ર
ASCII নথিপত্ৰ,ASCII ફાઇલ
ASCII ফন্ট,ASCII ફોન્ટ
ASCII স্থানান্তৰ,ASCII ટ્રાન્સફર
এস্পেক্ট ৰেচিঅ&#39;,પાસા ગુણોત્તર
এ এছ পি আই,ASPI
ASR টাইমাৰ,ASR ટાઈમર
একত্ৰিত কৰা,ભેગા
এছেম্বলাৰ,એસેમ્બલર
সভা,એસેમ્બલી
সমাবেশ ভাষা,એસેમ્બલી ભાષા
assertion,નિવેદન
আবণ্টন কৰা কাৰ্য,સોંપણી
সংস্থা,સંગઠન
সহযোগী ঠিকনা,સહયોગી સરનામું
সহযোগী স্মৃতিশক্তি,સહયોગી મેમરી
এস্টেৰিক,એસ્ટરીક
অসমতাপূৰ্ণ,અસમપ્રમાણ
এচিনক্ৰ&#39;নাছ,અસુમેળ
ডিজিটেল গ্রাহক লাইন (ADSL),અસુમેળ ડિજિટલ સબસ્ક્રાઇબર લાઇન (ADSL)
asynchronous সময় বিভাজন মাল্টিপ্লেক্সিং (ATDM),અસુમેળ સમય વિભાગ મલ્ટિપ્લેક્સીંગ (ATDM)
এচিনক্ৰ&#39;নাছ স্থানান্তৰ,અસુમેળ ટ્રાન્સફર
এচিনক্ৰ&#39;নাছ স্থানান্তৰ ধৰণ (ATM),અસુમેળ ટ્રાન્સફર મોડ (ATM)
পৰমাণু,અણુ
সংলগ্ন নথিপত্ৰ,જોડાયેલ દસ્તાવેજ
সংলগ্ন ফাইল,જોડેલી ફાઈલ
সংলগ্নক,જોડાણ
বৈশিষ্ট্য,લક્ષણ
অডিঅ&#39;,ઓડિયો
অডিট প্ৰগ্ৰেমিং,ઓડિટ પ્રોગ્રામિંગ
অডিট ট্ৰেইল,વિષ્લેષણ
বৃদ্ধি কৰা,વૃદ્ધિ
প্ৰমাণীকৰণ প্ৰটোকল,પ્રમાણીકરણ પ્રોટોકોલ
লেখক ব্যৱস্থা,ઓથરિંગ સિસ્ટમ
অনুমোদন,અધિકૃતતા
অটো বিমূৰ্ত,સ્વતઃ અમૂર્ત
স্বয়ংক্ৰিয় বুট কৰা,ઓટોબૂટિંગ
অটোকেড,ઓટોકેડ
অটোলগ অন,ઓટોલોગ ચાલુ
automata,ઓટોમેટા
automata তত্ত্ব,ઓટોમેટા સિદ્ધાંત
স্বয়ংক্ৰিয় কম্পিউটিং,આપોઆપ કમ્પ્યુટિંગ
স্বয়ংক্ৰিয় তথ্য প্ৰক্ৰিয়াকৰণ,સ્વચાલિત ડેટા પ્રોસેસિંગ
স্বয়ংক্ৰিয় ভুল সংশোধন,આપોઆપ ભૂલ સુધારણા
স্বয়ংক্ৰিয় কাৰ্য্য,સ્વચાલિત કાર્ય
স্বয়ংক্ৰিয় সূচীভুক্তকৰণ,આપોઆપ અનુક્રમણિકા
স্বয়ংক্ৰিয় লাইব্ৰেৰী কল,સ્વચાલિત પુસ્તકાલય કૉલ
স্বয়ংক্ৰিয় প্ৰগ্ৰেমিং,આપોઆપ પ્રોગ્રામિંગ
স্বয়ংক্ৰিয় পুনৰুদ্ধাৰ প্ৰগ্ৰেম,સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ
স্বয়ংক্ৰিয় ৰুটিন,આપોઆપ નિયમિત
স্বয়ংক্ৰিয় চিস্টেম পুনৰুদ্ধাৰ,આપોઆપ સિસ્ટમ પુનઃપ્રાપ્તિ
স্বয়ংক্ৰিয় টেলাৰ মেচিন (ATM),ઓટોમેટિક ટેલર મશીન (ATM)
অটোমেচন,ઓટોમેશન
অটোপ্লে,ઑટોપ્લે
স্বয়ংক্ৰিয় সংৰক্ষণ কৰক,સ્વતઃ સાચવો
সহায়ক,સહાયક
সহায়ক স্মৃতিশক্তি,સહાયક મેમરી
সহায়ক সংৰক্ষণ,સહાયક સંગ્રહ
উপলব্ধ তালিকা,ઉપલબ્ધ યાદી
উপলব্ধ সময়,ઉપલબ્ધ સમય
গড়,સરેરાશ
awk (ভাষা),awk (ભાષા)
বেকএণ্ড,બેકએન્ડ
বেকএণ্ড প্ৰচেছৰ,બેકએન્ડ પ્રોસેસર
বেকফেচ আঁতৰোৱা,બેકફેસ દૂર કરવું
পটভূমি প্ৰক্ৰিয়াকৰণ,પૃષ્ઠભૂમિ પ્રક્રિયા
বেকিং ষ্ট&#39;ৰ,બેકિંગ સ્ટોર
বেকপেচিং,બેકપેચિંગ
বেকস্পেচ,બેકસ્પેસ
পিছুৱাই যোৱা,બેકટ્રેકિંગ
বেক-আপ,બેકઅપ
বেক-আপ মেমৰি,બેકઅપ મેમરી
পিছলৈ ত্ৰুটি পুনৰুদ্ধাৰ,પછાત ભૂલ પુનઃપ્રાપ્તિ
বেলেন্স শ্বীট,સરવૈયા
বেণ্ড,બેન્ડ
বেণ্ডৰ প্ৰস্থ,બેન્ડ પહોળાઈ
বেংকাৰৰ এলগৰিদম,બેંકરનું અલ્ગોરિધમ
বাৰ ক&#39;ড,બાર કોડ
বাৰ ক&#39;ড স্ক্যানাৰ,બાર કોડ સ્કેનર
বাৰ গ্ৰাফ,બાર ગ્રાફ
ভিত্তি ঠিকনা,આધાર સરનામું
বেচ বেণ্ড,આધાર બેન્ડ
ভিত্তি সংখ্যা,આધાર નંબર
ভিত্তি টেবুল,આધાર ટેબલ
প্ৰাথমিক,પાયાની
মূল নিয়ন্ত্ৰণ,મૂળભૂત નિયંત્રણ
মূল ইনপুট,મૂળભૂત ઇનપુટ
মূল নিৰ্দেশনা,મૂળભૂત સૂચના
মূল আউটপুট,મૂળભૂત આઉટપુટ
মূল পদক্ষেপ,મૂળભૂત પગલું
বেটছ,બેચ
বেচ ফাইল,બેચ ફાઇલ
বেচৰ অৱস্থান,બેચ સ્થિતિ
বেচ প্ৰচেছিং,બેચ પ્રક્રિયા
বেচ ব্যৱস্থা,બેચ સિસ્ટમ
baud,બાઉડ
বড হাৰ,બાઉડ દર
আলোকৰশ্মি,બીમ
বেঞ্চমাৰ্ক,બેન્ચમાર્ક
দ্বিমুখী যোগাযোগ,દ્વિદિશ સંચાર
দ্বিমুখী সংযোগ,દ્વિદિશ લિંક
বাইনাৰী ক&#39;ড,દ્વિસંગી કોડ
বাইনাৰী অংক,દ્વિસંગી અંક
বাইনাৰী ইনপুট আউটপুট চিস্টেম (BIOS),બાઈનરી ઇનપુટ આઉટપુટ સિસ્ટમ (BIOS)
বাইনাৰী সংখ্যা,દ્વિસંગી સંખ્યા
বাইনাৰী অপাৰেটৰ,બાઈનરી ઓપરેટર
বাইনাৰী সম্পৰ্ক,દ્વિસંગી સંબંધ
বাইনাৰী সন্ধান,દ્વિસંગી શોધ
বাইনাৰী সন্ধান গছ (BST),દ્વિસંગી શોધ વૃક્ષ (BST)
বাইনাৰী স্থানান্তৰ,બાઈનરી ટ્રાન્સફર
বাইনাৰী গছ,દ્વિસંગી વૃક્ષ
বাইপোলাৰ মেম’ৰী,બાયપોલર મેમરી
জন্ম মৃত্যুৰ আৰ্হি,જન્મ મૃત્યુ મોડેલ
জন্ম মৃত্যু প্ৰক্ৰিয়া,જન્મ મૃત્યુ પ્રક્રિયા
বিট,બીટ
বিট দোষ,થોડી ખામી
বিট মেপ,બીટ નકશો
বিট মেপ পিক্সেল (BMP),બીટ મેપ પિક્સેલ (BMP)
বিট মেট্ৰিক্স,બીટ મેટ્રિક્સ
বিট পেটাৰ্ণ,બીટ પેટર્ન
বিটৰ অৱস্থান,બીટ સ્થિતિ
বিট হাৰ,બીટ દર
ব্লেক বক্স পৰীক্ষা,બ્લેક બોક્સ પરીક્ષણ
টিপটিপিয়াই,ઝબકવું
অৱৰুদ্ধ কৰা,બ્લોક
ব্লক কেচ,બ્લોક કેશ
ব্লক চেক কৰক,બ્લોક ચેક
ব্লক কপি,બ્લોક નકલ
ব্লক ডায়াগ্ৰাম,રેખાક્રુતિ
নেটৱাৰ্ক ব্লক কৰা,બ્લોકીંગ નેટવર્ક
ব’ৰ্ড,પાટીયું
বুক মাৰ্ক,પુસ્તક ચિહ્ન
বুলিয়ান বীজগণিত,બુલિયન બીજગણિત
বুলিয়ান সম্পৰ্ক,બુલિયન સંબંધ
বুট বিভাজন,બુટ પાર્ટીશન
বুট ষ্ট্ৰেপিং,બુટ strapping
বুট-ষ্ট্ৰেপ লোডাৰ,બુટ-સ્ટ્રેપ લોડર
সেঁতু,પુલ
ব্ৰডবেণ্ড নেটৱৰ্কিং,બ્રોડબેન્ડ નેટવર્કિંગ
সম্প্ৰচাৰ,પ્રસારણ
সম্প্ৰচাৰ ৰেডিঅ&#39;,પ્રસારણ રેડિયો
ব্ৰাউজ কৰক,બ્રાઉઝ કરો
ব্ৰাউজাৰ,બ્રાઉઝર
বি-বৃক্ষ,બી-ટ્રી
বুদবুদ স্মৃতিশক্তি,બબલ મેમરી
বুদবুদ সজাই পৰাই তোলা,બબલ સૉર્ટ
বাল্টি,ડોલ
বন্ধু ব্যৱস্থা,મિત્ર સિસ્ટમ
বাজেট ফলপ্ৰসূ নিয়ন্ত্ৰণ,બજેટ અસરકારક નિયંત્રણ
বাফাৰ,બફર
পোক,ભૂલ
বাছ,બસ
বাইট,બાઈટ
বাইট ক&#39;ড,બાઈટ કોડ
গ,c
C++,C++
cache,કેશ
কেশ্ব বাফাৰ,કેશ બફર
কেশ্ব মেমৰি,કેશ મેમરી
গণনা কৰা,ગણતરી
কেলকুলেটৰ,કેલ્ક્યુલેટર
কেলকুলেটৰ চিপ,કેલ્ક્યુલેટર ચિપ
কল কৰা,કૉલ
নামেৰে ফোন কৰক,નામથી બોલાવો
ৰেফাৰেন্সৰ দ্বাৰা কল কৰক,સંદર્ભ દ્વારા કૉલ કરો
মূল্যৰ দ্বাৰা কল কৰক,મૂલ્ય દ્વારા કૉલ કરો
চলকৰ দ্বাৰা কল কৰক,ચલ દ્વારા કૉલ કરો
গেট কল কৰক,કૉલ ગેટ
বাতিল কৰক,રદ કરો
বাতিল বুটাম,રદ કરો બટન
canonical,પ્રમાણભૂત
কেননিক ৰূপ,પ્રમાણભૂત સ્વરૂપ
ক্ষমতা,ક્ષમતા
ক্ষমতা তালিকা,ક્ષમતા યાદી
ক্ষমতা,ક્ષમતા
caps লক চাবি,કેપ્સ લોક કી
কাৰ্ড,કાર્ડ
কাৰ্ড ৰিডাৰ,કાર્ડ રીડર
কাৰ্ডিনালিটি,મુખ્યત્વ
বাহক,વાહક
বাহক বেণ্ড,વાહક બેન્ડ
বাহক বোজা,વાહક લોડ
বাহক সংকেত,વાહક સંકેત
বাহক তৰংগ,વાહક તરંગ
কঢ়িওৱা,વહન
carry digit,વહન અંક
পতাকা কঢ়িয়াই নিয়া,ધ્વજ વહન કરો
কাৰ্টিজ ডিস্ক,કારતૂસ ડિસ્ક
cascade,કાસ્કેડ
ঘটনা,કેસ
কেথড ৰে টিউব (CRT),કેથોડ રે ટ્યુબ (CRT)
কেথ&#39;ড ৰে টিউব (CRT),કેથોડ રે ટ્યુબ (CRT)
CD ROM ডিষ্ক ড্ৰাইভ,CD ROM ડિસ્ક ડ્રાઇવ
কোষ,કોષ
কোষ এনিমেচন,સેલ એનિમેશન
চেলুলাৰ ফোন,સેલ્યુલર ફોન
কেন্দ্ৰীয় স্মৃতিশক্তি,કેન્દ્રીય મેમરી
কেন্দ্ৰীয় প্ৰক্ৰিয়াকৰণ একক (CPU),સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU)
কেন্দ্ৰীভূত ব্যৱস্থা,કેન્દ્રિય સિસ્ટમ
প্ৰমাণিত টেপ,પ્રમાણિત ટેપ
শিকলি,સાંકળ
শৃংখল তথ্য,સાંકળ ડેટા
শৃংখল সংযোগ,સાંકળ કડી
চেইনিং,સાંકળ
চেনেল,ચેનલ
চেনেল ব্যস্ত সুৰ,ચેનલ વ્યસ્ત સ્વર
চেনেলৰ ক্ষমতা,ચેનલ ક્ષમતા
চেনেল নিয়ন্ত্ৰক,ચેનલ નિયંત્રક
চেনেলৰ ভুল,ચેનલ ભૂલ
চেনেল প্ৰগ্ৰেম,ચેનલ કાર્યક્રમ
চেনেলৰ নিৰ্ভৰযোগ্যতা,ચેનલ વિશ્વસનીયતા
চেনেল ছেট,ચેનલ સેટ
চৰিত্ৰ,પાત્ર
আখৰৰ ক&#39;ড,અક્ષર કોડ
আখৰৰ চাবি,અક્ષર કી
চৰিত্ৰ পাঠক,પાત્ર વાચક
আখৰৰ আকাৰ,અક્ષરનું કદ
তালিকা,ચાર્ટ
চেছিছ,ચેસિસ
বিট পৰীক্ষা কৰক,બીટ તપાસો
ডিজিট পৰীক্ষা কৰক,અંક તપાસો
ৰাশি পৰীক্ষা কৰক,રકમ તપાસો
শব্দ পৰীক্ষা কৰক,શબ્દ તપાસો
চিপ,ચિપ
চিপ চেট,ચિપ સેટ
বাছনি কৰক,પસંદ કરો
ৰঙীনভাৱে,રંગીન રીતે
চাইফাৰ,સાઇફર
বৰ্তনী,સર્કિટ
বৃত্তাকাৰ তালিকা,પરિપત્ર યાદી
cirus,સિરસ
উদ্ধৃতি,અવતરણ
শ্ৰেণী,વર્ગ
ক্লাছ ভেৰিয়েবল,વર્ગ ચલ
শ্ৰেণীবিভাজন,વર્ગીકરણ
পৰিষ্কাৰ,ચોખ્ખુ
স্পষ্ট এলেকা,સ્પષ્ટ વિસ્તાર
ক্লিয়াৰ চেনেল,સ્પષ્ટ ચેનલ
ক্লিক কৰক,ક્લિક કરો
গ্ৰাহক,ગ્રાહક
ক্লাএন্ট চাৰ্ভাৰ,ક્લાયંટ સર્વર
ক্লায়েন্ট ষ্টাব,ક્લાઈન્ટ સ્ટબ
ক্লিপ আৰ্ট,ક્લિપ આર્ટ
ক্লিপ আৰ্ট লাইব্ৰেৰী,ક્લિપ આર્ટ લાઇબ્રેરી
ক্লিপ বৰ্ড,ક્લિપ બોર્ડ
ক্লিপাৰ,ક્લિપર
ক্লিপাৰ চিপ,ક્લિપર ચિપ
ক্লিক,સમૂહ
ঘড়ী,ઘડિયાળ
ঘড়ীৰ চক্ৰ,ઘડિયાળ ચક્ર
ঘড়ীৰ কম্পাঙ্ক,ઘડિયાળની આવર્તન
ঘড়ী হাৰ্ডৱেৰ,ઘડિયાળ હાર્ડવેર
ঘড়ীৰ স্পন্দন,ઘડિયાળની પલ્સ
ঘড়ীৰ গতি,ઘડિયાળની ઝડપ
ঘড়ী সমন্বয়,ઘડિયાળ સુમેળ
ঘড়ীৰ টিক,ઘડિયાળની ટીક
ক্ল&#39;ন,ક્લોન
বন্ধ,બંધ
ক্ল&#39;জ চাৰ্কিট টিভি (CCTV),ક્લોઝ સર્કિટ ટીવી (CCTV)
বন্ধ কৰা,બંધ
ক্লাউড কম্পিউটিং,ક્લાઉડ કમ્પ્યુટિંગ
গুচ্ছ,ક્લસ્ટર
আৱৰণযুক্ত কাৰ্ড,કોટેડ કાર્ડ
আৱৰণযুক্ত কাগজ,કોટેડ કાગળ
সমাক্ষীয়,કોક્સિયલ
সমাক্ষীয় কেবল,કો - એક્ષેલ કેબલ
কোডাচাইল,કોડાસિલ
ক&#39;ড,કોડ
ক&#39;ড জেনেৰেটৰ,કોડ જનરેટર
ক&#39;ড পৃষ্ঠা,કોડ પેજ
ক&#39;ড শব্দ,કોડ શબ્દ
ক&#39;ডাৰ,કોડર
ক&#39;ডিং পৰীক্ষা,કોડિંગ તપાસ
ক&#39;ডিং ফৰ্ম,કોડિંગ ફોર્મ
ক&#39;ডিং শ্বীট,કોડિંગ શીટ
সহগ,ગુણાંક
সংহতি,સુસંગતતા
ঠাণ্ডা বুট,ઠંડા બૂટ
ঠাণ্ডা আৰম্ভণি,ઠંડી શરૂઆત
সহযোগিতা,સહયોગ
পতন হোৱা,પતન
collate,કોલેટ
টেপ কোলেট কৰক,કોલેટ ટેપ
সংঘৰ্ষ,અથડામણ
বৃহদান্ত্ৰ,કોલોન
ৰং (ৰং),રંગ (રંગ)
ৰঙৰ পৰিপূৰকতা,રંગ સંતૃપ્તિ
ৰঙৰ টেবুল,રંગ ટેબલ
স্তম্ভ,કૉલમ
সংমিশ্ৰণ,સંયોજન
কম্বো বক্স,કૉમ્બો બૉક્સ
আদেশ,આદેશ
কমাণ্ড বুটাম,આદેશ બટન
কমাণ্ড তালিকা,આદેશ યાદી
মন্তব্য,ટિપ્પણી
অংগীকাৰ,પ્રતિબદ્ધતા
পণ্য,કોમોડિટી
সাধাৰণ ব্যৱসায়মুখী ভাষা (Cobol),કોમન બિઝનેસ ઓરિએન્ટેડ લેંગ્વેજ (કોબોલ)
সাধাৰণ ভুল,સામાન્ય ભૂલ
সাধাৰণ ভাষা,સામાન્ય ભાષા
সাধাৰণ ৰুটিন,સામાન્ય દિનચર્યા
যোগাযোগ,સંચાર
যোগাযোগ লাইন,સંચાર લાઇન
যোগাযোগ ধৰণ,સંચાર મોડ
যোগাযোগ নেটৱৰ্ক,સંચાર નેટવર્ક
যোগাযোগ প্ৰাচল,સંચાર પરિમાણ
যোগাযোগ ব্যৱস্থা,સંચાર વ્યવસ્થા
সংকোচন,કોમ્પેક્શન
কম্পাণ্ডাৰ,કમ્પેન્ડર
companding,સંયોજન
কোম্পানী নেটৱৰ্ক,કંપની નેટવર્ક
তুলনামূলক পৰীক্ষা,સરખામણી કસોટી
সামঞ্জস্যতা,સુસંગતતા
উপযুক্ত,સુસંગત
সংকলন,સંકલન
কম্পাইল কৰক আৰু যাওক,કમ્પાઇલ કરો અને જાઓ
কম্পাইলাৰ,કમ્પાઇલર
কম্পাইলাৰ ভাষা,કમ્પાઇલર ભાષા
পৰিপূৰক,પૂરક
দহজনৰ ওপৰত পৰিপূৰক,દસ પર પૂરક
পৰিপূৰক,પૂરક
সম্পূৰ্ণ কঢ়িয়াই নিয়া,સંપૂર્ણ વહન
জটিল,જટિલ
জটিল সংখ্যা,જટિલ સંખ્યા
উপাদান,ઘટક
উপাদান বস্তুৰ আৰ্হি (COM),કમ્પોનન્ટ ઑબ્જેક્ટ મોડલ (COM)
কম্পোজিট,સંયુક્ત
সুৰ-ৰচনা,રચના
গণনামূলক,કોમ્પ્યુટેશનલ
কম্পিউটাৰ,કમ્પ્યુટર
কম্পিউটাৰ কেন্দ্ৰ,કમ્પ્યુટર કેન્દ્ર
কম্পিউটাৰ বিশেষজ্ঞ,કમ્પ્યુટર નિષ્ણાત
