Odiya,Marathi
ବାୟୁ ପ୍ଲାଣ୍ଟ |,एअर प्लांट
ଆକିଓଚି ମାଟି |,अकिओची माती
ଆଲବିନିମ୍,अल्बिनिझम
Altfisolles,अल्फिसोल
ଆଲିଜି |,एकपेशीय वनस्पती
Alegal ରୋଗ,अल्गल रोग
ଆଲକାଲି ପାଣି |,अल्कली पाणी
କ୍ଷାରିକ |,अल्कधर्मी
ଆହେଲେ |,अ‍ॅलेल
ଆଲଲେଇଚିକ୍,Lel लोकेमिकल्स
ଆଲୋଲେମୋର୍ଫେଫେଫେଫ |,Lel लोमॉर्फ
ଆଲୋଲୋପାଥି |,Lel लेलोपॅथी
ଆଲି କ୍ରପ୍ କରିବା |,गल्ली पीक
Alloarcy,वाटप
ଆଲଗଲାମି |,अ‍ॅलोगॅमी
Allomitry,अ‍ॅलोमेट्री
ଆଲୋପୋଲିଆପ୍ଲଏଡ୍ |,Ol लोपोलिपॉइड
Allosynapp ଗୁଡିକ (ଆଲିଷ୍ଟିଣ୍ଡେସ୍),Os लोसिनॅप्सिस (os लोसिंडेसिस)
ବିକଳ୍ପ ନୋଟିଂ |,वैकल्पिक बेअरिंग
ବିକଳ୍ପ ଭୂମି ବ୍ୟବହାର |,वैकल्पिक जमीन वापर
ପରିବେଶ,सभोवतालचे
ଅମୃତାରା,Meliorant
ଅମିତୋସାଇସ୍ |,अमिटोसिस
ଅମୃତନ,अमृत
ଆମୋନିଫିକେଟ୍,अमोनिफिकेशन
ଆମୋନିଫାୟର୍,अमोनिफायर
ଅମୋରଫ,अमॉर्फ
ଆମ୍ଫିମିକ୍ସିସ୍ |,अ‍ॅम्फिमिक्सिस
ଆମ୍ଫୋଷ୍ଟିକ୍ |,अ‍ॅम्फोटेरिक
ଆନାବୋଲିଜିମ୍ |,अ‍ॅनाबोलिझम
ଆନାରୋବେ |,अनरोब
ଆନୁପ୍ଲଏଡ୍ |,Eneuploid
କୋଣ ବୃକ୍ଷ,कोन लागवड
ପଶୁ କୁମ୍ଭାରୀ,पशुसंवर्धन
ପଶୁ ମନା କରେ |,प्राणी नकार
ଆନିମେଟ୍ ଶକ୍ତିମାନ |,एनिमेट एनर्जी
Aningoploid,एनिसोप्लॉइड
ବାର୍ଷିକ ଉଦ୍ଭିଦ |,वार्षिक वनस्पती
ବାର୍ଷିକ,वार्षिक
ଆନେସିଟି,अँथेसिस
ଆନ୍ଥ୍ରାକ୍ସ |,अँथ्रॅक्स
ଆନ୍ଥ୍ରୋପେନିକ୍ କାରକ |,मानववंशिक घटक
ଆଣ୍ଟିବାସିସ୍,प्रतिजैविक
ଆଣ୍ଟିବାୟୋଟିକ୍ |,प्रतिजैविक
ପ୍ରତିକାର,प्रतिजैविक
ଆଣ୍ଟିଅକ୍ସିଡାଣ୍ଟ |,अँटीऑक्सिडेंट्स
ଆଣ୍ଟିଟୋକ୍ସିନ୍ |,अँटीटॉक्सिन
ବ୍ରହ୍ମାଣ୍ଡ,अ‍ॅनुलस
ଆପିଡ୍ |,Ph फिड
ଆପିକାଲ୍ ଗୁଣ୍ଡ |,एपिकल अंकुर
ଆପିକାଲ୍ ପ୍ରାଧାନ୍ୟ |,एपिकल वर्चस्व
ଆପିକାଲ୍ଟର୍ (ମହୁମାଛି ରଖିବା),एपिकल्चर (मधमाशी पाळणे)
ଆପୋମିକ୍ସସ୍ |,अपोमिक्सिस
ଆପୋଟୋଏସ୍,अ‍ॅपॉप्टोसिस
ଅନୁକ୍ରମଣିକା,परिशिष्ट
ଭୋକକାରୀ,भूक
ପ୍ରୟୋଗ କରାଯାଏ |,लागू
ଜଳୀୟ ତୃଣ,जलीय तण
ଅର୍ବ୍ରାଲ୍ |,आर्बोरियल
ସ୍ଥାପନ |,आर्बोरायझेशन
ପ୍ରତ୍ନତାତ୍ତ-ବଟାନିକାଲ୍ ରେକର୍ଡଗୁଡିକ |,आर्चीओ-बॉटॅनिकल रेकॉर्ड
କ୍ଷେତ୍ର ପରିସଂଖ୍ୟାନ,क्षेत्र आकडेवारी
କ୍ଷେତ୍ର,क्षेत्र
ARID ECOSYSem |,शुष्क इकोसिस्टम
ଅରିଲ୍,एरिल
ସୁଗନ୍ଧ,सुगंध
ସୁଗନ୍ଧିତ ଉଦ୍ଭିଦ |,सुगंधित वनस्पती
ସୁଗନ୍ଧିତ ଚାଉଳ |,सुगंधित तांदूळ
ତୀର,बाण
ଆସେସିସ୍,Asepsis
ଅଭିଯୁକ୍ତ,Se सेप्टिक
ଶ୍ୱେକାର ପ୍ରଚାର,अलौकिक प्रसार
ଆମ୍ପେ,परख
ସମ୍ପତ୍ତି,मालमत्ता
ଆସିମେଇର |,आत्मसात
ସଙ୍ଗଠନ,असोसिएशन
Astringent,तुरट
ଆସନାପାସୀ |,एसिनॅप्सिस
ସଂଲଗ୍ନବାଦ,अटाविझम
ପରମାଣିଜର,अ‍ॅटोमायझर
ଆଟ୍ରୋଫି |,अ‍ॅट्रोफी
ଅଟୋଗାମି |,ऑटोगॅमी
ଅଟଲିସିସ୍ |,ऑटोलिसिस
AroutDation,ऑटोक्सिडेशन
ଅଟୋପୋଲାପ୍ଲୋଡ୍ |,ऑटोपॉलिपॉइड
Auxins,ऑक्सिन
Awn (ବ୍ରଷ୍ଟଲ୍),ओएन (ब्रिस्टल)
ବାଦାମ |,बदाम
ଆଲୋ,कोरफड
ଅମରାନ୍ତିନ |,अमरॅन्थस
ଆମି,अम्मी
ଅଜାନର ଘାସ |,अंजान गवत
ଆଠର୍ିୟମ୍ |,अँथुरियम
"ଆଲୋଲା, ଭାରତୀୟ ଗୋଲାକାର |","अणला, भारतीय हंसबेरी"
ଆପଲ୍,Apple पल
ଆପ୍ରିକେଟ୍ |,जर्दाळू
ଆର୍ବିଆନ୍ ଜସ୍ମିନ୍ |,अरबियन चमेली
Areca but,अरेका नट
ଅର୍ଜନୁନ୍,अर्जुन
ଆସଫୋଏଡା,असफोएटिडा
ପାଉଁଶ ଗୁଣ୍ଡ |,राख लबाडी
ଅଶୋକା ଗଛ |,अशोका वृक्ष
ଅଶମ୍ମା ତୃଣକ (ଇଫୋରିୟା),अश्थमा तण (युफोर्बिया)
ଅସରପା,शतावरी
ଆଭୋକାଡୋ |,एवोकॅडो
ଆଲଫାଲଫା (ଲୁସେର୍ନ),अल्फाल्फा (ल्युसर्न)
ପିମ୍ପୁଡ଼ି,मुंग्या
ଆପିଡସ୍ |,Ph फिडस्
ସେନା ପୋକ,आर्मी जंत
କୃଷି ଅର୍ଥନୀତିଜ୍ଞ,कृषी अर्थशास्त्रज्ञ
କୃଷି ବିସ୍ତାରବାଦୀ |,कृषी विस्तारवादी
କୃଷି ବ scientist ଜ୍ଞାନିକ |,कृषी वैज्ञानिक
କୃଷି ଅଞ୍ଜିନକାରୀ |,कृषी अभियंता
Agrobiooglist,अ‍ॅग्रोबायोलॉजिस्ट
ସହଯୋଗୀ,कृषीशास्त्रज्ञ
Agropsicsicst,अ‍ॅग्रोफिसिकस्ट
ପଶୁ ପ୍ରଜନକ |,प्राणी ब्रीडर
ବାକିଲସ୍ ଭାଇରସ୍ |,बॅसिलस विषाणू
ବାଣ୍ଡିଲସ୍ |,बॅसिलस
ଜୀବାଣୁ,जिवाणू
ବିରାଇଓଟୋକ୍ସିନ୍ |,बॅक्टेरियोटॉक्सिन
ବାଗାସେସ୍ |,बागसे
ତୂଳନା ପତ୍ର,शिल्लक पत्रक
ସନ୍ତୁଳିତ ଫର୍ଟିଲାଇଜେସନ୍ |,संतुलित फर्टिलायझेशन
ବାର୍ ଚିତ୍ର |,बार आकृती
ଭୁକିବା |,साल
ବାରୋମିଟର |,बॅरोमीटर
ବନ୍ଧ୍ୟା,वांझ
ଆଧାର,पाया
ବାସନ,बेसिन
ପରଫିପାଲ୍ |,बासिपेटल
ଆଧାର ତୁଲମ୍ |,बासेस्टर्नम
ବାଇ ମ so ସୁମୀ |,बे मॉन्सून
ଉଦ୍ଭିଦ ବହନ,बेअरिंग प्लांट
ଶଯ୍ୟା,बेड
ଶଯ୍ୟା,बेडर
ଶଯ୍ୟା,बेडिंग
ବିଟ୍ ଗୁଣ୍ଡ |,बीट गुळ
ଘଣ୍ଟି,धनुष्य
ବେଲ୍ଟ,बेल्ट
ଲାଭ-ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |,लाभ-खर्च विश्लेषण
ପକ୍ଷପାତ (ନମୁନା),पक्षपाती (सॅम्पलिंग)
ବିଏନୋନିଆଲ୍,द्विवार्षिक
Binomial,द्विपक्षीय
ବାୟୋଲାଇଜେଣ୍ଟ |,बायोएजेन्ट
ବାୟୋସେଡିକ୍ |,बायोक्लीमेट
ବାୟୋହୀ,बायोएनर्जी
ବାୟୋନୋମିକ୍ସ |,बायोनोमिक्स
ବାୟୋରାକ୍ଟର,बायोरिएक्टर
ବାୟୋସଫିର୍,जीवशास्त्र
ବାୟୋଟିକ୍ |,बायोटिक
ବାୟୋଟାଇପ୍ |,बायोटाइप
ବିସେକ୍ସୁଆଲ୍,उभयलिंगी
ଖାଲି,ब्लान्चिंग
ବିସ୍ଫୋରଣ,ब्लास्ट
ମିଶ୍ରଣ,मिश्रण
ଶୁକ୍ର,ब्लाइट
ଫୁଲା,फोड
ବ୍ଲୁ ବିପ୍ଳବ,निळा क्रांती
ତଳ ଉତ୍ତାପ ଚାମ୍ବର |,तळाशी उष्णता कक्ष
ତଳ ଉତ୍ତାପ ଟେକ୍ନିକ୍ |,तळाशी उष्णता तंत्र
ଶାଖା,कोंडा
ଶାଖା,शाखा
ଶାଖା,शाखा
ପ୍ରଜାତି,प्रजनन
ପ୍ରଜନନ,प्रजनन
ଉଜ୍ଜ୍ୱଳ,ब्रिमिंग
Etod,ब्रूड
ବଡିଙ୍ଗ,नवोदित
ବଜେଟ୍,अर्थसंकल्प
ବଫର୍,बफर
ବଲ୍ବ,बल्ब
ବଣ୍ଟନ,बंट
ଉତ୍ପାଦ ଦ୍ୱାରା,उप-उत्पादन
ବାବୁଲ ଆକାସିଆ |,बाबुल बाभूळ
ଶିଶୁ ମକା |,बाळ कॉर्न
ବାଥ୍,बाईल
ବିଲ୍,बेली
ବାଲସାମ,बाल्सम
ବାଉଁଶ,बांबू
କଦଳୀ,केळी
ବାନିଆନ୍ ଗଛ |,वडाचे झाड
ବାର୍ଲି,बार्ली
ବରଗାର୍ଡ ମିଲେଟ୍ |,धान्याचे कोठार मिलेट
ବେସନ,तुळस
ବଷ୍ଟାର୍ଡ ​​ଏରସ,बस्टर्ड सिडर
ବଷ୍ଟାର୍ଡ ​​ମିରୋବଲାନ୍ |,बस्टार्ड मायरोबालन
ବାହୁଏସିଆ,बौहिनिया
ଦୁ very ଖଦ,बे बेरी
ବିନ୍,बीन
ବିଲାତି,बीट
ବେଲାଣ୍ଡୋନା,बेलॅडोना
ହେ,बेर
Berseim,Berseem
Beelt,सुपारी
ବିଲିମ୍ବି,बिलीमबी
ତିକ୍ତ ଗୁଣ୍ଡ |,कारले
କଳା ଗ୍ରାମ,काळा हरभरा
କଳା ନାଇଟ୍ଶେଡ୍ |,ब्लॅक नाईटशेड
ବଗିନିଭିଆ |,बोगेनविले
ବୋତଲ ବ୍ରଶ |,बाटली ब्रश
ବୋତଲ ଗୋବଲଙ୍କ |,दुधीभोपळा
ବାକ୍ସ ଗଛ,बॉक्स ट्री
ରୁଟି ଫଳ,ब्रेड फळ
Bridal creper,ब्राइडल क्रिपर
ବ୍ରିନଜାଲ୍ |,वांगे
ବ୍ରଡ୍ ବିନ୍ |,ब्रॉड बीन
ବ୍ରୋକୋଲି,ब्रोकोली
ବ୍ରସେଲର ସ୍ପ୍ରୁଟ୍ |,ब्रुसेलचा अंकुर
ବାଲକ୍ୟୁଟ,बकव्हीट
ବଟି,बुटिया
ବ୍ୟାଣ୍ଡିକୋଟ୍ |,बॅन्डिकूट
ଭାଲୁ,अस्वल
ପୋକ,बीटल
ବ୍ଲିଷ୍ଟର ବିଟଲ୍ |,ब्लिस्टर बीटल
ନୀଳ ଷଣ୍। |,निळा बैल
ବୋଲ୍ ପୋକ,बोल वर्म
ପ୍ରଜାପତି,फुलपाखरू
ଜୀବାଣୁ ବିଶେଷଜ୍ଞ |,बॅक्टेरियोलॉजिस्ट
ବାୟୋକେମିଷ୍ଟ |,बायोकेमिस्ट
ଜୀବବିଜ୍ଞାନୀ |,जीवशास्त्रज्ञ
ବାୟୋଟଚନୋଲୋଜିଷ୍ଟ,बायोटेक्नॉलॉजिस्ट
ଉଦ୍ଭିଦଦାତା,वनस्पतिशास्त्रज्ञ
C ଆର୍ଦ୍ରତା ଚରିତ୍ରିକ ବକ୍ର |,सी ओलावा वैशिष्ट्यपूर्ण वक्र
ପିଠା,केक
ସହଭାଗୀ,कॅल्केरियस
କାଲସିଫିକେସନ୍ |,कॅल्सीफिकेशन
ଫସଫେଟର କାଲକେଣ୍ଟ |,फॉस्फेटचे कॅल्किनेशन
ଚତୁରତା,कॉलिटी
କୁଲସ୍,कॉलस
କାଲିକ୍ସ,कॅलेक्स
କାଲିକ୍ସ-ଏଣ୍ଡ |,कॅलेक्स-एंड
କାମ୍ବିୟମ୍,कॅम्बियम
କାକର,कॅंकर
କ୍ୟାନିଂ,कॅनिंग
ଛାତ,छत
ପୁଞ୍ଜି,भांडवल
କାଗଶ,केप्रीफिकेशन
Capsule,कॅप्सूल
କାର୍ବନ୍ରେଟେଡ୍ |,कार्बोनेटेड
କାର୍ବୋନିଅନାଇଜେସନ୍ |,कार्बनायझेशन
କାର୍ପେଲ,कार्पेल
କାର୍ପସ୍ |,कार्पस
କାଷ୍ଟିଂ,कास्टिंग
କାଟାବୋଲିଜିମ୍ |,कॅटाबोलिझम
କାଟାଲିସିସ୍ |,कॅटॅलिसिस
କୀଟପତଙ୍ଗ,सुरवंट
C- DNA ଲାଇବ୍ରେରୀ |,सी-डीएनए लायब्ररी
ଛାତ,कमाल मर्यादा
କକ୍ଷ,सेल
କେନ୍ଦ୍ରୀୟ ନେତା ବ୍ୟବସ୍ଥା |,केंद्रीय नेता प्रणाली
ସେଣ୍ଟ୍ରିକ୍ |,सेंट्रिक
ଶତକଡ଼ା,सेंट्रीफ्यूगेशन
ସେଣ୍ଟ୍ରିଫେଜ୍ |,सेंट्रीफ्यूज
ସେଣ୍ଟ୍ରିଓନ୍ |,सेंट्रीओल
ସେଣ୍ଟ୍ରୋଜେନିକ୍ |,सेंट्रोजेनिक
ସେଣ୍ଟ୍ରୋଜେନସ୍ |,केंद्रीत
କୀପତି,Cercus
ଶସ୍ୟ,अन्नधान्य
ପ୍ରମାଣପତ୍ର,प्रमाणपत्र
ସାର୍ଟିଫାଏଡ୍ ବିହନ |,प्रमाणित बियाणे
ଚାଉଳ,चाफ
ଚେଲାଜା |,चालझा
କେମୋଟ୍ରୋପିମ୍ |,केमोट्रोपिझम
ଚିୟମା,चियास्मा
ଥଣ୍ଡା ଘଣ୍ଟା |,शीतकरण तास
ଚିଲିଂ ଆଘାତ |,शीतकरण इजा
ଚିମେରା |,चिमेरा
ଚୋରାନେଣ୍ଟି |,क्लोरॅन्थी
କ୍ଲୋରୋଫିଲେଲ୍ |,क्लोरोफिल
ଚୋରୋରୋସାଇସ୍,क्लोरोसिस
ଚୋରୋରୋଲୋଜି |,क्लोरोलॉजी
କ୍ରୋମାମାସିଡ୍ |,क्रोमॅटिड
ଚ୍ରୋମାଟିନ୍ |,क्रोमॅटिन
ଚ୍ରୋମାଟୋଗ୍ରାଫି,क्रोमॅटोग्राफी
ଚୋରମାଟୋଲିଆସିସ୍,क्रोमॅटोलिसिस
କ୍ରୋମେଣ୍ଟ୍ରେ |,क्रोमोसेन्ट्रे
ଚେରମୋଲେନ୍ସେସ୍,क्रोमोजेनेसिस
କ୍ରୋମ୍ରୋପ୍ରୋଇଟେନ୍ |,क्रोमोप्रोटीन
କ୍ରୋମୋଜୋମ୍,क्रोमोसोम
କ୍ରନିକ୍,जुनाट
କୃଷି,सिट्रेंज
କ୍ଲାନ୍ତ,क्लेडोड
ବର୍ଗୀକରଣ,वर्गीकरण
ମାଟି,क्ले
ସଫା କରିବା,स्वच्छता
କ୍ଲିସିଷ୍ଟଗାମି |,क्लीस्टोगॅमी
ଜଳମୟ ଫଳ |,क्लायमॅक्टेरिक फळ
ଜଳବାୟୁ,हवामान
କମ୍ପନୋଲୋଜି,हवामानशास्त्र
କ୍ଲିପର୍,क्लिपर
କ୍ଲାନ୍ତ,क्लॉड
କ୍ଲୋନ,क्लोन
ମେଘ,ढग
Ump ୁଲା |,गठ्ठा
କ୍ଲଷ୍ଟର,क्लस्टर
କଠିନ,खडबडीत
କୋଟ୍ (ବିହନ),कोट (बियाणे)
ନଡିଆ,कोकून
ସହଯୋଗୀ,कोएन्झाइम
ଘନିଷ୍ଠ,एकत्रीकरण
କୋର,कॉर
କୁଲେରରିଜା,कोलोरिझा
କଲର,कॉलर
କୋଲଏଡ୍ (ମାଟି),कोलोइड (माती)
କୋନିଲେଲା,कोलंबेला
ସ୍ତମ୍ଭ,स्तंभ
ପ୍ରଶଂସା,Comensalism
ବାଣିଜ୍ୟିକ ବ୍ୟାଙ୍କ,व्यावसायिक बँक
ଦ୍ରବ୍ୟ,वस्तू
ସମ୍ପ୍ରଦାୟ,समुदाय
ସଙ୍କୋଚନ (ମାଟିର),कॉम्पॅक्शन (मातीची)
ସୁସଙ୍ଗତତା,सुसंगतता
ସୁସଙ୍ଗତତା,सुसंगतता
କ୍ଷତିପୂରଣ,भरपाई
ପ୍ରତିଯୋଗିତାମୂଳକ ପାରସ୍ପରିକ କ୍ରିୟା |,स्पर्धात्मक संवाद
ସମ୍ପୃକ୍ତ ଫସଲ,पूरक पीक
ଜଟିଳ,कॉम्प्लेक्स
ଉପାଦାନ,घटक
ରଚନା,रचना
କମ୍ପୋଷ୍ଟ,कंपोस्ट
ଯ ound ଗିକ ଆଗ୍ରହ |,चक्रवाढ व्याज
ଗଣନା,गणना
କମ୍ପ୍ୟୁଟର,संगणक
ଏକାଗ୍ରତା,एकाग्रता
କଣ୍ଡିସନର,कंडिशनर
ଆଚରଣ,आवाहन
ବିନ୍ୟାସ,कॉन्फिगरेशन
ଅନୁକୂଳ,अनुरूपता
ଦ୍ୱନ୍ଦ୍ୱ,गोंधळात टाकणारे
ମିଳିତତା,संयोजन
ସଂଯୋଗ,संयोजी
ସଂରକ୍ଷଣ,संवर्धन
ସଂସ୍ଥାଗୁଡ଼ିକ,एकत्रीकरण
ନିରନ୍ତର,घटक
ଗ୍ରାହକ,ग्राहक
ବ୍ୟବହାର,वापर
ପ୍ରଦୂଷଣ,दूषित
ବିଷୟବସ୍ତୁ ବୃକ୍ଷ,समोच्च लागवड
ବିଷୟବସ୍ତୁ,समोच्च
ଚୁକ୍ତିନାମା ଚାଷ,कॉन्ट्रॅक्ट शेती
ନିୟନ୍ତ୍ରିତ ଷ୍ଟୋରେଜ୍ |,नियंत्रित स्टोरेज
ସହ-ଅପରେଟିଭ୍ ବ୍ୟାଙ୍କ |,सहकारी बँक
ସହଯୋଗ,सहकारी
ସହଯୋଗୀ,कॉपिस
କରମ୍,कॉर्म
କରୋଲଲା,कोरोला
କର୍ଟେକ୍ସ,कॉर्टेक्स
ମୂଲ୍ୟ,किंमत
କୋଟିଲିଡନ୍ (ବିହନ),कॉटिलेडन (बियाणे)
କ୍ରେଡିଟ୍ ସମାଜ |,क्रेडिट सोसायटी
କ୍ରେଡିଟ୍,पत
କ୍ରେସର୍ମର,लेखादार
କ୍ରେଷ୍ଟଷ୍ଟ,माथा
ଚୂର୍ଣ୍ଣ କରନ୍ତୁ |,Rickly
ସଙ୍କଟ,संकट
ମାନଦଣ୍ଡ,निकष
ଗୁରୁତର,गंभीर
କ୍ରପ୍ ବୀମା |,पीक विमा
ଫସଲ loan ଣ,पीक कर्ज
ଫସଲ,पीक
କ୍ରପ୍ ଏରିଆ |,पीक क्षेत्र
କ୍ରସ୍-ଅସଙ୍ଗତ |,क्रॉस-इनकॉम्पॅन्सिबल
ମୁକୁଟ (ଉଦ୍ଭିଦ),मुकुट (वनस्पती)
ଖଣ୍ଡ,क्रंब
ଭୂତଳ,कवच
କ୍ରିପ୍ଟୋଗାମ୍ |,क्रिप्टोगॅम
CULE (ଫଳ),कुल (फळे)
କୁଲମ୍,कुल्म
ଚାଷ ଜ,लागवड
ଚାଷ,लागवड
ପତ୍ରିକା,लागवड करणारा
ସଂସ୍କୃତି,संस्कृती
କ୍ୟୁସିଂ,उपचार
କୁଞ୍ଚଳ,कर्लिंग
ମୁଦ୍ରା |,चलन
କୁମଲେ,क्यूटिकल
କାଟିବା,कटिंग
Cyst,गळू
ସାଇଟୋଚ୍ରୋମ୍ |,साइटोक्रोम
ସାଇଟୋଗାମି |,सायटोगामी
ସାଇଟୋଜେନେସୀ |,सायटोजेनेसिस
ସାଇଟୋଜେନେଟିକ୍ସ,सायटोजेनेटिक्स
ସାଇଟୋୋକାଇନ୍ସିସ୍,सायटोकिनेसिस
ସାଇଟୋଲୋଜି,सायटोलॉजी
CYTOYLISISISTS,सायटोलिसिस
ସାଇଟୋମେରେ,सायटोमेरे
ସାଇଟୋପ୍ଲାଜମ୍,साइटोप्लाझम
ବନ୍ଧାକୋବି,कोबी
କାକଟସ୍ |,कॅक्टस
କ୍ୟାଲେଣ୍ଡୋୁଲା |,कॅलेंडुला
କାନାରି ଘାସ (ଫାର୍ଲିସ୍),कॅनरी गवत (फालारिस)
କାନନା |,कॅन्ना
କ୍ୟାପିଟିସ୍,कॅपरिस
Capsicum,शिमला मिर्ची
କାରାମୋବୋଲା |,कारंबोला
କାରାସା |,कारपा
କାର୍ଡାମୋମ |,वेलची
କାର୍ନେସନ୍ |,कार्नेशन
ଗାଜର,गाजर
କାଜୁ ବାଦାମ |,काजू
କ୍ୟାସିୟା,कॅसिया
କାଷ୍ଟର |,एरंडेल
ଫୁଲକୋବି |,फुलकोबी
ସେଲରି,भाजी किंवा कोशिंबीर बनवण्यासाठी उपयुक्त अशी एक वनस्पती
ଚମ୍ପାକ୍,शॅमक
ଚେନୋପୋଡିୟମ୍,चेनोपोडियम
ଚେରି ଟମାଟୋ |,चेरी टोमॅटो
ଚେରି,चेरी
"ଛେନା, ଗ୍ରାମ |","चणा, हरभरा"
ଚିଲିସ,मिरची
ଚୀନ୍ ଟର୍ପେଣ୍ଟାଇନ୍ ଗଛ |,चीन टर्पेन्टाईन ट्री
ଚୋ-ଚାଉ,चाऊ-चाऊ
ChrysSanthemumum,क्रिसॅन्थेमम
"ଚୁଫା, ପୃଥିବୀ ବାଦାମ |","चुफा, पृथ्वी बदाम"
ସୋହୋରୀ,सिचरी
ଚିନାବାଦାମ |,दालचिनी
ଆରଟନ୍ |,सिट्रॉन
ସାଇଟ୍ରନେଲିଲା ଘାସ |,सिट्रोनेला गवत
ଜସ୍ମିନ୍ ଚ cl େ |,चमेली चढणे
ଲବଙ୍ଗ,लवंग
କ୍ଲଷ୍ଟର ବିନ୍ |,क्लस्टर बीन
କୋକୋ,कोको
ନଡ଼ିଆ |,नारळ
କଫି,कॉफी
କୋଲସ,कोलियस
କୋଲୋସିସିଆ,कोलोकेशिया
"ଉପନିବେଶ, ତିକ୍ତ ଆପଲ୍ |","कोलोसिंथ, कडू सफरचंद"
ସାଧାରଣ ପର୍ସଲେନ |,सामान्य पर्स्लेन
