Hindi,Kannada
प्रति-अवकलज,ವಿರೋಧಿ ಉತ್ಪನ್ನ
प्रतिसममित फलन,ಆಂಟಿಸಿಮೆಟ್ರಿಕ್ ಕಾರ್ಯ
"आच्छाद्य , अनु प्रयोज्य, लागू",ಅನ್ವಯಿಸುವ
"अनुप्रयोग उपयोजन,",ಅಪ್ಲಿಕೇಶನ್
अनुप्रयुक्त गतिशील प्रोग्रामन,ಅನ್ವಯಿಕ ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
अनुप्रयुक्त ज्यामिति,ಅನ್ವಯಿಕ ಜ್ಯಾಮಿತಿ
अनुप्रयुक्त गणित,ಅನ್ವಯಿಕ ಗಣಿತ
अनुप्रयुक्त सांख्यिकी,ಅನ್ವಯಿಕ ಅಂಕಿಅಂಶಗಳು
"सन्निकटतः, लगभग",ಸರಿಸುಮಾರು
सन्निकटतः संतत फलन,ಸರಿಸುಮಾರು ನಿರಂತರ ಕಾರ್ಯ
"स्थूल विधि, सन्निकट विधि",ಅಂದಾಜು ವಿಧಾನ
सन्निकट हल,ಅಂದಾಜು ಪರಿಹಾರ
सन्निकटन-समस्या,ಅಂದಾಜು ಸಮಸ್ಯೆ
सन्निकटन-गुणधर्म,ಅಂದಾಜು ಆಸ್ತಿ
अभिक्षमता-परीक्षावली,ಆಪ್ಟಿಟ್ಯೂಡ್ ಟೆಸ್ಟ್ ಬ್ಯಾಟರಿ
आरगाँ आरेख,ಅರ್ಗಾಂಡ್ ರೇಖಾಚಿತ್ರ
स्वेच्छगहीतृ,ನಿರಂಕುಶವಾಗಿ ಆಯ್ಕೆ ಮಾಡಲಾಗಿದೆ
"स्वेच्छ, यादृच्छिक",ನಿರಂಕುಶ
स्वेच्छ अचर,ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ
स्वेच्छ अवयव,ಅನಿಯಂತ್ರಿತ ಅಂಶ
स्वेच्छ बिन्दु,ಅನಿಯಂತ್ರಿತ ಬಿಂದು
आर्किमीडी नियम,ಆರ್ಕೆಮಿಡಿಯನ್ ಕಾನೂನು
आर्किमीडीज़ का नियम,ಆರ್ಕಿಮಿಡಿಸ್ ತತ್ವ
"चाप-दैर्घ्य, चाप-लम्बाई",ಆರ್ಕ್ ಉದ್ದ
वत्तृ चाप,ವೃತ್ತದ ಚಾಪ
प्रतिलोम ज्या बंटन,ಆರ್ಕ್ ಸೈನ್ ವಿತರಣೆ
प्रतिलोम ज्या रूपांतरण,ಆರ್ಕ್ ಸೈನ್ ರೂಪಾಂತರ
" क्षेत्र , क्षेत्रफल",ಪ್ರದೇಶ
क्षेत्रीय विन्यास,ಪ್ರದೇಶದ ವಿನ್ಯಾಸ
सम्मिश्र संख्या का कोणांक,ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ವಾದ
समांतर माध्य,ಅಂಕಗಣಿತದ ಸರಾಸರಿ
अंकीय संक्रिया,ಅಂಕಗಣಿತದ ಕಾರ್ಯಾಚರಣೆ
अंकीय एकक,ಅಂಕಗಣಿತದ ಘಟಕ
"विन्यास, व्यवस्था",ವ್ಯವಸ್ಥೆ
"व्यूह , सरणी",ಶ್ರೇಣಿ
कृत्रिम उपग्रह,ಕೃತಕ ಉಪಗ್ರಹ
कृत्रिम चर,ಕೃತಕ ವೇರಿಯಬಲ್
आरोहण करना,ಏರು
आरोही,ಆರೋಹಣ
परिमाण का आरोही क्रम,ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ
आरोही श्रेणी,ಆರೋಹಣ ಸರಣಿ
कोडांतरक भाषा,ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ
"नियतन समस्या नियतन प्रश्न,",ನಿಯೋಜನೆ ಸಮಸ್ಯೆ
साहचर्य नियम,ಸಹಾಯಕ ಕಾನೂನು
संकारकों का साहचर्य नियम,ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ಕಾನೂನು
साहचर्य-संक्रिया,ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ
सहचारिता,ಸಹಭಾಗಿತ್ವ
कल्पित माध्य,ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ
कल्पित प्रायिकता बंटन,ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ
" कल्पना , गृहीत,",ಊಹೆ
ज्योतिष,ಜ್ಯೋತಿಷ್ಯ
"अंतरिक्षयानिक इंजीनियर अंतराळी अभियंता,",ಗಗನಯಾತ್ರಿ ಇಂಜಿನಿಯರ್
खगोलज्ञ*,ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ
खगोलीय घड़ी,ಖಗೋಳ ಗಡಿಯಾರ
खगोलिकी,ಖಗೋಳಶಾಸ್ತ್ರ
असममित वक्र,ಅಸಮವಾದ ಕರ್ವ್
असममिति,ಅಸಿಮ್ಮೆಟ್ರಿ
अनंतस्पर्शी,ಲಕ್ಷಣರಹಿತ
उपगामी,ಲಕ್ಷಣರಹಿತ
उपगामी दक्ष आकलक,ಲಕ್ಷಣರಹಿತ ಪರಿಣಾಮಕಾರಿ ಅಂದಾಜುಗಾರ
उपगामी अनभिनत आकलक,ಲಕ್ಷಣರಹಿತವಾಗಿ ನಿಷ್ಪಕ್ಷಪಾತ ಅಂದಾಜುಗಾರ
उपगामी आचरण,ಲಕ್ಷಣರಹಿತ ನಡವಳಿಕೆ
उपगामी बंटन-फलन,ಲಕ್ಷಣರಹಿತ ವಿತರಣಾ ಕಾರ್ಯ
उपगामी प्रसार,ಲಕ್ಷಣರಹಿತ ವಿಸ್ತರಣೆ
वायु मंडलीय दाब,ವಾತಾವರಣದ ಒತ್ತಡ
"यदृच्छया,",ಯಾದೃಚ್ಛಿಕವಾಗಿ
गुण*,ಗುಣಲಕ್ಷಣ
गुण-प्रतिचयन-क्रियाविधि,ಮಾದರಿ ವಿಧಾನದ ಗುಣಲಕ್ಷಣಗಳು
संवर्धित आव्यूह,ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್
स्वसहसंबंध गुणांक,ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ
स्वसहसंबंध फलन,ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ
स्वसहप्रसरण,ಆಟೋಕೋವೇರಿಯನ್ಸ್
स्वचालित अभिकलित्र,ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್
स्वसमाश्रयण,ಸ್ವಯಂ ಹಿನ್ನಡೆ
सहायक समीकरण,ಸಹಾಯಕ ಸಮೀಕರಣ
माध्य प्रतिदर्श संख्या वक्र (मा.प्र.सं. वक्र),ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (ASN ಕರ್ವ್)
" स्वयंसिद्‌ध , अभिगृहीत",ಮೂಲತತ್ವ
अभिगहीती दृष्टिकोण,ಅಕ್ಷೀಯ ವಿಧಾನ
प्रायिकता अभिगृहीत,ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ
अक्ष,ಅಕ್ಷರೇಖೆ
भुजाक्ष,ಅಬ್ಸಿಸ್ಸಾದ ಅಕ್ಷ
भू-अक्ष,ಭೂಮಿಯ ಅಕ್ಷ
परिक्रमण-अक्ष,ಕ್ರಾಂತಿಯ ಅಕ್ಷ
घूर्णन अक्ष,ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ
प्रचक्रण-अक्ष,ಸ್ಪಿನ್ ಅಕ್ಷ
पश्च-प्रतिस्थापन,ಬ್ಯಾಕ್-ಬದಲಿ
पश्चांतर,ಹಿಂದುಳಿದ ವ್ಯತ್ಯಾಸ
पश्च अंतर्वेशन-सूत्र,ಹಿಂದುಳಿದ-ಪ್ರಕ್ಷೇಪಣ ಸೂತ್ರ
"तुला, तराजू , संतु लन , शेष, बाकी , संतुलित होना, संतुलित करना",ಸಮತೋಲನ
संतुलित अभिकल्पना,ಸಮತೋಲಿತ ವಿನ್ಯಾಸ
तुलन-पत्र,ಆಯವ್ಯಯ ಪಟ್ಟಿ
प्रक्षेपास्त्र,ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಕ್ಷಿಪಣಿ
"प्राक्षेपिकी, अस्त्र विज्ञान",ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್
" स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी , रोधिका, भित्ति , बार , रेखा, रेखिका , परीक्षण रेखा, धार",ಬಾರ್
"आधार , क्षारक , अधम , मूल , बेस",ಬೇಸ್
आधार कोण,ಮೂಲ ಕೋನ
"लघुगणक का आधार, लॉगरिथ्म का आधार",ಲಾಗರಿಥಮ್ನ ಆಧಾರ
"आधारी, मूल,",ಮೂಲಭೂತ
आधारी सुसंगत हल,ಮೂಲ ಕಾರ್ಯಸಾಧ್ಯ ಪರಿಹಾರ
आधारी हल,ಮೂಲ ಪರಿಹಾರ
आधारी चर,ಮೂಲ ವೇರಿಯಬಲ್
आधारक,ಆಧಾರದ
आधार अवयव,ಆಧಾರ ಅಂಶ
आधारी आव्यूह,ಆಧಾರ ಮ್ಯಾಟ್ರಿಕ್ಸ್
सदिश समष्टि का आधार,ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ
उपसमष्टि का आधार,ಉಪಸ್ಥಳದ ಆಧಾರ
बेज़-आकल,ಬೇಸಿಯನ್ ಅಂದಾಜು
बेज़-नियम,ಬೇಯ್ಸ್ ಕಾನೂನು
बेज़-प्रमेय,ಬೇಯಸ್ ಪ್ರಮೇಯ
बर्नूली-बंटन,ಬರ್ನೌಲ್ಲಿ ವಿತರಣೆ
बर्नूली संख्या,ಬರ್ನೌಲ್ಲಿ ಸಂಖ್ಯೆ
बर्नूली प्रायिकता-फलन,ಬರ್ನೌಲ್ಲಿ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ
बर्नूली-समीकरण,ಬರ್ನೌಲಿಯ ಸಮೀಕರಣ
बेरी फलन,ಬೆರ್ರಿ ಕಾರ್ಯ
श्रेष्ठतम आसंजन,ಅತ್ಯುತ್ತಮ ಫಿಟ್
श्रेष्ठतम आसंजन रेखा,ಅತ್ಯುತ್ತಮ - ಫಿಟ್ ಲೈನ್
सर्वोत्तम हल,ಉತ್ತಮ ಪರಿಹಾರ
सर्वोत्तम युक्तियाँ,ಅತ್ಯುತ್ತಮ ತಂತ್ರಗಳು
बीटा बंटन,ಬೀಟಾ ವಿತರಣೆ
"अभिनति, बायस",ಪಕ್ಷಪಾತ
अभिनत आकल,ಪಕ್ಷಪಾತದ ಅಂದಾಜು
द्विप्रसंवादी समीकरण,ಬೈಹಾರ್ಮೋನಿಕ್ ಸಮೀಕರಣ
एकैकी आच्छादन,ಬೈಜೆಕ್ಷನ್
एकैकी आच्छादी प्रतिचित्र,ಬೈಜೆಕ್ಟಿವ್ ನಕ್ಷೆ
एकैकी आच्छादी प्रतिचित्रण,ಬೈಜೆಕ್ಟಿವ್ ಮ್ಯಾಪಿಂಗ್
द्विएकघाती समघात,ಬೈಲಿನಿಯರ್ ರೂಪ
द्विरैखिक फलन,ಬೈಲಿನಿಯರ್ ಕಾರ್ಯ
द्विरैखिक हर्मिटीय समघात,ಬೈಲಿನಿಯರ್ ಹರ್ಮಿಟಿಯನ್ ರೂಪ
"द्वि-चर, द्वि-आधारी, द्वयी",ಅವಳಿ
"द्वि-आधारी कोड, द्विआधारी कूट",ಬೈನರಿ ಕೋಡ್
"द्वि-आधारी कूट दशमलव, द्वि-आधारी कोडित दशमलव",ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ
द्वि-आधारी कूटलेखन,ಬೈನರಿ ಕೋಡಿಂಗ್
द्वि-आधारी अभिकलित्र,ಬೈನರಿ ಕಂಪ್ಯೂಟರ್
द्वि-आधारी अंक,ದ್ವಿಮಾನ ಅಂಕಿ
द्विआधारी संक्रिया,ಬೈನರಿ ಕಾರ್ಯಾಚರಣೆ
द्विआधारी पद्‌धति,ಬೈನರಿ ಸಿಸ್ಟಮ್
द्विआधारी चर,ಬೈನರಿ ವೇರಿಯಬಲ್
द्विपद गुणांक,ದ್ವಿಪದ ಗುಣಾಂಕ
द्विपद बंटन,ದ್ವಿಪದ ವಿತರಣೆ
द्विपद समीकरण,ದ್ವಿಪದ ಸಮೀಕರಣ
द्विपद प्रसरण,ದ್ವಿಪದ ವಿಸ್ತರಣೆ
द्विपद व्यंजक,ದ್ವಿಪದ ಅಭಿವ್ಯಕ್ತಿ
द्विपद यादृच्छिक चर,ದ್ವಿಪದ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
द्विपद-प्रमेय,ದ್ವಿಪದ ಪ್ರಮೇಯ
"अर्धन, द्विभाजन",ಇಬ್ಭಾಗ
"समद्विभाजन विधि, अर्धीकरण विधि",ವಿಭಜನಾ ವಿಧಾನ
"अर्धक, द्विभाजक",ದ್ವಿಭಾಜಕ
"द्विपंक्तिक, द्विश्रेणिक",ಬೈಸೀರಿಯಲ್
"द्वयंक (द्विआधारी अंक) , अणी, बरमी , टूक",ಸ್ವಲ್ಪ
द्विचर द्विपद-बंटन द्विचल,ದ್ವಿಪದ ದ್ವಿಪದ ವಿತರಣೆ
द्विचर सहसंबंध गुणांक,ದ್ವಿಗುಣ ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ
द्विचर बंटन,ದ್ವಿಗುಣ ವಿತರಣೆ
द्विचर प्रसामान्य-बंटन,ದ್ವಿಗುಣ ಸಾಮಾನ್ಯ ವಿತರಣೆ
द्विसदिश,ಬೈವೆಕ್ಟರ್
बोल्ट्मान समीकरण,ಬೋಲ್ಟ್ಜ್‌ಮನ್ ಸಮೀಕರಣ
बूलीय बीजावली*,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ
बोस-आइन्स्टाइन सांख्यिकी,ಬೋಸ್ - ಐನ್ಸ್ಟೈನ್ ಅಂಕಿಅಂಶಗಳು
परिसीमा प्रतिबन्ध,ಗಡಿ ಸ್ಥಿತಿ
परिसीमा स्तर,ಗಡಿ ಪದರ
परिसीमा रेखा,ಗಡಿ ರೇಖೆ
परिसीमा मान,ಗಡಿ ಮೌಲ್ಯ
परिसीमा मान समस्या,ಗಡಿ ಮೌಲ್ಯದ ಸಮಸ್ಯೆ
"परिबद्‌ध फलन परिबद्‌ध फल,",ಸೀಮಿತ ಕಾರ್ಯ
"परिबद्‌ध मैट्रिक्स, परिबद्‌ध आव्यूह परिबद्‌ध सारणी,",ಬೌಂಡೆಡ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
"परिबद्‌ध प्रदेश परिबद्‌ध प्रदेश,",ಗಡಿ ಪ್ರದೇಶ
"परिबद्‌ध समच्चय परिबद्‌ध संच,",ಸೀಮಿತ ಸೆಟ್
ब्राउनी गति,ಬ್ರೌನಿಯನ್ ಚಲನೆ
परिकलन करना,ಲೆಕ್ಕಾಚಾರ
परिकलन,ಲೆಕ್ಕಾಚಾರ
"परिकलन-यंत्र, परिकलित्र",ಲೆಕ್ಕಾಚಾರ ಯಂತ್ರ
परिकलन*,ಲೆಕ್ಕಾಚಾರ
परिकलनात्मक क्रिया विधि,ಲೆಕ್ಕಾಚಾರದ ಕಾರ್ಯವಿಧಾನ
" परिकलित्र , परिकलक",ಕ್ಯಾಲ್ಕುಲೇಟರ್
"कलन, कैलकुलस",ಕಲನಶಾಸ್ತ್ರ
विचरण-कलन,ವ್ಯತ್ಯಾಸದ ಕಲನಶಾಸ್ತ್ರ
कैलोरी,ಕ್ಯಾಲೋರಿ
निरसन नियम,ರದ್ದತಿ ಕಾನೂನು
विहित समीकरण,ಅಂಗೀಕೃತ ಸಮೀಕರಣ
विहित रूप,ಅಂಗೀಕೃತ ರೂಪ
"विहित मैट्रिक्स, के नानिकल मैट्रिक्स",ಅಂಗೀಕೃತ ಮ್ಯಾಟ್ರಿಕ್ಸ್
कैन्टर समुच्चय,ಕ್ಯಾಂಟರ್ ಸೆಟ್
कैन्टर त्रिआधारी समुच्चय,ಕ್ಯಾಂಟರ್‌ನ ತ್ರಯಾತ್ಮಕ ಸೆಟ್
परिबंधित परिवहन समस्या,ಸಾಮರ್ಥ್ಯದ ಸಾರಿಗೆ ಸಮಸ್ಯೆ
क्षमता,ಸಾಮರ್ಥ್ಯ
केशिका-बल,ಕ್ಯಾಪಿಲ್ಲರಿ ಬಲ
"गणन संख्या, कार्डिनल संख्या",ಕಾರ್ಡಿನಲ್ ಸಂಖ್ಯೆ
कार्तीय अक्ष,ಕಾರ್ಟೇಶಿಯನ್ ಅಕ್ಷಗಳು
कार्तीय निर्देशांक,ಕಾರ್ಟೇಶಿಯನ್ ನಿರ್ದೇಶಾಂಕಗಳು
कार्तीय गुणन,ಕಾರ್ಟೇಶಿಯನ್ ಉತ್ಪನ್ನ
समुच्चयों का कार्तीय गुणन,ಸೆಟ್‌ಗಳ ಕಾರ್ಟೇಶಿಯನ್ ಉತ್ಪನ್ನ
"केस अध्ययन, वस्तुस्थिति अध्ययन",ಉದಾಹರಣಾ ಪರಿಶೀಲನೆ
विपत्तिपूर्ण उच्चावचन,ದುರಂತದ ಏರಿಳಿತ
कैटिनरी,ಕ್ಯಾಟೆನರಿ
कौशी बंटन,ಕೌಚಿ ವಿತರಣೆ
कौशी सूत्र,ಕೌಚಿ ಸೂತ್ರ
कौशी-गूर्सा-प्रमेय,ಕೌಚಿ ಗೌರ್ಸಾಟ್ ಪ್ರಮೇಯ
कौशी-रीमान-प्रतिबंध,ಕೌಚಿ ರೀಮನ್ ಪರಿಸ್ಥಿತಿಗಳು
कौशी अनुक्रम,ಕೌಚಿ ಅನುಕ್ರಮ
कौशी समाकल,ಕೌಚಿ ಅವಿಭಾಜ್ಯ
कौशी मुख्य-मान,ಕೌಚಿ ಪ್ರಧಾನ ಮೌಲ್ಯ
कौशी अवशेष प्रमेय,ಕೌಚಿ ಶೇಷ ಪ್ರಮೇಯ
कैले-हैमिल्टन-प्रमेय,ಕೇಲಿ ಹ್ಯಾಮಿಲ್ಟನ್ ಪ್ರಮೇಯ
"खपिंड, खगोलीय पिंड",ಆಕಾಶಕಾಯ
खगोलीय माप,ಆಕಾಶ ಮಾಪನ
