Bengali,English
ভোটাধিকার জন্য বয়স,Age for suffrage
বয়স সীমা,Age limit
এজেন্সি,Agency
আলোচ্যসূচি,Agenda
অবসর বয়স,Age of retirement
তদারকির বয়স,Age of superannuation
সমষ্টি,Aggregation
আক্রান্ত,Aggrieved
আন্দোলন,Agitation
এজিএম,AGM
চুক্তি,Agreement
চুক্তি ফর্ম,Agreement form
কৃষি,Agriculture
শস্য উৎপাদন কেন্দ্র,Agro-industry
সাহায্য,Aid
অ্যালার্ম,Alarm
সতর্কতা,Alertness
ওরফে,Alias
অভিযোগ,Allegation
আনুগত্য,Allegiance
জোট,Alliance
মিত্র পরিষেবা,Allied services
সমস্ত অন্তর্ভুক্ত ব্যয়,All inclusive cost
সমস্ত ভারত পরিষেবা,All India Services
বরাদ্দ,Allocation
বরাদ্দ,Allotment
বরাদ্দ চিঠি,Allotment letter
বরাদ্দ,Allottee
অনুমোদিত,Allowable
অনুমোদিত ব্যয়,Allowable expenses
একটি আপিলের অনুমতি দিন,Allow an appeal
ভাতা,Allowance
সমস্ত অধিকার সংরক্ষিত,All rights reserved
বর্ণমালা অর্ডার,Alphabetic order
বিক্ষোভ,Altercation
বিকল্প,Alternate
বিকল্প,Alternative
সংমিশ্রণ,Amalgamation
সংশোধিত খসড়া,Amended draft
সংশোধন,Amendment
সুযোগ,Amenity
মায়াময়,Amicable
গোলাবারুদ,Ammunition
Debt ণের or ণদান,Amortization of debt
পরিমাণ,Amount
পেনশন পরিমাণ,Amount of pension
সাদৃশ্য পোস্ট,Analogous post
বিশ্লেষণ,Analysis
বিশ্লেষণাত্মক অধ্যয়ন,Analytical study
পূর্বপুরুষ,Ancestor
আনুষঙ্গিক শিল্প,Ancillary industry
শত্রুতা,Animosity
সংযুক্তি,Annexure
বার্ষিকী,Anniversary
ঘোষণা,Announcement
বিরক্তি,Annoyance
বার্ষিক আর্থিক বিবৃতি,Annual financial statement
বার্ষিক প্রতিবেদন,Annual report
বার্ষিকী,Annuity
বেনামে,Anonymous
বেনামে অভিযোগ,Anonymous complaint
উত্তরযোগ্যতা,Answerability
উত্তরপত্র,Answer sheet
বিরোধী,Antagonist
পূর্বসূরি,Antecedents
প্রত্যাশিত ব্যয়,Anticipated expenditure
প্রত্যাশিত আয়,Anticipated income
অগ্রজ্ঞান,Anticipation
প্রত্যাশিত জামিন,Anticipatory bail
দুর্নীতি দমন ব্যবস্থা,Anti-corruption measure
অ্যান্টি-ডাম্পিং,Anti-dumping
প্রাচীন,Antique
বর্ণবাদ,Apartheid
উদাসীনতা,Apathy
অ্যাপেক্স বডি,Apex body
ক্ষমা প্রার্থনা,Apology
আবেদন,Appeal
চেহারা,Appearance
সন্তুষ্টি,Appeasement
আপিল ট্রাইব্যুনাল,Appellate tribunal
পরিশিষ্ট,Appendix
যন্ত্রপাতি,Appliance
প্রযোজ্য,Applicable
প্রার্থী,Applicant
আবেদন,Application
আবেদনপত্র,Application form
প্রয়োগ,Applied
প্রয়োগ করুন,Apply
নিয়োগ,Appointee
কর্তৃপক্ষ নিয়োগ,Appointing authority
অ্যাপয়েন্টমেন্ট,Appointment
নিয়োগপত্র,Appointment letter
মন্ত্রিপরিষদের অ্যাপয়েন্টমেন্ট কমিটি,Appointments Committee of the Cabinet
মজুরির অংশ,Apportionment of wages
মূল্যায়ন,Appraisal
মূল্যায়নকারী,Appraiser
প্রশংসা,Appreciation
আশঙ্কা,Apprehension
শিক্ষানবিশ,Apprentice
পদ্ধতির,Approach
যথাযথ,Appropriate
যথাযথ ব্যবস্থা,Appropriate action
উপযুক্ত মাথা,Appropriate head
বরাদ্দ,Appropriation
অনুমোদন,Approval
আনুমানিক,Approximate
বুদ্ধিমত্তার পরীক্ষা,Aptitude test
ইচ্ছামত,Arbitrary
সালিশ,Arbitrate
সালিশ,Arbitration
আরবিট্রেশন ট্রাইব্যুনাল,Arbitration tribunal
সালিস,Arbitrator
আর্কিটেকচার,Architecture
সংরক্ষণাগার,Archives
অঞ্চল,Area
অঞ্চল সদর দফতর,Area headquarter
যুক্তি,Argument
উত্থিত,Arise
সশস্ত্র বাহিনী,Armed forces
ব্যবস্থা,Arrangement
বকেয়া,Arrear
বকেয়া বিবৃতি,Arrear statement
আগমনের প্রতিবেদন,Arrival report
অহংকার,Arrogance
আর্সেনাল,Arsenal
নিবন্ধ,Article
সমিতির নিবন্ধ,Articles of association
নিবন্ধ,Articles
উর্দ্ধক্রমানুসারে,Ascending order
নিরূপণ করা,Ascertain
যেমনটি যেখানে,As is where is
দিক,Aspect
Aspersion,Aspersion
হত্যাকাণ্ড,Assassination
হামলা,Assault
একত্রিত করা,Assemble
সমাবেশ,Assembly
সম্মতি,Assent
জাহির করা,Assert
মূল্যায়নকারী,Assessee
মূল্যায়ন,Assessment
মূল্যায়ন বছর,Assessment year
মূল্যায়নকারী,Assessor
সম্পদ,Assets
Assignee,Assignee
অ্যাসাইনমেন্ট,Assignment
নিয়োগকারী,Assignor
সহায়তা,Assistance
সহযোগী,Associate
সংঘ,Association
চার্জ অনুমান,Assumption of charge
আশ্বাস,Assurance
আশ্বাস সংস্থা,Assurance company
আশ্বাস,Assure
ছাড় এ,At discount
পারমাণবিক শক্তি,Atomic power
সমমূল্যে,At par
প্রিমিয়ামে,At premium
সংযুক্ত,Attach
সংযুক্ত অফিস,Attached office
সংযুক্তি,Attachment
সংযুক্তি আদেশ,Attachment order
অর্জন,Attainment
চেষ্টা,Attempt
উপস্থিতি,Attendance
উপস্থিতি নিবন্ধ,Attendance register
উপস্থিতি স্লিপ,Attendance slip
মনোযোগ,Attention
সত্যতা,Attestation
সত্যায়িত অনুলিপি,Attested copy
মনোভাব,Attitude
আকর্ষণীয় বেতন,Attractive salary
নিলাম,Auction
নিলামকারী,Auctioneer
নিলাম বিক্রয়,Auction sale
শ্রোতা,Audience
অডিও-ভিজ্যুয়াল ডিসপ্লে,Audio-visual display
অডিও-ভিজ্যুয়াল প্রচার,Audio-visual publicity
নিরীক্ষা,Audit
নিরীক্ষিত অ্যাকাউন্ট,Audited accounts
নিরীক্ষিত ব্যালেন্স শীট,Audited balance sheet
নিরীক্ষণ,Auditing
নিরীক্ষা আপত্তি,Audit objection
নিরীক্ষকের প্রতিবেদন,Auditor's report
অডিটোরিয়াম,Auditorium
অডিট অনুচ্ছেদ,Audit paragraph
অডিট রিপোর্ট,Audit report
কঠোরতা,Austerity
কঠোরতা ব্যবস্থা,Austerity measures
খাঁটি,Authentic
অনুমোদিত প্রতিনিধি,Authorised representative
কর্তৃত্বমূলক,Authoritative
কর্তৃপক্ষ,Authority
কর্তৃপক্ষের চিঠি,Authority letter
অনুমোদিত,Authorized
স্বীকৃত মূলধন,Authorized capital
স্বয়ংক্রিয়,Automatic
স্বায়ত্তশাসিত,Autonomous
স্বায়ত্তশাসিত শরীর,Autonomous body
স্বায়ত্তশাসন,Autonomy
সহায়ক,Auxiliary
উপলব্ধ,Available
গড়,Average
গড় ছুটি,Average leave
বিপর্যয়,Aversion
এড়ানো,Avert
এড়াতে,Avoid
কর এড়ানো,Avoidance of tax
অপেক্ষা করছি,Awaited
পুরষ্কার,Award
পুরষ্কার কর্তৃপক্ষ,Awarding authority
সচেতনতা,Awareness
ব্যাকডেটেড,Backdated
পটভূমি,Background
জমা কাজ,Back log
ফিরে,Back out
পিছনে রেফারেন্স,Back reference
ব্যাক আপ,Back up
পশ্চাদপদ শ্রেণি,Backward classes
পশ্চাদপদ উপজাতি,Backward tribe
খারাপ দর কষাকষি,Bad bargain
খারাপ আচরণ,Bad behaviour
খারাপ চরিত্র,Bad character
খারাপ জলবায়ু ভাতা,Bad climate allowance
খারাপ আচরণ,Bad conduct
খারাপ ঋণ,Bad debt
লাগেজ,Baggage
জামিন,Bail
ভারসাম্য,Balance
ভারসাম্য নামা,Balance brought down
ভারসাম্য এগিয়ে আনা,Balance brought forward
সুষম বাজেট,Balanced budget
ব্যালেন্স শীট,Balance sheet
ব্যালট,Ballot
ব্যালট বাক্স,Ballot box
ভোট পত্র,Ballot paper
নিষেধাজ্ঞা,Ban
ব্যাংক,Bank
ব্যাংক হিসাব,Bank account
ব্যাংক ভারসাম্য,Bank balance
ব্যাংক চার্জ,Bank charges
ব্যাংক গ্যারান্টি,Bank guarantee
ব্যাংক ছুটির দিন,Bank holiday
ব্যাংকিং সুবিধা,Banking facility
ব্যাংকিং সময়,Banking hours
ব্যাংকিং লেনদেন,Banking transaction
ব্যাংক হার,Bank rate
ব্যাংক পুনর্মিলন,Bank reconciliation
দেউলিয়া,Bankrupt
ব্যাংক সুরক্ষা,Bank security
ব্যাংক দলিল,Bank statement
বনভোজন,Banquet
বার কাউন্সিল,Bar council
দর কষাকষি,Bargain
দর কষাকষি,Bargaining
অনুর্বর জমি,Barren land
বার্টার,Barter
বেস,Base
ভিত্তিহীন,Baseless
বেসমেন্ট,Basement
ভিত্তিবছর,Base year
বেসিক,Basic
মূলত,Basically
বেসিক বুদ্ধি,Basic intelligence
মূল বেতন,Basic pay
বেতনের প্রাথমিক স্কেল,Basic scale of pay
মৌলিক প্রশিক্ষণ,Basic training
ভিত্তি,Basis
ব্যাচ,Batch
ব্যাচ নাম্বার,Batch number
বহনকারী চেক,Bearer cheque
উদ্ধৃত করার আগে,Before cited
আচরণ,Behaviour
বিশ্বাস,Belief
নীচে নীচে,Below par
এজলাস,Bench
মাপকাঠি,Benchmark
উপকারী,Beneficial
মৃত ব্যক্তির সম্পত্তির উত্তরাধিকারী,Beneficiary
উপকার,Benefit
দ্বিধার সুবিধা,Benefit of doubt
দানশীলতা,Benevolence
দানশীল তহবিল,Benevolent fund
উইল,Bequeath
উইল,Bequest
শোক,Bereaved
সেরা প্রচেষ্টা,Best endeavours
উন্নততা,Betterment
পক্ষপাত,Bias
পক্ষপাতদুষ্ট মতামত,Biased opinion
গ্রন্থপঞ্জি,Bibliography
দ্বিবার্ষিক,Biennial
দ্বিখণ্ডিত,Bifurcate
বিগামি,Bigamy
দ্বিপক্ষীয়,Bilateral
দ্বিভাষিক,Bilingual
দ্বিখণ্ডিত,Bicameral
বিল,Bill
বিনিময় বিল,Bill of exchange
দ্বিখণ্ডিত প্রতিবেদন,Bimonthly report
বাঁধাই,Binding
বায়োডাটা,Biodata
দ্বিপক্ষীয়,Bipartite
দ্বিপক্ষীয় চুক্তি,Bipartite agreement
জন্ম বার্ষিকী,Birth anniversary
জন্ম সনদ,Birth certificate
জন্ম নিয়ন্ত্রণ,Birth control
জন্ম তারিখ,Birth date
জন্মের জায়গা,Birth place
জন্ম হার,Birth rate
দ্বিপক্ষীয়,Biweekly
কালো অর্থনীতি,Black economy
কালো তালিকা,Black list
ব্ল্যাকমেল,Blackmail
কালোবাজার,Black market
দোষ,Blame
ফাঁকা চেক,Blank cheque
কম্বল ডিল,Blanket deal
কম্বল আদেশ,Blanket order
বিস্ফোরণ,Blast
মিশ্রণ,Blending
ব্লক,Block
অবরোধ,Blockade
অবরুদ্ধ মূলধন,Blocked capital
ব্লক লেটার,Block letter
রক্তদান,Blood donation
রক্ত সম্পর্ক,Blood relations
নীল কলার কাজ,Blue collar job
ব্লুপ্রিন্ট,Blueprint
ব্লাফ,Bluff
বোর্ড,Board
বোর্ডিং এবং থাকার ব্যবস্থা,Boarding and lodging
পরিচালনা পর্ষদ,Board of directors
রাজস্ব বোর্ড,Board of revenue
দেহ,Body
দেহরক্ষী,Bodyguard
বোগাস ভাউচার,Bogus voucher
সদিচ্ছা,Bonafides
বন্ধন,Bond
চুক্তিভুক্ত শ্রমিক,Bonded labour
বোনাস,Bonus
বুকিং অফিস,Booking office
বই-রক্ষক,Book-keeper
বই-রক্ষণাবেক্ষণ,Book-keeping
পুস্তিকা,Booklet
রেফারেন্স বই,Book of reference
বই মান,Book value
বুথ,Booth
বুথ ক্যাপচারিং,Booth capturing
সীমান্ত ভাতা,Border allowance
বর্ডার লাইন,Border line
Or ণগ্রহীতা,Borrower
Orrow ণ ক্ষমতা,Borrowing power
বস,Boss
বাধা,Bottleneck
বন্ধনী,Bracket
সীমানা,Boundary
বয়কট,Boycott
মেধা পাচার,Brain drain
শাখা কার্যালয়,Branch office
লঙ্ঘন,Breach
চুক্তি লঙ্ঘন,Breach of agreement
আত্মবিশ্বাস লঙ্ঘন,Breach of confidence
চুক্তি লঙ্ঘন,Breach of contract
শৃঙ্খলা লঙ্ঘন,Breach of discipline
আইন লঙ্ঘন,Breach of law
শান্তি লঙ্ঘন,Breach of peace
অধিকার লঙ্ঘন,Breach of privilege
প্রতিশ্রুতি লঙ্ঘন,Breach of promise
নিয়ম লঙ্ঘন,Breach of rule
বিশ্বাস ভঙ্গ,Breach of trust
বিরতি,Breakage
ভাঙ্গা,Break down
পরিষেবা বিরতি,Break in service
বিচ্ছিন্ন,Break-up
প্রজনন,Breed
ঘুষ,Bribe
সংক্ষিপ্ত,Brief
সারসংক্ষেপ,Briefing
সংক্ষিপ্ত পুনঃসূচনা,Brief resume
উজ্জ্বল রেকর্ড,Brilliant record
নোটিশ আনুন,Bring into notice
সম্প্রচার,Broadcast
ব্রডশিট,Broadsheet
ব্রোশিওর,Brochure
দালালি,Brokerage
এগিয়ে আনা (বি/এফ),Brought forward (b/f)
বাজেট বরাদ্দ,Budget allocation
বুগেটারি নিয়ন্ত্রণ,Bugetary control
বাজেটের অনুমান,Budget estimate
বাজেট বিধান,Budget provision
বিল্ডিং,Building
স্তূপ,Bulk
বাল্ক ক্রয়,Bulk purchase
বুলেটিন,Bulletin
বাম্পার ফসল,Bumper crop
শূন্যপদ গুচ্ছ,Bunching of vacancies
বাংগল,Bungling
আমলাতন্ত্র,Bureaucracy
আমলা,Bureaucrat
ব্যবসায়িক শ্রেণী,Business class
ব্যবসায়ের সময় (= ব্যবসায়ের ঘন্টা),Business hours (= hours of business)
ব্যবসায়ী,Businessman
কিনুন,Buy-back
ক্রেতা,Buyer
বাই নির্বাচন (= নির্বাচনের মাধ্যমে),Bye election (=by election)
হাতের দ্বারা,By hand
পোস্ট দ্বারা,By post
কেবিন লাগেজ,Cabin baggage
মন্ত্রিসভা,Cabinet
ক্যাডার,Cadre
বিপর্যয়,Calamity
গণনা,Calculation
ক্যালেন্ডার বছর,Calendar year
প্রচার,Campaign
ক্যাম্পাস,Campus
ক্যাম্পাসের সাক্ষাত্কার,Campus interview
বাতিল,Cancel
বাতিল,Cancellation
প্রার্থী,Candidate
প্রার্থিতা,Candidature
ক্যানভাসিং,Canvassing
ক্ষমতা,Capability
সক্ষম,Capable
ক্ষমতা,Capacity
মূলধন,Capital
মূলধন ব্যয়,Capital expenditure
মৃত্যুদণ্ড,Capital punishment
ক্যাপিটেশন ফি,Capitation fee
ক্যাপচার,Capture
যত্ন,Care
ক্যারিয়ার,Career
পেশার উন্নয়ন,Career development
তত্ত্বাবধায়ক সরকার,Caretaker government
এগিয়ে নিয়ে যাওয়া (সি/এফ),Carried forward (c/f)
জের টানা,Carry forward
পরিবহণ খরচ,Carrying cost
বহন করুন,Carry over
কার্টেজ,Cartage
কেস,Case
কেস স্টাডি,Case study
নগদ,Cash
নগদ ভারসাম্য,Cash balance
নগদ বই,Cash book
টাকার কার্ড,Cash card
নগদ শংসাপত্র,Cash certificate
টাকা প্রদান কেন্দ্র,Cash counter
অর্থকরী ফসল,Cash crop
নগদ ছাড়,Cash discount
নগদ ডাউন,Cash down
হাতে নগদ,Cash in hand
নগদ মেমো,Cash memo
নগদে টাকা প্রদান,Cash payment
জাত,Caste
বর্ণের শংসাপত্র,Caste certificate
দুই মেয়ে,Casting vote
নৈমিত্তিক,Casual
নৈমিত্তিক শ্রম,Casual labour
নৈমিত্তিক ছুটি,Casual leave
দুর্ঘটনা,Casualty
নৈমিত্তিক কর্মখালি,Casual vacancy
ক্যাটালগ,Catalogue
শ্রেণিবদ্ধ,Categorical
বিভাগ,Category
খাদ্য পরিবেশন সেবা,Catering service
সতর্ক করা,Caution
সতর্কতা টাকা,Caution money
আগুন বন্ধ,Cease fire
"সিলিং (""দাম"" হিসাবে)","Ceiling (as of ""price"")"
উদযাপন,Celebration
মুঠোফোন,Cell phone
সেন্সর,Censor
সেন্সর,Censure
সেন্সর গতি,Censure motion
জনগণনা,Census
কেন্দ্রীয় সেস,Central cess
কেন্দ্রীয় সিভিল সার্ভিস বিধি,Central civil service  rules
কেন্দ্রীয় আবগারি,Central excise
কেন্দ্রীয় সরকার,Central government
কেন্দ্রীয়করণ,Centralization
কেন্দ্রীভূত পরিষেবা,Centralized service
কেন্দ্রীয়ভাবে অর্থায়িত স্কিম,Centrally funded scheme
কেন্দ্রীয়ভাবে স্পনসর করা স্কিম,Centrally sponsored scheme
কেন্দ্রীয় কার্যালয়,Central office
কেন্দ্রীয় রাজস্ব,Central revenues
কেন্দ্রীয় বিক্রয় কর,Central sales tax
কেন্দ্র,Centre
সেঞ্চুরি,Century
সিরিয়াল,Cereal
সিরিয়ালিস্ট,Cerealist
আনুষ্ঠানিক কুচকাওয়াজ,Ceremonial parade
অনুষ্ঠান,Ceremony
সনদপত্র,Certificate
ফিটনেসের শংসাপত্র,Certificate of fitness
পোস্টিং শংসাপত্র,Certificate of posting
পরিষেবার শংসাপত্র,Certificate of service
শংসাপত্র,Certification
প্রত্যয়িত কপি,Certified copy
প্রত্যয়িত,Certify
সেস,Cess
অবসান,Cessation
চেইন,Chain
চেয়ারম্যান/চেয়ারপারসন,Chairman/chairperson
চালান,Challan
চ্যালেঞ্জ,Challenge
চেম্বার,Chamber
ব্যবসা মালিক সমিতি,Chamber of commerce
পরিবর্তন,Change
বিশৃঙ্খলা,Chaos
অধ্যায়,Chapter
চরিত্র হত্যাকাণ্ড,Character assassination
চরিত্র শংসাপত্র,Character certificate
চার্জ,Charge
সম্পত্তি উপর চার্জ,Charge over property
অভিযোগ পত্র,Charge sheet
দাতব্য,Charitable
দানশীলতা,Charity
চার্ট,Chart
সনদ,Charter
চ্যাসিস নম্বর,Chasis number
প্রতারণা,Cheating
পরীক্ষা করুন,Check
তালিকা পরীক্ষা করুন,Check list
পোস্ট পরীক্ষা করুন,Check post
রসায়নবিদ,Chemist
পরীক্ষা করুন,Cheque
চেক করুন,Cheque let
প্রধান,Chief
শিশুদের শিক্ষা ভাতা,Children education allowance
শিশু শোষণ,Child exploitation
শিশু শ্রম,Child labour
শিশু কল্যাণ,Child welfare
দীর্ঘস্থায়ী,Chronic
কালানুক্রমিক ক্রম (= কালানুক্রমিক ক্রম),Chronological order(=chronological sequence)
বৃত্ত,Circle
সার্কিট হাউস,Circuit house
বিজ্ঞপ্তি (= বৃত্তাকার অক্ষর),Circular (=circular letter)
প্রচলন,Circulation
পরিস্থিতি,Circumstance
অবস্থাগত প্রমাণ,Circumstantial evidence
উদ্ধৃতি,Citation
নাগরিকত্ব,Citizenship
শহর ক্ষতিপূরণ ভাতা,City compensatory allowance
নাগরিক সুযোগসুবিধা,Civic amenities
সিভিল,Civil
ন্যায়সংহিতা,Civil code
অসামরিক প্রতিরোধ ব্যবস্থা,Civil defence
নাগরিক তালিকা,Civil list
নাগরিক বিবাহ,Civil marriage
নাগরিক পদ্ধতি কোড,Civil procedure code
বেসামরিক চাকুরী,Civil service
দেওয়ানি মামলা,Civil suit
নাগরিক সরবরাহ,Civil supplies
গৃহযুদ্ধ,Civil war
দাবি,Claim
দাবিদার,Claimant
দাবি ফর্ম,Claim form
ফেরতের জন্য দাবি,Claim for refund
স্পষ্টতা,Clarification
ক্লাস,Class
শ্রেণিবদ্ধ বিজ্ঞাপন,Classified advertisement
শ্রেণিবদ্ধ নথি,Classified documents
শ্রেণীবদ্ধ তথ্য,Classified information
শ্রেণিবদ্ধ করুন,Classify
শ্রেণিবদ্ধ,Classwise
ধারা,Clause
ছাড়পত্র,Clearance
শূন্যতা পরিষ্কার করুন,Clear vacancy
কেরানী,Clerical
ক্লারিকাল ক্যাডার,Clerical cadre
করণিক ত্রুটি,Clerical error
করণিক কর্মীদের,Clerical staff
কেরানী সম্বন্ধী কাজ,Clerical work
ক্লায়েন্ট,Client
ক্লোক রুম,Cloak room
বছরের শেষ,Close of the year
অর্থ শেষ,Closing balance
বন্ধের তারিখ,Closing date
বন্ধ,Closure
ক্লু,Clue
সিও (যেমন 'সহ-চেয়ারম্যান'),Co (as in 'co-chairman')
সহ-অভিযুক্ত,Co-accused
কোচিং,Coaching
জোট সরকার,Coalition government
কোড,Code
কোড নম্বর,Code number
আচরণ বিধি,Code of conduct
কোড শব্দ,Code word
কোডিং,Coding
জবরদস্তি,Coercion
সহ-অস্তিত্ব,Co-existence
জ্ঞানযোগ্য,Cognizable
জ্ঞানীয় অপরাধ,Cognizable offence
জ্ঞান,Cognizance
কাকতালীয়,Coincidence
সহযোগিতা,Collaboration
জামানত সুরক্ষা,Collateral security
সহকর্মী,Colleague
সমষ্টিগত,Collective
সম্মিলিত দায়িত্ব,Collective responsibility
কালেক্টরেট,Collectorate
মিলন,Collusion
কলোনী,Colony
রঙ অন্ধত্ব,Colour blindness
কলাম,Column
কম্বিং অপারেশন,Combing operation
কমান্ড,Command
স্মরণ,Commemoration
প্রশংসনীয়,Commendable
সামঞ্জস্যপূর্ণ,Commensurate
ভাষ্য,Commentary
মন্তব্য,Comments
বাণিজ্য,Commerce
বাণিজ্যিক বিরতি,Commercial break
কমিশন,Commission
সম্পাদন,Commissioning
প্রতিশ্রুতিবদ্ধ,Commit
প্রতিশ্রুতি,Commitment
পণ্য,Commodity
সাধারণ,Common
সাম্প্রদায়িক,Communal
সাম্প্রদায়িক সম্প্রীতি,Communal harmony
যোগাযোগ,Communicate
যোগাযোগ,Communication
যোগাযোগের ব্যবধান,Communication gap
যোগাযোগ,Communique
সম্প্রদায়,Community
সম্প্রদায় কেন্দ্র,Community centre
সম্প্রদায় উন্নয়ন প্রকল্প,Community development project
"সমাজসেবা, সামাজিক সেবা",Community service
যাতায়াত,Commutation
কমেড ছুটি,Commuted leave
কমিয়ে দেওয়া মান,Commuted value
তুলনা,Comparison
করুণা,Compassion
