Assamese,Marathi
অস্পষ্ট ব্যাকৰণ,अस्पष्ट व्याकरण
আমেৰিকান নেচনেল ষ্টেণ্ডাৰ্ডছ ইনষ্টিটিউট (ANSI),अमेरिकन राष्ट्रीय मानक संस्था (ANSI)
তথ্য বিনিময়ৰ বাবে আমেৰিকান মানক ক&#39;ড (ASCII),अमेरिकन स्टँडर्ड कोड फॉर इन्फॉर्मेशन इंटरचेंज (ASCII)
এনালগ,अॅनालॉग
এনালগ কম্পিউটাৰ,अॅनालॉग संगणक
এনালগ ডিভাইচ,अॅनालॉग डिव्हाइस
এনালগ মডেম,अॅनालॉग मॉडेम
এনালগ টু ডিজিটেল কনভাৰ্টাৰ (ADC),अॅनालॉग ते डिजिटल कनव्हर्टर (ADC)
আৰু,आणि
AND বৰ্তনী,आणि सर्किट
AND গেট,आणि गेट
AND অপাৰেচন নহয় (বৰ্জন),आणि ऑपरेशन नाही (अपवर्जन)
এনিমেচন,अॅनिमेशन
টীকাকৰণ,भाष्य
বিজুতি,विसंगती
পূৰ্বসূৰী,पूर्ववर्ती
প্ৰত্যাশিত পেজিং,आगाऊ पेजिंग
এন্টি-চিমেট্ৰিক,विरोधी सममित
এন্টিভাইৰাছ প্ৰগ্ৰেম,अँटीव्हायरस प्रोग्राम
applet,ऍपलेट
এপ্লিকেচন ডেভেলপাৰ,अनुप्रयोग विकासक
এপ্লিকেচন প্ৰগ্ৰেমিং,अनुप्रयोग प्रोग्रामिंग
এপ্লিকেচন প্ৰগ্ৰেমিং আন্তঃপৃষ্ঠ (API),ऍप्लिकेशन प्रोग्रामिंग इंटरफेस (API)
এপ্লিকেচন চফ্টৱেৰ,अनुप्रयोग सॉफ्टवेअर
প্ৰয়োগমূলক ভাষা,उपयोजक भाषा
আনুমানিক তত্ত্ব,अंदाजे सिद्धांत
স্থাপত্য,आर्किटेक्चर
এলেকা হস্তান্তৰ,क्षेत्र हस्तांतरण
তৰ্কাতৰ্কি,युक्तिवाद
গাণিতিক আৰু যুক্তিৰ একক,अंकगणित आणि तर्कशास्त्र एकक
গাণিতিক পৰীক্ষা,अंकगणित तपासणी
গাণিতিক ধ্ৰুৱক,अंकगणित स्थिरांक
গাণিতিক তথ্য,अंकगणित डेटा
গাণিতিক নিৰ্দেশনা,अंकगणित सूचना
গাণিতিক আৰু যুক্তি একক (ALU),अंकगणित आणि तर्कशास्त्र एकक (ALU)
ARPANET,अर्पानेट
এৰে,रचना
এৰে কেচ,अॅरे कॅशे
এৰে কম্পিউটাৰ,अॅरे संगणक
এৰে উপাদান,अॅरे घटक
এৰেৰ নাম,अॅरे नाव
এৰে প্ৰচেছৰ,अॅरे प्रोसेसर
কাঁড় চিহ্নসমূহ,बाण दर्शक बटणे
আৰ্টিকুলেচন,उच्चार
আৰ্টিকুলেচন পইণ্ট,उच्चार बिंदू
কৃত্ৰিম সংকোচন,कृत्रिम कॉम्पॅक्शन
কৃত্ৰিম নিয়ন্ত্ৰণ,कृत्रिम नियंत्रण
কৃত্ৰিম বুদ্ধিমত্তা,कृत्रिम बुद्धिमत्ता
আৰোহী,चढणारा
আৰোহী সজাই পৰাই তোলা,चढत्या क्रमवारी
ASCII betical ক্ৰম,ASCII बेटिकल ऑर्डर
ASCII নিয়ন্ত্ৰণ আখৰ,ASCII नियंत्रण वर्ण
ASCII নথিপত্ৰ,ASCII फाइल
ASCII ফন্ট,ASCII फॉन्ट
ASCII স্থানান্তৰ,ASCII हस्तांतरण
এস্পেক্ট ৰেচিঅ&#39;,प्रसर गुणोत्तर
এ এছ পি আই,एएसपीआय
ASR টাইমাৰ,ASR टाइमर
একত্ৰিত কৰা,एकत्र करणे
এছেম্বলাৰ,असेंबलर
সভা,विधानसभा
সমাবেশ ভাষা,विधानसभा भाषा
assertion,प्रतिपादन
আবণ্টন কৰা কাৰ্য,असाइनमेंट
সংস্থা,संघटना
সহযোগী ঠিকনা,सहयोगी पत्ता
সহযোগী স্মৃতিশক্তি,सहयोगी स्मृती
এস্টেৰিক,asteric
অসমতাপূৰ্ণ,असममित
এচিনক্ৰ&#39;নাছ,असिंक्रोनस
ডিজিটেল গ্রাহক লাইন (ADSL),असिंक्रोनस डिजिटल सबस्क्राइबर लाइन (ADSL)
asynchronous সময় বিভাজন মাল্টিপ্লেক্সিং (ATDM),असिंक्रोनस टाइम डिव्हिजन मल्टीप्लेक्सिंग (ATDM)
এচিনক্ৰ&#39;নাছ স্থানান্তৰ,असिंक्रोनस हस्तांतरण
এচিনক্ৰ&#39;নাছ স্থানান্তৰ ধৰণ (ATM),एसिंक्रोनस ट्रान्सफर मोड (एटीएम)
পৰমাণু,अणू
সংলগ্ন নথিপত্ৰ,संलग्न दस्तऐवज
সংলগ্ন ফাইল,संलग्न फाइल
সংলগ্নক,संलग्नक
বৈশিষ্ট্য,विशेषता
অডিঅ&#39;,ऑडिओ
অডিট প্ৰগ্ৰেমিং,ऑडिट प्रोग्रामिंग
অডিট ট্ৰেইল,तपासणीचे सूत्र
বৃদ্ধি কৰা,वाढ
প্ৰমাণীকৰণ প্ৰটোকল,प्रमाणीकरण प्रोटोकॉल
লেখক ব্যৱস্থা,ऑथरिंग सिस्टम
অনুমোদন,अधिकृतता
অটো বিমূৰ্ত,स्वयं गोषवारा
স্বয়ংক্ৰিয় বুট কৰা,ऑटोबूटिंग
অটোকেড,ऑटोकॅड
অটোলগ অন,ऑटोलॉग चालू
automata,स्वयंचलित
automata তত্ত্ব,ऑटोमेटा सिद्धांत
স্বয়ংক্ৰিয় কম্পিউটিং,स्वयंचलित संगणन
স্বয়ংক্ৰিয় তথ্য প্ৰক্ৰিয়াকৰণ,स्वयंचलित डेटा प्रक्रिया
স্বয়ংক্ৰিয় ভুল সংশোধন,स्वयंचलित त्रुटी सुधारणा
স্বয়ংক্ৰিয় কাৰ্য্য,स्वयंचलित कार्य
স্বয়ংক্ৰিয় সূচীভুক্তকৰণ,स्वयंचलित अनुक्रमणिका
স্বয়ংক্ৰিয় লাইব্ৰেৰী কল,स्वयंचलित लायब्ररी कॉल
স্বয়ংক্ৰিয় প্ৰগ্ৰেমিং,स्वयंचलित प्रोग्रामिंग
স্বয়ংক্ৰিয় পুনৰুদ্ধাৰ প্ৰগ্ৰেম,स्वयंचलित पुनर्प्राप्ती कार्यक्रम
স্বয়ংক্ৰিয় ৰুটিন,स्वयंचलित दिनचर्या
স্বয়ংক্ৰিয় চিস্টেম পুনৰুদ্ধাৰ,स्वयंचलित प्रणाली पुनर्प्राप्ती
স্বয়ংক্ৰিয় টেলাৰ মেচিন (ATM),स्वयंचलित टेलर मशीन (एटीएम)
অটোমেচন,ऑटोमेशन
অটোপ্লে,ऑटो प्ले
স্বয়ংক্ৰিয় সংৰক্ষণ কৰক,स्वयं जतन करा
সহায়ক,सहाय्यक
সহায়ক স্মৃতিশক্তি,सहाय्यक मेमरी
সহায়ক সংৰক্ষণ,सहायक स्टोरेज
উপলব্ধ তালিকা,उपलब्ध यादी
উপলব্ধ সময়,उपलब्ध वेळ
গড়,सरासरी
awk (ভাষা),awk (भाषा)
বেকএণ্ড,बॅकएंड
বেকএণ্ড প্ৰচেছৰ,बॅकएंड प्रोसेसर
বেকফেচ আঁতৰোৱা,बॅकफेस काढणे
পটভূমি প্ৰক্ৰিয়াকৰণ,पार्श्वभूमी प्रक्रिया
বেকিং ষ্ট&#39;ৰ,बॅकिंग स्टोअर
বেকপেচিং,बॅकपॅचिंग
বেকস্পেচ,बॅकस्पेस
পিছুৱাই যোৱা,बॅकट्रॅकिंग
বেক-আপ,बॅकअप
বেক-আপ মেমৰি,बॅकअप मेमरी
পিছলৈ ত্ৰুটি পুনৰুদ্ধাৰ,मागास त्रुटी पुनर्प्राप्ती
বেলেন্স শ্বীট,ताळेबंद
বেণ্ড,बँड
বেণ্ডৰ প্ৰস্থ,बँड रुंदी
বেংকাৰৰ এলগৰিদম,बँकरचा अल्गोरिदम
বাৰ ক&#39;ড,बार कोड
বাৰ ক&#39;ড স্ক্যানাৰ,बार कोड स्कॅनर
বাৰ গ্ৰাফ,बार आलेख
ভিত্তি ঠিকনা,मूळ पत्ता
বেচ বেণ্ড,बेस बँड
ভিত্তি সংখ্যা,आधार क्रमांक
ভিত্তি টেবুল,बेस टेबल
প্ৰাথমিক,बेसिक
মূল নিয়ন্ত্ৰণ,मूलभूत नियंत्रण
মূল ইনপুট,मूलभूत इनपुट
মূল নিৰ্দেশনা,मूलभूत सूचना
মূল আউটপুট,मूलभूत आउटपुट
মূল পদক্ষেপ,मूलभूत पायरी
বেটছ,तुकडी
বেচ ফাইল,बॅच फाइल
বেচৰ অৱস্থান,बॅच स्थिती
বেচ প্ৰচেছিং,बॅच प्रक्रिया
বেচ ব্যৱস্থা,बॅच सिस्टम
baud,बॉड
বড হাৰ,बॉड दर
আলোকৰশ্মি,तुळई
বেঞ্চমাৰ্ক,बेंचमार्क
দ্বিমুখী যোগাযোগ,द्विदिश संप्रेषण
দ্বিমুখী সংযোগ,द्विदिश दुवा
বাইনাৰী ক&#39;ড,बायनरी कोड
বাইনাৰী অংক,बायनरी अंक
বাইনাৰী ইনপুট আউটপুট চিস্টেম (BIOS),बायनरी इनपुट आउटपुट सिस्टम (BIOS)
বাইনাৰী সংখ্যা,बायनरी संख्या
বাইনাৰী অপাৰেটৰ,बायनरी ऑपरेटर
বাইনাৰী সম্পৰ্ক,बायनरी संबंध
বাইনাৰী সন্ধান,बायनरी शोध
বাইনাৰী সন্ধান গছ (BST),बायनरी सर्च ट्री (BST)
বাইনাৰী স্থানান্তৰ,बायनरी हस्तांतरण
বাইনাৰী গছ,बायनरी झाड
বাইপোলাৰ মেম’ৰী,द्विध्रुवीय मेमरी
জন্ম মৃত্যুৰ আৰ্হি,जन्म मृत्यू मॉडेल
জন্ম মৃত্যু প্ৰক্ৰিয়া,जन्म मृत्यू प्रक्रिया
বিট,बिट
বিট দোষ,थोडा दोष
বিট মেপ,बिट नकाशा
বিট মেপ পিক্সেল (BMP),बिट मॅप पिक्सेल (BMP)
বিট মেট্ৰিক্স,बिट मॅट्रिक्स
বিট পেটাৰ্ণ,बिट नमुना
বিটৰ অৱস্থান,बिट स्थिती
বিট হাৰ,बिट दर
ব্লেক বক্স পৰীক্ষা,ब्लॅक बॉक्स चाचणी
টিপটিপিয়াই,लुकलुकणे
অৱৰুদ্ধ কৰা,ब्लॉक
ব্লক কেচ,ब्लॉक कॅशे
ব্লক চেক কৰক,ब्लॉक चेक
ব্লক কপি,ब्लॉक कॉपी
ব্লক ডায়াগ্ৰাম,ब्लॉक आकृती
নেটৱাৰ্ক ব্লক কৰা,ब्लॉकिंग नेटवर्क
ব’ৰ্ড,बोर्ड
বুক মাৰ্ক,पुस्तक चिन्ह
বুলিয়ান বীজগণিত,बुलियन बीजगणित
বুলিয়ান সম্পৰ্ক,बुलियन संबंध
বুট বিভাজন,बूट विभाजन
বুট ষ্ট্ৰেপিং,बूट strapping
বুট-ষ্ট্ৰেপ লোডাৰ,बूट-स्ट्रॅप लोडर
সেঁতু,पूल
ব্ৰডবেণ্ড নেটৱৰ্কিং,ब्रॉडबँड नेटवर्किंग
সম্প্ৰচাৰ,प्रसारण
সম্প্ৰচাৰ ৰেডিঅ&#39;,रेडिओ प्रसारित करा
ব্ৰাউজ কৰক,ब्राउझ करा
ব্ৰাউজাৰ,ब्राउझर
বি-বৃক্ষ,बी-वृक्ष
বুদবুদ স্মৃতিশক্তি,बबल मेमरी
বুদবুদ সজাই পৰাই তোলা,बबल क्रमवारी
বাল্টি,बादली
বন্ধু ব্যৱস্থা,मित्र प्रणाली
বাজেট ফলপ্ৰসূ নিয়ন্ত্ৰণ,बजेट प्रभावी नियंत्रण
বাফাৰ,बफर
পোক,किडा
বাছ,बस
বাইট,बाइट
বাইট ক&#39;ড,बाइट कोड
গ,c
C++,C++
cache,कॅशे
কেশ্ব বাফাৰ,कॅशे बफर
কেশ্ব মেমৰি,कॅशे मेमरी
গণনা কৰা,गणना
কেলকুলেটৰ,कॅल्क्युलेटर
কেলকুলেটৰ চিপ,कॅल्क्युलेटर चिप
কল কৰা,कॉल
নামেৰে ফোন কৰক,नावाने कॉल करा
ৰেফাৰেন্সৰ দ্বাৰা কল কৰক,संदर्भानुसार कॉल करा
মূল্যৰ দ্বাৰা কল কৰক,मूल्यानुसार कॉल करा
চলকৰ দ্বাৰা কল কৰক,व्हेरिएबल्सद्वारे कॉल करा
গেট কল কৰক,कॉल गेट
বাতিল কৰক,रद्द करा
বাতিল বুটাম,रद्द करा बटण
canonical,प्रामाणिक
কেননিক ৰূপ,प्रामाणिक स्वरूप
ক্ষমতা,क्षमता
ক্ষমতা তালিকা,क्षमता यादी
ক্ষমতা,क्षमता
caps লক চাবি,कॅप्स लॉक की
কাৰ্ড,कार्ड
কাৰ্ড ৰিডাৰ,कार्ड रीडर
কাৰ্ডিনালিটি,मुख्यत्वे
বাহক,वाहक
বাহক বেণ্ড,वाहक बँड
বাহক বোজা,वाहक लोड
বাহক সংকেত,वाहक सिग्नल
বাহক তৰংগ,वाहक लहर
কঢ়িওৱা,वाहून नेणे
carry digit,कॅरी अंक
পতাকা কঢ়িয়াই নিয়া,ध्वज घेऊन जा
কাৰ্টিজ ডিস্ক,काडतूस डिस्क
cascade,कॅस्केड
ঘটনা,केस
কেথড ৰে টিউব (CRT),कॅथोड रे ट्यूब (सीआरटी)
কেথ&#39;ড ৰে টিউব (CRT),कॅथोड रे ट्यूब (सीआरटी)
CD ROM ডিষ্ক ড্ৰাইভ,CD ROM डिस्क ड्राइव्ह
কোষ,सेल
কোষ এনিমেচন,सेल अॅनिमेशन
চেলুলাৰ ফোন,भ्रमणध्वनी
কেন্দ্ৰীয় স্মৃতিশক্তি,केंद्रीय स्मृती
কেন্দ্ৰীয় প্ৰক্ৰিয়াকৰণ একক (CPU),सेंट्रल प्रोसेसिंग युनिट (CPU)
কেন্দ্ৰীভূত ব্যৱস্থা,केंद्रीकृत प्रणाली
প্ৰমাণিত টেপ,प्रमाणित टेप
শিকলি,साखळी
শৃংখল তথ্য,साखळी डेटा
শৃংখল সংযোগ,साखळी दुवा
চেইনিং,चेनिंग
চেনেল,चॅनल
চেনেল ব্যস্ত সুৰ,चॅनेल व्यस्त टोन
চেনেলৰ ক্ষমতা,चॅनेल क्षमता
চেনেল নিয়ন্ত্ৰক,चॅनेल नियंत्रक
চেনেলৰ ভুল,चॅनेल त्रुटी
চেনেল প্ৰগ্ৰেম,चॅनेल कार्यक्रम
চেনেলৰ নিৰ্ভৰযোগ্যতা,चॅनेल विश्वसनीयता
চেনেল ছেট,चॅनेल सेट
চৰিত্ৰ,वर्ण
আখৰৰ ক&#39;ড,वर्ण कोड
আখৰৰ চাবি,वर्ण की
চৰিত্ৰ পাঠক,वर्ण वाचक
আখৰৰ আকাৰ,वर्ण आकार
তালিকা,तक्ता
চেছিছ,चेसिस
বিট পৰীক্ষা কৰক,बिट तपासा
ডিজিট পৰীক্ষা কৰক,चेक अंक
ৰাশি পৰীক্ষা কৰক,बेरीज तपासा
শব্দ পৰীক্ষা কৰক,शब्द तपासा
চিপ,चिप
চিপ চেট,चिप संच
বাছনি কৰক,निवडा
ৰঙীনভাৱে,रंगीत
চাইফাৰ,सिफर
বৰ্তনী,सर्किट
বৃত্তাকাৰ তালিকা,परिपत्रक यादी
cirus,सायरस
উদ্ধৃতি,उद्धरण
শ্ৰেণী,वर्ग
ক্লাছ ভেৰিয়েবল,वर्ग व्हेरिएबल
শ্ৰেণীবিভাজন,वर्गीकरण
পৰিষ্কাৰ,स्पष्ट
স্পষ্ট এলেকা,स्पष्ट क्षेत्र
ক্লিয়াৰ চেনেল,साफ चॅनेल
ক্লিক কৰক,क्लिक करा
গ্ৰাহক,ग्राहक
ক্লাএন্ট চাৰ্ভাৰ,क्लायंट सर्व्हर
ক্লায়েন্ট ষ্টাব,क्लायंट स्टब
ক্লিপ আৰ্ট,क्लिप आर्ट
ক্লিপ আৰ্ট লাইব্ৰেৰী,क्लिप आर्ट लायब्ररी
ক্লিপ বৰ্ড,क्लिप बोर्ड
ক্লিপাৰ,क्लिपर
ক্লিপাৰ চিপ,क्लिपर चिप
ক্লিক,गट
ঘড়ী,घड्याळ
ঘড়ীৰ চক্ৰ,घड्याळ चक्र
ঘড়ীৰ কম্পাঙ্ক,घड्याळ वारंवारता
ঘড়ী হাৰ্ডৱেৰ,घड्याळ हार्डवेअर
ঘড়ীৰ স্পন্দন,घड्याळाची नाडी
ঘড়ীৰ গতি,घड्याळाचा वेग
ঘড়ী সমন্বয়,घड्याळ सिंक्रोनाइझेशन
ঘড়ীৰ টিক,घड्याळाची टिक
ক্ল&#39;ন,क्लोन
বন্ধ,बंद
ক্ল&#39;জ চাৰ্কিট টিভি (CCTV),क्लोज सर्किट टीव्ही (सीसीटीव्ही)
বন্ধ কৰা,बंद
ক্লাউড কম্পিউটিং,क्लाउड संगणन
গুচ্ছ,क्लस्टर
আৱৰণযুক্ত কাৰ্ড,लेपित कार्ड
আৱৰণযুক্ত কাগজ,लेपित कागद
সমাক্ষীয়,समाक्षीय
সমাক্ষীয় কেবল,समाक्षीय केबल
কোডাচাইল,कोडासिल
ক&#39;ড,कोड
ক&#39;ড জেনেৰেটৰ,कोड जनरेटर
ক&#39;ড পৃষ্ঠা,कोड पृष्ठ
ক&#39;ড শব্দ,कोड शब्द
ক&#39;ডাৰ,कोडर
ক&#39;ডিং পৰীক্ষা,कोडिंग तपासणी
ক&#39;ডিং ফৰ্ম,कोडिंग फॉर्म
ক&#39;ডিং শ্বীট,कोडिंग शीट
সহগ,गुणांक
সংহতি,सुसंगतता
ঠাণ্ডা বুট,थंड बूट
ঠাণ্ডা আৰম্ভণি,थंड सुरुवात
সহযোগিতা,सहयोग
পতন হোৱা,कोसळणे
collate,कोलेट
টেপ কোলেট কৰক,कोलेट टेप
সংঘৰ্ষ,टक्कर
বৃহদান্ত্ৰ,कोलन
ৰং (ৰং),रंग (रंग)
ৰঙৰ পৰিপূৰকতা,रंग संपृक्तता
ৰঙৰ টেবুল,रंग टेबल
স্তম্ভ,स्तंभ
সংমিশ্ৰণ,संयोजन
কম্বো বক্স,कॉम्बो बॉक्स
আদেশ,आज्ञा
কমাণ্ড বুটাম,कमांड बटण
কমাণ্ড তালিকা,आदेश यादी
মন্তব্য,टिप्पणी
অংগীকাৰ,वचनबद्धता
পণ্য,वस्तू
সাধাৰণ ব্যৱসায়মুখী ভাষা (Cobol),कॉमन बिझनेस ओरिएंटेड लँग्वेज (कोबोल)
সাধাৰণ ভুল,सामान्य त्रुटी
সাধাৰণ ভাষা,सामान्य भाषा
সাধাৰণ ৰুটিন,सामान्य दिनचर्या
যোগাযোগ,संवाद
যোগাযোগ লাইন,संप्रेषण लाइन
যোগাযোগ ধৰণ,संप्रेषण मोड
যোগাযোগ নেটৱৰ্ক,संप्रेषण नेटवर्क
যোগাযোগ প্ৰাচল,संप्रेषण पॅरामीटर
যোগাযোগ ব্যৱস্থা,संप्रेषण प्रणाली
সংকোচন,कॉम्पॅक्शन
কম্পাণ্ডাৰ,साथीदार
companding,companding
কোম্পানী নেটৱৰ্ক,कंपनी नेटवर्क
তুলনামূলক পৰীক্ষা,तुलना चाचणी
সামঞ্জস্যতা,सुसंगतता
উপযুক্ত,सुसंगत
সংকলন,संकलन
কম্পাইল কৰক আৰু যাওক,संकलित करा आणि जा
কম্পাইলাৰ,संकलक
কম্পাইলাৰ ভাষা,कंपाइलर भाषा
পৰিপূৰক,पूरक
দহজনৰ ওপৰত পৰিপূৰক,दहावर पूरक
পৰিপূৰক,पूरक
সম্পূৰ্ণ কঢ়িয়াই নিয়া,पूर्ण वाहून
জটিল,जटिल
জটিল সংখ্যা,जटिल संख्या
উপাদান,घटक
উপাদান বস্তুৰ আৰ্হি (COM),घटक ऑब्जेक्ट मॉडेल (COM)
কম্পোজিট,संमिश्र
সুৰ-ৰচনা,रचना
গণনামূলক,संगणकीय
কম্পিউটাৰ,संगणक
কম্পিউটাৰ কেন্দ্ৰ,संगणक केंद्र
কম্পিউটাৰ বিশেষজ্ঞ,संगणक तज्ञ
কম্পিউটাৰ গ্ৰাফিক্স,संगणक ग्राफिक्स
কম্পিউটাৰৰ নিৰ্দেশনা,संगणक सूचना
কম্পিউটাৰ ভাষা,संगणक भाषा
কম্পিউটাৰ নেটৱৰ্ক,संगणक नेटवर्क
কম্পিউটাৰ বিজ্ঞান,संगणक शास्त्र
কম্পিউটাৰ সুৰক্ষা,संगणक सुरक्षा
কম্পিউটাৰ চিমুলেটন,संगणक सिम्युलेटन
কম্পিউটাৰ বিশেষজ্ঞ,संगणक तज्ञ
কম্পিউটাৰাইজেচন,संगणकीकरण
কম্পিউটাৰিষ্ট,संगणकतज्ज्ञ
কম্পিউটাৰাইজ কৰা,संगणकीकरण
কম্পিউটিং,संगणन
ধাৰণা,संकल्पना
সমকালীনতা,एकरूपता
সমকালীন,समवर्ती
কণ্ডিচন ভেৰিয়েবল,कंडिशन व्हेरिएबल
চৰ্তসাপেক্ষ অপাৰেটৰ,सशर्त ऑपरेटर
চৰ্তসাপেক্ষ বিবৃতি,सशर्त विधान
পৰিবাহী,कंडक्टर
কনফাৰেন্সিং,कॉन्फरन्सिंग
গোপনীয়তা,गोपनीयता
বিন্যাস,कॉन्फिगरेशन
ভিৰ,गर्दी
সংযোগ,संयोग
সংযোগ গতি,गती कनेक्ट करा
সংযোগ,कनेक्शन
সংযোগ কম যোগাযোগ,कनेक्शन कमी संप्रेषण
সংযোগ মুক্তি,कनेक्शन प्रकाशन
সংযোগ,कनेक्टिव्हिटी
সংযোগকাৰী,कनेक्टर
একেৰাহে,सलग
ফলস্বৰূপ,परिणामी
কনছ&#39;ল,कन्सोल
একত্ৰীকৰণ,एकत्रीकरण
নেৰানেপেৰা,स्थिर
নিৰন্তৰ নিৰ্দেশনা,सतत सूचना
বাধা,मर्यादा
কনষ্ট্ৰাক্টৰ,बांधकाम करणारा
পাত্ৰ,कंटेनर
বিষয়,सामग्री
সন্দৰ্ভ,संदर्भ
প্ৰসংগ মুক্ত ব্যাকৰণ (CFG),संदर्भ मुक्त व्याकरण (CFG)
প্ৰসংগ চুইচ,संदर्भ स्विच
আকস্মিকতা,आकस्मिकता
সংকোচন,आकुंचन
বিষমতা,कॉन्ट्रास्ट
নিয়ন্ত্ৰণ,नियंत्रण
নিয়ন্ত্ৰণ এলেকা,नियंत्रण क्षेत्र
