Kannada,Tamil
ಅಕೌಸ್ಟಿಕ್ ಸಮೀಕರಣ,ஒலி சமநிலைப்படுத்தி
ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ,ஒலி கருத்து
ಕೊಳೆತ ಫಿಲ್ಟರ್,ஒலி வடிகட்டி
ಸಕಲಿಯ ಪ್ರತಿರೋಧ,ஒலி மின்மறுப்பு
ಅಕೌಸ್ಟಿಕ್ ಮರೆಮಾಚುವ,ஒலி முகமூடி
ಅಕೌಸ್ಟಿಕ್ ಶಕ್ತಿ,ஒலி சக்தி
ಅಕೌಸ್ಟಿಕ್ ಆಸ್ತಿ,சட்டவிரோத சொத்து
ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ,ஒலி எதிர்வினை
ಅಕೌಸ್ಟಿಕ್ ರಿಫ್ಲೆಕ್ಸ್,ஒலி ரிஃப்ளெக்ஸ்
ಅಕೌಸ್ಟಿಕ್ ಟೈಲ್,ஒலி ஓடு
ಸ ೦ ವರ ತರಂಗ,ஒலி அலை
ಅಕೌಸ್ಟಿಕ್ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,ஒலியியல் உறிஞ்சுதல்
ಅಕೌಸ್ಟಿಕ್ ಅಟೆನ್ಯೂಯೇಷನ್ ​​ಸ್ಥಿರ,ஒலியியல் விழிப்புணர்வு மாறிலி
ಕೊಳೆತ ಡ್ಯಾಂಪಿಂಗ್,ஒலியியல் ஈரமாக்குதல்
ಅಕೌಸ್ಟಿಕ್ ವಿಳಂಬ ರೇಖೆ,ஒலியியல் தாமத வரி
ಅಕೌಸ್ಟಿಕ್ ಅಸ್ಪಷ್ಟತೆ,ஒலியியல் விலகல்
ಅಕೌಟಿಕಲ್ ನಾಳ,ஒலியியல் குழாய்
ಅಕೌಟಿಕಲ್ ಶಕ್ತಿ,ஒலியியல் ஆற்றல்
ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ,ஒலியியல் கருத்து
ಕೊಳೆತ ಫಿಲ್ಟರ್,ஒலியியல் வடிகட்டி
ಕೊಳೆತ ಪ್ರತಿರೋಧ,ஒலியியல் மின்மறுப்பு
ಅಕೌಸ್ಟಿಕ್ ಪ್ರಸರಣ ಸ್ಥಿರ,ஒலியியல் பரப்புதல் மாறிலி
ಅಕೌಟಿಕಲ್ ಪ್ರತಿರೋಧ,ஒலியியல் எதிர்ப்பு
ಅಕೌಸ್ಟಿಕ್ ವಿಂಗಡಣೆಯ,ஒலியியல் ரீதியாக காப்பிடப்பட்டது
ಸ್ರವಿಸುವ,ஒலியியல்
ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು,கையகப்படுத்தல்
ಸಂಕ್ಷಿಪ್ತ ರೂಪ,சுருக்கம்
ಕಾರ್ಯ ಪ್ರದೇಶ,செயல் பகுதி
ಸಕ್ರಿಯ ತಂತು,செயல்படுத்தப்பட்ட இழை
ಸಕ್ರಿಯ,செயலில்
ಸಕ್ರಿಯ ಪ್ರದೇಶ,செயலில் உள்ள பகுதி
ಸಕ್ರಿಯ ಕಿಟಕಿ,செயலில் சாளரம்
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,தகவமைப்பு
ಅಡಾಪ್ಟರ್ (ಅಡಾಪ್ಟರ್),அடாப்டர் (அடாப்டர்)
ಅಡಾಪ್ಟಿವ್ ಡಿಫರೆನ್ಷಿಯಲ್ ಪಲ್ಸ್ ಕೋಡ್ ಮಾಡ್ಯುಲೇಷನ್,தகவமைப்பு வேறுபாடு துடிப்பு குறியீடு பண்பேற்றம்
ವಿಳಾಸ ಪುಸ್ತಕ,முகவரி புத்தகம்
ವಿಳಾಸ ಬಸ್,முகவரி பஸ்
ವಿಳಾಸ ಪರಿಹಾರ,முகவரி தீர்மானம்
ಪಕ್ಕದ ಚಾನಲ್ ಹಸ್ತಕ್ಷೇಪ,அருகிலுள்ள சேனல் குறுக்கீடு
ಪಕ್ಕದ ಚಾನಲ್ ಆಯ್ಕೆ,அருகிலுள்ள சேனல் தேர்வு
ಪಕ್ಕದ ಆವರ್ತನ,அருகிலுள்ள அதிர்வெண்
ಪಕ್ಕದ ಆವರ್ತನ ಚಾನಲ್,அருகிலுள்ள அதிர்வெண் சேனல்
ಪಕ್ಕದ ಚಿತ್ರ ವಾಹಕ,அருகிலுள்ள படம் கேரியர்
ಪಕ್ಕದ ಧ್ವನಿ ವಾಹಕ,அருகிலுள்ள ஒலி கேரியர்
ಪಕ್ಕದ ನಿಲ್ದಾಣ,அருகிலுள்ள நிலையம்
ಹೊಂದಿಸಲಾಗುವ,சரிசெய்யக்கூடியது
ಹೊಂದಾಣಿಕೆ ಕಂಡೆನ್ಸರ್,சரிசெய்யக்கூடிய மின்தேக்கி
ಒತ್ತಡವನ್ನು ಹೊಂದಿಸುವುದು,அழுத்தம் சரிசெய்தல்
ವ್ರೆಂಚ್ ಹೊಂದಿಸಲಾಗುತ್ತಿದೆ,குறடு சரிசெய்தல்
ಹೊಂದಾಣಿಕೆ,சரிசெய்தல்
ನಿರ್ವಾಹಕ,நிர்வாகி
ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ,மேம்பட்ட தொழில்நுட்பம்
ವೈಮಾನಿಕ,வான்வழி
ವೈಮಾನಿಕ ರಚನೆ,வான்வழி வரிசை
ವೈಮಾನಿಕ ಬೂಸ್ಟರ್,வான்வழி பூஸ்டர்
ವೈಮಾನಿಕ ಪ್ರವಾಹ,வான்வழி மின்னோட்டம்
ವೈಮಾನಿಕ ಅರ್ಥಿಂಗ್ ಸ್ವಿಚ್,வான்வழி பூமி சுவிட்ச்
ವೈಮಾನಿಕ ದಕ್ಷತೆ,வான்வழி செயல்திறன்
ವೈಮಾನಿಕ ಪ್ರತಿರೋಧ,வான்வழி மின்மறுப்பு
ವೈಮಾನಿಕ ಪ್ರಚೋದನೆ,வான்வழி தூண்டல்
ವೈಮಾನಿಕ ಅವಾಹಕ,வான்வழி இன்சுலேட்டர்
ವೈಮಾನಿಕ ಲೋಡಿಂಗ್ ಕಾಯಿಲ್,வான்வழி ஏற்றுதல் சுருள்
ವೈಮಾನಿಕ ography ಾಯಾಗ್ರಹಣ,வான்வழி புகைப்படம்
ವೈಮಾನಿಕ ಶಕ್ತಿ,வான்வழி சக்தி
ವೈಮಾನಿಕ ವಿಕಿರಣ ಮರುಪರಿಶೀಲನೆ,வான்வழி கதிர்வீச்சு
ವೈಮಾನಿಕ ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕ,வான்வழி எதிர்வினை
ಧಾರ್ಮಿಕತೆ,ஏரோடைனமிக்ஸ்
ವಾಗ್ದಾನ,ஏஜென்சி
ವಾಯು ಸಂಕೋಚಕ,காற்று அழுத்தி
ವಾಯುಮಂಡಲ,ஏர் மின்தேக்கி
ಗಾಳಿ ತಣ್ಣಗಾಯಿತು,குளிா்ந்த காற்று
ಏರ್ ಕೋರ್ಡ್ ಕಾಯಿಲ್,காற்று கோர்ட் சுருள்
ಹವಾನಿಯಂತ್ರಣ,ஏர் கண்டிஷனிங்
ಪಂಥದ,ஆல்பெடோ
ಅಲ್ಗಾರಿದಮ್,வழிமுறை
ಅಲಿಯಾಸೆ,மாற்றுப்பெயர்ச்சி
ಜೋಡಣೆ,சீரமைத்தல்
ಜೋಡಣೆ,சீரமைப்பு
ಎಲ್ಲಾ ತರಂಗ ವೈಮಾನಿಕ,அனைத்து அலை வான்வழி
ಮನವಸಿಕೆ,ஒதுக்கீடு
ವರ್ಣಮಾಲೆಯ,அகரவரிசை
ವರ್ಣಮಾಲೆಯ,எண்ணெழுத்து
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಪಾತ್ರ,எண்ணெழுத்து எழுத்து
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಮಾಹಿತಿ,எண்ணெழுத்து தகவல்
ಪರ್ಯಾಯ ಪ್ರವಾಹ (ಎ.ಸಿ.),மாற்று மின்னோட்டம் (ஏ.சி.)
ಪರ್ಯಾಯ,மாற்று
ಆವರ್ತಕ,மின்மாற்றி
ಎತ್ತರ,உயரம்
ಅಪೊಗೀ ಎತ್ತರ,அப்போஜியின் உயரம்
ಪೆರಿಜಿಯ ಎತ್ತರ,பெரிஜியின் உயரம்
ಹವ್ಯಾಸಿ ರೇಡಿಯೋ ಸಂವಹನ,அமெச்சூர் வானொலி தொடர்பு
ಒಳಭಾಗ,சூழ்நிலை
ವಾತಾವರಣ ಮೈಕ್ರೊಫೋನ್,சுற்றுப்புற மைக்ரோஃபோன்
ಸುತ್ತುವರಿದ ಸ್ಥಿತಿ,சுற்றுப்புற நிலை
ಸುತ್ತುವರಿದ ಬೆಳಕು,சுற்றுப்புற விளக்குகள்
ಸುತ್ತುವರಿದ ಶಬ್ದ,சுற்றுப்புற சத்தம்
ಹೊರಗಿನ ತಾಪಮಾನ,சுற்றுப்புற வெப்பநிலை
ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕೋಡ್,அமெரிக்கன் ஸ்டாண்டர்ட் கோட்
ಒಂದು ಬಗೆಯ ಕಂತು,ஆம்பியர்
ಕಪಾಟಿ ಮೀಟರ್,ஆம்பியர் மீட்டர்
ವರ್ಧನೆ,பெருக்கம்
ವರ್ಧನೆ ಅಂಶ,பெருக்க காரணி
ಉಲ್ಬಣಕ,பெருக்கி
ಆಂಪ್ಲಿಫಯರ್ ಗಳಿಕೆ,பெருக்கி ஆதாயம்
ವರ್ಧಕ ಶಬ್ದ,பெருக்கி சத்தம்
ಉಪಕರಣಗಳನ್ನು ವರ್ಧಿಸುವುದು,உபகரணங்கள் பெருக்குதல்
ಕ್ಲೈಸ್ಟ್ರಾನ್ ಅನ್ನು ವರ್ಧಿಸುವುದು,கிளிஸ்ட்ரான் பெருக்குதல்
ವರ್ಧಿಸುವ ಘಟಕ,பெருக்குதல் அலகு
ವೈಶಾಲ್ಯ,வீச்சு
ವೈಶಾಲ್ಯ ಅಸ್ಪಷ್ಟತೆ,வீச்சு விலகல்
ವೈಶಾಲ್ಯ ವಿಹಾರ,வீச்சு உல்லாசப் பயணம்
ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಫ್ಯಾಕ್ಟರ್,வீச்சு காரணி
ವೈಶಾಲ್ಯ,அலைவீச்சு வரம்பு
ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಮಾಡ್ಯುಲೇಟೆಡ್,வீச்சு பண்பேற்றப்பட்டது
ವೈಶಾಲ್ಯ,வீச்சு பண்பேற்றம்
ಅನಲಾಗ್ (,ஒப்புமை (அனலாக்)
ಸರ್ಕ್ಯೂಟ್,அனலாக் சுற்று
ಅನಾನುಕೂಲ ಕಂಪ್ಯೂಟರ್,அனலாக் கணினி
ಅನಲಾಗ್ ರೇಡಿಯೋ ಆವರ್ತನ ಚಾನಲ್,அனலாக் ரேடியோ அதிர்வெண் சேனல்
ಸಾದೃಶ್ಯ ನಿರೂಪಣೆ,அனலாக் பிரதிநிதித்துவம்
ಅನಾಲಾಗ್ ಸಂಕೇತ,அனலாக் சிக்னல்
ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್,டிஜிட்டலுக்கு அனலாக்
ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕಕ್ಕೆ ಅನಲಾಗ್,டிஜிட்டல் மாற்றிக்கு அனலாக்
ಅನಾನುಕೂಲ ವಿಡಿಯೋ,அனலாக் வீடியோ
ಹೋಲುವ,ஒப்பீட்டு
ಸಾದೃಶ್ಯ,ஒப்புமை
ವಿಶ್ಲೇಷಣೆ,பகுப்பாய்வு
ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ,தரவின் பகுப்பாய்வு
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಸಾಂದ್ರತೆ,பகுப்பாய்வு அடர்த்தி
ವಿಶ್ಲೇಷಿಸು,பகுப்பாய்வு செய்யுங்கள்
ವಿಶ್ಲೇಷಕ,பகுப்பாய்வி
ಪೂರಕ ಉಪಕರಣಗಳು,துணை உபகரணங்கள்
ಮತ್ತು ಗೇಟ್,மற்றும் வாயில்
ಘರ್ಷಣೆಯ ಕೋನ,மோதலின் கோணம்
ಧ್ರುವೀಕರಣದ ಕೋನ,துருவமுனைப்பு கோணம்
ತಿರುಗುವಿಕೆಯ ಕೋನ,சுழற்சியின் கோணம்
ಆಂಗ್‌ಸ್ಟ್ರಾಮ್ (Å),ஆங்ஸ்ட்ரோம் (Å)
ಕೋನೀಯ,கோண
ಕೋನೀಯ ವೇಗವರ್ಧನೆ,கோண முடுக்கம்
ಕೋನೀಯ ಸಮನ್ವಯ,கோண ஒருங்கிணைப்புகள்
ಕೋನೀಯ ವಿಚಲನ,கோண அழிவு
ಕೋನೀಯ ಪ್ರಸರಣ,கோண சிதறல்
ಕೋನೀಯ ಸ್ಥಳಾಂತರ,கோண இடப்பெயர்ச்சி
ಕೋನೀಯ ದೋಷ,கோண பிழை
ಕೋನೀಯ ಆವರ್ತನ,கோண அதிர்வெண்
ಕೋನೀಯ ಆವೇಗ,கோண உந்தம்
ಕೋನೀಯ ಚಲನೆ,கோண இயக்கம்
ಕೋನೀಯ ವೇಗ,கோண வேகம்
ಅನೆ,இயங்குபடம்
ಆವರಣ,நேர்மறை
ಆನೋಡ್ ಬ್ಯಾಟರಿ,நேர்மறை பேட்டரி
ಆನೋಡ್ ವಿಶಿಷ್ಟ ಲಕ್ಷಣಗಳು,நேர்மறை பண்பு
ಆಂಡ್ಹ್ಯೋಡ್ ವೃತ್ತ,நேர்மறை சுற்று
ಆನೋಡ್ ಹರಡುವಿಕೆ,அனோட் சிதறல்
ಆನೋಡ್ ದಕ್ಷತೆ,அனோட் செயல்திறன்
ಆನೋಡ್ ಇನ್ಪುಟ್ ಶಕ್ತಿ,அனோட் உள்ளீட்டு சக்தி
ಆನೋಡ್ ಮಾಡ್ಯುಲೇಷನ್,அனோட் மாடுலேஷன்
ಆನಂತಾ,ஆண்டெனா
ಆಂಟೆನಾ ಬೀಮ್‌ವಿಡ್ತ್,ஆண்டெனா பீம் அகலம்
ಆಂಟೆನಾ ಬೂಸ್ಟರ್,ஆண்டெனா பூஸ்டர்
ಆಂಟೆನಾ ಚೇಂಜ್ಓವರ್ ಸ್ವಿಚ್,ஆண்டெனா மாற்ற சுவிட்ச்
ಆಂಟೆನಾ ಕಾಯಿಲ್,ஆண்டெனா சுருள்
ಆಂಟೆನಾ ಸಂರಚನೆ,ஆண்டெனா உள்ளமைவு
ಆಂಟೆನಾ ಸಹಕ,ஆண்டெனா கப்ளர்
ಆಂಟೆನಾ ಕ್ರಾಸ್ ಪೋಲಾರ್ ಪ್ಯಾಟರ್ನ್,ஆண்டெனா குறுக்கு துருவ முறை
ಪ್ರವಾಹ,ஆண்டெனா நடப்பு
ಆಂಟೆನಾ ನಿರ್ದೇಶನ ಲಾಭ,ஆண்டெனா டைரக்டிவிட்டி ஆதாயம்
ಆಂಟೆನಾ ಡ್ಯುಪ್ಲೆಕ್ಸರ್,ஆண்டெனா டூப்ளெக்சர்
ಆಂಟೆನಾ ಪರಿಣಾಮಕಾರಿ ಪ್ರದೇಶ,ஆண்டெனா பயனுள்ள பகுதி
ಆಂಟೆನಾ ದಕ್ಷತೆ,ஆண்டெனா செயல்திறன்
ಆಂಟೆನಾ ಫೀಡ್,ஆண்டெனா ஊட்டம்
ಆಂಟೆನಾ ಕಾಲು ಮುದ್ರಣ,ஆண்டெனா கால் அச்சு
ಆಂಟೆನಾ ಗಳಿಕೆ,ஆண்டெனா ஆதாயம்
ಆಂಟೆನಾ ಎತ್ತರ,ஆண்டெனா உயரம்
ಪ್ರತಿರೋಧ,ஆண்டெனா மின்மறுப்பு
ಆಂಟೆನಾ ಪ್ರಚೋದನೆ,ஆண்டெனா தூண்டல்
ಆಂಟೆನಾ ಮಾದರಿ,ஆண்டெனா முறை
ಪತಂಗ,ஆண்டெனா பிளெக்ஸர்
ಆಂಟೆನಾ ಧ್ರುವೀಕರಣ,ஆண்டெனா துருவமுனைப்பு
ಆಂಟೆನಾ ಶಕ್ತಿ,ஆண்டெனா சக்தி
ಆಂಟೆನಾ ವಿದ್ಯುತ್ ಲಾಭ,ஆண்டெனா சக்தி ஆதாயம்
ಆಂಟೆನಾ ವಿಕಿರಣ ಪ್ರತಿರೋಧ,ஆண்டெனா கதிர்வீச்சு எதிர்ப்பு
ಆಂಟೆನಾ ಪ್ರತಿಕ್ರಿಯೆ,ஆண்டெனா எதிர்வினை
ಆಂಟೆನಾ ಪ್ರತಿಫಲನ,ஆண்டெனா பிரதிபலிப்பாளர்
ಆಂಟೆನಾ ಪ್ರತಿರೋಧ,ஆண்டெனா எதிர்ப்பு
ಆಂಟೆನಾ ಪ್ರತಿಧ್ವನಿಸುವ ಆವರ್ತನ,ஆண்டெனா அதிர்வு அதிர்வெண்
ಆಂತರಿಕ ಅಂತರ,ஆண்டெனா இடைவெளி
ಆಂಟೆನಾ ಸ್ವಿಚಿಂಗ್ ರೂಮ್,ஆண்டெனா மாறுதல் அறை
ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಕಾಯಿಲ್,ஆண்டெனா டியூனிங் சுருள்
ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಹಟ್,ஆண்டெனா ட்யூனிங் ஹட்
ದ್ಯುತಿರಂಧ್ರ,துவாரம்
ಮಂಜುಗಡ್ಡೆಯ,Apogee
ಕಟಾ ರಾಕೆಟ್,அபோஜி ராக்கெட்
ಉಪಕರಣ,கருவி
ಸ್ಪಷ್ಟ,தோன்றும்
ರಭಸ,Applet
ಅನ್ವಯಿಸು,விண்ணப்பம்
ಅಂದಾಜು,தோராயமான
ಅಕ್ವೌಸ್ ಪರಿಹಾರ,நீர்வாழ் தீர்வு
ಚಾಪ,வில்
ವಾಸ್ತುಶಿಲ್ಪಿ,கட்டிடக்கலை
ಧ್ವನಿ ರೆಕಾರ್ಡಿಂಗ್ ಆರ್ಕೈವಲ್ ವರ್ಗಾವಣೆ,ஒலி பதிவின் காப்பக பரிமாற்றம்
ಆರ್ಕೈವ್ಸ್,காப்பகங்கள்
ಅಂಕಗಣಿತದ ಕೋಡಿಂಗ್,எண்கணித குறியீட்டு முறை
ಶಸ್ತ್ರಾಸ್ತ್ರ,ஆர்மேச்சர்
ಆರ್ಮೇಚರ್ ವಿಂಡಿಂಗ್,ஆர்மேச்சர் முறுக்கு
ರಂಗ,வரிசை
ಬಂಧಕ,கைது செய்பவர்
ಉಚ್ಚ್ಯ,வெளிப்பாடு
ಕಲಾಕೃತಿ (= ಕಲಾಕೃತಿ),கலைப்பொருள் (= கலைப்பொருள்)
ಏರಿಕೆ,ஏறுதல்
ಶೋಧ ಅನುಪಾತ,விகிதம்
ಷೋಬರೆ,அசெம்பிளர்
ಪ್ರತಿಪಾದಿಸುವುದು,கூற்று
ನಿಯೋಜನೆ,ஒதுக்கீடு
ನಿಯೋಜನೆ ಚಾನೆಲ್,ஒதுக்கீட்டு சேனல்
ಅಸಮ್ಮತಿಗೆ ಸಂಬಂಧಿಸಿದ,சமச்சீரற்ற
ಅಸಮಕಾಲಿಕ,ஒத்திசைவற்ற
ವಾತಾವರಣ,வளிமண்டலம்
ವಾತಾವರಣದ ನಷ್ಟ,வளிமண்டல இழப்பு
ವಾತಾವರಣದ ಶಬ್ದ,வளிமண்டல சத்தம்
ವಾತಾವರಣದ ಒತ್ತಡ,வளிமண்டல அழுத்தம்
ವಾತಾವರಣದ ಪ್ರಸರಣ,வளிமண்டல பரவல்
ವಾತಾವರಣದ ರೇಡಿಯೋ ತರಂಗ,வளிமண்டல வானொலி-அலை
ವಾತಾವರಣದ,வளிமண்டலங்கள்
ಪರಮಾಣು,அணு
ಪರಮಾಣು ರಚನೆ,அணு அமைப்பு
ಬಾಂಧಾಣ,இணைப்பு
ಗಮನ,விழிப்புணர்வு
ಅಟೆನ್ಯೂಯೇಷನ್ ​​ನಷ್ಟ,விழிப்புணர்வு இழப்பு
ಧ್ವನಿ ತರಂಗಗಳ ಅಟೆನ್ಯೂಯೇಷನ್,ஒலி அலைகளின் விழிப்புணர்வு
ಕೈಗೆಟುಕುವವನು,அட்டென்யூட்டர்
ಅಟೆಂಡು-ಪ್ಯಾಡ್,அட்டென்யூட்டர்-பேட்
ಶ್ರದ್ಧೆಯ ಮಿತಿ,கேட்கக்கூடிய வாசல்
ಶ್ರವ್ಯ,கேட்கக்கூடியது
ಶ್ರವ್ಯ ಆವರ್ತನ,கேட்கக்கூடிய அதிர்வெண்
ಶ್ರವ್ಯ ಸ್ವರ,கேட்கக்கூடிய தொனி
ಸ್ವಸಾಧ್ಯ,கேட்கக்கூடிய-ஸ்பெக்ட்ரம்
ಪ್ರೇಕ್ಷಕರು,பார்வையாளர்கள்
ಆವಿಷ್ಕಾರ,ஆடியோ
ಆಡಿಯೊ ಆಂಪ್ಲಿಫೈಯರ್,ஆடியோ பெருக்கி
ಆಡಿಯೊ ವಿಶ್ಲೇಷಕ,ஆடியோ பகுப்பாய்வி
ಆಡಿಯೊ ಪ್ರಸಾರ,ஆடியோ ஒளிபரப்பு
ಆಡಿಯೊ ಕೇಬಲ್,ஆடியோ கேபிள்
ಆಡಿಯೊ ಸರಪಳಿ,ஆடியோ சங்கிலி
ಆಡಿಯೊ ಕೋಡೆಕ್,ஆடியோ கோடெக்
ಆಡಿಯೊ ಸಂಕೋಚನ,ஆடியோ சுருக்கம்
ಆಡಿಯೊ ಸಂಕೋಚಕ,ஆடியோ அமுக்கி
ಆಡಿಯೊ ಕನ್ಸೋಲ್,ஆடியோ கன்சோல்
ಆಡಿಯೊ ಅಸ್ಪಷ್ಟತೆ,ஆடியோ விலகல்
ಆಡಿಯೊ ಡೈನಾಮಿಕ್ ಶ್ರೇಣಿ,ஆடியோ டைனமிக் வரம்பு
ಆಡಿಯೊ ಫೈಲ್ ಸ್ವರೂಪ,ஆடியோ கோப்பு வடிவம்
ಆಡಿಯೊ ಫ್ರೇಮ್ ಸ್ವರೂಪ,ஆடியோ பிரேம் வடிவம்
ಆಡಿಯೊ ಆವರ್ತನ ಆಂಪ್ಲಿಫಯರ್,ஆடியோ அதிர்வெண் பெருக்கி
ಆಡಿಯೊ ಆವರ್ತನ ಜನರೇಟರ್,ஆடியோ அதிர்வெண் ஜெனரேட்டர்
ಆಡಿಯೊ ಆವರ್ತನ ಶ್ರೇಣಿ,ஆடியோ அதிர்வெண் வரம்பு
ಆಡಿಯೊ ಆವರ್ತನ ಪ್ರತಿಕ್ರಿಯೆ,ஆடியோ அதிர்வெண் பதில்
ಆವಿಷ್ಕಾರದ ಮಿತಿ,ஆடியோ லிமிட்டர்
ಆಡಿಯೊ ಮಾರ್ಗ,ஆடியோ வரி
ಆಡಿಯೊ ಮಿಕ್ಸರ್,ஆடியோ மிக்சர்
ಆಡಿಯೊ ಮಾಡ್ಯುಲೇಷನ್,ஆடியோ பண்பேற்றம்
ಆವಿಭರಣ,ஆடியோ ஆஸிலேட்டர்
ಆಡಿಯೊ ಉತ್ಪಾದನೆ,ஆடியோ வெளியீடு
ಆಡಿಯೊ ಶಕ್ತಿ,ஆடியோ சக்தி
ಆಡಿಯೊ ಗುಣಮಟ್ಟ,ஆடியோ தரம்
ಆಡಿಯೊ ಸಂಕೇತ,ஆடியோ சிக்னல்
ಆಡಿಯೊ ಸಿಗ್ನಲ್ ಸಂಸ್ಕರಣೆ,ஆடியோ சிக்னல் செயலாக்கம்
ಆಡಿಯೊ ವರ್ಣಪಟಲ,ஆடியோ ஸ்பெக்ட்ரம்
ಆಡಿಯೊ ಸಂಗ್ರಹಣೆ,ஆடியோ சேமிப்பு
ಆಡಿಯೊ ಉಪನಾಮ,ஆடியோ துணை கேரியர்
ಆಡಿಯೊ ಪರಿವರ್ತಕ,ஆடியோ மின்மாற்றி
ಆಡಿಯೊ ಟ್ರಾನ್ಸ್ಮಿಟರ್,ஆடியோ டிரான்ஸ்மிட்டர்
ಆಡಿಯೋ/ವಿಡಿಯೋ ಸಂಕೋಚನ,ஆடியோ/வீடியோ சுருக்க
ಆಡಿಯೊ ಆವರ್ತನ ಆಂದೋಲಕ,ஆடியோ-அதிர்வெண் ஆஸிலேட்டர்
ಆವರ್ತನ ಆವರ್ತನ ಸಂಕೇತ,ஆடியோ-அதிர்வெண் சமிக்ஞை
ಆಲಿಕಲ್ಲು ಮಾಪನ,ஆடியோமெட்ரி
ಆಡಿಯೋ ದೃಶ್ಯ ಸಹಾಯ,ஆடியோ காட்சி உதவி
ಶ್ರವಣೇಂದ್ರಿಯ ಗ್ರಹಿಕೆ,செவிவழி கருத்து
ದೃentೀಕರಣ,அங்கீகார
ಅಧಿಕೃತ ವಾಹಕ ಆವರ್ತನ,அங்கீகரிக்கப்பட்ட கேரியர் அதிர்வெண்
ಆಟೋ ಸಿಎಡಿ,ஆட்டோ கேட்
ಸ್ವಯಂ ರೋಗನಿರ್ಣಯ,ஆட்டோ கண்டறிதல்
ಸ್ವಯಂಚಾಲಿತ,தானியங்கி
ಸ್ವಯಂಚಾಲಿತ ನಿಯಂತ್ರಣ,தானியங்கி கட்டுப்பாடு
ಸ್ವಯಂಚಾಲಿತ ಪತ್ತೆ,தானியங்கி கண்டறிதல்
ಸ್ವಯಂಚಾಲಿತ ಉಪಕರಣಗಳು,தானியங்கி உபகரணங்கள்
ಸ್ವಯಂಚಾಲಿತ ಆವರ್ತನ ನಿಯಂತ್ರಣ,தானியங்கி அதிர்வெண் கட்டுப்பாடு
