Malayalam,Tamil
സജീവ പതിപ്പ്,செயலில் உள்ள பதிப்பு
അസൈക്ലിക്,அசைக்ளிக்
അസൈക്ലിക് ഗ്രാഫ്,அசைக்ளிக் வரைபடம்
അഡാ ഭാഷ,அட மொழி
അഡാപ്റ്റർ,அடாப்டர்
ചേർക്കുക,கூட்டு
ഫയൽ ചേർക്കുക,கோப்பை சேர்க்க
പ്രവർത്തനം ചേർക്കുക,செயல்பாட்டைச் சேர்க்கவும்
ചേർക്കുന്നയാൾ,சேர்ப்பான்
വിലാസം,முகவரி
വിലാസം ബസ്,முகவரி பேருந்து
വിലാസ ഫയൽ,முகவரி கோப்பு
വിലാസ ഫോർമാറ്റ്,முகவரி வடிவம்
വിലാസ ജനറേറ്റർ,முகவரி ஜெனரேட்டர்
വിലാസ ലൈൻ,முகவரி வரி
വിലാസ മാപ്പിംഗ്,முகவரி மேப்பிங்
വിലാസ സൂചിക,முகவரி சுட்டி
വിലാസ രജിസ്റ്റർ,முகவரி பதிவு
വിലാസം റെസലൂഷൻ,முகவரி தீர்மானம்
വിലാസ വിവർത്തനം,முகவரி மொழிபெயர்ப்பு
അഭിസംബോധന ചെയ്ത മെമ്മറി,நினைவாற்றலை உரையாற்றினார்
അഭിസംബോധന,உரையாற்றுவது
പര്യാപ്തത മാനദണ്ഡം,போதுமான அளவுகோல்கள்
അനുബന്ധം,இணைந்த
ഭരണകൂടം,நிர்வாகம்
കാര്യനിർവാഹകൻ,நிர்வாகி
അഡോബ് അക്രോബാറ്റ്,அடோப் அக்ரோபேட்
അഡോബ് ഫോട്ടോഷോപ്പ്,அடோ போட்டோஷாப்
അഡ്വാൻസ് ബിസിനസ് ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് (ABAP),அட்வான்ஸ் பிசினஸ் அப்ளிகேஷன் புரோகிராமிங் (ஏபிஏபி)
വിപുലമായ ഡാറ്റ,மேம்பட்ட தரவு
വിപുലമായ വിവര സംവിധാനം,மேம்பட்ட தகவல் அமைப்பு
നൂതന സാങ്കേതികവിദ്യ (AT),மேம்பட்ட தொழில்நுட்பம் (AT)
ഏജന്റ്,முகவர்
സമാഹരണം,திரட்டுதல்
വായുവിലൂടെയുള്ള കമ്പ്യൂട്ടർ സംവിധാനം,வான்வழி கணினி அமைப்பு
ആൽഡസ് പേജ് മേക്കർ,அல்டஸ் பக்க தயாரிப்பாளர்
മുന്നറിയിപ്പ് ബോക്സ്,எச்சரிக்கை பெட்டி
ആൽഗോൾ,அல்கோல்
അൽഗോരിതം,அல்காரிதம்
അൽഗോരിതം വിശകലനം,அல்காரிதம் பகுப்பாய்வு
അൽഗോരിതം കാര്യക്ഷമത,அல்காரிதம் திறன்
അപരനാമം,மாற்றுப்பெயர்
വിന്യാസം,சீரமைப்பு
വിഹിതം,ஒதுக்கீடு
അക്ഷരമാലാക്രമം,அகரவரிசை
ആൽഫാന്യൂമെറിക്,எண்ணெழுத்து
ആൽഫാന്യൂമെറിക് കീ ബോർഡ്,எண்ணெழுத்து விசைப்பலகை
ആൽഫ-ടെസ്റ്റ്,ஆல்பா-சோதனை
ആൽഫ പതിപ്പ്,ஆல்பா பதிப்பு
alt കീ,alt விசை
അൾട്ടാവിസ്റ്റ,அல்டாவிஸ்டா
അവ്യക്തത,தெளிவின்மை
അവ്യക്തമായ വ്യാകരണം,தெளிவற்ற இலக்கணம்
അമേരിക്കൻ നാഷണൽ സ്റ്റാൻഡേർഡ് ഇൻസ്റ്റിറ്റ്യൂട്ട് (ANSI),அமெரிக்க தேசிய தரநிலை நிறுவனம் (ANSI)
അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കോഡ് ഫോർ ഇൻഫർമേഷൻ ഇന്റർചേഞ്ച് (ASCII),தகவல் பரிமாற்றத்திற்கான அமெரிக்க தரநிலை குறியீடு (ASCII)
അനലോഗ്,அனலாக்
അനലോഗ് കമ്പ്യൂട്ടർ,அனலாக் கணினி
അനലോഗ് ഉപകരണം,அனலாக் சாதனம்
അനലോഗ് മോഡം,அனலாக் மோடம்
അനലോഗ് ടു ഡിജിറ്റൽ കൺവെർട്ടർ (ADC),அனலாக் டு டிஜிட்டல் மாற்றி (ADC)
ഒപ്പം,மற்றும்
കൂടാതെ സർക്യൂട്ട്,மற்றும் சுற்று
ഒപ്പം ഗേറ്റും,மற்றும் வாயில்
കൂടാതെ പ്രവർത്തനമല്ല (ഒഴിവാക്കൽ),மற்றும் செயல்பாடு அல்ல (விலக்கு)
ആനിമേഷൻ,இயங்குபடம்
വ്യാഖ്യാനം,சிறுகுறிப்பு
അപാകത,ஒழுங்கின்மை
മുൻഗാമി,முன்னோடி
മുൻകൂർ പേജിംഗ്,முன்கூட்டிய பேஜிங்
വിരുദ്ധ സമമിതി,எதிர்ப்பு சமச்சீர்
ആന്റിവൈറസ് പ്രോഗ്രാം,வைரஸ் தடுப்பு நிரல்
ആപ്ലെറ്റ്,ஆப்லெட்
ആപ്ലിക്കേഷൻ ഡെവലപ്പർ,பயன்பாட்டு டெவலப்பர்
ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്,பயன்பாட்டு நிரலாக்கம்
ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ് (API),பயன்பாட்டு நிரலாக்க இடைமுகம் (API)
ആപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ,பயன்பாட்டு மென்பொருள்
ബാധകമായ ഭാഷ,பயன்பாட்டு மொழி
ഏകദേശ സിദ്ധാന്തം,தோராயக் கோட்பாடு
വാസ്തുവിദ്യ,கட்டிடக்கலை
ഏരിയ കൈമാറ്റം,பகுதி பரிமாற்றம்
വാദം,வாதம்
"ഗണിത, യുക്തി യൂണിറ്റ്",எண்கணித மற்றும் தர்க்க அலகு
ഗണിത പരിശോധന,எண்கணித சரிபார்ப்பு
ഗണിത സ്ഥിരാങ്കം,எண்கணித மாறிலி
ഗണിത ഡാറ്റ,எண்கணித தரவு
ഗണിത നിർദ്ദേശം,எண்கணித அறிவுரை
ഗണിതവും യുക്തിയും യൂണിറ്റ് (ALU),எண்கணிதம் மற்றும் தருக்க அலகு (ALU)
അർപാനെറ്റ്,அர்பானெட்
അറേ,வரிசை
അറേ കാഷെ,வரிசை கேச்
അറേ കമ്പ്യൂട്ടർ,வரிசை கணினி
അറേ ഘടകം,வரிசை உறுப்பு
അറേ പേര്,வரிசை பெயர்
അറേ പ്രോസസർ,வரிசை செயலி
അമ്പടയാള കീകൾ,அம்புக்குறி விசைகள்
ഉച്ചാരണം,உச்சரிப்பு
ആർട്ടിക്കുലേഷൻ പോയിന്റ്,உச்சரிப்பு புள்ளி
കൃത്രിമ കോംപാക്ഷൻ,செயற்கை சுருக்கம்
കൃത്രിമ നിയന്ത്രണം,செயற்கை கட்டுப்பாடு
നിർമ്മിത ബുദ്ധി,செயற்கை நுண்ணறிவு
ആരോഹണം,ஏறுபவர்
ആരോഹണ തരം,ஏறும் வகை
ASCII ബെറ്റിക്കൽ ഓർഡർ,ASCII betical order
ASCII നിയന്ത്രണ പ്രതീകം,ASCII கட்டுப்பாட்டு எழுத்து
ASCII ഫയൽ,ASCII கோப்பு
ASCII ഫോണ്ട്,ASCII எழுத்துரு
ASCII കൈമാറ്റം,ASCII பரிமாற்றம்
വീക്ഷണാനുപാതം,விகிதம்
എ.എസ്.പി.ഐ,ASPI
ASR ടൈമർ,ASR டைமர்
കൂട്ടിച്ചേർക്കുക,கூடி
അസംബ്ലർ,அசெம்பிளர்
അസംബ്ലി,சட்டசபை
അസംബ്ലി ഭാഷ,சட்டசபை மொழி
അവകാശവാദം,வலியுறுத்தல்
നിയമനം,பணி நியமனம்
അസോസിയേഷൻ,சங்கம்
അനുബന്ധ വിലാസം,துணை முகவரி
അനുബന്ധ മെമ്മറി,துணை நினைவகம்
ആസ്റ്ററിക്,ஆஸ்டிரிக்
അസമമായ,சமச்சீரற்ற
അസമന്വിത,ஒத்திசைவற்ற
അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL),ஒத்திசைவற்ற டிஜிட்டல் சந்தாதாரர் வரி (ADSL)
അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM),ஒத்திசைவற்ற நேரப் பிரிவு மல்டிபிளெக்சிங் (ATDM)
അസമന്വിത കൈമാറ്റം,ஒத்திசைவற்ற பரிமாற்றம்
അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം),ஒத்திசைவற்ற பரிமாற்ற முறை (ATM)
ആറ്റം,அணு
അറ്റാച്ചുചെയ്ത പ്രമാണം,இணைக்கப்பட்ட ஆவணம்
അറ്റാച്ചുചെയ്ത ഫയൽ,இணைக்கப்பட்டுள்ள கோப்பு
ബന്ധം,இணைப்பு
ആട്രിബ്യൂട്ട്,பண்பு
ഓഡിയോ,ஆடியோ
ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്,தணிக்கை நிரலாக்கம்
ഓഡിറ്റ് ട്രയൽ,தணிக்கை சோதனை
വർദ്ധിപ്പിക്കൽ,பெருக்குதல்
പ്രാമാണീകരണ പ്രോട്ടോക്കോൾ,அங்கீகார நெறிமுறை
എഴുത്ത് സംവിധാനം,ஆசிரியர் அமைப்பு
അംഗീകാരം,அங்கீகாரம்
യാന്ത്രിക സംഗ്രഹം,தானியங்கு சுருக்கம்
ഓട്ടോബൂട്ടിംഗ്,தானாக துவக்குதல்
ഓട്ടോകാഡ്,ஆட்டோகேட்
ഓട്ടോലോഗ് ഓൺ,ஆட்டோலாக் ஆன்
ഓട്ടോമാറ്റ,தானியங்கி
ഓട്ടോമാറ്റ സിദ്ധാന്തം,தானியங்கு கோட்பாடு
ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടിംഗ്,தானியங்கி கணினி
ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്,தானியங்கி தரவு செயலாக்கம்
യാന്ത്രിക പിശക് തിരുത്തൽ,தானியங்கி பிழை திருத்தம்
യാന്ത്രിക പ്രവർത്തനം,தானியங்கி செயல்பாடு
ഓട്ടോമാറ്റിക് ഇൻഡെക്സിംഗ്,தானியங்கி அட்டவணைப்படுத்தல்
ഓട്ടോമാറ്റിക് ലൈബ്രറി കോൾ,தானியங்கி நூலக அழைப்பு
ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്,தானியங்கி நிரலாக்க
യാന്ത്രിക വീണ്ടെടുക്കൽ പ്രോഗ്രാം,தானியங்கி மீட்பு திட்டம்
യാന്ത്രിക ദിനചര്യ,தானியங்கி வழக்கம்
ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ,தானியங்கி கணினி மீட்பு
ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീൻ (എടിഎം),தானியங்கி பணம் செலுத்தும் இயந்திரம் (ATM)
ഓട്ടോമേഷൻ,தானியங்கி
ഓട്ടോപ്ലേ,தானியங்கி
സ്വയം സംരക്ഷിക്കുക,தானாக சேமிக்கவும்
സഹായകമായ,துணை
സഹായ മെമ്മറി,துணை நினைவகம்
സഹായ സംഭരണം,துணை சேமிப்பு
ലഭ്യമായ പട്ടിക,கிடைக்கும் பட்டியல்
ലഭ്യമായ സമയം,கிடைக்கும் நேரம்
ശരാശരി,சராசரி
awk (ഭാഷ),awk (மொழி)
പിൻഭാഗം,பின்தளம்
ബാക്കെൻഡ് പ്രോസസർ,பின்தள செயலி
ബാക്ക്ഫേസ് നീക്കം,பின்முகத்தை அகற்றுதல்
പശ്ചാത്തല പ്രോസസ്സിംഗ്,பின்னணி செயலாக்கம்
ബാക്കിംഗ് സ്റ്റോർ,பேக்கிங் கடை
ബാക്ക്പാച്ചിംഗ്,பின் இணைப்பு
ബാക്ക്സ്പേസ്,பின்வெளி
ബാക്ക്ട്രാക്കിംഗ്,பின்வாங்குதல்
ബാക്ക്-അപ്പ്,காப்புப்பிரதி
ബാക്കപ്പ് മെമ്മറി,காப்பு நினைவகம்
പിന്നോട്ട് പിശക് വീണ്ടെടുക്കൽ,பின்னோக்கி பிழை மீட்பு
ബാലൻസ് ഷീറ്റ്,இருப்புநிலை
ബാൻഡ്,இசைக்குழு
ബാൻഡ് വീതി,பட்டை அகலம்
ബാങ്കറുടെ അൽഗോരിതം,வங்கியாளர் வழிமுறை
ബാർ കോഡ്,பார் குறியீடு
ബാർ കോഡ് സ്കാനർ,பட்டை குறி படிப்பான் வருடி
ബാർ ഗ്രാഫ്,சட்ட வரைபடம்
അടിസ്ഥാന വിലാസം,அடிப்படை முகவரி
അടിസ്ഥാന ബാൻഡ്,அடிப்படை இசைக்குழு
അടിസ്ഥാന നമ്പർ,அடிப்படை எண்
അടിസ്ഥാന പട്ടിക,அடிப்படை அட்டவணை
അടിസ്ഥാനം,அடிப்படை
അടിസ്ഥാന നിയന്ത്രണം,அடிப்படை கட்டுப்பாடு
അടിസ്ഥാന ഇൻപുട്ട്,அடிப்படை உள்ளீடு
അടിസ്ഥാന നിർദ്ദേശം,அடிப்படை அறிவுறுத்தல்
അടിസ്ഥാന ഔട്ട്പുട്ട്,அடிப்படை வெளியீடு
അടിസ്ഥാന ഘട്ടം,அடிப்படை படி
ബാച്ച്,தொகுதி
ബാച്ച് ഫയൽ,தொகுதி கோப்பு
ബാച്ച് സ്ഥാനം,தொகுதி நிலை
ബാച്ച് പ്രോസസ്സിംഗ്,தொகுதி செயலாக்கம்
ബാച്ച് സിസ്റ്റം,தொகுதி அமைப்பு
ബൗഡ്,பாட்
ബാഡ് നിരക്ക്,பாட் விகிதம்
ബീം,உத்திரம்
ബെഞ്ച്മാർക്ക്,அளவுகோல்
ദ്വിദിശ ആശയവിനിമയം,இருதரப்பு தொடர்பு
ദ്വിദിശ ലിങ്ക്,இருதரப்பு இணைப்பு
ബൈനറി കോഡ്,பைனரி குறியீடு
ബൈനറി അക്കം,பைனரி இலக்கம்
ബൈനറി ഇൻപുട്ട് ഔട്ട്പുട്ട് സിസ്റ്റം (BIOS),பைனரி உள்ளீட்டு வெளியீட்டு அமைப்பு (பயாஸ்)
ബൈനറി നമ്പർ,பைனரி எண்
ബൈനറി ഓപ്പറേറ്റർ,பைனரி ஆபரேட்டர்
ബൈനറി ബന്ധം,பைனரி உறவு
ബൈനറി തിരയൽ,பைனரி தேடல்
ബൈനറി സെർച്ച് ട്രീ (BST),பைனரி தேடல் மரம் (BST)
ബൈനറി കൈമാറ്റം,பைனரி பரிமாற்றம்
ബൈനറി മരം,பைனரி மரம்
ബൈപോളാർ മെമ്മറി,இருமுனை நினைவகம்
ജനന മരണ മാതൃക,பிறப்பு இறப்பு மாதிரி
ജനന മരണ പ്രക്രിയ,பிறப்பு இறப்பு செயல்முறை
ബിറ്റ്,பிட்
ചെറിയ തെറ്റ്,சிறிய தவறு
ബിറ്റ് മാപ്പ്,பிட் வரைபடம்
ബിറ്റ് മാപ്പ് പിക്സൽ (BMP),பிட் மேப் பிக்சல் (BMP)
ബിറ്റ് മാട്രിക്സ്,பிட் மேட்ரிக்ஸ்
ബിറ്റ് പാറ്റേൺ,பிட் முறை
ബിറ്റ് സ്ഥാനം,பிட் நிலை
ബിറ്റ് നിരക്ക്,பிட் விகிதம்
ബ്ലാക്ക് ബോക്സ് പരിശോധന,கருப்பு பெட்டி சோதனை
മിന്നിമറയുന്നു,கண் சிமிட்டுதல்
തടയുക,தொகுதி
കാഷെ തടയുക,தொகுதி தற்காலிக சேமிப்பு
ബ്ലോക്ക് ചെക്ക്,தடுப்பு சோதனை
ബ്ലോക്ക് കോപ്പി,தொகுதி நகல்
ബ്ലോക്ക് ഡയഗ്രം,தொகுதி வரைபடம்
തടയൽ ശൃംഖല,பிணையத்தைத் தடுக்கிறது
ബോർഡ്,பலகை
ബുക്ക് മാർക്ക്,புத்தககுறி
ബൂലിയൻ ബീജഗണിതം,பூலியன் இயற்கணிதம்
ബൂളിയൻ ബന്ധം,பூலியன் உறவு
ബൂട്ട് പാർട്ടീഷൻ,துவக்க பகிர்வு
ബൂട്ട് സ്ട്രാപ്പിംഗ്,பூட் ஸ்ட்ராப்பிங்
ബൂട്ട് സ്ട്രാപ്പ് ലോഡർ,பூட்-ஸ்ட்ராப் ஏற்றி
പാലം,பாலம்
ബ്രോഡ്‌ബാൻഡ് നെറ്റ്‌വർക്കിംഗ്,பிராட்பேண்ட் நெட்வொர்க்கிங்
പ്രക്ഷേപണം,ஒளிபரப்பு
പ്രക്ഷേപണം റേഡിയോ,ஒலிபரப்பு வானொலி
ബ്രൗസ് ചെയ്യുക,உலவ
ബ്രൗസർ,உலாவி
ബി-ട്രീ,பி-மரம்
ബബിൾ മെമ്മറി,குமிழி நினைவகம்
ബബിൾ അടുക്കുക,குமிழி வகை
ബക്കറ്റ്,வாளி
ബഡ്ഡി സിസ്റ്റം,நண்பர் அமைப்பு
ബജറ്റ് ഫലപ്രദമായ നിയന്ത്രണം,பட்ஜெட் பயனுள்ள கட்டுப்பாடு
ബഫർ,தாங்கல்
ബഗ്,பிழை
ബസ്,பேருந்து
ബൈറ്റ്,பைட்
ബൈറ്റ് കോഡ്,பைட் குறியீடு
സി,c
C++,C++
കാഷെ,தற்காலிக சேமிப்பு
കാഷെ ബഫർ,கேச் தாங்கல்
കാഷെ മെമ്മറി,கேச் நினைவகம்
കണക്കുകൂട്ടല്,கணக்கீடு
കാൽക്കുലേറ്റർ,கால்குலேட்டர்
കാൽക്കുലേറ്റർ ചിപ്പ്,கால்குலேட்டர் சிப்
വിളി,அழைப்பு
പേര് വിളിക്കുക,பெயரால் அழைக்கவும்
റഫറൻസ് വഴി വിളിക്കുക,குறிப்பு மூலம் அழைப்பு
മൂല്യമനുസരിച്ച് വിളിക്കുക,மதிப்பு மூலம் அழைப்பு
വേരിയബിളുകൾ വഴി വിളിക്കുക,மாறிகள் மூலம் அழைப்பு
കോൾ ഗേറ്റ്,அழைப்பு வாயில்
റദ്ദാക്കുക,ரத்து செய்
റദ്ദാക്കുക ബട്ടൺ,ரத்து பொத்தான்
കാനോനിക്കൽ,நியமனம்
കാനോനിക്കൽ രൂപം,நியமன வடிவம்
കഴിവ്,திறன்
കഴിവ് പട്ടിക,திறன் பட்டியல்
ശേഷി,திறன்
ക്യാപ്സ് ലോക്ക് കീ,தொப்பி பூட்டு விசை
കാർഡ്,அட்டை
കാർഡ് റീഡർ,கார்டு ரீடர்
കാർഡിനാലിറ്റി,கார்டினாலிட்டி
വാഹകൻ,கேரியர்
കാരിയർ ബാൻഡ്,கேரியர் பேண்ட்
കാരിയർ ലോഡ്,கேரியர் சுமை
കാരിയർ സിഗ്നൽ,கேரியர் சிக்னல்
കാരിയർ തരംഗം,கேரியர் அலை
കൊണ്ടുപോകുക,சுமந்து செல்
അക്കം കൊണ്ടുപോകുക,இலக்கத்தை எடுத்துச் செல்லுங்கள்
പതാക വഹിക്കുക,கொடியை ஏந்தி
കാട്രിഡ്ജ് ഡിസ്ക്,கெட்டி வட்டு
കാസ്കേഡ്,அருவி
കേസ്,வழக்கு
കാഥോഡ് റേ ട്യൂബ് (CRT),கத்தோட் கதிர் குழாய் (CRT)
കാഥോഡ് റേ ട്യൂബ് (CRT),கேத்தோடு கதிர் குழாய் (CRT)
സിഡി റോം ഡിസ്ക് ഡ്രൈവ്,CD ROM வட்டு இயக்கி
സെൽ,செல்
സെൽ ആനിമേഷൻ,செல் அனிமேஷன்
സെല്ലുലാർ ഫോൺ,கை பேசி
കേന്ദ്ര മെമ്മറി,மைய நினைவகம்
സെൻട്രൽ പ്രോസസ്സിംഗ് യൂണിറ്റ് (സിപിയു),மத்திய செயலாக்க அலகு (CPU)
കേന്ദ്രീകൃത സംവിധാനം,மையப்படுத்தப்பட்ட அமைப்பு
സാക്ഷ്യപ്പെടുത്തിയ ടേപ്പ്,சான்றளிக்கப்பட்ட நாடா
ചങ്ങല,சங்கிலி
ചെയിൻ ഡാറ്റ,சங்கிலி தரவு
ചെയിൻ ലിങ്ക്,சங்கிலி இணைப்பு
ചങ്ങല,சங்கிலியிடுதல்
ചാനൽ,சேனல்
ചാനൽ തിരക്കുള്ള ടോൺ,சேனல் பிஸியான தொனி
ചാനൽ ശേഷി,சேனல் திறன்
ചാനൽ കൺട്രോളർ,சேனல் கட்டுப்படுத்தி
ചാനൽ പിശക്,சேனல் பிழை
ചാനൽ പ്രോഗ്രാം,சேனல் நிரல்
ചാനൽ വിശ്വാസ്യത,சேனல் நம்பகத்தன்மை
ചാനൽ സെറ്റ്,சேனல் தொகுப்பு
സ്വഭാവം,பாத்திரம்
പ്രതീക കോഡ്,எழுத்து குறியீடு
പ്രതീക കീ,எழுத்து திறவுகோல்
സ്വഭാവ വായനക്കാരൻ,பாத்திர வாசகர்
പ്രതീക വലുപ്പം,எழுத்து அளவு
ചാർട്ട്,விளக்கப்படம்
ചേസിസ്,சேஸ்பீடம்
ചെക്ക് ബിറ്റ്,சோதனை பிட்
അക്കം പരിശോധിക്കുക,எண்ணை சரிபார்க்க
തുക ചെക്ക്,காசோலை தொகை
ചെക്ക് വാക്ക്,சரிபார்ப்பு வார்த்தை
ചിപ്പ്,சிப்
ചിപ്പ് സെറ്റ്,சிப் தொகுப்பு
തിരഞ്ഞെടുക്കുക,தேர்வு
വർണ്ണപരമായി,வர்ண ரீதியாக
സൈഫർ,மறைக்குறியீடு
സർക്യൂട്ട്,சுற்று
വൃത്താകൃതിയിലുള്ള പട്ടിക,வட்ட பட்டியல்
സിറസ്,சிரஸ்
അവലംബം,மேற்கோள்
ക്ലാസ്,வர்க்கம்
ക്ലാസ് വേരിയബിൾ,வர்க்க மாறி
വർഗ്ഗീകരണം,வகைப்பாடு
വ്യക്തമായ,தெளிவானது
തെളിഞ്ഞ പ്രദേശം,தெளிவான பகுதி
വ്യക്തമായ ചാനൽ,தெளிவான சேனல்
ക്ലിക്ക് ചെയ്യുക,கிளிக் செய்யவும்
കക്ഷി,வாடிக்கையாளர்
ക്ലയന്റ് സെർവർ,கிளையன்ட் சர்வர்
ക്ലയന്റ് അപൂർണ്ണം,கிளையன்ட் ஸ்டப்
ക്ലിപ്പ് ആർട്ട്,சிறு படம்
ക്ലിപ്പ് ആർട്ട് ലൈബ്രറി,கிளிப் ஆர்ட் நூலகம்
ക്ലിപ്പ് ബോർഡ്,கிளிப் போர்டு
ക്ലിപ്പർ,கிளிப்பர்
ക്ലിപ്പർ ചിപ്പ്,கிளிப்பர் சிப்
കൂട്ടം,குழு
ക്ലോക്ക്,கடிகாரம்
ക്ലോക്ക് സൈക്കിൾ,கடிகார சுழற்சி
ക്ലോക്ക് ആവൃത്തി,கடிகார அதிர்வெண்
ക്ലോക്ക് ഹാർഡ്‌വെയർ,கடிகார வன்பொருள்
ക്ലോക്ക് പൾസ്,கடிகார துடிப்பு
ക്ലോക്ക് വേഗത,கடிகார வேகம்
ക്ലോക്ക് സിൻക്രൊണൈസേഷൻ,கடிகார ஒத்திசைவு
ക്ലോക്ക് ടിക്ക്,கடிகார டிக்
ക്ലോൺ,குளோன்
അടുത്ത്,நெருக்கமான
ക്ലോസ് സർക്യൂട്ട് ടിവി (സിസിടിവി),க்ளோஸ் சர்க்யூட் டிவி (சிசிடிவி)
അടച്ചുപൂട്ടൽ,மூடல்
ക്ലൗഡ് കമ്പ്യൂട്ടിംഗ്,கிளவுட் கம்ப்யூட்டிங்
ക്ലസ്റ്റർ,கொத்து
പൂശിയ കാർഡ്,பூசிய அட்டை
പൊതിഞ്ഞ പേപ്പർ,பூசிய காகித
ഏകപക്ഷീയമായ,கோஆக்சியல்
ഏകോപന കേബിൾ,கோஆக்சியல் கேபிள்
കോഡാസിൽ,கோடாசில்
കോഡ്,குறியீடு
കോഡ് ജനറേറ്റര്,குறியீடு உற்பத்தியாளர்
കോഡ് പേജ്,குறியீடு பக்கம்
കോഡ് വാക്ക്,குறியீட்டு வார்த்தை
കോഡർ,குறியீட்டாளர்
കോഡിംഗ് പരിശോധന,குறியீட்டு சோதனை
കോഡിംഗ് ഫോം,குறியீட்டு வடிவம்
കോഡിംഗ് ഷീറ്റ്,குறியீட்டு தாள்
ഗുണകം,குணகம்
പരസ്പരബന്ധം,இணக்கத்தைப்
തണുത്ത ബൂട്ട്,குளிர் துவக்க
തണുത്ത തുടക്കം,குளிர் ஆரம்பம்
സഹകരണം,இணைந்து
തകർച്ച,சரிவு
കൊളാറ്റ്,இணை
കൊളേറ്റ് ടേപ്പ്,கோலேட் டேப்
കൂട്ടിയിടി,மோதல்
കോളൻ,பெருங்குடல்
നിറം (നിറം),நிறம் (நிறம்)
നിറം സാച്ചുറേഷൻ,வண்ண செறிவு
വർണ്ണ പട്ടിക,வண்ண அட்டவணை
കോളം,நெடுவரிசை
സംയോജനം,சேர்க்கை
കോംബോ ബോക്സ്,சேர்க்கை பெட்டி
കമാൻഡ്,கட்டளை
കമാൻഡ് ബട്ടൺ,கட்டளை பொத்தான்
കമാൻഡ് ലിസ്റ്റ്,கட்டளை பட்டியல்
