Hindi,Odiya
क्षीणन,ଆଘାତ
प्रत्यावर्ती धारा,ବ current କଳ୍ପିକ କରେଣ୍ଟ୍ |
परिवेश ताप,ପରିବେଶର ତାପମାତ୍ରା |
उभयध्रुवीय,ଦ୍ୱିପାକ୍ଷିକ
प्रवर्धन,ବୃଦ୍ଧି
प्रवर्धक,ଏମ୍ପ୍ଲିଫାୟର୍
प्रवर्धक दक्षता,ଏମ୍ପ୍ଲିଫାୟର୍ ଦକ୍ଷତା |
आयाम,ପରିମାପ
आयाम क्षीणन,ପ୍ରଶସ୍ତତା ଆଘାତ
आयाम मॉडुलित ए.एम. दोलित्र,ବିସ୍ତାର ମଡ୍ୟୁଲେଡ୍ ଏମ୍ ଓସିଲେଟର
आयाम मॉडुलन,ପ୍ରଶସ୍ତିକରଣ ମୋଡ୍ୟୁଲେସନ
आयाम मॉडुलक,ପ୍ରଶସ୍ତିକରଣ ମଡ୍ୟୁଲେଟର
एंगस्ट्रॉम इकाई,ଆଙ୍ଗଷ୍ଟ୍ରମ୍ ୟୁନିଟ୍ |
अनुरूप परिपथ,ଆନାଗଲ୍ ସର୍କିଟ୍ |
अनुरूप कंप्यूटर,ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |
अनुरूप फिल्टर,ଆନାଲଗ୍ ଫିଲ୍ଟର୍ |
अनुरूप बहुमापी,ଆନାଗଲ୍ ମଲ୍ଟିମିଟର |
अनुरूप स्विच,ଆନାଗଲ୍ ସୁଇଚ୍ |
AND गेट,ଏବଂ ଫାଟକ |
कोणीय आवृत्ति,କୋଣ ଅନୁକୋଣ
"ऋणायन, एनॉयन","ଆୟନ, ଆୟନ"
अनीलन तापमान,ଆନ୍ନାଲିଙ୍ଗ୍ ତାପମାତ୍ରା |
ऐनोड,anode
ऐनोड प्रवर्धक,ଆନାଡ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |
ऐनोडी करण,anodyne
ऐन्टेना,ଆଣ୍ଟେନା |
ऐन्टेना घटक,ଆଣ୍ଟେନା ଉପାଦାନ |
परावर्तन रोधी लेपन,ଆଣ୍ଟି-ପ୍ରତିଫଳିତ ଆବରଣ |
प्रतिलघुगुणक प्रवर्धक,ଆଣ୍ଟିଲୋଜିନ ଏମ୍ପ୍ଲିଫାୟର୍ |
प्रतिअनुनादी परिपथ,ଆଣ୍ଟିରେସୋନାଣ୍ଟ ସର୍କିଟ |
द्वारक काल,ଦ୍ୱାରକ ଅବଧି |
आभासीय शक्ति,ଭର୍ଚୁଆଲ୍ ଶକ୍ତି |
तार संयोजन,ତାର ସଂଯୋଗ
सन्निकट वोल्टता लब्धि,ଆନୁମାନିକ ଭୋଲଟେଜ୍ ଲାଭ |
आर्मस्ट्रांग माडुलक,ବାହୁବଳୀ ମଡ୍ୟୁଲେଟର
ऐन्टेना-व्यूह,ଆଣ୍ଟେନା ଆରେ |
"आकार अनुपात, अभिमुखता अनुपात","ଆକାର ଅନୁପାତ, ଆସପେକ୍ଟ ଅନୁପାତ |"
अस्थायी परिपथ (मुक्तचालित परिपथ),ଭାସମାନ ସର୍କିଟ (ମାଗଣା ଅପରେଟିଂ ସର୍କିଟ)
स्वचालित बहुकंपित्र,ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |
अस्थायी बहुकंपित्र,ଭାସମାନ ମଲ୍ଟିଭାଇବ୍ରେଟର |
असममित संधि,ଅସୀମିତ ଜଙ୍କସନ
अतुल्यकाली गणक,ଅସନ୍ତୁଳିତ କାଲକୁଲେଟର |
परमाणु,ପରମାଣୁ
परमाणु संख्या,ପରମାଣୁ ସଂଖ୍ୟା
परमाणु संरचना,ପରମାଣୁ ଗଠନ
श्रव्य प्रवर्धक,ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |
श्रव्य प्रवर्धक,ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |
श्रव्य कैसेट,ଅଡିଓ କ୍ୟାସେଟ୍ |
श्रव्य परिपथ,ଅଡିଓ ସର୍କିଟ |
श्रव्य आवृत्ति,ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି |
स्वत: वोल्टता नियंत्रण,ସ୍ୱୟଂଚାଳିତ ଭୋଲଟେଜ୍ ନିୟନ୍ତ୍ରଣ |
एवलांश,ବାଘ
औसत संसूचक,ହାରାହାରି ଡିଟେକ୍ଟର |
अक्षीय विधा,ଅକ୍ଷୀୟ ମୋଡ୍ |
अक्षीय अनुपात,ଅକ୍ଷୀୟ ଅନୁପାତ |
ऐन्टेना,ଆଣ୍ଟେନା |
पश्च विद्युत वाहक बल,ପଛକୁ ଇଲେକ୍ଟ୍ରୋମୋଟିଭ୍ ଫୋର୍ସ |
पश्च क्षेत्र,ପଛ କ୍ଷେତ୍ର
पश्च प्रकीर्णन,ପଛ ବିଛାଇବା |
पृष्ठभूमि आवेश,ପୃଷ୍ଠଭୂମି ଚାର୍ଜ |
पार्श्व रव,ପାର୍ଶ୍ୱ ଶବ୍ଦ |
पश्चगमन,ପ୍ରତ୍ୟାବର୍ତ୍ତନ
पश्चपालि विकिरण,ପରବର୍ତ୍ତୀ ବିକିରଣ |
बैकवार्ड डायोड/पश्च डायोड,ପଛୁଆ ଡାୟୋଡ୍ / ପଛୁଆ ଡାୟୋଡ୍ |
पश्चगामी तरंग दोलक,ପଛୁଆ ତରଙ୍ଗ ଓସିଲେଟର |
"बाधिका, व्यारोध","ବାଧା, ବାଧା"
बाधिका,ବାଧା
संतुलित सेतु,ସନ୍ତୁଳିତ ସେତୁ |
संतुलित विमॉडुलक,ସନ୍ତୁଳିତ ମଡ୍ୟୁଲେଟର
संतुलित मॉडुलक,ସନ୍ତୁଳିତ ମଡ୍ୟୁଲେଟର
संतुलित परिपथ,ସନ୍ତୁଳିତ ସର୍କିଟ |
संतुलित ढाल संसूचक,ସନ୍ତୁଳିତ ଗ୍ରେଡିଏଣ୍ଟ ଡିଟେକ୍ଟର |
धारा स्थिरक प्रतिरोध,ସାମ୍ପ୍ରତିକ ଷ୍ଟାବିଲାଇଜର୍ ପ୍ରତିରୋଧ |
बोलोमीटर,ବୋଲୋମିଟର |
बोलोमीटर सेतु,ବୋଲୋମିଟର ବ୍ରିଜ୍ |
बलून,ବେଲୁନ୍ |
बनाना जैक,ବାନା ଜ୍ୟାକ୍ |
बनाना प्लग,ବାନା ପ୍ଲଗ୍ |
"बैंड, पट्टी","ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡେଜ୍ |"
बैंड चालक,ବ୍ୟାଣ୍ଡ ଡ୍ରାଇଭର |
बैंड ऊर्जा,ବ୍ୟାଣ୍ଡ ଶକ୍ତି
बैंड अंतराल,ବ୍ୟାଣ୍ଡ ଫାଙ୍କ |
बैडपारक प्रवर्धक,ବ୍ୟାଡପାର୍କ ଏମ୍ପ୍ଲିଫାୟର୍ |
बैंड पारक फिल्टर,ବ୍ୟାଣ୍ଡ ପାସ୍ ଫିଲ୍ଟର୍ |
बॉड दर जनित्र,ବାଉଡ୍ ରେଟ୍ ଜେନେରେଟର |
बैंडफैलाव,ବ୍ୟାଣ୍ଡଡିସପର୍ସନ |
बैंड रोधक,ବ୍ୟାଣ୍ଡ ପ୍ରତିରୋଧକ |
बैंड विरामक फिल्टर,ବ୍ୟାଣ୍ଡ ବ୍ରେକର୍ ଫିଲ୍ଟର୍ |
बैंड विस्तार,ବ୍ୟାଣ୍ଡ ବିସ୍ତାର
बैंड वर्जक फिल्टर,ବ୍ୟାଣ୍ଡ ରିମୁଭର୍ ଫିଲ୍ଟର୍ |
बैंड विस्तार विक्षेपण गुणक,ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଡିଫ୍ଲେକ୍ସନ୍ ମଲ୍ଟିପ୍ଲାଏର୍ |
बैंड विस्तार दूरी गुणक,ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଦୂରତା ଗୁଣକର୍ତ୍ତା |
"पुंज संधारित्र, बैंक संधारित्र","ବିମ୍ କ୍ୟାପେସିଟର, ବ୍ୟାଙ୍କ କ୍ୟାପେସିଟର |"
"बारकर कूट, बारकर कोड","ବାର୍କର୍ କୋଡ୍, ବାର୍କର୍ କୋଡ୍ |"
बार्रवाउजेन कसौटी,ବାରଭାଉଗେନ୍ ମାନଦଣ୍ଡ |
बैरेटर,ବ୍ୟାରେଟର୍
रोध,ପ୍ରତିବନ୍ଧକ |
रोध संधारित्र,ଇନସୁଲେଟିଂ କ୍ୟାପେସିଟର୍ |
रोधिका उर्जा,ପ୍ରତିବନ୍ଧକ ଶକ୍ତି |
रोधी वोल्टता,ପ୍ରତିରୋଧକ ଭୋଲଟେଜ୍ |
बार्टलेट विंडो,ବାର୍ଟଲେଟ୍ ୱିଣ୍ଡୋ |
"आधार, बेस","ଆଧାର, ଆଧାର"
आधार बैंड,ବେସ୍ ବ୍ୟାଣ୍ଡ |
आधार बैंड संचरण,ବେସ୍ ବ୍ୟାଣ୍ଡ ଟ୍ରାନ୍ସମିସନ୍ |
आधार आवेश,ଆଧାର ଚାର୍ଜ |
आधार धारा,ମୂଳ କରେଣ୍ଟ୍ |
आधार धारा स्रोत,ମୂଳ ସାମ୍ପ୍ରତିକ ଉତ୍ସ |
आधार कर्तन,ମୂଳ କାଟିବା |
आधार मादन,ଆଧାର ମଦନ
आधार उत्सर्जक संभरण,ବେସ୍ ଏମିଟର ଫିଡ୍ |
आधार उत्सर्जक संधि,ବେସ୍ ଏମିଟର ଜଙ୍କସନ |
आधार अंतःक्षेपण,ମୂଳ ଇଞ୍ଜେକ୍ସନ୍ |
आधार रेखा,ଭୂମି ରେଖା
आधार प्रतिरोध,ମୂଳ ପ୍ରତିରୋଧ |
आधार स्रोत,ମୂଳ ଉତ୍ସ |
आधार विस्तारण प्रतिरोध,ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |
आधार विस्तारण प्रतिरोध,ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |
आधार मोटाई,ମୂଳ ଘନତା |
आधार अभिगमन,ଆଧାର ପ୍ରବେଶ
"आधार चौड़ाई मॉडुलन, आधार विस्तार मॉडुलन","ବେସ୍ ଓସାର ମଡ୍ୟୁଲେସନ୍, ବେସ୍ ବିସ୍ତାର ମଡ୍ୟୁଲେସନ୍ |"
आधार संग्राहक संधि,ଆଧାର ସଂଗ୍ରହକାରୀ ଚୁକ୍ତି |
बास,ଗନ୍ଧ
बास आवृत्ति,ବାସ୍ ଫ୍ରିକ୍ୱେନ୍ସି |
बैटरी,ବ୍ୟାଟେରୀ
बॉड,baud
बॉड रेट,ବାଉଡ୍ ହାର
बॉड दर जनित्र,ବାଉଡ୍ ରେଟ୍ ଜେନେରେଟର |
बोदो कोड,ବୋଡୋ କୋଡ୍ |
"संकेत देना, बीकन","ସଙ୍କେତ, ବିକନ୍ |"
"मणिका, बीड","ମାଣିକା, ବିଡ୍ |"
मणिक संधारित्र,ମାଣିକ କ୍ୟାପେସିଟର୍ |
मणिकातापी प्रतिरोधक,ମାଣିକାର୍ଟାପି ପ୍ରତିରୋଧକ |
"किरणपुंज ऐन्टेना, बीम ऐन्टेना","ବିମ୍ ଆଣ୍ଟେନା, ବିମ୍ ଆଣ୍ଟେନା |"
किरणपुंज खोजी,ବିମ୍ ଡିଟେକ୍ଟର୍ |
किरणपुंज शक्ति नली,ବିମ୍ ପାୱାର୍ ହୋସ୍ |
किरणपुंज स्विचन नलिका,ବିମ୍ ସୁଇଚ୍ ନୋଜଲ୍ |
किरणपुंज विस्तार,ବିମ୍ ବିସ୍ତାର
विस्पंद आवृत्ति,ଫ୍ରିକ୍ୱେନ୍ସି
विस्पन्द-आवृत्ति दोलक,ବିଟ୍-ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |
विस्पंद दोलक,ନାଡ ଓସିଲେଟର |
बेल,ବେଲ୍ |
बंकन हानि,ନମ୍ର କ୍ଷତି |
बेसेल फिल्टर,ବେସେଲ୍ ଫିଲ୍ଟର୍ |
बीटा,ବିଟା |
बी-एच वक्र,b-h ବକ୍ର
"अभिनति, बायस","ପକ୍ଷପାତ, ପକ୍ଷପାତ |"
बायस धारा,ପକ୍ଷପାତ କରେଣ୍ଟ |
बायस-प्रतिरोधक,ପକ୍ଷପାତ ପ୍ରତିରୋଧ |
द्विशंकु ऐन्टेना,ଡବଲ୍ ଆଣ୍ଟେନା |
द्विदिशी लोड धारा,ଦ୍ୱି-ଦିଗୀୟ ଲୋଡ୍ କରେଣ୍ଟ୍ |
द्विदैशिक ऐन्टेना,ଦ୍ୱି-ଦିଗୀୟ ଆଣ୍ଟେନା |
द्विदैशिक प्रकाश उत्सर्जक डायोड,ଦ୍ୱି-ଦିଗୀୟ ଆଲୋକ ନିର୍ଗତ ଡାୟୋଡ୍ |
द्विदिक् थाइरिस्टर,ଦ୍ୱି-ଦିଗୀୟ ଥିରିଷ୍ଟର |
द्वि FET तकनीक,bi FET ଟେକ୍ନୋଲୋଜି |
द्विसूत्री ट्रांसफार्मर,ବି ପଏଣ୍ଟ ଟ୍ରାନ୍ସଫର୍ମର |
द्विसूत्री आआवलन,ଡବଲ୍ ଫ୍ୟୁଜନ୍ |
द्विपार्श्विक परिपथ,ଦ୍ୱିପାକ୍ଷିକ ସର୍କିଟ |
द्विआधारी,ବାଇନାରୀ
द्विआधारी योग,ବାଇନାରୀ ରାଶି
द्विआधारी परिपथ,ବାଇନାରୀ ସର୍କିଟ |
द्वि-आधारी कोडित दशमलव,ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |
द्वि-आधारी कोडित दशमलव प्रणाली,ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ ସିଷ୍ଟମ୍ |
द्विआधारी द्विपरिवर्तक संधारित्र,ବାଇନାରୀ ଡିପୋଲ୍ କ୍ୟାପେସିଟର୍ |
द्विआधारी गणक,ବାଇନାରୀ କାଲକୁଲେଟର
द्विआधारी गणित्र,ବାଇନାରୀ କାଲକୁଲେଟର
द्विआधारी कूट वाचक,ବାଇନାରୀ ଡିକୋଡର୍ |
द्विआधारी सीढ़ी,ବାଇନାରୀ ସିଡ଼ି |
द्विआधारी पथमापी,ବାଇନାରୀ ପାଥୋମିଟର |
द्विआधारी अवस्था,ବାଇନାରୀ ଅବସ୍ଥା |
द्विआधारी-दशमिक विकोडक,ବାଇନାରୀ-ଦଶମିକ ଡିକୋଡର୍ |
द्विआधारी भार,ବାଇନାରୀ ଲୋଡ୍ |
द्विआधारी शब्द,ବାଇନାରୀ ଶବ୍ଦ |
द्विध्रुवी,ଦ୍ୱିପାକ୍ଷିକ
द्विध्रुवी संधारित्र,ଦ୍ୱିପାକ୍ଷିକ କ୍ୟାପେସିଟର୍ |
द्विध्रुवी युक्ति,ଦ୍ୱିପାକ୍ଷିକ ଉପକରଣ |
द्विध्रुवी स्रोत,ଦ୍ୱିପାକ୍ଷିକ ଉତ୍ସ |
द्विध्रुवी ट्राजिस्टर,ଦ୍ୱିପାକ୍ଷିକ ଟ୍ରାନଜିଷ୍ଟର |
द्विध्रुवी संधि ट्रांजिस्टर,ଦ୍ୱିପାକ୍ଷିକ ଜଙ୍କସନ୍ ଟ୍ରାନଜିଷ୍ଟର |
द्विघाती फिल्टर,ଚତୁର୍ଭୁଜ ଫିଲ୍ଟର୍ |
द्विस्थितिक,ଡବଲ୍ ପୋଜିସନ୍ |
द्विस्थितिक बहुकंपित्र,ଦୁଇ ପର୍ଯ୍ୟାୟ ମଲ୍ଟିଭାଇବ୍ରେଟର |
द्विस्थितिक रिले,ଦ୍ୱି-ଦିଗୀୟ ରିଲେ |
द्विस्थितिक अवस्था,ଦୁଇ ପର୍ଯ୍ୟାୟ ଅବସ୍ଥା |
द्विस्थितिक ट्रिगर,ଦୁଇ-ଅବସ୍ଥାନ ଟ୍ରିଗର |
बिट त्रुटि,ବିଟ୍ ତ୍ରୁଟି |
बिट त्रुटि दर,ବିଟ୍ ତ୍ରୁଟି ହାର
बिट त्रुटि,ବିଟ୍ ତ୍ରୁଟି |
बिटकाल त्रुटि,ବିଟ୍କାଲ୍ ତ୍ରୁଟି |
अंध पेटी,ଅନ୍ଧ ବାକ୍ସ
समाच्छादी स्पंद,ଘନୀଭୂତ ନାଡ |
स्रावक,ସଚିବ
स्रावी प्रतिरोधक,ଗୁପ୍ତ ପ୍ରତିବନ୍ଧକ |
अंधगति,ଅନ୍ଧତା
खंड आरेख,ବିଭାଗ ଚିତ୍ର
अवरूद्ध प्रतिबाधा,ପ୍ରତିବନ୍ଧକକୁ ଅବରୋଧ କରିବା |
खंडक स्थानांतरण,ଖଣ୍ଡ ସ୍ଥାନାନ୍ତର |
अवरोधन,ବାଧା
अवरोधी संधारित्र,ପ୍ରତିରୋଧକ କ୍ୟାପେସିଟର |
अवरोधी संधारित्र,ପ୍ରତିରୋଧକ କ୍ୟାପେସିଟର |
अवरोधी दोलक,ଓସିଲେଟରକୁ ଅବରୋଧ କରିବା |
अवरोधी दोलक,ପ୍ରତିରୋଧକ ଓସିଲେଟର |
अवरोधी वोल्टता,ପ୍ରତିରୋଧକ ଭୋଲଟେଜ୍ |
ब्लोवर,ବ୍ଲୋଅର୍ |
बोडे आरेख,ବୋଡ ଚିତ୍ର
वोल्ट्जमान संबंध,voltzmann ସମ୍ପର୍କ
वोल्ट्जमान स्थिंराक,voltzmann ସ୍ଥିର |
बंध,ବନ୍ଧନ
आबद्ध विकृति प्रमापी,ବନ୍ଧା ହୋଇଥିବା ଷ୍ଟ୍ରେନ୍ ଗେଜ୍ |
स्वोत्थानी प्रवर्धक,ସ୍ୱୟଂ ଚାଳିତ ଏମ୍ପ୍ଲିଫାୟର୍ |
बूलीय बीजगणित,ବୁଲିଅନ୍ ବୀଜ ବିବେଚନା |
बूलीय समीकरण,ବୁଲିଅନ୍ ସମୀକରଣ |
"बूट स्ट्रैपन, स्वोत्थान",ବୁଟ୍ ଷ୍ଟ୍ରାପନ୍ |
बूथ्स आल्गोरिदम,ବୁଥ୍ ର ଆଲଗୋରିଦମ |
बूटस्ट्रैप प्रसर्प परिपथ,ବୁଟ୍ ଷ୍ଟ୍ରାପ୍ ପ୍ରିଜିମ୍ ସର୍କିଟ୍ |
बॉसकर्ट्स नियम,ବସ୍କଟ୍ ନିୟମ |
बोस-चौधरी होकिनहाम (बी.सी.एच) कोड,ବୋଷ-ଚ owd ଧୁରୀ ହକେନହମ୍ (BCH) କୋଡ୍ |
"झंप, उछाल","ଡେଇଁବା, ଡେଇଁବା |"
परिबद्ध इलेक्ट्रॉन,ବନ୍ଧା ଇଲେକ୍ଟ୍ରନ୍ |
ब्रैग परावर्तक,ଗର୍ବ ପ୍ରତିଫଳକ |
गुंफित तार,ଅନ୍ତର୍ନିହିତ ତାର
शाखा,ଶାଖା
शाखन,ଶାଖା
प्रयोग पट्ट,ପରୀକ୍ଷଣ ବୋର୍ଡ |
भंजन क्षेत्र,ବ୍ରେକ୍ ଜୋନ୍ |
भंजन वोल्टता,ଭୋଲଟେଜ୍ ଭାଙ୍ଗିବା |
भंजन डायोड,ବ୍ରେକଡାଉନ୍ ଡାୟୋଡ୍ |
भंजन संनिर्धारण,ଭଙ୍ଗା ଫିକ୍ସିଂ |
भंजन वोल्टता,ଭୋଲଟେଜ୍ ଭାଙ୍ଗିବା |
सेतु,ସେତୁ
सेतु दिष्टकारी,ବ୍ରିଜ୍ ରେକ୍ଟିଫାୟର୍ |
विस्तृत बैंड,ପ୍ରଶସ୍ତ ବ୍ୟାଣ୍ଡ |
प्रसारण बैंड,ପ୍ରସାରଣ ବ୍ୟାଣ୍ଡ |
निरक्षीय व्यूह,ଜ୍ୟୋତିଷ ଆରେ |
प्रसारण,ପ୍ରସାରଣ
प्रसारण ऐन्टेना,ପ୍ରସାରଣ ଆଣ୍ଟେନା |
प्रसारण ग्राही,ପ୍ରସାରଣ ରସିଦ |
आवृत्ति प्रसारण अभिग्राही,ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରସାରଣ ରସିଭର୍ |
प्रसारण प्रेषित्र,ପ୍ରସାରଣ ଟ୍ରାନ୍ସମିଟର |
बूस्टर ऐन्टेना,ବୁଷ୍ଟର୍ ଆଣ୍ଟେନା |
बूस ऐन्टेना,ବସ୍ ଆଣ୍ଟେନା |
ब्रश विसर्जन,ବ୍ରଶ୍ ବୁଡ ପକାଇବା |
बुदबूदु AND गेट,ବବୁଲିଙ୍ଗ୍ ଏବଂ ଗେଟ୍ |
बुदबूदु OR गेट,ବୁଡବୁଡୁ କିମ୍ବା ଗେଟ୍ |
बुदबूदु स्मृति,ବବୁଲି ମେମୋରୀ |
प्रतिकारी वोल्टता,ଭୋଲଟେଜ୍ କ୍ଷତିପୂରଣ
बफर,ବଫର୍
बफर प्रवर्धक,ବଫର୍ ଏମ୍ପ୍ଲିଫାୟର୍ |
बफर परिपथ,ବଫର୍ ସର୍କିଟ୍ |
बफर परिचालक,ବଫର୍ ଅପରେଟର୍ |
बफर पंजी,ବଫର୍ ରେଜିଷ୍ଟର |
बल्व,ବଲ୍ବ
समष्टि प्रभाव,ଜନସଂଖ୍ୟା ପ୍ରଭାବ
समष्टि अर्धचालक युक्ति,ମାକ୍ରୋ ସେମିକଣ୍ଡକ୍ଟର ଉପକରଣ |
गुच्छक,ଗୁଣ୍ଡ |
निमज्जित विनिमय,ଜଳମଗ୍ନ ବିନିମୟ |
निमज्जित परत,ଜଳମଗ୍ନ ସ୍ତର |
निमज्जित संपर्क,ଜଳମଗ୍ନ ସମ୍ପର୍କ |
प्रस्फोट प्रवर्धक,ବ୍ଲାଷ୍ଟ ଏମ୍ପ୍ଲିଫାୟର୍ |
प्रस्फोटी समाच्छादी,ବିସ୍ଫୋରଣ କଭର |
प्रस्फोट फायरन,ବିସ୍ଫୋରଣ
प्रस्फोटी द्वार प्रवर्धक,ବିସ୍ଫୋରଣ ଦ୍ୱାର ଆମ୍ପ୍ଲିଫାୟର୍ |
प्रस्फोटी विधा,ବିସ୍ଫୋରଣ ମୋଡ୍ |
प्रस्फोटी पृथक्कारक,ବିସ୍ଫୋରଣ ବିଚ୍ଛିନ୍ନକର୍ତ୍ତା |
प्रस्फोटी संकेत,ବିସ୍ଫୋରଣ ସଙ୍କେତ
प्रस्फोट त्रुटि संशोधक कोड,ବିସ୍ଫୋରଣ ତ୍ରୁଟି ସଂଶୋଧନକାରୀ କୋଡ୍ |
बस,ଯଥେଷ୍ଟ
बस बार,ବସ୍ ବାର୍
बस संगठन,ବସ୍ ସଂଗଠନ
बस मानक,ବସ୍ ମାନକ
बस क्षणिक,କେବଳ କ୍ଷଣସ୍ଥାୟୀ |
बटर वर्थ फिल्टर,ବଟର ମୂଲ୍ୟର ଫିଲ୍ଟର୍ |
बीएनसी तार,bnc ତାର
बीएनसी जोड़क,BNC ଯୋଗକର୍ତ୍ତା |
"उपपथ, उपमार्ग",ବାଟରେ
उपमार्गी संधारित्र,ବାଇପାସ୍ କ୍ୟାପେସିଟର୍ |
बाइट,ବାଇଟ୍ |
V बैंड,ଭି ବ୍ୟାଣ୍ଡ |
C बैंड ऐन्टेना,ସି ବ୍ୟାଣ୍ଡ ଆଣ୍ଟେନା |
तार,ତାର
तार मार्ग निर्धारण,ତାର ମାର୍ଗ
तार टेलिविजन,ଟେଲିଗ୍ରାଫ୍ ଟେଲିଭିଜନ |
कैश स्मृति,କ୍ୟାଶେ ମେମୋରୀ
सिसिमय आवृत्ति मानक,ସିସିମ୍ ଫ୍ରିକ୍ୱେନ୍ସି ଷ୍ଟାଣ୍ଡାର୍ଡ |
परिकलित्र,କାଲକୁଲେଟର
अंशशोधन,କାଲିବ୍ରେସନ୍ |
कॉल ऐड्रेस,କଲ୍ ଠିକଣା
कॉलपिट दोलित्र,କଲ୍ପିଟ୍ ଓସିଲେଟର |
कैम कोर्डर,କ୍ୟାମ ସୀମା
कैमरा,କ୍ୟାମେରା
कैमरा नली,କ୍ୟାମେରା ହୋସ୍
केंडेला,କ୍ୟାଣ୍ଡେଲା |
कैंडल शक्ति,ମହମବତୀ ଶକ୍ତି |
कैन्टीलिवर विकृति प्रमापी,କ୍ୟାଣ୍ଟିଲାଇଭର ଷ୍ଟ୍ରେନ୍ ଗେଜ୍ |
धारिता,ଧରିବା
धारिता रक्तचाप ट्रान्सड्यूसर,କ୍ଷମତା ରକ୍ତଚାପ ଟ୍ରାନ୍ସଡ୍ୟୁସର |
धारिता वितरक,ବିତରକ
संधि धारिता,ଚୁକ୍ତିନାମା
धारिता मापी,କ୍ୟାପିଟାନ୍ସ ଗେଜ୍ |
धारिता उद्ग्राही,ସଂଗ୍ରହକାରୀ
धारिता प्रतिघात,କ୍ଷମତା ପ୍ରତିକ୍ରିୟା
"संधारी ऊर्जा परिवर्तित्र, ट्रासड्यूसर","କ୍ଷମତା ସମ୍ପନ୍ନ ଶକ୍ତି ରୂପାନ୍ତରକାରୀ, ଟ୍ରାନ୍ସଡ୍ୟୁସର |"
संधारित्र,କ୍ୟାପେସିଟର
