Marathi,English
शोषण माध्यम,Absorptive medium
"शोषक क्षमता, शोषकता*",Absorptive power
शोषण*,Absorptivity
स्टुडिओ सजावट,Abstract set=studio decoration
गुणोत्तर गुणोत्तर,Abundance ratio
उद्धटपणा,Abvolt
बद्दल,Abwatt
गती वाढवणे,Accelerate
प्रवेग-थांबा अंतर,Accelerate-stop distance
घाई केली,Accelerated
द्रुत वेळ प्रभाव चाचणी,Accelerated ageing test
जलद प्रवाह,Accelerated flow
जलद गती,Accelerated motion
द्रुत शरीर,Accelerated system
प्रवेगक तोलणारा,Accelerating balance
प्रवेगक इलेक्ट्रोड*,Accelerating electrode
प्रवेगक वेळ*,Accelerating period
प्रवेगक टप्पा,Accelerating phase
प्रवेगक दर,Accelerating rate
प्रवेगक व्होल्टेज*,Accelerating voltage
प्रवेग,Acceleration
प्रवेगक ज्वलन,Acceleration blowout=rich extinction=flame out
प्रवेग गुणांक,Acceleration coefficient
प्रवेग घटक,Acceleration component
गुरुत्वाकर्षणामुळे प्रवेग,Acceleration due to gravity
प्रवेग घटक,Acceleration factor
प्रवेगक शुल्क,Acceleration feedback
गुरुत्वाकर्षणाचा प्रवेग,Acceleration of gravity
प्रवेग क्षमता,Acceleration potential
प्रवेग कायदा,Acceleration principle
प्रवेग प्रक्रिया,Acceleration process
प्रवेग क्षेत्र,Acceleration space
प्रवेग पद्धत,Acceleration technique
"प्रवेग सहिष्णुता, प्रवेग सहिष्णुता",Acceleration tolerance
प्रवेग वेक्टर,Acceleration vector
प्रवेग-व्होल्टेज,Acceleration voltage
प्रवेग लहर,Acceleration wave
प्रवेगक,Accelerative
"प्रवेग, प्रवेगक*",Accelerator
प्रवेगक समीकरण,Accelerator equation
प्रवेगक*,Accelerograph
प्रवेगमापक,Accelerometer
एक्सीलरोमीटर जुळणी,Accelerometer matching
prestresser,Accentuator
वैध वर्ण,Acceptable character
स्वीकृती कोन,Acceptance angle
स्वीकृती तपशील,Acceptance specifications
स्वीकार्य चाचणी,Acceptance test
"स्वीकारणारा*, स्वीकारणारा",Acceptor
रिसेप्टर अणू,Acceptor atom
रिसेप्टर बाँड,Acceptor bond
रिसीव्हर सर्किट,Acceptor circuit
रिसेप्टर पातळी,Acceptor level
दाता रेणू,Acceptor molecule
रिसेप्टर गुणधर्म,Acceptor property
रिसेप्टर गुणधर्म पातळी,Acceptor property level
प्रवेगक नळी,Accererating tube
"प्रवेश, प्रतीक्षा, प्रवेश",Access
भुज प्रवेश,Access arm
प्रवेश प्रणाली,Access mechanism
प्रवेश वेळ,Access time
प्रवेशयोग्यता,Accessibility
"अतिरिक्त, सहाय्यक, सहायक (v, ), उपकरणे",Accessory
अतिरिक्त निर्बंध,Accessory condition
संधी योगायोग,Accidental coincidence
अपघाती सुधारणा,Accidental correction
अपघाती बायोजेनेसिस,Accidental degeneracy
अपघाती वळवणे,Accidental double refraction
अभ्यागत त्रुटी,Accidental error
"अचानक थांबणे, अचानक पकडणे",Accidental jamming
अपघाती प्रेषण,Accidental transmission
यादृच्छिक भिन्नता,Accidental variation
समायोजन,Accommodation
स्थानबद्ध,Accumbent
संचित त्रुटी,Accumulated error
"जमा करणे, जमा करणे",Accumulation
ऊर्जा साठवण,Accumulation of energy
संचयक*,Accumulator
अचूकता,Accuracy
वास्तव,Accurate
वास्तविक साधन निरीक्षण,Accurate instrumental observation
अचूक श्रेणी मार्कर,Accurate range marker
अचूक स्कॅनिंग,Accurate scanning
सराव,Accustomisation
प्रवेगक सेल*,Acdelerating chamber
अक्रोमॅटिक लेन्स*,Achromat
अक्रोमॅटिक*,Achromatic
अॅक्रोमॅटिक विश्लेषक,Achromatic analyser
वारंवारता तटस्थ अँटेना,Achromatic antenna
अक्रोमॅटिक आकार,Achromatic figure
अक्रोमॅटिक फ्रिंज,Achromatic fringe
अक्रोमॅटिक लेन्स*,Achromatic lens
अक्रोमॅटिक पॉइंट पथ,Achromatic locus
अॅक्रोमॅटिक लेन्स,Achromatic object lens
अॅक्रोमॅटिक प्रिझम,Achromatic prism
अॅक्रोमॅटिक टेलिस्कोप,Achromatic telescope
रंगद्रव्य*,Achromaticity
अॅक्रोमॅटायझेशन*,Achromatisation
अक्रोमॅटिकता*,Achromatism
"लवचिक, अपवर्तक, अपवर्तक",Aclastic
"एकोर्न नळी, बंजू नळी",Acorn tube
सूक्ष्म झडप,Acorn valve
इकोफोनी,Acouphony
ध्वनिक,Acoustic
ध्वनिक शोषकता,Acoustic absorptivity
ध्वनिक क्षीणन गुणांक,Acoustic attenuation coeffcient
ध्वनिक क्षीणन,Acoustic attenuation constant
ध्वनिक चोर अलार्म,Acoustic burglar alarm
ध्वनिक क्षमता,Acoustic capacitance
श्रवण केंद्र,Acoustic centre
ध्वनिक स्पष्टीकरण,Acoustic clarifier
ध्वनिक आवरण,Acoustic cloud
ध्वनिक प्रतिसाद,Acoustic compliance
ध्वनिक घटक,Acoustic component
ध्वनिक चालकता,Acoustic conductivity
ध्वनिक ओलसर,Acoustic damping
ध्वनिक फैलाव,Acoustic dispersion
ध्वनी हॅकर,Acoustic dissipation element
ध्वनिक ऊर्जा*,Acoustic energy
ध्वनिक ऊर्जा समीकरण,Acoustic energy equation
ध्वनिक समीकरण,Acoustic equation
ध्वनिक पुनर्स्थापना,Acoustic feedback
क्लॅडनी आकार,Acoustic figures (Chladni figures)
ध्वनिक फिल्टर,Acoustic filter
ध्वनी जनरेटर,Acoustic generator
ध्वनिक जाळी,Acoustic grating
ध्वनिक प्रतिबाधा*,Acoustic impedance
ध्वनिक जडत्व,Acoustic inertance
ध्वनिक तीव्रता,Acoustic intensity
ध्वनिक हस्तक्षेप मीटर,Acoustic interferometer
ध्वनिक हस्तक्षेप डिटेक्टर,Acoustic intrusion detector
ध्वनिक लेन्स,Acoustic lens
ध्वनी ओळ,Acoustic line
ध्वनिक वस्तुमान,Acoustic mass
ध्वनिक साहित्य,Acoustic material
ध्वनिक अर्थ मुक्त मार्ग,Acoustic mean free path
ध्वनिक मोड,Acoustic mode
ध्वनिक आवाज,Acoustic noise
ध्वनिक ओम*,Acoustic ohm
"ध्वनिक पॅनेल, ध्वनिक मंडळ",Acoustic panel
ध्वनिक टप्पा स्थिर,Acoustic phase constant
ध्वनिक प्राप्तकर्ता,Acoustic pickup (sound box)
ध्वनिक दाब,Acoustic pressure
ध्वनीचा सममिती नियम,Acoustic principle of similarity
ध्वनिक प्रसारण,Acoustic propagation constant
ध्वनिक गुणधर्म,Acoustic property
अकौस्टिक क्वाड्रपोल,Acoustic quardrupole
ध्वनिक विकिरण घटक,Acoustic radiating element
ध्वनिक विकिरण,Acoustic radiation
ध्वनीरोधक,Acoustic radiator
ध्वनिक रेडिओमीटर,Acoustic radiometer
ध्वनिक प्रतिसाद,Acoustic reactance
ध्वनिक परस्पर प्रमेय,Acoustic reciprocity theorem
ध्वनिक घट घटक,Acoustic reduction factor
ध्वनिक परावर्तन गुणांक,Acoustic reflection coefficient
ध्वनिक अपवर्तन,Acoustic refraction
ध्वनिक प्रतिकार,Acoustic resistance
ध्वनिक प्रतिसाद,Acoustic responsiveness
ध्वनिक विखुरणे,Acoustic scattering
श्रवण बिंदू,Acoustic spot
ध्वनिक कडकपणा,Acoustic stiffiness
ध्वनिक प्रणाली,Acoustic system
ध्वनिक थर्मामीटर,Acoustic thermometer
ध्वनिक वेग,Acoustic velocity
ध्वनी लहर,Acoustic wave
ध्वनिक,Acoustical
ध्वनी शोषण गुणांक,Acoustical absorption co-efficient
ध्वनी शोषण घटक,Acoustical absorption factor
ध्वनिक सर्किट,Acoustical circuit
ध्वनिक प्रतिसाद,Acoustical compliance
ध्वनिक विलंब रेखा,Acoustical delay line
ध्वनिक विकृती,Acoustical distortion
ध्वनिक ध्वनीशास्त्र,Acoustical energetics
ध्वनिक फिल्टर,Acoustical filter
ध्वनिक प्रतिबाधा*,Acoustical impedance (=acoustic impedance)
फोनोग्राफ,Acoustical labyrinth
ध्वनिक ओम*,Acoustical ohm
ध्वनिक स्थिरांक,Acoustical phase constant
ध्वनिक फोनन,Acoustical phonan
ध्वनिक प्रसारण स्थिर,Acoustical propagation constant (=propagation constant)
ध्वनी रूपांतरण गुणांक,Acoustical reduction factor
ध्वनिक प्रतिकार,Acoustical resistance
ध्वनिक कडकपणा,Acoustical stiffness
ध्वनी युनिट,Acoustical unit
ध्वनीरोधक,Acoustically insulated
अकौस्टिक साइड लाइन,Acoustico-lateral line
"ध्वनीशास्त्र, ध्वनीशास्त्र",Acoustics
ध्वनी मीटर,Acoustimeter
ध्वनी दाब,Acoustomotive pressure=sound pressure
संपादन रडार,Acquisition radar
प्रकाशसंश्लेषक विकिरण,Actinic ray
ऍक्टिनियम उत्सर्जन,Actinium emnation
ऍक्टिनो-युरेनियम,Actino-uranium
ऍक्टिनो-युरेनियम मालिका,Actino-uranium series
रेडिओइलेक्ट्रिक,Actinoelectricity
"ऍक्टिनोमीटर, फोटोमायक्रोमीटर",Actinometer
"कृती, कृती",Action
क्रिया आणि प्रतिक्रिया,Action and reaction
क्रिया स्थिर,Action constant
प्रभाव क्षेत्र,Action radium (=effective area)
"सक्रिय, सक्रिय",Activated
सक्रिय प्रसार,Activated diffusion
"सक्रिय फायबर, सक्रिय फायबर",Activated filament
सक्रियकरण प्रभाव,Activating effect
सक्रियकरण प्रभाव,Activation
सक्रियकरण विश्लेषण,Activation analysis
क्रियाकलाप केंद्र,Activation centre
सक्रियकरण परीक्षक,Activation cross-section
सक्रियता ऊर्जा,Activation energy
सक्रियकरण एन्ट्रॉपी,Activation entropy
सक्रियकरण ओव्हरव्होल्टेज,Activation over-voltage
सक्रियता दर,Activation rate
"सक्रिय करणारा, सक्रिय करणारा",Activator
सक्रिय करणारा अणू,Activator atom
प्रवेगक,Activator of accelerator
सक्रिय शोषण,Active absorption
सक्रिय हवाई,Active aerial
रेडिएशन धोक्याचे क्षेत्र,Active area (controlled area)
सक्रिय डिव्हाइस,Active device
सक्रिय लक्ष्यीकरण,Active homing
सक्रिय हायड्रोजन*,Active hydrogen
सक्रिय जाळी,Active lattice
सक्रिय ओळ सक्रिय ओळ,Active line
सक्रिय लूप,Active loop
सक्रिय कोड*,Active mass
सक्रिय घटक,Active material
सक्रिय रेणू,Active molecule
सक्रिय जाळी,Active network
सक्रिय पुनर्शोषण,Active re-absorption
सक्रिय क्षेत्र,Active region
सक्रिय नियमन,Active regulation
सक्रिय उपग्रह,Active satellite
सक्रिय विखंडन सौर ज्योत,Active sunspot prominence
सक्रिय सूक्ष्म पोषक,Active trace sub stances
सक्रिय ट्रॅकिंग सिस्टम,Active tracking system
सक्रिय ट्रान्सड्यूसर,Active transducer
सक्रिय सेवन,Active uptake
क्रियाकलाप गुणांक*,Activity coefficient
क्रियाकलाप निर्देशांक,Activity index
क्रियाकलाप प्रमाण,Activity ratio
क्रियाकलाप वेक्टर,Activity vector
वास्तविक मॉनिटर,Actual monitor
वास्तविक ताण,Actual stress
ट्रिगर करण्यासाठी,Actuate
प्रवर्तक,Actuating
प्रवर्तक,Acturator
acuityometer,Acuity meter
ऐकण्याची तीक्ष्णता,Acuity of hearing
फोटो तीक्ष्णता मूल्य,Acutance
तीव्र कोन,Acute angle
कुजबुजणे,Acute exposure
तीव्र त्रिकोण,Acute triangle
अॅसायक्लिक,Acyclic
ऑप्टिमायझेशन अनुप्रयोग,Adaptation manoeuver
अनुकूल स्थिती,Adapted stae
अनुकूली नियंत्रण प्रणाली,Adaptive control system
अडॅपटोमीटर,Adaptometer
अॅडकॉक अँटेना,Adcock antenna
बेरीज करणे,Add
संकलन वेळ,Add time
संकलन-वजाबाकी वेळ,Add-subtract time
जोडणारा,Adder
"बेरीज, बेरीज, बेरीज (सं.), बेरीज (v.)",Addition
जोड स्थिर,Addition constant
प्रवेग-सम नियम,Addition law of acceleration
अंतर बेरीज नियम,Addition law of distance
वेग-सम नियम,Addition law of velocity
वेक्टरची बेरीज,Addition of vectors
संग्रह प्रतिक्रिया,Addition reaction
अतिरिक्त मजला,Additional half plane
"संयोजी स्वर, अतिरिक्त स्वर (स्वर)",Additional tone
"additive, additive",Additive
मिश्रित प्रणाली,Additive channel
संमिश्र वर्ण,Additive colour
एकूण वर्ण प्रक्रिया,Additive colour process
पूरक पूरक रंग,Additive complementary colour
additive स्थिरांक,Additive constant
additive कर्षण,Additive drag
अतिरिक्त प्रभाव,Additive effect
अतिरिक्त घटक,Additive factor
additive फंक्शन,Additive function
मिश्रित मिश्रण,Additive mixing
additive रूट,Additive primary
जोड प्रक्रिया,Additive process
जोडणी,Additive property
अॅडिटीव्ह क्वांटम संख्या,Additive quantum number
संग्रह प्रतिक्रिया,Additive reaction
जोडणी,Additivity
एडिट्रॉन,Additron
जाणून घ्या*,Address
पत्ता गणना,Address computation
पत्ता,Address counter
पत्ता एन्क्रिप्शन,Address decoding
पत्ता अभिव्यक्ती,Address expression
पत्ता योग्यता,Address facility
पत्ता लिहायची जागा,Address format
पत्ता प्रकाश,Address light
पत्ता बदलणे,Address modification
पतांश,Address part
पत्ता नोंदवही,Address register
पत्ता निवड स्विच,Address selection swith
पत्ता क्रमवारी टेबल,Address table sort
संबोधित,Addressing
adresograph,Addressograph
पत्ता प्रणाली,Addresssing system
आसंजन,Adhesion
आसंजन ताण,Adhesion tension
चिकट ऊर्जा,Adhesional energy
चिकट ब्लॉकिंग,Adhesive blocking
adiabat,Adiabat
adiabatic,Adiabatic
adiabatic प्रवेग,Adiabatic acceleration
adiabatic अंदाजे,Adiabatic approximation
adiabatic खंड गुणांक,Adiabatic bulk modulus
adiabatic थर्मामीटर,Adiabatic calorimeter
adiabatic बदल,Adiabatic change
"adiabatic चार्ट, adiabatic चार्ट",Adiabatic chart
adiabatic compressibility,Adiabatic compressibility
adiabatic कॉम्प्रेशन,Adiabatic compression
adiabatic गर्भनिरोधक,Adiabatic containment
adiabatic कूलिंग मर्यादा,Adiabatic cooling limit
adiabatic वक्र,Adiabatic curve
adiabatic विरूपण,Adiabatic deformation
adiabatic demagnetization,Adiabatic demagnetisation
adiabatic रिझोल्यूशन,Adiabatic dissociation
adiabatic विस्थापन,Adiabatic drift
adiabatic प्रभाव,Adiabatic effect
adiabatic लवचिकता,Adiabatic elasticity
adiabatic ellipsoid,Adiabatic ellipse
adiabatic पूर्ण-उष्णतेचे नुकसान,Adiabatic enthalpy drop
adiabatic समीकरण,Adiabatic equation
adiabatic राज्य समीकरण,Adiabatic equation of state
adiabatic समतोल तापमान,Adiabatic equilibrium temperature
adiabatic शिल्लक,Adiabatic equillibrium
adiabatic प्रसार,Adiabatic expansion
adiabatic ज्वाला तापमान,Adiabatic flame temperature
adiabatic प्रवाह,Adiabatic flow
adiabatic उच्चार,Adiabatic fluctuations
adiabatic वायू समीकरण,Adiabatic gas equation
adiabatic ग्रेडियंट,Adiabatic gradient
adiabatic उष्णता नुकसान,Adiabatic heat drop
adiabatic ionization क्षमता,Adiabatic ionization potential
adiabatic घसारा दर,Adiabatic lapse rate
adiabatic मोमेंटम चार्ज,Adiabatic momentum charge
adiabatic प्रक्रिया,Adiabatic process
adiabatic प्रतिक्रिया,Adiabatic reaction
adiabatic हलवा,Adiabatic speed
adiabatic विरूपण ऊर्जा,Adiabatic strain energy
adiabatic शरीर,Adiabatic system
adiabatic उष्णता ग्रेडियंट,Adiabatic temperature gradient
adiabatic abatement,Adiabatic throttling
adiabatic रूपांतरण,Adiabatic transformation
"प्रकाशसंश्लेषण, विरोधी विकिरण",Adiactinic
उष्णता अपुरेपणा,Adiathermancy
उष्णता इन्सुलेट,Adiathermanous
एडन,Adion
संलग्नता प्रभाव,Adjacency effect
"समीप, समीप, समीप",Adjacent
समीप कोन,Adjacent angle
संलग्न चॅनेल क्षीणन,Adjacent channel attenuation
बंद सर्किट,Adjacent circuit
संलग्न टप्पा,Adjacent phase
"संलग्न व्हिडिओ वाहक, संलग्न प्रतिमा वाहक",Adjacent picture carrier=adjacent vision carrier
बंद ध्वनी वाहक,Adjacent sound carrier
संलग्न चॅनेल निवडकता,Adjeacent channel selectivity
बंद चॅनेल अडथळा,Adjecent channel interference
समायोज्य कॅपेसिटर,Adjestable condenser
समायोज्य लेन्स धारक,Adjestable lens holder
समायोज्य भिंग,Adjestable magnifier
समायोज्य दबाव,Adjestable pressure
समायोज्य शॉर्ट सर्किट,Adjestable short
समायोजित करणे,Adjustor
प्रवेश,Admittance
प्रवेश ऑपरेटर,Admittance operator
शोषण*,Adsorption
आगाऊ चेंडू,Advance ball
पुढे,Advanced
वर्धित प्रवाहकीय बहिरेपणा,Advanced conductive deafness
पुढे क्षमता,Advanced potential
प्रगतीशील लाट,Advancing wave
प्रगतीशील लहर आघाडी,Advancing wave front
वेंट्रल वीणा,Aeolian harp
एओलियन टोन,Aeolian tone
"eon (वर्ष), युग",Aeon
"आकाशी, वायवा (वि.) एरियल (सं.)",Aerial
हवाई अ‍ॅरे,Aerial array
अँटेना अॅटेन्युएटर,Aerial attenuator
अँटेना बूस्टर,Aerial booster
हवाई केबल,Aerial cable
एअर कॅमेरा,Aerial camera
अँटेना सर्किट ब्रेकर,Aerial circuit breaker
अँटेना कंट्रोल बोर्ड,Aerial control table
अँटेना असंबद्ध सिग्नल,Aerial cross talk
अँटेना प्रवाह,Aerial current
अँटेना भिजवणे,Aerial damping
अँटेना अर्थ कॉन्टॅक्टर स्विच,Aerial earthing switch
अँटेना कार्यक्षमता,Aerial efficiency
एरियल इलेक्ट्रिक इरेजिंग मशीन,Aerial electric erasing machine
अँटेना अपग्रेडर,Aerial elevation pawl
अँटेना उत्तेजना,Aerial excitation
हवाई धुके,Aerial fog
अँटेना प्रतिबाधा,Aerial impedance
अँटेना अधिष्ठाता,Aerial inductance
अँटेना इन्सुलेटर इन्सुलेटर,Aerial lead insulator
अँटेना लाइन,Aerial line
अँटेना लोड कॉइल,Aerial loading inductane=antenna loading coil
अँटेना तोटा,Aerial loss
अँटेना आवाज,Aerial noise
आकाश फोटो व्याख्या,Aerial photo-interpretation
एरियल फोटोग्रामेट्री,Aerial photogrammetry
हवाई फोटो,Aerial photograph
हवाई छायाचित्रण,Aerial photography
अँटेना शक्ती,Aerial power
अँटेना रेडिएटिव्ह प्रतिरोध,Aerial radiation resistance
अँटेना प्रतिक्रिया,Aerial reactance
अँटेना फिरवत डायल,Aerial repeat dial
अँटेना प्रतिकार,Aerial resistance
अँटेना श्रेणी कॅपेसिटर,Aerial series capacitor
हवाई सर्वेक्षण,Aerial survey
हवाई प्रणाली,Aerial system
अँटेना स्तंभ,Aerial tower
हवेचा वेग,Aerial velocity
अँटेना दंड,Aerial yard
एअर फिल्टर,Aero-vibe screen
वायुगतिकीय बॅलिस्टिक्स,Aeroballistics
विमानतळ नियंत्रण,Aerodrome control
विमानतळ संकटाचा बीकन,Aerodrome hazard beacon
विमानतळ हवामानशास्त्र,Aerodrome meteorology
वायुगतिकीय दाब,Aerodybnamic pressure
वायुगतिकीय शक्ती,Aerodynaamic force
वायुगतिकीय शक्ती घटक,Aerodynamaic force component
वायुगतिकीय गुणांक,Aerodynamic coefficient
वायुगतिकीय कर्षण,Aerodynamic drag
वायुगतिकीय कार्यक्षमता,Aerodynamic efficiency
वायुगतिकीय कार्यक्षमता प्रमाण,Aerodynamic efficiency ratio
वायुगतिकीय शक्ती,Aerodynamic force
वायुगतिकीय शक्ती घटक,Aerodynamic force component
वायुगतिकीय अंतर,Aerodynamic gap
एरोडायनामिक हीटिंग,Aerodynamic heating
एरोडायनामिक हीटिंग श्रेणी,Aerodynamic heating limit
वायुगतिकीय मध्यम जीवा,Aerodynamic mean chord
वायुगतिकीय क्षेपणास्त्र,Aerodynamic misile
वायुगतिकीय क्षण,Aerodynamic moment
वायुगतिकीय प्रतिसाद,Aerodynamic response
एरोडायनामिक चाचणी वाहन,Aerodynamic test vehicle
वायुगतिकीय टॉर्क,Aerodynamic torque
वायुगतिकीय वळण,Aerodynamic twist
वायुगतिकीय शक्ती,Aerodynamical force
वायुगतिकी,Aerodynamics
हवाबंद प्रभाव,Aeroelastic effect
हवेची लवचिकता,Aeroelasticity
एरोलेस्टिक,Aeroelastics
एरोफॉइल,Aerofoil
"aerogram, aerograph",Aerogram
एरोग्राफ,Aerograph
वैमानिक,Aeronaautical
एरोनॉटिकल बीकन,Aeronautical beacon
वैमानिक चार्ट,Aeronautical chart
वैमानिक,Aeronautics
वैमानिक,Aeronomy
एअर फ्रंट,Aeropause
एरोफोन,Aerophone
"विमान, विमान",Aeroplane
विमान प्रभाव,Aeroplane effect
वैमानिक हादरे,Aeroplane flutter
हवेची नाडी,Aeropulse
एअर रेझोनेटर,Aeroresonator
एरोसोल,Aerosol
हवा आकाश,Aerospaace
विमान,Aerospace vehicle
"वातावरण, वायूमंडल",Aerosphere
"हवाई, उड्डाण",Aerostat
एरोस्टॅटिक समीकरण,Aerostatic equation
"वायुगतिकी, नॉटिक्स",Aerostatics
एरोप्लास्टिक,Aerothermo elasticity
वायुगतिकी,Aerothermodynamics
वायुगतिकी,Aerothermodynamics
फोकस सिस्टम,Afocal system
