Malayalam,Marathi
അഡ്മിനിസ്ട്രേറ്റീവ് ഹെഡ്,प्रशासकीय प्रमुख
അഡ്മിനിസ്ട്രേറ്റീവ് ആസ്ഥാനം,प्रशासकीय मुख्यालय
ഭരണപരമായ നടപടികൾ,प्रशासकीय उपाय
ഭരണപരമായ ശക്തി,प्रशासकीय शक्ती
ഭരണപരമായ അനുമതി,प्रशासकीय मंजुरी
അഡ്മിനിസ്ട്രേറ്റീവ് രീതി,प्रशासकीय तंत्र
അഡ്മിനിസ്ട്രേറ്റീവ് ട്രൈബ്യൂണൽ,प्रशासकीय न्यायाधिकरण
അനഭാക്ഷ്യം,प्रवेशयोग्यता
അനുവദനീയമായ ചെലവ്,स्वीकार्य खर्च
സമ്മതിക്കുക,कबूल करा
അഡ്മിറ്റ് കാർഡ്,प्रवेश कार्ड
പ്രവേശിപ്പിച്ചു,दाखल
ഉപദേഷ്ടാപ്പ്,सूचना
ദന്തം,दत्तक
ച്ചക്കല്,दत्तक
ദത്ത്,दत्तक
പായപൂര്ത്തിയായി,प्रौढ
മായം,भेसळ
വഭിചാരം,व्यभिचार
മുതിർന്നവർക്കുള്ള ഫ്രാഞ്ചൈസി,प्रौढ मताधिकार
പരസ്യ മൂല്യനിർണ്ണയം,अ‍ॅड व्हॅलोरम ड्यूटी
മുന്നേറുക,प्रगती
അഡ്വാൻസ് ബുക്കിംഗ്,अ‍ॅडव्हान्स बुकिंग
അഡ്വാൻസ് കോപ്പി,आगाऊ प्रत
അഡ്വാൻസ് ഇൻക്രിമെന്റ്,आगाऊ वाढ
അഡ്വാൻസ് പേയ്മെന്റ്,आगाऊ भरणा
പ്രതികൂല പ്രവേശനം,प्रतिकूल प्रविष्टी
പ്രതികൂല പരാമർശങ്ങൾ,प्रतिकूल टीका
പ്രതികൂല റിപ്പോർട്ട്,प्रतिकूल अहवाल
വിജ്ഞാപനം,जाहिरात
ഉപദേശം,सल्ला
പേയ്മെന്റിന്റെ ഉപദേശം,देयकाचा सल्ला
ഉപദേശക സമിതി,सल्लागार समिती
ഉപദേശക സമിതി,सल्लागार परिषद
വാദിക്കുക,वकिली
കാര്യങ്ങൾ,घडामोडी
സതവാങ്മൂലം,प्रतिज्ञापत्र
ബന്ധം,संलग्नता
സ്ഥിരീകരണം,पुष्टीकरण
ഉറപ്പിക്കുന്ന,होकारार्थी
ഉളവാക്കുക,परवाना
മേൽപ്പറഞ്ഞ,उपरोक्त
ശെറെഷ്,पुन्हा
എതിരായി,विरुद्ध
വയസ്സ്,वय
പ്രായപരിധി,वय प्रमाणपत्र
വോട്ടവകാശത്തിനുള്ള പ്രായം,मताधिकार वय
പ്രായപരിധി,वय मर्यादा
നിര്വ്വഹണം,एजन्सी
കാരപരിപാടി,अजेंडा
വിരമിക്കലിന്റെ പ്രായം,सेवानिवृत्तीचे वय
അപാദന പ്രായം,अधोरेखित वय
അഗ്രഗേഷൻ,एकत्रिकरण
ദു ved ഖിച്ചു,संताप
പ്രക്ഷോഭക്തി,आंदोलन
AGM,एजीएम
കരാര്,करार
കരാർ ഫോം,करार फॉर्म
കൃഷിപ്പണി,शेती
കാർഷിക വ്യവസായം,कृषी-उद्योग
സഹായം,मदत
ആപല്സൂചന,गजर
ജാല്തചിഹ്നം,सतर्कता
അപരാഭിധാനം,उर्फ
കുറ്റാരോപണം,आरोप
മേല്ക്കോയ്മയോട് ഭക്തി,निष्ठा
സഖം,युती
അനുബന്ധ സേവനങ്ങൾ,संबद्ध सेवा
എല്ലാം ഉൾക്കൊള്ളുന്ന ചെലവ്,सर्व समावेशक किंमत
അഖിലേന്ത്യാ സേവനങ്ങൾ,अखिल भारतीय सेवा
പങ്കുവയ്ക്കല്,वाटप
അനുവദിച്ചതുക,वाटप
അലോട്ട്മെന്റ് കത്ത്,वाटप पत्र
അല്ലോട്ടി,अ‍ॅलोटी
അനുവദനീയം,परवानगीयोग्य
അനുവദനീയമായ ചെലവുകൾ,अनुमत खर्च
ഒരു അപ്പീൽ അനുവദിക്കുക,अपीलला परवानगी द्या
അനുമതി നല്കുക,भत्ता
എല്ലാ അവകാശങ്ങളും നിക്ഷിപ്തം,सर्व हक्क राखीव
അക്ഷരമാല ഓർഡർ,वर्णमाला क्रम
വാസസ്ഥലമായ,भांडण
ഏകാന്തരക്രമത്തിൽ,वैकल्पिक
ബദൽ,पर्यायी
സംയോജനം,एकत्रिकरण
ഭേദഗതി ചെയ്ത ഡ്രാഫ്റ്റ്,सुधारित मसुदा
ഭേദഗതി,दुरुस्ती
സഖ്യം,सुविधा
മിതഭാവമുള്ള,मैत्रीपूर्ण
വെടിക്കോപ്പ്,दारूगोळा
കടത്തിന്റെ പവിത്രത,कर्जाचे or न्टायझेशन
സംഖ,रक्कम
പെൻഷന്റെ തുക,पेन्शनची रक्कम
അനലോഗസ് പോസ്റ്റ്,समान पोस्ट
വിശകലനം,विश्लेषण
അനലിറ്റിക്കൽ പഠനം,विश्लेषणात्मक अभ्यास
പൂര്വ്വികന്,पूर्वज
അനുബന്ധ വ്യവസായം,सहायक उद्योग
ബദ്ധവൈരം,वैर
അനുബന്ധം,जोड
വാര്ഷികദിനം,वर्धापनदिन
അറിയിപ്പ്,घोषणा
ഉപദവം,त्रास
വാർഷിക സാമ്പത്തിക പ്രസ്താവന,वार्षिक आर्थिक विधान
വാർഷിക റിപ്പോർട്ട്,वार्षिक अहवाल
ആന്വിറ്റി,वार्षिकी
പേരറിയാത്ത,अज्ञात
അജ്ഞാത പരാതി,अज्ञात तक्रार
ഉത്തരവിദ്ധി,उत्तरदायित्व
ഉത്തരക്കടലാസ്,उत्तरपत्रिका
ശതാപകന്,विरोधी
മുൻഗാമികൾ,पूर्वज
പ്രതീക്ഷിച്ച ചെലവ്,अपेक्षित खर्च
പ്രതീക്ഷിച്ച വരുമാനം,अपेक्षित उत्पन्न
മുന്തോന്നല്,अपेक्षा
മുൻകൂട്ടി ജാമ്യം,अपेक्षित जामीन
അഴിമതി വിരുദ്ധ നടപടി,भ्रष्टाचारविरोधी उपाय
വിരുദ്ധ ഡമ്പിംഗ്,अँटी-डंपिंग
പഴക്കം ചെന്ന,प्राचीन
വർത്തിഡ്,वर्णभेद
അപരാഭിചികം,औदासिन्य
അപെക്സ് ബോഡി,शिखर शरीर
ക്ഷമാപണം,दिलगिरी
പുനര്വിചാരണയ്ക്ക് അപേക്ഷിക്കുക,अपील
കാഴ്ച,देखावा
വിശേഷണം,शांतता
അപ്പീലേറ്റ് ട്രൈബ്യൂണൽ,अपील न्यायाधिकरण
അനുബന്ധം,परिशिष्ट
ഉപകരണം,उपकरण
പയോഗക്ഷമമായ,लागू
അപേക്ഷക,अर्जदार
അപേക്ഷ,अर्ज
അപേക്ഷാ ഫോറം,अर्ज
പ്രയോഗിച്ചു,लागू
അപേക്ഷിക്കുക,अर्ज करा
നിയമിത,नेमणूक
അധികാരം നിയമിക്കുന്നു,अधिकाराची नेमणूक
നിയമനം,नियुक्ती
നിയമന പത്രിക,नियुक्ती पत्र
മന്ത്രിസഭയുടെ നിയമന സമിതി,मंत्रिमंडळाची नेमणूक समिती
വേതനത്തെ വിഭവങ്ങൾ,वेतनाचे विभाजन
വിലനിശ്ചയിക്കല്,मूल्यमापन
വിലഹരവാദി,मूल्यांकनकर्ता
അഭിനന്ദനം,कौतुक
അവബോധം,भीती
തൊഴില്പരിശീലക,शिकाऊ उमेदवार
സമീപിക്കുക,संपर्क साधा
അനുഗുണമായ,योग्य
ഉചിതമായ പ്രവർത്തനം,योग्य कृती
ഉചിതമായ തല,योग्य डोके
വിനിയോഗം,विनियोग
അംഗീകരിക്കല്,मान्यता
ഏകദേശമായ,अंदाजे
ആപ്റ്റിറ്റ്യൂഡ് ടെസ്റ്റ്,योग्यता चाचणी
സേച്ഛാചാരിയായ,अनियंत्रित
മാദ്ധസ്ഥം വഹിക്കുക,लवाद
മാദ്ധസ്ഥം,लवाद
മാദ്ധ്യസ്ഥതാ ട്രിബ്യൂണൽ,लवाद न्यायाधिकरण
മദ്ധസ്ഥന്,लवाद
വാസ്തുവിദ,आर्किटेक्चर
ഗന്ഥരക്ഷാലയം,संग्रहण
പദേശം,क्षेत्र
ഏരിയസ്ഥാനം,क्षेत्र मुख्यालय
വാദം,युक्तिवाद
എഴുന്നേല്ക്കുക,उद्भवू
സായുധ സേന,सशस्त्र सेना
കമീകരണം,व्यवस्था
ഊരി,थकबाकी
അരീയർ പ്രസ്താവന,थकबाकी विधान
വരവ് റിപ്പോർട്ട്,आगमन अहवाल
ധിക്കാരം,गर्विष्ठपणा
ആയുധശാല,शस्त्रागार
പദാര്ത്ഥം,लेख
അസോസിയേഷന്റെ ലേഖനങ്ങൾ,संघटनेचा लेख
ലേഖനങ്ങൾ,लेख
ആരോഹണ ക്രമം,चढत्या ऑर्डर
നിർണ്ണയിക്കുന്ന,निश्चित करा
എവിടെയാണ്,कोठे आहे
വശം,पैलू
കയറിയ,भ्रष्टाचार
രാഷ്ടീയക്കൊല,हत्या
കയ്യേറ്റം നടത്തുക,हल्ला
സംയോജിപ്പിക്കുക,एकत्र करा
നിയമനിര്മ്മാണസഭ,असेंब्ली
അനുമതി,मान्यता
ഉറപ്പുപറയുക,ठामपणे
വിലയിരുത്തുന്ന,निर्धारक
നികുതിചുമത്തല്,मूल्यांकन
വിലയിരുത്തൽ വർഷം,मूल्यांकन वर्ष
അസര്യാകം,मूल्यांकनकर्ता
ആസ്തി,मालमत्ता
നിയമനിക,असिशात
ചുമതല,असाइनमेंट
യാസ,असाइनर
സഹായം,सहाय्य
തോഴന്,सहयोगी
ചങ്ങാത്തം,असोसिएशन
ചാർജ് അനുമാനം,शुल्काची धारणा
ഉറപ്പുനല്കല്,आश्वासन
അഷ്വറൻസ് കമ്പനി,आश्वासन कंपनी
ഉറപ്പുതരുന്നു,आश्वासन
കിഴിവിൽ,सूट वर
ആറ്റോമിക് പവർ,अणु शक्ती
തുല്യത്തിൽ,समम वर
പ്രീമിയത്തിൽ,प्रीमियमवर
ഘടിപ്പിക്കുക,संलग्न करा
അറ്റാച്ചുചെയ്ത ഓഫീസ്,संलग्न कार्यालय
ബന്ധം,संलग्नक
അറ്റാച്ചുമെന്റ് ഓർഡർ,संलग्नक ऑर्डर
നേട്ടം,प्राप्ती
പരിശമം,प्रयत्न
ഹാജർ,उपस्थिती
ഹാജർ രജിസ്റ്റർ,उपस्थिती नोंदणी
പങ്കെടുക്കുന്ന സ്ലിപ്പ്,उपस्थिती स्लिप
ശ്രദ്ധ,लक्ष
സാക്ഷ്യപ്പെടുത്തൽ,प्रमाणीकरण
സാക്ഷ്യപ്പെടുത്തിയ പകർപ്പ്,प्रमाणित प्रत
ഭാവം,वृत्ती
ആകർഷകമായ ശമ്പളം,आकर्षक पगार
ലേലം,लिलाव
ലേറ്റീയർ,लिलाव
ലേല വിൽപ്പന,लिलाव विक्री
സദസര്,प्रेक्षक
ഓഡിയോ-വിഷ്വൽ ഡിസ്പ്ലേ,ऑडिओ-व्हिज्युअल प्रदर्शन
ഓഡിയോ-വിഷ്വൽ പബ്ലിസിറ്റി,ऑडिओ-व्हिज्युअल प्रसिद्धी
കണക്കുപരിശോധിക്കുക,ऑडिट
ഓഡിറ്റുചെയ്ത അക്കൗണ്ടുകൾ,ऑडिट खाती
ഓഡിറ്റുചെയ്ത ബാലൻസ് ഷീറ്റ്,ऑडिट बॅलन्स शीट
ഓഡിറ്റിംഗ്,ऑडिटिंग
ഓഡിറ്റ് എതിർപ്പ്,ऑडिट आक्षेप
ഓഡിറ്ററുടെ റിപ്പോർട്ട്,ऑडिटरचा अहवाल
ആഡിറ്റോറിയം,सभागृह
ഓഡിറ്റ് ഖണ്ഡിക,ऑडिट परिच्छेद
കണക്കിറ്റ് റിപ്പോർട്ട്,ऑडिट अहवाल
ഉത്സവമായ,कठोरता
ചെലവുചുരുക്കൽ നടപടികൾ,कठोरपणाचे उपाय
ആധികാരികം,अस्सल
അംഗീകൃത പ്രതിനിധി,अधिकृत प्रतिनिधी
അംഗീകാരപരമായ,अधिकृत
അധികാരം,अधिकार
അതോറിറ്റി കത്ത്,प्राधिकरण पत्र
അധികാരപ്പെടുത്തി,अधिकृत
അംഗീകൃത മൂലധനം,अधिकृत भांडवल
ഓട്ടോമാറ്റിക്,स्वयंचलित
സയംശാസിതമായ,स्वायत्त
സ്വയംഭരണ സംഘടന,स्वायत्त शरीर
സയംഭരണാവകാശം,स्वायत्तता
ഉക്സിലറി,सहाय्यक
സുലഭം,उपलब्ध
ശരാശരി,सरासरी
ശരാശരി അവധി,सरासरी रजा
അപീതി,प्रतिकार
അകറ്റുക,टाळतो
ഒഴിവാക്കുക,टाळा
നികുതി ഒഴിവാക്കുക,कर टाळणे
കാത്തിരിക്കുന്നു,प्रतीक्षा केली
കൊടുക്കുക,पुरस्कार
അതോറിറ്റി അവാർഡ്,पुरस्कार प्राधिकरण
ബോധപ്പെടുത്തല്,जागरूकता
കസ്റ്റേറ്റഡ്,बॅकडेटेड
പശ്ചാത്തലം,पार्श्वभूमी
ബാക്ക് ലോഗ്,परत लॉग
പുറപ്പെട്ടു,मागे होणे
തിരികെ റഫറൻസ്,परत संदर्भ
ബാക്കപ്പ് ചെയ്യുക,बॅक अप
പിന്നോക്ക ക്ലാസുകൾ,मागास वर्ग
പിന്നോക്ക ഗോത്രം,मागास जमाती
മോശം വിലപേശൽ,वाईट सौदा
ചീത്ത സ്വഭാവം,वाईट वागणं
മോശം പ്രതീകം,वाईट वर्ण
മോശം കാലാവസ്ഥാ അലവൻസ്,वाईट हवामान भत्ता
മോശം പെരുമാറ്റം,वाईट आचरण
കിട്ടാ കടം,वाईट कर्ज
ബാഗ്,सामान
ജാമം,जामीन
ബാക്കി,शिल्लक
ബാലൻസ് കൊണ്ടുവന്നു,शिल्लक खाली आणले
ബാലൻസ് മുന്നോട്ട് കൊണ്ടുവന്നു,शिल्लक पुढे आणले
സമതുലിതമായ ബജറ്റ്,संतुलित बजेट
ബാലൻസ് ഷീറ്റ്,शिल्लक पत्रक
വോട്ടിന്റെ നറുക്ക്,मतपत्रिका
ബാലറ്റ് ബോക്സ്,मतपेटी
ബാലറ്റ് പേപ്പർ,मतपत्रिका
നിരോധനം,बंदी
ബാങ്ക്,बँक
ബാങ്ക് അക്കൗണ്ട്,बँक खाते
ബാങ്ക് ബാലൻസ്,बँक बॅलन्स
ബാങ്ക് ചാർജുകൾ,बँक शुल्क
ബാങ്ക് ഗ്യാരന്റി,बँक हमी
ബാങ്ക് അവധി,बँक सुट्टी
ബാങ്കിംഗ് സൗകര്യം,बँकिंग सुविधा
ബാങ്കിംഗ് സമയം,बँकिंग तास
ബാങ്കിംഗ് ഇടപാട്,बँकिंग व्यवहार
ബാങ്ക് നിരക്ക്,बँक दर
ബാങ്ക് അനുരഞ്ജനം,बँक सलोखा
നിര്ദ്ധനന്,दिवाळखोर
ബാങ്ക് സുരക്ഷ,बँक सुरक्षा
ബാങ്ക് സ്റ്റേറ്റ്മെന്റ്,बँक स्टेटमेंट
വിരോതം,मेजवानी
ബാർ കൗൺസിൽ,बार कौन्सिल
വില്പ്പനക്കരാര്,सौदा
വില പേശൽ,बार्गेनिंग
തരിശുഭൂമി,नापीक जमीन
ചരക്കുകൈമാറ്റക്കച്ചവടം,बार्टर
അടിത്തറ,पाया
അടിസ്ഥാനപരമായ,निराधार
കെട്ടിടത്തിന്റെ അടിത്തറ,तळघर
അടിസ്ഥാന വർഷം,बेस वर्ष
അടിസ്ഥാനപരമായ,मूलभूत
അടിസ്ഥാനപരമായി,मूलभूतपणे
അടിസ്ഥാന ഇന്റലിജൻസ്,मूलभूत बुद्धिमत्ता
അടിസ്ഥാന ശമ്പളം,मूलभूत वेतन
ശമ്പളത്തിന്റെ അടിസ്ഥാന തോത്,मूलभूत वेतन
അടിസ്ഥാന പരിശീലനം,मूलभूत प्रशिक्षण
അടിസ്ഥാനം,आधार
ഓടിക്കല്ല്,बॅच
ബാച്ച് നമ്പര്,बिल्ला क्रमांक
ചുമക്കുന്ന ചെക്ക്,वाहक तपासणी
ഉദ്ധരിച്ചതിന് മുമ്പ്,उद्धृत करण्यापूर्वी
പെരുമാറ്റം,वर्तन
വിശാസം,विश्वास
പാരത്തില് താഴെ,समम खाली
ബഞ്ച്,खंडपीठ
ബെഞ്ച്മാർക്ക്,बेंचमार्क
പ്രയോജനകരമായ,फायदेशीर
പയോജകന്,लाभार्थी
ആനുകൂലം,फायदा
സംശയത്തിന്റെ പ്രയോജനം,संशयाचा फायदा
നന്മ,परोपकार
ബെൻ വോളന്റ് ഫണ്ട്,बेनिव्हॉलेंट फंड
Arequeliathe,निर्विकार
അയവിസ്താരം,वकील
ദുര്ത്തന്ത,शोक
മികച്ച ശ്രമങ്ങൾ,सर्वोत्तम प्रयत्न
കാഴ്ചപ്പാട്,बेटरमेंट
പക്ഷപാതം,पूर्वाग्रह
പക്ഷപാതപരമായ അഭിപ്രായം,पक्षपाती मत
ബിബ്ലിയോഗ്രാഫി,ग्रंथसूची
ബിനാത്തില്,द्विवार्षिक
വിഭജനം,द्विपक्षीय
ദിഭാരതം,बिगॅमी
ഉഭയകക്ഷി,द्विपक्षीय
രണ്ടുഭാഷകളിലുള്ള,द्विभाषिक
ബൈകാമെറൽ,द्विभाषिक
ബില്,बिल
വ്യവഹാര പത്രം,विनिमयाची पावती
ബിമോണി റിപ്പോർട്ട്,द्विपक्षीय अहवाल
ബന്ധിക്കുക,बंधनकारक
ബയോഡറ്റ,बायोडाटा
ബിപർട്ടിനെറ്റ്,द्विपक्षीय
Biparteait കരാർ,द्विपक्षीय करार
ജന്മവാർഷികം,वर्धापन दिन
ജനന സർട്ടിഫിക്കറ്റ്,जन्म प्रमाणपत्र
ജനന നിയന്ത്രണം,जन्म नियंत्रण
ജനിച്ച ദിവസം,जन्मदिनांक
ജന്മസ്ഥലം,जन्म ठिकाण
ജനന നിരക്ക്,जन्म दर
ബിക്കുളികം,द्विपक्षीय
കറുത്ത സമ്പദ്വ്യവസ്ഥ,काळा अर्थव्यवस्था
കറുത്ത പട്ടിക,काळा यादी
കൊള്ളയടിക്കുക,ब्लॅकमेल
കരിഞ്ചന്ത,काळा बाजार
കുറ്റപ്പെടുത്തുക,दोष
ശൂന്യമായ പരിശോധന,रिक्त तपासणी
പുതപ്പ് ഇടപാട്,ब्लँकेट डील
പുതപ്പ് ഓർഡർ,ब्लँकेट ऑर्डर
സ്ഫോടനം,ब्लास्ट
മിശ്രിതമാക്കുക,मिश्रण
ഉപരോധിക്കുക,ब्लॉक
ഉപരോധിക്കല്,नाकेबंदी
തടഞ്ഞ മൂലധനം,अवरोधित भांडवल
വലിയ അക്ഷരം,ब्लॉक लेटर
രക്ത ദാനം,रक्तदान
രക്തബന്ധങ്ങൾ,रक्त संबंध
ബ്ലൂ കോളർ ജോലി,ब्लू कॉलर जॉब
ബ്ലൂപ്രിന്റ്,ब्लूप्रिंट
മല്പ്പാതം,ब्लफ
പലക,बोर्ड
"ബോർഡിംഗ്, താമസം",बोर्डिंग आणि लॉजिंग
ഡയറക്ടർ ബോർഡ്,संचालक मंडळ
റവന്യൂ ബോർഡ്,महसूल मंडळ
ശരീരം,शरीर
അംഗരക്ഷകന്,अंगरक्षक
ബോട്ടർ വൗച്ചർ,बोगस व्हाउचर
ബോണഫൈഡുകൾ,बोनाफाइड्स
ബോണ്ട്,बाँड
ബോണ്ടഡ് തൊഴിലാളി,बंधनकारक कामगार
ലാഭവിഹിതം,बोनस
ബുക്കിംഗ് ഓഫീസ്,बुकिंग कार्यालय
പുസ്തക കീപ്പർ,बुक-कीपर
ബുക്ക്-സൂക്ഷിക്കുക,पुस्तक ठेवणे
ലഘുഗന്ഥം,पुस्तिका
റഫറൻസ് പുസ്തകം,संदर्भ पुस्तक
പുസ്തക മൂല്യം,पुस्तक मूल्य
ബൂത്ത്,बूथ
ബൂത്ത് പിടിച്ചെടുക്കുക,बूथ कॅप्चरिंग
അതിർത്തി അലവൻസ്,सीमा भत्ता
അതിർത്തി രേഖ,सीमारेषा
കടം വാങ്ങുന്നയാൾ,कर्जदार
കടം വാങ്ങുന്ന ശക്തി,कर्ज घेण्याची शक्ती
യജമാനന്,बॉस
തടസ്സപ്പെടുത്തുക,अडथळा
ആവരണചിഹ്നം,कंस
അതിര്ത്തി,सीमा
ബഹിഷ്കരിക്കുക,बहिष्कार
മസ്തിഷ്ക വളരം,बुध्दीमानांची गळती
ബ്രാഞ്ച് ഓഫീസ്,शाखा कार्यालय
ലംഘനം,उल्लंघन
കരാറിന്റെ ലംഘനം,कराराचा भंग
ആത്മവിശ്വാസത്തിന്റെ ലംഘനം,आत्मविश्वासाचा भंग
കരാർ ലംഘനം,करारभंग
അച്ചടക്ക ലംഘനം,शिस्तीचा भंग
നിയമലംഘനം,कायद्याचा भंग
സമാധാന ലംഘനം,शांततेचा भंग
പദവി ലംഘനം,विशेषाधिकार उल्लंघन
വാഗ്ദാന ലംഘനം,वचन उल्लंघन
നിയമലംഘനം,नियम उल्लंघन
വിശ്വാസ ലംഘനം,विश्वास उल्लंघन
പൊട്ടമം,ब्रेक
ബ്രേക്ക് ഡൗൺ,यंत्रातील बिघाड
സേവനത്തിൽ തകർക്കുക,सेवेत ब्रेक
പിരിഞ്ഞുപോകുക,ब्रेक-अप
ഇനം,प्रजनन
കൈക്കൂലി,लाच
ചുരുക്കത്തിലുള്ള,संक्षिप्त
വിവരം നല്കല്,संक्षिप्त
ഹ്രസ്വ പുനരാരംഭിക്കുക,संक्षिप्त सारांश
ബുദ്ധിമാനായ രേഖ,चमकदार रेकॉर्ड
ശ്രദ്ധിക്കുക,लक्षात घ्या
