Hindi,Kannada
"1.  एल्गोरिथ्म विश्लेषण ,2. कलन विधि विश्लेषण",ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ
एल्गोरिथ्म दक्षता,ಅಲ್ಗಾರಿದಮ್ ದಕ್ಷತೆ
"1. एलिआस ,2. उपनाम ,3. उर्फ",ಅಲಿಯಾಸ್
संरेखण,ಜೋಡಣೆ
"1. आवंटन ,2. नियतन",ಹಂಚಿಕೆ
"1.अक्षरात्मक ,2. वर्णानुक्रम",ವರ್ಣಮಾಲೆಯ
अक्षरांकीय,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್
"1.अक्षरांकीय कुंजीपटल ,2. अक्षराकीय की-बोर्ड",ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀ ಬೋರ್ಡ್
अल्फा-परीक्षण (प्रथम स्तरीय परीक्षण),ಆಲ್ಫಾ-ಪರೀಕ್ಷೆ
"1. अल्फा वर्जन ,2. अल्फा रूप",ಆಲ್ಫಾ-ಆವೃತ್ತಿ
आल्ट कुंजी,ಆಲ್ಟ್ ಕೀ
आल्टाविस्टा,ಅಲ್ಟಾವಿಸ್ತಾ
अनेकार्थकता,ಅಸ್ಪಷ್ಟತೆ
संदिग्ध व्याकरण,ಅಸ್ಪಷ್ಟ ವ್ಯಾಕರಣ
अमेरिकन नेशनल स्टेंडीस इंस्टीट्यूट (ए.एन.एस.आई.),ಅಮೇರಿಕನ್ ನ್ಯಾಷನಲ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ಸ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್ (ANSI)
अमेरिकी मानक कट (आस्की),ಮಾಹಿತಿ ವಿನಿಮಯಕ್ಕಾಗಿ ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕೋಡ್ (ASCII)
"1. अनुरुप ,2. एनालॉग",ಅನಲಾಗ್
"1. एनालॉग कंप्यूटर, 2. अनुरुप कंप्यूटर",ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್
"1. अनुरुप युक्ति ,2. एनालॉग डिवाइस",ಅನಲಾಗ್ ಸಾಧನ
"1. एनालॉग मोडेम ,2. अनुरुप मोडेम",ಅನಲಾಗ್ ಮೋಡೆಮ್
अनुरुप से अंकीय रुपांतरक,ಅನಲಾಗ್ ಟು ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕ (ADC)
एंड (डिजिटल/विमान लॉजिक ’और’ प्रयुक्त),ಮತ್ತು
एंड परिपथ,ಮತ್ತು ಸರ್ಕ್ಯೂಟ್
एंड गेट और द्वार,ಮತ್ತು ಗೇಟ್
एंड नॉट संक्रिया (अपवर्जन),ಮತ್ತು ಕಾರ್ಯಾಚರಣೆಯಲ್ಲ (ಹೊರಗಿಡುವಿಕೆ)
"1. एनीमेशन, 2.  सजीवन",ಅನಿಮೇಷನ್
टिप्पण,ಟಿಪ್ಪಣಿ
असंगता,ಅಸಂಗತತೆ
पूर्ववर्ती,ಪೂರ್ವಭಾವಿ
प्रत्याशामूलक पृष्ठन,ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್
प्रति-सममित,ವಿರೋಧಿ ಸಮ್ಮಿತೀಯ
विषाणुरोधी क्रमादेश,ಆಂಟಿವೈರಸ್ ಪ್ರೋಗ್ರಾಂ
"1. एपलेट ,2. अनुप्रयोगिका",ಆಪ್ಲೆಟ್
अनुप्रयोग विकासक,ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್
अनुप्रयोग प्रोग्रामन,ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
"1. अनुप्रयोग प्रोग्रामन अंतरापृष्ठ ,2. एप्लीकेशन प्रोग्रामिंग इंटरफेस (ए.पी.आई.)",ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್ (API)
अनुप्रयोग सॉफ्टवेयर,ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್ವೇರ್
अनुप्रयोगी भाषा,ಅನ್ವಯಿಕ ಭಾಷೆ
सन्निकटण सिद्धांत,ಅಂದಾಜು ಸಿದ್ಧಾಂತ
संरचना,ವಾಸ್ತುಶಿಲ್ಪ
क्षेत्र अंतरण,ಪ್ರದೇಶ ವರ್ಗಾವಣೆ
"1. प्राचर,स्वतंत्रचर, 2. कोणांक",ವಾದ
"1. अंकगणितीय एवं तर्क एकक ,2. अंकगणितीय एवं तर्क इकाई",ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ
अंकगणितीय जांच,ಅಂಕಗಣಿತದ ಪರಿಶೀಲನೆ
अंकगणितीय अचर,ಅಂಕಗಣಿತ ಸ್ಥಿರ
अंकगणितीय आंकडा,ಅಂಕಗಣಿತದ ಡೇಟಾ
अंकगणितीय अनुदेश,ಅಂಕಗಣಿತದ ಸೂಚನೆ
गणितीय एवं तार्किक इकाई (ए. एल. यू.),ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ (ALU)
ए आर पी ए नेट (आरपानेट),ಅರ್ಪಾನೆಟ್
सरणी,ಶ್ರೇಣಿ
"1. सरणी कैशे ,2. सरणी द्रुतिका ,3. सरणी द्रुतस्मृति",ರಚನೆಯ ಸಂಗ್ರಹ
सरणी कंप्यूटर,ಅರೇ ಕಂಪ್ಯೂಟರ್
सरणी अवयव,ರಚನೆಯ ಅಂಶ
सरणी नाम,ರಚನೆಯ ಹೆಸರು
सरणी प्रकर्मक,ರಚನೆಯ ಪ್ರೊಸೆಸರ್
एरो कुंजी,ಬಾಣದ ಕೀಲಿಗಳು
संधि,ಉಚ್ಚಾರಣೆ
संधि बिन्दु,ಉಚ್ಚಾರಣಾ ಬಿಂದು
कृत्रिम संहनन,ಕೃತಕ ಸಂಕೋಚನ
कृत्रिम नियंत्रण,ಕೃತಕ ನಿಯಂತ್ರಣ
कृत्रिम बोध,ಕೃತಕ ಬುದ್ಧಿವಂತಿಕೆ
आरोहक,ಆರೋಹಣ
आरोही छंटाई,ಆರೋಹಣ ರೀತಿಯ
आस्की वर्णक्रम,ASCII ಬೆಟಿಕಲ್ ಆರ್ಡರ್
आस्की नियंत्रण संप्रतीक,ASCII ನಿಯಂತ್ರಣ ಪಾತ್ರ
आस्की संचिका,ASCII ಫೈಲ್
आस्की फॉन्ट,ASCII ಫಾಂಟ್
आस्की अंतरण,ASCII ವರ್ಗಾವಣೆ
अभिमुखता अनुपात,ಆಕಾರ ಅನುಪಾತ
"1. ऐस्पी ,2. ए एस पी आई",ASPI
ए एस आर कालद,ASR ಟೈಮರ್
"1. स्मरांतरण ,2. कोडांतरण ,3. कोडांतर करना",ಜೋಡಿಸು
"1. कोडांतरक ,2. स्मरांतरक",ಅಸೆಂಬ್ಲರ್
"1. कोडांतरण ,2. स्मरांतरण",ಸಭೆ
"1. स्मरांतरण भाषा ,2. कोडांतरण भाषा",ಅಸೆಂಬ್ಲಿ ಭಾಷೆ
निश्चयन,ಪ್ರತಿಪಾದನೆ
"1. निर्दिष्ट कार्य ,2. नियतन",ನಿಯೋಜನೆ
साहचर्य,ಸಂಘ
साहचर्य पता,ಸಹಾಯಕ ವಿಳಾಸ
"1. साहचर्य स्मृति ,2. साहचर्य मेमोरी",ಸಹಾಯಕ ಸ್ಮರಣೆ
तारक (*का चिन्ह),ಆಸ್ಟರಿಕ್
असम्मित,ಅಸಮ್ಮಿತ
"1. अतुल्यकालिक ,2. अतुल्यकाली",ಅಸಮಕಾಲಿಕ
अतुल्यकालिक अंकीय अभिदाता लाइन (एडी एस एल),ಅಸಮಕಾಲಿಕ ಡಿಜಿಟಲ್ ಚಂದಾದಾರರ ಸಾಲು (ADSL)
अतुल्यकालिक समय विभाजन बहुसंकेतन (ए टी डी एम),ಅಸಮಕಾಲಿಕ ಸಮಯ ವಿಭಾಗ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್ (ATDM)
अतुल्यकालिक अंतरण,ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ
अतुल्यकालिक अंतरण विधा (ए टी एम),ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ ಮೋಡ್ (ATM)
"1. एटम ,2. परमाण",ಪರಮಾಣು
संलग्न प्रलेख,ಲಗತ್ತಿಸಲಾದ ಡಾಕ್ಯುಮೆಂಟ್
"1. संलग्न संचिका/मिसिल ,2. संलग्न फाइल",ಲಗತ್ತಿಸಲಾದ ಕಡತ
"1. संलग्नक ,2. संबंद्ध",ಬಾಂಧವ್ಯ
"1. गुण ,2. विशेषता",ಗುಣಲಕ್ಷಣ
श्रव्य,ಆಡಿಯೋ
"1. लेखा परीक्षा क्रमादेशन ,2. लेखा परीक्षा प्रोग्रामन",ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
लेखा सत्यापन,ಆಡಿಟ್ ಟ್ರಯಲ್
संवर्धन,ವರ್ಧನೆ
प्रमाणन प्रोटोकॉल,ದೃಢೀಕರಣ ಪ್ರೋಟೋಕಾಲ್
संलेखन पद्धति,ಲೇಖಕ ವ್ಯವಸ್ಥೆ
"1. प्राधिकरण ,2. अधिकृति ,3. अधिकरण",ಅಧಿಕಾರ
स्वत: सार,ಸ್ವಯಂ ಅಮೂರ್ತ
"1. स्वतः बूटिंग ,2. स्व बूटन",ಸ್ವಯಂಬೂಟ್ ಮಾಡುವಿಕೆ
ऑटोकैड (एक कंप्यूटर भाषा),ಆಟೋಕ್ಯಾಡ್
स्वत: लॉग-ऑन,ಸ್ವಯಂ ಲಾಗ್ ಆನ್
ऑटोमेटा,ಸ್ವಯಂಚಾಲಿತ
आटोमेटा सिद्धांत,ಸ್ವಯಂಚಾಲಿತ ಸಿದ್ಧಾಂತ
स्वत: अभिकलन,ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟಿಂಗ್
स्वत: आंकड़ा प्रक्रमण,ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಸಂಸ್ಕರಣೆ
स्वत: त्रुटि संशोधन,ಸ್ವಯಂಚಾಲಿತ ದೋಷ ತಿದ್ದುಪಡಿ
स्वत: फलन,ಸ್ವಯಂಚಾಲಿತ ಕಾರ್ಯ
"1.  स्वत: सूचकीकरण ,2. स्वत: सूचीकरण",ಸ್ವಯಂಚಾಲಿತ ಸೂಚ್ಯಂಕ
स्वत: संग्रह आह्वान,ಸ್ವಯಂಚಾಲಿತ ಲೈಬ್ರರಿ ಕರೆ
"1. स्वत: क्रमादेशन ,2. स्वत: प्रोग्रामन",ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್
"1.स्वत: पुन: प्राप्ति क्रमादेश, 2. स्वत: पुन: प्राप्ति प्रोग्राम",ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ
स्वत: नेमका,ಸ್ವಯಂಚಾಲಿತ ದಿನಚರಿ
स्वत: सिस्टम पुन: प्राप्ति,ಸ್ವಯಂಚಾಲಿತ ಸಿಸ್ಟಮ್ ಚೇತರಿಕೆ
"1. स्वत: टेलर मशीन्अ (ए टी एम) ,2.  स्वयं धन निकालने के लिए बैंक की ए.टी.एम)",ಸ್ವಯಂಚಾಲಿತ ಟೆಲ್ಲರ್ ಯಂತ್ರ (ATM)
स्वचालन,ಯಾಂತ್ರೀಕೃತಗೊಂಡ
"1. आटोप्ले ,2. स्वत: चलन",ಸ್ವಚಾಲಿತ
स्वरक्षण,ಸ್ವಯಂ ಉಳಿಸಿ
सहायक,ಸಹಾಯಕ
सहायक स्मृति,ಸಹಾಯಕ ಸ್ಮರಣೆ
सहायक भंडारण,ಸಹಾಯಕ ಸಂಗ್ರಹಣೆ
उपलब्ध लिस्ट,ಲಭ್ಯವಿರುವ ಪಟ್ಟಿ
उपलब्ध समय,ಲಭ್ಯವಿರುವ ಸಮಯ
औसत,ಸರಾಸರಿ
ए डब्ल्यू के (एक कंप्यूटर समादेश),awk (ಭಾಷೆ)
पश्चांत,ಬ್ಯಾಕೆಂಡ್
पश्चांत प्रक्रमक,ಬ್ಯಾಕೆಂಡ್ ಪ್ರೊಸೆಸರ್
पश्च फलन विलोपन,ಹಿಂಬದಿ ತೆಗೆಯುವಿಕೆ
पृष्ठभूमि प्रक्रमण,ಹಿನ್ನೆಲೆ ಸಂಸ್ಕರಣೆ
सहायक भंडार,ಬ್ಯಾಕಿಂಗ್ ಅಂಗಡಿ
पश्च पैचीकरण,ಬ್ಯಾಕ್‌ಪ್ಯಾಚಿಂಗ್
"1. पश्चीयन ,2. बैकस्पेस",ಬ್ಯಾಕ್‌ಸ್ಪೇಸ್
पश्चपथन,ಬ್ಯಾಕ್‌ಟ್ರ್ಯಾಕಿಂಗ್
"1. बैक-अप ,2. पूर्तिकर",ಬ್ಯಾಕ್ ಅಪ್
"1. पूर्तिकर स्मृति ,2. बैक-अप मेमोरी",ಬ್ಯಾಕ್-ಅಪ್ ಮೆಮೊರಿ
पश्च त्रुटि सुधार,ಹಿಂದುಳಿದ ದೋಷ ಚೇತರಿಕೆ
(आय-व्यय) तुलन पत्र,ಆಯವ್ಯಯ ಪಟ್ಟಿ
पट्टी,ಬ್ಯಾಂಡ್
"1. बैंड चौड़आई ,2. बैंड विड्थ/क्षमता",ಬ್ಯಾಂಡ್ ಅಗಲ
बैंकर एल्गोरिथ्म,ಬ್ಯಾಂಕರ್ ಅಲ್ಗಾರಿದಮ್
"1.बार कूट ,2. बार कोड",ಬಾರ್ ಕೋಡ್
बार कोड स्कैनर,ಬಾರ್ ಕೋಡ್ ಸ್ಕ್ಯಾನರ್
बार ग्राफ,ಬಾರ್ ಗ್ರಾಫ್
आधार पता,ಮೂಲ ವಿಳಾಸ
आधार बैंड,ಬೇಸ್ ಬ್ಯಾಂಡ್
आधार संख्या,ಮೂಲ ಸಂಖ್ಯೆ
आधार सारणी,ಬೇಸ್ ಟೇಬಲ್
बेसिक (एक कंप्यूटर भाषा),ಬೇಸಿಕ್
"1. मूल नियंत्रण ,2. आधार नियंत्रण",ಮೂಲ ನಿಯಂತ್ರಣ
"1. मूल निवेश ,2. आधारी निवेश",ಮೂಲ ಇನ್ಪುಟ್
आधारभूत अनुदेश,ಮೂಲ ಸೂಚನೆ
आधारी निर्गम,ಮೂಲ ಔಟ್ಪುಟ್
मूल चरण,ಮೂಲ ಹಂತ
"1. बैच ,2. समूह ,3. प्रचय",ಬ್ಯಾಚ್
"1. बैच फाइल ,2. बैच संचिका",ಬ್ಯಾಚ್ ಫೈಲ್
बैच स्थिति,ಬ್ಯಾಚ್ ಸ್ಥಾನ
"1. बैच प्रक्रमण ,2. समूह प्रक्रमण",ಬ್ಯಾಚ್ ಸಂಸ್ಕರಣೆ
"1. बैच तंत्र ,2. प्रचय तंत्र",ಬ್ಯಾಚ್ ವ್ಯವಸ್ಥೆ
बॉड,ಬಾಡ್
बॉड दर,ಬೌಡ್ ದರ
किरण पुंज,ಕಿರಣ
"1. निर्देशमानक ,2. बैचमार्क",ಮಾನದಂಡ
द्विदिश संचार,ದ್ವಿಮುಖ ಸಂವಹನ
विदिश कड़ी,ದ್ವಿಮುಖ ಲಿಂಕ್
द्विआधारी कूट,ಬೈನರಿ ಕೋಡ್
द्विआधारी अंक,ದ್ವಿಮಾನ ಅಂಕಿ
द्विआधारी निवेश निर्गम तंत्र (बायोस),ಬೈನರಿ ಇನ್‌ಪುಟ್ ಔಟ್‌ಪುಟ್ ಸಿಸ್ಟಮ್ (BIOS)
द्विआधारी संख्या,ಬೈನರಿ ಸಂಖ್ಯೆ
द्विआधारी संकारक,ಬೈನರಿ ಆಪರೇಟರ್
द्विआधारी संबंध,ದ್ವಿಮಾನ ಸಂಬಂಧ
द्विआधारी खोज,ಬೈನರಿ ಹುಡುಕಾಟ
द्विआधारी अन्वेषण तरु (बी एस टी),ಬೈನರಿ ಸರ್ಚ್ ಟ್ರೀ (BST)
"1. द्विआधारी ट्रांसफर तरु ,2. द्विआधारी अंतरण",ಬೈನರಿ ವರ್ಗಾವಣೆ
द्विआधारी तरु,ಅವಳಿ ಮರ
"1. द्विध्रुवी स्मृति ,2. द्विध्रुवी मेमोरी",ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ
"1. जन्म मरण मॉडल ,2. जन्म मरण निदर्श",ಜನನ ಮರಣ ಮಾದರಿ
जन्म मरण प्रक्रम,ಜನನ ಮರಣ ಪ್ರಕ್ರಿಯೆ
"1. द्वयंक ,2. बिट",ಸ್ವಲ್ಪ
बिट दोष,ಸ್ವಲ್ಪ ತಪ್ಪು
बिट प्रतिचित्र,ಬಿಟ್ ನಕ್ಷೆ
"1. बिट ,2. प्रतिचित्र ,3. पिक्सेल (बी एम पी)",ಬಿಟ್ ಮ್ಯಾಪ್ ಪಿಕ್ಸೆಲ್ (BMP)
"1. बिट आव्यूह ,2. बिट सारणी",ಬಿಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
बिट प्रतिरूप,ಬಿಟ್ ಮಾದರಿ
बिट स्थिति,ಬಿಟ್ ಸ್ಥಾನ
"1. बिट रेट ,2. बिट दर",ಬಿಟ್ ದರ
अंध पेटी परीक्षण,ಕಪ್ಪು ಪೆಟ್ಟಿಗೆ ಪರೀಕ್ಷೆ
टिमटिमाना,ಮಿಟುಕಿಸುವುದು
ब्लॉक,ಬ್ಲಾಕ್
"1. खंडक दुतिका, 2. ब्लाक कैश/खंडक स्मृति",ಬ್ಲಾಕ್ ಸಂಗ್ರಹ
खंडक जांच,ಬ್ಲಾಕ್ ಚೆಕ್
खंड प्रतिलिपि,ಬ್ಲಾಕ್ ನಕಲು
खंडक आरेख,ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ
"1. अवरोधी नेटवर्क, 2. अवरोधी जालक्रम",ನಿರ್ಬಂಧಿಸುವ ನೆಟ್ವರ್ಕ್
बोर्ड,ಬೋರ್ಡ್
पृष्ठ स्मृति,ಪುಸ್ತಕ ಗುರುತು
बूलीय बीजगणित,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ
बूलीय संबंध,ಬೂಲಿಯನ್ ಸಂಬಂಧ
बूट विभाजन,ಬೂಟ್ ವಿಭಾಗ
बूट स्ट्रैपिंग,ಬೂಟ್ ಸ್ಟ್ರಾಪಿಂಗ್
1.बूटस्ट्रैप भारक 2. स्वोत्थानी,ಬೂಟ್-ಸ್ಟ್ರಾಪ್ ಲೋಡರ್
"1.ब्रिज, 2. सेतु",ಸೇತುವೆ
ब्राडबैंड नेटवर्क,ಬ್ರಾಡ್‌ಬ್ಯಾಂಡ್ ನೆಟ್‌ವರ್ಕಿಂಗ್
प्रसारण,ಪ್ರಸಾರ
प्रसारण रेडियो,ರೇಡಿಯೋ ಪ್ರಸಾರ
(नेट) विचरण,ಬ್ರೌಸ್
(नेट) विचरक,ಬ್ರೌಸರ್
बी-तरु,ಬಿ-ಟ್ರೀ
"1.बुदबुद स्मृति, 2.बबल मेमोरी",ಬಬಲ್ ಮೆಮೊರಿ
बुदबुद छंटाी,ಬಬಲ್ ರೀತಿಯ
"1.बाल्टी, 2.बकेट",ಬಕೆಟ್
"1.बंधुता तंत्र, 2.बडी तंत्र",ಸ್ನೇಹಿತರ ವ್ಯವಸ್ಥೆ
बजट प्रभावी नियंत्रण,ಬಜೆಟ್ ಪರಿಣಾಮಕಾರಿ ನಿಯಂತ್ರಣ
बफर,ಬಫರ್
दोष,ದೋಷ
बस,ಬಸ್
"1.अष्ट वयंक,2. बािट (आठ बिट)",ಬೈಟ್
बािट कोड,ಬೈಟ್ ಕೋಡ್
सी (कंप्यूटर भाषा),ಸಿ
"1.सी प्लस प्लस,2.C++(कंप्यूटर भाषा)",C++
"1.कैश,2. द्रुतिका,3.द्रुत",ಸಂಗ್ರಹ
"1.कैश बफर, 2.द्रुतस्मृति बफर",ಸಂಗ್ರಹ ಬಫರ್
"1.कैश स्मृति, 2.कैश मेमोरी, 3.द्रुत स्मृति",ಸಂಗ್ರಹ ಮೆಮೊರಿ
परिकलन,ಲೆಕ್ಕಾಚಾರ
"1.कैलकुलेटर, 2.परिकलक",ಕ್ಯಾಲ್ಕುಲೇಟರ್
"1.कैलकुलेटर चिप,2. परिकलक चिप",ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಚಿಪ್
आह्वान,ಕರೆ
नाम आह्वान,ಹೆಸರಿನಿಂದ ಕರೆ ಮಾಡಿ
संदर्भ आह्वान,ಉಲ್ಲೇಖದ ಮೂಲಕ ಕರೆ ಮಾಡಿ
