Assamese,Odiya
প্ৰাচীন বেলাড,ପ୍ରାଚୀନ ବାଲାଡ୍ |
প্ৰাচীন বিশ্বাস,ପ୍ରାଚୀନ ବିଶ୍ୱାସ
প্ৰাচীন প্ৰথা,ପ୍ରାଚୀନ ପ୍ରଥା
প্ৰাচীন ইতিহাস,ପ୍ରାଚୀନ ଇତିହାସ
প্ৰাচীন কীৰ্তিচিহ্ন,ପ୍ରାଚୀନ ସ୍ମାରକୀ
উপাখ্যান,ଉପନ୍ୟାସ
এঞ্জেলট,ଆଞ୍ଜେଲଟ୍ |
এঞ্জেলছ,ଆଞ୍ଜେଲସ୍ |
এঞ্জেভিন (=anjevin),ଆଞ୍ଜେଭିନ୍ (= ଆଞ୍ଜେଭିନ୍)
কোণ,କୋଣ
এংলিকান,ଅଙ୍ଗଲିକାନ୍ |
এংলিকান কমিউনিয়ন,ଅଙ୍ଗଲିକାନ୍ ଯୋଗାଯୋଗ |
এংলিকানিজম,ଅଙ୍ଗଲିକାନିଜିମ୍ |
এংলো-ফ’ব,ଆଙ୍ଗ୍ଲୋ-ଫୋବେ |
এংলো-ফ’বিয়া,ଆଙ୍ଗ୍ଲୋ-ଫୋବିୟା |
এংলো-চেক্সন,ଆଙ୍ଗ୍ଲୋ-ସାକ୍ସନ୍ |
এংলো-চেক্সনবাদ,ଆଙ୍ଗ୍ଲୋ-ସାକ୍ସୋନିଜିମ୍ |
এনালিষ্ট,ଆନ୍ନାଲିଷ୍ଟ |
এনালছ,ବାର୍ଷିକ
সংলগ্নকৰণ,ସଂଲଗ୍ନ
এণ্টে-বেলাম,ଆଣ୍ଟେ-ବେଲମ୍ |
এণ্টে তাৰিখ,ଆଣ୍ଟେ ତାରିଖ |
কেৰাণীবাদ বিৰোধী,ଧର୍ମ-ବିରୋଧୀ
কেৰাণী বিৰোধী আইন,ଧର୍ମ-ବିରୋଧୀ ନିୟମ
প্ৰাচীনতা,ପ୍ରାଚୀନତା
ভাড়া বিৰোধী,ଆଣ୍ଟି-ଭଡା
ভাড়া বিৰোধী,ଆଣ୍ଟି-ଭଡା
চেমিটিজম বিৰোধী,ବିରୋଧୀ ଦଳ
এঞ্জেক,ଅଞ୍ଜାକ |
এপেলা,ଆପେଲା |
আৰালু,ଅରୁଲୁ |
আৰ্ক বিচপ,ଆର୍ ବିଶପ୍ |
আৰ্ক ডাচি,ଆର୍ ଡୁଚି |
আৰ্ক ড্যুক,ଆର୍ ଡ୍ୟୁକ୍ |
আৰ্কাইফ (=আৰ্কাইভ সংগ্ৰহ),ଆର୍କିଫ୍ (= ଅଭିଲେଖାଗାର ସଂଗ୍ରହ)
আৰ্কিপিস্কোপেট,ଆର୍କିପିସ୍କୋପେଟ୍ |
অভিজাত শ্ৰেণী,ଆଭିମୁଖ୍ୟ
অভিজাত,ଆରିଷ୍ଟୋକ୍ରାଟ୍ |
অভিজাত স্নোবৰী,ଆରିଷ୍ଟୋକ୍ରାଟ୍ ସ୍ନୋବେରୀ |
এৰিষ্ট&#39;টেলিয়ান,ଆରିଷ୍ଟୋଟେଲିଆନ୍ |
আৰ্মাডা,ଆର୍ମଡା |
আৰ্মাডা (=স্পেনিছ আৰ্মাডা),ଆର୍ମଡା (= ସ୍ପାନିସ୍ ଆର୍ମଡା)
আৰ্মৰিষ্ট (=armourist),ବାହୁବଳୀ (= ବାହୁବଳୀ)
কৱচ (=কৱচ),ବାହୁବଳୀ (= ବାହୁବଳୀ)
আৰ্মৰিষ্ট,ବାହୁବଳୀ |
আৰ্য্য,ଆର୍ଯ୍ୟନ୍
আৰ্য্য,ଆର୍ଯ୍ୟନ୍
আস্কৰী,ଆସ୍କାରି |
Assignat,ନ୍ୟସ୍ତ କରନ୍ତୁ |
Assize,Assize
Assize,Assize
Assize,Assize
এছাইজ অৱ আৰ্মছ এক্ট,ଆର୍ମସ୍ ଆକ୍ଟର ଆସାଇଜ୍ |
ডেৰেইন প্ৰেজেণ্টমেণ্টৰ এছাইজ,ଡାରେନ୍ ପ୍ରେଜେଣ୍ଟେସନ୍ ର ଆସାଇଜ୍ |
মৰ্ট &#39;ডি&#39; পূৰ্বপুৰুষৰ এছাইজ,ମର୍ଟ &#39;ଡି&#39; ପୂର୍ବପୁରୁଷଙ୍କ ଅନୁଧ୍ୟାନ |
নভেল ডিচেইচিনৰ এছাইজ,ନୋଭେଲ୍ ଡିସାଇସିନ୍ ର ଆସାଇଜ୍ |
অত্যাচাৰ,ଅତ୍ୟାଚାର
আক্ৰমণ,ଆକ୍ରମଣ
অলিক কাউন্সিল,ଆୟୁଲିକ୍ ପରିଷଦ |
গেডেছৰ কুঠাৰ (=গেডেছৰ কুঠাৰ),ଗେଡିର କୁରା (ି (= ଗେଡି କୁରା) ି)
অক্ষ (=ৰোম-বাৰ্লিন-টকিঅ&#39; অক্ষ),ଆକ୍ସିସ୍ (= ରୋମ୍-ବର୍ଲିନ୍-ଟୋକିଓ ଆକ୍ସିସ୍)
বেবিলন,ବାବିଲ
বেবিলনৰ বন্দীত্ব (=বেবিলনৰ বন্দীত্ব),ବାବିଲର ବନ୍ଦୀତା (= ବାବିଲୋନ ବନ୍ଦୀ)
বচনাল ভক্ত,ବ୍ୟାଚାନାଲ ଭକ୍ତ
বাচনালিয়া,ବ୍ୟାଚାନାଲିଆ |
অবিবাহিত লোক,ଅବିବାହିତ
বাগদাদ চুক্তি,ବାଗଦାଦ ଚୁକ୍ତି |
বাল্কন লীগ,ବାଲକାନ୍ ଲିଗ୍ |
বাল্কন চুক্তি,ବାଲକାନ୍ ଚୁକ୍ତି |
বাল্কন যুদ্ধ,ବାଲକାନ ଯୁଦ୍ଧ |
বাল্টিক চুক্তি,ବାଲ୍ଟିକ୍ ଚୁକ୍ତି |
ডাকাত,ବୃନ୍ଦାବନ
বাণ্ডুং সন্মিলন,ବୃନ୍ଦାବନ ସମ୍ମିଳନୀ |
নিৰ্বাসন,ବହିଷ୍କାର |
বেনাৰ,ବ୍ୟାନର |
বৰ্বৰ,ବର୍ବର
বাৰ্বিকান,ବାର୍ବିକାନ୍ |
বৰদলৈ সত্যাগ্ৰহ,ବାର୍ଡୋଲି ସତ୍ୟଗ୍ରାହ |
বাৰ্ন বাৰ্নাৰ্ছ,ବାର୍ ବର୍ନର୍ସ |
বেৰন,ବରୁଣ |
বেৰনেজ,ବରୁଣ
বেৰনছ মেজৰ,ବାରୋନସ୍ ମେଜୋରସ୍ |
বেৰনেছ নাবালক,ବାରୋନସ୍ ମାଇନୋରସ୍ |
বেৰনেছ,ବରୁଣେସ୍ |
বেৰনেট,ବରୁଣେଟ୍ |
বেৰনেটেজ,ବରୁଣେଟେଜ୍ |
বেৰনেটেজ,ବରୁଣେଟେଜ୍ |
বেৰনেটচি,ବାରୋନେଟସି |
বেৰনি,ବାରୋନି |
বেৰাকুন,ବାରାକୁନ୍ |
বেৰাকুন,ବାରାକୁନ୍ |
বেৰিকেড (=barricade),ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ)
বেৰিকেড (=barricade),ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ)
বেৰিকেড (=barricade),ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ)
বেচ কেম্প,ବେସ୍ କ୍ୟାମ୍ପ୍ |
বেচিলিকা,ବେସିଲିକା |
বেচিলিকা,ବେସିଲିକା |
বাষ্টিলা,ବସ୍ତିଲା |
বেষ্টিল,ବସ୍ତିଲ୍ |
বেষ্টিল,ବସ୍ତିଲ୍ |
বেটাৰি,ବ୍ୟାଟେରୀ
যুদ্ধ,ଯୁଦ୍ଧ
বাটলে-এৰে,ବଟଲ୍-ଆରେ |
যুদ্ধৰ চিঞৰ,ଯୁଦ୍ଧ କାନ୍ଦ |
যুদ্ধৰ ডিন,ଯୁଦ୍ଧ ଡିନ |
যুদ্ধক্ষেত্ৰ,ଯୁଦ୍ଧ କ୍ଷେତ୍ର |
যুদ্ধ গীত,ଯୁଦ୍ଧ ଭଜନ
স্পাৰ্ছৰ যুদ্ধ,ସ୍ପର୍ସର ଯୁଦ୍ଧ |
ষ্টেণ্ডাৰ্ডৰ যুদ্ধ,ମାନାଙ୍କ ଯୁଦ୍ଧ |
যুদ্ধজাহাজ,ଯୁଦ୍ଧ ଜାହାଜ |
যুদ্ধজাহাজ-শক্তি,ଯୁଦ୍ଧ-ଶକ୍ତି |
Bayeux টেপেষ্ট্ৰি,ବାୟକ୍ସ ଟେପେଷ୍ଟ୍ରି |
বিকন,ବିକନ୍ |
বিকন টাৱাৰ,ବିକନ୍ ଟାୱାର୍ |
বিভাৰ,ବିଭର୍ |
বিভাৰ,ବିଭର୍ |
সাগৰৰ ভিক্ষাৰী,ସମୁଦ୍ରର ଭିକାରୀ |
বেলিকোজ,ବେଲିକୋଜ୍ |
বেলিকোজ,ବେଲିକୋଜ୍ |
বেলিকোজ,ବେଲିକୋଜ୍ |
বেলিকোচিটি,ବେଲିକୋସିଟି |
বেলোনা,ବେଲୋନା |
বেনিফিচ,ଉପକାର
ধৰ্মগুৰুসকলৰ লাভ,ପାଦ୍ରୀମାନଙ୍କର ଲାଭ
বেনেলাক্স,ବେନେଲକ୍ସ |
বাৰ্লিন ডিক্রী,ବର୍ଲିନ୍ ଆଦେଶ |
Berserker,ବର୍ସରକର |
Besant (=বেজান্ট),ବେସାଣ୍ଟ (= ବେଜାଣ୍ଟ)
বেথেল,ବ Bethel ଥେଲ୍ |
বিব্লিঅ&#39;লেটাৰ,Bibliolater
গ্ৰন্থবিজ্ঞান,ଗ୍ରନ୍ଥସମୂହ
বিগ বাৰ্থা,ବିଗ୍ ବର୍ଥା |
কুসংস্কাৰ,ବିଗଟ୍ |
বিলেটিং,ବିଲିଂ
বিল অৱ এটেইণ্ডাৰ,ଅଟ୍ଟାଇଣ୍ଡରର ବିଲ୍ |
অধিকাৰৰ বিল,ଅଧିକାର ବିଲ୍ |
জীৱনীকাৰ,ଜୀବନୀ
জন্মৰ কাহিনী,ଜନ୍ମ କାହାଣୀ |
বিভক,ବିଭିଆକ୍ |
বিভক,ବିଭିଆକ୍ |
বিভক,ବିଭିଆକ୍ |
বিজোনিয়া,ବିଜୋନିଆ |
ক&#39;লা চৰাই চোৱা,କଳା ପକ୍ଷୀ
ক&#39;লা পতাকা,କଳା ପତାକା
ব্লেক হোল,ବ୍ଲାକ୍ ହୋଲ୍ |
ব্লেক হোল,ବ୍ଲାକ୍ ହୋଲ୍ |
ক&#39;লা ভৰি (=scab),କଳା ଗୋଡ (= ସ୍କାବ)
ক&#39;লা চাৰ্ট,କଳା ସାର୍ଟ |
ব্লেজন,ବ୍ଲାଜନ୍
ব্লেজন,ବ୍ଲାଜନ୍
ব্লেজনাৰী,ବ୍ଲାଜୋନ୍ରି |
ব্লেজনাৰী,ବ୍ଲାଜୋନ୍ରି |
ব্লিটজক্ৰিগ,ବ୍ଲିଟ୍ସ୍କ୍ରିଗ୍ |
ৰক্তহীন বিপ্লৱ (=গৌৰৱময় বিপ্লৱ),ରକ୍ତହୀନ ବିପ୍ଳବ (= ଗ or ରବମୟ ବିପ୍ଳବ)
ব্লাডৱাইট,ରକ୍ତଚାପ
ব্লাডি মেৰী,ରକ୍ତାକ୍ତ ମରିୟମ |
নীলা,ନୀଳ
নীলা তেজ,ନୀଳ ରକ୍ତ
নীলা কিতাপ,ନୀଳ ପୁସ୍ତକ |
নীলা ফিতা,ନୀଳ ରିବନ୍ |
নীলা ফিতা,ନୀଳ ରିବନ୍ |
ব্লুজ (=ৰয়েল হৰ্চ গাৰ্ড),ବ୍ଲୁଜ୍ (= ରୟାଲ୍ ଘୋଡା ଗାର୍ଡ)
নীলা চাৰ্ট,ନୀଳ ସାର୍ଟ |
ব্লু ৱাটাৰ স্কুল,ନୀଳ ଜଳ ବିଦ୍ୟାଳୟ |
নিয়ন্ত্ৰণ ব’ৰ্ড,ନିୟନ୍ତ୍ରଣ ବୋର୍ଡ |
শৰীৰৰ কৱচ,ଶରୀରର ଅସ୍ତ୍ରଶସ୍ତ୍ର |
ব&#39;ৰ,ବୋଇର୍
লুটপাত,ବୁଟି
বৰো,ବୋରୱୋ |
Bouleuterion,ବୁଲୁଟେରିଅନ୍ |
বোৰ্বন,ବୋର୍ବନ୍ |
বক্সাৰ বিদ্ৰোহ,ବକ୍ସର ବିଦ୍ରୋହ |
ব্ৰেচ,ବନ୍ଧନୀ
ব্ৰাছাৰ্ড,ପିତ୍ତଳ |
ব্ৰাছাৰ্ড,ପିତ୍ତଳ |
ব্ৰেড কলনী,ରୁଟି କଲୋନୀ |
ব্ৰেষ্ট প্লেট,ସ୍ତନ ପ୍ଲେଟ୍ |
স্তনৰ কাম,ସ୍ତନ କାମ
ব্ৰেটৱাল্ডা,ବ୍ରେଟୱାଲଡା |
ব্ৰিগাণ্ড,ବ୍ରିଗାଣ୍ଡ୍ |
ব্ৰিগেণ্ডেজ,ବ୍ରିଗେଣ୍ଡେଜ୍
ব্ৰিটিছ কমনৱেলথ অৱ নেচনছ,ବ୍ରିଟିଶ୍ କମନୱେଲଥ୍ ଅଫ୍ ନେସନ୍ସ |
ব্ৰাউন চাৰ্ট (=নাজী),ବ୍ରାଉନ୍ ସାର୍ଟ (= ନାଜି)
ব্ৰাছেলছ সন্ধি (পেক্ট) সংগঠন (=পশ্চিম ইউৰোপীয় সংঘ),ବ୍ରୁସେଲ୍ସ ଚୁକ୍ତି (ଚୁକ୍ତି) ସଂଗଠନ (= ପଶ୍ଚିମ ୟୁରୋପୀୟ ୟୁନିଅନ୍)
বাফ,ବଫ୍ |
বাফ,ବଫ୍ |
বাফ-কোট,ବଫ୍-କୋଟ୍ |
বাফছ,ବଫସ୍ |
বুলে (=পৰিষদ),ବୁଲେ (= ପରିଷଦ)
বাৰ্গেজ,ବନ୍ଧକ
বাৰ্জেছ,ବରଗଡ |
বাইজেন্টাইন,ବାଇଜାଣ୍ଟାଇନ
বাইজেন্টাইন গীৰ্জা,ବ yz ଜୟନ୍ତ ଚର୍ଚ୍ଚ
বাইজেন্টাইন সাম্ৰাজ্য,ବ yz ଜୟନ୍ତ ସାମ୍ରାଜ୍ୟ |
বাইজেন্টাইন যুগ,ବାଇଜାଣ୍ଟାଇନ ଯୁଗ
বাইজেন্টাইন ইতিহাসবিদ,ବ yz ଜୟନ୍ତ histor ତିହାସିକମାନେ |
কেবাল,କ୍ୟାବଲ୍ |
ছিজাৰীজম,କେଜରିଜିମ୍ |
খলিফা,ଖଲିଫ୍ |
কেলিগ্ৰাফাৰ,କଲିଗ୍ରାଫର୍ |
কেলিগ্ৰাফিষ্ট,କଲିଗ୍ରାଫିଷ୍ଟ |
কেলিগ্ৰাফী,କାଲିଗ୍ରାଫି |
কেলট্ৰপ,କାଲ୍ଟ୍ରପ୍ |
সতীৰ্থতা,କାମାଡେରି |
কেমাৰিলা,କାମାରିଲା |
কেমাৰিলা,କାମାରିଲା |
কেমেলাকম,କାମେଲାକମ୍ |
ছদ্মবেশ,କାମୁଫ୍ଲେଜ୍ |
অভিযান,ଅଭିଯାନ |
কেম্প অনুগামী,କ୍ୟାମ୍ପ ଅନୁସରଣକାରୀ |
কেম্পো ছান্টো,କ୍ୟାମ୍ପୋ ସାଣ୍ଟୋ |
কেম্পাছ মাৰ্চিয়াছ,କ୍ୟାମ୍ପସ୍ ମାର୍ଟିସ୍
কেনেফোৰা,କାନେଫୋରା |
কেংগু,କଙ୍ଗୁ
কেননেড,କାନନେଡ୍ |
কামানৰ ঘাঁহ,ତୋପ ଖାଇବା |
কেনন,କାନନ୍ |
কেনন আইন,କାନନ୍ ନିୟମ |
কেন&#39;পাছৰ ডিক্রী,କାନୋପସ୍ ଆଦେଶ |
কেনটিং আৰ্মছ,ବାହୁବଳୀ
বন্দী,ବନ୍ଦୀ
বন্দী,କ୍ୟାପ୍ଟର
কাৰ্ডিনেল,କାର୍ଡିନାଲ୍ |
কাৰ্ল,କାର୍ଲ |
কেৰ&#39;লিঞ্জিয়ান বংশ,କାରୋଲିଙ୍ଗିଆନ୍ ରାଜବଂଶ |
কাৰ্থুছিয়ান পন্থা,କାର୍ଟୁସିଆନ୍ ସମ୍ପ୍ରଦାୟ |
কাৰ্টোছা,କାର୍ଟୋସା |
কেষ্টেলিয়ান,କାଷ୍ଟେଲିଆନ୍ |
কেষ্টেলিয়ান,କାଷ୍ଟେଲିଆନ୍ |
জাতি ব্যৱস্থা,ଜାତି ପ୍ରଣାଳୀ |
দুৰ্গ,ଦୁର୍ଗ
দুৰ্গ,ଦୁର୍ଗ
কেছল টাউন,ଦୁର୍ଗ ସହର
কাষ্ট্ৰা,କାଷ୍ଟ୍ରା |
কাষ্ট্ৰা,କାଷ୍ଟ୍ରା |
কেথেড্ৰা,କ୍ୟାଥେଡ୍ରା |
কেথেড্ৰেল,କ୍ୟାଥେଡ୍ରାଲ୍ |
কেটো ষ্ট্ৰীটৰ ষড়যন্ত্ৰ,କାଟୋ ଷ୍ଟ୍ରିଟ୍ ଷଡଯନ୍ତ୍ର |
কৌডিলো,କାଉଡିଲୋ |
কেভেলিয়াৰ,କାଭାଲିଅର୍ |
কেভেলিয়াৰ,କାଭାଲିଅର୍ |
কেভেলিয়াৰ সংসদ,କାଭାଲିଅର୍ ସଂସଦ |
আদুল্লামৰ গুহা,ଅଦୁଲ୍ଲାମର ଗୁମ୍ଫା |
গুহা চিত্ৰকলা,ଗୁମ୍ଫା ଚିତ୍ର
গুহা চিত্ৰকলা,ଗୁମ୍ଫା ଚିତ୍ର
চেণ্টুমভিৰ,Centumvir
চেঞ্চুৰিয়ান,ସେଞ୍ଚୁରିଅନ୍ |
শতিকা,ଶତାବ୍ଦୀ
চেইন আৰ্মৰ (=চেইন মেইল),ଶୃଙ୍ଖଳା ବାହୁବଳୀ (= ଶୃଙ୍ଖଳା ମେଲ୍)
চান্ট্ৰী,ଚାନ୍ଟ୍ରି |
চান্ট্ৰী,ଚାନ୍ଟ୍ରି |
চ্যাপ কিতাপ,ଅଧ୍ୟାୟ ପୁସ୍ତକ
চেপলিন,ଚାପଲେନ୍ |
অধ্যায়,ଅଧ୍ୟାୟ
দুৰ্ঘটনাৰ অধ্যায়,ଦୁର୍ଘଟଣାର ଅଧ୍ୟାୟ |
চাৰ্জ,ଚାର୍ଜ
চাৰ্জ ডি এফেয়াৰ্ছ,ଡିଫେୟାର୍ ଚାର୍ଜ କରନ୍ତୁ |
চাৰ্জ পাৰ্টিং,ଚାର୍ଜ ବିଭାଜନ |
চাৰ্জাৰ,ଚାର୍ଜର
ৰথ,ରଥ
ৰথী,ରଥ
ৰথী,ରଥ
ৰথী,ରଥ
চেৰিটি কিচেন,ଚାରିଟି ରୋଷେଇ ଘର |
চনদ,ଚାର୍ଟର୍
চাৰ্টিষ্ট আন্দোলন (=চাৰ্টিষ্ট),ଚାର୍ଟିଷ୍ଟ ଆନ୍ଦୋଳନ (= ଚାର୍ଟିଜିମ୍)
চাৰ্ট’ফাইলেচিয়াম,ଚାର୍ଟୋଫିଲାସିୟମ୍ |
চেট&#39;,Chateau |
পোষ্ট চেক কৰক,ପୋଷ୍ଟ ଯାଞ୍ଚ କରନ୍ତୁ |
ৰাসায়নিক যুদ্ধ,ରାସାୟନିକ ଯୁଦ୍ଧ |
চেষ্টাৰ,ଚେଷ୍ଟର୍ |
প্ৰধান,ମୁଖ୍ୟ
মুখীয়াল,ମୁଖିଆ
মুখীয়াল,ମୁଖିଆ
মুখীয়াল,ମୁଖିଆ
চিফন,ଚିଫନ୍ |
অশ্বাৰোহীতা,ପ୍ରତିଦ୍ୱନ୍ଦ୍ୱିତା |
নিৰ্বাচিত লোকসকল,ମନୋନୀତ ଲୋକ
ক্ৰীছমোগ্ৰাফী,କ୍ରିସମୋଗ୍ରାଫିନ୍ |
খ্ৰীষ্টান ধৰ্ম,ଖ୍ରୀଷ୍ଟଧର୍ମ
খ্ৰীষ্টান যুগ,ଖ୍ରୀଷ୍ଟିଆନ ଯୁଗ |
খ্ৰীষ্টান সমাজবাদ,ଖ୍ରୀଷ୍ଟିଆନ ସମାଜବାଦ |
ক্ৰনিকল,ଇତିହାସ
ক্ৰনিকলাৰ,କ୍ରୋନିକଲର୍
ক্ৰাইজ চেৰ্চোনিজ,କ୍ରିସ୍ ଚେରସୋନିସ୍ |
চিমেলিয়াম,ସିମେଲିୟମ୍ |
Cinquecento শৈলী,ସିନକେସେଣ୍ଟୋ ଷ୍ଟାଇଲ୍ |
প্ৰদক্ষিণ,ସର୍କୁନାଭିଗେସନ୍ |
চিষ্টাৰচিয়ান সন্ন্যাসী,ସିଷ୍ଟର୍ସିଆନ୍ ମାଙ୍କଡ |
দুৰ্গ,ସୀତା
উদ্ধৃতি,ଉଦ୍ଧୃତ
উদ্ধৃতি,ଉଦ୍ଧୃତ
নাগৰিক অবাধ্যতা,ନାଗରିକ ଅବମାନନା |
গৃহযুদ্ধ,ଗୃହଯୁଦ୍ଧ |
চিভিছ ৰোমানাছ,ସିଭିସ୍ ରୋମାନସ୍ |
ধ্ৰুপদী যুগ,ଶାସ୍ତ୍ରୀୟ ବୟସ |
ক্লেফ্ট (=klepht),କ୍ଲିଫ୍ଟ (= କ୍ଲେଫ୍ଟ)
কেৰাণীবাদ,ଧର୍ମ ଧର୍ମ
ক্লাৰুচ,କ୍ଲାରଚ
ক্লুনিয়াক আন্দোলন,କ୍ଲୁନିୟକ୍ ଗତିବିଧି |
কোট কৱচ,କୋଟ ବାହୁ
কোট অৱ আৰ্মছ,କୋଟ୍
কোট অৱ আৰ্মছ,କୋଟ୍
কোট অৱ আৰ্মছ,କୋଟ୍
কোট অৱ মেইল,କୋଟ୍ ମେଲ୍ |
কোহৰ্ট,କୋହର୍ଟ |
কমিটিয়া,Comitia
কমিটিয়া চেঞ্চুৰিয়াটা,Comitia Centuriata
কমিটিয়া কুৰিয়াটা,Comitia Curiata
কমিটিয়া ট্ৰিবুটা,Comitia Tributa
স্মৃতিচাৰণ তোৰণ,ସ୍ମରଣୀୟ ଆର୍
স্মৃতিচাৰণ মুদ্ৰা,ସ୍ମରଣୀୟ ମୁଦ୍ରା
স্মৃতিসৌধ,ସ୍ମରଣୀୟ ସିଲ୍ |
সাধাৰণ ক্ষেত্ৰ,ସାଧାରଣ କ୍ଷେତ୍ର |
কমিউনাৰ্ড,କମ୍ୟୁନାର୍ଡ |
কনকৰ্ডেট,କନକର୍ଡେଟ୍ |
কনকৰ্ডেট,କନକର୍ଡେଟ୍ |
কণ্ডোটিয়েৰ,କଣ୍ଡୋଟିଅର୍ |
নিশ্চিতকৰণ Cartarum,ନିଶ୍ଚିତକରଣ କାର୍ଟାରମ୍ |
বিবাদ,ଦ୍ୱନ୍ଦ୍ୱ |
মণ্ডলী,ମଣ୍ଡଳୀ
বিজয়ী ৰাষ্ট্ৰ,ରାଜ୍ୟ ଜିତିବା |
বিজয়ী,ଜୟ
কনকিষ্টাডৰ,କନକ୍ୟୁଷ୍ଟାଡର୍ |
কনচিলিয়াম,କନସିଲିୟମ୍ |
কনচিষ্টৰী,ସ୍ଥିର
ষড়যন্ত্ৰ,ଷଡଯନ୍ତ୍ର
ষড়যন্ত্ৰ,ଷଡଯନ୍ତ୍ର
