Tamil,Telugu
உதவு,అసైజ్ చేయండి
ஆயுதச் சட்டம்,అసైజ్ ఆఫ్ ఆర్మ్స్ యాక్ట్
அசிஸ் ஆஃப் டேரின் பிரசன்ட்மென்ட்,డారీన్ ప్రెజెంట్‌మెంట్ అసైజ్
மோர்ட் &#39;டி&#39; மூதாதையரின் அசிஸ்,మోర్ట్ &#39;D&#39; పూర్వీకుల అస్సైజ్
நாவல் Disseisin Assize,అసైజ్ ఆఫ్ నవల డిస్సీసిన్
கொடுமை,దారుణం
தாக்குதல்,దాడి
ஆலிக் கவுன்சில்,ఆలిక్ కౌన్సిల్
கோடரியின் கோடாரி (=கெடெஸ் கோடாரி),గెడ్డెస్ యొక్క గొడ్డలి (=ది గెడెస్ గొడ్డలి)
அச்சு (=ரோம்-பெர்லின்-டோக்கியோ அச்சு),యాక్సిస్ (=ది రోమ్-బెర్లిన్-టోక్యో యాక్సిస్)
பாபிலோன்,బాబిలోన్
பாபிலோனிய சிறைப்பிடிப்பு (=பாபிலோனிய சிறைப்பிடிப்பு),బాబిలోనియన్ బందిఖానా (=బాబిలోనియన్ బందిఖానా)
பச்சனல் பக்தர்,బచ్చనాల్ భక్తుడు
பச்சனாலியா,బచ్చనాలియా
இளங்கலை,బ్రహ్మచారి
பாக்தாத் ஒப்பந்தம்,బాగ్దాద్ ఒప్పందం
பால்கன் லீக்,బాల్కన్ లీగ్
பால்கன் ஒப்பந்தம்,బాల్కన్ ఒప్పందం
பால்கன் போர்கள்,బాల్కన్ యుద్ధాలు
பால்டிக் ஒப்பந்தம்,బాల్టిక్ ఒప్పందం
கொள்ளைக்காரன்,బందిపోటు
பாண்டுங் மாநாடு,బాండుంగ్ కాన్ఫరెన్స్
நாடுகடத்தல்,బహిష్కరణ
பதாகை,బ్యానర్
காட்டுமிராண்டித்தனம்,బార్బేరియన్
பார்பிகன்,బార్బికన్
பர்தோலி சத்தியாகிரகம்,బార్డోలీ సత్యాగ్రహం
பார்ன் பர்னர்ஸ்,బార్న్ బర్నర్స్
பரோன்,బారన్
பாரோனேஜ்,బారోనేజ్
பரோன்ஸ் மேஜர்கள்,బారోన్స్ మేజర్లు
பரோன்ஸ் மைனர்கள்,బారోన్స్ మైనర్లు
பரோனஸ்,బారోనెస్
பரோனெட்,బారోనెట్
பரோனேடேஜ்,బారోనెటేజ్
பரோனேடேஜ்,బారోనెటేజ్
பேரோனெட்டி,బారోనెట్సీ
பேரோனி,బారోనీ
பாராகூன்,బారకూన్
பாராகூன்,బారకూన్
தடுப்பு (=பேரிகாடோ),బారికేడ్ (=బారికాడో)
தடுப்பு (=பேரிகாடோ),బారికేడ్ (=బారికాడో)
தடுப்பு (=பேரிகாடோ),బారికేడ్ (=బారికాడో)
அடிப்படை முகாம்,మూల శిబిరం
பேராலயம்,బసిలికా
பேராலயம்,బసిలికా
பஸ்திலா,బస్తీలా
பாஸ்டில்,బాస్టిల్
பாஸ்டில்,బాస్టిల్
மின்கலம்,బ్యాటరీ
போர்,యుద్ధం
போர்-வரிசை,బాటిల్-అరే
யுத்த அழுகுரல்,యుద్ధానికి వెళ్ళే సైనికులు చేసే నినాదాలు
போர் டின்,బాటిల్ డిన్
போர்க்களம்,యుద్ధ క్షేత్రం
போர் பாடல்,యుద్ధ శ్లోకం
ஸ்பர்ஸ் போர்,స్పర్స్ యుద్ధం
ஸ்டாண்டர்ட் போர்,స్టాండర్డ్ యుద్ధం
போர்க்கப்பல்,యుద్ధనౌక
போர்க்கப்பல்-வலிமை,యుద్ధనౌక-బలం
பேயுக்ஸ் சீலை,Bayeux వస్త్రం
கலங்கரை விளக்கம்,బెకన్
கலங்கரை விளக்கம் கோபுரம்,బెకన్ టవర్
பீவர்,బీవర్
பீவர்,బీవర్
கடலின் பிச்சைக்காரர்கள்,సముద్రపు బిచ్చగాళ్ళు
பெல்லிகோஸ்,బెల్లికోస్
பெல்லிகோஸ்,బెల్లికోస్
பெல்லிகோஸ்,బెల్లికోస్
பெல்கோசிட்டி,బెల్లికోసిటీ
பெல்லோனா,బెలోనా
நன்மை,ప్రయోజనం
குருமார்களின் பலன்,మతపెద్దల వల్ల ప్రయోజనం
பெனலக்ஸ்,బెనెలక్స్
பெர்லின் ஆணை,బెర్లిన్ డిక్రీ
பெர்சர்கர்,బెర్సెర్కర్
பெசன்ட் (=பெசண்ட்),బెసెంట్ (=బెజాంట్)
பெத்தேல்,బేతేలు
நூலாசிரியர்,గ్రంథకర్త
புத்தக வழிபாடு,గ్రంథారాధన
பெரிய பெர்தா,బిగ్ బెర్తా
மதவெறி,మతోన్మాదుడు
பில்லெட்டிங்,బిల్లేటింగ్
பில்,అటెయిండర్ బిల్లు
உரிமைகள் மசோதா,హక్కుల చట్టం
வாழ்க்கை வரலாற்றாசிரியர்,జీవిత చరిత్ర రచయిత
பிறப்பு கதைகள்,జన్మ కథలు
Bivouac,తాత్కాలిక శిబిరం
Bivouac,తాత్కాలిక శిబిరం
Bivouac,తాత్కాలిక శిబిరం
பிசோனியா,బిజోనియా
கருப்பு பறவைகள்,బ్లాక్ బర్డింగ్
கருப்பு கொடி,నల్ల జండా
கருந்துளை,కృష్ణ బిలం
கருந்துளை,కృష్ణ బిలం
கருப்பு கால் (=சிரங்கு),నల్ల కాలు (=స్కాబ్)
கருப்பு சட்டை,నల్ల చొక్కా
பிளேசன்,బ్లజోన్
பிளேசன்,బ్లజోన్
பிரகாசம்,బ్లేజోన్రీ
பிரகாசம்,బ్లజోన్రీ
பிளிட்ஸ்கிரீக்,బ్లిట్జ్‌క్రీగ్
இரத்தமில்லாத புரட்சி (=புகழ்பெற்ற புரட்சி),రక్తరహిత విప్లవం (=గ్లోరియస్ రివల్యూషన్)
இரத்தம் கொண்டவர்,బ్లడ్వైట్
ப்ளடி மேரி,బ్లడీ మేరీ
நீலம்,నీలం
நீல இரத்தம்,నీలం రక్తం
நீல புத்தகம்,నీలి పుస్తకం
நீல தலைப்பட்டை,నీలం రంగు రిబ్బన్
நீல தலைப்பட்டை,నీలం రంగు రిబ్బన్
ப்ளூஸ் (=ராயல் குதிரை காவலர்கள்),బ్లూస్ (=రాయల్ హార్స్ గార్డ్స్)
நீல நிற சட்டை,నీలం చొక్కా
நீல நீர் பள்ளி,బ్లూ వాటర్ స్కూల్
கட்டுப்பாட்டு வாரியம்,బోర్డ్ ఆఫ్ కంట్రోల్
உடல் கவசம்,శరీర కవచం
போயர்,బోయర్
கொள்ளை,దోపిడి
பெருநகரம்,బరో
பவுல்யூடெரியன்,బౌల్యూటేరియన్
போர்பன்,బోర్బన్
குத்துச்சண்டை வீரர் கிளர்ச்சி,బాక్సర్ తిరుగుబాటు
பிரேஸ்,బ్రేస్
பிராசர்ட்,బ్రాస్సార్డ్
பிராசர்ட்,బ్రాస్సార్డ్
ரொட்டி காலனிகள்,బ్రెడ్ కాలనీలు
மார்பக தட்டு,బ్రెస్ట్ ప్లేట్
மார்பக வேலை,రొమ్ము పని
ப்ரெட்வால்டா,బ్రెట్వాల్డా
பிரிகாண்ட்,బ్రిగాండ్
பிரிகாண்டேஜ்,బ్రిగేండేజ్
பிரிட்டிஷ் காமன்வெல்த் நாடுகள்,బ్రిటిష్ కామన్వెల్త్ ఆఫ్ నేషన్స్
பிரவுன் ஷர்ட்ஸ் (=நாஜிக்கள்),బ్రౌన్ షర్ట్స్ (=నాజీలు)
பிரஸ்ஸல்ஸ் உடன்படிக்கை (ஒப்பந்தம்) அமைப்பு (=மேற்கு ஐரோப்பிய ஒன்றியம்),బ్రస్సెల్స్ ట్రీటీ (పాక్ట్) సంస్థ (=వెస్ట్రన్ యూరోపియన్ యూనియన్)
பஃப்,యెదురు
பஃப்,యెదురు
பஃப்-கோட்,బఫ్-కోటు
பஃப்ஸ்,బఫ్స్
புலே (=சபை),బులే (=మండలి)
பர்கேஜ்,బర్గేజ్
பர்கெஸ்,బర్గెస్
பைசண்டைன்,బైజాంటైన్
பைசண்டைன் தேவாலயம்,బైజాంటైన్ చర్చి
பைசண்டைன் பேரரசு,బైజాంటైన్ సామ్రాజ్యం
பைசண்டைன் சகாப்தம்,బైజాంటైన్ యుగం
பைசண்டைன் வரலாற்றாசிரியர்கள்,బైజాంటైన్ చరిత్రకారులు
கபால்,కాబాల్
சீசரிசம்,సీజరిజం
கலீஃபா,ఖలీఫ్
எழுத்தாளன்,కాలిగ్రాఫర్
கையெழுத்து எழுதுபவர்,కాలిగ్రాఫిస్ట్
எழுத்துக்கலை,కాలిగ్రఫీ
கால்ட்ராப்,కాల్ట్రాప్
தோழமை,సాహచర్యం
கேமரிலா,కమరిల్లా
கேமரிலா,కమరిల్లా
கேமலாகம்,కామెలాకమ్
உருமறைப்பு,మభ్యపెట్టడం
பிரச்சாரம்,ప్రచారం
முகாம் பின்பற்றுபவர்,క్యాంపు అనుచరుడు
காம்போ சாண்டோ,కాంపో శాంటో
மார்டியஸ் வளாகம்,క్యాంపస్ మార్టియస్
கேனபோரா,కనెఫోరా
கங்கு,కంగు
பீரங்கி,ఫిరంగి
பீரங்கி தீவனம்,ఫిరంగి మేత
நியதி,కానన్
நியதி சட்டம்,కానన్ చట్టం
கனோபஸ் ஆணை,కానోపస్ డిక్రీ
ஆயுதங்களை ஏந்துதல்,ఆయుధాలు పట్టుకోవడం
கைதி,బందీ
பிடிப்பவன்,కాప్టర్
கார்டினல்,కార్డినల్
கார்ல்,కార్ల్
கரோலிங்கியன் வம்சம்,కరోలింగియన్ రాజవంశం
கார்த்தூசியன் பிரிவு,కార్తుసియన్ శాఖ
கார்டோசா,కార్టోసా
காஸ்ட்லியன்,కాస్టేలియన్
காஸ்ட்லியன்,కాస్టేలియన్
சாதி அமைப்பு,కుల వ్యవస్థ
கோட்டை,కోట
கோட்டை,కోట
கோட்டை நகரம்,కోట పట్టణం
காஸ்ட்ரா,కాస్ట్రా
காஸ்ட்ரா,కాస్ట్రా
கதீட்ரா,కేథడ్రా
கதீட்ரல்,కేథడ్రల్
கேட்டோ ஸ்ட்ரீட் சதி,కాటో స్ట్రీట్ కుట్ర
காடிலோ,కౌడిల్లో
காவலர்,కావలీర్
காவலர்,కావలీర్
கவாலியர் பாராளுமன்றம்,కావలీర్ పార్లమెంట్
அதுலாம் குகை,అదుల్లాం గుహ
குகை ஓவியம்,గుహ పెయింటింగ్
குகை ஓவியம்,గుహ పెయింటింగ్
சென்டம்விர்,సెంటంవిర్
செஞ்சுரியன்,సెంచూరియన్
நூற்றாண்டு,సెంచరీ
சங்கிலி கவசம் (=செயின் மெயில்),చైన్ ఆర్మర్ (=చైన్ మెయిల్)
சாந்த்ரி,చాంట్రీ
சாந்த்ரி,చాంట్రీ
அத்தியாய புத்தகம்,చాప్ పుస్తకం
சாப்ளின்,చాప్లిన్
அத்தியாயம்,అధ్యాయం
விபத்துகளின் அத்தியாயம்,ప్రమాదాల అధ్యాయం
கட்டணம்,ఆరోపణ
பொறுப்பாளர்கள்,ఛార్జ్ డి&#39;ఎఫైర్స్
கட்டணம் பிரித்தல்,ఛార్జ్ విడిపోవడం
சார்ஜர்,ఛార్జర్
தேர்,రథము
தேரோட்டி,రథసారధి
தேரோட்டி,రథసారధి
தேரோட்டி,రథసారధి
தொண்டு சமையலறை,ఛారిటీ వంటగది
சாசனம்,చార్టర్
சார்டிஸ்ட் இயக்கம் (=சார்டிசம்),చార్టిస్ట్ ఉద్యమం (=చార్టిజం)
சார்ட்டோபிலாசியம்,చార్టోఫిలాసియం
அரட்டை,చాటౌ
செக் போஸ்ட்,చెక్ పోస్ట్
இரசாயனப் போர்,రసాయన యుద్ధం
செஸ்டர்,చెస్టర్
முதல்வர்,చీఫ్
தலைவன்,అధిపతి
தலைவன்,అధిపతి
தலைவன்,అధిపతి
சிஃப்பான்,షిఫాన్
வீரம்,శూరత్వం
தேர்ந்தெடுக்கப்பட்ட மக்கள்,ఎంచుకున్న వ్యక్తులు
கிறிஸ்மோகிராஃபியன்,క్రిస్మోగ్రఫీ
கிறிஸ்தவமண்டலம்,క్రైస్తవమత సామ్రాజ్యం
கிறிஸ்தவ சகாப்தம்,క్రైస్తవ యుగం
கிறிஸ்தவ சோசலிசம்,క్రిస్టియన్ సోషలిజం
நாளாகமம்,క్రానికల్
க்ரோனிக்லர்,క్రానికల్
கிரைஸ் செர்சோனீஸ்,Chryse Chersonese
சிமிலியம்,సిమిలియం
Cinquecento உடை,సింక్వెసెంటో స్టైల్
சுற்றறிக்கை,ప్రదక్షిణ
சிஸ்டர்சியன் துறவி,సిస్టెర్సియన్ సన్యాసి
கோட்டை,కోట
மேற்கோள்,అనులేఖనం
மேற்கோள்,అనులేఖనం
கீழ்ப்படியாமை,శాసన ఉల్లంఘన
உள்நாட்டுப் போர்,పౌర యుద్ధం
சிவிஸ் ரோமானஸ்,సివిస్ రోమనస్
கிளாசிக்கல் வயது,సాంప్రదాయ వయస్సు
கிளெஃப்ட் (=கிளெஃப்ட்),క్లెఫ్ట్ (=క్లెఫ్ట్)
மதகுருத்துவம்,మతాధికారం
மதகுரு,క్లర్చ్
க்ளூனியாக் இயக்கம்,క్లినియాక్ ఉద్యమం
கோட் கவசம்,కోటు కవచం
கோட் ஆஃப் ஆர்ம்ஸ்,కోట్ ఆఫ్ ఆర్మ్స్
கோட் ஆஃப் ஆர்ம்ஸ்,కోట్ ఆఫ్ ఆర్మ్స్
கோட் ஆஃப் ஆர்ம்ஸ்,కోట్ ఆఫ్ ఆర్మ్స్
அஞ்சல் கோட்,కోట్ ఆఫ్ మెయిల్
கோஹார்ட்,కోహోర్ట్
கொமிடியா,కమిటియా
கொமிடியா செஞ்சுரியாட்டா,కమిటియా సెంచురియాటా
கொமிடியா குரியாட்டா,కమిటియా క్యూరియాటా
கமிட்டியா திரிபுட்டா,కమిటియా ట్రిబ్యూటా
நினைவு வளைவு,స్మారక వంపు
நினைவு நாணயம்,స్మారక నాణెం
நினைவு முத்திரை,స్మారక ముద్ర
பொதுவான புலம்,సాధారణ క్షేత్రం
கம்யூனார்ட்,కమ్యూనార్డ్
கான்கார்டாட்,కాంకోర్డాట్
கான்கார்டாட்,కాంకోర్డాట్
காண்டோட்டியர்,కండోటియర్
உறுதிப்படுத்தல் கார்டரம்,నిర్ధారణ కార్టరమ్
மோதல்,సంఘర్షణ
சபை,సభ
மாநிலத்தை வென்றது,రాష్ట్రాన్ని జయించడం
வெற்றியாளர்,విజేత
வெற்றியாளர்,విజేత
கான்சிலியம்,కన్సిలియం
கன்சிஸ்டரி,క్రమబద్ధమైన
சதி,కుట్ర
சதி,కుట్ర
துாதரகம்,కాన్సులేట్
ஆலோசனை புத்தகம்,సలహా పుస్తకం
கான்டினென்டல் அமைப்பு,ఖండాంతర వ్యవస్థ
மாநாடு பாராளுமன்றம்,కన్వెన్షన్ పార్లమెంట్
காப்பர்ஹெட்ஸ் (=அமைதி ஜனநாயகவாதிகள்),కాపర్ హెడ్స్ (=శాంతి ప్రజాస్వామ్యవాదులు)
காப்பிஹோல்ட்,కాపీహోల్డ్
சுற்றிவளைத்தல்,కార్డనింగ్
கொரோனா,కరోనా
முடிசூட்டு விழா,పట్టాభిషేకం
முடிசூட்டுக்கல்,పట్టాభిషేక రాయి
கார்பஸ்,కార్పస్
கோர்செயர்,కోర్సెయిర్
கோர்செயர்,కోర్సెయిర్
கோர்செட் (=கோர்செலெட்),కార్సెట్ (=కోర్సెలెట్)
கோர்டெஸ்,కోర్టెస్
கோட்டர் (=கோட்டியர்),కోటార్ (=కోటియర్)
கோட்டர் (=கோட்டியர்),కోటార్ (=కోటియర్)
பலடினேட் எண்ணுங்கள்,కౌంట్ పాలటినేట్
நாட்டு வீடு,పూరిల్లు
மாவட்டம்,కౌంటీ
கவுண்டி பரோ,కౌంటీ బరో
மாவட்ட நீதிமன்றங்கள்,కౌంటీ కోర్టులు
கவுண்டி பாலாடைன்,కౌంటీ పాలటైన్
நீதிமன்றம்,కోర్టు
நீதிமன்றம்,కోర్టు
நீதிமன்ற சுற்றறிக்கை,కోర్టు సర్క్యులర్
நீதிமன்ற ஆசாரம்,కోర్టు మర్యాదలు
நீதிமன்ற அதிகாரி,సభికుడు
கேசேஷன் நீதிமன்றம்,కోర్ట్ ఆఫ్ కాసేషన్
இயக்குநர்கள் நீதிமன்றம் (EIC),కోర్ట్ ఆఫ్ డైరెక్టర్స్ (EIC)
உரிமையாளர்களின் நீதிமன்றம்,యాజమాన్యాల న్యాయస్థానం
நீதிமன்ற கவிஞர்,ఆస్థాన కవి
உடன்படிக்கை செய்யப்பட்ட கேமரோனியர்கள்,ఒప్పందం చేసుకున్న కామెరోనియన్లు
கிரீடம்,కిరీటం
கிரீடம்,కిరీటం
கிரீடம்,కిరీటం
கிரீடம் நிலம்,కిరీటం భూమి
கிரீடம் நிலம்,కిరీటం భూమి
பட்டத்து இளவரசர்,క్రౌన్ ప్రిన్స్
சிலுவைப் போர்,క్రూసేడ్
சிலுவைப்போர்,క్రూసేడర్
கிரிப்டோகிராம்,క్రిప్టోగ్రామ్
குயிராஸ்,క్యూరాస్
கியூராசியர்,క్యూరాసియర్
வழிபாட்டு தெய்வம்,కల్ట్ దేవత
கியூரியா,క్యూరియా
கியூரியா,క్యూరియా
ஜாரிசம்,జారిజం
இருண்ட கண்டம்,చీకటి ఖండం
தீர்ப்பு நாள்,తీర్పు రోజు
தீர்ப்பு நாள்,తీర్పు రోజు
டீன்,డీన్
தசாப்தம்,దశాబ్దం
டெனாரியஸ்,డెనారియస్
பதவி நீக்கம் செய்யப்பட்ட மன்னர்,పదవీచ్యుతుడైన చక్రవర్తి
கெடுக்கும்,పాడుచేయు
கெடுதல்,చెడిపోవడం
அரியணை,సింహాసనాన్ని తొలగించు
டயடம்,డయాడెమ్
டயடம்,డయాడెమ్
டயடம்,డయాడెమ్
தியாசியா,డయాసియా
டிகாஸ்டீரியம்,డికాస్టీరియం
டிலுவியலிஸ்ட்,డైలువియలిస్ట్
மறைமாவட்டம்,డియోసెస్
மறைமாவட்டம்,డియోసెస్
டைரக்டயர் (=டைரக்டரி),డైరెక్టరీ (=డైరెక్టరీ)
டைரக்டயர் (=டைரக்டரி),డైరెక్టరీ (=డైరెక్టరీ)
திர்ஹம்,దిర్హమ్
விசுவாசமற்ற,నమ్మకద్రోహం
விசுவாசமற்ற,నమ్మకద్రోహం
தோல்வியின் கோட்பாடு,లోపము యొక్క సిద్ధాంతము
ஆவணம்,పత్రం
ஆவண ஆதாரம்,డాక్యుమెంటరీ సాక్ష్యం
டோம்ஸ்டே புத்தகம்,డోమ్స్‌డే బుక్
கான்ஸ்டன்டைன் நன்கொடை,కాన్స్టాంటైన్ విరాళం
பேரழிவு,డూమ్
வரதட்சணை ராணி,వరవరపు రాణి
டிராகன்,డ్రాగన్
டிரோமேடியன்,డ్రోమెడిరియన్
டிரோமெடரி,డ్రోమెడరీ
ட்ரோமண்ட்,డ్రోమండ్
இரட்டை,ద్వంద్వ
இரட்டைக் கூட்டணி,ద్వంద్వ కూటమి
இரட்டை எண்ணம்,ద్వంద్వ ఉద్దేశం
இரட்டை அமைப்பு (=இரட்டை அரசாங்கம்),ద్వంద్వ వ్యవస్థ (=ద్వంద్వ ప్రభుత్వం)
டியூக்,డ్యూక్
டுமா,డూమా
வாமன அவதாரம்,వామన అవతారం
ஆள்குடி,రాజవంశం
ஆள்குடி,రాజవంశం
கழுகு,డేగ
கிழவன்,పెద్ద మనిషి
ஏர்ல்,ఎర్ల్
ஏர்ல்டம்,ఎర్ల్డమ్
ஆரம்பகால குப்தர்கள்,తొలి గుప్తులు
ஆரம்பகால (வரலாற்று) தளங்கள்,ప్రారంభ (చారిత్రక) సైట్లు
ஆரம்ப வேத காலம்,ప్రారంభ వేద కాలం
பிரசங்கம்,ఎక్లేసియా
மறுசீரமைப்பு ஆணை,పునరుద్ధరణ శాసనం
எட்டு மடங்கு பாதை,ఎనిమిది రెట్లు మార్గం
பெரியவர்கள்,పెద్దలు
மூத்த அரசியல்வாதி (=ஜென்ரோ),పెద్ద రాజనీతిజ్ఞుడు (=జెన్రో)
யானைக்கால்,ఏనుగు మేడ
பதினோரு வருட கொடுங்கோன்மை,పదకొండు సంవత్సరాల నిరంకుశత్వం
எலிசே (=எலிசே),ఎలిసే (=ఎలీసీ)
அடைப்பு இயக்கம்,ఎన్‌క్లోజర్ ఉద్యమం
கலைக்களஞ்சியம்,ఎన్సైక్లికల్
கலைக்களஞ்சிய இயக்கம்,ఎన్సైక్లోపెడిస్ట్ ఉద్యమం
என்டென்டே,ఎంటెంటే
என்டென்ட் கார்டியல்,ఎంటెంటే కార్డియాల్
சிம்மாசனம்,సింహాసనం
பரிவாரங்கள்,పరివారం
எபோத்,ఎఫోడ్
எபோர்,ఎఫోర్
காவிய யுகம்,పురాణ యుగం
காவிய நாயகன்,పురాణ వీరుడు
கல்வெட்டு,ఎపిగ్రాఫ్
எபிஸ்கோப்பசி,ఎపిస్కోపసీ
பேராயர்,ఎపిస్కోపేట్
அத்தியாயம்,ఎపిసోడ్
சகாப்தம்,యుగం
சகாப்தத்தை உருவாக்கும் நிகழ்வு,యుగాన్ని సృష్టించే సంఘటన
சகாப்தத்தை உருவாக்கும் மனிதன்,యుగపురుషుడు
பெயர்ச்சொல்,పేరుపేరు
குதிரைப்படை,ఎక్వెరీ
குதிரைப்படை,ఎక్వెరీ
குதிரையேற்ற சிலை,గుర్రపుస్వారీ విగ్రహం
சகாப்தம்,యుగం
எர்கஸ்டுலம்,ఎర్గస్టులం
நற்கருணை,యూకారిస్ట్
சுவிசேஷம்,సువార్తవాదం
சுவிசேஷ இயக்கம்,సువార్త ఉద్యమం
சுவிசேஷகர்,మత ప్రచారకుడు
