Odiya,Tamil
ଆପୋଜି ର ଉଚ୍ଚତା |,அப்போஜியின் உயரம்
PERIGEE ର ଉଚ୍ଚତା |,பெரிஜியின் உயரம்
ଆମୋଦିତ ରେଡିଓ ଯୋଗାଯୋଗ |,அமெச்சூர் வானொலி தொடர்பு
ଅଭିଳାଷୀ |,சூழ்நிலை
ଆମ୍ବିଏନ୍ସ ମାଇକ୍ରୋଫୋନ୍ |,சுற்றுப்புற மைக்ரோஃபோன்
ପରିବେଶ ସର୍ତ୍ତ,சுற்றுப்புற நிலை
ପରିବେଶ ଆଲୋକ |,சுற்றுப்புற விளக்குகள்
ଆମ୍ବିକ୍ ଶବ୍ଦ,சுற்றுப்புற சத்தம்
ପରିବେଶ ତାପମାତ୍ରା |,சுற்றுப்புற வெப்பநிலை
ଆମେରିକୀୟ ମାନକ କୋଡ୍ |,அமெரிக்கன் ஸ்டாண்டர்ட் கோட்
ଆମ୍ପେର୍,ஆம்பியர்
ଆମ୍ପେର୍ ମିଟର |,ஆம்பியர் மீட்டர்
ବୃଦ୍ଧି,பெருக்கம்
Amplfication ଫ୍ୟାକ୍ଟର୍ |,பெருக்க காரணி
ଏମ୍ପ୍ଲିଫାୟର୍,பெருக்கி
ଏମ୍ପ୍ଲିଫାୟର୍ ଲାଭ |,பெருக்கி ஆதாயம்
ଏମ୍ପ୍ଲିଫାୟର୍ ଶବ୍ଦ |,பெருக்கி சத்தம்
ଯନ୍ତ୍ରପାତି ଯନ୍ତ୍ରପାତି |,உபகரணங்கள் பெருக்குதல்
କାଲିଷ୍ଟ୍ରନ୍,கிளிஸ்ட்ரான் பெருக்குதல்
Amplifying ୟୁନିଟ୍ |,பெருக்குதல் அலகு
ପ୍ରଶସ୍ତତା,வீச்சு
ପ୍ରସଙ୍ଗଯୁକ୍ତ ବିକୃତି |,வீச்சு விலகல்
ପ୍ରୟୋଗ ହୋଇଥିବା ଭ୍ରମଣ |,வீச்சு உல்லாசப் பயணம்
ପ୍ରଶସ୍ତତା ଫ୍ୟାକ୍ଟର୍ |,வீச்சு காரணி
ପ୍ରଶସ୍ତତା ସୀମା,அலைவீச்சு வரம்பு
ପ୍ରୟୋଗ ମୋଡ୍ୟୁଲେଟ୍ |,வீச்சு பண்பேற்றப்பட்டது
ପ୍ରଶସ୍ତତା ମୋଡ୍ୟୁଲେସନ୍ |,வீச்சு பண்பேற்றம்
ଆନାଗଲ୍ (ଆନାଗଲ୍),ஒப்புமை (அனலாக்)
ଆନାଗଲ୍ ସର୍କିଟ୍ |,அனலாக் சுற்று
ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |,அனலாக் கணினி
ଆନାଗଲ୍ ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଚ୍ୟାନେଲ |,அனலாக் ரேடியோ அதிர்வெண் சேனல்
ଆନାଗଲ୍ ଉପସ୍ଥାପନା |,அனலாக் பிரதிநிதித்துவம்
ଆନାଗଲ୍ ସିଗନାଲ୍ |,அனலாக் சிக்னல்
ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |,டிஜிட்டலுக்கு அனலாக்
ଡିଜିଟାଲ୍ କନଭର୍ଟର ପାଇଁ ଆନାଗଲ୍ |,டிஜிட்டல் மாற்றிக்கு அனலாக்
ଆନାଗଲ୍ ଭିଡିଓ |,அனலாக் வீடியோ
ଅନୁରୂପ,ஒப்பீட்டு
ଆନାଲୋଜି,ஒப்புமை
ବିଶ୍ଳେଷଣ |,பகுப்பாய்வு
ତଥ୍ୟର ବିଶ୍ଳେଷଣ |,தரவின் பகுப்பாய்வு
ଆନାଲିଟିକାଲ୍ ଘନତା |,பகுப்பாய்வு அடர்த்தி
ବିଶ୍ଳେଷଣ କର |,பகுப்பாய்வு செய்யுங்கள்
ଆନିପ୍ରିଣ୍ଟେଜର |,பகுப்பாய்வி
ଅର୍କିଲିଡିଆ ଉପକରଣ |,துணை உபகரணங்கள்
ଏବଂ ଫାଟକ,மற்றும் வாயில்
କଲିମିର କୋଣ |,மோதலின் கோணம்
ପୋଲାରାଇଜେସନ୍ କୋଣ |,துருவமுனைப்பு கோணம்
ଘୂର୍ଣ୍ଣନର କୋଣ |,சுழற்சியின் கோணம்
Agtstom (å),ஆங்ஸ்ட்ரோம் (Å)
କୋଣାର୍କ,கோண
କୋଣାର୍କ ତ୍ୱରାନ୍ୱିତ |,கோண முடுக்கம்
କୋଣାର୍କ ସମବେଦନା |,கோண ஒருங்கிணைப்புகள்
କୋଣାର୍କ ବିବେକ |,கோண அழிவு
କୋଣାର୍କ ବିପରୀତ |,கோண சிதறல்
କୋଣାର୍କ ବିସ୍ଥାପନ |,கோண இடப்பெயர்ச்சி
କୋଣାର୍କ ତ୍ରୁଟି |,கோண பிழை
କୋଣାର୍କ ଫ୍ରିକ୍ୱେନ୍ସି |,கோண அதிர்வெண்
କୋଣାର୍କ ଗତି |,கோண உந்தம்
କୋଣାର୍କ ଗତି,கோண இயக்கம்
କୋଣାର୍କ ବେଗ |,கோண வேகம்
ଆନିମେସନ୍,இயங்குபடம்
Anode,நேர்மறை
Anodod ବ୍ୟାଟେରୀ |,நேர்மறை பேட்டரி
Andod ବ istic ଶିଷ୍ଟ୍ୟ |,நேர்மறை பண்பு
ଆନୋଡ ସର୍କିଟ୍ |,நேர்மறை சுற்று
ଆନୁଷ୍ଠାନିକ ଡିସପିଏସନ,அனோட் சிதறல்
ଆନୁଷ୍ଠାନିକ ଦକ୍ଷତା |,அனோட் செயல்திறன்
ଆନୁଷ୍ଠାନିକ ଇନପୁଟ୍ ଶକ୍ତି |,அனோட் உள்ளீட்டு சக்தி
ଆନୁଷ୍ଠାନିକ ମୋଡୁଲେସନ୍ |,அனோட் மாடுலேஷன்
ଆଣ୍ଟେନା |,ஆண்டெனா
ଆଣ୍ଟେନା ବିମ୍ୱିଡଥ୍ |,ஆண்டெனா பீம் அகலம்
ଆଣ୍ଟେନା ବୁଷ୍ଟର୍ |,ஆண்டெனா பூஸ்டர்
ଆଣ୍ଟେନା ପରିବର୍ତ୍ତନକାରୀ ସୁଇଚ୍ |,ஆண்டெனா மாற்ற சுவிட்ச்
ଆଣ୍ଟେନା କୋଇଲ୍ |,ஆண்டெனா சுருள்
ଆଣ୍ଟେନା ବିନ୍ୟାସ,ஆண்டெனா உள்ளமைவு
ଆଣ୍ଟେନା କପଟର୍ |,ஆண்டெனா கப்ளர்
ଆଣ୍ଟେନା କ୍ରସ୍ ପୋଲାର୍ ପ୍ୟାଟର୍ |,ஆண்டெனா குறுக்கு துருவ முறை
ଆଣ୍ଟେନା କରେଣ୍ଟ୍ |,ஆண்டெனா நடப்பு
ଆଣ୍ଟେନା ପ୍ରତ୍ୟକ୍ଷ ପ୍ରତ୍ୟକ୍ଷ ଲାଭ |,ஆண்டெனா டைரக்டிவிட்டி ஆதாயம்
ଆଣ୍ଟେନା ଡୁପ୍ଲେକ୍ସର |,ஆண்டெனா டூப்ளெக்சர்
ଆଣ୍ଟେନା ପ୍ରଭାବଶାଳୀ କ୍ଷେତ୍ର |,ஆண்டெனா பயனுள்ள பகுதி
ଆଣ୍ଟେନା ଦକ୍ଷତା |,ஆண்டெனா செயல்திறன்
ଆଣ୍ଟେନା ଫିଡ୍ |,ஆண்டெனா ஊட்டம்
ଆଣ୍ଟେନା ପାଦ ପ୍ରିଣ୍ଟ୍ |,ஆண்டெனா கால் அச்சு
ଆଣ୍ଟେନା ଲାଭ,ஆண்டெனா ஆதாயம்
ଆଣ୍ଟେନା ଉଚ୍ଚତା |,ஆண்டெனா உயரம்
ଆଣ୍ଟେନା ପ୍ରତିରକ୍ଷା |,ஆண்டெனா மின்மறுப்பு
ଆଣ୍ଟେନା ଇଣ୍ଡିକାନ୍ସ |,ஆண்டெனா தூண்டல்
ଆଣ୍ଟେନା ପାଟର୍ନ |,ஆண்டெனா முறை
ଆଣ୍ଟେନା ପ୍ଲେକ୍ସର୍ |,ஆண்டெனா பிளெக்ஸர்
ଆଣ୍ଟେନା ପୋଲାରାଇଜେସନ୍ |,ஆண்டெனா துருவமுனைப்பு
ଆଣ୍ଟେନା ଶକ୍ତି |,ஆண்டெனா சக்தி
ଆଣ୍ଟେନା ପାୱାର ଲାଭ |,ஆண்டெனா சக்தி ஆதாயம்
ଆଣ୍ଟିନା ବିକିରଣ ପ୍ରତିରୋଧ |,ஆண்டெனா கதிர்வீச்சு எதிர்ப்பு
ଆଣ୍ଟେନା ପ୍ରତିକ୍ରିୟା |,ஆண்டெனா எதிர்வினை
ଆଣ୍ଟେନା ରିଫଲେକ୍ଟର |,ஆண்டெனா பிரதிபலிப்பாளர்
ଆଣ୍ଟେନା ପ୍ରତିରୋଧ,ஆண்டெனா எதிர்ப்பு
ଆଣ୍ଟେନା ପର୍ଯ୍ୟଟକଗଣ ବିସ୍ତାରିତ ଫ୍ରିକ୍ୱେନ୍ସି |,ஆண்டெனா அதிர்வு அதிர்வெண்
ଆଣ୍ଟେନା ବ୍ୟବଧାନ |,ஆண்டெனா இடைவெளி
ଆଣ୍ଟେନା ସୁଇଚ୍ ରୁମ୍ |,ஆண்டெனா மாறுதல் அறை
ଆଣ୍ଟେନା ଟ୍ୟୁନିଂ କୋଇଲ୍ |,ஆண்டெனா டியூனிங் சுருள்
ଆଣ୍ଟେନା ଟ୍ୟୁନିଂ ହାଟ |,ஆண்டெனா ட்யூனிங் ஹட்
ଆପେଚର,துவாரம்
ଆପୋଲେଜ୍,Apogee
ଆପୋଲେ ରକେଟ୍ |,அபோஜி ராக்கெட்
ଉପକରଣ,கருவி
ସ୍ପଷ୍ଟ,தோன்றும்
ଆପଲେଟ୍,Applet
ପ୍ରୟୋଗ,விண்ணப்பம்
ଆନୁମାନିକ,தோராயமான
ଜଳପ୍ରବାହକାରୀ ସମାଧାନ |,நீர்வாழ் தீர்வு
ଆର୍କ,வில்
ସ୍ଥାପତ୍ୟ,கட்டிடக்கலை
ଶବ୍ଦ ରେକର୍ଡିଂର ଅଭିଲେଖାଗାର ସ୍ଥାନାନ୍ତର |,ஒலி பதிவின் காப்பக பரிமாற்றம்
ଅଭିଲେଖାଗାର,காப்பகங்கள்
ଗାଣିତିକ କୋଡିଂ |,எண்கணித குறியீட்டு முறை
ଅର୍ଗର,ஆர்மேச்சர்
ଅରତା ପବନ,ஆர்மேச்சர் முறுக்கு
ଆରେ,வரிசை
ଆରେଷ୍ଟ୍ରର୍,கைது செய்பவர்
ଆର୍ଟଲେସନ୍,வெளிப்பாடு
କଳାକୃତି (= କଳାକୃତି),கலைப்பொருள் (= கலைப்பொருள்)
ଆରୋହଣ,ஏறுதல்
ଆନୁମାନିକ ଅନୁପାତ,விகிதம்
ଏକତ୍ରିତ |,அசெம்பிளர்
ଧାରଣା,கூற்று
ଆସାଇନମେଣ୍ଟ,ஒதுக்கீடு
ଆସାଇନମେଣ୍ଟ ଚ୍ୟାନେଲ୍ |,ஒதுக்கீட்டு சேனல்
ଅସମାନଗତ,சமச்சீரற்ற
ଅସନ୍ତୁଳିତ,ஒத்திசைவற்ற
ବାୟୁମଣ୍ଡଳ,வளிமண்டலம்
ବାୟୁମଣ୍ଡଳୀୟ କ୍ଷତି |,வளிமண்டல இழப்பு
ବାୟୁମଣ୍ଡଳୀୟ ଶବ୍ଦ |,வளிமண்டல சத்தம்
ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |,வளிமண்டல அழுத்தம்
ବାୟୁମଣ୍ଡଳୀୟ ପ୍ରସାର |,வளிமண்டல பரவல்
ବାୟୁମଣ୍ଡଳୀୟ ରେଡିଓ-ତରଙ୍ଗ |,வளிமண்டல வானொலி-அலை
ବାୟୁମଣ୍ଡଳ,வளிமண்டலங்கள்
ପରମାଣୁ,அணு
ପରମାଣୁ ଗଠନ,அணு அமைப்பு
ସଂଲଗ୍ନ,இணைப்பு
ସାଧନ,விழிப்புணர்வு
ଆଟେନେସନ୍ କ୍ଷତି |,விழிப்புணர்வு இழப்பு
ଶବ୍ଦ ତରଙ୍ଗର ଆଭିମୁଖ୍ୟ |,ஒலி அலைகளின் விழிப்புணர்வு
ଆଟେଟୋଲେଟର୍ |,அட்டென்யூட்டர்
ଆଟେନୁଏଟର୍-ପ୍ୟାଡ୍ |,அட்டென்யூட்டர்-பேட்
ପରିମାପ ସୀମା,கேட்கக்கூடிய வாசல்
ମୂଳଦୁଆ,கேட்கக்கூடியது
ଶରଣଯୋଗର ଫ୍ରିକ୍ୱେନ୍ସି |,கேட்கக்கூடிய அதிர்வெண்
ଶ୍ରବଣୀୟ ସ୍ୱର,கேட்கக்கூடிய தொனி
ଶ୍ରୋଚନା-ସ୍ପେକ୍ଟ୍ରମ୍ |,கேட்கக்கூடிய-ஸ்பெக்ட்ரம்
ଦର୍ଶକ |,பார்வையாளர்கள்
ଅଡିଓ,ஆடியோ
ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |,ஆடியோ பெருக்கி
ଅଡିଓ ଆନାଲିଜର |,ஆடியோ பகுப்பாய்வி
ଅଡିଓ ପ୍ରସାରଣକାରୀ |,ஆடியோ ஒளிபரப்பு
ଅଡିଓ କେବୁଲ୍ |,ஆடியோ கேபிள்
ଅଡିଓ ଶୃଙ୍ଖଳା,ஆடியோ சங்கிலி
ଅଡିଓ କୋଡେକ,ஆடியோ கோடெக்
ଅଡିଓ ସଙ୍କୋଚନ |,ஆடியோ சுருக்கம்
ଅଡିଓ ସଙ୍କୋଚନ |,ஆடியோ அமுக்கி
ଅଡିଓ କୋନସୋଲ |,ஆடியோ கன்சோல்
ଅଡିଓ ବିକୃତ |,ஆடியோ விலகல்
ଅଡିଓ ଗତିଶୀଳ ପରିସର |,ஆடியோ டைனமிக் வரம்பு
ଅଡିଓ ଫାଇଲ୍ ଫର୍ମାଟ୍ |,ஆடியோ கோப்பு வடிவம்
ଅଡିଓ ଫ୍ରେମ୍ ଫର୍ମାଟ୍ |,ஆடியோ பிரேம் வடிவம்
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |,ஆடியோ அதிர்வெண் பெருக்கி
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଜେନେରେଟର |,ஆடியோ அதிர்வெண் ஜெனரேட்டர்
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ରେଞ୍ଜ |,ஆடியோ அதிர்வெண் வரம்பு
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରତିକ୍ରିୟା |,ஆடியோ அதிர்வெண் பதில்
ଅଡିଓ ସୀମା,ஆடியோ லிமிட்டர்
ଅଡିଓ ରେଖା |,ஆடியோ வரி
ଅଡିଓ ମିକ୍ସର୍ |,ஆடியோ மிக்சர்
ଅଡିଓ ମୋଣ୍ଟୁଲେସନ୍ |,ஆடியோ பண்பேற்றம்
ଅଡିଓ ଓସକ୍ଲଟର |,ஆடியோ ஆஸிலேட்டர்
ଅଡିଓ ଆଉଟପୁଟ୍,ஆடியோ வெளியீடு
ଅଡିଓ ଶକ୍ତି |,ஆடியோ சக்தி
ଅଡିଓ ଗୁଣ,ஆடியோ தரம்
ଅଡିଓ ସଙ୍କେତ,ஆடியோ சிக்னல்
ଅଡିଓ ସଙ୍କେତ ପ୍ରକ୍ରିୟାକରଣ |,ஆடியோ சிக்னல் செயலாக்கம்
ଅଡିଓ ସ୍ପେକ୍ଟ୍ରମ୍,ஆடியோ ஸ்பெக்ட்ரம்
ଅଡିଓ ଷ୍ଟୋରେଜ୍ |,ஆடியோ சேமிப்பு
ଅଡିଓ ସବ୍-କ୍ୟାରିଅର୍ |,ஆடியோ துணை கேரியர்
ଅଡିଓ ଟ୍ରାନ୍ସଫର୍ମର |,ஆடியோ மின்மாற்றி
ଅଡିଓ ଟ୍ରାନ୍ସମିଟର |,ஆடியோ டிரான்ஸ்மிட்டர்
ଅଡିଓ / ଭିଡିଓ ସଙ୍କୋଚନ |,ஆடியோ/வீடியோ சுருக்க
ଅଡିଓ-ଫ୍ରିକ୍ୱେନ୍ସି ଓସକ୍ଲୁଟର |,ஆடியோ-அதிர்வெண் ஆஸிலேட்டர்
ଅଡିଓ-ଫ୍ରିକ୍ୱେନ୍ସି ସିଗ୍ନାଲ୍ |,ஆடியோ-அதிர்வெண் சமிக்ஞை
ଅଡିଓମେଟ୍ରି |,ஆடியோமெட்ரி
ଅଡିଓ-ଭିଜୁଆଲ୍ ସାହାଯ୍ୟ |,ஆடியோ காட்சி உதவி
ଅଡିଟୋରୀ ଧାରଣା |,செவிவழி கருத்து
ପ୍ରାମାଣିକିକରଣ,அங்கீகார
ପ୍ରାଧିକୃତ ବାହକ ଫ୍ରିକ୍ୱେନ୍ସି |,அங்கீகரிக்கப்பட்ட கேரியர் அதிர்வெண்
ଅଟୋ କ୍ୟାଡ୍,ஆட்டோ கேட்
ଅଟୋ ଡାଇଗ୍ନୋଷ୍ଟିକ୍ |,ஆட்டோ கண்டறிதல்
ସ୍ୱୟଂଚାଳିତ |,தானியங்கி
ସ୍ୱୟଂଚାଳିତ ନିୟନ୍ତ୍ରଣ |,தானியங்கி கட்டுப்பாடு
ସ୍ୱୟଂଚାଳିତ ଚିହ୍ନଟ |,தானியங்கி கண்டறிதல்
ସ୍ୱୟଂଚାଳିତ ଯନ୍ତ୍ରପାତି |,தானியங்கி உபகரணங்கள்
ସ୍ୱୟଂଚାଳିତ ଫ୍ରିକ୍ୱେନ୍ସି କଣ୍ଟ୍ରୋଲ୍ |,தானியங்கி அதிர்வெண் கட்டுப்பாடு
ସ୍ୱୟଂଚାଳିତ ସୀମା |,தானியங்கி வரம்பு
ସ୍ୱୟଂଚାଳିତ ଯନ୍ତ୍ର,தானியங்கி இயந்திரம்
ସ୍ୱୟଂଚାଳିତ ଫାସା ନିୟନ୍ତ୍ରଣ |,தானியங்கி கட்டக் கட்டுப்பாடு
ସ୍ୱୟଂଚାଳିତ ଚିତ୍ର ଟ୍ରାନ୍ସମିସନ୍ |,தானியங்கி பட பரிமாற்றம்
ସ୍ୱୟଂଚାଳିତ ପ୍ଲେକ୍ |,தானியங்கி பிளேபேக்
ସ୍ୱୟଂଚାଳିତ ଶକ୍ତି ନିୟନ୍ତ୍ରଣ |,தானியங்கி சக்தி கட்டுப்பாடு
