Punjabi,Assamese
ਐਂਟੀਲੌਗਿਨ ਐਂਪਲੀਫਾਇਰ,এন্টিলগিন এম্প্লিফায়াৰ
antiresonant ਸਰਕਟ,এন্টিৰেজোনেণ্ট চাৰ্কিট
ਦੁਆਰਕ ਕਾਲ,দ্বাৰক যুগ
ਵਰਚੁਅਲ ਪਾਵਰ,ভাৰ্চুৱেল শক্তি
ਤਾਰ ਕੁਨੈਕਸ਼ਨ,তাঁৰৰ সংযোগ
ਲਗਭਗ ਵੋਲਟੇਜ ਲਾਭ,আনুমানিক ভোল্টেজ লাভ
armstrong modulator,আৰ্মষ্ট্ৰং মডুলেটৰ
ਐਂਟੀਨਾ ਐਰੇ,এন্টেনা এৰে
"ਆਕਾਰ ਅਨੁਪਾਤ, ਆਕਾਰ ਅਨੁਪਾਤ","আকাৰৰ অনুপাত, দৃষ্টি অনুপাত"
ਫਲੋਟਿੰਗ ਸਰਕਟ (ਮੁਫ਼ਤ ਓਪਰੇਟਿੰਗ ਸਰਕਟ),ভাসমান বৰ্তনী (মুক্ত অপাৰেটিং বৰ্তনী)
ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,স্বয়ংক্ৰিয় মাল্টিভাইব্ৰেটৰ
ਫਲੋਟਿੰਗ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,ভাসমান মাল্টিভাইব্ৰেটৰ
ਅਸਮਿਤ ਜੰਕਸ਼ਨ,অসমতাপূৰ্ণ সংযোগস্থল
ਅਸਿੰਕ੍ਰੋਨਸ ਕੈਲਕੁਲੇਟਰ,এচিনক্ৰ&#39;নাছ কেলকুলেটৰ
ਪ੍ਰਮਾਣੂ,পাৰমাণৱিক
ਪਰਮਾਣੂ ਨੰਬਰ,পাৰমাণৱিক সংখ্যা
ਪਰਮਾਣੂ ਬਣਤਰ,পাৰমাণৱিক গঠন
ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ,অডিঅ&#39; এম্প্লিফায়াৰ
ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ,অডিঅ&#39; এম্প্লিফায়াৰ
ਆਡੀਓ ਕੈਸੇਟ,অডিঅ&#39; কেছেট
ਆਡੀਓ ਸਰਕਟ,অডিঅ&#39; বৰ্তনী
ਸੁਣਨਯੋਗ ਬਾਰੰਬਾਰਤਾ,শ্ৰৱণযোগ্য কম্পাঙ্ক
ਆਟੋਮੈਟਿਕ ਵੋਲਟੇਜ ਕੰਟਰੋਲ,স্বয়ংক্ৰিয় ভল্টেজ নিয়ন্ত্ৰণ
ਬਰਫ਼ਬਾਰੀ,হিমস্খলন
ਔਸਤ ਖੋਜੀ,গড় ডিটেক্টৰ
ਧੁਰੀ ਮੋਡ,অক্ষীয় ধৰণ
ਧੁਰੀ ਅਨੁਪਾਤ,অক্ষীয় অনুপাত
ਐਂਟੀਨਾ,এন্টেনা
ਵਾਪਸ ਇਲੈਕਟ੍ਰੋਮੋਟਿਵ ਫੋਰਸ,পিছলৈ ইলেক্ট্ৰ&#39;ম&#39;টিভ বল
ਪਿਛਲਾ ਖੇਤਰ,পিছফালৰ অঞ্চল
ਵਾਪਸ ਸਕੈਟਰ,পিছলৈ বিক্ষিপ্ততা
ਪਿਛੋਕੜ ਚਾਰਜ,পটভূমি চাৰ্জ
ਪਾਸੇ ਦਾ ਰੌਲਾ,কাষৰ শব্দ
ਪਿਛਾਖੜੀ,ৰেট্ৰ&#39;গ্ৰেছন
ਪਿਛਲਾ ਕਿਰਨ,পশ্চাৎ বিকিৰণ
ਬੈਕਵਰਡ ਡਾਇਡ / ਬੈਕਵਰਡ ਡਾਇਡ,বেকৱাৰ্ড ডাইঅ&#39;ড / বেকৱাৰ্ড ডাইঅ&#39;ড
ਬੈਕਵਰਡ ਵੇਵ ਔਸਿਲੇਟਰ,পিছলৈ তৰংগ দোলক
"ਰੁਕਾਵਟ, ਰੁਕਾਵਟ","বাধা, বাধা"
ਰੁਕਾਵਟ,বাধাগ্ৰস্ততা
ਸੰਤੁਲਿਤ ਪੁਲ,সুষম দলং
ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ,সুষম মডুলেটৰ
ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ,সুষম মডুলেটৰ
ਸੰਤੁਲਿਤ ਸਰਕਟ,সুষম বৰ্তনী
ਸੰਤੁਲਿਤ ਗਰੇਡੀਐਂਟ ਡਿਟੈਕਟਰ,ভাৰসাম্যপূৰ্ণ গ্ৰেডিয়েণ্ট ডিটেক্টৰ
ਮੌਜੂਦਾ ਸਟੈਬੀਲਾਈਜ਼ਰ ਪ੍ਰਤੀਰੋਧ,কাৰেণ্ট ষ্টেবিলাইজাৰ ৰেজিষ্টেন্স
ਬੋਲੋਮੀਟਰ,বলোমিটাৰ
ਬੋਲੋਮੀਟਰ ਪੁਲ,বলোমিটাৰ দলং
ਗੁਬਾਰਾ,বেলুন
ਕੇਲਾ ਜੈਕ,কল জেক
ਕੇਲੇ ਦਾ ਪਲੱਗ,কল প্লাগ
"ਪੱਟੀ, ਪੱਟੀ","বেণ্ড, বেণ্ডেজ"
ਬੈਂਡ ਡਰਾਈਵਰ,বেণ্ড ড্ৰাইভাৰ
ਬੈਂਡ ਊਰਜਾ,বেণ্ড শক্তি
ਬੈਂਡ ਗੈਪ,বেণ্ড গেপ
ਬੈਡਪਾਰਕ ਐਂਪਲੀਫਾਇਰ,badpark এম্প্লিফায়াৰ
ਬੈਂਡ ਪਾਸ ਫਿਲਟਰ,বেণ্ড পাছ ফিল্টাৰ
ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ,বড হাৰ জেনেৰেটৰ
banddispersion,banddispersion
ਬੈਂਡ ਰੋਧਕ,বেণ্ড ৰেজিষ্টৰ
ਬੈਂਡ ਤੋੜਨ ਵਾਲਾ ਫਿਲਟਰ,বেণ্ড ব্ৰেকাৰ ফিল্টাৰ
ਬੈਂਡ ਦਾ ਵਿਸਥਾਰ,বেণ্ড সম্প্ৰসাৰণ
ਬੈਂਡ ਰੀਮੂਵਰ ਫਿਲਟਰ,বেণ্ড আঁতৰোৱা ফিল্টাৰ
ਬੈਂਡ ਐਕਸਪੈਂਸ਼ਨ ਡਿਫਲੈਕਸ਼ਨ ਗੁਣਕ,বেণ্ড এক্সপান্সন ডিফ্লেকচন মাল্টিপ্লাইয়াৰ
ਬੈਂਡ ਐਕਸਟੈਂਸ਼ਨ ਦੂਰੀ ਗੁਣਕ,বেণ্ড সম্প্ৰসাৰণ দূৰত্ব বহুগুণক
"ਬੀਮ ਕੈਪਸੀਟਰ, ਬੈਂਕ ਕੈਪਸੀਟਰ","ৰশ্মি কেপাচিটৰ, বেংক কেপাচিটৰ"
"ਬਾਰਕਰ ਕੋਡ, ਬਾਰਕਰ ਕੋਡ","বাৰ্কাৰ কোড, বাৰ্কাৰ কোড"
barravaugen ਮਾਪਦੰਡ,barravaugen মাপকাঠী
ਬੈਰਟਰ,বেৰেটৰ
ਰੁਕਾਵਟ,বাধা
ਇਨਸੂਲੇਟਿੰਗ ਕੈਪਸੀਟਰ,ইনচুলেটিং কেপাচিটৰ
ਰੁਕਾਵਟ ਊਰਜਾ,বাধা শক্তি
ਰੋਧਕ ਵੋਲਟੇਜ,ৰেজিষ্টৰ ভল্টেজ
ਬਾਰਟਲੇਟ ਵਿੰਡੋ,বাৰ্টলেট উইণ্ড&#39;
"ਅਧਾਰ, ਅਧਾਰ","ভিত্তি, ভিত্তি"
ਅਧਾਰ ਬੈਂਡ,বেচ বেণ্ড
ਬੇਸ ਬੈਂਡ ਪ੍ਰਸਾਰਣ,বেচ বেণ্ড ট্ৰেন্সমিছন
ਬੇਸ ਚਾਰਜ,ভিত্তি চাৰ্জ
ਅਧਾਰ ਮੌਜੂਦਾ,বেচ কাৰেণ্ট
ਅਧਾਰ ਮੌਜੂਦਾ ਸਰੋਤ,ভিত্তি বিদ্যুৎ প্ৰবাহৰ উৎস
ਅਧਾਰ ਕੱਟਣਾ,বেচ শ্বিয়াৰিং
ਆਧਾਰ ਮਦਨ,আধাৰ মদন
ਬੇਸ ਐਮੀਟਰ ਫੀਡ,বেচ এমিটাৰ ফিড
ਬੇਸ ਐਮੀਟਰ ਜੰਕਸ਼ਨ,বেচ এমিটাৰ জংচন
ਅਧਾਰ ਟੀਕਾ,বেচ ইনজেকচন
ਜ਼ਮੀਨੀ ਲਾਈਨ,গ্ৰাউণ্ড লাইন
ਅਧਾਰ ਪ੍ਰਤੀਰੋਧ,ভিত্তি ৰেজিষ্টেন্স
ਅਧਾਰ ਸਰੋਤ,ভিত্তি উৎস
ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ,ভিত্তি প্ৰসাৰণ প্ৰতিৰোধ ক্ষমতা
ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ,ভিত্তি প্ৰসাৰণ প্ৰতিৰোধ ক্ষমতা
ਅਧਾਰ ਮੋਟਾਈ,ভিত্তিৰ বেধ
ਅਧਾਰ ਪਹੁੰਚ,ভিত্তি অভিগম
"ਬੇਸ ਵਿਡਥ ਮੋਡੂਲੇਸ਼ਨ, ਬੇਸ ਐਕਸਪੈਂਸ਼ਨ ਮੋਡੂਲੇਸ਼ਨ","ভিত্তি প্ৰস্থ মডুলেচন, ভিত্তি সম্প্ৰসাৰণ মডুলেচন"
ਆਧਾਰ ਕੁਲੈਕਟਰ ਸੰਧੀ,ভিত্তি সংগ্ৰাহক চুক্তি
ਗੰਧ,গোন্ধ
ਬਾਸ ਬਾਰੰਬਾਰਤਾ,বেছ ফ্ৰিকুৱেন্সি
ਬੈਟਰੀ,বেটাৰি
ਬੌਡ,baud
ਬੌਡ ਦਰ,বড হাৰ
ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ,বড হাৰ জেনেৰেটৰ
ਬੋਡੋ ਕੋਡ,বডো ক&#39;ড
"ਸੰਕੇਤ, ਬੀਕਨ","সংকেত, বিকন"
"ਮਨਿਕਾ, ਬੀਡ","মণিকা, বিড"
manic capacitor,মেনিক কেপাচিটৰ
ਮਾਨਿਕਰ੍ਤਾਪਿ ਪ੍ਰਤਿਰੋਧਕਃ,মণিকাৰতাপি ৰেজিষ্টৰ
"ਬੀਮ ਐਂਟੀਨਾ, ਬੀਮ ਐਂਟੀਨਾ","ৰশ্মি এন্টেনা, ৰশ্মি এন্টেনা"
ਬੀਮ ਡਿਟੈਕਟਰ,ৰশ্মি ডিটেক্টৰ
ਬੀਮ ਪਾਵਰ ਹੋਜ਼,ৰশ্মি শক্তিৰ নলী
ਬੀਮ ਸਵਿਚਿੰਗ ਨੋਜ਼ਲ,ৰশ্মি চুইচিং নজেল
ਬੀਮ ਦਾ ਵਿਸਥਾਰ,ৰশ্মি প্ৰসাৰণ
ਬੀਟ ਬਾਰੰਬਾਰਤਾ,বিট ফ্ৰিকুৱেন্সি
ਬੀਟ-ਫ੍ਰੀਕੁਐਂਸੀ ਔਸਿਲੇਟਰ,বিট-ফ্ৰিকুৱেন্সি অচিলেটৰ
ਪਲਸ ਔਸਿਲੇਟਰ,পালছ দোলক
ਘੰਟੀ,বেল
ਝੁਕਣ ਦਾ ਨੁਕਸਾਨ,বেণ্ডিং লছ
ਬੇਸਲ ਫਿਲਟਰ,বেচেল ফিল্টাৰ
ਬੀਟਾ,বিটা
b-h ਵਕਰ,খ-হ বক্ৰ
"ਪੱਖਪਾਤ, ਪੱਖਪਾਤ","bias, পক্ষপাতিত্ব"
ਪੱਖਪਾਤ ਮੌਜੂਦਾ,বায়াছ কাৰেণ্ট
ਪੱਖਪਾਤ ਪ੍ਰਤੀਰੋਧ,বায়াছ ৰেজিষ্টেন্স
ਡਬਲ ਐਂਟੀਨਾ,ডাবল এন্টেনা
ਦੋ-ਦਿਸ਼ਾਵੀ ਲੋਡ ਕਰੰਟ,দ্বিমুখী লোড কাৰেণ্ট
ਦੋ-ਦਿਸ਼ਾਵੀ ਐਂਟੀਨਾ,দ্বিমুখী এন্টেনা
ਦੋ-ਦਿਸ਼ਾਵੀ ਰੋਸ਼ਨੀ ਐਮੀਟਿੰਗ ਡਾਇਓਡ,দ্বিমুখী পোহৰ নিৰ্গত কৰা ডাইঅ&#39;ড
ਦੋ-ਦਿਸ਼ਾਵੀ thyristor,দ্বিমুখী থাইৰিষ্টৰ
bi FET ਤਕਨਾਲੋਜੀ,bi FET প্ৰযুক্তি
ਦੋ ਬਿੰਦੂ ਟ੍ਰਾਂਸਫਾਰਮਰ,বাই পইণ্ট ট্ৰেন্সফৰ্মাৰ
ਡਬਲ ਫਿਊਜ਼ਨ,ডাবল ফিউজন
ਦੁਵੱਲੀ ਸਰਕਟ,দ্বিপাক্ষিক বৰ্তনী
ਬਾਈਨਰੀ,বাইনাৰী
ਬਾਈਨਰੀ ਜੋੜ,বাইনাৰী যোগফল
ਬਾਈਨਰੀ ਸਰਕਟ,বাইনাৰী বৰ্তনী
ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ,বাইনাৰী ক&#39;ড কৰা দশমিক
ਬਾਈਨਰੀ ਕੋਡਡ ਡੈਸੀਮਲ ਸਿਸਟਮ,বাইনাৰী ক&#39;ড কৰা দশমিক ব্যৱস্থা
ਬਾਈਨਰੀ ਡਾਈਪੋਲ ਕੈਪਸੀਟਰ,বাইনাৰী ডাইপোল কেপাচিটৰ
ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ,বাইনাৰী কেলকুলেটৰ
ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ,বাইনাৰী কেলকুলেটৰ
ਬਾਈਨਰੀ ਡੀਕੋਡਰ,বাইনাৰী ডিকোডাৰ
ਬਾਈਨਰੀ ਪੌੜੀ,বাইনাৰী জখলা
ਬਾਈਨਰੀ ਪਾਥੋਮੀਟਰ,বাইনাৰী পেথ&#39;মিটাৰ
ਬਾਈਨਰੀ ਸਥਿਤੀ,বাইনাৰী অৱস্থা
ਬਾਈਨਰੀ-ਦਸ਼ਮਲਵ ਡੀਕੋਡਰ,বাইনাৰী-দশমিক ডিকোডাৰ
ਬਾਈਨਰੀ ਲੋਡ,বাইনাৰী লোড
ਬਾਈਨਰੀ ਸ਼ਬਦ,বাইনাৰী শব্দ
ਬਾਈਪੋਲਰ,বাইপোলাৰ
ਬਾਇਪੋਲਰ ਕੈਪੇਸੀਟਰ,বাইপোলাৰ কেপাচিটৰ
ਦੋਧਰੁਵੀ ਜੰਤਰ,বাইপোলাৰ ডিভাইচ
ਦੋਧਰੁਵੀ ਸਰੋਤ,বাইপোলাৰ উৎস
ਬਾਈਪੋਲਰ ਟਰਾਂਜ਼ਿਸਟਰ,বাইপোলাৰ ট্ৰেঞ্জিষ্টৰ
ਬਾਈਪੋਲਰ ਜੰਕਸ਼ਨ ਟਰਾਂਜ਼ਿਸਟਰ,বাইপোলাৰ জংচন ট্ৰেঞ্জিষ্টৰ
ਚਤੁਰਭੁਜ ਫਿਲਟਰ,দ্বিঘাত ফিল্টাৰ
ਡਬਲ ਸਥਿਤੀ,ডাবল পজিচন
ਦੋ-ਪੜਾਅ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,দুটা পৰ্যায়ৰ মাল্টিভাইব্ৰেটৰ
ਦੋ-ਦਿਸ਼ਾਵੀ ਰੀਲੇਅ,দ্বিমুখী ৰিলে
ਦੋ-ਪੜਾਅ ਰਾਜ,দুটা পৰ্যায়ৰ অৱস্থা
ਦੋ-ਸਥਿਤੀ ਟਰਿੱਗਰ,দুটা অৱস্থানৰ ট্ৰিগাৰ
ਬਿੱਟ ਗਲਤੀ,বিট ভুল
ਬਿੱਟ ਗਲਤੀ ਦਰ,বিট ভুলৰ হাৰ
ਬਿੱਟ ਗਲਤੀ,বিট ভুল
ਬਿਟਕਲ ਗਲਤੀ,bitkal ত্ৰুটি
ਅੰਨ੍ਹੇ ਬਾਕਸ,অন্ধ বাকচ
ਸੰਘਣੀ ਨਬਜ਼,ঘনীভূত স্পন্দন
ਸਕੱਤਰ,নিঃসৰণকাৰী
secretory inhibitor,নিঃসৰণ প্ৰতিৰোধক
ਅੰਨ੍ਹਾਪਨ,অন্ধতা
ਖੰਡ ਚਿੱਤਰ,ছেগমেণ্ট ডায়াগ্ৰাম
ਰੁਕਾਵਟ ਨੂੰ ਰੋਕਣਾ,ব্লক কৰা ইম্পিডেন্স
ਟੁਕੜਾ ਟ੍ਰਾਂਸਫਰ,ফ্ৰেগমেণ্ট ট্ৰেন্সফাৰ
ਰੁਕਾਵਟ,ইন্টাৰচেপ্ট
ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ,ৰেজিষ্টৰ কেপাচিটৰ
ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ,ৰেজিষ্টৰ কেপাচিটৰ
ਬਲਾਕਿੰਗ ਔਸਿਲੇਟਰ,ব্লক কৰা দোলক
ਰੋਧਕ ਔਸਿਲੇਟਰ,ৰেজিষ্টৰ দোলক
ਰੋਧਕ ਵੋਲਟੇਜ,ৰেজিষ্টৰ ভল্টেজ
ਉਡਾਉਣ ਵਾਲਾ,ব্ল&#39;ৱাৰ
ਬੋਡ ਚਿੱਤਰ,বোড ডায়াগ্ৰাম
voltzmann ਸਬੰਧ,voltzmann সম্পৰ্ক
ਵੋਲਟਜ਼ਮੈਨ ਸਥਿਰ,voltzmann ধ্ৰুৱক
ਬਾਂਡ,বান্ধোন
ਬਾਊਂਡ ਸਟਰੇਨ ਗੇਜ,বান্ধি ৰখা ষ্ট্ৰেইন গেজ
ਸਵੈ-ਸਹਾਇਤਾ ਐਂਪਲੀਫਾਇਰ,স্ব-সহায়ক এম্প্লিফায়াৰ
ਬੂਲੀਅਨ ਅਲਜਬਰਾ,বুলিয়ান বীজগণিত
ਬੂਲੀਅਨ ਸਮੀਕਰਨ,বুলিয়ান সমীকৰণ
ਬੂਟ Strapon,বুট ষ্ট্ৰেপন
ਬੂਥ ਦਾ ਐਲਗੋਰਿਦਮ,বুথৰ এলগৰিদম
ਬੂਟਸਟਰੈਪ ਪ੍ਰਿਜ਼ਮ ਸਰਕਟ,বুটষ্ট্ৰেপ প্ৰিজম বৰ্তনী
bosscutts ਨਿਯਮ,bosscutts শাসন কৰে
ਬੋਸ-ਚੌਧਰੀ ਹਾਕਨਹੈਮ (ਬੀਸੀਐਚ) ਕੋਡ,বসু-চৌধাৰী হকেনহাম (BCH) কোড
"ਛਾਲ, ਛਾਲ","জপিয়াই, জপিয়াই"
ਬੰਨ੍ਹਿਆ ਇਲੈਕਟ੍ਰੋਨ,বান্ধ খাই থকা ইলেক্ট্ৰন
ਬ੍ਰੈਗ ਰਿਫਲੈਕਟਰ,bragg প্ৰতিফলক
ਆਪਸ ਵਿੱਚ ਜੁੜੀ ਤਾਰ,আন্তঃসংলগ্ন তাঁৰ
ਸ਼ਾਖਾ,শাখা
ਬ੍ਰਾਂਚਿੰਗ,শাখা-প্ৰশাখা
ਪ੍ਰਯੋਗ ਬੋਰਡ,পৰীক্ষা বৰ্ড
ਬਰੇਕ ਜ਼ੋਨ,ব্ৰেক জ&#39;ন
ਵੋਲਟੇਜ ਤੋੜਨਾ,ভল্টেজ ভাঙি যোৱা
ਟੁੱਟਣ ਵਾਲਾ ਡਾਇਡ,ব্ৰেকডাউন ডাইঅ&#39;ড
ਫ੍ਰੈਕਚਰ ਫਿਕਸੇਸ਼ਨ,ভাঙন স্থিৰকৰণ
ਵੋਲਟੇਜ ਤੋੜਨਾ,ভল্টেজ ভাঙি যোৱা
ਪੁਲ,সেঁতু
ਪੁਲ ਸੁਧਾਰਕ,ব্ৰীজ ৰেক্টিফায়াৰ
ਚੌੜਾ ਬੈਂਡ,বহল বেণ্ড
ਪ੍ਰਸਾਰਣ ਬੈਂਡ,সম্প্ৰচাৰ বেণ্ড
ਸੂਖਮ ਐਰੇ,নক্ষত্ৰীয় এৰে
ਪ੍ਰਸਾਰਣ,সম্প্ৰচাৰ
ਪ੍ਰਸਾਰਣ antenna,সম্প্ৰচাৰ এন্টেনা
ਪ੍ਰਸਾਰਣ ਪ੍ਰਾਪਤਕਰਤਾ,সম্প্ৰচাৰ গ্ৰাহক
ਬਾਰੰਬਾਰਤਾ ਪ੍ਰਸਾਰਣ ਰਿਸੀਵਰ,কম্পাঙ্ক সম্প্ৰচাৰ গ্ৰাহক
ਪ੍ਰਸਾਰਣ ਟ੍ਰਾਂਸਮੀਟਰ,সম্প্ৰচাৰ ট্ৰেন্সমিটাৰ
ਬੂਸਟਰ ਐਂਟੀਨਾ,বুষ্টাৰ এন্টেনা
ਬੱਸ ਐਂਟੀਨਾ,বাছ এন্টেনা
ਬੁਰਸ਼ ਇਮਰਸ਼ਨ,ব্ৰাছ বিসৰ্জন
ਬੁਲਬੁਲਾ ਅਤੇ ਗੇਟ,bubbling AND গেট
ਬੁਡਬੁਦੁ ਜਾਂ ਗੇਟ,বুডবুডু বা গেট
ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ,বুদবুদযুক্ত স্মৃতিশক্তি
ਮੁਆਵਜ਼ਾ ਦੇਣ ਵਾਲੀ ਵੋਲਟੇਜ,ক্ষতিপূৰণমূলক ভল্টেজ
ਬਫਰ,বাফাৰ
ਬਫਰ ਐਂਪਲੀਫਾਇਰ,বাফাৰ এম্প্লিফায়াৰ
ਬਫਰ ਸਰਕਟ,বাফাৰ বৰ্তনী
ਬਫਰ ਆਪਰੇਟਰ,বাফাৰ অপাৰেটৰ
ਬਫਰ ਰਜਿਸਟਰ,বাফাৰ ৰেজিষ্টাৰ
ਬੱਲਬ,বাল্ব
ਆਬਾਦੀ ਪ੍ਰਭਾਵ,জনসংখ্যাৰ প্ৰভাৱ
ਮੈਕਰੋ ਸੈਮੀਕੰਡਕਟਰ ਜੰਤਰ,মেক্ৰ&#39; অৰ্ধপৰিবাহী যন্ত্ৰ
ਝੁੰਡ,মুঠি
ਡੁੱਬਿਆ ਐਕਸਚੇਂਜ,ডুব যোৱা বিনিময়
ਡੁੱਬੀ ਪਰਤ,ডুব যোৱা স্তৰ
ਡੁੱਬਿਆ ਸੰਪਰਕ,ডুব যোৱা সংস্পৰ্শ
ਧਮਾਕੇ ਐਂਪਲੀਫਾਇਰ,ব্লাষ্ট এম্প্লিফায়াৰ
ਧਮਾਕੇ ਕਵਰ,ব্লাষ্ট কভাৰ
