Kannada,Marathi
ಆಲ್ಡರ್ಮನ್,अल्डरमन
ಸೂಚಿಸುವ ತೋಳುಗಳು,मोहक हात
ಸೌಹಾರ್ದತೆ,मैत्री
ಆಂಫಿಕ್ಟಿಯೋನಿಕ್ ಕೌನ್ಸಿಲ್,एम्फेक्टियोनिक परिषद
ಆಂಫಿಕ್ಟಿಯೋನಿಕ್ ಲೀಗ್,एम्फेक्टियोनिक लीग
ಆಂಫಿಥಿಯೇಟರ್,अॅम्फिथिएटर
ಅಮ್ರಿ ನಲ್ ಗುಂಪು (ಕುಂಬಾರಿಕೆ),अमरी नल गट (मातीचा)
ಅನಾಕ್ರೊನಿಸಂ,अनाक्रोनिझम
ಅನಾಕ್ರೊನಿಸ್ಟಿಕ್,अनाक्रोनिस्टिक
ಪೂರ್ವಜ,पूर्वज
ಪೂರ್ವಜರ ಆರಾಧನೆ,पूर्वजांची पूजा
ಪೂರ್ವಜರು,वंशपरंपरा
ಪೂರ್ವಜರು,वंशपरंपरा
ಪೂರ್ವಜರು,वंशपरंपरा
ಪೂರ್ವಜರು,वंशपरंपरा
ಪ್ರಾಚೀನ ಆಡಳಿತ,प्राचीन राजवट
ಪ್ರಾಚೀನ,प्राचीन
ಪ್ರಾಚೀನ ಲಾವಣಿ,प्राचीन बालगीत
ಪ್ರಾಚೀನ ನಂಬಿಕೆ,प्राचीन श्रद्धा
ಪ್ರಾಚೀನ ಪದ್ಧತಿ,प्राचीन प्रथा
ಪುರಾತನ ಇತಿಹಾಸ,प्राचीन इतिहास
ಪ್ರಾಚೀನ ಸ್ಮಾರಕಗಳು,प्राचीन स्मारके
ಉಪಾಖ್ಯಾನ,किस्सा
ಏಂಜೆಲೋಟ್,अँजेलोट
ಏಂಜೆಲಸ್,एंजलस
ಆಂಜೆವಿನ್ (=ಆಂಜೆವಿನ್),अँजेविन (=अंजेविन)
ಕೋನಗಳು,कोन
ಆಂಗ್ಲಿಕನ್,अँग्लिकन
ಆಂಗ್ಲಿಕನ್ ಕಮ್ಯುನಿಯನ್,अँग्लिकन कम्युनियन
ಆಂಗ್ಲಿಕನಿಸಂ,अँग्लिकनवाद
ಆಂಗ್ಲೋ-ಫೋಬ್,अँग्लो-फोब
ಆಂಗ್ಲೋ-ಫೋಬಿಯಾ,अँग्लो-फोबिया
ಆಂಗ್ಲೋ-ಸ್ಯಾಕ್ಸನ್,अँग्लो-सॅक्सन
ಆಂಗ್ಲೋ-ಸ್ಯಾಕ್ಸೋನಿಸಂ,अँग्लो-सॅक्सोनवाद
ಅನಾಲಿಸ್ಟ್,अॅनालिस्ट
ಆನಲ್ಸ್,इतिहास
ಅನುಬಂಧ,संलग्नीकरण
ಆಂಟೆ-ಬೆಲ್ಲಮ್,अँटी-बेलम
ಹಿಂದಿನ ದಿನಾಂಕ,पूर्वीची तारीख
ಪುರೋಹಿತಶಾಹಿ ವಿರೋಧಿ,कारकुनविरोधी
ವಿರೋಧಿ ಪಾದ್ರಿಗಳ ಶಾಸನ,कारकुनी विरोधी कायदा
ಪ್ರಾಚೀನತೆ,पुरातन वास्तू
ಬಾಡಿಗೆ ವಿರೋಧಿ,विरोधी भाडे
ಬಾಡಿಗೆ ವಿರೋಧಿ,विरोधी भाडे
ಯೆಹೂದ್ಯ ವಿರೋಧಿ,सेमिटिझम विरोधी
ಅಂಜಾಕ್,अँझॅक
ಅಪೆಲ್ಲಾ,अपेला
ಅರಳು,अरालू
ಆರ್ಚ್ ಬಿಷಪ್,आर्च बिशप
ಆರ್ಚ್ ಡಚಿ,आर्च डची
ಆರ್ಚ್ ಡ್ಯೂಕ್,आर्च ड्यूक
ಆರ್ಚೀಫ್ (=ಆರ್ಕೈವಲ್ ಸಂಗ್ರಹ),आर्काइफ (=अभिलेख संग्रह)
ಆರ್ಕಿಪಿಸ್ಕೋಪೇಟ್,आर्किपिस्कोपेट
ಶ್ರೀಮಂತವರ್ಗ,अभिजात वर्ग
ಶ್ರೀಮಂತ,कुलीन
ಶ್ರೀಮಂತ ಸ್ನೋಬರಿ,खानदानी स्नोबरी
ಅರಿಸ್ಟಾಟಲ್,अॅरिस्टोटेलियन
ನೌಕಾಪಡೆ,आरमार
ನೌಕಾಪಡೆ (=ಸ್ಪ್ಯಾನಿಷ್ ಆರ್ಮಡಾ),आरमार (=स्पॅनिश आरमार)
ಶಸ್ತ್ರಾಗಾರ (=ಶಸ್ತ್ರಾಗಾರ),आर्मोरिस्ट (= आर्मरिस्ट)
ರಕ್ಷಾಕವಚ (=ರಕ್ಷಾಕವಚ),चिलखत (= चिलखत)
ಶಸ್ತ್ರಾಗಾರ,आर्मरिस्ट
ಆರ್ಯನ್,आर्यन
ಆರ್ಯನ್,आर्यन
ಅಸ್ಕರಿ,अस्करी
ನಿಯೋಜಿಸಿ,नियुक्त करा
ಅಸೈಜ್ ಮಾಡಿ,Assize
ಅಸೈಜ್ ಮಾಡಿ,Assize
ಅಸೈಜ್ ಮಾಡಿ,Assize
ಅಸೈಜ್ ಆಫ್ ಆರ್ಮ್ಸ್ ಆಕ್ಟ್,शस्त्रास्त्र कायद्याची मदत
ಅಸೈಜ್ ಆಫ್ ಡರೇನ್ ಪ್ರಸ್ತುತಿ,डॅरेन प्रेझेंटमेंटची मदत
ಮೊರ್ಟ್ &#39;ಡಿ&#39; ಪೂರ್ವಜರ ಅಸೈಜ್,मॉर्ट &#39;डी&#39; पूर्वजांची मदत
ಡಿಸೈಸಿನ್ ಕಾದಂಬರಿಯ ಅಸೈಜ್,कादंबरी Disseisin च्या Assize
ದೌರ್ಜನ್ಯ,अत्याचार
ದಾಳಿ,हल्ला
ಆಲಿಕ್ ಕೌನ್ಸಿಲ್,ऑलिक कौन्सिल
ಗೆಡೆಸ್‌ನ ಕೊಡಲಿ (=ಗೆಡೆಸ್ ಕೊಡಲಿ),देवीची कुर्‍हाड (= देवी कुर्हाड)
ಆಕ್ಸಿಸ್ (=ದಿ ರೋಮ್-ಬರ್ಲಿನ್-ಟೋಕಿಯೊ ಆಕ್ಸಿಸ್),अक्ष (=रोम-बर्लिन-टोकियो अक्ष)
ಬ್ಯಾಬಿಲೋನ್,बॅबिलोन
ಬ್ಯಾಬಿಲೋನಿಯನ್ ಸೆರೆಯಲ್ಲಿ (=ಬ್ಯಾಬಿಲೋನಿಯನ್ ಸೆರೆಯಲ್ಲಿ),बॅबिलोनियन बंदिवास (= बॅबिलोनी कैद)
ಬಚ್ಚನಾಳ ಭಕ್ತ,बचनाल भक्त
ಬಚ್ಚನಾಲಿಯಾ,बचनालिया
ಪದವಿ,बॅचलर
ಬಾಗ್ದಾದ್ ಒಪ್ಪಂದ,बगदाद करार
ಬಾಲ್ಕನ್ ಲೀಗ್,बाल्कन लीग
ಬಾಲ್ಕನ್ ಒಪ್ಪಂದ,बाल्कन करार
ಬಾಲ್ಕನ್ ಯುದ್ಧಗಳು,बाल्कन युद्धे
ಬಾಲ್ಟಿಕ್ ಒಪ್ಪಂದ,बाल्टिक करार
ಡಕಾಯಿತ,डाकू
ಬ್ಯಾಂಡಂಗ್ ಸಮ್ಮೇಳನ,बांडुंग परिषद
ಬಹಿಷ್ಕಾರ,हद्दपार
ಬ್ಯಾನರ್,बॅनर
ಅನಾಗರಿಕ,रानटी
ಬಾರ್ಬಿಕನ್,बार्बिकन
ಬಾರ್ಡೋಲಿ ಸತ್ಯಾಗ್ರಹ,बारडोली सत्याग्रह
ಬಾರ್ನ್ ಬರ್ನರ್ಗಳು,धान्याचे कोठार बर्नर्स
ಬ್ಯಾರನ್,जहागीरदार
ಬ್ಯಾರನೇಜ್,बॅरोनेज
ಬರೋನ್ಸ್ ಮೇಜರ್,Barones majores
ಬ್ಯಾರನ್ಸ್ ಕಿರಿಯರು,बॅरोन्स अल्पवयीन
ಬ್ಯಾರನೆಸ್,जहागीरदार
ಬ್ಯಾರೊನೆಟ್,बॅरोनेट
ಬ್ಯಾರೊನೆಟೇಜ್,बॅरोनेटेज
ಬ್ಯಾರೊನೆಟೇಜ್,बॅरोनेटेज
ಬ್ಯಾರೊನೆಟ್ಸಿ,बॅरोनेटसी
ಬರೋನಿ,बॅरोनी
ಬ್ಯಾರಕೂನ್,बॅराकून
ಬ್ಯಾರಕೂನ್,बॅराकून
ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್),बॅरिकेड (= बॅरिकेडो)
ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್),बॅरिकेड (= बॅरिकेडो)
ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್),बॅरिकेड (= बॅरिकेडो)
ಮೂಲ ಶಿಬಿರ,बेस कॅम्प
ಬೆಸಿಲಿಕಾ,बॅसिलिका
ಬೆಸಿಲಿಕಾ,बॅसिलिका
ಬಸ್ತಿಲಾ,बॅस्टिला
ಬಾಸ್ಟಿಲ್,बॅस्टिल
ಬಾಸ್ಟಿಲ್,बॅस्टिल
ಬ್ಯಾಟರಿ,बॅटरी
ಕದನ,लढाई
ಬ್ಯಾಟಲ್-ಅರೇ,Batlle-array
ಯುದ್ಧದ ಕೂಗು,लढाई रडणे
ಬ್ಯಾಟಲ್ ಡಿನ್,लढाई दिन
ಯುದ್ಧಭೂಮಿ,युद्धक्षेत्र
ಯುದ್ಧ ಸ್ತೋತ್ರ,लढाई भजन
ಸ್ಪರ್ಸ್ ಕದನ,स्पर्सची लढाई
ಬ್ಯಾಟಲ್ ಆಫ್ ದಿ ಸ್ಟ್ಯಾಂಡರ್ಡ್,स्टँडर्डची लढाई
ಯುದ್ಧನೌಕೆ,युद्धनौका
ಯುದ್ಧನೌಕೆ-ಬಲ,युद्धनौका-शक्ती
ಬೇಯಕ್ಸ್ ವಸ್ತ್ರ,Bayeux टेपेस्ट्री
ದಾರಿದೀಪ,बीकन
ದಾರಿದೀಪ ಗೋಪುರ,बीकन टॉवर
ಬೀವರ್,बीव्हर
ಬೀವರ್,बीव्हर
ಸಮುದ್ರದ ಭಿಕ್ಷುಕರು,समुद्राचे भिकारी
ಬೆಲ್ಲಿಕೋಸ್,बेलिकोज
ಬೆಲ್ಲಿಕೋಸ್,बेलिकोज
ಬೆಲ್ಲಿಕೋಸ್,बेलिकोज
ಬೆಲ್ಲಿಕೋಸಿಟಿ,बेलिकोसिटी
ಬೆಲೋನಾ,बेलोना
ಪ್ರಯೋಜನ,फायदा
ಧರ್ಮಗುರುಗಳ ಲಾಭ,धर्मगुरूंचा लाभ
ಬೆನೆಲಕ್ಸ್,बेनेलक्स
ಬರ್ಲಿನ್ ತೀರ್ಪು,बर्लिन डिक्री
ಬರ್ಸರ್ಕರ್,बेसरकर
ಬೆಸೆಂಟ್ (=ಬೆಜಾಂಟ್),बेझंट (=बेझंट)
ಬೆತೆಲ್,बेथेल
ಗ್ರಂಥಪಾಲಕ,बिब्लिओलेटर
ಗ್ರಂಥಾರಾಧನೆ,ग्रंथदिंडी
ದೊಡ್ಡ ಬರ್ತಾ,मोठा बर्था
ಮತಾಂಧ,धर्मांध
ಬಿಲ್ಲೆಟಿಂಗ್,बिलेटिंग
ಅಟೈಂಡರ್ ಬಿಲ್,अटेंडरचे बिल
ಹಕ್ಕುಗಳ ಮಸೂದೆ,अधिकारांचे विधेयक
ಜೀವನಚರಿತ್ರೆಕಾರ,चरित्रकार
ಜನ್ಮ ಕಥೆಗಳು,जन्मकथा
ತಾತ್ಕಾಲಿಕ,बिव्होक
ತಾತ್ಕಾಲಿಕ,बिव्होक
ತಾತ್ಕಾಲಿಕ,बिव्होक
ಬಿಜೋನಿಯಾ,बिझोनिया
ಕಪ್ಪು ಪಕ್ಷಿಗಳು,काळा पक्षी
ಕಪ್ಪು ಬಾವುಟ,काळा झेंडा
ಕಪ್ಪು ರಂಧ್ರ,कृष्ण विवर
ಕಪ್ಪು ರಂಧ್ರ,कृष्ण विवर
ಕಪ್ಪು ಕಾಲು (=ಹುರುಪು),काळा पाय (= खरुज)
ಕಪ್ಪು ಶರ್ಟ್,काळा शर्ट
ಬ್ಲೇಝೋನ್,ब्लेझोन
ಬ್ಲೇಝೋನ್,ब्लेझोन
ಪ್ರಜ್ವಲಿಸುವಿಕೆ,झगमगाट
ಪ್ರಜ್ವಲಿಸುವಿಕೆ,झगमगाट
ಮಿಂಚುದಾಳಿ,ब्लिट्झक्रीग
ರಕ್ತರಹಿತ ಕ್ರಾಂತಿ (=ಗ್ಲೋರಿಯಸ್ ರೆವಲ್ಯೂಷನ್),रक्तहीन क्रांती (=वैभवशाली क्रांती)
ಬ್ಲಡ್ವೈಟ್,ब्लडवाईट
ಬ್ಲಡಿ ಮೇರಿ,ब्लडी मेरी
ನೀಲಿ,निळा
ನೀಲಿ ರಕ್ತ,निळे रक्त
ನೀಲಿ ಪುಸ್ತಕ,निळे पुस्तक
ನೀಲಿ ರಿಬ್ಬನ್,निळी फीत
ನೀಲಿ ರಿಬ್ಬನ್,निळी फीत
ಬ್ಲೂಸ್ (=ರಾಯಲ್ ಹಾರ್ಸ್ ಗಾರ್ಡ್ಸ್),ब्लूज (=रॉयल हॉर्स गार्ड)
ನೀಲಿ ಅಂಗಿ,निळा शर्ट
ಬ್ಲೂ ವಾಟರ್ ಸ್ಕೂಲ್,ब्लू वॉटर स्कूल
ನಿಯಂತ್ರಣ ಮಂಡಳಿ,नियंत्रण मंडळ
ದೇಹದ ರಕ್ಷಾಕವಚ,शरीर चिलखत
ಬೋಯರ್,बोअर
ಲೂಟಿ,लूट
ಬರೋ,बरो
ಬೌಲ್ಯೂಟೇರಿಯನ್,बुलेउटेरियन
ಬೌರ್ಬನ್,बोरबॉन
ಬಾಕ್ಸರ್ ದಂಗೆ,बॉक्सर बंडखोरी
ಬ್ರೇಸ್,ब्रेस
ಬ್ರಾಸಾರ್ಡ್,ब्रासर्ड
ಬ್ರಾಸಾರ್ಡ್,ब्रासर्ड
ಬ್ರೆಡ್ ವಸಾಹತುಗಳು,ब्रेड वसाहती
ಸ್ತನ ಫಲಕ,ब्रेस्ट प्लेट
ಸ್ತನ ಕೆಲಸ,स्तनाचे काम
ಬ್ರೆಟ್ವಾಲ್ಡಾ,ब्रेटवाल्डा
ಬ್ರಿಗಾಂಡ್,ब्रिगेंड
ಬ್ರಿಗಂಡೇಜ್,दलाल
ಬ್ರಿಟಿಷ್ ಕಾಮನ್‌ವೆಲ್ತ್ ರಾಷ್ಟ್ರಗಳು,ब्रिटिश कॉमनवेल्थ ऑफ नेशन्स
ಬ್ರೌನ್ ಶರ್ಟ್ಸ್ (=ನಾಜಿಗಳು),तपकिरी शर्ट (=नाझी)
ಬ್ರಸೆಲ್ಸ್ ಒಪ್ಪಂದ (ಒಪ್ಪಂದ) ಸಂಸ್ಥೆ (=ಪಶ್ಚಿಮ ಯುರೋಪಿಯನ್ ಒಕ್ಕೂಟ),ब्रुसेल्स ट्रीटी (पॅक्ट) संस्था (=वेस्टर्न युरोपियन युनियन)
ಬಫ್,बफ
ಬಫ್,बफ
ಬಫ್-ಕೋಟ್,बफ-कोट
ಬಫ್ಸ್,बफ्स
ಬುಲೆ (=ಕೌನ್ಸಿಲ್),बुले (=परिषद)
ಬರ್ಗೇಜ್,बर्गेज
ಬರ್ಗೆಸ್,बर्जेस
ಬೈಜಾಂಟೈನ್,बायझँटाईन
ಬೈಜಾಂಟೈನ್ ಚರ್ಚ್,बायझँटाईन चर्च
ಬೈಜಾಂಟೈನ್ ಸಾಮ್ರಾಜ್ಯ,बायझँटाईन साम्राज्य
ಬೈಜಾಂಟೈನ್ ಯುಗ,बायझँटाईन युग
ಬೈಜಾಂಟೈನ್ ಇತಿಹಾಸಕಾರರು,बायझँटाईन इतिहासकार
ಕ್ಯಾಬಲ್,कॅबल
ಸೀಸರಿಸಂ,सीझरवाद
ಖಲೀಫ್,खलिफा
ಕ್ಯಾಲಿಗ್ರಾಫರ್,कॅलिग्राफर
ಕ್ಯಾಲಿಗ್ರಾಫಿಸ್ಟ್,कॅलिग्राफिस्ट
ಕ್ಯಾಲಿಗ್ರಫಿ,कॅलिग्राफी
ಕ್ಯಾಲ್ಟ್ರೋಪ್,कॅल्ट्रॉप
ಸೌಹಾರ್ದತೆ,सौहार्द
ಕ್ಯಾಮರಿಲ್ಲಾ,कॅमरिला
ಕ್ಯಾಮರಿಲ್ಲಾ,कॅमरिला
ಕ್ಯಾಮೆಲಾಕಮ್,कॅमेलॅकम
ಮರೆಮಾಚುವಿಕೆ,क्लृप्ती
ಪ್ರಚಾರ,मोहीम
ಶಿಬಿರದ ಅನುಯಾಯಿ,शिबिराचे अनुयायी
ಕ್ಯಾಂಪೋ ಸ್ಯಾಂಟೋ,कॅम्पो सॅंटो
ಕ್ಯಾಂಪಸ್ ಮಾರ್ಟಿಯಸ್,कॅम्पस मार्टियस
ಕ್ಯಾನೆಫೊರಾ,कॅनेफोरा
ಕ್ಯಾಂಗ್ಯೂ,कॅंग्यू
ಕ್ಯಾನನೇಡ್,तोफखाना
ಕ್ಯಾನನ್ ಮೇವು,तोफ चारा
ಕ್ಯಾನನ್,कॅनन
ಕ್ಯಾನನ್ ಕಾನೂನು,कॅनन कायदा
ಕ್ಯಾನೋಪಸ್ ತೀರ್ಪು,कॅनोपस डिक्री
ಕ್ಯಾಂಟಿಂಗ್ ಶಸ್ತ್ರಾಸ್ತ್ರ,कण्टिंग शस्त्र
ಬಂಧಿತ,बंदिवान
ಕ್ಯಾಪ್ಟರ್,कॅप्टर
ಕಾರ್ಡಿನಲ್,कार्डिनल
ಕಾರ್ಲ್,कार्ल
ಕ್ಯಾರೊಲಿಂಗಿಯನ್ ರಾಜವಂಶ,कॅरोलिंगियन राजवंश
ಕಾರ್ತೂಸಿಯನ್ ಪಂಥ,कार्थुशियन पंथ
ಕಾರ್ಟೊಸಾ,कार्टोसा
ಕ್ಯಾಸ್ಟೇಲಿಯನ್,कॅस्टेलियन
ಕ್ಯಾಸ್ಟೆಲಿಯನ್,कॅस्टेलियन
ಜಾತಿ ಪದ್ಧತಿ,जाती व्यवस्था
ಕೋಟೆ,वाडा
ಕೋಟೆ,वाडा
ಕೋಟೆಯ ಪಟ್ಟಣ,वाड्याचे शहर
ಕ್ಯಾಸ್ಟ್ರಾ,कास्त्रा
ಕ್ಯಾಸ್ಟ್ರಾ,कास्त्रा
ಕ್ಯಾಥೆಡ್ರಾ,कॅथेड्रा
ಕ್ಯಾಥೆಡ್ರಲ್,कॅथेड्रल
ಕ್ಯಾಟೊ ಸ್ಟ್ರೀಟ್ ಪಿತೂರಿ,केटो स्ट्रीट कट
ಕೌಡಿಲ್ಲೊ,कौडिल्लो
ಕ್ಯಾವಲಿಯರ್,घोडेस्वार
ಕ್ಯಾವಲಿಯರ್,घोडेस्वार
ಕ್ಯಾವಲಿಯರ್ ಸಂಸತ್ತು,घोडदळ संसद
ಅದುಲ್ಲಮ್ ಗುಹೆ,अदुल्लमची गुहा
ಗುಹೆ ಚಿತ್ರಕಲೆ,गुहा चित्रकला
ಗುಹೆ ಚಿತ್ರಕಲೆ,गुहा चित्रकला
ಸೆಂಟಮ್ವಿರ್,सेंटमवीर
ಸೆಂಚುರಿಯನ್,सेंच्युरियन
ಶತಮಾನ,शतक
ಚೈನ್ ರಕ್ಷಾಕವಚ (=ಚೈನ್ ಮೇಲ್),साखळी चिलखत (=साखळी मेल)
ಚಾಂಟ್ರಿ,चंत्री
ಚಾಂಟ್ರಿ,चंत्री
ಅಧ್ಯಾಯ ಪುಸ್ತಕ,चॅप बुक
ಧರ್ಮಗುರು,धर्मगुरू
ಅಧ್ಯಾಯ,धडा
ಅಪಘಾತಗಳ ಅಧ್ಯಾಯ,अपघातांचा अध्याय
ಶುಲ್ಕ,चार्ज करा
ಚಾರ್ಜ್ ಡಿ&#39;ಅಫೇರ್ಸ್,चार्ज डी अफेयर्स
ಚಾರ್ಜ್ ವಿಭಜನೆ,चार्ज विभाजन
ಚಾರ್ಜರ್,चार्जर
ರಥ,रथ
ಸಾರಥಿ,सारथी
ಸಾರಥಿ,सारथी
ಸಾರಥಿ,सारथी
ಚಾರಿಟಿ ಅಡಿಗೆ,धर्मादाय स्वयंपाकघर
ಚಾರ್ಟರ್,सनद
ಚಾರ್ಟಿಸ್ಟ್ ಮೂವ್‌ಮೆಂಟ್ (=ಚಾರ್ಟಿಸಂ),चार्टिस्ट चळवळ (=चार्टिझम)
ಚಾರ್ಟೋಫಿಲೇಸಿಯಮ್,चार्टोफिलेशियम
ಚಟೌ,Chateau
ಚೆಕ್ ಪೋಸ್ಟ್,चेक पोस्ट
ರಾಸಾಯನಿಕ ಯುದ್ಧ,रासायनिक युद्ध
ಚೆಸ್ಟರ್,चेस्टर
ಮುಖ್ಯಸ್ಥ,प्रमुख
ಮುಖ್ಯಸ್ಥ,सरदार
ಮುಖ್ಯಸ್ಥ,सरदार
ಮುಖ್ಯಸ್ಥ,सरदार
ಚಿಫೋನ್,शिफॉन
ಅಶ್ವದಳ,शौर्य
ಆಯ್ಕೆಮಾಡಿದ ಜನರು,निवडलेले लोक
ಕ್ರಿಸ್ಮೋಗ್ರಾಫಿಯನ್,ख्रिसमोग्राफीन
ಕ್ರೈಸ್ತಪ್ರಪಂಚ,ख्रिस्ती धर्म
ಕ್ರಿಶ್ಚಿಯನ್ ಯುಗ,ख्रिश्चन युग
ಕ್ರಿಶ್ಚಿಯನ್ ಸಮಾಜವಾದ,ख्रिश्चन समाजवाद
ಕ್ರಾನಿಕಲ್,क्रॉनिकल
ಕ್ರಾನಿಕಲ್,क्रॉनिकलर
ಕ್ರೈಸ್ ಚೆರ್ಸೋನೀಸ್,Chryse Chersonese
ಸಿಮೆಲಿಯಮ್,सिमेलियम
ಸಿಂಕ್ವೆಸೆಂಟೊ ಶೈಲಿ,Cinquecento शैली
ಪ್ರದಕ್ಷಿಣೆ,परिक्रमा
ಸಿಸ್ಟರ್ಸಿಯನ್ ಸನ್ಯಾಸಿ,सिस्टर्सियन साधू
ಸಿಟಾಡೆಲ್,किल्ला
ಉಲ್ಲೇಖ,उद्धरण
ಉಲ್ಲೇಖ,उद्धरण
ನಾಗರಿಕ ಅಸಹಕಾರ,सविनय कायदेभंग
ಅಂತರ್ಯುದ್ಧ,नागरी युद्ध
ಸಿವಿಸ್ ರೋಮನಸ್,सिव्हिस रोमनस
ಶಾಸ್ತ್ರೀಯ ವಯಸ್ಸು,शास्त्रीय वय
ಕ್ಲೆಫ್ಟ್ (=ಕ್ಲೆಫ್ಟ್),Clepht (=klepht)
ಕ್ಲೆರಿಕಲಿಸಂ,कारकुनीवाद
ಕ್ಲರುಚ್,लिपिक
ಕ್ಲಿನಿಯಾಕ್ ಚಲನೆ,क्लुनियाक हालचाली
ಕೋಟ್ ರಕ್ಷಾಕವಚ,कोट चिलखत
ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್,अंगरखा
ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್,अंगरखा
ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್,अंगरखा
ಕೋಟ್ ಆಫ್ ಮೇಲ್,मेलचा कोट
ಕೋಹಾರ್ಟ್,पलटण
ಕಾಮಿಟಿಯಾ,कॉमिटिया
ಕಾಮಿಟಿಯಾ ಸೆಂಚುರಿಯಾಟಾ,Comitia Centuriata
ಕಮಿಟಿಯಾ ಕ್ಯುರಿಯಾಟಾ,Comitia Curiata
ಕಮಿಟಿಯಾ ಟ್ರಿಬುಟಾ,कमिटीया ट्रिबुटा
ಸ್ಮರಣಾರ್ಥ ಕಮಾನು,स्मारक कमान
ಸ್ಮರಣಾರ್ಥ ನಾಣ್ಯ,स्मारक नाणे
ಸ್ಮರಣಾರ್ಥ ಮುದ್ರೆ,स्मारक शिक्का
ಸಾಮಾನ್ಯ ಕ್ಷೇತ್ರ,सामान्य फील्ड
ಕಮ್ಯುನಾರ್ಡ್,Communard
ಕಾನ್ಕಾರ್ಡಾಟ್,कॉन्कॉर्डॅट
ಕಾನ್ಕಾರ್ಡಾಟ್,कॉन्कॉर्डॅट
ಕಾಂಡೋಟಿಯರ್,कॉन्डोटिएरे
ದೃಢೀಕರಣ ಕಾರ್ಟಾರಮ್,पुष्टीकरण कार्टारम
ಸಂಘರ್ಷ,संघर्ष
ಸಭೆ,मंडळी
ರಾಜ್ಯವನ್ನು ವಶಪಡಿಸಿಕೊಳ್ಳುವುದು,जिंकणारे राज्य
ವಿಜಯಶಾಲಿ,जिंकणारा
ವಿಜಯಶಾಲಿ,जिंकणारा
ಕಾನ್ಸಿಲಿಯಮ್,कॉन्सिलियम
