Tamil,Punjabi
சாகச,ਸਾਹਸੀ
Aecidiospore,ਏਸੀਡਿਓਸਪੋਰ
ஏலியன் செயல்முறை,ਏਓਲੀਅਨ ਪ੍ਰਕਿਰਿਆ
ஏயோலியன்,ਏਓਲੀਅਨ
காற்றோட்டம்,Aeate
வான்வழி,ਏਰੀਅਲ
ஏரோமானி,ਐਰੋਮੀਟਰ
ஏரோசோல்,ਐਰੋਸੋਲ
அவதூறு,ਖਰਾਸ਼
ஏட்டாலஜி (நோயியல்,ਏਟੀਓਲੋਜੀ (ਐਟਾਇਜੀੋਲੋਜੀ)
காடு வளர்ப்பு,ਕਥਾ
கிளர்ச்சி,ਅੰਦੋਲਨ
அக்மார்க்,ਆਕਮਾਰਕ
விவசாய,ਅਗਰਾਰੀਅਨ
வேளாண் மருத்துவமனை,ਖੇਤੀਬਾੜੀ ਕਲੀਨਿਕ
விவசாய உழைப்பு,ਖੇਤੀਬਾੜੀ ਕਿਰਤ
விவசாய சந்தைப்படுத்தல்,ਖੇਤੀਬਾੜੀ ਮਾਰਕੀਟਿੰਗ
விவசாய தொழில்நுட்பம்,ਖੇਤੀਬਾੜੀ ਤਕਨਾਲੋਜੀ
வேளாண்மை,ਖੇਤੀ ਬਾੜੀ
வேளாண் வளர்ப்பை,ਐਗਰੀਸਿਲਵੀਕਲਚਰ
வேளாண் பன்முகத்தன்மை,ਖੇਰਤ
வேளாண் வியாபார குறைபாடுகள்,ਖੇਤੀਬਾਜੀਕਲ ਨੁਕਸ
வேளாண்வியல்,ਅਗਾਹੀਵੋਲੋਜੀ
வேளாண் பன்முகத்தன்மை,ਐਗ੍ਰੋਕਲਮੈਟਿਕ ਵਿਭਿੰਨਤਾ
வேளாண் மண்டல,ਅਗਰੋਕਲਮੈਟਿਕ ਜ਼ੋਨਿੰਗ
வளர்ப்பு,ਐਗਰੋਫੋਰੈਸਟਰੀ
விவசாயவியல்,ਖੇਤੀਬਾਜੀ
வேளாண்,ਖੇਤੀਬਾੜੀ
அக்ரோபாஸ்டோரல்,ਐਗ੍ਰੋਪਾਸਟਰਲ
அக்ரோபிராசெசிங்,ਸ਼ਿਕਾਰ
அக்ரோஸ்டாலஜி,ਐਗਰੋਸਟੋਲੋਜੀ
வேளாண் வகை,ਐਗਰੋਟਾਈਪ
விமான ஆலை,ਏਅਰ ਪੌਦਾ
அகியோச்சி மண்,ਅਕੀਓਚੀ ਮਿੱਟੀ
ஆல்பினிசம்,ਅਲਮੀਨੀਜ਼ਮ
அல்பிசோல்ஸ்,ਐਲਫਿਸੋਲਸ
பாசி,ਐਲਗੀ
பாசி நோய்,ਐਲਗਲ ਰੋਗ
கார நீர்,ਅਲਕਾਲੀ ਪਾਣੀ
கார,ਐਲਕਲੀਨ
அல்லீல்,ਐਲੀਲੇ
அல்லீல கெமிக்கல்ஸ்,ਐਲਲੋਕਲਿਕਸ
அல்லீலோமார்ப்,ਅਲੇਲੋਮੋਰਫ
அலெலோபதி,ਅਲੇਲੋਪੈਥੀ
சந்து பயிர்,ਐਲੀ ਫਸਲ
ஒதுக்கீடு,ਅਲੋਕਰੇਪੀ
Allocamy,ਆਲੋਗਮ
அலோமெட்ரி,ਐਲੋਮੈਟਰੀ
அலோபோலிப்ளோயிட்,ਐਲੋਪੋਲਾਈਵਲਾਈਡ
அலோசினாப்சிஸ் (அலோசின்டெசிஸ்),ਐਲੋਸਮੈਨੈਪਸਿਸ (ਐਲੋਸਿਨੈਂਡਸਿਸ)
மாற்று தாங்கி,ਵਿਕਲਪਿਕ ਬੇਅਰਿੰਗ
மாற்று நில பயன்பாடு,ਵਿਕਲਪੀ ਜ਼ਮੀਨ ਦੀ ਵਰਤੋਂ
சுற்றுப்புறம்,ਅੰਬੀਨਟ
அமெலியோரண்ட்,ਅਮਜੀਗਤ
அமிடோசிஸ்,ਅਮਿਤੋਸਿਸ
வெடிமருந்து,ਅਮਿਨਾਜਾਈਜ਼
அம்மோனிகேஃபிகேஷன்,ਅਨੁਮੋਧ
அம்மோனியர்,ਅਮੋਨੀਫਾਇਰ
அமார்,ਅਮੋਰਫ
ஆம்பிமிக்ஸிஸ்,ਐਮਫੀਮਿਕਸਿਸ
ஆம்போடெரிக்,ਐਮਫੋਟੇਰਿਕ
அனபோலிசம்,ਐਨਾਬੋਲਿਜ਼ਮ
காற்றில்லா,ਅਨੀਰੋਬ
அனூப்ளோயிட்,ਅਨੀਉਟਲੋਇਡ
கோண நடவு,ਕੋਣ ਲਾਉਣਾ
கால்நடை வளர்ப்பு,ਪਸ਼ੂ ਪਾਲਣ
விலங்கு மறுப்பு,ਪਸ਼ੂਆਂ ਤੋਂ ਇਨਕਾਰ ਕਰੋ
ஆற்றல் உயிரின,Energy ਰਜਾ ਐਨੀਮੇਟ ਕਰੋ
அனிசோப்ளோயிட்,ਅਨੀਸੋਪਲੋਇਡ
ஆண்டு ஆலை,ਸਾਲਾਨਾ ਪੌਦਾ
ஆண்டு,ਸਾਲਾਨਾ
ஆன்டெஸிஸ்,ਐਥੇਸਮਿਸ
ஆந்த்ராக்ஸ்,ਐਂਥ੍ਰੈਕਸ
மானுடவியல் காரணி,ਐਂਥ੍ਰੋਪੋਜਾਈਜਿਕ ਫੈਕਟਰ
ஆண்டிபியோசிஸ்,ਐਂਟੀਬਾਇਸਿਸ
நுண்ணுயிர்க்கொல்லி,ਐਂਟੀਬਾਇਓਟਿਕ
மாற்று,ਐਂਟੀਡੋਟਾ
ஆக்ஸிஜனேற்றிகள்,ਐਂਟੀਆਕਸੀਡੈਂਟਸ
ஆன்டிடாக்சின்,Antitoxin
ANNULUS,ਐਨਾਬੁਲਸ
அஃபிட்,Aphid
அபிகல் மொட்டு,Apical ਮੁਕੁਲ
நுனி ஆதிக்கம்,ਏਪਿਕਲ ਦਬਦਬਾ
Apulcalure (தேனீ வைத்திருத்தல்),Apsiculturuet (ਮਧੂ ਮੱਖੀ ਰੱਖਣ)
Apomixis,ਅਪੋਮਿਕਸ
அப்போப்டொசிஸ்,ਅਪੋਪੋਟੋਸਿਸ
இணைப்பு,ਅੰਤਿਕਾ
பசி,ਭੁੱਖ
பயன்படுத்தப்பட்டது,ਲਾਗੂ ਕੀਤਾ
நீர்வாழ் களை,ਐਕੁਆਟਿਕ ਬੂਟੀ
ஆர்போரியல்,ਅਰਬੋਰੀਅਲ
ஆர்பரைசேஷன்,ਅਰਬਰਾਈਜ਼ੇਸ਼ਨ
தொல்பொருள்-பொட்டானியல் பதிவுகள்,ਏ ਆਰਚਿਓ-ਬੋਟੈਨੀਕਲ ਰਿਕਾਰਡ
பகுதி புள்ளிவிவரங்கள்,ਖੇਤਰ ਦੇ ਅੰਕੜੇ
பகுதி,ਖੇਤਰ
வறண்ட சுற்றுச்சூழல் அமைப்பு,ਐੱਫ.ਡੀ.ਆਈ.
Aril,ਅਰਿਲ
நறுமணம்,ਖੁਸ਼ਬੂ
நறுமண ஆலை,ਖੁਸ਼ਬੂਦਾਰ ਪੌਦਾ
நறுமண அரிசி,ਖੁਸ਼ਬੂਦਾਰ ਚਾਵਲ
அம்பு,ਐਰੋਇੰਗ
அசெப்ஸிஸ்,Espesisis
அசெப்டிக்,Sseptic
ஓரினச்சேர்க்கை பரப்புதல்,ਅਸਪਸ਼ਟ ਪ੍ਰਸਾਰ
மதிப்பீடு,ਅਨੀ
சொத்துக்கள்,ਸੰਪਤੀ
ஒருங்கிணைப்பு,ਸਹਿਯੋਗ
தொடர்பு,ਐਸੋਸੀਏਸ਼ਨ
ஆஸ்ட்ரிஜென்ட்,ਤੂਫਾਨੀ
அசினாப்சிஸ்,ਅਸਟੀਪਿਸਿਸ
அடாவிசம்,ਅਟਵੀਵਾਦ
அணுசக்தி,ਐਟੋਮਾਈਜ਼ਰ
அட்ராபி,ਸ਼ੋਸ਼ਣ
தன்னியக்க,ਆਟੋਗ੍ਰਾਮ
ஆட்டோலிசிஸ்,ਆਟੋਲਿਸਸਿਸ
ஆட்டோஆக்ஸிஜனேற்றம்,ਆਟੋਮਿਡੇਸ਼ਨ
ஆட்டோபோலிப்ளோயிட்,ਆਟੋਪਲਿਪਲਾਈਡ
ஆக்சின்கள்,Auxins
Awn (முறுக்கு),ਅੱਲ (ਬ੍ਰਿਸਟਲ)
பாதம் கொட்டை,ਬਦਾਮ
கற்றாழை,ਐਲੋ
அமராந்தஸ்,ਅਮੈਸ਼ਨਥਸ
அம்மி,ਅਮਮੀ
அஞ்சன் புல்,ਅੰਜਨ ਘਾਹ
அந்தூரியம்,ਐਂਥਿਰੀਅਮ
"அன்லா, இந்திய நெல்லிக்காய்","ਅੋਂਲਾ, ਇੰਡੀਅਨ ਕਰੌਦਾ"
ஆப்பிள்,ਸੇਬ
பாதாமி,ਖੜਮਾਨੀ
ஆர்பியன் மல்லிகை,ਅਰਬੀਅਨ ਜੈਸਮੀਨ
அரேகா நட்டு,ਅਰੇਕਾ ਗਿਰੀਦਾਰ
அர்ஜுன்,ਅਰਜੁਨ
Asfoetida,ਓਡੋਏਟਿਡਾ
சாம்பல் பூசணிக்காய்,ਸੁਆਹ
அசோகா மரம்,ਅਸ਼ੋਕ ਦਾ ਰੁੱਖ
ஆஷ்த்மா களை (யூபோர்பியா),ਅਸ਼ਥਮਾ ਬੂਟੀ (ਯੂਫੋਰਬੀਆ)
அஸ்பாரகஸ்,ਐਸਪੈਰਾਗਸ
வெண்ணெய்,ਆਵਾਕੈਡੋ
அல்பால்ஃபா (லூசர்ன்),ਅਲਫਾਲਫਾ (LUSEREN)
எறும்புகள்,ਕੀੜੀਆਂ
அஃபிட்ஸ்,ਐਫੀਡਜ਼
இராணுவ புழு,ਆਰਮੀ ਕੀੜੀ
விவசாய பொருளாதார நிபுணர்,ਖੇਤੀਬਾੜੀ ਅਰਥਵਾਦੀ
வேளாண் நீட்டிப்பு,ਖੇਤੀਬਾੜੀ ਵਿਸਤ੍ਰਿਤ
விவசாய விஞ்ஞானி,ਖੇਤੀਬਾੜੀ ਵਿਗਿਆਨੀ
விவசாய பொறியாளர்,ਖੇਤੀਬਾੜੀ ਇੰਜੀਨੀਅਰ
வேளாண் நிபுணர்,ਅਗਾਹੀਵੌਇਲੋਜਿਸਟ
வேளாண் விஞ்ஞானி,ਖੇਤੀਬਾਮੀ
வேளாண் இயற்பியல்,ਅਸ਼ੋਲੀ
விலங்கு வளர்ப்பாளர்,ਜਾਨਵਰ ਬ੍ਰੀਡਰ
பேசிலஸ் வைரஸ்,ਬੇਸਿਲਸ ਵਾਇਰਸ
பேசிலஸ்,ਬੈਸੀਲਸ
பாக்டீரியா,ਬੈਕਟੀਰੀਆ
பாக்டீரியோடாக்சின்,ਬੈਕਟੀਰੋਅਟੌਕਸਿਨ
கரும்பு சக்கை,ਬੈਗਸ
இருப்புநிலை,ਸੰਤੁਲਨ ਸ਼ੀਟ
சீரான கருத்தரித்தல்,ਸੰਤੁਲਿਤ ਖਾਦ
பார் வரைபடம்,ਬਾਰ ਡਾਇਗਰਾਮ
பட்டை,ਸੱਕ
காற்றழுத்தமானி,ਬੈਰੋਮੀਟਰ
தரிசு,ਬੰਜਰ
அடித்தளம்,ਅਧਾਰ
பேசின்,ਬੇਸਿਨ
பாசிபெட்டல்,ਬਾਸਿਪਟਲ
பாஸ்கிஸ்டெர்னம்,ਬਾਸੈਸਟਰਨੀਮ
விரிகுடா பருவமழை,ਬੇ ਮਾਨਸੂਨ
தாங்கும் ஆலை,ਬੇਅਰਿੰਗ ਪੌਦਾ
படுக்கை,ਬਿਸਤਰੇ
படுக்கை,ਬੇਡਰ
படுக்கை,ਬਿਸਤਰੇ
பீட் மோலாஸ்கள்,ਬੀਟ ਗੁੜ
பெல்லோஸ்,ਝੁਕੋ
பெல்ட்,ਬੈਲਟ
நன்மை-செலவு பகுப்பாய்வு,ਲਾਭ-ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ
சார்புடைய (மாதிரி),ਪੱਖਪਾਤੀ (ਸੈਂਲਿੰਗ)
இருபது ஆண்டு,ਬਨੀਅਲ
இரும,ਬਿਨੀਮਾਇਲ
உயிரி கையேடு,ਬਾਇਓਜੈਂਟ
பயோக்ளைமேட்,ਬਾਇਓਸੈਲਮੇਟ
பயோஎனெர்ஜி,ਬਾਇਓਨੇਰਜੀ
பயோனமிக்ஸ்,ਬਯਨੋਮਿਕਸ
உயிரியக்கவியல்,ਬਾਇਓਰੇਟਰ
உயிர்க்கோளம்,ਬਾਇਓਸਪੇਅਰ
உயிரியல்,ਬਾਇਓਟਿਕ
உயிரியல் வகை,ਬਾਇਓਟਾਈਪ
இருபால்,ਲਿੰਗੀ
பிளான்சிங்,ਬਲੈਂਚਿੰਗ
குண்டு வெடிப்பு,ਧਮਾਕਾ
கலவை,ਮਿਸ਼ਰਣ
ப்ளைட்,ਝੁਲਸਣ
கொப்புளம்,ਛਾਲੇ
நீல புரட்சி,ਨੀਲਾ ਇਨਕਲਾਬ
கீழே வெப்ப அறை,ਤਲ ਗਰਮੀ ਚੈਂਬਰ
கீழே வெப்ப நுட்பம்,ਤਲ ਹੀਟ ਤਕਨੀਕ
பிரான்,ਬ੍ਰੈਨ
கிளைகள்,ਸ਼ਾਖਾ
கிளை,ਬ੍ਰੀਚਲੇਟ
இனம்,ਨਸਲ
இனப்பெருக்க,ਪ੍ਰਜਨਨ
கரைந்து,ਝਗੜਾ
அடைகாக்கும்,ਬਰੂਦ
வளரும்,ਉਭਰਦਾ
பட்ஜெட்,ਬਜਟ
இடையக,ਬਫਰ
விளக்கை,ਬੱਲਬ
பன்ட்,ਬੈਂਟ
துணை தயாரிப்பு,ਉਪ-ਉਤਪਾਦ
பாபுல் அகாசியா,ਬਾਬੂਬਦ ਬੱਬੀ
குழந்தை சோளம்,ਬੇਬੀ ਮੱਕੀ
பேல்,ਬਾਲ
பெயில்,ਬਿਲ
பால்சம்,ਬਾਲਸਮ
மூங்கில்,ਬਾਂਸ
வாழை,ਕੇਲਾ
ஆலமரம்,ਬੈਨੀਅਨ ਦਾ ਰੁੱਖ
பார்லி,ਜੌ
பார்ன்யார்ட் மில்லட்,ਬਾਰਨੀਅਰ ਬਾਜਰੇ
துளசி,ਤੁਲਸੀ
பாஸ்டர்ட் சிடார்,ਬਾਸਟਰਡ ਸੀਡਰ
பாஸ்டர்ட் மைரோபாலன்,ਬਾਸਟਰਡ ਮਾਈਰੋਬੇਲਾ
ப au ஹினியா,Bauhinia
பே பெர்ரி,ਬੇ ਬੇਰੀ
பீன்,ਬੀਨ
பீட்,ਚੁਕੰਦਰ
பெல்லடோனா,ਬੇਲਾਡੋਨਾ
பெர்,ਬੇਰ
பெர்சீம்,ਸੋਰਸਮ
பெட்டல்,ਸੁਪਾਰੀ
பிலிம்பி,ਬਿਲੀਮਬੀ
பாகற்காய்,ਕੌੜਾ ਬੈਰ
கருப்பு கிராம்,ਕਾਲਾ ਗ੍ਰਾਮ
கருப்பு நைட்ஷேட்,ਕਾਲੀ ਨਾਈਟਸੈਡ
Bougainvillea,ਬੌਗੇਨਵਿਲੇਸਾ
பாட்டில் தூரிகை,ਬੋਤਲ ਬੁਰਸ਼
சுரைக்காய்,ਬੋਤਲ ਬਘਿਆੜ
பெட்டி மரம்,ਬਾਕਸ ਲੜੀ
ரொட்டி பழம்,ਬਰੈੱਡ ਫਲਾਂ
பிரைடல் க்ரீப்பர்,ਵਿਆਹ ਦੀ ਨਿੰਬੂ
பிரிஞ்சல்,ਬ੍ਰਿੰਜਲ
பிராட் பீன்,ਬ੍ਰੌਡ ਬੀਨ
ப்ரோக்கோலி,ਬ੍ਰੋ CC ਓਲਿ
பிரஸ்ஸலின் முளை,ਬ੍ਰਸੇਸਲ ਦਾ ਫੁੱਟ
பக்வீட்,ਬੱਕਵੈਟ
பியூட்டியா,ਬੁਟੀਆ
பாண்டிகூட்,ਬੈਂਡਿਕੋਟ
தாங்க,ਰਿੱਛ
வண்டு,ਬੀਟਲ
கொப்புளம் வண்டு,ਛਾਲੇ ਬੀਟਲ
நீல காளை,ਨੀਲਾ ਬੁੱਲ
போல் புழு,ਬੁਲ ਕੀੜਾ
பட்டாம்பூச்சி,ਬਟਰਫਲਾਈ
பாக்டீரியாலஜிஸ்ட்,ਜੀਵਾਣੂ-ਵਿਗਿਆਨੀ
உயிர் வேதியியலாளர்,ਬਾਇਓਕੈਮਿਸਟ
உயிரியலாளர்,ਜੀਵ ਵਿਗਿਆਨੀ
பயோடெக்னாலஜிஸ்ட்,ਬਾਇਓਟੈਕਨੋਲੋਜਿਸਟ
தாவரவியலாளர்,ਬੋਟੈਨਿਸਟ
சி ஈரப்பதம் சிறப்பியல்பு வளைவு,ਸੀ ਨਮੀ ਦੇ ਗੁਣ
கேக்,ਕੇਕ
கணக்கீட்டு,ਕੈਲਕਿਸ
கணக்கீடு,ਕੈਲਸੀਫਿਕੇਸ਼ਨ
பாஸ்பேட் கணக்கீடு,ਫਾਸਫੇਟ ਦਾ ਹਿਸਾਬ
காலோசிட்டி,ਕਲੇਸ਼
கால்சஸ்,ਕਾਲਸ
கலிக்ஸ்,ਕੈਲੀਕਸ
கலிக்ஸ்-எண்ட்,ਕੈਲੀਕਸ-ਐਂਡ
காம்பியம்,ਕੈਮਬੀਅਮ
புற்றுநோய்,ਕੈਨਕਰ
கேனிங்,ਕੈਨਿੰਗ
விதானம்,ਕੈਨੋਪੀ
மூலதனம்,ਪੂੰਜੀ
கேப்ரிஃபிகேஷன்,ਕੈਪਟੇਸ਼ਨ
காப்ஸ்யூல்,ਕੈਪਸੂਲ
கார்பனேற்றப்பட்ட,ਕਾਰਬੋਨੇਟਡ
கார்பனாக்கல்,ਕਾਰਬੋਨਾਈਜ਼ੇਸ਼ਨ
கார்பல்,ਕਾਰਪਲ
கார்பஸ்,ਕਾਰਪਸ
வார்ப்பு,ਕਾਸਟਿੰਗ
வினையூக்கம்,ਕੈਟਾਬੋਲਿਜ਼ਮ
வினையூக்கம்,ਉਤਪ੍ਰੇਸਿਆ
கம்பளிப்பூச்சி,ਕੇਟਰਪਿਲਰ
சி-டி.என்.ஏ நூலகம்,ਸੀ-ਡੀ ਐਨ ਏ ਲਾਇਬ੍ਰੇਰੀ
உச்சவரம்பு,ਛੱਤ
செல்,ਸੈੱਲ
மத்திய தலைவர் அமைப்பு,ਕੇਂਦਰੀ ਲੀਡਰ ਸਿਸਟਮ
மையமாக,ਕੇਂਦਰਿਤ
மையவிலக்கு,ਸੈਂਟਰਿਫੁਗਾਸ਼ਨ
மையவிலக்கு,ਸੈਂਟਰਿਫਿ ize ਜ
சென்ட்ரியோல்,ਸੈਂਟਰਿਓਲ
சென்ட்ரோஜெனிக்,CentRogenic
சென்ட்ரெஸ்ஜெனஸ்,ਸੈਂਟੀਗਨੌਜ਼
செர்கஸ்,ਚੱਕਰ
தானியங்கள்,ਅਨਾਜ
சான்றிதழ்,ਸਰਟੀਫਿਕੇਸ਼ਨ
சான்றளிக்கப்பட்ட விதை,ਪ੍ਰਮਾਣਿਤ ਬੀਜ
சஃப்,ਤੂਫਾਨ
சலாசா,ਚਮਜ਼ਾ
வேதியியல்,ਮੈਕੌਟ੍ਰੋਜ਼ਿਜ਼ਮ
சியாஸ்மா,ਚਿਆਸਮਾ
குளிர்ச்சியான நேரம்,ਚਿਲਿੰਗ ਘੰਟੇ
குளிர்ச்சியான காயம்,ਸੱਟ ਲੱਗ ਰਹੀ ਸੱਟ
சிமேரா,Chimera
குளோராந்தி,ਚਲੋਟਰੈਠੀ
குளோரோபில்,ਕਲੋਰੋਫਿਲ
குளோரோசிஸ்,ਕਲੋਰੋਸਿਸ
குளோரோலஜி,ਕਲੋਰੋਲੋਜੀ
குரோமாடிட்,Chrimindidd
குரோமாடின்,ਕ੍ਰੋਮੈਟਿਨ
குரோமடோகிராபி,ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ
குரோமாடோலிசிஸ்,ਕ੍ਰੋਮੈਟੋਲਸਿਸ
குரோமோசென்ட்ரே,ਕ੍ਰੋਮੋਸੀਸਟਰ
குரோமோஜெனெஸிஸ்,ਕ੍ਰੋਮੋਜੇਨੇਸਿਸ
குரோமோபுரோட்டீன்,ਕ੍ਰੋਮੋਪ੍ਰੋਟੀਨ
குரோமோசோம்,ਕ੍ਰੋਮੋਸੋਮ
நாள்பட்ட,ਦੀਰਘ
சிட்ரேஞ்ச்,ਸਾਇੰਗ
கிளாடோட்,ਕਲੇਡਡ
வகைப்பாடு,ਵਰਗੀਕਰਣ
களிமண்,ਮਿੱਟੀ
சுத்தம்,ਸਫਾਈ
கிளீஸ்டோகாமி,ਕਲੇਰਿਸਟਾਗਮੀ
க்ளைமாக்டெரிக் பழம்,ਜਲਦਬਾਜ਼ੀ ਦਾ ਫਲ
காலநிலை,ਮੌਸਮ
காலநிலைவியல்,ਜਲਵਾਯੂ
கிளிப்பர்,ਕਲੀਪਰ
துணி,ਕਲੋਡ
குளோன்,ਕਲੋਨ
மேகம்,ਬੱਦਲ
கொத்து,ਕਲੰਪ
கொத்து,ਕਲੱਸਟਰ
கரடுமுரடான,ਮੋਟੇ
கோட்டை (விதை),ਕੋਟ (ਬੀਜ)
COCOON,ਕੋਕੂਨ
கோஎன்சைம்,ਸਿੱਕੇ
ஒத்திசைவு,ਏਕਤਾ
Coir,ਕੋਇਰ
கோல்ரோஹிசா,ਕੋਲੀੋਰਿਹਿਜ਼ਾ
காலர்,ਕਾਲਰ
கூழ் (மண்),ਕੋਲੋਇਡ (ਮਿੱਟੀ)
கொலுமெல்லா,ਕੋਲਮੂਲਾ
நெடுவரிசை,ਕਾਲਮ
துவக்கவாதம்,ਰਿਮੈਂਸੀਵਾਦ
வணிக வங்கி,ਵਪਾਰਕ ਬੈਂਕ
பொருள்,ਕਮੋਡਿਟੀ
சமூக,ਕਮਿ Community ਨਿਟੀ
சுருக்கம் (மண்ணின்),ਸੰਕੁਚਨ (ਮਿੱਟੀ ਦਾ)
பொருந்தக்கூடிய தன்மை,ਅਨੁਕੂਲਤਾ
பொருந்தக்கூடிய தன்மை,ਅਨੁਕੂਲਤਾ
இழப்பீடு,ਮੁਆਵਜ਼ਾ
போட்டி தொடர்பு,ਮੁਕਾਬਲੇਬਾਜ਼ੀ ਨਾਲ ਗੱਲਬਾਤ
நிரப்பு பயிர்,ਪੂਰਕ ਫਸਲ
சிக்கலான,ਗੁੰਝਲਦਾਰ
கூறு,ਭਾਗ
கலவை,ਰਚਨਾ
உரம்,ਖਾਦ
கூட்டு வட்டி,ਮਿਸ਼ਰਿਤ ਦਿਲਚਸਪੀ
கணக்கீடு,ਗਣਨਾ
கணினி,ਕੰਪਿ computer ਟਰ
செறிவு,ਧਿਆਨ ਟਿਕਾਉਣਾ
கண்டிஷனர்,ਕੰਡੀਸ਼ਨਰ
நடத்தை,ਚਾਲ-ਚਲਣ
உள்ளமைவு,ਕੌਨਫਿਗਰੇਸ਼ਨ
ஏற்ப,ਅਨੁਕੂਲਤਾ
குழப்பம்,ਉਲਝਣ
இணைவு,ਸੰਜੋਗ
இணைப்பு,ਕੁਨੈਕਟਿਵ
பாதுகாப்பு,ਸੰਭਾਲ
ஒருங்கிணைப்பு,ਇਕਜੁੱਟ
தொகுதிகள்,ਹਲਕੇ
நுகர்வோர்,ਖਪਤਕਾਰ
நுகர்வு,ਖਪਤ
மாசுபாடு,ਗੰਦਗੀ
விளிம்பு நடவு,ਕੋਟੌਰ ਲਾਉਣਾ
விளிம்பு,ਸਮਾਲ
ஒப்பந்த விவசாயம்,ਇਕਰਾਰਨਾਮਾ ਖੇਤੀ
கட்டுப்படுத்தப்பட்ட சேமிப்பு,ਨਿਯੰਤਰਿਤ ਸਟੋਰੇਜ
கூட்டுறவு வங்கி,ਸਹਿਕਾਰਤਾ ਵਾਲਾ ਬੈਂਕ
கூட்டுறவு,ਸਹਿਕਾਰਤਾ
காப்பிஸ்,ਕਾੱਪੀਸ
கோர்ம்,ਕੋਰਮ
கொரோலா,ਕੋਰੋਲਾ
கோர்டெக்ஸ்,ਕੋਰਟੇਕਸ
செலவு,ਲਾਗਤ
கோட்டிலிடன் (விதை),ਕੋਟੀਲਡਨ (ਬੀਜ)
கடன் சங்கம்,ਕਰੈਡਿਟ ਸੁਸਾਇਟੀ
கடன்,ਕ੍ਰੈਡਿਟ
கடன் வழங்குபவர்,ਲੈਣਦਾਰ
முகடு,ਕਰੈਸਟ
நொறுக்குதல்,Crinkle
நெருக்கடி,ਸੰਕਟ
அளவுகோல்,ਮਾਪਦੰਡ
விமர்சன,ਆਲੋਚਨਾਤਮਕ
பயிர் காப்பீடு,ਫਸਲੀ ਬੀਮਾ
பயிர் கடன்,ਫਸਲ ਲੋਨ
பயிர்,ਫਸਲ
பயிர் பகுதி,ਕਰੂਪਿੰਗ ਖੇਤਰ
குறுக்கு இணக்கமானது,ਕਰਾਸ-ਅਨੁਕੂਲ
