Assamese,Odiya
দ্বিচলকীয় বিতৰণ,ବିଭାରିଏଟ୍ ବଣ୍ଟନ |
দ্বিচলকীয় স্বাভাৱিক বিতৰণ,ସାଧାରଣ ବଣ୍ଟନ
বাইভেক্টৰ,ବିଭେକ୍ଟର୍ |
বোল্টজমেন সমীকৰণ,ବୋଲ୍ଟଜମାନ୍ ସମୀକରଣ |
বুলিয়ান বীজগণিত,ବୁଲିୟନ୍ ବୀଜ ବର୍ଣ୍ଣନା |
Bose - আইনষ্টাইন পৰিসংখ্যা,ବୋଷ - ଆଇନଷ୍ଟାଇନ ପରିସଂଖ୍ୟାନ |
সীমাৰ অৱস্থা,ସୀମା ଅବସ୍ଥା
সীমা স্তৰ,ସୀମା ସ୍ତର |
সীমাৰেখা,ସୀମା ରେଖା |
সীমা মূল্য,ସୀମା ମୂଲ୍ୟ
সীমা মূল্যৰ সমস্যা,ସୀମା ମୂଲ୍ୟ ସମସ୍ୟା |
সীমাবদ্ধ ফলন,ସୀମାବଦ୍ଧ କାର୍ଯ୍ୟ
সীমাবদ্ধ মেট্ৰিক্স,ସୀମିତ ମାଟ୍ରିକ୍ସ |
সীমাবদ্ধ অঞ্চল,ସୀମାବଦ୍ଧ ଅଞ୍ଚଳ |
সীমাবদ্ধ ছেট,ସୀମାବଦ୍ଧ ସେଟ୍ |
ব্ৰাউনিয়ান গতি,ବ୍ରାଉନିଆନ୍ ଗତି |
গণনা কৰ,ଗଣନା କର
গণনা কৰা,ଗଣନା
গণনা কৰা মেচিন,ଗଣନା ଯନ୍ତ୍ର
গণনা কৰা,ଗଣନା
গণনামূলক পদ্ধতি,ଗଣନା ପ୍ରଣାଳୀ
কেলকুলেটৰ,କାଲକୁଲେଟର
কেলকুলাছ,ଗଣନା
তাৰতম্যৰ কেলকুলাছ,ପରିବର୍ତ୍ତନର ଗଣନା
কেলৰি,କ୍ୟାଲୋରୀ
বাতিল আইন,ବାତିଲ ନିୟମ
কেননিক সমীকৰণ,କାନୋନିକାଲ୍ ସମୀକରଣ |
কেননিক ৰূপ,କାନୋନିକାଲ୍ ଫର୍ମ |
কেননিক মেট্ৰিক্স,କାନୋନିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ |
কেন্টৰ ছেট,କ୍ୟାଣ୍ଟର ସେଟ୍ |
কেণ্টৰৰ ত্ৰিমাত্ৰিক চেট,କ୍ୟାଣ୍ଟରର ଟର୍ନାରୀ ସେଟ୍ |
ক্ষমতাসম্পন্ন পৰিবহণ সমস্যা,କ୍ଷମତା ସମ୍ପନ୍ନ ପରିବହନ ସମସ୍ୟା |
ক্ষমতা,କ୍ଷମତା
কেপিলাৰী বল,କ୍ୟାପିଲାରୀ ଫୋର୍ସ |
কাৰ্ডিনেল নম্বৰ,କାର୍ଡିନାଲ୍ ସଂଖ୍ୟା
কাৰ্টেছিয়ান অক্ষ,କାର୍ଟେସିଆନ୍ କୁମ୍ଭ |
কাৰ্টেছিয়ান স্থানাংক,କାର୍ଟେସିଆନ୍ ସଂଯୋଜନା |
কাৰ্টেছিয়ান উৎপাদন,କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |
গোটৰ কাৰ্টেছিয়ান উৎপাদক,ସେଟ୍ ର କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |
কেছ ষ্টডি,କେସ୍ ଷ୍ଟଡି |
বিপৰ্যয়জনক উঠা-নমা,ବିପର୍ଯ୍ୟସ୍ତ ପରିବର୍ତ୍ତନ
কেটেনাৰী,କ୍ୟାଟେନାରୀ |
কাউচি বিতৰণ,କାଚି ବଣ୍ଟନ |
কাউচি সূত্ৰ,କାଚି ସୂତ୍ର |
কৌচি গৌৰছাট উপপাদ্য,କାଚି ଗୁରସାଟ ଥିଓରେମ୍ |
কাউচি ৰিমেন চৰ্ত,କାଚି ରିମାନ୍ ଅବସ୍ଥା |
ক&#39;চি ক্ৰম,କାଚି କ୍ରମ |
কৌচি অবিচ্ছেদ্য,କାଚି ଇଣ୍ଟିଗ୍ରାଲ୍ |
কাউচি প্ৰধান মূল্য,କାଚି ମୁଖ୍ୟ ମୂଲ୍ୟ |
