Hindi,Punjabi
बीजीय समीकरण,ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ
बीजीय व्यंजक,ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ
बीजीय समघात,ਬੀਜਗਣਿਤ ਰੂਪ
बीजीय फलन,ਬੀਜਗਣਿਤ ਫੰਕਸ਼ਨ
बीजीय ज्यामिति,ਬੀਜਗਣਿਤ ਜਿਓਮੈਟਰੀ
बीजीय बहुकता,ਬੀਜਗਣਿਤ ਗੁਣਾ
बीजीय निकाय,ਬੀਜਗਣਿਤ ਪ੍ਰਣਾਲੀ
सर्व-पूर्णांक समस्या,ਸਾਰੇ ਪੂਰਨ ਅੰਕ ਸਮੱਸਿਆ
"नियतन समस्या वाटपप्रश्न,",ਵੰਡ ਸਮੱਸਿਆ
अक्षरात्मक संकेत पद्‌धति,ਵਰਣਮਾਲਾ ਸੰਕੇਤ
अक्षरात्मक संप्रतीक,ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ
एकांतर कोण,ਵਿਕਲਪਕ ਕੋਣ
"एकांतर समघात प्रत्यावर्ती रूप,",ਬਦਲਵੇਂ ਰੂਪ
एकांतर समूह,ਬਦਲਵੇਂ ਸਮੂਹ
एकांतर आव्यूह,ਬਦਲਵੀਂ ਮੈਟਰਿਕਸ
एकांतर श्रेणी,ਬਦਲਵੀਂ ਲੜੀ
वैकल्पिक परिकल्पना,ਵਿਕਲਪਕ ਅਨੁਮਾਨ
वैकल्पिक इष्टमत,ਵਿਕਲਪਕ ਅਨੁਕੂਲਤਾ
वैकल्पिक परिणाम,ਵਿਕਲਪਕ ਨਤੀਜਾ
अनुरूप-अंकीय परिवर्तक,ਐਨਾਲਾਗ-ਟੂ-ਡਿਜੀਟਲ ਕਨਵਰਟਰ
"अनुरूप कम्प्यूटर,",ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ
विश्लेषण,ਵਿਸ਼ਲੇਸ਼ਣ
सहप्रसरण-विश्लेषण,ਸਹਿਪ੍ਰਸਤੀ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ
गणन-आंकड़ों का विश्लेषण,ਗਣਨਾ ਡੇਟਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ
प्रसरण-विश्लेषण,ਵਿਭਿੰਨਤਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ
विश्लेषिक ज्यामिति,ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਜਿਓਮੈਟਰੀ
विश्लेषिक फलन,ਵਿਸ਼ਲੇਸ਼ਣ ਫੰਕਸ਼ਨ
कोण,ਕੋਣ
स्पर्श-कोण,ਸੰਪਰਕ ਦਾ ਕੋਣ
विक्षेप-कोण,ਭਟਕਣ ਦਾ ਕੋਣ
अवनमन-कोण,ਡਿਪਰੈਸ਼ਨ ਦਾ ਕੋਣ
विचलन-कोण,ਭਟਕਣ ਦਾ ਕੋਣ
विवर्तन-कोण,ਵਿਭਿੰਨਤਾ ਦਾ ਕੋਣ
उन्नयन-कोण,ਉਚਾਈ ਦਾ ਕੋਣ
आपतन-कोण,ਘਟਨਾ ਦਾ ਕੋਣ
प्रक्षेप-कोण,ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਾ ਕੋਣ
परावर्तन-कोण,ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ
अपवर्तन-कोण,ਅਪਵਰਤਨ ਦਾ ਕੋਣ
घूर्णन-कोण,ਰੋਟੇਸ਼ਨ ਦਾ ਕੋਣ
पूर्ण परावर्तन-कोण,ਕੁੱਲ ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ
कोणीय त्वरण,ਕੋਣੀ ਪ੍ਰਵੇਗ
कोणीय गति,ਕੋਣੀ ਗਤੀ
कोणीय चाल,ਕੋਣੀ ਗਤੀ
कोणीय वेग,ਕੋਣੀ ਵੇਗ
वलयिका,ਐਨੁਲਸ
उत्तर,ਜਵਾਬ
प्रति-अवकलज,ਵਿਰੋਧੀ ਡੈਰੀਵੇਟਿਵ
प्रतिसममित फलन,ਵਿਰੋਧੀ ਸਮਰੂਪ ਫੰਕਸ਼ਨ
"आच्छाद्य , अनु प्रयोज्य, लागू",ਲਾਗੂ ਹੈ
"अनुप्रयोग उपयोजन,",ਐਪਲੀਕੇਸ਼ਨ
अनुप्रयुक्त गतिशील प्रोग्रामन,ਲਾਗੂ ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ
अनुप्रयुक्त ज्यामिति,ਲਾਗੂ ਕੀਤੀ ਜਿਓਮੈਟਰੀ
अनुप्रयुक्त गणित,ਲਾਗੂ ਗਣਿਤ
अनुप्रयुक्त सांख्यिकी,ਲਾਗੂ ਅੰਕੜੇ
"सन्निकटतः, लगभग",ਲਗਭਗ
सन्निकटतः संतत फलन,ਲਗਭਗ ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ
"स्थूल विधि, सन्निकट विधि",ਅੰਦਾਜ਼ਨ ਢੰਗ
सन्निकट हल,ਅੰਦਾਜ਼ਨ ਹੱਲ
सन्निकटन-समस्या,ਲਗਭਗ ਸਮੱਸਿਆ
सन्निकटन-गुणधर्म,ਲਗਭਗ ਸੰਪਤੀ
अभिक्षमता-परीक्षावली,ਯੋਗਤਾ ਟੈਸਟ ਬੈਟਰੀ
आरगाँ आरेख,Argand ਚਿੱਤਰ
स्वेच्छगहीतृ,ਆਪਹੁਦਰੇ ਢੰਗ ਨਾਲ ਚੁਣਿਆ ਗਿਆ ਹੈ
"स्वेच्छ, यादृच्छिक",ਮਨਮਾਨੀ
स्वेच्छ अचर,ਆਪਹੁਦਰੇ ਸਥਿਰ
स्वेच्छ अवयव,ਆਪਹੁਦਰੇ ਤੱਤ
स्वेच्छ बिन्दु,ਮਨਮਾਨੀ ਬਿੰਦੂ
आर्किमीडी नियम,ਆਰਕੀਮੀਡੀਅਨ ਕਾਨੂੰਨ
आर्किमीडीज़ का नियम,ਆਰਕੀਮੀਡੀਜ਼ ਸਿਧਾਂਤ
"चाप-दैर्घ्य, चाप-लम्बाई",ਚਾਪ ਦੀ ਲੰਬਾਈ
वत्तृ चाप,ਚੱਕਰ ਦਾ ਚਾਪ
प्रतिलोम ज्या बंटन,ਚਾਪ ਸਾਇਨ ਵੰਡ
प्रतिलोम ज्या रूपांतरण,ਚਾਪ ਸਾਇਨ ਪਰਿਵਰਤਨ
" क्षेत्र , क्षेत्रफल",ਖੇਤਰ
क्षेत्रीय विन्यास,ਖੇਤਰੀ ਬਣਤਰ
सम्मिश्र संख्या का कोणांक,ਕੰਪਲੈਕਸ ਨੰਬਰ ਦੀ ਦਲੀਲ
समांतर माध्य,ਗਣਿਤ ਦਾ ਮਤਲਬ
अंकीय संक्रिया,ਗਣਿਤ ਦੀ ਕਾਰਵਾਈ
अंकीय एकक,ਗਣਿਤ ਦੀ ਇਕਾਈ
"विन्यास, व्यवस्था",ਪ੍ਰਬੰਧ
"व्यूह , सरणी",ਐਰੇ
कृत्रिम उपग्रह,ਨਕਲੀ ਸੈਟੇਲਾਈਟ
कृत्रिम चर,ਨਕਲੀ ਵੇਰੀਏਬਲ
आरोहण करना,ਚੜ੍ਹਨਾ
आरोही,ਵੱਧਦੇ ਹੋਏ
परिमाण का आरोही क्रम,ਤੀਬਰਤਾ ਦਾ ਵੱਧਦਾ ਕ੍ਰਮ
आरोही श्रेणी,ਚੜ੍ਹਦੀ ਲੜੀ
कोडांतरक भाषा,ਅਸੈਂਬਲਰ ਭਾਸ਼ਾ
"नियतन समस्या नियतन प्रश्न,",ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ
साहचर्य नियम,ਸਹਿਯੋਗੀ ਕਾਨੂੰਨ
संकारकों का साहचर्य नियम,ਆਪਰੇਟਰਾਂ ਦਾ ਸਹਿਯੋਗੀ ਕਾਨੂੰਨ
साहचर्य-संक्रिया,ਸਹਿਯੋਗੀ ਕਾਰਵਾਈ
सहचारिता,ਸੰਗਤ
कल्पित माध्य,ਮਤਲਬ ਮੰਨਿਆ
कल्पित प्रायिकता बंटन,ਅਨੁਮਾਨਿਤ ਸੰਭਾਵਨਾ ਵੰਡ
" कल्पना , गृहीत,",ਧਾਰਨਾ
ज्योतिष,ਜੋਤਿਸ਼
"अंतरिक्षयानिक इंजीनियर अंतराळी अभियंता,",ਪੁਲਾੜ ਵਿਗਿਆਨੀ ਇੰਜੀਨੀਅਰ
खगोलज्ञ*,ਖਗੋਲ ਵਿਗਿਆਨੀ
खगोलीय घड़ी,ਖਗੋਲੀ ਘੜੀ
खगोलिकी,ਖਗੋਲ ਵਿਗਿਆਨ
असममित वक्र,ਅਸਮਿਤ ਵਕਰ
असममिति,ਅਸਮਿਤੀ
अनंतस्पर्शी,asymptote
उपगामी,asymptotic
उपगामी दक्ष आकलक,asymptotically ਕੁਸ਼ਲ ਅਨੁਮਾਨਕ
उपगामी अनभिनत आकलक,asymptotically ਨਿਰਪੱਖ ਅਨੁਮਾਨਕ
उपगामी आचरण,asymptotic ਵਿਵਹਾਰ
उपगामी बंटन-फलन,asymptotic ਵੰਡ ਫੰਕਸ਼ਨ
उपगामी प्रसार,asymptotic ਵਿਸਥਾਰ
वायु मंडलीय दाब,ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ
"यदृच्छया,",ਬੇਤਰਤੀਬੇ &#39;ਤੇ
गुण*,ਵਿਸ਼ੇਸ਼ਤਾ
गुण-प्रतिचयन-क्रियाविधि,ਗੁਣ ਨਮੂਨਾ ਪ੍ਰਕਿਰਿਆ
संवर्धित आव्यूह,ਵਧੀ ਹੋਈ ਮੈਟਰਿਕਸ
स्वसहसंबंध गुणांक,ਸਵੈ-ਸੰਬੰਧ ਗੁਣਾਂਕ
स्वसहसंबंध फलन,ਸਵੈ-ਸਬੰਧੀ ਫੰਕਸ਼ਨ
स्वसहप्रसरण,autocovariance
स्वचालित अभिकलित्र,ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਰ
स्वसमाश्रयण,ਆਟੋਰਿਗਰੇਸ਼ਨ
सहायक समीकरण,ਸਹਾਇਕ ਸਮੀਕਰਨ
माध्य प्रतिदर्श संख्या वक्र (मा.प्र.सं. वक्र),ਔਸਤ ਨਮੂਨਾ ਨੰਬਰ ਵਕਰ (ASN ਕਰਵ)
" स्वयंसिद्‌ध , अभिगृहीत",axiom
अभिगहीती दृष्टिकोण,ਸਵੈ-ਜੀਵਨੀ ਪਹੁੰਚ
प्रायिकता अभिगृहीत,ਸੰਭਾਵਨਾ ਦਾ axiom
अक्ष,ਧੁਰਾ
भुजाक्ष,abscissa ਦਾ ਧੁਰਾ
भू-अक्ष,ਧਰਤੀ ਦੀ ਧੁਰੀ
परिक्रमण-अक्ष,ਇਨਕਲਾਬ ਦੀ ਧੁਰੀ
घूर्णन अक्ष,ਰੋਟੇਸ਼ਨ ਦਾ ਧੁਰਾ
प्रचक्रण-अक्ष,ਸਪਿਨ ਦਾ ਧੁਰਾ
पश्च-प्रतिस्थापन,ਵਾਪਸ-ਸਥਾਪਨਾ
पश्चांतर,ਪਿਛਲਾ ਫਰਕ
पश्च अंतर्वेशन-सूत्र,ਬੈਕਵਰਡ-ਇੰਟਰਪੋਲੇਸ਼ਨ ਫਾਰਮੂਲਾ
"तुला, तराजू , संतु लन , शेष, बाकी , संतुलित होना, संतुलित करना",ਸੰਤੁਲਨ
संतुलित अभिकल्पना,ਸੰਤੁਲਿਤ ਡਿਜ਼ਾਈਨ
तुलन-पत्र,ਸੰਤੁਲਨ ਸ਼ੀਟ
प्रक्षेपास्त्र,ਬੈਲਿਸਟਿਕ ਮਿਜ਼ਾਈਲ
"प्राक्षेपिकी, अस्त्र विज्ञान",ਬੈਲਿਸਟਿਕਸ
" स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी , रोधिका, भित्ति , बार , रेखा, रेखिका , परीक्षण रेखा, धार",ਪੱਟੀ
"आधार , क्षारक , अधम , मूल , बेस",ਅਧਾਰ
आधार कोण,ਅਧਾਰ ਕੋਣ
"लघुगणक का आधार, लॉगरिथ्म का आधार",ਲਘੂਗਣਕ ਦਾ ਅਧਾਰ
"आधारी, मूल,",ਬੁਨਿਆਦੀ
आधारी सुसंगत हल,ਬੁਨਿਆਦੀ ਸੰਭਵ ਹੱਲ
आधारी हल,ਬੁਨਿਆਦੀ ਹੱਲ
आधारी चर,ਬੁਨਿਆਦੀ ਵੇਰੀਏਬਲ
आधारक,ਆਧਾਰ
आधार अवयव,ਆਧਾਰ ਤੱਤ
आधारी आव्यूह,ਆਧਾਰ ਮੈਟਰਿਕਸ
सदिश समष्टि का आधार,ਇੱਕ ਵੈਕਟਰ ਸਪੇਸ ਦਾ ਅਧਾਰ
उपसमष्टि का आधार,ਸਬਸਪੇਸ ਦਾ ਆਧਾਰ
बेज़-आकल,ਬੇਸੀਅਨ ਅੰਦਾਜ਼ਾ
बेज़-नियम,ਬੇਸ ਦਾ ਕਾਨੂੰਨ
बेज़-प्रमेय,ਬੇਅਸ ਦਾ ਸਿਧਾਂਤ
बर्नूली-बंटन,ਬਰਨੌਲੀ ਵੰਡ
बर्नूली संख्या,ਬਰਨੌਲੀ ਨੰਬਰ
बर्नूली प्रायिकता-फलन,ਬਰਨੌਲੀ ਪ੍ਰੋਬੇਬਿਲਟੀ ਫੰਕਸ਼ਨ
बर्नूली-समीकरण,ਬਰਨੌਲੀ ਦਾ ਸਮੀਕਰਨ
बेरी फलन,ਬੇਰੀ ਫੰਕਸ਼ਨ
श्रेष्ठतम आसंजन,ਵਧੀਆ ਫਿੱਟ
श्रेष्ठतम आसंजन रेखा,ਵਧੀਆ - ਫਿੱਟ ਲਾਈਨ
सर्वोत्तम हल,ਵਧੀਆ ਹੱਲ
सर्वोत्तम युक्तियाँ,ਵਧੀਆ ਰਣਨੀਤੀਆਂ
बीटा बंटन,ਬੀਟਾ ਵੰਡ
"अभिनति, बायस",ਪੱਖਪਾਤ
अभिनत आकल,ਪੱਖਪਾਤੀ ਅਨੁਮਾਨ
द्विप्रसंवादी समीकरण,biharmonic ਸਮੀਕਰਨ
एकैकी आच्छादन,ਦੋਭਾਗ
एकैकी आच्छादी प्रतिचित्र,ਦੋ-ਪੱਖੀ ਨਕਸ਼ਾ
एकैकी आच्छादी प्रतिचित्रण,ਦੋ-ਪੱਖੀ ਮੈਪਿੰਗ
द्विएकघाती समघात,ਦੋ-ਲੀਨੀਅਰ ਫਾਰਮ
द्विरैखिक फलन,ਦੋ-ਲੀਨੀਅਰ ਫੰਕਸ਼ਨ
द्विरैखिक हर्मिटीय समघात,ਦੋ-ਲੀਨੀਅਰ ਹਰਮੀਟੀਅਨ ਰੂਪ
"द्वि-चर, द्वि-आधारी, द्वयी",ਬਾਈਨਰੀ
"द्वि-आधारी कोड, द्विआधारी कूट",ਬਾਈਨਰੀ ਕੋਡ
"द्वि-आधारी कूट दशमलव, द्वि-आधारी कोडित दशमलव",ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ
द्वि-आधारी कूटलेखन,ਬਾਈਨਰੀ ਕੋਡਿੰਗ
द्वि-आधारी अभिकलित्र,ਬਾਈਨਰੀ ਕੰਪਿਊਟਰ
द्वि-आधारी अंक,ਬਾਈਨਰੀ ਅੰਕ
द्विआधारी संक्रिया,ਬਾਈਨਰੀ ਕਾਰਵਾਈ
द्विआधारी पद्‌धति,ਬਾਈਨਰੀ ਸਿਸਟਮ
द्विआधारी चर,ਬਾਈਨਰੀ ਵੇਰੀਏਬਲ
द्विपद गुणांक,ਬਾਇਨੋਮੀਅਲ ਗੁਣਾਂਕ
द्विपद बंटन,ਬਾਇਨੋਮੀਅਲ ਵੰਡ
द्विपद समीकरण,ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ
द्विपद प्रसरण,ਬਾਇਨੋਮੀਅਲ ਵਿਸਤਾਰ
द्विपद व्यंजक,ਦੋਨੋਮੀ ਸਮੀਕਰਨ
द्विपद यादृच्छिक चर,ਬਾਇਨੋਮੀਅਲ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ
द्विपद-प्रमेय,ਬਾਇਨੋਮੀਅਲ ਥਿਊਰਮ
"अर्धन, द्विभाजन",ਦੋਭਾਗ
"समद्विभाजन विधि, अर्धीकरण विधि",ਦੋਭਾਗ ਵਿਧੀ
"अर्धक, द्विभाजक",ਬਾਈਸੈਕਟਰ
"द्विपंक्तिक, द्विश्रेणिक",biserial
"द्वयंक (द्विआधारी अंक) , अणी, बरमी , टूक",ਬਿੱਟ
द्विचर द्विपद-बंटन द्विचल,bivariate binomial distribution
द्विचर सहसंबंध गुणांक,ਬਾਇਵਾਰੀਏਟ ਸਹਿ-ਸਬੰਧ ਗੁਣਾਂਕ
द्विचर बंटन,ਦੋ-ਪੱਖੀ ਵੰਡ
द्विचर प्रसामान्य-बंटन,ਬਾਇਵਰੀਏਟ ਸਧਾਰਣ ਵੰਡ
द्विसदिश,bivector
बोल्ट्मान समीकरण,ਬੋਲਟਜ਼ਮੈਨ ਸਮੀਕਰਨ
बूलीय बीजावली*,ਬੂਲੀਅਨ ਅਲਜਬਰਾ
बोस-आइन्स्टाइन सांख्यिकी,ਬੋਸ - ਆਈਨਸਟਾਈਨ ਦੇ ਅੰਕੜੇ
परिसीमा प्रतिबन्ध,ਸੀਮਾ ਸਥਿਤੀ
परिसीमा स्तर,ਸੀਮਾ ਪਰਤ
परिसीमा रेखा,ਸੀਮਾ ਰੇਖਾ
परिसीमा मान,ਸੀਮਾ ਮੁੱਲ
परिसीमा मान समस्या,ਸੀਮਾ ਮੁੱਲ ਸਮੱਸਿਆ
"परिबद्‌ध फलन परिबद्‌ध फल,",ਸੀਮਾਬੱਧ ਫੰਕਸ਼ਨ
"परिबद्‌ध मैट्रिक्स, परिबद्‌ध आव्यूह परिबद्‌ध सारणी,",ਸੀਮਾਬੱਧ ਮੈਟ੍ਰਿਕਸ
"परिबद्‌ध प्रदेश परिबद्‌ध प्रदेश,",ਸੀਮਾਬੱਧ ਖੇਤਰ
"परिबद्‌ध समच्चय परिबद्‌ध संच,",ਸੀਮਾਬੱਧ ਸੈੱਟ
ब्राउनी गति,ਬ੍ਰਾਊਨੀਅਨ ਮੋਸ਼ਨ
परिकलन करना,ਗਣਨਾ ਕਰੋ
परिकलन,ਗਣਨਾ
"परिकलन-यंत्र, परिकलित्र",ਗਣਨਾ ਮਸ਼ੀਨ
परिकलन*,ਗਣਨਾ
परिकलनात्मक क्रिया विधि,ਗਣਨਾ ਵਿਧੀ
" परिकलित्र , परिकलक",ਕੈਲਕੁਲੇਟਰ
"कलन, कैलकुलस",ਕੈਲਕੂਲਸ
विचरण-कलन,ਪਰਿਵਰਤਨ ਦਾ ਕੈਲਕੂਲਸ
कैलोरी,ਕੈਲੋਰੀ
निरसन नियम,ਰੱਦ ਕਰਨ ਦਾ ਕਾਨੂੰਨ
विहित समीकरण,ਕੈਨੋਨੀਕਲ ਸਮੀਕਰਨ
विहित रूप,ਕੈਨੋਨੀਕਲ ਰੂਪ
"विहित मैट्रिक्स, के नानिकल मैट्रिक्स",ਕੈਨੋਨੀਕਲ ਮੈਟ੍ਰਿਕਸ
कैन्टर समुच्चय,ਕੈਂਟਰ ਸੈੱਟ
कैन्टर त्रिआधारी समुच्चय,ਕੈਂਟਰ ਦਾ ਟਰਨਰੀ ਸੈੱਟ
परिबंधित परिवहन समस्या,ਸਮਰੱਥਾ ਵਾਲੀ ਆਵਾਜਾਈ ਦੀ ਸਮੱਸਿਆ
क्षमता,ਸਮਰੱਥਾ
केशिका-बल,ਕੇਸ਼ਿਕਾ ਬਲ
"गणन संख्या, कार्डिनल संख्या",ਮੁੱਖ ਨੰਬਰ
कार्तीय अक्ष,ਕਾਰਟੇਸੀਅਨ ਧੁਰੇ
कार्तीय निर्देशांक,ਕਾਰਟੇਸੀਅਨ ਕੋਆਰਡੀਨੇਟਸ
कार्तीय गुणन,ਕਾਰਟੇਸੀਅਨ ਉਤਪਾਦ
समुच्चयों का कार्तीय गुणन,ਸੈੱਟਾਂ ਦਾ ਕਾਰਟੇਸ਼ੀਅਨ ਉਤਪਾਦ
"केस अध्ययन, वस्तुस्थिति अध्ययन",ਮਾਮਲੇ &#39;ਦਾ ਅਧਿਐਨ
विपत्तिपूर्ण उच्चावचन,ਘਾਤਕ ਉਤਰਾਅ-ਚੜ੍ਹਾਅ
कैटिनरी,ਕੈਟੇਨਰੀ
कौशी बंटन,ਕੌਚੀ ਵੰਡ
कौशी सूत्र,ਕੌਚੀ ਫਾਰਮੂਲਾ
कौशी-गूर्सा-प्रमेय,ਕੌਚੀ ਗੌਰਸਤ ਪ੍ਰਮੇਯ
कौशी-रीमान-प्रतिबंध,ਕਾਚੀ ਰੀਮੈਨ ਦੀਆਂ ਸਥਿਤੀਆਂ
कौशी अनुक्रम,ਕਾਚੀ ਕ੍ਰਮ
कौशी समाकल,ਕੌਚੀ ਅਟੁੱਟ
कौशी मुख्य-मान,ਕੌਚੀ ਪ੍ਰਮੁੱਖ ਮੁੱਲ
कौशी अवशेष प्रमेय,ਕਾਚੀ ਅਵਸ਼ੇਸ਼ ਪ੍ਰਮੇਯ
कैले-हैमिल्टन-प्रमेय,ਕੈਲੀ ਹੈਮਿਲਟਨ ਪ੍ਰਮੇਯ
"खपिंड, खगोलीय पिंड",ਆਕਾਸ਼ੀ ਸਰੀਰ
खगोलीय माप,ਆਕਾਸ਼ੀ ਮਾਪ
खगोलीय यांत्रिकी,ਆਕਾਸ਼ੀ ਮਕੈਨਿਕਸ
खगोलीय पिंड,ਆਕਾਸ਼ੀ ਵਸਤੂ
कोशिका बारंबारता,ਸੈੱਲ ਬਾਰੰਬਾਰਤਾ
"गणना , जनगणना",ਜਨਗਣਨਾ
शततमक,centile
सेन्टीमीटर,ਸੈਂਟੀਮੀਟਰ
सेन्टीमीटर-ग्राम-सेकंड पद्‌धति,ਸੈਂਟੀਮੀਟਰ ਗ੍ਰਾਮ ਦੂਜੀ ਪ੍ਰਣਾਲੀ
"केन्द्रीय , सकेन्द्र",ਕੇਂਦਰੀ
केन्द्रीय अक्ष,ਕੇਂਦਰੀ ਧੁਰਾ
केन्द्रीय अंतर,ਕੇਂਦਰੀ ਅੰਤਰ
केन्द्रीय अंतर सूत्र,ਕੇਂਦਰੀ ਅੰਤਰ ਫਾਰਮੂਲਾ
केन्द्रीय अंतर सारणी,ਕੇਂਦਰੀ ਅੰਤਰ ਸਾਰਣੀ
