Kannada,Assamese
ಬೀಜಗಣಿತದ ಅಭಿವ್ಯಕ್ತಿ,বীজগণিতীয় প্ৰকাশ
ಬೀಜಗಣಿತ ರೂಪ,বীজগণিতীয় ৰূপ
ಬೀಜಗಣಿತದ ಕಾರ್ಯ,বীজগণিতীয় ফলন
ಬೀಜಗಣಿತದ ರೇಖಾಗಣಿತ,বীজগণিতীয় জ্যামিতি
ಬೀಜಗಣಿತದ ಬಹುಸಂಖ್ಯೆ,বীজগণিতীয় বহুগুণতা
ಬೀಜಗಣಿತ ವ್ಯವಸ್ಥೆ,বীজগণিতীয় ব্যৱস্থা
ಎಲ್ಲಾ ಪೂರ್ಣಾಂಕ ಸಮಸ್ಯೆ,সকলো-পূৰ্ণসংখ্যা সমস্যা
ಹಂಚಿಕೆ ಸಮಸ್ಯೆ,আবণ্টনৰ সমস্যা
ವರ್ಣಮಾಲೆಯ ಸಂಕೇತ,বৰ্ণানুক্ৰমিক সংকেত
ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ,বৰ্ণানুক্ৰমিক আখৰ
ಪರ್ಯಾಯ ಕೋನ,বিকল্প কোণ
ಪರ್ಯಾಯ ರೂಪ,বিকল্প ৰূপ
ಪರ್ಯಾಯ ಗುಂಪು,বিকল্প গোট
ಪರ್ಯಾಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್,বিকল্প মেট্ৰিক্স
ಪರ್ಯಾಯ ಸರಣಿ,বিকল্প শৃংখলা
ಪರ್ಯಾಯ ಕಲ್ಪನೆ,বিকল্প অনুমান
ಪರ್ಯಾಯ ಆಪ್ಟಿಮಾ,বিকল্প optima
ಪರ್ಯಾಯ ಫಲಿತಾಂಶ,বিকল্প ফলাফল
ಅನಲಾಗ್-ಟು-ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕ,এনালগ-টু-ডিজিটেল ৰূপান্তৰক
ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್,এনালগ কম্পিউটাৰ
ವಿಶ್ಲೇಷಣೆ,বিশ্লেষণ
ಸಹವರ್ತಿತ್ವದ ವಿಶ್ಲೇಷಣೆ,সহাৱস্থানৰ বিশ্লেষণ
ಎಣಿಕೆಯ ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ,গণনা তথ্যৰ বিশ্লেষণ
ವ್ಯತ್ಯಾಸದ ವಿಶ್ಲೇಷಣೆ,ভ্যাৰিয়েন্সৰ বিশ্লেষণ
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ,বিশ্লেষণাত্মক জ্যামিতি
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಕಾರ್ಯ,বিশ্লেষণাত্মক কাৰ্য্য
ಕೋನ,কোণ
ಸಂಪರ್ಕದ ಕೋನ,সংস্পৰ্শৰ কোণ
ವಿಚಲನ ಕೋನ,বিচ্যুতিৰ কোণ
ಖಿನ್ನತೆಯ ಕೋನ,বিষণ্ণতাৰ কোণ
ವಿಚಲನ ಕೋನ,বিচ্যুতিৰ কোণ
ವಿವರ್ತನೆಯ ಕೋನ,বিবৰ্তনৰ কোণ
ಎತ್ತರದ ಕೋನ,উচ্চতাৰ কোণ
ಘಟನೆಯ ಕೋನ,প্ৰাদুৰ্ভাৱৰ কোণ
ಪ್ರೊಜೆಕ್ಷನ್ ಕೋನ,প্ৰক্ষেপণৰ কোণ
ಪ್ರತಿಬಿಂಬದ ಕೋನ,প্ৰতিফলনৰ কোণ
ವಕ್ರೀಭವನದ ಕೋನ,বিবৰ্তনৰ কোণ
ತಿರುಗುವಿಕೆಯ ಕೋನ,ঘূৰ্ণনৰ কোণ
ಒಟ್ಟು ಪ್ರತಿಫಲನದ ಕೋನ,মুঠ প্ৰতিফলনৰ কোণ
ಕೋನೀಯ ವೇಗವರ್ಧನೆ,কৌণিক ত্বৰণ
ಕೋನೀಯ ಚಲನೆ,কৌণিক গতি
ಕೋನೀಯ ವೇಗ,কৌণিক গতি
ಕೋನೀಯ ವೇಗ,কৌণিক বেগ
ವಾರ್ಷಿಕ,annulus
ಉತ್ತರ,উত্তৰ
ವಿರೋಧಿ ಉತ್ಪನ್ನ,এন্টি – ডেৰাইভেটিভ
ಆಂಟಿಸಿಮೆಟ್ರಿಕ್ ಕಾರ್ಯ,এন্টিচিমেট্ৰিক ফাংচন
ಅನ್ವಯಿಸುವ,প্ৰযোজ্য
ಅಪ್ಲಿಕೇಶನ್,দৰ্খাস্ত
ಅನ್ವಯಿಕ ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ডাইনামিক প্ৰগ্ৰেমিং প্ৰয়োগ কৰা হৈছে
ಅನ್ವಯಿಕ ಜ್ಯಾಮಿತಿ,প্ৰয়োগ কৰা জ্যামিতি
ಅನ್ವಯಿಕ ಗಣಿತ,প্ৰয়োগ কৰা গণিত
ಅನ್ವಯಿಕ ಅಂಕಿಅಂಶಗಳು,প্ৰয়োগ কৰা পৰিসংখ্যা
ಸರಿಸುಮಾರು,অনুমানিক
ಸರಿಸುಮಾರು ನಿರಂತರ ಕಾರ್ಯ,প্ৰায় অবিৰত ফলন
ಅಂದಾಜು ವಿಧಾನ,আনুমানিক পদ্ধতি
ಅಂದಾಜು ಪರಿಹಾರ,আনুমানিক সমাধান
ಅಂದಾಜು ಸಮಸ್ಯೆ,আনুমানিক সমস্যা
ಅಂದಾಜು ಆಸ್ತಿ,আনুমানিক বৈশিষ্ট্য
ಆಪ್ಟಿಟ್ಯೂಡ್ ಟೆಸ್ಟ್ ಬ್ಯಾಟರಿ,aptitude পৰীক্ষাৰ বেটাৰী
ಅರ್ಗಾಂಡ್ ರೇಖಾಚಿತ್ರ,আৰ্গাণ্ড ডায়েগ্ৰাম
ನಿರಂಕುಶವಾಗಿ ಆಯ್ಕೆ ಮಾಡಲಾಗಿದೆ,ইচ্ছাকৃতভাৱে বাছি লোৱা
ನಿರಂಕುಶ,স্বেচ্ছাচাৰী
ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ,ইচ্ছাকৃত ধ্ৰুৱক
ಅನಿಯಂತ್ರಿತ ಅಂಶ,ইচ্ছাকৃত উপাদান
ಅನಿಯಂತ್ರಿತ ಬಿಂದು,ইচ্ছাকৃত বিন্দু
ಆರ್ಕೆಮಿಡಿಯನ್ ಕಾನೂನು,আৰ্কিমিডিয়ান আইন
ಆರ್ಕಿಮಿಡಿಸ್ ತತ್ವ,আৰ্কিমিডিছ নীতি
ಆರ್ಕ್ ಉದ್ದ,চাপৰ দৈৰ্ঘ্য
ವೃತ್ತದ ಚಾಪ,বৃত্তৰ চাপ
ಆರ್ಕ್ ಸೈನ್ ವಿತರಣೆ,চাপ চাইন বিতৰণ
ಆರ್ಕ್ ಸೈನ್ ರೂಪಾಂತರ,চাপ চাইন ৰূপান্তৰ
ಪ್ರದೇಶ,এলাকা
ಪ್ರದೇಶದ ವಿನ್ಯಾಸ,এৰিয়াল টেক্সচাৰ
ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ವಾದ,জটিল সংখ্যাৰ যুক্তি
ಅಂಕಗಣಿತದ ಸರಾಸರಿ,গাণিতিক গড়
ಅಂಕಗಣಿತದ ಕಾರ್ಯಾಚರಣೆ,গাণিতিক কাৰ্য্য
ಅಂಕಗಣಿತದ ಘಟಕ,গাণিতিক একক
ವ್ಯವಸ್ಥೆ,ব্যৱস্থা
ಶ್ರೇಣಿ,এৰে
ಕೃತಕ ಉಪಗ್ರಹ,কৃত্ৰিম উপগ্ৰহ
ಕೃತಕ ವೇರಿಯಬಲ್,কৃত্ৰিম চলক
ಏರು,আৰোহণ কৰা
ಆರೋಹಣ,আৰোহী
ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ,মাত্ৰাৰ আৰোহী ক্ৰম
ಆರೋಹಣ ಸರಣಿ,আৰোহী শৃংখলা
ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ,এছেম্বলাৰ ভাষা
ನಿಯೋಜನೆ ಸಮಸ್ಯೆ,নিযুক্তিৰ সমস্যা
ಸಹಾಯಕ ಕಾನೂನು,সহযোগী আইন
ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ಕಾನೂನು,অপাৰেটৰৰ এছ&#39;চিয়েটিভ ল&#39;
ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ,এছ&#39;চিয়েটিভ অপাৰেচন
ಸಹಭಾಗಿತ್ವ,সহযোগিতা
ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ,ধৰি লোৱা গড়
ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ,ধাৰণা কৰা সম্ভাৱনা বিতৰণ
ಊಹೆ,ধাৰণা
ಜ್ಯೋತಿಷ್ಯ,জ্যোতিষ
ಗಗನಯಾತ್ರಿ ಇಂಜಿನಿಯರ್,মহাকাশ অভিযন্তা
ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ,জ্যোতিৰ্বিজ্ঞানী
ಖಗೋಳ ಗಡಿಯಾರ,জ্যোতিৰ্বিজ্ঞানৰ ঘড়ী
ಖಗೋಳಶಾಸ್ತ್ರ,জ্যোতিৰ্বিজ্ঞান
ಅಸಮವಾದ ಕರ್ವ್,অসমতাপূৰ্ণ বক্ৰ
ಅಸಿಮ್ಮೆಟ್ರಿ,বিষমতা
ಲಕ್ಷಣರಹಿತ,asymptote
ಲಕ್ಷಣರಹಿತ,এছিম্পটটিক
ಲಕ್ಷಣರಹಿತ ಪರಿಣಾಮಕಾರಿ ಅಂದಾಜುಗಾರ,asymptotically দক্ষ অনুমানক
ಲಕ್ಷಣರಹಿತವಾಗಿ ನಿಷ್ಪಕ್ಷಪಾತ ಅಂದಾಜುಗಾರ,asymptotically নিৰপেক্ষ অনুমানক
ಲಕ್ಷಣರಹಿತ ನಡವಳಿಕೆ,asymptotic আচৰণ
ಲಕ್ಷಣರಹಿತ ವಿತರಣಾ ಕಾರ್ಯ,এছিম্পটটিক বিতৰণ ফলন
ಲಕ್ಷಣರಹಿತ ವಿಸ್ತರಣೆ,এছিম্পটটিক প্ৰসাৰণ
ವಾತಾವರಣದ ಒತ್ತಡ,বায়ুমণ্ডলীয় চাপ
ಯಾದೃಚ್ಛಿಕವಾಗಿ,যাদৃচ্ছিকভাৱে
ಗುಣಲಕ್ಷಣ,বৈশিষ্ট্য
ಮಾದರಿ ವಿಧಾನದ ಗುಣಲಕ್ಷಣಗಳು,বৈশিষ্ট্যসমূহৰ নমুনা সংগ্ৰহ পদ্ধতি
ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್,বৰ্ধিত মেট্ৰিক্স
ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ,স্ব-সম্বন্ধ সহগ
ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ,স্বয়ংসম্বন্ধ কাৰ্য্য
ಆಟೋಕೋವೇರಿಯನ್ಸ್,অটোকোভেৰিয়েন্স
ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್,স্বয়ংক্ৰিয় কম্পিউটাৰ
ಸ್ವಯಂ ಹಿನ್ನಡೆ,অটোৰিগ্ৰেছন
ಸಹಾಯಕ ಸಮೀಕರಣ,সহায়ক সমীকৰণ
ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (ASN ಕರ್ವ್),গড় নমুনা সংখ্যা বক্ৰ (ASN বক্ৰ)
ಮೂಲತತ್ವ,axiom
ಅಕ್ಷೀಯ ವಿಧಾನ,স্বতন্ত্ৰীয় পদ্ধতি
ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ,সম্ভাৱনাৰ স্বতন্ত্ৰতা
ಅಕ್ಷರೇಖೆ,অক্ষ
ಅಬ್ಸಿಸ್ಸಾದ ಅಕ್ಷ,abscissa ৰ অক্ষ
ಭೂಮಿಯ ಅಕ್ಷ,পৃথিৱীৰ অক্ষ
ಕ್ರಾಂತಿಯ ಅಕ್ಷ,বিপ্লৱৰ অক্ষ
ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ,ঘূৰ্ণনৰ অক্ষ
ಸ್ಪಿನ್ ಅಕ್ಷ,স্পিনৰ অক্ষ
ಬ್ಯಾಕ್-ಬದಲಿ,বেক-বিকল্প
ಹಿಂದುಳಿದ ವ್ಯತ್ಯಾಸ,পিছপৰা পাৰ্থক্য
ಹಿಂದುಳಿದ-ಪ್ರಕ್ಷೇಪಣ ಸೂತ್ರ,বেকৱাৰ্ড-ইন্টাৰপলেচন সূত্ৰ
ಸಮತೋಲನ,ভাৰসাম্যতা বজাই ৰখা
ಸಮತೋಲಿತ ವಿನ್ಯಾಸ,সুষম ডিজাইন
ಆಯವ್ಯಯ ಪಟ್ಟಿ,বেলেন্স শ্বীট
ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಕ್ಷಿಪಣಿ,বেলিষ্টিক মিছাইল
ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್,বেলিষ্টিকছ
ಬಾರ್,বাৰ
ಬೇಸ್,ভেঁটি
ಮೂಲ ಕೋನ,ভিত্তি কোণ
ಲಾಗರಿಥಮ್ನ ಆಧಾರ,লগাৰিদমৰ ভিত্তি
ಮೂಲಭೂತ,প্ৰাথমিক
ಮೂಲ ಕಾರ್ಯಸಾಧ್ಯ ಪರಿಹಾರ,মূল সম্ভৱপৰ সমাধান
ಮೂಲ ಪರಿಹಾರ,মূল সমাধান
ಮೂಲ ವೇರಿಯಬಲ್,মূল চলক
ಆಧಾರದ,ভিত্তিত
ಆಧಾರ ಅಂಶ,ভিত্তি উপাদান
ಆಧಾರ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ভিত্তি মেট্ৰিক্স
ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ,এটা ভেক্টৰ স্থানৰ ভিত্তি
ಉಪಸ್ಥಳದ ಆಧಾರ,উপস্থানৰ ভিত্তি
ಬೇಸಿಯನ್ ಅಂದಾಜು,বেইছিয়ান অনুমান
ಬೇಯ್ಸ್ ಕಾನೂನು,বেইছৰ নিয়ম
ಬೇಯಸ್ ಪ್ರಮೇಯ,বেইছৰ উপপাদ্য
ಬರ್ನೌಲ್ಲಿ ವಿತರಣೆ,বাৰ্নৌলি বিতৰণ
ಬರ್ನೌಲ್ಲಿ ಸಂಖ್ಯೆ,বাৰ্নৌলি নম্বৰ
ಬರ್ನೌಲ್ಲಿ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ,বাৰ্নৌলি সম্ভাৱনা ফলন
ಬರ್ನೌಲಿಯ ಸಮೀಕರಣ,বাৰ্নৌলিৰ সমীকৰণ
ಬೆರ್ರಿ ಕಾರ್ಯ,বেৰী ফাংচন
ಅತ್ಯುತ್ತಮ ಫಿಟ್,বেষ্ট ফিট
ಅತ್ಯುತ್ತಮ - ಫಿಟ್ ಲೈನ್,শ্ৰেষ্ঠ - ফিট লাইন
ಉತ್ತಮ ಪರಿಹಾರ,উত্তম সমাধান
ಅತ್ಯುತ್ತಮ ತಂತ್ರಗಳು,শ্ৰেষ্ঠ কৌশলসমূহ
ಬೀಟಾ ವಿತರಣೆ,বিটা বিতৰণ
ಪಕ್ಷಪಾತ,পক্ষপাত
ಪಕ್ಷಪಾತದ ಅಂದಾಜು,পক্ষপাতমূলক অনুমান
ಬೈಹಾರ್ಮೋನಿಕ್ ಸಮೀಕರಣ,বিহাৰমনিক সমীকৰণ
ಬೈಜೆಕ್ಷನ್,bijection
ಬೈಜೆಕ್ಟಿವ್ ನಕ್ಷೆ,bijective মানচিত্ৰ
ಬೈಜೆಕ್ಟಿವ್ ಮ್ಯಾಪಿಂಗ್,bijective মেপিং
ಬೈಲಿನಿಯರ್ ರೂಪ,দ্বিৰৈখিক ৰূপ
ಬೈಲಿನಿಯರ್ ಕಾರ್ಯ,দ্বিৰৈখিক ফলন
ಬೈಲಿನಿಯರ್ ಹರ್ಮಿಟಿಯನ್ ರೂಪ,দ্বিৰৈখিক হাৰ্মিটিয়ান ৰূপ
ಅವಳಿ,বাইনাৰী
ಬೈನರಿ ಕೋಡ್,বাইনাৰী ক&#39;ড
ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ,বাইনাৰী ক&#39;ড কৰা দশমিক
ಬೈನರಿ ಕೋಡಿಂಗ್,বাইনাৰী ক&#39;ডিং
ಬೈನರಿ ಕಂಪ್ಯೂಟರ್,বাইনাৰী কম্পিউটাৰ
ದ್ವಿಮಾನ ಅಂಕಿ,বাইনাৰী অংক
ಬೈನರಿ ಕಾರ್ಯಾಚರಣೆ,বাইনাৰী অপাৰেচন
ಬೈನರಿ ಸಿಸ್ಟಮ್,বাইনাৰী ব্যৱস্থা
ಬೈನರಿ ವೇರಿಯಬಲ್,বাইনাৰী চলক
ದ್ವಿಪದ ಗುಣಾಂಕ,দ্বিপদ সহগ
ದ್ವಿಪದ ವಿತರಣೆ,দ্বিপদ বিতৰণ
ದ್ವಿಪದ ಸಮೀಕರಣ,দ্বিপদ সমীকৰণ
ದ್ವಿಪದ ವಿಸ್ತರಣೆ,দ্বিপদ সম্প্ৰসাৰণ
ದ್ವಿಪದ ಅಭಿವ್ಯಕ್ತಿ,দ্বিপদ অভিব্যক্তি
ದ್ವಿಪದ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್,দ্বিপদ ৰেণ্ডম চলক
ದ್ವಿಪದ ಪ್ರಮೇಯ,দ্বিপদ উপপাদ্য
ಇಬ್ಭಾಗ,দ্বিখণ্ড
ವಿಭಜನಾ ವಿಧಾನ,দ্বিখণ্ডন পদ্ধতি
ದ್ವಿಭಾಜಕ,দ্বিখণ্ড
ಬೈಸೀರಿಯಲ್,biserial
ಸ್ವಲ್ಪ,বিট
ದ್ವಿಪದ ದ್ವಿಪದ ವಿತರಣೆ,দ্বিচলকীয় দ্বিপদ বিতৰণ
ದ್ವಿಗುಣ ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ,দ্বিচলকীয় সম্পৰ্ক সহগ
ದ್ವಿಗುಣ ವಿತರಣೆ,দ্বিচলকীয় বিতৰণ
ದ್ವಿಗುಣ ಸಾಮಾನ್ಯ ವಿತರಣೆ,দ্বিচলকীয় স্বাভাৱিক বিতৰণ
ಬೈವೆಕ್ಟರ್,বাইভেক্টৰ
ಬೋಲ್ಟ್ಜ್‌ಮನ್ ಸಮೀಕರಣ,বোল্টজমেন সমীকৰণ
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ,বুলিয়ান বীজগণিত
ಬೋಸ್ - ಐನ್ಸ್ಟೈನ್ ಅಂಕಿಅಂಶಗಳು,Bose - আইনষ্টাইন পৰিসংখ্যা
ಗಡಿ ಸ್ಥಿತಿ,সীমাৰ অৱস্থা
ಗಡಿ ಪದರ,সীমা স্তৰ
ಗಡಿ ರೇಖೆ,সীমাৰেখা
ಗಡಿ ಮೌಲ್ಯ,সীমা মূল্য
ಗಡಿ ಮೌಲ್ಯದ ಸಮಸ್ಯೆ,সীমা মূল্যৰ সমস্যা
ಸೀಮಿತ ಕಾರ್ಯ,সীমাবদ্ধ ফলন
ಬೌಂಡೆಡ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್,সীমাবদ্ধ মেট্ৰিক্স
ಗಡಿ ಪ್ರದೇಶ,সীমাবদ্ধ অঞ্চল
ಸೀಮಿತ ಸೆಟ್,সীমাবদ্ধ ছেট
ಬ್ರೌನಿಯನ್ ಚಲನೆ,ব্ৰাউনিয়ান গতি
ಲೆಕ್ಕಾಚಾರ,গণনা কৰ
ಲೆಕ್ಕಾಚಾರ,গণনা কৰা
ಲೆಕ್ಕಾಚಾರ ಯಂತ್ರ,গণনা কৰা মেচিন
ಲೆಕ್ಕಾಚಾರ,গণনা কৰা
ಲೆಕ್ಕಾಚಾರದ ಕಾರ್ಯವಿಧಾನ,গণনামূলক পদ্ধতি
ಕ್ಯಾಲ್ಕುಲೇಟರ್,কেলকুলেটৰ
ಕಲನಶಾಸ್ತ್ರ,কেলকুলাছ
ವ್ಯತ್ಯಾಸದ ಕಲನಶಾಸ್ತ್ರ,তাৰতম্যৰ কেলকুলাছ
ಕ್ಯಾಲೋರಿ,কেলৰি
ರದ್ದತಿ ಕಾನೂನು,বাতিল আইন
ಅಂಗೀಕೃತ ಸಮೀಕರಣ,কেননিক সমীকৰণ
ಅಂಗೀಕೃತ ರೂಪ,কেননিক ৰূপ
ಅಂಗೀಕೃತ ಮ್ಯಾಟ್ರಿಕ್ಸ್,কেননিক মেট্ৰিক্স
ಕ್ಯಾಂಟರ್ ಸೆಟ್,কেন্টৰ ছেট
ಕ್ಯಾಂಟರ್‌ನ ತ್ರಯಾತ್ಮಕ ಸೆಟ್,কেণ্টৰৰ ত্ৰিমাত্ৰিক চেট
ಸಾಮರ್ಥ್ಯದ ಸಾರಿಗೆ ಸಮಸ್ಯೆ,ক্ষমতাসম্পন্ন পৰিবহণ সমস্যা
ಸಾಮರ್ಥ್ಯ,ক্ষমতা
ಕ್ಯಾಪಿಲ್ಲರಿ ಬಲ,কেপিলাৰী বল
ಕಾರ್ಡಿನಲ್ ಸಂಖ್ಯೆ,কাৰ্ডিনেল নম্বৰ
