Odiya,Bengali
ପ୍ରୟୋଗ ଭାଷା |,প্রয়োগমূলক ভাষা
ଆନୁମାନିକ ତତ୍ତ୍। |,আনুমানিক তত্ত্ব
ସ୍ଥାପତ୍ୟ,স্থাপত্য
କ୍ଷେତ୍ର ସ୍ଥାନାନ୍ତର |,এলাকা স্থানান্তর
ଯୁକ୍ତି,যুক্তি
ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ |,গাণিতিক এবং যুক্তিবিদ্যা ইউনিট
ଗାଣିତିକ ଯାଞ୍ଚ |,গাণিতিক চেক
ଗାଣିତିକ ସ୍ଥିର |,গাণিতিক ধ্রুবক
ଗାଣିତିକ ତଥ୍ୟ,গাণিতিক তথ্য
ଗାଣିତିକ ନିର୍ଦ୍ଦେଶ,গাণিতিক নির্দেশনা
ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ (ALU),পাটিগণিত এবং যুক্তি ইউনিট (ALU)
ARPANET,আরপানেট
ଆରେ,অ্যারে
ଆରେ କ୍ୟାଚ୍,অ্যারে ক্যাশে
ଆରେ କମ୍ପ୍ୟୁଟର |,অ্যারে কম্পিউটার
ଆରେ ଉପାଦାନ |,অ্যারে উপাদান
ଆରେ ନାମ,অ্যারের নাম
ଆରେ ସଞ୍ଚାଳକ,অ্যারে প্রসেসর
ତୀର କିଗୁଡ଼ିକ,তীর চিহ্ন
ଆର୍ଟିକିଲେସନ୍,উচ্চারণ
ଆର୍ଟିକ୍ୟୁଲେସନ୍ ପଏଣ୍ଟ |,উচ্চারণ বিন্দু
କୃତ୍ରିମ ସଙ୍କୋଚନ |,কৃত্রিম কম্প্যাকশন
କୃତ୍ରିମ ନିୟନ୍ତ୍ରଣ |,কৃত্রিম নিয়ন্ত্রণ
କୃତ୍ରିମ ବୁଦ୍ଧି,কৃত্রিম বুদ্ধিমত্তা
ଆରୋହଣ,আরোহী
ଆରୋହଣ କ୍ରମ,আরোহী সাজানোর
ASCII ବେଟିକାଲ୍ କ୍ରମ |,ASCII বেটিকাল অর্ডার
ASCII ନିୟନ୍ତ୍ରଣ ବର୍ଣ୍ଣ |,ASCII নিয়ন্ত্রণ চরিত্র
ASCII ଫାଇଲ୍ |,ASCII ফাইল
ASCII ଫଣ୍ଟ |,ASCII ফন্ট
ASCII ସ୍ଥାନାନ୍ତର |,ASCII স্থানান্তর
ଆନୁମାନିକ ଅନୁପାତ,আনুমানিক অনুপাত
ASPI,এএসপিআই
ASR ଟାଇମର୍ |,ASR টাইমার
ଏକତ୍ର ହୁଅ,একত্রিত করা
ଏକତ୍ରକାରୀ,সংযোজনকারী
ସଭା,সমাবেশ
ସଭା ଭାଷା |,এসেম্বলি
ଧାରଣା,দাবী
ଆସାଇନମେଣ୍ଟ,নিয়োগ
ସଙ୍ଗଠନ,সংঘ
ସହଯୋଗୀ ଠିକଣା,সহযোগী ঠিকানা
ସହଯୋଗୀ ସ୍ମୃତି,সহযোগী স্মৃতি
ନକ୍ଷତ୍ର,asteric
ଅସୀମିତ |,অপ্রতিসম
ଅସନ୍ତୁଳିତ |,অ্যাসিঙ্ক্রোনাস
ଅସନ୍ତୁଳିତ ଡିଜିଟାଲ୍ ସବସ୍କ୍ରାଇବର ଲାଇନ (ADSL),অ্যাসিঙ্ক্রোনাস ডিজিটাল সাবস্ক্রাইবার লাইন (ADSL)
ଅସନ୍ତୁଳିତ ସମୟ ବିଭାଗ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ (ATDM),অ্যাসিঙ্ক্রোনাস টাইম ডিভিশন মাল্টিপ্লেক্সিং (ATDM)
ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର |,অ্যাসিঙ্ক্রোনাস স্থানান্তর
ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର ମୋଡ୍ (ଏଟିଏମ୍),অ্যাসিঙ্ক্রোনাস ট্রান্সফার মোড (এটিএম)
ପରମାଣୁ,পরমাণু
ସଂଲଗ୍ନିତ ଡକ୍ୟୁମେଣ୍ଟ୍ |,সংযুক্ত নথি
ସଂଲଗ୍ନ ଫାଇଲ୍ |,সংযুক্ত ফাইল
ସଂଲଗ୍ନ,সংযুক্তি
ଗୁଣ,বৈশিষ্ট্য
ଅଡିଓ,শ্রুতি
ପ୍ରୋଗ୍ରାମିଂ ଅଡିଟ୍ କରନ୍ତୁ |,অডিট প্রোগ্রামিং
ଅଡିଟ୍ ଟ୍ରେଲ୍ |,নিরীক্ষা পথ
ବୃଦ୍ଧି,বৃদ্ধি
ପ୍ରାମାଣିକିକରଣ ପ୍ରୋଟୋକଲ୍ |,প্রমাণীকরণ প্রোটোকল
ଲେଖକ ପ୍ରଣାଳୀ,অথরিং সিস্টেম
ପ୍ରାଧିକରଣ,অনুমোদন
ଅଟୋ ଅବଷ୍ଟ୍ରାକ୍ଟ |,স্বয়ংক্রিয় বিমূর্ত
ଅଟୋବୋଟିଂ,অটোবুটিং
ଅଟୋକ୍ୟାଡ୍ |,অটোক্যাড
ଅଟୋଲୋଜି ଅନ୍,অটোলগ চালু
ଅଟୋମେଟା |,স্বয়ংক্রিয়
ସ୍ୱୟଂଚାଳିତ ତତ୍ତ୍। |,স্বয়ংক্রিয় তত্ত্ব
ସ୍ୱୟଂଚାଳିତ ଗଣନା,স্বয়ংক্রিয় কম্পিউটিং
ସ୍ୱୟଂଚାଳିତ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,স্বয়ংক্রিয় তথ্য প্রক্রিয়াকরণ
ସ୍ୱୟଂଚାଳିତ ତ୍ରୁଟି ସଂଶୋଧନ |,স্বয়ংক্রিয় ত্রুটি সংশোধন
ସ୍ୱୟଂଚାଳିତ କାର୍ଯ୍ୟ,স্বয়ংক্রিয় ফাংশন
ସ୍ୱୟଂଚାଳିତ ସୂଚକାଙ୍କ |,স্বয়ংক্রিয় সূচীকরণ
ସ୍ୱୟଂଚାଳିତ ଲାଇବ୍ରେରୀ କଲ୍ |,স্বয়ংক্রিয় লাইব্রেরি কল
ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |,স্বয়ংক্রিয় প্রোগ্রামিং
ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ |,স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম
ସ୍ୱୟଂଚାଳିତ ରୁଟିନ୍ |,স্বয়ংক্রিয় রুটিন
ସ୍ୱୟଂଚାଳିତ ତନ୍ତ୍ର ପୁନରୁଦ୍ଧାର,স্বয়ংক্রিয় সিস্টেম পুনরুদ্ধার
ସ୍ୱୟଂଚାଳିତ ଟେଲର୍ ମେସିନ୍ (ଏଟିଏମ୍),স্বয়ংক্রিয় টেলার মেশিন (এটিএম)
ସ୍ୱୟଂଚାଳିତ,অটোমেশন
ସ୍ଵତଃ ଚଳିତ,স্বয়ংক্রিয় চালু
ଅଟୋସେଭ୍ |,অটোসেভ
ସହାୟକକାରୀ,সহায়ক
ସହାୟକ ସ୍ମୃତି,অক্জিলিয়ারী মেমরি
ସହାୟକ ଷ୍ଟୋରେଜ୍,অক্জিলিয়ারী স্টোরেজ
ଉପଲବ୍ଧ ତାଲିକା |,প্রাপ্তিসাধ্য তালিকা
ଉପଲବ୍ଧ ସମୟ |,উপলব্ধ সময়
ହାରାହାରି,গড়
awk (ଭାଷା),awk (ভাষা)
ବ୍ୟାକେଣ୍ଡ୍ |,ব্যাকএন্ড
ବ୍ୟାକେଣ୍ଡ୍ ସଞ୍ଚାଳକ |,ব্যাকএন্ড প্রসেসর
ବ୍ୟାକଫେସ୍ ଅପସାରଣ |,ব্যাকফেস অপসারণ
ପୃଷ୍ଠଭୂମି ପ୍ରକ୍ରିୟାକରଣ |,পটভূমি প্রক্রিয়াকরণ
ବ୍ୟାକିଂ ଷ୍ଟୋର |,ব্যাকিং স্টোর
ବ୍ୟାକପ୍ୟାଚ୍,ব্যাকপ্যাচিং
ବ୍ୟାକସ୍ପେସ୍ |,ব্যাকস্পেস
ବ୍ୟାକଟ୍ରାକ୍,ব্যাকট্র্যাকিং
ବ୍ୟାକ୍ ଅପ୍ |,ব্যাক আপ
ବ୍ୟାକ୍ ଅପ୍ ମେମୋରୀ |,ব্যাক আপ মেমরি
ପଛୁଆ ତ୍ରୁଟି ପୁନରୁଦ୍ଧାର,পিছনের ত্রুটি পুনরুদ্ধার
ତୂଳନା ପତ୍ର,ব্যালেন্স শীট
ବ୍ୟାଣ୍ଡ,ব্যান্ড
ବ୍ୟାଣ୍ଡ ଓସାର |,ব্যান্ড প্রস্থ
ବ୍ୟାଙ୍କର ଆଲଗୋରିଦମ |,ব্যাংকারের অ্যালগরিদম
ବାର୍ କୋଡ୍,বার কোড
ବାର୍ କୋଡ୍ ସ୍କାନର୍ |,বারকোড স্ক্যানার
ବାର୍ ଗ୍ରାଫ୍ |,বার গ্রাফ
ମୂଳ ଠିକଣା,ভিত্তি ঠিকানা
ବେସ୍ ବ୍ୟାଣ୍ଡ |,বেস ব্যান্ড
ଆଧାର ସଂଖ୍ୟା,ভিত্তি নম্বর
ଆଧାର ଟେବୁଲ୍ |,ভিত্তি টেবিল
ବେସିକ୍ |,বেসিক
ମ basic ଳିକ ନିୟନ୍ତ୍ରଣ |,মৌলিক নিয়ন্ত্রণ
ମ basic ଳିକ ଇନପୁଟ୍ |,মৌলিক ইনপুট
ମ basic ଳିକ ନିର୍ଦ୍ଦେଶ,মৌলিক নির্দেশ
ମ basic ଳିକ ଆଉଟପୁଟ୍,মৌলিক আউটপুট
ମ basic ଳିକ ପଦକ୍ଷେପ |,মৌলিক পদক্ষেপ
ବ୍ୟାଚ୍,ব্যাচ
ବ୍ୟାଚ୍ ଫାଇଲ୍ |,ব্যাচ ফাইল
ବ୍ୟାଚ୍ ସ୍ଥିତି |,ব্যাচ অবস্থান
ବ୍ୟାଚ୍ ପ୍ରକ୍ରିୟାକରଣ |,ধির গতির কাজ
ବ୍ୟାଚ୍ ସିଷ୍ଟମ୍ |,ব্যাচ সিস্টেম
baud,বউড
ବାଉଡ୍ ହାର,বড হার
ବିମ୍,মরীচি
ମାନଦଣ୍ଡ,মাপকাঠি
ଦ୍ୱି-ଦିଗୀୟ ଯୋଗାଯୋଗ |,দ্বিমুখী যোগাযোগ
ଦ୍ୱି-ଦିଗୀୟ ଲିଙ୍କ୍ |,দ্বিমুখী লিঙ্ক
ବାଇନାରୀ କୋଡ୍ |,বাইনারি কোড
ବାଇନାରୀ ଅଙ୍କ,বাইনারি সংখ্যা
ବାଇନାରୀ ଇନପୁଟ୍ ଆଉଟପୁଟ୍ ସିଷ୍ଟମ୍ (BIOS),বাইনারি ইনপুট আউটপুট সিস্টেম (BIOS)
ବାଇନାରୀ ସଂଖ୍ୟା,বাইনারি সংখ্যা
ବାଇନାରୀ ଅପରେଟର୍ |,বাইনারি অপারেটর
ବାଇନାରୀ ସମ୍ପର୍କ |,বাইনারি সম্পর্ক
ବାଇନାରୀ ସନ୍ଧାନ |,বাইনারি অনুসন্ধান
ବାଇନାରୀ ସନ୍ଧାନ ବୃକ୍ଷ (BST),বাইনারি সার্চ ট্রি (BST)
ବାଇନାରୀ ସ୍ଥାନାନ୍ତର |,বাইনারি স্থানান্তর
ବାଇନାରୀ ଗଛ |,বাইনারি গাছ
ଦ୍ୱିପାକ୍ଷିକ ସ୍ମୃତି,বাইপোলার মেমরি
ଜନ୍ମ ମୃତ୍ୟୁ ମଡେଲ |,জন্ম মৃত্যু মডেল
ଜନ୍ମ ମୃତ୍ୟୁ ପ୍ରକ୍ରିୟା |,জন্ম মৃত্যু প্রক্রিয়া
ବିଟ୍,বিট
ବିଟ୍ ଦୋଷ |,বিট দোষ
ବିଟ୍ ମାନଚିତ୍ର,বিট মানচিত্র
ବିଟ୍ ମାନଚିତ୍ର ପିକ୍ସେଲ୍ (BMP),বিট ম্যাপ পিক্সেল (BMP)
ବିଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,বিট ম্যাট্রিক্স
ବିଟ୍ ପ୍ୟାଟର୍ |,বিট প্যাটার্ন
ବିଟ୍ ସ୍ଥିତି |,বিট অবস্থান
ବିଟ୍ ହାର,বিট হার
କଳା ବାକ୍ସ ପରୀକ୍ଷା,কালো বক্স পরীক্ষা
ink ଲସି ଉଠୁଛି |,মিটমিট করে
ବ୍ଲକ,ব্লক
କ୍ୟାଚ୍ ଅବରୋଧ କରନ୍ତୁ |,ব্লক ক্যাশে
ଯାଞ୍ଚ ଯାଞ୍ଚ କରନ୍ତୁ |,ব্লক চেক
କପି କପି କରନ୍ତୁ |,ব্লক কপি
ବ୍ଲକ ଚିତ୍ର,ব্লক ডায়াগ্রাম
ନେଟୱର୍କକୁ ଅବରୋଧ କରୁଛି,ব্লকিং নেটওয়ার্ক
ବୋର୍ଡ,বোর্ড
ପୁସ୍ତକ ଚିହ୍ନ,বই চিহ্ন
ବୁଲିଅନ୍ ବୀଜ ବିବେଚନା |,বুলিয়ান বীজগণিত
ବୁଲିଅନ୍ ସମ୍ପର୍କ |,বুলিয়ান সম্পর্ক
ବୁଟ ବିଭାଜନ,বুট পার্টিশন
ବୁଟ ଷ୍ଟ୍ରାପିଂ,বুট strapping
ବୁଟ-ଷ୍ଟ୍ରାପ ଲୋଡର,বুট-স্ট্র্যাপ লোডার
ସେତୁ,সেতু
ବ୍ରଡବ୍ୟାଣ୍ଡ ନେଟୱର୍କିଙ୍ଗ |,ব্রডব্যান্ড নেটওয়ার্কিং
ପ୍ରସାରଣ,সম্প্রচার
ରେଡିଓ ପ୍ରସାରଣ |,রেডিও সম্প্রচার
ବ୍ରାଉଜ୍ କରନ୍ତୁ |,ব্রাউজ
ବ୍ରାଉଜର୍,ব্রাউজার
ବି-ଗଛ |,বি-বৃক্ষ
ବବୁଲ୍ ମେମୋରୀ |,বুদ্বুদ মেমরি
ବବୁଲ୍ ସର୍ଟ୍ |,বুদ্বুদ সাজানোর
ବାଲଟି,বালতি
ସାଥୀ ସିଷ୍ଟମ୍,বন্ধু সিস্টেম
ବଜେଟ୍ ପ୍ରଭାବଶାଳୀ ନିୟନ୍ତ୍ରଣ |,বাজেট কার্যকর নিয়ন্ত্রণ
ବଫର୍,বাফার
ତ୍ରୁଟି,বাগ
ବସ୍,বাস
ବାଇଟ୍ |,বাইট
ବାଇଟ୍ କୋଡ୍ |,বাইট কোড
ଗ,গ
C ++,সি++
କ୍ୟାଚ୍,ক্যাশে
କ୍ୟାଚ୍ ବଫର୍ |,ক্যাশে বাফার
କ୍ୟାଶେ ମେମୋରୀ,ক্যাশ মেমরি
ଗଣନା,গণনা
କାଲକୁଲେଟର,ক্যালকুলেটর
କାଲକୁଲେଟର ଚିପ୍,ক্যালকুলেটর চিপ
କଲ୍ କରନ୍ତୁ |,কল
ନାମରେ କଲ୍ କରନ୍ତୁ |,নামে ডাক
ରେଫରେନ୍ସ ଦ୍ୱାରା କଲ୍ କରନ୍ତୁ |,রেফারেন্স দ্বারা কল করুন
ମୂଲ୍ୟ ଅନୁଯାୟୀ କଲ୍ କରନ୍ତୁ |,মূল্য দ্বারা কল
ଭେରିଏବଲ୍ ଦ୍ୱାରା କଲ୍ କରନ୍ତୁ |,ভেরিয়েবল দ্বারা কল
କଲ୍ ଗେଟ୍ |,কল গেট
ବାତିଲ୍ କରନ୍ତୁ |,বাতিল
ବାତିଲ୍ ବଟନ୍,বাতিল বোতাম
କାନୋନିକାଲ୍ |,ক্যানোনিকাল
କାନୋନିକାଲ୍ ଫର୍ମ |,ক্যানোনিকাল ফর্ম
ସାମର୍ଥ୍ୟ |,ক্ষমতা
ସାମର୍ଥ୍ୟ ତାଲିକା |,ক্ষমতা তালিকা
କ୍ଷମତା,ক্ষমতা
କ୍ୟାପ୍ ଲକ୍ କୀ |,ক্যাপ লক কী
କାର୍ଡ,কার্ড
କାର୍ଡ ରିଡର୍ |,কার্ড পাঠক
ହୃଦୟ,কার্ডিনালিটি
ବାହକ,বাহক
ବାହକ ବ୍ୟାଣ୍ଡ |,ক্যারিয়ার ব্যান্ড
ବାହକ ଭାର,ক্যারিয়ার লোড
ବାହକ ସଙ୍କେତ,ক্যারিয়ার সংকেত
ବାହକ ତରଙ୍ଗ |,ক্যারিয়ার তরঙ্গ
ବହନ କର,বহন
ଅଙ୍କ ବହନ କର |,অঙ্ক বহন
ପତାକା ବହନ କର |,পতাকা বহন
କାର୍ଟ୍ରିଜ୍ ଡିସ୍କ |,কার্তুজ ডিস্ক
କ୍ୟାସକେଡ୍ |,ক্যাসকেড
କେସ୍,মামলা
କ୍ୟାଥୋଡ୍ ରେଡ୍ ଟ୍ୟୁବ୍ (CRT),ক্যাথড রে টিউব (সিআরটি)
କ୍ୟାଥୋଡ୍ ରେଶ୍ ଟ୍ୟୁବ୍ (CRT),ক্যাথোড রে টিউব (CRT)
CD ROM ଡିସ୍କ ଡ୍ରାଇଭ |,সিডি রম ডিস্ক ড্রাইভ
କକ୍ଷ,কোষ
ସେଲ୍ ଆନିମେସନ୍ |,সেল অ্যানিমেশন
ସେଲୁଲାର୍ ଫୋନ୍ |,মোবাইল ফোন
କେନ୍ଦ୍ରୀୟ ସ୍ମୃତି,কেন্দ্রীয় স্মৃতি
କେନ୍ଦ୍ରୀୟ ପ୍ରକ୍ରିୟାକରଣ ଏକକ (CPU),কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট (CPU)
କେନ୍ଦ୍ରୀଭୂତ ପ୍ରଣାଳୀ |,কেন্দ্রীভূত ব্যবস্থা
ସାର୍ଟିଫିକେଟ୍ ଟେପ୍ |,প্রত্যয়িত টেপ
ଶୃଙ୍ଖଳା,চেইন
ଶୃଙ୍ଖଳା ତଥ୍ୟ,চেইন ডেটা
ଶୃଙ୍ଖଳା ଲିଙ୍କ୍ |,চেইন লিঙ্ক
ଶିକୁଳି,চেইনিং
ଚ୍ୟାନେଲ୍ |,চ্যানেল
ଚ୍ୟାନେଲ ବ୍ୟସ୍ତ ସ୍ୱର |,চ্যানেল ব্যস্ত টোন
ଚ୍ୟାନେଲ କ୍ଷମତା |,চ্যানেল ক্ষমতা
ଚ୍ୟାନେଲ ନିୟନ୍ତ୍ରକ,চ্যানেল কন্ট্রোলার
ଚ୍ୟାନେଲ ତ୍ରୁଟି |,চ্যানেল ত্রুটি
