English,Tamil
Alkali water,கார நீர்
Alkaline,கார
Allele,அல்லீல்
Allelochemicals,அல்லீல கெமிக்கல்ஸ்
Allelomorph,அல்லீலோமார்ப்
Allelopathy,அலெலோபதி
Alley cropping,சந்து பயிர்
Allocarpy,ஒதுக்கீடு
Allogamy,Allocamy
Allometry,அலோமெட்ரி
Allopolyploid,அலோபோலிப்ளோயிட்
Allosynapsis (allosyndesis),அலோசினாப்சிஸ் (அலோசின்டெசிஸ்)
Alternate bearing,மாற்று தாங்கி
Alternate land use,மாற்று நில பயன்பாடு
Ambient,சுற்றுப்புறம்
Ameliorant,அமெலியோரண்ட்
Amitosis,அமிடோசிஸ்
Amminization,வெடிமருந்து
Ammonification,அம்மோனிகேஃபிகேஷன்
Ammonifier,அம்மோனியர்
Amorph,அமார்
Amphimixis,ஆம்பிமிக்ஸிஸ்
Amphoteric,ஆம்போடெரிக்
Anabolism,அனபோலிசம்
Anaerobe,காற்றில்லா
Aneuploid,அனூப்ளோயிட்
Angle planting,கோண நடவு
Animal husbandry,கால்நடை வளர்ப்பு
Animal refuse,விலங்கு மறுப்பு
Animate energy,ஆற்றல் உயிரின
Anisoploid,அனிசோப்ளோயிட்
Annual plant,ஆண்டு ஆலை
Annual,ஆண்டு
Anthesis,ஆன்டெஸிஸ்
Anthrax,ஆந்த்ராக்ஸ்
Anthropogenic factor,மானுடவியல் காரணி
Antibiosis,ஆண்டிபியோசிஸ்
Antibiotic,நுண்ணுயிர்க்கொல்லி
Antidote,மாற்று
Antioxidants,ஆக்ஸிஜனேற்றிகள்
Antitoxin,ஆன்டிடாக்சின்
Annulus,ANNULUS
Aphid,அஃபிட்
Apical bud,அபிகல் மொட்டு
Apical dominance,நுனி ஆதிக்கம்
Apiculture (bee keeping),Apulcalure (தேனீ வைத்திருத்தல்)
Apomixis,Apomixis
Apoptosis,அப்போப்டொசிஸ்
Appendage,இணைப்பு
Appetizer,பசி
Applied,பயன்படுத்தப்பட்டது
Aquatic weed,நீர்வாழ் களை
Arboreal,ஆர்போரியல்
Arborization,ஆர்பரைசேஷன்
Archaeo-botanical records,தொல்பொருள்-பொட்டானியல் பதிவுகள்
Area statistics,பகுதி புள்ளிவிவரங்கள்
Area,பகுதி
Arid ecosystem,வறண்ட சுற்றுச்சூழல் அமைப்பு
Aril,Aril
Aroma,நறுமணம்
Aromatic plant,நறுமண ஆலை
Aromatic rice,நறுமண அரிசி
Arrowing,அம்பு
Asepsis,அசெப்ஸிஸ்
Aseptic,அசெப்டிக்
Asexual propagation,ஓரினச்சேர்க்கை பரப்புதல்
Assay,மதிப்பீடு
Assets,சொத்துக்கள்
Assimilation,ஒருங்கிணைப்பு
Association,தொடர்பு
Astringent,ஆஸ்ட்ரிஜென்ட்
Asynapsis,அசினாப்சிஸ்
Atavism,அடாவிசம்
Atomizer,அணுசக்தி
Atrophy,அட்ராபி
Autogamy,தன்னியக்க
Autolysis,ஆட்டோலிசிஸ்
Autoxidation,ஆட்டோஆக்ஸிஜனேற்றம்
Autopolyploid,ஆட்டோபோலிப்ளோயிட்
Auxins,ஆக்சின்கள்
Awn (bristle),Awn (முறுக்கு)
Almond,பாதம் கொட்டை
Aloe,கற்றாழை
Amaranthus,அமராந்தஸ்
Ammi,அம்மி
Anjan grass,அஞ்சன் புல்
Anthurium,அந்தூரியம்
"Aonla, Indian gooseberry","அன்லா, இந்திய நெல்லிக்காய்"
Apple,ஆப்பிள்
Apricot,பாதாமி
Arbian jasmine,ஆர்பியன் மல்லிகை
Areca nut,அரேகா நட்டு
Arjun,அர்ஜுன்
Asfoetida,Asfoetida
Ash gourd,சாம்பல் பூசணிக்காய்
Ashoka tree,அசோகா மரம்
Ashthma weed (euphorbia),ஆஷ்த்மா களை (யூபோர்பியா)
Asparagus,அஸ்பாரகஸ்
Avocado,வெண்ணெய்
Alfalfa (lucerne),அல்பால்ஃபா (லூசர்ன்)
Ants,எறும்புகள்
Aphids,அஃபிட்ஸ்
Army worm,இராணுவ புழு
Agricultural economist,விவசாய பொருளாதார நிபுணர்
Agricultural extensionist,வேளாண் நீட்டிப்பு
Agricultural scientist,விவசாய விஞ்ஞானி
Agriculture engineer,விவசாய பொறியாளர்
Agrobiologist,வேளாண் நிபுணர்
Agronomist,வேளாண் விஞ்ஞானி
Agrophysicst,வேளாண் இயற்பியல்
Animal breeder,விலங்கு வளர்ப்பாளர்
Bacillus virus,பேசிலஸ் வைரஸ்
Bacillus,பேசிலஸ்
Bacteria,பாக்டீரியா
Bacteriotoxin,பாக்டீரியோடாக்சின்
Bagasse,கரும்பு சக்கை
Balance sheet,இருப்புநிலை
Balanced fertilization,சீரான கருத்தரித்தல்
Bar diagram,பார் வரைபடம்
Bark,பட்டை
Barometer,காற்றழுத்தமானி
Barren,தரிசு
Base,அடித்தளம்
Basin,பேசின்
Basipetal,பாசிபெட்டல்
Basisternum,பாஸ்கிஸ்டெர்னம்
Bay monsoon,விரிகுடா பருவமழை
Bearing plant,தாங்கும் ஆலை
Bed,படுக்கை
Bedder,படுக்கை
Bedding,படுக்கை
Beet molasses,பீட் மோலாஸ்கள்
Bellows,பெல்லோஸ்
Belt,பெல்ட்
Benefit-cost analysis,நன்மை-செலவு பகுப்பாய்வு
Biased (sampling),சார்புடைய (மாதிரி)
Biennial,இருபது ஆண்டு
Binomial,இரும
Bioagent,உயிரி கையேடு
Bioclimate,பயோக்ளைமேட்
Bioenergy,பயோஎனெர்ஜி
Bionomics,பயோனமிக்ஸ்
Bioreactor,உயிரியக்கவியல்
Biosphere,உயிர்க்கோளம்
Biotic,உயிரியல்
Biotype,உயிரியல் வகை
Bisexual,இருபால்
Blanching,பிளான்சிங்
Blast,குண்டு வெடிப்பு
Blend,கலவை
Blight,ப்ளைட்
Blister,கொப்புளம்
Blue revolution,நீல புரட்சி
Bottom heat chamber,கீழே வெப்ப அறை
Bottom heat technique,கீழே வெப்ப நுட்பம்
Bran,பிரான்
Branching,கிளைகள்
Branchlet,கிளை
Breed,இனம்
Breeding,இனப்பெருக்க
Brimming,கரைந்து
Brood,அடைகாக்கும்
Budding,வளரும்
Budget,பட்ஜெட்
Buffer,இடையக
Bulb,விளக்கை
Bunt,பன்ட்
By-product,துணை தயாரிப்பு
Babul acacia,பாபுல் அகாசியா
Baby corn,குழந்தை சோளம்
Bael,பேல்
Baill,பெயில்
Balsam,பால்சம்
Bamboo,மூங்கில்
Banana,வாழை
Banyan tree,ஆலமரம்
Barley,பார்லி
Barnyard millet,பார்ன்யார்ட் மில்லட்
Basil,துளசி
Bastard cedar,பாஸ்டர்ட் சிடார்
Bastard myrobalan,பாஸ்டர்ட் மைரோபாலன்
Bauhinia,ப au ஹினியா
Bay berry,பே பெர்ரி
Bean,பீன்
Beet,பீட்
Belladonna,பெல்லடோனா
Ber,பெர்
Berseem,பெர்சீம்
Betel,பெட்டல்
Bilimbi,பிலிம்பி
Bitter gourd,பாகற்காய்
Black gram,கருப்பு கிராம்
Black nightshade,கருப்பு நைட்ஷேட்
Bougainvillea,Bougainvillea
Bottle brush,பாட்டில் தூரிகை
Bottle gourd,சுரைக்காய்
Box tree,பெட்டி மரம்
Bread fruit,ரொட்டி பழம்
Bridal creeper,பிரைடல் க்ரீப்பர்
Brinjal,பிரிஞ்சல்
Broad bean,பிராட் பீன்
Broccoli,ப்ரோக்கோலி
Brussel's sprout,பிரஸ்ஸலின் முளை
Buckwheat,பக்வீட்
Butea,பியூட்டியா
Bandicoot,பாண்டிகூட்
Bear,தாங்க
Beetle,வண்டு
Blister beetle,கொப்புளம் வண்டு
Blue bull,நீல காளை
Boll worm,போல் புழு
Butterfly,பட்டாம்பூச்சி
Bacteriologist,பாக்டீரியாலஜிஸ்ட்
Biochemist,உயிர் வேதியியலாளர்
Biologist,உயிரியலாளர்
Biotechnologist,பயோடெக்னாலஜிஸ்ட்
Botanist,தாவரவியலாளர்
C moisture characteristic curve,சி ஈரப்பதம் சிறப்பியல்பு வளைவு
Cake,கேக்
Calcarious,கணக்கீட்டு
Calcification,கணக்கீடு
Calcination of phosphate,பாஸ்பேட் கணக்கீடு
Callosity,காலோசிட்டி
Callus,கால்சஸ்
Calyx,கலிக்ஸ்
Calyx-end,கலிக்ஸ்-எண்ட்
Cambium,காம்பியம்
Canker,புற்றுநோய்
Canning,கேனிங்
Canopy,விதானம்
Capital,மூலதனம்
Caprification,கேப்ரிஃபிகேஷன்
Capsule,காப்ஸ்யூல்
Carbonated,கார்பனேற்றப்பட்ட
Carbonization,கார்பனாக்கல்
Carpel,கார்பல்
Carpus,கார்பஸ்
Casting,வார்ப்பு
Catabolism,வினையூக்கம்
Catalysis,வினையூக்கம்
Caterpillar,கம்பளிப்பூச்சி
C-DNA Library,சி-டி.என்.ஏ நூலகம்
Ceiling,உச்சவரம்பு
Cell,செல்
Central leader system,மத்திய தலைவர் அமைப்பு
Centric,மையமாக
Centrifugation,மையவிலக்கு
Centrifuge,மையவிலக்கு
Centriole,சென்ட்ரியோல்
Centrogenic,சென்ட்ரோஜெனிக்
Centrogenous,சென்ட்ரெஸ்ஜெனஸ்
Cercus,செர்கஸ்
Cereal,தானியங்கள்
Certification,சான்றிதழ்
Certified seed,சான்றளிக்கப்பட்ட விதை
Chaff,சஃப்
Chalaza,சலாசா
Chemotropism,வேதியியல்
Chiasma,சியாஸ்மா
Chilling hours,குளிர்ச்சியான நேரம்
Chilling injury,குளிர்ச்சியான காயம்
Chimera,சிமேரா
Chloranthy,குளோராந்தி
Chlorophyll,குளோரோபில்
Chlorosis,குளோரோசிஸ்
Chlorology,குளோரோலஜி
Chromatid,குரோமாடிட்
Chromatin,குரோமாடின்
Chromatography,குரோமடோகிராபி
Chromatolysis,குரோமாடோலிசிஸ்
Chromocentre,குரோமோசென்ட்ரே
Chromogenesis,குரோமோஜெனெஸிஸ்
Chromoprotein,குரோமோபுரோட்டீன்
Chromosome,குரோமோசோம்
Chronic,நாள்பட்ட
Citrange,சிட்ரேஞ்ச்
Cladode,கிளாடோட்
Classification,வகைப்பாடு
Clay,களிமண்
Cleaning,சுத்தம்
Cleistogamy,கிளீஸ்டோகாமி
Climacteric fruit,க்ளைமாக்டெரிக் பழம்
Climate,காலநிலை
Climatology,காலநிலைவியல்
Clipper,கிளிப்பர்
Clod,துணி
Clone,குளோன்
Cloud,மேகம்
Clump,கொத்து
Cluster,கொத்து
Coarse,கரடுமுரடான
Coat (seed),கோட்டை (விதை)
Cocoon,COCOON
Coenzyme,கோஎன்சைம்
Cohesion,ஒத்திசைவு
Coir,Coir
Coleorrhiza,கோல்ரோஹிசா
Collar,காலர்
Colloid (soil),கூழ் (மண்)
Columella,கொலுமெல்லா
Column,நெடுவரிசை
Commensalism,துவக்கவாதம்
Commercial bank,வணிக வங்கி
Commodity,பொருள்
Community,சமூக
Compaction (of soil),சுருக்கம் (மண்ணின்)
Compatibility,பொருந்தக்கூடிய தன்மை
Compatibility,பொருந்தக்கூடிய தன்மை
Compensation,இழப்பீடு
Competitive interaction,போட்டி தொடர்பு
Complementary crop,நிரப்பு பயிர்
Complex,சிக்கலான
Component,கூறு
Composition,கலவை
Compost,உரம்
Compound interest,கூட்டு வட்டி
Computation,கணக்கீடு
Computer,கணினி
Concentration,செறிவு
Conditioner,கண்டிஷனர்
Conductance,நடத்தை
Configuration,உள்ளமைவு
Conformity,ஏற்ப
Confounding,குழப்பம்
Conjugation,இணைவு
Connective,இணைப்பு
Conservation,பாதுகாப்பு
Consolidation,ஒருங்கிணைப்பு
Constituents,தொகுதிகள்
Consumer,நுகர்வோர்
Consumption,நுகர்வு
Contamination,மாசுபாடு
Contour planting,விளிம்பு நடவு
Contour,விளிம்பு
Contract farming,ஒப்பந்த விவசாயம்
Controlled storage,கட்டுப்படுத்தப்பட்ட சேமிப்பு
Co-operative bank,கூட்டுறவு வங்கி
Cooperator,கூட்டுறவு
Coppice,காப்பிஸ்
Corm,கோர்ம்
Corolla,கொரோலா
Cortex,கோர்டெக்ஸ்
Cost,செலவு
Cotyledon (seed),கோட்டிலிடன் (விதை)
Credit society,கடன் சங்கம்
Credit,கடன்
Creditor,கடன் வழங்குபவர்
Crest,முகடு
Crinkle,நொறுக்குதல்
Crisis,நெருக்கடி
Criterion,அளவுகோல்
Critical,விமர்சன
Crop insurance,பயிர் காப்பீடு
Crop loan,பயிர் கடன்
Crop,பயிர்
Cropping area,பயிர் பகுதி
Cross-incompatible,குறுக்கு இணக்கமானது
Crown (plant),கிரீடம் (ஆலை)
Crumb,நொறுக்கு
Crust,மேல் ஓடு
Cryptogam,கிரிப்டோகாம்
Cull (fruits),குல் (பழங்கள்)
Culm,அடிம்
Cultivar,சாகுபடி
Cultivation,சாகுபடி
Cultivator,பயிரிடுபவர்
Culture,கலாச்சாரம்
Curing,குணப்படுத்துதல்
Curling,கர்லிங்
Currency,நாணய
Cuticle,வெட்டு
Cutting,கட்டிங்
Cyst,நீர்க்கட்டி
Cytochrome,சைட்டோக்ரோம்
Cytogamy,சைட்டோகாமி
Cytogenesis,சைட்டோஜெனெஸிஸ்
Cytogenetics,சைட்டோஜெனெடிக்ஸ்
Cytokinesis,சைட்டோகினேசிஸ்
Cytology,சைட்டாலஜி
Cytolysis,சைட்டோலிசிஸ்
Cytomere,சைட்டோமியர்
Cytoplasm,சைட்டோபிளாசம்
Cabbage,முட்டைக்கோஸ்
Cactus,கற்றாழை
Calendula,காலெண்டுலா
Canary grass (phalaris),கேனரி புல் (ஃபாலரிஸ்)
Canna,கன்னா
Capparis,கபாரிஸ்
Capsicum,கேப்சிகம்
Carambola,காரம்போலா
Carapa,கராபா
Cardamom,ஏலக்காய்
Carnation,கார்னேஷன்
Carrot,கேரட்
Cashew nut,முந்திரிப்பருப்பு
Cassia,காசியா
Castor,ஆமணக்கு
Cauliflower,காலிஃபிளவர்
Celery,செலரி
Champac,SAMPAC
Chenopodium,செனோபடியம்
Cherry tomato,செர்ரி தக்காளி
Cherry,செர்ரி
"Chickpea, gram","சுண்டல், கிராம்"
Chillies,மிளகாய்
China turpentine tree,சீனா டர்பெண்டைன் மரம்
Chow-chow,சவ் சவ்
Chrysanthemum,கிரிஸான்தமம்
"Chufa, earth almond","சூஃபா, பூமி பாதாம்"
Cichory,சிகோரி
Cinnamon,இலவங்கப்பட்டை
Citron,சிட்ரான்
Citronella grass,சிட்ரோனெல்லா புல்
Climbing jasmine,மல்லிகை ஏறும்
Clove,கிராம்பு
Cluster bean,கிளஸ்டர் பீன்
Cocoa,கோகோ
Coconut,தேங்காய்
Coffee,கொட்டைவடி நீர்
Coleus,கோலியஸ்
Colocasia,கொலோகாசியா
"Colocynth, bitter apple","கொலோசிந்த், கசப்பான ஆப்பிள்"
Common purslane,பொதுவான பர்ஸ்லேன்
Coriander,கொத்தமல்லி
Cotton,பருத்தி
Cowpea,கவ்பியா
Cubeb,கியூப்
Cucumber,வெள்ளரி
Cucurbits,கிகர்பிட்ஸ்
Cumin,சீரகம்
Curry leaf,கறி இலை
Custard apple,கஸ்டார்ட் ஆப்பிள்
Capsule borer,காப்ஸ்யூல் துளைப்பான்
Caterpiller,கம்பளிப்பூச்சி
Citrus psylla,சிட்ரஸ் சைலா
Cricket,மட்டைப்பந்து
Crow,காகம்
Cut worm,புழு வெட்டு
Dairy,பால்
Dairying,பால்
Dam,அணை
Day-neutral,நாள்-நடுநிலை
Days after flowering,பூக்கும் சில நாட்கள்
Days after full bloom,முழு பூக்கும் சில நாட்கள்
Deblossoming,டிப்ளஸமிங்
Decalcification,Decalcification
Decant,Decant
Decay,சிதைவு
Deciduous,இலையுதிர்
Decimal,தசம
Deficiency,குறைபாடு
Deflocculation (soil),மண் (மண்)
Defloration,அழிவு
Defoliation,நீக்குதல்
Deforestation,காடழிப்பு
Degeneration,சிதைவு
Degradation,சீரழிவு
Degree days,பட்டம் நாட்கள்
Degree,பட்டம்
Dehiscence,விலகல்
Dehulling,Dehulling
Dehusking,நீக்குதல்
Dehydration,நீரிழப்பு
Dehydrator,ஹைட்ரேட்டர்
Demand,தேவை
Denaturation,குறைப்பு
Denudation,மறுப்பு
Deposit,வைப்பு
Deposition,படிவு
Depreciation desalinization,தேய்மானம் அழிவு
Desiccation,வறட்சி
Design,வடிவமைப்பு
Dessicator,டெசிகேட்டர்
Destoning,அழித்தல்
Desuckering,Decuckering
Desynapsis,தேசனாப்சிஸ்
Detassel,டிடாஸல்
Detasseling,டிடாசெலிங்
Determinant,தீர்மானிக்கும்
Devaluation,மதிப்புக் குறைப்பு
Devegetation,Devegetation
Deviation,விலகல்
Diad,டயட்
Diagnosis,நோயறிதல்
Dichogamy,டைக்கோகாமி
Dichotomy,இருவகை
Dicotyledon (seed),டைகோடைலெடன் (விதை)
Die back (disease),திரும்பவும் (நோய்)
Diffusion,பரவல்
Digestibility,செரிமானம்
Dihybrid,Dihibrid
Dike (dyke),டைக் (டைக்)
Dilute,நீர்த்த
Dioecious,Dioecious
Diploid,டிப்ளாய்டு
Diploid,டிப்ளாய்டு
Diplonema,டிப்ளோனெமா
Disbudding,நீக்குதல்
Discing,டிஸ்கிங்
Discount,தள்ளுபடி
Disinfection,கிருமிநாசினி
Dispersion,சிதறல்
Dissemination,பரப்புதல்
Diversification,பல்வகைப்படுத்தல்
Diversified farming,பன்முகப்படுத்தப்பட்ட விவசாயம்
DNA Ladder,டி.என்.ஏ ஏணி
DNA receptor,டி.என்.ஏ ஏற்பி
Dockage,கப்பல்துறை
Dominant,ஆதிக்கம் செலுத்தும்
Dormancy,செயலற்ற தன்மை
Dose,டோஸ்
Double sigmoid curve,இரட்டை சிக்மாய்டு வளைவு
Draft (draught),வரைவு (வரைவு)
Drain,வடிகால்
Drainage,வடிகால்
Draw,வரை
Drenching,நனைத்தல்
Dressing (seed),ஆடை (விதை)
Drill (n.),துரப்பணம் (n.)
Drilling (ag. engg),துளையிடுதல் (Ag. Engg)
Drilling (agronomy),துளையிடுதல் (வேளாண்)
Drip irrigation,சொட்டு நீர் பாசனம்
Dryland farming,உலர் நில விவசாயம்
Dust,தூசி
Duster,டஸ்டர்
Dusting,தூசி
Dwarf,குள்ள
Dwarf pyramid,குள்ள பிரமிடு
Dwarfing,குள்ள
Daisy,டெய்ஸி
Dates,தேதிகள்
Day jasmine,நாள் மல்லிகை
Dill,வெந்தயம்
Dinanath grass,தினநாத் புல்
Dodder,டோடர்
"Doob grass, bermuda grass","டூப் புல், பெர்முடா புல்"
Druce,ட்ரூஸ்
Dry ginger,உலர் இஞ்சி
Defoliating beetle,வண்டு
Drone,ட்ரோன்
Duck,வாத்து
Ecology,சூழலியல்
Econometrics,எக்கோனோமெட்ரிக்ஸ்
Economic efficiency,பொருளாதார செயல்திறன்
Ecotype,சுற்றுச்சூழல்
Ectotrophic,எக்டோட்ரோபிக்
Edaphic,எடாபிக்
Edaphology,எடாஃபாலஜி
Edging,விளிம்பு
Edible part,உண்ணக்கூடிய பகுதி
Elasticity of demand,தேவையின் நெகிழ்ச்சி
Elasticity of production,உற்பத்தியின் நெகிழ்ச்சி
Electrolysis,மின்னாற்பகுப்பு
Electrophoresis,எலக்ட்ரோபோரேசிஸ்
Eluviation,நீர்த்தல்
Emasculator,எமாஸ்குலேட்டர்
Embanking,உள்ளடக்கியது
Embryo,கரு
Embryology,கரு
Emergence,தோற்றம்
Emulsifier,குழம்பாக்கி
Endogenous,எண்டோஜெனஸ்
Endomitosis,எண்டோமிடோசிஸ்
Endoparasite,எண்டோபராசைட்
Endosperm,எண்டோஸ்பெர்ம்
Enterprise,நிறுவனம்
Entomology,பூச்சியியல்
Environment,சூழல்
Enzyme,நொதி
Epicotyl grafting,எபிகோடைல் ஒட்டுதல்
Epiphyte,எபிபைட்
Equity,பங்கு
Eradication,ஒழிப்பு
Essential nutrients,அத்தியாவசிய ஊட்டச்சத்துக்கள்
Estimation,மதிப்பீடு
Etiolation,Etiolation
Eugenic,யூஜெனிக்
Evaluation,மதிப்பீடு
Evaporimeter,ஆவியாதல்
Evapo-transpiration,ஆவி-டிரான்ஸ்பிரேஷன்
Evergreen revolution,பசுமையான புரட்சி
Evergreen,பசுமையான
Evolution,பரிணாமம்
Excise,கலால்
Exhaustion (fertility),சோர்வு (கருவுறுதல்)
Exploitation,சுரண்டல்
Exploration,ஆய்வு
Extrusion,வெளியேற்றம்
Eye (sugercane/potato),கண் (சுகர்கேன்/உருளைக்கிழங்கு)
Edible pine,உண்ணக்கூடிய பைன்
"Elephant foot, yam","யானை கால், யாம்"
Eucalyptus,யூகலிப்டஸ்
Earthworm,மண்புழு
Entomologist,பூச்சியியல் நிபுணர்
Environmentalist,சுற்றுச்சூழல் ஆய்வாளர்
Factor,காரணி
Factor productivity,காரணி உற்பத்தித்திறன்
Factorage,காரணி
Factorial block design,காரணி தொகுதி வடிவமைப்பு
Facultative,முகநூல்
Fallow,தரிசு நிலம்
Family,குடும்பம்
Farm appraisal,பண்ணை மதிப்பீடு
Farm budgeting,பண்ணை பட்ஜெட்
Farm business,பண்ணை வணிகம்
Farm planning,பண்ணை திட்டமிடல்
Farmer,உழவர்
Farming,விவசாயம்
Fasciation,திசைதிருப்பல்
Fecundation,மலம் கழித்தல்
Fermentation,நொதித்தல்
Fertility,கருவுறுதல்
Fertilizer,உரம்
Fertilizer use efficiency,உரம் பயன்பாடு செயல்திறன்
Fibrous,ஃபைப்ரஸ்
Field,புலம்
Field capacity,புல திறன்
Field demonstration,புலம் ஆர்ப்பாட்டம்
Fixation,சரிசெய்தல்
Flooding,வெள்ளம்
Flow diagram,ஓட்ட வரைபடம்
Food value,உணவு மதிப்பு
Forage (fodder),தீவனம் (தீவனம்)
Forecasting,முன்னறிவிப்பு
Forest,காடு
Forestation,ஃபேஸ்டேஷன்
Frond,ஃப்ராண்ட்
Frost resistant,உறைபனி எதிர்ப்பு
Frost,பனி
Frozen (fruit & vegetable),உறைந்த (பழம் & காய்கறி)
Fructification,Pructification
Fruit drop,பழ வீழ்ச்சி
Fruit-set (fruit setting),பழம்-தொகுப்பு (பழ அமைப்பு)
Fumigation,உமிழ்வு
Fungicide,பூஞ்சைக் கொல்லி
Fungistatic,பூஞ்சை
Fungus,பூஞ்சை
Furow,ஃபுரோ
Fusion,இணைவு
Fuzz,குழப்பம்
Fuzzy,தெளிவில்லாமல்
"Fennel, anise","பெருஞ்சீரகம், சோம்பு"
Fenugreek,வெந்தயம்
Fig,படம்
Finger millet,விரல் தினை
Fire-flame bush,தீ-துடிப்பு புஷ்
Flame of forest,காடுகளின் சுடர்
French bean,பிரஞ்சு பீன்
Flea,பிளே
Fox,நரி
Fruit fly,பழ ஈ
Gall (Hort),பித்தப்பை (ஹார்ட்)
Gamete,கேமட்
Garden,தோட்டம்
Gauge (water),அளவை (நீர்)
Gene bank,மரபணு வங்கி
Gene tagging,மரபணு குறிச்சொல்
Geneology,மரபணு
Genetic map,மரபணு வரைபடம்
Genetics,மரபியல்
Genome,மரபணு
Genomic library,மரபணு நூலகம்
Genomics,மரபணு
Genotype,மரபணு வகை
Genotype,மரபணு வகை
Genus,வகை
Genus,வகை
Germ,கிருமி
Germicide,கிருமி கொல்லி
Germination,முளைப்பு
Germplasm,ஜெர்ம்ப்ளாஸ்
Gibberellic acid,கிபெரெல்லிக் அமிலம்
Ginning,ஜின்னிங்
Glume,பளபளப்பு
Glutinous,குளுட்டினஸ்
Glycolysis,கிளைகோலிசிஸ்
Gneiss,கெய்ஸ்
Golden revolution,தங்க புரட்சி
Grading,தரப்படுத்தல்
Grafted plant,ஒட்டுதல் ஆலை
Graft-incompatible,ஒட்டு-இணக்கமானது
Granna,கிரன்னா
Granulation,குருணையாக்கம்
Green manure,பச்சை உரம்
Green revolution,பசுமை புரட்சி
Growth and development,வளர்ச்சி மற்றும் வளர்ச்சி
Gummosis,கம்மோசிஸ்
Gynodioecious,கினோடியோசியஸ்
Gall nut,கால் நட்டு
Garlic,பூண்டு
Gerbera,ஜெர்பெரா
Gherkin,கெர்கின்
Ginger,இஞ்சி
Gladiolus,கிளாடியோலஸ்
Goat weed (ageratum),ஆடு களை (ஏஜெரட்டம்)
Grapefruit,திராட்சைப்பழம்
Grapes,திராட்சை
Green gram,பச்சை கிராம்
Grewia,க்ரூவியா
Groundnut,நிலக்கடலை
Guava,கொய்யா
Guinea grass,கினியா புல்
Gall midge,பித்தப்பை மிட்ஜ்
Grass hopper,புல் ஹாப்பர்
Gundhy bug,குந்தி பிழை
Habit,பழக்கம்
Hail,ஆலங்கட்டி
Hairyvetch,ஹேரிவெட்ச்
Halophyte,ஹாலோபைட்
Harrow,ஹாரோ
Harvest index,அறுவடை அட்டவணை
Harvest,அறுவடை
Harvesting,அறுவடை
Hatch,ஹட்ச்
