Punjabi,English
ਐਂਟੀਆਕਸੀਡੈਂਟਸ,Antioxidants
Antitoxin,Antitoxin
ਐਨਾਬੁਲਸ,Annulus
Aphid,Aphid
Apical ਮੁਕੁਲ,Apical bud
ਏਪਿਕਲ ਦਬਦਬਾ,Apical dominance
Apsiculturuet (ਮਧੂ ਮੱਖੀ ਰੱਖਣ),Apiculture (bee keeping)
ਅਪੋਮਿਕਸ,Apomixis
ਅਪੋਪੋਟੋਸਿਸ,Apoptosis
ਅੰਤਿਕਾ,Appendage
ਭੁੱਖ,Appetizer
ਲਾਗੂ ਕੀਤਾ,Applied
ਐਕੁਆਟਿਕ ਬੂਟੀ,Aquatic weed
ਅਰਬੋਰੀਅਲ,Arboreal
ਅਰਬਰਾਈਜ਼ੇਸ਼ਨ,Arborization
ਏ ਆਰਚਿਓ-ਬੋਟੈਨੀਕਲ ਰਿਕਾਰਡ,Archaeo-botanical records
ਖੇਤਰ ਦੇ ਅੰਕੜੇ,Area statistics
ਖੇਤਰ,Area
ਐੱਫ.ਡੀ.ਆਈ.,Arid ecosystem
ਅਰਿਲ,Aril
ਖੁਸ਼ਬੂ,Aroma
ਖੁਸ਼ਬੂਦਾਰ ਪੌਦਾ,Aromatic plant
ਖੁਸ਼ਬੂਦਾਰ ਚਾਵਲ,Aromatic rice
ਐਰੋਇੰਗ,Arrowing
Espesisis,Asepsis
Sseptic,Aseptic
ਅਸਪਸ਼ਟ ਪ੍ਰਸਾਰ,Asexual propagation
ਅਨੀ,Assay
ਸੰਪਤੀ,Assets
ਸਹਿਯੋਗ,Assimilation
ਐਸੋਸੀਏਸ਼ਨ,Association
ਤੂਫਾਨੀ,Astringent
ਅਸਟੀਪਿਸਿਸ,Asynapsis
ਅਟਵੀਵਾਦ,Atavism
ਐਟੋਮਾਈਜ਼ਰ,Atomizer
ਸ਼ੋਸ਼ਣ,Atrophy
ਆਟੋਗ੍ਰਾਮ,Autogamy
ਆਟੋਲਿਸਸਿਸ,Autolysis
ਆਟੋਮਿਡੇਸ਼ਨ,Autoxidation
ਆਟੋਪਲਿਪਲਾਈਡ,Autopolyploid
Auxins,Auxins
ਅੱਲ (ਬ੍ਰਿਸਟਲ),Awn (bristle)
ਬਦਾਮ,Almond
ਐਲੋ,Aloe
ਅਮੈਸ਼ਨਥਸ,Amaranthus
ਅਮਮੀ,Ammi
ਅੰਜਨ ਘਾਹ,Anjan grass
ਐਂਥਿਰੀਅਮ,Anthurium
"ਅੋਂਲਾ, ਇੰਡੀਅਨ ਕਰੌਦਾ","Aonla, Indian gooseberry"
ਸੇਬ,Apple
ਖੜਮਾਨੀ,Apricot
ਅਰਬੀਅਨ ਜੈਸਮੀਨ,Arbian jasmine
ਅਰੇਕਾ ਗਿਰੀਦਾਰ,Areca nut
ਅਰਜੁਨ,Arjun
ਓਡੋਏਟਿਡਾ,Asfoetida
ਸੁਆਹ,Ash gourd
ਅਸ਼ੋਕ ਦਾ ਰੁੱਖ,Ashoka tree
ਅਸ਼ਥਮਾ ਬੂਟੀ (ਯੂਫੋਰਬੀਆ),Ashthma weed (euphorbia)
ਐਸਪੈਰਾਗਸ,Asparagus
ਆਵਾਕੈਡੋ,Avocado
ਅਲਫਾਲਫਾ (LUSEREN),Alfalfa (lucerne)
ਕੀੜੀਆਂ,Ants
ਐਫੀਡਜ਼,Aphids
ਆਰਮੀ ਕੀੜੀ,Army worm
ਖੇਤੀਬਾੜੀ ਅਰਥਵਾਦੀ,Agricultural economist
ਖੇਤੀਬਾੜੀ ਵਿਸਤ੍ਰਿਤ,Agricultural extensionist
ਖੇਤੀਬਾੜੀ ਵਿਗਿਆਨੀ,Agricultural scientist
ਖੇਤੀਬਾੜੀ ਇੰਜੀਨੀਅਰ,Agriculture engineer
ਅਗਾਹੀਵੌਇਲੋਜਿਸਟ,Agrobiologist
ਖੇਤੀਬਾਮੀ,Agronomist
ਅਸ਼ੋਲੀ,Agrophysicst
ਜਾਨਵਰ ਬ੍ਰੀਡਰ,Animal breeder
ਬੇਸਿਲਸ ਵਾਇਰਸ,Bacillus virus
ਬੈਸੀਲਸ,Bacillus
ਬੈਕਟੀਰੀਆ,Bacteria
ਬੈਕਟੀਰੋਅਟੌਕਸਿਨ,Bacteriotoxin
ਬੈਗਸ,Bagasse
ਸੰਤੁਲਨ ਸ਼ੀਟ,Balance sheet
ਸੰਤੁਲਿਤ ਖਾਦ,Balanced fertilization
ਬਾਰ ਡਾਇਗਰਾਮ,Bar diagram
ਸੱਕ,Bark
ਬੈਰੋਮੀਟਰ,Barometer
ਬੰਜਰ,Barren
ਅਧਾਰ,Base
ਬੇਸਿਨ,Basin
ਬਾਸਿਪਟਲ,Basipetal
ਬਾਸੈਸਟਰਨੀਮ,Basisternum
ਬੇ ਮਾਨਸੂਨ,Bay monsoon
ਬੇਅਰਿੰਗ ਪੌਦਾ,Bearing plant
ਬਿਸਤਰੇ,Bed
ਬੇਡਰ,Bedder
ਬਿਸਤਰੇ,Bedding
ਬੀਟ ਗੁੜ,Beet molasses
ਝੁਕੋ,Bellows
ਬੈਲਟ,Belt
ਲਾਭ-ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ,Benefit-cost analysis
ਪੱਖਪਾਤੀ (ਸੈਂਲਿੰਗ),Biased (sampling)
ਬਨੀਅਲ,Biennial
ਬਿਨੀਮਾਇਲ,Binomial
ਬਾਇਓਜੈਂਟ,Bioagent
ਬਾਇਓਸੈਲਮੇਟ,Bioclimate
ਬਾਇਓਨੇਰਜੀ,Bioenergy
ਬਯਨੋਮਿਕਸ,Bionomics
ਬਾਇਓਰੇਟਰ,Bioreactor
ਬਾਇਓਸਪੇਅਰ,Biosphere
ਬਾਇਓਟਿਕ,Biotic
ਬਾਇਓਟਾਈਪ,Biotype
ਲਿੰਗੀ,Bisexual
ਬਲੈਂਚਿੰਗ,Blanching
ਧਮਾਕਾ,Blast
ਮਿਸ਼ਰਣ,Blend
ਝੁਲਸਣ,Blight
ਛਾਲੇ,Blister
ਨੀਲਾ ਇਨਕਲਾਬ,Blue revolution
ਤਲ ਗਰਮੀ ਚੈਂਬਰ,Bottom heat chamber
ਤਲ ਹੀਟ ਤਕਨੀਕ,Bottom heat technique
ਬ੍ਰੈਨ,Bran
ਸ਼ਾਖਾ,Branching
ਬ੍ਰੀਚਲੇਟ,Branchlet
ਨਸਲ,Breed
ਪ੍ਰਜਨਨ,Breeding
ਝਗੜਾ,Brimming
ਬਰੂਦ,Brood
ਉਭਰਦਾ,Budding
ਬਜਟ,Budget
ਬਫਰ,Buffer
ਬੱਲਬ,Bulb
ਬੈਂਟ,Bunt
ਉਪ-ਉਤਪਾਦ,By-product
ਬਾਬੂਬਦ ਬੱਬੀ,Babul acacia
ਬੇਬੀ ਮੱਕੀ,Baby corn
ਬਾਲ,Bael
ਬਿਲ,Baill
ਬਾਲਸਮ,Balsam
ਬਾਂਸ,Bamboo
ਕੇਲਾ,Banana
ਬੈਨੀਅਨ ਦਾ ਰੁੱਖ,Banyan tree
ਜੌ,Barley
ਬਾਰਨੀਅਰ ਬਾਜਰੇ,Barnyard millet
ਤੁਲਸੀ,Basil
ਬਾਸਟਰਡ ਸੀਡਰ,Bastard cedar
ਬਾਸਟਰਡ ਮਾਈਰੋਬੇਲਾ,Bastard myrobalan
Bauhinia,Bauhinia
ਬੇ ਬੇਰੀ,Bay berry
ਬੀਨ,Bean
ਚੁਕੰਦਰ,Beet
ਬੇਲਾਡੋਨਾ,Belladonna
ਬੇਰ,Ber
ਸੋਰਸਮ,Berseem
ਸੁਪਾਰੀ,Betel
ਬਿਲੀਮਬੀ,Bilimbi
ਕੌੜਾ ਬੈਰ,Bitter gourd
ਕਾਲਾ ਗ੍ਰਾਮ,Black gram
ਕਾਲੀ ਨਾਈਟਸੈਡ,Black nightshade
ਬੌਗੇਨਵਿਲੇਸਾ,Bougainvillea
ਬੋਤਲ ਬੁਰਸ਼,Bottle brush
ਬੋਤਲ ਬਘਿਆੜ,Bottle gourd
ਬਾਕਸ ਲੜੀ,Box tree
ਬਰੈੱਡ ਫਲਾਂ,Bread fruit
ਵਿਆਹ ਦੀ ਨਿੰਬੂ,Bridal creeper
ਬ੍ਰਿੰਜਲ,Brinjal
ਬ੍ਰੌਡ ਬੀਨ,Broad bean
ਬ੍ਰੋ CC ਓਲਿ,Broccoli
ਬ੍ਰਸੇਸਲ ਦਾ ਫੁੱਟ,Brussel's sprout
ਬੱਕਵੈਟ,Buckwheat
ਬੁਟੀਆ,Butea
ਬੈਂਡਿਕੋਟ,Bandicoot
ਰਿੱਛ,Bear
ਬੀਟਲ,Beetle
ਛਾਲੇ ਬੀਟਲ,Blister beetle
ਨੀਲਾ ਬੁੱਲ,Blue bull
ਬੁਲ ਕੀੜਾ,Boll worm
ਬਟਰਫਲਾਈ,Butterfly
ਜੀਵਾਣੂ-ਵਿਗਿਆਨੀ,Bacteriologist
ਬਾਇਓਕੈਮਿਸਟ,Biochemist
ਜੀਵ ਵਿਗਿਆਨੀ,Biologist
ਬਾਇਓਟੈਕਨੋਲੋਜਿਸਟ,Biotechnologist
ਬੋਟੈਨਿਸਟ,Botanist
ਸੀ ਨਮੀ ਦੇ ਗੁਣ,C moisture characteristic curve
ਕੇਕ,Cake
ਕੈਲਕਿਸ,Calcarious
ਕੈਲਸੀਫਿਕੇਸ਼ਨ,Calcification
ਫਾਸਫੇਟ ਦਾ ਹਿਸਾਬ,Calcination of phosphate
ਕਲੇਸ਼,Callosity
ਕਾਲਸ,Callus
ਕੈਲੀਕਸ,Calyx
ਕੈਲੀਕਸ-ਐਂਡ,Calyx-end
ਕੈਮਬੀਅਮ,Cambium
ਕੈਨਕਰ,Canker
ਕੈਨਿੰਗ,Canning
ਕੈਨੋਪੀ,Canopy
ਪੂੰਜੀ,Capital
ਕੈਪਟੇਸ਼ਨ,Caprification
ਕੈਪਸੂਲ,Capsule
ਕਾਰਬੋਨੇਟਡ,Carbonated
ਕਾਰਬੋਨਾਈਜ਼ੇਸ਼ਨ,Carbonization
ਕਾਰਪਲ,Carpel
ਕਾਰਪਸ,Carpus
ਕਾਸਟਿੰਗ,Casting
ਕੈਟਾਬੋਲਿਜ਼ਮ,Catabolism
ਉਤਪ੍ਰੇਸਿਆ,Catalysis
ਕੇਟਰਪਿਲਰ,Caterpillar
ਸੀ-ਡੀ ਐਨ ਏ ਲਾਇਬ੍ਰੇਰੀ,C-DNA Library
ਛੱਤ,Ceiling
ਸੈੱਲ,Cell
ਕੇਂਦਰੀ ਲੀਡਰ ਸਿਸਟਮ,Central leader system
ਕੇਂਦਰਿਤ,Centric
ਸੈਂਟਰਿਫੁਗਾਸ਼ਨ,Centrifugation
ਸੈਂਟਰਿਫਿ ize ਜ,Centrifuge
ਸੈਂਟਰਿਓਲ,Centriole
CentRogenic,Centrogenic
ਸੈਂਟੀਗਨੌਜ਼,Centrogenous
ਚੱਕਰ,Cercus
ਅਨਾਜ,Cereal
ਸਰਟੀਫਿਕੇਸ਼ਨ,Certification
ਪ੍ਰਮਾਣਿਤ ਬੀਜ,Certified seed
ਤੂਫਾਨ,Chaff
ਚਮਜ਼ਾ,Chalaza
ਮੈਕੌਟ੍ਰੋਜ਼ਿਜ਼ਮ,Chemotropism
ਚਿਆਸਮਾ,Chiasma
ਚਿਲਿੰਗ ਘੰਟੇ,Chilling hours
ਸੱਟ ਲੱਗ ਰਹੀ ਸੱਟ,Chilling injury
Chimera,Chimera
ਚਲੋਟਰੈਠੀ,Chloranthy
ਕਲੋਰੋਫਿਲ,Chlorophyll
ਕਲੋਰੋਸਿਸ,Chlorosis
ਕਲੋਰੋਲੋਜੀ,Chlorology
Chrimindidd,Chromatid
ਕ੍ਰੋਮੈਟਿਨ,Chromatin
ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ,Chromatography
ਕ੍ਰੋਮੈਟੋਲਸਿਸ,Chromatolysis
ਕ੍ਰੋਮੋਸੀਸਟਰ,Chromocentre
ਕ੍ਰੋਮੋਜੇਨੇਸਿਸ,Chromogenesis
ਕ੍ਰੋਮੋਪ੍ਰੋਟੀਨ,Chromoprotein
ਕ੍ਰੋਮੋਸੋਮ,Chromosome
ਦੀਰਘ,Chronic
ਸਾਇੰਗ,Citrange
ਕਲੇਡਡ,Cladode
ਵਰਗੀਕਰਣ,Classification
ਮਿੱਟੀ,Clay
ਸਫਾਈ,Cleaning
ਕਲੇਰਿਸਟਾਗਮੀ,Cleistogamy
ਜਲਦਬਾਜ਼ੀ ਦਾ ਫਲ,Climacteric fruit
ਮੌਸਮ,Climate
ਜਲਵਾਯੂ,Climatology
ਕਲੀਪਰ,Clipper
ਕਲੋਡ,Clod
ਕਲੋਨ,Clone
ਬੱਦਲ,Cloud
ਕਲੰਪ,Clump
ਕਲੱਸਟਰ,Cluster
ਮੋਟੇ,Coarse
ਕੋਟ (ਬੀਜ),Coat (seed)
ਕੋਕੂਨ,Cocoon
ਸਿੱਕੇ,Coenzyme
ਏਕਤਾ,Cohesion
ਕੋਇਰ,Coir
ਕੋਲੀੋਰਿਹਿਜ਼ਾ,Coleorrhiza
ਕਾਲਰ,Collar
ਕੋਲੋਇਡ (ਮਿੱਟੀ),Colloid (soil)
ਕੋਲਮੂਲਾ,Columella
ਕਾਲਮ,Column
ਰਿਮੈਂਸੀਵਾਦ,Commensalism
ਵਪਾਰਕ ਬੈਂਕ,Commercial bank
ਕਮੋਡਿਟੀ,Commodity
ਕਮਿ Community ਨਿਟੀ,Community
ਸੰਕੁਚਨ (ਮਿੱਟੀ ਦਾ),Compaction (of soil)
ਅਨੁਕੂਲਤਾ,Compatibility
ਅਨੁਕੂਲਤਾ,Compatibility
ਮੁਆਵਜ਼ਾ,Compensation
ਮੁਕਾਬਲੇਬਾਜ਼ੀ ਨਾਲ ਗੱਲਬਾਤ,Competitive interaction
ਪੂਰਕ ਫਸਲ,Complementary crop
ਗੁੰਝਲਦਾਰ,Complex
ਭਾਗ,Component
ਰਚਨਾ,Composition
ਖਾਦ,Compost
ਮਿਸ਼ਰਿਤ ਦਿਲਚਸਪੀ,Compound interest
ਗਣਨਾ,Computation
ਕੰਪਿ computer ਟਰ,Computer
ਧਿਆਨ ਟਿਕਾਉਣਾ,Concentration
ਕੰਡੀਸ਼ਨਰ,Conditioner
ਚਾਲ-ਚਲਣ,Conductance
ਕੌਨਫਿਗਰੇਸ਼ਨ,Configuration
ਅਨੁਕੂਲਤਾ,Conformity
ਉਲਝਣ,Confounding
ਸੰਜੋਗ,Conjugation
ਕੁਨੈਕਟਿਵ,Connective
ਸੰਭਾਲ,Conservation
ਇਕਜੁੱਟ,Consolidation
ਹਲਕੇ,Constituents
ਖਪਤਕਾਰ,Consumer
ਖਪਤ,Consumption
ਗੰਦਗੀ,Contamination
ਕੋਟੌਰ ਲਾਉਣਾ,Contour planting
ਸਮਾਲ,Contour
ਇਕਰਾਰਨਾਮਾ ਖੇਤੀ,Contract farming
ਨਿਯੰਤਰਿਤ ਸਟੋਰੇਜ,Controlled storage
ਸਹਿਕਾਰਤਾ ਵਾਲਾ ਬੈਂਕ,Co-operative bank
ਸਹਿਕਾਰਤਾ,Cooperator
ਕਾੱਪੀਸ,Coppice
ਕੋਰਮ,Corm
ਕੋਰੋਲਾ,Corolla
ਕੋਰਟੇਕਸ,Cortex
ਲਾਗਤ,Cost
ਕੋਟੀਲਡਨ (ਬੀਜ),Cotyledon (seed)
ਕਰੈਡਿਟ ਸੁਸਾਇਟੀ,Credit society
ਕ੍ਰੈਡਿਟ,Credit
ਲੈਣਦਾਰ,Creditor
ਕਰੈਸਟ,Crest
Crinkle,Crinkle
ਸੰਕਟ,Crisis
ਮਾਪਦੰਡ,Criterion
ਆਲੋਚਨਾਤਮਕ,Critical
ਫਸਲੀ ਬੀਮਾ,Crop insurance
ਫਸਲ ਲੋਨ,Crop loan
ਫਸਲ,Crop
ਕਰੂਪਿੰਗ ਖੇਤਰ,Cropping area
ਕਰਾਸ-ਅਨੁਕੂਲ,Cross-incompatible
ਤਾਜ (ਪੌਦਾ),Crown (plant)
ਟੁਕੜਾ,Crumb
ਛਾਲੇ,Crust
ਕ੍ਰਿਪਟੌਗਮ,Cryptogam
ਕੂਲ (ਫਲ),Cull (fruits)
ਕੂਲਮ,Culm
ਕਾਸ਼ਤਕਾਰ,Cultivar
ਕਾਸ਼ਤ,Cultivation
ਕਾਸ਼ਤਕਾਰ,Cultivator
ਸਭਿਆਚਾਰ,Culture
ਕਰਿੰਗ,Curing
ਕਰਲਿੰਗ,Curling
ਮੁਦਰਾ,Currency
ਕਟੀਲ,Cuticle
ਕੱਟਣਾ,Cutting
ਗੱਠ,Cyst
Cytochromo,Cytochrome
ਸਾਈਨੋਗਮੀ,Cytogamy
Cytegeenesis,Cytogenesis
ਸਾਇਟਾਈਜਨੇਟਿਕ,Cytogenetics
ਸਾਇਟੋਕਿਨੇਸਿਸ,Cytokinesis
ਸਾਇਟੋਲੋਜੀ,Cytology
ਸਾਈਂਟਾਈਸਿਸ,Cytolysis
ਸਾਇਟੋਮਰੇ,Cytomere
ਸਾਇਟੋਪਲਾਜ਼ਮ,Cytoplasm
ਪੱਤਾਗੋਭੀ,Cabbage
ਕੈਕਟਸ,Cactus
ਕੈਲੰਡੁਲਾ,Calendula
ਕੈਨਰੀ ਘਾਹ (ਤਾਰੀਆਂ),Canary grass (phalaris)
ਕੈਨਨਾ,Canna
ਕੈਪਾਰਿਸ,Capparis
ਕੈਪਸਿਕਮ,Capsicum
ਕੈਰਮਬੋਲਾ,Carambola
ਕੈਰਾਪਾ,Carapa
ਕਾਰਡਮੋਮ,Cardamom
ਕੈਰੇਸ਼ਨ,Carnation
ਗਾਜਰ,Carrot
ਕਾਜੂ ਗਿਰੀ,Cashew nut
ਕਾਸੀਆ,Cassia
ਕੈਸਟਰ,Castor
ਫੁੱਲ ਗੋਭੀ,Cauliflower
ਅਜਵਾਇਨ,Celery
ਚੈਂਪੈਕ,Champac
ਚੇਨੋਪੋਡੀਅਮ,Chenopodium
ਚੈਰੀ ਟਮਾਟਰ,Cherry tomato
ਚੈਰੀ,Cherry
"Chickpea, ਗ੍ਰਾਮ","Chickpea, gram"
ਮਿਰਚ,Chillies
ਚਾਈਨਾ ਟਰਪੇਨਟੀਨ ਟ੍ਰੀ,China turpentine tree
ਚੋ-ਚੋਅ,Chow-chow
ਕ੍ਰਾਈਸੈਂਥੇਮਮ,Chrysanthemum
"ਚੁਫੀਆ, ਧਰਤੀ ਦਾ ਬਦਾਮ","Chufa, earth almond"
ਸਿਖਾਂ,Cichory
ਦਾਲਚੀਨੀ,Cinnamon
ਸਿਟਰਨ,Citron
ਸਿਟਰੋਨਲਾ ਘਾਹ,Citronella grass
ਜਸਮੀਨ ਚੜ੍ਹਨਾ,Climbing jasmine
ਲੌਂਗ,Clove
ਕਲੱਸਟਰ ਬੀਨ,Cluster bean
ਕੋਕੋ,Cocoa
ਨਾਰੀਅਲ,Coconut
ਕਾਫੀ,Coffee
ਕੋਲੇਸ,Coleus
ਕੋਲੋਕੈਸੀਆ,Colocasia
"ਕੋਲੋਸੀਥਾ, ਕੌੜਾ ਐਪਲ","Colocynth, bitter apple"
ਆਮ ਸੇਵਾ,Common purslane
ਧਨੀਆ,Coriander
ਸੂਤੀ,Cotton
ਕਾਵਾਂ,Cowpea
ਕੁਬੇਬ,Cubeb
ਖੀਰਾ,Cucumber
ਖਰਕੀ,Cucurbits
ਜੀ,Cumin
ਕਰੀ ਪੱਤੇ,Curry leaf
ਕਸਟਾਰਡ ਐਪਲ,Custard apple
ਕੈਪਸੂਲ ਬੋਰਰ,Capsule borer
ਕੈਟਰਪਿਲਰ,Caterpiller
ਨਿੰਬੂ ਸਾਈਂ,Citrus psylla
ਕ੍ਰਿਕੇਟ,Cricket
ਕਾਂ,Crow
ਕੀੜਾ ਕੱਟੋ,Cut worm
ਡੇਅਰੀ,Dairy
ਡੇਅਰੀ,Dairying
ਡੈਮ,Dam
ਦਿਵਸ ਨਿਰਪੱਖ,Day-neutral
ਫੁੱਲ ਆਉਣ ਤੋਂ ਬਾਅਦ,Days after flowering
ਪੂਰੇ ਖਿੜ ਦੇ ਬਾਅਦ ਦਿਨ,Days after full bloom
ਡੀਬਲੋਸੋਮਿੰਗ,Deblossoming
ਅਸਵੀਕਾਰ,Decalcification
ਫੈਸਲਾ,Decant
ਵਿਗਾੜ,Decay
ਪਤਝੜ,Deciduous
ਦਸ਼ਮਲਵ,Decimal
ਘਾਟ,Deficiency
ਡੀਫਲੋਕੁਲੇਸ਼ਨ (ਮਿੱਟੀ),Deflocculation (soil)
ਬਦਨਾਮੀ,Defloration
ਹੱਤਿਆ,Defoliation
ਕਟਾਈ,Deforestation
ਡੀਜਨਰੇਸ਼ਨ,Degeneration
ਨਿਘਾਰ,Degradation
ਡਿਗਰੀ ਦਿਨ,Degree days
