English,Tamil
Cartosa,கார்டோசா
Castelian,காஸ்ட்லியன்
Castelian,காஸ்ட்லியன்
Caste system,சாதி அமைப்பு
Castle,கோட்டை
Castle,கோட்டை
Castle town,கோட்டை நகரம்
Castra,காஸ்ட்ரா
Castra,காஸ்ட்ரா
Cathedra,கதீட்ரா
Cathedral,கதீட்ரல்
Cato Street conspiracy,கேட்டோ ஸ்ட்ரீட் சதி
Caudillo,காடிலோ
Cavalier,காவலர்
Cavalier,காவலர்
Cavalier Parliament,கவாலியர் பாராளுமன்றம்
Cave of Adullam,அதுலாம் குகை
Cave painting,குகை ஓவியம்
Cave painting,குகை ஓவியம்
Centumvir,சென்டம்விர்
Centurion,செஞ்சுரியன்
Century,நூற்றாண்டு
Chain armour (=chain mail),சங்கிலி கவசம் (=செயின் மெயில்)
Chantry,சாந்த்ரி
Chantry,சாந்த்ரி
Chap book,அத்தியாய புத்தகம்
Chaplain,சாப்ளின்
Chapter,அத்தியாயம்
Chapter of accidents,விபத்துகளின் அத்தியாயம்
Charge,கட்டணம்
Charge d'affaires,பொறுப்பாளர்கள்
Charge parting,கட்டணம் பிரித்தல்
Charger,சார்ஜர்
Chariot,தேர்
Charioteer,தேரோட்டி
Charioteer,தேரோட்டி
Charioteer,தேரோட்டி
Charity kitchen,தொண்டு சமையலறை
Charter,சாசனம்
Chartist Movement (=Chartism),சார்டிஸ்ட் இயக்கம் (=சார்டிசம்)
Chartophylacium,சார்ட்டோபிலாசியம்
Chateau,அரட்டை
Check post,செக் போஸ்ட்
Chemical Warfare,இரசாயனப் போர்
Chester,செஸ்டர்
Chief,முதல்வர்
Chieftain,தலைவன்
Chieftain,தலைவன்
Chieftain,தலைவன்
Chiffon,சிஃப்பான்
Chivalry,வீரம்
Chosen People,தேர்ந்தெடுக்கப்பட்ட மக்கள்
Chrismographion,கிறிஸ்மோகிராஃபியன்
Christendom,கிறிஸ்தவமண்டலம்
Christian era,கிறிஸ்தவ சகாப்தம்
Christian Socialism,கிறிஸ்தவ சோசலிசம்
Chronicle,நாளாகமம்
Chronicler,க்ரோனிக்லர்
Chryse Chersonese,கிரைஸ் செர்சோனீஸ்
Cimelium,சிமிலியம்
Cinquecento Style,Cinquecento உடை
Circumnavigation,சுற்றறிக்கை
Cistercian monk,சிஸ்டர்சியன் துறவி
Citadel,கோட்டை
Citation,மேற்கோள்
Citation,மேற்கோள்
Civil disobedience,கீழ்ப்படியாமை
Civil war,உள்நாட்டுப் போர்
Civis Romanus,சிவிஸ் ரோமானஸ்
Classical age,கிளாசிக்கல் வயது
Clepht (=klepht),கிளெஃப்ட் (=கிளெஃப்ட்)
Clericalism,மதகுருத்துவம்
Cleruch,மதகுரு
Cluniac movement,க்ளூனியாக் இயக்கம்
Coat armour,கோட் கவசம்
Coat of arms,கோட் ஆஃப் ஆர்ம்ஸ்
Coat of arms,கோட் ஆஃப் ஆர்ம்ஸ்
Coat of arms,கோட் ஆஃப் ஆர்ம்ஸ்
Coat of mail,அஞ்சல் கோட்
Cohort,கோஹார்ட்
Comitia,கொமிடியா
Comitia Centuriata,கொமிடியா செஞ்சுரியாட்டா
Comitia Curiata,கொமிடியா குரியாட்டா
Comitia Tributa,கமிட்டியா திரிபுட்டா
Commemorative arch,நினைவு வளைவு
Commemorative coin,நினைவு நாணயம்
Commemorative seal,நினைவு முத்திரை
Common field,பொதுவான புலம்
Communard,கம்யூனார்ட்
Concordat,கான்கார்டாட்
Concordat,கான்கார்டாட்
Condottiere,காண்டோட்டியர்
Confirmation Cartarum,உறுதிப்படுத்தல் கார்டரம்
Conflict,மோதல்
Congregation,சபை
Conquering state,மாநிலத்தை வென்றது
Conqueror,வெற்றியாளர்
Conquistador,வெற்றியாளர்
Consilium,கான்சிலியம்
Consistory,கன்சிஸ்டரி
Conspiracy,சதி
Conspiracy,சதி
Consulate,துாதரகம்
Consulation book,ஆலோசனை புத்தகம்
Continental system,கான்டினென்டல் அமைப்பு
Convention Parliament,மாநாடு பாராளுமன்றம்
Copperheads (=peace democrats),காப்பர்ஹெட்ஸ் (=அமைதி ஜனநாயகவாதிகள்)
Copyhold,காப்பிஹோல்ட்
Cordoning,சுற்றிவளைத்தல்
Corona,கொரோனா
Coronation,முடிசூட்டு விழா
Coronation stone,முடிசூட்டுக்கல்
Corpus,கார்பஸ்
Corsair,கோர்செயர்
Corsair,கோர்செயர்
Corset (=corselet),கோர்செட் (=கோர்செலெட்)
Cortes,கோர்டெஸ்
Cottar (=cottier),கோட்டர் (=கோட்டியர்)
Cottar (=cottier),கோட்டர் (=கோட்டியர்)
Count Palatinate,பலடினேட் எண்ணுங்கள்
Country house,நாட்டு வீடு
County,மாவட்டம்
County borough,கவுண்டி பரோ
County courts,மாவட்ட நீதிமன்றங்கள்
County palatine,கவுண்டி பாலாடைன்
Court,நீதிமன்றம்
Court,நீதிமன்றம்
Court circular,நீதிமன்ற சுற்றறிக்கை
Court etiquette,நீதிமன்ற ஆசாரம்
Courtier,நீதிமன்ற அதிகாரி
Court of cassation,கேசேஷன் நீதிமன்றம்
Court of Directors (E. I. C.),இயக்குநர்கள் நீதிமன்றம் (EIC)
Court of Proprietors,உரிமையாளர்களின் நீதிமன்றம்
Court poet,நீதிமன்ற கவிஞர்
Covenanted Cameronians,உடன்படிக்கை செய்யப்பட்ட கேமரோனியர்கள்
Crown,கிரீடம்
Crown,கிரீடம்
Crown,கிரீடம்
Crown land,கிரீடம் நிலம்
Crown land,கிரீடம் நிலம்
Crown Prince,பட்டத்து இளவரசர்
Crusade,சிலுவைப் போர்
Crusader,சிலுவைப்போர்
Cryptogram,கிரிப்டோகிராம்
Cuirass,குயிராஸ்
Cuirassier,கியூராசியர்
Cult deity,வழிபாட்டு தெய்வம்
Curia,கியூரியா
Curia,கியூரியா
Czarism,ஜாரிசம்
Dark continent,இருண்ட கண்டம்
Day of judgement,தீர்ப்பு நாள்
Day of judgement,தீர்ப்பு நாள்
Dean,டீன்
Decade,தசாப்தம்
Denarius,டெனாரியஸ்
Deposed monarch,பதவி நீக்கம் செய்யப்பட்ட மன்னர்
Despoil,கெடுக்கும்
Despoilation,கெடுதல்
Dethrone,அரியணை
Diadem,டயடம்
Diadem,டயடம்
Diadem,டயடம்
Diasia,தியாசியா
Dicasterium,டிகாஸ்டீரியம்
Diluvialist,டிலுவியலிஸ்ட்
Diocese,மறைமாவட்டம்
Diocese,மறைமாவட்டம்
Directoire (=Directry),டைரக்டயர் (=டைரக்டரி)
Directoire (=Directry),டைரக்டயர் (=டைரக்டரி)
Dirham,திர்ஹம்
Disloyal,விசுவாசமற்ற
Disloyal,விசுவாசமற்ற
Doctrine of lapse,தோல்வியின் கோட்பாடு
Document,ஆவணம்
Documentary evidence,ஆவண ஆதாரம்
Domesday Book,டோம்ஸ்டே புத்தகம்
Donation of Constantine,கான்ஸ்டன்டைன் நன்கொடை
Doom,பேரழிவு
Dowager queen,வரதட்சணை ராணி
Dragoon,டிராகன்
Dromedarian,டிரோமேடியன்
Dromedary,டிரோமெடரி
Dromond,ட்ரோமண்ட்
Dual,இரட்டை
Dual alliance,இரட்டைக் கூட்டணி
Dual entente,இரட்டை எண்ணம்
Dual system (=dual government),இரட்டை அமைப்பு (=இரட்டை அரசாங்கம்)
Duke,டியூக்
Duma,டுமா
Dwarf incarnation,வாமன அவதாரம்
Dynasty,ஆள்குடி
Dynasty,ஆள்குடி
Eagle,கழுகு
Ealder man,கிழவன்
Earl,ஏர்ல்
Earldom,ஏர்ல்டம்
Early Guptas,ஆரம்பகால குப்தர்கள்
Early (historic) sites,ஆரம்பகால (வரலாற்று) தளங்கள்
Early Vedic period,ஆரம்ப வேத காலம்
Ecclesia,பிரசங்கம்
Edict of Restitution,மறுசீரமைப்பு ஆணை
Eight fold path,எட்டு மடங்கு பாதை
Elders,பெரியவர்கள்
Elder statesman (=genro),மூத்த அரசியல்வாதி (=ஜென்ரோ)
Elephant goad,யானைக்கால்
Eleven Years' Tyranny,பதினோரு வருட கொடுங்கோன்மை
Elysae (=Elysee),எலிசே (=எலிசே)
Enclosure Movement,அடைப்பு இயக்கம்
Encyclical,கலைக்களஞ்சியம்
Encyclopaedist movement,கலைக்களஞ்சிய இயக்கம்
Entente,என்டென்டே
Entente cordiale,என்டென்ட் கார்டியல்
Enthrone,சிம்மாசனம்
Entourage,பரிவாரங்கள்
Ephod,எபோத்
Ephor,எபோர்
Epic age,காவிய யுகம்
Epic hero,காவிய நாயகன்
Epigraph,கல்வெட்டு
Episcopacy,எபிஸ்கோப்பசி
Episcopate,பேராயர்
Episode,அத்தியாயம்
Epoch,சகாப்தம்
Epoch-making event,சகாப்தத்தை உருவாக்கும் நிகழ்வு
Epoch-making man,சகாப்தத்தை உருவாக்கும் மனிதன்
Eponym,பெயர்ச்சொல்
Equerry,குதிரைப்படை
Equerry,குதிரைப்படை
Equestrian statue,குதிரையேற்ற சிலை
Era,சகாப்தம்
Ergastulum,எர்கஸ்டுலம்
Eucharist,நற்கருணை
Evangelicalism,சுவிசேஷம்
Evangelical movement,சுவிசேஷ இயக்கம்
Evangelist,சுவிசேஷகர்
Exarch,Exarch
Exilarch,Exilarch
Falangist,ஃபாலாங்கிஸ்ட்
Father land,தந்தை நிலம்
Father land,தந்தை நிலம்
Feriae,ஃபெரியா
Fetish,ஃபெட்டிஷ்
Feudal holdings,நிலப்பிரபுத்துவ சொத்துக்கள்
Feudalism (=feudal system),நிலப்பிரபுத்துவம் (=நிலப்பிரபுத்துவ அமைப்பு)
Feudal system,நிலப்பிரபுத்துவ அமைப்பு
Feudatory,நிலப்பிரபுத்துவம் கொண்டவர்
Fidei defensor (=Defender of the Faith),Fidei defensor (=நம்பிக்கையின் பாதுகாவலர்)
Fief,ஃபிஃப்
Field system,கள அமைப்பு
Fifteenth tax,பதினைந்தாவது வரி
Figure head,உருவத் தலை
Fin de siecle,ஃபின் டி சீக்கிள்
Fire eater,நெருப்பு உண்பவர்
Five Mile Act,ஐந்து மைல் சட்டம்
Flag,கொடி
Flamen Dialis,ஃபிளமன் டயாலிஸ்
Flamen Martialis,ஃபிளமன் மார்ஷியலிஸ்
Flaming torch,எரியும் ஜோதி
Flank,பக்கவாட்டு
Flanking movement,பக்கவாட்டு இயக்கம்
Flourishing civilization,செழிக்கும் நாகரிகம்
Fluvialistic belief,ஃப்ளூவியலிஸ்டிக் நம்பிக்கை
Folk god,நாட்டுப்புற கடவுள்
Folk goddess,நாட்டுப்புற தெய்வம்
Folk memory,நாட்டுப்புற நினைவகம்
Folk myth (=folklore),நாட்டுப்புற புராணம் (=நாட்டுப்புறவியல்)
Foraging,இரை தேடும்
Foray,களமிறங்குதல்
Forebear,முன்னோடி
Forefather,முன்னோர்
Forerunner,முன்னோடி
Forlorn hope,கெட்ட நம்பிக்கை
Formative stage,உருவாக்கும் நிலை
Fort,கோட்டை
Fortification,வலுவூட்டல்
Fortified town,அரணான நகரம்
Fortress,கோட்டை
Fortuna,Fortuna
Forum Romanum,மன்றம் ரோமானம்
Franciscan,பிரான்சிஸ்கன்
Franklin,பிராங்க்ளின்
Fratricidal war,சகோதர யுத்தம்
Free Church,இலவச தேவாலயம்
Freeholder,இலவச உரிமையாளர்
Freelance soldier,சுதந்திர சிப்பாய்
Freelance soldier,சுதந்திர சிப்பாய்
Freeman,ஃப்ரீமேன்
Freeman,ஃப்ரீமேன்
Freepass,இலவச நுழைவு சீட்டு
French Revolution,பிரஞ்சு புரட்சி
Friar,துறவி
Friasian mercenaries,ஃப்ராசியன் கூலிப்படையினர்
Frontier'a man,எல்லைப்புற மனிதன்
Galleon,கேலியன்
Gallican (=Gallicanist),காலிகன் (=கல்லிகனிஸ்ட்)
Gallicanism,கல்லிக்கனிசம்
Garrison,பாதுகாப்பு அரண்
Gaul,கோல்
Gauntlet,கௌண்ட்லெட்
Gauntlet,கௌண்ட்லெட்
Gazebo,கெஸெபோ
Gazebo,கெஸெபோ
Gazebo,கெஸெபோ
Genealogical history,மரபியல் வரலாறு
Genealogical record,மரபியல் பதிவு
Genealogical table,மரபியல் அட்டவணை
Genealogical tree,மரபுவழி மரம்
Genealogy,மரபியல்
Genealogy,மரபியல்
Generation,தலைமுறை
Genocide,இனப்படுகொலை
Gentile,புறஜாதி
Gentile,புறஜாதி
Gentile,புறஜாதி
Gentile,புறஜாதி
Ghetto,கெட்டோ
Ghetto,கெட்டோ
Gibbet,கிபெட்
Gild (=guild),கில்ட் (=கில்ட்)
Gladiater,கிளாடியேட்டர்
Glorious Revolution,புகழ்பெற்ற புரட்சி
Golden Horde,கோல்டன் ஹார்ட்
Grand Alliance,மகா கூட்டணி
Grandee,பேரறிஞர்
Grand Signor,கிராண்ட் சிக்னர்
Grand Signor,கிராண்ட் சிக்னர்
Great Civil War,பெரும் உள்நாட்டுப் போர்
Great Departure (of Buddha),பெரிய புறப்பாடு (புத்தரின்)
Greater India,பெரிய இந்தியா
Great Hellas,கிரேட் ஹெல்லாஸ்
Great Horde,பெரிய கூட்டம்
Great Renunciation (=great departure),பெரிய துறவு (=பெரும் புறப்பாடு)
Great Seal,பெரிய முத்திரை
Great Trak,பெரிய டிராக்
Great Vehicle,பெரிய வாகனம்
Great Wall of China,சீனப் பெருஞ்சுவர்
Greave,க்ரீவ்
Guard-chamber,காவலர்-அறை
Guard-chamber,காவலர்-அறை
Guard-chamber,காவலர்-அறை
Guptas,குப்தாக்கள்
Hagiography,ஹாகியோகிராபி
Hagiography,ஹாகியோகிராபி
Hagiology,ஹேகியோலஜி
Hagiology,ஹேகியோலஜி
Hall of private audience,தனிப்பட்ட பார்வையாளர்களின் மண்டபம்
Hall of public audience,பொது பார்வையாளர்களின் மண்டபம்
Hatchment,குஞ்சு பொரிப்பது
Heathen,ஹீத்தன்
Heathen,ஹீத்தன்
Heathenism,ஹீத்தனிசம்
Hegira (Hejera),ஹெகிரா (ஹெஜேரா)
Hellenism,ஹெலனிசம்
Helot,ஹெலட்
Heraldry,ஹெரால்ட்ரி
Heritage,பாரம்பரியம்
Hieroglyphic linear characters,ஹைரோகிளிஃபிக் நேரியல் எழுத்துக்கள்
Hieroglyphic script,ஹைரோகிளிஃபிக் ஸ்கிரிப்ட்
High Church,உயர் தேவாலயம்
High Lander,உயர் லேண்டர்
Hinduism,இந்து மதம்
Historian,வரலாற்றாசிரியர்
Historian,வரலாற்றாசிரியர்
Historical materialism,வரலாற்று பொருள்முதல்வாதம்
Historic era,வரலாற்று சகாப்தம்
Historic frontier,வரலாற்று எல்லை
Historiographer,வரலாற்றாசிரியர்
Historiographer,வரலாற்றாசிரியர்
Historiography,வரலாற்று வரலாறு
Historiography,வரலாற்று வரலாறு
History,வரலாறு
Hittite empire,ஹிட்டிட் பேரரசு
Holy Alliance,புனித கூட்டணி
Holy city,புனித நகரம்
Holy city,புனித நகரம்
Holy land,புனித நிலம்
Holy land,புனித நிலம்
Holy League,புனித லீக்
Holy League,புனித லீக்
Holy Roman Empire (=The Empire),புனித ரோமானியப் பேரரசு (=பேரரசு)
Holy Sea,புனித கடல்
Holy Sea,புனித கடல்
Holy war,புனிதப் போர்
Holy war,புனிதப் போர்
Home Government,உள்நாட்டு அரசாங்கம்
Home Guard,ஊர்க்காவல்படை
Homeland,தாயகம்
Home rule,வீட்டு விதி
Home Rule,வீட்டு விதி
Horde,கூட்டம்
Horde,கூட்டம்
Hostile country,விரோத நாடு
Hostile land,பகை நிலம்
hot pursuit,ஒருவரை துரத்தி செல்லுதல்
House,வீடு
House,வீடு
House of Commons,ஹவுஸ் ஆஃப் காமன்ஸ்
House of Lords,ஹவுஸ் ஆஃப் லார்ட்ஸ்
House of Representatives,பிரதிநிதிகள் சபை
Huguenots,ஹ்யூஜினோட்ஸ்
Humanism,மனிதநேயம்
Humanist,மனிதநேயவாதி
Hundred Yesrs' War,நூறு யேசர்ஸ் போர்
Hunker,ஹங்கர்
Ibadat Khana (House of Worship),இபாதத் கானா (வழிபாட்டு இல்லம்)
Iconoclast,ஐகானோக்ளாஸ்ட்
Idolater,உருவ வழிபாடு செய்பவர்
Ilahi era,இலாஹி சகாப்தம்
