Tamil,Gujarati
காலமற்ற,એનાક્રોનિસ્ટિક
மூதாதையர்,પૂર્વજ
முன்னோர் வழிபாடு,પૂર્વજની પૂજા
பரம்பரை,વંશ
பரம்பரை,વંશ
பரம்பரை,વંશ
பரம்பரை,વંશ
பண்டைய ஆட்சி,પ્રાચીન શાસન
பண்டைய,પ્રાચીન
பழங்கால பாலாட்,પ્રાચીન લોકગીત
பண்டைய நம்பிக்கை,પ્રાચીન માન્યતા
பண்டைய வழக்கம்,પ્રાચીન રિવાજ
பண்டைய வரலாறு,પ્રાચીન ઇતિહાસ
பழங்கால நினைவுச்சின்னங்கள்,પ્રાચીન સ્મારકો
சிறுகதை,ટુચકો
ஏஞ்சலோட்,એન્જેલોટ
ஏஞ்சலஸ்,એન્જલસ
ஆஞ்செவின் (=அஞ்செவின்),એન્જેવિન (=એન્જેવિન)
கோணங்கள்,ખૂણો
ஆங்கிலிகன்,એંગ્લિકન
ஆங்கிலிகன் ஒற்றுமை,એંગ્લિકન કોમ્યુનિયન
ஆங்கிலிக்கனிசம்,અંગ્રેજવાદ
ஆங்கிலோ-போப்,એંગ્લો-ફોબ
ஆங்கிலோ-ஃபோபியா,એંગ્લો-ફોબિયા
ஆங்கிலோ-சாக்சன்,એંગ્લો-સેક્સન
ஆங்கிலோ-சாக்சோனிசம்,એંગ્લો-સેક્સોનિઝમ
அன்னாலிஸ்ட்,એનાલિસ્ટ
அன்னல்,ઇતિહાસ
இணைப்பு,જોડાણ
ஆன்டி-பெல்லம்,એન્ટિ-બેલમ
முன் தேதி,તારીખ પહેલાં
மதகுருத்துவத்திற்கு எதிரானது,ક્લેરિકલિઝમ વિરોધી
மதகுருவுக்கு எதிரான சட்டம்,કારકુની વિરોધી કાયદો
பழமை,પ્રાચીનકાળ
எதிர்ப்பு வாடகை,વિરોધી ભાડા
எதிர்ப்பு வாடகை,વિરોધી ભાડા
யூத எதிர்ப்பு,વિરોધી સેમિટિઝમ
அன்சாக்,એન્ઝેક
அப்பெல்லா,અપેલા
அரலு,અરાલુ
பேராயர்,આર્ક બિશપ
ஆர்ச் டச்சி,કમાન ડચી
ஆர்ச் டியூக்,આર્ક ડ્યુક
காப்பகம் (=காப்பக சேகரிப்பு),આર્કાઇફ (=આર્કાઇવલ સંગ્રહ)
ஆர்க்கிபிஸ்கோபேட்,આર્કિપીસ્કોપેટ
பிரபுத்துவம்,કુલીન વર્ગ
பிரபு,કુલીન
பிரபுத்துவ ஸ்னோபரி,કુલીન સ્નોબરી
அரிஸ்டாட்டிலியன்,એરિસ્ટોટેલિયન
அர்மடா,આર્માડા
அர்மடா (=ஸ்பானிய அர்மடா),આર્મડા (=ધ સ્પેનિશ આર્મડા)
கவசக்காரர் (=கவசக்காரர்),આર્મોરિસ્ટ (=આર્મરિસ્ટ)
கவசம் (=கவசம்),બખ્તર (=બખ્તર)
ஆயுதக்கடைக்காரர்,આર્મરિસ્ટ
ஆர்யன்,આર્યન
ஆர்யன்,આર્યન
அஸ்காரி,અસ્કરી
ஒதுக்கு,સોંપણી
உதவு,સહાય કરો
உதவு,સહાય કરો
உதவு,સહાય કરો
ஆயுதச் சட்டம்,આર્મ્સ એક્ટની સહાય
அசிஸ் ஆஃப் டேரின் பிரசன்ட்மென்ட்,ડેરેન પ્રેઝન્ટમેન્ટની સહાય
மோர்ட் &#39;டி&#39; மூதாதையரின் அசிஸ்,મોર્ટ &#39;ડી&#39; પૂર્વજની સહાય
நாவல் Disseisin Assize,નવલકથા ડીસીસીનની સહાય
கொடுமை,અત્યાચાર
தாக்குதல்,હુમલો
ஆலிக் கவுன்சில்,ઓલિક કાઉન્સિલ
கோடரியின் கோடாரி (=கெடெஸ் கோடாரி),દેવીની કુહાડી (=દેવીની કુહાડી)
அச்சு (=ரோம்-பெர்லின்-டோக்கியோ அச்சு),એક્સિસ (=ધ રોમ-બર્લિન-ટોક્યો એક્સિસ)
பாபிலோன்,બેબીલોન
பாபிலோனிய சிறைப்பிடிப்பு (=பாபிலோனிய சிறைப்பிடிப்பு),બેબીલોનીયન કેદ (=બેબીલોનીશ કેદ)
பச்சனல் பக்தர்,બચનલ ભક્ત
பச்சனாலியா,બચ્ચનલિયા
இளங்கலை,સ્નાતક
பாக்தாத் ஒப்பந்தம்,બગદાદ કરાર
பால்கன் லீக்,બાલ્કન લીગ
பால்கன் ஒப்பந்தம்,બાલ્કન કરાર
பால்கன் போர்கள்,બાલ્કન યુદ્ધો
பால்டிக் ஒப்பந்தம்,બાલ્ટિક સંધિ
கொள்ளைக்காரன்,ડાકુ
பாண்டுங் மாநாடு,બાંડુંગ કોન્ફરન્સ
நாடுகடத்தல்,દેશનિકાલ
பதாகை,બેનર
காட்டுமிராண்டித்தனம்,અસંસ્કારી
பார்பிகன்,બાર્બીકન
பர்தோலி சத்தியாகிரகம்,બારડોલી સત્યાગ્રહ
பார்ன் பர்னர்ஸ்,બાર્ન બર્નર્સ
பரோன்,બેરોન
பாரோனேஜ்,બેરોનેજ
பரோன்ஸ் மேஜர்கள்,બેરોન્સ મેજર
பரோன்ஸ் மைனர்கள்,બેરોન્સ સગીર
பரோனஸ்,બેરોનેસ
பரோனெட்,બેરોનેટ
பரோனேடேஜ்,બેરોનેટેજ
பரோனேடேஜ்,બેરોનેટેજ
பேரோனெட்டி,બેરોનેટસી
பேரோனி,બેરોની
பாராகூன்,બેરાકૂન
பாராகூன்,બેરાકૂન
தடுப்பு (=பேரிகாடோ),બેરિકેડ (=બેરિકેડ)
தடுப்பு (=பேரிகாடோ),બેરિકેડ (=બેરિકેડ)
தடுப்பு (=பேரிகாடோ),બેરિકેડ (=બેરિકેડ)
அடிப்படை முகாம்,મુખ્ય છાવણી
பேராலயம்,બેસિલિકા
பேராலயம்,બેસિલિકા
பஸ்திலா,બેસ્ટિલા
பாஸ்டில்,બેસ્ટિલ
பாஸ்டில்,બેસ્ટિલ
மின்கலம்,બેટરી
போர்,યુદ્ધ
போர்-வரிசை,Batlle-એરે
யுத்த அழுகுரல்,યુદ્ધ ક્રાય
போர் டின்,યુદ્ધ દિન
போர்க்களம்,યુદ્ધ ક્ષેત્ર
போர் பாடல்,યુદ્ધ સ્તોત્ર
ஸ்பர்ஸ் போர்,સ્પર્સનું યુદ્ધ
ஸ்டாண்டர்ட் போர்,ધોરણનું યુદ્ધ
போர்க்கப்பல்,યુદ્ધજહાજ
போர்க்கப்பல்-வலிமை,યુદ્ધજહાજ-શક્તિ
பேயுக்ஸ் சீலை,Bayeux ટેપેસ્ટ્રી
கலங்கரை விளக்கம்,બીકન
கலங்கரை விளக்கம் கோபுரம்,બીકન ટાવર
பீவர்,બીવર
பீவர்,બીવર
கடலின் பிச்சைக்காரர்கள்,સમુદ્રના ભિખારીઓ
பெல்லிகோஸ்,બેલીકોઝ
பெல்லிகோஸ்,બેલીકોઝ
பெல்லிகோஸ்,બેલીકોઝ
பெல்கோசிட்டி,બેલીકોસીટી
பெல்லோனா,બેલોના
நன்மை,લાભ
குருமார்களின் பலன்,ધર્મગુરુઓનો લાભ
பெனலக்ஸ்,બેનેલક્સ
பெர்லின் ஆணை,બર્લિન હુકમનામું
பெர்சர்கர்,બેર્સકર
பெசன்ட் (=பெசண்ட்),બેસન્ટ (=બેઝન્ટ)
பெத்தேல்,બેથેલ
நூலாசிரியர்,ગ્રંથસૂચિ
புத்தக வழிபாடு,ગ્રંથસૂચિ
பெரிய பெர்தா,મોટા બર્થા
மதவெறி,ધર્માંધ
பில்லெட்டிங்,બિલેટિંગ
பில்,અટેન્ડરનું બિલ
உரிமைகள் மசோதா,અધિકારોનું વિયેધક
வாழ்க்கை வரலாற்றாசிரியர்,જીવનચરિત્રકાર
பிறப்பு கதைகள்,જન્મ કથાઓ
Bivouac,બિવૉક
Bivouac,બિવૉક
Bivouac,બિવૉક
பிசோனியா,બિઝોનિયા
கருப்பு பறவைகள்,બ્લેક બર્ડિંગ
கருப்பு கொடி,કાળો ઝંડો
கருந்துளை,બ્લેક હોલ
கருந்துளை,બ્લેક હોલ
கருப்பு கால் (=சிரங்கு),કાળો પગ (= સ્કેબ)
கருப்பு சட்டை,કાળો શર્ટ
பிளேசன்,બ્લેઝોન
பிளேசன்,બ્લેઝોન
பிரகாசம்,બ્લેઝોનરી
பிரகாசம்,બ્લેઝોનરી
பிளிட்ஸ்கிரீக்,બ્લિટ્ઝક્રેગ
இரத்தமில்லாத புரட்சி (=புகழ்பெற்ற புரட்சி),લોહી વગરની ક્રાંતિ (= ભવ્ય ક્રાંતિ)
இரத்தம் கொண்டவர்,બ્લડવાઈટ
ப்ளடி மேரி,બ્લડી મેરી
நீலம்,વાદળી
நீல இரத்தம்,વાદળી રક્ત
நீல புத்தகம்,વાદળી પુસ્તક
நீல தலைப்பட்டை,વાદળી રિબન
நீல தலைப்பட்டை,વાદળી રિબન
ப்ளூஸ் (=ராயல் குதிரை காவலர்கள்),બ્લૂઝ (= રોયલ હોર્સ ગાર્ડ્સ)
நீல நிற சட்டை,વાદળી શર્ટ
நீல நீர் பள்ளி,બ્લુ વોટર સ્કૂલ
கட்டுப்பாட்டு வாரியம்,બોર્ડ ઓફ કંટ્રોલ
உடல் கவசம்,શારીરિક બખ્તર
போயர்,બોઅર
கொள்ளை,લૂંટ
பெருநகரம்,બરો
பவுல்யூடெரியன்,બુલ્યુટેરિયન
போர்பன்,બોર્બોન
குத்துச்சண்டை வீரர் கிளர்ச்சி,બોક્સર બળવો
பிரேஸ்,તાણવું
பிராசர்ட்,બ્રાસર્ડ
பிராசர்ட்,બ્રાસર્ડ
ரொட்டி காலனிகள்,બ્રેડ વસાહતો
மார்பக தட்டு,સ્તન પ્લેટ
மார்பக வேலை,સ્તન કામ
ப்ரெட்வால்டா,બ્રેટવાલ્ડા
பிரிகாண்ட்,બ્રિગન્ડ
பிரிகாண்டேஜ்,બ્રિગેન્ડેજ
பிரிட்டிஷ் காமன்வெல்த் நாடுகள்,બ્રિટિશ કોમનવેલ્થ ઓફ નેશન્સ
பிரவுன் ஷர்ட்ஸ் (=நாஜிக்கள்),બ્રાઉન શર્ટ્સ (=નાઝીઓ)
பிரஸ்ஸல்ஸ் உடன்படிக்கை (ஒப்பந்தம்) அமைப்பு (=மேற்கு ஐரோப்பிய ஒன்றியம்),બ્રસેલ્સ સંધિ (સંધિ) સંસ્થા (=વેસ્ટર્ન યુરોપિયન યુનિયન)
பஃப்,બફ
பஃப்,બફ
பஃப்-கோட்,બફ-કોટ
பஃப்ஸ்,બફ્સ
புலே (=சபை),બુલે (= કાઉન્સિલ)
பர்கேஜ்,બર્ગેજ
பர்கெஸ்,બર્જેસ
பைசண்டைன்,બાયઝેન્ટાઇન
பைசண்டைன் தேவாலயம்,બાયઝેન્ટાઇન ચર્ચ
பைசண்டைன் பேரரசு,બાયઝેન્ટાઇન સામ્રાજ્ય
பைசண்டைன் சகாப்தம்,બાયઝેન્ટાઇન યુગ
பைசண்டைன் வரலாற்றாசிரியர்கள்,બાયઝેન્ટાઇન ઇતિહાસકારો
கபால்,કેબલ
சீசரிசம்,સીઝરિઝમ
கலீஃபா,ખલીફા
எழுத்தாளன்,સુલેખનકાર
கையெழுத்து எழுதுபவர்,સુલેખનકાર
எழுத்துக்கலை,સુલેખન
கால்ட்ராப்,કેલ્ટ્રોપ
தோழமை,મિત્રતા
கேமரிலா,કેમેરિલા
கேமரிலா,કેમેરિલા
கேமலாகம்,કેમલૌકમ
உருமறைப்பு,છદ્માવરણ
பிரச்சாரம்,ઝુંબેશ
முகாம் பின்பற்றுபவர்,શિબિર અનુયાયી
காம்போ சாண்டோ,કેમ્પો સાન્ટો
மார்டியஸ் வளாகம்,કેમ્પસ માર્શિયસ
கேனபோரா,કેનેફોરા
கங்கு,કેંગ્યુ
பீரங்கி,તોપ
பீரங்கி தீவனம்,તોપ ઘાસચારો
நியதி,કેનન
நியதி சட்டம்,કેનન કાયદો
கனோபஸ் ஆணை,કેનોપસ હુકમનામું
ஆயுதங்களை ஏந்துதல்,શસ્ત્ર
கைதி,બંદીવાન
பிடிப்பவன்,કેપ્ટર
கார்டினல்,કાર્ડિનલ
கார்ல்,કાર્લ
கரோலிங்கியன் வம்சம்,કેરોલિંગિયન રાજવંશ
கார்த்தூசியன் பிரிவு,કાર્થુસિયન સંપ્રદાય
கார்டோசா,કાર્ટોસા
காஸ்ட்லியன்,કેસ્ટેલિયન
காஸ்ட்லியன்,કેસ્ટેલિયન
சாதி அமைப்பு,જાતિ વ્યવસ્થા
கோட்டை,કિલ્લો
கோட்டை,કિલ્લો
கோட்டை நகரம்,કેસલ ટાઉન
காஸ்ட்ரா,કાસ્ટ્રા
காஸ்ட்ரா,કાસ્ટ્રા
கதீட்ரா,કેથેડ્રા
கதீட்ரல்,કેથેડ્રલ
கேட்டோ ஸ்ட்ரீட் சதி,કેટો સ્ટ્રીટ કાવતરું
காடிலோ,કૌડીલો
காவலர்,ઘોડેસવાર
காவலர்,ઘોડેસવાર
கவாலியர் பாராளுமன்றம்,ઘોડેસવાર સંસદ
அதுலாம் குகை,અદુલ્લામની ગુફા
குகை ஓவியம்,ગુફા પેઇન્ટિંગ
குகை ஓவியம்,ગુફા પેઇન્ટિંગ
சென்டம்விர்,સેન્ટુમવીર
செஞ்சுரியன்,સેન્ચ્યુરિયન
நூற்றாண்டு,સદી
சங்கிலி கவசம் (=செயின் மெயில்),સાંકળ બખ્તર (= સાંકળ મેલ)
சாந்த்ரி,ચેન્ટ્રી
சாந்த்ரி,ચેન્ટ્રી
அத்தியாய புத்தகம்,ચેપ પુસ્તક
சாப்ளின்,ધર્મગુરુ
அத்தியாயம்,પ્રકરણ
விபத்துகளின் அத்தியாயம்,અકસ્માતોનો પ્રકરણ
கட்டணம்,ચાર્જ
பொறுப்பாளர்கள்,ચાર્જ ડી અફેર્સ
கட்டணம் பிரித்தல்,ચાર્જ વિદાય
சார்ஜர்,ચાર્જર
தேர்,રથ
தேரோட்டி,સારથિ
தேரோட்டி,સારથિ
தேரோட்டி,સારથિ
தொண்டு சமையலறை,ચેરિટી રસોડું
சாசனம்,ચાર્ટર
சார்டிஸ்ட் இயக்கம் (=சார்டிசம்),ચાર્ટિસ્ટ ચળવળ (= ચાર્ટિઝમ)
சார்ட்டோபிலாசியம்,ચાર્ટોફિલેસિયમ
அரட்டை,ચટેઉ
செக் போஸ்ட்,ચેક પોસ્ટ
இரசாயனப் போர்,રાસાયણિક યુદ્ધ
செஸ்டர்,ચેસ્ટર
முதல்வர்,મુખ્ય
தலைவன்,સરદાર
தலைவன்,સરદાર
தலைவன்,સરદાર
சிஃப்பான்,શિફૉન
வீரம்,શૌર્ય
தேர்ந்தெடுக்கப்பட்ட மக்கள்,પસંદ કરેલા લોકો
கிறிஸ்மோகிராஃபியன்,ક્રિસ્મોગ્રાફિયન
கிறிஸ்தவமண்டலம்,ખ્રિસ્તી ધર્મ
கிறிஸ்தவ சகாப்தம்,ખ્રિસ્તી યુગ
கிறிஸ்தவ சோசலிசம்,ખ્રિસ્તી સમાજવાદ
நாளாகமம்,ક્રોનિકલ
க்ரோனிக்லர்,ક્રોનિકર
கிரைஸ் செர்சோனீஸ்,Chryse Chersonese
சிமிலியம்,સિમેલિયમ
Cinquecento உடை,Cinquecento પ્રકાર
சுற்றறிக்கை,પરિક્રમા
சிஸ்டர்சியன் துறவி,સિસ્ટરસિયન સાધુ
கோட்டை,રાજગઢ
மேற்கோள்,અવતરણ
மேற்கோள்,અવતરણ
கீழ்ப்படியாமை,સામાજિક અસહકાર
உள்நாட்டுப் போர்,નાગરિક યુદ્ધ
சிவிஸ் ரோமானஸ்,સિવિસ રોમનસ
கிளாசிக்கல் வயது,શાસ્ત્રીય વય
கிளெஃப்ட் (=கிளெஃப்ட்),Clepht (=klepht)
மதகுருத்துவம்,કારકુનવાદ
மதகுரு,કારકુન
க்ளூனியாக் இயக்கம்,ક્લુનિયાક ચળવળ
கோட் கவசம்,કોટ બખ્તર
கோட் ஆஃப் ஆர்ம்ஸ்,શસ્ત્રોનો કોટ
கோட் ஆஃப் ஆர்ம்ஸ்,શસ્ત્રોનો કોટ
கோட் ஆஃப் ஆர்ம்ஸ்,શસ્ત્રોનો કોટ
அஞ்சல் கோட்,ટપાલનો કોટ
கோஹார்ட்,સમૂહ
கொமிடியா,કોમીટીયા
கொமிடியா செஞ்சுரியாட்டா,કોમિટિયા સેન્ટુરિયાટા
கொமிடியா குரியாட்டா,કોમિટિયા કુરિયાટા
கமிட்டியா திரிபுட்டா,કોમિટિયા ટ્રિબ્યુટા
நினைவு வளைவு,સ્મારક કમાન
நினைவு நாணயம்,સ્મારક સિક્કો
நினைவு முத்திரை,સ્મારક સીલ
பொதுவான புலம்,સામાન્ય ક્ષેત્ર
கம்யூனார்ட்,કોમ્યુનાર્ડ
கான்கார்டாட்,કોનકોર્ડેટ
கான்கார்டாட்,કોનકોર્ડેટ
காண்டோட்டியர்,કોન્ડોટિયર
உறுதிப்படுத்தல் கார்டரம்,પુષ્ટિકરણ Cartarum
மோதல்,સંઘર્ષ
சபை,મંડળ
மாநிலத்தை வென்றது,વિજયી રાજ્ય
வெற்றியாளர்,વિજેતા
வெற்றியாளர்,વિજેતા
கான்சிலியம்,કોન્સિલિયમ
கன்சிஸ்டரி,કન્સિસ્ટરી
சதி,કાવતરું
சதி,કાવતરું
துாதரகம்,કોન્સ્યુલેટ
ஆலோசனை புத்தகம்,કન્સ્યુલેશન બુક
கான்டினென்டல் அமைப்பு,કોન્ટિનેંટલ સિસ્ટમ
மாநாடு பாராளுமன்றம்,સંમેલન સંસદ
காப்பர்ஹெட்ஸ் (=அமைதி ஜனநாயகவாதிகள்),કોપરહેડ્સ (=પીસ ડેમોક્રેટ્સ)
காப்பிஹோல்ட்,કોપીહોલ્ડ
சுற்றிவளைத்தல்,કોર્ડનિંગ
கொரோனா,કોરોના
முடிசூட்டு விழா,રાજ્યાભિષેક
முடிசூட்டுக்கல்,રાજ્યાભિષેક પથ્થર
கார்பஸ்,કોર્પસ
கோர்செயர்,કોર્સેર
கோர்செயர்,કોર્સેર
கோர்செட் (=கோர்செலெட்),કાંચળી (=કાંચળી)
கோர்டெஸ்,કોર્ટેસ
கோட்டர் (=கோட்டியர்),કોટ્ટર (=કોટીયર)
கோட்டர் (=கோட்டியர்),કોટ્ટર (=કોટીયર)
பலடினேட் எண்ணுங்கள்,કાઉન્ટ પેલેટિનેટ
நாட்டு வீடு,દેશ ઘર
மாவட்டம்,કાઉન્ટી
கவுண்டி பரோ,કાઉન્ટી બરો
மாவட்ட நீதிமன்றங்கள்,કાઉન્ટી કોર્ટ
கவுண்டி பாலாடைன்,કાઉન્ટી પેલેટીન
நீதிமன்றம்,કોર્ટ
நீதிமன்றம்,કોર્ટ
நீதிமன்ற சுற்றறிக்கை,કોર્ટ પરિપત્ર
நீதிமன்ற ஆசாரம்,કોર્ટ શિષ્ટાચાર
நீதிமன்ற அதிகாரி,દરબારી
கேசேஷன் நீதிமன்றம்,કેસેશન કોર્ટ
இயக்குநர்கள் நீதிமன்றம் (EIC),કોર્ટ ઓફ ડિરેક્ટર્સ (EIC)
உரிமையாளர்களின் நீதிமன்றம்,માલિકોની કોર્ટ
நீதிமன்ற கவிஞர்,દરબાર કવિ
உடன்படிக்கை செய்யப்பட்ட கேமரோனியர்கள்,કરારબદ્ધ કેમેરોનિયનો
கிரீடம்,તાજ
கிரீடம்,તાજ
கிரீடம்,તાજ
கிரீடம் நிலம்,તાજ જમીન
கிரீடம் நிலம்,તાજ જમીન
பட்டத்து இளவரசர்,રાજકુંવર
சிலுவைப் போர்,ધર્મયુદ્ધ
சிலுவைப்போர்,ક્રુસેડર
கிரிப்டோகிராம்,ક્રિપ્ટોગ્રામ
குயிராஸ்,કુઇરાસ
கியூராசியர்,ક્યુરાસીયર
வழிபாட்டு தெய்வம்,સંપ્રદાય દેવતા
கியூரியா,કુરિયા
கியூரியா,કુરિયા
ஜாரிசம்,ઝારવાદ
இருண்ட கண்டம்,શ્યામ ખંડ
தீர்ப்பு நாள்,ચુકાદાનો દિવસ
தீர்ப்பு நாள்,ચુકાદાનો દિવસ
டீன்,ડીન
தசாப்தம்,દશક
டெனாரியஸ்,ડેનરિયસ
பதவி நீக்கம் செய்யப்பட்ட மன்னர்,પદભ્રષ્ટ રાજા
கெடுக்கும்,બગાડ
கெடுதல்,બગાડ
அரியணை,ડિથ્રોન
டயடம்,ડાયડેમ
டயடம்,ડાયડેમ
டயடம்,ડાયડેમ
தியாசியா,ડાયસિયા
டிகாஸ்டீரியம்,ડિકાસ્ટેરિયમ
டிலுவியலிஸ்ட்,ડિલુવિઆલિસ્ટ
மறைமாவட்டம்,પંથક
மறைமாவட்டம்,પંથક
டைரக்டயர் (=டைரக்டரி),નિર્દેશક (=નિર્દેશક)
டைரக்டயர் (=டைரக்டரி),નિર્દેશક (=નિર્દેશક)
திர்ஹம்,દિરહામ
விசுவாசமற்ற,બેવફા
விசுவாசமற்ற,બેવફા
தோல்வியின் கோட்பாடு,ક્ષતિનો સિદ્ધાંત
ஆவணம்,દસ્તાવેજ
ஆவண ஆதாரம்,દસ્તાવેજી પુરાવા
டோம்ஸ்டே புத்தகம்,ડોમ્સડે બુક
கான்ஸ்டன்டைன் நன்கொடை,કોન્સ્ટેન્ટાઇનનું દાન
பேரழிவு,પ્રારબ્ધ
வரதட்சணை ராணி,ડોવગર રાણી
டிராகன்,ડ્રેગન
டிரோமேடியன்,ડ્રોમેડેરીયન
டிரோமெடரி,ડ્રોમેડરી
ட்ரோமண்ட்,ડ્રોમોન્ડ
இரட்டை,ડ્યુઅલ
இரட்டைக் கூட்டணி,બેવડા જોડાણ
இரட்டை எண்ணம்,ડ્યુઅલ entente
இரட்டை அமைப்பு (=இரட்டை அரசாங்கம்),ડ્યુઅલ સિસ્ટમ (= બેવડી સરકાર)
டியூக்,ડ્યુક
டுமா,ડુમા
வாமன அவதாரம்,વામન અવતાર
ஆள்குடி,રાજવંશ
ஆள்குடி,રાજવંશ
கழுகு,ગરુડ
கிழவன்,વૃદ્ધ માણસ
ஏர்ல்,અર્લ
ஏர்ல்டம்,અર્લ્ડમ
ஆரம்பகால குப்தர்கள்,પ્રારંભિક ગુપ્તા
ஆரம்பகால (வரலாற்று) தளங்கள்,પ્રારંભિક (ઐતિહાસિક) સાઇટ્સ
ஆரம்ப வேத காலம்,પ્રારંભિક વૈદિક સમયગાળો
பிரசங்கம்,એકલસિયા
மறுசீரமைப்பு ஆணை,વળતરનો આદેશ
எட்டு மடங்கு பாதை,આઠ ગણો રસ્તો
பெரியவர்கள்,વડીલો
மூத்த அரசியல்வாதி (=ஜென்ரோ),વડીલ રાજનેતા (= genro)
யானைக்கால்,હાથી ગોડ
பதினோரு வருட கொடுங்கோன்மை,અગિયાર વર્ષનો જુલમ
எலிசே (=எலிசே),એલિસી (=એલિસી)
அடைப்பு இயக்கம்,બિડાણ ચળવળ
கலைக்களஞ்சியம்,એન્સાઇકલિકલ
கலைக்களஞ்சிய இயக்கம்,જ્ઞાનકોશવાદી ચળવળ
என்டென்டே,એન્ટેન્ટે
என்டென்ட் கார்டியல்,એન્ટેન્ટે કોર્ડિયેલ
சிம்மாசனம்,સિંહાસન
பரிவாரங்கள்,નોકરચાકર
எபோத்,એફોદ
எபோர்,એફોર
காவிய யுகம்,મહાકાવ્ય યુગ
காவிய நாயகன்,એપિક હીરો
கல்வெட்டு,એપિગ્રાફ
எபிஸ்கோப்பசி,એપિસ્કોપેસી
பேராயர்,એપિસ્કોપેટ
அத்தியாயம்,એપિસોડ
சகாப்தம்,યુગ
சகாப்தத்தை உருவாக்கும் நிகழ்வு,યુગ-નિર્માણની ઘટના
சகாப்தத்தை உருவாக்கும் மனிதன்,યુગ-નિર્માતા માણસ
பெயர்ச்சொல்,ઉપનામ
குதிரைப்படை,ઇક્વેરી
குதிரைப்படை,ઇક્વેરી
குதிரையேற்ற சிலை,અશ્વારોહણ પ્રતિમા
சகாப்தம்,યુગ
எர்கஸ்டுலம்,અર્ગાસ્ટુલમ
நற்கருணை,યુકેરિસ્ટ
சுவிசேஷம்,ઇવેન્જેલિકલિઝમ
சுவிசேஷ இயக்கம்,ઇવેન્જેલિકલ ચળવળ
சுவிசேஷகர்,પ્રચારક
Exarch,Exarch
Exilarch,એક્સિલર્ચ
ஃபாலாங்கிஸ்ட்,ફલાંગિસ્ટ
தந்தை நிலம்,પિતાની જમીન
தந்தை நிலம்,પિતાની જમીન
ஃபெரியா,ફેરિયા
ஃபெட்டிஷ்,ફેટીશ
நிலப்பிரபுத்துவ சொத்துக்கள்,સામન્તી હોલ્ડિંગ્સ
நிலப்பிரபுத்துவம் (=நிலப்பிரபுத்துவ அமைப்பு),સામંતવાદ (= સામંતશાહી વ્યવસ્થા)
நிலப்பிரபுத்துவ அமைப்பு,સામંતશાહી વ્યવસ્થા
