Hindi,Tamil
सेलाइट,செலைட்
कोशिकीय कंक्रीट,செல்லுலார் கான்கிரீட்
कोशिकीय निर्माण,செல்லுலார் கட்டுமானம்
सीमेंट,சிமெண்ட்
बिटुमनी सीमेंट,"சிமெண்ட், பிட்மினஸ்"
शीघ्र सामर्थ्य सीमेंट,"சிமெண்ட், அதிக வலிமை"
जलीय सीमेंट,"சிமெண்ட், ஹைட்ராலிக்"
न्यून ऊष्मा सीमेंट,"சிமெண்ட், குறைந்த வெப்பம்"
चिनाई सीमेंट,"சிமெண்ட், கொத்து"
प्राकृतिक सीमेंट,"சிமெண்ட், இயற்கை"
पोर्टलैंड सीमेंट,"சிமெண்ட், போர்ட்லேண்ட்"
पोर्टलैंड वात्या-भट्टी धातुमल सीमेंट,"சிமெண்ட், போர்ட்லேண்ட் பிளாஸ்ட் ஃபர்னேஸ் ஸ்லாக்"
पोर्टलैंड पोजोलॉन सीमेंट,"சிமெண்ட், போர்ட்லேண்ட் போஸோலன்"
सीमेंट धातुमल,"சிமெண்ட், கசடு"
सल्फेट प्रतिरोधी सीमेंट,"சிமெண்ட், சல்பேட் எதிர்ப்பு"
सुपरसल्फेटेड सीमेंट,"சிமெண்ட், சூப்பர் சல்பேட்"
श्वेत सीमेंट,"சிமெண்ட், வெள்ளை"
सीमेंट मिलावा अनुपात,சிமெண்ட்-மொத்த விகிதம்
सीमेंट अंश,சிமெண்ட் உள்ளடக்கம்
सेमेंट जेल,சிமெண்ட் ஜெல்
सीमेंट गन,சிமெண்ட் துப்பாக்கி
सीमेंट भट्टी,சிமெண்ட் சூளை
सीमेंट प्रलेप,சிமெண்ட் பெயிண்ட்
सीमेंट प्लास्टर,சிமெண்ட் பூச்சு
सीमेंट शैल,சிமெண்ட் பாறை
सीमेंट घोल,சிமெண்ட் குழம்பு
सीमेंट भंडारण,சிமெண்ட் சேமிப்பு
सीमेंटीकरण प्रक्रम,சிமெண்டேஷன் செயல்முறை
ढूला,மையப்படுத்துதல்
ढूला बनाना,மையப்படுத்துதல் மற்றும் மூடுதல்
केन्द्रीय मिश्रित कंक्रीट,மத்திய கலப்பு கான்கிரீட்
केन्द्रीय मिश्रक,மத்திய கலவை
अपकेन्द्री पंखा,மையவிலக்கு விசிறி
खड़िया,சுண்ணாம்பு
शैम्फर,சேம்ஃபர்
निष्कोणन पत्ती,சேம்பர் துண்டு
चैनल धरन,சேனல் கற்றை
अभिलाक्षणिक भार,சிறப்பியல்பு சுமை
अभिलाक्षणिक सामर्थ्य,பண்பு வலிமை
शुल्क माफी,சார்ஜ் ஆஃப்
भरण,சார்ஜ் செய்கிறது
तरेड़न,சரிபார்க்கிறது
रासायनिक आबंध,இரசாயன பிணைப்பு
चर्नोजेम,செர்னோசெம்
चैस्टनट मृदा,கஷ்கொட்டை மண்
धुआरा पनाली,புகைபோக்கி சாக்கடை
अपखण्ड फलक,சிப் போர்டு
छीलना,சிப்பிங்
दाना,சீவல்கள்
ढलवा नाली,சரிவு
श्रेणी (कंक्रीट की),வகுப்பு (கான்கிரீட்)
मृत्तिका,களிமண்
मृत्तिका अंश,களிமண் உள்ளடக்கம்
मृत्तिका दृढ़ पटल,களிமண் பான்
सफाई द्वार,சுத்தம் செய்
निर्वात सुधार,சுத்தம் செய்
गुटका,கிளீட்
क्लिंकर,கிளிங்கர்
क्लिप,கிளிப்
स्कंदन,உறைதல்
स्थूल समुच्चय/मोटा मिलावा,கரடுமுரடான மொத்த
स्थूल कणीय मृदा,கரடுமுரடான தானிய மண்
कोट,கோட்
कॉफर बाँध,காஃபர் அணை
ससंजन,ஒருங்கிணைப்பு
कोलाइड,கொலாய்டு
कोलाइडी-आर्द्रता तुल्यांक अनुपात,கூழ் ஈரப்பதம் சமமான விகிதம்
कोलाइडी प्रणाली या कोलाइडी सम्मिश्रण,கூழ் அமைப்பு
मिश्रोढ़ मृदा,கொலுவல் மண்
स्तम्भ/टेक/संपीडांग,நெடுவரிசை
कंकतित परिष्कृति,சீப்பு பூச்சு
संयुक्त पाद,இணைந்த அடி
संयुक्त जल,ஒருங்கிணைந்த நீர்
सामान्य कक्ष,பொதுவான அறை
पूर्णावस्था प्रमाण पत्र,நிறைவு சான்றிதழ்
अंग वर्ग,கூறு சதுரம்
कंक्रीट,கான்கிரீட்
कंकड़ स्तरन,கான்கிரீட்
समेकित दर या एक समान दर,ஒருங்கிணைந்த விகிதம்/தட்டை விகிதம்
दूषणकारक,அசுத்தங்கள்
खाना रखने स्थान,அல்கோவ் சமையல்
मुंडेर/कोपिंग,சமாளிப்பது
टोड़ा,கோர்பெல்
कॉनिस,கார்னிஸ்
युग्मक,இணைப்பான்
द्वि-युग्मक,"கப்லர், இரட்டை"
कड़ी युग्मक,"கப்லர், புட்லாக்"
भ्रामी युग्मक,"இணைப்பு, சுழல்"
रद्दा,பாடநெறி
बेतरतीब रद्देदार ढोका चिनाई,சீரற்ற இடிந்த கொத்து
आच्छादित क्षत्र,மூடப்பட்ட பகுதி
विसर्पण,தவழும்
विसर्पण गुणांक,க்ரீப் குணகம்
क्रोटोवाइन,குரோடோவின்
काक पाद,காக்கை கால்
आचूर्ण संरचना,நொறுக்குத் தீனி அமைப்பு
कर्ब,கட்டுப்படுத்து
धारा,தற்போதைய
वक्र-प्रतिरोध (रेल),வளைவு எதிர்ப்பு
आर्द्रतारोधी स्तर,ஈரப்பதம் இல்லாத பாடநெறி
पूर्ण होने की तिथि,நிறைவு தேதி
अचल भार,நிலைச்சுமை
धीर जल,இறந்த நீர்
डेसीबल,டெசிபல்
अनूर्पान,டிஃப்ளோகுலேஷன்
वातन कोटि या वायु अवकाश अनुपात,காற்றோட்டம் அல்லது காற்று விண்வெளி விகிதம்
समुच्चयन कोटि,திரட்டல் பட்டம்
प्रकीर्णन कोटि,சிதறல் பட்டம்
संतृप्ति कोटि,செறிவூட்டல் பட்டம்
घनता (आवासीय),அடர்த்தி
भरू कुट्टिम,பாலைவன நடைபாதை
मरू मृदा,பாலைவன மண்
विस्तृत विवरण,விவரங்கள்
विकास अवधि,வளர்ச்சி காலம்
Dसंस्तर/Dहोराइजन,டி-அடிவானம்
विकर्ण चाल,மூலைவிட்ட பிணைப்பு
आरेख,வரைபடம்
आंगुलिक गोदी,டிஜிட்டல் டாக்
अन्तरात्मक जल दर,வேறுபட்ட நீர் விகிதம்
तनुता संवातन,நீர்த்த காற்றோட்டம்
पूरोढक,டிலுவியம்
भोजन कक्ष,சாப்பிடும் அல்லது உணவருந்தும் அறை
दिशा निर्धारक खूँटी,திசை ஆப்பு
प्रकीर्णन,சிதறல்
डिस्टेम्पर,டிஸ்டெம்பர்
गोदी,கப்பல்துறை
1. द्वार 2. कपाट,கதவு
छत वातायन,டார்மர்
छत वातायन पृष्ठ,டார்மர் சோதனை
दोहरी फ्लेमिश चाल,இரட்டை சதை பிணைப்பு
दोहरी परत,இரட்டை அடுக்கு
गुज्झी,டோவல்
आरेखन पट्ट/ड्राइंग बोर्ड,வரைதல் பலகை
बैठक,வரைதல் அறை
1. प्रक्षेप 2. ड्रिफ्ट 3. गुल्ली,சறுக்கல்
शुष्क बल्ब तापक्रम,உலர் குமிழ் வெப்பநிலை
शुष्क गोदी,உலர் கப்பல்துறை
शुष्क ढोका चिनाई,உலர் ரப்பர் கொத்து
डच चाल,டச்சு பத்திரம்
बौनी दीवार,குள்ள சுவர்
आवासीय यूनिट,குடியிருப்பு அலகு
ओलती,ஈவ்
ओलती नाली,ஈவ்ஸ் சாக்கடை
आर्थिक संभाव्यता या आर्थिक औचित्य समर्थन,பொருளாதார சாத்தியம்
एक्टोडाइनेमोर्फिक मृदा,எக்டோடைனமார்பிக் மண்
भँवर,எட்டி
कण का प्रभावी आमाप,பயனுள்ள அளவு
उत्फुल्लन,மலர்ச்சி
सहायक सरित,கழிவுநீர்
उद्विक्षेप,உயரம்
अवक्षालन,எலுவியேஷன்
अवक्षाल,எலுவியம்
अंतर्गतिज मृदा,எண்டோடைனமார்பிக் மண்
इंजीनियरी संभाव्यता,பொறியியல் சாத்தியம்
इंग्लिश चाल,ஆங்கில பத்திரம்
इंग्लिश गार्डन वाल चाल,ஆங்கில தோட்ட சுவர் பத்திரம்
ईं.पी.एम. (प्रतिमिलियन तुल्य),"EPM (ஒரு மில்லியனுக்கு சமம்),&quot;"
समतुल्य भार,சமமான எடை
अर्ग,எ.கா
विनिमययोग्य,மாற்றத்தக்கது
विनिमेय अम्लता,மாற்றக்கூடிய அமிலத்தன்மை
विनिमेय सोडियम प्रतिशतता,மாற்றக்கூடிய சோடியம் சதவீதம் (ESP)
धनायन विनिमय क्षमता,ஈ.எஸ்.பி.
विनिमय अम्लता,பரிமாற்ற அமிலத்தன்மை
विनिमय सम्मिश्र,பரிமாற்ற வளாகம்
निर्वात/रेचन,வெளியேற்ற
अनावरित परिष्कृति,வெளிப்பட்ட பூச்சு
गवाक्ष,கண்
आई ब्रो,கண் புருவம்
मोहरा/अग्रभाग,எதிர்கொள்ளும்
पार्श्व चाल,எதிர்கொள்ளும் பிணைப்பு
सुरक्षा गुणांक,பாதுகாப்பு காரணி
प्रवणता,வீழ்ச்சி
मुख पट्टी,ஃபேசியா
मुख पट्टी बोर्ड,முக பலகை
भ्रंश,தவறு
क्षेत्रीय नमी,வயல் ஈரப்பதம்
क्षेत्रीय आर्द्रता तुल्यांक,இறுதி ஈரப்பதம் சமம்
मसाले की चपती/फिलेट,ஃபில்லட் (மோட்டார்)
कलश,இறுதி
अंतिम मापन,இறுதி அளவீடு
अंतिम भुगतान,இறுதி கட்டணம்
अंतिम पूर्व प्रतिबल,இறுதி முன் மன அழுத்தம்
अंतिम तनाव,இறுதி பதற்றம்
वित्तीय संभाव्यता,நிதி சாத்தியம்
महीन समुच्चय/बारीक मिलावा,நேர்த்தியான மொத்த
विदीर्ण शैल,பிளவுபட்ட பாறை
पटिया पत्थर,கொடி கல்
फ्लेमिश चाल,பிளெமிஷ் பிணைப்பு
फ्लैशिंग/जल रोधी झिल्ली,ஒளிரும்
सद्योवेगी सरिता,பளிச்சிடும் ஓடை
सपाट छत,தட்டையான கூரை
फलीके,Fleche
फ्लेमिश गार्डन वाल चाल,பிளெமிஷ் தோட்ட சுவர் பிணைப்பு
चकमक प्रस्तर,பிளின்ட்
फ्लिंट दीवार,பிளின்ட் சுவர்
प्लवमान फर्श,மிதக்கும் தளம்
उर्णन,ஃப்ளோக்குலேஷன்
ऊर्णन सीमा,ஃப்ளோகுலேஷன் வரம்பு
ऊर्णन अनुपात,ஃப்ளோகுலேஷன் விகிதம்
ऊर्णिका,ஃப்ளோக்குல்ஸ்
फर्श,தரை
फर्शरुद्धक/फर्श सील,மாடி முத்திரை
प्रवाह,ஓட்டம்
उच्चावचन,ஏற்ற இறக்கம்
पाद,காலடி
नींव,அறக்கட்டளை
मुक्त प्रपात बैरो उद्वर्ती मिश्रक,இலவச வீழ்ச்சி பாரோ டாப்பிங் மிக்சர்
मुक्त प्रपात मिश्रक (ढोल के आकार का),இலவச வீழ்ச்சி கலவை (டிரம் வகை)
मुक्त पत्थर,இலவச கல்
नदीपूर,புதியது
घर्षण पाइल,உராய்வு குவியல்
किश्ती/फॉग,தவளை
त्रयंकी,கேபிள்
लघु त्रयंकी,கேப்லெட்
गैमबरेल छत,சூதாட்ட கூரை
गेज (रेल पथ),அளவீடு
प्रमापन परिच्छेद,அளவிடும் பிரிவு
प्रमापन स्थल,அளவிடும் நிலையம்
सामान्य अवस्थापन अनुविक्षेप,பொதுவான இருப்பிடத் திட்டம்
सामान्य संवातन,பொது காற்றோட்டம்
संस्तर या ग्ले संस्तर,G அடிவானம் அல்லது gley அடிவானம்
हिमगोलाश्म मृत्तिका,வரை பனிப்பாறை
नाइस,Gneiss
माल यार्ड,பொருட்கள் முற்றம்
प्रवणता प्रतिरोध,சாய்வு எதிர்ப்பு
ग्रेनाइट,கிரானைட்
दानेदार संरचना,சிறுமணி அமைப்பு
कणनन,குருணையாக்கம்
दाना,சிறுமணி
गृरूत्व जल या मुक्त जल,ஈர்ப்பு நீர் இல்லாத நீர்
मार्शलिंग गुरुत्वीय यार्ड,ஈர்ப்பு முற்றம்
बृहत् मृदा समूह,பெரிய மண் குழு
झंझरी/ग्रिलेज नींव,கிரில்லேஜ் அடித்தளம்
भूहस्त पथाई,தரையில் கை மோல்டிங்
समूहित गोदी,குழுவாக்கப்பட்ட கப்பல்துறை
सामूहिक आवासन,குழு வீடுகள்
अतिथि कक्ष,விருந்தினர் அறை
नाली,சாக்கடை
नाली धारक,சாக்கடை சுமப்பவர்
नाली रोधक,கால்வாய் சோதனை
हथौड़ा गढ़ाई,சுத்தி அலங்காரம்
पोताश्रय,துறைமுகம்
आश्रय देने वाले पोताश्रय,புகலிடத் துறைமுகம்
कठोर तल,கடினமான பான்
तोड़ा/हैडर,தலைப்பு
तोड़ा/हैडर चाल,தலைப்பு பத்திரம்
तोड़ा रद्दा,தலைப்பு பாடநெறி
मुख फाटक संरचना,தலை வாயில் அமைப்பு
नहर का शीर्ष,கால்வாயின் தலைவர்
मुख नियंत्रक,தலைமை சீராக்கி
लहरिया चाल,ஹெர்ரிங் எலும்பு பிணைப்பு
भरत,இதயம்
सिक्तन उष्मा,ஈரமாக்கும் வெப்பம்
अक्षि-एल्यूमिना सीमेन्ट,உயர் அலுமினா சிமெண்ட்
पुट्ठा,இடுப்பு
पुट्ठा मुंडेरी,ஹிப் கேப்பிங்
कूट सिरा,இடுப்பு முனை
छत्रक,ஹூட்
गढ़ा छत्रक,ஹூட் மோல்டிங்
हुक का नियम,ஹூக்கின் சட்டம்
पत्ती लोहा,வளைய இரும்பு
संस्तर/होराइजन,அடிவானம்
आद्रीकरण,ஈரப்பதமாக்குதல்
निरपेक्ष आद्रता,"ஈரப்பதம், முழுமையானது"
आपेक्षिक आद्रता,"ஈரப்பதம், உறவினர்"
हम्प यार्ड,ஹம்ப் யார்டு
द्रवचालित दाब,ஹைட்ராலிக் அழுத்தம்
जलयोजन,நீரேற்றம்
जल अपघटन,நீராற்பகுப்பு
चल अपघटनी अम्लता,ஹைட்ரோலைடிக் அமிலத்தன்மை
जलकृत मृदा,ஹைட்ரோமார்பிக் மண்
जलरागी कोलाइड,ஹைட்ரோஃபிலிக் கொலாய்டு
जलविरागी कोलाइड,ஹைட்ரோபோபிக் கொலாய்டு
स्थिरद्रवीय दाब अनुपात,ஹைட்ரோஸ்டேடிக் அழுத்தம் விகிதம்
आद्रताग्रही गुणांक,ஹைக்ரோஸ்காப்டிக் குணகம்
आद्रताग्राही नमी,ஹைக்ரோஸ்கோபிக் ஈரப்பதம்
आर्द्रताग्राहिता,ஹைட்ரோஸ்கோபிசிட்டி
आर्द्रताग्राही नमी,ஹைக்ரோஸ்கோபிக் ஈரப்பதம்
हाईपरबैरिक कक्ष,ஹைபர்பேரிக் அறை
अपेक्षाधिक ढाँचा,ஹைப்பர்ஸ்டேடிக் சட்டகம்
जलक्वथनांकमापी,ஹைப்சோமீட்டர்
प्रदीप्ति,வெளிச்சம்
अंतःशोषणी आर्द्रता,உட்புகுதல் ஈரப்பதம்
अपूर्ण परिणत मृदा,முதிர்ச்சியடையாத மண்
अवरुद्ध गोदी,சிறைபிடிக்கப்பட்ட கப்பல்துறை
भू आय वृद्धि,நில வருவாய் அதிகரிப்பு
स्वतंत्र पाड़,சுதந்திர சாரக்கட்டு
कठोरीकृत,உள்வாங்கப்பட்டது
प्रारम्भिक पूर्व प्रतिबल,ஆரம்ப அழுத்த அழுத்தம்
प्रारम्भिक तनाव,ஆரம்ப பதற்றம்
अन्तर्देशी जलमार्ग पत्तन,உள்நாட்டு நீர்வழி துறைமுகம்
विसंवाहन पट्ट,காப்பு பலகை
मध्यवर्ती पत्तन,இடைநிலை துறைமுகம்
आन्तरिक धर्षण,உள் உராய்வு
अंतः क्षेत्रीय मृदा,உள் மண்டல மண்
आयन,அயன்
आयन विनिमय,அயன் பரிமாற்றம்
लोह स्तर,இரும்பு சட்டி
सिंचित भूमि,பாசன நிலம்
सिंचाई,நீர்ப்பாசனம்
सिंचाई उपकर,பாசன செஸ்
पाखा,ஜம்ப்
गुज्झी,தள்ளாட்டம்
संधि पिन,ஜாக்கிள் முள்
जूल,ஜூல்
जम्पर,குதிப்பவர்
किलोग्राम,கிலோகிராம்
किलोग्राम बल,கிலோகிராம் படை
किलोग्राम बल मीटर,கிலோகிராம் விசை மீட்டர்
किलोवाट घण्टा,கிலோவாட் மணி
नर डेली/किंग क्लोजर,கிங் மூடல்
रसोई,சமையலறை
लेसित स्तम्भ,லேஸ்டு நெடுவரிசை
वेष्ठन,பின்னடைவு
लमेला छत,லமெல்லா வேர்
स्तरीय प्रवाह,லேமினார் ஓட்டம்
दीपछिद्र,விளக்கு துளை
भूमि अभिवृद्धि,நிலப் பெருக்கம்
भूस्खलन,நில சறுக்கல்
लैटेराइट,லேட்டரைட்
लैटेराइट मृदा या लैटोसॉल,லேட்டரைட் மண்
बृहत संख्या सिद्धांत,பெரிய எண்களின் சட்டம்
अभिन्यास अनुविक्षप,தளவமைப்பு திட்டம்
पाड़-बेड़ा,பேரேடு
चूना तल,சுண்ணாம்பு பான்
लिंटल,லிண்டல்
द्रव सीमा,திரவ வரம்பு
चल भार,நேரடி சுமை
टुमट,களிமண்
स्थानीय निर्वात संवातन,உள்ளூர் வெளியேற்ற காற்றோட்டம்
लोको यार्ड,லோகோ முற்றம்
लोएस,லூஸ்
निम्न सुघट्यता सीमा,குறைந்த பிளாஸ்டிக் வரம்பு
अल्प ऊष्मा सीमेंट,குறைந்த வெப்ப சிமெண்ட்
यांत्रिक पथाई,இயந்திர மோல்டிங்
स्थूल संरचना,மேக்ரோஸ்ட்ரக்சர்
प्रमुख शीर्ष नियंत्रक,முக்கிய தலைமை சீராக்கி
मुख्य पत्तन,முக்கிய துறைமுகம்
पुनःपूर्तिवायु,ஒப்பனை காற்று
मैनसई,மான்சார்ட்
मार्शलिंग यार्ड,மார்ஷலிங் முற்றம்
चिनाई,கொத்து
परिपाक तापक्रम,முதிர்ச்சியடைந்த வெப்பநிலை
मध्य तल,இடைமட்ட மாடி
यांत्रिक विश्लेषण,இயந்திர பகுப்பாய்வு
यांत्रिक संवातन,இயந்திர காற்றோட்டம்
मीटरी पद्धति,மெட்ரிக் அமைப்பு
सूक्ष्म संरचना,நுண் கட்டமைப்பு
मिली तुल्यांक,மில்லிக்கு சமம்
मिली तुल्यांक प्रति लीटर,ஒரு லிட்டருக்கு மில்லி சமம்
खनिज,கனிம
खनिज मृदा,கனிம மண்
लघु पत्तन,சிறிய துறைமுகம்
कलमी डेली,மிட்ரெட் மூடல்
जल मृदा कोलाइड,நடமாடும் மண் கொலாய்டு
आर्द्रतांश,ஈரப்பதம்
आर्द्रता प्रवणता,ஈரப்பதம் சாய்வு
मोनोलिथ/एकाश्म,ஒற்றைக்கல்
मोनोरेल,மோனோரயில்
राष्ट्रीय पोताश्रय परिषद,தேசிய துறைமுக சபை
प्राकृतिक तल,இயற்கை படுக்கை
