Bengali,Kannada
পিছনের ব্রাশ,ಬ್ಯಾಕ್ ಬ್ರಷ್
ফিরে চেক,ಹಿಂತಿರುಗಿ ಪರಿಶೀಲಿಸಿ
পিছনে কাউন্টার,ಹಿಂದಿನ ಕೌಂಟರ್
পিছনে কাটা,ಬೆನ್ನು ಕತ್ತರಿಸುವುದು
ব্যাক ড্রাফ্ট ড্যাম্পার,ಬ್ಯಾಕ್ ಡ್ರಾಫ್ಟ್ ಡ್ಯಾಂಪರ್
পিছনের ড্রেন,ಬ್ಯಾಕ್ ಡ್ರೈನ್
ব্যাকড্রপ,ಬ್ಯಾಕ್ ಡ್ರಾಪ್
ব্যাক ফিল,ಹಿಂದೆ ಭರ್ತಿ
ব্যাক ফিললেট,ಬ್ಯಾಕ್ ಫಿಲೆಟ್
পিছনে ফ্ল্যাপ কবজা,ಬ್ಯಾಕ್ ಫ್ಲಾಪ್ ಹಿಂಜ್
পিছনে প্রবাহ সংযোগ,ಬ್ಯಾಕ್ ಫ್ಲೋ ಸಂಪರ್ಕ
পিছনে প্রবাহ প্রতিরোধক,ಬ್ಯಾಕ್ ಫ್ಲೋ ತಡೆಗಟ್ಟುವಿಕೆ
ব্যাক গেজ,ಬ್ಯಾಕ್ ಗೇಜ್
পিছনে নর্দমা,ಹಿಂಭಾಗದ ಗಟಾರ
পিছনের চুলা,ಹಿಂಬದಿ ಒಲೆ
ব্যাকিং,ಹಿಮ್ಮೇಳ
ব্যাকিং বোর্ড,ಬ್ಯಾಕಿಂಗ್ ಬೋರ್ಡ್
ফিরতি চাপ,ಬೆನ್ನಿನ ಒತ್ತಡ
পিছনে প্রপ,ಬ್ಯಾಕ್ ಪ್ರಾಪ್
পিছনের দৃষ্টি,ಹಿಂದಿನ ದೃಷ್ಟಿ
পিঠের জল,ಹಿಂಬದಿ ನೀರು
বিভ্রান্ত,ಅಡ್ಡಿಪಡಿಸು
ব্যাগওয়ার্ক,ಬ್ಯಾಗ್ವರ್ಕ್
ব্যালাস্ট,ನಿಲುಭಾರ
বল কাদামাটি,ಬಾಲ್ ಕ್ಲೇ
বল শঙ্কু বাতা,ಬಾಲ್ ಕೋನ್ ಕ್ಲಾಂಪ್
কাঁটাতার,ಮುಳ್ಳುತಂತಿ
বার কুকুর,ಬಾರ್ ನಾಯಿ
বার্জ বোর্ড,ಬಾರ್ಜ್ ಬೋರ್ಡ್
বেরিয়াম সালফেট পরীক্ষা,ಬೇರಿಯಮ್ ಸಲ್ಫೇಟ್ ಪರೀಕ್ಷೆ
ব্যারেজ,ಬ್ಯಾರೇಜ್
ব্যারেট,ಬ್ಯಾರೆಟ್
বেস,ಬೇಸ್
বেস বিনিময়,ಮೂಲ ವಿನಿಮಯ
বেস লাইন,ಬೇಸ್ ಲೈನ್
বেসমেন্ট,ನೆಲಮಾಳಿಗೆ
বেসমেন্ট প্রাচীর,ನೆಲಮಾಳಿಗೆಯ ಗೋಡೆ
বেস প্লেট,ಬೇಸ್ ಪ್ಲೇಟ್
"বেস প্লেট, নিয়মিত","ಬೇಸ್ ಪ್ಲೇಟ್, ಹೊಂದಾಣಿಕೆ"
বেস স্যাচুরেশন,ಮೂಲ ಶುದ್ಧತ್ವ
বেসয়েড,ಬಸಾಯಿಡ್
ব্যাট,ಬ್ಯಾಟ್
স্নান এবং WC,ಬಾತ್ ಮತ್ತು WC
ব্যাটার পেগ,ಬ್ಯಾಟರ್ ಪೆಗ್
ব্যাটার পিয়ার,ಬ್ಯಾಟರ್ ಪಿಯರ್
ব্যাটারের নিয়ম,ಬ್ಯಾಟರ್ ನಿಯಮ
বাল্ক (বাল্ক),ಬಾಲ್ಕ್ (ಬಾಲ್ಕ್)
বে,ಕೊಲ್ಲಿ
বহনকারী,ಬೇರರ್
ভারবহন ক্ষমতা,ತಾಳಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ
ভারবহন গাদা,ಬೇರಿಂಗ್ ಪೈಲ್
ভারবহন স্তর,ಬೇರಿಂಗ್ ಸ್ಟ್ರಾಟಮ್
বিছানা,ಹಾಸಿಗೆ
বেডিং প্লেন,ಹಾಸಿಗೆ ವಿಮಾನ
বেড জয়েন্ট,ಬೆಡ್ ಜಂಟಿ
বিছানা শিলা,ಬೆಡ್ ರಾಕ್
শয়নকক্ষ,ಮಲಗುವ ಕೋಣೆ
মোম,ಜೇನುಮೇಣ
বেল বক্স,ಬೆಲ್ ಬಾಕ್ಸ್
বেলিং বালতি,ಬೆಲ್ಲಿಂಗ್ ಬಕೆಟ್
বেলোফ্রাম,ಬೆಲ್ಲೋಫ್ರಾಮ್
বেঞ্চড ফাউন্ডেশন,ಬೆಂಚ್ಡ್ ಅಡಿಪಾಯ
বেঞ্চিং,ಬೆಂಚಿಂಗ್
মাপকাঠি,ಮಾನದಂಡ
বেনিফিট খরচ বিশ্লেষণ,ಲಾಭದ ವೆಚ್ಚದ ವಿಶ್ಲೇಷಣೆ
বারম,ಬೆರ್ಮ್
বেভেলড ক্লোজার,ಬೆವೆಲ್ಡ್ ಮುಚ್ಚುವಿಕೆ
"বি-দিগন্ত,&quot;বি-","ಬಿ-ಹಾರಿಜಾನ್,&quot;ಬಿ-"
বিয়াট,ಬಿಯಾಟ್
বাইন্ডার,ಬೈಂಡರ್
বাঁধাই উপাদান,ಬೈಂಡಿಂಗ್ ವಸ್ತು
বায়োটের তত্ত্ব,ಬಯೋಟ್ ಸಿದ್ಧಾಂತ
বিটুমেন,ಬಿಟುಮೆನ್
কালো তুলার মাটি,ಕಪ್ಪು ಹತ್ತಿ ಮಣ್ಣು
কালো পৃথিবী,ಕಪ್ಪು ಭೂಮಿ
কালো টার্ফ মাটি,ಕಪ್ಪು ಟರ್ಫ್ ಮಣ್ಣು
ব্লেড,ಬ್ಲೇಡ್
ব্লাস্ট ফার্নেস স্ল্যাগ সিমেন্ট,ಬ್ಲಾಸ್ಟ್ ಫರ್ನೇಸ್ ಸ್ಲ್ಯಾಗ್ ಸಿಮೆಂಟ್
অবরুদ্ধ কাঠামো,ಬ್ಲಾಕ್ ರಚನೆ
বগি প্রতিরোধ,ಬೋಗಿ ಪ್ರತಿರೋಧ
বগ-লোহা আকরিক,ಬಾಗ್-ಕಬ್ಬಿಣದ ಅದಿರು
বন্ধন,ಕರಾರುಪತ್ರ
বন্ডেড সদস্য,ಬಂಧಿತ ಸದಸ್ಯ
বন্ধন পোস্ট উত্তেজনা,ಬಂಧಿತ ಪೋಸ್ಟ್ ಟೆನ್ಷನಿಂಗ್
বন্ড পাথর,ಬಾಂಡ್ ಕಲ್ಲು
আবদ্ধ জল,ಬೌಂಡ್ ನೀರು
বক্স নর্দমা,ಬಾಕ್ಸ್ ಗಟರ್
বন্ধনী,ಬ್ರೇಸ್
ইট-অন-এজ,ಬ್ರಿಕ್ ಆನ್ ಎಡ್ಜ್
লাগাম,ಬ್ರಿಡ್ಲ್
উজ্জ্বলতা,ಹೊಳಪು
বাদামী মাটি,ಕಂದು ಮಣ್ಣು
বিল্ডিং,ಕಟ್ಟಡ
বিল্ডিং সার্ভেয়ার,ಕಟ್ಟಡ ಸರ್ವೇಯರ್
বাফার,ಬಫರ್
বাফার বক্ররেখা,ಬಫರ್ ಕರ್ವ್
বাফারিং,ಬಫರಿಂಗ್
বাফার ক্ষমতা,ಬಫರಿಂಗ್ ಸಾಮರ್ಥ್ಯ
বান্দর,ಬಂದರ್
বাট্রেস,ಬಟ್ರೆಸ್
সি-দিগন্ত,ಸಿ-ಹಾರಿಜಾನ್
তারের,ಕೇಬಲ್
তারের ছাঁচনির্মাণ,ಕೇಬಲ್ ಮೋಲ್ಡಿಂಗ್
ক্যাবলিং,ಕೇಬಲ್ ಹಾಕುವುದು
কেবিন,ಕ್ಯಾಬಿನ್
কেবিন হুক,ಕ್ಯಾಬಿನ್ ಹುಕ್
মন্ত্রিসভা,ಕ್ಯಾಬಿನೆಟ್
ক্যাবল্টের পদত্যাগ,ಕಾಬೋಲ್ಟ್ ತೊರೆದರು
ক্যাফেটারিয়া,ಕೆಫೆಟೇರಿಯಾ
খাঁচা,ಪಂಜರ
খাঁচা নির্মাণ,ಪಂಜರ ನಿರ್ಮಾಣ
কেইনের সূত্র,ಕೇನ್ ಅವರ ಸೂತ್ರ
কাইসন,ಕೈಸನ್
ক্যাসন রোগ,ಕೈಸನ್ ಕಾಯಿಲೆ
ক্যাসন ফাউন্ডেশন,ಕೈಸನ್ ಅಡಿಪಾಯ
Caisson pile,ಕೈಸನ್ ರಾಶಿ
চুনযুক্ত ইট,ಸುಣ್ಣದ ಇಟ್ಟಿಗೆ
চুনযুক্ত কাদামাটি,ಸುಣ್ಣದ ಜೇಡಿಮಣ್ಣು
চুনযুক্ত ভূত্বক,ಕ್ಯಾಲ್ಕೇರಿಯಸ್ ಕ್ರಸ್ಟ್
ক্যালসিফিকেশন,ಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್
ক্যালসিনেশন,ಕ್ಯಾಲ್ಸಿನೇಷನ್
ক্যালসিন,ಕ್ಯಾಲ್ಸಿನ್
ক্যালসাইট,ಕ್ಯಾಲ್ಸೈಟ್
ক্যালসিয়াম-অ্যালুমিনেট সিমেন্ট,ಕ್ಯಾಲ್ಸಿಯಂ-ಅಲ್ಯೂಮಿನೇಟ್ ಸಿಮೆಂಟ್
ক্যালসিয়াম-সিলিকেট ইট,ಕ್ಯಾಲ್ಸಿಯಂ-ಸಿಲಿಕೇಟ್ ಇಟ್ಟಿಗೆ
ক্যালসিয়াম-সিলিকেট হাইড্রেট,ಕ್ಯಾಲ್ಸಿಯಂ-ಸಿಲಿಕೇಟ್ ಹೈಡ್ರೇಟ್
ক্যালিছে,ಕ್ಯಾಲಿಚೆ
ক্যালিফোর্নিয়া ভারবহন অনুপাত,ಕ್ಯಾಲಿಫೋರ್ನಿಯಾ ಬೇರಿಂಗ್ ಅನುಪಾತ
ক্যালিপার,ಕ್ಯಾಲಿಪರ್
ক্যালোরিমিটার,ಕ್ಯಾಲೋರಿಮೀಟರ್
ক্যাম্বার,ಕ್ಯಾಂಬರ್
খাল,ಕಾಲುವೆ
ক্যানোপি,ಮೇಲಾವರಣ
ক্যান্টিলিভার ফুটিং,ಕ್ಯಾಂಟಿಲಿವರ್ ಫೂಟಿಂಗ್
ক্যাপ,ಕ್ಯಾಪ್
ক্ষমতা,ಸಾಮರ್ಥ್ಯ
আইল ট্র্যাকের ক্ষমতা,ಏಲ್ ಟ್ರ್ಯಾಕ್ ಸಾಮರ್ಥ್ಯ
ক্যাপ তারের,ಕ್ಯಾಪ್ ಕೇಬಲ್
কৈশিকতা,ಕ್ಯಾಪಿಲ್ಲರಿಟಿ
কৈশিক বিরতি,ಕ್ಯಾಪಿಲ್ಲರಿ ಬ್ರೇಕ್
কৈশিক প্রবাহ,ಕ್ಯಾಪಿಲ್ಲರಿ ಹರಿವು
কৈশিক আর্দ্রতা বা কৈশিক জল,ಕ್ಯಾಪಿಲ್ಲರಿ ತೇವಾಂಶ ಅಥವಾ ಕ್ಯಾಪಿಲ್ಲರಿ ನೀರು
কৈশিক ছিদ্র স্থান,ಕ್ಯಾಪಿಲ್ಲರಿ ರಂಧ್ರದ ಜಾಗ
কৈশিক ছিদ্র,ಕ್ಯಾಪಿಲ್ಲರಿ ಸರಂಧ್ರತೆ
কৈশিক স্থান,ಕ್ಯಾಪಿಲ್ಲರಿ ಸ್ಪೇಸ್
ক্যাপচার বেগ,ಕ್ಯಾಪ್ಚರ್ ವೇಗ
কার্বনেশন,ಕಾರ್ಬೊನೇಶನ್
কার্বন কালো,ಕಾರ್ಬನ್ ಕಪ್ಪು
কাস্টবল অবাধ্য,ಕ್ಯಾಸ್ಟ್ಬಲ್ ವಕ್ರೀಕಾರಕ
কাস্ট-ইন-প্লেস বা কাস্ট-ইন-সিটু,ಬಿತ್ತರಿಸಿದ ಸ್ಥಳದಲ್ಲಿ ಅಥವಾ ಬಿತ್ತರಿಸಿದ ಸ್ಥಳದಲ್ಲಿ
কাস্ট-ইন-প্লেস গাদা,ಎರಕಹೊಯ್ದ ರಾಶಿ
ক্যাস্টর,ಕ್ಯಾಸ್ಟರ್
ঢালাই পাথর,ಎರಕಹೊಯ್ದ ಕಲ್ಲು
প্রভাবক,ವೇಗವರ್ಧಕ
ক্যাটেনা,ಕ್ಯಾಟೆನಾ
বিড়ালের মুখ,ಬೆಕ್ಕಿನ ಮುಖ
বিড়ালের মাথা,ಬೆಕ್ಕಿನ ತಲೆ
ক্যাটান,ಕ್ಯಾಶನ್
বিড়াল হাঁটা,ಬೆಕ್ಕಿನ ನಡಿಗೆ
গহ্বরের ক্ষতি,ಗುಳ್ಳೆಕಟ್ಟುವಿಕೆ ಹಾನಿ
সেলাইট,ಸೆಲೈಟ್
সেলুলার কংক্রিট,ಸೆಲ್ಯುಲಾರ್ ಕಾಂಕ್ರೀಟ್
সেলুলার নির্মাণ,ಸೆಲ್ಯುಲಾರ್ ನಿರ್ಮಾಣ
সিমেন্ট,ಸಿಮೆಂಟ್
"সিমেন্ট, বিটুমিনাস","ಸಿಮೆಂಟ್, ಬಿಟುಮಿನಸ್"
"সিমেন্ট, উচ্চ শক্তি","ಸಿಮೆಂಟ್, ಹೆಚ್ಚಿನ ಶಕ್ತಿ"
"সিমেন্ট, জলবাহী","ಸಿಮೆಂಟ್, ಹೈಡ್ರಾಲಿಕ್"
"সিমেন্ট, কম তাপ","ಸಿಮೆಂಟ್, ಕಡಿಮೆ ಶಾಖ"
"সিমেন্ট, রাজমিস্ত্রি","ಸಿಮೆಂಟ್, ಕಲ್ಲು"
"সিমেন্ট, প্রাকৃতিক","ಸಿಮೆಂಟ್, ನೈಸರ್ಗಿಕ"
"সিমেন্ট, পোর্টল্যান্ড","ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್"
"সিমেন্ট, পোর্টল্যান্ড ব্লাস্ট ফার্নেস স্ল্যাগ","ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ ಬ್ಲಾಸ್ಟ್ ಫರ್ನೇಸ್ ಸ್ಲ್ಯಾಗ್"
"সিমেন্ট, পোর্টল্যান্ড পোজোলান","ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ ಪೊಝೋಲನ್"
"সিমেন্ট, স্ল্যাগ","ಸಿಮೆಂಟ್, ಸ್ಲ್ಯಾಗ್"
"সিমেন্ট, সালফেট প্রতিরোধী","ಸಿಮೆಂಟ್, ಸಲ್ಫೇಟ್ ನಿರೋಧಕ"
"সিমেন্ট, সুপার সালফেটেড","ಸಿಮೆಂಟ್, ಸೂಪರ್ ಸಲ್ಫೇಟ್"
"সিমেন্ট, সাদা","ಸಿಮೆಂಟ್, ಬಿಳಿ"
সিমেন্ট-সমষ্টি অনুপাত,ಸಿಮೆಂಟ್-ಒಟ್ಟಾರೆ ಅನುಪಾತ
সিমেন্ট সামগ্রী,ಸಿಮೆಂಟ್ ವಿಷಯ
সিমেন্ট জেল,ಸಿಮೆಂಟ್ ಜೆಲ್
সিমেন্টের বন্দুক,ಸಿಮೆಂಟ್ ಗನ್
সিমেন্টের ভাটা,ಸಿಮೆಂಟ್ ಗೂಡು
সিমেন্ট পেইন্ট,ಸಿಮೆಂಟ್ ಬಣ್ಣ
সিমেন্ট প্লাস্টার,ಸಿಮೆಂಟ್ ಪ್ಲಾಸ್ಟರ್
সিমেন্ট শিলা,ಸಿಮೆಂಟ್ ಕಲ್ಲು
সিমেন্ট স্লারি,ಸಿಮೆಂಟ್ ಸ್ಲರಿ
সিমেন্ট স্টোরেজ,ಸಿಮೆಂಟ್ ಸಂಗ್ರಹಣೆ
সিমেন্টেশন প্রক্রিয়া,ಸಿಮೆಂಟೇಶನ್ ಪ್ರಕ್ರಿಯೆ
কেন্দ্রীভূত করা,ಕೇಂದ್ರೀಕರಣ
সেন্টারিং এবং শাটারিং,ಕೇಂದ್ರೀಕರಿಸುವುದು ಮತ್ತು ಮುಚ್ಚುವುದು
কেন্দ্রীয় মিশ্র কংক্রিট,ಕೇಂದ್ರ ಮಿಶ್ರ ಕಾಂಕ್ರೀಟ್
কেন্দ্রীয় মিশুক,ಕೇಂದ್ರ ಮಿಕ್ಸರ್
কেন্দ্রাতিগ পাখা,ಕೇಂದ್ರಾಪಗಾಮಿ ಫ್ಯಾನ್
চক,ಚಾಕ್
চেম্ফার,ಚೇಂಫರ್
চেম্ফার ফালা,ಚೇಂಫರ್ ಸ್ಟ್ರಿಪ್
চ্যানেল বিম,ಚಾನಲ್ ಕಿರಣ
চরিত্রগত লোড,ವಿಶಿಷ್ಟ ಲೋಡ್
চারিত্রিক শক্তি,ವಿಶಿಷ್ಟ ಶಕ್ತಿ
বন্ধ চার্জ,ಚಾರ್ಜ್ ಆಫ್
চার্জিং,ಚಾರ್ಜ್ ಆಗುತ್ತಿದೆ
চেক করা হচ্ছে,ಪರಿಶೀಲಿಸಲಾಗುತ್ತಿದೆ
রাসায়নিক বন্ধন,ರಾಸಾಯನಿಕ ಬಂಧ
চেরনোজেম,ಚೆರ್ನೋಜೆಮ್
চেস্টনাট মাটি,ಚೆಸ್ಟ್ನಟ್ ಮಣ್ಣು
চিমনি নর্দমা,ಚಿಮಣಿ ಗಟಾರ
চিপ বোর্ড,ಚಿಪ್ ಬೋರ್ಡ್
চিপিং,ಚಿಪ್ಪಿಂಗ್
চিপস,ಚಿಪ್ಸ್
চুট,ಗಾಳಿಕೊಡೆ
শ্রেণী (কংক্রিটের),ವರ್ಗ (ಕಾಂಕ್ರೀಟ್)
কাদামাটি,ಕ್ಲೇ
কাদামাটি বিষয়বস্তু,ಕ್ಲೇ ವಿಷಯ
মাটির প্যান,ಕ್ಲೇ ಪ್ಯಾನ್
পরিস্কার করা,ಕ್ಲೀನ್ಔಟ್
পরিষ্কার কর,ಸ್ವಚ್ಛಗೊಳಿಸಿ
ক্লিট,ಕ್ಲೀಟ್
ক্লিঙ্কার,ಕ್ಲಿಂಕರ್
ক্লিপ,ಕ್ಲಿಪ್
জমাট বাঁধা,ಹೆಪ್ಪುಗಟ್ಟುವಿಕೆ
মোটা সমষ্টি,ಒರಟಾದ ಒಟ್ಟು
মোটা দানাদার মাটি,ಒರಟಾದ ಧಾನ್ಯದ ಮಣ್ಣು
কোট,ಕೋಟ್
কফার বাঁধ,ಕಾಫರ್ ಅಣೆಕಟ್ಟು
সংহতি,ಒಗ್ಗಟ್ಟು
কলয়েড,ಕೊಲಾಯ್ಡ್
কোলয়েডাল আর্দ্রতা সমতুল্য অনুপাত,ಕೊಲೊಯ್ಡಲ್ ತೇವಾಂಶ ಸಮಾನ ಅನುಪಾತ
কলয়েডাল সিস্টেম,ಕೊಲೊಯ್ಡಲ್ ವ್ಯವಸ್ಥೆ
কোলুভিয়াল মাটি,ಕೊಲ್ಯುವಿಯಲ್ ಮಣ್ಣು
কলাম,ಅಂಕಣ
কম্বড ফিনিস,ಬಾಚಣಿಗೆ ಮುಕ್ತಾಯ
সম্মিলিত পাদদেশ,ಕಂಬೈನ್ಡ್ ಫೂಟಿಂಗ್
মিলিত জল,ಸಂಯೋಜಿತ ನೀರು
বৈঠকখানা,ಸಾಮಾನ್ಯ ಕೊಠಡಿ
সমাপনী সনদ,ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ ಪ್ರಮಾಣಪತ್ರ
উপাদান বর্গক্ষেত্র,ಘಟಕ ಚೌಕ
কংক্রিট,ಕಾಂಕ್ರೀಟ್
কংক্রিশন,ಕಾಂಕ್ರೀಟಿಕರಣ
একত্রিত হার/সমতল হার,ಏಕೀಕೃತ ದರ/ಫ್ಲಾಟ್ ದರ
দূষক,ಮಾಲಿನ್ಯಕಾರಕಗಳು
আলকোভ রান্না করা,ಅಲ್ಕೋವ್ ಅಡುಗೆ
মোকাবিলা করা,ನಿಭಾಯಿಸುವುದು
করবেল,ಕಾರ್ಬೆಲ್
কার্নিস,ಕಾರ್ನಿಸ್
কাপলার,ಸಂಯೋಜಕ
"যুগল, দ্বিগুণ","ಕಪ್ಲರ್, ಡಬಲ್"
"কাপলার, পুটলগ","ಕಪ್ಲರ್, ಪುಟ್ಲಾಗ್"
"কাপলার, সুইভেল","ಕಪ್ಲರ್, ಸ್ವಿವೆಲ್"
কোর্স,ಕೋರ್ಸ್
র্যান্ডম ধ্বংসস্তূপ রাজমিস্ত্রি কোর্স করা,ಕೋರ್ಸ್ಡ್ ಯಾದೃಚ್ಛಿಕ ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲುಗಳು
ঢাকা এলাকা,ಆವರಿಸಿದ ಪ್ರದೇಶ
হামাগুড়ি,ತೆವಳುವ
ক্রীপ সহগ,ಕ್ರೀಪ್ ಗುಣಾಂಕ
ক্রোটোভাইন,ಕ್ರೊಟೊವಿನ್
কাকের পা,ಕಾಗೆ ಕಾಲು
চূর্ণবিচূর্ণ গঠন,ಕ್ರಂಬ್ ರಚನೆ
প্রতিবন্ধক,ದಂಡೆ
কারেন্ট,ಪ್ರಸ್ತುತ
বক্ররেখা প্রতিরোধের,ಕರ್ವ್ ಪ್ರತಿರೋಧ
স্যাঁতসেঁতে প্রুফ কোর্স,ತೇವಾಂಶ ನಿರೋಧಕ ಕೋರ್ಸ್
সমাপ্তির তারিখ,ಪೂರ್ಣಗೊಂಡ ದಿನಾಂಕ
মৃত লোড,ಡೆಡ್ ಲೋಡ್
মরা জল,ಸತ್ತ ನೀರು
ডেসিবেল,ಡೆಸಿಬೆಲ್
ডিফ্লোকুলেশন,ಡಿಫ್ಲೋಕ್ಯುಲೇಷನ್
বায়ুচলাচল বা বায়ু স্থান অনুপাত ডিগ্রী,ಗಾಳಿ ಅಥವಾ ಗಾಳಿಯ ಅಂತರದ ಅನುಪಾತದ ಪದವಿ
সমষ্টির ডিগ্রি,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆಯ ಪದವಿ
বিচ্ছুরণ ডিগ্রী,ಪ್ರಸರಣದ ಪದವಿ
স্যাচুরেশন ডিগ্রী,ಶುದ್ಧತ್ವದ ಪದವಿ
ঘনত্ব,ಸಾಂದ್ರತೆ
মরুভূমির ফুটপাথ,ಮರುಭೂಮಿ ಪಾದಚಾರಿ ಮಾರ್ಗ
মরুভূমির মাটি,ಮರುಭೂಮಿ ಮಣ್ಣು
বিস্তারিত,ವಿವರಗಳು
উন্নয়নের সময়কাল,ಅಭಿವೃದ್ಧಿ ಅವಧಿ
ডি-দিগন্ত,ಡಿ-ಹಾರಿಜಾನ್
তির্যক বন্ধন,ಕರ್ಣೀಯ ಬಂಧ
ডায়াগ্রাম,ರೇಖಾಚಿತ್ರ
ডিজিটাল ডক,ಡಿಜಿಟಲ್ ಡಾಕ್
পার্থক্য জলের হার,ಭೇದಾತ್ಮಕ ನೀರಿನ ದರ
পাতলা বায়ুচলাচল,ದುರ್ಬಲಗೊಳಿಸುವ ವಾತಾಯನ
ডিলুভিয়াম,ಡಿಲುವಿಯಂ
খাবার কক্ষ,ಊಟದ ಕೋಣೆ
দিকনির্দেশনা পেগ,ದಿಕ್ಕಿನ ಪೆಗ್
বিচ্ছুরণ,ಪ್ರಸರಣ
ডিস্টেম্পার,ಡಿಸ್ಟೆಂಪರ್
ডক,ಡಾಕ್
দরজা,ಬಾಗಿಲು
ডর্মার,ಡಾರ್ಮರ್
ডর্মার চেক,ಡಾರ್ಮರ್ ಚೆಕ್
ডাবল ফ্লেমিশ বন্ড,ಡಬಲ್ ಫ್ಲೆಮಿಶ್ ಬಾಂಡ್
ডবল লেয়ার,ಡಬಲ್ ಲೇಯರ್
দোয়েল,ಡೋವೆಲ್
অঙ্কন বোর্ড,ಡ್ರಾಯಿಂಗ್ ಬೋರ್ಡ್
বৈঠকখানা,ಡ್ರಾಯಿಂಗ್ ಕೊಠಡಿ
প্রবাহ,ಡ್ರಿಫ್ಟ್
শুকনো বাল্বের তাপমাত্রা,ಒಣ ಬಲ್ಬ್ ತಾಪಮಾನ
শুকনো ডক,ಡ್ರೈ ಡಾಕ್
শুকনো রাবার রাজমিস্ত্রি,ಒಣ ರಬ್ಬರ್ ಕಲ್ಲು
ডাচ বন্ড,ಡಚ್ ಬಾಂಡ್
বামন প্রাচীর,ಕುಬ್ಜ ಗೋಡೆ
বাস ইউনিট,ವಸತಿ ಘಟಕ
ইভ,ಈವ್
ইভস নর্দমা,ಈವ್ಸ್ ಗಟರ್
অর্থনৈতিক সম্ভাব্যতা,ಆರ್ಥಿಕ ಕಾರ್ಯಸಾಧ್ಯತೆ
এক্টোডাইনামরফিক মাটি,ಎಕ್ಟೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು
এডি,ಸುಳಿ
কার্যকরী আকার,ಪರಿಣಾಮಕಾರಿ ಗಾತ್ರ
প্রস্ফুটিত,ಪುಷ್ಪಮಯ
বর্জ্য,ಹೊರಹರಿವು
উচ্চতা,ಎತ್ತರ
ইলুভিয়েশন,ಎಲುವಿಯೇಶನ್
এলুভিয়াম,ಎಲುವಿಯಮ್
এন্ডোডাইনামরফিক মাটি,ಎಂಡೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು
ইঞ্জিনিয়ারিং সম্ভাব্যতা,ಎಂಜಿನಿಯರಿಂಗ್ ಕಾರ್ಯಸಾಧ್ಯತೆ
ইংরেজি বন্ড,ಇಂಗ್ಲಿಷ್ ಬಾಂಡ್
