Gujarati,Punjabi
ચોકસાઈ,ਸ਼ੁੱਧਤਾ
ચોક્કસ,ਸਹੀ
આક્ષેપ કરવો,ਦੋਸ਼ ਲਾਉਂਦਾ ਹੈ
આરોપી,ਦੋਸ਼ੀ
સિદ્ધિ,ਪ੍ਰਾਪਤੀ
સ્વીકૃતિ,ਪ੍ਰਵਾਨਗੀ
સ્વીકૃતિ,ਬਣ ਰਹੇ
પરિચય,ਜਾਣ-ਪਛਾਣ
સંપાદન,ਗ੍ਰਹਿਣ
મુક્તિ,ਬਰੀ
કૃત્ય,ਐਕਟ
કાર્યકારી ભથ્થું,ਅਦਾਕਾਰੀ ਭੱਤਾ
ક્રિયા,ਕਾਰਵਾਈ
કાર્ય યોજના,ਕਾਰਵਾਈ ਜੁਗਤ
સક્રિય,ਕਿਰਿਆਸ਼ੀਲ
સક્રિયપણે,ਸਰਗਰਮੀ ਨਾਲ
સક્રિયકાર્ય,ਕਾਰਜਕਰਤਾ
ભગવાનનો કૃત્ય,ਰੱਬ ਦਾ ਕੰਮ
ગેરવર્તન,ਦੁਰਵਿਵਹਾਰ ਦਾ ਕੰਮ
કમિશન અને કમિશન અને બાદબાકી,ਕਮਿਸ਼ਨ ਅਤੇ ਗਲਤੀ ਦਾ ਕੰਮ
વાસ્તવિક,ਅਸਲ
વાસ્તવિક,ਅਸਲ
અનુકૂલન,ਅਨੁਕੂਲਤਾ
વધારા,ਜੋੜ
વધારાનો ખર્ચ,ਅਤਿਰਿਕਤ ਚਾਰਜ
વધારાના નિધિ,ਵਾਧੂ ਫੰਡ
વધારાની અનુદાન,ਅਤਿਰਿਕਤ ਗ੍ਰਾਂਟ
વધારાની માહિતી,ਵਧੀਕ ਜਾਣਕਾਰੀ
વધારાનો પગાર,ਵਾਧੂ ਤਨਖਾਹ
ઉમેરો અને ફેરફાર,ਜੋੜ ਅਤੇ ਤਬਦੀਲੀ
સંબોધન,ਪਤਾ
સંબોધન કરનાર,ਐਡਰੈਸਸ
સ્વાગતનું સરનામું,ਸਵਾਗਤ ਦਾ ਪਤਾ
પૂરતું,ਕਾਫ਼ੀ
ને અનુરૂપ બનાવવું,ਦਾ ਪਾਲਣ ਕਰੋ
તદર્થ,ਐਡ ਹੋਕ
તદર્થપત્ર,ਐਡਹਕ ਕਲੇਮ
તદર્થ સમિતિ,ਐਡਹੌਕ ਕਮੇਟੀ
તદર્થ વધારો,ਐਡਹੌਕ ਵਾਧਾ
તદ્દન ચુકવણી,ਐਡਹੌਕ ਭੁਗਤਾਨ
અડીને,ਨਾਲ ਲੱਗਦੀ
અડીને (= સુસંગત),ਨਾਲ ਲੱਗਦੀ (= ਸੰਜੋਗ)
મોકૂફી,ਮੁਲਤਵੀ
મોકૂફીની દરખાસ્ત,ਮੁਲਤਵੀ ਮੋਸ਼ਨ
ન્યાયનિર્ણય કરવો,ਇਜਾਜ਼ਤ
ન્યાયનિર્ણય કરવો,ਨਿਰਣਾਇਕ
ન્યાયનિર્ણય,ਨਿਰਣਾ
ન્યાયનિધીકરણ કરનાર,ਨਿਰਣਾਇਕ
સમાયોજન,ਵਿਵਸਥਾ
સંચાલન કરવું,ਪ੍ਰਬੰਧਿਤ
સોગંદ કરવો,ਸਹੁੰ ਪ੍ਰਬੰਧ
વહીવટ,ਪ੍ਰਸ਼ਾਸਨ
ન્યાય પ્રણાલી,ਜਸਟਿਸ ਦਾ ਪ੍ਰਬੰਧਨ
વહીવટી,ਪ੍ਰਬੰਧਕੀ
વહીવટી પગલાં,ਪ੍ਰਬੰਧਕੀ ਕਾਰਵਾਈ
વહીવટી મૂલ્યાંકન,ਪ੍ਰਬੰਧਕੀ ਮੁੱਲ
વહીવટી મંજૂરી,ਪ੍ਰਬੰਧਕੀ ਪ੍ਰਵਾਨਗੀ
વહીવટી સત્તા,ਪ੍ਰਬੰਧਕੀ ਅਥਾਰਟੀ
વહીવટી નિયંત્રણ,ਪ੍ਰਬੰਧਕੀ ਨਿਯੰਤਰਣ
વહીવટી નિર્ણય,ਪ੍ਰਬੰਧਕੀ ਫੈਸਲਾ
વહીવટી વિભાગ,ਪ੍ਰਬੰਧਕੀ ਵਿਭਾਗ
વહીવટી વડા,ਪ੍ਰਬੰਧਕੀ ਸਿਰ
વહીવટી મથક,ਪ੍ਰਬੰਧਕੀ ਹੈੱਡਕੁਆਰਟਰ
વહીવટી પગલાં,ਪ੍ਰਬੰਧਕੀ ਉਪਾਅ
વહીવટી સત્તા,ਪ੍ਰਬੰਧਕੀ ਪਾਵਰ
વહીવટી મંજૂરી,ਪ੍ਰਬੰਧਕੀ ਮਨਜੂਰੀ
વહીવટી તકનીક,ਪ੍ਰਬੰਧਕੀ ਤਕਨੀਕ
વહીવટી પંચ,ਪ੍ਰਬੰਧਕੀ ਟ੍ਰਿਬਿ al ਨਲ
સ્વીકાર્યતા,ਮੰਨਣਯੋਗਤਾ
સ્વીકાર્ય ખર્ચ,ਮੰਨਣਯੋਗ ਖਰਚ
કબૂલવું,ਮੰਨ ਲਓ
પ્રવેશ કાર્ડ,ਐਡਮਿਟ ਕਾਰਡ
સ્વીકૃત,ਦਾਖਲ
સલાહ આપવી,ਅਸ਼ੁੱਧ
દત્તક,ਗੋਦ
અપનાવનાર,ਗੋਣਾਟਰ
દત્તક,ਗੋਦ ਲੈਣਾ
પુખ્ત,ਬਾਲਗ
ભેગ,ਵਿਭਚਾਰ
વ્યભિચાર,ਵਿਭਚਾਰ
પુખ્ત મતાધિકાર,ਬਾਲਗ ਫਰੈਂਚਾਇਜ਼ੀ
બહાનું,ਐਡ ਵੈਲੋਰਮ ਡਿ duty ਟੀ
આગળ વધવું,ਪੇਸ਼ਗੀ
અગ્રિમ બુકિંગ,ਐਡਵਾਂਸ ਬੁਕਿੰਗ
અગ્રિમ પ્રત,ਐਡਵਾਂਸ ਕਾਪੀ
અગ્રિમ ઈજા,ਪੇਸ਼ਗੀ ਵਾਧਾ
અગાઉથી ચુકવણી,ਪੇਸ਼ਗੀ ਭੁਗਤਾਨ ਦੀ
પ્રતિકૂળ નોંધ,ਗਲਤ ਪ੍ਰਵੇਸ਼
પ્રતિકૂળ નોંધ,ਗਲਤ ਟਿੱਪਣੀ
પ્રતિકૂળ અહેવાલ,ਗਲਤ ਰਿਪੋਰਟ
જાહેરખબર,ਇਸ਼ਤਿਹਾਰ
સલાહ,ਸਲਾਹ
ચુકવણી,ਭੁਗਤਾਨ ਦੀ ਸਲਾਹ
સલાહકાર સમિતિ,ਸਲਾਹਕਾਰ ਕਮੇਟੀ
સલાહકાર પરિષદ,ਸਲਾਹਕਾਰ ਪਰਿਸ਼ਦ
હિમાયતી,ਐਡਵੋਕੇਟ
બાબતો,ਮਾਮਲੇ
સોગંદનામું,ਹਲਫੀਆ ਬਿਆਨ
જોડાણ,ਮਾਨਤਾ
સમર્થન,ਪੁਸ਼ਟੀਕਰਣ
ખાતરીપૂર્વક,ਸਕਾਰਾਤਮਕ
પરવડી,ਬਰਦਾਸ਼ਤ
ઉપરોક્ત,ਉਪਰੋਕਤ
ફરી,ਅਫਰੇਸ਼
વિરુદ્ધ,ਦੇ ਵਿਰੁੱਧ
ઉંમર,ਉਮਰ
વય પ્રમાણપત્ર,ਉਮਰ ਦਾ ਸਰਟੀਫਿਕੇਟ
મતાધિકાર માટે વય,ਦੁਖੀ ਲਈ ਉਮਰ
વય -મર્યાદા,ਉਮਰ ਸੀਮਾ
સંસ્થા,ਏਜੰਸੀ
કાર્યસૂચિ,ਏਜੰਡਾ
નિવૃત્તિની ઉંમર,ਰਿਟਾਇਰਮੈਂਟ ਦੀ ਉਮਰ
નિવૃત્તિની ઉંમર,ਪੂਰਕ ਦੀ ਉਮਰ
એકંદર,ਇਕੱਤਰਤਾ
નારાજ,ਦੁਖਦਾਈ
આંદોલન,ਅੰਦੋਲਨ
અકસ્માત,ਏਜੀਐਮ
સહમત,ਸਮਝੌਤਾ
સહમત ફોર્મ,ਸਮਝੌਤਾ ਫਾਰਮ
કૃષિ,ਖੇਤੀ ਬਾੜੀ
કૃષિ ઉદ્યોગ,ਖੇਤੀ-ਉਦਯੋਗ
સહાય,ਸਹਾਇਤਾ
ભય,ਅਲਾਰਮ
જાગરૂકતા,ਚੇਤਾਵਨੀ
ઉર્ફે,ਉਪਨਾਮ
આરોપ,ਇਲਜ਼ਾਮ
વાન,ਵਫ਼ਾਦਾਰੀ
સુમેળ,ਗਠਜੋੜ
સંલગ્ન સેવાઓ,ਸਹਿਯੋਗੀ ਸੇਵਾਵਾਂ
તમામ સમાવિષ્ટ ખર્ચ,ਸਾਰੇ ਸੰਮਲਿਤ ਲਾਗਤ
અખરાબ સેવા,ਸਾਰੇ ਭਾਰਤ ਸੇਵਾਵਾਂ
ફાળવણી,ਅਲਾਟਮੈਂਟ
ફાળવણી,ਅਲਾਟਮੈਂਟ
ફાળવણીનો પત્ર,ਅਲਾਟਮੈਂਟ ਪੱਤਰ
ફાળવણી કરનાર,ਅਲਾਟੀਟੀ
માન્ય,ਮਨਜ਼ੂਰ
માન્ય -ખર્ચ,ਮਨਜ਼ੂਰ ਖਰਚੇ
અપીલ કરવાની મંજૂરી આપવી,ਇੱਕ ਅਪੀਲ ਦੀ ਆਗਿਆ ਦਿਓ
છૂટ,ਭੱਤਾ
બધા હકો અમારી પાસે રાખેલા છે,ਸਾਰੇ ਹੱਕ ਰਾਖਵੇਂ ਹਨ
વર્ણાનુક્રમ,ਵਰਣਮਾਲਾ ਕ੍ਰਮ
બોલો,ਗਰੈਟਰਕੇਸ਼ਨ
વૈભવી,ਵਿਕਲਪਿਕ
વૈકલ્પિક,ਵਿਕਲਪਿਕ
સંવાદ,ਏਕੀਕਰਨ
સુધારેલો મુસદ્દો,ਸੋਧਿਆ ਖਰੜਾ
સુધારો,ਸੋਧ
સુંદરતા,ਸਹੂਲਤ
સુખદ,ਅਮਲ
દારૂગોળો,ਬਾਰੂਦ
દેવું,ਕਰਜ਼ੇ ਦਾ ਅਮੋਰਾਈਜ਼ੇਸ਼ਨ
રકમ,ਦੀ ਰਕਮ
પેન્શનની રકમ,ਪੈਨਸ਼ਨ ਦੀ ਮਾਤਰਾ
એકસમાન સ્થાન,ਸਮਾਨ ਪੋਸਟ
વિશ્લેષણ,ਵਿਸ਼ਲੇਸ਼ਣ
વિશ્લેષણાત્મક,ਵਿਸ਼ਲੇਸ਼ਣ ਅਧਿਐਨ
વડપણ,ਪੂਰਵਜ
આનુષંગિક ઉદ્યોગ,ਸਹਾਇਕ ਉਦਯੋਗ
શિષ્ટાચાર,ਵੈਰ
જોડાણ,ਅਨੁਲੱਗ
વર્ષગાંઠ,ਵਰ੍ਹੇਗੰ
જાહેરાત,ਘੋਸ਼ਣਾ
ત્રાસ,ਨਾਰਾਜ਼ਗੀ
વાર્ષિક નિવેદન,ਸਾਲਾਨਾ ਵਿੱਤੀ ਬਿਆਨ
વાર્ષિક હિસાબ,ਸਾਲਾਨਾ ਰਿਪੋਰਟ
વાર્ષિકી,ਐਨੂਅਟੀ
અનામી,ਅਗਿਆਤ
નામંજૂર ફરિયાદ,ਅਗਿਆਤ ਸ਼ਿਕਾਇਤ
જવાબદારપણું,ਜਵਾਬ
ઉત્તરવહી,ਜਵਾਬ ਸ਼ੀਟ
વિરોધી,ਵਿਰੋਧੀ
પૂર્વવર્તીઓ,ਅਨੌਖੇ
અપેક્ષિત ખર્ચ,ਅਨੁਮਾਨਤ ਖਰਚੇ
અપેક્ષિત આવક,ਅਨੁਮਾਨਤ ਆਮਦਨੀ
અપેક્ષા,ਉਮੀਦ
અપેક્ષિત જામીન,ਅਗਾ .ਂ ਜ਼ਮਾਨਤ
ભ્રષ્ટાચાર માપદંડ,ਭ੍ਰਿਸ਼ਟਾਚਾਰ ਵਿਰੋਧੀ ਉਪਾਅ
પ્રતિષ્ઠાવાન,ਐਂਟੀ-ਡੰਪਿੰਗ
પ્રાચીન,ਪੁਰਾਣੀ
રંગભુળ,ਨਸਲਵਾਦ
દુ: ખ,ਉਦਾਸੀ
ટોચ,ਸੁਪਰੀਮ ਬਾਡੀ
માફી,ਮੁਆਫੀ
અપીલ,ਅਪੀਲ
દેખાવ,ਦਿੱਖ
સંતાપવું,ਭੁੱਖ
અપીલ પંચ,ਅਪੀਲ ਟ੍ਰਿਬਿ al ਨਲ
પરિશિષ્ટ,ਅੰਤਿਕਾ
ઉપકરણ,ਉਪਕਰਣ
લાગુ પડે એવું,ਲਾਗੂ
અરજદાર,ਬਿਨੈਕਾਰ
નિયમ,ਐਪਲੀਕੇਸ਼ਨ
અરજી પત્ર,ਅਰਜ਼ੀ ਫਾਰਮ
લાગુ કરવું,ਲਾਗੂ ਕੀਤਾ
અરજી કરવી,ਲਾਗੂ ਕਰੋ
નિમણૂક કરનાર,ਨਿਯੁਕਤ
નિયુક્ત સત્તા,ਨਿਯੁਕਤ ਕਰਨ ਦਾ ਅਧਿਕਾਰ
નિમણૂક,ਨਿਯੁਕਤੀ
નિમણૂક -પત્ર,ਮੁਲਾਕਾਤ ਪੱਤਰ
નિમણૂક સમિતિ,ਮੰਤਰੀ ਮੰਡਲ ਦੀ ਨਿਯੁਕਤੀਆਂ ਕਮੇਟੀ
વેતનનું વિભાજન,ਤਨਖਾਹ ਦੀ ਵੰਡ
મૂલ્યાંકન,ਮੁਲਾਂਕਣ
મુલવણી કરનાર,ਮੁਲਾਂਕਣ
કદર,ਕਦਰ
આશંકા,ਖਦਸ਼ਾ
ઉમેદવાર,ਅਪ੍ਰੈਂਟਿਸ
અભિગમ,ਪਹੁੰਚ
યોગ્ય,ਉਚਿਤ
યોગ્ય કાર્યવાહી,ਉਚਿਤ ਕਾਰਵਾਈ
યોગ્ય,ਉਚਿਤ ਸਿਰ
વિનિયોગ,ਨਿਰਧਾਰਤ
મંજૂરી,ਮਨਜ਼ੂਰੀ
આશરે,ਲਗਭਗ
અભિરુચિ કસોટી,ਯੋਗਤਾ ਟੈਸਟ
મનસ્વી,ਮਨਮਾਨੀ
મધ્યસ્થી,ਆਰਬਿਟਰੇਟ
લવાદી,ਆਰਬਿਟਰੇਸ਼ਨ
લવાદી પંચ,ਆਰਬਿਟਰੇਸ਼ਨ ਟ੍ਰਿਬਿ al ਨਲ
લવાદી,ਆਰਬਿਟਰੇਟਰ
સ્થાપત્ય,ਆਰਕੀਟੈਕਚਰ
દફ્તર,ਪੁਰਾਲੇਖ
વિસ્તાર,ਖੇਤਰ
વિસ્તારનું મુખ્ય મથક,ਖੇਤਰ ਹੈੱਡਕੁਆਰਟਰ
દલીલ,ਦਲੀਲ
ઊગવું,ਪੈਦਾ
સશસ્ત્ર દળો,ਸੁਰਖਿਆ ਬਲ
વ્યવસ્થા,ਪ੍ਰਬੰਧ
બાકી,ਬਰੀਅਰ
બાકી રાખનાર પત્રક,ਅਰੇਅਰ ਬਿਆਨ
આગોતડી અહેવાલ,ਆਗਮਨ ਰਿਪੋਰਟ
ઘમંડ,ਹੰਕਾਰ
શસ્ત્રસાર,ਅਰਸੇਨਲ
વસ્તુ,ਲੇਖ
મંડળ,ਐਸੋਸੀਏਸ਼ਨ ਦੇ ਲੇਖ
લેખ,ਲੇਖ
ચડતો હુકમ,ਚੜ੍ਹਦੇ ਕ੍ਰਮ
ખાતરી કરવી,ਪਤਾ ਲਗਾਓ
જ્યાં છે ત્યાં છે,ਜਿਵੇਂ ਕਿ ਕਿੱਥੇ ਹੈ
દૃષ્ટિ,ਪਹਿਲੂ
આછા,ਦਾਖਲਾ
હત્યા,ਕਤਲ
હુમલો,ਹਮਲਾ
ભેગા,ਇਕੱਠਾ ਕਰਨ ਯੋਗ
વિધાનસભા,ਅਸੈਂਬਲੀ
અનુમાન,ਸਹਿਮਤੀ
ભારપૂર્વક કહેવું,ਦਾਅਵਾ ਕਰੋ
આકારણી કરનાર,ਮੁਲਾਂਕਣ
આકારણી,ਮੁਲਾਂਕਣ
આકારણી વર્ષ,ਮੁਲਾਂਕਣ ਸਾਲ
આકારણીકાર,ਮੁਲਾਂਕਣ ਕਰਨ ਵਾਲਾ
અસ્ક્યામત,ਸੰਪਤੀ
મુખત્ર,Assigneee
સોંપણી,ਅਸਾਈਨਮੈਂਟ
મુલકવનાર,ਅਸਾਈਨਟਰ
સહાય,ਸਹਾਇਤਾ
સાથી,ਸਹਿਯੋਗੀ
મંડળ,ਐਸੋਸੀਏਸ਼ਨ
હવાલો,ਚਾਰਜ ਦੀ ਧਾਰਨਾ
ખાતરી,ਭਰੋਸਾ
ખાતરી કંપની,ਅਸ਼ੋਰੈਂਸ ਕੰਪਨੀ
ખાતરી આપવી,ਭਰੋਸਾ
અપટ,ਛੂਟ 'ਤੇ
અણુની શક્તિ,ਪਰਮਾਣੂ ਸ਼ਕਤੀ
સમકક્ષ,ਬਰਾਬਰ ਵਿਚ
ઈમારત,ਪ੍ਰੀਮੀਅਮ 'ਤੇ
સંલગ્ન કરવું,ਅਟੈਚ ਕਰੋ
જોડાયેલ કચેરી,ਨੱਥੀ ਦਫ਼ਤਰ
જોડાણ,ਲਗਾਵ
જોડાણનો હુકમ,ਅਟੈਚਮੈਂਟ ਆਰਡਰ
પ્રાપ્તિ,ਪ੍ਰਾਪਤੀ
પ્રયત્ન,ਕੋਸ਼ਿਸ਼
ઉપસ્થિત,ਹਾਜ਼ਰੀ
ઉપસ્થિત રજિસ્ટર,ਹਾਜ਼ਰੀ ਰਜਿਸਟਰ
ઉપસ્થિત કાપલી,ਹਾਜ਼ਰੀ ਤਿਲਕ
ધ્યાન,ਧਿਆਨ
પ્રમાણન,ਤਸਦੀਕ
પ્રમાણિત પ્રત,ਪ੍ਰਮਾਣਿਤ ਕਾੱਪੀ
વલણ,ਰਵੱਈਆ
આકર્ષક પગાર,ਆਕਰਸ਼ਕ ਤਨਖਾਹ
હરાજી,ਨਿਲਾਮੀ
હરાજી કરવી,ਨਿਲਾਮੀ
હરાજીનું વેચાણ,ਨਿਲਾਮੀ ਵਿਕਰੀ
શ્રોતા,ਹਾਜ਼ਰੀਨ
દૃષ્ટિકોણ,ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਡਿਸਪਲੇਅ
વિઝ્યુઅલી પ્રચાર,ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਪ੍ਰਚਾਰ
હિસાબ -તપાસણી,ਆਡਿਟ
ઓડિટ કરેલ હિસાબ,ਆਡਿਟ ਕੀਤੇ ਖਾਤੇ
Ited ડિટ કરેલી સર્ટિલશીટ,ਆਡਿਟ ਬੈਲੇਂਸ ਸ਼ੀਟ
Itingણ,ਆਡਿਟਿੰਗ
હિસાબ -તપાસણીનો વાંધો,ਆਡਿਟ ਇਤਰਾਜ਼
Itor ડિટર અહેવાલ,ਆਡੀਟਰ ਦੀ ਰਿਪੋਰਟ
સભાગૃહ,ਆਡੀਟੋਰੀਅਮ
ઓડિટ ફકરા,ਆਡਿਟ ਪੈਰਾ
હિસાબ -તપાસણી અહેવાલ,ਆਡਿਟ ਰਿਪੋਰਟ
કઠોરતા,ਤਪੱਸਿਆ
કઠોર પગલાં,ਤਪੱਸਿਆ ਉਪਾਅ
અધિકૃત,ਪ੍ਰਮਾਣਿਕ
અધિકૃત પ્રતિનિધિ,ਅਧਿਕਾਰਤ ਪ੍ਰਤੀਨਿਧੀ
પ્રમાણભૂત,ਅਧਿਕਾਰਤ
અધિકાર,ਅਧਿਕਾਰ
સત્તાધિકારનો પત્ર,ਅਥਾਰਟੀ ਅੱਖਰ
અધિકૃત,ਅਧਿਕਾਰਤ
અધિકૃત મૂડી,ਅਧਿਕਾਰਤ ਪੂੰਜੀ
સ્વચાલિત,ਆਟੋਮੈਟਿਕ
સ્વાયત્ત,ਖੁਦਮੁਖਤਿਆਰੀ
સ્વાયત્ત સંસ્થા,ਖੁਦਮੁਖਤਿਆਰੀ ਸਰੀਰ
સ્વાયત્તતા,ਖੁਦਮੁਖਤਿਆਰੀ
સહાયક,ਸਹਾਇਕ
ઉપલબ્ધ,ਉਪਲੱਬਧ
સરેરાશ,Average ਸਤ
સરેરાશ રજા,Ratuver ਸਤ ਛੁੱਟੀ
અણગમો,ਘ੍ਰਿਣਾ
અટકાવવું,ਟਾਲਣਾ
ટાળવું,ਬਚਣ
કર બંધ,ਟੈਕਸ ਤੋਂ ਪਰਹੇਜ਼ ਕਰੋ
રાહ જોવાયેલું,ਉਡੀਕ ਕੀਤੀ
પુરસ્કાર,ਪੁਰਸਕਾਰ
પુરસ્કાર સત્તાધિકારી,ਅਥਾਰਟੀ
જાગરૂકતા,ਜਾਗਰੂਕਤਾ
પીછેહઠ,ਵਾਪਸ
પૃષ્ઠભૂમિ,ਪਿਛੋਕੜ
પાછલી લોગ,ਬੈਕ ਲਾਗ
પાછા બહાર,ਪਿਛੇ ਹਟ ਜਾਣਾ
પાછલી વાત,ਬੈਕ ਹਵਾਲਾ
પીછેહઠ કરવી,ਬੈਕ ਅਪ
પછાત વર્ગ,ਬੈਕਵਾਰਡ ਕਲਾਸਾਂ
પછાત આદિજાતિ,ਪਿਛਲਾ ਕਬੀਲੇ
ખરાબ સોદો,ਮਾੜੀ ਸੌਦਾ
ખરાબ વર્તન,ਮਾੜਾ ਵਿਵਹਾਰ
ખરાબ પાત્ર,ਬੁਰਾ ਚਰਿੱਤਰ
ખરાબ આબોહવા ભથ્થું,ਮਾੜੀ ਜਲਵਾਯੂ ਭੱਤਾ
ખરાબ વર્તન,ਬੁਰਾ ਚਾਲ
ખરાબ દેવું,ਬੁਰਾ ਕਰਜਾ
સામાન,ਸਾਮਾਨ
જામીન,ਜ਼ਮਾਨਤ
સમતોલ,ਸੰਤੁਲਨ
સરખામણી નીચે લાવવામાં,ਸੰਤੁਲਨ ਲਿਆਂਦਾ ਗਿਆ
સંતુલન આગળ લાવવામાં,ਸੰਤੁਲਨ ਅੱਗੇ ਲਿਆਇਆ
સમતોલ અંદાજપત્ર,ਸੰਤੁਲਿਤ ਬਜਟ
સરવૈયા,ਸੰਤੁਲਨ ਸ਼ੀਟ
મતદાન,ਬੈਲਟ
મતપેટી,ਬੈਲਟ ਬਾਕਸ
મતદાનનો કાગળ,ਬੈਲਟ ਪੇਪਰ
પ્રતિબંધ,ਪਾਬੰਦੀ
બેંક,ਬੈਂਕ
બેંક એકાઉન્ટ,ਬੈੰਕ ਖਾਤਾ
બેંક સિલક,ਬੈਂਕ ਬੈਲੰਸ
બેંક ખર્ચ,ਬੈਂਕ ਖਰਚੇ
બેંક ની ખાતરી,ਬੈਂਕ ਗਰੰਟੀ
બેંક રજા,ਬੈਂਕ ਦੀ ਛੁਟੀ
બેંકિંગ સુવિધા,ਬੈਂਕਿੰਗ ਸਹੂਲਤ
બેંકિંગ કલાકો,ਬੈਂਕਿੰਗ ਘੰਟੇ
બેંકિંગ લેવડદેવડ,ਬੈਂਕਿੰਗ ਟ੍ਰਾਂਜੈਕਸ਼ਨ
બેંક દર,ਬੈਂਕ ਰੇਟ
બેંક સમાધાન,ਬੈਂਕ ਮੇਲ-ਮਿਲਾਪ
નાદાર,ਦੀਵਾਲੀਆ
બેંક સુરક્ષા,ਬੈਂਕ ਸੁਰੱਖਿਆ
બેંક સ્ટેટમેન્ટ,ਬੈਂਕ ਸਟੇਟਮੈਂਟ
ભોજન સમારંભ,ਦਾਅਵਤ
પટ્ટી પરિષદ,ਬਾਰ ਕੌਂਸਲ
સોદો,ਸੌਦੇਬਾਜ਼ੀ
સોદાબાજી,ਸੌਦੇਬਾਜ਼ੀ
ઉજ્જડ જમીન,ਬੰਜਰ ਲੈਂਡ
સાપ્તાહિક,ਬਾਰਟਰ
પાયો,ਅਧਾਰ
તબાને,ਬੇਬੁਨਿਆਦ
આધાર,ਬੇਸਮੈਂਟ
મુખ્ય વર્ષ,ਅਧਾਰ ਸਾਲ
પાયાની,ਮੁੱ The ਲੀ
મૂળભૂત રીતે,ਅਸਲ ਵਿੱਚ
મૂળ બાતમી,ਮੁੱ basic ਲੀ ਅਕਲ
મૂળ પગાર,ਮੁੱ Pay ਲੀ ਤਨਖਾਹ
