English,Tamil
background processing,பின்னணி செயலாக்கம்
backing store,பேக்கிங் கடை
backpatching,பின் இணைப்பு
backspace,பின்வெளி
backtracking,பின்வாங்குதல்
back-up,காப்புப்பிரதி
back-up memory,காப்பு நினைவகம்
backward error recovery,பின்னோக்கி பிழை மீட்பு
balance sheet,இருப்புநிலை
band,இசைக்குழு
band width,பட்டை அகலம்
banker's algorithm,வங்கியாளர் வழிமுறை
bar code,பார் குறியீடு
bar code scanner,பட்டை குறி படிப்பான் வருடி
bar graph,சட்ட வரைபடம்
base address,அடிப்படை முகவரி
base band,அடிப்படை இசைக்குழு
base number,அடிப்படை எண்
base table,அடிப்படை அட்டவணை
BASIC,அடிப்படை
basic control,அடிப்படை கட்டுப்பாடு
basic input,அடிப்படை உள்ளீடு
basic instruction,அடிப்படை அறிவுறுத்தல்
basic output,அடிப்படை வெளியீடு
basic step,அடிப்படை படி
batch,தொகுதி
batch file,தொகுதி கோப்பு
batch position,தொகுதி நிலை
batch processing,தொகுதி செயலாக்கம்
batch system,தொகுதி அமைப்பு
baud,பாட்
baud rate,பாட் விகிதம்
beam,உத்திரம்
benchmark,அளவுகோல்
bidirectional communication,இருதரப்பு தொடர்பு
bidirectional link,இருதரப்பு இணைப்பு
binary code,பைனரி குறியீடு
binary digit,பைனரி இலக்கம்
binary Input output system (BIOS),பைனரி உள்ளீட்டு வெளியீட்டு அமைப்பு (பயாஸ்)
binary number,பைனரி எண்
binary operator,பைனரி ஆபரேட்டர்
binary relation,பைனரி உறவு
binary search,பைனரி தேடல்
binary search tree (BST),பைனரி தேடல் மரம் (BST)
binary transfer,பைனரி பரிமாற்றம்
binary tree,பைனரி மரம்
bipolar memory,இருமுனை நினைவகம்
birth death model,பிறப்பு இறப்பு மாதிரி
birth death process,பிறப்பு இறப்பு செயல்முறை
bit,பிட்
bit fault,சிறிய தவறு
bit map,பிட் வரைபடம்
bit map pixel (BMP),பிட் மேப் பிக்சல் (BMP)
bit matrix,பிட் மேட்ரிக்ஸ்
bit pattern,பிட் முறை
bit position,பிட் நிலை
bit rate,பிட் விகிதம்
black box testing,கருப்பு பெட்டி சோதனை
blinking,கண் சிமிட்டுதல்
block,தொகுதி
block cache,தொகுதி தற்காலிக சேமிப்பு
block check,தடுப்பு சோதனை
block copy,தொகுதி நகல்
block diagram,தொகுதி வரைபடம்
blocking network,பிணையத்தைத் தடுக்கிறது
board,பலகை
book mark,புத்தககுறி
boolean algebra,பூலியன் இயற்கணிதம்
boolean relation,பூலியன் உறவு
boot partition,துவக்க பகிர்வு
boot strapping,பூட் ஸ்ட்ராப்பிங்
boot-strap loader,பூட்-ஸ்ட்ராப் ஏற்றி
bridge,பாலம்
broadband networking,பிராட்பேண்ட் நெட்வொர்க்கிங்
broadcast,ஒளிபரப்பு
broadcast radio,ஒலிபரப்பு வானொலி
browse,உலவ
browser,உலாவி
B-Tree,பி-மரம்
bubble memory,குமிழி நினைவகம்
bubble sort,குமிழி வகை
bucket,வாளி
buddy system,நண்பர் அமைப்பு
budget effective control,பட்ஜெட் பயனுள்ள கட்டுப்பாடு
buffer,தாங்கல்
bug,பிழை
bus,பேருந்து
byte,பைட்
byte code,பைட் குறியீடு
c,c
C++,C++
cache,தற்காலிக சேமிப்பு
cache buffer,கேச் தாங்கல்
cache memory,கேச் நினைவகம்
calculation,கணக்கீடு
calculator,கால்குலேட்டர்
calculator chip,கால்குலேட்டர் சிப்
call,அழைப்பு
call by name,பெயரால் அழைக்கவும்
call by reference,குறிப்பு மூலம் அழைப்பு
call by value,மதிப்பு மூலம் அழைப்பு
call by variables,மாறிகள் மூலம் அழைப்பு
call gate,அழைப்பு வாயில்
cancel,ரத்து செய்
cancel button,ரத்து பொத்தான்
canonical,நியமனம்
canonical form,நியமன வடிவம்
capability,திறன்
capability list,திறன் பட்டியல்
capacity,திறன்
caps lock key,தொப்பி பூட்டு விசை
card,அட்டை
card reader,கார்டு ரீடர்
cardinality,கார்டினாலிட்டி
carrier,கேரியர்
carrier band,கேரியர் பேண்ட்
carrier load,கேரியர் சுமை
carrier signal,கேரியர் சிக்னல்
carrier wave,கேரியர் அலை
carry,சுமந்து செல்
carry digit,இலக்கத்தை எடுத்துச் செல்லுங்கள்
carry flag,கொடியை ஏந்தி
cartridge disk,கெட்டி வட்டு
cascade,அருவி
case,வழக்கு
cathod ray tube (CRT),கத்தோட் கதிர் குழாய் (CRT)
cathode ray tube (CRT),கேத்தோடு கதிர் குழாய் (CRT)
CD ROM disk drive,CD ROM வட்டு இயக்கி
cell,செல்
cell animation,செல் அனிமேஷன்
cellular phone,கை பேசி
central memory,மைய நினைவகம்
central processing unit (CPU),மத்திய செயலாக்க அலகு (CPU)
centralized system,மையப்படுத்தப்பட்ட அமைப்பு
certified tape,சான்றளிக்கப்பட்ட நாடா
chain,சங்கிலி
chain data,சங்கிலி தரவு
chain link,சங்கிலி இணைப்பு
chaining,சங்கிலியிடுதல்
channel,சேனல்
channel busy tone,சேனல் பிஸியான தொனி
channel capacity,சேனல் திறன்
channel controller,சேனல் கட்டுப்படுத்தி
channel error,சேனல் பிழை
channel program,சேனல் நிரல்
channel reliability,சேனல் நம்பகத்தன்மை
channel set,சேனல் தொகுப்பு
character,பாத்திரம்
character code,எழுத்து குறியீடு
character key,எழுத்து திறவுகோல்
character reader,பாத்திர வாசகர்
character size,எழுத்து அளவு
chart,விளக்கப்படம்
chassis,சேஸ்பீடம்
check bit,சோதனை பிட்
check digit,எண்ணை சரிபார்க்க
check sum,காசோலை தொகை
check word,சரிபார்ப்பு வார்த்தை
chip,சிப்
chip set,சிப் தொகுப்பு
choose,தேர்வு
chromatically,வர்ண ரீதியாக
cipher,மறைக்குறியீடு
circuit,சுற்று
circular list,வட்ட பட்டியல்
cirus,சிரஸ்
citation,மேற்கோள்
class,வர்க்கம்
class variable,வர்க்க மாறி
classification,வகைப்பாடு
clear,தெளிவானது
clear area,தெளிவான பகுதி
clear channel,தெளிவான சேனல்
click,கிளிக் செய்யவும்
client,வாடிக்கையாளர்
client server,கிளையன்ட் சர்வர்
client stub,கிளையன்ட் ஸ்டப்
clip art,சிறு படம்
clip art library,கிளிப் ஆர்ட் நூலகம்
clip board,கிளிப் போர்டு
clipper,கிளிப்பர்
clipper chip,கிளிப்பர் சிப்
clique,குழு
clock,கடிகாரம்
clock cycle,கடிகார சுழற்சி
clock frequency,கடிகார அதிர்வெண்
clock hardware,கடிகார வன்பொருள்
clock pulse,கடிகார துடிப்பு
clock speed,கடிகார வேகம்
clock synchronization,கடிகார ஒத்திசைவு
clock tick,கடிகார டிக்
clone,குளோன்
close,நெருக்கமான
close circuit TV (CCTV),க்ளோஸ் சர்க்யூட் டிவி (சிசிடிவி)
closure,மூடல்
cloud computing,கிளவுட் கம்ப்யூட்டிங்
cluster,கொத்து
coated card,பூசிய அட்டை
coated paper,பூசிய காகித
coaxial,கோஆக்சியல்
coaxial cable,கோஆக்சியல் கேபிள்
codasyl,கோடாசில்
code,குறியீடு
code generator,குறியீடு உற்பத்தியாளர்
code page,குறியீடு பக்கம்
code word,குறியீட்டு வார்த்தை
coder,குறியீட்டாளர்
coding check,குறியீட்டு சோதனை
coding form,குறியீட்டு வடிவம்
coding sheet,குறியீட்டு தாள்
coefficient,குணகம்
coherence,இணக்கத்தைப்
cold boot,குளிர் துவக்க
cold start,குளிர் ஆரம்பம்
collaboration,இணைந்து
collapse,சரிவு
collate,இணை
collate tape,கோலேட் டேப்
collision,மோதல்
colon,பெருங்குடல்
colour (color),நிறம் (நிறம்)
colour saturation,வண்ண செறிவு
colour table,வண்ண அட்டவணை
column,நெடுவரிசை
combination,சேர்க்கை
combo box,சேர்க்கை பெட்டி
command,கட்டளை
command button,கட்டளை பொத்தான்
command list,கட்டளை பட்டியல்
comment,கருத்து
commitment,அர்ப்பணிப்பு
commodity,பண்டம்
Common Business Oriented Language (Cobol),பொதுவான வணிகம் சார்ந்த மொழி (கோபோல்)
common error,பொதுவான பிழை
common language,பொது மொழி
common routine,பொதுவான வழக்கம்
communication,தொடர்பு
communication line,தொடர்பு வரி
communication mode,தொடர்பு முறை
communication network,தொடர்பு நெட்வொர்க்
communication parameter,தொடர்பு அளவுரு
communication system,தொடர்பு அமைப்பு
compaction,சுருக்கம்
compander,தளபதி
companding,இணைத்தல்
company network,நிறுவனத்தின் நெட்வொர்க்
comparison test,ஒப்பீட்டு சோதனை
compatibility,பொருந்தக்கூடிய தன்மை
compatible,இணக்கமான
compilation,தொகுத்தல்
compile and go,தொகுத்து செல்ல
compiler,தொகுப்பி
compiler language,தொகுக்கும் மொழி
complementary,நிரப்பு
complement-on-ten,நிரப்பு-பத்து
complementor,பூர்த்தி செய்பவர்
complete carry,முழு சுமந்து
complex,சிக்கலான
complex number,சிக்கலான எண்
component,கூறு
component object model (COM),கூறு பொருள் மாதிரி (COM)
composite,கூட்டு
composition,கலவை
computational,கணக்கீட்டு
computer,கணினி
computer centre,கணினி மையம்
computer expert,கணினி நிபுணர்
computer graphics,கணினி வரைகலை
computer instruction,கணினி அறிவுறுத்தல்
computer language,கணினி மொழி
computer network,கணினி வலையமைப்பு
computer science,கணினி அறிவியல்
computer security,கணினி பாதுகாப்பு
computer simulaton,கணினி உருவகப்படுத்துதல்
computer specialist,கணினி நிபுணர்
computerisation,கணினிமயமாக்கல்
computerist,கணினி நிபுணர்
computerize,கணினிமயமாக்கு
computing,கம்ப்யூட்டிங்
concept,கருத்து
concurrency,ஒத்திசைவு
concurrent,ஒரே நேரத்தில்
condition variable,நிலை மாறி
conditional operator,நிபந்தனை ஆபரேட்டர்
conditional statement,நிபந்தனை அறிக்கை
conductor,நடத்துனர்
conferencing,மாநாடு
confidentiality,இரகசியத்தன்மை
configuration,கட்டமைப்பு
congestion,நெரிசல்
conjunction,இணைப்பு
connect speed,இணைப்பு வேகம்
connection,இணைப்பு
connection less communication,இணைப்பு குறைவான தொடர்பு
connection release,இணைப்பு வெளியீடு
connectivity,இணைப்பு
connector,இணைப்பான்
consecutive,தொடர்ச்சியாக
consequent,அதன் விளைவாக
console,பணியகம்
consolidation,ஒருங்கிணைப்பு
constant,நிலையான
constant instruction,நிலையான அறிவுறுத்தல்
constraint,கட்டுப்பாடு
constructor,கட்டமைப்பாளர்
container,கொள்கலன்
content,உள்ளடக்கம்
context,சூழல்
context free grammar (CFG),சூழல் இலவச இலக்கணம் (CFG)
context switch,சூழல் சுவிட்ச்
contingency,தற்செயல்
contraction,சுருக்கம்
contrast,மாறுபாடு
control,கட்டுப்பாடு
control area,கட்டுப்பாட்டு பகுதி
control bit,கட்டுப்பாட்டு பிட்
control bus,கட்டுப்பாட்டு பேருந்து
control card,கட்டுப்பாட்டு அட்டை
control circuit,கட்டுப்பாட்டு சுற்று
control cycle,கட்டுப்பாட்டு சுழற்சி
control engineering,கட்டுப்பாட்டு பொறியியல்
control key,கட்டுப்பாட்டு விசை
control logic,கட்டுப்பாட்டு தர்க்கம்
control loop,கட்டுப்பாட்டு வளையம்
control mark,கட்டுப்பாட்டு குறி
control operation,கட்டுப்பாட்டு செயல்பாடு
control panel,கட்டுப்பாட்டு குழு
control signal,கட்டுப்பாட்டு சமிக்ஞை
control switch,கட்டுப்பாட்டு சுவிட்ச்
control tape,கட்டுப்பாட்டு நாடா
control terminal,கட்டுப்பாட்டு முனையம்
control unit (CU),கட்டுப்பாட்டு அலகு (CU)
convergence,ஒன்றிணைதல்
conversation,உரையாடல்
conversational time sharing,உரையாடல் நேரப் பகிர்வு
conversion,மாற்றம்
converter,மாற்றி
Cook's theorem,குக் தேற்றம்
co-processor,இணை செயலி
copy,நகல்
copyright,பதிப்புரிமை
cord,தண்டு
cordless telephone,கம்பியில்லா தொலைபேசி
corollary,தொடர்ச்சி
correction,திருத்தம்
corrupted,சிதைக்கப்பட்டது
count,எண்ணிக்கை
counter,கவுண்டர்
country code,நாட்டின் குறியீடு
covariance,இணை மாறுபாடு
coverage,கவரேஜ்
crash,விபத்து
critical path,முக்கியமான பாதை
critical path method (CPM),முக்கியமான பாதை முறை (CPM)
cross check,குறுக்கு சோதனை
cross compiler,குறுக்கு கம்பைலர்
cross fire,குறுக்கு தீ
cross talk,குறுக்கு பேச்சு
cryptographic,குறியாக்கவியல்
cryptography,குறியாக்கவியல்
currency symbol,நாணய சின்னம்
current directory,தற்போதைய அடைவு
current window,தற்போதைய சாளரம்
cursor,கர்சர்
curve,வளைவு
cut and paste,வெட்டி ஒட்டு
cut method,வெட்டு முறை
cyber,சைபர்
cyber café,கணணி மையம்
cyber cash,இணைய பணம்
cyber crime,சைபர்
cyber delics,சைபர் டெலிக்ஸ்
cyber law,இணைய சட்டம்
cyber sex,இணைய செக்ஸ்
cybernatics,சைபர்னாடிக்ஸ்
cybernation,சைபர்னேஷன்
cycle,மிதிவண்டி
cycle memory,சுழற்சி நினைவகம்
cycle steal,சுழற்சி திருட
cycle time,சுழற்சி நேரம்
cyclic,சுழற்சி
daemon,டீமன்
daisy wheel,டெய்சி சக்கரம்
data administrator,தரவு நிர்வாகி
data allocation,தரவு ஒதுக்கீடு
data area,தரவு பகுதி
data array,தரவு வரிசை
data base,தரவு தளம்
data break,தரவு முறிவு
data bus,தரவு பஸ்
data carrier,தரவு கேரியர்
data cell,தரவு செல்
data channel,தரவு சேனல்
data communication,தரவு தொடர்பு
data compression,தரவு சுருக்கம்
data field,தரவு புலம்
data file,தரவு கோப்பு
data flow,தரவு ஓட்டம்
data flow Chart,தரவு ஓட்ட விளக்கப்படம்
data hierarchy,தரவு படிநிலை
data level,தரவு நிலை
data library,தரவு நூலகம்
data link layer,தரவு இணைப்பு அடுக்கு
data link layer (DLL),தரவு இணைப்பு அடுக்கு (DLL)
data management,தரவு மேலாண்மை
data manipulation,தரவு கையாளுதல்
data manipulation language (DML),தரவு கையாளுதல் மொழி (DML)
data modem,தரவு மோடம்
data modification,தரவு மாற்றம்
data network,தரவு நெட்வொர்க்
data operation,தரவு செயல்பாடு
data organization,தரவு அமைப்பு
data output,தரவு வெளியீடு
data path,தரவு பாதை
data prepration,தரவு தயாரிப்பு
data privacy,தரவு தனியுரிமை
data processor,தரவு செயலி
data protection,தரவு பாதுகாப்பு
data record,தரவு பதிவு
data retrieval,தரவு மீட்பு
data routine,தரவு வழக்கமான
data security,தரவு பாதுகாப்பு
data set,தரவு தொகுப்பு
data signal,தரவு சமிக்ஞை
data sink,தரவு மடு
data source,தரவு மூலம்
data specification,தரவு விவரக்குறிப்பு
data station,தரவு நிலையம்
data storage,தரவு சேமிப்பு
data storage structure,தரவு சேமிப்பு அமைப்பு
data structure,தரவு அமைப்பு
data switch,தரவு சுவிட்ச்
data table,தரவு அட்டவணை
data terminal,தரவு முனையம்
data transcription,தரவு படியெடுத்தல்
data transfer,தரவு பரிமாற்ற
data transmission,தரவு பரிமாற்றம்
data transmission Channel,தரவு பரிமாற்ற சேனல்
data type,தரவு வகை
data unit,தரவு அலகு
data validation,தகவல் மதிப்பீடு
database,தரவுத்தளம்
database adminstration,தரவுத்தள நிர்வாகம்
database design,தரவுத்தள வடிவமைப்பு
database management system,தரவுத்தள மேலாண்மை அமைப்பு
datagrav,டேட்டாகிராவ்
datum,தரவு
dead zone,இறந்த மண்டலம்
deadlock,முட்டுக்கட்டை
deadlock prevention,முட்டுக்கட்டை தடுப்பு
debug,பிழைத்திருத்தம்
decision box,முடிவு பெட்டி
decision making process,முடிவெடுக்கும் செயல்முறை
decision support system,முடிவு ஆதரவு அமைப்பு
decision tree,முடிவு மரம்
decoder,குறிவிலக்கி
decomposition principle,சிதைவு கொள்கை
decryption,மறைகுறியாக்கம்
dedicated channel,அர்ப்பணிக்கப்பட்ட சேனல்
dedicated port,அர்ப்பணிக்கப்பட்ட துறைமுகம்
defence data network (DDN),பாதுகாப்பு தரவு நெட்வொர்க் (DDN)
defence information system,பாதுகாப்பு தகவல் அமைப்பு
defragmentation,defragmentation
delay,தாமதம்
delay counter,தாமத கவுண்டர்
delay time,தாமத நேரம்
delete,அழி
deletion record,நீக்குதல் பதிவு
delimiter,பிரிப்பான்
delta modulation,டெல்டா பண்பேற்றம்
demand paging,கோரிக்கை பேஜிங்
demo,டெமோ
demodulation,டிமாடுலேஷன்
demultiplexer,demultiplexer
denormalization,இயல்புநிலைப்படுத்தல்
density,அடர்த்தி
dependency,சார்பு
dependent unit,சார்பு அலகு
dequeue,வரிசை
dereferencing,புறக்கணிப்பு
derivation tree,வழித்தோன்றல் மரம்
derived field,பெறப்பட்ட புலம்
descending sort,இறங்கு வகை
design,வடிவமைப்பு
desk calculator,மேசை கால்குலேட்டர்
desk top computer,மேசை கணினி
desktop presentation,டெஸ்க்டாப் விளக்கக்காட்சி
desktop publishing (DTP),டெஸ்க்டாப் பப்ளிஷிங் (டிடிபி)
desktop video,டெஸ்க்டாப் வீடியோ
destination address,இலக்கு முகவரி
destructer,அழிப்பவர்
deterministric automats,நிர்ணயிக்கும் தானியங்கிகள்
developer,டெவலப்பர்
development system,வளர்ச்சி அமைப்பு
device,சாதனம்
device control unit,சாதன கட்டுப்பாட்டு அலகு
device controller,சாதனம் கட்டுப்படுத்தி
device management,சாதன மேலாண்மை
device mode,சாதன முறை
diagnosis,நோய் கண்டறிதல்
diagnostic system,கண்டறியும் அமைப்பு
diagnostics,பரிசோதனை
diagram,வரைபடம்
dial,டயல்
dial line,டயல் வரி
dial tone,டயல் தொனி
dial up,அழைக்கவும்
dialog,உரையாடல்
dialog box,உரையாடல் பெட்டி
dialup modem,டயல்அப் மோடம்
diamension,பரிமாணம்
dictionary,அகராதி
differentiation,வேறுபாடு
digital,டிஜிட்டல்
digital channel,டிஜிட்டல் சேனல்
digital circuit,டிஜிட்டல் சுற்று
digital computer,டிஜிட்டல் கணினி
digital data,டிஜிட்டல் தரவு
digital facility,டிஜிட்டல் வசதி
digital filter,டிஜிட்டல் வடிகட்டி
digital library,டிஜிட்டல் நூலகம்
digital modulation,டிஜிட்டல் பண்பேற்றம்
digital monitor,டிஜிட்டல் மானிட்டர்
digital picture,டிஜிட்டல் படம்
digital signature,டிஜிட்டல் கையொப்பம்
digital switch,டிஜிட்டல் சுவிட்ச்
digital to analog (D/A) converter,டிஜிட்டல் முதல் அனலாக் (D/A) மாற்றி
digitization,டிஜிட்டல் மயமாக்கல்
digitize,இலக்கமாக்கு
digitizer,இலக்கமாக்கி
diode,டையோடு
direct,நேரடி
direct address,நேரடி முகவரி
direct conversion,நேரடி மாற்றம்
direct coupling,நேரடி இணைப்பு
direct memory access (DMA),நேரடி நினைவக அணுகல் (DMA)
direct memory acess (DMA),நேரடி நினைவக அணுகல் (DMA)
direct method,நேரடி முறை
directive,உத்தரவு
directory,அடைவு
directory server,அடைவு சேவையகம்
directory service,அடைவு சேவை
disable,முடக்கு
disabling signal,சமிக்ஞையை முடக்குகிறது
disconnect,துண்டிக்கவும்
discrete,தனித்தனி
disk,வட்டு
disk address,வட்டு முகவரி
disk array,வட்டு வரிசை
disk capacity,வட்டு திறன்
disk drive,வட்டு இயக்கி
disk file,வட்டு கோப்பு
disk memory,வட்டு நினைவகம்
disk operating system (DOS),வட்டு இயக்க முறைமை (DOS)
disk pack,வட்டு தொகுப்பு
disk server,வட்டு சேவையகம்
disk storage,வட்டு சேமிப்பு
