English,Malayalam
Acoustic coupling,അക്കോസ്റ്റിക് കപ്ലിംഗ്
Acoustic delay line,അക്കോസ്റ്റിക് കാലതാമസം ലൈൻ
Acoustic memory,അക്കോസ്റ്റിക് മെമ്മറി
Acoustic modem,അക്കോസ്റ്റിക് മോഡം
Acoustic signal,അക്കോസ്റ്റിക് സിഗ്നൽ
Acoustic storage,അക്കോസ്റ്റിക് സംഭരണം
Acronym,സംക്ഷേപം
Action,ആക്ഷൻ
Action cycle,പ്രവർത്തന ചക്രം
Action line,ആക്ഷൻ ലൈൻ
Action message,പ്രവർത്തന സന്ദേശം
Action specification,ആക്ഷൻ സ്പെസിഫിക്കേഷൻ
Activation,സജീവമാക്കൽ
Active,സജീവമാണ്
Active file,സജീവ ഫയൽ
Active line,സജീവ ലൈൻ
Active link,സജീവ ലിങ്ക്
Active master file,സജീവ മാസ്റ്റർ ഫയൽ
Active master item,സജീവ മാസ്റ്റർ ഇനം
Active satellite,സജീവ ഉപഗ്രഹം
Active station,സജീവ സ്റ്റേഷൻ
Active storage,സജീവ സംഭരണം
Activity,പ്രവർത്തനം
Activity level,പ്രവർത്തന നില
Activity loading,പ്രവർത്തനം ലോഡുചെയ്യുന്നു
Activity ratio,പ്രവർത്തന അനുപാതം
Actual address (=absolute address),യഥാർത്ഥ വിലാസം (=സമ്പൂർണ വിലാസം)
Actual code (=absolute code),യഥാർത്ഥ കോഡ് (=സമ്പൂർണ കോഡ്)
Actual data transfer rate,യഥാർത്ഥ ഡാറ്റ കൈമാറ്റ നിരക്ക്
Actual decimal point,യഥാർത്ഥ ദശാംശ പോയിന്റ്
Actual instruction (=effective instruction),യഥാർത്ഥ നിർദ്ദേശം (=ഫലപ്രദമായ നിർദ്ദേശം)
Actual key,യഥാർത്ഥ കീ
Actual time,യഥാർത്ഥ സമയം
Actual work time,യഥാർത്ഥ ജോലി സമയം
Actuating signal,പ്രവർത്തനക്ഷമമായ സിഗ്നൽ
Adaptability,പൊരുത്തപ്പെടുത്തൽ
Adapter,അഡാപ്റ്റർ
Adaptive channel allocation,അഡാപ്റ്റീവ് ചാനൽ അലോക്കേഷൻ
Adaptive integration,അഡാപ്റ്റീവ് ഇന്റഗ്രേഷൻ
Adaptive transversal equalizer,അഡാപ്റ്റീവ് ട്രാൻസ്വേർസൽ ഇക്വലൈസർ
Added entry,എൻട്രി ചേർത്തു
Addend,കൂട്ടിച്ചേർക്കുക
Adder,ആഡർ
Adder subtracter,ആഡർ സബ്ട്രാറ്റർ
Add file,ഫയൽ ചേർക്കുക
Additional character (= special character),അധിക പ്രതീകം (= പ്രത്യേക പ്രതീകം)
Addition recorder,കൂട്ടിച്ചേർക്കൽ റെക്കോർഡർ
Addition table,കൂട്ടിച്ചേർക്കൽ പട്ടിക
Additive attribute,അഡിറ്റീവ് ആട്രിബ്യൂട്ട്
Add mode,മോഡ് ചേർക്കുക
Add operation,പ്രവർത്തനം ചേർക്കുക
Address,വിലാസം
Addressability measure,വിലാസക്ഷമത അളവ്
Addressable horizontal position,അഭിസംബോധന ചെയ്യാവുന്ന തിരശ്ചീന സ്ഥാനം
Addressable point,അഭിസംബോധന ചെയ്യാവുന്ന പോയിന്റ്
Addressable position,അഭിസംബോധന ചെയ്യാവുന്ന സ്ഥാനം
Addressable register,അഡ്രസ് ചെയ്യാവുന്ന രജിസ്റ്റർ
Addressable storage,അഡ്രസ് ചെയ്യാവുന്ന സംഭരണം
Addressable vertical position,അഭിസംബോധന ചെയ്യാവുന്ന ലംബ സ്ഥാനം
Address bus,വിലാസം ബസ്
Address code,വിലാസ കോഡ്
Address comparator,വിലാസ താരതമ്യം
Address computation,വിലാസ കണക്കുകൂട്ടൽ
Address constant,വിലാസം സ്ഥിരം
Address conversion,വിലാസ പരിവർത്തനം
Address data,വിലാസ ഡാറ്റ
Addressed memory,വിലാസം മെമ്മറി
Address effective,വിലാസം ഫലപ്രദമാണ്
Address field,വിലാസ ഫീൽഡ്
Address format,വിലാസ ഫോർമാറ്റ്
Address free program,വിലാസം സൗജന്യ പ്രോഗ്രാം
Addressing,അഭിസംബോധന
"Addressing
 Character",അഭിസംബോധന കഥാപാത്രം
Addressing interrupt,തടസ്സം പരിഹരിക്കുന്നു
Addressing loop,വിലാസം ലൂപ്പ്
Addressing virtual memory,വെർച്വൽ മെമ്മറിയെ അഭിസംബോധന ചെയ്യുന്നു
Address interlacing,അഡ്രസ് ഇന്റർലേസിംഗ്
Addressless instruction format,വിലാസമില്ലാത്ത നിർദ്ദേശ ഫോർമാറ്റ്
Address line,വിലാസ ലൈൻ
Address mapping,വിലാസം മാപ്പിംഗ്
Address mark,വിലാസ അടയാളം
Address modification,വിലാസം പരിഷ്ക്കരണം
Address part,വിലാസ ഭാഗം
Address pointer,വിലാസ സൂചിക
Address register,വിലാസ രജിസ്റ്റർ
Address signal,വിലാസ സിഗ്നൽ
Address size,വിലാസ വലുപ്പം
Address space,വിലാസ സ്ഥലം
Address space identifier,വിലാസ സ്പേസ് ഐഡന്റിഫയർ
Address stop,വിലാസം നിർത്തുക
Address trace,വിലാസം ട്രേസ്
Address track,വിലാസ ട്രാക്ക്
Address translation,വിലാസ വിവർത്തനം
Address translator,വിലാസ വിവർത്തകൻ
Add-subtract time,സമയം ചേർക്കുക-കുറയ്ക്കുക
Add time,സമയം ചേർക്കുക
Adjacency,തൊട്ടടുത്ത്
Adjacency structure,തൊട്ടടുത്തുള്ള ഘടന
Adjacent channel,തൊട്ടടുത്തുള്ള ചാനൽ
Adjacent domain,തൊട്ടടുത്തുള്ള ഡൊമെയ്ൻ
Adjacent matrix,തൊട്ടടുത്തുള്ള മാട്രിക്സ്
Adjacent node,അടുത്തുള്ള നോഡ്
Adjacent subarea,തൊട്ടടുത്തുള്ള ഉപമേഖല
Adjoint (system),അനുബന്ധം (സിസ്റ്റം)
Adjust,ക്രമീകരിക്കുക
Adjustable extent,ക്രമീകരിക്കാവുന്ന പരിധി
Adjust text mode,ടെക്സ്റ്റ് മോഡ് ക്രമീകരിക്കുക
Administrative data processing,അഡ്മിനിസ്ട്രേറ്റീവ് ഡാറ്റ പ്രോസസ്സിംഗ്
Administrative operation,ഭരണപരമായ പ്രവർത്തനം
Administrative operator,അഡ്മിനിസ്ട്രേറ്റീവ് ഓപ്പറേറ്റർ
Administrative operator station,അഡ്മിനിസ്ട്രേറ്റീവ് ഓപ്പറേറ്റർ സ്റ്റേഷൻ
Administrative support system,അഡ്മിനിസ്ട്രേറ്റീവ് സപ്പോർട്ട് സിസ്റ്റം
Advanced communication service,വിപുലമായ ആശയവിനിമയ സേവനം
Advanced information system,വിപുലമായ വിവര സംവിധാനം
Advanced optical character reader,വിപുലമായ ഒപ്റ്റിക്കൽ ക്യാരക്ടർ റീഡർ
Advanced scientific computer,വിപുലമായ ശാസ്ത്രീയ കമ്പ്യൂട്ടർ
Aerial,ഏരിയൽ
Aggregate,ആകെത്തുകയായുള്ള
Aggregate expression,മൊത്തത്തിലുള്ള പദപ്രയോഗം
Aiming circle,ലക്ഷ്യ വൃത്തം
Aiming field (= aiming symbol),ലക്ഷ്യസ്ഥാനം (= ലക്ഷ്യ ചിഹ്നം)
Aiming symbol,ലക്ഷ്യ ചിഹ്നം
Airborne computer system,വായുവിലൂടെയുള്ള കമ്പ്യൂട്ടർ സംവിധാനം
Algebraic eigenvalue problem,ബീജഗണിത ഐജൻവാല്യൂ പ്രശ്നം
"Algebraic
 Integration",ബീജഗണിത സംയോജനം
Algebraic language,ബീജഗണിത ഭാഷ
Algebraic manipulation,ബീജഗണിത കൃത്രിമത്വം
Algebraic manipulation language,ബീജഗണിത കൃത്രിമ ഭാഷ
Algebraic oriented language,ബീജഗണിതത്തെ അടിസ്ഥാനമാക്കിയുള്ള ഭാഷ
Algebraic shift,ബീജഗണിത ഷിഫ്റ്റ്
Algebraic sign convention,ബീജഗണിത ചിഹ്ന കൺവെൻഷൻ
Algol,അൽഗോൾ
Algol feature,അൽഗോൾ സവിശേഷത
Algol Programming,അൽഗോൾ പ്രോഗ്രാമിംഗ്
Algorithm,അൽഗോരിതം
Algorithm associative language,അൽഗോരിതം അനുബന്ധ ഭാഷ
Algorithm classification,അൽഗോരിതം വർഗ്ഗീകരണം
Algorithm complexity,അൽഗോരിതം സങ്കീർണ്ണത
Algorithm computability,അൽഗോരിതം കമ്പ്യൂട്ടബിലിറ്റി
Algorithmic analysis,അൽഗോരിതം വിശകലനം
Algorithmic approach,അൽഗോരിതം സമീപനം
Algorithmic language,അൽഗോരിതമിക് ഭാഷ
Algorithmic routine,അൽഗോരിതമിക് ദിനചര്യ
Algorithmic theory,അൽഗോരിതം സിദ്ധാന്തം
Alias,അപരനാമം
Aliasing,അപരനാമം
Alias name (= alternative name),അപരനാമം (= ഇതര നാമം)
Alignment,വിന്യാസം
Allocate,നീക്കിവയ്ക്കുക
Allocation structure,അലോക്കേഷൻ ഘടന
All-purpose computer,ഓൾ-പർപ്പസ് കമ്പ്യൂട്ടർ
Alphabetic character,അക്ഷരമാലാക്രമം
Alphabetic character set,അക്ഷരമാലാ ക്രമം
Alphabetic character subset,അക്ഷരമാല പ്രതീക ഉപഗണം
Alphabetic code,അക്ഷരമാല കോഡ്
Alphabetic shift,അക്ഷരമാലാ ക്രമം
Alphabetic string,അക്ഷരമാല സ്ട്രിംഗ്
Alphabetic word,അക്ഷരമാലാ പദം
Alphabetization,അക്ഷരമാലാക്രമം
Alphageometrics,ആൽഫജിയോമെട്രിക്സ്
Alphameric,ആൽഫാമെറിക്
Alphamosaic,ആൽഫാമോസൈക്
Alphanumeric,ആൽഫാന്യൂമെറിക്
Alphanumerical keyboard device,ആൽഫാന്യൂമറിക്കൽ കീബോർഡ് ഉപകരണം
Alphanumeric character set,ആൽഫാന്യൂമെറിക് പ്രതീക സെറ്റ്
Alphanumeric code,ആൽഫാന്യൂമെറിക് കോഡ്
Alphanumeric coded character set,ആൽഫാന്യൂമെറിക് കോഡ് ചെയ്ത പ്രതീക സെറ്റ്
Alphanumeric data,ആൽഫാന്യൂമെറിക് ഡാറ്റ
Alphanumeric display device,ആൽഫാന്യൂമെറിക് ഡിസ്പ്ലേ ഉപകരണം
Alphanumeric edited character,ആൽഫാന്യൂമെറിക് എഡിറ്റ് ചെയ്ത പ്രതീകം
Alphanumeric field,ആൽഫാന്യൂമെറിക് ഫീൽഡ്
Alphanumeric instruction,ആൽഫാന്യൂമെറിക് നിർദ്ദേശം
Alphanumeric keyboard,ആൽഫാന്യൂമെറിക് കീബോർഡ്
Alphanumeric sort,ആൽഫാന്യൂമെറിക് തരം
Alphanumeric storage,ആൽഫാന്യൂമെറിക് സംഭരണം
Alterable memory,മാറ്റാവുന്ന മെമ്മറി
Alteration switch,മാറ്റൽ സ്വിച്ച്
Altering,മാറ്റുന്നു
Alter mode,ആൾട്ടർ മോഡ്
Alternate recovery,ഇതര വീണ്ടെടുക്കൽ
Alternate route,ഇതര റൂട്ട്
Alternate routing,ഇതര റൂട്ടിംഗ്
Alternate track,ഇതര ട്രാക്ക്
Alternation (= OR operation),ആൾട്ടർനേഷൻ (= അല്ലെങ്കിൽ പ്രവർത്തനം)
Alternative attribute,ഇതര ആട്രിബ്യൂട്ട്
Alternative denial (= NOT-AND operation),ഇതര നിഷേധം (= അല്ലാത്തതും പ്രവർത്തനവും)
Ambiguity error,അവ്യക്തത പിശക്
Ambiguous reference,അവ്യക്തമായ പരാമർശം
Analog,അനലോഗ്
Analog adder,അനലോഗ് ആഡർ
Analog channel,അനലോഗ് ചാനൽ
Analog computer,അനലോഗ് കമ്പ്യൂട്ടർ
Analog converter,അനലോഗ് കൺവെർട്ടർ
Analog data,അനലോഗ് ഡാറ്റ
Analog divider,അനലോഗ് ഡിവൈഡർ
Analog facility terminal,അനലോഗ് സൗകര്യ ടെർമിനൽ
"Analog function
 Generator",അനലോഗ് ഫംഗ്ഷൻ ജനറേറ്റർ
Analog integration,അനലോഗ് ഇന്റഗ്രേഷൻ
Analog multiplier,അനലോഗ് മൾട്ടിപ്ലയർ
Analog programming,അനലോഗ് പ്രോഗ്രാമിംഗ്
Analog scaling,അനലോഗ് സ്കെയിലിംഗ്
Analog signal,അനലോഗ് സിഗ്നൽ
Analog simulation,അനലോഗ് സിമുലേഷൻ
Analog switch,അനലോഗ് സ്വിച്ച്
Analog system,അനലോഗ് സിസ്റ്റം
"Analog to digital
 Converter",അനലോഗ് ടു ഡിജിറ്റൽ കൺവെർട്ടർ
"Analog to digital
 Encoder",അനലോഗ് ടു ഡിജിറ്റൽ എൻകോഡർ
Analog transmission,അനലോഗ് ട്രാൻസ്മിഷൻ
Analog type,അനലോഗ് തരം
Analysis block,വിശകലന ബ്ലോക്ക്
Analysis mode,വിശകലന മോഡ്
Analytical engine,അനലിറ്റിക്കൽ എഞ്ചിൻ
Ancestral task,പൂർവ്വിക ചുമതല
Ancillary equipment,അനുബന്ധ ഉപകരണങ്ങൾ
AND,ഒപ്പം
AND circuit,കൂടാതെ സർക്യൂട്ട്
AND element,AND ഘടകം
AND gate,ഒപ്പം ഗേറ്റും
AND masking,ഒപ്പം മാസ്കിംഗും
AND NOT operation (=exclusion,പ്രവർത്തനമല്ല (=ഒഴിവാക്കൽ
AND operation,ഒപ്പം പ്രവർത്തനവും
Annex memory,അനെക്സ് മെമ്മറി
Annotation,വ്യാഖ്യാനം
Annunciator,അനൗൺസിയേറ്റർ
Answer back,തിരിച്ച് ഉത്തരം പറയൂ
Answer delay,ഉത്തരം വൈകുക
Answering time,ഉത്തരം നൽകുന്ന സമയം
Answer lamp,ഉത്തരം വിളക്ക്
Answer list,ഉത്തര പട്ടിക
Answer only,ഉത്തരം മാത്രം
Anticipation mode,മുൻകരുതൽ മോഡ്
Anticipatory buffering,മുൻകൂട്ടിയുള്ള ബഫറിംഗ്
Anticipatory carry,മുൻകൂർ കൊണ്ടുപോകുക
Anticipatory paging,മുൻകൂർ പേജിംഗ്
Anticoincidence operation,ആന്റികോൺസിഡൻസ് ഓപ്പറേഷൻ
Anticoincident element,വിരുദ്ധമായ ഘടകം
Aperiodic antenna,അപീരിയോഡിക് ആന്റിന
Aperture card,അപ്പേർച്ചർ കാർഡ്
Aperture code,അപ്പേർച്ചർ കോഡ്
Aperture time,അപ്പേർച്ചർ സമയം
Appendage,അനുബന്ധം
Appendage task,അനുബന്ധ ചുമതല
Application developer,ആപ്ലിക്കേഷൻ ഡെവലപ്പർ
Application layer,ആപ്ലിക്കേഷൻ ലെയർ
Application oriented language,ആപ്ലിക്കേഷൻ അധിഷ്ഠിത ഭാഷ
Application package,ആപ്ലിക്കേഷൻ പാക്കേജ്
Application program,ആപ്ലിക്കേഷൻ പ്രോഗ്രാം
Application programming,ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്
Application required language,അപേക്ഷ ആവശ്യമുള്ള ഭാഷ
Application software,ആപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ
Applique,അപ്ലിക്ക്
Approximation theory,ഏകദേശ സിദ്ധാന്തം
Arbitrary access,അനിയന്ത്രിതമായ പ്രവേശനം
Arbitrary sequence computer,ആർബിട്രറി സീക്വൻസ് കമ്പ്യൂട്ടർ
Arbitration,മാദ്ധസ്ഥം
Architecture,വാസ്തുവിദ്യ
Archiving,ആർക്കൈവിംഗ്
Area code,ഏരിയ കോഡ്
Area search,ഏരിയ തിരയൽ
Area transfer,ഏരിയ കൈമാറ്റം
Area variable,ഏരിയ വേരിയബിൾ
Argument,വാദം
Argument address,വാദം വിലാസം
Argument list,ആർഗ്യുമെന്റ് ലിസ്റ്റ്
Arithmetical instruction,ഗണിതശാസ്ത്ര നിർദ്ദേശം
Arithmetic and logic unit,ഗണിതവും യുക്തിയും യൂണിറ്റ്
Arithmetic assignment statement,ഗണിത അസൈൻമെന്റ് പ്രസ്താവന
Arithmetic check,ഗണിത പരിശോധന
Arithmetic constant,ഗണിത സ്ഥിരാങ്കം
Arithmetic conversion,ഗണിത പരിവർത്തനം
Arithmetic data,ഗണിത ഡാറ്റ
Arithmetic exception,ഗണിത ഒഴിവാക്കൽ
Arithmetic expression,ഗണിത പദപ്രയോഗം
Arithmetic fixed point,ഗണിത നിശ്ചിത പോയിന്റ്
Arithmetic hierarchy,ഗണിത ശ്രേണി
Arithmetic IF statement,ഗണിത IF പ്രസ്താവന
Arithmetic logic,ഗണിത യുക്തി
Arithmetic logic unit,അരിത്മെറ്റിക് ലോജിക് യൂണിറ്റ്
Arithmetic operation,ഗണിത പ്രവർത്തനം
Arithmetic operator,അരിത്മെറ്റിക് ഓപ്പറേറ്റർ
Arithmetic overflow,ഗണിത ഓവർഫ്ലോ
Arithmetic picture data,ഗണിത ചിത്ര ഡാറ്റ
Arithmetic precedence,ഗണിത മുൻഗണന
Arithmetic primary,ഗണിത പ്രാഥമികം
Arithmetic register,അരിത്മെറ്റിക് രജിസ്റ്റർ
Arithmetic relation,ഗണിത ബന്ധം
Arithmetic scan,അരിത്മെറ്റിക് സ്കാൻ
Arithmetic section,ഗണിത വിഭാഗം
Arithmetic shift,അരിത്മെറ്റിക് ഷിഫ്റ്റ്
Arithmetic shifting,അരിത്മെറ്റിക് ഷിഫ്റ്റിംഗ്
Arithmetic statement,ഗണിത പ്രസ്താവന
Arithmetic term,ഗണിത പദം
Arithmetic underflow,അരിത്മെറ്റിക് അണ്ടർഫ്ലോ
Arithmetic unit,ഗണിത യൂണിറ്റ്
Array,അറേ
Array bound,അറേ ബൗണ്ട്
Array computer,അറേ കമ്പ്യൂട്ടർ
Array dimension,അറേ അളവ്
Array element,അറേ ഘടകം
Array expression,അറേ എക്സ്പ്രഷൻ
Array name,അറേയുടെ പേര്
Array of structures,ഘടനകളുടെ നിര
Array printing,അറേ പ്രിന്റിംഗ്
Array processing,അറേ പ്രോസസ്സിംഗ്
Array processor,അറേ പ്രോസസർ
Articulation point,ആർട്ടിക്കുലേഷൻ പോയിന്റ്
Artificial cognition,കൃത്രിമ അറിവ്
Artificial intelligence,നിർമ്മിത ബുദ്ധി
Artificial language,കൃത്രിമ ഭാഷ
Artificial variable,കൃത്രിമ വേരിയബിൾ
Arts application data bank,ആർട്സ് ആപ്ലിക്കേഷൻ ഡാറ്റ ബാങ്ക്
Arts application music,ആർട്സ് ആപ്ലിക്കേഷൻ സംഗീതം
Arts application pattern generation,ആർട്ട്സ് ആപ്ലിക്കേഷൻ പാറ്റേൺ ജനറേഷൻ
Ascender,ആരോഹണം
Ascending sort,ആരോഹണ തരം
ASCIL,ASCIL
ASCII control character,ASCII നിയന്ത്രണ പ്രതീകം
ASCII key board,ASCII കീ ബോർഡ്
Aspect,വശം
Aspect and,വശവും
Assemble,കൂട്ടിച്ചേർക്കുക
Assembled origin,അസംബിൾഡ് ഉത്ഭവം
Assemble duration,അസംബ്ൾ ദൈർഘ്യം
Assembler,അസംബ്ലർ
Assembler directive,അസംബ്ലർ നിർദ്ദേശം
Assembler facility,അസംബ്ലർ സൗകര്യം
Assembler language,അസംബ്ലർ ഭാഷ
Assembling,അസംബ്ലിംഗ്
Assembling phase,അസംബ്ലിംഗ് ഘട്ടം
Assembling time,അസംബ്ലിംഗ് സമയം
Assembly,അസംബ്ലി
Assembly language,അസംബ്ലി ഭാഷ
Assembly language programming,അസംബ്ലി ഭാഷാ പ്രോഗ്രാമിംഗ്
Assembly language software flexibility,അസംബ്ലി ഭാഷാ സോഫ്റ്റ്‌വെയർ വഴക്കം
Assembly listing,അസംബ്ലി ലിസ്റ്റിംഗ്
Assembly phase,അസംബ്ലി ഘട്ടം
Assembly routine,അസംബ്ലി ദിനചര്യ
Assembly time,അസംബ്ലി സമയം
Assembly unit,അസംബ്ലി യൂണിറ്റ്
Assignment indexing,അസൈൻമെന്റ് ഇൻഡക്സിംഗ്
Assignment operation,അസൈൻമെന്റ് പ്രവർത്തനം
Assignment statement,അസൈൻമെന്റ് പ്രസ്താവന
Associative address,അനുബന്ധ വിലാസം
Associative array register,അസോസിയേറ്റീവ് അറേ രജിസ്റ്റർ
Associative key,അനുബന്ധ കീ
Associative language,അനുബന്ധ ഭാഷ
Associative memory,അനുബന്ധ മെമ്മറി
Associative storage,അനുബന്ധ സംഭരണം
Assumed decimal point,ദശാംശ പോയിന്റ് അനുമാനിച്ചു
Asymmetric device,അസമമായ ഉപകരണം
Asymmetric i/o,അസമമിതി i/o
Asynchronous,അസിൻക്രണസ്
Asynchronous computer,അസിൻക്രണസ് കമ്പ്യൂട്ടർ
Asynchronous data transfer,അസിൻക്രണസ് ഡാറ്റ കൈമാറ്റം
Asynchronous data transmission,അസിൻക്രണസ് ഡാറ്റ ട്രാൻസ്മിഷൻ
Asynchronous devices,അസിൻക്രണസ് ഉപകരണങ്ങൾ
Asynchronous operation,അസിൻക്രണസ് പ്രവർത്തനം
Asynchronous signalling,അസിൻക്രണസ് സിഗ്നലിംഗ്
Asynchronous time division multiplexing,അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലക്സിംഗ്
Asynchronous transmission,അസിൻക്രണസ് ട്രാൻസ്മിഷൻ
Asynchronous working,അസമന്വിത പ്രവർത്തനം
Attached processing,അറ്റാച്ച്ഡ് പ്രോസസ്സിംഗ്
Attached processor,ഘടിപ്പിച്ച പ്രോസസ്സർ
Attached support processor,ഘടിപ്പിച്ച പിന്തുണ പ്രോസസർ
Attended operation,ഓപ്പറേഷനിൽ പങ്കെടുത്തു
Attended trail printer,ട്രെയിൽ പ്രിന്ററിൽ പങ്കെടുത്തു
Attention interruption,ശ്രദ്ധ തടസ്സം
Attention key,ശ്രദ്ധാകേന്ദ്രം
Attenuation,ശോഷണം
Attenuation constant,അറ്റന്യൂഷൻ സ്ഥിരാങ്കം
Attenuation distortion,അറ്റൻവേഷൻ വികലമാക്കൽ
Attenuation equalizer,അറ്റൻവേഷൻ ഇക്വലൈസർ
Attenuator,അറ്റൻവേറ്റർ
Attribute,ആട്രിബ്യൂട്ട്
Audible alarm,കേൾക്കാവുന്ന അലാറം
Audio cassette,ഓഡിയോ കാസറ്റ്
Audio enquiry,ഓഡിയോ അന്വേഷണം
Audio line,ഓഡിയോ ലൈൻ
Audio response,ഓഡിയോ പ്രതികരണം
Audio response message,ഓഡിയോ പ്രതികരണ സന്ദേശം
Audio response unit,ഓഡിയോ പ്രതികരണ യൂണിറ്റ്
Audiotape storage unit,ഓഡിയോടേപ്പ് സംഭരണ യൂണിറ്റ്
Audio telecommunication line,ഓഡിയോ ടെലികമ്മ്യൂണിക്കേഷൻ ലൈൻ
Audio terminal,ഓഡിയോ ടെർമിനൽ
Audit command language,കമാൻഡ് ഭാഷ ഓഡിറ്റ് ചെയ്യുക
Audit programming,ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്
Audit trail,ഓഡിറ്റ് ട്രയൽ
Augend,ആഗന്റ്
Augment,വർദ്ധിപ്പിക്കുക
Augmenter,ആഗ്മെന്റർ
Author,രചയിതാവ്
Authoring,രചന
Authoring system,രചനാ സംവിധാനം
Authority,അധികാരം
Authorization code,അംഗീകാര കോഡ്
Authorized library,അംഗീകൃത ലൈബ്രറി
Authorized program,അംഗീകൃത പ്രോഗ്രാം
Authorized program facility,അംഗീകൃത പ്രോഗ്രാം സൗകര്യം
Auto abstract,യാന്ത്രിക സംഗ്രഹം
Autoanswer,തനിയെ ഉത്തരം
Auto booting,ഓട്ടോ ബൂട്ടിംഗ്
Auto bypass,ഓട്ടോ ബൈപാസ്
Auto call (=automatic calling),യാന്ത്രിക കോൾ (=ഓട്ടോമാറ്റിക് കോളിംഗ്)
Auto coder,ഓട്ടോ കോഡർ
Auto dial,ഓട്ടോ ഡയൽ
Autoflow,ഓട്ടോഫ്ലോ
Auto index,യാന്ത്രിക സൂചിക
Auto indexed addressing,സ്വയമേവ സൂചികയിലാക്കിയ വിലാസം
Automata,ഓട്ടോമാറ്റ
Automata theory,ഓട്ടോമാറ്റ സിദ്ധാന്തം
Automata type,ഓട്ടോമാറ്റ തരം
Automated bibliography,ഓട്ടോമേറ്റഡ് ഗ്രന്ഥസൂചിക
Automated data medium,ഓട്ടോമേറ്റഡ് ഡാറ്റ മീഡിയം
Automated dictionary,ഓട്ടോമേറ്റഡ് നിഘണ്ടു
Automated glossary,ഓട്ടോമേറ്റഡ് ഗ്ലോസറി
Automated logic diagram,ഓട്ടോമേറ്റഡ് ലോജിക് ഡയഗ്രം
Automated management,ഓട്ടോമേറ്റഡ് മാനേജ്മെന്റ്
Automated production management,ഓട്ടോമേറ്റഡ് പ്രൊഡക്ഷൻ മാനേജ്മെന്റ്
