Hindi,Tamil
ध्वनिक संकेत,ஒலி சமிக்ஞை
ध्वनिक भंडारण,ஒலி சேமிப்பு
परिवर्णी शब्द,சுருக்கம்
क्रिया,செயல்
क्रिया चक्र,செயல் சுழற்சி
क्रिया लाइन,செயல் வரி
क्रिया संदेश,செயல் செய்தி
क्रिया विनिर्देश,செயல் விவரக்குறிப்பு
सक्रियण,செயல்படுத்தல்
सक्रिय,செயலில்
सक्रिय संचिका,செயலில் உள்ள கோப்பு
सक्रिय लाइन,செயலில் வரி
सक्रिय कड़ी,செயலில் இணைப்பு
सक्रिय प्रधान संचिका,செயலில் உள்ள முதன்மை கோப்பு
सक्रिय प्रधान मद,செயலில் உள்ள முதன்மை உருப்படி
सक्रिय उपग्रह,செயலில் உள்ள செயற்கைக்கோள்
सक्रिय केन्द्र,செயலில் நிலையம்
सक्रिय भंडारण,செயலில் சேமிப்பு
सक्रियता,செயல்பாடு
सक्रियता स्तर,செயல்பாட்டு நிலை
सक्रियता भारण,செயல்பாடு ஏற்றுதல்
सक्रियता अनुपात,செயல்பாட்டு விகிதம்
निरपेक्ष पता,உண்மையான முகவரி (= முழுமையான முகவரி)
निरपेक्ष कूट,உண்மையான குறியீடு (= முழுமையான குறியீடு)
वास्तविक आँकडा स्थानांतरण दर,உண்மையான தரவு பரிமாற்ற வீதம்
वास्तविक दशमलव बिन्दु,உண்மையான தசம புள்ளி
प्रभावी अनुदेश,உண்மையான வழிமுறை (= பயனுள்ள அறிவுறுத்தல்)
वास्तविक कुंजी,உண்மையான விசை
वास्तविक काल,உண்மையான நேரம்
वास्तविक कार्य काल,உண்மையான வேலை நேரம்
प्रवर्तक संकेत,செயல்பாட்டு சமிக்ஞை
अनुकूलनीयता,தகவமைப்பு
अनुकूलित्र,பின்னல்
अनुकूली प्रणाल नियतन,தகவமைப்பு சேனல் ஒதுக்கீடு
अनुकूली समाकलन,தகவமைப்பு ஒருங்கிணைப்பு
अनुकूली अनुप्रस्थ तुल्यकारक,தகவமைப்பு குறுக்குவெட்டு சமநிலை
योजित प्रविष्ट,நுழைவு சேர்க்கப்பட்டது
योज्य,கூடுதல்
योजक,அடி
योजक व्यवकलक,சேர்க்கை துணைப்பிரிவு
योजी संचिका,கோப்பைச் சேர்க்கவும்
विशिष्ट संप्रतीक,கூடுதல் எழுத்து (= சிறப்பு எழுத்து)
योग अभिलेख,கூடுதலாக ரெக்கார்டர்
योग सारणी,கூடுதலாக அட்டவணை
योज्य गुण,சேர்க்கை பண்புக்கூறு
योग विधा,பயன்முறையைச் சேர்க்கவும்
योग संक्रिया,செயல்பாட்டைச் சேர்க்கவும்
पता,முகவரி
पतायोग्यता माप,முகவரி அளவீடு
पतायोग्य क्षौतिज स्थिति,முகவரியிடக்கூடிய கிடைமட்ட நிலை
पतायोग्य बिन्दु,முகவரிக்குரிய புள்ளி
पतायोग्य स्थिति,முகவரி செய்யக்கூடிய நிலை
पतायोग्य पंजी,முகவரிக்குரிய பதிவு
पतायोग्य भंडारण,முகவரியிடக்கூடிய சேமிப்பு
पतायोग्य ऊर्ध्वाधर स्थिति,முகவரியிடக்கூடிய செங்குத்து நிலை
पता बस,முகவரி பஸ்
पता कूट,முகவரி குறியீடு
पता तुलनित्र,முகவரி ஒப்பீட்டாளர்
पता अभिकलन,முகவரி கணக்கீடு
पता अचर,முகவரி மாறிலி
पता रूपांतरण,முகவரி மாற்றம்
पता आँकड़े,முகவரி தரவு
पतायुक्त स्मृति,உரையாற்றப்பட்ட நினைவகம்
प्रभावी पता,முகவரி பயனுள்ளதாக இருக்கும்
पता क्षेत्र,முகவரி புலம்
पता संरूप,முகவரி வடிவம்
पता निरपेक्ष क्रमादेश,முகவரி இலவச நிரல்
पताभिगमन,முகவரி
पताभिगमन संप्रतीक,"முகவரி
 எழுத்து"
पताभिगमन अंतरायन,குறுக்கீடு
पताभिगमन पाश,முகவரி லூப்
पताभिगमन आभासी स्मृति,மெய்நிகர் நினைவகத்தை உரையாற்றுதல்
पता अंतर्ग्रथन,முகவரி ஒன்றோடொன்று
पतारहित अनुदेश संरुप,முகவரி இல்லாத அறிவுறுத்தல் வடிவம்
पता लाइन,முகவரி வரி
पता प्रतिचित्रण,முகவரி மேப்பிங்
पता चिह्न,முகவரி குறி
पता आपरिवर्तन,முகவரி மாற்றம்
पता भाग,முகவரி பகுதி
पता संकेतक,முகவரி சுட்டிக்காட்டி
पता पंजी,முகவரி பதிவு
पता संकेत,முகவரி சமிக்ஞை
पता आमाप,முகவரி அளவு
पता स्थान,முகவரி இடம்
पता स्थान अभिज्ञापक,முகவரி விண்வெளி அடையாளங்காட்டி
पता विराम,முகவரி நிறுத்தம்
पता अनुरेख,முகவரி சுவடு
पता मार्ग,முகவரி பாடல்
पता अनुवाद,முகவரி மொழிபெயர்ப்பு
पता अनुवादक,முகவரி மொழிபெயர்ப்பாளர்
संकलन व्यवकलन काल,கூடுதல் துணை நேரம்
संकलन काल,நேரம் சேர்க்கவும்
संलग्नता,அடுத்துள்ள
संलग्नता संरचना,அருகிலுள்ள அமைப்பு
संलग्न प्रणाल,அருகிலுள்ள சேனல்
संलग्न प्रांत,அருகிலுள்ள டொமைன்
सहखंडज मैट्रिक्स,அருகிலுள்ள மேட்ரிக்ஸ்
संलग्न आसंधि,அருகிலுள்ள முனை
संलग्न उपक्षेत्र,அருகிலுள்ள சப்ரியா
संलग्न (तंत्र),தொடை (அமைப்பு)
समायोजन,சரிசெய்யவும்
समायोज्य विस्तार,சரிசெய்யக்கூடிய அளவு
समायोज्य पाठ्यांश विधा,உரை பயன்முறையை சரிசெய்யவும்
प्रशासनिक आँकड़ा संसाधन,நிர்வாக தரவு செயலாக்கம்
प्रशासनिक प्रचालन,நிர்வாக செயல்பாடு
प्रशासनिक प्रचालक,நிர்வாக ஆபரேட்டர்
प्रशासनिक प्रचालन केन्द्र,நிர்வாக ஆபரேட்டர் நிலையம்
प्रशासन सहाय तंत्र,நிர்வாக ஆதரவு அமைப்பு
उन्नत संचार सेवा,மேம்பட்ட தொடர்பு சேவை
उन्नत सूचना तंत्र,மேம்பட்ட தகவல் அமைப்பு
उन्नत प्रकाशिक संप्रतीक पठित्र,மேம்பட்ட ஆப்டிகல் கேரக்டர் ரீடர்
उन्नत वैज्ञानिक अभिकलित्र,மேம்பட்ட அறிவியல் கணினி
एरियल,வான்வழி
पुंज,மதிப்பீட்டு
पुंज व्यंजक,மொத்த வெளிப்பாடு
संधानित्र,இலக்கு வட்டம்
संधान प्रतीक,இலக்கு புலம் (= இலக்கு சின்னம்)
संधान प्रतीक,நோக்கம் சின்னம்
वायुवाहित अभिकलित्र तंत्र,வான்வழி கணினி அமைப்பு
बीजीय आइगनमान समस्या,இயற்கணித ஈஜென்வெல்யூ சிக்கல்
बीजीय समाकलन,"இயற்கணித
 ஒருங்கிணைப்பு"
"बीजीय भाषा, बीज भाषा",இயற்கணித மொழி
बीजीय प्रकलन,இயற்கணித கையாளுதல்
बीजीय प्रकलन भाषा,இயற்கணித கையாளுதல் மொழி
बीजोन्मुखी भाषा,இயற்கணித சார்ந்த மொழி
बीजीय विस्थापन,இயற்கணித மாற்றம்
बीजीय चिह्न परिपाटी,இயற்கணித அடையாளம் மாநாடு
ऐल्गॉल,அல்கோல்
ऐल्गॉल लक्षण,அல்கோல் அம்சம்
ऐल्गॉल क्रमादेशन,அல்கோல் நிரலாக்க
"कलन विधि, एल्गोरिथ्म",வழிமுறை
कलन विधि साहचर्य भाषा,அல்காரிதம் துணை மொழி
कलन विधि वर्गीकरण,வழிமுறை வகைப்பாடு
कलन विधि जटिलता,வழிமுறை சிக்கலானது
कलन विधि अभिकलनीयता,அல்காரிதம் கணக்கீடு
कलन विधि विश्लेषण,வழிமுறை பகுப்பாய்வு
कलनविधीय उपगमन,வழிமுறை அணுகுமுறை
कलनविधीय भाषा,வழிமுறை மொழி
कलनविधीय नेमका,வழிமுறை வழக்கம்
कलनविधीय सिद्धांत,வழிமுறை கோட்பாடு
अपर,மாற்றுப்பெயர்
उपघटन,மாற்றுப்பெயர்ச்சி
"अपर नाम, उर्फ नाम",மாற்றுப்பெயர் பெயர் (= மாற்று பெயர்)
सरेखण,சீரமைப்பு
नियतन,ஒதுக்கவும்
नियतन संरचना,ஒதுக்கீடு அமைப்பு
सर्वोद्देशीय अभिकलित्र,அனைத்து நோக்கம் கொண்ட கணினி
अक्षरात्मक संप्रतीक,அகரவரிசை எழுத்து
अक्षरात्मक संप्रतीक समुच्चय,அகரவரிசை எழுத்து தொகுப்பு
अक्षरात्मक संप्रतीक उपसमुच्चय,அகரவரிசை எழுத்து துணைக்குழு
अक्षरात्मक कूट,அகரவரிசை குறியீடு
अक्षरात्मक विस्थापन,அகரவரிசை மாற்றம்
अक्षरात्मक रज्जु,அகரவரிசை சரம்
अक्षरात्मक शब्द,அகரவரிசை சொல்
वर्णानुक्रमण,அகரவரிசை
अक्षरात्मक ज्यामितिकी,ஆல்பாஜோமெட்ரிக்ஸ்
अक्षरांकीय,ஆல்பமெரிக்
अल्फामोजेक,ஆல்பமோசைக்
अक्षरांकीय,எண்ணெழுத்து
अक्षरांकीय कुंजीपटल युक्ति,எண்ணெழுத்து விசைப்பலகை சாதனம்
अक्षरांकीय संप्रतीक समुच्चय,எண்ணெழுத்து எழுத்து தொகுப்பு
अक्षरांकीय कूट,எண்ணெழுத்து குறியீடு
अक्षरांकीय कूटलिखित संप्रतीक समुच्चय,எண்ணெழுத்து குறியீட்டு எழுத்து தொகுப்பு
अक्षरांकीय आँकड़े,எண்ணெழுத்து தரவு
अक्षरांकीय प्रदर्श युक्ति,எண்ணெழுத்து காட்சி சாதனம்
अक्षरांकीय संपादित संप्रतीक,எண்ணெழுத்து திருத்தப்பட்ட எழுத்து
अक्षरांकीय क्षेत्र,எண்ணெழுத்து புலம்
अक्षरांकीय अनुदेश,எண்ணெழுத்து அறிவுறுத்தல்
अक्षरांकीय कुंजी पटल,எண்ணெழுத்து விசைப்பலகை
अक्षरांकीय शाटन,எண்ணெழுத்து வகை
अक्षरांकीय भंडारण,எண்ணெழுத்து சேமிப்பு
परिवर्तनीय स्मृति,மாற்றக்கூடிய நினைவகம்
परिवर्तन स्विच,மாற்ற சுவிட்ச்
परिवर्तन,மாற்றுதல்
परिवर्तन विधा,மாற்று பயன்முறை
वैकल्पिक पुनःप्राप्ति,மாற்று மீட்பு
वैकल्पिक मार्ग,மாற்று பாதை
वैकल्पिक मार्गचयन,மாற்று ரூட்டிங்
वैकल्पिक मार्ग,மாற்று பாதை
अथवा' संक्रिया,மாற்று (= அல்லது செயல்பாடு)
वैकल्पिक गुण,மாற்று பண்புக்கூறு
तथा पूरक' संक्रिया,மாற்று மறுப்பு (= இல்லை-மற்றும் செயல்பாடு)
संदिग्धता त्रुटि,தெளிவற்ற பிழை
संदिग्धता संर्दभ,தெளிவற்ற குறிப்பு
अनुरूप,அனலாக்ஸ்
अनुरूप योजक,அனலாக் சேர்க்கை
अनुरूप प्रणाल,அனலாக் சேனல்
अनुरूप अभिकलित्र,அனலாக் கணினி
अनुरूप परिवर्तक,அனலாக் மாற்றி
अनुरूप आँकड़े,அனலாக் தரவு
अनुरूप विभाजनी,அனலாக் டிவைடர்
अनुरूप सुविधा टर्मिनल,அனலாக் வசதி முனையம்
अनुरूप फलन जनक,"அனலாக் செயல்பாடு
 ஜெனரேட்டர்"
अनुरूप समाकलन,அனலாக் ஒருங்கிணைப்பு
अनुरूप गुणक,அனலாக் பெருக்கி
अनुरूप क्रमादेशन,அனலாக் நிரலாக்க
अनुरूप मापन,அனலாக் அளவிடுதல்
अनुरूप संकेत,அனலாக் சிக்னல்
अनुरूप अनुकार,அனலாக் உருவகப்படுத்துதல்
अनुरूप स्विच,அனலாக் சுவிட்ச்
अनुरूप तंत्र,அனலாக் அமைப்பு
अनुरूप अंकीय परिवर्तक,"டிஜிட்டலுக்கு அனலாக்
 மாற்றி"
अनुरूप अंकीयकूटलेखक,"டிஜிட்டலுக்கு அனலாக்
 குறியாக்கி"
अनुरूप संचरण,அனலாக் பரிமாற்றம்
अनुरूप प्रकार,அனலாக் வகை
विश्लेषण खंड़क,பகுப்பாய்வு தொகுதி
विश्लेषण विधा,பகுப்பாய்வு முறை
वैश्लेषिक इंजन,பகுப்பாய்வு இயந்திரம்
पूर्वज कार्य,மூதாதையர் பணி
सहायक उपकरण,துணை உபகரணங்கள்
तथा',மற்றும்
तथा' परिपथ,மற்றும் சுற்று
तथा' अवयव,மற்றும் உறுப்பு
तथा' द्वार,மற்றும் வாயில்
तथा' प्रच्छादन,மற்றும் மறைத்தல்
अपवर्जन,மற்றும் செயல்பாடு அல்ல (= விலக்கு
तथा' संक्रिया,மற்றும் செயல்பாடு
चयक स्मृति,இணைப்பு நினைவகம்
टिप्पण,சிறுகுறி
आख्यापित्र,அறிவிப்பாளர்
तुरत उत्तर,பதில்
उत्तर विलंब,பதில் தாமதம்
उत्तर काल,பதிலளிக்கும் நேரம்
उत्तर बत्ती,பதில் விளக்கு
उत्तर सूची,பதில் பட்டியல்
केवल उत्तर,பதில்
प्रत्याशा विधा,எதிர்பார்ப்பு பயன்முறை
प्रत्याशामूलक चयकन,எதிர்பார்ப்பு இடையக
प्रत्याशामूलक हासिल,எதிர்பார்ப்பு கேரி
प्रत्याशामूलक पृष्ठन,எதிர்பார்ப்பு பேஜிங்
प्रतिसंपाती संक्रिया,எதிர்விளைவு செயல்பாடு
प्रतिसंपाती अवयव,எதிர்விளைவு உறுப்பு
अनावर्ती ऐन्टेना,அபீரியோடிக் ஆண்டெனா
द्वारक पत्रक,துளை அட்டை
द्वारक कूट,துளை குறியீடு
द्वारक काल,துளை நேரம்
अनुबंध,இணைப்பு
अनुबंध कार्य,இணைப்பு பணி
अनुप्रयोग विकासक,பயன்பாட்டு உருவாக்குநர்
अनुप्रयोग स्तर,பயன்பாட்டு அடுக்கு
अनुप्रयोग मूलक भाषा,பயன்பாட்டு சார்ந்த மொழி
अनुप्रयोग (क्रमादेश) संकुल,பயன்பாட்டு தொகுப்பு
अनुप्रयोग क्रमादेश,பயன்பாட்டு நிரல்
अनुप्रयोग क्रमादेशन,பயன்பாட்டு நிரலாக்க
अनुप्रयोग अपेक्षित भाषा,பயன்பாடு தேவையான மொழி
अनुप्रयोग प्रक्रिया सामग्री,பயன்பாட்டு மென்பொருள்
अधिरोपण,Applique
सन्निकटन सिद्धांत,தோராயக் கோட்பாடு
स्वेच्छ अभिगम,தன்னிச்சையான அணுகல்
स्वेच्छ अनुक्रम अभिकलित्र,தன்னிச்சையான வரிசை கணினி
मध्यस्थ,நடுவர்
"वास्तुकला, स्थापत्यकला",கட்டிடக்கலை
पुराभंडारण,காப்பகப்படுத்துதல்
क्षेत्र कूट,பகுதி குறியீடு
क्षेत्र खोज,பகுதி தேடல்
क्षेत्र स्थानांतरण,பகுதி பரிமாற்றம்
क्षेत्र चर,பகுதி மாறி
स्वतंत्र चर,வாதம்
स्वतंत्र चर पता,வாத முகவரி
स्वतंत्र चर सूची,வாத பட்டியல்
अंकगणितीय अनुदेश,எண்கணித அறிவுறுத்தல்
अंक गणितीय एंव तर्क एकक,எண்கணித மற்றும் தர்க்க அலகு
अंकगणितीय नियतन कथन,எண்கணித ஒதுக்கீட்டு அறிக்கை
अंकगणितीय जाँच,எண்கணித சோதனை
अंकगणितीय अचर,எண்கணித மாறிலி
अंकगणितीय रूपांतर,எண்கணித மாற்றம்
अंकगणितीय आँकड़े,எண்கணித தரவு
अंकगणितीय अपवाद,எண்கணித விதிவிலக்கு
अंकगणितीय व्यंजक,எண்கணித வெளிப்பாடு
अंकगणितीय नियत बिन्दु,எண்கணித நிலையான புள்ளி
अंकगणितीय पदानुक्रम,எண்கணித வரிசைமுறை
अंकगणितीय 'यदि' कथन,அறிக்கை என்றால் எண்கணிதம்
अंकगणितीय तर्क,எண்கணித தர்க்கம்
अंकगणितीय तर्क एकक,எண்கணித தர்க்க அலகு
अंकगणितीय संक्रिया,எண்கணித செயல்பாடு
अंकगणितीय संकारक,எண்கணித ஆபரேட்டர்
अंकगणितीय अधिप्रवाह,எண்கணித வழிதல்
अंकगणितीय चित्र आँकड़े,எண்கணித படத் தரவு
अंकगणितीय पूर्वता,எண்கணித முன்னுரிமை
अंकगणितीय प्राथमिक अवयव,எண்கணித முதன்மை
अंकगणितीय पंजी,எண்கணித பதிவு
अंकगणितीय संबंध,எண்கணித உறவு
अंकगणितीय क्रमवीक्षण,எண்கணித ஸ்கேன்
अंकीय अनुभाग,எண்கணித பிரிவு
अंकगणितीय विस्थापन,எண்கணித மாற்றம்
अंकगणितीय विस्थापन,எண்கணித மாற்றம்
अंकगणितीय कथन,எண்கணித அறிக்கை
अंकगणितीय पद,எண்கணித கால
अंकगणितीय अधोप्रवाह,எண்கணித கீழ்ப்படிதல்
अंकीय एकक,எண்கணித அலகு
सरणी,வரிசை
सरणी परिबंध,வரிசை
सरणी अभिकलित्र,வரிசை கணினி
सरणी विमा,வரிசை பரிமாணம்
सरणी अवयव,வரிசை உறுப்பு
सरणी व्यंजक,வரிசை வெளிப்பாடு
सरणी नाम,வரிசை பெயர்
संरचना सरणी,கட்டமைப்புகளின் வரிசை
सरणी मुद्रण,வரிசை அச்சிடுதல்
सरणी संसाधन,வரிசை செயலாக்கம்
सरणी संसाधित्र,வரிசை செயலி
संधि बिन्दु,வெளிப்பாடு புள்ளி
कृत्रिम बोध,செயற்கை அறிவாற்றல்
कृत्रिम बुद्धि,செயற்கை நுண்ணறிவு
कृत्रिम भाषा,செயற்கை மொழி
कृत्रिम चर,செயற்கை மாறி
कला अनुप्रयोग आकड़ा बैंक,கலை பயன்பாட்டு தரவு வங்கி
कला अनुप्रयोग संगीत,கலை பயன்பாட்டு இசை
कला अनुप्रयोग प्रतिरूप जनन,கலை பயன்பாட்டு முறை உருவாக்கம்
आरोहक,அசெண்டர்
आरोही छँटाई,ஏறும் வரிசை
आस्की,ASCIL
आस्की नियंत्रण संप्रतीक,ASCII கட்டுப்பாட்டு தன்மை
आस्की कुंजी पटल,ASCII விசை வாரியம்
अभिमुखता,அம்சம்
अभिमुखता पत्रक,அம்சம் மற்றும்
कोड़ांतरण,ஒன்றுகூடு
कोड़ांतरित उद्गम,கூடியிருந்த தோற்றம்
कोडांतरण अवधि,காலத்தை ஒன்றிணைக்கவும்
कोडांतरक,அசெம்பிளர்
कोडांतरक निर्देश,அசெம்பிளர் டைரெக்டிவ்
कोडांतरक सुविधा,அசெம்பிளர் வசதி
कोडांतरण भाषा,அசெம்பிளர் மொழி
कोडांतरण,அசெம்பிளிங்
कोडांतरण प्रावस्था,அசெம்பிளிங் கட்டம்
कोडांतरण काल,நேரம் திரட்டுதல்
कोडांतरण,சட்டசபை
कोडांतरण भाषा,சட்டசபை மொழி
कोडांतरण भाषा क्रमादेशन,சட்டசபை மொழி நிரலாக்க
कोडांतरण भाषा प्रक्रियासामग्री नम्यता,சட்டசபை மொழி மென்பொருள் நெகிழ்வுத்தன்மை
कोडांतरण सूचीकरण,சட்டசபை பட்டியல்
कोडांतरण प्रावस्था,சட்டசபை கட்டம்
कोडांतरण नेमका,சட்டசபை வழக்கம்
कोडांतरण काल,சட்டசபை நேரம்
कोडांतरण एकक,சட்டசபை பிரிவு
नियतन सूचीकरण,ஒதுக்கீட்டு அட்டவணைப்படுத்தல்
नियतन संक्रिया,ஒதுக்கீட்டு செயல்பாடு
नियतन कथन,ஒதுக்கீட்டு அறிக்கை
साहचर्य पता,துணை முகவரி
साहचर्य सरणी पंजी,துணை வரிசை பதிவு
साहचर्य कुंजी,துணை விசை
साहचर्य भाषा,துணை மொழி
साहचर्य स्मृति,துணை நினைவகம்
साहचर्य भंडारण,துணை சேமிப்பு
कल्पित दशमलव बिन्दु,தசம புள்ளி என்று கருதப்படுகிறது
असममित युक्ति,சமச்சீரற்ற சாதனம்
असममित नि/नि.,சமச்சீரற்ற i/o
अतुल्यकालिक; अतुल्यकाली,ஒத்திசைவற்ற
अतुल्यकालिक अभिकलित्र,ஒத்திசைவற்ற கணினி
अतुल्यकालिक आँकड़ा अंतरण,ஒத்திசைவற்ற தரவு பரிமாற்றம்
अतुल्यकालिक आँकड़ा प्रेषण,ஒத்திசைவற்ற தரவு பரிமாற்றம்
अतुल्यकालिक युक्ति,ஒத்திசைவற்ற சாதனங்கள்
"अतुल्यकाली प्रचालन, अतुल्यकाली संक्रिया",ஒத்திசைவற்ற செயல்பாடு
अतुल्यकालिक संकेतन,ஒத்திசைவற்ற சமிக்ஞை
अतुल्यकालिक समय विभाजन बहुसंकेतन,ஒத்திசைவற்ற நேர பிரிவு மல்டிபிளெக்சிங்
अतुल्यकालिक संचरण,ஒத்திசைவற்ற பரிமாற்றம்
अतुल्यकालिक निष्पादन,ஒத்திசைவற்ற வேலை
संलग्न संसाधन,இணைக்கப்பட்ட செயலாக்கம்
संलग्न संसाधित्र,இணைக்கப்பட்ட செயலி
संलग्न आलंब संसाधित्र,இணைக்கப்பட்ட ஆதரவு செயலி
उपस्थितसापेक्ष प्रचालन,செயல்பாட்டில் கலந்து கொண்டார்
उपस्थिति लीक मुद्रित्र,பாதை அச்சுப்பொறியில் கலந்து கொண்டார்
ध्यान अंतरायन,கவனம் குறுக்கீடு
ध्यान कुंजी,கவனம் விசை
क्षीणन,விழிப்புணர்வு
क्षीणनांक,விழிப்புணர்வு மாறிலி
क्षीणन विरूपण,விழிப்புணர்வு விலகல்
क्षीणन तुल्यकारक,விழிப்புணர்வு சமநிலை
क्षीणकारी,அட்டென்யூட்டர்
गुण,பண்புக்கூறு
श्रव्य सचेतक,கேட்கக்கூடிய அலாரம்
श्रव्य कैसट,ஆடியோ கேசட்
श्रव्य जाँच,ஆடியோ விசாரணை
श्रव्य लाइन,ஆடியோ வரி
श्रव्य अनुक्रिया,ஆடியோ பதில்
श्रव्य अनुक्रिया संदेश,ஆடியோ மறுமொழி செய்தி
श्रव्य अनुक्रिया एकक,ஆடியோ மறுமொழி அலகு
श्रव्य टेप भंडारण एकक,ஆடியோடேப் ஸ்டோரேஜ் யூனிட்
श्रव्य दूरसंचार लाइन,ஆடியோ தொலைத்தொடர்பு வரி
श्रव्य अंतक,ஆடியோ முனையம்
लेखापरीक्षा समादेश भाषा,தணிக்கை கட்டளை மொழி
लेखापरीक्षा क्रमादेशन,தணிக்கை நிரலாக்க
लेखा सत्यापन,தணிக்கை சோதனை
योजक,ஆகஸ்ட்
संवर्थ,அதிகரிப்பு
संवर्धक,ஆக்மென்டர்
संलेखक,நூலாசிரியர்
संलेखन,படைப்பாற்றல்
संलेखन प्रणाली,படைப்பாற்றல் அமைப்பு
प्राधिकार,அதிகாரம்
प्राधिकरण कूट,அங்கீகார குறியீடு
प्राधिकृत क्रमादेश संग्रह,அங்கீகரிக்கப்பட்ட நூலகம்
प्राधिकृत क्रमादेश,அங்கீகரிக்கப்பட்ட திட்டம்
प्राधिकृत क्रमादेश सुविधा,அங்கீகரிக்கப்பட்ட நிரல் வசதி
स्व-साराहरण,வாகன சுருக்கம்
स्वतः उत्तरित्र,ஆட்டோஆன்ஸ்வெர்
स्वतः उत्थानी,ஆட்டோ துவக்க
स्व उपमार्ग,ஆட்டோ பைபாஸ்
स्वतः आह्वान,ஆட்டோ அழைப்பு (= தானியங்கி அழைப்பு)
स्वकूटलेखक,ஆட்டோ கோடர்
स्वतः डायलन,ஆட்டோ டயல்
स्वतः प्रवाह,ஆட்டோஃப்ளோ
स्वतः सूचक,ஆட்டோ அட்டவணை
स्वतः सूचकित पताभिगमन,ஆட்டோ குறியீட்டு முகவரி
स्वचल प्ररूप,தன்னியக்க
स्वचल प्ररूप सिद्धांत,ஆட்டோமேட்டா கோட்பாடு
स्वचल प्ररूप प्रकार,தன்னியக்க வகை
कंप्यूटरित ग्रंथ सूची,தானியங்கு நூலியல்
कंप्यूटरित आँकड़ा माध्यम,தானியங்கு தரவு ஊடகம்
कंप्यूटरित कोश,தானியங்கு அகராதி
कंप्यूटरित शब्द-संग्रह,தானியங்கு சொற்களஞ்சியம்
स्वचालित तर्क आरेख,தானியங்கு தர்க்க வரைபடம்
स्वचालित प्रबंध,தானியங்கு மேலாண்மை
स्वचालित उत्पादन प्रबंध,தானியங்கு உற்பத்தி மேலாண்மை
स्वचालित स्टॉक नियंत्रण,தானியங்கு பங்கு கட்டுப்பாடு
