Hindi,Malayalam
"अनुरूपता, संगति",അഭാവം
तदनुसार,അക്കാരണത്താല്
" लेखा,खाता ,हिसाब",കണക്ക്
जवाबदेही,ഉത്തരവാദിത്തം
" जवाबदेह, देनदार",ഉത്തരവാദിയായ
" लेखा विधि , लेखा कार्य",അക്കൗണ്ടൻസി
लेखाकार,കണക്കെഴുത്തുകാരി
" कारण बताना , लेखा-जोखा देना",അക്കൗണ്ട്
लेखा-शीर्ष,അക്കൗണ്ട് തല
प्रोद्‌भूत हितलाभ,വർദ്ധിച്ച ആനുകൂല്യം
प्रोद्‌भूत पेन्शन,വർദ്ധിച്ച പെൻഷൻ
"संचय,संचयन",കൂന്വാരം
" यथार्थता , परिशुद्‌धता",കൃതത
" यथार्थ, सही , परिशुद्‌ध",സൂക്ഷ്മമായ
अभियोग लगाना,ബോധിപ്പിക്കുന്ന
अभियुक्‍त,കുറ്റക്കാരന്
उपलब्‍धि,നേട്ടം
" पावती,प्राप्‍ति सूचना ,अभिस्वीकृति ",അംഗീകാരം
"पावती पत्र, रसीदी",അംഗീകാരത്തിന്റെ
" (व्यक्‍ति) परिचित , परिचय",പരിചയം
"अधिग्रहण, अर्जन",കൈവശപ്പെടുത്തൽ
"भुगतान , भरपाई,निस्तारण ",കുറ്റപാട്വിൽപ്പന
"कार्य, कृत्य,अधिनियम",പവര്ത്തിക്കുക
कार्यकारी भत्‍ता,അഭിനയ അലവൻസ്
"कार्रवाई,क्रिया, कार्य , संघर्ष",പവര്ത്തി
कार्य योजना,പ്രവർത്തന പദ്ധതി
सक्रिय,സജീവമായ
"सक्रियता से, सक्रियतापूर्वक",സജീവമായി
" कर्मठ कार्यकता , सक्रियतावादी",ചുറുചുറുക്കുള്ളവള്
दैव कृत्य,ദൈവിക പ്രവൃത്തി
कदाचार,ദുരാചാരത്തിന്റെ പ്രവർത്തനം
भूल-चूक,കമ്മീഷന്റെയും ഒഴിവാക്കലിന്റെയും നിയമം
वास्तविक,യഥാര്ത്ഥത്തിലുള്ള
वास्तविक आंकडे,വാസ്തവങ്ങൾ
" अनुकूलन, रूपांतर",പൊരുത്തപ്പെടുത്തൽ
" योग, जोड़, परिवर्धन",കൂട്ടല്
अतिरिक्‍त प्रभार,അധിക നിരക്ക്
अतिरिक्‍त निधि,അധിക ഫണ്ട്
अतिरिक्‍त अनुदान,അധിക ഗ്രാന്റ്
"अतिरिक्‍त सूचना, अतिरिक्‍त जानकारी",അധിക വിവരം
अतिरिक्‍त वेतन,അധിക വേതനം
परिवर्तन-परिवर्धन,കൂട്ടിച്ചേർക്കലും മാറ്റവും
" पता, अभिभाषण, संबोधन,संबोधित करना, मानपत्र , विचार करना",അഭിസംബോധന ചെയ്യുക
"पाने वाला, प्रेषिती",വിലാസശാല
अभिनंदन पत्र,സ്വാഗത വിലാസം
पर्याप्‍त,പരാപ്തമായ
"पर दृढ़ रहना, पर जमे रहना",ഇത് പാലിക്കുക
तदर्थ,ആഡ് ഹോക്ക്
तदर्थ दावा,AD HOC ക്ലെയിം
तदर्थ समिति,താൽക്കാലിക സമിതി
तदर्थ वृद्‌धि,താൽക്കാലിക വർദ്ധനവ്
तदर्थ भुगतान,പരസ്യ ഹോക് പേയ്മെന്റ്
‍पार्श्‍वस्थ,തൊട്ടുകിടക്കുന്ന
"लगा होना, सटा होना",തൊട്ടടുത്ത് (= തുടർച്ചയായ)
स्थगन,വചലിക്കുക
"स्थगन प्रस्ताव, काम रोको प्रस्ताव",നീരസം ചലനം
न्यायनिर्णीत करना,Cakudgge
न्यायनिर्णय करना,ശിക്ഷിക്കപ്യം
न्यायनिर्णयन,വിധിന്യായ
न्यायनिर्णायक,Adjudication
समायोजन,കമപ്പെടുത്തല്
" प्रशासन करना, देना,दिलाना , व्यवस्था करना",രാജംഭരിക്കുക
शपथ दिलाना,സത്യപ്രതിഷേധിക്കുന്നു
प्रशासन,ഭരണകൂടം
न्याय-प्रशासन,നീതിയുടെ ഭരണം
प्रशासनिक,ഭരണപരമായത്
प्रशासनिक कार्रवाई,അഡ്മിനിസ്ട്രേറ്റീവ് പ്രവർത്തനം
प्रशासनिक मूल्यांकन,അഡ്മിനിസ്ട്രേറ്റീവ് മൂല്യനിർണ്ണയം
प्रशासनिक अनुमोदन,അഡ്മിനിസ്ട്രേറ്റീവ് അംഗീകാരം
प्रशासनिक प्राधिकारी,അഡ്മിനിസ്ട്രേറ്റീവ് അതോറിറ്റി
प्रशासनिक नियंत्रण,അഡ്മിനിസ്ട്രേറ്റീവ് നിയന്ത്രണം
प्रशासनिक निर्णय,അഡ്മിനിസ്ട്രേറ്റീവ് തീരുമാനം
प्रशासकीय विभाग,അഡ്മിനിസ്ട്രേറ്റീവ് വകുപ്പ്
प्रशासनिक प्रधान,അഡ്മിനിസ്ട്രേറ്റീവ് ഹെഡ്
प्रशासनिक मुख्यालय,അഡ്മിനിസ്ട്രേറ്റീവ് ആസ്ഥാനം
प्रशासनिक उपाय,ഭരണപരമായ നടപടികൾ
"प्रशासी शक्‍ति, प्रशासनिक शक्ति",ഭരണപരമായ ശക്തി
प्रशासनिक मंजूरी,ഭരണപരമായ അനുമതി
"प्रशासन तकनीक, प्रशासनिक प्रविधि",അഡ്മിനിസ്ട്രേറ്റീവ് രീതി
प्रशासनिक अधिकरण,അഡ്മിനിസ്ട്രേറ്റീവ് ട്രൈബ്യൂണൽ
ग्राह्‌यता: स्वीकार्यता,അനഭാക്ഷ്യം
ग्राह्‌य व्यय,അനുവദനീയമായ ചെലവ്
" प्रवेश करने देना, अंदर आने देना , स्वीकार करना, प्रविष्‍ट करना, दाखिल करना, दाखिला देना",സമ്മതിക്കുക
"प्रवेश पत्र, प्रवेश पत्रक",അഡ്മിറ്റ് കാർഡ്
" प्रविष्‍ट दाखिल ,स्वीकृत",പ്രവേശിപ്പിച്ചു
भर्त्‍सना करना,ഉപദേഷ്ടാപ്പ്
दत्‍तक,ദന്തം
दत्‍तकगृहीता,ച്ചക്കല്
" अंगीकरण , दत्‍तक-ग्रहण",ദത്ത്
"प्रौढ, वयस्क",പായപൂര്ത്തിയായി
"अपमिश्रण, मिलावट",മായം
जारकर्म,വഭിചാരം
वयस्क मताधिकार,മുതിർന്നവർക്കുള്ള ഫ്രാഞ്ചൈസി
यथामूल्य शुल्क,പരസ്യ മൂല്യനിർണ്ണയം
"अग्रिम, पेशगी",മുന്നേറുക
अग्रिम बुकिंग,അഡ്വാൻസ് ബുക്കിംഗ്
अग्रिम प्रति,അഡ്വാൻസ് കോപ്പി
अग्रिम  वृद्‌धि,അഡ്വാൻസ് ഇൻക്രിമെന്റ്
"अग्रिम अदायगी, अग्रिम भुगतान",അഡ്വാൻസ് പേയ്മെന്റ്
"प्रतिकूल इंदराज, प्रतिकूल प्रविष्‍टि",പ്രതികൂല പ്രവേശനം
प्रतिकूल अभ्युक्‍ति,പ്രതികൂല പരാമർശങ്ങൾ
प्रतिकूल रिपोर्ट,പ്രതികൂല റിപ്പോർട്ട്
विज्ञापन,വിജ്ഞാപനം
" सलाह , सूचना, संज्ञापन",ഉപദേശം
"भुगतान सूचना, भुगतान-संज्ञापन",പേയ്മെന്റിന്റെ ഉപദേശം
सलाहकार समिति,ഉപദേശക സമിതി
सलाहकार परिषद्,ഉപദേശക സമിതി
" अधिवक्‍ता, एडवोकेट , पक्ष-समर्थक",വാദിക്കുക
"कार्य, मामले",കാര്യങ്ങൾ
"शपथपत्र, हलफ़नामा",സതവാങ്മൂലം
संबंधन,ബന്ധം
" अभिपुष्‍टि ,प्रतिज्ञान ",സ്ഥിരീകരണം
सकारात्मक,ഉറപ്പിക്കുന്ന
" समर्थ होना ,  प्रदान करना, दे सकना",ഉളവാക്കുക
पूर्वोक्‍त,മേൽപ്പറഞ്ഞ
नए सिरे से,ശെറെഷ്
" विरुद्‌ध, के प्रति, के सामने, के सम्मुख , की तुलना में",എതിരായി
" आयु,उम्र , युग",വയസ്സ്
आयु प्रमाणपत्र,പ്രായപരിധി
मताधिकार आयु,വോട്ടവകാശത്തിനുള്ള പ്രായം
आयु सीमा,പ്രായപരിധി
"अभिकरण, एजेंसी",നിര്വ്വഹണം
कार्यसूची,കാരപരിപാടി
सेवानिवृत्‍ति आयु,വിരമിക്കലിന്റെ പ്രായം
अधिवर्षिता आयु,അപാദന പ്രായം
"समुच्चय, समूह",അഗ്രഗേഷൻ
व्यथित,ദു ved ഖിച്ചു
आंदोलन,പ്രക്ഷോഭക്തി
" वार्षिक महासभा , वार्षिक आमसभा",AGM
" क़रार, अनुबंध ,सहमति, रजामंदी",കരാര്
"क़रारनामा, अनुबंध पत्र",കരാർ ഫോം
कृषि,കൃഷിപ്പണി
कृषि-उद्‌योग,കാർഷിക വ്യവസായം
"सहायता, मदद",സഹായം
" आपद संकेत, खतरे का संकेत, अलार्म",ആപല്സൂചന
सजगता,ജാല്തചിഹ്നം
" उपनाम , उर्फ़ (क्रि.वि.)",അപരാഭിധാനം
अभिकथन,കുറ്റാരോപണം
निष्ठा,മേല്ക്കോയ്മയോട് ഭക്തി
मैत्री,സഖം
सम्बद्‌ध सेवाएं,അനുബന്ധ സേവനങ്ങൾ
सर्वसमावेशी लागत,എല്ലാം ഉൾക്കൊള്ളുന്ന ചെലവ്
अखिल भारतीय सेवा,അഖിലേന്ത്യാ സേവനങ്ങൾ
नियतन,പങ്കുവയ്ക്കല്
आबंटन,അനുവദിച്ചതുക
आबंटन-पत्र,അലോട്ട്മെന്റ് കത്ത്
आबंटिति,അല്ലോട്ടി
"अनुज्ञेय, अनुमतियोग्य",അനുവദനീയം
"अनुज्ञेय व्यय, अनुमतियोग्य व्यय",അനുവദനീയമായ ചെലവുകൾ
अपील मंजूर करना,ഒരു അപ്പീൽ അനുവദിക്കുക
" भत्‍ता ,छूट",അനുമതി നല്കുക
सर्वाधिकार सुरक्षित,എല്ലാ അവകാശങ്ങളും നിക്ഷിപ്തം
"वर्णक्रम, अकारादिक्रम",അക്ഷരമാല ഓർഡർ
कहासुनी,വാസസ്ഥലമായ
" एकांतर , विकल्पी",ഏകാന്തരക്രമത്തിൽ
"विकल्प,वैकल्पिक",ബദൽ
समामेलन,സംയോജനം
"संशोधित मसौदा, संशोधित प्रारूप",ഭേദഗതി ചെയ്ത ഡ്രാഫ്റ്റ്
संशोधन,ഭേദഗതി
सुख-सुविधा,സഖ്യം
"सौहार्दपूर्ण, मैत्रीपूर्ण",മിതഭാവമുള്ള
गोला-बारूद,വെടിക്കോപ്പ്
"ऋण परिशोधन, ऋण मुक्‍ति",കടത്തിന്റെ പവിത്രത
" राशि, रक़म, मात्रा",സംഖ
पेन्शन राशि,പെൻഷന്റെ തുക
अनुरूप पद,അനലോഗസ് പോസ്റ്റ്
विश्‍लेषण,വിശകലനം
विश्‍लेषणात्मक अध्ययन,അനലിറ്റിക്കൽ പഠനം
पूर्वज,പൂര്വ്വികന്
अनुषंगी उद्‌योग,അനുബന്ധ വ്യവസായം
बैर,ബദ്ധവൈരം
संलग्नक,അനുബന്ധം
वर्षगांठ,വാര്ഷികദിനം
"उद्‌घोषण, ऐलान, आख्यापन",അറിയിപ്പ്
"खिन्‍नता, चिढ, खीज",ഉപദവം
वार्षिक वित्‍तीय विवरण,വാർഷിക സാമ്പത്തിക പ്രസ്താവന
वार्षिक रिपोर्ट,വാർഷിക റിപ്പോർട്ട്
वार्षिकी,ആന്വിറ്റി
"अनाम, गुमनाम",പേരറിയാത്ത
गुमनाम शिकायत,അജ്ഞാത പരാതി
जवाबदेही,ഉത്തരവിദ്ധി
उत्‍तर पत्रक,ഉത്തരക്കടലാസ്
विरोधी,ശതാപകന്
पूर्ववृत्‍त,മുൻഗാമികൾ
प्रत्याशित व्यय,പ്രതീക്ഷിച്ച ചെലവ്
प्रत्याशित आय,പ്രതീക്ഷിച്ച വരുമാനം
" प्रत्याशा , पूर्वानुमान",മുന്തോന്നല്
अग्रिम ज़मानत,മുൻകൂട്ടി ജാമ്യം
भ्रष्‍टाचार-निरोधक उपाय,അഴിമതി വിരുദ്ധ നടപടി
"प्रति-पाटन, पाटन-निरोधी",വിരുദ്ധ ഡമ്പിംഗ്
पुरावस्तु,പഴക്കം ചെന്ന
रंगभेद,വർത്തിഡ്
उदासीनता,അപരാഭിചികം
शीर्ष निकाय,അപെക്സ് ബോഡി
क्षमायाचना,ക്ഷമാപണം
"अपील,अपील करना",പുനര്വിചാരണയ്ക്ക് അപേക്ഷിക്കുക
" हाजि़री , उपसंजाति  , रूप",കാഴ്ച
तुष्‍टीकरण,വിശേഷണം
अपील अधिकरण,അപ്പീലേറ്റ് ട്രൈബ്യൂണൽ
परिशिष्‍ट,അനുബന്ധം
उपयंत्र,ഉപകരണം
"अनुप्रयोज्य, लागू",പയോഗക്ഷമമായ
आवेदक,അപേക്ഷക
" आवेदन, अर्ज़ी , अनुप्रयोग, लागू होना",അപേക്ഷ
"आवेदन पत्र, अर्ज़ी",അപേക്ഷാ ഫോറം
अनुप्रयुक्‍त,പ്രയോഗിച്ചു
" आवेदन करना, अर्जी देना , लागू करना, लागू होना , अनप्रयुक्‍त होना",അപേക്ഷിക്കുക
नियुक्‍त व्यक्‍ति,നിയമിത
नियुक्‍ति प्राधिकारी,അധികാരം നിയമിക്കുന്നു
नियुक्‍ति,നിയമനം
नियुक्‍ति पत्र,നിയമന പത്രിക
मंत्रीमंडलीय नियुक्‍ति समिति,മന്ത്രിസഭയുടെ നിയമന സമിതി
मजदूरी प्रभाजन,വേതനത്തെ വിഭവങ്ങൾ
"मूल्यनिरूपण, आंकना",വിലനിശ്ചയിക്കല്
मूल्यांक,വിലഹരവാദി
" सराहना , वृद्‌धि",അഭിനന്ദനം
" पकड़ा जाना, गिरफ़्तारी ,बोध, समझ , आशंका",അവബോധം
शिक्षु,തൊഴില്പരിശീലക
" पहुंच,उपगम , उपमार्ग ,दृष्‍टिकोण",സമീപിക്കുക
" उपयुक्‍त, उचित , विनियोजन करना",അനുഗുണമായ
उचित कार्रवाई,ഉചിതമായ പ്രവർത്തനം
उपयुक्‍त शीर्ष,ഉചിതമായ തല
विनियोजन,വിനിയോഗം
अनुमोदन,അംഗീകരിക്കല്
"लगभग, सन्‍निकट",ഏകദേശമായ
"अभिक्षमता परीक्षा, रुझान परीक्षण",ആപ്റ്റിറ്റ്യൂഡ് ടെസ്റ്റ്
मनमाना,സേച്ഛാചാരിയായ
मध्यस्थता करना,മാദ്ധസ്ഥം വഹിക്കുക
"विवाचन, माध्यस्थम् ",മാദ്ധസ്ഥം
माध्यस्थम् अधिकरण,മാദ്ധ്യസ്ഥതാ ട്രിബ്യൂണൽ
"विवाचक, मध्यस्थ",മദ്ധസ്ഥന്
वास्तुकला,വാസ്തുവിദ
अभिलेखागार,ഗന്ഥരക്ഷാലയം
" क्षेत्र , क्षेत्रफल",പദേശം
"क्षेत्र मुख्यालय, क्षेत्रीय मुख्यालय",ഏരിയസ്ഥാനം
"तर्क, बहस",വാദം
"उठना, उद्‌भूत होना, पैदा होना",എഴുന്നേല്ക്കുക
" सशस्त्र बल , सशस्त्र सेनाएं",സായുധ സേന
" व्यवस्था ,विन्यास , प्रबंध",കമീകരണം
बक़ाया,ഊരി
बक़ाया विवरण,അരീയർ പ്രസ്താവന
आगमन रिपोर्ट,വരവ് റിപ്പോർട്ട്
"दंभ,अक्खड़पन",ധിക്കാരം
"आयुधागार, शास्त्रागार",ആയുധശാല
" अनुच्छेद , वस्तु , लेख",പദാര്ത്ഥം
संस्था के अंतर्नियम,അസോസിയേഷന്റെ ലേഖനങ്ങൾ
नियमावली,ലേഖനങ്ങൾ
आरोही क्रम,ആരോഹണ ക്രമം
अभिनिश्‍चित करना,നിർണ്ണയിക്കുന്ന
जैसा है जहाँ है,എവിടെയാണ്
" पहलू, पक्ष , दृष्‍टि",വശം
लांछन,കയറിയ
"हत्या,हनन",രാഷ്ടീയക്കൊല
हमला,കയ്യേറ്റം നടത്തുക
" जुटना, एकत्र होना, इकट्ठा होना ,जोड़ना , सम्मिलित करना, एकत्र करना",സംയോജിപ്പിക്കുക
" सभा , जमाव",നിയമനിര്മ്മാണസഭ
अनुमति,അനുമതി
"दृढ़ता से कहना,जोर देकर कहना",ഉറപ്പുപറയുക
निर्धारिती,വിലയിരുത്തുന്ന
निर्धारण,നികുതിചുമത്തല്
निर्धारण वर्ष,വിലയിരുത്തൽ വർഷം
" कर-निर्धारक , असेसर",അസര്യാകം
परिसंपत्‍ति,ആസ്തി
समनुदेशिती,നിയമനിക
" समनुदेशन ,सुपुर्द काम",ചുമതല
समनुदेशक,യാസ
"सहायता, मदद",സഹായം
" सह , सहयुक्‍त , सम्मिलित करना, सहयुक्‍त करना",തോഴന്
" संघ , संगम  , संबंध,साहचर्य",ചങ്ങാത്തം
कार्यभार-ग्रहण,ചാർജ് അനുമാനം
" आश्‍वासन , बीमा , हस्तांतरण पत्र",ഉറപ്പുനല്കല്
बीमा कंपनी,അഷ്വറൻസ് കമ്പനി
आश्‍वस्त करना,ഉറപ്പുതരുന്നു
बट्टे पर,കിഴിവിൽ
परमाणु शक्‍ति,ആറ്റോമിക് പവർ
सममूल्य पर,തുല്യത്തിൽ
"बढ़े मूल्य पर,अधिमूल्य पर,प्रीमियम पर",പ്രീമിയത്തിൽ
" साथ लगाना,संलग्न करना , कुर्की करना",ഘടിപ്പിക്കുക
संलग्न कार्यालय,അറ്റാച്ചുചെയ്ത ഓഫീസ്
" संलग्नक ,कुर्की",ബന്ധം
कुर्की आदेश,അറ്റാച്ചുമെന്റ് ഓർഡർ
"लब्धि,प्राप्‍ति",നേട്ടം
"प्रयत्‍न करना,प्रयत्‍न",പരിശമം
"उपस्थिति,हाजि़री",ഹാജർ
"उपस्थिति पंजी,हाजि़री रजिस्टर",ഹാജർ രജിസ്റ്റർ
उपस्थिति पर्ची,പങ്കെടുക്കുന്ന സ്ലിപ്പ്
" ध्यान ,सावधान",ശ്രദ്ധ
"अनुप्रमाणन,तसदीक़",സാക്ഷ്യപ്പെടുത്തൽ
"अनुप्रमाणित प्रति, साक्ष्यांकित प्रति",സാക്ഷ്യപ്പെടുത്തിയ പകർപ്പ്
अभिवृत्‍ति,ഭാവം
आकर्षक वेतन,ആകർഷകമായ ശമ്പളം
नीलामी,ലേലം
नीलामकर्ता,ലേറ്റീയർ
नीलामी बिक्री,ലേല വിൽപ്പന
" श्रोता , दर्शक , सुनवाई , दर्शन",സദസര്
दृश्य-श्रव्य प्रदर्श,ഓഡിയോ-വിഷ്വൽ ഡിസ്പ്ലേ
दृश्य-श्रव्य प्रचार,ഓഡിയോ-വിഷ്വൽ പബ്ലിസിറ്റി
"  लेखापरीक्षा , संपरीक्षा",കണക്കുപരിശോധിക്കുക
"परीक्षित लेखा, संपरीक्षित लेखा",ഓഡിറ്റുചെയ്ത അക്കൗണ്ടുകൾ
समपरीक्षित तुलनपत्र,ഓഡിറ്റുചെയ്ത ബാലൻസ് ഷീറ്റ്
लेखा परीक्षण,ഓഡിറ്റിംഗ്
लेखापरीक्षा आपत्‍ति,ഓഡിറ്റ് എതിർപ്പ്
लेखापरीक्षक की रिपोर्ट,ഓഡിറ്ററുടെ റിപ്പോർട്ട്
प्रेक्षागृह,ആഡിറ്റോറിയം
लेखापरीक्षा पैरा,ഓഡിറ്റ് ഖണ്ഡിക
लेखापरीक्षा रिपोर्ट,കണക്കിറ്റ് റിപ്പോർട്ട്
मितोपभोग,ഉത്സവമായ
मितोपभोग उपाय,ചെലവുചുരുക്കൽ നടപടികൾ
प्रामाणिक,ആധികാരികം
प्राधिकृत प्रतिनिधि,അംഗീകൃത പ്രതിനിധി
" प्राधिकृत , प्राधिकारिक",അംഗീകാരപരമായ
" (व्यक्‍ति) प्राधिकारी , प्राधिकार , प्राधिकरण ,अधिकारी विद्‌वान",അധികാരം
प्राधिकार पत्र,അതോറിറ്റി കത്ത്
प्राधिकृत,അധികാരപ്പെടുത്തി
प्राधिकृत पूंजी,അംഗീകൃത മൂലധനം
स्वचालित,ഓട്ടോമാറ്റിക്
स्वायत्‍त,സയംശാസിതമായ
स्वायत्‍त निकाय,സ്വയംഭരണ സംഘടന
स्वायत्‍तता,സയംഭരണാവകാശം
सहायक,ഉക്സിലറി
"प्राप्य,उपलब्ध",സുലഭം
" औसत ,  सामान्य",ശരാശരി
औसत छुट्टी,ശരാശരി അവധി
विरुचि,അപീതി
बचा लेना,അകറ്റുക
"परिहार करना,परिवर्जन करना, से बचना",ഒഴിവാക്കുക
कर देने से बचना,നികുതി ഒഴിവാക്കുക
प्रतीक्षित,കാത്തിരിക്കുന്നു
" पंचाट , अधिनिर्णय , पुरस्कार , प्रदान करना",കൊടുക്കുക
अधिनिर्णयन प्राधिकारी,അതോറിറ്റി അവാർഡ്
जागरूकता,ബോധപ്പെടുത്തല്
पूर्व-दिनांकित,കസ്റ്റേറ്റഡ്
पृष्‍ठभूमि,പശ്ചാത്തലം
पिछला बक़ाया,ബാക്ക് ലോഗ്
"मुकर जाना, से हटना",പുറപ്പെട്ടു
पिछला संदर्भ,തിരികെ റഫറൻസ്
पूर्तिकर,ബാക്കപ്പ് ചെയ്യുക
पिछड़ा वर्ग,പിന്നോക്ക ക്ലാസുകൾ
पिछड़ी जनजाति,പിന്നോക്ക ഗോത്രം
"अलाभकर सौदा, घाटे का सौदा",മോശം വിലപേശൽ
बुरा व्यवहार,ചീത്ത സ്വഭാവം
" दुश्‍चरित्र , दु:शील",മോശം പ്രതീകം
विषम जलवायु भत्‍ता,മോശം കാലാവസ്ഥാ അലവൻസ്
दुराचरण,മോശം പെരുമാറ്റം
अशोध्य ऋण,കിട്ടാ കടം
असबाब,ബാഗ്
ज़मानत,ജാമം
" शेष,बाक़ी ,संतुलन",ബാക്കി
अधोनीत शेष,ബാലൻസ് കൊണ്ടുവന്നു
अग्रेनीत शेष,ബാലൻസ് മുന്നോട്ട് കൊണ്ടുവന്നു
संतुलित बजट,സമതുലിതമായ ബജറ്റ്
तुलन पत्र,ബാലൻസ് ഷീറ്റ്
" मतपत्र , मतदान",വോട്ടിന്റെ നറുക്ക്
मतपेटी,ബാലറ്റ് ബോക്സ്
मतपत्र,ബാലറ്റ് പേപ്പർ
"प्रतिबंध,रोक,पाबंदी",നിരോധനം
" बैंक , साहूकारी करना",ബാങ്ക്
बैंक खाता,ബാങ്ക് അക്കൗണ്ട്
बैंक शेष,ബാങ്ക് ബാലൻസ്
बैंक प्रभार,ബാങ്ക് ചാർജുകൾ
"बैंक गारंटी,बैंक प्रत्याभूति",ബാങ്ക് ഗ്യാരന്റി
बैंक अवकाश,ബാങ്ക് അവധി
बैंकिंग सुविधाबैंककारी सुविधा,ബാങ്കിംഗ് സൗകര്യം
बैंकिंग कार्य-समय,ബാങ്കിംഗ് സമയം
"बैंक कार्य-व्यवहार,बैंक लेन-देन",ബാങ്കിംഗ് ഇടപാട്
बैंक दर,ബാങ്ക് നിരക്ക്
बैंक समाधान,ബാങ്ക് അനുരഞ്ജനം
दिवालिया,നിര്ദ്ധനന്
"बैंक प्रतिभूति,बैंक ज़मानत",ബാങ്ക് സുരക്ഷ
बैंक विवरण,ബാങ്ക് സ്റ്റേറ്റ്മെന്റ്
"प्रीतिभोज, भोज",വിരോതം
"विधिज्ञ परिषद्,बार काउंसिल",ബാർ കൗൺസിൽ
"सौदा,सौदा करना",വില്പ്പനക്കരാര്
"सौदेबाजी, सौदाकारी",വില പേശൽ
बंजर भूमि,തരിശുഭൂമി
वस्तु विनिमय,ചരക്കുകൈമാറ്റക്കച്ചവടം
आधार,അടിത്തറ
"निराधार, बेबुनियाद",അടിസ്ഥാനപരമായ
तहख़ाना,കെട്ടിടത്തിന്റെ അടിത്തറ
आधार वर्ष,അടിസ്ഥാന വർഷം
"मूल,बुनियादी",അടിസ്ഥാനപരമായ
मूलतः बुनियादी तौर पर,അടിസ്ഥാനപരമായി
आधारिक आसूचना,അടിസ്ഥാന ഇന്റലിജൻസ്
मूल वेतन,അടിസ്ഥാന ശമ്പളം
मूल वेतनमान,ശമ്പളത്തിന്റെ അടിസ്ഥാന തോത്
बुनियादी प्रशिक्षण,അടിസ്ഥാന പരിശീലനം
आधार,അടിസ്ഥാനം
" बैच, टोली , खेप, घान",ഓടിക്കല്ല്
"बैच नंबर, खेप नंबर",ബാച്ച് നമ്പര്
धारक चैक,ചുമക്കുന്ന ചെക്ക്
पूर्व-कथित,ഉദ്ധരിച്ചതിന് മുമ്പ്
व्यवहार,പെരുമാറ്റം
विश्‍वास,വിശാസം
अवमूल्य पर,പാരത്തില് താഴെ
" न्यायपीठ,बेंच",ബഞ്ച്
" तल चिह्‌न , मानक",ബെഞ്ച്മാർക്ക്
"लाभप्रद, हितकारी",പ്രയോജനകരമായ
"हितभागी,लाभार्थी",പയോജകന്
"हितलाभ, हित, लाभ",ആനുകൂലം
संदेह लाभ,സംശയത്തിന്റെ പ്രയോജനം
हितकारिता,നന്മ
हितकारी निधि,ബെൻ വോളന്റ് ഫണ്ട്
" वसीयत करना , वसीयत द्‌वारा देना",Arequeliathe
वसीयत,അയവിസ്താരം
