Tamil,Hindi
உண்மையான தசம புள்ளி,वास्तविक दशमलव बिन्दु
உண்மையான வழிமுறை (= பயனுள்ள அறிவுறுத்தல்),प्रभावी अनुदेश
உண்மையான விசை,वास्तविक कुंजी
உண்மையான நேரம்,वास्तविक काल
உண்மையான வேலை நேரம்,वास्तविक कार्य काल
செயல்பாட்டு சமிக்ஞை,प्रवर्तक संकेत
தகவமைப்பு,अनुकूलनीयता
பின்னல்,अनुकूलित्र
தகவமைப்பு சேனல் ஒதுக்கீடு,अनुकूली प्रणाल नियतन
தகவமைப்பு ஒருங்கிணைப்பு,अनुकूली समाकलन
தகவமைப்பு குறுக்குவெட்டு சமநிலை,अनुकूली अनुप्रस्थ तुल्यकारक
நுழைவு சேர்க்கப்பட்டது,योजित प्रविष्ट
கூடுதல்,योज्य
அடி,योजक
சேர்க்கை துணைப்பிரிவு,योजक व्यवकलक
கோப்பைச் சேர்க்கவும்,योजी संचिका
கூடுதல் எழுத்து (= சிறப்பு எழுத்து),विशिष्ट संप्रतीक
கூடுதலாக ரெக்கார்டர்,योग अभिलेख
கூடுதலாக அட்டவணை,योग सारणी
சேர்க்கை பண்புக்கூறு,योज्य गुण
பயன்முறையைச் சேர்க்கவும்,योग विधा
செயல்பாட்டைச் சேர்க்கவும்,योग संक्रिया
முகவரி,पता
முகவரி அளவீடு,पतायोग्यता माप
முகவரியிடக்கூடிய கிடைமட்ட நிலை,पतायोग्य क्षौतिज स्थिति
முகவரிக்குரிய புள்ளி,पतायोग्य बिन्दु
முகவரி செய்யக்கூடிய நிலை,पतायोग्य स्थिति
முகவரிக்குரிய பதிவு,पतायोग्य पंजी
முகவரியிடக்கூடிய சேமிப்பு,पतायोग्य भंडारण
முகவரியிடக்கூடிய செங்குத்து நிலை,पतायोग्य ऊर्ध्वाधर स्थिति
முகவரி பஸ்,पता बस
முகவரி குறியீடு,पता कूट
முகவரி ஒப்பீட்டாளர்,पता तुलनित्र
முகவரி கணக்கீடு,पता अभिकलन
முகவரி மாறிலி,पता अचर
முகவரி மாற்றம்,पता रूपांतरण
முகவரி தரவு,पता आँकड़े
உரையாற்றப்பட்ட நினைவகம்,पतायुक्त स्मृति
முகவரி பயனுள்ளதாக இருக்கும்,प्रभावी पता
முகவரி புலம்,पता क्षेत्र
முகவரி வடிவம்,पता संरूप
முகவரி இலவச நிரல்,पता निरपेक्ष क्रमादेश
முகவரி,पताभिगमन
முகவரி  எழுத்து,पताभिगमन संप्रतीक
குறுக்கீடு,पताभिगमन अंतरायन
முகவரி லூப்,पताभिगमन पाश
மெய்நிகர் நினைவகத்தை உரையாற்றுதல்,पताभिगमन आभासी स्मृति
முகவரி ஒன்றோடொன்று,पता अंतर्ग्रथन
முகவரி இல்லாத அறிவுறுத்தல் வடிவம்,पतारहित अनुदेश संरुप
முகவரி வரி,पता लाइन
முகவரி மேப்பிங்,पता प्रतिचित्रण
முகவரி குறி,पता चिह्न
முகவரி மாற்றம்,पता आपरिवर्तन
முகவரி பகுதி,पता भाग
முகவரி சுட்டிக்காட்டி,पता संकेतक
முகவரி பதிவு,पता पंजी
முகவரி சமிக்ஞை,पता संकेत
முகவரி அளவு,पता आमाप
முகவரி இடம்,पता स्थान
முகவரி விண்வெளி அடையாளங்காட்டி,पता स्थान अभिज्ञापक
முகவரி நிறுத்தம்,पता विराम
முகவரி சுவடு,पता अनुरेख
முகவரி பாடல்,पता मार्ग
முகவரி மொழிபெயர்ப்பு,पता अनुवाद
முகவரி மொழிபெயர்ப்பாளர்,पता अनुवादक
கூடுதல் துணை நேரம்,संकलन व्यवकलन काल
நேரம் சேர்க்கவும்,संकलन काल
அடுத்துள்ள,संलग्नता
அருகிலுள்ள அமைப்பு,संलग्नता संरचना
அருகிலுள்ள சேனல்,संलग्न प्रणाल
அருகிலுள்ள டொமைன்,संलग्न प्रांत
அருகிலுள்ள மேட்ரிக்ஸ்,सहखंडज मैट्रिक्स
அருகிலுள்ள முனை,संलग्न आसंधि
அருகிலுள்ள சப்ரியா,संलग्न उपक्षेत्र
தொடை (அமைப்பு),संलग्न (तंत्र)
சரிசெய்யவும்,समायोजन
சரிசெய்யக்கூடிய அளவு,समायोज्य विस्तार
உரை பயன்முறையை சரிசெய்யவும்,समायोज्य पाठ्यांश विधा
நிர்வாக தரவு செயலாக்கம்,प्रशासनिक आँकड़ा संसाधन
நிர்வாக செயல்பாடு,प्रशासनिक प्रचालन
நிர்வாக ஆபரேட்டர்,प्रशासनिक प्रचालक
நிர்வாக ஆபரேட்டர் நிலையம்,प्रशासनिक प्रचालन केन्द्र
நிர்வாக ஆதரவு அமைப்பு,प्रशासन सहाय तंत्र
மேம்பட்ட தொடர்பு சேவை,उन्नत संचार सेवा
மேம்பட்ட தகவல் அமைப்பு,उन्नत सूचना तंत्र
மேம்பட்ட ஆப்டிகல் கேரக்டர் ரீடர்,उन्नत प्रकाशिक संप्रतीक पठित्र
மேம்பட்ட அறிவியல் கணினி,उन्नत वैज्ञानिक अभिकलित्र
வான்வழி,एरियल
மதிப்பீட்டு,पुंज
மொத்த வெளிப்பாடு,पुंज व्यंजक
இலக்கு வட்டம்,संधानित्र
இலக்கு புலம் (= இலக்கு சின்னம்),संधान प्रतीक
நோக்கம் சின்னம்,संधान प्रतीक
வான்வழி கணினி அமைப்பு,वायुवाहित अभिकलित्र तंत्र
இயற்கணித ஈஜென்வெல்யூ சிக்கல்,बीजीय आइगनमान समस्या
இயற்கணித  ஒருங்கிணைப்பு,बीजीय समाकलन
இயற்கணித மொழி,"बीजीय भाषा, बीज भाषा"
இயற்கணித கையாளுதல்,बीजीय प्रकलन
இயற்கணித கையாளுதல் மொழி,बीजीय प्रकलन भाषा
இயற்கணித சார்ந்த மொழி,बीजोन्मुखी भाषा
இயற்கணித மாற்றம்,बीजीय विस्थापन
இயற்கணித அடையாளம் மாநாடு,बीजीय चिह्न परिपाटी
அல்கோல்,ऐल्गॉल
அல்கோல் அம்சம்,ऐल्गॉल लक्षण
அல்கோல் நிரலாக்க,ऐल्गॉल क्रमादेशन
வழிமுறை,"कलन विधि, एल्गोरिथ्म"
அல்காரிதம் துணை மொழி,कलन विधि साहचर्य भाषा
வழிமுறை வகைப்பாடு,कलन विधि वर्गीकरण
வழிமுறை சிக்கலானது,कलन विधि जटिलता
அல்காரிதம் கணக்கீடு,कलन विधि अभिकलनीयता
வழிமுறை பகுப்பாய்வு,कलन विधि विश्लेषण
வழிமுறை அணுகுமுறை,कलनविधीय उपगमन
வழிமுறை மொழி,कलनविधीय भाषा
வழிமுறை வழக்கம்,कलनविधीय नेमका
வழிமுறை கோட்பாடு,कलनविधीय सिद्धांत
மாற்றுப்பெயர்,अपर
மாற்றுப்பெயர்ச்சி,उपघटन
மாற்றுப்பெயர் பெயர் (= மாற்று பெயர்),"अपर नाम, उर्फ नाम"
சீரமைப்பு,सरेखण
ஒதுக்கவும்,नियतन
ஒதுக்கீடு அமைப்பு,नियतन संरचना
அனைத்து நோக்கம் கொண்ட கணினி,सर्वोद्देशीय अभिकलित्र
அகரவரிசை எழுத்து,अक्षरात्मक संप्रतीक
அகரவரிசை எழுத்து தொகுப்பு,अक्षरात्मक संप्रतीक समुच्चय
அகரவரிசை எழுத்து துணைக்குழு,अक्षरात्मक संप्रतीक उपसमुच्चय
அகரவரிசை குறியீடு,अक्षरात्मक कूट
அகரவரிசை மாற்றம்,अक्षरात्मक विस्थापन
அகரவரிசை சரம்,अक्षरात्मक रज्जु
அகரவரிசை சொல்,अक्षरात्मक शब्द
அகரவரிசை,वर्णानुक्रमण
ஆல்பாஜோமெட்ரிக்ஸ்,अक्षरात्मक ज्यामितिकी
ஆல்பமெரிக்,अक्षरांकीय
ஆல்பமோசைக்,अल्फामोजेक
எண்ணெழுத்து,अक्षरांकीय
எண்ணெழுத்து விசைப்பலகை சாதனம்,अक्षरांकीय कुंजीपटल युक्ति
எண்ணெழுத்து எழுத்து தொகுப்பு,अक्षरांकीय संप्रतीक समुच्चय
எண்ணெழுத்து குறியீடு,अक्षरांकीय कूट
எண்ணெழுத்து குறியீட்டு எழுத்து தொகுப்பு,अक्षरांकीय कूटलिखित संप्रतीक समुच्चय
எண்ணெழுத்து தரவு,अक्षरांकीय आँकड़े
எண்ணெழுத்து காட்சி சாதனம்,अक्षरांकीय प्रदर्श युक्ति
எண்ணெழுத்து திருத்தப்பட்ட எழுத்து,अक्षरांकीय संपादित संप्रतीक
எண்ணெழுத்து புலம்,अक्षरांकीय क्षेत्र
எண்ணெழுத்து அறிவுறுத்தல்,अक्षरांकीय अनुदेश
எண்ணெழுத்து விசைப்பலகை,अक्षरांकीय कुंजी पटल
எண்ணெழுத்து வகை,अक्षरांकीय शाटन
எண்ணெழுத்து சேமிப்பு,अक्षरांकीय भंडारण
மாற்றக்கூடிய நினைவகம்,परिवर्तनीय स्मृति
மாற்ற சுவிட்ச்,परिवर्तन स्विच
மாற்றுதல்,परिवर्तन
மாற்று பயன்முறை,परिवर्तन विधा
மாற்று மீட்பு,वैकल्पिक पुनःप्राप्ति
மாற்று பாதை,वैकल्पिक मार्ग
மாற்று ரூட்டிங்,वैकल्पिक मार्गचयन
மாற்று பாதை,वैकल्पिक मार्ग
மாற்று (= அல்லது செயல்பாடு),अथवा' संक्रिया
மாற்று பண்புக்கூறு,वैकल्पिक गुण
மாற்று மறுப்பு (= இல்லை-மற்றும் செயல்பாடு),तथा पूरक' संक्रिया
தெளிவற்ற பிழை,संदिग्धता त्रुटि
தெளிவற்ற குறிப்பு,संदिग्धता संर्दभ
அனலாக்ஸ்,अनुरूप
அனலாக் சேர்க்கை,अनुरूप योजक
அனலாக் சேனல்,अनुरूप प्रणाल
அனலாக் கணினி,अनुरूप अभिकलित्र
அனலாக் மாற்றி,अनुरूप परिवर्तक
அனலாக் தரவு,अनुरूप आँकड़े
அனலாக் டிவைடர்,अनुरूप विभाजनी
அனலாக் வசதி முனையம்,अनुरूप सुविधा टर्मिनल
அனலாக் செயல்பாடு  ஜெனரேட்டர்,अनुरूप फलन जनक
அனலாக் ஒருங்கிணைப்பு,अनुरूप समाकलन
அனலாக் பெருக்கி,अनुरूप गुणक
அனலாக் நிரலாக்க,अनुरूप क्रमादेशन
அனலாக் அளவிடுதல்,अनुरूप मापन
அனலாக் சிக்னல்,अनुरूप संकेत
அனலாக் உருவகப்படுத்துதல்,अनुरूप अनुकार
அனலாக் சுவிட்ச்,अनुरूप स्विच
அனலாக் அமைப்பு,अनुरूप तंत्र
டிஜிட்டலுக்கு அனலாக்  மாற்றி,अनुरूप अंकीय परिवर्तक
டிஜிட்டலுக்கு அனலாக்  குறியாக்கி,अनुरूप अंकीयकूटलेखक
அனலாக் பரிமாற்றம்,अनुरूप संचरण
அனலாக் வகை,अनुरूप प्रकार
பகுப்பாய்வு தொகுதி,विश्लेषण खंड़क
பகுப்பாய்வு முறை,विश्लेषण विधा
பகுப்பாய்வு இயந்திரம்,वैश्लेषिक इंजन
மூதாதையர் பணி,पूर्वज कार्य
துணை உபகரணங்கள்,सहायक उपकरण
மற்றும்,तथा'
மற்றும் சுற்று,तथा' परिपथ
மற்றும் உறுப்பு,तथा' अवयव
மற்றும் வாயில்,तथा' द्वार
மற்றும் மறைத்தல்,तथा' प्रच्छादन
மற்றும் செயல்பாடு அல்ல (= விலக்கு,अपवर्जन
மற்றும் செயல்பாடு,तथा' संक्रिया
இணைப்பு நினைவகம்,चयक स्मृति
சிறுகுறி,टिप्पण
அறிவிப்பாளர்,आख्यापित्र
பதில்,तुरत उत्तर
பதில் தாமதம்,उत्तर विलंब
பதிலளிக்கும் நேரம்,उत्तर काल
பதில் விளக்கு,उत्तर बत्ती
பதில் பட்டியல்,उत्तर सूची
பதில்,केवल उत्तर
எதிர்பார்ப்பு பயன்முறை,प्रत्याशा विधा
எதிர்பார்ப்பு இடையக,प्रत्याशामूलक चयकन
எதிர்பார்ப்பு கேரி,प्रत्याशामूलक हासिल
எதிர்பார்ப்பு பேஜிங்,प्रत्याशामूलक पृष्ठन
எதிர்விளைவு செயல்பாடு,प्रतिसंपाती संक्रिया
எதிர்விளைவு உறுப்பு,प्रतिसंपाती अवयव
அபீரியோடிக் ஆண்டெனா,अनावर्ती ऐन्टेना
துளை அட்டை,द्वारक पत्रक
துளை குறியீடு,द्वारक कूट
துளை நேரம்,द्वारक काल
இணைப்பு,अनुबंध
இணைப்பு பணி,अनुबंध कार्य
பயன்பாட்டு உருவாக்குநர்,अनुप्रयोग विकासक
பயன்பாட்டு அடுக்கு,अनुप्रयोग स्तर
பயன்பாட்டு சார்ந்த மொழி,अनुप्रयोग मूलक भाषा
பயன்பாட்டு தொகுப்பு,अनुप्रयोग (क्रमादेश) संकुल
பயன்பாட்டு நிரல்,अनुप्रयोग क्रमादेश
பயன்பாட்டு நிரலாக்க,अनुप्रयोग क्रमादेशन
பயன்பாடு தேவையான மொழி,अनुप्रयोग अपेक्षित भाषा
பயன்பாட்டு மென்பொருள்,अनुप्रयोग प्रक्रिया सामग्री
Applique,अधिरोपण
தோராயக் கோட்பாடு,सन्निकटन सिद्धांत
தன்னிச்சையான அணுகல்,स्वेच्छ अभिगम
தன்னிச்சையான வரிசை கணினி,स्वेच्छ अनुक्रम अभिकलित्र
நடுவர்,मध्यस्थ
கட்டிடக்கலை,"वास्तुकला, स्थापत्यकला"
காப்பகப்படுத்துதல்,पुराभंडारण
பகுதி குறியீடு,क्षेत्र कूट
பகுதி தேடல்,क्षेत्र खोज
பகுதி பரிமாற்றம்,क्षेत्र स्थानांतरण
பகுதி மாறி,क्षेत्र चर
வாதம்,स्वतंत्र चर
வாத முகவரி,स्वतंत्र चर पता
வாத பட்டியல்,स्वतंत्र चर सूची
எண்கணித அறிவுறுத்தல்,अंकगणितीय अनुदेश
எண்கணித மற்றும் தர்க்க அலகு,अंक गणितीय एंव तर्क एकक
எண்கணித ஒதுக்கீட்டு அறிக்கை,अंकगणितीय नियतन कथन
எண்கணித சோதனை,अंकगणितीय जाँच
எண்கணித மாறிலி,अंकगणितीय अचर
எண்கணித மாற்றம்,अंकगणितीय रूपांतर
எண்கணித தரவு,अंकगणितीय आँकड़े
எண்கணித விதிவிலக்கு,अंकगणितीय अपवाद
எண்கணித வெளிப்பாடு,अंकगणितीय व्यंजक
எண்கணித நிலையான புள்ளி,अंकगणितीय नियत बिन्दु
எண்கணித வரிசைமுறை,अंकगणितीय पदानुक्रम
அறிக்கை என்றால் எண்கணிதம்,अंकगणितीय 'यदि' कथन
எண்கணித தர்க்கம்,अंकगणितीय तर्क
எண்கணித தர்க்க அலகு,अंकगणितीय तर्क एकक
எண்கணித செயல்பாடு,अंकगणितीय संक्रिया
எண்கணித ஆபரேட்டர்,अंकगणितीय संकारक
எண்கணித வழிதல்,अंकगणितीय अधिप्रवाह
எண்கணித படத் தரவு,अंकगणितीय चित्र आँकड़े
எண்கணித முன்னுரிமை,अंकगणितीय पूर्वता
எண்கணித முதன்மை,अंकगणितीय प्राथमिक अवयव
எண்கணித பதிவு,अंकगणितीय पंजी
எண்கணித உறவு,अंकगणितीय संबंध
எண்கணித ஸ்கேன்,अंकगणितीय क्रमवीक्षण
எண்கணித பிரிவு,अंकीय अनुभाग
எண்கணித மாற்றம்,अंकगणितीय विस्थापन
எண்கணித மாற்றம்,अंकगणितीय विस्थापन
எண்கணித அறிக்கை,अंकगणितीय कथन
எண்கணித கால,अंकगणितीय पद
எண்கணித கீழ்ப்படிதல்,अंकगणितीय अधोप्रवाह
எண்கணித அலகு,अंकीय एकक
வரிசை,सरणी
வரிசை,सरणी परिबंध
வரிசை கணினி,सरणी अभिकलित्र
வரிசை பரிமாணம்,सरणी विमा
வரிசை உறுப்பு,सरणी अवयव
வரிசை வெளிப்பாடு,सरणी व्यंजक
வரிசை பெயர்,सरणी नाम
கட்டமைப்புகளின் வரிசை,संरचना सरणी
வரிசை அச்சிடுதல்,सरणी मुद्रण
வரிசை செயலாக்கம்,सरणी संसाधन
வரிசை செயலி,सरणी संसाधित्र
வெளிப்பாடு புள்ளி,संधि बिन्दु
செயற்கை அறிவாற்றல்,कृत्रिम बोध
செயற்கை நுண்ணறிவு,कृत्रिम बुद्धि
செயற்கை மொழி,कृत्रिम भाषा
செயற்கை மாறி,कृत्रिम चर
கலை பயன்பாட்டு தரவு வங்கி,कला अनुप्रयोग आकड़ा बैंक
கலை பயன்பாட்டு இசை,कला अनुप्रयोग संगीत
கலை பயன்பாட்டு முறை உருவாக்கம்,कला अनुप्रयोग प्रतिरूप जनन
அசெண்டர்,आरोहक
ஏறும் வரிசை,आरोही छँटाई
ASCIL,आस्की
ASCII கட்டுப்பாட்டு தன்மை,आस्की नियंत्रण संप्रतीक
ASCII விசை வாரியம்,आस्की कुंजी पटल
அம்சம்,अभिमुखता
அம்சம் மற்றும்,अभिमुखता पत्रक
ஒன்றுகூடு,कोड़ांतरण
கூடியிருந்த தோற்றம்,कोड़ांतरित उद्गम
காலத்தை ஒன்றிணைக்கவும்,कोडांतरण अवधि
அசெம்பிளர்,कोडांतरक
அசெம்பிளர் டைரெக்டிவ்,कोडांतरक निर्देश
அசெம்பிளர் வசதி,कोडांतरक सुविधा
அசெம்பிளர் மொழி,कोडांतरण भाषा
அசெம்பிளிங்,कोडांतरण
அசெம்பிளிங் கட்டம்,कोडांतरण प्रावस्था
நேரம் திரட்டுதல்,कोडांतरण काल
சட்டசபை,कोडांतरण
சட்டசபை மொழி,कोडांतरण भाषा
சட்டசபை மொழி நிரலாக்க,कोडांतरण भाषा क्रमादेशन
சட்டசபை மொழி மென்பொருள் நெகிழ்வுத்தன்மை,कोडांतरण भाषा प्रक्रियासामग्री नम्यता
சட்டசபை பட்டியல்,कोडांतरण सूचीकरण
சட்டசபை கட்டம்,कोडांतरण प्रावस्था
சட்டசபை வழக்கம்,कोडांतरण नेमका
சட்டசபை நேரம்,कोडांतरण काल
சட்டசபை பிரிவு,कोडांतरण एकक
ஒதுக்கீட்டு அட்டவணைப்படுத்தல்,नियतन सूचीकरण
ஒதுக்கீட்டு செயல்பாடு,नियतन संक्रिया
ஒதுக்கீட்டு அறிக்கை,नियतन कथन
துணை முகவரி,साहचर्य पता
துணை வரிசை பதிவு,साहचर्य सरणी पंजी
துணை விசை,साहचर्य कुंजी
துணை மொழி,साहचर्य भाषा
துணை நினைவகம்,साहचर्य स्मृति
துணை சேமிப்பு,साहचर्य भंडारण
தசம புள்ளி என்று கருதப்படுகிறது,कल्पित दशमलव बिन्दु
சமச்சீரற்ற சாதனம்,असममित युक्ति
சமச்சீரற்ற i/o,असममित नि/नि.
ஒத்திசைவற்ற,अतुल्यकालिक; अतुल्यकाली
ஒத்திசைவற்ற கணினி,अतुल्यकालिक अभिकलित्र
ஒத்திசைவற்ற தரவு பரிமாற்றம்,अतुल्यकालिक आँकड़ा अंतरण
ஒத்திசைவற்ற தரவு பரிமாற்றம்,अतुल्यकालिक आँकड़ा प्रेषण
ஒத்திசைவற்ற சாதனங்கள்,अतुल्यकालिक युक्ति
ஒத்திசைவற்ற செயல்பாடு,"अतुल्यकाली प्रचालन, अतुल्यकाली संक्रिया"
ஒத்திசைவற்ற சமிக்ஞை,अतुल्यकालिक संकेतन
ஒத்திசைவற்ற நேர பிரிவு மல்டிபிளெக்சிங்,अतुल्यकालिक समय विभाजन बहुसंकेतन
ஒத்திசைவற்ற பரிமாற்றம்,अतुल्यकालिक संचरण
ஒத்திசைவற்ற வேலை,अतुल्यकालिक निष्पादन
இணைக்கப்பட்ட செயலாக்கம்,संलग्न संसाधन
இணைக்கப்பட்ட செயலி,संलग्न संसाधित्र
இணைக்கப்பட்ட ஆதரவு செயலி,संलग्न आलंब संसाधित्र
செயல்பாட்டில் கலந்து கொண்டார்,उपस्थितसापेक्ष प्रचालन
பாதை அச்சுப்பொறியில் கலந்து கொண்டார்,उपस्थिति लीक मुद्रित्र
கவனம் குறுக்கீடு,ध्यान अंतरायन
கவனம் விசை,ध्यान कुंजी
விழிப்புணர்வு,क्षीणन
விழிப்புணர்வு மாறிலி,क्षीणनांक
விழிப்புணர்வு விலகல்,क्षीणन विरूपण
விழிப்புணர்வு சமநிலை,क्षीणन तुल्यकारक
அட்டென்யூட்டர்,क्षीणकारी
பண்புக்கூறு,गुण
கேட்கக்கூடிய அலாரம்,श्रव्य सचेतक
ஆடியோ கேசட்,श्रव्य कैसट
ஆடியோ விசாரணை,श्रव्य जाँच
ஆடியோ வரி,श्रव्य लाइन
ஆடியோ பதில்,श्रव्य अनुक्रिया
ஆடியோ மறுமொழி செய்தி,श्रव्य अनुक्रिया संदेश
ஆடியோ மறுமொழி அலகு,श्रव्य अनुक्रिया एकक
ஆடியோடேப் ஸ்டோரேஜ் யூனிட்,श्रव्य टेप भंडारण एकक
ஆடியோ தொலைத்தொடர்பு வரி,श्रव्य दूरसंचार लाइन
ஆடியோ முனையம்,श्रव्य अंतक
தணிக்கை கட்டளை மொழி,लेखापरीक्षा समादेश भाषा
தணிக்கை நிரலாக்க,लेखापरीक्षा क्रमादेशन
தணிக்கை சோதனை,लेखा सत्यापन
ஆகஸ்ட்,योजक
அதிகரிப்பு,संवर्थ
ஆக்மென்டர்,संवर्धक
நூலாசிரியர்,संलेखक
படைப்பாற்றல்,संलेखन
படைப்பாற்றல் அமைப்பு,संलेखन प्रणाली
அதிகாரம்,प्राधिकार
அங்கீகார குறியீடு,प्राधिकरण कूट
அங்கீகரிக்கப்பட்ட நூலகம்,प्राधिकृत क्रमादेश संग्रह
அங்கீகரிக்கப்பட்ட திட்டம்,प्राधिकृत क्रमादेश
அங்கீகரிக்கப்பட்ட நிரல் வசதி,प्राधिकृत क्रमादेश सुविधा
வாகன சுருக்கம்,स्व-साराहरण
ஆட்டோஆன்ஸ்வெர்,स्वतः उत्तरित्र
ஆட்டோ துவக்க,स्वतः उत्थानी
ஆட்டோ பைபாஸ்,स्व उपमार्ग
ஆட்டோ அழைப்பு (= தானியங்கி அழைப்பு),स्वतः आह्वान
ஆட்டோ கோடர்,स्वकूटलेखक
ஆட்டோ டயல்,स्वतः डायलन
ஆட்டோஃப்ளோ,स्वतः प्रवाह
ஆட்டோ அட்டவணை,स्वतः सूचक
ஆட்டோ குறியீட்டு முகவரி,स्वतः सूचकित पताभिगमन
தன்னியக்க,स्वचल प्ररूप
ஆட்டோமேட்டா கோட்பாடு,स्वचल प्ररूप सिद्धांत
தன்னியக்க வகை,स्वचल प्ररूप प्रकार
தானியங்கு நூலியல்,कंप्यूटरित ग्रंथ सूची
தானியங்கு தரவு ஊடகம்,कंप्यूटरित आँकड़ा माध्यम
தானியங்கு அகராதி,कंप्यूटरित कोश
தானியங்கு சொற்களஞ்சியம்,कंप्यूटरित शब्द-संग्रह
தானியங்கு தர்க்க வரைபடம்,स्वचालित तर्क आरेख
தானியங்கு மேலாண்மை,स्वचालित प्रबंध
தானியங்கு உற்பத்தி மேலாண்மை,स्वचालित उत्पादन प्रबंध
தானியங்கு பங்கு கட்டுப்பாடு,स्वचालित स्टॉक नियंत्रण
தானியங்கி சுருக்கம்,स्वतः सार
