Marathi,Gujarati
अडा संगणक भाषा,અદા કોમ્પ્યુટર ભાષા
"1. ऑप्टिमायझर, 2. अनुकूलक","1. ઑપ્ટિમાઇઝર, 2. ઑપ્ટિમાઇઝર"
बेरीज करण्यासाठी),સરવાળે)
बेरीज फाइल,સરવાળો ફાઇલ
"1. अॅडिशन ऑपरेशन, 2. बेरीज ऑपरेशन","1. એડિશન ઓપરેશન, 2. સરવાળો કામગીરી"
जोडणारा,ઉમેરનાર
जाणून घ्या,જાણો
पत्ता बस,સરનામું બસ
पत्ता फाइल,સરનામું ફાઇલ
पत्त्याचे स्वरूप,સરનામું ફોર્મેટ
पत्ता जनरेटर,સરનામું જનરેટર
पत्ता ओळ,એડ્રેસ લાઇન
पत्ता मॅपिंग,સરનામું મેપિંગ
पत्ता सूचक,સરનામું સૂચક
पत्ता नोंदवही,સરનામું રજીસ્ટર
पत्ता ब्रेकडाउन,સરનામું ભંગાણ
पत्ता अनुवाद,સરનામા અનુવાદ
"1. पत्ता मेमरी, 2. पत्ता करण्यायोग्य मेमरी","1. એડ્રેસેબલ મેમરી, 2. એડ્રેસેબલ મેમરી"
संबोधित,સંબોધન
"1. पर्याप्ततेचे निकष, 2. पर्याप्तता निकष","1. પર્યાપ્તતા માપદંડ, 2. પર્યાપ્તતા માપદંડ"
संलग्नक,જોડાણ
"1. व्यवस्थापन, 2. नियंत्रण","1. મેનેજમેન્ટ, 2. નિયંત્રણ"
"1. व्यवस्थापक, 2. नियंत्रक","1. મેનેજર, 2. નિયંત્રક"
adobe acrobat,એડોબ એક્રોબેટ
अडोब फोटोशाॅप,એડોબ ફોટોશોપ
ABAP (प्रगत व्यवसाय प्रोग्रामिंग),ABAP (એડવાન્સ્ડ બિઝનેસ પ્રોગ્રામિંગ)
"1. प्रगत डेटा, 2. प्रगत डेटा","1. અદ્યતન ડેટા, 2. અદ્યતન ડેટા"
प्रगत माहिती प्रणाली,અદ્યતન માહિતી સિસ્ટમ
प्रगत तंत्रज्ञान (AT),એડવાન્સ ટેકનોલોજી (AT)
क्रिया,ક્રિયા
एकत्रीकरण,એકત્રીકરણ
एअरबोर्न संगणक प्रणाली,એરબોર્ન કમ્પ્યુટર સિસ્ટમ
aldus page-make,aldus પૃષ્ઠ બનાવવું
अलर्ट बॉक्स,ચેતવણી બોક્સ
अल्गोल (संगणक भाषा),અલ્ગોલ (કોમ્પ્યુટર ભાષા)
"1. अल्गोरिदम, 2. अल्गोरिदम","1. અલ્ગોરિધમ, 2. અલ્ગોરિધમ"
"1. अल्गोरिदम विश्लेषण, 2. अल्गोरिदम विश्लेषण","1. અલ્ગોરિધમ વિશ્લેષણ, 2. અલ્ગોરિધમ વિશ્લેષણ"
अल्गोरिदम कार्यक्षमता,અલ્ગોરિધમ કાર્યક્ષમતા
"1. इलियास, 2. टोपणनाव, 3. उर्फ","1. ઈલિયાસ, 2. ઉપનામ, 3. ઉર્ફે"
संरेखन,ગોઠવણી
"1. वाटप, 2. वाटप","1. ફાળવણી, 2. ફાળવણી"
"1. वर्णमाला, 2. अक्षर क्रमानुसार","1. આલ્ફાબેટીક, 2. મૂળાક્ષરોનો ક્રમ"
अल्फान्यूमेरिक,આલ્ફાન્યૂમેરિક
"1. अल्फान्यूमेरिक कीबोर्ड ,2. अल्फान्यूमेरिक कीबोर्ड","1. આલ્ફાન્યૂમેરિક કીબોર્ડ, 2. આલ્ફાન્યૂમેરિક કીબોર્ડ"
अल्फा-चाचणी (पहिली स्तर चाचणी),આલ્ફા-પરીક્ષણ (પ્રથમ સ્તર પરીક્ષણ)
"1. अल्फा आवृत्ती, 2. अल्फा फॉर्म","1. આલ્ફા સંસ્કરણ, 2. આલ્ફા ફોર્મ"
alt की,alt કી
altavista,અલ્ટાવિસ્ટા
बहुविधता,બહુવિધતા
अस्पष्ट व्याकरण,અસ્પષ્ટ વ્યાકરણ
अमेरिकन नॅशनल स्टँडीज इन्स्टिट्यूट (ANSI),અમેરિકન નેશનલ સ્ટેન્ડીઝ ઇન્સ્ટિટ્યુટ (ANSI)
अमेरिकन स्टँडर्ड कट (ascii),અમેરિકન સ્ટાન્ડર્ડ કટ (ascii)
"1. समानार्थी, 2. अॅनालॉग","1. અનુરૂપ, 2. એનાલોગ"
"1. अॅनालॉग संगणक, 2. अॅनालॉग संगणक","1. એનાલોગ કોમ્પ્યુટર, 2. એનાલોગ કોમ્પ્યુટર"
"1. अॅनालॉग उपकरण, 2. अॅनालॉग डिव्हाइस","1. એનાલોગ ઉપકરણ, 2. એનાલોગ ઉપકરણ"
"1. अॅनालॉग मॉडेम, 2. अॅनालॉग मॉडेम","1. એનાલોગ મોડેમ, 2. એનાલોગ મોડેમ"
अॅनालॉग ते डिजिटल कन्व्हर्टर,ડિજિટલ કન્વર્ટર માટે એનાલોગ
शेवट (डिजिटल/प्लेन लॉजिक &#39;आणि&#39; वापरलेले),અંત (ડિજિટલ/પ્લેન લોજિક &#39;અને&#39; વપરાયેલ)
एंड सर्किट,અંતિમ સર્કિટ
शेवटचे गेट आणि गेट,અંતિમ દરવાજો અને દરવાજો
आणि ऑपरेशन नाही (वगळणे),એન્ડ નોટ ઓપરેશન (બાકાત)
"1. अॅनिमेशन, 2. कंपन","1. એનિમેશન, 2. કંપન"
नोंद,નૉૅધ
विसंगती,અસંગતતા
मागील,અગાઉના
आगाऊ पेजिंग,આગોતરી પેજીંગ
काउंटर-सिमेट्रिक,પ્રતિ-સપ્રમાણ
अँटीव्हायरल प्रोग्राम,એન્ટિવાયરલ પ્રોગ્રામ
"1. ऍपलेट, 2. अर्ज","1. ઉપલેટ, 2. અરજી"
अनुप्रयोग विकसक,એપ્લિકેશન ડેવલપર
अनुप्रयोग प्रोग्रामिंग,એપ્લિકેશન પ્રોગ્રામિંગ
"1. ऍप्लिकेशन प्रोग्रामिंग इंटरफेस, 2. ऍप्लिकेशन प्रोग्रामिंग इंटरफेस (API)","1. એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ, 2. એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ (API)"
अनुप्रयोग सॉफ्टवेअर,એપ્લિકેશન સોફ્ટવેર
अनुप्रयोग भाषा,એપ્લિકેશન ભાષા
अंदाजे तत्त्व,અંદાજ સિદ્ધાંત
रचना,માળખું
फील्ड हस्तांतरण,ક્ષેત્ર ટ્રાન્સફર
"1. पॅरामीटर, स्वतंत्र चल, 2. कोन","1. પરિમાણ, સ્વતંત્ર ચલ, 2. કોણ"
"1. अंकगणित आणि तर्कशास्त्र एकक, 2. अंकगणित आणि तर्कशास्त्र एकक","1. અંકગણિત અને તર્ક એકમ, 2. અંકગણિત અને તર્ક એકમ"
अंकगणित तपासणी,અંકગણિત તપાસ
अंकगणित स्थिरांक,અંકગણિત સતત
अंकगणित डेटा,અંકગણિત માહિતી
अंकगणित सूचना,અંકગણિત સૂચના
गणिती आणि तार्किक एकक (ALU),ગાણિતિક અને તાર્કિક એકમ (ALU)
ARPA नेट (RPNet),ARPA નેટ (RPNet)
रचना,એરે
"1. अॅरे कॅशे, 2. अॅरे गती, 3. अॅरे मेमरी","1. એરે કેશ, 2. એરે ઝડપ, 3. એરે મેમરી"
अॅरे संगणक,એરે કમ્પ્યુટર
अॅरे घटक,એરે તત્વ
अॅरे नाव,એરે નામ
अॅरे प्रोसेसर,એરે પ્રોસેસર
बाण की,તીર કી
करार,સંધિ
जंक्शन पॉइंट,જંકશન પોઈન્ટ
कृत्रिम कॉम्पॅक्शन,કૃત્રિમ કોમ્પેક્શન
कृत्रिम नियंत्रण,કૃત્રિમ નિયંત્રણ
कृत्रिम भावना,કૃત્રિમ સંવેદના
माउंट,માઉન્ટ
चढत्या क्रमवारी,ચડતા સૉર્ટ
ascii वर्णमाला,ascii મૂળાક્ષરો
ascii नियंत्रण चिन्ह,ascii નિયંત્રણ પ્રતીક
ascii फाइल,ascii ફાઇલ
ascii फॉन्ट,ascii ફોન્ટ
ASCII हस्तांतरण,ASCII ટ્રાન્સફર
प्रसर गुणोत्तर,પાસા ગુણોત્તર
"1. एस्पी, 2. एएसपीआय","1. એસ્પી, 2. ASPI"
ए एस आर कलाड,એ એસ આર કલાડ
"1. स्मरण, 2. एकत्र करणे, 3. एकत्र करणे","1. સ્મરણ, 2. એસેમ્બલિંગ, 3. એસેમ્બલ કરવા માટે"
"1. असेंबलर, 2. स्मरणपत्र","1. એસેમ્બલર, 2. રીમાઇન્ડર"
"1. एकत्र करणे, 2. आठवण","1. એસેમ્બલિંગ, 2. યાદ"
"1. लक्षात ठेवण्याची भाषा, 2. भाषा एकत्र करणे","1. યાદગાર ભાષા, 2. એસેમ્બલીંગ ભાષા"
निर्धार,નિશ્ચય
"1. निर्दिष्ट कार्य, 2. वाटप","1. ઉલ્લેખિત કાર્ય, 2. ફાળવણી"
सहवास,સોબત
सहयोगी पत्ता,સહયોગી સરનામું
"1. सहयोगी स्मृती, 2. सहयोगी स्मृती","1. સહયોગી મેમરી, 2. સહયોગી મેમરી"
तारका (* चिन्ह),ફૂદડી (* ચિહ્ન)
असममित,અસમપ્રમાણ
"1. असिंक्रोनस, 2. असिंक्रोनस","1. અસુમેળ, 2. અસુમેળ"
असिंक्रोनस डिजिटल सबस्क्राइबर लाइन (ADSL),અસુમેળ ડિજિટલ સબ્સ્ક્રાઇબર લાઇન (ADSL)
असिंक्रोनस टाइम डिव्हिजन मल्टीप्लेक्सिंग (ATDM),અસિંક્રોનસ ટાઈમ ડિવિઝન મલ્ટિપ્લેક્સિંગ (ATDM)
असिंक्रोनस हस्तांतरण,અસુમેળ ટ્રાન્સફર
असिंक्रोनस ट्रान्सफर मोड (ATM),અસિંક્રોનસ ટ્રાન્સફર મોડ (ATM)
"1. अणू, 2. परमान","1. અણુ, 2. પરમાન"
संलग्न दस्तऐवज,જોડાયેલ દસ્તાવેજ
"1. संलग्न फाइल/ मिसाइल, 2. संलग्न फाइल","1. જોડાયેલ ફાઇલ/મિસિલ, 2. જોડેલી ફાઈલ"
"1. संलग्नक, 2. संलग्न","1. બિડાણ, 2. સંલગ્ન"
"1. गुणधर्म, 2. खासियत","1. ગુણધર્મો, 2. વિશેષતા"
ऐकण्यायोग्य,સાંભળી શકાય તેવું
"1. ऑडिट प्रोग्रामिंग, 2. ऑडिट प्रोग्रामिंग","1. ઓડિટ પ્રોગ્રામિંગ, 2. ઓડિટ પ્રોગ્રામિંગ"
खाते सत्यापन,એકાઉન્ટ વેરિફિકેશન
जाहिरात,પ્રમોશન
प्रमाणन प्रोटोकॉल,પ્રમાણપત્ર પ્રોટોકોલ
लेखन पद्धत,લેખન પદ્ધતિ
"1. प्राधिकरण, 2. अधिकार, 3. न्यायाधिकरण","1. સત્તા, 2. સત્તા, 3. ટ્રિબ્યુનલ"
स्वयं गोषवारा,સ્વતઃ અમૂર્ત
"1. ऑटो बूटिंग, 2. स्वत: बूट","1. ઓટો બુટીંગ, 2. સ્વ બુટ"
ऑटोकॅड (संगणक भाषा),ઓટોકેડ (કોમ્પ્યુટર ભાષા)
ऑटो लॉग-ऑन,ઓટો લોગ-ઓન
स्वयंचलित,ઓટોમેટા
ऑटोमेटा सिद्धांत,ઓટોમેટા સિદ્ધાંત
स्वयंचलित गणना,આપોઆપ ગણતરી
स्वयंचलित डेटा प्रक्रिया,સ્વચાલિત ડેટા પ્રોસેસિંગ
स्वयंचलित त्रुटी सुधारणा,આપોઆપ ભૂલ સુધારણા
स्वयं कार्य,સ્વતઃ કાર્ય
"1. स्वयंचलित अनुक्रमणिका, 2. स्वयंचलित सूची","1. સ્વચાલિત અનુક્રમણિકા, 2. આપોઆપ યાદી"
स्वयं-संग्रह कॉल,સ્વતઃ-સંગ્રહ કૉલ
"1. स्वयंचलित प्रोग्रामिंग, 2. स्वयंचलित प्रोग्रामिंग","1. ઓટોમેટિક પ્રોગ્રામિંગ, 2. આપોઆપ પ્રોગ્રામિંગ"
"1. स्वयंचलित पुनर्प्राप्ती कार्यक्रम, 2. स्वयंचलित पुनर्प्राप्ती कार्यक्रम","1. સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ, 2. સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ"
स्वयं दिनचर्या,આપોઆપ નિયમિત
स्वयंचलित प्रणाली पुनर्प्राप्ती,આપોઆપ સિસ્ટમ પુનઃપ્રાપ્તિ
"1. ऑटोमॅटिक टेलर मशिन्स (ATM), 2. स्वत: पैसे काढण्यासाठी बँक एटीएम","1. ઓટોમેટિક ટેલર મશીન (ATM), 2. સ્વ ઉપાડ માટે બેંક એ.ટી.એમ"
ऑटोमेशन,ઓટોમેશન
"1. ऑटोप्ले , 2. ऑटो चालणे","1. ઑટોપ્લે, 2. ઓટો વોક"
स्वर,અવાજ
सहाय्यक,મદદનીશ
सहाय्यक मेमरी,સહાયક મેમરી
सहायक स्टोरेज,સહાયક સંગ્રહ
उपलब्ध यादी,ઉપલબ્ધ યાદી
उपलब्ध वेळ,ઉપલબ્ધ સમય
सरासरी,સરેરાશ
AWK (संगणक कमांड),AWK (કોમ્પ્યુટર આદેશ)
नंतर,પછી
पोस्ट प्रोसेसर,પોસ્ટ પ્રોસેસર
पोस्टरियर फंक्शन हटवणे,પશ્ચાદવર્તી કાર્ય કાઢી નાખવું
पार्श्वभूमी प्रक्रिया,પૃષ્ઠભૂમિ પ્રક્રિયા
सहायक स्टोअर्स,આનુષંગિક સ્ટોર્સ
बॅक पॅचिंग,બેક પેચીંગ
"1. पश्चिम, 2. बॅकस्पेस","1. પશ્ચિમ, 2. બેકસ્પેસ"
बॅकट्रॅकिंग,બેકટ્રેકિંગ
"1. बॅक-अप, 2. प्रतिपूर्ती","1. બેક-અપ, 2. વળતર"
"1. पूरक स्मृती, 2. बॅकअप मेमरी","1. પૂરક મેમરી, 2. બેકઅપ મેમરી"
परत त्रुटी सुधारणा,પાછળની ભૂલ સુધારણા
(उत्पन्न-खर्च) ताळेबंद,(આવક-ખર્ચ) બેલેન્સ શીટ
मलमपट्टी,પાટો
"1. बँड रुंदी, 2. बँडविड्थ/क्षमता","1. બેન્ડ પહોળાઈ, 2. બેન્ડવિડ્થ/ક્ષમતા"
बँकरचा अल्गोरिदम,બેંકરનું અલ્ગોરિધમ
"1. बार कोड, 2. बार कोड","1. બાર કોડ, 2. બાર કોડ"
बारकोड स्कॅनर,બારકોડ સ્કેનર
बार आलेख,બાર ગ્રાફ
मूळ पत्ता,આધાર સરનામું
बेस बँड,આધાર બેન્ડ
आधार क्रमांक,આધાર નંબર
बेस टेबल,આધાર ટેબલ
बेसिक (संगणक भाषा),મૂળભૂત (કોમ્પ્યુટર ભાષા)
"1. मूलभूत नियंत्रण, 2. बेस नियंत्रण","1. મૂળભૂત નિયંત્રણ, 2. આધાર નિયંત્રણ"
"1. मूळ गुंतवणूक, 2. मूळ गुंतवणूक","1. મૂળ રોકાણ, 2. આધાર રોકાણ"
मूलभूत सूचना,મૂળભૂત સૂચના
मूळ समस्या,આધાર મુદ્દો
मूलभूत टप्पा,મૂળભૂત તબક્કો
"1. बॅच, 2. गट, 3. आपत्ती","1. બેચ, 2. જૂથ, 3. આપત્તિ"
"1. बॅच फाइल, 2. बॅच फाइल","1. બેચ ફાઇલ, 2. બેચ ફાઇલ"
बॅच स्थिती,બેચ સ્થિતિ
"1. बॅच प्रोसेसिंग, 2. गट प्रक्रिया","1. બેચ પ્રોસેસિંગ, 2. જૂથ પ્રક્રિયા"
"1. बॅच सिस्टम, 2. कॅटपल्ट प्रणाली","1. બેચ સિસ્ટમ, 2. કૅટપલ્ટ સિસ્ટમ"
बॉड,બાઉડ
बॉड दर,બાઉડ દર
तुळई तुळई,બીમ બીમ
"1. मार्गदर्शक तत्त्वे, 2. बॅच मार्क","1. માર્ગદર્શિકા, 2. બેચ માર્ક"
द्विदिश संप्रेषण,દ્વિદિશ સંચાર
थेट दुवा,સીધી લિંક
बायनरी कोड,દ્વિસંગી કોડ
बायनरी अंक,દ્વિસંગી અંકો
बायनरी इन्व्हेस्टमेंट आउटपुट सिस्टम (BIOS),બાઈનરી ઈન્વેસ્ટમેન્ટ આઉટપુટ સિસ્ટમ (BIOS)
बायनरी संख्या,દ્વિસંગી સંખ્યા
बायनरी ऑपरेटर,બાઈનરી ઓપરેટર
बायनरी संबंध,દ્વિસંગી સંબંધ
बायनरी शोध,દ્વિસંગી શોધ
बायनरी एक्सप्लोरेशन ट्री (BST),બાઈનરી એક્સપ્લોરેશન ટ્રી (BST)
"1. बायनरी ट्रान्सफर ट्री, 2. बायनरी हस्तांतरण","1. બાઈનરી ટ્રાન્સફર ટ્રી, 2. બાઈનરી ટ્રાન્સફર"
बायनरी झाड,દ્વિસંગી વૃક્ષ
"1. द्विध्रुवीय स्मृती, 2. द्विध्रुवीय स्मृती","1. બાયપોલર મેમરી, 2. બાયપોલર મેમરી"
"1. जन्म आणि मृत्यू मॉडेल, 2. जन्म मृत्यू मॉडेल","1. જન્મ અને મૃત્યુ મોડલ, 2. જન્મ મૃત્યુ મોડેલ"
जन्म मृत्यू प्रक्रिया,જન્મ મૃત્યુ પ્રક્રિયા
"1. ड्यूक, 2. बिट","1. ડ્યુક, 2. બીટ"
थोडा दोष,થોડી ખામી
बिट नकाशा,બીટ નકશો
"1. बिट, 2. नकाशा, 3. पिक्सेल (BMP)","1. બીટ, 2. નકશો, 3. પિક્સેલ (BMP)"
"1. बिट मॅट्रिक्स, 2. बिट टेबल","1. બિટ મેટ્રિક્સ, 2. બીટ ટેબલ"
बिट नमुना,બીટ પેટર્ન
बिट स्थिती,બીટ સ્થિતિ
"1. बिट रेट, 2. बिट दर","1. બીટ રેટ, 2. બીટ દર"
डोळ्यावर पट्टी चाचणी,આંખ પર પટ્ટી પરીક્ષણ
चमकणे,ઝબૂકવું
ब्लॉक,બ્લોક
"1. ब्लॉक कॅशे, 2. ब्लॉक कॅशे / भाग मेमरी","1. બ્લોક કેશ, 2. બ્લોક કેશ/ચંક મેમરી"
ब्लॉक चौकशी,બ્લોક ચકાસણી
खंड प्रत,વોલ્યુમ નકલ
ब्लॉक आकृती,રેખાક્રુતિ
"1. ब्लॉक केलेले नेटवर्क, 2. ब्लॉक केलेले नेटवर्क","1. અવરોધિત નેટવર્ક, 2. અવરોધિત નેટવર્ક"
बोर्ड,પાટીયું
पृष्ठ मेमरी,પૃષ્ઠ મેમરી
बुलियन बीजगणित,બુલિયન બીજગણિત
बुलियन संबंध,બુલિયન સંબંધ
बूट विभाजन,બુટ પાર્ટીશન
बूट strapping,બુટ strapping
1.बूटस्ट्रॅप लोडर,1.બૂટસ્ટ્રેપ લોડર
"1.ब्रिज, 2.ब्रिज","1.બ્રિજ, 2.બ્રિજ"
ब्रॉडबँड नेटवर्क,બ્રોડબેન્ડ નેટવર્ક
प्रसारण,પ્રસારણ
रेडिओ प्रसारित करा,પ્રસારણ રેડિયો
(नेट) भिन्नता,(ચોખ્ખી) ભિન્નતા
(net) vicar,(ચોખ્ખી) વિકાર
बी-ट्रू,બી-ટ્રુ
"1.बबल मेमरी, 2.बबल मेमरी","1.બબલ મેમરી, 2.બબલ મેમરી"
बबल क्रमवारी,બબલ સૉર્ટ
"१ बादली, २ बादली","1.ડોલ, 2.ડોલ"
"1.बंधुत्व व्यवस्था, 2.मोठी व्यवस्था","1.બંધુત્વ વ્યવસ્થા, 2.મોટી વ્યવસ્થા"
प्रभावी बजेट नियंत्रण,અસરકારક બજેટ નિયંત્રણ
बफर,બફર
उणीव,ખામી
पुरेसा,પૂરતૂ
"1. अष्ट व्यंक, 2. बिट (आठ बिट)","1. અષ્ટ વ્યંક, 2. બીટ (આઠ બિટ્સ)"
बाइट कोड,બાઈટ કોડ
सी (संगणक भाषा),સી (કોમ્પ્યુટર ભાષા)
"१.सी प्लस प्लस, २.सी++ (संगणक भाषा)","1.C પ્લસ પ્લસ, 2.C++ (કોમ્પ્યુટર ભાષા)"
"1.रोख, 2. जलद","1.રોકડ, 2. ઝડપી"
"1.कॅशे बफर, 2.मेमरी बफर","1.કેશ બફર, 2.મેમરી બફર"
"1.कॅशे मेमरी, 2.कॅशे मेमरी, 3.फास्ट मेमरी","1.કેશ મેમરી, 2.કેશ મેમરી, 3.ફાસ્ટ મેમરી"
गणना,ગણતરી
"1.कॅल्क्युलेटर, 2.कॅल्क्युलेटर","1.કેલ્ક્યુલેટર, 2.કેલ્ક્યુલેટર"
"1.कॅल्क्युलेटर चिप,2. कॅल्क्युलेटर चिप","1.કેલ્ક્યુલેટર ચિપ, 2. કેલ્ક્યુલેટર ચિપ"
आवाहन करा,આહવાન કરો
नाव कॉल,નામ કૉલ
संदर्भ कॉल,સંદર્ભ કૉલ
सन्मान कॉल,સન્માન કૉલ
व्हेरिएबल कॉल,ચલ કોલ
आवाहन गेट,આમંત્રણ દ્વાર
"1. रद्द करा, 2. रद्द करा","1. રદ કરો, 2. રદ કરો"
रद्द करण्याचे बटण,રદબાતલ બટન
"1. विहित, 2. विहित","1. નિર્ધારિત, 2. કેનોનિકલ"
प्रामाणिक फॉर्म,પ્રમાણભૂત સ્વરૂપ
क्षमता,ક્ષમતા
क्षमता यादी,ક્ષમતા યાદી
"1. क्षमता, 2. धारण","1. ક્ષમતા, 2. હોલ્ડિંગ"
कॅप्स लॉक की,કેપ્સ લોક કી
"1.कार्ड, 2. पत्रक","1.કાર્ડ, 2. શીટ"
कार्ड रीडर,કાર્ડ રીડર
प्रमुखता,પ્રાધાન્ય
वाहक,વાહક
वाहक बँड,વાહક બેન્ડ
वाहक लोड,વાહક લોડ
वाहक सिग्नल,વાહક સંકેત
वाहक लहर,વાહક તરંગ
साध्य केले,હાંસલ કર્યું
स्कोअर मिळवला,સ્કોર હાંસલ કર્યો
ध्वज प्राप्त केला,ધ્વજ હાંસલ કર્યો
"1.काडतूस डिस्क, 2.काडतूस डिस्क","1.કાર્ટિજ ડિસ્ક, 2.કાર્ટ્રિજ ડિસ્ક"
"1. धबधबा, 2. धबधबा","1. કાસ્કેડ, 2. કાસ્કેડ"
केस,કેસ
कॅथोड-रे-ट्यूब (सीआरटी),કેથોડ-રે-ટ્યુબ (CRT)
कॅथोड रे ट्यूब (सीआरटी) कॅथोड रे ट्यूब,કેથોડ રે ટ્યુબ (સીઆરટી) કેથોડ રે ટ્યુબ
सीडी रोम डिस्क ड्राइव्ह,સીડી રોમ ડિસ્ક ડ્રાઇવ
सेल,કોષ
सेल अॅनिमेशन,સેલ એનિમેશન
भ्रमणध्वनी,સેલ્યુલર ફોન
"1. केंद्रीय स्मृती, 2. केंद्रीय स्मृती","1. સેન્ટ્રલ મેમરી, 2. કેન્દ્રીય મેમરી"
सेंट्रल प्रोसेसिंग युनिट (CPU),સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU)
केंद्रीकृत प्रणाली,કેન્દ્રીયકૃત સિસ્ટમ
प्रमाणित टेप,પ્રમાણિત ટેપ
साखळी,સાંકળ
"1.मालिका डेटा, 2.मालिका सामग्री","1. શ્રેણી ડેટા, 2. શ્રેણી સામગ્રી"
साखळी दुवा,સાંકળ કડી
चेनिंग,સાંકળ
"1.चॅनेल, 2.चॅनेल","1.ચેનલ, 2.ચેનલ"
"1.चॅनेल व्यस्त टोन, 2.चॅनेल व्यस्त टोन","1.ચેનલ વ્યસ્ત ટોન, 2.ચેનલ વ્યસ્ત ટોન"
"1.चॅनेल क्षमता, 2.चॅनेल क्षमता","1.ચેનલ ક્ષમતા, 2.ચેનલ ક્ષમતા"
"1.चॅनेल कंट्रोलर, 2.चॅनेल कंट्रोलर","1.ચેનલ કંટ્રોલર, 2.ચેનલ કંટ્રોલર"
"1. चॅनल एरर, 2.चॅनल एरर","1. ચેનલ ભૂલ, 2.ચેનલ ભૂલ"
"1.चॅनेल प्रोग्राम, 2.चॅनेल प्रोग्राम","1.ચેનલ પ્રોગ્રામ, 2.ચેનલ પ્રોગ્રામ"
"1.चॅनेल विश्वसनीयता, 2.चॅनेल विश्वसनीयता","1.ચેનલ વિશ્વસનીયતા, 2.ચેનલ વિશ્વસનીયતા"
