Kannada,Gujarati
ಐಸೊಟ್ರೊಪಿಕ್,આઇસોટ્રોપિક
ಐಸೊಟ್ರೋಪಿಸಮ್,આઇસોટ્રોપિઝમ
ಅಳಿಸುವಿಕೆ,કાઢી નાખવું
ನಿರೂಪಕ,કાવતરાખોરો
ಆನೋಡ್,એનોડ
ಆನೋಡೈಸೇಶನ್,એનોડાઇઝેશન
ಅಸಮಂಜಸ,અસંગત
ಆಪ್ಟಿಕಲ್ ಸಿಸ್ಟಮ್,ઓપ્ટિકલ સિસ્ટમ
ಆಂಟೆನಾ,એન્ટેના
ಆಂಟಿಬೆರಿಯನ್,એન્ટિબેરિયન
ವಿರೋಧಿ ಬಂಧ ಆಸ್ತಿ,વિરોધી બંધન ગુણધર્મો
ಕೌಂಟರ್ ಬಾಂಡ್,કાઉન્ટર બોન્ડ
ಹಿಮ್ಮುಖ ಶಕ್ತಿ,વિપરીત શક્તિ
ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್,ડાયમેગ્નેટિક
ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ವಸ್ತು,ડાયમેગ્નેટિક સામગ્રી
ವಿರೋಧಿ ಉರಿಯೂತ,બળતરા વિરોધી
ಗುರುತ್ವ ವಿರೋಧಿ,એન્ટિગ્રેવિટી
antilamda ಕಣ,એન્ટિલામડા કણ
ಅಲೆಲೆಪ್ಟನ್,એલેપ્ટન
ಕಾಂತೀಯ,ડાયમેગ્નેટિક
ಆಂಟಿಮಾಟರ್,એન્ટિમેટર
ವಿರೋಧಿ ಕ್ಷಿಪಣಿ,વિરોધી મિસાઇલ
ಆಂಟಿನ್ಯೂಟ್ರಾನ್,એન્ટિન્યુટ્રોન
ಮಿಡಿಯುತ್ತಿದೆ,ધબકતું
ಆಂಟಿನ್ಯೂಕ್ಲಿಯಾನ್,એન્ટિન્યુક્લિયોન
ಪ್ರತಿಕಣ,એન્ટિપાર્ટિકલ
ಆಂಟಿಪ್ರೋಟಾನ್,એન્ટિપ્રોટોન
ವಿರೋಧಿ ಪ್ರತಿಫಲಿತ,પ્રતિબિંબ વિરોધી
ಆಂಟಿಸಮ್ಮಿತೀಯ,અસમપ્રમાણ
ಮರುಕಳಿಸುವುದಿಲ್ಲ,નોન રિકરિંગ
ಅನಾಕ್ರೊನಿಸಮ್,અનાક્રોનિઝમ
ರಂದ್ರ ಸ್ಕ್ಯಾನಿಂಗ್ ಡಿಸ್ಕ್,છિદ્રિત સ્કેનિંગ ડિસ્ક
ದ್ವಾರಕ್,દ્વારક
"ಮೇಲ್ಭಾಗ, ಮೇಲ್ಭಾಗ, ಮುಂಭಾಗ","ટોચ, ટોચ, આગળ"
"ಸೂರ್ಯ ಅಧಿಕ, ಸೂರ್ಯ ಅಧಿಕ, ಅಪ್ಸೌರ್","સૂર્ય ઉચ્ચ, સૂર્ય ઉચ્ચ, અપ્સૂર"
ನಿರಾಸಕ್ತಿ ಲೇಸ್,ઉદાસીન ફીત
ಕರುಣಾಜನಕವಲ್ಲದ,બિન-દયનીય
ಅಂಗವೈಕಲ್ಯವಲ್ಲದ,બિન-વિકલાંગતા
ಬಹಳ ವರ್ಣರಹಿತ,ખૂબ વર્ણહીન
"ಭೂಮಿ-ಎತ್ತರ, ಅಪೋಜಿ","જમીન-ઊંચી, apogee"
"ಧ್ರುವೀಯವಲ್ಲದ, ವೃತ್ತಾಕಾರದ","બિનધ્રુવીય, ગોળાકાર"
ಪರಧ್ರುವೀಯತೆ,પેરાપોલરીટી
ಸಾಧನ,ઉપકરણ
"ವಾಸ್ತವ, ದೃಶ್ಯ","વર્ચ્યુઅલ, વિઝ્યુઅલ"
ಗೋಚರ ಸೂರ್ಯ,દૃશ્યમાન સૂર્ય
ದೃಶ್ಯ ಸಮಯ,દ્રશ્ય સમય
ಹೊರಹೊಮ್ಮುವ ನೋಟ,ઉભરતો દેખાવ
ಅಪ್ಲಿಕೇಶನ್,અરજી
ಅನ್ವಯಿಸುವಿಕೆ,લાગુ પડવાની ક્ષમતા
ಅನ್ವಯಿಸಲಾಗಿದೆ,લાગુ
ಗಮನಿಸಬಹುದಾದ,અવલોકનક્ષમ
ಅನುಸಂಧಾನ,અભિગમ
"ಹತ್ತಿರ, ಸುಮಾರು","નજીક, આશરે"
ಅಂದಾಜು,અંદાજ
ಆವಿಯ ಒತ್ತಡ,બાષ્પ દબાણ
ಸ್ವಯಂಪ್ರೇರಿತ,સ્વૈચ્છિક
"ಆರ್ಕ್ ಫರ್ನೇಸ್, ಆರ್ಕ್ ಫರ್ನೇಸ್","આર્ક ફર્નેસ, આર્ક ફર્નેસ"
ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು,આર્કિમિડીઝનો કાયદો
ವಾಸ್ತುಶಿಲ್ಪದ ಅಕೌಸ್ಟಿಕ್ಸ್,આર્કિટેક્ચરલ ધ્વનિશાસ્ત્ર
ಆರ್ಕ್ ದೀಪ,ચાપ દીવો
ಆರ್ಕ್-ಸ್ಪೆಕ್ಟ್ರಮ್,આર્ક-સ્પેક્ટ્રમ
"ಪ್ರದೇಶ, ಪ್ರದೇಶ","વિસ્તાર, વિસ્તાર"
"ಪ್ರಾದೇಶಿಕ, ಪ್ರಾದೇಶಿಕ","પ્રાદેશિક, પ્રાદેશિક"
"ತೋಳು, ತೋಳು, ಶಾಖೆ","હાથ, હાથ, શાખા"
ಹವ್ಯಾಸಿ,કલાપ્રેમી
"ವ್ಯೂಹ, ವ್ಯೂಹ","એરે, એરે"
ರಿಸೀವರ್,રીસીવર
ಉಚ್ಚಾರಣೆ ಸ್ಪಷ್ಟತೆ,ઉચ્ચાર સ્પષ્ટતા
ಸಂಶ್ಲೇಷಿತ,કૃત્રિમ
ಕೃತಕ ರೂಪಾಂತರ,કૃત્રિમ ટ્રાન્સમ્યુટેશન
ಆರೋಹಣ,ચડતા
ಆರೋಹಣ,ચઢાણ
ಹತ್ತುವುದು,ચડવું
ಆಗೋಲಿ,અગોલી
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,એકત્રીકરણ
ಜೊತೆ,નો સમૂહ
"ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು","એસેમ્બલીંગ, એસેમ્બલીંગ"
"ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು","એસેમ્બલીંગ, એસેમ્બલીંગ, એસેમ્બલીંગ"
ನಿಖರವಾದ ಅಂದಾಜು,ચોકસાઇ અંદાજ
ನಿರ್ದಿಷ್ಟಪಡಿಸಿದ (ಕ್ವಾಂಟಮ್ ಸಂಖ್ಯೆಗಳ) ವಿಶೇಷಣಗಳು,ઉલ્લેખિત (ક્વોન્ટમ નંબરોની) વિશિષ્ટતાઓ
"ಸಂಬಂಧಿತ, ಸಹಾಯಕ, ಸಂಯೋಜಿತ","સંબંધિત, સહયોગી, જોડાણ"
ಸ್ವರ ಧ್ವನಿ,સ્વર અવાજ
ಸ್ವಯಂಚಾಲಿತ ಮಲ್ಟಿವೈಬ್ರೇಟರ್,સ્વચાલિત મલ્ટિવાઇબ્રેટર
ಅಸ್ತೇನಿಕ್,અસ્થેનિક
"ಇಂದ್ರಿಯನಿಗ್ರಹ, ಅಸ್ಟಿಗ್ಮ್ಯಾಟಿಸಮ್","ત્યાગ, અસ્પષ્ટતા"
ಬಾಹ್ಯಾಕಾಶ ಪ್ರಯಾಣ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್,અવકાશ યાત્રા ઇલેક્ટ્રોનિક્સ
ಖಗೋಳ ಭೌತಶಾಸ್ತ್ರ,એસ્ટ્રોફિઝિક્સ
ಗಗನಯಾತ್ರಿ,અવકાશયાત્રી
ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ,ખગોળશાસ્ત્રી
ಆಕಾಶ,આકાશી
ಖಗೋಳಶಾಸ್ತ್ರ,ખગોળશાસ્ત્ર
ಖಗೋಳ ಭೌತಶಾಸ್ತ್ರ,એસ્ટ્રોફિઝિક્સ
ಅಸಮ್ಮಿತ,અસમપ્રમાણ
ಲಕ್ಷಣರಹಿತ,એસિમ્પટોટિક
ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ,ઉત્તેજક
ಅಸಮಕಾಲಿಕ,અસુમેળ
"ವಾತಾವರಣ, ವಾತಾವರಣ","વાતાવરણ, વાતાવરણ"
ವಾತಾವರಣದ,વાતાવરણીય
ಗಾಳಿ ಪ್ರಕ್ಷುಬ್ಧತೆ,પવનની અશાંતિ
ಪರಮಾಣು,પરમાણુ
ಪರಮಾಣು,અણુ
ಪರಮಾಣುತ್ವ,પરમાણુ
ಪರಮಾಣು ದ್ರವ್ಯರಾಶಿ,પરમાણુ સમૂહ
ಪರಮಾಣು ಸಂಖ್ಯೆ,અણુ સંખ્યા
"ಪರಮಾಣು ರಿಯಾಕ್ಟರ್, ಪರಮಾಣು ರಾಶಿ","પરમાણુ રિએક્ટર, પરમાણુ ખૂંટો"
ಪರಮಾಣು,અણુ
ಕಣ,કણ
ಕಣ,કણ
ಕ್ಷೀಣತೆ,એટેન્યુએશન
"ಕ್ಷೀಣಿಸುವುದು, ಕ್ಷೀಣಿಸುವುದು","હળવું કરવું, હળવું કરવું"
ಮೋಡಿ,વશીકરણ
ಆಕರ್ಷಣೆಯ ಶಕ್ತಿ,આકર્ષણનું બળ
ಶ್ರವ್ಯತೆ,શ્રાવ્યતા
ಆಡಿಯೊ ಆವರ್ತನ ಆಂಪ್ಲಿಫಯರ್,ઓડિયો ફ્રીક્વન્સી એમ્પ્લીફાયર
ಶ್ರವ್ಯ,સાંભળી શકાય તેવું
ಆಡಿಯೋ ಜನರೇಟರ್,ઓડિયો જનરેટર
ಶ್ರವಣ ಗ್ರಾಫ್,શ્રાવ્ય ગ્રાફ
ಶ್ರವಣ ವಿಜ್ಞಾನ,સુનાવણી વિજ્ઞાન
ಆಡಿಯೋಮೀಟರ್,ઓડિયોમીટર
ಶ್ರವ್ಯ ಆವರ್ತನ ಆಂದೋಲಕ,શ્રાવ્ય આવર્તન ઓસિલેટર
ಧ್ವನಿ ಸಂಕೇತ,ધ્વનિ સંકેત
ಶ್ರವ್ಯ-ದೃಶ್ಯ,દ્રશ્ય-શ્રાવ્ય
"ಸಭಾಂಗಣ, ಸಭಾಂಗಣ","ઓડિટોરિયમ, ઓડિટોરિયમ"
OZ ಪರಿಣಾಮ,ઓઝેડ અસર
ಪ್ರಚಾರ,પ્રમોશન
ವರ್ಧಕ,વધારનાર
ಧ್ರುವ ಜ್ವಾಲೆ,ધ્રુવીય જ્યોત
ದಕ್ಷಿಣ ಧ್ರುವ ಜ್ವಾಲೆ,દક્ષિણ ધ્રુવીય જ્યોત
ಉತ್ತರ ಧ್ರುವ ಜ್ವಾಲೆ,ઉત્તર ધ્રુવીય જ્યોત
ಸ್ವಯಂಚಾಲಿತ ಎಚ್ಚರಿಕೆ,આપોઆપ ચેતવણી
ಸ್ವಯಂ ಸಮಾನಾಂತರಕಾರಕ,ઓટો પેરેલલાઈઝર
"ಸ್ವಯಂಚಾಲಿತ, ಸ್ವಯಂಚಾಲಿತ, ಸ್ವಯಂಚಾಲಿತ","આપોઆપ, આપોઆપ, આપોઆપ"
"ಯಾಂತ್ರೀಕೃತಗೊಂಡ, ಯಾಂತ್ರೀಕೃತಗೊಂಡ","ઓટોમેશન, ઓટોમેશન"
"ಸಹಾಯಕ, ಸಹಕಾರಿ, ಹೆಚ್ಚುವರಿ","સહાયક, સહકારી, વધારાનું"
"ಅವದಾವ, ಅವಲಾಂಚೆ","અવડાવ, હિમપ્રપાત"
"ಅರ್ಥ, ಅರ್ಥ","સરેરાશ, સરેરાશ"
ಪರಿವಾರನ್,પરિવાર
ಅಕ್ಷೀಯ,અક્ષીય
ಅಕ್ಷರೇಖೆ,ધરી
ಅಜಿಮುತ್,અઝીમથ
ಅಜಿಮುತ್,અઝીમથ
ಹಿಂದೆ,પાછા
"ಹಿನ್ನೆಲೆ, ಹಿನ್ನೆಲೆ","પૃષ્ઠભૂમિ, પૃષ્ઠભૂમિ"
"ಹಿಂದುಳಿದ, ಹಿಂದುಳಿದ","પછાત, પછાત"
ತಿರುವು,ટર્નઅરાઉન્ડ
ಬ್ಯಾಕ್ ವೋಲ್ಟೇಜ್ ಪಲ್ಸರ್,બેક વોલ્ટેજ પલ્સર
ನಂತರದ ಸಂಬಂಧ,સંબંધ પછી
ಮರುಪಾವತಿ,વળતર
ವಿರೋಧಿ ವೋಲ್ಟೇಜ್,વિરોધી વોલ્ટેજ
ಹಿಂಭಾಗದ ಚದುರುವಿಕೆ,પશ્ચાદવર્તી સ્કેટરિંગ
ತೆರಪಿನ ಅಲೆ,ઇન્ટર્સ્ટિશલ તરંગ
ಇನ್ಸುಲೇಟರ್,ઇન્સ્યુલેટર
ಪ್ಯಾರಾಚೂಟ್ ಜಿಗಿತ,પેરાશૂટ જમ્પ
ಬಿಸಿ,ગરમી
"ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ","સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન"
ಬ್ಯಾಲೆನ್ಸರ್,બેલેન્સર
ಸಮತೋಲನ,સંતુલન
ಗೋಳಾಕಾರದ,ગ્લોબ્યુલ
"ಬ್ಯಾಲಿಸ್ಟಿಕ್, ಬ್ಯಾಲಿಸ್ಟಿಕ್","બેલિસ્ટિક, બેલિસ્ટિક"
"ಪ್ರೊಜೆಕ್ಷನ್ ಗಾಲ್ವನೋಮೀಟರ್, ಪ್ರೊಜೆಕ್ಷನ್ ಗಾಲ್ವನೋಮೀಟರ್","પ્રોજેક્શન ગેલ્વેનોમીટર, પ્રોજેક્શન ગેલ્વેનોમીટર"
ಕ್ಷಿಪಣಿ,મિસાઇલ
"ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್, ಶಸ್ತ್ರಾಸ್ತ್ರ","બેલિસ્ટિક્સ, હથિયાર"
ಪ್ರೊಜೆಕ್ಷನ್,પ્રક્ષેપણ
ಉಚಿತ ಪಥ,મફત માર્ગ
"ಬಲೂನ್, ಬಲೂನ್","બલૂન, બલૂન"
ಬಾಲ್ಮರ್ ಸ್ಥಗಿತಗೊಳಿಸುವಿಕೆ,બાલ્મર બંધ
