Malayalam,Odiya
തൊട്ടടുത്തുള്ള മാട്രിക്സ്,ସଂଲଗ୍ନ ମ୍ୟାଟ୍ରିକ୍ସ |
"തൊട്ടടുത്തുള്ള, തൊട്ടടുത്തുള്ള, തൊട്ടടുത്തുള്ള","ସଂଲଗ୍ନ, ସଂଲଗ୍ନ, ସଂଲଗ୍ନ"
അടുത്തുള്ള കോൺ,ସଂଲଗ୍ନ କୋଣ
തൊട്ടടുത്തുള്ള ശീർഷകം,ସଂଲଗ୍ନ ଭର୍ଟେକ୍ସ |
സഹകരിക്കാൻ,ସହଯୋଗ କରିବାକୁ
"ഘടിപ്പിച്ച വലയം,",ସଂଲଗ୍ନ ଏନକ୍ଲୋଜର
പൊതുവായ ഡിറ്റർമിനന്റ്,ସାଧାରଣ ନିର୍ଣ୍ଣୟକାରୀ |
ഡിഫറൻഷ്യൽ സമവാക്യം ചേർത്തു,ସଂଲଗ୍ନ ଡିଫେରିଏଲ୍ ସମୀକରଣ |
ഘടിപ്പിച്ച സമവാക്യം,ସଂଲଗ୍ନ ସମୀକରଣ
ഏകീകൃത മാട്രിക്സ്,କୋହୋମୋଜେନସ୍ ମ୍ୟାଟ୍ରିକ୍ସ |
മാട്രിക്സ് കോവേരിയൻസ്,ମ୍ୟାଟ୍ରିକ୍ସ କୋଭାରିଆନ୍ସ |
ഏകീകൃത മാട്രിക്സ്,କୋହୋମୋଜେନସ୍ ମ୍ୟାଟ୍ରିକ୍ସ |
സ്വീകാര്യമായ തീരുമാന പ്രവർത്തനം,ଗ୍ରହଣୀୟ ନିଷ୍ପତ୍ତି କାର୍ଯ୍ୟ
സ്വീകാര്യമായ സിദ്ധാന്തം,ଗ୍ରହଣୀୟ ଅନୁମାନ
എയറോഡൈനാമിക് ശക്തി,ଏରୋଡାଇନାମିକ୍ ଫୋର୍ସ |
എയറോഡൈനാമിക്സ്,ଏରୋଡାଇନାମିକ୍ସ |
ഏകതാനമായ ജ്യാമിതി,ଏକମାତ୍ର ଜ୍ୟାମିତି |
ഏകതാനമായ മാപ്പിംഗ്,ଏକମାତ୍ର ମ୍ୟାପିଙ୍ଗ୍ |
ഏകതാനമായ പരിവർത്തനം,ଏକମାତ୍ର ପରିବର୍ତ୍ତନ
മൊത്തം വേരിയബിൾ,ଏଗ୍ରିଗେଟ୍ ଭେରିଏବଲ୍ |
"ബീജഗണിതം, ബീജഗണിതം, ബീജഗണിതം, ബീജഗണിതം","ବୀଜ ବିବେଚନା, ବୀଜ ବିବେଚନା, ବୀଜ ବିବେଚନା"
"സീഡി അടഞ്ഞ, വിത്ത്","ବିହନ ବନ୍ଦ, ବିହନଯୁକ୍ତ |"
ബീജഗണിത സമവാക്യം,ବୀଜ ବର୍ଣ୍ଣିତ ସମୀକରଣ |
ബീജഗണിത പദപ്രയോഗം,ବୀଜ ବର୍ଣ୍ଣନା
ബീജഗണിത ഏകത,ବୀଜ ବର୍ଣ୍ଣିତ ଏକତା |
ബീജഗണിത പ്രവർത്തനം,ବୀଜ ବର୍ଣ୍ଣିତ କାର୍ଯ୍ୟ
ബീജഗണിത ജ്യാമിതി,ବୀଜ ବର୍ଣ୍ଣିତ ଜ୍ୟାମିତି |
ബീജഗണിത ബഹുത്വം,ବୀଜ ବର୍ଣ୍ଣିତ ବହୁଳତା |
ബീജഗണിത വ്യവസ്ഥ,ବୀଜ ବର୍ଣ୍ଣିତ ପ୍ରଣାଳୀ |
എല്ലാ-പൂർണ്ണസംഖ്യാ പ്രശ്നം,ସମସ୍ତ-ପୂର୍ଣ୍ଣ ସମସ୍ୟା |
"അസൈൻമെന്റ് പ്രശ്നം വാട്ട് ചോദ്യം,",ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା ୱାଟ ପ୍ରଶ୍ନ
അക്ഷരമാലാ ക്രമം,ବର୍ଣ୍ଣାନୁକ୍ରମିକ ଟିପ୍ପଣୀ |
അക്ഷരമാലാക്രമം,ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ
ഇതര കോണുകൾ,ବିକଳ୍ପ କୋଣ
"ഇതര ഏകതാനമായ ഇതര രൂപം,",ବ hom କଳ୍ପିକ ଏକମାତ୍ର ବିକଳ୍ପ ଫର୍ମ
ഇതര ഗ്രൂപ്പ്,ବିକଳ୍ପ ଗୋଷ୍ଠୀ |
ഇതര മാട്രിക്സ്,ବିକଳ୍ପ ମ୍ୟାଟ୍ରିକ୍ସ |
ഇതര പരമ്പര,ବିକଳ୍ପ କ୍ରମ |
ഇതര സിദ്ധാന്തം,ବିକଳ୍ପ ଅନୁମାନ
ബദൽ ഒപ്റ്റിമം,ବିକଳ୍ପ ସର୍ବୋତ୍କୃଷ୍ଟ |
ഇതര ഫലം,ବିକଳ୍ପ ଫଳାଫଳ |
അനലോഗ് അക്ക കൺവെർട്ടർ,analog-digit କନଭର୍ଟର |
"അനലോഗ് കമ്പ്യൂട്ടർ,",ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର
വിശകലനം,ବିଶ୍ଳେଷଣ |
സഹവർത്തിത്വ വിശകലനം,କୋଭାରିଆନ୍ସ ବିଶ୍ଳେଷଣ |
എണ്ണൽ-വിവര വിശകലനം,ଗଣନା-ତଥ୍ୟ ବିଶ୍ଳେଷଣ |
വ്യതിയാന വിശകലനം,ଭିନ୍ନତା ବିଶ୍ଳେଷଣ |
അനലിറ്റിക്കൽ ജ്യാമിതി,ଆନାଲିଟିକାଲ୍ ଜ୍ୟାମିତି |
വിശകലന പ്രവർത്തനം,ବିଶ୍ଳେଷଣାତ୍ମକ କାର୍ଯ୍ୟ
കോൺ,କୋଣ
ടാൻജന്റ് കോൺ,ଟାଙ୍ଗେଣ୍ଟ୍ କୋଣ |
വ്യതിചലന കോൺ,ବିଘ୍ନ କୋଣ |
വിഷാദം ആംഗിൾ,ଉଦାସୀନତା କୋଣ
വ്യതിയാനം കോൺ,ବିଘ୍ନ କୋଣ |
ഡിഫ്രാക്ഷൻ ആംഗിൾ,ବିଭାଜନ କୋଣ |
എലവേഷൻ കോൺ,ଉଚ୍ଚତା କୋଣ
സംഭവത്തിന്റെ കോൺ,ଘଟଣାର କୋଣ
പ്രൊജക്ഷൻ കോൺ,ପ୍ରୋଜେକ୍ଟର କୋଣ
പ്രതിഫലനത്തിന്റെ കോൺ,ପ୍ରତିଫଳନ କୋଣ
അപവർത്തന കോൺ,ପ୍ରତିଫଳନ କୋଣ
റൊട്ടേഷൻ കോൺ,ଘୂର୍ଣ୍ଣନ କୋଣ
പ്രതിഫലനത്തിന്റെ സമ്പൂർണ്ണ കോൺ,ପ୍ରତିଫଳନର ସଂପୂର୍ଣ୍ଣ କୋଣ |
കോണീയ ത്വരണം,କୋଣାର୍କ ତ୍ୱରଣ |
കോണീയ പ്രവേഗം,କୋଣାର୍କ ବେଗ |
കോണീയ വേഗത,କୋଣାର୍କ ଗତି
കോണീയ പ്രവേഗം,କୋଣାର୍କ ବେଗ |
മോതിര വിരൽ,ଆଙ୍ଗୁଠି ରିଙ୍ଗ୍ |
ഉത്തരം,ଉତ୍ତର
കൌണ്ടർ ഡെറിവേറ്റീവ്,କାଉଣ୍ଟର ଡେରିଭେଟିଭ୍ |
ഐസോമെട്രിക് ഫംഗ്ഷൻ,ଆଇସୋମେଟ୍ରିକ୍ କାର୍ଯ୍ୟ
"കവർ ചെയ്യാവുന്ന, ബാധകമായ, ബാധകമായ","ଆଚ୍ଛାଦିତ, ପ୍ରଯୁଜ୍ୟ, ପ୍ରଯୁଜ୍ୟ |"
"അപേക്ഷ അപേക്ഷ,",ଆବେଦନ ପ୍ରୟୋଗ
പ്രയോഗിച്ച ഡൈനാമിക് പ്രോഗ്രാമിംഗ്,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପ୍ରୟୋଗ |
പ്രയോഗിച്ച ജ്യാമിതി,ପ୍ରୟୋଗ ହୋଇଥିବା ଜ୍ୟାମିତି |
പ്രയോഗിച്ച ഗണിതശാസ്ത്രം,ପ୍ରୟୋଗ ହୋଇଥିବା ଗଣିତ |
പ്രയോഗിച്ച സ്ഥിതിവിവരക്കണക്കുകൾ,ପ୍ରୟୋଗ ପରିସଂଖ୍ୟାନ |
"ഏകദേശം, ഏകദേശം","ପ୍ରାୟ, ପ୍ରାୟ"
ഏകദേശം തുടർച്ചയായ പ്രവർത്തനം,ପ୍ରାୟ ନିରନ୍ତର କାର୍ଯ୍ୟ |
"മാക്രോ രീതി, ഏകദേശ രീതി","ମାକ୍ରୋ ପଦ୍ଧତି, ଆନୁମାନିକ ପଦ୍ଧତି |"
ഏകദേശ പരിഹാരം,ଆନୁମାନିକ ସମାଧାନ
ഏകദേശ പ്രശ്നം,ଆନୁମାନିକ ସମସ୍ୟା
ഏകദേശ സ്വത്ത്,ଆନୁମାନିକ ସମ୍ପତ୍ତି
അഭിരുചി പരീക്ഷ,ଦକ୍ଷତା ପରୀକ୍ଷା
ആർഗോൺ ഡയഗ്രം,ଆର୍ଗନ୍ ଚିତ୍ର
സ്വമേധയാ,ସ୍ବେଚ୍ଛାକୃତ
"ക്രമരഹിതമായ, ക്രമരഹിതമായ","ଅନିୟମିତ, ଅନିୟମିତ |"
ഏകപക്ഷീയമായ സ്ഥിരാങ്കം,ଇଚ୍ଛାଧୀନ ସ୍ଥିର |
സ്വതന്ത്ര ഘടകം,ମାଗଣା ଉପାଦାନ |
ഏകപക്ഷീയമായ പോയിന്റ്,ଇଚ୍ଛାଧୀନ ବିନ୍ଦୁ |
ആർക്കിമിഡീസിന്റെ നിയമം,ଆର୍କିମିଡେଙ୍କ ନିୟମ |
ആർക്കിമിഡീസിന്റെ നിയമം,ଆର୍କିମିଡିସ୍ ନିୟମ |
"കമാനം നീളം, കമാനം നീളം","ଆର୍କ-ଲମ୍ବ, ଆର୍କ-ଲମ୍ବ |"
സർക്കിൾ ആർക്ക്,ବୃତ୍ତାକାର
വിപരീത സൈൻ വിതരണം,ଓଲଟା ସାଇନ ବଣ୍ଟନ |
വിപരീത സൈൻ പരിവർത്തനം,ଓଲଟା ସାଇନ ରୂପାନ୍ତର |
"പ്രദേശം, പ്രദേശം","କ୍ଷେତ୍ର, କ୍ଷେତ୍ର"
പ്രാദേശിക കോൺഫിഗറേഷൻ,ଆ regional ୍ଚଳିକ ସଂରଚନା
ഒരു സങ്കീർണ്ണ സംഖ്യയുടെ കോൺ,ଏକ ଜଟିଳ ସଂଖ୍ୟାର କୋଣ |
ഗണിത അർത്ഥം,ଗାଣିତିକ ଅର୍ଥ |
ഡിജിറ്റൽ പ്രവർത്തനം,ଡିଜିଟାଲ୍ ଅପରେସନ୍
ഡിജിറ്റൽ യൂണിറ്റ്,ଡିଜିଟାଲ୍ ୟୁନିଟ୍ |
"കോൺഫിഗറേഷൻ, ക്രമീകരണം","ବିନ୍ୟାସ, ବ୍ୟବସ୍ଥା"
"അറേ, അറേ","ଆରେ, ଆରେ"
കൃത്രിമ ഉപഗ്രഹം,କୃତ୍ରିମ ଉପଗ୍ରହ |
കൃത്രിമ വേരിയബിൾ,କୃତ୍ରିମ ଭେରିଏବଲ୍ |
കയറാൻ,ଚ imb ିବାକୁ
ആരോഹണം,ଆରୋହଣ
മാഗ്നിറ്റ്യൂഡിന്റെ ആരോഹണ ക്രമം,ତୀବ୍ରତାର କ୍ରମ
ആരോഹണ ഗ്രേഡ്,ଆରୋହଣ ଗ୍ରେଡ୍
അസംബ്ലർ ഭാഷ,ଏକତ୍ରକାରୀ ଭାଷା |
"അസൈൻമെന്റ് പ്രശ്നം അസൈൻമെന്റ് ചോദ്യം,",ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା ଆସାଇନମେଣ୍ଟ ପ୍ରଶ୍ନ
സഹകാരി നിയമം,ସହଯୋଗୀ ନିୟମ |
ഓപ്പറേറ്റർമാരുടെ അനുബന്ധ നിയമം,ଅପରେଟର୍ମାନଙ୍କର ଆସୋସିଏଟିଭ୍ ନିୟମ |
അനുബന്ധ പ്രവർത്തനം,ଆସୋସିଏଟିଭ୍ ଅପରେସନ୍ |
കൂട്ടുകെട്ട്,ସାଥୀତା
അർത്ഥമാക്കുന്നത്,ଅନୁମାନ କରାଯାଉଥିବା ଅର୍ଥ |
പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ അനുമാനിച്ചു,ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ ଅନୁମାନ କରାଯାଇଛି |
"സങ്കല്പിച്ചു, സമ്മതിച്ചു,","କଳ୍ପିତ, ସ୍ୱୀକାର"
ജ്യോതിഷം,ଜ୍ୟୋତିଷ ଶାସ୍ତ୍ର
"ബഹിരാകാശ എഞ്ചിനീയർ ബഹിരാകാശ എഞ്ചിനീയർ,",ମହାକାଶଚାରୀ ଇଞ୍ଜିନିୟର ସ୍ପେସ୍ ଇଞ୍ଜିନିୟର
ജ്യോതിശാസ്ത്രജ്ഞൻ*,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ *
ജ്യോതിശാസ്ത്ര ഘടികാരം,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଘଣ୍ଟା |
ജ്യോതിശാസ്ത്രം,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ
അസമമായ വക്രം,ଅସୀମିତ ବକ୍ର
അസമമിതി,ଅସୀମତା |
അസിംപ്റ്റോട്ടിക്,ଅସ୍ମିପଟୋଟିକ୍ |
വഷളാക്കുന്നു,ବୃଦ୍ଧି
പുരോഗമന എസ്റ്റിമേറ്റർ,ପ୍ରଗତିଶୀଳ ଆକଳନକାରୀ |
റിട്രോഗ്രേഡ് ബയസ്ഡ് എസ്റ്റിമേറ്റർ,ରିଟ୍ରୋଗ୍ରେଡ୍ ଦ୍ୱିପାକ୍ଷିକ ଆକଳନକାରୀ |
പിന്തിരിപ്പൻ പെരുമാറ്റം,ପ୍ରତ୍ୟାବର୍ତ୍ତନ ଆଚରଣ |
ആക്രമണാത്മക വിതരണ പ്രവർത്തനം,ଆକ୍ରମଣାତ୍ମକ ବଣ୍ଟନ କାର୍ଯ୍ୟ |
മുകളിലേക്ക് വ്യാപിച്ചു,ଉପର ବିସ୍ତାର
അന്തരീക്ഷമർദ്ദം,ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |
"ക്രമരഹിതമായി,",ଅନିୟମିତ ଭାବରେ
സ്വത്ത്*,ସମ୍ପତ୍ତି *
ആട്രിബ്യൂട്ട്-സാമ്പിൾ-മെക്കാനിസം,ଗୁଣଧର୍ମ-ନମୁନା-ଯାନ୍ତ୍ରିକ |
വർദ്ധിപ്പിച്ച മാട്രിക്സ്,ବୃଦ୍ଧି ହୋଇଥିବା ମାଟ୍ରିକ୍ସ
ഓട്ടോകോറിലേഷൻ കോഫിഫിഷ്യന്റ്,ଅଟୋକୋରେଲେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
ഓട്ടോകോറിലേഷൻ ഫംഗ്ഷൻ,ଅଟୋକୋରେଲେସନ୍ ଫଙ୍କସନ୍
സഹവർത്തിത്വം,କୋଭାରିଆନ୍ସ |
ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടർ,ସ୍ୱୟଂଚାଳିତ କମ୍ପ୍ୟୁଟର |
സ്വയം റിഗ്രഷൻ,ଆତ୍ମସମ୍ମାନ
സഹായ സമവാക്യം,ସହାୟକ ସମୀକରଣ
ശരാശരി സാമ്പിൾ നമ്പർ വക്രം (MPC കർവ്),ହାରାହାରି ନମୁନା ସଂଖ୍ୟା ବକ୍ର (MPC ବକ୍ର)
"സിദ്ധാന്തം, സിദ്ധാന്തം","axiom, axiom"
axiom സമീപനം,axiom ପଦ୍ଧତି |
സംഭാവ്യത സിദ്ധാന്തം,ସମ୍ଭାବ୍ୟତା axiom |
അച്ചുതണ്ട്,ଅକ୍ଷ
ഭുജാക്ഷ,ଭୁଜାକ୍
ഭൂമിയുടെ അച്ചുതണ്ട്,ପୃଥିବୀ ଅକ୍ଷ
ഭ്രമണ അക്ഷം,ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ
ഭ്രമണ അക്ഷം,ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ
സ്പിൻ അക്ഷം,ସ୍ପିନ୍ ଅକ୍ଷ
പോസ്റ്റ് മാറ്റിസ്ഥാപിക്കൽ,ପୋଷ୍ଟ ରିପ୍ଲେସମେଣ୍ଟ
പിന്നീട്,ପରେ
തിരികെ ചേർക്കൽ സൂത്രവാക്യം,ପଛ ସନ୍ନିବେଶ ସୂତ୍ର |
"ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്","ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |"
സമതുലിതമായ ഡിസൈൻ,ସନ୍ତୁଳିତ ଡିଜାଇନ୍ |
ബാലൻസ് ഷീറ്റ്,ତୂଳନା ପତ୍ର
മിസൈൽ,କ୍ଷେପଣାସ୍ତ୍ର
"ബാലിസ്റ്റിക്സ്, ആയുധം","ବାଲିଷ୍ଟିକ୍, ଅସ୍ତ୍ରଶସ୍ତ୍ର |"
"നിര, വടി, കോബ്, ബാർ, ബാർ, ബാർ, ബാർ, ബാർ, ബാർ, ലൈൻ, ലൈൻ, ടെസ്റ്റ് ലൈൻ, എഡ്ജ്","ସ୍ତମ୍ଭ, ବାଡ଼ି, କୋବ୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ରେଖା, ରେଖା, ପରୀକ୍ଷା ରେଖା, ଧାର |"
"അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം","ଆଧାର, ଆଧାର, ଆଧାର, ଆଧାର, ଆଧାର |"
അടിസ്ഥാന കോൺ,ମୂଳ କୋଣ
"ലോഗരിതം അടിസ്ഥാനം, ലോഗരിതം അടിസ്ഥാനം","ଲୋଗାରିଦମର ଆଧାର, ଲୋଗାରିଦମର ଆଧାର |"
"അടിസ്ഥാന, അടിസ്ഥാന,","ମ basic ଳିକ, ମ basic ଳିକ"
അടിസ്ഥാന യോജിച്ച പരിഹാരം,ମୂଳ ସମନ୍ୱିତ ସମାଧାନ |
അടിസ്ഥാന പരിഹാരം,ମୂଳ ସମାଧାନ |
അടിസ്ഥാന വേരിയബിൾ,ବେସ୍ ଭେରିଏବଲ୍ |
അടിസ്ഥാനം,ଆଧାର
അടിസ്ഥാന ഘടകം,ମୂଳ ଉପାଦାନ |
അടിസ്ഥാന മാട്രിക്സ്,ବେସ୍ ମ୍ୟାଟ୍ରିକ୍ସ |
വെക്റ്റർ സ്ഥലത്തിന്റെ അടിസ്ഥാനം,ଭେକ୍ଟର ସ୍ପେସ୍ ର ଆଧାର |
ഉപജനസംഖ്യാ അടിസ്ഥാനം,ଜନସଂଖ୍ୟା ଆଧାର |
സത്യസന്ധമല്ലാത്ത,ଅସାଧୁ
ബെസ്-റൂൾ,bez-rule
bez-theorem,ବେଜ୍-ଥିଓରେମ୍ |
ബെർണൂലി-വിതരണം,bernoulli- ବଣ୍ଟନ |
ബെർണൂലി നമ്പറുകൾ,ବର୍ନୁଲି ସଂଖ୍ୟା |
ബെർണൂലി പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ,ବର୍ନୁଲି ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ |
ബെർണൂലി-സമവാക്യം,ବର୍ନୁଲି-ସମୀକରଣ |
ബെറി ഫംഗ്ഷൻ,ବେରୀ କାର୍ଯ୍ୟ
മികച്ച അഡീഷൻ,ସର୍ବୋତ୍ତମ ଆଡିଶିନ୍ |
മികച്ച അഡീഷൻ ലൈൻ,ସର୍ବୋତ୍ତମ ଆଡେସିନ୍ ରେଖା |
മികച്ച പരിഹാരം,ସର୍ବୋତ୍ତମ ସମାଧାନ |
മികച്ച നുറുങ്ങുകൾ,ସର୍ବୋତ୍ତମ ଟିପ୍ସ |
ബീറ്റ വിതരണം,ବିଟା ବଣ୍ଟନ |
"പക്ഷപാതം, പക്ഷപാതം","ପକ୍ଷପାତ, ପକ୍ଷପାତ |"
പക്ഷപാതപരമായ വിലയിരുത്തൽ,ପକ୍ଷପାତିତ ମୂଲ୍ୟାଙ୍କନ |
ദ്വിപദ സമവാക്യം,ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |
ഒറ്റ കവർ,ଏକକ କଭର |
ഒറ്റ കവർ മാപ്പ്,ଏକକ କଭର ମାନଚିତ୍ର
ഒറ്റ കവർ മാപ്പിംഗ്,ଏକକ କଭର ମ୍ୟାପିଂ |
ക്വാഡ്രാറ്റിക് ക്വാഡ്രാറ്റിക്,ଚତୁର୍ଭୁଜ ଚତୁର୍ଭୁଜ |
ബിലീനിയർ ഫംഗ്ഷൻ,ବିଲିନାର୍ ଫଙ୍କସନ୍
ബൈലീനിയർ ഹെർമിഷ്യൻ ഹോമോജെനിറ്റി,bilinear hermitian homogeneity |
"ദ്വി-വേരിയബിൾ, ബൈനറി, ഡ്യുവൽ","ଦ୍ୱି-ଭେରିଏବଲ୍, ବାଇନାରୀ, ଡୁଆଲ୍ |"
"ബൈനറി കോഡ്, ബൈനറി കോഡ്","ବାଇନାରୀ କୋଡ୍, ବାଇନାରୀ କୋଡ୍ |"
"ബൈനറി കോഡ് ചെയ്ത ദശാംശം, ബൈനറി കോഡഡ് ദശാംശം","ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ, ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |"
ബൈനറി എൻകോഡിംഗ്,ବାଇନାରୀ ଏନକୋଡିଂ |
ബൈനറി കമ്പ്യൂട്ടർ,ବାଇନାରୀ କମ୍ପ୍ୟୁଟର |
ബൈനറി അക്കങ്ങൾ,ବାଇନାରୀ ସଂଖ୍ୟା
ബൈനറി പ്രവർത്തനം,ବାଇନାରୀ ଅପରେସନ୍ |
ബൈനറി രീതി,ବାଇନାରୀ ପଦ୍ଧତି |
ബൈനറി വേരിയബിൾ,ବାଇନାରୀ ଭେରିଏବଲ୍ |
ദ്വിപദ ഗുണകം,ଦ୍ୱିପାକ୍ଷିକ ଗୁଣବତ୍ତା |
ദ്വിപദ വിതരണം,ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |
ദ്വിപദ സമവാക്യം,ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |
ദ്വിപദ വ്യത്യാസം,ଦ୍ୱିପାକ୍ଷିକ ଭିନ୍ନତା |
ദ്വിപദ പദപ്രയോഗം,ଦ୍ୱିପାକ୍ଷିକ ଅଭିବ୍ୟକ୍ତି |
ബൈനോമിയൽ റാൻഡം വേരിയബിൾ,ଦ୍ୱିପାକ୍ଷିକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
ദ്വിപദ സിദ്ധാന്തം,ଦ୍ୱିପାକ୍ଷିକ ତତ୍ତ୍। |
"പകുതി, വിഭജനം","ଅଧା, ବିଫୁର୍କେସନ୍ |"
"വിഭജന രീതി, സെമിഡിവിഷൻ രീതി","ବିସେକ୍ଟ ପଦ୍ଧତି, ସେମିଡିଭିଜନ୍ ପଦ୍ଧତି |"
പകുതി ദ്വിമുഖം,ଅଧା ବିସେକ୍ଟର |
"ദ്വിപദം, ദ്വിമുഖം",ଦ୍ୱିପାକ୍ଷିକ |
