Marathi,Gujarati
अॅनालॉग-अंकी कनवर्टर,એનાલોગ-અંક કન્વર્ટર
"अॅनालॉग संगणक,",એનાલોગ કમ્પ્યુટર
विश्लेषण,વિશ્લેષણ
सहप्रसरण विश्लेषण,સહપ્રવર્તન વિશ્લેષણ
गणन-डेटा विश्लेषण,ગણતરી-માહિતી વિશ્લેષણ
भिन्नता विश्लेषण,વિચલન વિશ્લેષણ
विश्लेषणात्मक भूमिती,વિશ્લેષણાત્મક ભૂમિતિ
विश्लेषणात्मक कार्य,વિશ્લેષણાત્મક કાર્ય
कोन,કોણ
स्पर्शिका कोन,સ્પર્શકોણ
विक्षेपण कोन,વિચલન કોણ
उदासीनता कोन,હતાશા કોણ
विचलन कोन,વિચલન કોણ
विवर्तन कोन,વિવર્તન કોણ
उंची कोन,એલિવેશન એંગલ
घटनेचा कोन,ઘટના કોણ
प्रक्षेपण कोन,પ્રક્ષેપણ કોણ
प्रतिबिंब कोन,પ્રતિબિંબ કોણ
अपवर्तन कोन,રીફ્રેક્શન કોણ
रोटेशन कोन,પરિભ્રમણ કોણ
परावर्तनाचा परिपूर्ण कोन,પ્રતિબિંબનો સંપૂર્ણ કોણ
कोनीय प्रवेग,કોણીય પ્રવેગક
कोनीय गती,કોણીય વેગ
कोनीय गती,કોણીય ઝડપ
कोनीय गती,કોણીય વેગ
अनामिका,રિંગ આંગળી
उत्तर द्या,જવાબ આપો
काउंटर व्युत्पन्न,પ્રતિ વ્યુત્પન્ન
आयसोमेट्रिक फंक्शन,આઇસોમેટ્રિક કાર્ય
"कव्हर करण्यायोग्य, लागू, लागू","આવરી લેવા યોગ્ય, લાગુ, લાગુ"
"अर्ज अर्ज,",અરજી અરજી
लागू डायनॅमिक प्रोग्रामिंग,લાગુ ડાયનેમિક પ્રોગ્રામિંગ
लागू भूमिती,લાગુ ભૂમિતિ
लागू गणित,લાગુ ગણિત
लागू आकडेवारी,લાગુ આંકડા
"अंदाजे, अंदाजे","લગભગ, લગભગ"
अंदाजे सतत कार्य,લગભગ સતત કાર્ય
"मॅक्रो पद्धत, अंदाजे पद्धत","મેક્રો પદ્ધતિ, અંદાજ પદ્ધતિ"
अंदाजे उपाय,અંદાજિત ઉકેલ
अंदाजे समस्या,અંદાજની સમસ્યા
अंदाजे मालमत्ता,અંદાજિત મિલકત
योग्यता चाचणी,અભિરુચિ કસોટી
आर्गॉन आकृती,આર્ગોન ડાયાગ્રામ
ऐच्छिक,સ્વૈચ્છિક
"यादृच्छिक, यादृच्छिक","રેન્ડમ, રેન્ડમ"
अनियंत्रित स्थिरांक,મનસ્વી સતત
मुक्त घटक,મફત તત્વ
अनियंत्रित बिंदू,મનસ્વી બિંદુ
आर्किमिडीजचा कायदा,આર્કિમિડીનો કાયદો
आर्किमिडीजचा कायदा,આર્કિમિડીઝનો કાયદો
"चाप-लांबी, चाप-लांबी","ચાપ-લંબાઈ, ચાપ-લંબાઈ"
वर्तुळ चाप,વર્તુળ ચાપ
व्यस्त साइन वितरण,વ્યસ્ત સાઈન વિતરણ
व्यस्त साइन रूपांतरण,વ્યસ્ત સાઈન રૂપાંતરણ
"क्षेत्र, क्षेत्र","વિસ્તાર, વિસ્તાર"
प्रादेशिक कॉन्फिगरेशन,પ્રાદેશિક રૂપરેખાંકન
जटिल संख्येचा कोन,જટિલ સંખ્યાનો કોણ
अंकगणित सरासरी,અંકગણિત સરેરાશ
डिजिटल ऑपरेशन,ડિજિટલ કામગીરી
डिजिटल युनिट,ડિજિટલ એકમ
"कॉन्फिगरेशन, व्यवस्था","ગોઠવણી, ગોઠવણી"
"अॅरे, अॅरे","એરે, એરે"
कृत्रिम उपग्रह,કૃત્રિમ ઉપગ્રહ
कृत्रिम व्हेरिएबल,કૃત્રિમ ચલ
चढणे,ચઢવું
चढत्या,ચડતા
परिमाणाचा चढता क्रम,તીવ્રતાનો ચડતો ક્રમ
चढत्या श्रेणी,ચડતા ગ્રેડ
असेंबलर भाषा,એસેમ્બલર ભાષા
"असाइनमेंट समस्या असाइनमेंट प्रश्न,",સોંપણી સમસ્યા સોંપણી પ્રશ્ન
सहयोगी नियम,સહયોગી નિયમ
ऑपरेटर्सचा सहयोगी नियम,ઓપરેટરોનો સહયોગી નિયમ
सहयोगी ऑपरेशन,સહયોગી કામગીરી
सहवास,સોબત
सरासरी गृहीत धरले,ધાર્યું સરેરાશ
गृहीत संभाव्यता वितरण,અનુમાનિત સંભાવના વિતરણ
"कल्पना केली, स्वीकारली,","કલ્પના, સ્વીકાર્યું"
ज्योतिष,જ્યોતિષશાસ્ત્ર
"अंतराळ अभियंता अंतराळ अभियंता,",એસ્ટ્રોનોટિકલ એન્જિનિયર સ્પેસ એન્જિનિયર
खगोलशास्त्रज्ञ*,ખગોળશાસ્ત્રી*
खगोलशास्त्रीय घड्याळ,ખગોળશાસ્ત્રીય ઘડિયાળ
खगोलशास्त्र,ખગોળશાસ્ત્ર
असममित वक्र,અસમપ્રમાણ વળાંક
विषमता,અસમપ્રમાણતા
लक्षणे नसलेला,એસિમ્પટોટિક
त्रासदायक,ઉત્તેજક
प्रगतीशील अंदाजक,પ્રગતિશીલ અંદાજકાર
प्रतिगामी पक्षपाती अनुमानक,પૂર્વગ્રહ પક્ષપાતી અંદાજકાર
प्रतिगामी आचरण,પૂર્વવર્તી આચરણ
आक्रमक वितरण कार्य,આક્રમક વિતરણ કાર્ય
वर पसरलेला,ઉપરની તરફ ફેલાવો
वातावरणाचा दाब,વાતાવરણ નુ દબાણ
"यादृच्छिकपणे,",અવ્યવસ્થિત રીતે
मालमत्ता*,મિલકત*
विशेषता-नमुना-यंत्रणा,એટ્રિબ્યુટ-સેમ્પલિંગ-મિકેનિઝમ
संवर्धित मॅट्रिक्स,સંવર્ધિત મેટ્રિક્સ
स्वयंसंबंध गुणांक,સ્વતઃસંબંધ ગુણાંક
स्वयंसंबंध कार्य,સ્વતઃસંબંધ કાર્ય
सहप्रसरण,સહપ્રવૃત્તિ
स्वयंचलित संगणक,સ્વચાલિત કમ્પ્યુટર
ऑटोरिग्रेशन,ઓટોરીગ્રેશન
सहाय्यक समीकरण,સહાયક સમીકરણ
सरासरी नमुना क्रमांक वक्र (MPC वक्र),મીન સેમ્પલ નંબર કર્વ (MPC કર્વ)
"स्वयंसिद्ध, स्वयंसिद्ध","axiom, axiom"
स्वयंसिद्ध दृष्टीकोन,સ્વયંસિદ્ધ અભિગમ
संभाव्यता स्वयंसिद्ध,સંભાવના સ્વયંસિદ્ધ
अक्ष,ધરી
भुजक्षा,ભુજક્ષા
पृथ्वीचा अक्ष,પૃથ્વીની ધરી
रोटेशन अक्ष,પરિભ્રમણ અક્ષ
रोटेशन अक्ष,પરિભ્રમણ અક્ષ
फिरकी अक्ष,સ્પિન અક્ષ
पोस्ट बदली,પોસ્ટ રિપ્લેસમેન્ટ
नंतर,પાછળથી
बॅक इन्सर्टेशन फॉर्म्युला,પાછા નિવેશ સૂત્ર
"शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक","સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન"
संतुलित डिझाइन,સંતુલિત ડિઝાઇન
ताळेबंद,સરવૈયા
क्षेपणास्त्र,મિસાઇલ
"बॅलिस्टिक्स, शस्त्रे","બેલિસ્ટિક્સ, હથિયાર"
"स्तंभ, बार, कोब, बार, बार, बार, बार, बार, बार, रेषा, रेषा, चाचणी रेषा, किनार","કૉલમ, બાર, કોબ, બાર, બાર, બાર, બાર, બાર, બાર, રેખા, રેખા, પરીક્ષણ રેખા, ધાર"
"बेस, बेस, बेस, बेस, बेस","આધાર, આધાર, આધાર, આધાર, આધાર"
बेस कोन,આધાર કોણ
"लॉगरिथमचा आधार, लॉगरिथमचा आधार","લઘુગણકનો આધાર, લઘુગણકનો આધાર"
"मूलभूत, मूलभूत,","મૂળભૂત, મૂળભૂત"
बेस सुसंगत उपाय,આધાર સુસંગત ઉકેલ
बेस सोल्यूशन,આધાર ઉકેલ
बेस व्हेरिएबल,આધાર ચલ
पाया,પાયો
मूळ घटक,આધાર તત્વ
बेस मॅट्रिक्स,આધાર મેટ્રિક્સ
वेक्टर स्पेसचा पाया,વેક્ટર જગ્યાનો આધાર
उपलोकसंख्या आधार,પેટા-વસ્તીનો આધાર
बेईमान,અનૈતિક
bez-नियम,bez-નિયમ
bez-प्रमेय,bez-પ્રમેય
bernoulli-वितरण,bernoulli-વિતરણ
बर्नौली क्रमांक,બર્નોલી નંબરો
बर्नौली संभाव्यता कार्य,Bernoulli સંભાવના કાર્ય
बर्नौली-समीकरण,બર્નોલી-સમીકરણ
बोरासारखे बी असलेले लहान फळ कार्य,બેરી કાર્ય
सर्वोत्तम आसंजन,શ્રેષ્ઠ સંલગ્નતા
सर्वोत्तम आसंजन ओळ,શ્રેષ્ઠ સંલગ્નતા રેખા
सर्वोत्तम उपाय,શ્રેષ્ઠ ઉકેલ
सर्वोत्तम टिपा,શ્રેષ્ઠ ટીપ્સ
बीटा वितरण,બીટા વિતરણ
"पक्षपात, पक्षपात","પૂર્વગ્રહ, પૂર્વગ્રહ"
पक्षपाती मूल्यांकन,પક્ષપાતી આકારણી
द्विपद समीकरण,દ્વિપદી સમીકરણ
एकल कव्हर,એક કવર
सिंगल कव्हर नकाशा,એક કવર નકશો
सिंगल कव्हर मॅपिंग,સિંગલ કવર મેપિંગ
चतुर्भुज चौकोन,ચતુર્ભુજ ચતુર્ભુજ
द्विरेखीय कार्य,દ્વિરેખીય કાર્ય
द्विरेखीय हर्मिटियन एकजिनसीपणा,દ્વિરેખીય સંન્યાસી એકરૂપતા
"द्वि-चर, बायनरी, दुहेरी","દ્વિ-ચલ, દ્વિસંગી, દ્વિ"
"बायनरी कोड, बायनरी कोड","બાઈનરી કોડ, બાઈનરી કોડ"
"बायनरी कोडेड दशांश, बायनरी कोडेड दशांश","દ્વિસંગી કોડેડ દશાંશ, દ્વિસંગી કોડેડ દશાંશ"
बायनरी एन्कोडिंग,બાઈનરી એન્કોડિંગ
बायनरी संगणक,દ્વિસંગી કમ્પ્યુટર
बायनरी अंक,દ્વિસંગી સંખ્યાઓ
बायनरी ऑपरेशन,દ્વિસંગી કામગીરી
बायनरी पद्धत,દ્વિસંગી પદ્ધતિ
बायनरी व्हेरिएबल,દ્વિસંગી ચલ
द्विपदी गुणांक,દ્વિપદી ગુણાંક
द्विपदी वितरण,દ્વિપદી વિતરણ
द्विपद समीकरण,દ્વિપદી સમીકરણ
द्विपद भिन्नता,દ્વિપદી ભિન્નતા
द्विपदी अभिव्यक्ती,દ્વિપદી અભિવ્યક્તિ
द्विपदी यादृच्छिक चल,દ્વિપદી રેન્ડમ ચલ
द्विपद प्रमेय,દ્વિપદી પ્રમેય
"अर्धा, दुभाजक","અર્ધ, વિભાજન"
"दुभाजक पद्धत, अर्धविभाग पद्धत","દ્વિભાજ્ય પદ્ધતિ, અર્ધવિભાજન પદ્ધતિ"
अर्धा दुभाजक,અડધા દ્વિભાજક
"द्विपदी, द्विपदी",દ્વિપદી
"द्वयंक (बायनरी अंक), अनी, बर्मीज, तुक","દ્વાયાંક (દ્વિસંગી અંક), અની, બર્મીઝ, ટુક"
द्विपदी द्विपद वितरण द्विपदी,દ્વિપદી દ્વિપદી વિતરણ દ્વિપદી
द्विवैरिएट सहसंबंध गुणांक,દ્વિવિધ સહસંબંધ ગુણાંક
द्विवैरिएट वितरण,દ્વિવિધ વિતરણ
द्विवैरिएट सामान्य-वितरण,બાયવેરિયેટ સામાન્ય-વિતરણ
bivector,બાઇવેક્ટર
बोल्टमन समीकरण,બોલ્ટમેન સમીકરણ
बुलियन बीजगणित*,બુલિયન બીજગણિત*
बोस-आईन्स्टाईन सांख्यिकी,બોઝ-આઈન્સ્ટાઈન સ્ટેટિસ્ટિક્સ
मर्यादा निर्बंध,મર્યાદા પ્રતિબંધો
सीमा पातळी,સીમા સ્તર
सीमारेषा,સીમા રેખા
मर्यादा मूल्य,મર્યાદા મૂલ્ય
सीमा मूल्य समस्या,સીમા મૂલ્યની સમસ્યા
"बाउंड फंक्शन बाउंडेड फळ,",બાઉન્ડેડ ફંક્શન બાઉન્ડેડ ફલ
"बाउंडेड मॅट्रिक्स, बाउंडेड मॅट्रिक्स, बाउंडेड टेबल,","બાઉન્ડેડ મેટ્રિક્સ, બાઉન્ડેડ મેટ્રિક્સ, બાઉન્ડેડ ટેબલ"
"सीमाबद्ध प्रदेश सीमाबद्ध प्रदेश,",સીમિત પ્રદેશ સીમિત પ્રદેશ
"बाऊंड सेट बाउंडेड सेट,",બાઉન્ડેડ સેટ બાઉન્ડેડ સેટ
ब्राउनी मोशन,બ્રાઉની ગતિ
मोजणे,ગણતરી કરવી
गणना,ગણતરી
"कॅल्क्युलेटर, कॅल्क्युलेटर","કેલ્ક્યુલેટર, કેલ્ક્યુલેટર"
गणना*,ગણતરી*
संगणकीय क्रिया पद्धत,કોમ્પ્યુટેશનલ એક્શન પદ્ધતિ
"कॅल्क्युलेटर, कॅल्क्युलेटर","કેલ્ક્યુલેટર, કેલ્ક્યુલેટર"
"कॅल्क्युलस, कॅल्क्युलस","કલન, કલન"
भिन्नता कॅल्क्युलस,વિભિન્ન કલન
कॅलरीज,કેલરી
नियम रद्द करा,નિયમ રદ કરો
प्रामाणिक समीकरण,પ્રામાણિક સમીકરણ
प्रामाणिक फॉर्म,પ્રમાણભૂત સ્વરૂપ
"कॅनॉनिकल मॅट्रिक्स, के कॅनॉनिकल मॅट्रिक्स","કેનોનિકલ મેટ્રિક્સ, કેનોનિકલ મેટ્રિક્સ"
cantor सेट,કેન્ટર સેટ
cantor त्रिकोणी संच,કેન્ટર ત્રિકોણાકાર સમૂહ
वाहतुकीची अडचण,પ્રતિબંધિત પરિવહન સમસ્યા
क्षमता,ક્ષમતા
केशिका शक्ती,રુધિરકેશિકા બળ
"संख्या संख्या, मुख्य संख्या","કાઉન્ટ નંબર, કાર્ડિનલ નંબર"
कार्टेशियन अक्ष,કાર્ટેશિયન અક્ષ
कार्टेशियन समन्वय,કાર્ટેશિયન કોઓર્ડિનેટ્સ
कार्टेशियन उत्पादन,કાર્ટેશિયન ઉત્પાદન
संचांचे कार्टेशियन गुणाकार,સમૂહોનું કાર્ટેશિયન ગુણાકાર
"केस स्टडी, केस स्टडी","કેસ સ્ટડી, કેસ સ્ટડી"
आपत्तीजनक भाषण,આપત્તિજનક ભાષણ
कॅटिनरी,કેટિનરી
कॉची वितरण,કોચી વિતરણ
कौशीचें सूत्र,કૌશીનું સૂત્ર
कौशी-गुरसा-प्रमेय,કૌશી-ગુર્સા-પ્રમેય
कौशी-रिमन-बॅन,કૌશી-રીમેન-બાન
कॉची क्रम,કોચી ક્રમ
कौशी अभिन्न,કૌશી અભિન્ન
कौशी मुख्य-मूल्य,કૌશી મુખ્ય-મૂલ્ય
कॉची शेष प्रमेय,કોચી શેષ પ્રમેય
कॅले-हॅमिल्टन-प्रमेय,કેલે-હેમિલ્ટન-પ્રમેય
आकाशीय शरीर,અવકાશી પદાર્થ
खगोलशास्त्रीय मोजमाप,ખગોળશાસ્ત્રીય માપન
खगोलीय यांत्रिकी,અવકાશી મિકેનિક્સ
आकाशीय शरीर,અવકાશી પદાર્થ
सेल वारंवारता,સેલ આવર્તન
"जनगणना, जनगणना","વસ્તી ગણતરી, વસ્તી ગણતરી"
टक्केवारी,ટકાવારી
सेंटीमीटर,સેન્ટીમીટર
सेंटीमीटर-ग्राम-सेकंद पद्धत,સેન્ટીમીટર-ગ્રામ-સેકન્ડ પદ્ધતિ
"मध्यवर्ती, केंद्रीत","કેન્દ્રિય, કેન્દ્રિત"
मध्य अक्ष,કેન્દ્રીય અક્ષ
मध्यवर्ती अंतर,કેન્દ્રીય અંતર
केंद्रीय फरक सूत्र,કેન્દ્રીય તફાવત સૂત્ર
केंद्रीय भिन्नता सारणी,કેન્દ્રીય વિભેદક કોષ્ટક
केंद्रीय मर्यादा प्रमेय,કેન્દ્રીય મર્યાદા પ્રમેય
मध्यवर्ती क्षण,કેન્દ્રીય ક્ષણ
केंद्रीय संसाधन युनिट,કેન્દ્રીય સંસાધન એકમ
केंद्रीय अंतःप्रेरणा,કેન્દ્રીય વૃત્તિ
केंद्र*,કેન્દ્ર*
गुरुत्व मध्यभागी,ગુરુત્વાકર્ષણ કેન્દ્ર
गट केंद्र,જૂથ કેન્દ્ર
वस्तुमान केंद्र,સમૂહ કેન્દ્ર
सममितीचे केंद्र,સમપ્રમાણતાનું કેન્દ્ર
केंद्रापसारक शक्ती,કેન્દ્રત્યાગી બળ
केंद्राभिमुख शक्ती,કેન્દ્રબિંદુ બળ
"मध्यवर्ती मेरिडियन,",કેન્દ્રિય મેરીડીયન
निश्चितता,નિશ્ચિતતા
cgs पद्धत,cgs પદ્ધતિ
cgs युनिट,સીજીએસ એકમ
भिन्नतेचा साखळी नियम,ભિન્નતાનો સાંકળ નિયમ
दैवयोगाने,તક દ્વારા
यादृच्छिक हालचाल,રેન્ડમ ચાલ
अक्ष शिफ्ट,અક્ષ શિફ્ટ
"आधार बदल Payadhar-बदल,",આધાર પરિવર્તન પાયધર-પરિવર્તન
क्रमपरिवर्तन,ક્રમચય
वैशिष्ट्यपूर्ण गुणांक,લાક્ષણિક ગુણાંક
वैशिष्ट्यपूर्ण निर्धारक,લાક્ષણિકતા નિર્ણાયક
वैशिष्ट्यपूर्ण समीकरण,લાક્ષણિક સમીકરણ
"वैशिष्ट्यपूर्ण कार्य, वैशिष्ट्यपूर्ण कार्य","લાક્ષણિક કાર્ય, લાક્ષણિક કાર્ય"
लॉगरिदमची पूर्णांक,લઘુગણકનું પૂર્ણાંક
"वैशिष्ट्यपूर्ण बहुपदी,",લાક્ષણિક બહુપદી
वैशिष्ट्यपूर्ण मूल्य,લાક્ષણિક મૂલ્ય
वैशिष्ट्यपूर्ण वेक्टर,લાક્ષણિક વેક્ટર
वर्ण समुदाय,પાત્ર સમુદાય
"तक्ते, तक्ते,","ચાર્ટ, ચાર્ટ"
ची-स्क्वेअर वितरण,ચી-સ્ક્વેર વિતરણ
ची-स्क्वेअर सूत्र,ચી-સ્ક્વેર ફોર્મ્યુલા
ची-स्क्वेअर चाचणी,ચી-સ્ક્વેર ટેસ્ટ
जीवा*,તાર*
जीवा विभाजित करण्याची पद्धत,તાર વિભાજન પદ્ધતિ
लिखित संदेश,લેખિત સંદેશ
"शून्य, सायफर","શૂન્ય, સાઇફર"
मंडळ*,વર્તુળ*
अभिसरण मंडळ,કન્વર્જન્સ વર્તુળ
सर्किट मॅट्रिक्स,સર્કિટ મેટ્રિક્સ
"गोलाकार, गोलाकार,","પરિપત્ર, પરિપત્ર"
वर्तुळाकार लक्षणे,પરિપત્ર એસિમ્પ્ટોટ્સ
गोलाकार कंड्युलिन,ગોળાકાર કોન્ડ્યુલાઇન
गोलाकार हालचाल,પરિપત્ર ગતિ
परिघ,પરિઘ કેન્દ્ર
सेवानिवृत्त*,નિવૃત્ત*
प्रदक्षिणा करणे,"પ્રદક્ષિણા કરવી, આસપાસ દોરવું"
भूतकाळ,ભૂતકાળ
घेरलेले,ઘેરાયેલું
प्रख्यात कॉर्पोरेट,પ્રખ્યાત કોર્પોરેટ
क्लासिक डायनॅमिक्स,ક્લાસિક ગતિશીલતા
क्लासिक ऑप्टिमायझेशन,ક્લાસિક ઓપ્ટિમાઇઝેશન
दीर्घकालीन आर्थिक समस्या,ક્રોનિક નાણાકીય સમસ્યા
शास्त्रीय सांख्यिकीय यांत्रिकी,શાસ્ત્રીય આંકડાકીય મિકેનિક્સ
त्रुटींचे वर्गीकरण,ભૂલોનું વર્ગીકરણ
वर्ग मध्यांतर,વર્ગ અંતરાલ
वर्ग मध्यांतर युनिट,વર્ગ અંતરાલ એકમ
वर्ग मर्यादा,વર્ગ મર્યાદા
घड्याळाच्या दिशेने,ઘડિયાળની દિશામાં
बंद,બંધ
"बंद, बंद","બંધ, બંધ"
बंद थर कव्हर,બંધ સ્તર આવરણ
बंद घन,બંધ સમઘન
"बंद वक्र, बंद वक्र","બંધ વળાંક, બંધ વળાંક"
बंद प्रांत,બંધ પ્રાંત
बंद आकार,બંધ આકાર
बंद अंतराल,બંધ અંતરાલ
"बंद प्रदेश, बंद प्रदेश","બંધ પ્રદેશ, બંધ પ્રદેશ"
बंद संच,બંધ સેટ
"बंद पान, बंद पान","બંધ પાનું, બંધ પાનું"
नीलमन,નેમેસિસ
pronator,pronator
बहिर्वक्र बिंदू,બહિર્મુખ બિંદુ
बंदिस्त-स्वीकृत,કેપ્ટિવ-સ્વીકૃત
बंदिस्त संच,કેપ્ટિવ સેટ
क्लस्टर पॉइंट,ક્લસ્ટર પોઇન્ટ
क्लस्टर सॅम्पलिंग,ક્લસ્ટર નમૂના
क्लस्टर एकूण,ક્લસ્ટર એકંદર
समाक्षीय वर्तुळ,કોક્સિયલ વર્તુળ
समाक्षीय पॅराबोला,કોક્સિયલ પેરાબોલા
समाक्षीय विमान,કોક્સિયલ પ્લેન
समाक्षीय त्रिकोण,કોક્સિયલ ત્રિકોણ
कोब-डग्लस फंक्शन,કોબ-ડગ્લાસ કાર્ય
"एन्कोडिंग, कोडिंग, नोटेशन","એન્કોડિંગ, કોડિંગ, નોટેશન"
साहित्य नोटेशन,સામગ્રી સંકેત
सह-प्रांत,સહ-પ્રાંત
गुणांक मॅट्रिक्स,ગુણાંક મેટ્રિક્સ
सहसंबंध गुणांक,સહસંબંધ ગુણાંક
निर्धार गुणांक,નિર્ધારણ ગુણાંક
लवचिकता गुणांक,સ્થિતિસ્થાપકતા ગુણાંક
प्रसार गुणांक,પ્રસરણ ગુણાંક
घर्षण गुणांक,ઘર્ષણ ગુણાંક
अनुदैर्ध्य विस्ताराचे गुणांक,રેખાંશ વિસ્તરણનો ગુણાંક
प्रतिगमन गुणांक,રીગ્રેસન ગુણાંક
पृष्ठभाग तणावाचे गुणांक,સપાટીના તાણનો ગુણાંક
भिन्नता गुणांक,વિચલનો ગુણાંક
"सह-घटक, सह-घटक, सह-घटक","સહ-પરિબળ, સહ-પરિબળ, સહ-પરિબળ"
नाणेफेक,સિક્કો ટૉસ
नमुना संकलन,નમૂના સંગ્રહ
समरेख,સમરેખા
संरेखन,ગોઠવણી
"स्तंभ, स्तंभ","કૉલમ, કૉલમ"
स्तंभलेखन,સ્તંભત્વ
स्तंभ,સ્તંભાકાર
