Marathi,Kannada
अॅनालॉग संगणक,ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್
अॅनालॉग फिल्टर,ಅನಲಾಗ್ ಫಿಲ್ಟರ್
अॅनालॉग मल्टीमीटर,ಅನಲಾಗ್ ಮಲ್ಟಿಮೀಟರ್
अॅनालॉग स्विच,ಅನಲಾಗ್ ಸ್ವಿಚ್
आणि गेट,ಮತ್ತು ಗೇಟ್
कोनीय वारंवारता,ಕೋನೀಯ ಆವರ್ತನ
"anion, anion","ಅಯಾನ್, ಅಯಾನ್"
एनीलिंग तापमान,ಅನೆಲಿಂಗ್ ತಾಪಮಾನ
एनोड,ಆನೋಡ್
एनोड अॅम्प्लिफायर,ಆನೋಡ್ ಆಂಪ್ಲಿಫಯರ್
anodyne,ಅನೋಡೈನ್
अँटेना,ಆಂಟೆನಾ
अँटेना घटक,ಆಂಟೆನಾ ಘಟಕ
विरोधी परावर्तक कोटिंग,ವಿರೋಧಿ ಪ್ರತಿಫಲಿತ ಲೇಪನ
अँटिलॉगिन अॅम्प्लिफायर,ಪ್ರತಿಲೋಜಿನ್ ಆಂಪ್ಲಿಫಯರ್
अँटीरेझोनंट सर्किट,ಆಂಟಿರೆಸೋನೆಂಟ್ ಸರ್ಕ್ಯೂಟ್
द्वारक काळ,ದ್ವಾರಕ ಕಾಲ
आभासी शक्ती,ವರ್ಚುವಲ್ ಶಕ್ತಿ
वायर कनेक्शन,ತಂತಿ ಸಂಪರ್ಕ
अंदाजे व्होल्टेज वाढ,ಅಂದಾಜು ವೋಲ್ಟೇಜ್ ಲಾಭ
आर्मस्ट्राँग मॉड्युलेटर,ಆರ್ಮ್ಸ್ಟ್ರಾಂಗ್ ಮಾಡ್ಯುಲೇಟರ್
अँटेना अॅरे,ಆಂಟೆನಾ ರಚನೆ
"आकार गुणोत्तर, गुणोत्तर","ಗಾತ್ರ ಅನುಪಾತ, ಆಕಾರ ಅನುಪಾತ"
फ्लोटिंग सर्किट (फ्री ऑपरेटिंग सर्किट),ತೇಲುವ ಸರ್ಕ್ಯೂಟ್ (ಉಚಿತ ಆಪರೇಟಿಂಗ್ ಸರ್ಕ್ಯೂಟ್)
स्वयंचलित मल्टीव्हायब्रेटर,ಸ್ವಯಂಚಾಲಿತ ಮಲ್ಟಿವೈಬ್ರೇಟರ್
फ्लोटिंग मल्टीव्हायब्रेटर,ತೇಲುವ ಮಲ್ಟಿವೈಬ್ರೇಟರ್
असममित जंक्शन,ಅಸಮಪಾರ್ಶ್ವದ ಜಂಕ್ಷನ್
असिंक्रोनस कॅल्क्युलेटर,ಅಸಮಕಾಲಿಕ ಕ್ಯಾಲ್ಕುಲೇಟರ್
आण्विक,ಪರಮಾಣು
अणुक्रमांक,ಪರಮಾಣು ಸಂಖ್ಯೆ
अणु रचना,ಪರಮಾಣು ರಚನೆ
ऑडिओ अॅम्प्लीफायर,ಆಡಿಯೋ ಆಂಪ್ಲಿಫಯರ್
ऑडिओ अॅम्प्लीफायर,ಆಡಿಯೋ ಆಂಪ್ಲಿಫಯರ್
ऑडिओ कॅसेट,ಆಡಿಯೋ ಕ್ಯಾಸೆಟ್
ऑडिओ सर्किट,ಆಡಿಯೋ ಸರ್ಕ್ಯೂಟ್
ऐकण्यायोग्य वारंवारता,ಶ್ರವ್ಯ ಆವರ್ತನ
स्वयंचलित व्होल्टेज नियंत्रण,ಸ್ವಯಂಚಾಲಿತ ವೋಲ್ಟೇಜ್ ನಿಯಂತ್ರಣ
हिमस्खलन,ಹಿಮಕುಸಿತ
सरासरी डिटेक्टर,ಸರಾಸರಿ ಡಿಟೆಕ್ಟರ್
अक्षीय मोड,ಅಕ್ಷೀಯ ಮೋಡ್
अक्षीय प्रमाण,ಅಕ್ಷೀಯ ಅನುಪಾತ
अँटेना,ಆಂಟೆನಾ
बॅक इलेक्ट्रोमोटिव्ह फोर्स,ಹಿಂದೆ ಎಲೆಕ್ಟ್ರೋಮೋಟಿವ್ ಫೋರ್ಸ್
मागील क्षेत्र,ಹಿಂಭಾಗದ ಪ್ರದೇಶ
परत स्कॅटर,ಮತ್ತೆ ಚದುರುವಿಕೆ
पार्श्वभूमी शुल्क,ಹಿನ್ನೆಲೆ ಶುಲ್ಕ
बाजूचा आवाज,ಅಡ್ಡ ಶಬ್ದ
प्रतिगामी,ಹಿಮ್ಮೆಟ್ಟುವಿಕೆ
पोस्टरियर इरॅडिएशन,ಹಿಂಭಾಗದ ವಿಕಿರಣ
बॅकवर्ड डायोड / बॅकवर्ड डायोड,ಬ್ಯಾಕ್‌ವರ್ಡ್ ಡಯೋಡ್ / ಬ್ಯಾಕ್‌ವರ್ಡ್ ಡಯೋಡ್
बॅकवर्ड वेव्ह ऑसिलेटर,ಹಿಂದುಳಿದ ತರಂಗ ಆಂದೋಲಕ
"अडथळा, अडथळा","ಅಡಚಣೆ, ಅಡಚಣೆ"
अडथळा,ಅಡಚಣೆ
संतुलित पूल,ಸಮತೋಲಿತ ಸೇತುವೆ
संतुलित मॉड्युलेटर,ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್
संतुलित मॉड्युलेटर,ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್
संतुलित सर्किट,ಸಮತೋಲಿತ ಸರ್ಕ್ಯೂಟ್
संतुलित ग्रेडियंट डिटेक्टर,ಸಮತೋಲಿತ ಗ್ರೇಡಿಯಂಟ್ ಡಿಟೆಕ್ಟರ್
वर्तमान स्टॅबिलायझर प्रतिरोध,ಪ್ರಸ್ತುತ ಸ್ಥಿರೀಕಾರಕ ಪ್ರತಿರೋಧ
बोलोमीटर,ಬೋಲೋಮೀಟರ್
बोलोमीटर पूल,ಬೋಲೋಮೀಟರ್ ಸೇತುವೆ
फुगा,ಬಲೂನ್
केळी जॅक,ಬನಾನಾ ಜ್ಯಾಕ್
केळी प्लग,ಬಾಳೆಹಣ್ಣಿನ ಪ್ಲಗ್
"पट्टी, पट्टी","ಬ್ಯಾಂಡ್, ಬ್ಯಾಂಡೇಜ್"
बँड चालक,ಬ್ಯಾಂಡ್ ಚಾಲಕ
बँड ऊर्जा,ಬ್ಯಾಂಡ್ ಶಕ್ತಿ
बँड अंतर,ಬ್ಯಾಂಡ್ ಅಂತರ
बॅडपार्क अॅम्प्लीफायर,ಬ್ಯಾಡ್‌ಪಾರ್ಕ್ ಆಂಪ್ಲಿಫಯರ್
बँड पास फिल्टर,ಬ್ಯಾಂಡ್ ಪಾಸ್ ಫಿಲ್ಟರ್
बॉड रेट जनरेटर,ಬಾಡ್ ದರ ಜನರೇಟರ್
banddispersion,ಬ್ಯಾಂಡ್ ಡಿಸ್ಪರ್ಶನ್
बँड रेझिस्टर,ಬ್ಯಾಂಡ್ ರೆಸಿಸ್ಟರ್
बँड ब्रेकर फिल्टर,ಬ್ಯಾಂಡ್ ಬ್ರೇಕರ್ ಫಿಲ್ಟರ್
बँड विस्तार,ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ
बँड रिमूव्हर फिल्टर,ಬ್ಯಾಂಡ್ ಹೋಗಲಾಡಿಸುವ ಫಿಲ್ಟರ್
बँड विस्तार विक्षेप गुणक,ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ಡಿಫ್ಲೆಕ್ಷನ್ ಮಲ್ಟಿಪ್ಲೈಯರ್
बँड विस्तार अंतर गुणक,ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ದೂರ ಗುಣಕ
"बीम कॅपेसिटर, बँक कॅपेसिटर","ಬೀಮ್ ಕೆಪಾಸಿಟರ್, ಬ್ಯಾಂಕ್ ಕೆಪಾಸಿಟರ್"
"बार्कर कोड, बार्कर कोड","ಬಾರ್ಕರ್ ಕೋಡ್, ಬಾರ್ಕರ್ ಕೋಡ್"
barravaugen निकष,barravaugen ಮಾನದಂಡ
बॅरेटर,ನ್ಯಾಯವಾದಿ
अडथळा,ತಡೆಗೋಡೆ
इन्सुलेट कॅपेसिटर,ನಿರೋಧಕ ಕೆಪಾಸಿಟರ್
अडथळा ऊर्जा,ತಡೆ ಶಕ್ತಿ
रेझिस्टर व्होल्टेज,ಪ್ರತಿರೋಧಕ ವೋಲ್ಟೇಜ್
बार्टलेट विंडो,ಬಾರ್ಟ್ಲೆಟ್ ಕಿಟಕಿ
"आधार, आधार","ಬೇಸ್, ಬೇಸ್"
बेस बँड,ಬೇಸ್ ಬ್ಯಾಂಡ್
बेस बँड ट्रान्समिशन,ಬೇಸ್ ಬ್ಯಾಂಡ್ ಪ್ರಸರಣ
बेस चार्ज,ಮೂಲ ಶುಲ್ಕ
बेस करंट,ಮೂಲ ಪ್ರಸ್ತುತ
मूळ वर्तमान स्रोत,ಮೂಲ ಪ್ರಸ್ತುತ ಮೂಲ
बेस कातरणे,ಬೇಸ್ ಕತ್ತರಿಸುವುದು
आधार मदन,ಆಧಾರ್ ಮದನ್
बेस एमिटर फीड,ಬೇಸ್ ಎಮಿಟರ್ ಫೀಡ್
बेस एमिटर जंक्शन,ಬೇಸ್ ಎಮಿಟರ್ ಜಂಕ್ಷನ್
बेस इंजेक्शन,ಬೇಸ್ ಇಂಜೆಕ್ಷನ್
ग्राउंड लाईन,ನೆಲದ ರೇಖೆ
बेस प्रतिकार,ಮೂಲ ಪ್ರತಿರೋಧ
मूळ स्रोत,ಮೂಲ ಮೂಲ
बेस विस्तार प्रतिकार,ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ
बेस विस्तार प्रतिकार,ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ
बेस जाडी,ಬೇಸ್ ದಪ್ಪ
बेस प्रवेश,ಮೂಲ ಪ್ರವೇಶ
"बेस विड्थ मॉड्युलेशन, बेस एक्सपेन्शन मॉड्युलेशन","ಬೇಸ್ ವಿಡ್ತ್ ಮಾಡ್ಯುಲೇಶನ್, ಬೇಸ್ ಎಕ್ಸ್ಪಾನ್ಶನ್ ಮಾಡ್ಯುಲೇಶನ್"
बेस कलेक्टर करार,ಮೂಲ ಸಂಗ್ರಾಹಕ ಒಪ್ಪಂದ
वास,ವಾಸನೆ
बास वारंवारता,ಬಾಸ್ ಆವರ್ತನ
बॅटरी,ಬ್ಯಾಟರಿ
बॉड,ಬಾಡ್
बॉड दर,ಬೌಡ್ ದರ
बॉड रेट जनरेटर,ಬಾಡ್ ದರ ಜನರೇಟರ್
बोडो कोड,ಬೋಡೋ ಕೋಡ್
"सिग्नल, बीकन","ಸಂಕೇತ, ದಾರಿದೀಪ"
"माणिका, बीड","ಮಾಣಿಕ, ಬೀಡು"
मॅनिक कॅपेसिटर,ಉನ್ಮಾದ ಕೆಪಾಸಿಟರ್
मणिकर्तपी प्रतिरोधक,ಮಣಿಕರ್ತಾಪಿ ಪ್ರತಿರೋಧಕ
"बीम अँटेना, बीम अँटेना","ಬೀಮ್ ಆಂಟೆನಾ, ಬೀಮ್ ಆಂಟೆನಾ"
बीम डिटेक्टर,ಕಿರಣ ಶೋಧಕ
बीम पॉवर नळी,ಕಿರಣದ ವಿದ್ಯುತ್ ಮೆದುಗೊಳವೆ
बीम स्विचिंग नोजल,ಕಿರಣದ ಸ್ವಿಚಿಂಗ್ ನಳಿಕೆಗಳು
तुळई विस्तार,ಕಿರಣದ ವಿಸ್ತರಣೆ
बीट वारंवारता,ಬೀಟ್ ಆವರ್ತನ
बीट-फ्रिक्वेंसी ऑसिलेटर,ಬೀಟ್-ಫ್ರೀಕ್ವೆನ್ಸಿ ಆಂದೋಲಕ
पल्स ऑसिलेटर,ನಾಡಿ ಆಂದೋಲಕ
घंटा,ಗಂಟೆ
वाकणे नुकसान,ಬಾಗುವ ನಷ್ಟ
बेसल फिल्टर,ಬೆಸೆಲ್ ಫಿಲ್ಟರ್
बीटा,ಬೀಟಾ
b-h वक्र,b-h ಕರ್ವ್
"पक्षपात, पक्षपात","ಪಕ್ಷಪಾತ, ಪಕ್ಷಪಾತ"
पूर्वाग्रह वर्तमान,ಪಕ್ಷಪಾತ ಪ್ರಸ್ತುತ
पूर्वाग्रह प्रतिकार,ಪಕ್ಷಪಾತ ಪ್ರತಿರೋಧ
दुहेरी अँटेना,ಡಬಲ್ ಆಂಟೆನಾ
द्विदिशात्मक भार प्रवाह,ದ್ವಿಮುಖ ಲೋಡ್ ಪ್ರಸ್ತುತ
द्विदिश अँटेना,ದ್ವಿಮುಖ ಆಂಟೆನಾ
द्विदिश प्रकाश उत्सर्जक डायोड,ದ್ವಿಮುಖ ಬೆಳಕಿನ ಹೊರಸೂಸುವ ಡಯೋಡ್
द्विदिशात्मक थायरिस्टर,ದ್ವಿಮುಖ ಥೈರಿಸ್ಟರ್
bi FET तंत्रज्ञान,ದ್ವಿ FET ತಂತ್ರಜ್ಞಾನ
द्वि-बिंदू ट्रान्सफॉर्मर,ಬೈ ಪಾಯಿಂಟ್ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
दुहेरी संलयन,ಡಬಲ್ ಸಮ್ಮಿಳನ
द्विपक्षीय सर्किट,ದ್ವಿಪಕ್ಷೀಯ ಸರ್ಕ್ಯೂಟ್
बायनरी,ಅವಳಿ
बायनरी बेरीज,ಬೈನರಿ ಮೊತ್ತ
बायनरी सर्किट,ಬೈನರಿ ಸರ್ಕ್ಯೂಟ್
बायनरी कोडेड दशांश,ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ
बायनरी कोडेड दशांश प्रणाली,ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ ವ್ಯವಸ್ಥೆ
बायनरी द्विध्रुवीय कॅपेसिटर,ಬೈನರಿ ದ್ವಿಧ್ರುವಿ ಕೆಪಾಸಿಟರ್
बायनरी कॅल्क्युलेटर,ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್
बायनरी कॅल्क्युलेटर,ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್
बायनरी डीकोडर,ಬೈನರಿ ಡಿಕೋಡರ್
बायनरी शिडी,ಬೈನರಿ ಏಣಿ
बायनरी पॅथोमीटर,ಬೈನರಿ ಪಾಥೋಮೀಟರ್
बायनरी स्थिती,ದ್ವಿಮಾನ ಸ್ಥಿತಿ
बायनरी-दशांश डिकोडर,ಬೈನರಿ-ದಶಮಾಂಶ ಡಿಕೋಡರ್
बायनरी लोड,ಬೈನರಿ ಲೋಡ್
बायनरी शब्द,ಬೈನರಿ ಪದಗಳು
द्विध्रुवीय,ಬೈಪೋಲಾರ್
द्विध्रुवीय कॅपेसिटर,ಬೈಪೋಲಾರ್ ಕೆಪಾಸಿಟರ್
द्विध्रुवीय उपकरण,ಬೈಪೋಲಾರ್ ಸಾಧನ
द्विध्रुवीय स्रोत,ಬೈಪೋಲಾರ್ ಮೂಲ
द्विध्रुवीय ट्रान्झिस्टर,ಬೈಪೋಲಾರ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್
द्विध्रुवीय जंक्शन ट्रान्झिस्टर,ಬೈಪೋಲಾರ್ ಜಂಕ್ಷನ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್
चतुर्भुज फिल्टर,ಕ್ವಾಡ್ರಾಟಿಕ್ ಫಿಲ್ಟರ್
दुहेरी स्थिती,ಎರಡು ಸ್ಥಾನ
दोन-स्टेज मल्टीव्हायब्रेटर,ಎರಡು ಹಂತದ ಮಲ್ಟಿವೈಬ್ರೇಟರ್
द्विदिशात्मक रिले,ದ್ವಿಮುಖ ರಿಲೇ
biphasic स्थिती,ದ್ವಿಮುಖ ಸ್ಥಿತಿ
दोन-स्थिती ट्रिगर,ಎರಡು-ಸ್ಥಾನದ ಪ್ರಚೋದಕ
बिट त्रुटी,ಬಿಟ್ ದೋಷ
बिट त्रुटी दर,ಬಿಟ್ ದೋಷ ದರ
बिट त्रुटी,ಬಿಟ್ ದೋಷ
बिटकल त्रुटी,ಬಿಟ್ಕಲ್ ದೋಷ
आंधळा बॉक्स,ಕುರುಡು ಪೆಟ್ಟಿಗೆ
घनरूप नाडी,ಮಂದಗೊಳಿಸಿದ ನಾಡಿ
सचिव,ಸ್ರವಿಸುವವನು
सेक्रेटरी इनहिबिटर,ಸ್ರವಿಸುವ ಪ್ರತಿಬಂಧಕ
अंधत्व,ಕುರುಡುತನ
खंड आकृती,ವಿಭಾಗದ ರೇಖಾಚಿತ್ರ
अवरोधित करणे,ತಡೆಯುವ ಪ್ರತಿರೋಧ
तुकडा हस्तांतरण,ತುಣುಕು ವರ್ಗಾವಣೆ
इंटरसेप्ट,ತಡೆಹಿಡಿಯಿರಿ
रेझिस्टर कॅपेसिटर,ರೆಸಿಸ್ಟರ್ ಕೆಪಾಸಿಟರ್
रेझिस्टर कॅपेसिटर,ರೆಸಿಸ್ಟರ್ ಕೆಪಾಸಿಟರ್
रेझिस्टर ऑसिलेटर,ತಡೆಯುವ ಆಂದೋಲಕ
ब्लॉकिंग ऑसिलेटर,ತಡೆಯುವ ಆಂದೋಲಕ
रेझिस्टर व्होल्टेज,ಪ್ರತಿರೋಧಕ ವೋಲ್ಟೇಜ್
ब्लोअर,ಊದುವವನು
bode आकृती,ಬೋಡ್ ರೇಖಾಚಿತ್ರ
voltzmann संबंध,ವೋಲ್ಟ್ಜ್ಮನ್ ಸಂಬಂಧ
voltzmann स्थिरांक,ವೋಲ್ಟ್ಜ್ಮನ್ ಸ್ಥಿರ
बंध,ಕರಾರುಪತ್ರ
बाउंड स्ट्रेन गेज,ಬೌಂಡ್ ಸ್ಟ್ರೈನ್ ಗೇಜ್
स्वयं-समर्थक अॅम्प्लिफायर,ಸ್ವಯಂ-ಬೆಂಬಲಿತ ಆಂಪ್ಲಿಫಯರ್
बुलियन बीजगणित,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ
बुलियन समीकरण,ಬೂಲಿಯನ್ ಸಮೀಕರಣ
बूट Strapon,ಬೂಟ್ ಸ್ಟ್ರಾಪನ್
बूथचे अल्गोरिदम,ಬೂತ್ ಅಲ್ಗಾರಿದಮ್
बूटस्ट्रॅप प्रिझम सर्किट,ಬೂಟ್ ಸ್ಟ್ರಾಪ್ ಪ್ರಿಸ್ಮ್ ಸರ್ಕ್ಯೂಟ್
bosscutts नियम,ಬಾಸ್ಕಟ್ಸ್ ನಿಯಮ
बोस-चौधरी हॉकेनहॅम (BCH) कोड,ಬೋಸ್-ಚೌಧರಿ ಹಾಕಿನ್‌ಹ್ಯಾಮ್ (BCH) ಕೋಡ್
"उडी, उडी","ಜಂಪ್, ಜಂಪ್"
बद्ध इलेक्ट्रॉन,ಬೌಂಡ್ ಎಲೆಕ್ಟ್ರಾನ್
ब्रॅग रिफ्लेक्टर,ಬ್ರಾಗ್ ಪ್ರತಿಫಲಕ
गुंफलेली तार,ಹೆಣೆದುಕೊಂಡ ತಂತಿ
शाखा,ಶಾಖೆ
शाखा,ಕವಲೊಡೆಯುತ್ತಿದೆ
प्रयोग मंडळ,ಪ್ರಯೋಗ ಮಂಡಳಿ
ब्रेक झोन,ವಿರಾಮ ವಲಯ
ब्रेकिंग व्होल्टेज,ಬ್ರೇಕಿಂಗ್ ವೋಲ್ಟೇಜ್
ब्रेकडाउन डायोड,ಸ್ಥಗಿತ ಡಯೋಡ್
फ्रॅक्चर फिक्सेशन,ಮುರಿತದ ಸ್ಥಿರೀಕರಣ
ब्रेकिंग व्होल्टेज,ಬ್ರೇಕಿಂಗ್ ವೋಲ್ಟೇಜ್
पूल,ಸೇತುವೆ
ब्रिज रेक्टिफायर,ಸೇತುವೆ ರಿಕ್ಟಿಫೈಯರ್
रुंद बँड,ವಿಶಾಲ ಬ್ಯಾಂಡ್
ब्रॉडकास्ट बँड,ಪ್ರಸಾರ ಬ್ಯಾಂಡ್
सूक्ष्म अॅरे,ಆಸ್ಟ್ರಲ್ ಅರೇ
प्रसारण,ಪ್ರಸಾರ
ब्रॉडकास्ट अँटेना,ಪ್ರಸಾರ ಆಂಟೆನಾ
ब्रॉडकास्ट रिसीव्हर,ಪ್ರಸಾರ ರಿಸೀವರ್
वारंवारता प्रसारण प्राप्तकर्ता,ಆವರ್ತನ ಪ್ರಸಾರ ರಿಸೀವರ್
प्रसारण ट्रान्समीटर,ಪ್ರಸಾರ ಟ್ರಾನ್ಸ್ಮಿಟರ್
बूस्टर अँटेना,ಬೂಸ್ಟರ್ ಆಂಟೆನಾ
बस अँटेना,ಬಸ್ ಆಂಟೆನಾ
ब्रश विसर्जन,ಬ್ರಷ್ ಇಮ್ಮರ್ಶನ್
बुडबुडे आणि गेट,ಬಬ್ಲಿಂಗ್ ಮತ್ತು ಗೇಟ್
बुडबुडू किंवा गेट,ಬುಡ್ಬುಡು ಅಥವಾ ಗೇಟ್
बबल स्मृती,ಬಬ್ಲಿ ನೆನಪು
भरपाई व्होल्टेज,ಸರಿದೂಗಿಸುವ ವೋಲ್ಟೇಜ್
बफर,ಬಫರ್
बफर अॅम्प्लीफायर,ಬಫರ್ ಆಂಪ್ಲಿಫಯರ್
बफर सर्किट,ಬಫರ್ ಸರ್ಕ್ಯೂಟ್
बफर ऑपरेटर,ಬಫರ್ ಆಪರೇಟರ್
बफर रजिस्टर,ಬಫರ್ ರಿಜಿಸ್ಟರ್
बल्ब,ಬಲ್ಬ್
लोकसंख्या प्रभाव,ಜನಸಂಖ್ಯೆಯ ಪರಿಣಾಮ
मॅक्रो सेमीकंडक्टर उपकरण,ಮ್ಯಾಕ್ರೋ ಸೆಮಿಕಂಡಕ್ಟರ್ ಸಾಧನ
घड,ಗುಂಪನ್ನು
बुडलेली एक्सचेंज,ಮುಳುಗಿದ ವಿನಿಮಯ
बुडलेला थर,ಮುಳುಗಿದ ಪದರ
बुडलेला संपर्क,ಮುಳುಗಿದ ಸಂಪರ್ಕ
स्फोट अॅम्प्लीफायर,ಬ್ಲಾಸ್ಟ್ ಆಂಪ್ಲಿಫಯರ್
स्फोट कव्हर,ಬ್ಲಾಸ್ಟ್ ಕವರ್
स्फोट गोळीबार,ಸ್ಫೋಟದ ಗುಂಡಿನ
स्फोट दरवाजा अॅम्प्लीफायर,ಸ್ಫೋಟ ಬಾಗಿಲು ಆಂಪ್ಲಿಫೈಯರ್
बर्स्ट मोड,ಬರ್ಸ್ಟ್ ಮೋಡ್
स्फोट विभाजक,ಸ್ಫೋಟ ವಿಭಜಕ
स्फोट सिग्नल,ಸ್ಫೋಟ ಸಂಕೇತ
स्फोट त्रुटी सुधारक कोड,ಬರ್ಸ್ಟ್ ದೋಷ ಸರಿಪಡಿಸುವ ಕೋಡ್
पुरेसा,ಸಾಕು
बस बार,ಬಸ್ ಬಾರ್
बस संघटना,ಬಸ್ ಸಂಘಟನೆ
बस मानक,ಬಸ್ ಗುಣಮಟ್ಟ
फक्त क्षणिक,ಕೇವಲ ಕ್ಷಣಿಕ
बटर वर्थ फिल्टर,ಬೆಣ್ಣೆ ಮೌಲ್ಯದ ಫಿಲ್ಟರ್
bnc वायर,bnc ತಂತಿ
BNC जॉइंटर,BNC ಜಾಯಿಂಟರ್
च्या कडे,ದಾರಿಯಲ್ಲಿ
बायपास कॅपेसिटर,ಬೈಪಾಸ್ ಕೆಪಾಸಿಟರ್
बाइट,ಬೈಟ್
व्ही बँड,ವಿ ಬ್ಯಾಂಡ್
सी बँड अँटेना,ಸಿ ಬ್ಯಾಂಡ್ ಆಂಟೆನಾ
तार,ತಂತಿ
वायर राउटिंग,ತಂತಿ ರೂಟಿಂಗ್
टेलिग्राफ दूरदर्शन,ಟೆಲಿಗ್ರಾಫ್ ದೂರದರ್ಶನ
कॅशे मेमरी,ಸಂಗ್ರಹ ಮೆಮೊರಿ
