Punjabi,Gujarati
ਸਾਰੇ ਪਾਸ ਫਿਲਟਰ,બધા પાસ ફિલ્ટર
ਮਿਸ਼ਰਤ ਜੰਕਸ਼ਨ,એલોય જંકશન
ਧਿਆਨ,એટેન્યુએશન
ਬਦਲਵੇਂ ਮੌਜੂਦਾ,વૈકલ્પિક પ્રવાહ
ਅੰਬੀਨਟ ਤਾਪਮਾਨ,આસપાસનું તાપમાન
ਬਾਈਪੋਲਰ,દ્વિધ્રુવી
ਵਾਧਾ,એમ્પ્લીફિકેશન
ਐਂਪਲੀਫਾਇਰ,એમ્પ્લીફાયર
ਐਂਪਲੀਫਾਇਰ ਕੁਸ਼ਲਤਾ,એમ્પ્લીફાયર કાર્યક્ષમતા
ਮਾਪ,પરિમાણો
ਐਪਲੀਟਿਊਡ attenuation,કંપનવિસ્તાર એટેન્યુએશન
ਐਪਲੀਟਿਊਡ ਮੋਡਿਊਲੇਟਡ AM ਔਸਿਲੇਟਰ,કંપનવિસ્તાર મોડ્યુલેટેડ AM ઓસિલેટર
ਐਪਲੀਟਿਊਡ ਮੋਡਿਊਲੇਸ਼ਨ,કંપનવિસ્તાર મોડ્યુલેશન
ਐਪਲੀਟਿਊਡ ਮੋਡਿਊਲੇਟਰ,કંપનવિસ્તાર મોડ્યુલેટર
ਐਂਗਸਟ੍ਰੋਮ ਯੂਨਿਟ,એંગસ્ટ્રોમ એકમ
ਐਨਾਲਾਗ ਸਰਕਟ,એનાલોગ સર્કિટ
ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ,એનાલોગ કમ્પ્યુટર
ਐਨਾਲਾਗ ਫਿਲਟਰ,એનાલોગ ફિલ્ટર
ਐਨਾਲਾਗ ਮਲਟੀਮੀਟਰ,એનાલોગ મલ્ટિમીટર
ਐਨਾਲਾਗ ਸਵਿੱਚ,એનાલોગ સ્વીચ
ਅਤੇ ਗੇਟ,અને દરવાજો
ਕੋਣੀ ਬਾਰੰਬਾਰਤਾ,કોણીય આવર્તન
"anion, anion","anion, anion"
ਐਨੀਲਿੰਗ ਤਾਪਮਾਨ,એનિલિંગ તાપમાન
ਐਨੋਡ,એનોડ
ਐਨੋਡ ਐਂਪਲੀਫਾਇਰ,એનોડ એમ્પ્લીફાયર
anodyne,anodyne
ਐਂਟੀਨਾ,એન્ટેના
ਐਂਟੀਨਾ ਕੰਪੋਨੈਂਟ,એન્ટેના ઘટક
ਵਿਰੋਧੀ ਪ੍ਰਤੀਬਿੰਬ ਪਰਤ,વિરોધી પ્રતિબિંબીત કોટિંગ
ਐਂਟੀਲੌਗਿਨ ਐਂਪਲੀਫਾਇਰ,એન્ટિલોગિન એમ્પ્લીફાયર
antiresonant ਸਰਕਟ,પ્રતિરોધક સર્કિટ
ਦੁਆਰਕ ਕਾਲ,દ્વારક સમયગાળો
ਵਰਚੁਅਲ ਪਾਵਰ,વર્ચ્યુઅલ પાવર
ਤਾਰ ਕੁਨੈਕਸ਼ਨ,વાયર કનેક્શન
ਲਗਭਗ ਵੋਲਟੇਜ ਲਾਭ,અંદાજિત વોલ્ટેજ ગેઇન
armstrong modulator,આર્મસ્ટ્રોંગ મોડ્યુલેટર
ਐਂਟੀਨਾ ਐਰੇ,એન્ટેના એરે
"ਆਕਾਰ ਅਨੁਪਾਤ, ਆਕਾਰ ਅਨੁਪਾਤ","કદ ગુણોત્તર, પાસા ગુણોત્તર"
ਫਲੋਟਿੰਗ ਸਰਕਟ (ਮੁਫ਼ਤ ਓਪਰੇਟਿੰਗ ਸਰਕਟ),ફ્લોટિંગ સર્કિટ (ફ્રી ઓપરેટિંગ સર્કિટ)
ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,સ્વચાલિત મલ્ટિવાઇબ્રેટર
ਫਲੋਟਿੰਗ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,ફ્લોટિંગ મલ્ટિવાઇબ્રેટર
ਅਸਮਿਤ ਜੰਕਸ਼ਨ,અસમપ્રમાણ જંકશન
ਅਸਿੰਕ੍ਰੋਨਸ ਕੈਲਕੁਲੇਟਰ,અસુમેળ કેલ્ક્યુલેટર
ਪ੍ਰਮਾਣੂ,પરમાણુ
ਪਰਮਾਣੂ ਨੰਬਰ,અણુ સંખ્યા
ਪਰਮਾਣੂ ਬਣਤਰ,અણુ માળખું
ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ,ઓડિયો એમ્પ્લીફાયર
ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ,ઓડિયો એમ્પ્લીફાયર
ਆਡੀਓ ਕੈਸੇਟ,ઓડિયો કેસેટ
ਆਡੀਓ ਸਰਕਟ,ઓડિયો સર્કિટ
ਸੁਣਨਯੋਗ ਬਾਰੰਬਾਰਤਾ,સાંભળી શકાય તેવી આવર્તન
ਆਟੋਮੈਟਿਕ ਵੋਲਟੇਜ ਕੰਟਰੋਲ,આપોઆપ વોલ્ટેજ નિયંત્રણ
ਬਰਫ਼ਬਾਰੀ,હિમપ્રપાત
ਔਸਤ ਖੋਜੀ,સરેરાશ ડિટેક્ટર
ਧੁਰੀ ਮੋਡ,અક્ષીય મોડ
ਧੁਰੀ ਅਨੁਪਾਤ,અક્ષીય ગુણોત્તર
ਐਂਟੀਨਾ,એન્ટેના
ਵਾਪਸ ਇਲੈਕਟ੍ਰੋਮੋਟਿਵ ਫੋਰਸ,પાછળનું ઇલેક્ટ્રોમોટિવ બળ
ਪਿਛਲਾ ਖੇਤਰ,પાછળનો વિસ્તાર
ਵਾਪਸ ਸਕੈਟਰ,પાછા સ્કેટર
ਪਿਛੋਕੜ ਚਾਰਜ,પૃષ્ઠભૂમિ ચાર્જ
ਪਾਸੇ ਦਾ ਰੌਲਾ,બાજુનો અવાજ
ਪਿਛਾਖੜੀ,પ્રત્યાગમન
ਪਿਛਲਾ ਕਿਰਨ,પશ્ચાદવર્તી ઇરેડિયેશન
ਬੈਕਵਰਡ ਡਾਇਡ / ਬੈਕਵਰਡ ਡਾਇਡ,બેકવર્ડ ડાયોડ / બેકવર્ડ ડાયોડ
ਬੈਕਵਰਡ ਵੇਵ ਔਸਿਲੇਟਰ,બેકવર્ડ વેવ ઓસિલેટર
"ਰੁਕਾਵਟ, ਰੁਕਾਵਟ","અવરોધ, અવરોધ"
ਰੁਕਾਵਟ,અવરોધ
ਸੰਤੁਲਿਤ ਪੁਲ,સંતુલિત પુલ
ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ,સંતુલિત મોડ્યુલેટર
ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ,સંતુલિત મોડ્યુલેટર
ਸੰਤੁਲਿਤ ਸਰਕਟ,સંતુલિત સર્કિટ
ਸੰਤੁਲਿਤ ਗਰੇਡੀਐਂਟ ਡਿਟੈਕਟਰ,સંતુલિત ઢાળ ડિટેક્ટર
ਮੌਜੂਦਾ ਸਟੈਬੀਲਾਈਜ਼ਰ ਪ੍ਰਤੀਰੋਧ,વર્તમાન સ્ટેબિલાઇઝર પ્રતિકાર
ਬੋਲੋਮੀਟਰ,બોલોમીટર
ਬੋਲੋਮੀਟਰ ਪੁਲ,બોલોમીટર પુલ
ਗੁਬਾਰਾ,બલૂન
ਕੇਲਾ ਜੈਕ,બનાના જેક
ਕੇਲੇ ਦਾ ਪਲੱਗ,બનાના પ્લગ
"ਪੱਟੀ, ਪੱਟੀ","બેન્ડ, પાટો"
ਬੈਂਡ ਡਰਾਈਵਰ,બેન્ડ ડ્રાઈવર
ਬੈਂਡ ਊਰਜਾ,બેન્ડ ઊર્જા
ਬੈਂਡ ਗੈਪ,બેન્ડ ગેપ
ਬੈਡਪਾਰਕ ਐਂਪਲੀਫਾਇਰ,બેડપાર્ક એમ્પ્લીફાયર
ਬੈਂਡ ਪਾਸ ਫਿਲਟਰ,બેન્ડ પાસ ફિલ્ટર
ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ,બાઉડ રેટ જનરેટર
banddispersion,banddispersion
ਬੈਂਡ ਰੋਧਕ,બેન્ડ રેઝિસ્ટર
ਬੈਂਡ ਤੋੜਨ ਵਾਲਾ ਫਿਲਟਰ,બેન્ડ બ્રેકર ફિલ્ટર
ਬੈਂਡ ਦਾ ਵਿਸਥਾਰ,બેન્ડ વિસ્તરણ
ਬੈਂਡ ਰੀਮੂਵਰ ਫਿਲਟਰ,બેન્ડ રીમુવર ફિલ્ટર
ਬੈਂਡ ਐਕਸਪੈਂਸ਼ਨ ਡਿਫਲੈਕਸ਼ਨ ਗੁਣਕ,બેન્ડ વિસ્તરણ ડિફ્લેક્શન ગુણક
ਬੈਂਡ ਐਕਸਟੈਂਸ਼ਨ ਦੂਰੀ ਗੁਣਕ,બેન્ડ એક્સ્ટેંશન અંતર ગુણક
"ਬੀਮ ਕੈਪਸੀਟਰ, ਬੈਂਕ ਕੈਪਸੀਟਰ","બીમ કેપેસિટર, બેંક કેપેસિટર"
"ਬਾਰਕਰ ਕੋਡ, ਬਾਰਕਰ ਕੋਡ","બાર્કર કોડ, બાર્કર કોડ"
barravaugen ਮਾਪਦੰਡ,barravaugen માપદંડ
ਬੈਰਟਰ,બેરેટર
ਰੁਕਾਵਟ,અવરોધ
ਇਨਸੂਲੇਟਿੰਗ ਕੈਪਸੀਟਰ,ઇન્સ્યુલેટીંગ કેપેસિટર
ਰੁਕਾਵਟ ਊਰਜਾ,અવરોધ ઊર્જા
ਰੋਧਕ ਵੋਲਟੇਜ,રેઝિસ્ટર વોલ્ટેજ
ਬਾਰਟਲੇਟ ਵਿੰਡੋ,બાર્ટલેટ વિન્ડો
"ਅਧਾਰ, ਅਧਾਰ","આધાર, આધાર"
ਅਧਾਰ ਬੈਂਡ,આધાર બેન્ડ
ਬੇਸ ਬੈਂਡ ਪ੍ਰਸਾਰਣ,બેઝ બેન્ડ ટ્રાન્સમિશન
ਬੇਸ ਚਾਰਜ,બેઝ ચાર્જ
ਅਧਾਰ ਮੌਜੂਦਾ,આધાર પ્રવાહ
ਅਧਾਰ ਮੌਜੂਦਾ ਸਰੋਤ,આધાર વર્તમાન સ્ત્રોત
ਅਧਾਰ ਕੱਟਣਾ,આધાર ઉતારવું
ਆਧਾਰ ਮਦਨ,આધાર મદન
ਬੇਸ ਐਮੀਟਰ ਫੀਡ,આધાર ઉત્સર્જક ફીડ
ਬੇਸ ਐਮੀਟਰ ਜੰਕਸ਼ਨ,આધાર ઉત્સર્જક જંકશન
ਅਧਾਰ ਟੀਕਾ,બેઝ ઈન્જેક્શન
ਜ਼ਮੀਨੀ ਲਾਈਨ,જમીન રેખા
ਅਧਾਰ ਪ੍ਰਤੀਰੋਧ,આધાર પ્રતિકાર
ਅਧਾਰ ਸਰੋਤ,આધાર સ્ત્રોત
ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ,આધાર વિસ્તરણ પ્રતિકાર
ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ,આધાર વિસ્તરણ પ્રતિકાર
ਅਧਾਰ ਮੋਟਾਈ,આધાર જાડાઈ
ਅਧਾਰ ਪਹੁੰਚ,બેઝ એક્સેસ
"ਬੇਸ ਵਿਡਥ ਮੋਡੂਲੇਸ਼ਨ, ਬੇਸ ਐਕਸਪੈਂਸ਼ਨ ਮੋਡੂਲੇਸ਼ਨ","આધાર પહોળાઈ મોડ્યુલેશન, આધાર વિસ્તરણ મોડ્યુલેશન"
ਆਧਾਰ ਕੁਲੈਕਟਰ ਸੰਧੀ,આધાર કલેક્ટર સંધિ
ਗੰਧ,ગંધ
ਬਾਸ ਬਾਰੰਬਾਰਤਾ,બાસ આવર્તન
ਬੈਟਰੀ,બેટરી
ਬੌਡ,બાઉડ
ਬੌਡ ਦਰ,બાઉડ દર
ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ,બાઉડ રેટ જનરેટર
ਬੋਡੋ ਕੋਡ,બોડો કોડ
"ਸੰਕੇਤ, ਬੀਕਨ","સંકેત, દીવાદાંડી"
"ਮਨਿਕਾ, ਬੀਡ","મણિકા, બીડ"
manic capacitor,મેનિક કેપેસિટર
ਮਾਨਿਕਰ੍ਤਾਪਿ ਪ੍ਰਤਿਰੋਧਕਃ,મણિકર્તાપિ પ્રતિરોધકો
"ਬੀਮ ਐਂਟੀਨਾ, ਬੀਮ ਐਂਟੀਨਾ","બીમ એન્ટેના, બીમ એન્ટેના"
ਬੀਮ ਡਿਟੈਕਟਰ,બીમ ડિટેક્ટર
ਬੀਮ ਪਾਵਰ ਹੋਜ਼,બીમ પાવર નળી
ਬੀਮ ਸਵਿਚਿੰਗ ਨੋਜ਼ਲ,બીમ સ્વિચિંગ નોઝલ
ਬੀਮ ਦਾ ਵਿਸਥਾਰ,બીમ વિસ્તરણ
ਬੀਟ ਬਾਰੰਬਾਰਤਾ,હરાવ્યું આવર્તન
ਬੀਟ-ਫ੍ਰੀਕੁਐਂਸੀ ਔਸਿਲੇਟਰ,બીટ-ફ્રિકવન્સી ઓસિલેટર
ਪਲਸ ਔਸਿਲੇਟਰ,પલ્સ ઓસિલેટર
ਘੰਟੀ,બેલ
ਝੁਕਣ ਦਾ ਨੁਕਸਾਨ,બેન્ડિંગ નુકશાન
ਬੇਸਲ ਫਿਲਟਰ,બેસેલ ફિલ્ટર
ਬੀਟਾ,બેટા
b-h ਵਕਰ,b-h વળાંક
"ਪੱਖਪਾਤ, ਪੱਖਪਾਤ","પૂર્વગ્રહ, પૂર્વગ્રહ"
ਪੱਖਪਾਤ ਮੌਜੂਦਾ,પૂર્વગ્રહ વર્તમાન
ਪੱਖਪਾਤ ਪ੍ਰਤੀਰੋਧ,પૂર્વગ્રહ પ્રતિકાર
ਡਬਲ ਐਂਟੀਨਾ,ડબલ એન્ટેના
ਦੋ-ਦਿਸ਼ਾਵੀ ਲੋਡ ਕਰੰਟ,દ્વિપક્ષીય લોડ વર્તમાન
ਦੋ-ਦਿਸ਼ਾਵੀ ਐਂਟੀਨਾ,દ્વિદિશ એન્ટેના
ਦੋ-ਦਿਸ਼ਾਵੀ ਰੋਸ਼ਨੀ ਐਮੀਟਿੰਗ ਡਾਇਓਡ,દ્વિદિશ પ્રકાશ ઉત્સર્જક ડાયોડ
ਦੋ-ਦਿਸ਼ਾਵੀ thyristor,દ્વિપક્ષીય થાઇરિસ્ટર
bi FET ਤਕਨਾਲੋਜੀ,bi FET ટેકનોલોજી
ਦੋ ਬਿੰਦੂ ਟ੍ਰਾਂਸਫਾਰਮਰ,બાય પોઇન્ટ ટ્રાન્સફોર્મર
ਡਬਲ ਫਿਊਜ਼ਨ,ડબલ ફ્યુઝન
ਦੁਵੱਲੀ ਸਰਕਟ,દ્વિપક્ષીય સર્કિટ
ਬਾਈਨਰੀ,દ્વિસંગી
ਬਾਈਨਰੀ ਜੋੜ,દ્વિસંગી રકમ
ਬਾਈਨਰੀ ਸਰਕਟ,દ્વિસંગી સર્કિટ
ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ,દ્વિસંગી કોડેડ દશાંશ
ਬਾਈਨਰੀ ਕੋਡਡ ਡੈਸੀਮਲ ਸਿਸਟਮ,દ્વિસંગી કોડેડ દશાંશ સિસ્ટમ
ਬਾਈਨਰੀ ਡਾਈਪੋਲ ਕੈਪਸੀਟਰ,દ્વિસંગી દ્વિધ્રુવ કેપેસિટર
ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ,દ્વિસંગી કેલ્ક્યુલેટર
ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ,દ્વિસંગી કેલ્ક્યુલેટર
ਬਾਈਨਰੀ ਡੀਕੋਡਰ,દ્વિસંગી ડીકોડર
ਬਾਈਨਰੀ ਪੌੜੀ,દ્વિસંગી નિસરણી
ਬਾਈਨਰੀ ਪਾਥੋਮੀਟਰ,બાઈનરી પેથોમીટર
ਬਾਈਨਰੀ ਸਥਿਤੀ,દ્વિસંગી સ્થિતિ
ਬਾਈਨਰੀ-ਦਸ਼ਮਲਵ ਡੀਕੋਡਰ,દ્વિસંગી-દશાંશ ડીકોડર
ਬਾਈਨਰੀ ਲੋਡ,બાઈનરી લોડ
ਬਾਈਨਰੀ ਸ਼ਬਦ,દ્વિસંગી શબ્દો
ਬਾਈਪੋਲਰ,દ્વિધ્રુવી
ਬਾਇਪੋਲਰ ਕੈਪੇਸੀਟਰ,બાયપોલર કેપેસિટર
ਦੋਧਰੁਵੀ ਜੰਤਰ,દ્વિધ્રુવી ઉપકરણ
ਦੋਧਰੁਵੀ ਸਰੋਤ,દ્વિધ્રુવી સ્ત્રોત
ਬਾਈਪੋਲਰ ਟਰਾਂਜ਼ਿਸਟਰ,બાયપોલર ટ્રાંઝિસ્ટર
ਬਾਈਪੋਲਰ ਜੰਕਸ਼ਨ ਟਰਾਂਜ਼ਿਸਟਰ,બાયપોલર જંકશન ટ્રાંઝિસ્ટર
ਚਤੁਰਭੁਜ ਫਿਲਟਰ,ચતુર્ભુજ ફિલ્ટર
ਡਬਲ ਸਥਿਤੀ,ડબલ સ્થિતિ
ਦੋ-ਪੜਾਅ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,બે તબક્કાનું મલ્ટિવાઇબ્રેટર
ਦੋ-ਦਿਸ਼ਾਵੀ ਰੀਲੇਅ,દ્વિપક્ષીય રિલે
ਦੋ-ਪੜਾਅ ਰਾਜ,બે તબક્કાની સ્થિતિ
ਦੋ-ਸਥਿਤੀ ਟਰਿੱਗਰ,બે-સ્થિતિ ટ્રિગર
ਬਿੱਟ ਗਲਤੀ,બીટ ભૂલ
ਬਿੱਟ ਗਲਤੀ ਦਰ,બીટ ભૂલ દર
ਬਿੱਟ ਗਲਤੀ,બીટ ભૂલ
ਬਿਟਕਲ ਗਲਤੀ,બિટકલ ભૂલ
ਅੰਨ੍ਹੇ ਬਾਕਸ,અંધ બોક્સ
ਸੰਘਣੀ ਨਬਜ਼,કન્ડેન્સ્ડ પલ્સ
ਸਕੱਤਰ,સચિવ
secretory inhibitor,સ્ત્રાવ અવરોધક
ਅੰਨ੍ਹਾਪਨ,અંધત્વ
ਖੰਡ ਚਿੱਤਰ,સેગમેન્ટ ડાયાગ્રામ
ਰੁਕਾਵਟ ਨੂੰ ਰੋਕਣਾ,અવરોધક અવરોધ
ਟੁਕੜਾ ਟ੍ਰਾਂਸਫਰ,ટુકડો ટ્રાન્સફર
ਰੁਕਾਵਟ,ઇન્ટરસેપ્ટ
ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ,રેઝિસ્ટર કેપેસિટર
ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ,રેઝિસ્ટર કેપેસિટર
ਬਲਾਕਿੰਗ ਔਸਿਲੇਟਰ,રેઝિસ્ટર ઓસિલેટર
ਰੋਧਕ ਔਸਿਲੇਟਰ,અવરોધિત ઓસિલેટર
ਰੋਧਕ ਵੋਲਟੇਜ,રેઝિસ્ટર વોલ્ટેજ
ਉਡਾਉਣ ਵਾਲਾ,બ્લોઅર
ਬੋਡ ਚਿੱਤਰ,બોડ ડાયાગ્રામ
voltzmann ਸਬੰਧ,વોલ્ટ્ઝમેન સંબંધ
ਵੋਲਟਜ਼ਮੈਨ ਸਥਿਰ,વોલ્ટ્ઝમેન સતત
ਬਾਂਡ,બોન્ડ
ਬਾਊਂਡ ਸਟਰੇਨ ਗੇਜ,બંધાયેલ તાણ ગેજ
ਸਵੈ-ਸਹਾਇਤਾ ਐਂਪਲੀਫਾਇਰ,સ્વ-સહાયક એમ્પ્લીફાયર
ਬੂਲੀਅਨ ਅਲਜਬਰਾ,બુલિયન બીજગણિત
ਬੂਲੀਅਨ ਸਮੀਕਰਨ,બુલિયન સમીકરણ
ਬੂਟ Strapon,બુટ Strapon
ਬੂਥ ਦਾ ਐਲਗੋਰਿਦਮ,બૂથનું અલ્ગોરિધમ
ਬੂਟਸਟਰੈਪ ਪ੍ਰਿਜ਼ਮ ਸਰਕਟ,બુટસ્ટ્રેપ પ્રિઝમ સર્કિટ
bosscutts ਨਿਯਮ,bosscutts નિયમ
ਬੋਸ-ਚੌਧਰੀ ਹਾਕਨਹੈਮ (ਬੀਸੀਐਚ) ਕੋਡ,બોઝ-ચૌધરી હોકેનહામ (BCH) કોડ
"ਛਾਲ, ਛਾਲ","કૂદકો, કૂદકો"
ਬੰਨ੍ਹਿਆ ਇਲੈਕਟ੍ਰੋਨ,બંધાયેલ ઇલેક્ટ્રોન
ਬ੍ਰੈਗ ਰਿਫਲੈਕਟਰ,બ્રેગ રિફ્લેક્ટર
ਆਪਸ ਵਿੱਚ ਜੁੜੀ ਤਾਰ,ગૂંથેલા વાયર
ਸ਼ਾਖਾ,શાખા
ਬ੍ਰਾਂਚਿੰਗ,શાખાઓ
ਪ੍ਰਯੋਗ ਬੋਰਡ,પ્રયોગ બોર્ડ
ਬਰੇਕ ਜ਼ੋਨ,બ્રેક ઝોન
ਵੋਲਟੇਜ ਤੋੜਨਾ,બ્રેકિંગ વોલ્ટેજ
ਟੁੱਟਣ ਵਾਲਾ ਡਾਇਡ,બ્રેકડાઉન ડાયોડ
ਫ੍ਰੈਕਚਰ ਫਿਕਸੇਸ਼ਨ,અસ્થિભંગ ફિક્સેશન
ਵੋਲਟੇਜ ਤੋੜਨਾ,બ્રેકિંગ વોલ્ટેજ
ਪੁਲ,પુલ
ਪੁਲ ਸੁਧਾਰਕ,પુલ સુધારક
ਚੌੜਾ ਬੈਂਡ,વિશાળ બેન્ડ
ਪ੍ਰਸਾਰਣ ਬੈਂਡ,બ્રોડકાસ્ટ બેન્ડ
ਸੂਖਮ ਐਰੇ,અપાર્થિવ એરે
ਪ੍ਰਸਾਰਣ,પ્રસારણ
ਪ੍ਰਸਾਰਣ antenna,બ્રોડકાસ્ટ એન્ટેના
ਪ੍ਰਸਾਰਣ ਪ੍ਰਾਪਤਕਰਤਾ,બ્રોડકાસ્ટ રીસીવર
ਬਾਰੰਬਾਰਤਾ ਪ੍ਰਸਾਰਣ ਰਿਸੀਵਰ,ફ્રીક્વન્સી બ્રોડકાસ્ટ રીસીવર
ਪ੍ਰਸਾਰਣ ਟ੍ਰਾਂਸਮੀਟਰ,બ્રોડકાસ્ટ ટ્રાન્સમીટર
ਬੂਸਟਰ ਐਂਟੀਨਾ,બૂસ્ટર એન્ટેના
ਬੱਸ ਐਂਟੀਨਾ,બસ એન્ટેના
ਬੁਰਸ਼ ਇਮਰਸ਼ਨ,બ્રશ નિમજ્જન
ਬੁਲਬੁਲਾ ਅਤੇ ਗੇਟ,પરપોટા અને દરવાજો
ਬੁਡਬੁਦੁ ਜਾਂ ਗੇਟ,બુડબુડુ અથવા ગેટ
ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ,બબલી મેમરી
ਮੁਆਵਜ਼ਾ ਦੇਣ ਵਾਲੀ ਵੋਲਟੇਜ,વળતર આપતું વોલ્ટેજ
ਬਫਰ,બફર
ਬਫਰ ਐਂਪਲੀਫਾਇਰ,બફર એમ્પ્લીફાયર
ਬਫਰ ਸਰਕਟ,બફર સર્કિટ
ਬਫਰ ਆਪਰੇਟਰ,બફર ઓપરેટર
ਬਫਰ ਰਜਿਸਟਰ,બફર રજીસ્ટર
ਬੱਲਬ,બલ્બ
ਆਬਾਦੀ ਪ੍ਰਭਾਵ,વસ્તી અસર
ਮੈਕਰੋ ਸੈਮੀਕੰਡਕਟਰ ਜੰਤਰ,મેક્રો સેમિકન્ડક્ટર ઉપકરણ
ਝੁੰਡ,ટોળું
ਡੁੱਬਿਆ ਐਕਸਚੇਂਜ,ડૂબી ગયેલ વિનિમય
ਡੁੱਬੀ ਪਰਤ,ડૂબી ગયેલ સ્તર
ਡੁੱਬਿਆ ਸੰਪਰਕ,ડૂબી ગયેલો સંપર્ક
ਧਮਾਕੇ ਐਂਪਲੀਫਾਇਰ,બ્લાસ્ટ એમ્પ્લીફાયર
ਧਮਾਕੇ ਕਵਰ,બ્લાસ્ટ કવર
ਧਮਾਕੇ ਦੀ ਗੋਲੀਬਾਰੀ,બ્લાસ્ટ ફાયરિંગ
ਵਿਸਫੋਟ ਦਰਵਾਜ਼ਾ ਐਂਪਲੀਫਾਇਰ,વિસ્ફોટ ડોર એમ્પ્લીફાયર
ਬਰਸਟ ਮੋਡ,વિસ્ફોટ મોડ
ਧਮਾਕੇ ਨੂੰ ਵੱਖ ਕਰਨ ਵਾਲਾ,વિસ્ફોટ વિભાજક
ਧਮਾਕਾ ਸੰਕੇਤ,વિસ્ફોટ સંકેત
ਬਰਸਟ ਗਲਤੀ ਸੁਧਾਰਕ ਕੋਡ,વિસ્ફોટ ભૂલ સુધારનાર કોડ
ਕਾਫ਼ੀ,પૂરતૂ
ਬੱਸ ਪੱਟੀ,બસ બાર
ਬੱਸ ਸੰਸਥਾ,બસ સંસ્થા
ਬੱਸ ਸਟੈਂਡਰਡ,બસ ધોરણ
ਸਿਰਫ਼ ਪਲ ਪਲ,માત્ર ક્ષણિક
ਮੱਖਣ ਦੀ ਕੀਮਤ ਫਿਲਟਰ,માખણ વર્થ ફિલ્ટર
bnc ਤਾਰ,bnc વાયર
