Odiya,Hindi
ପ୍ରବେଶ ନିୟନ୍ତ୍ରଣ,अभिगम नियंत्रण
ସ୍କାନିଂ ଆକ୍ସେସ୍ କରନ୍ତୁ |,अभिगम क्रमवीक्षण
ଆନୁଷଙ୍ଗିକ,सहयंत्र
ହିସାବ,लेखा
"1. ଖାତା ID, 2 ଆକାଉଣ୍ଟିଂ ପରିଚୟ","1. एकाउंट आई डी, 2. लेखा पहचान"
ଜମାକାରୀ,संचायक
"1. ସଠିକତା, 2 ସଠିକତା","1. विशुद्धता, 2. यर्थाथता"
ପ୍ରବେଶ,अभिगम
ଆକ୍ସେସ୍ କଣ୍ଟ୍ରୋଲ୍ ବାଇଟ୍ |,अभिगम नियंत्रण बाइट
ପ୍ରବେଶ ସୂଚକ,अभिगम सूचक
ପ୍ରବେଶ କୀ,अभिगम कुंजी
"1. ଆକ୍ସେସ୍ ମ୍ୟାଟ୍ରିକ୍ସ, 2 ମ୍ୟାଟ୍ରିକ୍ସ ଆକ୍ସେସ୍ କରନ୍ତୁ |","1.अभिगम आव्यूह, 2. अभिगम मैट्रिक्स"
ପ୍ରବେଶ ମୋଡ୍,अभिगम विधा
ସୁବିଧା ପ୍ରବେଶ,अभिगम विशेषाधिकार
ସୁରକ୍ଷା ପ୍ରବେଶ କରନ୍ତୁ |,अभिगम सुरक्षा
"1. ଆକ୍ସେସ୍ ସର୍ଭର, 2 ସର୍ଭରକୁ ପ୍ରବେଶ କରନ୍ତୁ |","1. अभिगम परिसेवक, 2. अभिगम सर्वर"
ପ୍ରବେଶ ସମୟ,अभिगम काल
ସ୍ୱୀକୃତି,अभिस्वीकृति
ଆକାଶବାଣୀ,ध्वनिकी
"1. ସଂକ୍ଷିପ୍ତ ଶବ୍ଦ, 2. ସଂକ୍ଷିପ୍ତକରଣ, 3 ଠାରୁ ଛୋଟ","1. परिवर्णी शब्द, 2. संक्षिप्त रूप, 3. लघु रूप"
କାର୍ଯ୍ୟ ବାର୍ତ୍ତା |,क्रिया संदेश
ସକ୍ରିୟ,सक्रियण
ସକ୍ରିୟ ସର୍ଭର ପୃଷ୍ଠା |,सक्रिय सर्वर पृष्ठ
ସକ୍ରିୟ ସଂସ୍କରଣ |,सक्रिय वर्जन
acyclic,अचक्रीय
"1. ଆକାଇକ୍ଲିକ୍ ଗ୍ରାଫ୍, 2 acyclic ଗ୍ରାଫ୍ |","1. अचक्रीय आलेख, 2. अचक्रीय ग्राफ"
ଅଦା କମ୍ପ୍ୟୁଟର ଭାଷା |,एडा कंप्यूटर भाषा
"1. ଅପ୍ଟିମାଇଜର୍, 2 ଅପ୍ଟିମାଇଜର୍","1. अनुकूलक, 2. अनुकूलित्र"
to sum),योग (करना)
ରାଶି ଫାଇଲ୍ |,योग संचिका
"1. ଯୋଗ କାର୍ଯ୍ୟ, 2 ରାଶି କାର୍ଯ୍ୟ","1. जोड़ संक्रिया, 2. योग संक्रिया"
ଆଡର୍,योजक
ଜାଣନ୍ତୁ |,पता
ଠିକଣା ବସ୍,पता बस
ଠିକଣା ଫାଇଲ୍ |,पता संचिका
ଠିକଣା ଫର୍ମାଟ୍,पता आरूप
ଠିକଣା ଜେନେରେଟର,पता जनक
ଠିକଣା ରେଖା,पता पंक्ति
ଠିକଣା ମ୍ୟାପିଂ,पता प्रतिचित्रण
ଠିକଣା ସୂଚକ,पता संकेतक
ଠିକଣା ରେଜିଷ୍ଟର,पता पंजी
ଠିକଣା ଭାଙ୍ଗିବା,पता विघटन
ଠିକଣା ଅନୁବାଦ,पता अनुवाद
"1. ଠିକଣା ଯୋଗ୍ୟ ସ୍ମୃତି, ୨। ଠିକଣା ସ୍ମୃତି","1. पतायुक्त स्मृति, 2. पतायुक्त मेमोरी"
ଠିକଣା,पताभिगमन
"1. ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ, 2 ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ |","1. पर्याप्तता निकष, 2. पर्याप्तता कसौटी"
ସଂଲଗ୍ନ,संलग्न
"1. ପରିଚାଳନା, 2 ନିୟନ୍ତ୍ରଣ","1. प्रबंधन, 2. नियंत्रण"
"1. ପରିଚାଳକ, 2 ନିୟନ୍ତ୍ରକ","1. प्रबंधक, 2. नियंत्रक"
ଆଡୋବ ଆକ୍ରୋବାଟ୍ |,ऐडोब एक्रोबेट
ଆଡୋବ ଫଟୋସପ୍ |,ऐडोब फोटोशोप
ABAP (ଉନ୍ନତ ବ୍ୟବସାୟ ପ୍ରୋଗ୍ରାମିଂ),ए बी ए पी (उन्नत व्यवसाय प्रोग्रामन)
"1. ଉନ୍ନତ ତଥ୍ୟ, ୨। ଉନ୍ନତ ତଥ୍ୟ","1. उन्नत आंकड़ा, 2. उन्नत डाटा"
ଉନ୍ନତ ସୂଚନା ପ୍ରଣାଳୀ |,उन्नत सूचना तंत्र
ଉନ୍ନତ ଜ୍ଞାନକ Technology ଶଳ (AT),उन्नत प्रौद्योगिकी (ए टी)
କାର୍ଯ୍ୟ,कर्मक
ଏକୀକରଣ,समुच्चयन
ବାୟୁବାହୀ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |,विमानवाहित कंप्यूटर तंत्र
aldus page-make,एल्डस पेज-मेक
ଆଲର୍ଟ ବାକ୍ସ,सचेत पेटी
algol (କମ୍ପ୍ୟୁଟର ଭାଷା),ऐल्गॉल (कंप्यूटर भाषा)
"1. ଆଲଗୋରିଦମ, ୨ ଆଲଗୋରିଦମ |","1.  एल्गोरिथ्म, 2. कलन विधि"
"1. ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ, ୨। ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ |","1.  एल्गोरिथ्म विश्लेषण, 2. कलन विधि विश्लेषण"
ଆଲଗୋରିଦମ ଦକ୍ଷତା |,एल्गोरिथ्म दक्षता
"1. ଏଲିୟସ୍, ୨ ଡାକନାମ, 3 ଆକା","1. एलिआस, 2. उपनाम, 3. उर्फ"
ଶ୍ରେଣୀବଦ୍ଧତା |,संरेखण
"1. ବଣ୍ଟନ, ୨ ଆବଣ୍ଟନ","1. आवंटन, 2. नियतन"
"1. ବର୍ଣ୍ଣାନୁକ୍ରମିକ, ୨ ବର୍ଣ୍ଣାନୁକ୍ରମିକ କ୍ରମ |","1.अक्षरात्मक, 2. वर्णानुक्रम"
ବର୍ଣ୍ଣମାଳା,अक्षरांकीय
"1. ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍, 2 ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ |","1.अक्षरांकीय कुंजीपटल, 2. अक्षराकीय की-बोर्ड"
ଆଲଫା-ପରୀକ୍ଷା (ପ୍ରଥମ ସ୍ତର ପରୀକ୍ଷା),अल्फा-परीक्षण (प्रथम स्तरीय परीक्षण)
"1. ଆଲଫା ସଂସ୍କରଣ, ୨ ଆଲଫା ଫର୍ମ |","1. अल्फा वर्जन, 2. अल्फा रूप"
alt କି,आल्ट कुंजी
altavista,आल्टाविस्टा
ବହୁଗୁଣ,अनेकार्थकता
ଅସ୍ପଷ୍ଟ ବ୍ୟାକରଣ,संदिग्ध व्याकरण
ଆମେରିକୀୟ ନ୍ୟାସନାଲ ଷ୍ଟାଣ୍ଡିସ୍ ଇନଷ୍ଟିଚ୍ୟୁଟ୍ (ANSI),अमेरिकन नेशनल स्टेंडीस इंस्टीट्यूट (ए.एन.एस.आई.)
ଆମେରିକୀୟ ଷ୍ଟାଣ୍ଡାର୍ଡ କଟ୍ (ascii),अमेरिकी मानक कट (आस्की)
"1. ଅନୁରୂପ, 2 analog","1. अनुरुप, 2. एनालॉग"
"1. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର, 2. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |","1. एनालॉग कंप्यूटर, 2. अनुरुप कंप्यूटर"
"1. ଆନାଗଲ୍ ଡିଭାଇସ୍, 2 analog ଉପକରଣ","1. अनुरुप युक्ति, 2. एनालॉग डिवाइस"
"1. ଆନାଗଲ୍ ମୋଡେମ୍, ୨ ଆନାଗଲ୍ ମୋଡେମ୍ |","1. एनालॉग मोडेम, 2. अनुरुप मोडेम"
ଡିଜିଟାଲ୍ କନଭର୍ଟର ସହିତ ଅନୁରୂପ |,अनुरुप से अंकीय रुपांतरक
ଶେଷ (ଡିଜିଟାଲ୍ / ବିମାନ ତର୍କ &#39;ଏବଂ&#39; ବ୍ୟବହୃତ),एंड (डिजिटल/विमान लॉजिक ’और’ प्रयुक्त)
ଶେଷ ସର୍କିଟ |,एंड परिपथ
ଶେଷ ଫାଟକ ଏବଂ ଫାଟକ |,एंड गेट और द्वार
ଶେଷ ନୁହେଁ ଅପରେସନ୍ (ବହିଷ୍କାର),एंड नॉट संक्रिया (अपवर्जन)
"1. ଆନିମେସନ୍, 2. କମ୍ପନ |","1. एनीमेशन, 2.  सजीवन"
ଧ୍ୟାନ ଦିଅନ୍ତୁ,टिप्पण
ଅସଙ୍ଗତି |,असंगता
ପୂର୍ବ,पूर्ववर्ती
ଆଶାକର୍ମୀ ପେଜିଂ |,प्रत्याशामूलक पृष्ठन
କାଉଣ୍ଟର-ସିମେଟ୍ରିକ୍ |,प्रति-सममित
ଆଣ୍ଟିଭାଇରାଲ୍ ପ୍ରୋଗ୍ରାମ୍ |,विषाणुरोधी क्रमादेश
"1. ଆପଲେଟ୍, 2 ପ୍ରୟୋଗ","1. एपलेट, 2. अनुप्रयोगिका"
ପ୍ରୟୋଗ ବିକାଶକାରୀ |,अनुप्रयोग विकासक
ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ,अनुप्रयोग प्रोग्रामन
"1. ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍, 2 ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍ (API)","1. अनुप्रयोग प्रोग्रामन अंतरापृष्ठ, 2. एप्लीकेशन प्रोग्रामिंग इंटरफेस (ए.पी.आई.)"
ପ୍ରୟୋଗ ସଫ୍ଟୱେର୍,अनुप्रयोग सॉफ्टवेयर
ପ୍ରୟୋଗ ଭାଷା,अनुप्रयोगी भाषा
ଆନୁମାନିକ ନୀତି,सन्निकटण सिद्धांत
ଗଠନ,संरचना
କ୍ଷେତ୍ର ସ୍ଥାନାନ୍ତର,क्षेत्र अंतरण
"1. ପାରାମିଟର, ସ୍ independent ାଧୀନ ଭେରିଏବଲ୍, 2. କୋଣ","1. प्राचर, स्वतंत्रचर, 2. कोणांक"
"1. ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ, ୨। ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ |","1. अंकगणितीय एवं तर्क एकक, 2. अंकगणितीय एवं तर्क इकाई"
ଗାଣିତିକ ଯାଞ୍ଚ |,अंकगणितीय जांच
ଗାଣିତିକ ସ୍ଥିର |,अंकगणितीय अचर
ଗାଣିତିକ ତଥ୍ୟ,अंकगणितीय आंकडा
ଗାଣିତିକ ନିର୍ଦ୍ଦେଶ,अंकगणितीय अनुदेश
ଗାଣିତିକ ଏବଂ ଲଜିକାଲ୍ ୟୁନିଟ୍ (ALU),गणितीय एवं तार्किक इकाई (ए. एल. यू.)
ARPA ନେଟ (RPNet),ए आर पी ए नेट (आरपानेट)
ଆରେ,सरणी
"1. ଆରେ କ୍ୟାଚ୍, 2 ଆରେ ଗତି, 3 ଆରେ ମେମୋରୀ","1. सरणी कैशे, 2. सरणी द्रुतिका, 3. सरणी द्रुतस्मृति"
ଆରେ କମ୍ପ୍ୟୁଟର |,सरणी कंप्यूटर
ଆରେ ଉପାଦାନ |,सरणी अवयव
ଆରେ ନାମ,सरणी नाम
ଆରେ ସଞ୍ଚାଳକ,सरणी प्रकर्मक
ତୀର କି,एरो कुंजी
ଚୁକ୍ତି,संधि
ଜଙ୍କସନ୍ ପଏଣ୍ଟ |,संधि बिन्दु
କୃତ୍ରିମ ସଙ୍କୋଚନ |,कृत्रिम संहनन
କୃତ୍ରିମ ନିୟନ୍ତ୍ରଣ |,कृत्रिम नियंत्रण
କୃତ୍ରିମ ଅର୍ଥ |,कृत्रिम बोध
ଆରୋହଣ,आरोहक
ଆରୋହଣ କ୍ରମ,आरोही छंटाई
ascii ବର୍ଣ୍ଣମାଳା |,आस्की वर्णक्रम
ascii ନିୟନ୍ତ୍ରଣ ପ୍ରତୀକ |,आस्की नियंत्रण संप्रतीक
ascii ଫାଇଲ୍ |,आस्की संचिका
ascii ଫଣ୍ଟ,आस्की फॉन्ट
ASCII ସ୍ଥାନାନ୍ତର |,आस्की अंतरण
ଆନୁମାନିକ ଅନୁପାତ,अभिमुखता अनुपात
"1. ଆସ୍ପି, ୨ ASPI","1. ऐस्पी, 2. ए एस पी आई"
ଏକ S R କାଲାଡ୍ |,ए एस आर कालद
"1. ସ୍ମରଣ, ୨ ଏକତ୍ରିତ, 3 ଏକତ୍ର ହେବା","1. स्मरांतरण, 2. कोडांतरण, 3. कोडांतर करना"
"1. ଏକତ୍ରକାରୀ, 2 ସ୍ମରଣୀୟ","1. कोडांतरक, 2. स्मरांतरक"
"1. ଏକତ୍ର ହେବା, 2 ସ୍ମରଣ","1. कोडांतरण, 2. स्मरांतरण"
"1. ସ୍ମୃତି ଭାଷା, ୨। ଭାଷା ଏକତ୍ର କରିବା |","1. स्मरांतरण भाषा, 2. कोडांतरण भाषा"
ନିଷ୍ଠା,निश्चयन
"1. ନିର୍ଦ୍ଦିଷ୍ଟ କାର୍ଯ୍ୟ, 2 ଆବଣ୍ଟନ","1. निर्दिष्ट कार्य, 2. नियतन"
ସାଥୀତା,साहचर्य
ସହଯୋଗୀ ଠିକଣା,साहचर्य पता
"1. ଆସୋସିଏଟିଭ୍ ମେମୋରୀ, 2 ସହଯୋଗୀ ସ୍ମୃତି","1. साहचर्य स्मृति, 2. साहचर्य मेमोरी"
ନକ୍ଷତ୍ର (* ଚିହ୍ନ),तारक (*का चिन्ह)
ଅସୀମିତ |,असम्मित
"1. ଅସନ୍ତୁଳିତ, 2 ଅସନ୍ତୁଳିତ |","1. अतुल्यकालिक, 2. अतुल्यकाली"
ଅସନ୍ତୁଳିତ ଡିଜିଟାଲ୍ ସବସ୍କ୍ରାଇବର ଲାଇନ (ADSL),अतुल्यकालिक अंकीय अभिदाता लाइन (एडी एस एल)
ଅସନ୍ତୁଳିତ ସମୟ ବିଭାଗ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ (ATDM),अतुल्यकालिक समय विभाजन बहुसंकेतन (ए टी डी एम)
ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର |,अतुल्यकालिक अंतरण
ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର ମୋଡ୍ (ଏଟିଏମ୍),अतुल्यकालिक अंतरण विधा (ए टी एम)
"1. ପରମାଣୁ, ୨ ପରମାନ","1. एटम, 2. परमाण"
ସଂଲଗ୍ନିତ ଡକ୍ୟୁମେଣ୍ଟ୍ |,संलग्न प्रलेख
"1. ସଂଲଗ୍ନ ଫାଇଲ୍ / ମିସାଇଲ୍, 2 ସଂଲଗ୍ନ ଫାଇଲ୍ |","1. संलग्न संचिका/मिसिल, 2. संलग्न फाइल"
"1. ଆବଦ୍ଧ, 2 ଅନୁବନ୍ଧିତ","1. संलग्नक, 2. संबंद्ध"
"1. ଗୁଣ, 2 ବିଶେଷତା","1. गुण, 2. विशेषता"
ଶ୍ରବଣଯୋଗ୍ୟ |,श्रव्य
"1. ଅଡିଟ୍ ପ୍ରୋଗ୍ରାମିଂ, 2 ପ୍ରୋଗ୍ରାମିଂ ଅଡିଟ୍ କରନ୍ତୁ |","1. लेखा परीक्षा क्रमादेशन, 2. लेखा परीक्षा प्रोग्रामन"
ଖାତା ଯାଞ୍ଚ |,लेखा सत्यापन
ପଦୋନ୍ନତି,संवर्धन
ପ୍ରମାଣପତ୍ର ପ୍ରୋଟୋକଲ୍ |,प्रमाणन प्रोटोकॉल
ଲେଖକ ପଦ୍ଧତି,संलेखन पद्धति
"1. ପ୍ରାଧିକରଣ, ୨ ପ୍ରାଧିକରଣ, 3 ଟ୍ରିବ୍ୟୁନାଲ","1. प्राधिकरण, 2. अधिकृति, 3. अधिकरण"
ଅଟୋ ଅବଷ୍ଟ୍ରାକ୍ଟ |,स्वत: सार
"1. ଅଟୋ ବୁଟିଙ୍ଗ୍, 2 ସେଲ୍ ବୁଟ୍","1. स्वतः बूटिंग, 2. स्व बूटन"
ଅଟୋକ୍ୟାଡ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା),ऑटोकैड (एक कंप्यूटर भाषा)
ଅଟୋ ଲଗ୍ ଅନ୍ |,स्वत: लॉग-ऑन
ଅଟୋମେଟା |,ऑटोमेटा
ସ୍ୱୟଂଚାଳିତ ତତ୍ତ୍। |,आटोमेटा सिद्धांत
ସ୍ୱୟଂଚାଳିତ ଗଣନା,स्वत: अभिकलन
ସ୍ୱୟଂଚାଳିତ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,स्वत: आंकड़ा प्रक्रमण
ସ୍ୱୟଂଚାଳିତ ତ୍ରୁଟି ସଂଶୋଧନ |,स्वत: त्रुटि संशोधन
ଅଟୋ ଫଙ୍କସନ୍,स्वत: फलन
"1. ସ୍ୱୟଂଚାଳିତ ସୂଚକାଙ୍କ, 2 ସ୍ୱୟଂଚାଳିତ ତାଲିକା |","1.  स्वत: सूचकीकरण, 2. स्वत: सूचीकरण"
ଅଟୋ-ସଂଗ୍ରହ କଲ୍ |,स्वत: संग्रह आह्वान
"1. ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ, 2 ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |","1. स्वत: क्रमादेशन, 2. स्वत: प्रोग्रामन"
"1. ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ, 2. ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ |","1.स्वत: पुन: प्राप्ति क्रमादेश, 2. स्वत: पुन: प्राप्ति प्रोग्राम"
ଅଟୋ ରୁଟିନ୍ |,स्वत: नेमका
ସ୍ୱୟଂଚାଳିତ ତନ୍ତ୍ର ପୁନରୁଦ୍ଧାର,स्वत: सिस्टम पुन: प्राप्ति
"1. ସ୍ୱୟଂଚାଳିତ ଟେଲର୍ ମେସିନ୍ (ଏଟିଏମ୍), ୨ | ଆତ୍ମ ପ୍ରତ୍ୟାହାର ପାଇଁ ବ୍ୟାଙ୍କ ଏଟିଏମ୍ |","1. स्वत: टेलर मशीन्अ (ए टी एम), 2.  स्वयं धन निकालने के लिए बैंक की ए.टी.एम)"
ସ୍ୱୟଂଚାଳିତ,स्वचालन
"1. ଅଟୋପ୍ଲେ, 2 ଅଟୋ ଚାଲିବା |","1. आटोप्ले, 2. स्वत: चलन"
କଣ୍ଠଦାନ,स्वरक्षण
ସହକାରୀ,सहायक
ସହାୟକ ସ୍ମୃତି,सहायक स्मृति
ସହାୟକ ଷ୍ଟୋରେଜ୍,सहायक भंडारण
ଉପଲବ୍ଧ ତାଲିକା |,उपलब्ध लिस्ट
ଉପଲବ୍ଧ ସମୟ |,उपलब्ध समय
ହାରାହାରି,औसत
AWK (ଏକ କମ୍ପ୍ୟୁଟର ନିର୍ଦ୍ଦେଶ),ए डब्ल्यू के (एक कंप्यूटर समादेश)
ପରେ,पश्चांत
ପୋଷ୍ଟ ପ୍ରୋସେସର୍ |,पश्चांत प्रक्रमक
ପରବର୍ତ୍ତୀ କାର୍ଯ୍ୟ ବିଲୋପ |,पश्च फलन विलोपन
ପୃଷ୍ଠଭୂମି ପ୍ରକ୍ରିୟାକରଣ |,पृष्ठभूमि प्रक्रमण
ଆନୁଷଙ୍ଗିକ ଷ୍ଟୋରଗୁଡିକ |,सहायक भंडार
ପଛ ପ୍ୟାଚିଂ |,पश्च पैचीकरण
"1. ପଶ୍ଚିମ, ୨ ବ୍ୟାକସ୍ପେସ୍ |","1. पश्चीयन, 2. बैकस्पेस"
ବ୍ୟାକଟ୍ରାକ୍,पश्चपथन
"1. ବ୍ୟାକ୍ ଅପ୍, 2 ପରିଶୋଧ","1. बैक-अप, 2. पूर्तिकर"
"1. ସଂପୃକ୍ତ ସ୍ମୃତି, ୨। ବ୍ୟାକ୍ ଅପ୍ ମେମୋରୀ |","1. पूर्तिकर स्मृति, 2. बैक-अप मेमोरी"
ପଛ ତ୍ରୁଟି ସଂଶୋଧନ |,पश्च त्रुटि सुधार
(ଆୟ-ବ୍ୟୟ) ବାଲାନ୍ସ ସିଟ୍ |,(आय-व्यय) तुलन पत्र
ବ୍ୟାଣ୍ଡେଜ୍ |,पट्टी
"1. ବ୍ୟାଣ୍ଡ ଓସାର, 2 ବ୍ୟାଣ୍ଡୱିଡଥ୍ / ସାମର୍ଥ୍ୟ |","1. बैंड चौड़आई, 2. बैंड विड्थ/क्षमता"
ବ୍ୟାଙ୍କର ଆଲଗୋରିଦମ |,बैंकर एल्गोरिथ्म
"1. ବାର୍ କୋଡ୍, 2 ବାର୍ କୋଡ୍","1.बार कूट, 2. बार कोड"
ବାରକୋଡ୍ ସ୍କାନର୍ |,बार कोड स्कैनर
ବାର୍ ଗ୍ରାଫ୍ |,बार ग्राफ
ମୂଳ ଠିକଣା,आधार पता
ବେସ୍ ବ୍ୟାଣ୍ଡ |,आधार बैंड
ଆଧାର ସଂଖ୍ୟା,आधार संख्या
ଆଧାର ଟେବୁଲ୍ |,आधार सारणी
ବେସିକ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା),बेसिक (एक कंप्यूटर भाषा)
"1. ମ Basic ଳିକ ନିୟନ୍ତ୍ରଣ, ୨। ଆଧାର ନିୟନ୍ତ୍ରଣ |","1. मूल नियंत्रण, 2. आधार नियंत्रण"
"1. ମୂଳ ବିନିଯୋଗ, ୨। ମୂଳ ବିନିଯୋଗ |","1. मूल निवेश, 2. आधारी निवेश"
ମ basic ଳିକ ନିର୍ଦ୍ଦେଶ,आधारभूत अनुदेश
ମୂଳ ସମସ୍ୟା |,आधारी निर्गम
ମ basic ଳିକ ପର୍ଯ୍ୟାୟ |,मूल चरण
"1. ବ୍ୟାଚ୍, ୨ ଗୋଷ୍ଠୀ, 3 ବିପର୍ଯ୍ୟୟ |","1. बैच, 2. समूह, 3. प्रचय"
"1. ବ୍ୟାଚ୍ ଫାଇଲ୍, 2 ବ୍ୟାଚ୍ ଫାଇଲ୍ |","1. बैच फाइल, 2. बैच संचिका"
ବ୍ୟାଚ୍ ସ୍ଥିତି,बैच स्थिति
"1. ବ୍ୟାଚ୍ ପ୍ରକ୍ରିୟାକରଣ, 2 ଗୋଷ୍ଠୀ ପ୍ରକ୍ରିୟାକରଣ |","1. बैच प्रक्रमण, 2. समूह प्रक्रमण"
"1. ବ୍ୟାଚ୍ ସିଷ୍ଟମ୍, 2 କାଟାପଲ୍ଟ ସିଷ୍ଟମ୍ |","1. बैच तंत्र, 2. प्रचय तंत्र"
baud,बॉड
ବାଉଡ୍ ହାର,बॉड दर
ବିମ୍ ବିମ୍ |,किरण पुंज
"1. ନିର୍ଦ୍ଦେଶାବଳୀ, ୨ ବ୍ୟାଚ୍ ମାର୍କ","1. निर्देशमानक, 2. बैचमार्क"
ଦ୍ୱି-ଦିଗୀୟ ଯୋଗାଯୋଗ |,द्विदिश संचार
ସିଧାସଳଖ ଲିଙ୍କ୍ |,विदिश कड़ी
ବାଇନାରୀ କୋଡ୍ |,द्विआधारी कूट
ବାଇନାରୀ ସଂଖ୍ୟା,द्विआधारी अंक
ବାଇନାରୀ ନିବେଶ ଆଉଟପୁଟ୍ ସିଷ୍ଟମ୍ (BIOS),द्विआधारी निवेश निर्गम तंत्र (बायोस)
ବାଇନାରୀ ସଂଖ୍ୟା,द्विआधारी संख्या
ବାଇନାରୀ ଅପରେଟର୍ |,द्विआधारी संकारक
ବାଇନାରୀ ସମ୍ପର୍କ |,द्विआधारी संबंध
ବାଇନାରୀ ସନ୍ଧାନ |,द्विआधारी खोज
ବାଇନାରୀ ଏକ୍ସପ୍ଲୋର୍ସନ୍ ଟ୍ରି (BST),द्विआधारी अन्वेषण तरु (बी एस टी)
"1. ବାଇନାରୀ ସ୍ଥାନାନ୍ତର ବୃକ୍ଷ, 2 ବାଇନାରୀ ସ୍ଥାନାନ୍ତର |","1. द्विआधारी ट्रांसफर तरु, 2. द्विआधारी अंतरण"
ବାଇନାରୀ ଗଛ |,द्विआधारी तरु
"1. ଦ୍ୱିପାକ୍ଷିକ ସ୍ମୃତି, ୨। ଦ୍ୱିପାକ୍ଷିକ ସ୍ମୃତି","1. द्विध्रुवी स्मृति, 2. द्विध्रुवी मेमोरी"
"1. ଜନ୍ମ ଏବଂ ମୃତ୍ୟୁ ମଡେଲ୍, ୨। ଜନ୍ମ ମୃତ୍ୟୁ ମଡେଲ |","1. जन्म मरण मॉडल, 2. जन्म मरण निदर्श"
ଜନ୍ମ ମୃତ୍ୟୁ ପ୍ରକ୍ରିୟା |,जन्म मरण प्रक्रम
