Tamil,Malayalam
பச்சனல் பக்தர்,ബച്ചനൽ ഭക്തൻ
பச்சனாலியா,ബച്ചനാലിയ
இளங்கலை,ബാച്ചിലർ
பாக்தாத் ஒப்பந்தம்,ബാഗ്ദാദ് കരാർ
பால்கன் லீக்,ബാൽക്കൻ ലീഗ്
பால்கன் ஒப்பந்தம்,ബാൽക്കൻ കരാർ
பால்கன் போர்கள்,ബാൽക്കൻ യുദ്ധങ്ങൾ
பால்டிக் ஒப்பந்தம்,ബാൾട്ടിക് കരാർ
கொள்ளைக்காரன்,കൊള്ളക്കാരൻ
பாண்டுங் மாநாடு,ബന്ദൂങ് സമ്മേളനം
நாடுகடத்தல்,നാടുകടത്തൽ
பதாகை,ബാനർ
காட்டுமிராண்டித்தனம்,ബാർബേറിയൻ
பார்பிகன்,ബാർബിക്കൻ
பர்தோலி சத்தியாகிரகம்,ബർദോളി സത്യാഗ്രഹം
பார்ன் பர்னர்ஸ்,കളപ്പുര ബർണറുകൾ
பரோன்,ബാരൺ
பாரோனேஜ்,ബാരോണേജ്
பரோன்ஸ் மேஜர்கள்,ബറോണസ് മേജേഴ്സ്
பரோன்ஸ் மைனர்கள்,ബാരോൺസ് പ്രായപൂർത്തിയാകാത്തവർ
பரோனஸ்,ബാരോണസ്
பரோனெட்,ബാരോനെറ്റ്
பரோனேடேஜ்,ബാരോനെറ്റേജ്
பரோனேடேஜ்,ബാരോനെറ്റേജ്
பேரோனெட்டி,ബാരോനെറ്റി
பேரோனி,ബാരോണി
பாராகூன்,ബാരക്കൂൺ
பாராகூன்,ബാരക്കൂൺ
தடுப்பு (=பேரிகாடோ),ബാരിക്കേഡ് (=ബാരിക്കഡോ)
தடுப்பு (=பேரிகாடோ),ബാരിക്കേഡ് (=ബാരിക്കഡോ)
தடுப்பு (=பேரிகாடோ),ബാരിക്കേഡ് (=ബാരിക്കഡോ)
அடிப்படை முகாம்,ബേസ് ക്യാമ്പ്
பேராலயம்,ബസിലിക്ക
பேராலயம்,ബസിലിക്ക
பஸ்திலா,ബാസ്റ്റില
பாஸ்டில்,ബാസ്റ്റിലി
பாஸ்டில்,ബാസ്റ്റിലി
மின்கலம்,ബാറ്ററി
போர்,യുദ്ധം
போர்-வரிசை,Battle-array
யுத்த அழுகுரல்,യുദ്ധകാഹളം
போர் டின்,യുദ്ധം
போர்க்களம்,യുദ്ധക്കളം
போர் பாடல்,യുദ്ധഗാനം
ஸ்பர்ஸ் போர்,സ്പർസിന്റെ യുദ്ധം
ஸ்டாண்டர்ட் போர்,സ്റ്റാൻഡേർഡ് യുദ്ധം
போர்க்கப்பல்,യുദ്ധക്കപ്പൽ
போர்க்கப்பல்-வலிமை,യുദ്ധക്കപ്പൽ-ബലം
பேயுக்ஸ் சீலை,Bayeux ടേപ്പ്സ്ട്രി
கலங்கரை விளக்கம்,ബീക്കൺ
கலங்கரை விளக்கம் கோபுரம்,ബീക്കൺ ടവർ
பீவர்,ബീവർ
பீவர்,ബീവർ
கடலின் பிச்சைக்காரர்கள்,കടലിലെ യാചകർ
பெல்லிகோஸ்,ബെല്ലിക്കോസ്
பெல்லிகோஸ்,ബെല്ലിക്കോസ്
பெல்லிகோஸ்,ബെല്ലിക്കോസ്
பெல்கோசிட்டி,ബെല്ലിക്കോസിറ്റി
பெல்லோனா,ബെല്ലോന
நன்மை,ഗുണം
குருமார்களின் பலன்,വൈദികരുടെ പ്രയോജനം
பெனலக்ஸ்,ബെനെലക്സ്
பெர்லின் ஆணை,ബെർലിൻ ഉത്തരവ്
பெர்சர்கர்,ബെർസർക്കർ
பெசன்ட் (=பெசண்ட்),ബസന്റ് (=ബെസന്റ്)
பெத்தேல்,ബെഥേൽ
நூலாசிரியர்,ബിബ്ലിയോലേറ്റർ
புத்தக வழிபாடு,ഗ്രന്ഥശാസ്‌ത്രം
பெரிய பெர்தா,ബിഗ് ബെർത്ത
மதவெறி,മതഭ്രാന്തൻ
பில்லெட்டிங்,ബില്ലെറ്റിംഗ്
பில்,ബിൽ ഓഫ് അറ്റൈൻഡർ
உரிமைகள் மசோதா,അവകാശങ്ങളുടെ ബിൽ
வாழ்க்கை வரலாற்றாசிரியர்,ജീവചരിത്രകാരൻ
பிறப்பு கதைகள்,ജനന കഥകൾ
Bivouac,Bivouac
Bivouac,Bivouac
Bivouac,Bivouac
பிசோனியா,ബിസോണിയ
கருப்பு பறவைகள்,കറുത്ത പക്ഷികൾ
கருப்பு கொடி,കറുത്ത കൊടി
கருந்துளை,ബ്ലാക്ക് ഹോൾ
கருந்துளை,ബ്ലാക്ക് ഹോൾ
கருப்பு கால் (=சிரங்கு),കറുത്ത കാൽ (=ചുണങ്ങു)
கருப்பு சட்டை,കറുത്ത ഷർട്ട്
பிளேசன்,ബ്ലാസൺ
பிளேசன்,ബ്ലാസൺ
பிரகாசம்,ജ്വലനം
பிரகாசம்,ജ്വലനം
பிளிட்ஸ்கிரீக்,ബ്ലിറ്റ്സ്ക്രീഗ്
இரத்தமில்லாத புரட்சி (=புகழ்பெற்ற புரட்சி),രക്തരഹിത വിപ്ലവം (=മഹത്തായ വിപ്ലവം)
இரத்தம் கொண்டவர்,ബ്ലഡ് വൈറ്റ്
ப்ளடி மேரி,ബ്ലഡി മേരി
நீலம்,നീല
நீல இரத்தம்,നീല രക്തം
நீல புத்தகம்,നീല പുസ്തകം
நீல தலைப்பட்டை,നീല നാട
நீல தலைப்பட்டை,നീല നാട
ப்ளூஸ் (=ராயல் குதிரை காவலர்கள்),ബ്ലൂസ് (=രാജകീയ കുതിര കാവൽക്കാർ)
நீல நிற சட்டை,നീല ഷർട്ട്
நீல நீர் பள்ளி,ബ്ലൂ വാട്ടർ സ്കൂൾ
கட்டுப்பாட்டு வாரியம்,ബോർഡ് ഓഫ് കൺട്രോൾ
உடல் கவசம்,ശരീര കവചം
போயர்,ബോയർ
கொள்ளை,കൊള്ള
பெருநகரம்,ബറോ
பவுல்யூடெரியன்,ബൗളൂട്ടേറിയൻ
போர்பன்,ബർബോൺ
குத்துச்சண்டை வீரர் கிளர்ச்சி,ബോക്സർ കലാപം
பிரேஸ்,ബ്രേസ്
பிராசர்ட்,ബ്രസാർഡ്
பிராசர்ட்,ബ്രസാർഡ്
ரொட்டி காலனிகள்,ബ്രെഡ് കോളനികൾ
மார்பக தட்டு,ബ്രെസ്റ്റ് പ്ലേറ്റ്
மார்பக வேலை,മുലപ്പാൽ ജോലി
ப்ரெட்வால்டா,ബ്രെറ്റ്വാൾഡ
பிரிகாண்ட்,ബ്രിഗാൻഡ്
பிரிகாண்டேஜ்,ബ്രിഗൻഡേജ്
பிரிட்டிஷ் காமன்வெல்த் நாடுகள்,ബ്രിട്ടീഷ് കോമൺവെൽത്ത് ഓഫ് നേഷൻസ്
பிரவுன் ஷர்ட்ஸ் (=நாஜிக்கள்),ബ്രൗൺ ഷർട്ടുകൾ (=നാസികൾ)
பிரஸ்ஸல்ஸ் உடன்படிக்கை (ஒப்பந்தம்) அமைப்பு (=மேற்கு ஐரோப்பிய ஒன்றியம்),ബ്രസ്സൽസ് ഉടമ്പടി (പാക്ട്) ഓർഗനൈസേഷൻ (=വെസ്റ്റേൺ യൂറോപ്യൻ യൂണിയൻ)
பஃப்,ബഫ്
பஃப்,ബഫ്
பஃப்-கோட்,ബഫ്-കോട്ട്
பஃப்ஸ்,ബഫുകൾ
புலே (=சபை),ബ്യൂൾ (=കൗൺസിൽ)
பர்கேஜ்,ബർഗേജ്
பர்கெஸ்,ബർഗെസ്
பைசண்டைன்,ബൈസന്റൈൻ
பைசண்டைன் தேவாலயம்,ബൈസന്റൈൻ പള്ളി
பைசண்டைன் பேரரசு,ബൈസന്റൈൻ സാമ്രാജ്യം
பைசண்டைன் சகாப்தம்,ബൈസന്റൈൻ യുഗം
பைசண்டைன் வரலாற்றாசிரியர்கள்,ബൈസന്റൈൻ ചരിത്രകാരന്മാർ
கபால்,കാബൽ
சீசரிசம்,സീസറിസം
கலீஃபா,ഖലീഫ
எழுத்தாளன்,കാലിഗ്രാഫർ
கையெழுத்து எழுதுபவர்,കാലിഗ്രാഫിസ്റ്റ്
எழுத்துக்கலை,കാലിഗ്രാഫി
கால்ட்ராப்,കാൽട്രോപ്പ്
தோழமை,സൗഹൃദം
கேமரிலா,കാമറില്ല
கேமரிலா,കാമറില്ല
கேமலாகம்,കാമലോകം
உருமறைப்பு,മറവി
பிரச்சாரம்,പ്രചാരണം
முகாம் பின்பற்றுபவர்,ക്യാമ്പ് ഫോളോവർ
காம்போ சாண்டோ,കാമ്പോ സാന്റോ
மார்டியஸ் வளாகம்,കാമ്പസ് മാർഷ്യസ്
கேனபோரா,കനേഫോറ
கங்கு,കാൻഗു
பீரங்கி,പീരങ്കി
பீரங்கி தீவனம்,പീരങ്കി കാലിത്തീറ്റ
நியதி,കാനൻ
நியதி சட்டம்,കാനൻ നിയമം
கனோபஸ் ஆணை,കനോപ്പസ് ഉത്തരവ്
ஆயுதங்களை ஏந்துதல்,ആയുധങ്ങൾ ചലിപ്പിക്കുന്നു
கைதி,ബന്ദിയാക്കി
பிடிப்பவன்,ക്യാപ്റ്റർ
கார்டினல்,കർദ്ദിനാൾ
கார்ல்,കാൾ
கரோலிங்கியன் வம்சம்,കരോലിംഗിയൻ രാജവംശം
கார்த்தூசியன் பிரிவு,കാർത്തൂഷ്യൻ വിഭാഗം
கார்டோசா,കാർട്ടോസ
காஸ்ட்லியன்,കാസ്റ്റേലിയൻ
காஸ்ட்லியன்,കാസ്റ്റേലിയൻ
சாதி அமைப்பு,ജാതി വ്യവസ്ഥ
கோட்டை,കോട്ട
கோட்டை,കോട്ട
கோட்டை நகரம்,കാസിൽ പട്ടണം
காஸ்ட்ரா,കാസ്ട്ര
காஸ்ட்ரா,കാസ്ട്ര
கதீட்ரா,കത്തീഡ്ര
கதீட்ரல்,കത്തീഡ്രൽ
கேட்டோ ஸ்ட்ரீட் சதி,കാറ്റോ സ്ട്രീറ്റ് ഗൂഢാലോചന
காடிலோ,കൌഡില്ലോ
காவலர்,കവലിയർ
காவலர்,കവലിയർ
கவாலியர் பாராளுமன்றம்,കവലിയർ പാർലമെന്റ്
அதுலாம் குகை,അദുല്ലം ഗുഹ
குகை ஓவியம்,ഗുഹ പെയിന്റിംഗ്
குகை ஓவியம்,ഗുഹ പെയിന്റിംഗ്
சென்டம்விர்,സെന്റുംവിർ
செஞ்சுரியன்,ശതാധിപൻ
நூற்றாண்டு,നൂറ്റാണ്ട്
சங்கிலி கவசம் (=செயின் மெயில்),ചെയിൻ കവചം (=ചെയിൻ മെയിൽ)
சாந்த்ரி,ചാന്ത്രി
சாந்த்ரி,ചാന്ത്രി
அத்தியாய புத்தகம்,ചാപ് ബുക്ക്
சாப்ளின்,ചാപ്ലിൻ
அத்தியாயம்,അധ്യായം
விபத்துகளின் அத்தியாயம்,അപകടങ്ങളുടെ അധ്യായം
கட்டணம்,ചാർജ് ചെയ്യുക
பொறுப்பாளர்கள்,ഭാരവാഹികൾ
கட்டணம் பிரித்தல்,ചാർജ് വിഭജനം
சார்ஜர்,ചാർജർ
தேர்,രഥം
தேரோட்டி,സാരഥി
தேரோட்டி,സാരഥി
தேரோட்டி,സാരഥി
தொண்டு சமையலறை,ചാരിറ്റി അടുക്കള
சாசனம்,ചാർട്ടർ
சார்டிஸ்ட் இயக்கம் (=சார்டிசம்),ചാർട്ടിസ്റ്റ് പ്രസ്ഥാനം (=ചാർട്ടിസം)
சார்ட்டோபிலாசியம்,ചാർട്ടോഫൈലാസിയം
அரட்டை,ചാറ്റോ
செக் போஸ்ட்,ചെക്ക് പോസ്റ്റ്
இரசாயனப் போர்,രാസയുദ്ധം
செஸ்டர்,ചെസ്റ്റർ
முதல்வர்,മുഖ്യൻ
தலைவன்,തലവൻ
தலைவன்,തലവൻ
தலைவன்,തലവൻ
சிஃப்பான்,ഷിഫോൺ
வீரம்,ധീരത
தேர்ந்தெடுக்கப்பட்ட மக்கள்,തിരഞ്ഞെടുത്ത ആളുകൾ
கிறிஸ்மோகிராஃபியன்,ക്രിസ്മോഗ്രാഫിയോൺ
கிறிஸ்தவமண்டலம்,ക്രൈസ്തവലോകം
கிறிஸ்தவ சகாப்தம்,ക്രിസ്ത്യൻ യുഗം
கிறிஸ்தவ சோசலிசம்,ക്രിസ്ത്യൻ സോഷ്യലിസം
நாளாகமம்,ക്രോണിക്കിൾ
க்ரோனிக்லர்,ക്രോണിക്ലർ
கிரைஸ் செர்சோனீஸ்,ക്രൈസ് ചെർസോണീസ്
சிமிலியம்,സിമിലിയം
Cinquecento உடை,സിൻക്വെസെന്റോ സ്റ്റൈൽ
சுற்றறிக்கை,പ്രദക്ഷിണം
சிஸ்டர்சியன் துறவி,സിസ്റ്റെർസിയൻ സന്യാസി
கோட்டை,കോട്ട
மேற்கோள்,അവലംബം
மேற்கோள்,അവലംബം
கீழ்ப்படியாமை,നിയമലംഘനം
உள்நாட்டுப் போர்,ആഭ്യന്തരയുദ്ധം
சிவிஸ் ரோமானஸ்,സിവിസ് റൊമാനസ്
கிளாசிக்கல் வயது,ക്ലാസിക്കൽ പ്രായം
கிளெஃப்ட் (=கிளெஃப்ட்),ക്ലെഫ്റ്റ് (=ക്ലെഫ്റ്റ്)
மதகுருத்துவம்,പൗരോഹിത്യം
மதகுரு,ക്ലറച്ച്
க்ளூனியாக் இயக்கம்,ക്ലൂനിയാക് പ്രസ്ഥാനം
கோட் கவசம்,കോട്ട് കവചം
கோட் ஆஃப் ஆர்ம்ஸ்,കോട്ട് ഓഫ് ആംസ്
கோட் ஆஃப் ஆர்ம்ஸ்,കോട്ട് ഓഫ് ആംസ്
கோட் ஆஃப் ஆர்ம்ஸ்,കോട്ട് ഓഫ് ആംസ്
அஞ்சல் கோட்,കോട്ട് ഓഫ് മെയിൽ
கோஹார்ட்,കോഹോർട്ട്
கொமிடியா,കോമിറ്റിയ
கொமிடியா செஞ்சுரியாட்டா,കോമിറ്റിയ സെഞ്ചൂറിയാറ്റ
கொமிடியா குரியாட்டா,കോമിറ്റിയ ക്യൂറിയാറ്റ
கமிட்டியா திரிபுட்டா,കോമിറ്റിയ ട്രിബ്യൂട്ട
நினைவு வளைவு,സ്മാരക കമാനം
நினைவு நாணயம்,സ്മാരക നാണയം
நினைவு முத்திரை,സ്മരണിക മുദ്ര
பொதுவான புலம்,പൊതുവായ ഫീൽഡ്
கம்யூனார்ட்,കമ്മ്യൂണർഡ്
கான்கார்டாட்,കോൺകോർഡാറ്റ്
கான்கார்டாட்,കോൺകോർഡാറ്റ്
காண்டோட்டியர்,കൊണ്ടോട്ടിയർ
உறுதிப்படுத்தல் கார்டரம்,സ്ഥിരീകരണം Cartarum
மோதல்,സംഘർഷം
சபை,സഭ
மாநிலத்தை வென்றது,കീഴടക്കുന്ന സംസ്ഥാനം
வெற்றியாளர்,ജേതാവ്
வெற்றியாளர்,വിജയി
கான்சிலியம்,കോൺസിലിയം
கன்சிஸ்டரி,കോൺസ്റ്ററി
சதி,ഗൂഢാലോചന
சதி,ഗൂഢാലോചന
துாதரகம்,കോൺസുലേറ്റ്
ஆலோசனை புத்தகம்,കൺസൾട്ടേഷൻ പുസ്തകം
கான்டினென்டல் அமைப்பு,കോണ്ടിനെന്റൽ സിസ്റ്റം
மாநாடு பாராளுமன்றம்,കൺവെൻഷൻ പാർലമെന്റ്
காப்பர்ஹெட்ஸ் (=அமைதி ஜனநாயகவாதிகள்),കോപ്പർഹെഡുകൾ (=സമാധാന ജനാധിപത്യവാദികൾ)
காப்பிஹோல்ட்,കോപ്പിഹോൾഡ്
சுற்றிவளைத்தல்,കോർഡനിംഗ്
கொரோனா,കൊറോണ
முடிசூட்டு விழா,കിരീടധാരണം
முடிசூட்டுக்கல்,കിരീടധാരണ കല്ല്
கார்பஸ்,കോർപ്പസ്
கோர்செயர்,കോർസെയർ
கோர்செயர்,കോർസെയർ
கோர்செட் (=கோர்செலெட்),കോർസെറ്റ് (=കോർസെലെറ്റ്)
கோர்டெஸ்,കോർട്ടെസ്
கோட்டர் (=கோட்டியர்),കോട്ടർ (=കോട്ടിയർ)
கோட்டர் (=கோட்டியர்),കോട്ടർ (=കോട്ടിയർ)
பலடினேட் எண்ணுங்கள்,പാലറ്റിനേറ്റ് എണ്ണുക
நாட்டு வீடு,നാടൻ വീട്
மாவட்டம்,കൗണ്ടി
கவுண்டி பரோ,കൗണ്ടി ബറോ
மாவட்ட நீதிமன்றங்கள்,കൗണ്ടി കോടതികൾ
கவுண்டி பாலாடைன்,കൗണ്ടി പാലറ്റൈൻ
நீதிமன்றம்,കോടതി
நீதிமன்றம்,കോടതി
நீதிமன்ற சுற்றறிக்கை,കോടതി സർക്കുലർ
நீதிமன்ற ஆசாரம்,കോടതി മര്യാദകൾ
நீதிமன்ற அதிகாரி,കോർട്ടിയർ
கேசேஷன் நீதிமன்றம்,കാസേഷൻ കോടതി
இயக்குநர்கள் நீதிமன்றம் (EIC),കോർട്ട് ഓഫ് ഡയറക്ടർമാർ (EIC)
உரிமையாளர்களின் நீதிமன்றம்,ഉടമസ്ഥരുടെ കോടതി
நீதிமன்ற கவிஞர்,കോടതി കവി
உடன்படிக்கை செய்யப்பட்ட கேமரோனியர்கள்,ഉടമ്പടി കാമറോണിയക്കാർ
கிரீடம்,കിരീടം
கிரீடம்,കിരീടം
கிரீடம்,കിരീടം
கிரீடம் நிலம்,കിരീട ഭൂമി
கிரீடம் நிலம்,കിരീട ഭൂമി
பட்டத்து இளவரசர்,കിരീടാവകാശി
சிலுவைப் போர்,കുരിശുയുദ്ധം
சிலுவைப்போர்,കുരിശുയുദ്ധക്കാരൻ
கிரிப்டோகிராம்,ക്രിപ്റ്റോഗ്രാം
குயிராஸ்,ക്യൂറാസ്
கியூராசியர்,ക്യൂറാസിയർ
வழிபாட்டு தெய்வம்,ആരാധനാ ദേവത
கியூரியா,കൂരിയ
கியூரியா,കൂരിയ
ஜாரிசம்,സാറിസം
இருண்ட கண்டம்,ഇരുണ്ട ഭൂഖണ്ഡം
தீர்ப்பு நாள்,വിധി ദിവസം
தீர்ப்பு நாள்,വിധി ദിവസം
டீன்,ഡീൻ
தசாப்தம்,ദശാബ്ദം
டெனாரியஸ்,ഡെനാറിയസ്
பதவி நீக்கம் செய்யப்பட்ட மன்னர்,സ്ഥാനഭ്രഷ്ടനായ രാജാവ്
கெடுக்கும்,നശിപ്പിക്കുക
கெடுதல்,നാശം
அரியணை,സിംഹാസനസ്ഥനാക്കുക
டயடம்,ഡയഡം
டயடம்,ഡയഡം
டயடம்,ഡയഡം
தியாசியா,ഡയസിയ
டிகாஸ்டீரியம்,ഡികാസ്റ്റീരിയം
டிலுவியலிஸ்ட்,ഡിലുവിയലിസ്റ്റ്
மறைமாவட்டம்,രൂപത
மறைமாவட்டம்,രൂപത
டைரக்டயர் (=டைரக்டரி),ഡയറക്‌ടയർ (=ഡയറക്‌ടറി)
டைரக்டயர் (=டைரக்டரி),ഡയറക്‌ടയർ (=ഡയറക്‌ടറി)
திர்ஹம்,ദിർഹം
விசுவாசமற்ற,വിശ്വസ്തതയില്ലാത്ത
விசுவாசமற்ற,വിശ്വസ്തതയില്ലാത്ത
தோல்வியின் கோட்பாடு,വീഴ്ചയുടെ സിദ്ധാന്തം
ஆவணம்,പ്രമാണം
ஆவண ஆதாரம்,ഡോക്യുമെന്ററി തെളിവുകൾ
டோம்ஸ்டே புத்தகம்,ഡോംസ്‌ഡേ ബുക്ക്
கான்ஸ்டன்டைன் நன்கொடை,കോൺസ്റ്റന്റൈന്റെ സംഭാവന
பேரழிவு,വിധി
வரதட்சணை ராணி,സ്ത്രീധന രാജ്ഞി
