Punjabi,Kannada
ਪਿਛਲਾ arch,ಹಿಂದಿನ ಕಮಾನು
ਬੈਕ ਬੈਂਡ,ಬ್ಯಾಕ್ ಬ್ಯಾಂಡ್
ਪਿੱਛੇ ਬੁਰਸ਼,ಬ್ಯಾಕ್ ಬ್ರಷ್
ਵਾਪਸ ਜਾਂਚ,ಹಿಂತಿರುಗಿ ಪರಿಶೀಲಿಸಿ
ਪਿੱਛੇ ਕਾਊਂਟਰ,ಹಿಂದಿನ ಕೌಂಟರ್
ਵਾਪਸ ਕੱਟਣਾ,ಬೆನ್ನು ಕತ್ತರಿಸುವುದು
ਬੈਕ ਡਰਾਫਟ ਡੈਂਪਰ,ಬ್ಯಾಕ್ ಡ್ರಾಫ್ಟ್ ಡ್ಯಾಂಪರ್
ਬੈਕ ਡਰੇਨ,ಬ್ಯಾಕ್ ಡ್ರೈನ್
ਬੈਕ ਡਰਾਪ,ಬ್ಯಾಕ್ ಡ್ರಾಪ್
ਵਾਪਸ ਭਰੋ,ಹಿಂದೆ ಭರ್ತಿ
ਬੈਕ ਫਿਲਲੇਟ,ಬ್ಯಾಕ್ ಫಿಲೆಟ್
ਬੈਕ ਫਲੈਪ ਹਿੰਗ,ಬ್ಯಾಕ್ ಫ್ಲಾಪ್ ಹಿಂಜ್
ਵਾਪਸ ਵਹਾਅ ਕੁਨੈਕਸ਼ਨ,ಬ್ಯಾಕ್ ಫ್ಲೋ ಸಂಪರ್ಕ
ਬੈਕ ਵਹਾਅ ਰੋਕਣ ਵਾਲਾ,ಬ್ಯಾಕ್ ಫ್ಲೋ ತಡೆಗಟ್ಟುವಿಕೆ
ਬੈਕ ਗੇਜ,ಬ್ಯಾಕ್ ಗೇಜ್
ਪਿਛਲਾ ਗਟਰ,ಹಿಂಭಾಗದ ಗಟಾರ
ਪਿਛਲਾ ਚੁੱਲ੍ਹਾ,ಹಿಂಬದಿ ಒಲೆ
ਬੈਕਿੰਗ,ಹಿಮ್ಮೇಳ
ਬੈਕਿੰਗ ਬੋਰਡ,ಬ್ಯಾಕಿಂಗ್ ಬೋರ್ಡ್
ਪਿੱਠ ਦਾ ਦਬਾਅ,ಬೆನ್ನಿನ ಒತ್ತಡ
ਬੈਕ ਪ੍ਰੋਪ,ಬ್ಯಾಕ್ ಪ್ರಾಪ್
ਪਿੱਛੇ ਦੀ ਨਜ਼ਰ,ಹಿಂದಿನ ದೃಷ್ಟಿ
ਵਾਪਸ ਪਾਣੀ,ಹಿಂಬದಿ ನೀರು
ਘਬਰਾਹਟ,ಅಡ್ಡಿಪಡಿಸು
ਬੈਗਵਰਕ,ಬ್ಯಾಗ್ವರ್ಕ್
ਬੈਲਸਟ,ನಿಲುಭಾರ
ਬਾਲ ਮਿੱਟੀ,ಬಾಲ್ ಕ್ಲೇ
ਬਾਲ ਕੋਨ ਕਲੈਂਪ,ಬಾಲ್ ಕೋನ್ ಕ್ಲಾಂಪ್
ਕੰਡਿਆਲੀ ਤਾਰ,ಮುಳ್ಳುತಂತಿ
ਬਾਰ ਕੁੱਤਾ,ಬಾರ್ ನಾಯಿ
ਬਾਰਜ ਬੋਰਡ,ಬಾರ್ಜ್ ಬೋರ್ಡ್
ਬੇਰੀਅਮ ਸਲਫੇਟ ਟੈਸਟ,ಬೇರಿಯಮ್ ಸಲ್ಫೇಟ್ ಪರೀಕ್ಷೆ
ਬੈਰਾਜ,ಬ್ಯಾರೇಜ್
ਬੈਰੇਟ,ಬ್ಯಾರೆಟ್
ਅਧਾਰ,ಬೇಸ್
ਬੇਸ ਐਕਸਚੇਂਜ,ಮೂಲ ವಿನಿಮಯ
ਬੇਸ ਲਾਈਨ,ಬೇಸ್ ಲೈನ್
ਬੇਸਮੈਂਟ,ನೆಲಮಾಳಿಗೆ
ਬੇਸਮੈਂਟ ਦੀ ਕੰਧ,ನೆಲಮಾಳಿಗೆಯ ಗೋಡೆ
ਬੇਸ ਪਲੇਟ,ಬೇಸ್ ಪ್ಲೇಟ್
"ਬੇਸ ਪਲੇਟ, ਅਨੁਕੂਲ","ಬೇಸ್ ಪ್ಲೇಟ್, ಹೊಂದಾಣಿಕೆ"
ਬੇਸ ਸੰਤ੍ਰਿਪਤਾ,ಮೂಲ ಶುದ್ಧತ್ವ
ਬੇਸੌਇਡ,ಬಸಾಯಿಡ್
ਬੱਲਾ,ಬ್ಯಾಟ್
ਇਸ਼ਨਾਨ ਅਤੇ ਡਬਲਯੂ.ਸੀ,ಬಾತ್ ಮತ್ತು WC
ਬੈਟਰ ਪੈਗ,ಬ್ಯಾಟರ್ ಪೆಗ್
ਬੈਟਰ ਪੀਅਰ,ಬ್ಯಾಟರ್ ಪಿಯರ್
ਬੈਟਰ ਨਿਯਮ,ಬ್ಯಾಟರ್ ನಿಯಮ
ਬਾਲਕ (ਬਾਲਕ),ಬಾಲ್ಕ್ (ಬಾಲ್ಕ್)
ਬੇ,ಕೊಲ್ಲಿ
ਧਾਰਕ,ಬೇರರ್
ਬੇਅਰਿੰਗ ਸਮਰੱਥਾ,ತಾಳಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ
ਬੇਅਰਿੰਗ ਪਾਇਲ,ಬೇರಿಂಗ್ ಪೈಲ್
ਬੇਅਰਿੰਗ ਸਟ੍ਰੈਟਮ,ಬೇರಿಂಗ್ ಸ್ಟ್ರಾಟಮ್
ਬਿਸਤਰਾ,ಹಾಸಿಗೆ
ਬਿਸਤਰੇ ਦਾ ਜਹਾਜ਼,ಹಾಸಿಗೆ ವಿಮಾನ
ਬਿਸਤਰਾ ਜੋੜ,ಬೆಡ್ ಜಂಟಿ
ਬੈੱਡ ਰੌਕ,ಬೆಡ್ ರಾಕ್
ਬੈੱਡ ਰੂਮ,ಮಲಗುವ ಕೋಣೆ
ਮੋਮ,ಜೇನುಮೇಣ
ਘੰਟੀ ਬਾਕਸ,ಬೆಲ್ ಬಾಕ್ಸ್
ਘੰਟੀ ਵਾਲੀ ਬਾਲਟੀ,ಬೆಲ್ಲಿಂಗ್ ಬಕೆಟ್
ਬੇਲੋਫ੍ਰਾਮ,ಬೆಲ್ಲೋಫ್ರಾಮ್
ਬੈਂਚਡ ਫਾਊਂਡੇਸ਼ਨ,ಬೆಂಚ್ಡ್ ಅಡಿಪಾಯ
ਬੈਂਚਿੰਗ,ಬೆಂಚಿಂಗ್
ਬੇਂਚਮਾਰਕ,ಮಾನದಂಡ
ਲਾਭ ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ,ಲಾಭದ ವೆಚ್ಚದ ವಿಶ್ಲೇಷಣೆ
ਬਰਮ,ಬೆರ್ಮ್
Bevelled ਬੰਦ,ಬೆವೆಲ್ಡ್ ಮುಚ್ಚುವಿಕೆ
"ਬੀ-ਹੋਰੀਜ਼ਨ,&quot;ਬੀ-","ಬಿ-ಹಾರಿಜಾನ್,&quot;ಬಿ-"
ਬਾਇਟ,ಬಿಯಾಟ್
ਬਿੰਦਰ,ಬೈಂಡರ್
ਬਾਈਡਿੰਗ ਸਮੱਗਰੀ,ಬೈಂಡಿಂಗ್ ವಸ್ತು
ਬਾਇਓਟ ਦਾ ਸਿਧਾਂਤ,ಬಯೋಟ್ ಸಿದ್ಧಾಂತ
ਬਿਟੂਮਨ,ಬಿಟುಮೆನ್
ਕਾਲੀ ਕਪਾਹ ਦੀ ਮਿੱਟੀ,ಕಪ್ಪು ಹತ್ತಿ ಮಣ್ಣು
ਕਾਲੀ ਧਰਤੀ,ಕಪ್ಪು ಭೂಮಿ
ਕਾਲੀ ਮੈਦਾਨ ਵਾਲੀ ਮਿੱਟੀ,ಕಪ್ಪು ಟರ್ಫ್ ಮಣ್ಣು
ਬਲੇਡ,ಬ್ಲೇಡ್
ਬਲਾਸਟ ਫਰਨੇਸ ਸਲੈਗ ਸੀਮਿੰਟ,ಬ್ಲಾಸ್ಟ್ ಫರ್ನೇಸ್ ಸ್ಲ್ಯಾಗ್ ಸಿಮೆಂಟ್
ਬਲਾਕੀ ਬਣਤਰ,ಬ್ಲಾಕ್ ರಚನೆ
ਬੋਗੀ ਪ੍ਰਤੀਰੋਧ,ಬೋಗಿ ಪ್ರತಿರೋಧ
ਬੋਗ-ਲੋਹੇ ਦਾ ਧਾਤ,ಬಾಗ್-ಕಬ್ಬಿಣದ ಅದಿರು
ਬਾਂਡ,ಕರಾರುಪತ್ರ
ਬੰਧੂਆ ਮੈਂਬਰ,ಬಂಧಿತ ಸದಸ್ಯ
ਬੰਧੂਆ ਪੋਸਟ ਤਣਾਅ,ಬಂಧಿತ ಪೋಸ್ಟ್ ಟೆನ್ಷನಿಂಗ್
ਬੰਧਨ ਪੱਥਰ,ಬಾಂಡ್ ಕಲ್ಲು
ਬੰਨ੍ਹ ਪਾਣੀ,ಬೌಂಡ್ ನೀರು
ਬਾਕਸ ਗਟਰ,ಬಾಕ್ಸ್ ಗಟರ್
ਬ੍ਰੇਸ,ಬ್ರೇಸ್
ਇੱਟ-ਤੇ-ਕਿਨਾਰੇ,ಬ್ರಿಕ್ ಆನ್ ಎಡ್ಜ್
ਲਗਾਮ,ಬ್ರಿಡ್ಲ್
ਚਮਕ,ಹೊಳಪು
ਭੂਰੀ ਮਿੱਟੀ,ಕಂದು ಮಣ್ಣು
ਬਿਲਡਿੰਗ,ಕಟ್ಟಡ
ਬਿਲਡਿੰਗ ਸਰਵੇਅਰ,ಕಟ್ಟಡ ಸರ್ವೇಯರ್
ਬਫਰ,ಬಫರ್
ਬਫਰ ਕਰਵ,ಬಫರ್ ಕರ್ವ್
ਬਫਰਿੰਗ,ಬಫರಿಂಗ್
ਬਫਰਿੰਗ ਸਮਰੱਥਾ,ಬಫರಿಂಗ್ ಸಾಮರ್ಥ್ಯ
ਬੰਦਰ,ಬಂದರ್
ਬਟਰਸ,ಬಟ್ರೆಸ್
ਸੀ-ਹੋਰੀਜ਼ਨ,ಸಿ-ಹಾರಿಜಾನ್
ਕੇਬਲ,ಕೇಬಲ್
ਕੇਬਲ ਮੋਲਡਿੰਗ,ಕೇಬಲ್ ಮೋಲ್ಡಿಂಗ್
ਕੇਬਲਿੰਗ,ಕೇಬಲ್ ಹಾಕುವುದು
ਕੈਬਿਨ,ಕ್ಯಾಬಿನ್
ਕੈਬਿਨ ਹੁੱਕ,ಕ್ಯಾಬಿನ್ ಹುಕ್
ਕੈਬਨਿਟ,ಕ್ಯಾಬಿನೆಟ್
ਕੈਬੋਲਟ ਨੇ ਛੱਡ ਦਿੱਤਾ,ಕಾಬೋಲ್ಟ್ ತೊರೆದರು
ਕੈਫੇਟੇਰੀਆ,ಕೆಫೆಟೇರಿಯಾ
ਪਿੰਜਰਾ,ಪಂಜರ
ਪਿੰਜਰੇ ਦੀ ਉਸਾਰੀ,ಪಂಜರ ನಿರ್ಮಾಣ
ਕੈਨ ਦਾ ਫਾਰਮੂਲਾ,ಕೇನ್ ಅವರ ಸೂತ್ರ
ਕੈਸਨ,ಕೈಸನ್
ਕੈਸਨ ਦੀ ਬਿਮਾਰੀ,ಕೈಸನ್ ಕಾಯಿಲೆ
ਕੈਸਨ ਫਾਊਂਡੇਸ਼ਨ,ಕೈಸನ್ ಅಡಿಪಾಯ
ਕੈਸਨ ਢੇਰ,ಕೈಸನ್ ರಾಶಿ
ਕੈਲੇਰੀਅਸ ਇੱਟ,ಸುಣ್ಣದ ಇಟ್ಟಿಗೆ
ਚੂਨੇ ਵਾਲੀ ਮਿੱਟੀ,ಸುಣ್ಣದ ಜೇಡಿಮಣ್ಣು
ਛਾਲੇਦਾਰ ਛਾਲੇ,ಕ್ಯಾಲ್ಕೇರಿಯಸ್ ಕ್ರಸ್ಟ್
ਕੈਲਸੀਫਿਕੇਸ਼ਨ,ಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್
ਕੈਲਸੀਨੇਸ਼ਨ,ಕ್ಯಾಲ್ಸಿನೇಷನ್
ਕੈਲਸੀਨ,ಕ್ಯಾಲ್ಸಿನ್
ਕੈਲਸਾਈਟ,ಕ್ಯಾಲ್ಸೈಟ್
ਕੈਲਸ਼ੀਅਮ-ਐਲੂਮੀਨੇਟ ਸੀਮਿੰਟ,ಕ್ಯಾಲ್ಸಿಯಂ-ಅಲ್ಯೂಮಿನೇಟ್ ಸಿಮೆಂಟ್
ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਇੱਟ,ಕ್ಯಾಲ್ಸಿಯಂ-ಸಿಲಿಕೇಟ್ ಇಟ್ಟಿಗೆ
ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਹਾਈਡਰੇਟ,ಕ್ಯಾಲ್ಸಿಯಂ-ಸಿಲಿಕೇಟ್ ಹೈಡ್ರೇಟ್
ਕੈਲੀਚੇ,ಕ್ಯಾಲಿಚೆ
ਕੈਲੀਫੋਰਨੀਆ ਬੇਅਰਿੰਗ ਅਨੁਪਾਤ,ಕ್ಯಾಲಿಫೋರ್ನಿಯಾ ಬೇರಿಂಗ್ ಅನುಪಾತ
ਕੈਲੀਪਰ,ಕ್ಯಾಲಿಪರ್
ਕੈਲੋਰੀਮੀਟਰ,ಕ್ಯಾಲೋರಿಮೀಟರ್
ਕੈਮਬਰ,ಕ್ಯಾಂಬರ್
ਨਹਿਰ,ಕಾಲುವೆ
ਕੈਨੋਪੀ,ಮೇಲಾವರಣ
Cantilever ਪੈਰ,ಕ್ಯಾಂಟಿಲಿವರ್ ಫೂಟಿಂಗ್
ਕੈਪ,ಕ್ಯಾಪ್
ਸਮਰੱਥਾ,ಸಾಮರ್ಥ್ಯ
ਏਲ ਟ੍ਰੈਕ ਦੀ ਸਮਰੱਥਾ,ಏಲ್ ಟ್ರ್ಯಾಕ್ ಸಾಮರ್ಥ್ಯ
ਕੈਪ ਕੇਬਲ,ಕ್ಯಾಪ್ ಕೇಬಲ್
ਕੈਪੀਲੇਰਿਟੀ,ಕ್ಯಾಪಿಲ್ಲರಿಟಿ
ਕੇਸ਼ਿਕਾ ਬਰੇਕ,ಕ್ಯಾಪಿಲ್ಲರಿ ಬ್ರೇಕ್
ਕੇਸ਼ੀਲ ਪ੍ਰਵਾਹ,ಕ್ಯಾಪಿಲ್ಲರಿ ಹರಿವು
ਕੇਸ਼ਿਕਾ ਨਮੀ ਜਾਂ ਕੇਸ਼ੀਲ ਪਾਣੀ,ಕ್ಯಾಪಿಲ್ಲರಿ ತೇವಾಂಶ ಅಥವಾ ಕ್ಯಾಪಿಲ್ಲರಿ ನೀರು
ਕੇਸ਼ਿਕਾ ਪੋਰ ਸਪੇਸ,ಕ್ಯಾಪಿಲ್ಲರಿ ರಂಧ್ರದ ಜಾಗ
ਕੇਸ਼ਿਕਾ ਪੋਰੋਸਿਟੀ,ಕ್ಯಾಪಿಲ್ಲರಿ ಸರಂಧ್ರತೆ
ਕੇਸ਼ੀਲ ਸਪੇਸ,ಕ್ಯಾಪಿಲ್ಲರಿ ಸ್ಪೇಸ್
ਵੇਗ ਕੈਪਚਰ ਕਰੋ,ಕ್ಯಾಪ್ಚರ್ ವೇಗ
ਕਾਰਬਨੇਸ਼ਨ,ಕಾರ್ಬೊನೇಶನ್
ਕਾਰਬਨ ਕਾਲਾ,ಕಾರ್ಬನ್ ಕಪ್ಪು
ਕਾਸਟਬਲ ਰਿਫ੍ਰੈਕਟਰੀ,ಕ್ಯಾಸ್ಟ್ಬಲ್ ವಕ್ರೀಕಾರಕ
ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਜਾਂ ਕਾਸਟ-ਇਨ-ਸੀਟੂ,ಬಿತ್ತರಿಸಿದ ಸ್ಥಳದಲ್ಲಿ ಅಥವಾ ಬಿತ್ತರಿಸಿದ ಸ್ಥಳದಲ್ಲಿ
ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਢੇਰ,ಎರಕಹೊಯ್ದ ರಾಶಿ
ਕੈਸਟਰ,ಕ್ಯಾಸ್ಟರ್
ਪੱਥਰ ਸੁੱਟੋ,ಎರಕಹೊಯ್ದ ಕಲ್ಲು
ਉਤਪ੍ਰੇਰਕ,ವೇಗವರ್ಧಕ
ਕੈਟੇਨਾ,ಕ್ಯಾಟೆನಾ
ਬਿੱਲੀ ਦਾ ਚਿਹਰਾ,ಬೆಕ್ಕಿನ ಮುಖ
ਬਿੱਲੀ ਦਾ ਸਿਰ,ಬೆಕ್ಕಿನ ತಲೆ
ਕੈਸ਼ਨ,ಕ್ಯಾಶನ್
ਬਿੱਲੀ ਵਾਕ,ಬೆಕ್ಕಿನ ನಡಿಗೆ
Cavitation ਨੁਕਸਾਨ,ಗುಳ್ಳೆಕಟ್ಟುವಿಕೆ ಹಾನಿ
ਸੇਲੀਟ,ಸೆಲೈಟ್
ਸੈਲੂਲਰ ਕੰਕਰੀਟ,ಸೆಲ್ಯುಲಾರ್ ಕಾಂಕ್ರೀಟ್
ਸੈਲੂਲਰ ਉਸਾਰੀ,ಸೆಲ್ಯುಲಾರ್ ನಿರ್ಮಾಣ
ਸੀਮਿੰਟ,ಸಿಮೆಂಟ್
"ਸੀਮਿੰਟ, ਬਿਟੂਮਿਨਸ","ಸಿಮೆಂಟ್, ಬಿಟುಮಿನಸ್"
"ਸੀਮਿੰਟ, ਉੱਚ ਤਾਕਤ","ಸಿಮೆಂಟ್, ಹೆಚ್ಚಿನ ಶಕ್ತಿ"
"ਸੀਮਿੰਟ, ਹਾਈਡ੍ਰੌਲਿਕ","ಸಿಮೆಂಟ್, ಹೈಡ್ರಾಲಿಕ್"
"ਸੀਮਿੰਟ, ਘੱਟ ਗਰਮੀ","ಸಿಮೆಂಟ್, ಕಡಿಮೆ ಶಾಖ"
"ਸੀਮਿੰਟ, ਚਿਣਾਈ","ಸಿಮೆಂಟ್, ಕಲ್ಲು"
"ਸੀਮਿੰਟ, ਕੁਦਰਤੀ","ಸಿಮೆಂಟ್, ನೈಸರ್ಗಿಕ"
"ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ","ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್"
"ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਬਲਾਸਟ ਫਰਨੇਸ ਸਲੈਗ","ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ ಬ್ಲಾಸ್ಟ್ ಫರ್ನೇಸ್ ಸ್ಲ್ಯಾಗ್"
"ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਪੋਜ਼ੋਲਨ","ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ ಪೊಝೋಲನ್"
"ਸੀਮਿੰਟ, ਸਲੈਗ","ಸಿಮೆಂಟ್, ಸ್ಲ್ಯಾಗ್"
"ਸੀਮਿੰਟ, ਸਲਫੇਟ ਰੋਧਕ","ಸಿಮೆಂಟ್, ಸಲ್ಫೇಟ್ ನಿರೋಧಕ"
"ਸੀਮਿੰਟ, ਸੁਪਰ ਸਲਫੇਟਿਡ","ಸಿಮೆಂಟ್, ಸೂಪರ್ ಸಲ್ಫೇಟ್"
"ਸੀਮਿੰਟ, ਚਿੱਟਾ","ಸಿಮೆಂಟ್, ಬಿಳಿ"
ਸੀਮਿੰਟ-ਐਗਰੀਗੇਟ ਅਨੁਪਾਤ,ಸಿಮೆಂಟ್-ಒಟ್ಟಾರೆ ಅನುಪಾತ
ਸੀਮਿੰਟ ਸਮੱਗਰੀ,ಸಿಮೆಂಟ್ ವಿಷಯ
ਸੀਮਿੰਟ ਜੈੱਲ,ಸಿಮೆಂಟ್ ಜೆಲ್
ਸੀਮਿੰਟ ਬੰਦੂਕ,ಸಿಮೆಂಟ್ ಗನ್
ਸੀਮਿੰਟ ਭੱਠਾ,ಸಿಮೆಂಟ್ ಗೂಡು
ਸੀਮਿੰਟ ਪੇਂਟ,ಸಿಮೆಂಟ್ ಬಣ್ಣ
ਸੀਮਿੰਟ ਪਲਾਸਟਰ,ಸಿಮೆಂಟ್ ಪ್ಲಾಸ್ಟರ್
ਸੀਮਿੰਟ ਚੱਟਾਨ,ಸಿಮೆಂಟ್ ಕಲ್ಲು
ਸੀਮਿੰਟ ਸਲਰੀ,ಸಿಮೆಂಟ್ ಸ್ಲರಿ
ਸੀਮਿੰਟ ਸਟੋਰੇਜ਼,ಸಿಮೆಂಟ್ ಸಂಗ್ರಹಣೆ
ਸੀਮੈਂਟੇਸ਼ਨ ਪ੍ਰਕਿਰਿਆ,ಸಿಮೆಂಟೇಶನ್ ಪ್ರಕ್ರಿಯೆ
ਸੈਂਟਰਿੰਗ,ಕೇಂದ್ರೀಕರಣ
ਸੈਂਟਰਿੰਗ ਅਤੇ ਸ਼ਟਰਿੰਗ,ಕೇಂದ್ರೀಕರಿಸುವುದು ಮತ್ತು ಮುಚ್ಚುವುದು
ਕੇਂਦਰੀ ਮਿਸ਼ਰਤ ਕੰਕਰੀਟ,ಕೇಂದ್ರ ಮಿಶ್ರ ಕಾಂಕ್ರೀಟ್
ਕੇਂਦਰੀ ਮਿਕਸਰ,ಕೇಂದ್ರ ಮಿಕ್ಸರ್
ਸੈਂਟਰਿਫਿਊਗਲ ਪੱਖਾ,ಕೇಂದ್ರಾಪಗಾಮಿ ಫ್ಯಾನ್
ਚਾਕ,ಚಾಕ್
ਚੈਂਫਰ,ಚೇಂಫರ್
ਚੈਂਫਰ ਪੱਟੀ,ಚೇಂಫರ್ ಸ್ಟ್ರಿಪ್
ਚੈਨਲ ਬੀਮ,ಚಾನಲ್ ಕಿರಣ
ਵਿਸ਼ੇਸ਼ਤਾ ਲੋਡ,ವಿಶಿಷ್ಟ ಲೋಡ್
ਗੁਣ ਸ਼ਕਤੀ,ವಿಶಿಷ್ಟ ಶಕ್ತಿ
ਚਾਰਜ ਬੰਦ,ಚಾರ್ಜ್ ಆಫ್
ਚਾਰਜ ਹੋ ਰਿਹਾ ਹੈ,ಚಾರ್ಜ್ ಆಗುತ್ತಿದೆ
ਜਾਂਚ ਕਰ ਰਿਹਾ ਹੈ,ಪರಿಶೀಲಿಸಲಾಗುತ್ತಿದೆ
ਰਸਾਇਣਕ ਬੰਧਨ,ರಾಸಾಯನಿಕ ಬಂಧ
ਚੇਰਨੋਜ਼ਮ,ಚೆರ್ನೋಜೆಮ್
ਚੈਸਟਨਟ ਮਿੱਟੀ,ಚೆಸ್ಟ್ನಟ್ ಮಣ್ಣು
ਚਿਮਨੀ ਗਟਰ,ಚಿಮಣಿ ಗಟಾರ
ਚਿੱਪ ਬੋਰਡ,ಚಿಪ್ ಬೋರ್ಡ್
ਚਿੱਪਿੰਗ,ಚಿಪ್ಪಿಂಗ್
ਚਿਪਸ,ಚಿಪ್ಸ್
ਚੂਤ,ಗಾಳಿಕೊಡೆ
ਕਲਾਸ (ਕੰਕਰੀਟ ਦੀ),ವರ್ಗ (ಕಾಂಕ್ರೀಟ್)
ਮਿੱਟੀ,ಕ್ಲೇ
ਮਿੱਟੀ ਦੀ ਸਮੱਗਰੀ,ಕ್ಲೇ ವಿಷಯ
ਮਿੱਟੀ ਦਾ ਪੈਨ,ಕ್ಲೇ ಪ್ಯಾನ್
ਸਫਾਈ,ಕ್ಲೀನ್ಔಟ್
ਸਾਫ਼ ਕਰੋ,ಸ್ವಚ್ಛಗೊಳಿಸಿ
ਕਲੀਟ,ಕ್ಲೀಟ್
ਕਲਿੰਕਰ,ಕ್ಲಿಂಕರ್
ਕਲਿਪ,ಕ್ಲಿಪ್
ਜੰਮਣਾ,ಹೆಪ್ಪುಗಟ್ಟುವಿಕೆ
ਮੋਟਾ ਕੁੱਲ,ಒರಟಾದ ಒಟ್ಟು
ਮੋਟੇ ਦਾਣੇ ਵਾਲੀ ਮਿੱਟੀ,ಒರಟಾದ ಧಾನ್ಯದ ಮಣ್ಣು
ਕੋਟ,ಕೋಟ್
ਕੋਫਰ ਡੈਮ,ಕಾಫರ್ ಅಣೆಕಟ್ಟು
ਤਾਲਮੇਲ,ಒಗ್ಗಟ್ಟು
ਕੋਲਾਇਡ,ಕೊಲಾಯ್ಡ್
ਕੋਲੋਇਡਲ ਨਮੀ ਦੇ ਬਰਾਬਰ ਅਨੁਪਾਤ,ಕೊಲೊಯ್ಡಲ್ ತೇವಾಂಶ ಸಮಾನ ಅನುಪಾತ
ਕੋਲੋਇਡਲ ਸਿਸਟਮ,ಕೊಲೊಯ್ಡಲ್ ವ್ಯವಸ್ಥೆ
ਕੋਲੋਵੀਅਲ ਮਿੱਟੀ,ಕೊಲ್ಯುವಿಯಲ್ ಮಣ್ಣು
ਕਾਲਮ,ಅಂಕಣ
ਕੰਬਡ ਮੁਕੰਮਲ,ಬಾಚಣಿಗೆ ಮುಕ್ತಾಯ
ਸੰਯੁਕਤ ਪੈਰ,ಕಂಬೈನ್ಡ್ ಫೂಟಿಂಗ್
ਸੰਯੁਕਤ ਪਾਣੀ,ಸಂಯೋಜಿತ ನೀರು
ਸਾਂਝਾ ਕਮਰਾ,ಸಾಮಾನ್ಯ ಕೊಠಡಿ
