Marathi,Odiya
बीजगणितीय अभिव्यक्ती,ବୀଜ ବର୍ଣ୍ଣନା
बीजगणितीय एकरूपता,ବୀଜ ବର୍ଣ୍ଣିତ ଏକତା |
बीजगणितीय कार्य,ବୀଜ ବର୍ଣ୍ଣିତ କାର୍ଯ୍ୟ
बीजगणितीय भूमिती,ବୀଜ ବର୍ଣ୍ଣିତ ଜ୍ୟାମିତି |
बीजगणितीय बहुलता,ବୀଜ ବର୍ଣ୍ଣିତ ବହୁଳତା |
बीजगणितीय प्रणाली,ବୀଜ ବର୍ଣ୍ଣିତ ପ୍ରଣାଳୀ |
सर्व-पूर्णांक समस्या,ସମସ୍ତ-ପୂର୍ଣ୍ଣ ସମସ୍ୟା |
"असाइनमेंट समस्या वॅट प्रश्न,",ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା ୱାଟ ପ୍ରଶ୍ନ
वर्णक्रमानुसार नोटेशन,ବର୍ଣ୍ଣାନୁକ୍ରମିକ ଟିପ୍ପଣୀ |
वर्णमाला वर्ण,ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ
पर्यायी कोन,ବିକଳ୍ପ କୋଣ
"पर्यायी एकसंध पर्यायी फॉर्म,",ବ hom କଳ୍ପିକ ଏକମାତ୍ର ବିକଳ୍ପ ଫର୍ମ
पर्यायी गट,ବିକଳ୍ପ ଗୋଷ୍ଠୀ |
पर्यायी मॅट्रिक्स,ବିକଳ୍ପ ମ୍ୟାଟ୍ରିକ୍ସ |
पर्यायी मालिका,ବିକଳ୍ପ କ୍ରମ |
वैकल्पिक गृहीतक,ବିକଳ୍ପ ଅନୁମାନ
पर्यायी इष्टतम,ବିକଳ୍ପ ସର୍ବୋତ୍କୃଷ୍ଟ |
पर्यायी परिणाम,ବିକଳ୍ପ ଫଳାଫଳ |
अॅनालॉग-अंकी कनवर्टर,analog-digit କନଭର୍ଟର |
"अॅनालॉग संगणक,",ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର
विश्लेषण,ବିଶ୍ଳେଷଣ |
सहप्रसरण विश्लेषण,କୋଭାରିଆନ୍ସ ବିଶ୍ଳେଷଣ |
गणन-डेटा विश्लेषण,ଗଣନା-ତଥ୍ୟ ବିଶ୍ଳେଷଣ |
भिन्नता विश्लेषण,ଭିନ୍ନତା ବିଶ୍ଳେଷଣ |
विश्लेषणात्मक भूमिती,ଆନାଲିଟିକାଲ୍ ଜ୍ୟାମିତି |
विश्लेषणात्मक कार्य,ବିଶ୍ଳେଷଣାତ୍ମକ କାର୍ଯ୍ୟ
कोन,କୋଣ
स्पर्शिका कोन,ଟାଙ୍ଗେଣ୍ଟ୍ କୋଣ |
विक्षेपण कोन,ବିଘ୍ନ କୋଣ |
उदासीनता कोन,ଉଦାସୀନତା କୋଣ
विचलन कोन,ବିଘ୍ନ କୋଣ |
विवर्तन कोन,ବିଭାଜନ କୋଣ |
उंची कोन,ଉଚ୍ଚତା କୋଣ
घटनेचा कोन,ଘଟଣାର କୋଣ
प्रक्षेपण कोन,ପ୍ରୋଜେକ୍ଟର କୋଣ
प्रतिबिंब कोन,ପ୍ରତିଫଳନ କୋଣ
अपवर्तन कोन,ପ୍ରତିଫଳନ କୋଣ
रोटेशन कोन,ଘୂର୍ଣ୍ଣନ କୋଣ
परावर्तनाचा परिपूर्ण कोन,ପ୍ରତିଫଳନର ସଂପୂର୍ଣ୍ଣ କୋଣ |
कोनीय प्रवेग,କୋଣାର୍କ ତ୍ୱରଣ |
कोनीय गती,କୋଣାର୍କ ବେଗ |
कोनीय गती,କୋଣାର୍କ ଗତି
कोनीय गती,କୋଣାର୍କ ବେଗ |
अनामिका,ଆଙ୍ଗୁଠି ରିଙ୍ଗ୍ |
उत्तर द्या,ଉତ୍ତର
काउंटर व्युत्पन्न,କାଉଣ୍ଟର ଡେରିଭେଟିଭ୍ |
आयसोमेट्रिक फंक्शन,ଆଇସୋମେଟ୍ରିକ୍ କାର୍ଯ୍ୟ
"कव्हर करण्यायोग्य, लागू, लागू","ଆଚ୍ଛାଦିତ, ପ୍ରଯୁଜ୍ୟ, ପ୍ରଯୁଜ୍ୟ |"
"अर्ज अर्ज,",ଆବେଦନ ପ୍ରୟୋଗ
लागू डायनॅमिक प्रोग्रामिंग,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପ୍ରୟୋଗ |
लागू भूमिती,ପ୍ରୟୋଗ ହୋଇଥିବା ଜ୍ୟାମିତି |
लागू गणित,ପ୍ରୟୋଗ ହୋଇଥିବା ଗଣିତ |
लागू आकडेवारी,ପ୍ରୟୋଗ ପରିସଂଖ୍ୟାନ |
"अंदाजे, अंदाजे","ପ୍ରାୟ, ପ୍ରାୟ"
अंदाजे सतत कार्य,ପ୍ରାୟ ନିରନ୍ତର କାର୍ଯ୍ୟ |
"मॅक्रो पद्धत, अंदाजे पद्धत","ମାକ୍ରୋ ପଦ୍ଧତି, ଆନୁମାନିକ ପଦ୍ଧତି |"
अंदाजे उपाय,ଆନୁମାନିକ ସମାଧାନ
अंदाजे समस्या,ଆନୁମାନିକ ସମସ୍ୟା
अंदाजे मालमत्ता,ଆନୁମାନିକ ସମ୍ପତ୍ତି
योग्यता चाचणी,ଦକ୍ଷତା ପରୀକ୍ଷା
आर्गॉन आकृती,ଆର୍ଗନ୍ ଚିତ୍ର
ऐच्छिक,ସ୍ବେଚ୍ଛାକୃତ
"यादृच्छिक, यादृच्छिक","ଅନିୟମିତ, ଅନିୟମିତ |"
अनियंत्रित स्थिरांक,ଇଚ୍ଛାଧୀନ ସ୍ଥିର |
मुक्त घटक,ମାଗଣା ଉପାଦାନ |
अनियंत्रित बिंदू,ଇଚ୍ଛାଧୀନ ବିନ୍ଦୁ |
आर्किमिडीजचा कायदा,ଆର୍କିମିଡେଙ୍କ ନିୟମ |
आर्किमिडीजचा कायदा,ଆର୍କିମିଡିସ୍ ନିୟମ |
"चाप-लांबी, चाप-लांबी","ଆର୍କ-ଲମ୍ବ, ଆର୍କ-ଲମ୍ବ |"
वर्तुळ चाप,ବୃତ୍ତାକାର
व्यस्त साइन वितरण,ଓଲଟା ସାଇନ ବଣ୍ଟନ |
व्यस्त साइन रूपांतरण,ଓଲଟା ସାଇନ ରୂପାନ୍ତର |
"क्षेत्र, क्षेत्र","କ୍ଷେତ୍ର, କ୍ଷେତ୍ର"
प्रादेशिक कॉन्फिगरेशन,ଆ regional ୍ଚଳିକ ସଂରଚନା
जटिल संख्येचा कोन,ଏକ ଜଟିଳ ସଂଖ୍ୟାର କୋଣ |
अंकगणित सरासरी,ଗାଣିତିକ ଅର୍ଥ |
डिजिटल ऑपरेशन,ଡିଜିଟାଲ୍ ଅପରେସନ୍
डिजिटल युनिट,ଡିଜିଟାଲ୍ ୟୁନିଟ୍ |
"कॉन्फिगरेशन, व्यवस्था","ବିନ୍ୟାସ, ବ୍ୟବସ୍ଥା"
"अॅरे, अॅरे","ଆରେ, ଆରେ"
कृत्रिम उपग्रह,କୃତ୍ରିମ ଉପଗ୍ରହ |
कृत्रिम व्हेरिएबल,କୃତ୍ରିମ ଭେରିଏବଲ୍ |
चढणे,ଚ imb ିବାକୁ
चढत्या,ଆରୋହଣ
परिमाणाचा चढता क्रम,ତୀବ୍ରତାର କ୍ରମ
चढत्या श्रेणी,ଆରୋହଣ ଗ୍ରେଡ୍
असेंबलर भाषा,ଏକତ୍ରକାରୀ ଭାଷା |
"असाइनमेंट समस्या असाइनमेंट प्रश्न,",ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା ଆସାଇନମେଣ୍ଟ ପ୍ରଶ୍ନ
सहयोगी नियम,ସହଯୋଗୀ ନିୟମ |
ऑपरेटर्सचा सहयोगी नियम,ଅପରେଟର୍ମାନଙ୍କର ଆସୋସିଏଟିଭ୍ ନିୟମ |
सहयोगी ऑपरेशन,ଆସୋସିଏଟିଭ୍ ଅପରେସନ୍ |
सहवास,ସାଥୀତା
सरासरी गृहीत धरले,ଅନୁମାନ କରାଯାଉଥିବା ଅର୍ଥ |
गृहीत संभाव्यता वितरण,ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ ଅନୁମାନ କରାଯାଇଛି |
"कल्पना केली, स्वीकारली,","କଳ୍ପିତ, ସ୍ୱୀକାର"
ज्योतिष,ଜ୍ୟୋତିଷ ଶାସ୍ତ୍ର
"अंतराळ अभियंता अंतराळ अभियंता,",ମହାକାଶଚାରୀ ଇଞ୍ଜିନିୟର ସ୍ପେସ୍ ଇଞ୍ଜିନିୟର
खगोलशास्त्रज्ञ*,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ *
खगोलशास्त्रीय घड्याळ,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଘଣ୍ଟା |
खगोलशास्त्र,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ
असममित वक्र,ଅସୀମିତ ବକ୍ର
विषमता,ଅସୀମତା |
लक्षणे नसलेला,ଅସ୍ମିପଟୋଟିକ୍ |
त्रासदायक,ବୃଦ୍ଧି
प्रगतीशील अंदाजक,ପ୍ରଗତିଶୀଳ ଆକଳନକାରୀ |
प्रतिगामी पक्षपाती अनुमानक,ରିଟ୍ରୋଗ୍ରେଡ୍ ଦ୍ୱିପାକ୍ଷିକ ଆକଳନକାରୀ |
प्रतिगामी आचरण,ପ୍ରତ୍ୟାବର୍ତ୍ତନ ଆଚରଣ |
आक्रमक वितरण कार्य,ଆକ୍ରମଣାତ୍ମକ ବଣ୍ଟନ କାର୍ଯ୍ୟ |
वर पसरलेला,ଉପର ବିସ୍ତାର
वातावरणाचा दाब,ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |
"यादृच्छिकपणे,",ଅନିୟମିତ ଭାବରେ
मालमत्ता*,ସମ୍ପତ୍ତି *
विशेषता-नमुना-यंत्रणा,ଗୁଣଧର୍ମ-ନମୁନା-ଯାନ୍ତ୍ରିକ |
संवर्धित मॅट्रिक्स,ବୃଦ୍ଧି ହୋଇଥିବା ମାଟ୍ରିକ୍ସ
स्वयंसंबंध गुणांक,ଅଟୋକୋରେଲେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
स्वयंसंबंध कार्य,ଅଟୋକୋରେଲେସନ୍ ଫଙ୍କସନ୍
सहप्रसरण,କୋଭାରିଆନ୍ସ |
स्वयंचलित संगणक,ସ୍ୱୟଂଚାଳିତ କମ୍ପ୍ୟୁଟର |
ऑटोरिग्रेशन,ଆତ୍ମସମ୍ମାନ
सहाय्यक समीकरण,ସହାୟକ ସମୀକରଣ
सरासरी नमुना क्रमांक वक्र (MPC वक्र),ହାରାହାରି ନମୁନା ସଂଖ୍ୟା ବକ୍ର (MPC ବକ୍ର)
"स्वयंसिद्ध, स्वयंसिद्ध","axiom, axiom"
स्वयंसिद्ध दृष्टीकोन,axiom ପଦ୍ଧତି |
संभाव्यता स्वयंसिद्ध,ସମ୍ଭାବ୍ୟତା axiom |
अक्ष,ଅକ୍ଷ
भुजक्षा,ଭୁଜାକ୍
पृथ्वीचा अक्ष,ପୃଥିବୀ ଅକ୍ଷ
रोटेशन अक्ष,ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ
रोटेशन अक्ष,ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ
फिरकी अक्ष,ସ୍ପିନ୍ ଅକ୍ଷ
पोस्ट बदली,ପୋଷ୍ଟ ରିପ୍ଲେସମେଣ୍ଟ
नंतर,ପରେ
बॅक इन्सर्टेशन फॉर्म्युला,ପଛ ସନ୍ନିବେଶ ସୂତ୍ର |
"शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक","ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |"
संतुलित डिझाइन,ସନ୍ତୁଳିତ ଡିଜାଇନ୍ |
ताळेबंद,ତୂଳନା ପତ୍ର
क्षेपणास्त्र,କ୍ଷେପଣାସ୍ତ୍ର
"बॅलिस्टिक्स, शस्त्रे","ବାଲିଷ୍ଟିକ୍, ଅସ୍ତ୍ରଶସ୍ତ୍ର |"
"स्तंभ, बार, कोब, बार, बार, बार, बार, बार, बार, रेषा, रेषा, चाचणी रेषा, किनार","ସ୍ତମ୍ଭ, ବାଡ଼ି, କୋବ୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ରେଖା, ରେଖା, ପରୀକ୍ଷା ରେଖା, ଧାର |"
"बेस, बेस, बेस, बेस, बेस","ଆଧାର, ଆଧାର, ଆଧାର, ଆଧାର, ଆଧାର |"
बेस कोन,ମୂଳ କୋଣ
"लॉगरिथमचा आधार, लॉगरिथमचा आधार","ଲୋଗାରିଦମର ଆଧାର, ଲୋଗାରିଦମର ଆଧାର |"
"मूलभूत, मूलभूत,","ମ basic ଳିକ, ମ basic ଳିକ"
बेस सुसंगत उपाय,ମୂଳ ସମନ୍ୱିତ ସମାଧାନ |
बेस सोल्यूशन,ମୂଳ ସମାଧାନ |
बेस व्हेरिएबल,ବେସ୍ ଭେରିଏବଲ୍ |
पाया,ଆଧାର
मूळ घटक,ମୂଳ ଉପାଦାନ |
बेस मॅट्रिक्स,ବେସ୍ ମ୍ୟାଟ୍ରିକ୍ସ |
वेक्टर स्पेसचा पाया,ଭେକ୍ଟର ସ୍ପେସ୍ ର ଆଧାର |
उपलोकसंख्या आधार,ଜନସଂଖ୍ୟା ଆଧାର |
बेईमान,ଅସାଧୁ
bez-नियम,bez-rule
bez-प्रमेय,ବେଜ୍-ଥିଓରେମ୍ |
bernoulli-वितरण,bernoulli- ବଣ୍ଟନ |
बर्नौली क्रमांक,ବର୍ନୁଲି ସଂଖ୍ୟା |
बर्नौली संभाव्यता कार्य,ବର୍ନୁଲି ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ |
बर्नौली-समीकरण,ବର୍ନୁଲି-ସମୀକରଣ |
बोरासारखे बी असलेले लहान फळ कार्य,ବେରୀ କାର୍ଯ୍ୟ
सर्वोत्तम आसंजन,ସର୍ବୋତ୍ତମ ଆଡିଶିନ୍ |
सर्वोत्तम आसंजन ओळ,ସର୍ବୋତ୍ତମ ଆଡେସିନ୍ ରେଖା |
सर्वोत्तम उपाय,ସର୍ବୋତ୍ତମ ସମାଧାନ |
सर्वोत्तम टिपा,ସର୍ବୋତ୍ତମ ଟିପ୍ସ |
बीटा वितरण,ବିଟା ବଣ୍ଟନ |
"पक्षपात, पक्षपात","ପକ୍ଷପାତ, ପକ୍ଷପାତ |"
पक्षपाती मूल्यांकन,ପକ୍ଷପାତିତ ମୂଲ୍ୟାଙ୍କନ |
द्विपद समीकरण,ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |
एकल कव्हर,ଏକକ କଭର |
सिंगल कव्हर नकाशा,ଏକକ କଭର ମାନଚିତ୍ର
सिंगल कव्हर मॅपिंग,ଏକକ କଭର ମ୍ୟାପିଂ |
चतुर्भुज चौकोन,ଚତୁର୍ଭୁଜ ଚତୁର୍ଭୁଜ |
द्विरेखीय कार्य,ବିଲିନାର୍ ଫଙ୍କସନ୍
द्विरेखीय हर्मिटियन एकजिनसीपणा,bilinear hermitian homogeneity |
"द्वि-चर, बायनरी, दुहेरी","ଦ୍ୱି-ଭେରିଏବଲ୍, ବାଇନାରୀ, ଡୁଆଲ୍ |"
"बायनरी कोड, बायनरी कोड","ବାଇନାରୀ କୋଡ୍, ବାଇନାରୀ କୋଡ୍ |"
"बायनरी कोडेड दशांश, बायनरी कोडेड दशांश","ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ, ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |"
बायनरी एन्कोडिंग,ବାଇନାରୀ ଏନକୋଡିଂ |
बायनरी संगणक,ବାଇନାରୀ କମ୍ପ୍ୟୁଟର |
बायनरी अंक,ବାଇନାରୀ ସଂଖ୍ୟା
बायनरी ऑपरेशन,ବାଇନାରୀ ଅପରେସନ୍ |
बायनरी पद्धत,ବାଇନାରୀ ପଦ୍ଧତି |
बायनरी व्हेरिएबल,ବାଇନାରୀ ଭେରିଏବଲ୍ |
द्विपदी गुणांक,ଦ୍ୱିପାକ୍ଷିକ ଗୁଣବତ୍ତା |
द्विपदी वितरण,ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |
द्विपद समीकरण,ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |
द्विपद भिन्नता,ଦ୍ୱିପାକ୍ଷିକ ଭିନ୍ନତା |
द्विपदी अभिव्यक्ती,ଦ୍ୱିପାକ୍ଷିକ ଅଭିବ୍ୟକ୍ତି |
द्विपदी यादृच्छिक चल,ଦ୍ୱିପାକ୍ଷିକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
द्विपद प्रमेय,ଦ୍ୱିପାକ୍ଷିକ ତତ୍ତ୍। |
"अर्धा, दुभाजक","ଅଧା, ବିଫୁର୍କେସନ୍ |"
"दुभाजक पद्धत, अर्धविभाग पद्धत","ବିସେକ୍ଟ ପଦ୍ଧତି, ସେମିଡିଭିଜନ୍ ପଦ୍ଧତି |"
अर्धा दुभाजक,ଅଧା ବିସେକ୍ଟର |
"द्विपदी, द्विपदी",ଦ୍ୱିପାକ୍ଷିକ |
"द्वयंक (बायनरी अंक), अनी, बर्मीज, तुक","ଡୱେଙ୍କ୍ (ବାଇନାରୀ ସଂଖ୍ୟା), ଅନି, ବର୍ମା, ଟୁକ୍ |"
द्विपदी द्विपद वितरण द्विपदी,ଦ୍ୱିପାକ୍ଷିକ ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ ଦ୍ୱିପାକ୍ଷିକ |
द्विवैरिएट सहसंबंध गुणांक,ବିଭାରିଏଟ୍ ସମ୍ପର୍କ କୋଏଫିସିଏଣ୍ଟ୍ |
द्विवैरिएट वितरण,ବିଭାରିଏଟ୍ ବଣ୍ଟନ |
द्विवैरिएट सामान्य-वितरण,ସାଧାରଣ ବଣ୍ଟନ
bivector,ବିଭେକ୍ଟର୍ |
बोल्टमन समीकरण,ବୋଲ୍ଟମ୍ୟାନ୍ ସମୀକରଣ |
बुलियन बीजगणित*,ବୁଲିୟନ୍ ବୀଜ ବର୍ଣ୍ଣନା *
बोस-आईन्स्टाईन सांख्यिकी,ବୋଷ-ଆଇନଷ୍ଟାଇନ ପରିସଂଖ୍ୟାନ |
मर्यादा निर्बंध,ସୀମିତତା ପ୍ରତିବନ୍ଧକ |
सीमा पातळी,ସୀମା ସ୍ତର |
सीमारेषा,ସୀମା ରେଖା |
मर्यादा मूल्य,ସୀମା ମୂଲ୍ୟ
सीमा मूल्य समस्या,ସୀମା ମୂଲ୍ୟ ସମସ୍ୟା |
"बाउंड फंक्शन बाउंडेड फळ,",ସୀମାବଦ୍ଧ କାର୍ଯ୍ୟ ସୀମିତ ଫଳ
"बाउंडेड मॅट्रिक्स, बाउंडेड मॅट्रिक्स, बाउंडेड टेबल,","ସୀମାବଦ୍ଧ ମ୍ୟାଟ୍ରିକ୍ସ, ସୀମାବଦ୍ଧ ମ୍ୟାଟ୍ରିକ୍ସ, ସୀମାବଦ୍ଧ ଟେବୁଲ୍"
"सीमाबद्ध प्रदेश सीमाबद्ध प्रदेश,",ସୀମାବଦ୍ଧ ଅଞ୍ଚଳ ସୀମାବଦ୍ଧ ଅଞ୍ଚଳ
"बाऊंड सेट बाउंडेड सेट,",ସୀମାବଦ୍ଧ ସେଟ୍ ସୀମାବଦ୍ଧ ସେଟ୍
ब्राउनी मोशन,ବ୍ରାଉନି ଗତି |
मोजणे,ଗଣନା କରିବାକୁ
गणना,ଗଣନା
"कॅल्क्युलेटर, कॅल्क्युलेटर","କାଲକୁଲେଟର, କାଲକୁଲେଟର"
गणना*,ଗଣନା *
संगणकीय क्रिया पद्धत,ଗଣନା କାର୍ଯ୍ୟ ପଦ୍ଧତି |
"कॅल्क्युलेटर, कॅल्क्युलेटर","କାଲକୁଲେଟର, କାଲକୁଲେଟର"
"कॅल्क्युलस, कॅल्क्युलस","କାଲକୁଲସ୍, କାଲ୍କୁଲସ୍"
भिन्नता कॅल्क्युलस,ଭିନ୍ନତା ଗଣନା
कॅलरीज,କ୍ୟାଲୋରୀ
नियम रद्द करा,ପ୍ରତ୍ୟାହାର ନିୟମ |
प्रामाणिक समीकरण,କାନୋନିକାଲ୍ ସମୀକରଣ |
प्रामाणिक फॉर्म,କାନୋନିକାଲ୍ ଫର୍ମ |
"कॅनॉनिकल मॅट्रिक्स, के कॅनॉनिकल मॅट्रिक्स","କାନୋନିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ, କେ କାନୋନିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ |"
cantor सेट,କ୍ୟାଣ୍ଟର ସେଟ୍ |
cantor त्रिकोणी संच,କ୍ୟାଣ୍ଟର ତ୍ରିକୋଣୀୟ ସେଟ୍ |
वाहतुकीची अडचण,ବାଧାପ୍ରାପ୍ତ ପରିବହନ ସମସ୍ୟା |
क्षमता,ଦକ୍ଷତା
केशिका शक्ती,କ୍ୟାପିଲାରୀ ଫୋର୍ସ |
"संख्या संख्या, मुख्य संख्या","ଗଣନା ସଂଖ୍ୟା, କାର୍ଡିନାଲ୍ ସଂଖ୍ୟା |"
कार्टेशियन अक्ष,କାର୍ଟେସିଆନ୍ ଅକ୍ଷ |
कार्टेशियन समन्वय,କାର୍ଟେସିଆନ୍ ସଂଯୋଜନା |
कार्टेशियन उत्पादन,କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |
संचांचे कार्टेशियन गुणाकार,ସେଟ୍ ର କାର୍ଟେସିଆନ୍ ଗୁଣନ |
"केस स्टडी, केस स्टडी","କେସ୍ ଷ୍ଟଡି, କେସ୍ ଷ୍ଟଡି |"
आपत्तीजनक भाषण,ବିପର୍ଯ୍ୟସ୍ତ ବକ୍ତବ୍ୟ |
