Punjabi,Hindi
ਐਕਸ਼ਨ ਚੱਕਰ,क्रिया चक्र
ਐਕਸ਼ਨ ਲਾਈਨ,क्रिया लाइन
ਐਕਸ਼ਨ ਸੰਦੇਸ਼,क्रिया संदेश
ਐਕਸ਼ਨ ਨਿਰਧਾਰਨ,क्रिया विनिर्देश
ਸਰਗਰਮੀ,सक्रियण
ਕਿਰਿਆਸ਼ੀਲ,सक्रिय
ਐਕਟਿਵ ਫਾਈਲ,सक्रिय संचिका
ਐਕਟਿਵ ਲਾਈਨ,सक्रिय लाइन
ਕਿਰਿਆਸ਼ੀਲ ਲਿੰਕ,सक्रिय कड़ी
ਐਕਟਿਵ ਮਾਸਟਰ ਫਾਈਲ,सक्रिय प्रधान संचिका
ਐਕਟਿਵ ਮਾਸਟਰ ਆਈਟਮ,सक्रिय प्रधान मद
ਐਕਟਿਵ ਸੈਟੇਲਾਈਟ,सक्रिय उपग्रह
ਐਕਟਿਵ ਸਟੇਸ਼ਨ,सक्रिय केन्द्र
ਐਕਟਿਵ ਸਟੋਰੇਜ,सक्रिय भंडारण
ਸਰਗਰਮੀ,सक्रियता
ਸਰਗਰਮੀ ਪੱਧਰ,सक्रियता स्तर
ਗਤੀਵਿਧੀ ਲੋਡਿੰਗ,सक्रियता भारण
ਗਤੀਵਿਧੀ ਅਨੁਪਾਤ,सक्रियता अनुपात
ਅਸਲ ਪਤਾ (= ਪੂਰਨ ਪਤਾ),निरपेक्ष पता
ਅਸਲ ਕੋਡ (= ਸੰਪੂਰਨ ਕੋਡ),निरपेक्ष कूट
ਅਸਲ ਡੇਟਾ ਟ੍ਰਾਂਸਫਰ ਰੇਟ,वास्तविक आँकडा स्थानांतरण दर
ਅਸਲ ਦਸ਼ਮਲਵ ਬਿੰਦੂ,वास्तविक दशमलव बिन्दु
ਅਸਲ ਹਦਾਇਤਾਂ (= ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਹਦਾਇਤ),प्रभावी अनुदेश
ਅਸਲ ਕੁੰਜੀ,वास्तविक कुंजी
ਅਸਲ ਸਮਾਂ,वास्तविक काल
ਅਸਲ ਕੰਮ ਦਾ ਸਮਾਂ,वास्तविक कार्य काल
ਅਦਾਕਾਰੀ ਸੰਕੇਤ,प्रवर्तक संकेत
ਅਨੁਕੂਲਤਾ,अनुकूलनीयता
ਅਡੈਪਟਰ,अनुकूलित्र
ਅਡੈਪਟਿਵ ਚੈਨਲ ਅਲਾਟਮੈਂਟ,अनुकूली प्रणाल नियतन
ਅਨੁਕੂਲ ਏਕੀਕਰਣ,अनुकूली समाकलन
ਅਨੁਕੂਲਤਾ ਦੇ ਟਰਾਂਸਵਰਸਟਲ ਬਰਾਬਰੀ,अनुकूली अनुप्रस्थ तुल्यकारक
ਇੰਦਰਾਜ਼ ਸ਼ਾਮਲ ਕੀਤਾ,योजित प्रविष्ट
ਐਡੇਂਡ,योज्य
ਐਡਰਰ,योजक
ਐਡਰੈਸਬਰਸਟਰੈਕਟਰ,योजक व्यवकलक
ਫਾਈਲ ਸ਼ਾਮਲ ਕਰੋ,योजी संचिका
ਵਾਧੂ ਅੱਖਰ (= ਵਿਸ਼ੇਸ਼ ਚਰਿੱਤਰ),विशिष्ट संप्रतीक
ਜੋੜ ਰਿਕਾਰਡਰ,योग अभिलेख
ਜੋੜ ਸਾਰਣੀ,योग सारणी
ਜੋੜ,योज्य गुण
ਮੋਡ ਸ਼ਾਮਲ ਕਰੋ,योग विधा
ਓਪਰੇਸ਼ਨ ਸ਼ਾਮਲ ਕਰੋ,योग संक्रिया
ਪਤਾ,पता
ਸੰਬੋਧਿਤਯੋਗਤਾ ਉਪਾਅ,पतायोग्यता माप
ਪਤਾ ਕਰਨ ਯੋਗ ਹਰੀਜੱਟਲ ਸਥਿਤੀ,पतायोग्य क्षौतिज स्थिति
ਪਤਾ ਕਰਨ ਯੋਗ ਬਿੰਦੂ,पतायोग्य बिन्दु
ਪਤਾ ਕਰਨ ਯੋਗ ਸਥਿਤੀ,पतायोग्य स्थिति
ਪਤਾ ਕਰਨ ਯੋਗ ਰਜਿਸਟਰ,पतायोग्य पंजी
ਪਤਾ ਕਰਨ ਯੋਗ ਸਟੋਰੇਜ,पतायोग्य भंडारण
ਪਤਾ ਕਰਨ ਯੋਗ ਲੰਬਕਾਰੀ ਸਥਿਤੀ,पतायोग्य ऊर्ध्वाधर स्थिति
ਪਤਾ ਬੱਸ,पता बस
ਪਤਾ ਕੋਡ,पता कूट
ਪਤਾ ਕੰਪਰੇਟਰ,पता तुलनित्र
ਪਤਾ ਬਕਾਏ,पता अभिकलन
ਪਤਾ ਲਗਾਤਾਰ,पता अचर
ਪਤਾ ਬਦਲਣਾ,पता रूपांतरण
ਪਤਾ ਡਾਟਾ,पता आँकड़े
ਸੰਬੋਧਿਤ ਮੈਮੋਰੀ,पतायुक्त स्मृति
ਪਤਾ ਪ੍ਰਭਾਵਸ਼ਾਲੀ,प्रभावी पता
ਪਤਾ ਖੇਤਰ,पता क्षेत्र
ਪਤਾ ਫਾਰਮੈਟ,पता संरूप
ਪਤਾ ਮੁਫਤ ਪ੍ਰੋਗਰਾਮ,पता निरपेक्ष क्रमादेश
ਸੰਬੋਧਨ ਕਰਨਾ,पताभिगमन
ਸੰਬੋਧਨ ਕਰਨਾ  ਅੱਖਰ,पताभिगमन संप्रतीक
ਰੁਕਾਵਟ ਨੂੰ ਸੰਬੋਧਿਤ ਕਰਨਾ,पताभिगमन अंतरायन
ਪਤਾ ਲਗਾਉਣ,पताभिगमन पाश
ਵਰਚੁਅਲ ਮੈਮੋਰੀ ਨੂੰ ਸੰਬੋਧਨ ਕਰਨਾ,पताभिगमन आभासी स्मृति
ਪਤਾ ਲਗਾਉਣਾ,पता अंतर्ग्रथन
ਬਰੇਸ਼ਨ ਰਹਿਤ ਨਿਰਦੇਸ਼ ਦਾ ਫਾਰਮੈਟ,पतारहित अनुदेश संरुप
ਐਡਰੈੱਸ ਲਾਈਨ,पता लाइन
ਪਤਾ ਮੈਪਿੰਗ,पता प्रतिचित्रण
ਪਤਾ ਮਾਰਕ,पता चिह्न
ਪਤਾ ਸੋਧ,पता आपरिवर्तन
ਪਤਾ ਭਾਗ,पता भाग
ਪਤਾ ਪੁਆਇੰਟਰ,पता संकेतक
ਪਤਾ ਰਜਿਸਟਰ,पता पंजी
ਪਤਾ ਸਿਗਨਲ,पता संकेत
ਪਤਾ ਅਕਾਰ,पता आमाप
ਪਤਾ ਸਪੇਸ,पता स्थान
ਪਤਾ ਸਪੇਸ ਪਛਾਣਕਰਤਾ,पता स्थान अभिज्ञापक
ਪਤਾ ਬੰਦ,पता विराम
ਪਤਾ ਟਰੇਸ,पता अनुरेख
ਪਤਾ ਟਰੈਕ,पता मार्ग
ਪਤਾ ਅਨੁਵਾਦ,पता अनुवाद
ਪਤਾ ਅਨੁਵਾਦਕ,पता अनुवादक
ਸ਼ਾਮਲ ਕਰੋ-ਘਟਾਓ,संकलन व्यवकलन काल
ਸਮਾਂ ਸ਼ਾਮਲ ਕਰੋ,संकलन काल
ਅਡਜੈਂਸੀ,संलग्नता
ਐਡਜੈਂਸੀ structure ਾਂਚਾ,संलग्नता संरचना
ਨਾਲ ਲੱਗਦੇ ਚੈਨਲ,संलग्न प्रणाल
ਨਾਲ ਲੱਗਦੇ ਡੋਮੇਨ,संलग्न प्रांत
ਨਾਲ ਲੱਗਦੀ ਮੈਟ੍ਰਿਕਸ,सहखंडज मैट्रिक्स
ਨਾਲ ਲੱਗਦੀ ਨੋਡ,संलग्न आसंधि
ਆਸ ਪਾਸ ਦੇ ਉਪਰਾਸਾ,संलग्न उपक्षेत्र
ਐਡਰਜਾਈਨ (ਸਿਸਟਮ),संलग्न (तंत्र)
ਵਿਵਸਥਤ ਕਰੋ,समायोजन
ਵਿਵਸਥਤ ਹੱਦ ਤੱਕ,समायोज्य विस्तार
ਟੈਕਸਟ ਮੋਡ ਨੂੰ ਵਿਵਸਥਤ ਕਰੋ,समायोज्य पाठ्यांश विधा
ਪ੍ਰਬੰਧਕੀ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,प्रशासनिक आँकड़ा संसाधन
ਪ੍ਰਬੰਧਕੀ ਕਾਰਵਾਈ,प्रशासनिक प्रचालन
ਪ੍ਰਬੰਧਕੀ ਆਪਰੇਟਰ,प्रशासनिक प्रचालक
ਪ੍ਰਬੰਧਕੀ ਆਪਰੇਟਰ ਸਟੇਸ਼ਨ,प्रशासनिक प्रचालन केन्द्र
ਪ੍ਰਬੰਧਕੀ ਸਹਾਇਤਾ ਸਿਸਟਮ,प्रशासन सहाय तंत्र
ਤਕਨੀਕੀ ਸੰਚਾਰ ਸੇਵਾ,उन्नत संचार सेवा
ਐਡਵਾਂਸਡ ਜਾਣਕਾਰੀ ਸਿਸਟਮ,उन्नत सूचना तंत्र
ਐਡਵਾਂਸਡ ਆਪਟੀਕਲ ਅੱਖਰ ਪਾਠਕ,उन्नत प्रकाशिक संप्रतीक पठित्र
ਤਕਨੀਕੀ ਵਿਗਿਆਨਕ ਕੰਪਿ computer ਟਰ,उन्नत वैज्ञानिक अभिकलित्र
ਏਰੀਅਲ,एरियल
ਸਮੁੱਚੀ,पुंज
ਸਮੁੱਚੀ ਸਮੀਕਰਨ,पुंज व्यंजक
ਉਦੇਸ਼ ਸਰਕਲ,संधानित्र
ਉਦੇਸ਼ ਖੇਤਰ (= ਪ੍ਰਤੀਕ ਦਾ ਨਿਸ਼ਾਨਾ),संधान प्रतीक
ਪ੍ਰਤੀਕ ਬਣਾਉਣਾ,संधान प्रतीक
ਏਅਰਬੋਰਨ ਕੰਪਿ Computer ਟਰ ਸਿਸਟਮ,वायुवाहित अभिकलित्र तंत्र
ਅਲਜਬ੍ਰਿਕ ਈਗਨਵੈਲਯੂ ਦੀ ਸਮੱਸਿਆ,बीजीय आइगनमान समस्या
ਅਲਜਬ੍ਰਿਕ  ਏਕੀਕਰਣ,बीजीय समाकलन
ਅਲਜਬ੍ਰਿਕ ਭਾਸ਼ਾ,"बीजीय भाषा, बीज भाषा"
ਅਲਜਬਰਾਇਕ ਹੇਰਾਫੇਰੀ,बीजीय प्रकलन
ਅਲਜਬਰਾਇਕ ਹੇਰਾਫੇਰੀ ਭਾਸ਼ਾ,बीजीय प्रकलन भाषा
ਐਲਜਬਰੇਕ ਅਧਾਰਤ ਭਾਸ਼ਾ,बीजोन्मुखी भाषा
ਅਲਜਬੈਰਾਿਕ ਸ਼ਿਫਟ,बीजीय विस्थापन
ਐਲਜਬ੍ਰਿਕ ਸਾਈਨ ਕਨਵੈਨਸ਼ਨ,बीजीय चिह्न परिपाटी
ਐਲਗੋਲ,ऐल्गॉल
ਐਲਗੋਲ ਵਿਸ਼ੇਸ਼ਤਾ,ऐल्गॉल लक्षण
ਐਲਗੋਲ ਪ੍ਰੋਗਰਾਮਿੰਗ,ऐल्गॉल क्रमादेशन
ਐਲਗੋਰਿਦਮ,"कलन विधि, एल्गोरिथ्म"
ਐਲਗੋਰਿਦਮ ਐਸੋਸੀਏਟਿਵ ਭਾਸ਼ਾ,कलन विधि साहचर्य भाषा
ਐਲਗੋਰਿਦਮ ਵਰਗੀਕਰਣ,कलन विधि वर्गीकरण
ਐਲਗੋਰਿਦਮ ਦੀ ਗੁੰਝਲਤਾ,कलन विधि जटिलता
ਐਲਗੋਰਿਦਮ ਕੰਪੂਟਿਟੀ,कलन विधि अभिकलनीयता
ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ,कलन विधि विश्लेषण
ਐਲਗੋਰਿਦਮਿਕ ਪਹੁੰਚ,कलनविधीय उपगमन
ਐਲਗੋਰਿਦਮਿਕ ਭਾਸ਼ਾ,कलनविधीय भाषा
ਐਲਗੋਰਿਦਮਿਕ ਰੁਟੀਨ,कलनविधीय नेमका
ਐਲਗੋਰਿਧੀਮਿਕ ਸਿਧਾਂਤ,कलनविधीय सिद्धांत
ਉਪਨਾਮ,अपर
ਅਲਾਇਸਿੰਗ,उपघटन
ਅਲਾਇਸ ਨਾਮ (= ਵਿਕਲਪਿਕ ਨਾਮ),"अपर नाम, उर्फ नाम"
ਅਲਾਈਨਮੈਂਟ,सरेखण
ਨਿਰਧਾਰਤ ਕਰੋ,नियतन
ਅਲਾਕਸੇਸ਼ਨ structure ਾਂਚਾ,नियतन संरचना
ਸਾਰੇ-ਉਦੇਸ਼ ਕੰਪਿ computer ਟਰ,सर्वोद्देशीय अभिकलित्र
ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ,अक्षरात्मक संप्रतीक
ਵਰਣਮਾਲਾ ਅੱਖਰ ਸੈਟ,अक्षरात्मक संप्रतीक समुच्चय
ਵਰਣਮਾਲਾ ਅੱਖਰ ਸਬਸੈੱਟ,अक्षरात्मक संप्रतीक उपसमुच्चय
ਵਰਣਮਾਲਾ ਕੋਡ,अक्षरात्मक कूट
ਵਰਣਮਾਲਾ ਸ਼ਿਫਟ,अक्षरात्मक विस्थापन
ਵਰਣਮਾਲਾ ਸਤਰ,अक्षरात्मक रज्जु
ਵਰਣਮਾਲਾ ਸ਼ਬਦ,अक्षरात्मक शब्द
ਵਰਣਮਾਲਾ,वर्णानुक्रमण
ਕਫਾਈਜੋਮੈਟ੍ਰਿਕਸ,अक्षरात्मक ज्यामितिकी
ਅਲਫ਼ਾਮਿਕ,अक्षरांकीय
ਅਲਫੋਮੋਸੈਕ,अल्फामोजेक
ਅਲਫਾਨੁਮਿਕ,अक्षरांकीय
ਅਲਫਾਨੂਮੇਰਿਕਲ ਕੀਬੋਰਡ ਡਿਵਾਈਸ,अक्षरांकीय कुंजीपटल युक्ति
ਅਲਫਾਨੁਮਿਕ ਅੱਖਰ ਸਮੂਹ,अक्षरांकीय संप्रतीक समुच्चय
ਅੱਖਰ ਕੋਡ,अक्षरांकीय कूट
ਅੱਖਰ ਕੋਡਿਡ ਅੱਖਰ ਸਮੂਹ,अक्षरांकीय कूटलिखित संप्रतीक समुच्चय
ਅਲਫਾਨੁਮਿਕ ਡੇਟਾ,अक्षरांकीय आँकड़े
ਅਲਫਾਨਮੋਰਿਕ ਡਿਸਪਲੇਅ ਡਿਵਾਈਸ,अक्षरांकीय प्रदर्श युक्ति
ਅੱਖਰ ਸੰਪਾਦਕੀ ਅੱਖਰ,अक्षरांकीय संपादित संप्रतीक
ਅਲਫਾਨੁਮਿਕ ਖੇਤਰ,अक्षरांकीय क्षेत्र
ਅਲਫਨੀਮਿਕ ਹਦਾਇਤ,अक्षरांकीय अनुदेश
ਅਲਫਾਨੁਮਿਕ ਕੀਬੋਰਡ,अक्षरांकीय कुंजी पटल
ਅੱਖਰ ਛਾਂਟੀ,अक्षरांकीय शाटन
ਅਲਫਾਨਮੂਮਿਕ ਸਟੋਰੇਜ,अक्षरांकीय भंडारण
ਅਸ਼ੁੱਧ ਮੈਮੋਰੀ,परिवर्तनीय स्मृति
ਤਬਦੀਲੀ ਸਵਿੱਚ,परिवर्तन स्विच
ਬਦਲਣਾ,परिवर्तन
ਬਦਲੋ,परिवर्तन विधा
ਵਿਕਲਪਿਕ ਰਿਕਵਰੀ,वैकल्पिक पुनःप्राप्ति
ਵਿਕਲਪੀ ਰਸਤੇ,वैकल्पिक मार्ग
ਵਿਕਲਪਿਕ ਰੂਟਿੰਗ,वैकल्पिक मार्गचयन
ਵਿਕਲਪਿਕ ਟਰੈਕ,वैकल्पिक मार्ग
ਬਦਲ (= ਜਾਂ ਆਪ੍ਰੇਸ਼ਨ),अथवा' संक्रिया
ਵਿਕਲਪਕ ਗੁਣ,वैकल्पिक गुण
ਵਿਕਲਪਿਕ ਇਨਕਾਰ (= ਨਾ-ਅਤੇ ਓਪਰੇਸ਼ਨ),तथा पूरक' संक्रिया
ਅਸਪਸ਼ਟਤਾ ਗਲਤੀ,संदिग्धता त्रुटि
ਅਸਪਸ਼ਟ ਹਵਾਲਾ,संदिग्धता संर्दभ
ਐਨਾਲਾਗ,अनुरूप
ਐਨਾਲਾਗ ਐਡਰਰ,अनुरूप योजक
ਐਨਾਲਾਗ ਚੈਨਲ,अनुरूप प्रणाल
ਐਨਾਲਾਗ ਕੰਪਿ .ਟਰ,अनुरूप अभिकलित्र
ਐਨਾਲਾਗ ਕਨਵਰਟਰ,अनुरूप परिवर्तक
ਐਨਾਲਾਗ ਡੇਟਾ,अनुरूप आँकड़े
ਐਨਾਲਾਗ ਡਿਵਾਈਡਰ,अनुरूप विभाजनी
ਐਨਾਲਾਗ ਸਹੂਲਤ ਟਰਮੀਨਲ,अनुरूप सुविधा टर्मिनल
ਐਨਾਲਾਗ ਫੰਕਸ਼ਨ  ਜੇਨਰੇਟਰ,अनुरूप फलन जनक
ਐਨਾਲਾਗ ਏਕੀਕਰਣ,अनुरूप समाकलन
ਐਨਾਲਾਗ ਮਲਟੀਪਲਾਇਰ,अनुरूप गुणक
ਐਨਾਲਾਗ ਪ੍ਰੋਗਰਾਮਿੰਗ,अनुरूप क्रमादेशन
ਐਨਾਲਾਗ ਸਕੇਲਿੰਗ,अनुरूप मापन
ਐਨਾਲਾਗ ਸਿਗਨਲ,अनुरूप संकेत
ਐਨਾਲਾਗ ਸਿਮੂਲੇਸ਼ਨ,अनुरूप अनुकार
ਐਨਾਲਾਗ ਸਵਿਚ,अनुरूप स्विच
ਐਨਾਲਾਗ ਸਿਸਟਮ,अनुरूप तंत्र
ਐਨਾਲਾਗ ਡਿਜੀਟਲ  ਕਨਵਰਟਰ,अनुरूप अंकीय परिवर्तक
ਐਨਾਲਾਗ ਡਿਜੀਟਲ  ਏਨਕੋਡਰ,अनुरूप अंकीयकूटलेखक
ਐਨਾਲਾਗ ਪ੍ਰਸਾਰਣ,अनुरूप संचरण
ਐਨਾਲਾਗ ਕਿਸਮ,अनुरूप प्रकार
ਵਿਸ਼ਲੇਸ਼ਣ ਬਲਾਕ,विश्लेषण खंड़क
ਵਿਸ਼ਲੇਸ਼ਣ ਮੋਡ,विश्लेषण विधा
ਵਿਸ਼ਲੇਸ਼ਣ ਇੰਜਣ,वैश्लेषिक इंजन
ਪੂਰਵਜ ਦਾ ਕੰਮ,पूर्वज कार्य
ਸਹਾਇਕ ਉਪਕਰਣ,सहायक उपकरण
ਅਤੇ,तथा'
ਅਤੇ ਸਰਕਟ,तथा' परिपथ
ਅਤੇ ਤੱਤ,तथा' अवयव
ਅਤੇ ਗੇਟ,तथा' द्वार
ਅਤੇ ਮਾਸਕਿੰਗ,तथा' प्रच्छादन
ਅਤੇ ਓਪਰੇਸ਼ਨ ਨਹੀਂ (= ਬਾਹਰ ਕੱ .ਣਾ),अपवर्जन
ਅਤੇ ਓਪਰੇਸ਼ਨ,तथा' संक्रिया
ਅਨੇਕਸ ਮੈਮੋਰੀ,चयक स्मृति
ਐਨੋਟੇਸ਼ਨ,टिप्पण
ਐਨੀਨੀਸੀਆਟਰ,आख्यापित्र
ਵਾਪਸ ਜਵਾਬ,तुरत उत्तर
ਉੱਤਰ ਦੇਰੀ,उत्तर विलंब
ਜਵਾਬ ਦੇਣ ਦਾ ਸਮਾਂ,उत्तर काल
ਦੀਵੇ ਦਾ ਜਵਾਬ,उत्तर बत्ती
ਜਵਾਬ ਸੂਚੀ,उत्तर सूची
ਜਵਾਬ ਸਿਰਫ,केवल उत्तर
ਐਂਟੀਪੇਸ਼ਨ ਮੋਡ,प्रत्याशा विधा
ਅਨੁਮਾਨਤ ਬਫਰਿੰਗ,प्रत्याशामूलक चयकन
ਅਨੁਮਾਨਤ ਕੈਰੀ,प्रत्याशामूलक हासिल
ਅਨੁਮਾਨਤ ਪੈਜਿੰਗ,प्रत्याशामूलक पृष्ठन
ਐਂਟੀਕਾਇਸਿਸ ਓਪਰੇਂਸ,प्रतिसंपाती संक्रिया
ਐਂਟੀਕੋਇੰ.ਰਤਸ ਇੰਦਰਾ ਤੱਤ,प्रतिसंपाती अवयव
ਅਫੀਮਿਕ ਐਂਟੀਨਾ,अनावर्ती ऐन्टेना
ਅਪਰਚਰ ਕਾਰਡ,द्वारक पत्रक
ਅਪਰਚਰ ਕੋਡ,द्वारक कूट
ਅਪਰਚਰ ਟਾਈਮ,द्वारक काल
ਅੰਤਿਕਾ,अनुबंध
ਅਪੰਡਿਤ ਕੰਮ,अनुबंध कार्य
ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ,अनुप्रयोग विकासक
ਐਪਲੀਕੇਸ਼ਨ ਲੇਅਰ,अनुप्रयोग स्तर
ਐਪਲੀਕੇਸ਼ਨ ਓਨੀਐਂਟਡ ਭਾਸ਼ਾ,अनुप्रयोग मूलक भाषा
ਐਪਲੀਕੇਸ਼ਨ ਪੈਕੇਜ,अनुप्रयोग (क्रमादेश) संकुल
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮ,अनुप्रयोग क्रमादेश
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ,अनुप्रयोग क्रमादेशन
ਐਪਲੀਕੇਸ਼ਨ ਲੋੜੀਂਦੀ ਭਾਸ਼ਾ,अनुप्रयोग अपेक्षित भाषा
ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ,अनुप्रयोग प्रक्रिया सामग्री
ਐਪਲੀਕ,अधिरोपण
ਲਗਭਗ ਸਿਧਾਂਤ,सन्निकटन सिद्धांत
ਮਨਮਾਨੀ ਪਹੁੰਚ,स्वेच्छ अभिगम
ਆਰਬਿਟਰੇਰੀ ਤਰਤੀਬ ਕੰਪਿ computer ਟਰ,स्वेच्छ अनुक्रम अभिकलित्र
ਆਰਬਿਟਰੇਸ਼ਨ,मध्यस्थ
ਆਰਕੀਟੈਕਚਰ,"वास्तुकला, स्थापत्यकला"
ਪੁਰਾਲੇਖ,पुराभंडारण
ਖੇਤਰ ਕੋਡ,क्षेत्र कूट
ਖੇਤਰ ਖੋਜ,क्षेत्र खोज
ਖੇਤਰ ਸੰਚਾਰ,क्षेत्र स्थानांतरण
ਖੇਤਰ ਵੇਰੀਏਬਲ,क्षेत्र चर
ਦਲੀਲ,स्वतंत्र चर
ਆਰਗੁਮੈਂਟ ਪਤਾ,स्वतंत्र चर पता
ਆਰਗੁਮੈਂਟ ਸੂਚੀ,स्वतंत्र चर सूची
ਹਿਸਾਬ ਦੀ ਹਦਾਇਤ,अंकगणितीय अनुदेश
ਹਿਸਾਬ ਅਤੇ ਤਰਕ ਇਕਾਈ,अंक गणितीय एंव तर्क एकक
