Assamese,Tamil
শুদ্ধতা,துல்லியம்
বাস্তৱতা,யதார்த்தம்
ৰঙীন লেন্স,நிறமற்ற லென்ஸ்
achromatic,வண்ணமயமான
achromaticity,வண்ணமயமான தன்மை
একাউষ্টিক,ஒலியியல்
শব্দ নিবাৰণ,ஒலி எதிர்ப்பு
একাউষ্টিক ফ&#39;নন,ஒலி ஃபோனான்
শব্দ একক,ஒலி அலகு
একাউষ্টিক,ஒலியியல்
শব্দ উৎপাদক,ஒலி ஜெனரேட்டர்
ক্ৰিয়া আৰু প্ৰতিক্ৰিয়া,செயல் மற்றும் எதிர்வினை
সক্ৰিয়কৰণ,செயல்படுத்துதல்
সক্ৰিয়কৰণ শক্তি,செயல்படுத்தும் ஆற்றல்
"সক্ৰিয়কৰ্তা, সক্ৰিয়কৰ্তা","செயல்படுத்துபவர், செயல்படுத்துபவர்"
সক্ৰিয়,செயலில்
সক্ৰিয়তা,செயற்பாடு
প্ৰকৃত মানসিক চাপ,உண்மையான மன அழுத்தம்
ফুচফুচাই কোৱা,கிசுகிசுத்தல்
সামৰণিত,மொத்தத்தில்
"যোগ, যোগ, সমষ্টি (ed.), যোগ (v.)","தொகை, கூட்டல், மொத்த (பதிப்பு), சேர்க்கை (v.)"
"সংযোগী সুৰ, অতিৰিক্ত সুৰ (স্বৰ)","இணைந்த தொனி, கூடுதல் தொனி (உயிர்)"
যোগকৰণ,சேர்க்கை
আঠাযুক্ততা,ஒட்டுதல்
আঠাযুক্ত শক্তি,பிசின் ஆற்றல்
আদিয়াবাট,அடியாபட்
adiabatic,அடியாபாடிக்
তাপ নিৰোধক,வெப்ப காப்பு
সংলগ্ন কৰা হৈছে,இணைப்பு
নিয়ন্ত্ৰণযোগ্য,அனுசரிப்பு
ভেদ,ஊடுருவல்
শোষণ,உறிஞ்சுதல்
আগলৈ,முன்னோக்கி
প্ৰগতিশীল,முற்போக்கானது
"আকাশী, বায়ু (v.), আকাশী (ed.)","ஆகாஷி, காற்று (வி.), வான்வழி (பதிப்பு)"
এন্টেনা ষ্ট্ৰিম,ஆண்டெனா ஸ்ட்ரீம்
আকাশী জৰীপ,வான்வழி ஆய்வு
বায়ুৰ বেগ,காற்று வேகம்
বায়ুগতিশীল সহগ,ஏரோடைனமிக் குணகம்
বায়ুগতিবিদ্যা,காற்றியக்கவியல்
বায়ুগতিবিদ্যা,காற்றியக்கவியல்
এৰোনটিকেল,வானூர்தி
এৰোনটিক্স,ஏரோநாட்டிக்ஸ்
বায়ুৰ স্পন্দন,காற்று துடிப்பு
"বায়ুমণ্ডল, গেছ&#39;স্ফিয়াৰ","வளிமண்டலம், வாயுக்கோளம்"
ফোকাচ চিষ্টেম,கவனம் அமைப்பு
বেক ইগনিচন,மீண்டும் பற்றவைப்பு
বেক লাইট,பின் ஒளி
জোকাৰণি,அதிர்ச்சி
"বয়স, বয়স, বয়স, যুগ (ed.), সময়ক প্ৰভাৱিত কৰা (ver.), সময়, সময়ৰ দ্বাৰা প্ৰভাৱিত হোৱা","வயது, வயது, வயது, சகாப்தம் (பதிப்பு), நேரத்தை பாதிக்க (ver.), நேரம், காலத்தால் பாதிக்கப்படுவது"
সময় প্ৰভাৱিত,நேரம் பாதிக்கப்பட்டது
"বয়স বৃদ্ধি, বয়স বৃদ্ধি","முதுமை, முதுமை"
সময়ৰ প্ৰভাৱ,நேர விளைவு
সময় প্ৰভাৱ পৰীক্ষা,நேர விளைவு சோதனை
মাধ্যাকৰ্ষণহীন,புவியீர்ப்பு இல்லாதது
মিলন,நல்லிணக்கம்
"বায়ুমণ্ডলীয় ৰাডাৰ, আকাশী ৰাডাৰ","வான்வழி ரேடார், வான்வழி ரேடார்"
"আকাশী লক্ষ্য, আকাশী লক্ষ্য","வான் இலக்கு, வான் இலக்கு"
বায়ু শ্বাসযন্ত্ৰ,காற்று சுவாசக் கருவி
এয়াৰ কণ্ডিচনাৰ,ஏர் கண்டிஷனிங்
এয়াৰক্ৰু ট্ৰেন্সফৰ্মাৰ,காற்று எதிர்ப்பு மின்மாற்றி
বিমান,விமானம்
প্ৰান্তিককৰণ,சீரமைப்பு
প্ৰান্তিককৰণৰ ভুল,சீரமைப்பு பிழை
লাইভ চাৰ্কিট,நேரடி சுற்று
সম্পূৰ্ণ কাঁচৰ নলী,முழு கண்ணாடி குழாய்
গোটেই ধাতুৰ নলী,முழு உலோக குழாய்
ঠিক কৰা,சரி செய்ய
"মিশ্ৰতু (সম্পা.), মিশ্ৰত্বন (ক্ৰ.)","மிஸ்ரது (பதிப்பு), மிஷ்ரத்வான் (சிஆர்.)"
মিশ্ৰত্ৱন,மிஷ்ரத்வான்
সৰ্বব্যাপী মাধ্যম,எங்கும் நிறைந்த ஊடகம்
omni এন্টেনা,ஆம்னி ஆண்டெனா
আলমানাক,பஞ்சாங்கம்
আলফা,ஆல்பா
আলফা-কাৰ্য্যকলাপ,ஆல்பா-செயல்பாடு
আলফানিউমেৰিক,எண்ணெழுத்து
আলফা ৰশ্মি,ஆல்பா கதிர்
সলা,மாற்றம்
"বিকল্প, বিকল্প","மாற்று, மாற்று"
অলটাৰেটৰ,மின்மாற்றி
উচ্চতামাপক,உயரமானி
উচ্চতামাপক,உயரமானி
উচ্চতা মাপকাঠী,அல்டிமெட்ரி
"উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা","உயரம், உயரம், உயரம், உயரம்"
গাণিতিক যুক্তি একক (ALU),எண்கணித ரீசனிங் யூனிட் (ALU)
amaget নিয়ম,அமுத விதி
পৰিৱেশ,சூழல்
amicron,அமிக்ரான்
এমিটাৰ,அம்மீட்டர்
এম্পিয়াৰ,ஆம்பியர்
এম্পিয়াৰ-আইন,ஆம்பியர்-சட்டம்
উভচৰ আয়ন,நீர்வீழ்ச்சி அயனி
এম্প্লিফিকেশন,பெருக்கம்
এম্প্লিফায়াৰ,பெருக்கி
"কোণ, মাত্ৰা","கோணம், பரிமாணம்"
ক. এম ইউ. (পাৰমাণৱিক ভৰ একক),அ. எம்.யு. (அணு நிறை அலகு)
উপযুক্ত,இணக்கமான
উপমা,ஒப்புமை
বিশ্লেষক,ஆய்வாளர்
বিশ্লেষণ,பகுப்பாய்வு
বিশ্লেষণাত্মক,பகுப்பாய்வு
নন-পইন্ট,புள்ளி அல்லாத
অস্বাভাৱিক,முரண்பாடான
আৰু দুৱাৰ,மற்றும் கதவு
অ-ধ্বনিযুক্ত,ஒலி அல்லாத
বিষম স্থিতিস্থাপকতা,ஒழுங்கற்ற நெகிழ்ச்சி
জলহীন,நீரற்ற
কোণ,கோணம்
angstrom একক,angstrom அலகு
কৌণিক,கோணல்
প্ৰট্ৰেক্টৰ vernier,நீடிப்பான் வெர்னியர்
বিতৰ্কহীন,சர்ச்சைக்குரிய
অসন্মানজনক,மரியாதையற்ற
ৰঙীন চুম্বকীয়কৰণ,வண்ணமயமான காந்தமாக்கல்
শিথিলতা,மந்தமான
এনিয়ন,அயனி
অসমতাপূৰ্ণ,சமச்சீரற்ற
সমতলীয়,ஐசோட்ரோபிக்
সমচক্ৰীয়তা,ஐசோட்ரோபிசம்
মচি পেলোৱা,நீக்குதல்
ষড়যন্ত্ৰকাৰী,சதிகாரர்கள்
এনোড,நேர்மின்முனை
এনোডাইজেচন,அனோடைசேஷன்
অসামঞ্জস্যপূৰ্ণ,சீரற்ற
অপটিকেল চিষ্টেম,ஒளியியல் அமைப்பு
এন্টেনা,ஆண்டெனா
এন্টিবেৰিয়ান,ஆன்டிபெரியன்
এন্টি-বণ্ডিং বৈশিষ্ট্য,பிணைப்பு எதிர்ப்பு சொத்து
কাউণ্টাৰ বণ্ড,எதிர் பத்திரம்
ৰিভাৰ্ছ পাৱাৰ,தலைகீழ் சக்தி
ডাইমেগনেটিক,காந்தவியல்
ডাইমেগনেটিক পদাৰ্থ,காந்தப் பொருள்
এন্টি-ইনফ্লেমেটৰী,அழற்சி எதிர்ப்பு
এন্টিগ্ৰেভিটি,ஈர்ப்பு எதிர்ப்பு
এন্টিলামডা কণা,ஆன்டிலாம்டா துகள்
এলিলেপ্টন,அலெப்டன்
ডাইমেগনেটিক,காந்தவியல்
এন্টিমেটাৰ,எதிர்ப்பொருள்
এন্টি মিছাইল,எதிர்ப்பு ஏவுகணை
এন্টিনিউট্ৰন,எதிர்நியூட்ரான்
স্পন্দনশীল,துடிக்கும்
এন্টিনিউক্লিয়ন,எதிர் அணுக்கரு
এন্টিপাৰটিকেল,எதிர் துகள்
এন্টিপ্ৰ&#39;টন,ஆன்டிபுரோட்டான்
এন্টিৰিফ্লেক্টিভ,எதிர் பிரதிபலிப்பு
এন্টিসিমেট্ৰিক,சமச்சீரற்ற
non recurring,மீண்டும் நிகழாதது
এনাক্ৰ&#39;নিজম,காலமற்ற தன்மை
ছিদ্ৰযুক্ত স্কেনিং ডিস্ক,துளையிடப்பட்ட ஸ்கேனிங் வட்டு
দ্বাৰক,துவாரக்
"ওপৰ, ওপৰ, সন্মুখ","மேல், மேல், முன்"
"সূৰ্য্য উচ্চ, উচ্চ সূৰ্য্য","சூரியன் உயர், அதிக சூரியன்"
উদাসীন জৰী,அக்கறையற்ற சரிகை
অকৰুণ,பரிதாபமற்றது
অ-অক্ষমতা,இயலாமை
অতি ৰংহীন,மிகவும் வண்ணமயமான
"ভূমি-উচ্চ, apogee","நிலம்-உயர்ந்த, உச்சநிலை"
"অমেৰু, বৃত্তাকাৰ","துருவமற்ற, சுற்றளவு"
পেৰাপোলাৰিটি,பார்ப்பனியம்
সঁজুলি,சாதனம்
"ভাৰ্চুৱেল, দৃশ্যমান","மெய்நிகர், காட்சி"
দৃশ্যমান সূৰ্য্য,தெரியும் சூரியன்
দৃশ্যমান সময়,காட்சி நேரம்
উদীয়মান ৰূপ,வெளிப்படும் தோற்றம்
দৰ্খাস্ত,விண்ணப்பம்
প্ৰযোজ্যতা,பொருந்தக்கூடிய தன்மை
প্ৰয়োগ কৰা হৈছে,விண்ணப்பித்தார்
পৰ্যবেক্ষণযোগ্য,கவனிக்கத்தக்கது
পদ্ধতি,அணுகுமுறை
"ওচৰত, প্ৰায়","அருகில், தோராயமாக"
আনুমানিককৰণ,தோராயம்
বাষ্পৰ চাপ,நீராவி அழுத்தம்
স্বেচ্ছামূলক,தன்னார்வ
"চাপ চুলা, চাপ চুলা","வில் உலை, வில் உலை"
আৰ্কিমিডিছৰ নিয়ম,ஆர்க்கிமிடிஸ் சட்டம்
স্থাপত্যৰ ধ্বনিবিজ্ঞান,கட்டிடக்கலை ஒலியியல்
চাপ লেম্প,பரிதி விளக்கு
চাপ-বৰ্ণালী,வில்-ஸ்பெக்ட்ரம்
"এলেকা, এলেকা","பகுதி, பகுதி"
"আঞ্চলিক, আঞ্চলিক","பிராந்திய, பிராந்திய"
"বাহু, বাহু, শাখা","கை, கை, கிளை"
অপেশাদার,அமெச்சூர்
"এৰে, এৰে","வரிசை, வரிசை"
ৰিচিভাৰ,பெறுபவர்
উচ্চাৰণৰ স্পষ্টতা,உச்சரிப்பு தெளிவு
কৃত্ৰিম,செயற்கை
কৃত্ৰিম ৰূপান্তৰ,செயற்கை மாற்றம்
আৰোহী,ஏறுமுகம்
আৰোহণ,ஏற்றம்
বগাই যোৱা,ஏறும்
আগোলি,அகோலி
একত্ৰীকৰণ,திரட்டுதல்
set of,தொகுப்பு
"একত্ৰিত কৰা, একত্ৰিত কৰা","கூட்டுதல், கூட்டுதல்"
"একত্ৰিত কৰা, একত্ৰিত কৰা, একত্ৰিত কৰা","அசெம்பிளிங், அசெம்பிள், அசெம்பிள்"
নিখুঁত অনুমান,துல்லியமான மதிப்பீடு
নিৰ্দিষ্ট (কোৱাণ্টাম সংখ্যাৰ) ধাৰ্য্যকৰণসমূহ,குறிப்பிடப்பட்ட (குவாண்டம் எண்களின்) விவரக்குறிப்புகள்
"সম্পৰ্কীয়, সংযুক্ত, সংযুক্ত","தொடர்புடைய, துணை, இணைந்த"
স্বৰধ্বনি,உயிர் ஒலி
স্বয়ংক্ৰিয় মাল্টিভাইব্ৰেটৰ,தானியங்கி மல்டிவிபிரேட்டர்
এষ্টেনিক,ஆஸ்தெனிக்
"বিৰতি, দৃষ্টিশক্তি","மதுவிலக்கு, astigmatism"
মহাকাশ ভ্ৰমণ ইলেক্ট্ৰনিকছ,விண்வெளி பயண மின்னணுவியல்
জ্যোতিৰ্পদাৰ্থ বিজ্ঞান,வானியற்பியல்
মহাকাশচাৰী,விண்வெளி
জ্যোতিৰ্বিজ্ঞানী,வானியலாளர்
আকাশী,விண்ணுலகம்
জ্যোতিৰ্বিজ্ঞান,வானியல்
জ্যোতিৰ্পদাৰ্থ বিজ্ঞান,வானியற்பியல்
অসমতাপূৰ্ণ,சமச்சீரற்ற
এছিম্পটটিক,அறிகுறியற்ற
গুৰুতৰ কৰি তোলা,மோசமாக்கும்
এচিনক্ৰ&#39;নাছ,ஒத்திசைவற்ற
"বায়ুমণ্ডল, বায়ুমণ্ডল","வளிமண்டலம், வளிமண்டலம்"
বায়ুমণ্ডলীয়,வளிமண்டலம்
বতাহৰ অস্থিৰতা,காற்று கொந்தளிப்பு
পাৰমাণৱিক,அணுக்கரு
পাৰমাণৱিক,அணு
পাৰমাণৱিকতা,அணுசக்தி
পাৰমাণৱিক ভৰ,அணுக்கரு நிறை
পাৰমাণৱিক সংখ্যা,அணு எண்
"নিউক্লিয়াৰ ৰিয়েক্টৰ, নিউক্লিয়াৰ পাইল","அணு உலை, அணுக் குவியல்"
পাৰমাণৱিক,அணு
কণা,துகள்
কণা,துகள்
"attenuation, ক্ষীণকৰণ","தணிவு, தணிவு"
"attenuating, ক্ষীণ কৰা","தணித்தல், தணித்தல்"
আকৰ্ষণ,வசீகரம்
আকৰ্ষণৰ বল,ஈர்ப்பு சக்தி
শ্ৰৱণ ক্ষমতা,கேட்கக்கூடிய தன்மை
অডিঅ&#39; ফ্ৰিকুৱেন্সি এম্প্লিফায়াৰ,ஒலி அதிர்வெண் பெருக்கி
শ্ৰৱণযোগ্য,கேட்கக்கூடிய
অডিঅ&#39; জেনেৰেটৰ,ஆடியோ ஜெனரேட்டர்
শ্ৰৱণ ক্ষমতা গ্ৰাফ,கேட்கக்கூடிய வரைபடம்
শ্ৰৱণ বিজ্ঞান,கேட்கும் அறிவியல்
অডিঅ&#39;মিটাৰ,ஒலிமானி
শ্ৰৱণযোগ্য কম্পাঙ্ক দোলক,கேட்கக்கூடிய அதிர்வெண் ஆஸிலேட்டர்
শব্দ সংকেত,ஒலி சமிக்ஞை
দৃশ্য-শ্ৰাব্য,ஒலி-ஒளி காட்சி
"অডিটৰিয়াম, অডিটৰিয়াম","ஆடிட்டோரியம், ஆடிட்டோரியம்"
OZ প্ৰভাৱ,OZ விளைவு
প্ৰচাৰ,பதவி உயர்வு
এনহান্সাৰ,மேம்படுத்துபவர்
মেৰু শিখা,துருவ சுடர்
দক্ষিণ মেৰু শিখা,தென் துருவ சுடர்
উত্তৰ মেৰু শিখা,வட துருவ சுடர்
স্বয়ংক্ৰিয় সতৰ্কবাণী,தானியங்கி எச்சரிக்கை
অটো সমান্তৰালকাৰী,தானாக இணையாக
"স্বয়ংক্ৰিয়, স্বয়ংক্ৰিয়, স্বয়ংক্ৰিয়","தானியங்கி, தானியங்கி, தானியங்கி"
"স্বয়ংক্ৰিয়কৰণ, স্বয়ংক্ৰিয়কৰণ","ஆட்டோமேஷன், ஆட்டோமேஷன்"
"সহায়ক, সমবায়, অতিৰিক্ত","உதவியாளர், கூட்டுறவு, கூடுதல்"
"অৱদাভা, হিমস্খলন","அவடவா, அவலாஞ்சி"
"mean, mean","சராசரி, சராசரி"
পৰিৱৰণ,பரிவாரன்
অক্ষীয়,அச்சு
অক্ষ,அச்சு
এজিমুথ,அஜிமுத்
এজিমুথ,அஜிமுத்
পিছলৈ,மீண்டும்
"পটভূমি,পটভূমি","பின்னணி, பின்னணி"
"পিছপৰা, পিছপৰা","பின்தங்கிய, பின்தங்கிய"
ঘুৰা,திருப்புமுனை
বেক ভল্টেজ পালছাৰ,பின் மின்னழுத்த துடிப்பு
সম্পৰ্কৰ পিছৰ,பிந்தைய உறவு
ৰিইম্বৰ্চেমেণ্ট,கொடுக்கப்படுவதுடன்
এন্টি ভল্টেজ,எதிர்ப்பு மின்னழுத்தம்
পশ্চাৎ বিক্ষিপ্ততা,பின்புற சிதறல்
অন্তৰ্স্থলীৰ তৰংগ,இடைநிலை அலை
ইনচুলেটৰ,இன்சுலேட்டர்
পেৰাচুট জাম্প,பாராசூட் ஜம்ப்
উত্তাপন কৰা,வெப்பமூட்டும்
"ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য","சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை"
বেলেন্সাৰ,சமநிலைப்படுத்துபவர்
ভাৰসাম্যতা বজাই ৰখা,சமநிலை
গ্ল&#39;বুল,உருண்டை
"বেলিষ্টিক, বেলিষ্টিক","பாலிஸ்டிக், பாலிஸ்டிக்"
"প্ৰজেকচন গেলভেন’মিটাৰ, প্ৰজেকচন গেলভেন’মিটাৰ","ப்ராஜெக்ஷன் கால்வனோமீட்டர், ப்ராஜெக்ஷன் கால்வனோமீட்டர்"
মিছাইল,ஏவுகணை
"বেলিষ্টিক, অস্ত্ৰ-শস্ত্ৰ","பந்துவீச்சு, ஆயுதம்"
প্ৰক্ষেপণ,கணிப்பு
মুক্ত ট্ৰেজেক্টৰী,இலவச பாதை
"বেলুন, বেলুন","பலூன், பலூன்"
বালমাৰ বিচ্ছিন্নতা,பால்மர் இடைநிறுத்தம்
"বেণ্ড, বেণ্ড, বেণ্ড","இசைக்குழு, இசைக்குழு, இசைக்குழு"
ফুটা,குண்டு வெடிப்பு
"array, beam, তীৰ, পাৰ, উপকূল","வரிசை, கற்றை, கரை, கரை, கடற்கரை"
"স্তম্ভ, বাৰ, কব, ব্লক, বাৰ, ৰড, বাৰ, ৮.বেৰ, ৯. ৰেখা, ১০. প্ৰান্ত, ১ ব্লক, ১, বাৰ, ১, ৰেখা, ১, পৰীক্ষা ৰেখা","நெடுவரிசை, பட்டை, கோப், தொகுதி, பட்டை, கம்பி, பட்டை, 8. சுவர், 9. கோடு, 10. விளிம்பு, 1 தொகுதி, 1, பட்டை, 1, கோடு, 1, சோதனைக் கோடு"
bardeen নীতি,பார்டீன் கொள்கை
barkhausen প্ৰভাৱ,barkhausen விளைவு
barlow চক্ৰ,பார்லோ சுழற்சி
বাৰ চুম্বক,பட்டை காந்தம்
ভঁৰাল,கொட்டகை
বায়ুৰ চাপৰ গ্ৰাফ,காற்று அழுத்த வரைபடம்
"বেৰ&#39;গ্ৰাফ, বেৰ&#39;গ্ৰাফ","barograph, barograph"
বেৰ&#39;মিটাৰ,காற்றழுத்தமானி
বায়ুমণ্ডলীয় চাপ,வளிமண்டல அழுத்தம்
"ব্ৰহ্মাণ্ড, বেৰ&#39;স্ফিয়াৰ","அண்டம், காற்றழுத்தம்"
পেণ্ডুলাম,ஊசல்
"বাধা, পাৰমাণৱিক বাধা, পাৰমাণৱিক বাধা","தடை, அணு, அணு தடை"
বাধাৰ স্তৰ,தடை நிலை
barion,பேரியன்
গুৰুমণ্ডল,குருமண்டலம்
বেচ বেণ্ড,அடிப்படை இசைக்குழு
"মৌলিক, মৌলিক, ক্ষাৰকীয়","அடிப்படை, அடிப்படை, கார"
ভেঁটি,அடித்தளம்
"গণনা, দল গঠন","கணக்கெடுப்பு, குழு உருவாக்கம்"
"cistern, cistern, হিটাৰ, গৰম কৰা পাত্ৰ, গা ধোৱা","தொட்டி, தொட்டி, ஹீட்டர், வெப்பமூட்டும் பானை, குளியல்"
বেটাৰি,மின்கலம்
"এৰে খণ্ড, কক্ষ, উপসাগৰ","வரிசை பிரிவு, அறை, விரிகுடா"
প্ৰদৰ্শন,கண்காட்சி
কিবান,கிபான்
"মণিকা, বিড","மாணிக்கா, பீட்"
"ৰশ্মি, ৰশ্মি, ৰশ্মি, ট্রাম্প","பீம், பீம், பீம், டிரம்ப்"
"ডিকমন, ডিকন","டிக்மன், டிக்கான்"
"ডোলে, ভিস্পেণ্ড","டோல், விஸ்பாண்ட்"
becquerel প্ৰভাৱ,பெக்கரல் விளைவு
ঘণ্টা জাৰ,மணி ஜாடி
bellows,பெல்லோஸ்
ঘণ্টা ঘড়ী,மணி கடிகாரம்
"বেদিকা, বেঞ্চ","வேதிகா, பெஞ்ச்"
"মোড, বাংক (সম্পা.), বেণ্ড (v.)","முறை, பங்க் (எட்.), வளைவு (வி.)"
বাংকন,வங்கியாளர்
"bent, বেঁকা","வளைந்த, வளைந்த"
বাৰ্নৌলি-সমীকৰণ,பெர்னோலி-சமன்பாடு
ভিত্তি-ফলন,அடிப்படை-செயல்பாடு
শ্ৰেষ্ঠ আঠাযুক্ততা,சிறந்த ஒட்டுதல்
বিটা (খ),பீட்டா (பி)
betatron,பீட்டாட்ரான்
bethe মডেল,bethe மாதிரி
বিভাট্ৰন,bivatron
BH বক্ৰ,BH வளைவு
দ্বিকোণীয়া,இருகோணமானது
"bias, পক্ষপাতিত্ব","சார்பு, சார்பு"
দ্বি-অক্ষীয়,இரு-அச்சு
বাইক্ৰ&#39;মেট কোষ,பைக்ரோமேட் செல்
অভ্যাৱতল,அப்யவடல்
ডাবল এন্টেনা,இரட்டை ஆண்டெனா
দ্বি উত্তল,பைன்வெக்ஸ்
"দ্বি-স্ফটিক, দ্বৈত-স্ফটিক","இரு-படிகம், இரட்டை-படிகம்"
দ্বিমুখী মাইক্ৰ&#39;ফোন,இருதரப்பு ஒலிவாங்கி
দ্বিপদ আৰ্হি,இருவகை மாதிரி
ডাইঅ&#39;ইচিয়াছ,டையோசியஸ்
দ্বিপাক্ষিক,இருதரப்பு
দ্বিৰেখা,இருமுனை
দ্বি আণৱিক,இரு மூலக்கூறு
"দ্বি-চলক, দ্বি-ভিত্তিক, দ্বৈত","இரு-மாறி, இரு-அடிப்படை, இரட்டை"
"বাইনাৰী ক&#39;ড, বাইনাৰী ক&#39;ড","பைனரி குறியீடு, பைனரி குறியீடு"
গেম ষ্টাৰ,விளையாட்டு நட்சத்திரம்
বাইনাৰী পদ্ধতি,பைனரி முறை
biparietal,இரட்டை பக்க
বান্ধোন,பத்திரம்
"বাইনোকুলাৰ, বাইনোকুলাৰ","தொலைநோக்கி, தொலைநோக்கி"
বাইনাৰী,பைனரி
দ্বিপদ বিতৰণ,இருவகைப் பரவல்
"দ্বিকেন্দ্ৰীয়, দ্বিকেন্দ্ৰীয়, দ্বি-নিউক্লিয়েট","இருமைய, இருமைய, இரு அணுக்கரு"
জৈৱগতিবিদ্যা,உயிரியக்கவியல்
বায়&#39; ইলেক্ট্ৰনিক্স,உயிர் மின்னணுவியல்
জৈৱপদাৰ্থবিজ্ঞানী,உயிர் இயற்பியலாளர்
জৈৱপদাৰ্থ বিজ্ঞান,உயிர் இயற்பியல்
জৈৱিক উপগ্ৰহ,உயிரியல் செயற்கைக்கோள்
"চিনেমাটোগ্ৰাফাৰ, বায়স্কোপ","ஒளிப்பதிவாளர், பயாஸ்கோப்"
বায়&#39;-ছাভাৰ্ট নিয়ম,பயோ-சாவர்ட் விதி
দ্বিফেজিক কাৰেণ্ট,இருமுனை மின்னோட்டம்
ডাইপোল,இருமுனை
"বাইপ্ৰিজম, বাইপ্ৰিজম","இருபிரிசம், இருபிரிசம்"
"বাইকোৱাৰ্টছ, বাইকোৱাৰ্ট","biquartz, biquartz"
দ্বিপৰ্যায়ৰ আখৰ,இருமுனை பாத்திரம்
দুটা পৰ্যায়ৰ মাল্টিভাইব্ৰেটৰ,இரண்டு-நிலை மல்டிவிபிரேட்டர்
"ড্ৱায়াংক* (বাইনাৰী সংখ্যা), বাৰ্মিজ, অনি, টুক","ட்வயங்க்* (பைனரி எண்), பர்மிஸ், அனி, துக்"
"ক&#39;লা, কৃষ্ণ","கருப்பு, கிருஷ்ணா"
ক&#39;লা শৰীৰ,கருப்பு உடல்
অদৃশ্য পোহৰ,கண்ணுக்கு தெரியாத ஒளி
timirayan ৰেডিঅ&#39; timirayan,திமிராயன் வானொலி திமிராயன்
ইজেকচন পালছ,வெளியேற்ற துடிப்பு
end bias,முடிவு சார்பு
ক&#39;লা বিকিৰণ,கருப்பு கதிர்வீச்சு
"অসম্পূৰ্ণ, খালী","முடிக்கப்படாத, வெற்று"
আৱৰণ,கவர்
বাতিল কৰা,ரத்து
"বিস্ফোৰণ, বিস্ফোৰণ, ধুমুহা","வெடிப்பு, வெடிப்பு, புயல்"
"সবিকা, ব্লিডাৰ, সবি","savika, bleeder, savi"
"ছদ্মবেশত, অন্ধ","மாறுவேடமிட்டு, குருடர்"
ব্লকৰ উপপাদ্য,ப்ளாச்சின் தேற்றம்
"ব্লক, ব্লক, ব্লক","தொகுதி, தொகுதி, தொகுதி"
"blow, blow, আঘাত কৰা","அடி, அடி, அடி"
নীলা প্ৰিন্ট,நீல அச்சு
