Tamil,Gujarati
"1. மேம்பட்ட தரவு, 2. மேம்பட்ட தரவு","1. અદ્યતન ડેટા, 2. અદ્યતન ડેટા"
மேம்பட்ட தகவல் அமைப்பு,અદ્યતન માહિતી સિસ્ટમ
மேம்பட்ட தொழில்நுட்பம் (AT),એડવાન્સ ટેકનોલોજી (AT)
நடவடிக்கை,ક્રિયા
திரட்டுதல்,એકત્રીકરણ
வான்வழி கணினி அமைப்பு,એરબોર્ન કમ્પ્યુટર સિસ્ટમ
அல்டஸ் பக்கம்-தயாரிப்பு,aldus પૃષ્ઠ બનાવવું
எச்சரிக்கை பெட்டி,ચેતવણી બોક્સ
அல்கோல் (கணினி மொழி),અલ્ગોલ (કોમ્પ્યુટર ભાષા)
"1. அல்காரிதம் , 2. அல்காரிதம்","1. અલ્ગોરિધમ, 2. અલ્ગોરિધમ"
"1. அல்காரிதம் பகுப்பாய்வு, 2. அல்காரிதம் பகுப்பாய்வு","1. અલ્ગોરિધમ વિશ્લેષણ, 2. અલ્ગોરિધમ વિશ્લેષણ"
அல்காரிதம் திறன்,અલ્ગોરિધમ કાર્યક્ષમતા
"1. எலியாஸ், 2. புனைப்பெயர், 3. aka","1. ઈલિયાસ, 2. ઉપનામ, 3. ઉર્ફે"
சீரமைப்பு,ગોઠવણી
"1. ஒதுக்கீடு, 2. ஒதுக்கீடு","1. ફાળવણી, 2. ફાળવણી"
"1. அகரவரிசை, 2. அகரவரிசையில்","1. આલ્ફાબેટીક, 2. મૂળાક્ષરોનો ક્રમ"
எண்ணெழுத்து,આલ્ફાન્યૂમેરિક
"1. எண்ணெழுத்து விசைப்பலகை ,2. எண்ணெழுத்து விசைப்பலகை","1. આલ્ફાન્યૂમેરિક કીબોર્ડ, 2. આલ્ફાન્યૂમેરિક કીબોર્ડ"
ஆல்பா-சோதனை (1 வது நிலை சோதனை),આલ્ફા-પરીક્ષણ (પ્રથમ સ્તર પરીક્ષણ)
"1. ஆல்பா பதிப்பு, 2. ஆல்பா வடிவம்","1. આલ્ફા સંસ્કરણ, 2. આલ્ફા ફોર્મ"
alt விசை,alt કી
அல்டாவிஸ்டா,અલ્ટાવિસ્ટા
பன்முகத்தன்மை,બહુવિધતા
தெளிவற்ற இலக்கணம்,અસ્પષ્ટ વ્યાકરણ
அமெரிக்க தேசிய ஸ்டேண்டீஸ் நிறுவனம் (ANSI),અમેરિકન નેશનલ સ્ટેન્ડીઝ ઇન્સ્ટિટ્યુટ (ANSI)
அமெரிக்கன் ஸ்டாண்டர்ட் கட் (ascii),અમેરિકન સ્ટાન્ડર્ડ કટ (ascii)
"1. ஒத்த, 2. அனலாக்","1. અનુરૂપ, 2. એનાલોગ"
"1. அனலாக் கணினி, 2. அனலாக் கணினி","1. એનાલોગ કોમ્પ્યુટર, 2. એનાલોગ કોમ્પ્યુટર"
"1. அனலாக் சாதனம், 2. அனலாக் சாதனம்","1. એનાલોગ ઉપકરણ, 2. એનાલોગ ઉપકરણ"
"1. அனலாக் மோடம், 2. அனலாக் மோடம்","1. એનાલોગ મોડેમ, 2. એનાલોગ મોડેમ"
டிஜிட்டல் மாற்றிக்கு அனலாக்,ડિજિટલ કન્વર્ટર માટે એનાલોગ
முடிவு (டிஜிட்டல்/பிளேன் லாஜிக் &#39;மற்றும்&#39; பயன்படுத்தப்பட்டது),અંત (ડિજિટલ/પ્લેન લોજિક &#39;અને&#39; વપરાયેલ)
இறுதி சுற்று,અંતિમ સર્કિટ
இறுதி வாயில் மற்றும் வாயில்,અંતિમ દરવાજો અને દરવાજો
செயல்பாடு அல்ல (விலக்கு),એન્ડ નોટ ઓપરેશન (બાકાત)
"1. அனிமேஷன், 2. அதிர்வு","1. એનિમેશન, 2. કંપન"
குறிப்பு,નૉૅધ
முரண்பாடு,અસંગતતા
முந்தைய,અગાઉના
முன்கூட்டிய பேஜிங்,આગોતરી પેજીંગ
எதிர்-சமச்சீர்,પ્રતિ-સપ્રમાણ
வைரஸ் தடுப்பு திட்டம்,એન્ટિવાયરલ પ્રોગ્રામ
"1. ஆப்லெட், 2. விண்ணப்பம்","1. ઉપલેટ, 2. અરજી"
பயன்பாட்டு டெவலப்பர்,એપ્લિકેશન ડેવલપર
பயன்பாட்டு நிரலாக்கம்,એપ્લિકેશન પ્રોગ્રામિંગ
"1. பயன்பாட்டு நிரலாக்க இடைமுகம், 2. பயன்பாட்டு நிரலாக்க இடைமுகம் (API)","1. એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ, 2. એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ (API)"
பயன்பாட்டு மென்பொருள்,એપ્લિકેશન સોફ્ટવેર
பயன்பாட்டு மொழி,એપ્લિકેશન ભાષા
தோராயக் கொள்கை,અંદાજ સિદ્ધાંત
கட்டமைப்பு,માળખું
புல பரிமாற்றம்,ક્ષેત્ર ટ્રાન્સફર
"1. அளவுரு, சுயாதீன மாறி, 2. கோணம்","1. પરિમાણ, સ્વતંત્ર ચલ, 2. કોણ"
"1. எண்கணிதம் மற்றும் தர்க்கவியல் அலகு, 2. எண்கணிதம் மற்றும் தர்க்கவியல் அலகு","1. અંકગણિત અને તર્ક એકમ, 2. અંકગણિત અને તર્ક એકમ"
எண்கணித சரிபார்ப்பு,અંકગણિત તપાસ
எண்கணித மாறிலி,અંકગણિત સતત
எண்கணித தரவு,અંકગણિત માહિતી
எண்கணித அறிவுரை,અંકગણિત સૂચના
கணிதம் மற்றும் தருக்க அலகு (ALU),ગાણિતિક અને તાર્કિક એકમ (ALU)
ARPA Net (RPNet),ARPA નેટ (RPNet)
வரிசை,એરે
"1. வரிசை கேச், 2. வரிசை வேகம், 3. வரிசை நினைவகம்","1. એરે કેશ, 2. એરે ઝડપ, 3. એરે મેમરી"
வரிசை கணினி,એરે કમ્પ્યુટર
வரிசை உறுப்பு,એરે તત્વ
வரிசை பெயர்,એરે નામ
வரிசை செயலி,એરે પ્રોસેસર
அம்புக்குறி விசை,તીર કી
ஒப்பந்தம்,સંધિ
சந்திப்பு முனை,જંકશન પોઈન્ટ
செயற்கை சுருக்கம்,કૃત્રિમ કોમ્પેક્શન
செயற்கை கட்டுப்பாடு,કૃત્રિમ નિયંત્રણ
செயற்கை உணர்வு,કૃત્રિમ સંવેદના
ஏற்ற,માઉન્ટ
ஏறும் வகை,ચડતા સૉર્ટ
ascii எழுத்துக்கள்,ascii મૂળાક્ષરો
ascii கட்டுப்பாட்டு சின்னம்,ascii નિયંત્રણ પ્રતીક
ascii கோப்பு,ascii ફાઇલ
ascii எழுத்துரு,ascii ફોન્ટ
ASCII பரிமாற்றம்,ASCII ટ્રાન્સફર
விகிதம்,પાસા ગુણોત્તર
"1. ஆஸ்பி, 2. ASPI","1. એસ્પી, 2. ASPI"
ஏ எஸ் ஆர் கலாட்,એ એસ આર કલાડ
"1. நினைவாற்றல், 2. அசெம்பிளிங், 3. ஒன்று சேர்க்க","1. સ્મરણ, 2. એસેમ્બલિંગ, 3. એસેમ્બલ કરવા માટે"
"1. அசெம்பிளர், 2. நினைவூட்டல்","1. એસેમ્બલર, 2. રીમાઇન્ડર"
"1. அசெம்பிளிங், 2. நினைவு","1. એસેમ્બલિંગ, 2. યાદ"
"1. மனப்பாடம் மொழி, 2. ஒருங்கிணைக்கும் மொழி","1. યાદગાર ભાષા, 2. એસેમ્બલીંગ ભાષા"
உறுதியை,નિશ્ચય
"1. குறிப்பிட்ட வேலை, 2. ஒதுக்கீடு","1. ઉલ્લેખિત કાર્ય, 2. ફાળવણી"
தோழமை,સોબત
துணை முகவரி,સહયોગી સરનામું
"1. துணை நினைவகம், 2. துணை நினைவகம்","1. સહયોગી મેમરી, 2. સહયોગી મેમરી"
நட்சத்திரம் (* அடையாளம்),ફૂદડી (* ચિહ્ન)
சமச்சீரற்ற,અસમપ્રમાણ
"1. ஒத்திசைவற்ற , 2. ஒத்திசைவற்ற","1. અસુમેળ, 2. અસુમેળ"
ஒத்திசைவற்ற டிஜிட்டல் சந்தாதாரர் வரி (ADSL),અસુમેળ ડિજિટલ સબ્સ્ક્રાઇબર લાઇન (ADSL)
ஒத்திசைவற்ற நேரப் பிரிவு மல்டிபிளெக்சிங் (ATDM),અસિંક્રોનસ ટાઈમ ડિવિઝન મલ્ટિપ્લેક્સિંગ (ATDM)
ஒத்திசைவற்ற பரிமாற்றம்,અસુમેળ ટ્રાન્સફર
ஒத்திசைவற்ற பரிமாற்ற முறை (ATM),અસિંક્રોનસ ટ્રાન્સફર મોડ (ATM)
"1. அணு, 2. பரமன்","1. અણુ, 2. પરમાન"
இணைக்கப்பட்ட ஆவணம்,જોડાયેલ દસ્તાવેજ
"1. இணைக்கப்பட்ட கோப்பு/ஏவுகணை, 2. இணைக்கப்பட்டுள்ள கோப்பு","1. જોડાયેલ ફાઇલ/મિસિલ, 2. જોડેલી ફાઈલ"
"1. அடைப்பு, 2. இணைந்த","1. બિડાણ, 2. સંલગ્ન"
"1. பண்புகள், 2. சிறப்பு","1. ગુણધર્મો, 2. વિશેષતા"
கேட்கக்கூடிய,સાંભળી શકાય તેવું
"1. தணிக்கை நிரலாக்கம், 2. தணிக்கை நிரலாக்கம்","1. ઓડિટ પ્રોગ્રામિંગ, 2. ઓડિટ પ્રોગ્રામિંગ"
கணக்கு சரிபார்ப்பு,એકાઉન્ટ વેરિફિકેશન
பதவி உயர்வு,પ્રમોશન
சான்றிதழ் நெறிமுறை,પ્રમાણપત્ર પ્રોટોકોલ
எழுதும் முறை,લેખન પદ્ધતિ
"1. அதிகாரம், 2. அதிகாரம், 3. தீர்ப்பாயம்","1. સત્તા, 2. સત્તા, 3. ટ્રિબ્યુનલ"
தானியங்கு சுருக்கம்,સ્વતઃ અમૂર્ત
"1. ஆட்டோ பூட்டிங், 2. சுய துவக்கம்","1. ઓટો બુટીંગ, 2. સ્વ બુટ"
ஆட்டோகேட் (ஒரு கணினி மொழி),ઓટોકેડ (કોમ્પ્યુટર ભાષા)
தானாக உள்நுழைவு,ઓટો લોગ-ઓન
தானியங்கி,ઓટોમેટા
தானியங்கு கோட்பாடு,ઓટોમેટા સિદ્ધાંત
தானியங்கி கணக்கீடு,આપોઆપ ગણતરી
தானியங்கி தரவு செயலாக்கம்,સ્વચાલિત ડેટા પ્રોસેસિંગ
தானியங்கி பிழை திருத்தம்,આપોઆપ ભૂલ સુધારણા
தானியங்கு செயல்பாடு,સ્વતઃ કાર્ય
"1. தானியங்கி அட்டவணைப்படுத்தல், 2. தானியங்கி பட்டியல்","1. સ્વચાલિત અનુક્રમણિકા, 2. આપોઆપ યાદી"
தானியங்கு சேகரிப்பு அழைப்பு,સ્વતઃ-સંગ્રહ કૉલ
"1. தானியங்கி நிரலாக்கம், 2. தானியங்கி நிரலாக்க","1. ઓટોમેટિક પ્રોગ્રામિંગ, 2. આપોઆપ પ્રોગ્રામિંગ"
"1. தானியங்கி மீட்பு திட்டம், 2. தானியங்கி மீட்பு திட்டம்","1. સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ, 2. સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ"
தானியங்கி வழக்கம்,આપોઆપ નિયમિત
தானியங்கி கணினி மீட்பு,આપોઆપ સિસ્ટમ પુનઃપ્રાપ્તિ
"1. தானியங்கி பணம் செலுத்தும் இயந்திரங்கள் (ATM), 2. வங்கி ஏ.டி.எம்","1. ઓટોમેટિક ટેલર મશીન (ATM), 2. સ્વ ઉપાડ માટે બેંક એ.ટી.એમ"
தானியங்கி,ઓટોમેશન
"1. ஆட்டோபிளே , 2. ஆட்டோ நடை","1. ઑટોપ્લે, 2. ઓટો વોક"
குரல் கொடுத்தல்,અવાજ
உதவியாளர்,મદદનીશ
துணை நினைவகம்,સહાયક મેમરી
துணை சேமிப்பு,સહાયક સંગ્રહ
கிடைக்கும் பட்டியல்,ઉપલબ્ધ યાદી
கிடைக்கும் நேரம்,ઉપલબ્ધ સમય
சராசரி,સરેરાશ
AWK (ஒரு கணினி கட்டளை),AWK (કોમ્પ્યુટર આદેશ)
பிறகு,પછી
பின் செயலி,પોસ્ટ પ્રોસેસર
பின்புற செயல்பாடு நீக்கம்,પશ્ચાદવર્તી કાર્ય કાઢી નાખવું
பின்னணி செயலாக்கம்,પૃષ્ઠભૂમિ પ્રક્રિયા
துணை கடைகள்,આનુષંગિક સ્ટોર્સ
மீண்டும் ஒட்டுதல்,બેક પેચીંગ
"1. மேற்கு, 2. பின்வெளி","1. પશ્ચિમ, 2. બેકસ્પેસ"
பின்வாங்குதல்,બેકટ્રેકિંગ
"1. காப்புப்பிரதி , 2. கொடுக்கப்படுவதுடன்","1. બેક-અપ, 2. વળતર"
"1. நிரப்பு நினைவகம், 2. காப்பு நினைவகம்","1. પૂરક મેમરી, 2. બેકઅપ મેમરી"
மீண்டும் பிழை திருத்தம்,પાછળની ભૂલ સુધારણા
(வருமானம்-செலவு) இருப்புநிலை,(આવક-ખર્ચ) બેલેન્સ શીટ
கட்டு,પાટો
"1. பேண்ட் அகலம், 2. அலைவரிசை/திறன்","1. બેન્ડ પહોળાઈ, 2. બેન્ડવિડ્થ/ક્ષમતા"
வங்கியாளர் வழிமுறை,બેંકરનું અલ્ગોરિધમ
"1. பார் குறியீடு, 2. பார் குறியீடு","1. બાર કોડ, 2. બાર કોડ"
பட்டை குறி படிப்பான் வருடி,બારકોડ સ્કેનર
சட்ட வரைபடம்,બાર ગ્રાફ
அடிப்படை முகவரி,આધાર સરનામું
அடிப்படை இசைக்குழு,આધાર બેન્ડ
ஆதார் எண்,આધાર નંબર
அடிப்படை அட்டவணை,આધાર ટેબલ
அடிப்படை (ஒரு கணினி மொழி),મૂળભૂત (કોમ્પ્યુટર ભાષા)
"1. அடிப்படை கட்டுப்பாடு, 2. அடிப்படை கட்டுப்பாடு","1. મૂળભૂત નિયંત્રણ, 2. આધાર નિયંત્રણ"
"1. அசல் முதலீடு, 2. அடிப்படை முதலீடு","1. મૂળ રોકાણ, 2. આધાર રોકાણ"
அடிப்படை அறிவுறுத்தல்,મૂળભૂત સૂચના
அடிப்படை பிரச்சினை,આધાર મુદ્દો
அடிப்படை நிலை,મૂળભૂત તબક્કો
"1. தொகுதி, 2. குழு, 3. பேரழிவு","1. બેચ, 2. જૂથ, 3. આપત્તિ"
"1. தொகுதி கோப்பு, 2. தொகுதி கோப்பு","1. બેચ ફાઇલ, 2. બેચ ફાઇલ"
தொகுதி நிலை,બેચ સ્થિતિ
"1. தொகுதி செயலாக்கம், 2. குழு செயலாக்கம்","1. બેચ પ્રોસેસિંગ, 2. જૂથ પ્રક્રિયા"
"1. தொகுதி அமைப்பு, 2. கவண் அமைப்பு","1. બેચ સિસ્ટમ, 2. કૅટપલ્ટ સિસ્ટમ"
பாட்,બાઉડ
பாட் விகிதம்,બાઉડ દર
கற்றை கற்றை,બીમ બીમ
"1. வழிகாட்டுதல்கள், 2. தொகுதி குறி","1. માર્ગદર્શિકા, 2. બેચ માર્ક"
இருதரப்பு தொடர்பு,દ્વિદિશ સંચાર
நேரடி இணைப்பு,સીધી લિંક
பைனரி குறியீடு,દ્વિસંગી કોડ
பைனரி இலக்கங்கள்,દ્વિસંગી અંકો
பைனரி இன்வெஸ்ட்மென்ட் அவுட்புட் சிஸ்டம் (பயாஸ்),બાઈનરી ઈન્વેસ્ટમેન્ટ આઉટપુટ સિસ્ટમ (BIOS)
பைனரி எண்,દ્વિસંગી સંખ્યા
பைனரி ஆபரேட்டர்,બાઈનરી ઓપરેટર
பைனரி உறவு,દ્વિસંગી સંબંધ
பைனரி தேடல்,દ્વિસંગી શોધ
பைனரி ஆய்வு மரம் (BST),બાઈનરી એક્સપ્લોરેશન ટ્રી (BST)
"1. பைனரி பரிமாற்ற மரம், 2. பைனரி பரிமாற்றம்","1. બાઈનરી ટ્રાન્સફર ટ્રી, 2. બાઈનરી ટ્રાન્સફર"
பைனரி மரம்,દ્વિસંગી વૃક્ષ
"1. இருமுனை நினைவகம், 2. இருமுனை நினைவகம்","1. બાયપોલર મેમરી, 2. બાયપોલર મેમરી"
"1. பிறப்பு மற்றும் இறப்பு மாதிரி, 2. பிறப்பு இறப்பு மாதிரி","1. જન્મ અને મૃત્યુ મોડલ, 2. જન્મ મૃત્યુ મોડેલ"
பிறப்பு இறப்பு செயல்முறை,જન્મ મૃત્યુ પ્રક્રિયા
"1. டூக், 2. பிட்","1. ડ્યુક, 2. બીટ"
சிறிய தவறு,થોડી ખામી
பிட் வரைபடம்,બીટ નકશો
"1. பிட், 2. வரைபடம், 3. பிக்சல் (BMP)","1. બીટ, 2. નકશો, 3. પિક્સેલ (BMP)"
"1. பிட் மேட்ரிக்ஸ், 2. பிட் டேபிள்","1. બિટ મેટ્રિક્સ, 2. બીટ ટેબલ"
பிட் முறை,બીટ પેટર્ન
பிட் நிலை,બીટ સ્થિતિ
"1. பிட் வீதம், 2. பிட் விகிதம்","1. બીટ રેટ, 2. બીટ દર"
கண்மூடி சோதனை,આંખ પર પટ્ટી પરીક્ષણ
மின்னும்,ઝબૂકવું
தொகுதி,બ્લોક
"1. பிளாக் கேச், 2. பிளாக் கேச் / துண் நினைவகம்","1. બ્લોક કેશ, 2. બ્લોક કેશ/ચંક મેમરી"
தடுப்பு ஆய்வு,બ્લોક ચકાસણી
தொகுதி நகல்,વોલ્યુમ નકલ
தொகுதி வரைபடம்,રેખાક્રુતિ
"1. தடுக்கப்பட்ட நெட்வொர்க், 2. தடுக்கப்பட்ட நெட்வொர்க்","1. અવરોધિત નેટવર્ક, 2. અવરોધિત નેટવર્ક"
பலகை,પાટીયું
பக்க நினைவகம்,પૃષ્ઠ મેમરી
பூலியன் இயற்கணிதம்,બુલિયન બીજગણિત
பூலியன் உறவு,બુલિયન સંબંધ
துவக்க பகிர்வு,બુટ પાર્ટીશન
பூட் ஸ்ட்ராப்பிங்,બુટ strapping
1.பூட்ஸ்ட்ராப் ஏற்றி,1.બૂટસ્ટ્રેપ લોડર
"1.பாலம், 2.பாலம்","1.બ્રિજ, 2.બ્રિજ"
பிராட்பேண்ட் நெட்வொர்க்,બ્રોડબેન્ડ નેટવર્ક
ஒளிபரப்பு,પ્રસારણ
ஒலிபரப்பு வானொலி,પ્રસારણ રેડિયો
(நிகர) மாறுபாடு,(ચોખ્ખી) ભિન્નતા
(net) vicar,(ચોખ્ખી) વિકાર
பி-ட்ரூ,બી-ટ્રુ
"1.குமிழி நினைவகம், 2.குமிழி நினைவகம்","1.બબલ મેમરી, 2.બબલ મેમરી"
குமிழி வகை,બબલ સૉર્ટ
"1.வாளி, 2.வாளி","1.ડોલ, 2.ડોલ"
"1.சகோதர அமைப்பு, 2.பெரிய அமைப்பு","1.બંધુત્વ વ્યવસ્થા, 2.મોટી વ્યવસ્થા"
பயனுள்ள பட்ஜெட் கட்டுப்பாடு,અસરકારક બજેટ નિયંત્રણ
தாங்கல்,બફર
குறைபாடு,ખામી
போதும்,પૂરતૂ
"1. அஷ்ட வியாங்க், 2. பிட் (எட்டு பிட்கள்)","1. અષ્ટ વ્યંક, 2. બીટ (આઠ બિટ્સ)"
பைட் குறியீடு,બાઈટ કોડ
சி (கணினி மொழி),સી (કોમ્પ્યુટર ભાષા)
"1.சி பிளஸ் பிளஸ், 2.சி++ (கணினி மொழி)","1.C પ્લસ પ્લસ, 2.C++ (કોમ્પ્યુટર ભાષા)"
"1.பணம், 2. வேகமாக, 3.வேகமாக","1.રોકડ, 2. ઝડપી"
"1.கேச் பஃபர், 2.மெமரி பஃபர்","1.કેશ બફર, 2.મેમરી બફર"
"1.கேச் மெமரி, 2.கேச் மெமரி, 3.ஃபாஸ்ட் மெமரி","1.કેશ મેમરી, 2.કેશ મેમરી, 3.ફાસ્ટ મેમરી"
கணக்கீடு,ગણતરી
"1.கால்குலேட்டர், 2.கால்குலேட்டர்","1.કેલ્ક્યુલેટર, 2.કેલ્ક્યુલેટર"
"1.கால்குலேட்டர் சிப்,2. கால்குலேட்டர் சிப்","1.કેલ્ક્યુલેટર ચિપ, 2. કેલ્ક્યુલેટર ચિપ"
அழைக்கவும்,આહવાન કરો
பெயர் அழைப்பு,નામ કૉલ
குறிப்பு அழைப்பு,સંદર્ભ કૉલ
மரியாதை அழைப்பு,સન્માન કૉલ
மாறி அழைப்பு,ચલ કોલ
அழைப்பு வாயில்,આમંત્રણ દ્વાર
"1. ரத்து, 2. ரத்து","1. રદ કરો, 2. રદ કરો"
திரும்பப்பெறுதல் பொத்தான்,રદબાતલ બટન
"1. பரிந்துரைக்கப்பட்ட, 2. நியமனம்","1. નિર્ધારિત, 2. કેનોનિકલ"
நியமன வடிவம்,પ્રમાણભૂત સ્વરૂપ
திறன்,ક્ષમતા
திறன் பட்டியல்,ક્ષમતા યાદી
"1. திறன், 2. வைத்திருக்கும்","1. ક્ષમતા, 2. હોલ્ડિંગ"
தொப்பி பூட்டு விசை,કેપ્સ લોક કી
"1. அட்டை, 2. தாள்","1.કાર્ડ, 2. શીટ"
கார்டு ரீடர்,કાર્ડ રીડર
முக்கியத்துவம்,પ્રાધાન્ય
கேரியர்,વાહક
கேரியர் பேண்ட்,વાહક બેન્ડ
கேரியர் சுமை,વાહક લોડ
கேரியர் சிக்னல்,વાહક સંકેત
கேரியர் அலை,વાહક તરંગ
சாதித்தது,હાંસલ કર્યું
மதிப்பெண் பெற்றார்,સ્કોર હાંસલ કર્યો
அடைந்த கொடி,ધ્વજ હાંસલ કર્યો
"1.கார்ட்ரிட்ஜ் டிஸ்க், 2.கார்ட்ரிட்ஜ் டிஸ்க்","1.કાર્ટિજ ડિસ્ક, 2.કાર્ટ્રિજ ડિસ્ક"
"1. அருவி, 2. அருவி","1. કાસ્કેડ, 2. કાસ્કેડ"
வழக்கு,કેસ
கேத்தோடு-கதிர் குழாய் (CRT),કેથોડ-રે-ટ્યુબ (CRT)
கத்தோட் கதிர் குழாய் (CRT) கத்தோட் கதிர் குழாய்,કેથોડ રે ટ્યુબ (સીઆરટી) કેથોડ રે ટ્યુબ
சிடி ரோம் டிஸ்க் டிரைவ்,સીડી રોમ ડિસ્ક ડ્રાઇવ
செல்,કોષ
செல் அனிமேஷன்,સેલ એનિમેશન
