Kannada,Bengali
ಬೇರಿಯಮ್ ಸಲ್ಫೇಟ್ ಪರೀಕ್ಷೆ,বেরিয়াম সালফেট পরীক্ষা
ಬ್ಯಾರೇಜ್,ব্যারেজ
ಬ್ಯಾರೆಟ್,ব্যারেট
ಬೇಸ್,বেস
ಮೂಲ ವಿನಿಮಯ,বেস বিনিময়
ಬೇಸ್ ಲೈನ್,বেস লাইন
ನೆಲಮಾಳಿಗೆ,বেসমেন্ট
ನೆಲಮಾಳಿಗೆಯ ಗೋಡೆ,বেসমেন্ট প্রাচীর
ಬೇಸ್ ಪ್ಲೇಟ್,বেস প্লেট
"ಬೇಸ್ ಪ್ಲೇಟ್, ಹೊಂದಾಣಿಕೆ","বেস প্লেট, নিয়মিত"
ಮೂಲ ಶುದ್ಧತ್ವ,বেস স্যাচুরেশন
ಬಸಾಯಿಡ್,বেসয়েড
ಬ್ಯಾಟ್,ব্যাট
ಬಾತ್ ಮತ್ತು WC,স্নান এবং WC
ಬ್ಯಾಟರ್ ಪೆಗ್,ব্যাটার পেগ
ಬ್ಯಾಟರ್ ಪಿಯರ್,ব্যাটার পিয়ার
ಬ್ಯಾಟರ್ ನಿಯಮ,ব্যাটারের নিয়ম
ಬಾಲ್ಕ್ (ಬಾಲ್ಕ್),বাল্ক (বাল্ক)
ಕೊಲ್ಲಿ,বে
ಬೇರರ್,বহনকারী
ತಾಳಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ,ভারবহন ক্ষমতা
ಬೇರಿಂಗ್ ಪೈಲ್,ভারবহন গাদা
ಬೇರಿಂಗ್ ಸ್ಟ್ರಾಟಮ್,ভারবহন স্তর
ಹಾಸಿಗೆ,বিছানা
ಹಾಸಿಗೆ ವಿಮಾನ,বেডিং প্লেন
ಬೆಡ್ ಜಂಟಿ,বেড জয়েন্ট
ಬೆಡ್ ರಾಕ್,বিছানা শিলা
ಮಲಗುವ ಕೋಣೆ,শয়নকক্ষ
ಜೇನುಮೇಣ,মোম
ಬೆಲ್ ಬಾಕ್ಸ್,বেল বক্স
ಬೆಲ್ಲಿಂಗ್ ಬಕೆಟ್,বেলিং বালতি
ಬೆಲ್ಲೋಫ್ರಾಮ್,বেলোফ্রাম
ಬೆಂಚ್ಡ್ ಅಡಿಪಾಯ,বেঞ্চড ফাউন্ডেশন
ಬೆಂಚಿಂಗ್,বেঞ্চিং
ಮಾನದಂಡ,মাপকাঠি
ಲಾಭದ ವೆಚ್ಚದ ವಿಶ್ಲೇಷಣೆ,বেনিফিট খরচ বিশ্লেষণ
ಬೆರ್ಮ್,বারম
ಬೆವೆಲ್ಡ್ ಮುಚ್ಚುವಿಕೆ,বেভেলড ক্লোজার
"ಬಿ-ಹಾರಿಜಾನ್,&quot;ಬಿ-","বি-দিগন্ত,&quot;বি-"
ಬಿಯಾಟ್,বিয়াট
ಬೈಂಡರ್,বাইন্ডার
ಬೈಂಡಿಂಗ್ ವಸ್ತು,বাঁধাই উপাদান
ಬಯೋಟ್ ಸಿದ್ಧಾಂತ,বায়োটের তত্ত্ব
ಬಿಟುಮೆನ್,বিটুমেন
ಕಪ್ಪು ಹತ್ತಿ ಮಣ್ಣು,কালো তুলার মাটি
ಕಪ್ಪು ಭೂಮಿ,কালো পৃথিবী
ಕಪ್ಪು ಟರ್ಫ್ ಮಣ್ಣು,কালো টার্ফ মাটি
ಬ್ಲೇಡ್,ব্লেড
ಬ್ಲಾಸ್ಟ್ ಫರ್ನೇಸ್ ಸ್ಲ್ಯಾಗ್ ಸಿಮೆಂಟ್,ব্লাস্ট ফার্নেস স্ল্যাগ সিমেন্ট
ಬ್ಲಾಕ್ ರಚನೆ,অবরুদ্ধ কাঠামো
ಬೋಗಿ ಪ್ರತಿರೋಧ,বগি প্রতিরোধ
ಬಾಗ್-ಕಬ್ಬಿಣದ ಅದಿರು,বগ-লোহা আকরিক
ಕರಾರುಪತ್ರ,বন্ধন
ಬಂಧಿತ ಸದಸ್ಯ,বন্ডেড সদস্য
ಬಂಧಿತ ಪೋಸ್ಟ್ ಟೆನ್ಷನಿಂಗ್,বন্ধন পোস্ট উত্তেজনা
ಬಾಂಡ್ ಕಲ್ಲು,বন্ড পাথর
ಬೌಂಡ್ ನೀರು,আবদ্ধ জল
ಬಾಕ್ಸ್ ಗಟರ್,বক্স নর্দমা
ಬ್ರೇಸ್,বন্ধনী
ಬ್ರಿಕ್ ಆನ್ ಎಡ್ಜ್,ইট-অন-এজ
ಬ್ರಿಡ್ಲ್,লাগাম
ಹೊಳಪು,উজ্জ্বলতা
ಕಂದು ಮಣ್ಣು,বাদামী মাটি
ಕಟ್ಟಡ,বিল্ডিং
ಕಟ್ಟಡ ಸರ್ವೇಯರ್,বিল্ডিং সার্ভেয়ার
ಬಫರ್,বাফার
ಬಫರ್ ಕರ್ವ್,বাফার বক্ররেখা
ಬಫರಿಂಗ್,বাফারিং
ಬಫರಿಂಗ್ ಸಾಮರ್ಥ್ಯ,বাফার ক্ষমতা
ಬಂದರ್,বান্দর
ಬಟ್ರೆಸ್,বাট্রেস
ಸಿ-ಹಾರಿಜಾನ್,সি-দিগন্ত
ಕೇಬಲ್,তারের
ಕೇಬಲ್ ಮೋಲ್ಡಿಂಗ್,তারের ছাঁচনির্মাণ
ಕೇಬಲ್ ಹಾಕುವುದು,ক্যাবলিং
ಕ್ಯಾಬಿನ್,কেবিন
ಕ್ಯಾಬಿನ್ ಹುಕ್,কেবিন হুক
ಕ್ಯಾಬಿನೆಟ್,মন্ত্রিসভা
ಕಾಬೋಲ್ಟ್ ತೊರೆದರು,ক্যাবল্টের পদত্যাগ
ಕೆಫೆಟೇರಿಯಾ,ক্যাফেটারিয়া
ಪಂಜರ,খাঁচা
ಪಂಜರ ನಿರ್ಮಾಣ,খাঁচা নির্মাণ
ಕೇನ್ ಅವರ ಸೂತ್ರ,কেইনের সূত্র
ಕೈಸನ್,কাইসন
ಕೈಸನ್ ಕಾಯಿಲೆ,ক্যাসন রোগ
ಕೈಸನ್ ಅಡಿಪಾಯ,ক্যাসন ফাউন্ডেশন
ಕೈಸನ್ ರಾಶಿ,Caisson pile
ಸುಣ್ಣದ ಇಟ್ಟಿಗೆ,চুনযুক্ত ইট
ಸುಣ್ಣದ ಜೇಡಿಮಣ್ಣು,চুনযুক্ত কাদামাটি
ಕ್ಯಾಲ್ಕೇರಿಯಸ್ ಕ್ರಸ್ಟ್,চুনযুক্ত ভূত্বক
ಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್,ক্যালসিফিকেশন
ಕ್ಯಾಲ್ಸಿನೇಷನ್,ক্যালসিনেশন
ಕ್ಯಾಲ್ಸಿನ್,ক্যালসিন
ಕ್ಯಾಲ್ಸೈಟ್,ক্যালসাইট
ಕ್ಯಾಲ್ಸಿಯಂ-ಅಲ್ಯೂಮಿನೇಟ್ ಸಿಮೆಂಟ್,ক্যালসিয়াম-অ্যালুমিনেট সিমেন্ট
ಕ್ಯಾಲ್ಸಿಯಂ-ಸಿಲಿಕೇಟ್ ಇಟ್ಟಿಗೆ,ক্যালসিয়াম-সিলিকেট ইট
ಕ್ಯಾಲ್ಸಿಯಂ-ಸಿಲಿಕೇಟ್ ಹೈಡ್ರೇಟ್,ক্যালসিয়াম-সিলিকেট হাইড্রেট
ಕ್ಯಾಲಿಚೆ,ক্যালিছে
ಕ್ಯಾಲಿಫೋರ್ನಿಯಾ ಬೇರಿಂಗ್ ಅನುಪಾತ,ক্যালিফোর্নিয়া ভারবহন অনুপাত
ಕ್ಯಾಲಿಪರ್,ক্যালিপার
ಕ್ಯಾಲೋರಿಮೀಟರ್,ক্যালোরিমিটার
ಕ್ಯಾಂಬರ್,ক্যাম্বার
ಕಾಲುವೆ,খাল
ಮೇಲಾವರಣ,ক্যানোপি
ಕ್ಯಾಂಟಿಲಿವರ್ ಫೂಟಿಂಗ್,ক্যান্টিলিভার ফুটিং
ಕ್ಯಾಪ್,ক্যাপ
ಸಾಮರ್ಥ್ಯ,ক্ষমতা
ಏಲ್ ಟ್ರ್ಯಾಕ್ ಸಾಮರ್ಥ್ಯ,আইল ট্র্যাকের ক্ষমতা
ಕ್ಯಾಪ್ ಕೇಬಲ್,ক্যাপ তারের
ಕ್ಯಾಪಿಲ್ಲರಿಟಿ,কৈশিকতা
ಕ್ಯಾಪಿಲ್ಲರಿ ಬ್ರೇಕ್,কৈশিক বিরতি
ಕ್ಯಾಪಿಲ್ಲರಿ ಹರಿವು,কৈশিক প্রবাহ
ಕ್ಯಾಪಿಲ್ಲರಿ ತೇವಾಂಶ ಅಥವಾ ಕ್ಯಾಪಿಲ್ಲರಿ ನೀರು,কৈশিক আর্দ্রতা বা কৈশিক জল
ಕ್ಯಾಪಿಲ್ಲರಿ ರಂಧ್ರದ ಜಾಗ,কৈশিক ছিদ্র স্থান
ಕ್ಯಾಪಿಲ್ಲರಿ ಸರಂಧ್ರತೆ,কৈশিক ছিদ্র
ಕ್ಯಾಪಿಲ್ಲರಿ ಸ್ಪೇಸ್,কৈশিক স্থান
ಕ್ಯಾಪ್ಚರ್ ವೇಗ,ক্যাপচার বেগ
ಕಾರ್ಬೊನೇಶನ್,কার্বনেশন
ಕಾರ್ಬನ್ ಕಪ್ಪು,কার্বন কালো
ಕ್ಯಾಸ್ಟ್ಬಲ್ ವಕ್ರೀಕಾರಕ,কাস্টবল অবাধ্য
ಬಿತ್ತರಿಸಿದ ಸ್ಥಳದಲ್ಲಿ ಅಥವಾ ಬಿತ್ತರಿಸಿದ ಸ್ಥಳದಲ್ಲಿ,কাস্ট-ইন-প্লেস বা কাস্ট-ইন-সিটু
ಎರಕಹೊಯ್ದ ರಾಶಿ,কাস্ট-ইন-প্লেস গাদা
ಕ್ಯಾಸ್ಟರ್,ক্যাস্টর
ಎರಕಹೊಯ್ದ ಕಲ್ಲು,ঢালাই পাথর
ವೇಗವರ್ಧಕ,প্রভাবক
ಕ್ಯಾಟೆನಾ,ক্যাটেনা
ಬೆಕ್ಕಿನ ಮುಖ,বিড়ালের মুখ
ಬೆಕ್ಕಿನ ತಲೆ,বিড়ালের মাথা
ಕ್ಯಾಶನ್,ক্যাটান
ಬೆಕ್ಕಿನ ನಡಿಗೆ,বিড়াল হাঁটা
ಗುಳ್ಳೆಕಟ್ಟುವಿಕೆ ಹಾನಿ,গহ্বরের ক্ষতি
ಸೆಲೈಟ್,সেলাইট
ಸೆಲ್ಯುಲಾರ್ ಕಾಂಕ್ರೀಟ್,সেলুলার কংক্রিট
ಸೆಲ್ಯುಲಾರ್ ನಿರ್ಮಾಣ,সেলুলার নির্মাণ
ಸಿಮೆಂಟ್,সিমেন্ট
"ಸಿಮೆಂಟ್, ಬಿಟುಮಿನಸ್","সিমেন্ট, বিটুমিনাস"
"ಸಿಮೆಂಟ್, ಹೆಚ್ಚಿನ ಶಕ್ತಿ","সিমেন্ট, উচ্চ শক্তি"
"ಸಿಮೆಂಟ್, ಹೈಡ್ರಾಲಿಕ್","সিমেন্ট, জলবাহী"
"ಸಿಮೆಂಟ್, ಕಡಿಮೆ ಶಾಖ","সিমেন্ট, কম তাপ"
"ಸಿಮೆಂಟ್, ಕಲ್ಲು","সিমেন্ট, রাজমিস্ত্রি"
"ಸಿಮೆಂಟ್, ನೈಸರ್ಗಿಕ","সিমেন্ট, প্রাকৃতিক"
"ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್","সিমেন্ট, পোর্টল্যান্ড"
"ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ ಬ್ಲಾಸ್ಟ್ ಫರ್ನೇಸ್ ಸ್ಲ್ಯಾಗ್","সিমেন্ট, পোর্টল্যান্ড ব্লাস্ট ফার্নেস স্ল্যাগ"
"ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ ಪೊಝೋಲನ್","সিমেন্ট, পোর্টল্যান্ড পোজোলান"
"ಸಿಮೆಂಟ್, ಸ್ಲ್ಯಾಗ್","সিমেন্ট, স্ল্যাগ"
"ಸಿಮೆಂಟ್, ಸಲ್ಫೇಟ್ ನಿರೋಧಕ","সিমেন্ট, সালফেট প্রতিরোধী"
"ಸಿಮೆಂಟ್, ಸೂಪರ್ ಸಲ್ಫೇಟ್","সিমেন্ট, সুপার সালফেটেড"
"ಸಿಮೆಂಟ್, ಬಿಳಿ","সিমেন্ট, সাদা"
ಸಿಮೆಂಟ್-ಒಟ್ಟಾರೆ ಅನುಪಾತ,সিমেন্ট-সমষ্টি অনুপাত
ಸಿಮೆಂಟ್ ವಿಷಯ,সিমেন্ট সামগ্রী
ಸಿಮೆಂಟ್ ಜೆಲ್,সিমেন্ট জেল
ಸಿಮೆಂಟ್ ಗನ್,সিমেন্টের বন্দুক
ಸಿಮೆಂಟ್ ಗೂಡು,সিমেন্টের ভাটা
ಸಿಮೆಂಟ್ ಬಣ್ಣ,সিমেন্ট পেইন্ট
ಸಿಮೆಂಟ್ ಪ್ಲಾಸ್ಟರ್,সিমেন্ট প্লাস্টার
ಸಿಮೆಂಟ್ ಕಲ್ಲು,সিমেন্ট শিলা
ಸಿಮೆಂಟ್ ಸ್ಲರಿ,সিমেন্ট স্লারি
ಸಿಮೆಂಟ್ ಸಂಗ್ರಹಣೆ,সিমেন্ট স্টোরেজ
ಸಿಮೆಂಟೇಶನ್ ಪ್ರಕ್ರಿಯೆ,সিমেন্টেশন প্রক্রিয়া
ಕೇಂದ್ರೀಕರಣ,কেন্দ্রীভূত করা
ಕೇಂದ್ರೀಕರಿಸುವುದು ಮತ್ತು ಮುಚ್ಚುವುದು,সেন্টারিং এবং শাটারিং
ಕೇಂದ್ರ ಮಿಶ್ರ ಕಾಂಕ್ರೀಟ್,কেন্দ্রীয় মিশ্র কংক্রিট
ಕೇಂದ್ರ ಮಿಕ್ಸರ್,কেন্দ্রীয় মিশুক
ಕೇಂದ್ರಾಪಗಾಮಿ ಫ್ಯಾನ್,কেন্দ্রাতিগ পাখা
ಚಾಕ್,চক
ಚೇಂಫರ್,চেম্ফার
ಚೇಂಫರ್ ಸ್ಟ್ರಿಪ್,চেম্ফার ফালা
ಚಾನಲ್ ಕಿರಣ,চ্যানেল বিম
ವಿಶಿಷ್ಟ ಲೋಡ್,চরিত্রগত লোড
ವಿಶಿಷ್ಟ ಶಕ್ತಿ,চারিত্রিক শক্তি
ಚಾರ್ಜ್ ಆಫ್,বন্ধ চার্জ
ಚಾರ್ಜ್ ಆಗುತ್ತಿದೆ,চার্জিং
ಪರಿಶೀಲಿಸಲಾಗುತ್ತಿದೆ,চেক করা হচ্ছে
ರಾಸಾಯನಿಕ ಬಂಧ,রাসায়নিক বন্ধন
ಚೆರ್ನೋಜೆಮ್,চেরনোজেম
ಚೆಸ್ಟ್ನಟ್ ಮಣ್ಣು,চেস্টনাট মাটি
ಚಿಮಣಿ ಗಟಾರ,চিমনি নর্দমা
ಚಿಪ್ ಬೋರ್ಡ್,চিপ বোর্ড
ಚಿಪ್ಪಿಂಗ್,চিপিং
ಚಿಪ್ಸ್,চিপস
ಗಾಳಿಕೊಡೆ,চুট
ವರ್ಗ (ಕಾಂಕ್ರೀಟ್),শ্রেণী (কংক্রিটের)
ಕ್ಲೇ,কাদামাটি
ಕ್ಲೇ ವಿಷಯ,কাদামাটি বিষয়বস্তু
ಕ್ಲೇ ಪ್ಯಾನ್,মাটির প্যান
ಕ್ಲೀನ್ಔಟ್,পরিস্কার করা
ಸ್ವಚ್ಛಗೊಳಿಸಿ,পরিষ্কার কর
ಕ್ಲೀಟ್,ক্লিট
ಕ್ಲಿಂಕರ್,ক্লিঙ্কার
ಕ್ಲಿಪ್,ক্লিপ
ಹೆಪ್ಪುಗಟ್ಟುವಿಕೆ,জমাট বাঁধা
ಒರಟಾದ ಒಟ್ಟು,মোটা সমষ্টি
ಒರಟಾದ ಧಾನ್ಯದ ಮಣ್ಣು,মোটা দানাদার মাটি
ಕೋಟ್,কোট
ಕಾಫರ್ ಅಣೆಕಟ್ಟು,কফার বাঁধ
ಒಗ್ಗಟ್ಟು,সংহতি
ಕೊಲಾಯ್ಡ್,কলয়েড
ಕೊಲೊಯ್ಡಲ್ ತೇವಾಂಶ ಸಮಾನ ಅನುಪಾತ,কোলয়েডাল আর্দ্রতা সমতুল্য অনুপাত
ಕೊಲೊಯ್ಡಲ್ ವ್ಯವಸ್ಥೆ,কলয়েডাল সিস্টেম
ಕೊಲ್ಯುವಿಯಲ್ ಮಣ್ಣು,কোলুভিয়াল মাটি
ಅಂಕಣ,কলাম
ಬಾಚಣಿಗೆ ಮುಕ್ತಾಯ,কম্বড ফিনিস
ಕಂಬೈನ್ಡ್ ಫೂಟಿಂಗ್,সম্মিলিত পাদদেশ
ಸಂಯೋಜಿತ ನೀರು,মিলিত জল
ಸಾಮಾನ್ಯ ಕೊಠಡಿ,বৈঠকখানা
ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ ಪ್ರಮಾಣಪತ್ರ,সমাপনী সনদ
ಘಟಕ ಚೌಕ,উপাদান বর্গক্ষেত্র
ಕಾಂಕ್ರೀಟ್,কংক্রিট
ಕಾಂಕ್ರೀಟಿಕರಣ,কংক্রিশন
ಏಕೀಕೃತ ದರ/ಫ್ಲಾಟ್ ದರ,একত্রিত হার/সমতল হার
ಮಾಲಿನ್ಯಕಾರಕಗಳು,দূষক
ಅಲ್ಕೋವ್ ಅಡುಗೆ,আলকোভ রান্না করা
ನಿಭಾಯಿಸುವುದು,মোকাবিলা করা
ಕಾರ್ಬೆಲ್,করবেল
ಕಾರ್ನಿಸ್,কার্নিস
ಸಂಯೋಜಕ,কাপলার
"ಕಪ್ಲರ್, ಡಬಲ್","যুগল, দ্বিগুণ"
"ಕಪ್ಲರ್, ಪುಟ್ಲಾಗ್","কাপলার, পুটলগ"
"ಕಪ್ಲರ್, ಸ್ವಿವೆಲ್","কাপলার, সুইভেল"
ಕೋರ್ಸ್,কোর্স
ಕೋರ್ಸ್ಡ್ ಯಾದೃಚ್ಛಿಕ ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲುಗಳು,র্যান্ডম ধ্বংসস্তূপ রাজমিস্ত্রি কোর্স করা
ಆವರಿಸಿದ ಪ್ರದೇಶ,ঢাকা এলাকা
ತೆವಳುವ,হামাগুড়ি
ಕ್ರೀಪ್ ಗುಣಾಂಕ,ক্রীপ সহগ
ಕ್ರೊಟೊವಿನ್,ক্রোটোভাইন
ಕಾಗೆ ಕಾಲು,কাকের পা
ಕ್ರಂಬ್ ರಚನೆ,চূর্ণবিচূর্ণ গঠন
ದಂಡೆ,প্রতিবন্ধক
ಪ್ರಸ್ತುತ,কারেন্ট
ಕರ್ವ್ ಪ್ರತಿರೋಧ,বক্ররেখা প্রতিরোধের
ತೇವಾಂಶ ನಿರೋಧಕ ಕೋರ್ಸ್,স্যাঁতসেঁতে প্রুফ কোর্স
ಪೂರ್ಣಗೊಂಡ ದಿನಾಂಕ,সমাপ্তির তারিখ
ಡೆಡ್ ಲೋಡ್,মৃত লোড
ಸತ್ತ ನೀರು,মরা জল
ಡೆಸಿಬೆಲ್,ডেসিবেল
ಡಿಫ್ಲೋಕ್ಯುಲೇಷನ್,ডিফ্লোকুলেশন
ಗಾಳಿ ಅಥವಾ ಗಾಳಿಯ ಅಂತರದ ಅನುಪಾತದ ಪದವಿ,বায়ুচলাচল বা বায়ু স্থান অনুপাত ডিগ্রী
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆಯ ಪದವಿ,সমষ্টির ডিগ্রি
ಪ್ರಸರಣದ ಪದವಿ,বিচ্ছুরণ ডিগ্রী
ಶುದ್ಧತ್ವದ ಪದವಿ,স্যাচুরেশন ডিগ্রী
ಸಾಂದ್ರತೆ,ঘনত্ব
ಮರುಭೂಮಿ ಪಾದಚಾರಿ ಮಾರ್ಗ,মরুভূমির ফুটপাথ
ಮರುಭೂಮಿ ಮಣ್ಣು,মরুভূমির মাটি
ವಿವರಗಳು,বিস্তারিত
ಅಭಿವೃದ್ಧಿ ಅವಧಿ,উন্নয়নের সময়কাল
ಡಿ-ಹಾರಿಜಾನ್,ডি-দিগন্ত
ಕರ್ಣೀಯ ಬಂಧ,তির্যক বন্ধন
ರೇಖಾಚಿತ್ರ,ডায়াগ্রাম
ಡಿಜಿಟಲ್ ಡಾಕ್,ডিজিটাল ডক
ಭೇದಾತ್ಮಕ ನೀರಿನ ದರ,পার্থক্য জলের হার
ದುರ್ಬಲಗೊಳಿಸುವ ವಾತಾಯನ,পাতলা বায়ুচলাচল
ಡಿಲುವಿಯಂ,ডিলুভিয়াম
ಊಟದ ಕೋಣೆ,খাবার কক্ষ
ದಿಕ್ಕಿನ ಪೆಗ್,দিকনির্দেশনা পেগ
ಪ್ರಸರಣ,বিচ্ছুরণ
ಡಿಸ್ಟೆಂಪರ್,ডিস্টেম্পার
ಡಾಕ್,ডক
ಬಾಗಿಲು,দরজা
ಡಾರ್ಮರ್,ডর্মার
ಡಾರ್ಮರ್ ಚೆಕ್,ডর্মার চেক
ಡಬಲ್ ಫ್ಲೆಮಿಶ್ ಬಾಂಡ್,ডাবল ফ্লেমিশ বন্ড
ಡಬಲ್ ಲೇಯರ್,ডবল লেয়ার
ಡೋವೆಲ್,দোয়েল
ಡ್ರಾಯಿಂಗ್ ಬೋರ್ಡ್,অঙ্কন বোর্ড
ಡ್ರಾಯಿಂಗ್ ಕೊಠಡಿ,বৈঠকখানা
ಡ್ರಿಫ್ಟ್,প্রবাহ
ಒಣ ಬಲ್ಬ್ ತಾಪಮಾನ,শুকনো বাল্বের তাপমাত্রা
ಡ್ರೈ ಡಾಕ್,শুকনো ডক
ಒಣ ರಬ್ಬರ್ ಕಲ್ಲು,শুকনো রাবার রাজমিস্ত্রি
ಡಚ್ ಬಾಂಡ್,ডাচ বন্ড
ಕುಬ್ಜ ಗೋಡೆ,বামন প্রাচীর
ವಸತಿ ಘಟಕ,বাস ইউনিট
ಈವ್,ইভ
ಈವ್ಸ್ ಗಟರ್,ইভস নর্দমা
ಆರ್ಥಿಕ ಕಾರ್ಯಸಾಧ್ಯತೆ,অর্থনৈতিক সম্ভাব্যতা
ಎಕ್ಟೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು,এক্টোডাইনামরফিক মাটি
ಸುಳಿ,এডি
ಪರಿಣಾಮಕಾರಿ ಗಾತ್ರ,কার্যকরী আকার
ಪುಷ್ಪಮಯ,প্রস্ফুটিত
ಹೊರಹರಿವು,বর্জ্য
ಎತ್ತರ,উচ্চতা
ಎಲುವಿಯೇಶನ್,ইলুভিয়েশন
ಎಲುವಿಯಮ್,এলুভিয়াম
ಎಂಡೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು,এন্ডোডাইনামরফিক মাটি
ಎಂಜಿನಿಯರಿಂಗ್ ಕಾರ್ಯಸಾಧ್ಯತೆ,ইঞ্জিনিয়ারিং সম্ভাব্যতা
ಇಂಗ್ಲಿಷ್ ಬಾಂಡ್,ইংরেজি বন্ড
