Punjabi,Odiya
ਭੂ-ਵਿਗਿਆਨਕ ਉਚਾਈ,ଭ ge ଗୋଳିକ ଉଚ୍ଚତା |
ਪੂਰਨ ਐਂਪੀਅਰ,ସଂପୂର୍ଣ୍ଣ ଆମ୍ପେର୍ |
ਪੂਰਨ ਉਬਾਲ ਬਿੰਦੂ,ସଂପୂର୍ଣ୍ଣ ଫୁଟିବା ବିନ୍ଦୁ |
ਪੂਰਨ ਪ੍ਰਕਾਸ਼,ସଂପୂର୍ଣ୍ଣ ଉଜ୍ଜ୍ୱଳତା |
ਪੂਰਨ ਸਮਰੱਥਾ,ସଂପୂର୍ଣ୍ଣ କ୍ଷମତା
ਪੂਰਨ ਉਚਾਈ,ସଂପୂର୍ଣ୍ଣ ଉଚ୍ଚତା |
ਪੂਰਨ ਰੰਗ,ସଂପୂର୍ଣ୍ଣ ପିଗମେଣ୍ଟ |
"ਪੂਰਨ ਸੰਰਚਨਾ, ਅਸਪਸ਼ਟ ਸੰਰਚਨਾ","ସଂପୂର୍ଣ୍ଣ ବିନ୍ୟାସ, ଅସ୍ପଷ୍ଟ ବିନ୍ୟାସ |"
ਪੂਰਨ ਕੂਲੰਬ,ସଂପୂର୍ଣ୍ଣ କୁଲମ୍ବ |
ਪੂਰਾ ਹਨੇਰਾ,ସମ୍ପୂର୍ଣ୍ଣ ଅନ୍ଧକାର |
ਪੂਰਨ ਸਮਾਂ-ਸਾਰਣੀ,ସଂପୂର୍ଣ୍ଣ କାର୍ଯ୍ୟସୂଚୀ
ਸੰਪੂਰਨ ਘਣਤਾ*,ସଂପୂର୍ଣ୍ଣ ଘନତା *
ਪੂਰਨ ਡਰੇਨੇਜ,ସଂପୂର୍ଣ୍ଣ ଜଳ ନିଷ୍କାସନ |
ਸੰਪੂਰਨ EMU (ਇਲੈਕਟਰੋਮੈਗਨੈਟਿਕ ਯੂਨਿਟ),ସଂପୂର୍ଣ୍ଣ EMU | (ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ଏକକ)
ਸੰਪੂਰਨ ESU (ਸਥਿਰ ਇਕਾਈ),ସଂପୂର୍ଣ୍ଣ ESU | (ଷ୍ଟାଟିକ୍ ୟୁନିଟ୍)
ਪੂਰਨ ਕੁਸ਼ਲਤਾ,ସଂପୂର୍ଣ୍ଣ ଦକ୍ଷତା |
ਪੂਰਨ ਇਲੈਕਟ੍ਰੋਮੀਟਰ,ସଂପୂର୍ଣ୍ଣ ଇଲେକ୍ଟ୍ରୋମିଟର |
ਸੰਪੂਰਨ ਬਾਰੰਬਾਰਤਾ ਸੰਪੂਰਨ ਬਾਰੰਬਾਰਤਾ,ସଂପୂର୍ଣ୍ଣ ଫ୍ରିକ୍ୱେନ୍ସି ସଂପୂର୍ଣ୍ଣ ଫ୍ରିକ୍ୱେନ୍ସି |
ਪੂਰਨ ਨਮੀ,ସଂପୂର୍ଣ୍ଣ ଆର୍ଦ୍ରତା |
ਸੰਪੂਰਨ ਘਟਨਾ,ସଂପୂର୍ଣ୍ଣ ଘଟଣା
ਪੂਰਨ ਪ੍ਰਤੀਕ੍ਰਿਆਤਮਕ ਸੂਚਕਾਂਕ,ସଂପୂର୍ଣ୍ଣ ପ୍ରତୀକାତ୍ମକ ସୂଚକାଙ୍କ |
ਪੂਰਨ ਅਸਥਿਰਤਾ,ସଂପୂର୍ଣ୍ଣ ଅସ୍ଥିରତା |
ਪੂਰਨ ਅਸਥਿਰਤਾ,ସଂପୂର୍ଣ୍ଣ ଅସ୍ଥିରତା |
"ਪੂਰਨ ਤੀਬਰਤਾ, ਸੰਪੂਰਨ ਤੀਬਰਤਾ","ସଂପୂର୍ଣ୍ଣ ତୀବ୍ରତା, ସଂପୂର୍ଣ୍ଣ ତୀବ୍ରତା |"
ਅਸਥਨੀਆ ਦੀ ਪੂਰਨ ਸੀਮਾ,ଆଥେନିଆର ସଂପୂର୍ଣ୍ଣ ସୀମା |
ਪੂਰਨ ਰੋਸ਼ਨੀ ਸਿਲ,ସଂପୂର୍ଣ୍ଣ ଆଲୋକୀକରଣ ସିଲ୍ |
ਪੂਰਨ ਰੌਸ਼ਨੀ ਵਕਰ,ସଂପୂର୍ଣ୍ଣ ଆଲୋକ ବକ୍ର
ਪੂਰਨ ਵਿਸ਼ਾਲਤਾ,ସଂପୂର୍ଣ୍ଣ ପରିମାଣ
ਪੂਰਨ ਬੈਰੋਮੀਟਰ,ସଂପୂର୍ଣ୍ଣ ବାରୋମିଟର |
ਪਰਮ ਸਰਵਉੱਚ,ସର୍ବୋଚ୍ଚ ସର୍ବୋଚ୍ଚ
ਪੂਰਨ ਅਤਿ,ସଂପୂର୍ଣ୍ଣ ଚରମ
ਸਭ ਤੋਂ ਘੱਟ,ସଂପୂର୍ଣ୍ଣ ସର୍ବନିମ୍ନ |
ਪੂਰਨ ਗਤੀ,ସଂପୂର୍ଣ୍ଣ ଗତି
ਪੂਰਨ ਗਤੀ,ସଂପୂର୍ଣ୍ଣ ଗତି
ਪੂਰਨ ਸੰਗੀਤ,ସଂପୂର୍ଣ୍ଣ ସଂଗୀତ |
ਪੂਰਨ ਨਿਰੀਖਣ,ସଂପୂର୍ଣ୍ଣ ନିରୀକ୍ଷଣ |
ਪੂਰਨ ਓਮ,ସଂପୂର୍ଣ୍ଣ ଓହମ୍ |
ਪੂਰਨ ਸਥਿਤੀ,ସଂପୂର୍ଣ୍ଣ ଆଭିମୁଖ୍ୟ
ਪੂਰਨ ਇਲੈਕਟ੍ਰੋਨੈਗੇਟਿਵਿਟੀ,ସଂପୂର୍ଣ୍ଣ ଇଲେକ୍ଟ୍ରୋନେଗେଟିଭିଟି |
ਪੂਰਨ ਗੰਭੀਰਤਾ,ସଂପୂର୍ଣ୍ଣ ମାଧ୍ୟାକର୍ଷଣ |
ਪੂਰਨ ਦਬਾਅ,ସଂପୂର୍ଣ୍ଣ ଚାପ |
ਪੂਰਨ ਸੰਪਤੀ,ସଂପୂର୍ଣ୍ଣ ସମ୍ପତ୍ତି |
ਪੂਰਨ ਸਕੇਲਰ,ସଂପୂର୍ଣ୍ଣ ସ୍କାଲାର୍ |
ਤਾਪਮਾਨ ਦਾ ਪੂਰਨ ਪੈਮਾਨਾ*,ତାପମାତ୍ରାର ଚରମ ମାପ *
"ਸੰਪੂਰਨ ਸਮਕਾਲੀ, ਸੰਪੂਰਨ ਸਮਕਾਲੀ","ସଂପୂର୍ଣ୍ଣ ସିଙ୍କ୍ରୋନି, ସଂପୂର୍ଣ୍ଣ ସିଙ୍କ୍ରୋନି |"
ਪੂਰਨ ਤਣਾਅ,ସଂପୂର୍ଣ୍ଣ ଚାପ |
ਪੂਰਨ ਸਮਰੂਪਤਾ,ସଂପୂର୍ଣ୍ଣ ସମୃଦ୍ଧତା |
ਪੂਰਨ ਗਤੀ ਸਰੀਰ,ସଂପୂର୍ଣ୍ଣ ଗତି ଶରୀର |
ਪੂਰਨ ਯੂਨਿਟ ਸਿਸਟਮ,ସଂପୂର୍ଣ୍ଣ ୟୁନିଟ୍ ସିଷ୍ଟମ୍ |
ਪੂਰਨ ਤਾਪਮਾਨ,ସଂପୂର୍ଣ୍ଣ ତାପମାତ୍ରା |
ਪੂਰਾ ਸਮਾਂ,ସଂପୂର୍ଣ୍ଣ ସମୟ |
ਪੂਰਨ ਇਕਾਈਆਂ,ସଂପୂର୍ଣ୍ଣ ଏକକ |
ਸਹੀ ਮੁੱਲ,ସଂପୂର୍ଣ୍ଣ ମୂଲ୍ୟ
ਪੂਰਨ ਅੰਕ ਕੈਲਕੁਲੇਟਰ,ପୂର୍ଣ୍ଣ କାଲକୁଲେଟର
ਪੂਰਨ ਗਤੀ,ସଂପୂର୍ଣ୍ଣ ବେଗ
ਪੂਰਨ ਲੇਸ,ସଂପୂର୍ଣ୍ଣ ସାନ୍ଦ୍ରତା |
ਪੂਰਨ ਭਾਰ,ସଂପୂର୍ଣ୍ଣ ଓଜନ |
ਪੂਰਨ ਜ਼ੀਰੋ*,ସଂପୂର୍ଣ୍ଣ ଶୂନ *
ਜ਼ੀਰੋ ਦਾ ਪੂਰਨ ਭਾਜਕ,ଶୂନ୍ୟର ସଂପୂର୍ଣ୍ଣ ବିଭାଜନକାରୀ |
ਸੋਖਣਾ,ଶୋଷଣ
ਸ਼ੋਸ਼ਣ ਸੂਚਕਾਂਕ*,ଅବସାଦ ସୂଚକାଙ୍କ *
ਲੀਨ ਊਰਜਾ,ଶୋଷିତ ଶକ୍ତି
"ਸੋਖਣ ਵਾਲਾ, ਸੋਖਣ ਵਾਲਾ","ଶୋଷକ, ଶୋଷକ"
ਸੋਖਣ ਵਾਲਾ ਮਾਧਿਅਮ*,ଅବଶୋଷକ ମାଧ୍ୟମ *
ਸਮਾਈ ਸਮਰੱਥਾ,ଅବଶୋଷଣ କ୍ଷମତା |
ਸਮਾਈ,ଅବସାଦ |
ਸ਼ੋਸ਼ਣ ਮੀਟਰ*,ଶୋଷଣକାରୀ *
ਸੋਖਣ ਗਣਿਤ*,ଶୋଷଣକାରୀ *
ਸਮਾਈ,ଅବଶୋଷଣ
ਸਮਾਈ - ਬੈਂਡ*,ଅବଶୋଷଣ - ବ୍ୟାଣ୍ଡ *
ਸਮਾਈ ਸਰਕਟ,ଅବଶୋଷଣ ସର୍କିଟ |
ਸਮਾਈ ਗੁਣਾਂਕ,ଶୋଷଣ ଗୁଣବତ୍ତା
ਸਮਾਈ ਕਾਲਮ,ଅବଶୋଷଣ ସ୍ତମ୍ଭ
ਸਮਾਈ ਸਥਿਰ,ଅବଶୋଷଣ ସ୍ଥିର |
ਸਮਾਈ ਨਿਰੰਤਰਤਾ,ଅବଶୋଷଣ କ୍ରମାଗତ |
ਸਮਾਈ ਜ਼ੋਨ,ଅବଶୋଷଣ ଜୋନ୍ |
ਸਮਾਈ ਮੌਜੂਦਾ,ଅବଶୋଷଣ କରେଣ୍ଟ |
ਸਮਾਈ ਕਰਵ*,ଅବଶୋଷଣ ବକ୍ର *
ਸਮਾਈ ਫ੍ਰੈਕਚਰ,ଅବଶୋଷଣ ଭଙ୍ଗା |
ਸਮਾਈ ਕੋਰ,ଅବଶୋଷଣ କୋର୍ |
ਸਮਾਈ ਕਾਰਕ,ଅବଶୋଷଣ କାରକ |
ਸਮਾਈ ਫਿਲਟਰ,ଅବଶୋଷଣ ଫିଲ୍ଟର୍ |
ਸੋਖਣ ਫਲੇਮ ਫੋਟੋਮੈਟਰੀ*,ଅବଶୋଷଣ ଫ୍ଲେମ୍ ଫୋଟୋମେଟ୍ରି *
ਸਮਾਈ ਹਾਈਗਰੋਮੀਟਰ,ଅବଶୋଷଣ ହାଇଗ୍ରୋମିଟର |
ਸਮਾਈ ਘਾਤਕ,ଅବଶୋଷଣ ପ୍ରଦର୍ଶକ |
ਸਮਾਈ ਮਾਮੂਲੀ,ଶୋଷଣ ମାର୍ଜିନ
ਸਮਾਈ ਲਾਈਨ,ଅବଶୋଷଣ ରେଖା |
ਸਮਾਈ ਨੁਕਸਾਨ,ଅବଶୋଷଣ କ୍ଷତି |
ਸਮਾਈ ਮੋਡੂਲੇਸ਼ਨ,ଅବଶୋଷଣ ମଡ୍ୟୁଲେସନ୍ |
ਰੋਸ਼ਨੀ ਸਮਾਈ,ହାଲୁକା ଅବଶୋଷଣ |
ਰੇਡੀਏਸ਼ਨ ਊਰਜਾ ਦੀ ਸਮਾਈ,ବିକିରଣ ଶକ୍ତିର ଅବଶୋଷଣ |
ਸਮਾਈ ਸਿਖਰ,ଅବଶୋଷଣ ଶିଖର |
ਸਮਾਈ ਫੋਟੋਮੈਟਰੀ,ଅବଶୋଷଣ ଫୋଟୋମେଟ୍ରି |
ਸਮਾਈ ਅਨੁਪਾਤ,ଅବଶୋଷଣ ଅନୁପାତ |
ਸਮਾਈ ਸੀਮਾ*,ଅବଶୋଷଣ ପରିସର *
ਸ਼ੋਸ਼ਣ ਸਪੈਕਟ੍ਰਮ ਫੋਟੋਮੈਟਰੀ*,ଅବଶୋଷଣ ସ୍ପେକ୍ଟ୍ରମ୍ ଫୋଟୋମେଟ୍ରି *
ਸਮਾਈ ਸਪੈਕਟ੍ਰਮ*,ଅବଶୋଷଣ ସ୍ପେକ୍ଟ୍ରମ *
"ਸਮਾਈ ਟਿਊਬ, ਸਮਾਈ ਟਿਊਬ","ଅବଶୋଷଣ ଟ୍ୟୁବ୍, ଅବଶୋଷଣ ଟ୍ୟୁବ୍ |"
ਸਮਾਈ ਹਾਈਗਰੋਮੀਟਰ,ଅବଶୋଷଣ ହାଇଗ୍ରୋମିଟର |
ਸੋਖਣ ਵਾਲਾ*,ଶୋଷଣକାରୀ *
ਜਜ਼ਬ ਕਰਨ ਵਾਲਾ evaporator,ଶୋଷକ ବାଷ୍ପୀକରଣକାରୀ |
ਸਮਾਈ ਕਾਨੂੰਨ*,ଅବଶୋଷଣ ନିୟମ *
ਸਮਾਈ ਮਾਧਿਅਮ,ଅବଶୋଷଣ ମାଧ୍ୟମ |
"ਸੋਖਣ ਦੀ ਸਮਰੱਥਾ, ਸਮਾਈ*","ଅବଶୋଷଣ କ୍ଷମତା, ଅବଶୋଷଣ *"
ਸਮਾਈ*,ଅବସାଦ *
ਸਟੂਡੀਓ ਸਜਾਵਟ,ଷ୍ଟୁଡିଓ ସାଜସଜ୍ଜା |
ਗੁਣਾ ਅਨੁਪਾਤ,ବହୁଗୁଣ ଅନୁପାତ |
ਰੱਦ ਕਰਨਾ,abvolt
ਬਾਰੇ,ବିଷୟରେ
ਤੇਜ਼ ਕਰੋ,ତ୍ୱରାନ୍ୱିତ କର |
ਪ੍ਰਵੇਗ-ਸਟਾਪ ਦੂਰੀ,ତ୍ୱରଣ-ସ୍ଥଗିତ ଦୂରତା |
ਜਲਦੀ,ଶୀଘ୍ର ଶୀଘ୍ର
ਤੇਜ਼ ਸਮਾਂ ਪ੍ਰਭਾਵ ਟੈਸਟ,ଶୀଘ୍ର ସମୟ ପ୍ରଭାବ ପରୀକ୍ଷା |
ਤੇਜ਼ ਵਹਾਅ,ଶୀଘ୍ର ପ୍ରବାହ
ਤੇਜ਼ ਰਫ਼ਤਾਰ,ଦ୍ରୁତ ଗତି
ਤੇਜ਼ ਸਰੀਰ,ଶୀଘ୍ର ଶରୀର
ਐਕਸਲੇਟਰ ਤੋਲਣ ਵਾਲਾ,ତ୍ୱରଣକାରୀ ଓଜନ
ਐਕਸਲੇਟਰ ਇਲੈਕਟ੍ਰੋਡ*,ତ୍ୱରକ ଇଲେକ୍ଟ୍ରୋଡ୍ *
ਐਕਸਲੇਟਰ ਸਮਾਂ*,ତ୍ୱରକ ସମୟ *
ਐਕਸਲੇਟਰ ਪੜਾਅ,ତ୍ୱରକ ପର୍ଯ୍ୟାୟ |
ਐਕਸਲੇਟਰ ਦਰ,ତ୍ୱରଣକାରୀ ହାର
ਐਕਸਲੇਟਰ ਵੋਲਟੇਜ*,ତ୍ୱରକ ଭୋଲଟେଜ୍ *
ਪ੍ਰਵੇਗ,ତ୍ୱରଣ
ਤੇਜ਼ ਬਲਨ,ତ୍ୱରିତ ଜାଳେଣି |
ਪ੍ਰਵੇਗ ਗੁਣਾਂਕ,ତ୍ୱରଣ ଗୁଣବତ୍ତା
ਪ੍ਰਵੇਗ ਭਾਗ,ତ୍ୱରଣ ଉପାଦାନ
ਗੰਭੀਰਤਾ ਦੇ ਕਾਰਨ ਪ੍ਰਵੇਗ,ମାଧ୍ୟାକର୍ଷଣ ହେତୁ ତ୍ୱରଣ |
ਪ੍ਰਵੇਗ ਕਾਰਕ,ତ୍ୱରଣ କାରକ
ਪ੍ਰਵੇਗਿਤ ਚਾਰਜ,ତ୍ୱରିତ ଚାର୍ଜ |
ਗੰਭੀਰਤਾ ਦਾ ਪ੍ਰਵੇਗ,ମାଧ୍ୟାକର୍ଷଣର ତ୍ୱରଣ
ਪ੍ਰਵੇਗ ਸੰਭਾਵਨਾ,ତ୍ୱରଣ ସମ୍ଭାବନା |
ਪ੍ਰਵੇਗ ਕਾਨੂੰਨ,ତ୍ୱରଣ ନିୟମ
ਪ੍ਰਵੇਗ ਪ੍ਰਕਿਰਿਆ,ତ୍ୱରଣ ପ୍ରକ୍ରିୟା
ਪ੍ਰਵੇਗ ਜ਼ੋਨ,ତ୍ୱରଣ କ୍ଷେତ୍ର
ਪ੍ਰਵੇਗ ਵਿਧੀ,ତ୍ୱରଣ ପଦ୍ଧତି
"ਪ੍ਰਵੇਗ ਸਹਿਣਸ਼ੀਲਤਾ, ਪ੍ਰਵੇਗ ਸਹਿਣਸ਼ੀਲਤਾ","ତ୍ୱରଣ ସହନଶୀଳତା, ତ୍ୱରଣ ସହନଶୀଳତା |"
ਪ੍ਰਵੇਗ ਵੈਕਟਰ,ତ୍ୱରଣ ଭେକ୍ଟର
ਪ੍ਰਵੇਗ-ਵੋਲਟੇਜ,ତ୍ୱରଣ-ଭୋଲଟେଜ୍
ਪ੍ਰਵੇਗ ਲਹਿਰ,ତ୍ୱରଣ ତରଙ୍ଗ
ਐਕਸਲੇਟਰ,ତ୍ୱରକ
"ਪ੍ਰਵੇਗ, ਪ੍ਰਵੇਗਕ *","ତ୍ୱରାନ୍ୱିତ, ତ୍ୱରକ *"
ਐਕਸਲੇਟਰ ਸਮੀਕਰਨ,ତ୍ୱରକ ସମୀକରଣ |
ਐਕਸਲੇਟਰ*,ତ୍ୱରକ *
ਐਕਸਲੇਰੋਮੀਟਰ,ଆକ୍ସିଲେରୋମିଟର
ਐਕਸਲੇਰੋਮੀਟਰ ਮੇਲ ਖਾਂਦਾ ਹੈ,ଆକ୍ସିଲେରୋମିଟର ମେଳ |
prestresser,ସମ୍ମାନ
ਵੈਧ ਅੱਖਰ,ବ valid ଧ ବର୍ଣ୍ଣଗୁଡିକ |
ਸਵੀਕ੍ਰਿਤੀ ਕੋਣ,ଗ୍ରହଣ କୋଣ
ਸਵੀਕ੍ਰਿਤੀ ਨਿਰਧਾਰਨ,ଗ୍ରହଣ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |
ਸਵੀਕਾਰਯੋਗ ਟੈਸਟ,ଗ୍ରହଣୀୟ ପରୀକ୍ଷା
"ਸਵੀਕਾਰ ਕਰਨ ਵਾਲਾ*, ਸਵੀਕਾਰ ਕਰਨ ਵਾਲਾ","ଗ୍ରହଣକାରୀ *, ଗ୍ରହଣକାରୀ"
ਰੀਸੈਪਟਰ ਐਟਮ,ରିସେପ୍ଟର ପରମାଣୁ |
ਰੀਸੈਪਟਰ ਬਾਂਡ,ରିସେପ୍ଟର ବଣ୍ଡ |
ਰਿਸੀਵਰ ਸਰਕਟ,ରିସିଭର୍ ସର୍କିଟ୍ |
ਰੀਸੈਪਟਰ ਪੱਧਰ,ରିସେପ୍ଟର ସ୍ତର
ਦਾਨੀ ਅਣੂ,ଦାତା ଅଣୁ
ਰੀਸੈਪਟਰ ਦੀ ਵਿਸ਼ੇਸ਼ਤਾ,ରିସେପ୍ଟର ସମ୍ପତ୍ତି |
ਰੀਸੈਪਟਰ ਸੰਪਤੀ ਦਾ ਪੱਧਰ,ରିସେପ୍ଟର ସମ୍ପତ୍ତି ସ୍ତର |
ਐਕਸਲੇਟਰ ਹੋਜ਼,ତ୍ୱରକ ହୋସ୍ |
"ਪਹੁੰਚ, ਉਡੀਕ, ਪਹੁੰਚ","ପ୍ରବେଶ, ଅପେକ୍ଷା, ପ୍ରବେଶ"
ਭੁਜ ਤੱਕ ਪਹੁੰਚ ਕਰੋ,ଭୁଜ୍ ପ୍ରବେଶ କରନ୍ତୁ |
ਪਹੁੰਚ ਸਿਸਟਮ,ଆକ୍ସେସ୍ ସିଷ୍ଟମ୍ |
ਪਹੁੰਚ ਦਾ ਸਮਾਂ,ପ୍ରବେଶ ସମୟ
ਪਹੁੰਚਯੋਗਤਾ,ଅଭିଗମ୍ୟତା
"ਵਾਧੂ, ਸਹਾਇਕ, ਸਹਾਇਕ (v, ), ਸਹਾਇਕ ਉਪਕਰਣ","ଅତିରିକ୍ତ, ସହାୟକ, ଆନୁଷଙ୍ଗିକ (v, ), ଆନୁଷଙ୍ଗିକ |"
ਵਾਧੂ ਪਾਬੰਦੀਆਂ,ଅତିରିକ୍ତ ପ୍ରତିବନ୍ଧକ |
ਇਤਫ਼ਾਕ,ସୁଯୋଗ ସମକକ୍ଷ |
ਅਚਾਨਕ ਸੁਧਾਰ,ଆକସ୍ମିକ ସଂଶୋଧନ |
ਦੁਰਘਟਨਾ ਦੇ ਬਾਇਓਜੇਨੇਸਿਸ,ଆକସ୍ମିକ ବାୟୋଜେନେସିସ୍ |
ਅਚਾਨਕ ਮੋੜ,ଆକସ୍ମିକ ବିଭ୍ରାଟ |
ਵਿਜ਼ਟਰ ਗਲਤੀ,ପରିଦର୍ଶକ ତ୍ରୁଟି |
"ਅਚਾਨਕ ਰੁਕਣਾ, ਅਚਾਨਕ ਰੁਕਣਾ","ହଠାତ୍ ବନ୍ଦ, ଆକସ୍ମିକ ବନ୍ଦ |"
ਦੁਰਘਟਨਾ ਸੰਚਾਰ,ଆକସ୍ମିକ ସଂକ୍ରମଣ
ਬੇਤਰਤੀਬ ਪਰਿਵਰਤਨ,ଅନିୟମିତ ଭିନ୍ନତା |
ਵਿਵਸਥਾ,ଆଡଜଷ୍ଟମେଣ୍ଟ୍
ਸਥਿਤੀ ਵਿੱਚ,ସ୍ଥିତ
ਸੰਚਿਤ ਗਲਤੀ,ସଂଗୃହିତ ତ୍ରୁଟି |
"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","ଜମା, ଜମା"
ਊਰਜਾ ਸਟੋਰੇਜ਼,ଶକ୍ତି ସଂରକ୍ଷଣ
ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ*,ଜମାକାରୀ *
ਸ਼ੁੱਧਤਾ,ସଠିକତା
ਅਸਲੀਅਤ,ବାସ୍ତବତା
ਅਸਲ ਸਾਧਨ ਨਿਰੀਖਣ,ପ୍ରକୃତ ଯନ୍ତ୍ରର ପର୍ଯ୍ୟବେକ୍ଷଣ |
ਸਟੀਕ ਰੇਂਜ ਮਾਰਕਰ,ସଠିକ୍ ପରିସର ମାର୍କର |
ਸ਼ੁੱਧਤਾ ਸਕੈਨਿੰਗ,ସଠିକତା ସ୍କାନିଂ |
