Kannada,English
ಅನಿಯಂತ್ರಿತ ಬಿಂದು,arbitrary point
ಆರ್ಕಿಮಿಡೀಸ್ ಕಾನೂನು,Archemedean law
ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು,Archimedes principle
"ಚಾಪ-ಉದ್ದ, ಚಾಪ-ಉದ್ದ",arc length
ವೃತ್ತದ ಚಾಪ,arc of circle
ವಿಲೋಮ ಸೈನ್ ವಿತರಣೆ,arc sine distribution
ವಿಲೋಮ ಸೈನ್ ಪರಿವರ್ತನೆ,arc sine transformation
"ಪ್ರದೇಶ, ಪ್ರದೇಶ",area
ಪ್ರಾದೇಶಿಕ ಸಂರಚನೆ,areal texture
ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ಕೋನ,argument of complex number
ಅಂಕಗಣಿತದ ಸರಾಸರಿ,arithmetic mean
ಡಿಜಿಟಲ್ ಕಾರ್ಯಾಚರಣೆ,arithmetic operation
ಡಿಜಿಟಲ್ ಘಟಕ,arithmetic unit
"ಸಂರಚನೆ, ವ್ಯವಸ್ಥೆ",arrangement
"ವ್ಯೂಹ, ವ್ಯೂಹ",array
ಕೃತಕ ಉಪಗ್ರಹ,artificial satellite
ಕೃತಕ ವೇರಿಯಬಲ್,artificial variable
ಏರಲು,ascend
ಆರೋಹಣ,ascending
ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ,ascending order of magnitude
ಆರೋಹಣ ದರ್ಜೆ,ascending series
ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ,assembler language
"ನಿಯೋಜನೆ ಸಮಸ್ಯೆ ನಿಯೋಜನೆ ಪ್ರಶ್ನೆ,",assignment problem
ಸಹಾಯಕ ನಿಯಮ,associative law
ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ನಿಯಮ,associative law of operators
ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ,associative operation
ಒಡನಾಟ,associativity
ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ,assumed mean
ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ,assumed probability distribution
"ಕಲ್ಪಿಸಿಕೊಂಡ, ಒಪ್ಪಿಕೊಂಡ,",assumption
ಜ್ಯೋತಿಷ್ಯ,astrology
"ಗಗನಯಾತ್ರಿ ಎಂಜಿನಿಯರ್ ಬಾಹ್ಯಾಕಾಶ ಎಂಜಿನಿಯರ್,",astronautical engineer
ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ*,astronomer
ಖಗೋಳ ಗಡಿಯಾರ,astronomical clock
ಖಗೋಳಶಾಸ್ತ್ರ,astronomy
ಅಸಮಪಾರ್ಶ್ವದ ಕರ್ವ್,asymmetrical curve
ಅಸಿಮ್ಮೆಟ್ರಿ,asymmetry
ಲಕ್ಷಣರಹಿತ,asymptote
ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ,asymptotic
ಪ್ರಗತಿಪರ ಅಂದಾಜುಗಾರ,asymptotically efficient estimator
ಹಿಮ್ಮುಖ ಪಕ್ಷಪಾತದ ಅಂದಾಜುಗಾರ,asymptotically unbiased estimator
ಹಿಮ್ಮುಖ ನಡವಳಿಕೆ,asymptotic behavior
ಆಕ್ರಮಣಕಾರಿ ವಿತರಣಾ ಕಾರ್ಯ,asymptotic distribution function
ಮೇಲ್ಮುಖವಾಗಿ ಹರಡಿತು,asymptotic expansion
ವಾತಾವರಣದ ಒತ್ತಡ,atmospheric pressure
"ಯಾದೃಚ್ಛಿಕವಾಗಿ,",at random
ಆಸ್ತಿ*,attribute
ಗುಣಲಕ್ಷಣ-ಮಾದರಿ-ಯಾಂತ್ರಿಕತೆ,attributes sampling procedure
ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್,augmented matrix
ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ,autocorrelation coefficient
ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ,autocorrelation function
ಸಹವರ್ತಿತ್ವ,autocovariance
ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್,automatic computer
ಸ್ವಯಂ ಹಿನ್ನಡೆ,autoregression
ಸಹಾಯಕ ಸಮೀಕರಣ,auxiliary equation
ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (MPC ಕರ್ವ್),average sample number curve (A.S.N. Curve)
"ಮೂಲತತ್ವ, ಮೂಲತತ್ವ",axiom
ಮೂಲತತ್ವ ವಿಧಾನ,axiomatic approach
ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ,axiom of probability
ಅಕ್ಷರೇಖೆ,axis
ಭುಜಾಕ್ಷ,axis of abscissa
ಭೂಮಿಯ ಅಕ್ಷ,axis of earth
ತಿರುಗುವ ಅಕ್ಷ,axis of revolution
ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ,axis of rotation
ಸ್ಪಿನ್ ಅಕ್ಷ,axis of spin
ಪೋಸ್ಟ್ ಬದಲಿ,back-substitution
ನಂತರ,backward difference
ಹಿಂದಿನ ಅಳವಡಿಕೆ ಸೂತ್ರ,backward-interpolation formula
"ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ",balance
ಸಮತೋಲಿತ ವಿನ್ಯಾಸ,balanced design
ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್,balance sheet
ಕ್ಷಿಪಣಿ,ballistic missile
"ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್, ಶಸ್ತ್ರಾಸ್ತ್ರ",ballistics
"ಕಾಲಮ್, ಬಾರ್, ಕಾಬ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಲೈನ್, ಲೈನ್, ಟೆಸ್ಟ್ ಲೈನ್, ಎಡ್ಜ್",bar
"ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್",base
ಮೂಲ ಕೋನ,base angle
"ಲಾಗರಿಥಮ್ನ ಆಧಾರ, ಲಾಗರಿಥಮ್ನ ಆಧಾರ",base of logarithm
"ಮೂಲಭೂತ, ಮೂಲಭೂತ,",basic
ಮೂಲ ಸುಸಂಬದ್ಧ ಪರಿಹಾರ,basic feasible solution
ಮೂಲ ಪರಿಹಾರ,basic solution
ಮೂಲ ವೇರಿಯಬಲ್,basic variable
ಬೇಸ್,basis
ಮೂಲ ಅಂಶ,basis element
ಮೂಲ ಮ್ಯಾಟ್ರಿಕ್ಸ್,basis matrix
ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ,basis of a vector space
ಉಪಜನಸಂಖ್ಯೆಯ ಆಧಾರ,basis of subspace
ನಿರ್ಲಜ್ಜ,Bayesian estimate
ಬೆಜ್-ನಿಯಮ,Bayes' law
ಬೆಜ್-ಪ್ರಮೇಯ,Bayes' theorem
ಬರ್ನೌಲಿ-ವಿತರಣೆ,Bernoulli distribution
ಬರ್ನೌಲ್ಲಿ ಸಂಖ್ಯೆಗಳು,Bernoulli number
ಬರ್ನೌಲ್ಲಿ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ,Bernoulli probability function
ಬರ್ನೌಲ್ಲಿ-ಸಮೀಕರಣ,Bernoulli's equation
ಬೆರ್ರಿ ಕಾರ್ಯ,Berry function
ಅತ್ಯುತ್ತಮ ಅಂಟಿಕೊಳ್ಳುವಿಕೆ,best fit
ಅತ್ಯುತ್ತಮ ಅಂಟಿಕೊಳ್ಳುವ ರೇಖೆ,best - fit line
ಉತ್ತಮ ಪರಿಹಾರ,best solution
ಅತ್ಯುತ್ತಮ ಸಲಹೆಗಳು,best strategies
ಬೀಟಾ ವಿತರಣೆ,beta distribution
"ಪಕ್ಷಪಾತ, ಪಕ್ಷಪಾತ",bias
ಪಕ್ಷಪಾತದ ಮೌಲ್ಯಮಾಪನ,biased estimate
ದ್ವಿಪದ ಸಮೀಕರಣ,biharmonic equation
ಒಂದೇ ಕವರ್,bijection
ಒಂದೇ ಕವರ್ ನಕ್ಷೆ,bijective map
ಏಕ ಕವರ್ ಮ್ಯಾಪಿಂಗ್,bijective mapping
ಚತುರ್ಭುಜ ಚತುರ್ಭುಜ,bilinear form
ಬೈಲಿನಿಯರ್ ಕಾರ್ಯ,bilinear function
ಬೈಲಿನಿಯರ್ ಹರ್ಮಿಟಿಯನ್ ಏಕರೂಪತೆ,bilinear Hermitian form
"ದ್ವಿ-ವೇರಿಯಬಲ್, ಬೈನರಿ, ಡ್ಯುಯಲ್",binary
"ಬೈನರಿ ಕೋಡ್, ಬೈನರಿ ಕೋಡ್",binary code
"ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ, ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ",binary coded decimal
ಬೈನರಿ ಎನ್ಕೋಡಿಂಗ್,binary coding
ಬೈನರಿ ಕಂಪ್ಯೂಟರ್,binary computer
ಬೈನರಿ ಸಂಖ್ಯೆಗಳು,binary digit
ಬೈನರಿ ಕಾರ್ಯಾಚರಣೆ,binary operation
ಬೈನರಿ ವಿಧಾನ,binary system
ಬೈನರಿ ವೇರಿಯಬಲ್,binary variable
ದ್ವಿಪದ ಗುಣಾಂಕ,binomial coefficient
ದ್ವಿಪದ ವಿತರಣೆ,binomial distribution
ದ್ವಿಪದ ಸಮೀಕರಣ,binomial equation
ದ್ವಿಪದ ವ್ಯತ್ಯಾಸ,binomial expansion
ದ್ವಿಪದ ಅಭಿವ್ಯಕ್ತಿ,binomial expression
ದ್ವಿಪದ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್,binomial random variable
ದ್ವಿಪದ ಪ್ರಮೇಯ,binomial theorem
"ಅರ್ಧ, ಕವಲೊಡೆಯುವಿಕೆ",bisection
"ಬೈಸೆಕ್ಟ್ ವಿಧಾನ, ಸೆಮಿಡಿವಿಷನ್ ವಿಧಾನ",bisection method
ಅರ್ಧ ದ್ವಿಭಾಜಕ,bisector
"ದ್ವಿಪದ, ದ್ವಿಪದ",biserial
"ದ್ವಯಾಂಕ್ (ದ್ವಿಮಾನ ಸಂಖ್ಯೆ), ಅನಿ, ಬರ್ಮೀಸ್, ತುಕ್",bit
ದ್ವಿಪದ ದ್ವಿಪದ ವಿತರಣೆ ದ್ವಿಪದ,bivariate binomial distribution
ದ್ವಿಗುಣ ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ,bivariate correlation coefficient
ದ್ವಿಗುಣ ವಿತರಣೆ,bivariate distribution
ದ್ವಿಗುಣ ಸಾಮಾನ್ಯ-ವಿತರಣೆ,bivariate normal distribution
ಬೈವೆಕ್ಟರ್,bivector
ಬೋಲ್ಟ್‌ಮನ್ ಸಮೀಕರಣ,Boltzmann equation
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ*,Boolean algebra
ಬೋಸ್-ಐನ್ಸ್ಟೈನ್ ಅಂಕಿಅಂಶಗಳು,Bose - Einstein statistics
ಮಿತಿ ನಿರ್ಬಂಧಗಳು,boundary condition
ಗಡಿ ಮಟ್ಟ,boundary layer
ಗಡಿ ರೇಖೆ,boundary line
ಮಿತಿ ಮೌಲ್ಯ,boundary value
ಗಡಿ ಮೌಲ್ಯದ ಸಮಸ್ಯೆ,boundary value problem
"ಪರಿಮಿತಿ ಕಾರ್ಯ ಸೀಮಿತ ಹಣ್ಣು,",bounded function
"ಬೌಂಡೆಡ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಬೌಂಡೆಡ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಬೌಂಡೆಡ್ ಟೇಬಲ್,",bounded matrix
"ಗಡಿ ಪ್ರದೇಶ ಗಡಿ ಪ್ರದೇಶ,",bounded region
"ಬೌಂಡೆಡ್ ಸೆಟ್ ಬೌಂಡೆಡ್ ಸೆಟ್,",bounded set
ಬ್ರೌನಿ ಚಲನೆ,Brownian motion
ಲೆಕ್ಕಾಚಾರ ಮಾಡಲು,calculate
ಲೆಕ್ಕಾಚಾರ,calculating
"ಕ್ಯಾಲ್ಕುಲೇಟರ್, ಕ್ಯಾಲ್ಕುಲೇಟರ್",calculating machine
ಲೆಕ್ಕಾಚಾರ*,calculation
ಕಂಪ್ಯೂಟೇಶನಲ್ ಕ್ರಿಯೆಯ ವಿಧಾನ,calculational procedure
"ಕ್ಯಾಲ್ಕುಲೇಟರ್, ಕ್ಯಾಲ್ಕುಲೇಟರ್",calculator
"ಕಲನಶಾಸ್ತ್ರ, ಕಲನಶಾಸ್ತ್ರ",calculus
ವ್ಯತ್ಯಾಸ ಕಲನಶಾಸ್ತ್ರ,calculus of variation
ಕ್ಯಾಲೋರಿಗಳು,calorie
ನಿಯಮವನ್ನು ರದ್ದುಗೊಳಿಸಿ,cancellation law
ಅಂಗೀಕೃತ ಸಮೀಕರಣ,canonical equation
ಅಂಗೀಕೃತ ರೂಪ,canonical form
"ಕ್ಯಾನೋನಿಕಲ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಕೆ ಕ್ಯಾನೋನಿಕಲ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್",canonical matrix
ಕ್ಯಾಂಟರ್ ಸೆಟ್,Cantor set
ಕ್ಯಾಂಟರ್ ತ್ರಿಕೋನ ಸೆಟ್,Cantor's ternary set
ನಿರ್ಬಂಧಿತ ಸಾರಿಗೆ ಸಮಸ್ಯೆ,capacitated transportation problem
ಸಾಮರ್ಥ್ಯ,capacity
ಕ್ಯಾಪಿಲ್ಲರಿ ಬಲ,capillary force
"ಎಣಿಕೆ ಸಂಖ್ಯೆ, ಕಾರ್ಡಿನಲ್ ಸಂಖ್ಯೆ",cardinal number
ಕಾರ್ಟೇಶಿಯನ್ ಅಕ್ಷ,Cartesian axes
ಕಾರ್ಟೇಶಿಯನ್ ನಿರ್ದೇಶಾಂಕಗಳು,Cartesian coordinates
ಕಾರ್ಟೇಶಿಯನ್ ಉತ್ಪನ್ನ,Cartesian product
ಸೆಟ್‌ಗಳ ಕಾರ್ಟೇಶಿಯನ್ ಗುಣಾಕಾರ,Cartesian product of sets
"ಕೇಸ್ ಸ್ಟಡಿ, ಕೇಸ್ ಸ್ಟಡಿ",case study
ದುರಂತ ಭಾಷಣ,catastrophic fluctuation
ಕ್ಯಾಟನರಿ,Catenary
ಕೌಚಿ ವಿತರಣೆ,Cauchy distribution
ಕೌಶಿಯ ಸೂತ್ರ,Cauchy formula
ಕೌಶಿ-ಗುರ್ಸಾ-ಪ್ರಮೇಯ,Cauchy Goursat theorem
ಕೌಶಿ-ರೀಮನ್-ಬಾನ್,Cauchy Riemann conditions
ಕೌಚಿ ಅನುಕ್ರಮ,Cauchy sequence
ಕೌಶಿ ಅವಿಭಾಜ್ಯ,Cauchy integral
ಕೌಶಿ ಮುಖ್ಯ-ಮೌಲ್ಯ,Cauchy principal value
ಕೌಚಿ ಶೇಷ ಪ್ರಮೇಯ,Cauchy residue theorem
ಕ್ಯಾಲೆ-ಹ್ಯಾಮಿಲ್ಟನ್-ಪ್ರಮೇಯ,Cayley Hamilton theorem
ಆಕಾಶಕಾಯ,celestial body
ಖಗೋಳ ಮಾಪನ,celestial measurement
ಆಕಾಶ ಯಂತ್ರಶಾಸ್ತ್ರ,celestial mechanics
ಆಕಾಶಕಾಯ,celestial object
ಜೀವಕೋಶದ ಆವರ್ತನ,cell frequency
"ಜನಗಣತಿ, ಜನಗಣತಿ",census
ಶೇಕಡಾವಾರು,centile
ಸೆಂಟಿಮೀಟರ್,centimeter
ಸೆಂಟಿಮೀಟರ್-ಗ್ರಾಂ-ಎರಡನೆಯ ವಿಧಾನ,centimeter gram second system
"ಕೇಂದ್ರ, ಕೇಂದ್ರೀಕೃತ",central
ಕೇಂದ್ರ ಅಕ್ಷ,central axis
ಕೇಂದ್ರ ಅಂತರ,central difference
ಕೇಂದ್ರ ವ್ಯತ್ಯಾಸ ಸೂತ್ರ,central difference formula
ಕೇಂದ್ರ ಭೇದಾತ್ಮಕ ಕೋಷ್ಟಕ,central difference table
ಕೇಂದ್ರ ಮಿತಿ ಪ್ರಮೇಯ,central limit theorem
ಕೇಂದ್ರ ಕ್ಷಣ,central moment
ಕೇಂದ್ರ ಸಂಪನ್ಮೂಲ ಘಟಕ,central processing unit (C.P.U)
ಕೇಂದ್ರ ಪ್ರವೃತ್ತಿ,central tendency
ಕೇಂದ್ರ*,centre
ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಕೇಂದ್ರ,centre of gravity
ಗುಂಪು ಕೇಂದ್ರ,centre of group
ಸಮೂಹ ಕೇಂದ್ರ,centre of mass
ಸಮ್ಮಿತಿಯ ಕೇಂದ್ರ,centre of symmetry
ಕೇಂದ್ರಾಪಗಾಮಿ ಬಲದ,centrifugal force
ಕೇಂದ್ರಾಭಿಮುಖ ಬಲ,centripetal force
"ಕೇಂದ್ರಾಭಿಮುಖ ಮೆರಿಡಿಯನ್,",centroid
ಖಚಿತತೆ,certainty
cgs ವಿಧಾನ,c.g.s. system
cgs ಘಟಕ,c.g.s. unit
ವಿಭಿನ್ನತೆಯ ಸರಪಳಿ ನಿಯಮ,chain rule of differentiation
ಅಕಸ್ಮಾತ್ತಾಗಿ,chance causes
ಯಾದೃಚ್ಛಿಕ ಚಲನೆ,chance moves
ಅಕ್ಷದ ಶಿಫ್ಟ್,change of axes
"ಬೇಸ್ ಬದಲಾವಣೆ ಪೇಯಾಧರ್-ಬದಲಾವಣೆ,",change of basis
ಕ್ರಮಪಲ್ಲಟನೆ,change of order
ವಿಶಿಷ್ಟ ಗುಣಾಂಕ,characteristic coefficient
ವಿಶಿಷ್ಟ ನಿರ್ಧಾರಕ,determinant
