Marathi,Tamil
एम्फेक्टियोनिक लीग,ஆம்ஃபிக்டியோனிக் லீக்
अॅम्फिथिएटर,ஆம்பிதியேட்டர்
अमरी नल गट (मातीचा),அம்ரி நல் குழு (மட்பாண்டங்கள்)
अनाक्रोनिझम,அனாக்ரோனிசம்
अनाक्रोनिस्टिक,காலமற்ற
पूर्वज,மூதாதையர்
पूर्वजांची पूजा,முன்னோர் வழிபாடு
वंशपरंपरा,பரம்பரை
वंशपरंपरा,பரம்பரை
वंशपरंपरा,பரம்பரை
वंशपरंपरा,பரம்பரை
प्राचीन राजवट,பண்டைய ஆட்சி
प्राचीन,பண்டைய
प्राचीन बालगीत,பழங்கால பாலாட்
प्राचीन श्रद्धा,பண்டைய நம்பிக்கை
प्राचीन प्रथा,பண்டைய வழக்கம்
प्राचीन इतिहास,பண்டைய வரலாறு
प्राचीन स्मारके,பழங்கால நினைவுச்சின்னங்கள்
किस्सा,சிறுகதை
अँजेलोट,ஏஞ்சலோட்
एंजलस,ஏஞ்சலஸ்
अँजेविन (=अंजेविन),ஆஞ்செவின் (=அஞ்செவின்)
कोन,கோணங்கள்
अँग्लिकन,ஆங்கிலிகன்
अँग्लिकन कम्युनियन,ஆங்கிலிகன் ஒற்றுமை
अँग्लिकनवाद,ஆங்கிலிக்கனிசம்
अँग्लो-फोब,ஆங்கிலோ-போப்
अँग्लो-फोबिया,ஆங்கிலோ-ஃபோபியா
अँग्लो-सॅक्सन,ஆங்கிலோ-சாக்சன்
अँग्लो-सॅक्सोनवाद,ஆங்கிலோ-சாக்சோனிசம்
अॅनालिस्ट,அன்னாலிஸ்ட்
इतिहास,அன்னல்
संलग्नीकरण,இணைப்பு
अँटी-बेलम,ஆன்டி-பெல்லம்
पूर्वीची तारीख,முன் தேதி
कारकुनविरोधी,மதகுருத்துவத்திற்கு எதிரானது
कारकुनी विरोधी कायदा,மதகுருவுக்கு எதிரான சட்டம்
पुरातन वास्तू,பழமை
विरोधी भाडे,எதிர்ப்பு வாடகை
विरोधी भाडे,எதிர்ப்பு வாடகை
सेमिटिझम विरोधी,யூத எதிர்ப்பு
अँझॅक,அன்சாக்
अपेला,அப்பெல்லா
अरालू,அரலு
आर्च बिशप,பேராயர்
आर्च डची,ஆர்ச் டச்சி
आर्च ड्यूक,ஆர்ச் டியூக்
आर्काइफ (=अभिलेख संग्रह),காப்பகம் (=காப்பக சேகரிப்பு)
आर्किपिस्कोपेट,ஆர்க்கிபிஸ்கோபேட்
अभिजात वर्ग,பிரபுத்துவம்
कुलीन,பிரபு
खानदानी स्नोबरी,பிரபுத்துவ ஸ்னோபரி
अॅरिस्टोटेलियन,அரிஸ்டாட்டிலியன்
आरमार,அர்மடா
आरमार (=स्पॅनिश आरमार),அர்மடா (=ஸ்பானிய அர்மடா)
आर्मोरिस्ट (= आर्मरिस्ट),கவசக்காரர் (=கவசக்காரர்)
चिलखत (= चिलखत),கவசம் (=கவசம்)
आर्मरिस्ट,ஆயுதக்கடைக்காரர்
आर्यन,ஆர்யன்
आर्यन,ஆர்யன்
अस्करी,அஸ்காரி
नियुक्त करा,ஒதுக்கு
Assize,உதவு
Assize,உதவு
Assize,உதவு
शस्त्रास्त्र कायद्याची मदत,ஆயுதச் சட்டம்
डॅरेन प्रेझेंटमेंटची मदत,அசிஸ் ஆஃப் டேரின் பிரசன்ட்மென்ட்
मॉर्ट &#39;डी&#39; पूर्वजांची मदत,மோர்ட் &#39;டி&#39; மூதாதையரின் அசிஸ்
कादंबरी Disseisin च्या Assize,நாவல் Disseisin Assize
अत्याचार,கொடுமை
हल्ला,தாக்குதல்
ऑलिक कौन्सिल,ஆலிக் கவுன்சில்
देवीची कुर्‍हाड (= देवी कुर्हाड),கோடரியின் கோடாரி (=கெடெஸ் கோடாரி)
अक्ष (=रोम-बर्लिन-टोकियो अक्ष),அச்சு (=ரோம்-பெர்லின்-டோக்கியோ அச்சு)
बॅबिलोन,பாபிலோன்
बॅबिलोनियन बंदिवास (= बॅबिलोनी कैद),பாபிலோனிய சிறைப்பிடிப்பு (=பாபிலோனிய சிறைப்பிடிப்பு)
बचनाल भक्त,பச்சனல் பக்தர்
बचनालिया,பச்சனாலியா
बॅचलर,இளங்கலை
बगदाद करार,பாக்தாத் ஒப்பந்தம்
बाल्कन लीग,பால்கன் லீக்
बाल्कन करार,பால்கன் ஒப்பந்தம்
बाल्कन युद्धे,பால்கன் போர்கள்
बाल्टिक करार,பால்டிக் ஒப்பந்தம்
डाकू,கொள்ளைக்காரன்
बांडुंग परिषद,பாண்டுங் மாநாடு
हद्दपार,நாடுகடத்தல்
बॅनर,பதாகை
रानटी,காட்டுமிராண்டித்தனம்
बार्बिकन,பார்பிகன்
बारडोली सत्याग्रह,பர்தோலி சத்தியாகிரகம்
धान्याचे कोठार बर्नर्स,பார்ன் பர்னர்ஸ்
जहागीरदार,பரோன்
बॅरोनेज,பாரோனேஜ்
Barones majores,பரோன்ஸ் மேஜர்கள்
बॅरोन्स अल्पवयीन,பரோன்ஸ் மைனர்கள்
जहागीरदार,பரோனஸ்
बॅरोनेट,பரோனெட்
बॅरोनेटेज,பரோனேடேஜ்
बॅरोनेटेज,பரோனேடேஜ்
बॅरोनेटसी,பேரோனெட்டி
बॅरोनी,பேரோனி
बॅराकून,பாராகூன்
बॅराकून,பாராகூன்
बॅरिकेड (= बॅरिकेडो),தடுப்பு (=பேரிகாடோ)
बॅरिकेड (= बॅरिकेडो),தடுப்பு (=பேரிகாடோ)
बॅरिकेड (= बॅरिकेडो),தடுப்பு (=பேரிகாடோ)
बेस कॅम्प,அடிப்படை முகாம்
बॅसिलिका,பேராலயம்
बॅसिलिका,பேராலயம்
बॅस्टिला,பஸ்திலா
बॅस्टिल,பாஸ்டில்
बॅस्टिल,பாஸ்டில்
बॅटरी,மின்கலம்
लढाई,போர்
Batlle-array,போர்-வரிசை
लढाई रडणे,யுத்த அழுகுரல்
लढाई दिन,போர் டின்
युद्धक्षेत्र,போர்க்களம்
लढाई भजन,போர் பாடல்
स्पर्सची लढाई,ஸ்பர்ஸ் போர்
स्टँडर्डची लढाई,ஸ்டாண்டர்ட் போர்
युद्धनौका,போர்க்கப்பல்
युद्धनौका-शक्ती,போர்க்கப்பல்-வலிமை
Bayeux टेपेस्ट्री,பேயுக்ஸ் சீலை
बीकन,கலங்கரை விளக்கம்
बीकन टॉवर,கலங்கரை விளக்கம் கோபுரம்
बीव्हर,பீவர்
बीव्हर,பீவர்
समुद्राचे भिकारी,கடலின் பிச்சைக்காரர்கள்
बेलिकोज,பெல்லிகோஸ்
बेलिकोज,பெல்லிகோஸ்
बेलिकोज,பெல்லிகோஸ்
बेलिकोसिटी,பெல்கோசிட்டி
बेलोना,பெல்லோனா
फायदा,நன்மை
धर्मगुरूंचा लाभ,குருமார்களின் பலன்
बेनेलक्स,பெனலக்ஸ்
बर्लिन डिक्री,பெர்லின் ஆணை
बेसरकर,பெர்சர்கர்
बेझंट (=बेझंट),பெசன்ட் (=பெசண்ட்)
बेथेल,பெத்தேல்
बिब्लिओलेटर,நூலாசிரியர்
ग्रंथदिंडी,புத்தக வழிபாடு
मोठा बर्था,பெரிய பெர்தா
धर्मांध,மதவெறி
बिलेटिंग,பில்லெட்டிங்
अटेंडरचे बिल,பில்
अधिकारांचे विधेयक,உரிமைகள் மசோதா
चरित्रकार,வாழ்க்கை வரலாற்றாசிரியர்
जन्मकथा,பிறப்பு கதைகள்
बिव्होक,Bivouac
बिव्होक,Bivouac
बिव्होक,Bivouac
बिझोनिया,பிசோனியா
काळा पक्षी,கருப்பு பறவைகள்
काळा झेंडा,கருப்பு கொடி
कृष्ण विवर,கருந்துளை
कृष्ण विवर,கருந்துளை
काळा पाय (= खरुज),கருப்பு கால் (=சிரங்கு)
काळा शर्ट,கருப்பு சட்டை
ब्लेझोन,பிளேசன்
ब्लेझोन,பிளேசன்
झगमगाट,பிரகாசம்
झगमगाट,பிரகாசம்
ब्लिट्झक्रीग,பிளிட்ஸ்கிரீக்
रक्तहीन क्रांती (=वैभवशाली क्रांती),இரத்தமில்லாத புரட்சி (=புகழ்பெற்ற புரட்சி)
ब्लडवाईट,இரத்தம் கொண்டவர்
ब्लडी मेरी,ப்ளடி மேரி
निळा,நீலம்
निळे रक्त,நீல இரத்தம்
निळे पुस्तक,நீல புத்தகம்
निळी फीत,நீல தலைப்பட்டை
निळी फीत,நீல தலைப்பட்டை
ब्लूज (=रॉयल हॉर्स गार्ड),ப்ளூஸ் (=ராயல் குதிரை காவலர்கள்)
निळा शर्ट,நீல நிற சட்டை
ब्लू वॉटर स्कूल,நீல நீர் பள்ளி
नियंत्रण मंडळ,கட்டுப்பாட்டு வாரியம்
शरीर चिलखत,உடல் கவசம்
बोअर,போயர்
लूट,கொள்ளை
बरो,பெருநகரம்
बुलेउटेरियन,பவுல்யூடெரியன்
बोरबॉन,போர்பன்
बॉक्सर बंडखोरी,குத்துச்சண்டை வீரர் கிளர்ச்சி
ब्रेस,பிரேஸ்
ब्रासर्ड,பிராசர்ட்
ब्रासर्ड,பிராசர்ட்
ब्रेड वसाहती,ரொட்டி காலனிகள்
ब्रेस्ट प्लेट,மார்பக தட்டு
स्तनाचे काम,மார்பக வேலை
ब्रेटवाल्डा,ப்ரெட்வால்டா
ब्रिगेंड,பிரிகாண்ட்
दलाल,பிரிகாண்டேஜ்
ब्रिटिश कॉमनवेल्थ ऑफ नेशन्स,பிரிட்டிஷ் காமன்வெல்த் நாடுகள்
तपकिरी शर्ट (=नाझी),பிரவுன் ஷர்ட்ஸ் (=நாஜிக்கள்)
ब्रुसेल्स ट्रीटी (पॅक्ट) संस्था (=वेस्टर्न युरोपियन युनियन),பிரஸ்ஸல்ஸ் உடன்படிக்கை (ஒப்பந்தம்) அமைப்பு (=மேற்கு ஐரோப்பிய ஒன்றியம்)
बफ,பஃப்
बफ,பஃப்
बफ-कोट,பஃப்-கோட்
बफ्स,பஃப்ஸ்
बुले (=परिषद),புலே (=சபை)
बर्गेज,பர்கேஜ்
बर्जेस,பர்கெஸ்
बायझँटाईन,பைசண்டைன்
बायझँटाईन चर्च,பைசண்டைன் தேவாலயம்
बायझँटाईन साम्राज्य,பைசண்டைன் பேரரசு
बायझँटाईन युग,பைசண்டைன் சகாப்தம்
बायझँटाईन इतिहासकार,பைசண்டைன் வரலாற்றாசிரியர்கள்
कॅबल,கபால்
सीझरवाद,சீசரிசம்
खलिफा,கலீஃபா
कॅलिग्राफर,எழுத்தாளன்
कॅलिग्राफिस्ट,கையெழுத்து எழுதுபவர்
कॅलिग्राफी,எழுத்துக்கலை
कॅल्ट्रॉप,கால்ட்ராப்
सौहार्द,தோழமை
कॅमरिला,கேமரிலா
कॅमरिला,கேமரிலா
कॅमेलॅकम,கேமலாகம்
क्लृप्ती,உருமறைப்பு
मोहीम,பிரச்சாரம்
शिबिराचे अनुयायी,முகாம் பின்பற்றுபவர்
कॅम्पो सॅंटो,காம்போ சாண்டோ
कॅम्पस मार्टियस,மார்டியஸ் வளாகம்
कॅनेफोरा,கேனபோரா
कॅंग्यू,கங்கு
तोफखाना,பீரங்கி
तोफ चारा,பீரங்கி தீவனம்
कॅनन,நியதி
कॅनन कायदा,நியதி சட்டம்
कॅनोपस डिक्री,கனோபஸ் ஆணை
कण्टिंग शस्त्र,ஆயுதங்களை ஏந்துதல்
बंदिवान,கைதி
कॅप्टर,பிடிப்பவன்
कार्डिनल,கார்டினல்
कार्ल,கார்ல்
कॅरोलिंगियन राजवंश,கரோலிங்கியன் வம்சம்
कार्थुशियन पंथ,கார்த்தூசியன் பிரிவு
कार्टोसा,கார்டோசா
कॅस्टेलियन,காஸ்ட்லியன்
कॅस्टेलियन,காஸ்ட்லியன்
जाती व्यवस्था,சாதி அமைப்பு
वाडा,கோட்டை
वाडा,கோட்டை
वाड्याचे शहर,கோட்டை நகரம்
कास्त्रा,காஸ்ட்ரா
कास्त्रा,காஸ்ட்ரா
कॅथेड्रा,கதீட்ரா
कॅथेड्रल,கதீட்ரல்
केटो स्ट्रीट कट,கேட்டோ ஸ்ட்ரீட் சதி
कौडिल्लो,காடிலோ
घोडेस्वार,காவலர்
घोडेस्वार,காவலர்
घोडदळ संसद,கவாலியர் பாராளுமன்றம்
अदुल्लमची गुहा,அதுலாம் குகை
गुहा चित्रकला,குகை ஓவியம்
गुहा चित्रकला,குகை ஓவியம்
सेंटमवीर,சென்டம்விர்
सेंच्युरियन,செஞ்சுரியன்
शतक,நூற்றாண்டு
साखळी चिलखत (=साखळी मेल),சங்கிலி கவசம் (=செயின் மெயில்)
चंत्री,சாந்த்ரி
चंत्री,சாந்த்ரி
चॅप बुक,அத்தியாய புத்தகம்
धर्मगुरू,சாப்ளின்
धडा,அத்தியாயம்
अपघातांचा अध्याय,விபத்துகளின் அத்தியாயம்
चार्ज करा,கட்டணம்
चार्ज डी अफेयर्स,பொறுப்பாளர்கள்
चार्ज विभाजन,கட்டணம் பிரித்தல்
चार्जर,சார்ஜர்
रथ,தேர்
सारथी,தேரோட்டி
सारथी,தேரோட்டி
सारथी,தேரோட்டி
धर्मादाय स्वयंपाकघर,தொண்டு சமையலறை
सनद,சாசனம்
चार्टिस्ट चळवळ (=चार्टिझम),சார்டிஸ்ட் இயக்கம் (=சார்டிசம்)
चार्टोफिलेशियम,சார்ட்டோபிலாசியம்
Chateau,அரட்டை
चेक पोस्ट,செக் போஸ்ட்
रासायनिक युद्ध,இரசாயனப் போர்
चेस्टर,செஸ்டர்
प्रमुख,முதல்வர்
सरदार,தலைவன்
सरदार,தலைவன்
सरदार,தலைவன்
शिफॉन,சிஃப்பான்
शौर्य,வீரம்
निवडलेले लोक,தேர்ந்தெடுக்கப்பட்ட மக்கள்
ख्रिसमोग्राफीन,கிறிஸ்மோகிராஃபியன்
ख्रिस्ती धर्म,கிறிஸ்தவமண்டலம்
ख्रिश्चन युग,கிறிஸ்தவ சகாப்தம்
ख्रिश्चन समाजवाद,கிறிஸ்தவ சோசலிசம்
क्रॉनिकल,நாளாகமம்
क्रॉनिकलर,க்ரோனிக்லர்
Chryse Chersonese,கிரைஸ் செர்சோனீஸ்
सिमेलियम,சிமிலியம்
Cinquecento शैली,Cinquecento உடை
परिक्रमा,சுற்றறிக்கை
सिस्टर्सियन साधू,சிஸ்டர்சியன் துறவி
किल्ला,கோட்டை
उद्धरण,மேற்கோள்
उद्धरण,மேற்கோள்
सविनय कायदेभंग,கீழ்ப்படியாமை
नागरी युद्ध,உள்நாட்டுப் போர்
सिव्हिस रोमनस,சிவிஸ் ரோமானஸ்
शास्त्रीय वय,கிளாசிக்கல் வயது
Clepht (=klepht),கிளெஃப்ட் (=கிளெஃப்ட்)
कारकुनीवाद,மதகுருத்துவம்
लिपिक,மதகுரு
क्लुनियाक हालचाली,க்ளூனியாக் இயக்கம்
कोट चिलखत,கோட் கவசம்
अंगरखा,கோட் ஆஃப் ஆர்ம்ஸ்
अंगरखा,கோட் ஆஃப் ஆர்ம்ஸ்
अंगरखा,கோட் ஆஃப் ஆர்ம்ஸ்
मेलचा कोट,அஞ்சல் கோட்
पलटण,கோஹார்ட்
कॉमिटिया,கொமிடியா
Comitia Centuriata,கொமிடியா செஞ்சுரியாட்டா
Comitia Curiata,கொமிடியா குரியாட்டா
कमिटीया ट्रिबुटा,கமிட்டியா திரிபுட்டா
स्मारक कमान,நினைவு வளைவு
स्मारक नाणे,நினைவு நாணயம்
स्मारक शिक्का,நினைவு முத்திரை
सामान्य फील्ड,பொதுவான புலம்
Communard,கம்யூனார்ட்
कॉन्कॉर्डॅट,கான்கார்டாட்
कॉन्कॉर्डॅट,கான்கார்டாட்
कॉन्डोटिएरे,காண்டோட்டியர்
पुष्टीकरण कार्टारम,உறுதிப்படுத்தல் கார்டரம்
संघर्ष,மோதல்
मंडळी,சபை
जिंकणारे राज्य,மாநிலத்தை வென்றது
जिंकणारा,வெற்றியாளர்
जिंकणारा,வெற்றியாளர்
कॉन्सिलियम,கான்சிலியம்
कंसिस्टरी,கன்சிஸ்டரி
षडयंत्र,சதி
षडयंत्र,சதி
वाणिज्य दूतावास,துாதரகம்
सल्लामसलत पुस्तक,ஆலோசனை புத்தகம்
खंडीय प्रणाली,கான்டினென்டல் அமைப்பு
अधिवेशन संसद,மாநாடு பாராளுமன்றம்
कॉपरहेड्स (=पीस डेमोक्रॅट्स),காப்பர்ஹெட்ஸ் (=அமைதி ஜனநாயகவாதிகள்)
कॉपीहोल्ड,காப்பிஹோல்ட்
कोर्डनिंग,சுற்றிவளைத்தல்
कोरोना,கொரோனா
राज्याभिषेक,முடிசூட்டு விழா
राज्याभिषेक दगड,முடிசூட்டுக்கல்
कॉर्पस,கார்பஸ்
Corsair,கோர்செயர்
Corsair,கோர்செயர்
कॉर्सेट (=कॉर्सलेट),கோர்செட் (=கோர்செலெட்)
कोर्टेस,கோர்டெஸ்
कोटर (=कोटीर),கோட்டர் (=கோட்டியர்)
कोटर (= cottier),கோட்டர் (=கோட்டியர்)
काउंट पॅलेटिनेट,பலடினேட் எண்ணுங்கள்
देशाचे घर,நாட்டு வீடு
परगणा,மாவட்டம்
काउंटी बरो,கவுண்டி பரோ
काउंटी न्यायालये,மாவட்ட நீதிமன்றங்கள்
काउंटी पॅलाटिन,கவுண்டி பாலாடைன்
कोर्ट,நீதிமன்றம்
कोर्ट,நீதிமன்றம்
न्यायालयाचे परिपत्रक,நீதிமன்ற சுற்றறிக்கை
न्यायालयीन शिष्टाचार,நீதிமன்ற ஆசாரம்
दरबारी,நீதிமன்ற அதிகாரி
कोर्ट ऑफ कॅसेशन,கேசேஷன் நீதிமன்றம்
कोर्ट ऑफ डायरेक्टर्स (EIC),இயக்குநர்கள் நீதிமன்றம் (EIC)
मालकांचे न्यायालय,உரிமையாளர்களின் நீதிமன்றம்
दरबारी कवी,நீதிமன்ற கவிஞர்
करार केला कॅमेरोनियन,உடன்படிக்கை செய்யப்பட்ட கேமரோனியர்கள்
मुकुट,கிரீடம்
मुकुट,கிரீடம்
मुकुट,கிரீடம்
मुकुट जमीन,கிரீடம் நிலம்
मुकुट जमीन,கிரீடம் நிலம்
राजकुमार,பட்டத்து இளவரசர்
धर्मयुद्ध,சிலுவைப் போர்
धर्मयुद्ध,சிலுவைப்போர்
क्रिप्टोग्राम,கிரிப்டோகிராம்
कुइरास,குயிராஸ்
क्युरासियर,கியூராசியர்
पंथ देवता,வழிபாட்டு தெய்வம்
कुरिया,கியூரியா
कुरिया,கியூரியா
झारवाद,ஜாரிசம்
गडद खंड,இருண்ட கண்டம்
न्यायाचा दिवस,தீர்ப்பு நாள்
न्यायाचा दिवस,தீர்ப்பு நாள்
डीन,டீன்
दशक,தசாப்தம்
दिनारियस,டெனாரியஸ்
पदच्युत सम्राट,பதவி நீக்கம் செய்யப்பட்ட மன்னர்
उध्वस्त करा,கெடுக்கும்
उध्वस्त,கெடுதல்
डिथ्रोन,அரியணை
डायडेम,டயடம்
डायडेम,டயடம்
डायडेम,டயடம்
डायशिया,தியாசியா
डिकॅस्टेरियम,டிகாஸ்டீரியம்
डिलुवालिस्ट,டிலுவியலிஸ்ட்
बिशपच्या अधिकारातील प्रदेश,மறைமாவட்டம்
बिशपच्या अधिकारातील प्रदेश,மறைமாவட்டம்
डायरेक्टरी (=निर्देशिका),டைரக்டயர் (=டைரக்டரி)
डायरेक्टरी (=निर्देशिका),டைரக்டயர் (=டைரக்டரி)
दिरहाम,திர்ஹம்
अविश्वासू,விசுவாசமற்ற
अविश्वासू,விசுவாசமற்ற
चूकीचा सिद्धांत,தோல்வியின் கோட்பாடு
दस्तऐवज,ஆவணம்
कागदोपत्री पुरावा,ஆவண ஆதாரம்
डोम्सडे बुक,டோம்ஸ்டே புத்தகம்
कॉन्स्टंटाईनचे दान,கான்ஸ்டன்டைன் நன்கொடை
नशिबात,பேரழிவு
डोगर राणी,வரதட்சணை ராணி
ड्रॅगन,டிராகன்
ड्रोमेडरियन,டிரோமேடியன்
ड्रोमेडरी,டிரோமெடரி
ड्रोमंड,ட்ரோமண்ட்
दुहेरी,இரட்டை
दुहेरी युती,இரட்டைக் கூட்டணி
दुहेरी entente,இரட்டை எண்ணம்
दुहेरी प्रणाली (= दुहेरी सरकार),இரட்டை அமைப்பு (=இரட்டை அரசாங்கம்)
सरदार,டியூக்
ड्यूमा,டுமா
बटू अवतार,வாமன அவதாரம்
राजवंश,ஆள்குடி
राजवंश,ஆள்குடி
गरुड,கழுகு
मोठा माणूस,கிழவன்
अर्ल,ஏர்ல்
अर्लडम,ஏர்ல்டம்
लवकर गुप्त,ஆரம்பகால குப்தர்கள்
प्रारंभिक (ऐतिहासिक) साइट,ஆரம்பகால (வரலாற்று) தளங்கள்
प्रारंभिक वैदिक काळ,ஆரம்ப வேத காலம்
उपदेशक,பிரசங்கம்
पुनर्स्थापना आदेश,மறுசீரமைப்பு ஆணை
आठ पट मार्ग,எட்டு மடங்கு பாதை
वडीलधारे,பெரியவர்கள்
ज्येष्ठ राजकारणी (= genro),மூத்த அரசியல்வாதி (=ஜென்ரோ)
हत्तीचा गोडा,யானைக்கால்
अकरा वर्षांचा जुलूम,பதினோரு வருட கொடுங்கோன்மை
एलिसी (=एलिसी),எலிசே (=எலிசே)
बंदिस्त चळवळ,அடைப்பு இயக்கம்
एनसायकिकल,கலைக்களஞ்சியம்
विश्वकोशवादी चळवळ,கலைக்களஞ்சிய இயக்கம்
एंटेंट,என்டென்டே
एंटेंट कॉर्डियल,என்டென்ட் கார்டியல்
सिंहासन,சிம்மாசனம்
दलाल,பரிவாரங்கள்
एफोद,எபோத்
एफोर,எபோர்
महाकाव्य युग,காவிய யுகம்
महाकाव्य नायक,காவிய நாயகன்
एपिग्राफ,கல்வெட்டு
एपिस्कोपसी,எபிஸ்கோப்பசி
एपिस्कोपेट,பேராயர்
भाग,அத்தியாயம்
युग,சகாப்தம்
युग निर्माण करणारी घटना,சகாப்தத்தை உருவாக்கும் நிகழ்வு
युग निर्माण करणारा माणूस,சகாப்தத்தை உருவாக்கும் மனிதன்
उपनाम,பெயர்ச்சொல்
इक्वरी,குதிரைப்படை
इक्वरी,குதிரைப்படை
अश्वारूढ पुतळा,குதிரையேற்ற சிலை
युग,சகாப்தம்
एर्गस्टुलम,எர்கஸ்டுலம்
युकेरिस्ट,நற்கருணை
इव्हेंजेलिकलिझम,சுவிசேஷம்
इव्हँजेलिकल चळवळ,சுவிசேஷ இயக்கம்
प्रचारक,சுவிசேஷகர்
Exarch,Exarch
Exilarch,Exilarch
फालंगिस्ट,ஃபாலாங்கிஸ்ட்
वडिलांची जमीन,தந்தை நிலம்
वडिलांची जमीन,தந்தை நிலம்
फेरी,ஃபெரியா
फेटिश,ஃபெட்டிஷ்
जहागीरदार धारण,நிலப்பிரபுத்துவ சொத்துக்கள்
सरंजामशाही (=सामंत व्यवस्था),நிலப்பிரபுத்துவம் (=நிலப்பிரபுத்துவ அமைப்பு)
सरंजामशाही व्यवस्था,நிலப்பிரபுத்துவ அமைப்பு
सामंत,நிலப்பிரபுத்துவம் கொண்டவர்
फिदेई बचावकर्ता (=विश्वासाचा रक्षक),Fidei defensor (=நம்பிக்கையின் பாதுகாவலர்)
फिफ,ஃபிஃப்
फील्ड सिस्टम,கள அமைப்பு
पंधरावा कर,பதினைந்தாவது வரி
आकृती डोके,உருவத் தலை
फिन डी siecle,ஃபின் டி சீக்கிள்
आग भक्षक,நெருப்பு உண்பவர்
पाच मैल कायदा,ஐந்து மைல் சட்டம்
झेंडा,கொடி
फ्लेमेन डायलिस,ஃபிளமன் டயாலிஸ்
फ्लेमेन मार्शियलिस,ஃபிளமன் மார்ஷியலிஸ்
ज्वलंत मशाल,எரியும் ஜோதி
पार्श्वभाग,பக்கவாட்டு
flanking चळवळ,பக்கவாட்டு இயக்கம்
भरभराट होत असलेली सभ्यता,செழிக்கும் நாகரிகம்
प्रवाही विश्वास,ஃப்ளூவியலிஸ்டிக் நம்பிக்கை
लोकदेवता,நாட்டுப்புற கடவுள்
लोकदेवता,நாட்டுப்புற தெய்வம்
लोक स्मृती,நாட்டுப்புற நினைவகம்
लोककथा (=लोककथा),நாட்டுப்புற புராணம் (=நாட்டுப்புறவியல்)
चारा,இரை தேடும்
धाड,களமிறங்குதல்
पूर्वापार,முன்னோடி
पूर्वज,முன்னோர்
अग्रदूत,முன்னோடி
उदासीन आशा,கெட்ட நம்பிக்கை
निर्मितीचा टप्पा,உருவாக்கும் நிலை
किल्ला,கோட்டை
तटबंदी,வலுவூட்டல்
तटबंदी असलेले शहर,அரணான நகரம்
किल्ला,கோட்டை
फॉर्च्युना,Fortuna
फोरम रोमनम,மன்றம் ரோமானம்
फ्रान्सिस्कन,பிரான்சிஸ்கன்
फ्रँकलिन,பிராங்க்ளின்
भ्रातृसंहारक युद्ध,சகோதர யுத்தம்
मोफत चर्च,இலவச தேவாலயம்
फ्रीहोल्डर,இலவச உரிமையாளர்
फ्रीलान्स सैनिक,சுதந்திர சிப்பாய்
फ्रीलान्स सैनिक,சுதந்திர சிப்பாய்
फ्रीमॅन,ஃப்ரீமேன்
फ्रीमॅन,ஃப்ரீமேன்
मोफत पास,இலவச நுழைவு சீட்டு
फ्रेंच क्रांती,பிரஞ்சு புரட்சி
तपस्वी,துறவி
फ्रियाशियन भाडोत्री,ஃப்ராசியன் கூலிப்படையினர்
सीमावर्ती माणूस,எல்லைப்புற மனிதன்
गॅलिओन,கேலியன்
