Gujarati,Assamese
એરોડાયનેમિક્સ,বায়ুগতিবিদ্যা
એરોનોટિકલ,এৰোনটিকেল
એરોનોટિક્સ,এৰোনটিক্স
હવા નાડી,বায়ুৰ স্পন্দন
"વાતાવરણ, ગેસોસ્ફિયર","বায়ুমণ্ডল, গেছ&#39;স্ফিয়াৰ"
ફોકસ સિસ્ટમ,ফোকাচ চিষ্টেম
પાછળની ઇગ્નીશન,বেক ইগনিচন
પાછળનો પ્રકાશ,বেক লাইট
ઉશ્કેરાટ,জোকাৰণি
"ઉંમર, ઉંમર, ઉંમર, યુગ (ed.), સમયને અસર કરવા માટે (ver.), સમય, સમય દ્વારા પ્રભાવિત થવો","বয়স, বয়স, বয়স, যুগ (ed.), সময়ক প্ৰভাৱিত কৰা (ver.), সময়, সময়ৰ দ্বাৰা প্ৰভাৱিত হোৱা"
અસરગ્રસ્ત સમય,সময় প্ৰভাৱিত
"વૃદ્ધાવસ્થા, વૃદ્ધત્વ","বয়স বৃদ্ধি, বয়স বৃদ্ধি"
સમયની અસર,সময়ৰ প্ৰভাৱ
સમય અસર પરીક્ષણ,সময় প্ৰভাৱ পৰীক্ষা
ગુરુત્વાકર્ષણ રહિત,মাধ্যাকৰ্ষণহীন
સમાધાન,মিলন
"એરબોર્ન રડાર, એરિયલ રડાર","বায়ুমণ্ডলীয় ৰাডাৰ, আকাশী ৰাডাৰ"
"હવાઈ લક્ષ્ય, હવાઈ લક્ષ્ય","আকাশী লক্ষ্য, আকাশী লক্ষ্য"
હવા શ્વસન કરનાર,বায়ু শ্বাসযন্ত্ৰ
એર કન્ડીશનીંગ,এয়াৰ কণ্ডিচনাৰ
એરક્રુ ટ્રાન્સફોર્મર,এয়াৰক্ৰু ট্ৰেন্সফৰ্মাৰ
વિમાન,বিমান
ગોઠવણી,প্ৰান্তিককৰণ
સંરેખણ ભૂલ,প্ৰান্তিককৰণৰ ভুল
જીવંત સર્કિટ,লাইভ চাৰ্কিট
સંપૂર્ણ કાચની નળી,সম্পূৰ্ণ কাঁচৰ নলী
આખી મેટલ ટ્યુબ,গোটেই ধাতুৰ নলী
ઠીક,ঠিক কৰা
"મિશ્રાતુ (સં.), મિશ્રત્વન (cr.)","মিশ্ৰতু (সম্পা.), মিশ্ৰত্বন (ক্ৰ.)"
મિશ્રત્વ,মিশ্ৰত্ৱন
સર્વવ્યાપક માધ્યમ,সৰ্বব্যাপী মাধ্যম
ઓમ્ની એન્ટેના,omni এন্টেনা
પંચાંગ,আলমানাক
આલ્ફા,আলফা
આલ્ફા-પ્રવૃત્તિ,আলফা-কাৰ্য্যকলাপ
આલ્ફાન્યૂમેરિક,আলফানিউমেৰিক
આલ્ફા કિરણ,আলফা ৰশ্মি
બદલો,সলা
"વૈકલ્પિક, વૈકલ્પિક","বিকল্প, বিকল্প"
વૈકલ્પિક,অলটাৰেটৰ
અલ્ટિમીટર,উচ্চতামাপক
અલ્ટિમીટર,উচ্চতামাপক
અલ્ટાઇમટ્રી,উচ্চতা মাপকাঠী
"ઊંચાઈ, ઊંચાઈ, ઊંચાઈ, ઊંચાઈ","উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা"
અંકગણિત તર્ક એકમ (ALU),গাণিতিক যুক্তি একক (ALU)
amaget નિયમ,amaget নিয়ম
પર્યાવરણ,পৰিৱেশ
એમીક્રોન,amicron
એમીટર,এমিটাৰ
એમ્પીયર,এম্পিয়াৰ
એમ્પીયર કાયદો,এম্পিয়াৰ-আইন
ઉભયજીવી આયન,উভচৰ আয়ন
એમ્પ્લીફિકેશન,এম্প্লিফিকেশন
એમ્પ્લીફાયર,এম্প্লিফায়াৰ
"કોણ, પરિમાણ","কোণ, মাত্ৰা"
a એમ. યુ. (અણુ સમૂહ એકમ),ক. এম ইউ. (পাৰমাণৱিক ভৰ একক)
સુસંગત,উপযুক্ত
સામ્યતા,উপমা
વિશ્લેષક,বিশ্লেষক
વિશ્લેષણ,বিশ্লেষণ
વિશ્લેષણાત્મક,বিশ্লেষণাত্মক
બિન-બિંદુ,নন-পইন্ট
વિસંગત,অস্বাভাৱিক
અને દરવાજો,আৰু দুৱাৰ
બિન-એકોસ્ટિક,অ-ধ্বনিযুক্ত
વિસંગત સ્થિતિસ્થાપકતા,বিষম স্থিতিস্থাপকতা
નિર્જળ,জলহীন
કોણ,কোণ
એંગસ્ટ્રોમ એકમ,angstrom একক
કોણીય,কৌণিক
પ્રોટ્રેક્ટર વેર્નિયર,প্ৰট্ৰেক্টৰ vernier
વિવાદાસ્પદ,বিতৰ্কহীন
આદરહીન,অসন্মানজনক
વર્ણહીન ચુંબકીયકરણ,ৰঙীন চুম্বকীয়কৰণ
ઢીલું,শিথিলতা
anion,এনিয়ন
અસમપ્રમાણ,অসমতাপূৰ্ণ
આઇસોટ્રોપિક,সমতলীয়
આઇસોટ્રોપિઝમ,সমচক্ৰীয়তা
કાઢી નાખવું,মচি পেলোৱা
કાવતરાખોરો,ষড়যন্ত্ৰকাৰী
એનોડ,এনোড
એનોડાઇઝેશન,এনোডাইজেচন
અસંગત,অসামঞ্জস্যপূৰ্ণ
ઓપ્ટિકલ સિસ્ટમ,অপটিকেল চিষ্টেম
એન્ટેના,এন্টেনা
એન્ટિબેરિયન,এন্টিবেৰিয়ান
વિરોધી બંધન ગુણધર્મો,এন্টি-বণ্ডিং বৈশিষ্ট্য
કાઉન્ટર બોન્ડ,কাউণ্টাৰ বণ্ড
વિપરીત શક્તિ,ৰিভাৰ্ছ পাৱাৰ
ડાયમેગ્નેટિક,ডাইমেগনেটিক
ડાયમેગ્નેટિક સામગ્રી,ডাইমেগনেটিক পদাৰ্থ
બળતરા વિરોધી,এন্টি-ইনফ্লেমেটৰী
એન્ટિગ્રેવિટી,এন্টিগ্ৰেভিটি
એન્ટિલામડા કણ,এন্টিলামডা কণা
એલેપ્ટન,এলিলেপ্টন
ડાયમેગ્નેટિક,ডাইমেগনেটিক
એન્ટિમેટર,এন্টিমেটাৰ
વિરોધી મિસાઇલ,এন্টি মিছাইল
એન્ટિન્યુટ્રોન,এন্টিনিউট্ৰন
ધબકતું,স্পন্দনশীল
એન્ટિન્યુક્લિયોન,এন্টিনিউক্লিয়ন
એન્ટિપાર્ટિકલ,এন্টিপাৰটিকেল
એન્ટિપ્રોટોન,এন্টিপ্ৰ&#39;টন
પ્રતિબિંબ વિરોધી,এন্টিৰিফ্লেক্টিভ
અસમપ્રમાણ,এন্টিসিমেট্ৰিক
નોન રિકરિંગ,non recurring
અનાક્રોનિઝમ,এনাক্ৰ&#39;নিজম
છિદ્રિત સ્કેનિંગ ડિસ્ક,ছিদ্ৰযুক্ত স্কেনিং ডিস্ক
દ્વારક,দ্বাৰক
"ટોચ, ટોચ, આગળ","ওপৰ, ওপৰ, সন্মুখ"
"સૂર્ય ઉચ્ચ, સૂર્ય ઉચ્ચ, અપ્સૂર","সূৰ্য্য উচ্চ, উচ্চ সূৰ্য্য"
ઉદાસીન ફીત,উদাসীন জৰী
બિન-દયનીય,অকৰুণ
બિન-વિકલાંગતા,অ-অক্ষমতা
ખૂબ વર્ણહીન,অতি ৰংহীন
"જમીન-ઊંચી, apogee","ভূমি-উচ্চ, apogee"
"બિનધ્રુવીય, ગોળાકાર","অমেৰু, বৃত্তাকাৰ"
પેરાપોલરીટી,পেৰাপোলাৰিটি
ઉપકરણ,সঁজুলি
"વર્ચ્યુઅલ, વિઝ્યુઅલ","ভাৰ্চুৱেল, দৃশ্যমান"
દૃશ્યમાન સૂર્ય,দৃশ্যমান সূৰ্য্য
દ્રશ્ય સમય,দৃশ্যমান সময়
ઉભરતો દેખાવ,উদীয়মান ৰূপ
અરજી,দৰ্খাস্ত
લાગુ પડવાની ક્ષમતા,প্ৰযোজ্যতা
લાગુ,প্ৰয়োগ কৰা হৈছে
અવલોકનક્ષમ,পৰ্যবেক্ষণযোগ্য
અભિગમ,পদ্ধতি
"નજીક, આશરે","ওচৰত, প্ৰায়"
અંદાજ,আনুমানিককৰণ
બાષ્પ દબાણ,বাষ্পৰ চাপ
સ્વૈચ્છિક,স্বেচ্ছামূলক
"આર્ક ફર્નેસ, આર્ક ફર્નેસ","চাপ চুলা, চাপ চুলা"
આર્કિમિડીઝનો કાયદો,আৰ্কিমিডিছৰ নিয়ম
આર્કિટેક્ચરલ ધ્વનિશાસ્ત્ર,স্থাপত্যৰ ধ্বনিবিজ্ঞান
ચાપ દીવો,চাপ লেম্প
આર્ક-સ્પેક્ટ્રમ,চাপ-বৰ্ণালী
"વિસ્તાર, વિસ્તાર","এলেকা, এলেকা"
"પ્રાદેશિક, પ્રાદેશિક","আঞ্চলিক, আঞ্চলিক"
"હાથ, હાથ, શાખા","বাহু, বাহু, শাখা"
કલાપ્રેમી,অপেশাদার
"એરે, એરે","এৰে, এৰে"
રીસીવર,ৰিচিভাৰ
ઉચ્ચાર સ્પષ્ટતા,উচ্চাৰণৰ স্পষ্টতা
કૃત્રિમ,কৃত্ৰিম
કૃત્રિમ ટ્રાન્સમ્યુટેશન,কৃত্ৰিম ৰূপান্তৰ
ચડતા,আৰোহী
ચઢાણ,আৰোহণ
ચડવું,বগাই যোৱা
અગોલી,আগোলি
એકત્રીકરણ,একত্ৰীকৰণ
નો સમૂહ,set of
"એસેમ્બલીંગ, એસેમ્બલીંગ","একত্ৰিত কৰা, একত্ৰিত কৰা"
"એસેમ્બલીંગ, એસેમ્બલીંગ, એસેમ્બલીંગ","একত্ৰিত কৰা, একত্ৰিত কৰা, একত্ৰিত কৰা"
ચોકસાઇ અંદાજ,নিখুঁত অনুমান
ઉલ્લેખિત (ક્વોન્ટમ નંબરોની) વિશિષ્ટતાઓ,নিৰ্দিষ্ট (কোৱাণ্টাম সংখ্যাৰ) ধাৰ্য্যকৰণসমূহ
"સંબંધિત, સહયોગી, જોડાણ","সম্পৰ্কীয়, সংযুক্ত, সংযুক্ত"
સ્વર અવાજ,স্বৰধ্বনি
સ્વચાલિત મલ્ટિવાઇબ્રેટર,স্বয়ংক্ৰিয় মাল্টিভাইব্ৰেটৰ
અસ્થેનિક,এষ্টেনিক
"ત્યાગ, અસ્પષ્ટતા","বিৰতি, দৃষ্টিশক্তি"
અવકાશ યાત્રા ઇલેક્ટ્રોનિક્સ,মহাকাশ ভ্ৰমণ ইলেক্ট্ৰনিকছ
એસ્ટ્રોફિઝિક્સ,জ্যোতিৰ্পদাৰ্থ বিজ্ঞান
અવકાશયાત્રી,মহাকাশচাৰী
ખગોળશાસ્ત્રી,জ্যোতিৰ্বিজ্ঞানী
આકાશી,আকাশী
ખગોળશાસ્ત્ર,জ্যোতিৰ্বিজ্ঞান
એસ્ટ્રોફિઝિક્સ,জ্যোতিৰ্পদাৰ্থ বিজ্ঞান
અસમપ્રમાણ,অসমতাপূৰ্ণ
એસિમ્પટોટિક,এছিম্পটটিক
ઉત્તેજક,গুৰুতৰ কৰি তোলা
અસુમેળ,এচিনক্ৰ&#39;নাছ
"વાતાવરણ, વાતાવરણ","বায়ুমণ্ডল, বায়ুমণ্ডল"
વાતાવરણીય,বায়ুমণ্ডলীয়
પવનની અશાંતિ,বতাহৰ অস্থিৰতা
પરમાણુ,পাৰমাণৱিক
અણુ,পাৰমাণৱিক
પરમાણુ,পাৰমাণৱিকতা
પરમાણુ સમૂહ,পাৰমাণৱিক ভৰ
અણુ સંખ્યા,পাৰমাণৱিক সংখ্যা
"પરમાણુ રિએક્ટર, પરમાણુ ખૂંટો","নিউক্লিয়াৰ ৰিয়েক্টৰ, নিউক্লিয়াৰ পাইল"
અણુ,পাৰমাণৱিক
કણ,কণা
કણ,কণা
એટેન્યુએશન,"attenuation, ক্ষীণকৰণ"
"હળવું કરવું, હળવું કરવું","attenuating, ক্ষীণ কৰা"
વશીકરણ,আকৰ্ষণ
આકર્ષણનું બળ,আকৰ্ষণৰ বল
શ્રાવ્યતા,শ্ৰৱণ ক্ষমতা
ઓડિયો ફ્રીક્વન્સી એમ્પ્લીફાયર,অডিঅ&#39; ফ্ৰিকুৱেন্সি এম্প্লিফায়াৰ
સાંભળી શકાય તેવું,শ্ৰৱণযোগ্য
ઓડિયો જનરેટર,অডিঅ&#39; জেনেৰেটৰ
શ્રાવ્ય ગ્રાફ,শ্ৰৱণ ক্ষমতা গ্ৰাফ
સુનાવણી વિજ્ઞાન,শ্ৰৱণ বিজ্ঞান
ઓડિયોમીટર,অডিঅ&#39;মিটাৰ
શ્રાવ્ય આવર્તન ઓસિલેટર,শ্ৰৱণযোগ্য কম্পাঙ্ক দোলক
ધ્વનિ સંકેત,শব্দ সংকেত
દ્રશ્ય-શ્રાવ્ય,দৃশ্য-শ্ৰাব্য
"ઓડિટોરિયમ, ઓડિટોરિયમ","অডিটৰিয়াম, অডিটৰিয়াম"
ઓઝેડ અસર,OZ প্ৰভাৱ
પ્રમોશન,প্ৰচাৰ
વધારનાર,এনহান্সাৰ
ધ્રુવીય જ્યોત,মেৰু শিখা
દક્ષિણ ધ્રુવીય જ્યોત,দক্ষিণ মেৰু শিখা
ઉત્તર ધ્રુવીય જ્યોત,উত্তৰ মেৰু শিখা
આપોઆપ ચેતવણી,স্বয়ংক্ৰিয় সতৰ্কবাণী
ઓટો પેરેલલાઈઝર,অটো সমান্তৰালকাৰী
"આપોઆપ, આપોઆપ, આપોઆપ","স্বয়ংক্ৰিয়, স্বয়ংক্ৰিয়, স্বয়ংক্ৰিয়"
"ઓટોમેશન, ઓટોમેશન","স্বয়ংক্ৰিয়কৰণ, স্বয়ংক্ৰিয়কৰণ"
"સહાયક, સહકારી, વધારાનું","সহায়ক, সমবায়, অতিৰিক্ত"
"અવડાવ, હિમપ્રપાત","অৱদাভা, হিমস্খলন"
"સરેરાશ, સરેરાશ","mean, mean"
પરિવાર,পৰিৱৰণ
અક્ષીય,অক্ষীয়
ધરી,অক্ষ
અઝીમથ,এজিমুথ
અઝીમથ,এজিমুথ
પાછા,পিছলৈ
"પૃષ્ઠભૂમિ, પૃષ્ઠભૂમિ","পটভূমি, পটভূমি"
"પછાત, પછાત","পিছপৰা, পিছপৰা"
ટર્નઅરાઉન્ડ,ঘুৰা
બેક વોલ્ટેજ પલ્સર,বেক ভল্টেজ পালছাৰ
સંબંધ પછી,সম্পৰ্কৰ পিছৰ
વળતર,ৰিইম্বৰ্চেমেণ্ট
વિરોધી વોલ્ટેજ,এন্টি ভল্টেজ
પશ્ચાદવર્તી સ્કેટરિંગ,পশ্চাৎ বিক্ষিপ্ততা
ઇન્ટર્સ્ટિશલ તરંગ,অন্তৰ্স্থলীৰ তৰংগ
ઇન્સ્યુલેટર,ইনচুলেটৰ
પેરાશૂટ જમ્પ,পেৰাচুট জাম্প
ગરમી,উত্তাপন কৰা
"સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન","ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য"
બેલેન્સર,বেলেন্সাৰ
સંતુલન,ভাৰসাম্যতা বজাই ৰখা
ગ્લોબ્યુલ,গ্ল&#39;বুল
"બેલિસ્ટિક, બેલિસ્ટિક","বেলিষ্টিক, বেলিষ্টিক"
"પ્રોજેક્શન ગેલ્વેનોમીટર, પ્રોજેક્શન ગેલ્વેનોમીટર","প্ৰজেকচন গেলভেন’মিটাৰ, প্ৰজেকচন গেলভেন’মিটাৰ"
મિસાઇલ,মিছাইল
"બેલિસ્ટિક્સ, હથિયાર","বেলিষ্টিক, অস্ত্ৰ-শস্ত্ৰ"
પ્રક્ષેપણ,প্ৰক্ষেপণ
મફત માર્ગ,মুক্ত ট্ৰেজেক্টৰী
"બલૂન, બલૂન","বেলুন, বেলুন"
બાલ્મર બંધ,বালমাৰ বিচ্ছিন্নতা
"બેન્ડ, બેન્ડ, બેન્ડ","বেণ্ড, বেণ্ড, বেণ্ড"
વિસ્ફોટ,ফুটা
"એરે, બીમ, કિનારો, બેંક, કિનારો","array, beam, তীৰ, পাৰ, উপকূল"
"કૉલમ, બાર, કોબ, બ્લોક, બાર, સળિયા, બાર, 8. દિવાલ, 9. રેખા, 10. ધાર, 1 બ્લોક, 1, બાર, 1, રેખા, 1, પરીક્ષણ રેખા","স্তম্ভ, বাৰ, কব, ব্লক, বাৰ, ৰড, বাৰ, ৮.বেৰ, ৯. ৰেখা, ১০. প্ৰান্ত, ১ ব্লক, ১, বাৰ, ১, ৰেখা, ১, পৰীক্ষা ৰেখা"
બાર્ડીન સિદ્ધાંત,bardeen নীতি
barkhausen અસર,barkhausen প্ৰভাৱ
બાર્લો ચક્ર,barlow চক্ৰ
બાર ચુંબક,বাৰ চুম্বক
કોઠાર,ভঁৰাল
હવાનું દબાણ ગ્રાફ,বায়ুৰ চাপৰ গ্ৰাফ
"બેરોગ્રાફ, બેરોગ્રાફ","বেৰ&#39;গ্ৰাফ, বেৰ&#39;গ্ৰাফ"
બેરોમીટર,বেৰ&#39;মিটাৰ
વાતાવરણ નુ દબાણ,বায়ুমণ্ডলীয় চাপ
"કોસ્મોસ, બેરોમોસ્ફિયર","ব্ৰহ্মাণ্ড, বেৰ&#39;স্ফিয়াৰ"
લોલક લોલક,পেণ্ডুলাম
"અવરોધ, પરમાણુ, પરમાણુ અવરોધ","বাধা, পাৰমাণৱিক বাধা, পাৰমাণৱিক বাধা"
અવરોધ સ્તર,বাধাৰ স্তৰ
બેરિયન,barion
ગુરુમંડળ,গুৰুমণ্ডল
આધાર બેન્ડ,বেচ বেণ্ড
"મૂળભૂત, મૂળભૂત, આલ્કલાઇન","মৌলিক, মৌলিক, ক্ষাৰকীয়"
પાયો,ভেঁটি
"ગણતરી, ટીમ રચના","গণনা, দল গঠন"
"કુંડ, કુંડ, હીટર, હીટિંગ પોટ, સ્નાન","cistern, cistern, হিটাৰ, গৰম কৰা পাত্ৰ, গা ধোৱা"
બેટરી,বেটাৰি
"એરે સેગમેન્ટ, ચેમ્બર, ખાડી","এৰে খণ্ড, কক্ষ, উপসাগৰ"
પ્રદર્શન,প্ৰদৰ্শন
કિબાન,কিবান
"મણિકા, બીડ","মণিকা, বিড"
"બીમ, બીમ, બીમ, ટ્રમ્પ","ৰশ্মি, ৰশ্মি, ৰশ্মি, ট্রাম্প"
"ડિકમેન, ડિકોન","ডিকমন, ডিকন"
"ડોલ, વિસ્પંડ","ডোলে, ভিস্পেণ্ড"
બેકરેલ અસર,becquerel প্ৰভাৱ
ઘંટડી બરણી,ঘণ্টা জাৰ
બેલો,bellows
ઘંટડી ઘડિયાળ,ঘণ্টা ঘড়ী
"વેદિકા, બેંચ","বেদিকা, বেঞ্চ"
"મોડ, બંક (સં.), વળાંક (v.)","মোড, বাংক (সম্পা.), বেণ্ড (v.)"
બેંકન,বাংকন
"વળેલું, વળેલું","bent, বেঁকা"
બર્નોલી-સમીકરણ,বাৰ্নৌলি-সমীকৰণ
મૂળભૂત કાર્ય,ভিত্তি-ফলন
શ્રેષ્ઠ સંલગ્નતા,শ্ৰেষ্ঠ আঠাযুক্ততা
બીટા (b),বিটা (খ)
betatron,betatron
bethe મોડેલ,bethe মডেল
બાયવેટ્રોન,বিভাট্ৰন
BH વળાંક,BH বক্ৰ
દ્વિકોણીય,দ্বিকোণীয়া
"પૂર્વગ્રહ, પૂર્વગ્રહ","bias, পক্ষপাতিত্ব"
દ્વિ-અક્ષીય,দ্বি-অক্ষীয়
બાઈક્રોમેટ કોષ,বাইক্ৰ&#39;মেট কোষ
અભ્યવતલ,অভ্যাৱতল
ડબલ એન્ટેના,ডাবল এন্টেনা
બાયકોન્વેક્સ,দ্বি উত্তল
"દ્વિ-સ્ફટિક, દ્વિ-સ્ફટિક","দ্বি-স্ফটিক, দ্বৈত-স্ফটিক"
દ્વિદિશ માઇક્રોફોન,দ্বিমুখী মাইক্ৰ&#39;ফোন
દ્વિપદી મોડેલ,দ্বিপদ আৰ্হি
એકલિંગાશ્રયી,ডাইঅ&#39;ইচিয়াছ
દ્વિપક્ષીય,দ্বিপাক্ষিক
દ્વિરેખીય,দ্বিৰেখা
બાયમોલેક્યુલર,দ্বি আণৱিক
"દ્વિ-ચલ, દ્વિ-આધાર, દ્વિ","দ্বি-চলক, দ্বি-ভিত্তিক, দ্বৈত"
"બાઈનરી કોડ, બાઈનરી કોડ","বাইনাৰী ক&#39;ড, বাইনাৰী ক&#39;ড"
રમત સ્ટાર,গেম ষ্টাৰ
દ્વિસંગી પદ્ધતિ,বাইনাৰী পদ্ধতি
બે બાજુવાળા,biparietal
બોન્ડ,বান্ধোন
"બાયનોક્યુલર, બાયનોક્યુલર","বাইনোকুলাৰ, বাইনোকুলাৰ"
દ્વિસંગી,বাইনাৰী
દ્વિપદી વિતરણ,দ্বিপদ বিতৰণ
"દ્વિકેન્દ્રીય, દ્વિકેન્દ્રીય, દ્વિસંગી","দ্বিকেন্দ্ৰীয়, দ্বিকেন্দ্ৰীয়, দ্বি-নিউক্লিয়েট"
બાયોડાયનેમિક્સ,জৈৱগতিবিদ্যা
બાયો ઇલેક્ટ્રોનિક્સ,বায়&#39; ইলেক্ট্ৰনিক্স
બાયોફિઝિસ્ટ,জৈৱপদাৰ্থবিজ্ঞানী
બાયોફિઝિક્સ,জৈৱপদাৰ্থ বিজ্ঞান
જૈવિક ઉપગ્રહ,জৈৱিক উপগ্ৰহ
"સિનેમેટોગ્રાફર, બાયોસ્કોપ","চিনেমাটোগ্ৰাফাৰ, বায়স্কোপ"
બાયો-સાવર્ટ નિયમ,বায়&#39;-ছাভাৰ্ট নিয়ম
બાયફેસિક વર્તમાન,দ্বিফেজিক কাৰেণ্ট
દ્વિધ્રુવ,ডাইপোল
"બાયપ્રિઝમ, બાયપ્રિઝમ","বাইপ্ৰিজম, বাইপ্ৰিজম"
"biquartz, biquartz","বাইকোৱাৰ্টছ, বাইকোৱাৰ্ট"
બાયફાસિક પાત્ર,দ্বিপৰ্যায়ৰ আখৰ
બે તબક્કાનું મલ્ટિવાઇબ્રેટર,দুটা পৰ্যায়ৰ মাল্টিভাইব্ৰেটৰ
"દ્વાયાંક* (દ્વિસંગી અંક), બર્મીઝ, અની, ટુક","ড্ৱায়াংক* (বাইনাৰী সংখ্যা), বাৰ্মিজ, অনি, টুক"
"કાળો, કૃષ્ણ","ক&#39;লা, কৃষ্ণ"
કાળું શરીર,ক&#39;লা শৰীৰ
અદ્રશ્ય પ્રકાશ,অদৃশ্য পোহৰ
તિમિરાયન રેડિયો તિમિરાયન,timirayan ৰেডিঅ&#39; timirayan
ઇજેક્શન પલ્સ,ইজেকচন পালছ
પૂર્વગ્રહ સમાપ્ત કરો,end bias
કાળા કિરણોત્સર્ગ,ক&#39;লা বিকিৰণ
"અપૂર્ણ, ખાલી","অসম্পূৰ্ণ, খালী"
આવરણ,আৱৰণ
રદબાતલ,বাতিল কৰা
