Gujarati,Hindi
કોમણ -ફેલાવો,कोणीय परिक्षेपण
કોણીય વિસ્થાપન,कोणीय विस्थापन
કોણીય ભૂલ,कोणीय त्रुटि
કોણીય આવર્તન,कोणीय आवृत्ति
કોતરણી ગતિ,कोणीय संवेग
કોણીય ગતિ,कोणीय गति
કોતરણી વેગ,कोणीय वेग
પ્રસન્નતા,"ऐनीमेशन, सजीवन"
એનોડ,ऐनोड
એનોડ બ batteryણ,ऐनोड बैटरी
એનોડ લાક્ષણિકતા,ऐनोड अभिलक्षण
એનોડ સર્કિટ,ऐनोड परिपथ
એનોડ વિઘટન,ऐनोड क्षय
એનોડ કાર્યક્ષમતા,ऐनोड दक्षता
એનોડ ઇનપુટ પાવર,ऐनोड निवेश षक्ति
એનોડ મોડ્યુલેશન,ऐनोड मॉडुलन
એન્ટેના,ऐन्टेना
એન્ટેના બીમવિડ્થ,ऐन्टेना किरणपुंज चौड़ाई
એન્ટેના,ऐन्टेना वर्धक
એન્ટેના ચેન્જઓવર સ્વીચ,ऐन्टेना परिवर्तन स्विच
કોઇ,ऐन्टेना कुंडली
એન્ટેના રૂપરેખાંકન,"ऐन्टेना विन्यास, ऐन्टेना संरूपण"
એન્ટેના કપડા,ऐन्टेना युग्मक
એન્ટેના ક્રોસ ધ્રુવીય પદ્ધતિ,ऐन्टेना अनुप्रस्थ धुवीय प्रतिरूप
એન્ટેના પ્રવાહ,ऐन्टेना धारा
એન્ટેના નિર્દેશન લાભ,ऐन्टेना दैशिकता लब्धि
એન્ટેના ડુપ્લેક્સર,ऐन्टेना द्वैध संकेतक
એન્ટેના અસરકારક ક્ષેત્ર,ऐन्टेना प्रभावी क्षेत्र
વૈશ્વિક કાર્યક્ષમતા,ऐन्टेना दक्षता
એન્ટેના ફીડ,ऐन्टेना प्रभरण
એન્ટેના પગની છાપ,ऐन्टेना व्याप्ति
એન્ટેના લાભ,ऐन्टेना लब्धि
એન્ટેના height ંચાઇ,ऐन्टेना ऊंचाई
એન્ટેના અવરોધ,ऐन्टेना प्रतिबाधा
એન્ટેના,ऐन्टेना प्रेरकत्व
એન્ટેનાનો દાખલો,ऐन्टेना प्रतिरूप
એન્ટેના નાવિક,"ऐन्टेना द्विसंकेतक, ऐन्टेना द्वियुग्मक"
એન્ટેના ધ્રુવીકરણ,ऐन्टेना धुवण
એન્ટેના શક્તિ,ऐन्टेना षक्ति
એન્ટેના વીજળી લાભ,ऐन्टेना षक्ति लब्धि
એન્ટેના રેડિયેશન પ્રતિકાર,ऐन्टेना विकिरण प्रतिरोध
એન્ટેના પ્રતિક્રિયા,ऐन्टेना प्रतिघात
એન્ટેના પરાવર્તક,ऐन्टेना परावर्तक
એન્ટેના પ્રતિકાર,ऐन्टेना प्रतिरोध
એન્ટેના પડઘો આવર્તન,ऐन्टेना अनुनादी आवृत्ति
એન્ટેના અંતર,ऐन्टेना अंतरालन
એન્ટેના સ્વિચિંગ રૂમ,ऐन्टेना स्विचन कक्ष
એન્ટેના ટ્યુનિંગ કોઇલ,ऐन्टेना समस्वरक कुंडली
એન્ટેના ટ્યુનિંગ ઝૂંપડી,ऐन्टेना समस्वरक कुटीर
છિદ્ર,द्वारक
પ્રાણઘાતક,"भूमि उच्च, अपभू"
અજેતા રોકેટ,अपभू राकेट
ઉપકરણ,उपकरण
સ્પષ્ટ,आभासी
સાદડી,ऐपलेट (जावा में प्रोग्राम)
નિયમ,"अनुप्रयोग, आवेदन"
આશરે,"आसन्न, लगभग, सन्निकट"
જળસ,जलीय घोल
ચાપ,"चाप, आर्क"
સ્થાપત્ય,"संरचना, स्थापत्यकला, वास्तुकला"
ધ્વનિ રેકોર્ડિંગનું આર્કાઇવલ ટ્રાન્સફર,पुरालेखीय ध्वनि-अभिलेखन अंतरण
દફ્તર,अभिलेखागार; पुरालेख
અંકગણિત કોડિંગ,अंकगणितीय कोडन
હાથ,आर्मेचर
આર્મચર વિન્ડિંગ,"आर्मेचर कुंडलन, आर्मेचर कुंडली"
કળ,"व्यूह, सरणी"
કરચલો,"प्रग्राही, निरोधक"
સ્પષ્ટીકરણ,सुस्पष्ट उच्चारण
આર્ટિફેક્ટ (= આર્ટિફેક્ટ),शिल्पतथ्य; छविदोष
ચડતું,आरोहण
પાસા ગુણોત્તર,अभिमुखता अनुपात
ભેગા કરનાર,समायोजक
નિશ્ચય,निष्चयन
સોંપણી,"समनुदेशन, नियत कार्य"
નાબૂદ,नियतन चैनल
અસમપ્રમાણ,असममित
અસુમેળવાળું,अतुल्यकालिक
વાતાવરણ,वायुमंडल
વાતાવરણીય નુકસાન,वायुमंडलीय हानि
વાતાવરણીય અવાજ,वायुमंडलीय रव
વાતાવરણ નુ દબાણ,वायुमंडलीय दाब
વાતાવરણીય પ્રચાર,वायुमंडलीय संचरण
વાતાવરણીય તરંગ,वायुमंडलीय रेडियो तरंग
વાતાવરણીય,वायु-वैद्युत् क्षोभ
અણુ,परमाणु
અણુનું માળખું,परमाणु संरचना
જોડાણ,संलग्नक
વ્યવહાલ,क्षीणन
અંતરચળી,क्षीणन हानि
ધ્વનિ તરંગો,ध्वनि तरंग क्षीणन
હલકાઈ કરનાર,क्षीणकारी
વિકેન્દ્ર,क्षीणकारी पैड
શ્રદ્ધાળુ થ્રેશોલ્ડ,श्रव्यता देहली
શ્રાવ્ય,श्रव्य
શ્રાવ્ય આવર્તન,श्रव्य आवृत्ति
શિરદર્શક સ્વર,श्रव्य स्वरक
શિરદર્શક,श्रव्य स्पेक्ट्रम
શ્રોતા,"श्रोतागण, दर्शकगण, श्रोता समुदाय"
Audડિસ,"श्रव्य, ऑडियो"
Audio ડિઓ એમ્પ્લીફાયર,श्रव्य प्रवर्धक
Audio ડિઓ વિશ્લેષક,श्रव्य विष्लेषक
Audio ડિઓ બ્રોડકાસ્ટિંગ,श्रव्य प्रसारण
Audષધિસનું aution ડિઓબલ,"श्रव्य केबल, ऑडियो केबल"
શાસ્ત્ર,श्रव्य  शृंखला
કડકા,"श्रव्य कोडेक, श्रव्य कोडक-विकोडक"
Audતુ),श्रव्य संपीडन
કોમ્પ્રેસર,श्रव्य संपीडक
Audio ડિઓ કન્સોલ,श्रव्य कंसोल
Audio ડિઓની વિકૃતિ,श्रव्य विरूपण
Dynamડિસ,"श्रव्य गतिक सीमा, श्रव्य गतिक परास"
Audio ડિઓ ફાઇલ ફોર્મેટ,श्रव्य संचिका आरूप
Audio ડિઓ ફ્રેમ ફોર્મેટ,श्रव्य फ्रेम आरूप
Audio ડિઓ આવર્તન એમ્પ્લીફાયર,श्रव्य आवृत्ति प्रवर्धक
Audio ડિઓ આવર્તન જનરેટર,श्रव्य आवृत्ति जनित्र
Audio ડિઓ આવર્તન શ્રેણી,श्रव्य आवृत्ति परास
Audio ડિઓ આવર્તન પ્રતિસાદ,श्रव्य आवृत्ति अनुक्रिया
સત્તાધિકારી,श्रव्य सीमक
Audષધિ,श्रव्य लाइन
Audડિસર,श्रव्य मिश्रक
Audio ડિઓ મોડ્યુલેશન,श्रव्य मॉडुलन
ઓડિસ -ઓસિલેટર,"श्रव्य दोलक, श्रव्य दोलित्र"
Audio ડિઓ આઉટપાત,श्रव्य निर्गत
Auth ડિઓ સત્તાની સત્તા,श्रव्य षक्ति
કવિતા,श्रव्य गुणवत्ता
શ્રદ્ધા,"श्रव्य संकेत, ध्वनि संकेत, ध्वनि सिगनल"
Audio ડિઓ સિગ્નલ પ્રક્રિયા,श्रव्य संकेत प्रक्रमण
Audio ડિઓ સ્પેક્ટ્રમ,"श्रव्य स्पेक्ट्रम, ध्वनि स्पेक्ट्रम"
Audio ડિઓ સંગ્રહ,श्रव्य भंडारण
Audડિસ,श्रव्य (आवृत्ति) उपवाहक
ઈડનીસ પરિશ્રમ,श्रव्य रूपांतरक
Audio ડિઓ ટ્રાન્સમીટર,श्रव्य प्रेषित्र
Audio ડિઓ/વિડિઓ કમ્પ્રેશન,–श्य/श्रव्य संपीडन
Audડ-આવર્તન ઓસિલેટર,श्रव्य आवृत्ति दोलक
પુનરાવર્તન સંકેત,"श्रव्य आवृत्ति संकेत, श्रव्य आवृत्ति सिगनल"
કવિતા,श्रव्यमिति
વિઝ્યુઅલી સહાય,–ष्य-श्रव्य साधन
ઉપદેશની ધારણા,श्रवण बोध
પ્રમાણીકરણ,"अधिप्रमाणन, प्रमाणीकरण"
અધિકૃત વાહક આવર્તન,"प्राधिकृत वाहक आवृति, अधिकृत वाहक आवृत्ति"
ઓટો કેડ,"ऑटो कैड, ऑटो CAD"
સ્વત -નિદાન,स्वतः नैदानिकी
સ્વચાલિત,"स्वचल, स्वचालित, स्वतः, स्व"
સ્વચાલિત નિયંત્રણ,स्वतः नियंत्रण
સ્વચાલિત તપાસ,स्वतः संसूचन
સ્વચાલિત સાધનો,स्वचालित उपस्कर
સ્વચાલિત આવર્તન નિયંત્રણ,स्वतःआवृत्ति नियंत्रण
સ્વચાલિત મર્યાદા,स्वचालित सीमक
સ્વચાલિત યંત્ર,स्वचालित मशीन
આપમેળે phાંકણું નિયંત્રણ,स्वतः कला नियंत्रण
સ્વચાલિત ચિત્ર પ્રસારણ,स्वतः चित्र प्रेषण
સ્વચાલિત પ્લેબેક,"स्व प्रतिश्रवण, स्व प्रति–श्यण"
સ્વચાલિત વીજળી નિયંત્રણ,स्वतः षक्ति नियंत्रण
સ્વચાલિત કાર્યક્રમ,"स्वतःप्रोग्रामन, स्वतः क्रमादेशन"
સ્વચાલિત રેકોર્ડિંગ,स्वतः अभिलेखन
સ્વચાલિત ફરીથી સેટ કરવું,स्वतः पुनः स्थापन
સ્વચાલિત શટર,स्वचालित कपाट
સ્વચાલિત પદ્ધતિ,स्वचल तंत्र
સ્વચાલિત ટેલિફોન,स्वचालित टेलीफोन
સ્વચાલિત તાપમાને નિયંત્રણ,स्वतः ताप-नियंत्रण
સ્વચાલિત વોલ્ટેજ નિયમનકાર,स्वतः वोल्टता नियामक
સ્વચાલિત વોલ્યુમ કોમ્પ્રેસર,स्वतः प्रबलता संपीडक
સ્વચાલિત વોલ્યુમ નિયંત્રણ,स्वतः प्रबलता नियंत्रक
સ્વચાલિત વોલ્યુમ વિસ્તૃતર,स्वतः प्रबलता विस्तारक
સ્વચાલિતતા,स्वचालन
સ્વચાલિત નિયંત્રણ,"स्वचालन नियंत्रण, स्वतः नियंत्रण, स्वनियंत्रण"
સ્વચાલિત આવર્તન નિયંત્રક,स्वतः आवृत्ति नियंत्रक
સહાયક,सहायक
સહાયક audio ડિઓ બસ,सहायक श्रव्य बस
ઉપલબ્ધ શક્તિ,उपलब्ध षक्ति
હિમપ્રપાત,"ऐवेलांशी भंग, अवधाव भंग"
સરેરાશ,"औसत आयु, औसत जीवन"
સરેરાશ દબાણ,औसत दाब
સામન્ય ગતિ,औसत चाल
સ્પિનનો ધરી,प्रचक्रण-अक्ष
અઝિમુથ,दिगंश
અજીમુથ ખૂન,दिगंश कोण
અઝીમુથ ભૂલ,दिगंश त्रुटि
પાછલી બાજુ,"पृष्ठ प्रकाश, पश्च प्रकाश"
પૂર્વ -પ્રક્ષેપણ,पश्च प्रक्षेपण
બેક વોલ્ટેજ (= વિપરીત વોલ્ટેજ),विरोधी वोल्टता
બેકફાયર (આર્ક બેક),विपरीत आर्क
પૃષ્ઠભૂમિ,पृष्ठभूमि प्रकाश
પાછળનો ઘોંઘાટ,पृष्ठभूमि रव
પૃષ્ઠભૂમિ,पृष्ठभूमि प्रक्षेपण
પીઠ,"बैक-अप, पूर्तिकर, प्रतिपोषक"
શરમાળ,"गतिरोधक, व्यारोध, बाधिका"
બાફવું,भर्जन
સંતુલિત audio ડિઓ,संतुलित श्रव्य
વારેલી audio ડિઓ લાઇન,संतुलित श्रव्य लाइन
સંતુલન પ્રસારણ રેખા,संतुलित संचरण लाइन
સંતુલન,संतुलन
બાલાસ,स्थिरक
બાલાસ,स्थिरण कारक
બારીક,बलून
પહાડી,"बैंड, पट्टी"
બેન્ડ પાસ ફિલ્ટર,"बैंड पारक फिल्टर, बैंड पारक निस्यंदक"
પસંદગીકાર,बैंड वरक
વિભાજન,बैंड विपाटन
બેન્ડ સ્ટોપ ફિલ્ટર,"बैंड वर्जक फिल्टर, बैंड वर्जक निस्यंदक"
સજાગ,बैंड स्विच
આવરણ,"पट्टी समस्वरण, बैंड ट्यूनिंग"
બ bandન્ટવિડ્થ,"बैंड विस्तार, बैंडविड्थ, बैंड चौड़ाई"
બાર,"बार, दंड"
બાર -સંહિતા,बार कोड
અવલંબ,"बार डाटा, बार आंकड़ा"
સરખામણી,खुली पट्टी
દીવો,अनावृत लैम्प
કોઠાર,बार्न द्वार
પાયાની પટ્ટી,आधार बैंड
પાયાનો સંકેત,आधार बैंड संकेत
પાયાનો બેન્ડ પદ્ધતિ,आधार बैंड तंत्र
આધાર બ્રાઉઝર,आधार विचरक
આધાર -કલેકટર જંકશન,आधार संग्राही संधि
આધાર -ઇન્સ્લેટર,आधार विद्युत्रोधी
પાળનાર,"मन्द्रस्वर, बास"
બાસ,मन्द्रस्वर क्षतिपूर्ति
બાસ લાઉડ સ્પીકર (વૂફર),मन्द्रस्वर लाउडस्पीकर
બેચ સ્કેનીંગ,समूह क्रमवीक्षण
બ batteryટરી ચાર્જ,बैटरी आवेशन
બીમ,किरण पुंज
ધબક,विस्पंद
આવર્તન ઓસિલેટરને હરાવ્યું,विस्पंद आवृत्ति दोलित्र
પોત,बेल
પક્ષપાત,"अभिनति, बायस"
પૂર્વગ્રહ,"बायस परिपथ, अभिनति परिपथ"
પક્ષપાત,"अभिनति आवृत्ति, बायस-आवृत्ति"
પૂર્વગ્રહ,बायस वोल्टता
આગળની દિશામાં પક્ષપાતી,"अग्रबायसित, अग्राभिनत"
દ્વિ-દિશાકીય માઇક્રોફોન,उभयमुखी माइक्रोफोन
પાટિયું,"बिलबोर्ड, विज्ञापन फलक"
પાટિયાની અરજી,बिलबोर्ड अनुप्रयोग
દ્વિ ધાતુયુક્ત તત્વ,द्विधात्विक अवयव
દ્વિસંગી,द्विआधारी
દ્વિસંગી કોડેડ દશાંશ,द्विआधारी कोडित दशमलव
દ્વિસંગી અંક (બીટ),द्विआधारी अंक (बिट)
દ્વિસંગી સંખ્યા,द्विआधारी संख्या
દ્વિપ્રહાર સુનાવણી,द्विकणब श्रवण
દૂરબાહિક,"द्विनेत्री, बाइनॉक्युलर"
જૈવિક,"जैवमितीय, जैवमितिक"
દ્વિધ્રુવી ટ્રાંઝિસ્ટર,द्विधुवी ट्रांजिस्टर
બીક ફાળવણી,बिट नियतन
પટાનો દર,बिट दर
બ્લેક એન્ડ વ્હાઇટ ટીવી,श्वेत-श्याम टेलीविजन
ખાલી,"रिक्त, शून्य, विलोप"
ખાલી અંતરાલ,विलोपन अंतराल
નારાજી સ્તર,विलोपन स्तर
લોહીલુહાણ પ્રતિકાર,स्रावी प्रतिरोध
ખળભળાટ મચાવનારું કેમેરો,ध्वनिरूद्ध कैमरा
આંખ આડા કાન,"अंधक चौंध, चकाचौंध"
ઝબકવું,टिमटिमाना
ઝબૂકતું,टिमटिमाना
અવરોધ,ब्लॉक कोड
રેખાક્રુતિ,ब्लॉक आरेख
અવરોધ,ब्लॉक अंतरापत्र
અવરોધકારક કેપેસિટર,अवरोधक संधारित्र
ઓસિલેટરને અવરોધિત કરી રહ્યું છે,अवरोधक दोलित्र
મોર,प्रफुल्लन
ફાટવું,ब्लो लैम्प
ફટકો,फूंकनी
બ્લોઅર,"धौंकनी, ब्लोअर"
બ્લુટુથ,ब्लूटूथ
શરીરની આવરણ,कायिक धारिता
પુસ્તકો,"बुक मार्क, पृष्ठ स्मृति"
બુલિયન બીજગણિત,बूलीय बीजगणित
બૂમ,"बूम, तीव्रवृद्धि"
વધતું જાય તેવું,"बढ़ाना; वर्धन, उछाल"
બારીક,वर्धक
બૂસ્ટર પ્રકાશ,वर्धक प्रकाश
વધવું,वर्धन
મતાધિકાર,बूटकरण
બુટસ્ટ્રેપ,बूटस्ट्रैप
તળિયે,तलीय प्रकाश
પ્રકાશ ઉછાળો,"उच्छलन प्रकाश, प्रस्कन्द प्रकाश"
ભાંગી નાખવું,"भंग, भंजन"
તૂટી પડતાં વોલ્ટેજ,भंजन वोल्टता
પુલ તત્વ,सेतु अवयव
પુલ સુધારક,सेतुबद्ध दिष्टकारी
બ્રિજ્ડ ‘ટી’ એટેન્યુએટર,सेतुबद्ध ‘T’ क्षीणकारी
પુષ્કળ માળખું,सेतुबद्ध संरचना
શરાબ,सेतुबंधन
બ્રિજિંગ એમ્પ્લીફાયર,सेतुबंधन प्रवर्धक
પુલ,सेतुबंधन हानि
ઘાટા,"द्युति, दीप्ति"
ઉદ્ધતાઈ નિયંત્રણ,"द्युति नियंत्रण, दीप्ति नियंत्रण"
બરડ,भंगुर
બરડ પદાર્થ,भंगुर पदार्थ
બ્રોડબેન્ડ,विस्तृत बैंड
બ્રોન્ડબેન્ડ એમ્પ્લીફાયર,विस्तृत बैंड प्रवर्धक
બ્રોડબેન્ડ આઈએસડીએન,"विस्तृत बैंड आई एस डी एन, विस्तृत बैंड ISDN"
વ્યાપક પદ્ધતિ,विस्तृत बैंड तंत्र
પ્રસારણ અને સંદેશાવ્યવહાર તકનીક,प्रसारण एवं संचार प्रौद्योगिकी
