Odiya,Punjabi
ଗ୍ରହଣୀୟ ପରିସର,ਸਵੀਕਾਰਯੋਗ ਜਗ੍ਹਾ
ବ valid ଧ ବିଶ୍ୱସନୀୟତା ସ୍ତର |,ਵੈਧ ਭਰੋਸੇਯੋਗਤਾ ਪੱਧਰ
ଗ୍ରହଣ ନମୁନା,ਸਵੀਕ੍ਰਿਤੀ ਨਮੂਨਾ
ସଂଗୃହିତ ତ୍ରୁଟି |,ਸੰਚਿਤ ਗਲਤੀ
ସଠିକତା,ਸ਼ੁੱਧਤਾ
ପ୍ରୟୋଗ ଶକ୍ତି,ਲਾਗੂ ਫੋਰਸ
"କାର୍ଯ୍ୟ, କାର୍ଯ୍ୟ","ਕਾਰਵਾਈ, ਕੰਮ"
କାର୍ଯ୍ୟ ଏବଂ ପ୍ରତିକ୍ରିୟା,ਕਾਰਵਾਈ ਅਤੇ ਪ੍ਰਤੀਕਰਮ
ବୀମା ବିଜ୍ଞାନ |,ਬੀਮਾ ਵਿਗਿਆਨ
ତୀବ୍ର ତ୍ରିରଙ୍ଗା |,ਤੀਬਰ ਤਿਕੋਣ
acyclic,acyclic
ସଂକ୍ଷେପରେ,ਸੰਪੇਕਸ਼ਤ
ଆଡର୍,ਜੋੜਨ ਵਾਲਾ
"ରାଶି, ଯୋଗ, ସମୀକରଣ (ଗ।), ଯୋଗୀ (v।)","ਜੋੜ, ਜੋੜ, ਜੋੜ (c.), ਜੋੜ (v.)"
ଯୋଗର ସୂତ୍ର,ਯੋਗਾ ਦਾ ਫਾਰਮੂਲਾ
ଜଟିଳ ସଂଖ୍ୟାଗୁଡ଼ିକର ସମଷ୍ଟି |,ਮਿਸ਼ਰਿਤ ਸੰਖਿਆਵਾਂ ਦਾ ਜੋੜ
କାର୍ଯ୍ୟଗୁଡ଼ିକର ସମଷ୍ଟି,ਫੰਕਸ਼ਨਾਂ ਦਾ ਜੋੜ
ମାଟ୍ରିକ୍ସର ରାଶି,ਮੈਟ੍ਰਿਕਸ ਦਾ ਜੋੜ
ବହୁଜନର ସମଷ୍ଟି |,ਬਹੁਪਦ ਦਾ ਜੋੜ
ସମ୍ଭାବ୍ୟତାର ସମଷ୍ଟି,ਸੰਭਾਵਨਾਵਾਂ ਦਾ ਜੋੜ
ଭେକ୍ଟରର ରାଶି,ਵੈਕਟਰਾਂ ਦਾ ਜੋੜ
"ଯୋଗ ଥିଓରେମ୍, ବିରି ଥିଓରୀ,","ਜੋੜ ਥਿਊਰਮ, ਬੇਰੀ ਥਿਊਰੀ"
ଯୋଗୀ ଗୋଷ୍ଠୀ |,additive ਗਰੁੱਪ
ଯୋଗୀ ଓଲଟା |,additive ਉਲਟ
ଯୋଗନୀୟତା |,ਜੋੜਨ ਦੀ ਯੋਗਤਾ
ଯୋଗନୀୟତା |,ਜੋੜਨ ਦੀ ਯੋਗਤਾ
ସଂଲଗ୍ନ ମ୍ୟାଟ୍ରିକ୍ସ |,ਆਸਪਾਸ ਮੈਟ੍ਰਿਕਸ
"ସଂଲଗ୍ନ, ସଂଲଗ୍ନ, ସଂଲଗ୍ନ","ਨੇੜੇ, ਨਾਲ ਲੱਗਦੇ, ਨਾਲ ਲੱਗਦੇ"
ସଂଲଗ୍ନ କୋଣ,ਨੇੜੇ ਦੇ ਕੋਣ
ସଂଲଗ୍ନ ଭର୍ଟେକ୍ସ |,ਨੇੜੇ ਦਾ ਸਿਰਾ
ସହଯୋଗ କରିବାକୁ,ਜੋੜਨ ਲਈ
"ସଂଲଗ୍ନ ଏନକ୍ଲୋଜର,",ਨੱਥੀ ਨੱਥੀ
ସାଧାରଣ ନିର୍ଣ୍ଣୟକାରୀ |,ਆਮ ਨਿਰਣਾਇਕ
ସଂଲଗ୍ନ ଡିଫେରିଏଲ୍ ସମୀକରଣ |,ਅਟੈਚਡ ਡਿਫਰੈਂਸ਼ੀਅਲ ਸਮੀਕਰਨ
ସଂଲଗ୍ନ ସମୀକରଣ,ਜੁੜੇ ਸਮੀਕਰਨ
କୋହୋମୋଜେନସ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,ਕੋਹੋਮੋਜੀਨੀਅਸ ਮੈਟਰਿਕਸ
ମ୍ୟାଟ୍ରିକ୍ସ କୋଭାରିଆନ୍ସ |,ਮੈਟ੍ਰਿਕਸ ਕੋਵੇਰੀਅੰਸ
କୋହୋମୋଜେନସ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,ਕੋਹੋਮੋਜੀਨੀਅਸ ਮੈਟਰਿਕਸ
ଗ୍ରହଣୀୟ ନିଷ୍ପତ୍ତି କାର୍ଯ୍ୟ,ਸਵੀਕਾਰਯੋਗ ਫੈਸਲੇ ਫੰਕਸ਼ਨ
ଗ୍ରହଣୀୟ ଅନୁମାନ,ਸਵੀਕਾਰਯੋਗ ਪਰਿਕਲਪਨਾ
ଏରୋଡାଇନାମିକ୍ ଫୋର୍ସ |,ਐਰੋਡਾਇਨਾਮਿਕ ਫੋਰਸ
ଏରୋଡାଇନାମିକ୍ସ |,ਐਰੋਡਾਇਨਾਮਿਕਸ
ଏକମାତ୍ର ଜ୍ୟାମିତି |,ਸਮਰੂਪ ਜਿਓਮੈਟਰੀ
ଏକମାତ୍ର ମ୍ୟାପିଙ୍ଗ୍ |,ਸਮਰੂਪ ਮੈਪਿੰਗ
ଏକମାତ୍ର ପରିବର୍ତ୍ତନ,ਸਮਰੂਪ ਤਬਦੀਲੀ
ଏଗ୍ରିଗେଟ୍ ଭେରିଏବଲ୍ |,ਕੁੱਲ ਵੇਰੀਏਬਲ
"ବୀଜ ବିବେଚନା, ବୀଜ ବିବେଚନା, ବୀଜ ବିବେଚନା","algebra, algebra, algebra, algebra"
"ବିହନ ବନ୍ଦ, ବିହନଯୁକ୍ତ |","ਬੀਜੀ ਬੰਦ, ਬੀਜੀ"
ବୀଜ ବର୍ଣ୍ଣିତ ସମୀକରଣ |,ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ
ବୀଜ ବର୍ଣ୍ଣନା,ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ
ବୀଜ ବର୍ଣ୍ଣିତ ଏକତା |,ਬੀਜਗਣਿਤ ਸਮਰੂਪਤਾ
ବୀଜ ବର୍ଣ୍ଣିତ କାର୍ଯ୍ୟ,ਬੀਜਗਣਿਤ ਫੰਕਸ਼ਨ
ବୀଜ ବର୍ଣ୍ଣିତ ଜ୍ୟାମିତି |,ਬੀਜਗਣਿਤ ਜਿਓਮੈਟਰੀ
ବୀଜ ବର୍ଣ୍ଣିତ ବହୁଳତା |,ਬੀਜਗਣਿਤ ਬਹੁਲਤਾ
ବୀଜ ବର୍ଣ୍ଣିତ ପ୍ରଣାଳୀ |,ਬੀਜਗਣਿਤ ਪ੍ਰਣਾਲੀ
ସମସ୍ତ-ପୂର୍ଣ୍ଣ ସମସ୍ୟା |,ਸਾਰੇ ਪੂਰਨ ਅੰਕ ਸਮੱਸਿਆ
"ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା ୱାଟ ପ୍ରଶ୍ନ,",ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ ਵਾਟ ਸਵਾਲ
ବର୍ଣ୍ଣାନୁକ୍ରମିକ ଟିପ୍ପଣୀ |,ਵਰਣਮਾਲਾ ਸੰਕੇਤ
ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ,ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ
ବିକଳ୍ପ କୋଣ,ਬਦਲਵੇਂ ਕੋਣ
"ବ hom କଳ୍ପିକ ଏକମାତ୍ର ବିକଳ୍ପ ଫର୍ମ,",ਬਦਲਵੇਂ ਸਮਰੂਪ ਬਦਲਵੇਂ ਰੂਪ
ବିକଳ୍ପ ଗୋଷ୍ଠୀ |,ਵਿਕਲਪਕ ਸਮੂਹ
ବିକଳ୍ପ ମ୍ୟାଟ୍ରିକ୍ସ |,ਵਿਕਲਪਕ ਮੈਟ੍ਰਿਕਸ
ବିକଳ୍ପ କ୍ରମ |,ਵਿਕਲਪਿਕ ਲੜੀ
ବିକଳ୍ପ ଅନୁମାନ,ਵਿਕਲਪਕ ਅਨੁਮਾਨ
ବିକଳ୍ପ ସର୍ବୋତ୍କୃଷ୍ଟ |,ਵਿਕਲਪਿਕ ਸਰਵੋਤਮ
ବିକଳ୍ପ ଫଳାଫଳ |,ਵਿਕਲਪਿਕ ਨਤੀਜਾ
analog-digit କନଭର୍ଟର |,ਐਨਾਲਾਗ-ਅੰਕ ਕਨਵਰਟਰ
"ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର,",ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ
ବିଶ୍ଳେଷଣ |,ਵਿਸ਼ਲੇਸ਼ਣ
କୋଭାରିଆନ୍ସ ବିଶ୍ଳେଷଣ |,ਸਹਿਵਿਹਾਰ ਵਿਸ਼ਲੇਸ਼ਣ
ଗଣନା-ତଥ୍ୟ ବିଶ୍ଳେଷଣ |,ਗਣਨਾ-ਡਾਟਾ ਵਿਸ਼ਲੇਸ਼ਣ
ଭିନ୍ନତା ବିଶ୍ଳେଷଣ |,ਪਰਿਵਰਤਨ ਵਿਸ਼ਲੇਸ਼ਣ
ଆନାଲିଟିକାଲ୍ ଜ୍ୟାମିତି |,ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਜਿਓਮੈਟਰੀ
ବିଶ୍ଳେଷଣାତ୍ମକ କାର୍ଯ୍ୟ,ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਫੰਕਸ਼ਨ
କୋଣ,ਕੋਣ
ଟାଙ୍ଗେଣ୍ଟ୍ କୋଣ |,ਸਪਰਸ਼ ਕੋਣ
ବିଘ୍ନ କୋଣ |,ਡਿਫਲੈਕਸ਼ਨ ਕੋਣ
ଉଦାସୀନତା କୋଣ,ਡਿਪਰੈਸ਼ਨ ਕੋਣ
ବିଘ୍ନ କୋଣ |,ਭਟਕਣ ਕੋਣ
ବିଭାଜନ କୋଣ |,ਵਿਭਿੰਨ ਕੋਣ
ଉଚ୍ଚତା କୋଣ,ਉਚਾਈ ਕੋਣ
ଘଟଣାର କୋଣ,ਘਟਨਾ ਦਾ ਕੋਣ
ପ୍ରୋଜେକ୍ଟର କୋଣ,ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਾ ਕੋਣ
ପ୍ରତିଫଳନ କୋଣ,ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ
ପ୍ରତିଫଳନ କୋଣ,ਅਪਵਰਤਨ ਦਾ ਕੋਣ
ଘୂର୍ଣ୍ଣନ କୋଣ,ਰੋਟੇਸ਼ਨ ਕੋਣ
ପ୍ରତିଫଳନର ସଂପୂର୍ଣ୍ଣ କୋଣ |,ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਪੂਰਨ ਕੋਣ
କୋଣାର୍କ ତ୍ୱରଣ |,ਕੋਣੀ ਪ੍ਰਵੇਗ
କୋଣାର୍କ ବେଗ |,ਕੋਣੀ ਵੇਗ
କୋଣାର୍କ ଗତି,ਕੋਣੀ ਗਤੀ
କୋଣାର୍କ ବେଗ |,ਕੋਣੀ ਵੇਗ
ଆଙ୍ଗୁଠି ରିଙ୍ଗ୍ |,ਰਿੰਗ ਉਂਗਲ
ଉତ୍ତର,ਜਵਾਬ
କାଉଣ୍ଟର ଡେରିଭେଟିଭ୍ |,ਵਿਰੋਧੀ ਡੈਰੀਵੇਟਿਵ
ଆଇସୋମେଟ୍ରିକ୍ କାର୍ଯ୍ୟ,isometric ਫੰਕਸ਼ਨ
"ଆଚ୍ଛାଦିତ, ପ୍ରଯୁଜ୍ୟ, ପ୍ରଯୁଜ୍ୟ |","ਕਵਰ ਕਰਨ ਯੋਗ, ਲਾਗੂ, ਲਾਗੂ"
"ଆବେଦନ ପ୍ରୟୋଗ,",ਐਪਲੀਕੇਸ਼ਨ ਐਪਲੀਕੇਸ਼ਨ
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପ୍ରୟୋଗ |,ਲਾਗੂ ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ
ପ୍ରୟୋଗ ହୋଇଥିବା ଜ୍ୟାମିତି |,ਲਾਗੂ ਕੀਤੀ ਜਿਓਮੈਟਰੀ
ପ୍ରୟୋଗ ହୋଇଥିବା ଗଣିତ |,ਲਾਗੂ ਗਣਿਤ
ପ୍ରୟୋଗ ପରିସଂଖ୍ୟାନ |,ਲਾਗੂ ਅੰਕੜੇ
"ପ୍ରାୟ, ପ୍ରାୟ","ਲਗਭਗ, ਲਗਭਗ"
ପ୍ରାୟ ନିରନ୍ତର କାର୍ଯ୍ୟ |,ਲਗਭਗ ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ
"ମାକ୍ରୋ ପଦ୍ଧତି, ଆନୁମାନିକ ପଦ୍ଧତି |","ਮੈਕਰੋ ਵਿਧੀ, ਅਨੁਮਾਨ ਵਿਧੀ"
ଆନୁମାନିକ ସମାଧାନ,ਅੰਦਾਜ਼ਨ ਹੱਲ
ଆନୁମାନିକ ସମସ୍ୟା,ਲਗਭਗ ਸਮੱਸਿਆ
ଆନୁମାନିକ ସମ୍ପତ୍ତି,ਲਗਭਗ ਸੰਪਤੀ
ଦକ୍ଷତା ପରୀକ୍ଷା,ਯੋਗਤਾ ਟੈਸਟ
ଆର୍ଗନ୍ ଚିତ୍ର,ਆਰਗਨ ਚਿੱਤਰ
ସ୍ବେଚ୍ଛାକୃତ,ਸਵੈ-ਇੱਛਤ
"ଅନିୟମିତ, ଅନିୟମିତ |","ਬੇਤਰਤੀਬ, ਬੇਤਰਤੀਬ"
ଇଚ୍ଛାଧୀନ ସ୍ଥିର |,ਆਪਹੁਦਰੇ ਸਥਿਰ
ମାଗଣା ଉପାଦାନ |,ਮੁਫ਼ਤ ਤੱਤ
ଇଚ୍ଛାଧୀନ ବିନ୍ଦୁ |,ਮਨਮਾਨੀ ਬਿੰਦੂ
ଆର୍କିମିଡେଙ୍କ ନିୟମ |,ਆਰਕੀਮੀਡ ਦਾ ਕਾਨੂੰਨ
ଆର୍କିମିଡିସ୍ ନିୟମ |,ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ
"ଆର୍କ-ଲମ୍ବ, ଆର୍କ-ଲମ୍ବ |","ਚਾਪ-ਲੰਬਾਈ, ਚਾਪ-ਲੰਬਾਈ"
ବୃତ୍ତାକାର,ਚੱਕਰ ਚਾਪ
ଓଲଟା ସାଇନ ବଣ୍ଟନ |,ਉਲਟ ਸਾਈਨ ਵੰਡ
ଓଲଟା ସାଇନ ରୂପାନ୍ତର |,ਉਲਟ ਸਾਈਨ ਪਰਿਵਰਤਨ
"କ୍ଷେତ୍ର, କ୍ଷେତ୍ର","ਖੇਤਰ, ਖੇਤਰ"
ଆ regional ୍ଚଳିକ ସଂରଚନା,ਖੇਤਰੀ ਸੰਰਚਨਾ
ଏକ ଜଟିଳ ସଂଖ୍ୟାର କୋଣ |,ਇੱਕ ਮਿਸ਼ਰਿਤ ਸੰਖਿਆ ਦਾ ਕੋਣ
ଗାଣିତିକ ଅର୍ଥ |,ਗਣਿਤ ਦਾ ਮਤਲਬ
ଡିଜିଟାଲ୍ ଅପରେସନ୍,ਡਿਜ਼ੀਟਲ ਕਾਰਵਾਈ
ଡିଜିଟାଲ୍ ୟୁନିଟ୍ |,ਡਿਜ਼ੀਟਲ ਯੂਨਿਟ
"ବିନ୍ୟାସ, ବ୍ୟବସ୍ଥା","ਸੰਰਚਨਾ, ਵਿਵਸਥਾ"
"ଆରେ, ଆରେ","ਐਰੇ, ਐਰੇ"
କୃତ୍ରିମ ଉପଗ୍ରହ |,ਨਕਲੀ ਉਪਗ੍ਰਹਿ
କୃତ୍ରିମ ଭେରିଏବଲ୍ |,ਨਕਲੀ ਵੇਰੀਏਬਲ
ଚ imb ିବାକୁ,ਚੜ੍ਹਨ ਲਈ
ଆରୋହଣ,ਚੜ੍ਹਦਾ
ତୀବ୍ରତାର କ୍ରମ,ਤੀਬਰਤਾ ਦਾ ਵੱਧਦਾ ਕ੍ਰਮ
ଆରୋହଣ ଗ୍ରେଡ୍,ਚੜ੍ਹਦਾ ਗ੍ਰੇਡ
ଏକତ୍ରକାରୀ ଭାଷା |,ਅਸੈਂਬਲਰ ਭਾਸ਼ਾ
"ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା ଆସାଇନମେଣ୍ଟ ପ୍ରଶ୍ନ,",ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ ਅਸਾਈਨਮੈਂਟ ਸਵਾਲ
ସହଯୋଗୀ ନିୟମ |,ਸਹਿਯੋਗੀ ਨਿਯਮ
ଅପରେଟର୍ମାନଙ୍କର ଆସୋସିଏଟିଭ୍ ନିୟମ |,ਆਪਰੇਟਰਾਂ ਦਾ ਸਹਿਯੋਗੀ ਨਿਯਮ
ଆସୋସିଏଟିଭ୍ ଅପରେସନ୍ |,ਸਹਿਯੋਗੀ ਕਾਰਵਾਈ
ସାଥୀତା,ਸਾਥੀ
ଅନୁମାନ କରାଯାଉଥିବା ଅର୍ଥ |,ਮਤਲਬ ਮੰਨਿਆ
ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ ଅନୁମାନ କରାଯାଇଛି |,ਅਨੁਮਾਨਿਤ ਸੰਭਾਵਨਾ ਵੰਡ
"କଳ୍ପିତ, ସ୍ୱୀକାର,","ਕਲਪਨਾ, ਮੰਨਿਆ"
ଜ୍ୟୋତିଷ ଶାସ୍ତ୍ର,ਜੋਤਿਸ਼
"ମହାକାଶଚାରୀ ଇଞ୍ଜିନିୟର ସ୍ପେସ୍ ଇଞ୍ଜିନିୟର,",ਪੁਲਾੜ ਵਿਗਿਆਨੀ ਇੰਜੀਨੀਅਰ ਸਪੇਸ ਇੰਜੀਨੀਅਰ
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ *,ਖਗੋਲ ਵਿਗਿਆਨੀ*
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଘଣ୍ଟା |,ਖਗੋਲੀ ਘੜੀ
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ,ਖਗੋਲ ਵਿਗਿਆਨ
ଅସୀମିତ ବକ୍ର,ਅਸਮਿਤ ਵਕਰ
ଅସୀମତା |,ਅਸਮਿਤੀ
ଅସ୍ମିପଟୋଟିକ୍ |,asymptotic
ବୃଦ୍ଧି,ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ
ପ୍ରଗତିଶୀଳ ଆକଳନକାରୀ |,ਪ੍ਰਗਤੀਸ਼ੀਲ ਅਨੁਮਾਨਕ
ରିଟ୍ରୋଗ୍ରେଡ୍ ଦ୍ୱିପାକ୍ଷିକ ଆକଳନକାରୀ |,ਪਿਛਾਖੜੀ ਪੱਖਪਾਤੀ ਅਨੁਮਾਨਕ
ପ୍ରତ୍ୟାବର୍ତ୍ତନ ଆଚରଣ |,ਪਿਛਾਖੜੀ ਵਿਹਾਰ
ଆକ୍ରମଣାତ୍ମକ ବଣ୍ଟନ କାର୍ଯ୍ୟ |,ਹਮਲਾਵਰ ਵੰਡ ਫੰਕਸ਼ਨ
ଉପର ବିସ୍ତାର,ਉੱਪਰ ਵੱਲ ਫੈਲਣਾ
ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |,ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ
"ଅନିୟମିତ ଭାବରେ,",ਬੇਤਰਤੀਬੇ
ସମ୍ପତ୍ତି *,ਸੰਪਤੀ*
ଗୁଣଧର୍ମ-ନମୁନା-ଯାନ୍ତ୍ରିକ |,ਗੁਣ-ਨਮੂਨਾ-ਪ੍ਰਣਾਲੀ
ବୃଦ୍ଧି ହୋଇଥିବା ମାଟ୍ରିକ୍ସ,ਵਧਿਆ ਹੋਇਆ ਮੈਟਰਿਕਸ
ଅଟୋକୋରେଲେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,ਸਵੈ-ਸੰਬੰਧ ਗੁਣਾਂਕ
ଅଟୋକୋରେଲେସନ୍ ଫଙ୍କସନ୍,ਸਵੈ-ਸੰਬੰਧ ਫੰਕਸ਼ਨ
କୋଭାରିଆନ୍ସ |,ਸਹਿਵਿਹਾਰ
ସ୍ୱୟଂଚାଳିତ କମ୍ପ୍ୟୁଟର |,ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਰ
ଆତ୍ମସମ୍ମାନ,ਆਟੋਰਿਗਰੇਸ਼ਨ
ସହାୟକ ସମୀକରଣ,ਸਹਾਇਕ ਸਮੀਕਰਨ
ହାରାହାରି ନମୁନା ସଂଖ୍ୟା ବକ୍ର (MPC ବକ୍ର),ਮੀਨ ਸੈਂਪਲ ਨੰਬਰ ਕਰਵ (MPC ਕਰਵ)
"axiom, axiom","axiom, axiom"
axiom ପଦ୍ଧତି |,axiom ਪਹੁੰਚ
ସମ୍ଭାବ୍ୟତା axiom |,ਸੰਭਾਵਨਾ axiom
ଅକ୍ଷ,ਧੁਰਾ
ଭୁଜାକ୍,ਭੁਜਕਸ਼ਾ
ପୃଥିବୀ ଅକ୍ଷ,ਧਰਤੀ ਦਾ ਧੁਰਾ
ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ,ਰੋਟੇਸ਼ਨ ਧੁਰਾ
ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ,ਰੋਟੇਸ਼ਨ ਧੁਰਾ
ସ୍ପିନ୍ ଅକ୍ଷ,ਸਪਿਨ ਧੁਰਾ
ପୋଷ୍ଟ ରିପ୍ଲେସମେଣ୍ଟ,ਪੋਸਟ ਬਦਲੀ
ପରେ,ਬਾਅਦ ਵਿੱਚ
ପଛ ସନ୍ନିବେଶ ସୂତ୍ର |,ਵਾਪਸ ਸੰਮਿਲਨ ਫਾਰਮੂਲਾ
"ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |","ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ"
ସନ୍ତୁଳିତ ଡିଜାଇନ୍ |,ਸੰਤੁਲਿਤ ਡਿਜ਼ਾਈਨ
ତୂଳନା ପତ୍ର,ਸੰਤੁਲਨ ਸ਼ੀਟ
କ୍ଷେପଣାସ୍ତ୍ର,ਮਿਜ਼ਾਈਲ
"ବାଲିଷ୍ଟିକ୍, ଅସ୍ତ୍ରଶସ୍ତ୍ର |","ਬੈਲਿਸਟਿਕਸ, ਹਥਿਆਰ"
"ସ୍ତମ୍ଭ, ବାଡ଼ି, କୋବ୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ରେଖା, ରେଖା, ପରୀକ୍ଷା ରେଖା, ଧାର |","ਕਾਲਮ, ਰਾਡ, ਕੋਬ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਲਾਈਨ, ਲਾਈਨ, ਟੈਸਟ ਲਾਈਨ, ਕਿਨਾਰਾ"
"ଆଧାର, ଆଧାର, ଆଧାର, ଆଧାର, ଆଧାର |","ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ"
ମୂଳ କୋଣ,ਅਧਾਰ ਕੋਣ
"ଲୋଗାରିଦମର ଆଧାର, ଲୋଗାରିଦମର ଆଧାର |","ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ, ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ"
"ମ basic ଳିକ, ମ basic ଳିକ,","ਬੁਨਿਆਦੀ, ਬੁਨਿਆਦੀ"
ମୂଳ ସମନ୍ୱିତ ସମାଧାନ |,ਅਧਾਰ ਇਕਸਾਰ ਹੱਲ
ମୂଳ ସମାଧାନ |,ਅਧਾਰ ਹੱਲ
ବେସ୍ ଭେରିଏବଲ୍ |,ਅਧਾਰ ਵੇਰੀਏਬਲ
ଆଧାର,ਅਧਾਰ
ମୂଳ ଉପାଦାନ |,ਅਧਾਰ ਤੱਤ
ବେସ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,ਬੇਸ ਮੈਟ੍ਰਿਕਸ
ଭେକ୍ଟର ସ୍ପେସ୍ ର ଆଧାର |,ਵੈਕਟਰ ਸਪੇਸ ਦਾ ਅਧਾਰ
ଜନସଂଖ୍ୟା ଆଧାର |,ਉਪ-ਜਨਸੰਖਿਆ ਦੇ ਆਧਾਰ &#39;ਤੇ
ଅସାଧୁ,ਬੇਈਮਾਨ
bez-rule,bez-ਨਿਯਮ
ବେଜ୍-ଥିଓରେମ୍ |,ਬੇਜ਼-ਪ੍ਰਮੇਯ
bernoulli- ବଣ୍ଟନ |,bernoulli-ਵੰਡ
ବର୍ନୁଲି ସଂଖ୍ୟା |,ਬਰਨੌਲੀ ਨੰਬਰ
ବର୍ନୁଲି ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ |,ਬਰਨੌਲੀ ਪ੍ਰੋਬੇਬਿਲਟੀ ਫੰਕਸ਼ਨ
ବର୍ନୁଲି-ସମୀକରଣ |,ਬਰਨੌਲੀ-ਸਮੀਕਰਨ
ବେରୀ କାର୍ଯ୍ୟ,ਬੇਰੀ ਫੰਕਸ਼ਨ
ସର୍ବୋତ୍ତମ ଆଡିଶିନ୍ |,ਵਧੀਆ ਚਿਪਕਣ
ସର୍ବୋତ୍ତମ ଆଡେସିନ୍ ରେଖା |,ਵਧੀਆ ਅਸੰਭਵ ਲਾਈਨ
