Bengali,Punjabi
"অ্যাক্সেস, অপেক্ষা, অ্যাক্সেসযোগ্যতা","ਪਹੁੰਚ, ਉਡੀਕ, ਪਹੁੰਚਯੋਗਤਾ"
অ্যাক্সেসযোগ্যতা,ਪਹੁੰਚਯੋਗਤਾ
"অতিরিক্ত, আনুষঙ্গিক, আনুষঙ্গিক (v.), আনুষাঙ্গিক (সম্পাদনা)","ਵਾਧੂ, ਸਹਾਇਕ, ਸਹਾਇਕ (v.), ਸਹਾਇਕ ਉਪਕਰਣ (ed.)"
প্রবেশাধিকার সময়,ਪਹੁੰਚ ਦਾ ਸਮਾਂ
ভিজিটর ত্রুটি,ਵਿਜ਼ਟਰ ਗਲਤੀ
সমন্বয়,ਵਿਵਸਥਾ
পুঞ্জীভূত,ਇਕੱਠਾ ਕੀਤਾ
"accumulation, accumulation","ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ"
সঞ্চয়কারী,ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ
সঠিকতা,ਸ਼ੁੱਧਤਾ
বাস্তবতা,ਅਸਲੀਅਤ
অ্যাক্রোমেটিক লেন্স,ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ
অ্যাক্রোমেটিক,ਅਕ੍ਰੋਮੈਟਿਕ
বর্ণহীনতা,ਰੰਗੀਨਤਾ
শাব্দিক,ਧੁਨੀ
শব্দরোধী,ਸਾਊਂਡਪਰੂਫ਼
শাব্দিক ফোনন,ਧੁਨੀ ਫੋਨੋਨ
শব্দ ইউনিট,ਆਵਾਜ਼ ਯੂਨਿਟ
শাব্দিক,ਧੁਨੀ
শব্দ জেনারেটর,ਆਵਾਜ਼ ਜਨਰੇਟਰ
কর্ম এবং প্রতিক্রিয়া,ਕਾਰਵਾਈ ਅਤੇ ਪ੍ਰਤੀਕਰਮ
সক্রিয়করণ,ਸਰਗਰਮੀ
অ্যাক্টিভেশন শক্তি,ਸਰਗਰਮੀ ਊਰਜਾ
"সক্রিয়কারী, সক্রিয়কারী","ਐਕਟੀਵੇਟਰ, ਐਕਟੀਵੇਟਰ"
সক্রিয়,ਕਿਰਿਆਸ਼ੀਲ
সক্রিয়তা,ਸਰਗਰਮੀ
প্রকৃত চাপ,ਅਸਲ ਤਣਾਅ
ফিসফিস,ਘੁਸਰ-ਮੁਸਰ
যোগফল,ਸੰਪੇਕਸ਼ਤ
"যোগফল, যোগ, সমষ্টি (সম্পাদনা), যোজক (v.)","ਜੋੜ, ਜੋੜ, ਕੁੱਲ (ਐਡੀ.), ਜੋੜ (v.)"
"সংযোজক স্বর, অতিরিক্ত স্বর (স্বর)","ਸੰਯੋਜਕ ਟੋਨ, ਵਾਧੂ ਸੁਰ (ਸਵਰ)"
সংযোজনকারী,additive
আনুগত্য,adhesion
আঠালো শক্তি,ਚਿਪਕਣ ਵਾਲੀ ਊਰਜਾ
adiabat,adiabat
adiabatic,adiabatic
তাপ নিরোধক,ਗਰਮੀ ਇੰਸੂਲੇਟਿੰਗ
সংযুক্তি,ਲਗਾਵ
সামঞ্জস্যযোগ্য,ਵਿਵਸਥਿਤ
অনুপ্রবেশ,ਪ੍ਰਵੇਸ਼
শোষণ,ਸੋਸ਼ਣ
এগিয়ে,ਅੱਗੇ
প্রগতিশীল,ਪ੍ਰਗਤੀਸ਼ੀਲ
"আকাশী, ভাইভা (v.), বায়বীয় (ed.)","ਆਕਾਸ਼ੀ, ਹਵਾ (ਵੀ.), ਏਰੀਅਲ (ਐਡੀ.)"
অ্যান্টেনা প্রবাহ,ਐਂਟੀਨਾ ਸਟ੍ਰੀਮ
বায়বীয় জরিপ,ਹਵਾਈ ਸਰਵੇਖਣ
বায়ু বেগ,ਹਵਾ ਦੀ ਗਤੀ
এরোডাইনামিক সহগ,ਐਰੋਡਾਇਨਾਮਿਕ ਗੁਣਾਂਕ
এরোডাইনামিক,ਐਰੋਡਾਇਨਾਮਿਕ
বায়ুগতিবিদ্যা,ਐਰੋਡਾਇਨਾਮਿਕਸ
বৈমানিক,ਏਅਰੋਨੌਟਿਕਲ
বৈমানিক,ਐਰੋਨਾਟਿਕਸ
বায়ু নাড়ি,ਹਵਾ ਦੀ ਨਬਜ਼
"বায়ুমণ্ডল, গ্যাসোস্ফিয়ার","ਵਾਯੂਮੰਡਲ, ਗੈਸੋਸਫੀਅਰ"
ফোকাস সিস্টেম,ਫੋਕਸ ਸਿਸਟਮ
পিছনে ইগনিশন,ਵਾਪਸ ਇਗਨੀਸ਼ਨ
পিছনের আলো,ਵਾਪਸ ਰੋਸ਼ਨੀ
আঘাত,ਉਲਝਣ
"বয়স, বয়স, বয়স, যুগ (সম্পাদনা), সময়কে প্রভাবিত করতে (ভার।), সময়, সময়ের দ্বারা প্রভাবিত হওয়া","ਉਮਰ, ਉਮਰ, ਉਮਰ, ਯੁੱਗ (ਐਡੀ.), ਸਮੇਂ ਨੂੰ ਪ੍ਰਭਾਵਿਤ ਕਰਨ ਲਈ (ਵਰਤ.), ਸਮਾਂ, ਸਮੇਂ ਦੁਆਰਾ ਪ੍ਰਭਾਵਿਤ ਹੋਣ ਲਈ"
সময় প্রভাবিত,ਸਮਾਂ ਪ੍ਰਭਾਵਿਤ ਹੋਇਆ
"বার্ধক্য, বার্ধক্য","ਬੁਢਾਪਾ, ਬੁਢਾਪਾ"
সময়ের প্রভাব,ਸਮਾਂ ਪ੍ਰਭਾਵ
সময় প্রভাব পরীক্ষা,ਸਮਾਂ ਪ੍ਰਭਾਵ ਟੈਸਟ
মাধ্যাকর্ষণহীন,ਗੰਭੀਰਤਾ ਰਹਿਤ
পুনর্মিলন,ਸੁਲ੍ਹਾ
"বায়ুবাহিত রাডার, বায়বীয় রাডার","ਏਅਰਬੋਰਨ ਰਾਡਾਰ, ਏਰੀਅਲ ਰਾਡਾਰ"
"বায়বীয় লক্ষ্য, বায়বীয় লক্ষ্য","ਏਰੀਅਲ ਟੀਚਾ, ਏਰੀਅਲ ਟੀਚਾ"
বায়ু শ্বাসযন্ত্র,ਹਵਾ ਸਾਹ ਲੈਣ ਵਾਲਾ
এয়ার কন্ডিশনিং,ਏਅਰ ਕੰਡੀਸ਼ਨਿੰਗ
এয়ারক্রু ট্রান্সফরমার,ਏਅਰਕ੍ਰੂ ਟ੍ਰਾਂਸਫਾਰਮਰ
বিমান,ਜਹਾਜ਼
প্রান্তিককরণ,ਅਲਾਈਨਮੈਂਟ
প্রান্তিককরণ ত্রুটি,ਅਲਾਈਨਮੈਂਟ ਗਲਤੀ
লাইভ সার্কিট,ਲਾਈਵ ਸਰਕਟ
সম্পূর্ণ কাচের টিউব,ਪੂਰੀ ਕੱਚ ਦੀ ਟਿਊਬ
পুরো ধাতব টিউব,ਸਾਰੀ ਧਾਤ ਦੀ ਟਿਊਬ
ঠিক করতে,ਠੀਕ ਕਰਨ ਲਈ
"মিসরাতু (সম্পাদনা), মিশ্রাতভান (ক্রি.)","ਮਿਸਰਤੁ (ਸੰਪਾਦਕ), ਮਿਸ਼ਰਤਵਨ (ਸੀ.ਆਰ.)"
mishratvan,ਮਿਸ਼ਰਤਵਨ
সর্বব্যাপী মাধ্যম,ਸਰਵ ਵਿਆਪਕ ਮਾਧਿਅਮ
ওমনি অ্যান্টেনা,ਓਮਨੀ ਐਂਟੀਨਾ
পঞ্জিকা,ਅਲਮੈਨਕ
আলফা,ਅਲਫ਼ਾ
আলফা-ক্রিয়াকলাপ,ਅਲਫ਼ਾ-ਗਤੀਵਿਧੀ
আলফানিউমেরিক,ਅੱਖਰ ਅੰਕੀ
আলফা রশ্মি,ਅਲਫ਼ਾ ਰੇ
পরিবর্তন,ਬਦਲੋ
"বিকল্প, বিকল্প","ਬਦਲਵਾਂ, ਬਦਲਵਾਂ"
বিকল্প,ਅਲਟਰਨੇਟਰ
altimeter,ਅਲਟੀਮੀਟਰ
altimeter,ਅਲਟੀਮੀਟਰ
অলটাইমেট্রি,ਅਲਟਾਈਮੇਟਰੀ
"উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা","ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ"
অ্যারিথমেটিক রিজনিং ইউনিট (ALU),ਅੰਕਗਣਿਤ ਤਰਕ ਇਕਾਈ (ALU)
amaget নিয়ম,amaget ਨਿਯਮ
পরিবেশ,ਵਾਤਾਵਰਣ
অ্যামিক্রন,amicron
অ্যামিটার,ammeter
অ্যাম্পিয়ার,ਐਂਪੀਅਰ
অ্যাম্পিয়ার-ল,ਐਂਪੀਅਰ-ਲਾਅ
উভচর আয়ন,amphibian ion
পরিবর্ধন,ਵਾਧਾ
পরিবর্ধক,ਐਂਪਲੀਫਾਇਰ
"কোণ, মাত্রা","ਕੋਣ, ਮਾਪ"
ক এম.উ. (পারমাণবিক ভর একক),a ਐਮ.ਯੂ. (ਪਰਮਾਣੂ ਪੁੰਜ ਯੂਨਿਟ)
উপযুক্ত,ਅਨੁਕੂਲ
সাদৃশ্য,ਸਮਾਨਤਾ
বিশ্লেষক,ਵਿਸ਼ਲੇਸ਼ਕ
বিশ্লেষণ,ਵਿਸ਼ਲੇਸ਼ਣ
বিশ্লেষণাত্মক,ਵਿਸ਼ਲੇਸ਼ਣੀ
অ-বিন্দু,ਗੈਰ-ਪੁਆਇੰਟ
অস্বাভাবিক,ਅਸਧਾਰਨ
এবং দরজা,ਅਤੇ ਦਰਵਾਜ਼ਾ
অ শাব্দিক,ਗੈਰ-ਧੁਨੀ
অস্বাভাবিক স্থিতিস্থাপকতা,ਅਸਧਾਰਨ ਲਚਕਤਾ
নির্জল,ਨਿਹਾਈਡ੍ਰਸ
কোণ,ਕੋਣ
অ্যাংস্ট্রম ইউনিট,ਐਂਗਸਟ੍ਰੋਮ ਯੂਨਿਟ
কৌণিক,ਕੋਣੀ
প্রটেক্টর ভার্নিয়ার,protractor vernier
বিতর্কিত,ਵਿਵਾਦਪੂਰਨ
অসম্মান,ਬੇਇੱਜ਼ਤੀ
অ্যাক্রোম্যাটিক চুম্বকীয়করণ,ਅਕ੍ਰੋਮੈਟਿਕ ਚੁੰਬਕੀਕਰਨ
শিথিল,ਢਿੱਲੀ
anion,anion
অপ্রতিসম,ਅਸਮਿਤ
আইসোট্রপিক,ਆਈਸੋਟ੍ਰੋਪਿਕ
আইসোট্রপিজম,isotropism
মুছে ফেলা,ਮਿਟਾਉਣਾ
বর্ণনাকারী,ਸਾਜ਼ਿਸ਼ਕਰਤਾ
অ্যানোড,ਐਨੋਡ
anodization,anodization
অসামঞ্জস্যপূর্ণ,ਅਸੰਗਤ
অপটিক্যাল সিস্টেম,ਆਪਟੀਕਲ ਸਿਸਟਮ
অ্যান্টেনা,ਐਂਟੀਨਾ
antiberion,ਐਂਟੀਬੇਰੀਅਨ
বিরোধী বন্ধন সম্পত্তি,ਵਿਰੋਧੀ ਬੰਧਨ ਜਾਇਦਾਦ
পাল্টা বন্ড,ਵਿਰੋਧੀ ਬਾਂਡ
বিপরীত শক্তি,ਉਲਟ ਸ਼ਕਤੀ
ডায়ম্যাগনেটিক,ਡਾਇਮੈਗਨੈਟਿਕ
ডায়ম্যাগনেটিক উপাদান,ਡਾਇਮੈਗਨੈਟਿਕ ਸਮੱਗਰੀ
প্রদাহ বিরোধী,ਸਾੜ ਵਿਰੋਧੀ
বিরোধী মাধ্যাকর্ষণ,ਐਂਟੀਗ੍ਰੈਵਿਟੀ
antilamda কণা,antilamda ਕਣ
এলিলেপ্টন,ਐਲੇਲੈਪਟਨ
ডায়ম্যাগনেটিক,ਡਾਇਮੈਗਨੈਟਿਕ
প্রতিপদার্থ,ਐਂਟੀਮੈਟਰ
ক্ষেপণাস্ত্র বিরোধী,ਵਿਰੋਧੀ ਮਿਜ਼ਾਈਲ
অ্যান্টিনিউট্রন,antineutron
স্পন্দনশীল,pulsating
অ্যান্টিনিউক্লিয়ন,antinucleon
প্রতিকণা,ਵਿਰੋਧੀ ਕਣ
অ্যান্টিপ্রোটন,ਐਂਟੀਪ੍ਰੋਟੋਨ
প্রতিফলক,ਪ੍ਰਤੀਬਿੰਬ ਵਿਰੋਧੀ
প্রতিসম,ਵਿਰੋਧੀ ਸਮਰੂਪ
অ পুনরাবৃত্ত,ਗੈਰ-ਆਵਰਤੀ
anachronism,anachronism
ছিদ্রযুক্ত স্ক্যানিং ডিস্ক,perforated ਸਕੈਨਿੰਗ ਡਿਸਕ
দ্বারক,ਦੁਆਰਕ
"শীর্ষ, শীর্ষ, সামনে","ਸਿਖਰ, ਸਿਖਰ, ਸਾਹਮਣੇ"
"সূর্য উচ্চ, সূর্য উচ্চ, অপ্সর","ਉੱਚਾ ਸੂਰਜ, ਉੱਚਾ ਸੂਰਜ"
উদাসীন লেইস,ਉਦਾਸੀਨ ਕਿਨਾਰੀ
অ করুণ,ਗੈਰ ਤਰਸਯੋਗ
অ-অক্ষমতা,ਗੈਰ-ਅਯੋਗਤਾ
খুব অ্যাক্রোমেটিক,ਬਹੁਤ ਅਕ੍ਰੋਮੈਟਿਕ
"land-high, apogee","ਜ਼ਮੀਨ-ਉੱਚਾ, apogee"
"nonpolar, circumpolar","ਗੈਰ-ਧਰੁਵੀ, ਚੱਕਰੀ"
parapolarity,parapolarity
যন্ত্র,ਡਿਵਾਈਸ
"ভার্চুয়াল, ভিজ্যুয়াল","ਵਰਚੁਅਲ, ਵਿਜ਼ੂਅਲ"
দৃশ্যমান সূর্য,ਦਿਖਾਈ ਦੇਣ ਵਾਲਾ ਸੂਰਜ
চাক্ষুষ সময়,ਵਿਜ਼ੂਅਲ ਸਮਾਂ
উদ্ভূত চেহারা,ਉਭਰਦੀ ਦਿੱਖ
আবেদন,ਐਪਲੀਕੇਸ਼ਨ
প্রযোজ্যতা,ਲਾਗੂ ਹੋਣ
প্রয়োগ করা,ਲਾਗੂ ਕੀਤਾ
পর্যবেক্ষণযোগ্য,ਦੇਖਣਯੋਗ
পন্থা,ਪਹੁੰਚ
"কাছাকাছি, প্রায়","ਨੇੜੇ, ਲਗਭਗ"
অনুমান,ਲਗਭਗ
বাষ্পের চাপ,ਭਾਫ਼ ਦਾ ਦਬਾਅ
স্বেচ্ছায়,ਸਵੈ-ਇੱਛਤ
"চাপ চুল্লি, চাপ চুল্লি","ਚਾਪ ਭੱਠੀ, ਚਾਪ ਭੱਠੀ"
আর্কিমিডিসের আইন,ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ
স্থাপত্য শাব্দবিদ্যা,ਆਰਕੀਟੈਕਚਰਲ ਧੁਨੀ ਵਿਗਿਆਨ
চাপ বাতি,ਚਾਪ ਲੈਂਪ
আর্ক-স্পেকট্রাম,ਚਾਪ-ਸਪੈਕਟ੍ਰਮ
"এলাকা, এলাকা","ਖੇਤਰ, ਖੇਤਰ"
"আঞ্চলিক, আঞ্চলিক","ਖੇਤਰੀ, ਖੇਤਰੀ"
"হাত, বাহু, শাখা","ਬਾਂਹ, ਬਾਂਹ, ਸ਼ਾਖਾ"
অপেশাদার,ਸ਼ੁਕੀਨ
"অ্যারে, অ্যারে","ਐਰੇ, ਐਰੇ"
রিসিভার,ਪ੍ਰਾਪਤਕਰਤਾ
উচ্চারণ স্বচ্ছতা,ਉਚਾਰਨ ਸਪਸ਼ਟਤਾ
সিন্থেটিক,ਸਿੰਥੈਟਿਕ
কৃত্রিম রূপান্তর,ਨਕਲੀ ਤਬਦੀਲੀ
আরোহী,ਚੜ੍ਹਦਾ
আরোহণ,ਚੜ੍ਹਾਈ
আরোহণ,ਚੜ੍ਹਨਾ
আগলি,ਅਗੋਲੀ
সমষ্টি,ਏਕੀਕਰਨ
এর সেট,ਦਾ ਸੈੱਟ
"সমাবেশ, সমাবেশ","ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ"
"একত্রিত করা, একত্রিত করা, একত্রিত করা","ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ"
নির্ভুল অনুমান,ਸ਼ੁੱਧਤਾ ਅਨੁਮਾਨ
নির্দিষ্ট (কোয়ান্টাম সংখ্যার) স্পেসিফিকেশন,ਨਿਰਧਾਰਿਤ (ਕੁਆਂਟਮ ਸੰਖਿਆਵਾਂ ਦੀ) ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ
"সম্পর্কিত, সহযোগী, সংঘবদ্ধ","ਸੰਬੰਧਿਤ, ਸਹਿਯੋਗੀ, ਸੰਯੁਕਤ"
স্বরধ্বনি,ਸਵਰ ਆਵਾਜ਼
স্বয়ংক্রিয় মাল্টিভাইব্রেটর,ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
অ্যাস্থেনিক,ਅਸਥਨਿਕ
"পরিহার, দৃষ্টিভঙ্গি","ਪਰਹੇਜ਼, ਅਜੀਬਤਾ"
মহাকাশ ভ্রমণ ইলেকট্রনিক্স,ਪੁਲਾੜ ਯਾਤਰਾ ਇਲੈਕਟ੍ਰੋਨਿਕਸ
জ্যোতির্পদার্থবিদ্যা,ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ
মহাকাশচারী,ਪੁਲਾੜ ਯਾਤਰੀ
জ্যোতির্বিজ্ঞানী,ਖਗੋਲ ਵਿਗਿਆਨੀ
স্বর্গীয়,ਆਕਾਸ਼ੀ
জ্যোতির্বিদ্যা,ਖਗੋਲ ਵਿਗਿਆਨ
জ্যোতির্পদার্থবিদ্যা,ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ
অপ্রতিসম,ਅਸਮਿਤ
অ্যাসিম্পোটিক,asymptotic
উত্তেজক,ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ
অ্যাসিঙ্ক্রোনাস,ਅਸਿੰਕ੍ਰੋਨਸ
"বায়ুমণ্ডল, বায়ুমণ্ডল","ਮਾਹੌਲ, ਮਾਹੌਲ"
বায়ুমণ্ডলীয়,ਵਾਯੂਮੰਡਲ
বায়ু অশান্তি,ਹਵਾ ਦੀ ਗੜਬੜ
পারমাণবিক,ਪ੍ਰਮਾਣੂ
পারমাণবিক,ਪਰਮਾਣੂ
পারমাণবিকতা,ਪਰਮਾਣੂ
পারমাণবিক ভর,ਪ੍ਰਮਾਣੂ ਪੁੰਜ
পারমাণবিক সংখ্যা,ਪਰਮਾਣੂ ਨੰਬਰ
"পারমাণবিক চুল্লি, পারমাণবিক গাদা","ਪ੍ਰਮਾਣੂ ਰਿਐਕਟਰ, ਪ੍ਰਮਾਣੂ ਢੇਰ"
পারমাণবিক,ਪਰਮਾਣੂ
কণা,ਕਣ
কণা,ਕਣ
ক্ষয়,ਧਿਆਨ
"attenuating, attenuating","ਘਟਾਓਣਾ, ਘੱਟ ਕਰਨਾ"
কবজ,ਸੁਹਜ
আকর্ষণ শক্তি,ਖਿੱਚ ਦੀ ਤਾਕਤ
শ্রবণযোগ্যতা,ਸੁਣਨਯੋਗਤਾ
অডিও ফ্রিকোয়েন্সি পরিবর্ধক,ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਐਂਪਲੀਫਾਇਰ
শ্রবণযোগ্য,ਸੁਣਨਯੋਗ
অডিও জেনারেটর,ਆਡੀਓ ਜਨਰੇਟਰ
শ্রবণযোগ্যতা গ্রাফ,ਸੁਣਨਯੋਗਤਾ ਗ੍ਰਾਫ
শ্রবণ বিজ্ঞান,ਸੁਣਨ ਵਿਗਿਆਨ
অডিওমিটার,ਆਡੀਓਮੀਟਰ
শ্রবণযোগ্য ফ্রিকোয়েন্সি অসিলেটর,ਸੁਣਨਯੋਗ ਬਾਰੰਬਾਰਤਾ ਔਸਿਲੇਟਰ
শব্দ সংকেত,ਧੁਨੀ ਸੰਕੇਤ
অডিও-ভিজ্যুয়াল,ਆਡੀਓ-ਵਿਜ਼ੂਅਲ
"অডিটোরিয়াম, অডিটোরিয়াম","ਆਡੀਟੋਰੀਅਮ, ਆਡੀਟੋਰੀਅਮ"
ওজেড ইফেক্ট,OZ ਪ੍ਰਭਾਵ
পদোন্নতি,ਤਰੱਕੀ
বর্ধক,ਵਧਾਉਣ ਵਾਲਾ
মেরু শিখা,ਧਰੁਵੀ ਲਾਟ
দক্ষিণ মেরু শিখা,ਦੱਖਣੀ ਧਰੁਵੀ ਲਾਟ
উত্তর মেরু শিখা,ਉੱਤਰੀ ਧਰੁਵੀ ਲਾਟ
স্বয়ংক্রিয় সতর্কতা,ਆਟੋਮੈਟਿਕ ਚੇਤਾਵਨੀ
স্বয়ংক্রিয় সমান্তরালকারী,ਆਟੋ ਸਮਾਨੰਤਰ
"স্বয়ংক্রিয়, স্বয়ংক্রিয়, স্বয়ংক্রিয়","ਆਟੋਮੈਟਿਕ, ਆਟੋਮੈਟਿਕ, ਆਟੋਮੈਟਿਕ"
"অটোমেশন, অটোমেশন","ਆਟੋਮੇਸ਼ਨ, ਆਟੋਮੇਸ਼ਨ"
"সহকারী, সমবায়, অতিরিক্ত","ਸਹਾਇਕ, ਸਹਿਕਾਰੀ, ਵਾਧੂ"
"অবদাভা, তুষারপাত","ਅਵਦਾਵਾ, ਅਵਦਾਵਾ"
"মানে, মানে","ਮਤਲਬ, ਮਤਲਬ"
পরিবার,ਪਰਿਵਾਰ
অক্ষীয়,ਧੁਰੀ
অক্ষ,ਧੁਰਾ
আজিমুথ,ਅਜ਼ੀਮਥ
আজিমুথ,ਅਜ਼ੀਮਥ
পেছনে,ਵਾਪਸ
"পটভূমি, পটভূমি","ਪਿਛੋਕੜ, ਪਿਛੋਕੜ"
"পশ্চাৎপদ, পশ্চাৎপদ","ਪਿਛਾਂਹ, ਪਿਛੇ"
পরিবর্তন,ਵਾਪਸ ਭੇਜਣ ਦਾ ਸਮਾਂ
ব্যাক ভোল্টেজ পালসার,ਵਾਪਸ ਵੋਲਟੇਜ ਪਲਸਰ
সম্পর্ক পরবর্তী,ਪੋਸਟ-ਰਿਸ਼ਤਾ
প্রতিদান,ਅਦਾਇਗੀ
বিরোধী ভোল্টেজ,ਵਿਰੋਧੀ ਵੋਲਟੇਜ
পোস্টেরিয়র স্ক্যাটারিং,ਪਿਛਲਾ ਖਿੰਡਾ
অন্তর্বর্তী তরঙ্গ,ਵਿਚਕਾਰਲੀ ਲਹਿਰ
অন্তরক,ਇੰਸੂਲੇਟਰ
প্যারাশুট জাম্প,ਪੈਰਾਸ਼ੂਟ ਛਾਲ
গরম করার,ਹੀਟਿੰਗ
"ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য","ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ"
ব্যালেন্সার,ਸੰਤੁਲਨ
ভারসাম্য,ਸੰਤੁਲਨ
গ্লাবুল,ਗਲੋਬਿਊਲ
"ব্যালিস্টিক, ব্যালিস্টিক","ਬੈਲਿਸਟਿਕ, ਬੈਲਿਸਟਿਕ"
"প্রজেকশন গ্যালভানোমিটার, প্রজেকশন গ্যালভানোমিটার","ਪ੍ਰੋਜੈਕਸ਼ਨ ਗੈਲਵੈਨੋਮੀਟਰ, ਪ੍ਰੋਜੈਕਸ਼ਨ ਗੈਲਵੈਨੋਮੀਟਰ"
মিসাইল,ਮਿਜ਼ਾਈਲ
"ব্যালিস্টিক, অস্ত্র","ਬੈਲਿਸਟਿਕਸ, ਹਥਿਆਰ"
অভিক্ষেপ,ਪ੍ਰੋਜੈਕਸ਼ਨ
বিনামূল্যে পথচলা,ਮੁਫਤ ਟ੍ਰੈਜੈਕਟਰੀ
"বেলুন, বেলুন","ਗੁਬਾਰਾ, ਗੁਬਾਰਾ"
balmer discontinuity,balmer ਬੰਦ
"ব্যান্ড, ব্যান্ড, ব্যান্ড","ਬੈਂਡ, ਬੈਂਡ, ਬੈਂਡ"
বিস্ফোরণ,ਧਮਾਕਾ
"অ্যারে, মরীচি, তীরে, ব্যাংক, উপকূল","ਐਰੇ, ਬੀਮ, ਕਿਨਾਰੇ, ਬੈਂਕ, ਤੱਟ"
"কলাম, বার, কোব, ব্লক, বার, রড, বার, 8. প্রাচীর, 9. লাইন, 10. প্রান্ত, 1 ব্লক, 1, বার, 1, লাইন, 1, পরীক্ষা লাইন","ਕਾਲਮ, ਬਾਰ, ਕੋਬ, ਬਲਾਕ, ਬਾਰ, ਰਾਡ, ਬਾਰ, 8. ਕੰਧ, 9. ਲਾਈਨ, 10. ਕਿਨਾਰਾ, 1 ਬਲਾਕ, 1, ਬਾਰ, 1, ਲਾਈਨ, 1, ਟੈਸਟ ਲਾਈਨ"
বারদিন নীতি,bardeen ਅਸੂਲ
বারখাউসেন প্রভাব,barkhausen ਪ੍ਰਭਾਵ
বারলো চক্র,ਬਾਰਲੋ ਚੱਕਰ
বার চুম্বক,ਪੱਟੀ ਚੁੰਬਕ
শস্যাগার,ਕੋਠੇ
বায়ু চাপ গ্রাফ,ਹਵਾ ਦਾ ਦਬਾਅ ਗ੍ਰਾਫ
"barograph, barograph","barograph, barograph"
ব্যারোমিটার,ਬੈਰੋਮੀਟਰ
বায়ুমণ্ডলীয় চাপ,ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ
"cosmos, baromosphere","cosmos, baromosphere"
