Tamil,Marathi
வேளாண் வளர்ப்பை,कृषी सांस्कृतिक
வேளாண் பன்முகத்தன்மை,अ‍ॅग्रोबायोडिव्हर्सिटी
வேளாண் வியாபார குறைபாடுகள்,अ‍ॅग्रोबायोलॉजिकल दोष
வேளாண்வியல்,कृषीशास्त्र
வேளாண் பன்முகத்தன்மை,अ‍ॅग्रोक्लिमॅटिक विविधता
வேளாண் மண்டல,अ‍ॅग्रोक्लिमॅटिक झोनिंग
வளர்ப்பு,अ‍ॅग्रोफोरेस्ट्री
விவசாயவியல்,कृषीशास्त्र
வேளாண்,अ‍ॅग्रोनॉमी
அக்ரோபாஸ்டோரல்,अ‍ॅग्रोपास्टोरल
அக்ரோபிராசெசிங்,अ‍ॅग्रोप्रोसेसिंग
அக்ரோஸ்டாலஜி,अ‍ॅग्रोस्टोलॉजी
வேளாண் வகை,अ‍ॅग्रोटाइप
விமான ஆலை,एअर प्लांट
அகியோச்சி மண்,अकिओची माती
ஆல்பினிசம்,अल्बिनिझम
அல்பிசோல்ஸ்,अल्फिसोल
பாசி,एकपेशीय वनस्पती
பாசி நோய்,अल्गल रोग
கார நீர்,अल्कली पाणी
கார,अल्कधर्मी
அல்லீல்,अ‍ॅलेल
அல்லீல கெமிக்கல்ஸ்,Lel लोकेमिकल्स
அல்லீலோமார்ப்,Lel लोमॉर्फ
அலெலோபதி,Lel लेलोपॅथी
சந்து பயிர்,गल्ली पीक
ஒதுக்கீடு,वाटप
Allocamy,अ‍ॅलोगॅमी
அலோமெட்ரி,अ‍ॅलोमेट्री
அலோபோலிப்ளோயிட்,Ol लोपोलिपॉइड
அலோசினாப்சிஸ் (அலோசின்டெசிஸ்),Os लोसिनॅप्सिस (os लोसिंडेसिस)
மாற்று தாங்கி,वैकल्पिक बेअरिंग
மாற்று நில பயன்பாடு,वैकल्पिक जमीन वापर
சுற்றுப்புறம்,सभोवतालचे
அமெலியோரண்ட்,Meliorant
அமிடோசிஸ்,अमिटोसिस
வெடிமருந்து,अमृत
அம்மோனிகேஃபிகேஷன்,अमोनिफिकेशन
அம்மோனியர்,अमोनिफायर
அமார்,अमॉर्फ
ஆம்பிமிக்ஸிஸ்,अ‍ॅम्फिमिक्सिस
ஆம்போடெரிக்,अ‍ॅम्फोटेरिक
அனபோலிசம்,अ‍ॅनाबोलिझम
காற்றில்லா,अनरोब
அனூப்ளோயிட்,Eneuploid
கோண நடவு,कोन लागवड
கால்நடை வளர்ப்பு,पशुसंवर्धन
விலங்கு மறுப்பு,प्राणी नकार
ஆற்றல் உயிரின,एनिमेट एनर्जी
அனிசோப்ளோயிட்,एनिसोप्लॉइड
ஆண்டு ஆலை,वार्षिक वनस्पती
ஆண்டு,वार्षिक
ஆன்டெஸிஸ்,अँथेसिस
ஆந்த்ராக்ஸ்,अँथ्रॅक्स
மானுடவியல் காரணி,मानववंशिक घटक
ஆண்டிபியோசிஸ்,प्रतिजैविक
நுண்ணுயிர்க்கொல்லி,प्रतिजैविक
மாற்று,प्रतिजैविक
ஆக்ஸிஜனேற்றிகள்,अँटीऑक्सिडेंट्स
ஆன்டிடாக்சின்,अँटीटॉक्सिन
ANNULUS,अ‍ॅनुलस
அஃபிட்,Ph फिड
அபிகல் மொட்டு,एपिकल अंकुर
நுனி ஆதிக்கம்,एपिकल वर्चस्व
Apulcalure (தேனீ வைத்திருத்தல்),एपिकल्चर (मधमाशी पाळणे)
Apomixis,अपोमिक्सिस
அப்போப்டொசிஸ்,अ‍ॅपॉप्टोसिस
இணைப்பு,परिशिष्ट
பசி,भूक
பயன்படுத்தப்பட்டது,लागू
நீர்வாழ் களை,जलीय तण
ஆர்போரியல்,आर्बोरियल
ஆர்பரைசேஷன்,आर्बोरायझेशन
தொல்பொருள்-பொட்டானியல் பதிவுகள்,आर्चीओ-बॉटॅनिकल रेकॉर्ड
பகுதி புள்ளிவிவரங்கள்,क्षेत्र आकडेवारी
பகுதி,क्षेत्र
வறண்ட சுற்றுச்சூழல் அமைப்பு,शुष्क इकोसिस्टम
Aril,एरिल
நறுமணம்,सुगंध
நறுமண ஆலை,सुगंधित वनस्पती
நறுமண அரிசி,सुगंधित तांदूळ
அம்பு,बाण
அசெப்ஸிஸ்,Asepsis
அசெப்டிக்,Se सेप्टिक
ஓரினச்சேர்க்கை பரப்புதல்,अलौकिक प्रसार
மதிப்பீடு,परख
சொத்துக்கள்,मालमत्ता
ஒருங்கிணைப்பு,आत्मसात
தொடர்பு,असोसिएशन
ஆஸ்ட்ரிஜென்ட்,तुरट
அசினாப்சிஸ்,एसिनॅप्सिस
அடாவிசம்,अटाविझम
அணுசக்தி,अ‍ॅटोमायझर
அட்ராபி,अ‍ॅट्रोफी
தன்னியக்க,ऑटोगॅमी
ஆட்டோலிசிஸ்,ऑटोलिसिस
ஆட்டோஆக்ஸிஜனேற்றம்,ऑटोक्सिडेशन
ஆட்டோபோலிப்ளோயிட்,ऑटोपॉलिपॉइड
ஆக்சின்கள்,ऑक्सिन
Awn (முறுக்கு),ओएन (ब्रिस्टल)
பாதம் கொட்டை,बदाम
கற்றாழை,कोरफड
அமராந்தஸ்,अमरॅन्थस
அம்மி,अम्मी
அஞ்சன் புல்,अंजान गवत
அந்தூரியம்,अँथुरियम
"அன்லா, இந்திய நெல்லிக்காய்","अणला, भारतीय हंसबेरी"
ஆப்பிள்,Apple पल
பாதாமி,जर्दाळू
ஆர்பியன் மல்லிகை,अरबियन चमेली
அரேகா நட்டு,अरेका नट
அர்ஜுன்,अर्जुन
Asfoetida,असफोएटिडा
சாம்பல் பூசணிக்காய்,राख लबाडी
அசோகா மரம்,अशोका वृक्ष
ஆஷ்த்மா களை (யூபோர்பியா),अश्थमा तण (युफोर्बिया)
அஸ்பாரகஸ்,शतावरी
வெண்ணெய்,एवोकॅडो
அல்பால்ஃபா (லூசர்ன்),अल्फाल्फा (ल्युसर्न)
எறும்புகள்,मुंग्या
அஃபிட்ஸ்,Ph फिडस्
இராணுவ புழு,आर्मी जंत
விவசாய பொருளாதார நிபுணர்,कृषी अर्थशास्त्रज्ञ
வேளாண் நீட்டிப்பு,कृषी विस्तारवादी
விவசாய விஞ்ஞானி,कृषी वैज्ञानिक
விவசாய பொறியாளர்,कृषी अभियंता
வேளாண் நிபுணர்,अ‍ॅग्रोबायोलॉजिस्ट
வேளாண் விஞ்ஞானி,कृषीशास्त्रज्ञ
வேளாண் இயற்பியல்,अ‍ॅग्रोफिसिकस्ट
விலங்கு வளர்ப்பாளர்,प्राणी ब्रीडर
பேசிலஸ் வைரஸ்,बॅसिलस विषाणू
பேசிலஸ்,बॅसिलस
பாக்டீரியா,जिवाणू
பாக்டீரியோடாக்சின்,बॅक्टेरियोटॉक्सिन
கரும்பு சக்கை,बागसे
இருப்புநிலை,शिल्लक पत्रक
சீரான கருத்தரித்தல்,संतुलित फर्टिलायझेशन
பார் வரைபடம்,बार आकृती
பட்டை,साल
காற்றழுத்தமானி,बॅरोमीटर
தரிசு,वांझ
அடித்தளம்,पाया
பேசின்,बेसिन
பாசிபெட்டல்,बासिपेटल
பாஸ்கிஸ்டெர்னம்,बासेस्टर्नम
விரிகுடா பருவமழை,बे मॉन्सून
தாங்கும் ஆலை,बेअरिंग प्लांट
படுக்கை,बेड
படுக்கை,बेडर
படுக்கை,बेडिंग
பீட் மோலாஸ்கள்,बीट गुळ
பெல்லோஸ்,धनुष्य
பெல்ட்,बेल्ट
நன்மை-செலவு பகுப்பாய்வு,लाभ-खर्च विश्लेषण
சார்புடைய (மாதிரி),पक्षपाती (सॅम्पलिंग)
இருபது ஆண்டு,द्विवार्षिक
இரும,द्विपक्षीय
உயிரி கையேடு,बायोएजेन्ट
பயோக்ளைமேட்,बायोक्लीमेट
பயோஎனெர்ஜி,बायोएनर्जी
பயோனமிக்ஸ்,बायोनोमिक्स
உயிரியக்கவியல்,बायोरिएक्टर
உயிர்க்கோளம்,जीवशास्त्र
உயிரியல்,बायोटिक
உயிரியல் வகை,बायोटाइप
இருபால்,उभयलिंगी
பிளான்சிங்,ब्लान्चिंग
குண்டு வெடிப்பு,ब्लास्ट
கலவை,मिश्रण
ப்ளைட்,ब्लाइट
கொப்புளம்,फोड
நீல புரட்சி,निळा क्रांती
கீழே வெப்ப அறை,तळाशी उष्णता कक्ष
கீழே வெப்ப நுட்பம்,तळाशी उष्णता तंत्र
பிரான்,कोंडा
கிளைகள்,शाखा
கிளை,शाखा
இனம்,प्रजनन
இனப்பெருக்க,प्रजनन
கரைந்து,ब्रिमिंग
அடைகாக்கும்,ब्रूड
வளரும்,नवोदित
பட்ஜெட்,अर्थसंकल्प
இடையக,बफर
விளக்கை,बल्ब
பன்ட்,बंट
துணை தயாரிப்பு,उप-उत्पादन
பாபுல் அகாசியா,बाबुल बाभूळ
குழந்தை சோளம்,बाळ कॉर्न
பேல்,बाईल
பெயில்,बेली
பால்சம்,बाल्सम
மூங்கில்,बांबू
வாழை,केळी
ஆலமரம்,वडाचे झाड
பார்லி,बार्ली
பார்ன்யார்ட் மில்லட்,धान्याचे कोठार मिलेट
துளசி,तुळस
பாஸ்டர்ட் சிடார்,बस्टर्ड सिडर
பாஸ்டர்ட் மைரோபாலன்,बस्टार्ड मायरोबालन
ப au ஹினியா,बौहिनिया
பே பெர்ரி,बे बेरी
பீன்,बीन
பீட்,बीट
பெல்லடோனா,बेलॅडोना
பெர்,बेर
பெர்சீம்,Berseem
பெட்டல்,सुपारी
பிலிம்பி,बिलीमबी
பாகற்காய்,कारले
கருப்பு கிராம்,काळा हरभरा
கருப்பு நைட்ஷேட்,ब्लॅक नाईटशेड
Bougainvillea,बोगेनविले
பாட்டில் தூரிகை,बाटली ब्रश
சுரைக்காய்,दुधीभोपळा
பெட்டி மரம்,बॉक्स ट्री
ரொட்டி பழம்,ब्रेड फळ
பிரைடல் க்ரீப்பர்,ब्राइडल क्रिपर
பிரிஞ்சல்,वांगे
பிராட் பீன்,ब्रॉड बीन
ப்ரோக்கோலி,ब्रोकोली
பிரஸ்ஸலின் முளை,ब्रुसेलचा अंकुर
பக்வீட்,बकव्हीट
பியூட்டியா,बुटिया
பாண்டிகூட்,बॅन्डिकूट
தாங்க,अस्वल
வண்டு,बीटल
கொப்புளம் வண்டு,ब्लिस्टर बीटल
நீல காளை,निळा बैल
போல் புழு,बोल वर्म
பட்டாம்பூச்சி,फुलपाखरू
பாக்டீரியாலஜிஸ்ட்,बॅक्टेरियोलॉजिस्ट
உயிர் வேதியியலாளர்,बायोकेमिस्ट
உயிரியலாளர்,जीवशास्त्रज्ञ
பயோடெக்னாலஜிஸ்ட்,बायोटेक्नॉलॉजिस्ट
தாவரவியலாளர்,वनस्पतिशास्त्रज्ञ
சி ஈரப்பதம் சிறப்பியல்பு வளைவு,सी ओलावा वैशिष्ट्यपूर्ण वक्र
கேக்,केक
கணக்கீட்டு,कॅल्केरियस
கணக்கீடு,कॅल्सीफिकेशन
பாஸ்பேட் கணக்கீடு,फॉस्फेटचे कॅल्किनेशन
காலோசிட்டி,कॉलिटी
கால்சஸ்,कॉलस
கலிக்ஸ்,कॅलेक्स
கலிக்ஸ்-எண்ட்,कॅलेक्स-एंड
காம்பியம்,कॅम्बियम
புற்றுநோய்,कॅंकर
கேனிங்,कॅनिंग
விதானம்,छत
மூலதனம்,भांडवल
கேப்ரிஃபிகேஷன்,केप्रीफिकेशन
காப்ஸ்யூல்,कॅप्सूल
கார்பனேற்றப்பட்ட,कार्बोनेटेड
கார்பனாக்கல்,कार्बनायझेशन
கார்பல்,कार्पेल
கார்பஸ்,कार्पस
வார்ப்பு,कास्टिंग
வினையூக்கம்,कॅटाबोलिझम
வினையூக்கம்,कॅटॅलिसिस
கம்பளிப்பூச்சி,सुरवंट
சி-டி.என்.ஏ நூலகம்,सी-डीएनए लायब्ररी
உச்சவரம்பு,कमाल मर्यादा
செல்,सेल
மத்திய தலைவர் அமைப்பு,केंद्रीय नेता प्रणाली
மையமாக,सेंट्रिक
மையவிலக்கு,सेंट्रीफ्यूगेशन
மையவிலக்கு,सेंट्रीफ्यूज
சென்ட்ரியோல்,सेंट्रीओल
சென்ட்ரோஜெனிக்,सेंट्रोजेनिक
சென்ட்ரெஸ்ஜெனஸ்,केंद्रीत
செர்கஸ்,Cercus
தானியங்கள்,अन्नधान्य
சான்றிதழ்,प्रमाणपत्र
சான்றளிக்கப்பட்ட விதை,प्रमाणित बियाणे
சஃப்,चाफ
சலாசா,चालझा
வேதியியல்,केमोट्रोपिझम
சியாஸ்மா,चियास्मा
குளிர்ச்சியான நேரம்,शीतकरण तास
குளிர்ச்சியான காயம்,शीतकरण इजा
சிமேரா,चिमेरा
குளோராந்தி,क्लोरॅन्थी
குளோரோபில்,क्लोरोफिल
குளோரோசிஸ்,क्लोरोसिस
குளோரோலஜி,क्लोरोलॉजी
குரோமாடிட்,क्रोमॅटिड
குரோமாடின்,क्रोमॅटिन
குரோமடோகிராபி,क्रोमॅटोग्राफी
குரோமாடோலிசிஸ்,क्रोमॅटोलिसिस
குரோமோசென்ட்ரே,क्रोमोसेन्ट्रे
குரோமோஜெனெஸிஸ்,क्रोमोजेनेसिस
குரோமோபுரோட்டீன்,क्रोमोप्रोटीन
குரோமோசோம்,क्रोमोसोम
நாள்பட்ட,जुनाट
சிட்ரேஞ்ச்,सिट्रेंज
கிளாடோட்,क्लेडोड
வகைப்பாடு,वर्गीकरण
களிமண்,क्ले
சுத்தம்,स्वच्छता
கிளீஸ்டோகாமி,क्लीस्टोगॅमी
க்ளைமாக்டெரிக் பழம்,क्लायमॅक्टेरिक फळ
காலநிலை,हवामान
காலநிலைவியல்,हवामानशास्त्र
கிளிப்பர்,क्लिपर
துணி,क्लॉड
குளோன்,क्लोन
மேகம்,ढग
கொத்து,गठ्ठा
கொத்து,क्लस्टर
கரடுமுரடான,खडबडीत
கோட்டை (விதை),कोट (बियाणे)
COCOON,कोकून
கோஎன்சைம்,कोएन्झाइम
ஒத்திசைவு,एकत्रीकरण
Coir,कॉर
கோல்ரோஹிசா,कोलोरिझा
காலர்,कॉलर
கூழ் (மண்),कोलोइड (माती)
கொலுமெல்லா,कोलंबेला
நெடுவரிசை,स्तंभ
துவக்கவாதம்,Comensalism
வணிக வங்கி,व्यावसायिक बँक
பொருள்,वस्तू
சமூக,समुदाय
சுருக்கம் (மண்ணின்),कॉम्पॅक्शन (मातीची)
பொருந்தக்கூடிய தன்மை,सुसंगतता
பொருந்தக்கூடிய தன்மை,सुसंगतता
இழப்பீடு,भरपाई
போட்டி தொடர்பு,स्पर्धात्मक संवाद
நிரப்பு பயிர்,पूरक पीक
சிக்கலான,कॉम्प्लेक्स
கூறு,घटक
கலவை,रचना
உரம்,कंपोस्ट
கூட்டு வட்டி,चक्रवाढ व्याज
கணக்கீடு,गणना
கணினி,संगणक
செறிவு,एकाग्रता
கண்டிஷனர்,कंडिशनर
நடத்தை,आवाहन
உள்ளமைவு,कॉन्फिगरेशन
ஏற்ப,अनुरूपता
குழப்பம்,गोंधळात टाकणारे
இணைவு,संयोजन
இணைப்பு,संयोजी
பாதுகாப்பு,संवर्धन
ஒருங்கிணைப்பு,एकत्रीकरण
தொகுதிகள்,घटक
நுகர்வோர்,ग्राहक
நுகர்வு,वापर
மாசுபாடு,दूषित
விளிம்பு நடவு,समोच्च लागवड
விளிம்பு,समोच्च
ஒப்பந்த விவசாயம்,कॉन्ट्रॅक्ट शेती
கட்டுப்படுத்தப்பட்ட சேமிப்பு,नियंत्रित स्टोरेज
கூட்டுறவு வங்கி,सहकारी बँक
கூட்டுறவு,सहकारी
காப்பிஸ்,कॉपिस
கோர்ம்,कॉर्म
கொரோலா,कोरोला
கோர்டெக்ஸ்,कॉर्टेक्स
செலவு,किंमत
கோட்டிலிடன் (விதை),कॉटिलेडन (बियाणे)
கடன் சங்கம்,क्रेडिट सोसायटी
கடன்,पत
கடன் வழங்குபவர்,लेखादार
முகடு,माथा
நொறுக்குதல்,Rickly
நெருக்கடி,संकट
அளவுகோல்,निकष
விமர்சன,गंभीर
பயிர் காப்பீடு,पीक विमा
பயிர் கடன்,पीक कर्ज
பயிர்,पीक
பயிர் பகுதி,पीक क्षेत्र
குறுக்கு இணக்கமானது,क्रॉस-इनकॉम्पॅन्सिबल
கிரீடம் (ஆலை),मुकुट (वनस्पती)
நொறுக்கு,क्रंब
மேல் ஓடு,कवच
கிரிப்டோகாம்,क्रिप्टोगॅम
குல் (பழங்கள்),कुल (फळे)
அடிம்,कुल्म
சாகுபடி,लागवड
சாகுபடி,लागवड
பயிரிடுபவர்,लागवड करणारा
கலாச்சாரம்,संस्कृती
குணப்படுத்துதல்,उपचार
கர்லிங்,कर्लिंग
நாணய,चलन
வெட்டு,क्यूटिकल
கட்டிங்,कटिंग
நீர்க்கட்டி,गळू
சைட்டோக்ரோம்,साइटोक्रोम
சைட்டோகாமி,सायटोगामी
சைட்டோஜெனெஸிஸ்,सायटोजेनेसिस
சைட்டோஜெனெடிக்ஸ்,सायटोजेनेटिक्स
சைட்டோகினேசிஸ்,सायटोकिनेसिस
சைட்டாலஜி,सायटोलॉजी
சைட்டோலிசிஸ்,सायटोलिसिस
சைட்டோமியர்,सायटोमेरे
சைட்டோபிளாசம்,साइटोप्लाझम
முட்டைக்கோஸ்,कोबी
கற்றாழை,कॅक्टस
காலெண்டுலா,कॅलेंडुला
கேனரி புல் (ஃபாலரிஸ்),कॅनरी गवत (फालारिस)
கன்னா,कॅन्ना
கபாரிஸ்,कॅपरिस
கேப்சிகம்,शिमला मिर्ची
காரம்போலா,कारंबोला
கராபா,कारपा
ஏலக்காய்,वेलची
கார்னேஷன்,कार्नेशन
கேரட்,गाजर
முந்திரிப்பருப்பு,काजू
காசியா,कॅसिया
ஆமணக்கு,एरंडेल
காலிஃபிளவர்,फुलकोबी
செலரி,भाजी किंवा कोशिंबीर बनवण्यासाठी उपयुक्त अशी एक वनस्पती
SAMPAC,शॅमक
செனோபடியம்,चेनोपोडियम
செர்ரி தக்காளி,चेरी टोमॅटो
செர்ரி,चेरी
"சுண்டல், கிராம்","चणा, हरभरा"
மிளகாய்,मिरची
சீனா டர்பெண்டைன் மரம்,चीन टर्पेन्टाईन ट्री
சவ் சவ்,चाऊ-चाऊ
கிரிஸான்தமம்,क्रिसॅन्थेमम
"சூஃபா, பூமி பாதாம்","चुफा, पृथ्वी बदाम"
சிகோரி,सिचरी
இலவங்கப்பட்டை,दालचिनी
சிட்ரான்,सिट्रॉन
சிட்ரோனெல்லா புல்,सिट्रोनेला गवत
மல்லிகை ஏறும்,चमेली चढणे
கிராம்பு,लवंग
கிளஸ்டர் பீன்,क्लस्टर बीन
கோகோ,कोको
தேங்காய்,नारळ
கொட்டைவடி நீர்,कॉफी
கோலியஸ்,कोलियस
கொலோகாசியா,कोलोकेशिया
"கொலோசிந்த், கசப்பான ஆப்பிள்","कोलोसिंथ, कडू सफरचंद"
பொதுவான பர்ஸ்லேன்,सामान्य पर्स्लेन
கொத்தமல்லி,कोथिंबीर
பருத்தி,कापूस
கவ்பியா,गायी
கியூப்,क्यूबब
வெள்ளரி,काकडी
கிகர்பிட்ஸ்,कुकर्बिट्स
சீரகம்,जिरे
கறி இலை,करी पान
கஸ்டார்ட் ஆப்பிள்,सीताफळ
காப்ஸ்யூல் துளைப்பான்,कॅप्सूल बोरर
கம்பளிப்பூச்சி,सुरवंट
சிட்ரஸ் சைலா,लिंबूवर्गीय सायला
மட்டைப்பந்து,क्रिकेट
காகம்,कावळा
புழு வெட்டு,जंत कट करा
பால்,डेअरी
பால்,दुग्धशाळा
அணை,धरण
நாள்-நடுநிலை,दिवस-तटस्थ
பூக்கும் சில நாட்கள்,फुलांच्या नंतरचे दिवस
முழு பூக்கும் சில நாட்கள்,पूर्ण मोहोर नंतरचे दिवस
டிப்ளஸமிங்,डीब्लोसमिंग
Decalcification,Decalcification
Decant,डिकंट
சிதைவு,क्षय
இலையுதிர்,पाने गळणारा
தசம,दशांश
குறைபாடு,कमतरता
மண் (மண்),डिफ्लोकुलेशन (माती)
அழிவு,डिफ्लोरेशन
நீக்குதல்,डीफोलिएशन
காடழிப்பு,जंगलतोड
சிதைவு,अध: पतन
சீரழிவு,अधोगती
பட்டம் நாட்கள்,पदवी दिवस
பட்டம்,पदवी
விலகல்,Dehiscence
Dehulling,डीहुलिंग
நீக்குதல்,डीहुस्किंग
நீரிழப்பு,डिहायड्रेशन
ஹைட்ரேட்டர்,डिहायड्रेटर
தேவை,मागणी
குறைப்பு,विकृती
மறுப்பு,नकार
வைப்பு,ठेव
படிவு,ठेव
தேய்மானம் அழிவு,घसारा डेसालिनायझेशन
வறட்சி,Desiccation
வடிவமைப்பு,डिझाइन
டெசிகேட்டர்,Descicator
அழித்தல்,निराश
Decuckering,Desuckering
தேசனாப்சிஸ்,Desynapsis
டிடாஸல்,डेटासेल
டிடாசெலிங்,Detasseling
தீர்மானிக்கும்,निर्धारक
மதிப்புக் குறைப்பு,अवमूल्यन
Devegetation,Devegetation
விலகல்,विचलन
டயட்,डायड
நோயறிதல்,निदान
டைக்கோகாமி,डिचोगामी
இருவகை,द्वैधविज्ञान
டைகோடைலெடன் (விதை),डिकोटिल्डन (बियाणे)
திரும்பவும் (நோய்),मरणार (रोग)
பரவல்,प्रसार
செரிமானம்,पचनक्षमता
Dihibrid,डायहायब्रिड
டைக் (டைக்),डिक (डायक)
நீர்த்த,सौम्य
Dioecious,डायओसियस
டிப்ளாய்டு,डिप्लोइड
டிப்ளாய்டு,डिप्लोइड
டிப்ளோனெமா,डिप्लोमा
நீக்குதல்,डिसबुडिंग
டிஸ்கிங்,डिस्किंग
தள்ளுபடி,सूट
கிருமிநாசினி,निर्जंतुकीकरण
சிதறல்,फैलाव
பரப்புதல்,प्रसार
பல்வகைப்படுத்தல்,विविधता
பன்முகப்படுத்தப்பட்ட விவசாயம்,विविध शेती
டி.என்.ஏ ஏணி,डीएनए शिडी
டி.என்.ஏ ஏற்பி,डीएनए रिसेप्टर
கப்பல்துறை,डॉकगेज
ஆதிக்கம் செலுத்தும்,प्रबळ
செயலற்ற தன்மை,सुप्तता
டோஸ்,डोस
இரட்டை சிக்மாய்டு வளைவு,डबल सिग्मॉइड वक्र
வரைவு (வரைவு),मसुदा (मसुदा)
வடிகால்,निचरा
வடிகால்,ड्रेनेज
வரை,काढा
நனைத்தல்,भिजत
ஆடை (விதை),ड्रेसिंग (बियाणे)
துரப்பணம் (n.),ड्रिल (एन.)
துளையிடுதல் (Ag. Engg),ड्रिलिंग (एजी. इंजी)
துளையிடுதல் (வேளாண்),ड्रिलिंग (अ‍ॅग्रोनॉमी)
சொட்டு நீர் பாசனம்,ठिबक सिंचन
உலர் நில விவசாயம்,ड्रायलँड शेती
தூசி,धूळ
டஸ்டர்,डस्टर
தூசி,धूळ
குள்ள,बटू
குள்ள பிரமிடு,बौने पिरॅमिड
குள்ள,बौने
டெய்ஸி,डेझी
தேதிகள்,तारखा
நாள் மல்லிகை,दिवस चमेली
வெந்தயம்,बडीशेप
தினநாத் புல்,दीननाथ गवत
டோடர்,डॉडर
"டூப் புல், பெர்முடா புல்","डूब गवत, बर्म्युडा गवत"
ட்ரூஸ்,ड्रूस
உலர் இஞ்சி,कोरडे आले
வண்டு,डीफोलिएटिंग बीटल
ட்ரோன்,ड्रोन
வாத்து,बदक
சூழலியல்,पर्यावरणशास्त्र
எக்கோனோமெட்ரிக்ஸ்,इकोनोमेट्रिक्स
பொருளாதார செயல்திறன்,आर्थिक कार्यक्षमता
சுற்றுச்சூழல்,इकोटाइप
எக்டோட்ரோபிக்,एक्टोट्रॉफिक
எடாபிக்,ईडाफिक
எடாஃபாலஜி,एडॉफोलॉजी
விளிம்பு,कडा
உண்ணக்கூடிய பகுதி,खाद्य भाग
தேவையின் நெகிழ்ச்சி,मागणीची लवचिकता
உற்பத்தியின் நெகிழ்ச்சி,उत्पादनाची लवचिकता
மின்னாற்பகுப்பு,इलेक्ट्रोलिसिस
எலக்ட்ரோபோரேசிஸ்,इलेक्ट्रोफोरेसीस
நீர்த்தல்,Eluviation
எமாஸ்குலேட்டர்,Emasculator
உள்ளடக்கியது,तटबंदी
கரு,गर्भ
கரு,गर्भशास्त्र
தோற்றம்,उदय
குழம்பாக்கி,इमल्सीफायर
எண்டோஜெனஸ்,अंतर्जात
எண்டோமிடோசிஸ்,एंडोमिटोसिस
எண்டோபராசைட்,एंडोपारासाइट
எண்டோஸ்பெர்ம்,एंडोस्पर्म
நிறுவனம்,उपक्रम
பூச்சியியல்,एंटोमोलॉजी
சூழல்,वातावरण
நொதி,सजीवांच्या शरीरात निर्मार्ण होणारे द्रव्य
எபிகோடைல் ஒட்டுதல்,एपिकोटिल ग्राफ्टिंग
எபிபைட்,एपिफाइट
பங்கு,इक्विटी
ஒழிப்பு,निर्मूलन
அத்தியாவசிய ஊட்டச்சத்துக்கள்,आवश्यक पोषक घटक
மதிப்பீடு,अंदाज
