Odiya,Marathi
କାର୍ଯ୍ୟ ବାର୍ତ୍ତା |,क्रिया संदेश
ସକ୍ରିୟ,सक्रियकरण
ସକ୍ରିୟ ସର୍ଭର ପୃଷ୍ଠା |,सक्रिय सर्व्हर पृष्ठ
ସକ୍ରିୟ ସଂସ୍କରଣ |,सक्रिय आवृत्ती
acyclic,अॅसायक्लिक
"1. ଆକାଇକ୍ଲିକ୍ ଗ୍ରାଫ୍, 2 acyclic ଗ୍ରାଫ୍ |","1. अॅसायक्लिक आलेख, 2. अॅसायक्लिक आलेख"
ଅଦା କମ୍ପ୍ୟୁଟର ଭାଷା |,अडा संगणक भाषा
"1. ଅପ୍ଟିମାଇଜର୍, 2 ଅପ୍ଟିମାଇଜର୍","1. ऑप्टिमायझर, 2. अनुकूलक"
to sum),बेरीज करण्यासाठी)
ରାଶି ଫାଇଲ୍ |,बेरीज फाइल
"1. ଯୋଗ କାର୍ଯ୍ୟ, 2 ରାଶି କାର୍ଯ୍ୟ","1. अॅडिशन ऑपरेशन, 2. बेरीज ऑपरेशन"
ଆଡର୍,जोडणारा
ଜାଣନ୍ତୁ |,जाणून घ्या
ଠିକଣା ବସ୍,पत्ता बस
ଠିକଣା ଫାଇଲ୍ |,पत्ता फाइल
ଠିକଣା ଫର୍ମାଟ୍,पत्त्याचे स्वरूप
ଠିକଣା ଜେନେରେଟର,पत्ता जनरेटर
ଠିକଣା ରେଖା,पत्ता ओळ
ଠିକଣା ମ୍ୟାପିଂ,पत्ता मॅपिंग
ଠିକଣା ସୂଚକ,पत्ता सूचक
ଠିକଣା ରେଜିଷ୍ଟର,पत्ता नोंदवही
ଠିକଣା ଭାଙ୍ଗିବା,पत्ता ब्रेकडाउन
ଠିକଣା ଅନୁବାଦ,पत्ता अनुवाद
"1. ଠିକଣା ଯୋଗ୍ୟ ସ୍ମୃତି, ୨। ଠିକଣା ସ୍ମୃତି","1. पत्ता मेमरी, 2. पत्ता करण्यायोग्य मेमरी"
ଠିକଣା,संबोधित
"1. ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ, 2 ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ |","1. पर्याप्ततेचे निकष, 2. पर्याप्तता निकष"
ସଂଲଗ୍ନ,संलग्नक
"1. ପରିଚାଳନା, 2 ନିୟନ୍ତ୍ରଣ","1. व्यवस्थापन, 2. नियंत्रण"
"1. ପରିଚାଳକ, 2 ନିୟନ୍ତ୍ରକ","1. व्यवस्थापक, 2. नियंत्रक"
ଆଡୋବ ଆକ୍ରୋବାଟ୍ |,adobe acrobat
ଆଡୋବ ଫଟୋସପ୍ |,अडोब फोटोशाॅप
ABAP (ଉନ୍ନତ ବ୍ୟବସାୟ ପ୍ରୋଗ୍ରାମିଂ),ABAP (प्रगत व्यवसाय प्रोग्रामिंग)
"1. ଉନ୍ନତ ତଥ୍ୟ, ୨। ଉନ୍ନତ ତଥ୍ୟ","1. प्रगत डेटा, 2. प्रगत डेटा"
ଉନ୍ନତ ସୂଚନା ପ୍ରଣାଳୀ |,प्रगत माहिती प्रणाली
ଉନ୍ନତ ଜ୍ଞାନକ Technology ଶଳ (AT),प्रगत तंत्रज्ञान (AT)
କାର୍ଯ୍ୟ,क्रिया
ଏକୀକରଣ,एकत्रीकरण
ବାୟୁବାହୀ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |,एअरबोर्न संगणक प्रणाली
aldus page-make,aldus page-make
ଆଲର୍ଟ ବାକ୍ସ,अलर्ट बॉक्स
algol (କମ୍ପ୍ୟୁଟର ଭାଷା),अल्गोल (संगणक भाषा)
"1. ଆଲଗୋରିଦମ, ୨ ଆଲଗୋରିଦମ |","1. अल्गोरिदम, 2. अल्गोरिदम"
"1. ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ, ୨। ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ |","1. अल्गोरिदम विश्लेषण, 2. अल्गोरिदम विश्लेषण"
ଆଲଗୋରିଦମ ଦକ୍ଷତା |,अल्गोरिदम कार्यक्षमता
"1. ଏଲିୟସ୍, ୨ ଡାକନାମ, 3 ଆକା","1. इलियास, 2. टोपणनाव, 3. उर्फ"
ଶ୍ରେଣୀବଦ୍ଧତା |,संरेखन
"1. ବଣ୍ଟନ, ୨ ଆବଣ୍ଟନ","1. वाटप, 2. वाटप"
"1. ବର୍ଣ୍ଣାନୁକ୍ରମିକ, ୨ ବର୍ଣ୍ଣାନୁକ୍ରମିକ କ୍ରମ |","1. वर्णमाला, 2. अक्षर क्रमानुसार"
ବର୍ଣ୍ଣମାଳା,अल्फान्यूमेरिक
"1. ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍, 2 ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ |","1. अल्फान्यूमेरिक कीबोर्ड, 2. अल्फान्यूमेरिक कीबोर्ड"
ଆଲଫା-ପରୀକ୍ଷା (ପ୍ରଥମ ସ୍ତର ପରୀକ୍ଷା),अल्फा-चाचणी (पहिली स्तर चाचणी)
"1. ଆଲଫା ସଂସ୍କରଣ, ୨ ଆଲଫା ଫର୍ମ |","1. अल्फा आवृत्ती, 2. अल्फा फॉर्म"
alt କି,alt की
altavista,altavista
ବହୁଗୁଣ,बहुविधता
ଅସ୍ପଷ୍ଟ ବ୍ୟାକରଣ,अस्पष्ट व्याकरण
ଆମେରିକୀୟ ନ୍ୟାସନାଲ ଷ୍ଟାଣ୍ଡିସ୍ ଇନଷ୍ଟିଚ୍ୟୁଟ୍ (ANSI),अमेरिकन नॅशनल स्टँडीज इन्स्टिट्यूट (ANSI)
ଆମେରିକୀୟ ଷ୍ଟାଣ୍ଡାର୍ଡ କଟ୍ (ascii),अमेरिकन स्टँडर्ड कट (ascii)
"1. ଅନୁରୂପ, 2 analog","1. समानार्थी, 2. अॅनालॉग"
"1. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର, 2. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |","1. अॅनालॉग संगणक, 2. अॅनालॉग संगणक"
"1. ଆନାଗଲ୍ ଡିଭାଇସ୍, 2 analog ଉପକରଣ","1. अॅनालॉग उपकरण, 2. अॅनालॉग डिव्हाइस"
"1. ଆନାଗଲ୍ ମୋଡେମ୍, ୨ ଆନାଗଲ୍ ମୋଡେମ୍ |","1. अॅनालॉग मॉडेम, 2. अॅनालॉग मॉडेम"
ଡିଜିଟାଲ୍ କନଭର୍ଟର ସହିତ ଅନୁରୂପ |,अॅनालॉग ते डिजिटल कन्व्हर्टर
ଶେଷ (ଡିଜିଟାଲ୍ / ବିମାନ ତର୍କ &#39;ଏବଂ&#39; ବ୍ୟବହୃତ),शेवट (डिजिटल/प्लेन लॉजिक &#39;आणि&#39; वापरलेले)
ଶେଷ ସର୍କିଟ |,एंड सर्किट
ଶେଷ ଫାଟକ ଏବଂ ଫାଟକ |,शेवटचे गेट आणि गेट
ଶେଷ ନୁହେଁ ଅପରେସନ୍ (ବହିଷ୍କାର),आणि ऑपरेशन नाही (वगळणे)
"1. ଆନିମେସନ୍, 2. କମ୍ପନ |","1. अॅनिमेशन, 2. कंपन"
ଧ୍ୟାନ ଦିଅନ୍ତୁ,नोंद
ଅସଙ୍ଗତି |,विसंगती
ପୂର୍ବ,मागील
ଆଶାକର୍ମୀ ପେଜିଂ |,आगाऊ पेजिंग
କାଉଣ୍ଟର-ସିମେଟ୍ରିକ୍ |,काउंटर-सिमेट्रिक
ଆଣ୍ଟିଭାଇରାଲ୍ ପ୍ରୋଗ୍ରାମ୍ |,अँटीव्हायरल प्रोग्राम
"1. ଆପଲେଟ୍, 2 ପ୍ରୟୋଗ","1. ऍपलेट, 2. अर्ज"
ପ୍ରୟୋଗ ବିକାଶକାରୀ |,अनुप्रयोग विकसक
ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ,अनुप्रयोग प्रोग्रामिंग
"1. ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍, 2 ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍ (API)","1. ऍप्लिकेशन प्रोग्रामिंग इंटरफेस, 2. ऍप्लिकेशन प्रोग्रामिंग इंटरफेस (API)"
ପ୍ରୟୋଗ ସଫ୍ଟୱେର୍,अनुप्रयोग सॉफ्टवेअर
ପ୍ରୟୋଗ ଭାଷା,अनुप्रयोग भाषा
ଆନୁମାନିକ ନୀତି,अंदाजे तत्त्व
ଗଠନ,रचना
କ୍ଷେତ୍ର ସ୍ଥାନାନ୍ତର,फील्ड हस्तांतरण
"1. ପାରାମିଟର, ସ୍ independent ାଧୀନ ଭେରିଏବଲ୍, 2. କୋଣ","1. पॅरामीटर, स्वतंत्र चल, 2. कोन"
"1. ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ, ୨। ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ |","1. अंकगणित आणि तर्कशास्त्र एकक, 2. अंकगणित आणि तर्कशास्त्र एकक"
ଗାଣିତିକ ଯାଞ୍ଚ |,अंकगणित तपासणी
ଗାଣିତିକ ସ୍ଥିର |,अंकगणित स्थिरांक
ଗାଣିତିକ ତଥ୍ୟ,अंकगणित डेटा
ଗାଣିତିକ ନିର୍ଦ୍ଦେଶ,अंकगणित सूचना
ଗାଣିତିକ ଏବଂ ଲଜିକାଲ୍ ୟୁନିଟ୍ (ALU),गणिती आणि तार्किक एकक (ALU)
ARPA ନେଟ (RPNet),ARPA नेट (RPNet)
ଆରେ,रचना
"1. ଆରେ କ୍ୟାଚ୍, 2 ଆରେ ଗତି, 3 ଆରେ ମେମୋରୀ","1. अॅरे कॅशे, 2. अॅरे गती, 3. अॅरे मेमरी"
ଆରେ କମ୍ପ୍ୟୁଟର |,अॅरे संगणक
ଆରେ ଉପାଦାନ |,अॅरे घटक
ଆରେ ନାମ,अॅरे नाव
ଆରେ ସଞ୍ଚାଳକ,अॅरे प्रोसेसर
ତୀର କି,बाण की
ଚୁକ୍ତି,करार
ଜଙ୍କସନ୍ ପଏଣ୍ଟ |,जंक्शन पॉइंट
କୃତ୍ରିମ ସଙ୍କୋଚନ |,कृत्रिम कॉम्पॅक्शन
କୃତ୍ରିମ ନିୟନ୍ତ୍ରଣ |,कृत्रिम नियंत्रण
କୃତ୍ରିମ ଅର୍ଥ |,कृत्रिम भावना
ଆରୋହଣ,माउंट
ଆରୋହଣ କ୍ରମ,चढत्या क्रमवारी
ascii ବର୍ଣ୍ଣମାଳା |,ascii वर्णमाला
ascii ନିୟନ୍ତ୍ରଣ ପ୍ରତୀକ |,ascii नियंत्रण चिन्ह
ascii ଫାଇଲ୍ |,ascii फाइल
ascii ଫଣ୍ଟ,ascii फॉन्ट
ASCII ସ୍ଥାନାନ୍ତର |,ASCII हस्तांतरण
ଆନୁମାନିକ ଅନୁପାତ,प्रसर गुणोत्तर
"1. ଆସ୍ପି, ୨ ASPI","1. एस्पी, 2. एएसपीआय"
ଏକ S R କାଲାଡ୍ |,ए एस आर कलाड
"1. ସ୍ମରଣ, ୨ ଏକତ୍ରିତ, 3 ଏକତ୍ର ହେବା","1. स्मरण, 2. एकत्र करणे, 3. एकत्र करणे"
"1. ଏକତ୍ରକାରୀ, 2 ସ୍ମରଣୀୟ","1. असेंबलर, 2. स्मरणपत्र"
"1. ଏକତ୍ର ହେବା, 2 ସ୍ମରଣ","1. एकत्र करणे, 2. आठवण"
"1. ସ୍ମୃତି ଭାଷା, ୨। ଭାଷା ଏକତ୍ର କରିବା |","1. लक्षात ठेवण्याची भाषा, 2. भाषा एकत्र करणे"
ନିଷ୍ଠା,निर्धार
"1. ନିର୍ଦ୍ଦିଷ୍ଟ କାର୍ଯ୍ୟ, 2 ଆବଣ୍ଟନ","1. निर्दिष्ट कार्य, 2. वाटप"
ସାଥୀତା,सहवास
ସହଯୋଗୀ ଠିକଣା,सहयोगी पत्ता
"1. ଆସୋସିଏଟିଭ୍ ମେମୋରୀ, 2 ସହଯୋଗୀ ସ୍ମୃତି","1. सहयोगी स्मृती, 2. सहयोगी स्मृती"
ନକ୍ଷତ୍ର (* ଚିହ୍ନ),तारका (* चिन्ह)
ଅସୀମିତ |,असममित
"1. ଅସନ୍ତୁଳିତ, 2 ଅସନ୍ତୁଳିତ |","1. असिंक्रोनस, 2. असिंक्रोनस"
ଅସନ୍ତୁଳିତ ଡିଜିଟାଲ୍ ସବସ୍କ୍ରାଇବର ଲାଇନ (ADSL),असिंक्रोनस डिजिटल सबस्क्राइबर लाइन (ADSL)
ଅସନ୍ତୁଳିତ ସମୟ ବିଭାଗ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ (ATDM),असिंक्रोनस टाइम डिव्हिजन मल्टीप्लेक्सिंग (ATDM)
ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର |,असिंक्रोनस हस्तांतरण
ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର ମୋଡ୍ (ଏଟିଏମ୍),असिंक्रोनस ट्रान्सफर मोड (ATM)
"1. ପରମାଣୁ, ୨ ପରମାନ","1. अणू, 2. परमान"
ସଂଲଗ୍ନିତ ଡକ୍ୟୁମେଣ୍ଟ୍ |,संलग्न दस्तऐवज
"1. ସଂଲଗ୍ନ ଫାଇଲ୍ / ମିସାଇଲ୍, 2 ସଂଲଗ୍ନ ଫାଇଲ୍ |","1. संलग्न फाइल/ मिसाइल, 2. संलग्न फाइल"
"1. ଆବଦ୍ଧ, 2 ଅନୁବନ୍ଧିତ","1. संलग्नक, 2. संलग्न"
"1. ଗୁଣ, 2 ବିଶେଷତା","1. गुणधर्म, 2. खासियत"
ଶ୍ରବଣଯୋଗ୍ୟ |,ऐकण्यायोग्य
"1. ଅଡିଟ୍ ପ୍ରୋଗ୍ରାମିଂ, 2 ପ୍ରୋଗ୍ରାମିଂ ଅଡିଟ୍ କରନ୍ତୁ |","1. ऑडिट प्रोग्रामिंग, 2. ऑडिट प्रोग्रामिंग"
ଖାତା ଯାଞ୍ଚ |,खाते सत्यापन
ପଦୋନ୍ନତି,जाहिरात
ପ୍ରମାଣପତ୍ର ପ୍ରୋଟୋକଲ୍ |,प्रमाणन प्रोटोकॉल
ଲେଖକ ପଦ୍ଧତି,लेखन पद्धत
"1. ପ୍ରାଧିକରଣ, ୨ ପ୍ରାଧିକରଣ, 3 ଟ୍ରିବ୍ୟୁନାଲ","1. प्राधिकरण, 2. अधिकार, 3. न्यायाधिकरण"
ଅଟୋ ଅବଷ୍ଟ୍ରାକ୍ଟ |,स्वयं गोषवारा
"1. ଅଟୋ ବୁଟିଙ୍ଗ୍, 2 ସେଲ୍ ବୁଟ୍","1. ऑटो बूटिंग, 2. स्वत: बूट"
ଅଟୋକ୍ୟାଡ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା),ऑटोकॅड (संगणक भाषा)
ଅଟୋ ଲଗ୍ ଅନ୍ |,ऑटो लॉग-ऑन
ଅଟୋମେଟା |,स्वयंचलित
ସ୍ୱୟଂଚାଳିତ ତତ୍ତ୍। |,ऑटोमेटा सिद्धांत
ସ୍ୱୟଂଚାଳିତ ଗଣନା,स्वयंचलित गणना
ସ୍ୱୟଂଚାଳିତ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,स्वयंचलित डेटा प्रक्रिया
ସ୍ୱୟଂଚାଳିତ ତ୍ରୁଟି ସଂଶୋଧନ |,स्वयंचलित त्रुटी सुधारणा
ଅଟୋ ଫଙ୍କସନ୍,स्वयं कार्य
"1. ସ୍ୱୟଂଚାଳିତ ସୂଚକାଙ୍କ, 2 ସ୍ୱୟଂଚାଳିତ ତାଲିକା |","1. स्वयंचलित अनुक्रमणिका, 2. स्वयंचलित सूची"
ଅଟୋ-ସଂଗ୍ରହ କଲ୍ |,स्वयं-संग्रह कॉल
"1. ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ, 2 ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |","1. स्वयंचलित प्रोग्रामिंग, 2. स्वयंचलित प्रोग्रामिंग"
"1. ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ, 2. ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ |","1. स्वयंचलित पुनर्प्राप्ती कार्यक्रम, 2. स्वयंचलित पुनर्प्राप्ती कार्यक्रम"
ଅଟୋ ରୁଟିନ୍ |,स्वयं दिनचर्या
ସ୍ୱୟଂଚାଳିତ ତନ୍ତ୍ର ପୁନରୁଦ୍ଧାର,स्वयंचलित प्रणाली पुनर्प्राप्ती
"1. ସ୍ୱୟଂଚାଳିତ ଟେଲର୍ ମେସିନ୍ (ଏଟିଏମ୍), ୨ | ଆତ୍ମ ପ୍ରତ୍ୟାହାର ପାଇଁ ବ୍ୟାଙ୍କ ଏଟିଏମ୍ |","1. ऑटोमॅटिक टेलर मशिन्स (ATM), 2. स्वत: पैसे काढण्यासाठी बँक एटीएम"
ସ୍ୱୟଂଚାଳିତ,ऑटोमेशन
"1. ଅଟୋପ୍ଲେ, 2 ଅଟୋ ଚାଲିବା |","1. ऑटोप्ले, 2. ऑटो चालणे"
କଣ୍ଠଦାନ,स्वर
ସହକାରୀ,सहाय्यक
ସହାୟକ ସ୍ମୃତି,सहाय्यक मेमरी
ସହାୟକ ଷ୍ଟୋରେଜ୍,सहायक स्टोरेज
ଉପଲବ୍ଧ ତାଲିକା |,उपलब्ध यादी
ଉପଲବ୍ଧ ସମୟ |,उपलब्ध वेळ
ହାରାହାରି,सरासरी
AWK (ଏକ କମ୍ପ୍ୟୁଟର ନିର୍ଦ୍ଦେଶ),AWK (संगणक कमांड)
ପରେ,नंतर
ପୋଷ୍ଟ ପ୍ରୋସେସର୍ |,पोस्ट प्रोसेसर
ପରବର୍ତ୍ତୀ କାର୍ଯ୍ୟ ବିଲୋପ |,पोस्टरियर फंक्शन हटवणे
ପୃଷ୍ଠଭୂମି ପ୍ରକ୍ରିୟାକରଣ |,पार्श्वभूमी प्रक्रिया
ଆନୁଷଙ୍ଗିକ ଷ୍ଟୋରଗୁଡିକ |,सहायक स्टोअर्स
ପଛ ପ୍ୟାଚିଂ |,बॅक पॅचिंग
"1. ପଶ୍ଚିମ, ୨ ବ୍ୟାକସ୍ପେସ୍ |","1. पश्चिम, 2. बॅकस्पेस"
ବ୍ୟାକଟ୍ରାକ୍,बॅकट्रॅकिंग
"1. ବ୍ୟାକ୍ ଅପ୍, 2 ପରିଶୋଧ","1. बॅक-अप, 2. प्रतिपूर्ती"
"1. ସଂପୃକ୍ତ ସ୍ମୃତି, ୨। ବ୍ୟାକ୍ ଅପ୍ ମେମୋରୀ |","1. पूरक स्मृती, 2. बॅकअप मेमरी"
ପଛ ତ୍ରୁଟି ସଂଶୋଧନ |,परत त्रुटी सुधारणा
(ଆୟ-ବ୍ୟୟ) ବାଲାନ୍ସ ସିଟ୍ |,(उत्पन्न-खर्च) ताळेबंद
ବ୍ୟାଣ୍ଡେଜ୍ |,मलमपट्टी
"1. ବ୍ୟାଣ୍ଡ ଓସାର, 2 ବ୍ୟାଣ୍ଡୱିଡଥ୍ / ସାମର୍ଥ୍ୟ |","1. बँड रुंदी, 2. बँडविड्थ/क्षमता"
ବ୍ୟାଙ୍କର ଆଲଗୋରିଦମ |,बँकरचा अल्गोरिदम
"1. ବାର୍ କୋଡ୍, 2 ବାର୍ କୋଡ୍","1. बार कोड, 2. बार कोड"
ବାରକୋଡ୍ ସ୍କାନର୍ |,बारकोड स्कॅनर
ବାର୍ ଗ୍ରାଫ୍ |,बार आलेख
ମୂଳ ଠିକଣା,मूळ पत्ता
ବେସ୍ ବ୍ୟାଣ୍ଡ |,बेस बँड
ଆଧାର ସଂଖ୍ୟା,आधार क्रमांक
ଆଧାର ଟେବୁଲ୍ |,बेस टेबल
ବେସିକ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା),बेसिक (संगणक भाषा)
"1. ମ Basic ଳିକ ନିୟନ୍ତ୍ରଣ, ୨। ଆଧାର ନିୟନ୍ତ୍ରଣ |","1. मूलभूत नियंत्रण, 2. बेस नियंत्रण"
"1. ମୂଳ ବିନିଯୋଗ, ୨। ମୂଳ ବିନିଯୋଗ |","1. मूळ गुंतवणूक, 2. मूळ गुंतवणूक"
ମ basic ଳିକ ନିର୍ଦ୍ଦେଶ,मूलभूत सूचना
ମୂଳ ସମସ୍ୟା |,मूळ समस्या
ମ basic ଳିକ ପର୍ଯ୍ୟାୟ |,मूलभूत टप्पा
"1. ବ୍ୟାଚ୍, ୨ ଗୋଷ୍ଠୀ, 3 ବିପର୍ଯ୍ୟୟ |","1. बॅच, 2. गट, 3. आपत्ती"
"1. ବ୍ୟାଚ୍ ଫାଇଲ୍, 2 ବ୍ୟାଚ୍ ଫାଇଲ୍ |","1. बॅच फाइल, 2. बॅच फाइल"
ବ୍ୟାଚ୍ ସ୍ଥିତି,बॅच स्थिती
"1. ବ୍ୟାଚ୍ ପ୍ରକ୍ରିୟାକରଣ, 2 ଗୋଷ୍ଠୀ ପ୍ରକ୍ରିୟାକରଣ |","1. बॅच प्रोसेसिंग, 2. गट प्रक्रिया"
"1. ବ୍ୟାଚ୍ ସିଷ୍ଟମ୍, 2 କାଟାପଲ୍ଟ ସିଷ୍ଟମ୍ |","1. बॅच सिस्टम, 2. कॅटपल्ट प्रणाली"
baud,बॉड
ବାଉଡ୍ ହାର,बॉड दर
ବିମ୍ ବିମ୍ |,तुळई तुळई
"1. ନିର୍ଦ୍ଦେଶାବଳୀ, ୨ ବ୍ୟାଚ୍ ମାର୍କ","1. मार्गदर्शक तत्त्वे, 2. बॅच मार्क"
ଦ୍ୱି-ଦିଗୀୟ ଯୋଗାଯୋଗ |,द्विदिश संप्रेषण
ସିଧାସଳଖ ଲିଙ୍କ୍ |,थेट दुवा
ବାଇନାରୀ କୋଡ୍ |,बायनरी कोड
ବାଇନାରୀ ସଂଖ୍ୟା,बायनरी अंक
ବାଇନାରୀ ନିବେଶ ଆଉଟପୁଟ୍ ସିଷ୍ଟମ୍ (BIOS),बायनरी इन्व्हेस्टमेंट आउटपुट सिस्टम (BIOS)
ବାଇନାରୀ ସଂଖ୍ୟା,बायनरी संख्या
ବାଇନାରୀ ଅପରେଟର୍ |,बायनरी ऑपरेटर
ବାଇନାରୀ ସମ୍ପର୍କ |,बायनरी संबंध
ବାଇନାରୀ ସନ୍ଧାନ |,बायनरी शोध
ବାଇନାରୀ ଏକ୍ସପ୍ଲୋର୍ସନ୍ ଟ୍ରି (BST),बायनरी एक्सप्लोरेशन ट्री (BST)
"1. ବାଇନାରୀ ସ୍ଥାନାନ୍ତର ବୃକ୍ଷ, 2 ବାଇନାରୀ ସ୍ଥାନାନ୍ତର |","1. बायनरी ट्रान्सफर ट्री, 2. बायनरी हस्तांतरण"
ବାଇନାରୀ ଗଛ |,बायनरी झाड
"1. ଦ୍ୱିପାକ୍ଷିକ ସ୍ମୃତି, ୨। ଦ୍ୱିପାକ୍ଷିକ ସ୍ମୃତି","1. द्विध्रुवीय स्मृती, 2. द्विध्रुवीय स्मृती"
